2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
1.29623e-16+0.0172591j 5.05788e-16-0.00207918j -7.82105e-18+0.00828773j 1.51286e-16-0.00901399j 3.8587e-17+3.93345e-05j -8.72623e-17-0.00254069j 2.33443e-18+0.00281193j 8.38024e-17+0.00490926j -1.41548e-16-0.0093801j -2.13839e-16-0.00506103j -1.71897e-16-0.00922492j 4.43494e-17-0.00195584j -2.99998e-16-0.00432398j 2.99755e-16+0.00886285j 1.74962e-16+0.00859256j -9.13047e-16+0.00276925j 1.86917e-15+0.00794661j -3.2844e-16-0.00874545j 3.29525e-13+0.00298025j 8.2327e-16+0.000562028j -2.46271e-16+0.00773257j -1.33491e-15-0.0084261j 6.04104e-15-0.00390563j -2.03511e-15-0.0068826j -9.30001e-17+0.00711987j 1.02562e-17+0.00267073j -8.14176e-16-0.00158498j 6.62906e-16-0.0163577j -3.22682e-15-0.00137906j -1.97676e-15+0.00552694j -2.22082e-17+0.0058586j 3.10202e-16-0.000462462j 5.48405e-16-0.00502474j -1.44149e-16-0.00218815j 3.06128e-16+0.00735837j -8.13574e-17-0.00692174j 2.03852e-16-0.00481813j -7.71582e-16+0.00308645j -9.93221e-16+0.00462825j -3.53158e-15-0.00497847j -2.9812e-15-0.0121451j -2.239e-15+0.0043672j -5.2156e-17-0.00736813j -6.53486e-17-0.00179523j -1.9657e-16-0.00289339j 1.78071e-16+0.00669384j -2.36474e-16-0.00950169j -1.95497e-16-0.0100161j 1.51309e-16+0.00725044j 3.23964e-17-0.000463071j -2.02907e-17-0.00322394j 1.4402e-16+0.0136823j 3.3454e-17-0.00451022j 5.88042e-17+0.00202277j 9.05764e-15+0.0104597j 2.17202e-15+0.0169345j 
4.17279e-16-0.0037816j -1.99154e-15+0.0178119j -1.78898e-16+0.017617j 1.78411e-16-0.0074295j -9.80705e-17-0.0048197j 5.726e-17-0.00690674j -3.22514e-17+0.00322832j 5.42406e-17-0.0182413j 1.78428e-16+0.00647962j -1.0244e-16-0.00664759j 5.55393e-17-0.000401782j 2.41219e-16-0.000523091j 3.39871e-18+0.00615802j -1.61246e-16-0.00608502j 1.35096e-15+0.00819167j 3.33135e-15-0.0131972j 1.77455e-15+0.0111116j 3.45031e-16-0.00153769j 3.69055e-13+0.00332224j 1.65425e-16+0.000930361j 5.29805e-16+0.0117762j 6.76731e-16+0.00199828j 5.89046e-15-0.00311554j 1.65641e-15+0.00552665j 1.49855e-15+0.00249823j -1.32811e-15-0.0104504j -7.39183e-16-0.000559306j 4.91127e-16+0.00479927j -1.6222e-14-0.00543215j 3.58332e-16-0.00116328j 2.4985e-16+0.00236115j -5.01104e-16+0.00379161j -4.17687e-16+0.00443199j -1.8818e-16+0.00333469j -6.07064e-16-0.00790183j -9.08647e-19+0.00208553j 1.8731e-16-0.00959217j 1.58597e-15+0.00548214j 8.94343e-16-0.0148224j 2.92091e-16-0.00125104j -2.66638e-15+0.00694701j -2.73993e-15-0.0118477j 7.74861e-17+0.00807103j 2.86531e-16-0.00773231j 2.03769e-16+0.00712859j 3.20915e-17+0.0049151j 1.40836e-16+0.0107123j -5.70671e-17+0.00331377j 1.60301e-16+0.00680922j 1.50599e-17+0.00774408j 6.55174e-17+0.00166699j 1.20839e-17+0.0157082j 8.82187e-17-0.00499843j 9.70972e-17-0.0045118j 9.39116e-15+0.0174567j 2.18257e-15-0.0112624j 
-6.40464e-17+0.000849082j 2.75233e-16-0.00391872j 7.74004e-17-0.00530299j -8.7156e-17+0.0238706j 2.52267e-16+0.0143479j 7.88269e-17-0.00607208j 7.72651e-17+0.00199013j 8.96516e-17-0.00442753j 2.11763e-16-0.00365451j -4.29602e-16-0.0132295j -8.90953e-17-0.00174415j 2.32978e-16-0.000168787j 3.17326e-17+0.00215526j -1.47502e-16-0.00476647j 3.73589e-16+0.0120725j 4.28576e-17-0.0047164j 2.00173e-16-0.00102722j 2.94179e-15+0.0153817j 3.24518e-13+0.0028939j -3.44611e-15-0.0138971j -2.52598e-16+0.00203565j -1.34672e-16-0.00168695j -3.68542e-16-6.8597e-05j 2.50246e-16+0.00314188j -1.10454e-15-0.0101586j 9.06294e-16+0.00456578j -1.25291e-15+0.0062614j -3.23853e-17+0.00472755j 1.66999e-15+0.000112631j 1.83632e-15-0.00713042j -2.15973e-16-0.00642416j -2.01566e-17-0.00604151j -4.87431e-18+0.000566321j 2.53346e-16-0.00211285j 1.00917e-16+0.00105691j 3.32489e-16+0.00428047j -7.19857e-16+0.00486618j 4.0953e-16+0.0062515j 9.36467e-16-0.0142035j 1.22339e-15+0.00140442j 4.98656e-16+0.00784763j 1.16397e-16-0.00510299j 1.60722e-16+0.00122077j 5.25796e-17-0.00454752j 2.71382e-16+0.00254909j 4.50724e-17+0.000343229j 2.92156e-16+0.0114567j -1.898e-17-0.000888133j -1.28776e-16-0.00127387j 2.47861e-18+0.000102101j 1.19351e-16+0.0044051j -1.47096e-16-0.0148837j 8.79029e-17+0.0214427j 6.85172e-17+0.00501591j -4.77684e-15-0.00591598j -1.00183e-15-0.00654267j 
1.20728e-15+0.00149355j -6.19433e-16-0.00485832j 1.35377e-15+0.0019285j -1.27491e-15+0.000458771j 1.93625e-15+0.00526097j 1.27337e-15+0.00582193j -8.53092e-17+0.00392972j 2.34162e-17-0.00134065j 3.73448e-16+0.00391883j -1.15596e-15-0.00501581j -1.74884e-15-0.00351923j 1.72587e-15+0.0071618j -8.32718e-17-0.00204213j -3.58136e-16-0.00479573j 8.86143e-16+0.00228749j 3.60635e-16-0.00419136j 2.13709e-15+0.00405002j -2.6891e-15-0.00627866j 2.69881e-13+0.0024285j 6.23715e-16+0.000843869j -2.32324e-16-0.00406653j 8.26419e-16+0.00293133j 5.58551e-16-0.000299518j 2.55254e-16+0.00167579j 5.36866e-16+0.000252325j -7.26874e-16-0.000881635j -1.91603e-15-0.00255291j -2.09736e-15-0.00561988j -2.67679e-14-0.00884606j 3.79572e-16-0.00190841j -7.39408e-16-0.00688859j -1.54917e-15-0.00698601j -4.87447e-16-0.00281733j 1.83001e-16+0.00160595j 4.72414e-16-0.00121879j -7.55127e-16-0.0016036j 1.03867e-17+0.00336732j 7.26624e-16+0.00629525j -4.37623e-16-0.000852892j -3.00243e-15-0.00242367j -2.71647e-15-0.00470681j 1.16639e-15+0.00408356j 3.51679e-16+0.0045165j -3.78912e-16+0.00352694j -6.5001e-16-6.6969e-05j 1.66617e-15+0.00388487j -2.06681e-15-0.00621734j 2.93863e-16+0.00450138j 2.51151e-16-0.00292348j 2.32968e-15+0.00507291j -1.40511e-16+0.00213081j 9.27338e-16-1.10636e-05j -2.88225e-16+0.00236477j 1.66773e-15+0.00671235j -1.01076e-15-0.00308916j 2.03693e-15+0.00392175j 
-4.14114e-16-0.00799489j 5.74155e-16-0.0050152j -3.49742e-16-0.0188952j -9.0216e-17+0.0247692j -5.37751e-16-0.00357761j -3.73393e-16+0.00287322j -1.12151e-16+0.00616171j 2.49206e-16+0.00289502j 3.46763e-18+0.00473518j 2.10184e-16-0.00559814j 6.27455e-16+0.013516j -5.39373e-16-0.00273946j 2.00928e-16-0.0040698j 2.89647e-16-0.00822458j -7.69392e-16+0.000213405j -6.99177e-16+0.00155288j -2.34895e-15-0.0116718j 1.52826e-15+0.0208926j -7.96186e-13-0.00719249j -2.11494e-15-0.00424365j -3.53921e-16-0.0104656j -2.1348e-16+0.00153461j 1.05269e-15-0.00155449j -1.24062e-16+0.00173852j -1.11936e-15-0.00591519j 1.13025e-15+0.003217j 1.2749e-15+0.00330879j -4.67175e-16+0.0147271j 1.56311e-14+0.00521698j 1.60033e-15-0.00402887j 2.09471e-16-0.00863157j 1.4169e-16+0.000229821j -5.39138e-16+0.00513782j 2.5109e-16+0.00304239j -7.97546e-17-0.0043197j 4.20428e-16+0.00693464j -4.54245e-16+0.00937779j -4.52809e-16-0.00341174j 8.27617e-16-0.000579737j 4.94452e-15+0.00765722j 5.76499e-15+0.0112776j 4.13162e-15+0.00196931j -5.0069e-16+0.00250039j 1.39094e-18+0.0105784j 5.07895e-17+0.00332129j -7.95611e-16-0.00908305j 5.79556e-16+0.00333297j -1.37827e-16+0.00332523j -2.63086e-16-0.012991j -7.39849e-16-0.0126573j -1.47871e-16+0.00592117j -4.89987e-16-0.0205253j -7.85693e-17+0.0158273j -5.33742e-16+0.000994454j -1.33272e-14-0.0181232j -3.34048e-15-0.0119876j 
-1.56372e-16+0.00548945j 1.09541e-15-0.00929862j 5.26511e-16-0.0141896j -2.70463e-16+0.00303515j 3.51638e-16+0.00225987j 6.63822e-17+0.00818347j 3.25144e-16-0.0122408j -3.24139e-16+0.0144115j -7.54595e-17-0.0044315j -1.27743e-16+0.00546894j -3.3334e-16+0.00156427j -1.227e-17+0.00228562j 2.95097e-17-0.00291836j -2.26993e-16+0.00656706j -7.70818e-16-0.00802614j -2.69117e-15+0.0096542j -1.61991e-15-0.0117918j -1.17576e-17+0.00697049j -7.74527e-14-0.000707914j -5.23806e-16+0.000782228j -4.26554e-16-0.00798973j -5.14717e-16-0.0020354j -1.09706e-15-0.000213759j -1.66082e-15-0.00572155j -1.40134e-15-0.000473515j 1.08895e-15+0.00924317j 4.58321e-16+1.14623e-05j -7.48437e-16-0.00541511j 1.35465e-14+0.00469624j -1.47513e-17-0.000542512j -4.70346e-16-0.000348593j 4.45014e-16-0.00441822j 1.48995e-15-0.00923915j 4.06918e-16-0.00542617j 6.57036e-16+0.00843725j -1.67688e-16-0.000120444j -1.37661e-16+0.00716397j -6.3194e-16-0.00505561j -7.64785e-16+0.0109346j -7.2264e-16+0.000384233j -4.82121e-16-0.0108908j -4.18932e-16+0.00817421j 2.13771e-16-0.0108507j -2.53047e-16+0.00115741j -1.15333e-16-0.00902792j 3.23844e-16-0.000900501j -2.66568e-16-0.00745964j 1.66777e-16-0.00906667j -5.31387e-17+0.000122491j 3.48433e-16-0.00116664j -9.24958e-18-0.0026875j 3.37974e-16-0.0115179j -2.96199e-17+0.00143513j 2.29197e-16+0.000222347j -2.66641e-15-0.00727317j -5.92794e-16+0.0123939j 
3.18448e-16-6.6907e-05j -1.45595e-15+0.00974819j -4.05951e-16+0.010313j -7.27083e-17+0.000538599j -1.64867e-16+0.00475219j 5.43178e-16-0.0114306j 8.93394e-17-0.00366365j 4.72754e-16-0.0124716j 1.85535e-16-0.00575772j 1.86898e-16-0.00663674j -8.16712e-17-0.00133568j 3.60841e-16-0.00309358j -2.27848e-16+0.00737688j -8.77174e-17-0.000643017j 4.48684e-16+0.00854524j 1.76705e-15-0.00765697j 7.18754e-16+0.00522625j 1.23822e-15+0.00548045j 2.52197e-13+0.0022585j -1.41308e-15-0.00930232j -2.66228e-16+0.0135446j 9.91821e-17-0.00216514j 3.53724e-15-0.00179481j 1.20784e-15+0.00431981j 3.17374e-16-0.00403022j 7.96709e-17-0.00296105j -3.61467e-16+0.00310228j -1.48008e-16+0.00535429j 4.23795e-15+0.00152407j 6.26458e-17+0.000177266j -2.628e-16+0.00584001j -3.99253e-16+0.00251421j -6.4991e-16+0.00175808j -1.2827e-16-0.00135573j 4.59257e-17+0.000721076j -8.66108e-17+0.000491474j 2.74808e-16-0.00701685j 1.006e-15+0.00333278j 1.31024e-15-0.0124831j -9.19815e-16-0.00252407j -2.49835e-15+0.00568248j -1.51571e-15-0.00933958j 2.34486e-16+5.91861e-05j 8.78923e-16-0.0127131j -2.96838e-17+0.00165798j -3.08894e-17+0.00218827j -3.7001e-16+0.0120008j -3.66991e-18-0.00299585j -1.32884e-16+0.00822517j -1.14616e-16+0.00746617j 1.06844e-16-0.00196182j -1.20842e-16+0.00484943j -1.18629e-16+0.00134152j 1.84422e-16-0.00293869j 6.25583e-15+0.0118778j 1.90576e-15-0.00584237j 
-2.27481e-16-0.00802836j 5.33504e-16-0.00608462j 3.99212e-17-0.00101692j 5.71726e-17+0.000344349j -1.46294e-16-0.00314822j -1.02725e-16-0.00112765j 5.58506e-17+0.00904872j -2.18085e-16-0.0126554j 1.75768e-16-0.00654893j 8.16053e-17+3.02352e-05j 4.07993e-16+0.00679262j -1.6567e-16+0.00655708j -1.09077e-16-0.00686082j -4.20355e-17-0.00351193j 7.96219e-16+0.0102327j 1.29756e-15-0.00891416j 4.05634e-16-3.04948e-05j -1.75588e-15-0.000447304j -1.31324e-12-0.0118135j -6.02938e-16-0.00517486j -2.06114e-16-0.0049302j 1.27819e-16+0.000547968j 9.64711e-15-0.00650563j 1.9259e-15+0.00913627j -8.95554e-18-0.000353126j -1.98154e-16-0.00325666j 3.69638e-16+0.00123351j -1.60615e-16+0.011431j 2.00421e-16+0.000244358j 1.22632e-15-0.00295235j 1.00359e-16-0.00535918j -3.42111e-17+0.000922885j -1.03789e-16-0.000938133j -3.79708e-16+0.000904851j -3.25848e-16-0.00351273j -4.93095e-16-0.00359512j 2.30358e-16+0.00250626j -5.66376e-16-0.00258321j -5.59879e-16+0.00788324j 4.43288e-15+0.00549703j 1.4273e-15+0.00998509j 1.55832e-16-0.00753782j -1.91677e-16+0.00988189j 2.04415e-18+0.00914987j -5.45385e-17-0.00221948j -1.26349e-16-0.00808405j 3.41741e-17-0.00616086j 5.01539e-17+0.0102337j 3.75132e-18-0.000485418j -5.12528e-17-0.00598387j -3.65133e-17+0.00235147j 6.1346e-17-0.00527585j 1.35516e-16-0.00476301j 4.23952e-17-0.00128384j -8.12091e-15-0.0120072j -1.94078e-15-0.00356844j 
-7.63138e-18+0.000428952j -1.56768e-16+0.00108989j -7.71782e-18+0.00366387j 3.90292e-17-0.00192842j 2.18139e-17-0.000413511j -1.82967e-17+0.00298398j 1.08337e-16+0.00451943j 1.94388e-17+0.00200257j -4.4193e-18+0.0118405j -4.99115e-18+0.00155461j -1.82309e-16-8.07609e-05j 1.2996e-16+0.000932207j -1.93249e-16-0.000324422j -7.35018e-17+0.000626837j 3.24375e-16-0.00199919j 5.95289e-16-0.000191132j 1.21616e-15+0.0070958j -6.935e-16-0.00857275j 5.00973e-13+0.00452243j 1.75628e-15+0.00925592j 4.13018e-16-0.000483976j 5.80649e-16+0.00385308j -8.99183e-15+0.00645934j -1.7213e-16-0.00166051j 7.98548e-16+0.00350436j -2.89698e-16+0.00158162j -1.51647e-15+0.00140154j 6.29556e-16-0.00516961j -1.58459e-14-0.0058024j 7.02519e-16-0.00289911j 3.38637e-16-0.00191567j 6.68956e-17-0.00140197j 4.84772e-17+0.00212105j 1.45088e-16+0.003368j -6.72876e-16-0.00564322j 6.63786e-17-0.00195423j -3.42861e-16+0.00136937j -1.37689e-16+0.00482952j 2.17282e-16-0.00423761j -1.85184e-15-0.003031j 9.14235e-16+0.00156044j 1.16344e-15+0.00150464j 8.36349e-17+0.000797907j -6.77202e-18+0.00407095j 9.70463e-17+0.00243505j 1.5303e-16+0.000559207j 3.70891e-17-0.00127467j 9.45869e-17+0.00386435j 4.32442e-17-0.00198794j -1.48248e-16+0.000464059j 7.23986e-17+0.00140368j 6.52878e-17+0.00475556j -3.45819e-17+0.00208371j -3.99648e-17+0.00355103j 9.73564e-16+0.00180994j 1.66677e-16-0.000823816j 
-1.3357e-16+6.63507e-05j 1.18478e-16-0.000873274j -4.94616e-17-0.000503345j 7.18821e-17+0.00325643j 2.37786e-18+0.00825343j 1.03202e-17+0.00317249j 1.20176e-16-0.00723045j 2.40541e-16+0.000272484j 3.20915e-16+0.00645168j 1.0351e-17-0.00261693j 1.7157e-16+0.00153094j -3.30659e-16+0.00299682j 2.19876e-16+0.00559565j -2.2727e-16+4.18543e-05j 1.15438e-16-0.0027935j 1.20704e-15-0.00258425j 3.81997e-16+0.00268009j 7.48044e-16+0.000133398j 5.50076e-13+0.00494921j 4.43248e-18+0.000851546j 4.59706e-16+8.752e-05j 7.74889e-16+0.0041595j -8.45642e-15+0.00609301j 7.58405e-16+0.00198893j -2.55413e-16-0.00491607j 4.68313e-16+0.00469074j -9.75168e-16+0.00198459j 4.89016e-16-0.00355642j -8.70851e-15-0.00356668j 8.25798e-16-0.00225912j 3.02528e-16-0.00115712j 3.2599e-16-0.00674751j 8.60568e-16-0.00239851j 7.76143e-16+0.00135746j -2.32933e-16-0.000423328j 4.58628e-17-0.000769806j -5.32004e-16+0.00584131j -4.40285e-16+0.00581629j 2.14173e-16-0.00674106j -3.4453e-15-0.0048513j -6.44198e-16-0.00222521j -1.84962e-16+0.00117803j -9.06385e-18-0.00382039j 1.60662e-16-0.0029277j 8.02033e-17-0.0032987j -1.71648e-16-0.000256658j 1.33453e-16+0.0018981j 9.64084e-17+0.00140179j -1.66334e-16+0.00108148j -3.50833e-17+0.00955971j -8.07342e-17-0.000962798j -4.28867e-17-0.00589153j 8.25404e-17+0.00564241j 7.0211e-17+0.00425958j 1.17496e-16-8.75834e-05j -1.28795e-16+0.00185471j 
8.71758e-17+0.00281778j 7.18686e-17-0.00014201j 3.68803e-17+0.00113902j -1.51149e-16-0.00304848j 1.85042e-17+0.00737401j 3.51326e-18+0.00447343j -1.05868e-16-0.0120497j -9.20612e-17-0.00493204j -4.20575e-16-0.00371771j 4.72193e-17-0.00259938j -1.93266e-16-0.00696833j -2.34712e-16+0.00897231j -3.1999e-17+0.00246151j -2.26688e-18+0.00195644j 5.59868e-16+0.00297949j 1.73574e-15-0.00740332j -6.9561e-16-0.00206741j 1.53218e-15+0.00104715j 7.18422e-13+0.00646211j -1.21105e-15-0.00357243j -1.84636e-16-0.00273338j -4.95588e-16-0.000936312j -3.77585e-16-3.86876e-05j 2.50705e-16+0.00185508j -6.00116e-16-0.00442725j 6.59224e-17+0.00257438j -1.40822e-15+0.00100567j 2.78987e-16-0.00477514j -1.30148e-14-0.00498544j 1.40001e-15-0.00533456j 1.24861e-16-0.00203556j 9.40367e-16-0.00704228j 1.85385e-15-0.0120321j 7.29084e-16-0.00354303j 1.12221e-15+0.00604485j 1.854e-16+0.00142101j -2.78246e-16+0.000172481j -2.12248e-16+0.00170445j 8.89317e-17-0.000346679j 1.53555e-15+0.00165008j -4.76859e-15-0.00818249j -5.29042e-15-0.00437604j 3.53525e-17+6.09479e-05j -2.24228e-16-0.00680413j -1.82907e-16-0.0067873j 2.68596e-16+0.00481935j -2.45681e-16-0.00220362j -2.36692e-16-0.00432021j 3.06882e-16+0.00845941j 6.7018e-17+0.0112473j -2.5549e-17-0.000313782j 1.45323e-16-0.00380181j -2.25437e-16-0.0029778j -1.41458e-16-0.00145811j 3.25931e-15+0.00334431j 8.65286e-16+0.00759037j 
6.12322e-17+0.000647489j -1.40785e-16+0.00140997j 7.66524e-17+0.00359262j -5.04137e-17+0.00664875j 1.65009e-16+0.0120781j 4.2138e-17-0.0127835j -6.58227e-17-0.00197925j -3.81761e-17+0.000635762j -6.72931e-17-0.00696405j 4.48322e-17+0.00292014j -1.95246e-16-0.00973639j 2.26119e-16-0.00567156j 3.72892e-17+0.00428935j 7.95371e-17+0.0032051j -3.36159e-16+0.00170019j -1.41949e-15+0.00406872j 2.61092e-16+0.000270512j 1.96872e-15+0.00159461j 6.71005e-13+0.00603047j -1.67804e-15-0.0101742j 1.64312e-17+0.00889116j -6.02456e-16-0.00438049j -7.34477e-15+0.00535949j 1.92784e-16-0.000514443j -5.72368e-16-0.00623939j 7.03722e-16+0.00294493j -5.66549e-16+0.00592978j -4.72204e-17+0.000227778j 1.45715e-14+0.00483266j 3.03712e-16-0.00172179j -1.91207e-16+0.00481688j -2.57352e-16+0.00416033j -8.88071e-16+0.00361737j 7.77731e-17-0.0024955j 2.91658e-16+0.00479225j 2.9151e-16+0.00180618j -1.71711e-16-0.0068564j 1.09486e-15+0.00342208j 5.9139e-16-0.0121109j -1.65628e-16-0.000994349j -7.57086e-16+0.00634871j -6.36239e-16-0.00643768j 2.52247e-16-0.0031659j 2.72865e-16-0.0107325j 8.17722e-17+0.00169421j 1.05456e-16+0.00576337j 3.86656e-16+0.0161883j -1.05605e-16-0.00571673j 1.33784e-16+0.00472543j 9.753e-17+0.000289251j 4.92554e-17-0.00252691j 5.24443e-17+0.00126881j -4.74219e-17+0.00972776j -2.70069e-17+0.000531927j 2.76058e-15+0.00560169j 6.02714e-16-0.00614742j 
7.4224e-16+0.0013695j 1.17035e-15+0.00288138j 5.22455e-17+0.000384019j -6.26031e-16+0.000211819j -1.98205e-15-0.00308563j 2.67865e-16+0.000128486j 1.06376e-16+0.00129831j 2.87059e-16+0.000938841j 1.97383e-17+0.00199265j -1.36883e-15-0.0023541j -8.47783e-16-0.000816045j -1.46665e-15-0.00378924j 1.37385e-15+0.0036519j -2.38057e-16-0.000848099j 1.35146e-16+0.00150489j -1.50651e-16+0.0020114j -1.29688e-16+0.000358409j 2.58042e-16+0.000202573j 5.93201e-14+0.000531725j 1.16693e-15+0.00224479j -3.96353e-16-0.000134682j -1.03001e-15-0.000984681j -2.1659e-15+0.00151648j -5.77e-16-0.00118937j -1.98482e-17+0.000179627j -1.62036e-15-0.00237758j -6.61143e-16-0.000825301j -1.55118e-15-0.00396649j 7.63675e-15+0.00231103j 5.17726e-16+0.0020558j 1.64514e-16+5.92589e-05j 4.01729e-16+0.00157507j 6.55767e-16+0.00445016j 1.86124e-16+0.000725884j 1.60118e-16-0.000823158j 1.82146e-15+0.00356637j -2.06273e-16+0.00057217j -8.97019e-16-0.000591017j 5.91458e-16-0.000823944j 1.40716e-15+0.00073826j -1.51505e-15-0.000611823j -4.60563e-16-0.000150014j 3.8199e-16+0.000327148j -1.38816e-16-3.92545e-05j 7.70252e-16+0.00167771j -8.93542e-17+0.000218715j -4.10359e-16-0.000132391j -1.61858e-16+0.000567209j -1.23542e-16-0.000447292j -2.72641e-16-0.000613629j 7.02484e-16+0.00197832j 2.91773e-16+0.000428059j -1.26267e-15-0.000323791j -1.30341e-15-0.00162456j 2.10746e-15+0.00191907j 3.51713e-16-0.000652919j 
-3.36625e-16-0.00204274j 7.24708e-17-0.00457153j 8.51095e-17+0.000771643j -8.91622e-18+0.0075056j 5.6746e-16+0.00993429j 5.50149e-17-0.000788969j 2.25446e-17+0.00341976j -3.8116e-17-3.40613e-05j 1.65119e-16+0.00799785j 4.97113e-16+0.00262352j 9.05396e-17+0.00295077j 5.81745e-16+0.00437284j -4.71529e-16-0.000137213j -1.68448e-16-0.00220265j 3.63368e-17+0.00200871j -3.49288e-16+0.000905535j 9.80349e-16+0.00396476j -2.20615e-16-0.00317258j 1.16511e-13+0.00105429j 1.20486e-17+1.31585e-05j 4.93817e-16+0.00152298j 1.19642e-15+0.00449083j -8.76896e-15+0.00623464j 5.31245e-16+0.00127163j 6.58102e-16+0.000851578j 4.26487e-16+0.00468959j -1.58977e-15+0.00484393j 7.98738e-16-0.000773405j -1.21956e-14-0.00460689j 1.44036e-15-0.00685255j 1.20832e-16-0.00488502j 1.96022e-17-0.00257175j -1.94154e-16+0.0019707j -2.96117e-16+0.000899224j -8.43825e-16-0.00429606j -4.12036e-16-0.00300409j -7.43285e-16+0.00426688j -6.85809e-16+0.0105835j -1.53928e-17-0.00867595j -3.99605e-15-0.00611706j 2.85492e-15+0.00822429j 3.39121e-15+0.000718123j 2.21666e-16-0.00122333j 1.02258e-16+0.00152441j -8.37963e-17-0.00112078j 2.38311e-16+0.00264425j 2.81882e-16+0.00306255j 2.78225e-17+0.00414929j 7.15653e-17-0.00143566j 3.82765e-17+0.0020623j -1.55891e-16+0.000472581j 1.21112e-16-0.00220822j 2.01271e-16+0.0119225j 3.07541e-16+0.00819107j -2.84005e-15-0.00351425j -6.77378e-16-0.00303794j 
-7.86174e-18+0.0045156j 1.02198e-16-0.000486717j 2.81466e-17+0.00305024j 1.41196e-16-0.00889285j 1.43481e-16+0.00166522j 1.43373e-16-0.00186779j 1.76521e-17-0.00979725j -2.09713e-16+1.99621e-06j -1.25392e-17-0.00761141j 3.00427e-16+0.0065068j 1.1566e-16+0.00509607j 1.26709e-16+0.00263894j -1.04691e-16+0.00229864j -1.97324e-17+0.00558707j -4.21192e-16+0.000830757j -1.9395e-15+0.0060049j -2.92078e-16-0.0040641j -7.0925e-16-1.07509e-05j -4.98115e-13-0.00448205j 1.88206e-16-0.00104199j 3.01428e-16+0.00791676j 6.31456e-16-0.000410287j 2.88051e-15-0.00163937j 1.86438e-16-0.000682494j 6.50817e-16+0.00807537j 2.8997e-16+0.00142361j 8.58787e-17+0.00222904j 5.30853e-17-0.00228689j 1.04628e-14+0.00379952j -2.52443e-16-6.49172e-05j -8.78342e-17+0.00542838j 2.58883e-16+0.00461132j 7.45172e-16-0.00491404j -8.95811e-16-0.00750691j -3.92746e-17+0.00563983j -7.08307e-16-0.00466046j 5.19905e-16-0.00233713j -8.52895e-16-0.000148609j -8.05367e-16+0.00580363j -6.63861e-15-0.00958531j 1.04907e-15-0.00257281j 2.34876e-15+0.0055574j 1.20572e-16-0.00763287j 1.48792e-16-0.00668107j -2.491e-16-0.00917688j -3.55595e-17+0.00137158j -1.0136e-16-0.00792844j 6.79778e-17-0.00616645j 2.18415e-16+0.00740853j 1.00663e-16+0.00685743j -4.74084e-17-0.005599j 6.99492e-17+0.00320258j 1.85797e-16-0.00695339j 1.63021e-16-0.000889889j 4.88769e-15+0.00547124j 1.10208e-15+0.0100584j 
