0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
-1.39311e-06+0.000520076j -0.000237361-0.00307794j -0.00555433+5.40995e-05j 0.0043264+0.0043286j 0.000554417-7.40349e-05j 0.000253597-0.00425794j -0.0053309-0.00143691j -0.000373646+0.00018806j -0.00182925-0.00132766j 0.00123589-2.92042e-05j -0.00383767+0.00454518j -0.00376359+0.00362446j 0.00797074+0.000304751j -0.000922661-0.00444628j -0.00180418+0.00788002j 0.00368703-0.00602855j -0.000648524-0.000939052j 0.00318826+0.00111185j 0.00351255+0.00608176j 0.00155995-0.000161622j 0.00679406-0.00380187j -0.000793471+0.00311135j 0.0012668-0.00224395j 0.00135264-0.00164504j 0.00327944-0.00259816j 0.00124756+0.00171119j 0.000394655+0.000326055j 0.00486213+0.00095646j 0.00219639-0.00331032j -0.0027035-0.00129817j -0.000473204+0.00306576j -0.00249108-0.00114551j 0.00168094-0.000747466j -0.00275372+0.00130856j -0.000948074+0.000834552j -0.00769498+0.00787763j 0.00646776-0.00170358j 0.0124863-0.00319206j 0.00553883+0.00247321j 0.00341271+0.00253069j 0.00126248+0.00180226j 0.00698255-0.00457267j -0.00264945-0.00892319j -0.0100091+0.0024553j 0.00097726-0.00514951j -0.000721186-0.000262164j 0.0082551+0.00345967j -0.00572273-0.00418599j 0.013893+0.00584977j 0.000603797-0.00700017j 0.00640354+0.000756487j 0.00153421-0.00181252j 0.00210233+0.000186397j 0.00113868-0.0004799j -0.000578752+0.000370215j 0.00497051+0.00511479j -0.00499839+0.00269676j -0.0119558+0.00341226j 0.0113579+0.00685657j 0.00616974+0.00638583j 0.00431403+0.00257807j -0.0117879+0.012438j -0.000761653-0.00542682j 0.0135802-0.00851262j -0.0145662-0.0024004j 0.00259238+0.0089875j 0.00901143+0.00431442j -0.00354438-0.0101061j -0.00755828+0.0150763j 
0.000124799+1.21215e-05j 0.00309145+0.00381118j 0.00250183-0.00164493j -0.00304557-0.00275331j -0.00256606-0.000206394j -0.00194869+0.00367489j 0.00452862+0.00171916j -0.000142401+0.000345928j -0.00169699+0.00165972j -6.16341e-05+0.00104638j 0.00478629-0.00734077j 0.00253639+0.00343126j -0.00111972-0.00244863j -0.000650997+0.00719785j 0.00428446-0.0115322j -0.000199543+0.00732562j 0.000111124-0.000499254j 0.000497236-0.00204362j -0.00236934-0.00189075j -0.00132412+0.000426836j -0.00312533+0.00376922j -0.00262019-0.002397j 0.0048752+0.00251676j 0.00123002-0.00125908j -0.00272019+0.00114056j 0.000463922-0.00421324j 0.00179401+0.000108223j 0.00119686-0.0032241j 0.000404503+0.00278831j -0.00261315+0.00180289j -0.00114173+0.00285384j 0.00252883+0.00117085j -0.00197261+0.00219918j 0.00247986+0.001622j 0.0034259-0.00332588j 0.00310423-0.00290692j 0.00411428-0.00112997j -0.00458877+0.000702785j -0.00285402+0.00236176j 0.0014541+0.0100034j 0.00118166-0.00111587j -0.00693082+0.00188691j -0.00546294-0.00382743j 0.000391754+0.00234332j -0.00849172+0.00310584j 0.00375669-0.00310846j -0.00258853-0.000246403j 0.0022336-0.00187638j -0.00163501-0.00647579j -0.000714421+0.00523508j -0.00493375+0.0041359j -0.000688246-0.000792288j -0.0111832-0.00337537j 0.00112737-0.00139891j -0.00212131+0.00514366j 0.00456132+0.00115868j 0.00550804+0.00219663j 0.0087421-0.00718944j -0.00868447-0.00328855j -0.0101725+0.0121555j 0.000164457-0.00303015j 0.0108629-0.0144762j -0.0187156-5.96928e-05j -0.00938302+0.0172398j 0.0138548+0.0034021j 0.00137625-0.00509079j -0.0131879+0.00192474j -0.0038805-0.00749879j -0.0215759-0.00912685j 
0.00608052-0.00217563j 0.00709484+0.0094767j -0.00211493-0.006962j -0.000224679-0.00346555j -0.012938-0.00197005j -0.00469109+0.00774876j 0.00536218-0.00643659j -0.0023285+0.00702556j -0.00136969-0.00930342j -0.000404973+0.00365466j 0.00310657-0.0019798j -0.0168861-0.0135824j 0.000466552-0.00409237j 0.00469468-0.000868627j 0.00324929-0.00785351j 0.00418596-0.00160222j -0.00585974+0.00153302j 0.00154879-0.00853036j -0.00182705-0.00170312j -0.00885027+0.000666226j 0.00231089-0.011549j -0.00270708+0.00263731j -0.00387053-0.0031011j -0.00237393+0.00550982j -0.0062294+0.00618257j -0.0126522+0.00211035j -0.00107484+0.00379081j 0.00117316+0.00788196j -0.00132824+0.00026835j 0.000180079+0.00114971j 0.000213346+0.000287255j -0.0092846-0.00106125j 0.00243925+0.00487622j -0.00243545-0.00266131j 0.00552537+0.012372j -0.00275907-0.0105895j 0.0018943-0.0079213j -0.00651471-0.00252727j -0.00129932-0.00234126j -0.00699081+0.000633605j 0.0035712-0.00108014j 0.00118649-0.0029521j 0.00808327-0.00340087j 0.00271006+0.0020825j -0.00844857+0.000971062j 0.00948291+0.0060057j -0.000405889-0.00632661j 0.0019292+0.00352789j -0.000237914+0.0068615j 0.00398403+0.000853943j 0.00119335-0.000644213j -0.00282578+0.000557637j 0.00806437+0.00115096j 0.00215724+0.00758879j -0.0010397+0.00253017j 0.0019109-0.00552886j 0.00914944+0.00985236j 0.0017838-0.00318465j 0.0042032+0.00553879j -0.00154294+0.00382844j -0.0010968+0.00750115j -0.00162211+0.000343424j 0.00320346-0.000871953j 0.000920966-0.000283412j -0.000617917+0.00121471j 0.00165063+0.00639826j 0.00218701-0.00797697j -0.00474769-0.0051326j 0.00706021+0.00049206j 
-0.00224392+0.000358888j -0.00426617+0.00619095j 0.00314656+0.00520694j -0.00193387+0.00529137j 0.00820943+0.00339083j 0.000676074-0.00323516j 0.00157087+0.0058248j 0.00222059+0.00117117j 0.00270751+0.00743691j 0.000629706-0.00400003j 0.0127063-0.0055892j -0.00517065-0.00261133j -0.00387617-0.000119348j -0.0018403-0.00513354j 0.00763714-0.000548465j -0.00420929-0.00816637j 0.00708742+0.0079403j -0.00548423-0.00399228j 0.0031856+0.00382131j 0.00596842+0.00521114j -0.00105352+0.00633757j 0.00827794-0.00643469j -0.000670859-0.000648812j -0.000684809-0.0031133j 0.0042491-0.00442321j -0.00159834+0.0141071j -0.00238962-0.00324714j -0.00370348+0.0060574j 0.000916286+0.00104126j -0.00734165+0.00251374j 0.00167653-0.00770827j -0.0111322+1.19401e-05j -0.00804571-0.00316291j -0.00860462-0.00180579j 0.000316732+0.00438877j 0.00780601-0.0164074j 0.0107693+0.00991055j -0.00597288+0.0120393j -0.00749744+0.00580276j -0.00847886+0.000865267j -0.00396862-0.000816565j -0.00524273+0.00303553j -0.00831213+0.00449637j 0.00178759-0.000797411j 0.00223039+0.00038675j -0.00210785-0.00541225j -0.00276393+0.00798782j 0.00343906-0.00659279j -0.00446016+0.00412888j -0.00116664-0.000908857j 0.00270346+0.00699559j 0.00239942+0.00584359j -0.000607174+0.00248249j -0.00538935+0.00715086j -0.00297469+0.00140674j -0.0046978-0.0127439j 0.00610954+0.000867419j -0.0024111-0.00155422j -0.0162299-0.000641491j 0.00936223+0.00880218j -0.0076993+0.0145679j 0.00270031-0.00570815j 0.0068471-0.00699563j -0.00862107+0.00476081j 0.00624607+0.00090723j -0.00697647-0.00363197j 0.00772071-0.00272385j -0.0122008-0.0140112j 0.00156536-0.00857513j 
-0.000749917+0.000118196j -0.00107932+0.00570726j -0.000825041+0.00204694j 0.000172753-0.00132026j 0.00129681+0.00303337j -0.00199113+0.00174633j 0.0014993+0.00338315j 0.00191166+0.000244432j 0.000456221+0.00418439j -0.00124542-0.0013535j -0.00140637-0.00729533j 0.000242132+0.00374034j -0.00435501-0.000281509j -0.00502785-0.00281438j 0.00836852-0.00566611j -0.00479697-0.00235419j 0.00123602+0.008006j 0.00282303+0.00272084j 4.06728e-05+0.00310318j 0.00140107+0.0017529j -0.00436215+0.00569915j 0.00414433-0.00274507j -5.83265e-06-0.000232702j 0.000497511-0.00249152j -0.00181431-0.0037587j -0.000956907+0.000906693j 0.00119636-0.000421631j 0.000558425+0.0033301j -0.00202182+0.00234496j -0.00259251-0.00192651j -0.00216001-0.00218385j 0.00177778+0.000178721j -0.00318513+0.000179428j -0.00265061+0.000321233j -0.00267432+0.00563329j 0.00100815-0.0091998j 0.00238582+0.00596481j -0.0127164-0.00451386j -0.00357404-0.00331146j -0.0106173-0.010479j -0.00572448-0.00238327j -0.000933811+9.23516e-05j -0.00773405+0.00343122j 0.0046536-0.00787637j 0.00468688-0.0019881j 0.00144797+0.000551926j -0.00736809+0.000233913j 0.000149903-0.00311558j -0.0056391-0.00469621j -0.00479823-5.5356e-05j 0.0015123+0.0074168j 0.000507436+0.00177268j -0.00128775+0.00401026j -0.00137368-0.0018036j -0.00281824+0.00527545j 0.00222521-0.0108298j -0.00136488-0.00586331j 0.00587545-0.00293821j -0.0127092-0.00596742j 0.00479517+0.00512353j -0.00747861+0.0113624j -0.00123997-0.00377146j 0.00735741-0.00306387j -0.0120671-0.000439166j 0.0113953+0.00399298j 0.00433012-0.00472811j 0.000604979-0.000318822j 0.00346585+0.00512064j 0.00863037-0.0100675j 
-2.76915e-05-0.00127913j -0.0115743-1.86818e-05j -0.0016377+0.00746708j -0.00365848-0.00400927j 0.000150717-0.00135441j -0.00362606+0.00478715j 0.00308376+0.000395448j 0.00174389+0.00147864j 0.000124112+0.0011775j -0.00327391-0.000349499j 0.00878023+0.0156706j 0.00983136-0.00716669j -0.00908358-2.77508e-05j 0.00436642-0.00288663j 0.00108095-0.000132199j -0.00976648+0.00431798j -0.00792226+0.00949947j 0.00188009-0.0125623j -0.00131611-0.0036296j 0.00125718-0.00287025j -0.00518213-0.00416246j 0.00538927-0.00325894j -0.00690054+0.00329276j 0.000659661-0.00178937j 0.00294762-0.00118918j 0.00205011-0.00501503j 0.000847195-0.00279415j 0.00137367+0.00327996j -0.00312267+0.00326979j -0.00694283+0.00262721j 0.00549478-0.0044839j -0.00162351-0.000617674j 0.00197836-0.00178331j -0.00219162+0.00263905j 0.0158863-0.0119027j 0.00572354-0.00494071j -0.0170402+0.00347351j 0.0047008-0.00345384j 0.0120236+0.00328758j 0.00841144+0.005584j -0.00182979-0.0030671j 0.00345534+0.00220496j 0.00594736-0.00238104j 0.00392871+0.00708956j 0.0101783+0.00470948j 0.00112131-0.001325j -0.00569887-0.00280853j 0.00560699+0.000808373j -0.0087982-0.00206816j 0.00415088+0.00527014j -0.00277086-0.00259907j 0.00905027+0.00335381j -0.00657658-0.00160445j -0.000615401+0.0013993j -0.00236831-0.000903625j -0.00050675+0.00257456j 0.00340598+0.00496722j -0.000444162-0.00167816j -0.00366463-0.00122686j 0.00802606+0.000672957j -0.0154311-0.00195163j -0.00724756+0.00352477j 0.00722565-0.00789927j 0.00339354-0.0152339j -0.00173898+0.00749211j 0.0105929-0.00281399j 0.00918655+7.29617e-06j -0.00199997-0.00267848j -0.0144177-0.0215155j 
0.000400004+0.000356855j 0.00109968+0.000773412j -0.000360955+0.000103583j 0.000337089-0.00196889j -0.000465258+0.00155624j 0.000173225+0.00108177j 2.62242e-05+0.00116721j -0.000669255-0.000332409j 0.000178464+0.000572881j -0.000170905+0.00111128j -0.00213204-0.00191145j 0.0012811+0.00118269j -0.00221112-0.00384705j -0.0021172-0.000194036j 0.00418275-0.00097928j 0.000946552-0.00120186j -0.000394908+0.00125672j 0.000408796-0.000600544j 0.00327034-0.000638559j -0.000938364-0.000412926j 0.000465512+0.000408955j 0.00440136-0.00221939j -0.00150063+0.00252652j 0.000151781-0.000297114j 0.0051262-0.00351175j -0.000257123-0.00224372j -0.00301893+0.00200776j 0.00268203+0.000738047j -0.00199789-0.000403208j 0.0017996-0.0036295j 0.0017888-0.00111871j 0.00298252-0.00136114j 0.000960923-0.00185197j 0.000851286+0.00490584j 0.00270668+0.00228646j -0.00632749+0.00488586j -0.00661333+0.000604725j -0.00185029-0.00581398j -0.000300191-0.00419844j -0.00269714-0.00695866j -0.0023634+0.00185994j 0.00183428+0.00118119j -0.00202266-0.000145577j -0.000692272-0.00268078j 0.00553916-0.00590715j 0.00138591+0.00164076j 0.000544091-0.000887685j -0.00267604-0.000599261j -0.00527596+0.00629642j -0.00347783-0.0014973j -0.000922123+0.00126932j 0.000459994-0.00122701j -0.000705137+0.00902008j -0.00227788-2.07178e-05j -0.00271056+0.00342316j -0.00190049+0.00173871j -0.0062975-0.000828484j 0.000440755+0.000890278j 0.00215227-0.00541641j 0.0110361-0.00336013j 0.00607842+0.00331191j -0.00107206+0.000238929j 0.0118243-0.00576734j -0.00567208-0.00415749j 0.00207905+0.00484429j -0.00210827+0.00114669j 0.00886384-0.00238449j 0.00594172+0.00969271j 0.0269427+0.000128752j 
-0.0019406+5.12797e-05j -0.000884602+0.000721055j 0.00163178-0.0034642j -0.00147142-0.000516916j 0.00091888+0.00100018j 0.00131554-0.00105111j 0.00113144+0.0019696j -0.000952306-0.00164713j 0.00175788+0.00303753j -0.000374889+0.000447618j 0.00193785-0.0103829j -0.00188021+0.00919692j 0.002381+0.00378475j -0.000627181+0.00700054j 0.0034103-0.00884593j 0.000255871-0.00317365j 0.0050124-0.00116888j 0.000397995+0.0115332j -0.00244767+0.00341068j 0.00353956+0.00197038j 0.00697002+0.00230414j 0.00238203+0.00157604j -0.00186224-0.00366477j 0.00159661-0.00215431j 0.00210946-0.00432716j 0.00250027+0.00074969j -0.000894223+0.00204081j -0.00104584+0.00200857j 0.000797856+8.56163e-05j 0.000202511-0.00294161j 0.00155929+0.0026422j -0.0015566-0.00426519j -9.41871e-05+0.00678558j -0.00565305-0.00576568j 0.0151947+0.00411244j -0.00583511+0.00865604j 0.0144109+0.0108272j -0.0050661+0.0117592j -0.00385435-6.18101e-05j -0.000727249-0.000527385j 0.00251978+0.00505371j -0.00540472-0.003348j -0.00581099+0.000295002j -0.00164917-0.00400042j -0.00355616-0.0106057j -2.18966e-05+0.00293227j 0.00472349-0.00264165j -0.0019721+0.00151759j 0.00290998+0.00742816j -0.00654403-0.00482246j 0.00515957+0.00270679j 0.00330088+0.00152587j -0.00771285+0.00123537j -0.00509486-0.000209933j -0.00105599+0.000385169j 0.00145797-0.00191657j 0.00399766-0.00241419j -0.00729115+0.000410683j -0.00937894+0.00680241j 0.00215072+0.0083508j 0.0104335+0.00819335j 0.00430518-0.00247368j -0.00413106-0.00300794j -0.00773426+0.0190039j 0.0134195-0.0056641j -0.0104581-0.00618955j -0.00575595+0.00884386j -0.00437048-0.0174893j -0.0112531+0.00401569j 
0.000692248+0.00528409j -0.00318514+0.000938979j 0.000669215-0.00061098j -0.00157358+0.00333995j -0.00212414-0.00154268j 0.00312349-0.00203722j -0.003184+0.00104505j -0.00740214+0.00497147j 0.000498096+0.000442159j 0.00995164+0.00743664j 0.000572901+0.00166285j 0.00375884-0.00131107j -0.000739321-0.00217738j -0.00370312+0.0063543j -0.00300263+0.00122267j -0.00346455+0.00220192j 0.00459381-0.00700589j 0.00528468-0.00128627j -0.00339473-0.00421387j -0.000554282+0.00323231j 0.00178884+0.00478158j -0.00498732+0.00376346j 0.00838964-0.0012478j -0.00300441+0.00221823j -0.000524511-0.00582082j 0.00669569-0.00887041j 0.00351189-0.00116223j 0.00781854+0.00957786j -0.00954564+0.000753601j 0.00416295+0.00224726j 0.0121163-0.00572909j 0.000185807-0.00966071j 0.000145445-0.00457174j 0.0026529-0.00870989j -0.00234691+0.000334414j -2.35211e-05+0.00167137j -0.00130099-0.00446721j 0.00437349-0.00318874j 0.00375117+0.000241729j 0.00647152+0.00605006j -0.00632877-0.00393844j 0.00262465+0.00125342j 0.00287596-0.00911955j -0.00140143+0.0082886j -0.00160898+0.00186429j 0.000327004+0.00164499j 0.00128662-0.00503195j -0.00100868+0.00215259j 0.00294234-0.00356206j 0.000513004+0.00389955j 0.00198862-0.00243226j -0.00902344-0.00268377j 0.00404874+0.0036896j -0.0115886-0.00293646j -0.00577989-0.00180902j 0.000910628-0.00401566j -0.00180314-0.0126128j 0.00134085-0.00367222j 0.00155867-0.00738052j -1.85593e-05-0.00610129j 0.0155349-0.00259351j -0.00269912-0.000461018j 0.0117711+0.00221593j -0.00156978-0.00667766j 0.000922363+0.00314221j 0.0160542-0.00326844j -0.00288404-0.00102411j -0.00231905+0.00206456j 0.00970632+0.0028826j 
0.000836639+0.000674775j 0.000321633-5.56483e-05j -2.03283e-05-0.00250128j 1.78213e-05+0.000303969j 3.52503e-05+0.000488253j 0.00151811+0.00171914j -0.0022086+0.000264887j -0.000336882+0.000198972j -0.00185161+0.000869892j 0.000892466+0.00129101j -0.0010483+0.00345307j 0.0002557+0.00124049j 0.000595866-0.00196064j -0.00292427-0.00143545j 0.000981838-0.00213501j 0.000230574+0.000184112j 0.00144411-0.00314394j 0.00119774+0.0014909j 0.000373073-0.000205488j -0.00129217+1.02092e-05j -0.00135774+0.00302974j -0.000218885-0.00114656j 0.0015631+0.00136076j -6.37358e-05+0.00137324j -0.00120088-0.000660992j -0.000129287+0.000850467j -0.000544131+0.000783383j 0.000299221+0.00380469j -0.00562461-0.000558607j 0.00185772+0.000921579j 0.000617379-0.000584021j -0.00263408+0.00209771j 0.00106801-0.00133439j 0.00144174-0.00122264j -0.00321735+0.000275046j 0.00132427+0.00151927j 9.48188e-05-0.00382988j -0.000882198-0.00312451j -0.000251128+0.000511853j -0.00222375+0.00117299j 0.00265254+1.13312e-05j 0.0010693-0.00364985j 0.00495676+0.00116716j -0.00656624+0.000332209j -0.000348899-0.00435156j 0.00127645+0.00084827j 8.42494e-05-0.00350626j -0.000300258+0.00202143j 0.00324654-0.00159221j 0.00210315-0.000178426j -0.000186892+0.00272878j 0.00313111-7.33821e-05j 0.00383985-0.00460096j -0.000294882-0.00047541j 0.00140439+0.00425135j 0.00246725+0.00233923j -0.00310896+0.00264157j -0.000329714+0.00487612j 0.00539833-0.00507289j -0.00302893-0.0055873j 0.00667984+0.00275876j 0.00109317-0.00415538j 0.000772737-0.00716648j -0.00352528-0.00223523j 0.00459177-0.00456552j 0.00514695+0.00139508j 0.00218325-0.00817289j 0.00449634+0.00210327j 0.0081644-0.00383453j 
-0.00137382-0.00207058j 0.000133274-0.00197534j -0.00188086-0.00168975j 5.57196e-05+5.18356e-05j 0.000456393-0.000854644j 0.00121147+0.000891387j 0.00279879-0.00022853j -0.000261567-0.00352635j -0.00127648-0.00201375j -0.00095359+0.00112502j 3.91327e-05-0.00214496j -0.000926868+0.00178416j -0.0013638-0.0013239j 0.00302279+0.00565623j -0.000324879-0.000298835j 0.00168282+0.000149835j 0.0080395-0.000435615j -0.00114637+0.00144636j 0.00204897-0.00120811j -0.00285107+0.00352313j -0.00275144+0.00156836j -0.00163814+0.000304777j -0.003506-0.000708784j 0.00158279-0.00495448j 0.00447903-0.00569172j 0.00151003+0.00371842j 0.00371199-0.00156853j -0.0075178+0.00575884j -0.000768152-0.000532615j -0.00894854-0.000811947j 0.00199748-0.00339193j -0.00250971+0.00179018j 0.00437528-0.00179302j -0.00469331-0.000290528j 0.00181999+6.7257e-06j -0.000666272-0.000485999j 0.0038833-0.000118661j 0.0036953+0.00740074j -0.000479216-0.00193751j -0.00100269-0.00223587j -0.000651269+0.00177123j 0.00382179-0.00350679j -0.00176091+0.000549493j 0.00157914+0.0029003j -5.33869e-05+0.00536035j -0.0020501-0.000711518j 0.00422635-0.00202601j -0.00331472+0.00180819j -0.00162068-0.00764952j 0.000679793+0.00118509j 0.000705392+0.00359912j 0.00290078+0.00432461j 0.00304104-0.00157316j -0.0051241+0.00297383j -0.00242442-0.000386812j -0.000446152+0.00230962j 0.00293264-0.00225894j 0.00100065-0.00201012j -0.00498219+0.00589184j -0.000935537+0.0106411j -0.00327472-0.00266603j 0.00374604-0.000745349j -0.00173078+0.00187428j -0.000382983-0.000153838j -0.00226352-0.00170281j -0.00048539-0.00533471j -0.00288365+0.00843912j -0.00375881-0.00456677j -0.0143776+0.00113014j 
0.000631693-0.000894402j 0.00120653+0.00111685j -0.000578027-0.00610541j -0.00127327-0.000919844j 0.00161405+0.00371205j 0.00922055+0.000259597j -0.00140375+0.00378872j -0.000647585-0.0048509j -0.00633088-0.00167592j -0.0034343+0.00772427j -0.00128919+0.00169115j -0.00644009-0.00263626j -0.000129243-0.00202887j -0.000620002+0.00293179j -0.0052094+0.00127874j -0.00128762+0.000753129j 0.0083046-0.00176053j -0.000385978+0.00163841j 0.00518726-0.00416656j -0.00322251+0.00339398j 0.00293705+0.000595504j -0.00295753-0.000413839j -0.000158093+0.000483478j 0.00376094-0.0077861j 0.00409478-0.00746043j 0.00220258-0.00114787j 0.00605717-0.00569176j -0.00649773+0.00949709j -0.0146137-0.0102512j -0.00848707+0.00618751j 0.000692469+0.00185824j 0.00163136-0.00255299j 0.000343803-0.00406485j -0.00406131+0.00466389j -0.00634995-0.00574173j 0.00545682-0.00500659j -0.0024204-0.0063363j 0.00575101+0.00708175j -0.000647488-0.00384803j -0.00243372-0.00986528j 0.00470085+0.0137581j -0.0032612-0.00591628j 0.00402039+0.00465865j -0.000541566-0.00665354j -0.000617083+0.00479949j -0.00186455-0.000392374j 0.000429029-0.00108883j 5.25838e-05+0.000792254j -0.010034-0.00695621j 0.00182035+0.00371618j 0.00713839+0.00908588j -0.0014983+0.00678848j -0.000860516-0.00031239j -0.00156886-0.000597356j -0.000698078+0.00164158j 0.00820853+0.0154392j -0.000272502+0.0133962j -0.00258498+0.00169284j 0.00395942+0.00800484j 0.00222502+0.00330853j 0.0122432-0.00253301j -0.00507094+0.00475169j 0.00561728+0.00351612j 0.00345766+0.0033464j -0.00630829+0.000458523j 0.00469643+0.00617779j -0.00920296-0.00294844j -0.00307793+0.00491166j 0.00535618+0.00230527j 
0.000331794-0.00134745j -0.000920149-0.00101316j -0.00339858+0.00228693j 9.04463e-06-0.00217506j -0.0026054-0.00353913j -0.00239479+0.00422512j 0.00328257-0.00363192j -0.000412908+0.0009423j 0.00199058-0.00589702j 0.00849705-0.00307817j 0.00185224+0.00210237j 0.00229816+0.00472615j -0.00256016+0.000109666j -0.000568119-0.00011294j 0.00517299+0.00409745j 0.00835118+0.00329396j 0.00916157-0.00133393j 0.00780621-0.00123297j 0.00814536-0.000865403j -0.00708973+0.00322491j -0.00836993-0.0022896j -0.00124578+0.00588205j -0.00405302+0.00803724j 0.00175467-0.00522289j 0.00756553-0.00746806j 0.0072248+0.0062246j 0.00703538-0.0121199j -0.0150466+0.00627704j 0.00247984+0.0103018j -0.00814693+0.00128945j -0.00221856-0.0020621j 0.00653944-0.0024057j 0.00497941-0.00981047j -0.000217045-0.00293865j 0.00229942+0.00374238j -0.00330016+0.0066532j -0.00192109+0.00227308j -0.000948584-0.00696055j 0.000501912+0.000787404j 0.00446929+0.00321391j -0.00546649-0.00173557j 0.00318626+0.00594918j -0.00256537-0.00875459j 0.00133295+0.00364472j -0.00601499-0.00229169j -0.00118413-0.000563546j 0.00142756+0.00238424j -0.000672058-0.00164043j 0.0003757+0.00536539j -0.00198416+0.000683678j 0.00402393-0.00625399j -0.0015624+0.00155311j -8.12524e-06+0.00122063j -0.000843014+0.0044431j -0.00267572+0.00104775j -0.00487961-0.00613333j -0.00203103-0.0115609j 0.00442628-4.25139e-05j -0.00110078-0.00950294j -0.00271111-0.00664353j -0.00338417+0.00158784j 0.00094211-7.09764e-05j -0.00246833-0.00484568j -0.00367994-6.99951e-05j 0.0047359+0.00431285j -0.00132657-0.00489389j 0.00805626-0.0018154j 0.00383294+2.85778e-05j 0.00399749-0.00096207j 
0.000201797-0.000407017j 0.000174498-0.001636j -0.00219421-0.00461905j 0.00285813+0.00193814j -5.41795e-05-0.00134055j -0.00164752+0.0015428j -0.00126847-0.00221506j -0.000625623-0.000528806j -0.00321744+0.00168038j -0.000375402-0.00141611j -0.00223517-0.00175335j -0.00217975-0.00013316j 0.00299664-0.000141453j 9.85673e-05-0.000611392j -0.00115389+0.00703472j 0.000104848+0.00379009j -0.000610378-0.00210704j 0.00107378-0.00409633j -0.00218807-0.00356523j 0.00204716-0.00422284j 0.00165362-0.00298495j 0.000384407-0.00799846j -0.00267267+0.0100093j -0.00065964+0.000901291j -0.00256777-0.00317765j 0.000865607-0.00423524j -0.0016848+0.00690527j -0.00205901+0.00155025j 0.00117806-0.00174984j 0.00346264-0.00548533j 0.000569836-0.000847603j -0.00482628+0.00263317j 0.000404435+0.000625836j 0.00255221+0.00156823j -0.0032936-0.000102679j -0.000920306+6.79592e-05j 0.00616913-0.00219014j -0.00872433+0.000833031j -0.0156761+0.00219796j 0.00415469+0.000206041j -0.00481931+0.000161561j -0.0124269+0.00596813j -0.00790001+0.000208364j 0.00220347-0.00354143j -0.00828961-0.00230057j -0.00280885+0.000434962j 0.00210977+0.000617873j -0.00481789-0.000931575j -0.00651939+0.00473466j 0.00584389+0.00179411j 0.00687945+0.0018248j -0.00868614-0.00328985j -0.00994254-0.000262398j -0.00545602+0.000234266j 0.0148992+0.00945611j -0.000226306+0.00410496j -0.000836157-0.0038488j 0.000501391+0.000905868j -0.000946543+0.00253786j 0.000750089+0.00499983j 0.00458765+0.00506014j 0.0352782-0.00810427j 0.00195462-0.0120483j -0.00786543-0.0198636j -0.0211674-0.00647712j -0.00621138+0.00437156j -0.00533606+0.00427776j -0.00159114+0.00117241j -0.00134344+0.00251526j 
