-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
0.0789617+0.472237j 0.174534-0.439843j 0.170647+0.0129591j 0.229808+0.109398j -0.0959456-0.221636j 0.285823+0.255538j -0.0998547-0.119563j -0.388068-0.127666j -0.0366163-0.10891j 0.15716+0.333067j 0.457414-0.218929j -0.239997-0.0373339j -0.400206+0.356854j -0.110006+0.0959732j 0.102468-0.370406j 0.102054-0.302981j 0.280851+0.526148j 0.0661602-0.183038j -0.279592-0.215061j -0.00463869+0.389375j -0.350423+0.176637j 0.0653531+0.062067j 0.0278356+0.397156j 0.245872-0.19635j 0.264283+0.487791j 0.161341+0.174166j -0.0553255-0.840596j -0.322545-0.300978j -0.814217+1.04527j 0.171503+0.358669j -0.334962-0.289566j 0.0981572+0.342651j 0.453424-0.0384931j -0.578624+0.622022j -0.677902-1.23979j 0.423571-0.450719j 0.00250858+1.50709j 1.26526+0.710124j -0.083189+0.695032j 1.53293-0.692401j 0.951051+0.270725j 0.597983-0.041775j 1.70297-1.09799j -1.07023+0.646328j -0.438478+0.475601j -0.510565+0.992996j 0.661986-0.90788j -0.857027+1.0809j 1.04321-1.84968j -0.0663281-0.0770127j 1.62975-1.62318j -1.1929+1.18748j -0.245347+0.324086j -1.03496+1.50682j 0.104855+0.432028j -2.62066+2.45435j -1.86823+1.67783j -0.155645+0.0206972j 1.00807-0.763103j -0.311744+0.800441j 1.11266-1.17662j 3.31322-2.12307j 0.194577+0.217617j -3.11902+1.69033j 0.5291+0.341703j -2.6833+1.41476j -0.580602+0.512488j -0.41115+0.0786679j -2.5856+1.53832j 0.632925-0.0985272j -3.7389+2.30506j 0.0343616+0.0269501j 0.707834+0.915001j 1.12462+0.105016j 0.127322+0.926115j 2.55656-0.568377j -3.67431+2.32748j 0.278526+0.118648j -2.02524+0.241533j 0.686569-0.757168j -0.894628+0.515252j 0.343307-0.22102j 1.08525+0.181403j 0.718385-1.03413j -1.75773-0.481668j -0.957109+0.803301j 1.43247-1.02496j 0.853064-0.192136j -1.30573-1.13636j 0.811484-2.22535j 0.921379-0.415808j 0.398324-2.04002j 
0.0968659+0.0117027j 0.422928-0.0598123j 0.0232793-0.241615j -0.0852213-0.24213j 0.627164+0.286807j 1.21795-0.96993j 0.258998+0.183734j -1.67763+1.11787j -0.65276+0.169201j -0.0728822-0.546957j 0.769153-1.25494j 0.241697+0.370317j -1.08614+0.801352j -0.161205-0.16681j 1.11744-0.503415j 0.455709+0.0723261j 0.0589819-0.0264764j 1.13594-0.221507j -0.683738+0.676009j -3.39901+1.20553j -0.91043-0.181509j -0.836397+1.40805j -1.45043+0.550048j 0.143223-0.966545j -1.48344+1.7455j -1.0103+1.01576j 2.17581+0.314679j 0.0843777-1.24356j -1.08245-1.74189j 0.777328-0.409705j -0.26649+0.444587j 0.0939167-0.487572j 1.25587+0.587121j -0.469043+1.04172j 0.429004-0.8359j -0.269208-0.791507j 1.29859-1.17369j 1.1838-2.20947j 0.733345+1.16991j -1.60686+0.773462j -0.322639-2.43858j -0.715143-1.21427j -1.05623-0.709227j 0.263852-2.24459j 0.685869+4.89046j 1.57432+7.94599j -0.632304-3.04744j 2.11484+8.98952j -2.65766-13.8331j -0.41978-3.97257j -3.66888-12.9728j 2.28833+9.30958j 1.20211+5.39876j 2.69544+12.5314j 0.966338+5.11352j 5.80545+25.2532j 4.4307+18.9669j 0.383716+0.271959j -1.2958-5.96749j 0.540345+2.26579j -2.17312-7.66533j -6.05987-25.718j 0.784775+4.0624j 5.45268+20.7157j 0.0424753+1.09853j 4.55786+18.5575j 2.09713+6.63936j 0.801674+0.833792j 4.63067+17.2029j -0.101218-1.59181j 6.42085+22.1287j 0.462381+0.390574j -1.68046-4.06829j -2.08938-4.92957j 0.157477+1.39271j -3.05517-9.70108j 5.17945+19.0471j -1.16333-2.67395j 2.4896+8.08784j -1.97289-5.61874j 1.28133+5.02513j -3.14116-9.87712j -0.148531-0.0110602j -1.08173-2.30247j 1.44571+4.661j 0.431006-1.27563j -2.01652-3.42264j 0.0473262-0.35572j 0.255991+1.41898j -0.600469+2.55505j -0.53151-0.583688j 0.127182+0.360368j 
-0.0845915-0.433258j 0.831025-0.571848j 0.1428+0.210823j 1.34891-2.62421j 0.850459-0.899624j 3.2485-3.50866j 0.686112+0.588989j -5.67203+5.02423j -1.17493+1.21499j -0.407286+0.572305j 5.83429-4.16426j -0.0266844-0.00269303j -7.84578+5.12873j -2.2363+1.64309j 6.03625-3.59854j 4.25163-1.65018j 1.00828-0.852975j 3.49558-2.15619j -3.83104+3.05684j -10.5057+6.09894j -3.41495+0.588316j -3.2107+1.65709j -5.37244+2.99736j -0.414757-0.955642j -4.13395+1.44555j -5.01172+1.61805j 4.05083-1.79628j 8.13477-2.94321j 0.728755-0.695267j 7.36745-1.69407j 0.611776-1.10929j 4.47993-1.24523j 1.46859-1.86184j -0.398662-0.406309j 3.82017-0.535234j 0.11206-1.56898j 0.973378-1.48664j -0.230603+1.56404j -0.0258466+3.53639j -0.383454+2.4816j -1.32853+0.220152j 0.985407+0.658867j 0.795424-6.5753j 0.436508-2.49045j -1.40855+16.8802j -1.62576+24.238j 0.574704-13.5506j -2.59609+26.0946j 3.40828-44.4341j 1.14478-12.3933j 5.12611-33.546j -3.89688+27.4795j -1.86478+12.3793j -4.20277+36.6487j -1.91581+13.9325j -10.5972+65.9115j -8.63047+49.7148j -0.643711+1.61405j 2.61794-13.7406j -0.457807+8.21989j 3.63666-20.9549j 12.9797-60.4114j -2.3011+10.5478j -10.7581+45.9965j -0.341798+3.57984j -9.75265+39.4145j -3.37669+14.7415j -1.32494-0.0652708j -9.66121+37.2357j -0.885973-6.63225j -13.081+40.9321j -0.786061+1.20839j 3.88653-1.94401j 4.04089-10.6642j -1.00823+0.167505j 5.45145-15.0353j -13.154+27.4653j 1.47997-0.865874j -5.66159+8.48717j 4.27311-8.65375j -2.98231+1.69809j 6.51929-14.2291j 0.510163-1.28146j 2.92422+6.23995j -3.94815-0.448831j 1.65173-8.794j 3.00564-0.0338026j 2.18327-0.537078j -1.2466-3.61051j -1.60666+4.90648j 1.55261-0.153381j -0.160661-1.7633j 
-0.0330927-0.215776j -0.285564+0.125081j -0.245879-0.217417j -0.0769797+0.0167221j 0.123155+0.153971j -0.935674+0.0853093j -0.0712188+0.0882675j 1.15272+0.00468257j 0.63604-0.221789j -0.182573-0.235437j -0.551313-0.452684j 0.233541+0.0852637j 1.41207-0.0269815j 0.32414+0.0856093j -1.61571-0.0960393j -0.39542-0.173973j -0.164669-0.043916j -1.17978+0.312348j 0.628007-0.392499j 2.22501-0.341589j 0.772501-1.0824j 1.29159-0.490174j 0.559322-0.342471j 0.0378049+0.470928j 0.0305352+0.43498j 0.465197-0.325191j -1.86966+0.559777j -0.820069-0.231928j -0.882834+0.092954j -2.04972-0.449719j -1.48391-0.168239j -1.541+0.429414j 0.478092+0.434053j 0.0947525+0.548718j -1.47678-0.591518j 0.3167+0.343216j 1.4441+0.34059j 0.574682+0.153075j 0.163992+0.173832j 0.574684+0.526165j 0.551999+1.15202j -0.149578-1.15405j 0.121669+0.393208j 0.573206-0.0851357j 0.537909-0.615381j 0.774833+0.858255j -0.0483062+1.51729j 0.86295+1.35108j -0.885208-0.459601j -1.24958+0.10308j -1.60535-4.01599j 0.851488+2.08572j 0.669453+2.30964j 1.89694+2.69998j 0.709426+1.65076j 3.13148+8.53257j 3.00683+6.32842j 0.531617-0.621991j -0.798792-3.59991j 0.0402193+0.349054j -1.42128-3.18774j -3.58595-10.2532j 0.955571+0.116456j 4.18075+10.3517j 0.553088-0.197531j 2.9072+9.55918j 1.80824+3.37208j 0.489721+1.40225j 3.41292+8.5253j 0.435204+0.223891j 4.92778+14.5169j -0.245975+0.83337j -1.21589-4.34452j -0.646989-4.01765j 1.37153+0.800264j -2.80085-8.1823j 2.58193+15.0725j -1.18785-1.6615j 1.63796+9.60102j -1.99937-4.31968j 0.203153+4.52293j -2.2342-7.77646j -1.02969+1.33051j -1.62223-4.91578j 1.5569+8.49322j 0.229953-0.663239j -0.250373-5.80405j 0.510914-0.699424j 1.06187+3.7064j -0.257037-0.0355643j 0.24528-2.00466j 0.385964+0.190806j 
-0.0723979+0.2045j -0.0311039+0.272313j 0.0796698+0.0469842j -0.760712+0.626582j -0.369686+0.507338j -0.531974+1.06167j -0.0994097-0.0176502j 1.22467-1.22909j 0.247535-0.453335j 0.568871-0.239738j -1.1456+0.706151j -0.405027+0.169773j 1.99608-0.962707j 0.842632-0.260966j -1.50297+0.59717j -0.982107+0.390073j -0.338791+0.343258j -0.919682+0.643888j 1.20452-0.595706j 2.53303-1.88251j 0.581154-0.118866j 0.111857-0.225517j 1.16716-0.600402j 0.10618-0.0685088j -0.057665-0.4405j 0.434666-0.0773812j -1.08792+0.755218j -1.76391-1.06718j 0.74464-1.08029j -1.35739-0.889261j -1.16247+0.113983j -0.779864-0.881009j -1.06034+0.825218j -0.973562+0.00799403j -0.585389-0.825381j 0.613169+0.375951j 0.077154+0.515981j 2.51675+0.369257j -0.294938-0.514402j -0.615675-1.6147j 1.736-0.243646j 0.619839-0.224269j -0.401061+1.59804j 0.96207+0.650402j -1.4682-4.85397j -2.55297-6.79255j 0.368487+3.05751j -2.64558-7.52381j 3.73945+12.159j 1.34238+3.97443j 3.82971+10.107j -2.45855-8.12169j -1.85197-4.31904j -3.70266-10.6648j -1.46668-4.40894j -7.68402-21.141j -5.78239-15.8463j 0.372891-0.348843j 2.02233+5.06825j -0.551348-1.95615j 2.2656+6.24205j 8.81836+20.1105j -1.51138-3.28763j -7.1371-15.2549j -0.211738-1.28205j -6.49506-13.498j -2.28437-4.2166j -0.00254367-0.329593j -5.65923-12.6858j -0.503703+1.94698j -7.2236-16.0001j 0.269733-0.276464j 1.75486+1.91937j 1.00426+3.62113j -0.652885-1.11483j 3.51164+6.09801j -7.22819-13.4546j 0.947397+0.701992j -3.20982-5.80817j 1.99331+3.19766j -3.40148-2.2144j 3.67479+5.36682j -0.224364-0.31197j 2.43735+0.741054j -2.22157-3.82412j 0.095419+1.79737j 0.929189+0.873756j 1.08681+1.7681j -2.63746-0.452731j -1.76476-2.98376j 0.874299-0.179996j -0.879846+0.816836j 
-0.313529+0.426996j -0.225768+0.0951872j -0.0250611+0.505552j -1.20995+2.55268j -0.382498+0.326888j -2.40414+1.99106j 0.0281258-0.480386j 4.55896-2.71994j 1.00096-0.515823j 0.402696-0.319464j -3.98952+2.79144j -0.451871+0.0104757j 4.94308-3.15845j 1.6702-0.870286j -4.42937+1.43206j -1.92094+1.06978j -0.418503+1.02029j -2.96961+0.952891j 3.62943-2.08822j 9.18145-3.09806j 1.21223+0.750029j 3.01264-0.837444j 4.48174-0.943523j -1.62483-0.102573j 2.78055-0.593397j 2.62562-1.03729j -3.3494-0.49663j -6.27054-0.175156j -1.31403+0.307754j -4.1999-1.8104j -2.22205+2.13464j -2.87776-0.355888j -2.25158+0.691529j -0.333957+1.50122j -2.93047-1.30042j 0.437762+1.93432j -2.43142-0.23135j 1.86622-1.72346j -0.962195-3.38266j 0.451074-0.632645j -0.384536+0.486741j 1.0917+1.40501j 1.83302+6.43256j -0.389597+2.23435j -2.52172-14.8951j -4.05707-23.2795j 1.48003+10.6131j -4.97272-26.9297j 6.45481+42.2401j 2.10474+11.9042j 8.34052+38.2146j -5.77835-28.5893j -3.14413-14.9015j -7.29192-37.0761j -2.71739-15.2228j -15.1235-73.3399j -11.7083-55.391j -0.230534-1.97725j 3.54739+16.6077j -0.619281-7.45257j 4.7751+22.9181j 15.4849+72.1679j -1.89266-11.564j -13.5298-56.8257j 0.0448573-3.93215j -11.5016-49.8223j -4.39803-18.5284j -1.66242-3.053j -11.0929-47.2879j 0.499691+6.48215j -16.3427-59.9475j -0.873038-1.50248j 3.98098+9.43385j 4.4831+14.8159j -0.6745-2.90931j 7.4432+24.4895j -14.2464-48.2822j 2.20116+6.13643j -6.46225-19.8187j 3.9978+13.9972j -3.47142-8.77803j 6.95576+24.4531j -0.951559+0.905315j 3.76785+2.12835j -5.8566-10.1753j -0.896033+4.98983j 3.67507+7.02948j 2.27915+0.217604j -1.91333-0.0109531j 0.0964748-4.85577j 0.812769+1.10503j -0.0526707+0.497114j 
0.486596-0.358336j 0.464684-0.409711j 0.339271-0.433758j 1.74857-2.09934j 0.868457-0.862317j 2.92457-2.86118j 0.542358+0.298467j -5.60533+4.04987j -1.16842+1.21382j -0.202923+0.13915j 5.7714-2.98172j -0.113174+0.45945j -7.01627+3.97144j -2.17348+1.18067j 5.85292-3.62384j 4.51274-1.84957j 1.21352-1.02124j 3.09343-2.21208j -4.17175+2.90514j -9.58203+5.92806j -0.715329+1.15822j -2.65351+1.0408j -5.4942+1.45118j 0.0981319-0.4081j -4.33974+1.26118j -5.99925+1.57472j 2.99782-1.98241j 6.61924-1.57431j 0.699968-1.16206j 6.19935-3.66534j 2.22543-2.48742j 4.40166-1.16453j 1.22682+1.19217j 0.669153+0.244007j 2.65967-2.12227j -0.659618-1.8952j 1.36371+0.608078j -3.30853+1.87772j 0.158196+2.12042j -0.908875+1.61357j -1.74044-0.013956j 0.483783+2.03298j -0.010378-6.04909j 0.219132-1.73889j -0.598915+12.3827j -1.41413+17.0976j 0.2812-11.2454j -2.09814+18.2757j 2.1625-32.7422j 1.51981-9.27339j 4.44396-21.8838j -2.76178+18.7422j -1.791+7.62474j -4.3403+25.31j -1.90858+10.1307j -8.67522+42.2297j -7.05988+31.5714j 0.0236568+1.22328j 2.40356-7.15593j -0.734263+5.81816j 3.26369-13.0111j 11.4765-36.3307j -1.41277+7.07271j -9.84758+25.7044j 0.0982688+2.79635j -8.25809+22.3395j -3.30362+8.11406j -1.01586-0.963082j -7.92739+19.4323j 1.04498-5.15001j -12.7345+18.3557j 0.201176+1.17802j 2.60363+1.1908j 2.63848-4.09203j -0.587527+0.312741j 5.54022-4.08495j -11.6734+9.34015j 2.62185+1.50987j -4.19808-1.4524j 2.87133-2.81172j -2.84006-1.66529j 7.38652-5.94154j -0.1963-1.42721j 1.19617+9.73034j -4.3623-6.70575j -0.325745-7.45831j 2.63626+2.15981j 1.87633+2.80508j -1.51447-6.6892j -1.28704+4.26008j 0.833944+1.2018j -0.136428-1.60964j 
0.257686+0.353444j -1.02912+0.22178j -0.577193-0.213391j -2.16669+2.96952j -0.957312+1.55878j -3.65566+2.83429j -0.831127-0.18116j 7.10281-4.21025j 1.94074-0.954781j 0.646096-1.02743j -6.56092+4.05281j 0.499978+0.20635j 9.06271-5.07658j 2.38545-1.57021j -7.3487+2.56073j -4.92407+1.82931j -1.44426+1.04552j -4.61223+1.48631j 5.84146-2.7701j 13.5283-5.59165j 4.15293-0.563333j 5.21697+0.0195966j 7.367-2.18069j -0.661994-0.218437j 4.15986-2.75631j 7.96893-2.54204j -5.62001+1.59096j -8.05782+2.51177j -1.8229-0.178728j -6.88475+1.99447j -3.06048+0.459013j -6.26878+0.618959j -1.41527+1.15816j -1.79341+0.237035j -2.69809+1.61189j 0.320341+2.12587j -1.05913+1.46573j 2.79522-1.05551j 0.139658-3.80304j -0.0513447-0.744736j 0.324839+0.331409j -1.31814-3.25489j -0.720438+6.8678j -0.131336+2.02545j 0.892825-15.7111j 2.26217-20.8553j -0.426452+14.4104j 2.59821-21.972j -3.25907+40.2778j -1.13254+11.3797j -5.50355+24.3451j 3.87957-21.4746j 2.57608-8.10917j 5.5054-29.2208j 2.55523-11.7468j 12.0713-47.519j 9.39961-35.5646j -0.17046-2.05901j -3.12766+8.63014j 0.818239-7.85027j -3.84098+15.1055j -14.1376+39.0714j 2.48212-8.30884j 11.8063-26.2016j -0.31852-4.3186j 10.7711-20.3993j 4.11766-7.85609j 0.44903+2.44536j 10.0165-17.6412j -1.31388+5.50517j 16.0341-13.1527j -0.102195-0.925801j -2.92044-5.39336j -3.78339+4.05083j 0.0645196+0.614993j -7.69392+0.0740615j 15.7909-2.13223j -2.55025-2.89693j 6.00495+6.37918j -3.44876+1.02719j 3.9249+6.37866j -9.34232+2.28363j 1.558+3.06951j -1.62404-16.0345j 5.83233+12.4954j -2.02851+10.0549j -3.99711-5.84198j -0.669323-4.93503j 0.912234+9.5537j 2.5274-4.9046j -1.6546-1.83012j -0.0371657+2.07724j 
0.0943806-0.175139j -0.0689862+0.0503734j 0.204924-0.127227j 0.198864-0.200877j -0.0899644+0.472764j -0.189856-1.21282j -0.441361+0.0264846j -0.248757+1.00877j 0.192313+0.71363j -0.351214-0.261191j 0.657136-0.38336j 0.180492+0.333707j -0.0992913+1.27758j -0.105974+0.0636871j -0.177404-0.817381j -0.100295+0.214917j -0.199297-0.324605j -0.39133-0.481649j 0.415363-0.348137j -0.591928+0.8395j -0.0795375-0.621457j -0.358022+0.839322j -0.41405-0.0825828j -0.285974+0.893471j -0.579842+0.202937j -0.111643-0.103957j 0.0380489-2.07159j 0.932126+0.129374j 0.816184-0.906921j -0.801511-0.827197j 1.11162+0.11052j -0.0484419-2.08117j 0.2304-0.652842j -0.966675+0.720795j 0.579982-0.650614j 0.073009-0.426282j -1.22698+2.3244j 0.454011-0.205563j 0.450283+0.909888j -0.748533+0.798644j -1.08867+1.04115j -0.288235-0.604916j -0.208221-0.546756j 0.589904+0.118268j -0.337382+2.94333j -0.459292+5.1941j -0.0994142-1.59089j 0.162034+6.17978j 0.0476097-8.24484j -0.280674-2.58221j -0.241357-9.58737j -0.123187+6.47245j -0.0417825+4.11257j -0.480944+8.30035j -0.00903103+2.7889j -0.716054+19.0824j -0.680571+14.7657j -0.179983+0.594313j -0.226921-5.30427j 0.0032111+1.74313j -0.257801-5.90089j -0.443262-20.0638j -1.06487+2.50511j 0.367787+16.5923j 0.153907+1.12194j -0.119686+13.4177j -0.0393897+5.13336j 0.72517+0.977272j -0.362506+13.8563j -0.384201-1.31694j -0.328167+19.4311j 0.501973+0.82593j -0.51143-2.55169j -0.481165-5.98756j -0.144862+1.24133j 0.97867-8.21582j -0.506674+17.3541j 0.219012-3.88282j -0.0747575+7.61259j 0.135934-5.06766j -0.381787+4.35368j 0.0561433-8.29485j -0.658077+0.581141j 0.578972-3.09467j 0.152143+5.94531j 1.17781+1.55883j 0.286164-4.37224j -1.40073-1.58425j 1.00637+2.3177j -0.632291+1.95661j 0.516206-0.691637j 0.263123+0.221969j 
-0.210944-0.25015j 0.115518-0.0626494j 0.12982+0.381875j 0.435437-0.8025j 0.521585-0.250838j 1.1499-1.00893j 0.62462+0.391991j -2.39571+1.04704j -0.609898+0.0894344j -0.10869+0.388119j 2.35451-1.02439j -0.29594-0.342051j -3.45717+1.38651j -1.03268+0.519968j 3.10824-0.627139j 1.88477+0.207624j 0.3013+0.050017j 1.8829-0.65391j -1.91321+0.554121j -5.178+1.50545j -1.81173-0.0895267j -0.922458+0.269388j -2.31011-0.753235j 0.161136-0.766143j -2.50722-0.0353095j -3.32803-1.93552j 2.84972-0.00523652j 4.30804-0.942547j 0.671087+0.233907j 6.18066+0.0529011j 0.509612-0.350054j 2.81185+1.03164j 0.332642-0.782667j -0.580653+0.594394j 4.10002-1.07886j -0.240999-0.572907j 0.0644911-1.07108j -0.0714899+0.0443076j 0.516662+0.97256j 0.571532+0.821759j -0.545046-0.14061j -1.19524+0.679516j -1.24378-2.04728j -0.752423-0.805095j 2.90639+5.35643j 5.76108+7.98666j -1.39586-4.42709j 7.36139+8.32608j -9.49581-14.6056j -3.03287-4.06258j -12.0987-9.93575j 7.98712+8.08343j 5.09297+3.87796j 10.1908+11.3565j 4.70144+4.66916j 22.8208+19.4803j 17.2826+14.0972j 0.485345+0.417602j -5.63981-4.01747j 1.39936+3.16766j -6.6756-5.70778j -24.0555-16.948j 3.21333+3.28703j 20.0289+11.7063j 0.842105+1.68772j 17.6125+10.3j 6.36759+3.6482j 2.23165-0.883073j 16.6546+9.11426j -1.33584-3.78118j 24.7872+9.62697j 0.810776-0.558301j -6.07936+1.04671j -5.82744-1.4972j 2.39189-0.0644172j -10.8998-2.96054j 23.0387+4.93671j -4.13468-0.290013j 10.7485+0.576291j -5.98307-0.829714j 6.13765-0.522069j -11.2657-2.95129j 0.525148-0.12594j -5.03673+4.91285j 8.36328-2.1278j 1.26677-2.66572j -5.79232+1.27795j -0.320372+2.86232j 2.25154-3.32542j 1.38469+1.85753j -0.710784+0.949469j 0.338445-0.91664j 
0.259514-0.160997j -0.00262867-0.240041j 0.878041-0.150357j 2.02706-1.95023j 0.953909-0.587532j 2.42561-1.9052j 0.618128+0.257509j -5.17336+1.73785j -1.31119+0.0321233j -0.415475+0.252485j 4.81421-2.49469j 0.113384-0.0774533j -6.15018+3.32432j -1.87834+0.999259j 5.42271-0.935864j 3.10096-1.06039j 1.02412-0.732923j 3.35919-0.692235j -4.85267+0.61224j -10.9875+1.90461j -1.44798+0.57149j -2.15743-0.0177287j -4.27697-1.46551j 0.682941+1.27369j -4.32831+0.911297j -5.34658-1.43009j 4.09594+0.605615j 5.60067-0.577346j 1.41333+0.976583j 6.72575+0.0951897j 3.83367+0.0885364j 3.00748+1.75575j 1.00959+0.155981j 0.426079+0.498061j 4.83879-1.0934j 0.195178-2.69174j 0.59639+1.16643j -2.48648-2.21561j 0.143906+3.72082j 1.36255+0.806028j -0.0601168-0.125672j -0.750882-1.08587j -0.542078-7.09269j -0.130855-2.21144j 1.60895+16.4096j 2.8359+23.8692j -1.0003-11.9586j 2.70501+27.0516j -3.49157-43.6789j -1.02394-12.7146j -4.24723-37.1732j 3.00205+28.7991j 1.74391+14.2661j 4.4189+37.4514j 1.1859+15.1317j 8.0486+71.8757j 6.16494+54.0557j -0.457856+2.15762j -1.8164-15.9415j 0.477725+7.65797j -2.39378-22.3576j -7.32978-69.8435j 0.677644+11.8123j 6.90767+53.8563j -0.545416+4.08243j 5.96551+46.9217j 2.18929+17.232j 0.278574+2.05861j 5.47456+44.1979j -0.578929-6.04323j 7.74468+53.8394j 0.481588+1.1133j -1.35977-7.52653j -1.50414-13.6308j -0.0433977+1.94954j -4.2056-20.6287j 6.10473+41.6492j -1.00364-4.13652j 2.88778+15.7175j -1.75792-12.2499j 2.18482+6.24701j -2.96078-21.1377j 1.67962-1.18418j -1.80502+0.481177j 2.39911+6.80194j 0.923767-7.05156j -1.58721-4.63284j -2.02844-1.69143j 1.65536-1.10286j -0.043338+5.46312j -0.795839-1.01669j 0.163716-0.722418j 
-0.0786655+0.350223j 0.512485-0.0929491j 0.115856-0.21584j -0.0762926+0.284734j 0.751917+0.0706644j -0.347358+0.804021j 0.126586+0.644055j -0.084455-0.37104j 0.377427-0.195808j 0.277573+0.483211j 0.514087+0.451191j -0.0636682+0.00277201j 0.256363-1.31689j -0.247554-0.104933j 0.92637+0.968684j 1.48436+1.03845j 0.102316+0.428754j 0.658516+0.581284j -1.65534-0.485356j -1.36149+0.587359j -1.55676+1.24438j 0.392765+0.800198j -0.0236779+0.669823j 0.880963-0.184316j 0.144169-0.330897j -0.0553887-0.377882j -1.87216-0.986888j 0.383483-0.628909j -0.232726-1.14678j 1.26527+1.58543j 1.09074-1.4411j -1.84816-0.0592543j -1.9354-0.0467703j -0.0954624+0.728507j -0.319007+0.17861j -0.077577-0.0529166j 1.44568+1.75395j -1.04466-1.37967j 0.171285-0.637797j -0.621529+0.16221j 0.751906+0.27599j 0.647768+1.60233j 0.622666+1.42001j -0.0286166+0.172053j -1.18094-2.55418j -2.13245-5.21558j 0.440838+0.975158j -2.41318-6.31815j 3.16687+8.39359j 0.946202+2.56327j 3.9718+11.0606j -2.7504-7.41617j -1.68987-4.84093j -3.63042-9.7177j -1.40167-4.03538j -8.15562-21.547j -6.47058-16.4512j -0.287211-0.230053j 1.88194+5.23981j -0.558946-1.30766j 2.34071+6.52976j 8.34354+22.9848j -1.38412-3.14172j -7.27126-19.9124j -0.282975-0.474025j -6.43994-18.7032j -2.32464-6.54973j -0.399003-1.7154j -6.64566-17.499j 0.495257+1.39135j -9.18178-24.817j -0.239389-0.635007j 1.73558+5.98928j 2.30745+5.73139j -0.527433-1.94557j 4.41881+11.9951j -8.24512-22.3475j 1.71548+3.51441j -4.01553-11.0333j 2.50834+6.75765j -2.32743-6.47265j 4.17119+11.3464j -0.556907-1.06928j 1.80405+5.71846j -2.66756-8.48956j -0.446844-0.534555j 1.92752+5.8689j 0.917964+1.77064j -1.12587-2.86808j -0.670721-1.56272j 0.523859+1.13662j -0.261026-0.361389j 
