-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
0.388317-0.662565j 1.46449-0.614984j 1.13042-0.00658168j 3.86361-4.30502j 1.74762-1.97681j 6.86029-5.64321j 1.53121+0.448839j -12.2251+7.43426j -2.79327+1.91544j -0.638296+1.06661j 12.6471-6.68564j 0.280656-0.537016j -16.4369+9.05327j -3.68713+3.62417j 12.1403-6.26211j 8.92116-3.95212j 2.77231-1.95918j 7.11002-3.30785j -9.02316+4.5664j -23.9756+10.3067j -4.74101+2.2519j -7.73104+1.57458j -10.1057+5.54021j -2.16586+1.07409j -9.2478+3.37038j -11.6152+3.47529j 7.54309-3.40059j 14.4039-5.84735j 2.03949-0.326227j 13.1563-4.81152j 4.78367-0.74104j 8.09314-2.81048j 1.596-1.23608j -0.0937371-1.48838j 7.26207-3.04618j -0.614474-3.6373j 1.47766-1.53979j -3.77409+2.90467j -1.60664+4.38424j 0.0655192+1.37324j -2.22245-1.09698j 2.70314+7.9966j 1.39812-10.2942j 0.251199-2.34651j -2.98162+22.2526j -7.14221+26.9001j 1.17173-22.0174j -9.0459+27.4789j 11.277-55.9717j 3.43903-14.4964j 16.5229-25.172j -12.0394+26.1457j -7.29533+5.95204j -15.3308+35.3001j -6.60212+14.2364j -35.7403+48.1913j -28.8064+35.6742j -0.176953+2.90021j 8.96588-5.90551j -3.19345+10.5736j 11.5449-16.0097j 39.0406-32.2707j -5.19986+10.4796j -33.7197+14.5379j -1.32974+5.53596j -31.343+7.79278j -10.8996+4.15984j -3.21713-5.06058j -31.8329+6.9363j 3.15583-7.22342j -44.5454-12.1891j -1.35203-1.58007j 9.36983+15.9443j 9.82754+2.95494j -3.54821-4.9462j 21.0078+15.2961j -40.1216-26.2119j 6.69631+10.9899j -20.3812-23.9556j 12.5823+9.13465j -9.61455-20.4504j 20.2928+11.9142j -1.8921-8.26982j 7.19454+32.7821j -12.7722-31.1105j 0.221883-18.7925j 8.18138+20.7151j 3.7138+11.8079j -4.30811-20.3362j -5.42448+5.10144j 3.01974+4.88656j -0.176393-4.17556j 
0.249723+0.344597j -0.198155-0.083981j 0.110609-0.066006j -0.581605+0.431988j -0.530815+0.442605j -0.23408+0.166006j -0.43116-0.178218j 0.928795-0.486847j -0.0794136+0.193067j 0.311012-0.31786j -1.44304+0.978179j -0.189271+0.373828j 1.59735-0.656125j 0.394095-0.584702j -0.638453+0.168515j -1.02748+0.347091j -0.162632-0.0858344j -0.3777-0.156207j 1.12742+0.0323201j 1.95746-0.466684j 0.764073+0.749994j 0.0812574+0.54312j 1.05466-0.549201j 0.0812123-0.357428j 1.23335-1.10939j 1.32081-0.231645j 0.35073-0.361359j -1.54346+1.10808j 0.879323+0.0135645j -0.446609-0.0205493j 0.470378+0.764165j 0.695451-0.376701j -0.557784+0.224982j -0.761691-0.620662j -0.138954+0.916552j 0.418613-0.215852j -2.09406-0.0312136j -0.0494383-0.371896j 1.06563-0.233497j -0.89746-0.702911j -0.378544-0.989982j -0.911762-1.50646j -0.577786+0.0998246j -0.184203+0.1184j 0.620126-1.85872j 1.8629-1.65971j -0.0106971+1.50391j 2.14571-1.37543j -3.16917+3.38227j -0.548784+1.71571j -3.66309+0.154632j 2.66115-0.586316j 1.78994+0.450325j 3.56393-1.92332j 1.98646-0.609132j 8.26935-0.0675784j 6.23909-0.440527j -0.397818-0.74316j -2.97664-0.696646j 1.01383-0.52467j -3.22392+0.384314j -8.51823-1.45573j 0.791758-1.06632j 7.88852+1.6667j 0.284043-0.702551j 6.88485+2.80093j 2.48261+0.383187j 0.713082+0.699386j 6.11183+2.32749j 0.205061-0.286771j 9.19236+5.302j 0.406912+0.824883j -1.91946-2.41003j -2.23924-2.12514j 0.38218-0.254902j -5.12036-3.07421j 8.46618+7.88216j -0.46101-0.491536j 5.78773+5.32684j -2.74968-1.55871j 1.1047+3.44309j -4.50064-3.25257j 0.053475+2.14903j -1.40773-3.18945j 4.00293+4.80698j -2.42596+0.518834j -2.33552-3.82138j 0.394207-1.93019j 1.51118+1.98091j -0.0225753+0.518228j -1.3686-1.26148j -0.0564985+0.0859415j 
0.0175524-0.0608283j -0.0419966+0.0354693j -0.290999-0.0146393j -0.309331+0.0194644j 0.411136-0.189741j -0.228546-0.0459271j -0.189611+0.030387j 0.783366+0.423432j 0.230433+0.265999j 0.40912+0.415143j -0.758482-0.231949j -0.675762-0.198481j 1.43724+0.276784j -0.286311+0.0220006j -1.29424-0.702968j -0.222976-0.903599j -0.279848-0.5492j -0.544545-0.0779607j 0.769775+0.837414j 2.79617+1.90921j 0.962475+0.35018j -0.604934+0.809048j 4.17425+0.307692j 0.629066+0.47256j 0.280855+1.50026j 2.32013+1.25122j -0.788087-0.655328j -1.77183-1.09535j -0.324353+0.356079j -1.07022-0.966889j -0.268189-0.549181j -1.9118-0.3772j 1.59184+1.39662j -1.07332+0.344152j -0.0179033-0.982725j 0.235419+0.406889j -0.0475538-0.740195j 0.760206+0.465207j -1.50843-1.22638j -0.713115-0.912524j -0.465102-0.389988j 2.56117+2.19095j 2.39949+1.85128j 1.03616+0.670221j -4.39881-5.22933j -8.49585-9.31104j 1.91593+2.44267j -10.7543-11.4444j 14.0747+15.8826j 4.90664+4.78856j 18.2746+17.9496j -12.5341-12.9074j -7.42079-7.82654j -17.3371-15.8713j -6.54015-6.2293j -35.4431-35.9761j -26.1498-27.6012j 0.051978-0.780629j 8.64942+8.74781j -2.36915-3.23305j 10.868+11.0368j 37.7564+37.3244j -4.57403-5.34078j -31.7851-31.5817j -1.72621-0.57407j -28.8164-29.241j -10.1577-10.951j -3.30039-3.08233j -27.9817-26.145j 2.98066+2.72502j -40.4592-37.4413j 0.512666-2.06725j 9.45376+9.43095j 7.704+8.65338j -2.49573-4.31605j 18.6568+18.109j -36.0428-32.6379j 4.77335+5.1064j -17.4667-16.7528j 9.8295+9.50025j -9.18545-8.56823j 17.4055+15.7586j -1.18059-1.08635j 8.58346+5.42604j -13.3745-13.365j -0.721036-1.34293j 8.20719+7.66339j 2.92508+2.69283j -4.28296-3.96605j -2.66319-2.24412j 1.96345+1.37334j -0.174629-0.22808j 
0.0632918+0.0963743j -0.327543-0.202695j -0.035995+0.129794j -0.26386+0.591875j -0.446919+0.59069j -0.734059+0.57911j -0.149698+0.0719527j 1.75363-1.53248j 0.537596-0.605096j -0.0836924-0.323001j -1.36367+0.95881j 0.493957-0.0599739j 1.64496-1.07634j 0.833068-0.399575j -1.71897+1.51277j -1.78074+0.596259j -0.469792+0.140149j -0.988989+0.665258j 1.55006-1.50358j 2.70784-3.05828j 0.789009-0.361626j 1.63912+0.0603987j 2.14781-0.956707j -0.441958+0.464117j 1.26679-1.74349j 3.15744-2.04886j -1.73534+1.75251j -1.91965+1.29899j -0.63899+0.695108j -1.99957+3.5329j -0.804686+1.43452j -2.683+0.923739j -0.859388-0.268289j -0.720967-0.640941j 0.136883+2.94258j 0.559664+0.320907j -0.576784+0.284606j 1.99239-0.937768j -0.301293+0.143918j 0.594889+0.759025j 0.291432+0.155469j 0.589943-3.07363j -0.0416817-0.208777j 0.0072084-0.392005j -1.52644+1.20207j -2.04605+4.29446j 0.222294+0.628901j -2.46187+5.45789j 3.76762-4.71552j 0.631883-2.09338j 3.87044-12.0075j -2.55983+7.13372j -1.62767+5.6903j -2.38683+9.54684j -1.26389+3.8353j -6.61938+23.4022j -5.21906+18.1194j -0.442563-0.426948j 2.17124-6.34279j -0.330652+0.624114j 2.1274-7.06568j 7.67284-27.5114j -1.77846+3.00715j -5.62864+25.2048j -0.006429-1.29147j -4.8593+22.8599j -2.09241+8.82547j -0.733949+2.83694j -5.65958+20.3485j 0.331247-1.25154j -7.15108+34.2104j 0.892231+1.41811j 1.65068-9.41977j 2.45402-8.05162j 0.679048+2.7112j 3.32198-17.4814j -6.38236+33.3116j 1.47365-6.6489j -3.90528+15.3844j 1.10923-8.32369j -1.3474+11.1454j 2.89213-17.9664j 0.542075+3.60481j 2.04699-8.39486j -3.34722+16.4275j 0.521894+3.17664j -0.0623961-10.9802j 0.757754-4.37405j -1.13154+6.05041j 0.538778+1.88639j 0.00889497-2.655j -0.223775+0.989715j 
-0.314154-0.0667266j 0.284805+0.273773j 0.0585151+0.0462267j -0.0363091-0.0090233j 0.270383+0.35361j -0.307826-0.327985j -0.344981+0.200917j -0.0403892+0.446744j 0.150455+0.52486j -0.0823417+0.415176j 0.15416+0.0813141j -0.259379-0.0716046j 0.539151+0.182869j -0.392441-0.128223j -0.313266+0.319992j 0.0217001+0.859195j -0.113705+0.043073j 0.0044265+0.390359j -0.214757-0.764211j -0.87902+0.128711j -1.02214-0.97065j -0.896352+0.463822j 0.117913+0.442089j 0.224503+0.643214j -0.20949+0.747153j 0.249947+0.588242j 0.738548-2.09734j 0.540044-0.295468j 0.601098-0.289427j -0.666244+0.0744795j 1.11379+0.0506593j -0.153555-1.70435j 0.509189-0.789287j -1.04942+0.264914j -0.459463-0.702641j 0.0378162+0.149948j -1.32087+0.935735j 0.961959-0.838902j -0.605881+0.0592323j -0.884042-0.548821j -0.640164+0.652645j 0.284316+1.60639j -0.228889+1.11436j -0.164149+0.3475j -0.96863-2.3377j -1.74798-4.70663j 0.473006+0.504158j -2.18456-5.21421j 2.08855+6.86761j 0.967259+1.78644j 3.28279+9.10791j -1.92394-6.35099j -1.41161-4.24962j -2.83716-8.31141j -0.555733-3.02229j -6.93815-19.3141j -5.28875-14.7852j -0.202107-0.373003j 2.70145+4.57762j -0.869358-1.20012j 2.38963+5.42679j 7.75772+19.2779j -0.410872-3.29241j -6.42018-16.8527j -0.840438-0.262979j -3.85649-15.619j -1.6815-5.83035j -0.466328-0.874159j -4.97214-15.123j 0.513663+0.91466j -7.62927-22.0572j -0.135545-0.735192j 0.0982434+4.87517j 2.81039+5.45028j -0.402933-1.95344j 2.73762+11.4133j -6.91281-20.4031j 2.09645+3.6754j -3.21005-10.4022j 2.26553+6.01987j -0.893256-6.12629j 2.65442+9.75525j -0.140192-2.1001j 1.26532+5.36097j -2.58348-8.23716j -2.07645-0.120489j 1.83774+5.80305j 1.42654+0.858508j -1.91293-1.81813j -0.607729-2.03145j 0.278656+1.67123j -0.130586-0.387461j 
0.0630868-0.201853j 0.741015-0.486056j 1.7498+0.266078j 3.9055-3.86852j 1.92729-1.5698j 6.2079-3.81048j 1.45988+0.777211j -11.3863+5.12165j -2.28359+0.951594j -0.325919+1.14232j 11.7091-5.17431j 0.676205+1.18007j -15.7349+6.34986j -5.72278+2.95646j 12.107-3.89097j 8.52291-2.75773j 3.37456-0.867111j 7.72316-1.45287j -9.65546+2.96315j -24.1902+3.74169j -5.27497+1.51452j -6.10803+0.132493j -11.76+2.41848j -1.75624-2.0029j -9.61761+1.43614j -11.3343+2.22016j 9.44135-2.04781j 15.543-1.92915j 1.41263+0.492102j 13.7628-1.73599j 4.14534-1.48576j 9.15506-2.58081j 4.13549-1.48691j 2.1469-1.89357j 7.90735-0.759845j -0.0917482-4.28574j 1.8182+0.198077j -4.59794+0.732131j 0.577499+4.74988j 2.11684+3.57295j -0.476285-0.643938j -1.17995+3.34743j -0.849344-12.1851j -0.363084-3.72333j 3.72193+27.3061j 6.10321+37.2829j -2.43064-23.1944j 7.19416+39.8232j -9.51858-70.4616j -2.26079-19.9056j -10.5279-47.2139j 6.93143+40.1693j 4.11612+16.9741j 8.76036+53.7528j 3.36787+21.9785j 18.2236+92.1472j 14.5763+68.8702j -0.080576+2.5279j -5.0966-18.2975j 1.31303+12.4608j -5.24821-28.5679j -17.9107-81.0007j 3.18511+15.6888j 16.0968+56.0364j -0.446809+6.92268j 14.0173+47.3289j 4.97882+17.198j 1.84282-1.65843j 12.0346+42.9708j -0.604417-10.5522j 17.0407+41.0763j 1.10972+1.05724j -3.85297+3.17662j -4.50288-10.3229j 1.27462-0.589149j -7.44662-8.53797j 15.0326+21.0209j -2.75983+1.50455j 7.20959+0.0637006j -3.94093-6.64669j 4.30199-5.86698j -6.43211-11.3927j 1.24212-4.61716j -3.98512+18.7395j 5.56445-13.4793j 3.03211-16.4197j -4.48713+8.00035j -1.25438+7.11827j 2.83387-13.6458j -0.569037+7.66754j -0.18138+2.20491j 0.344906-2.88275j 
0.41337-0.436376j 1.06551-0.845158j 1.61432+0.489518j 4.28589-4.28953j 2.03316-1.71359j 7.45109-5.34601j 1.84376+0.875011j -13.1267+6.3429j -2.99277+1.56992j -1.13663+1.56336j 14.2031-5.56909j 0.580462+0.743237j -18.1243+8.97236j -6.32202+3.89133j 15.1817-5.38846j 10.867-3.90702j 2.20176-2.00836j 8.75557-4.24293j -9.87221+3.53595j -26.9234+7.79018j -5.73019+1.97873j -9.01128+2.85985j -13.595+3.67809j -0.0829382-0.225015j -9.77939+2.95866j -13.0696+3.47743j 9.21245-1.79789j 18.8332-4.51066j 1.93018+0.394406j 14.7334-3.43216j 5.77325-0.603771j 9.76696-2.18553j 3.91511-1.74609j 3.64049-1.28455j 8.55636-2.34051j -0.190869-4.44447j 1.07337-0.735064j -3.786+0.469543j -0.582002+5.04671j 0.651607+2.83842j -1.40729-1.3441j 0.720242+6.14731j 0.0175904-11.8758j -0.359803-3.37253j 0.646191+27.9739j 0.961888+35.1008j -0.366388-25.2607j -0.0408232+37.2376j -0.474023-70.3587j -0.0539315-19.4525j 1.21451-39.8083j -0.824958+35.7187j -0.291429+12.3575j -2.24463+47.8936j -1.14454+19.594j -4.199+75.1342j -4.15461+54.3742j 0.332528+5.10422j 2.39907-12.6173j -1.20244+14.2082j 1.98054-23.6625j 7.86595-60.2982j -2.29684+15.1381j -7.65671+36.6178j -0.323695+8.87148j -7.62584+27.5685j -2.10596+10.6672j -0.536992-5.47371j -6.76211+25.465j 1.23188-10.2372j -10.3993+11.693j 0.845407-2.38904j 0.877887+12.2581j 2.06648-3.57456j -0.452027-4.41851j 3.99728+4.91773j -10.7377-7.12801j 1.33156+8.15812j -3.9675-15.9903j 2.74022+2.63811j -1.28333-14.7817j 6.17567+1.44512j 0.0482197-8.01917j -0.771284+30.1492j -1.62255-27.0169j 1.09128-21.2556j 2.5656+16.2582j -0.407269+9.26329j 0.318073-18.7881j -3.28966+7.21128j 0.873311+4.40554j 0.517625-4.00089j 
0.268225-0.0677166j 0.178451-0.109675j 0.473064-0.0239795j 0.304549-0.165459j -0.017065+0.0824648j 0.405581-0.67501j -0.0450164+0.246912j -1.39476+0.828201j -0.207087-0.117308j -0.525706+0.185687j 1.10672-0.721237j 1.01643+0.168657j -1.99065+0.202083j -0.453711-0.876715j 0.690609-0.0715595j 1.14154-0.78206j -0.373435-0.131305j 0.904625+0.391555j -0.764574+0.435009j -1.86619+1.70531j -0.476884-0.404253j 0.0404674-0.218057j -0.291939+0.04585j 0.000183155+0.292726j -0.83354-0.402535j -1.41531+0.168332j 0.797892+0.550194j 1.44754-0.80048j -0.805188+0.65871j 0.54069+0.0274869j 0.77745+0.307278j 0.368436-0.679839j 0.45767-0.521332j -0.573006+0.455177j 0.700745-0.0819701j -0.653222-0.399855j 0.592042+0.677352j 0.426058+0.544195j -0.402207+0.28393j -0.133477+0.718509j -0.276139-0.156304j -0.0372811+0.880404j -0.0795847-0.84892j -0.250957+0.178806j -0.375771+3.5889j -1.48024+4.19581j -0.399415-2.46641j -0.806206+3.82844j 0.999609-7.32503j -0.726495-2.91986j 1.55752-4.33968j -2.1354+4.40609j -0.90281+2.52001j -1.50956+5.57611j -1.05474+2.82283j -3.89864+9.28547j -2.87033+6.94203j 0.0388296+0.062785j 0.992602-2.04717j -0.794291+1.38038j 1.52178-2.93643j 5.65364-7.14495j -0.0463102+0.61358j -2.86302+4.52025j 0.980381+1.87499j -4.17449+4.57803j -0.576236+2.83148j -0.483358+0.842415j -4.30715+5.04108j -0.810352-1.71155j -4.95748+3.69242j -0.297554+0.474244j 1.35768+0.539397j 0.762935-1.54714j -0.0160803-0.532391j 1.73683+0.275823j -5.58141+1.2751j 1.84044+2.35294j -1.80719-1.26926j 0.238735+0.330486j -1.79367-1.22248j 1.76223-1.76961j 0.799974-0.771547j 0.72957+2.71384j -1.79675-1.43182j 0.751719-1.87123j 1.93347+1.61257j 0.560974+1.83286j -0.881627-0.604322j 0.377594+0.668926j 0.271658+0.645969j 0.0237076-0.563023j 
0.0713247+0.126101j -0.46753+0.695272j -0.794638-0.251625j -2.47264+2.10023j -0.861915+0.0311891j -3.47231+2.11678j -0.567363-0.416375j 6.36594-2.48426j 1.64289-0.357244j 1.14904-1.07385j -6.58133+2.52466j 0.249136-0.00557249j 9.09804-3.70168j 3.7085+0.439122j -8.05161+1.03234j -5.89024+0.375312j -2.71932+1.12147j -4.8851+1.19924j 5.84095-0.835044j 14.8376-2.18001j 2.98035-0.652028j 4.84089+1.85806j 6.27821-2.89482j 0.0252857-0.554569j 6.8524+0.600838j 7.54273-1.8187j -5.84421-0.829633j -9.97855+0.184111j -0.230774-0.451574j -8.85885+0.351856j -3.3023-0.545619j -5.80957+0.498087j -0.741908-2.75089j -0.742984+0.0298021j -6.29814-1.06333j 0.033705+2.03039j -0.755268+0.510794j 1.58554+0.0503344j -1.50863-3.23169j -1.58219-2.22746j -0.178201+0.195951j 2.17963-0.91036j 2.22537+7.15895j 0.731884+2.27426j -5.09676-16.6553j -9.41793-23.3715j 2.53782+13.1329j -11.3282-25.8554j 15.1846+43.7619j 4.51493+12.3377j 18.8505+32.5317j -12.9072-26.2661j -7.75639-12.4167j -16.446-35.2253j -6.34316-14.117j -35.7686-64.1679j -26.7087-47.6163j -0.458187-2.38588j 8.75039+13.3667j -2.36633-8.48312j 10.9805+20.0481j 36.8749+58.4724j -4.44708-10.7072j -31.0836-42.782j -0.707808-4.07992j -28.3973-37.0538j -9.74119-14.0792j -3.10992-0.595639j -25.9913-33.6159j 2.38413+6.64538j -37.6407-37.4175j -1.18939-0.612315j 8.6105+2.0022j 9.13221+8.99493j -2.47943-1.03595j 17.6586+13.2417j -33.2387-25.48j 4.57303+0.904998j -15.8474-6.9561j 9.60876+7.41726j -9.21138-1.08579j 15.7147+13.2299j -1.64745+1.96919j 8.67304-7.32635j -12.5238+1.27561j -1.98114+8.15995j 8.15309-0.687824j 3.15263-2.30581j -5.14612+5.71687j -1.4231-5.19123j 1.38429-0.527311j -0.301403+1.39056j 
-0.345302+0.200307j -0.0526926+0.422614j -0.0829605-0.19864j -0.49787+0.132909j -0.220161-0.0050225j -0.731179+0.234546j -0.141944-0.313019j 2.60034-0.230148j 0.195953-0.171709j 0.563071+0.1323j -1.89087+1.26243j -0.58992+0.423442j 2.53423-1.26727j 1.29861-0.603577j -1.23056-0.155247j -1.24515+0.132629j -0.131466+1.2337j -0.703956-0.528141j 0.721356-1.13124j 2.49789-0.0251902j 1.591-1.5725j 1.3687+0.104879j 1.22978+0.212798j 0.0894766+0.178276j 0.896186-1.10311j 1.27316-0.463993j -1.12798+0.167615j -1.41807-0.196161j 0.0686983+1.88698j -1.53428-0.427453j -1.76492+0.12772j -1.01422+0.108891j 0.267088+0.0857401j -0.308483+0.478534j -1.5641+1.30406j 0.0370491+0.629702j -0.465817-0.211581j -0.265974-1.22571j 0.206709-0.104486j -0.238738-0.251722j -0.19341+0.378226j 0.0466819-0.426008j 0.0994836+1.51751j 0.110548+0.607842j -0.437477-3.53158j -0.177075-4.22748j -0.167626+2.35114j -1.95174-5.12972j 1.58775+8.79443j 1.12518+2.06104j 1.20385+4.77828j 0.069122-4.57387j 0.145908-1.29113j -1.49667-6.04074j -0.62682-2.86121j -1.15603-10.6461j -0.257248-7.44767j 0.488065-0.888904j 0.810306+1.93044j 0.418917-0.632858j -0.50373+1.63017j 0.197715+8.91055j 1.17514-1.57464j -1.92593-6.85688j 0.225516-1.60559j -1.34775-5.97483j 1.34285-0.418628j 0.133252+0.660947j -0.7377-5.63141j 0.0627879+0.13935j 0.081057-3.67392j -0.741106-0.393161j 0.323161-0.472711j -0.450057+1.03492j -0.816977+0.426j 0.449571+0.330599j -0.304246-1.89342j 1.19421+1.05455j -0.212532+0.206218j 0.313366+0.291331j -1.29055+2.09419j 0.485294+1.86185j 1.04856+0.738293j 0.639105-4.13116j -0.330819+2.56968j 0.287879+1.87245j -0.787048-1.94329j -0.0185993-1.4824j 1.06081+0.970742j -0.0304278-0.527708j 0.494621-0.0728827j -0.0506662+0.608858j 
-0.120681+0.41079j -0.461443+0.314497j -0.984339-0.556917j -2.36485+2.70664j -1.50251+0.81415j -4.05189+3.00092j -1.04726-0.10963j 8.07204-3.99314j 1.46431-1.30007j 0.714435-1.21624j -8.71041+3.62143j -0.0406583-0.399985j 10.6461-6.09346j 2.58442-0.994603j -7.67149+5.28734j -6.21105+2.23169j -1.31293-0.531424j -3.83542+0.866978j 6.29036-2.275j 14.3931-5.65676j 3.64579-1.80586j 3.46829-2.71516j 5.98479-4.23066j -1.35806+0.0689973j 7.031-1.89175j 8.9552-2.71184j -6.13444+1.06855j -8.68234+3.52755j -0.872102+0.45175j -7.93684+2.09881j -3.86437+1.64917j -6.69829+2.96679j -0.935018-0.685322j -2.07339+1.86644j -3.87541+1.36596j -0.115278+2.42486j -0.20417-0.0109653j 2.45266-0.916488j 1.51363-1.00501j 0.656057-1.13155j 1.32575+1.12787j -2.20366-6.70066j -1.53546+4.80116j -0.101347+1.23905j 3.08274-10.1355j 6.11163-9.40589j -1.32187+12.4371j 8.37478-7.66599j -11.1+23.0335j -3.13676+6.27346j -15.3982+0.129101j 10.6344-5.68175j 6.21224+3.11195j 13.2289-7.04852j 5.67707-3.28806j 31.4119+2.36726j 24.0681+1.76681j 0.8732-1.15478j -7.89256-4.16853j 2.26765-4.73469j -10.4897-0.0731442j -34.0752-12.2229j 4.5301-3.08714j 29.5031+19.1706j 0.506897-3.34502j 28.4176+21.0916j 9.00444+7.36111j 2.75751+7.39759j 25.0457+21.4632j -2.57217+3.04827j 36.7041+42.6229j 1.63399+2.29196j -7.94289-18.0065j -9.55889-9.90032j 2.91962+5.41228j -18.2884-28.0529j 33.7706+49.202j -3.74532-11.0626j 15.506+31.4239j -10.2325-14.8491j 8.62921+21.3175j -17.0615-23.657j 1.04844+6.67193j -6.7485-28.4j 12.3137+32.2265j -0.326726+14.1775j -7.53497-20.6304j -2.43345-9.37763j 4.00497+16.5759j 3.90466-0.705192j -1.95719-4.70509j -0.252136+2.79018j 
0.312618-0.148799j 1.21792-0.706067j 1.01671+0.245023j 3.49047-4.00963j 1.69423-1.73669j 6.88896-4.14991j 1.63636+0.806523j -10.9911+6.15765j -2.60569+1.44602j -1.31487+0.242554j 11.1397-4.47272j 0.335504+0.340139j -17.5272+8.32406j -5.32626+2.31817j 12.2935-3.87105j 9.41861-2.44559j 3.33832-2.09665j 9.85259-2.06249j -8.351+4.29786j -23.85+7.89114j -5.1138+2.54581j -8.70569+1.30995j -10.9341+3.41447j -0.744288+1.50917j -10.1411+3.96278j -12.7958+3.09008j 7.01626-3.13973j 15.7355-2.71424j 1.17315+0.483854j 13.0533-3.80173j 3.5945-1.63093j 7.87437-4.07743j 2.68716-0.911951j 1.68113+0.327181j 7.13903-1.70888j -0.0844255-3.31845j 1.73615-1.56965j -2.54402+3.05275j -1.50529+2.88215j 0.583905+1.42874j -1.03479-1.6187j 1.38874+8.14572j 0.448148-8.73154j 0.12931-2.49136j -0.871985+19.2277j -2.42644+21.2986j 0.193634-20.2254j -3.91711+20.6076j 5.01871-46.1235j 1.53919-12.8687j 8.29346-14.9906j -5.67447+18.4325j -3.28737+2.06317j -7.20141+24.1704j -3.16075+10.2672j -17.8165+26.3735j -13.4184+19.6029j -0.66783+2.18596j 4.46345-1.41379j -1.2116+8.93147j 6.59551-8.77925j 20.3502-12.2385j -2.42911+8.28434j -17.7848-2.77017j -0.236704+5.75797j -17.7432-7.17401j -5.08465-2.24692j -1.90984-7.853j -15.618-9.2294j 1.71356-6.75147j -23.1282-32.2994j -1.30422-2.34824j 5.14056+19.7907j 6.22093+7.20301j -2.11316-5.6636j 11.6322+26.6172j -21.7296-45.3442j 1.78794+12.3096j -9.80756-33.1612j 6.94629+13.5317j -5.16302-24.1254j 11.5429+21.3623j -0.149131-8.44538j 3.4575+35.9189j -7.43348-38.1409j 1.16013-20.1436j 4.40107+23.7496j 1.13042+11.855j -1.85022-21.6928j -3.65719+3.21091j 1.36106+5.81652j 0.611627-3.8196j 
