-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
0.202332+0.112858j -3.39816-0.617943j -9.9796-1.39681j 0.940975+0.46186j -1.02597+0.579028j -24.3314-4.09601j 5.90253+1.49611j 15.2159+2.17913j -27.5782-5.23934j 36.3789+6.55521j -7.12128-1.50928j -47.4092-8.14907j 14.607+1.38435j 2.52572+0.109578j -16.6314-3.44486j -56.8976-9.47837j 52.2029+7.96234j -61.0801-9.92812j -45.2352-6.52226j -0.802478-0.433086j -19.1884-1.8053j -74.8707-11.0586j -59.1412-8.82283j -31.7131-4.26241j -49.745-7.77411j 112.151+16.3921j 17.3394+2.61321j 24.534+3.66048j -2.48429-0.535072j 58.9333+9.9791j 33.6984+4.70195j -72.8277-10.1375j 69.2084+9.69033j -34.4239-5.32559j -67.5245-9.00289j -0.45631-0.216579j 31.3361+4.76667j -67.7635-8.21873j 71.0404+9.51953j -33.3971-3.62968j -58.4081-8.15805j -3.42526+0.256866j 23.3221+2.75611j -16.1283-2.45627j 107.769+13.9518j -47.775-5.01249j 31.5046+3.85485j -55.1697-6.3697j 69.5178+9.17645j -17.6826-1.79215j 3.66726+1.30177j -42.738-4.46134j 56.4221+6.91914j -48.0553-7.21333j 51.044+5.3007j -13.4403+0.195295j 2.4641-0.339575j -14.9416-3.72258j 43.3708+5.67871j -2.27501+0.679751j 29.9866+2.87561j -20.0218-1.21192j 14.4564+5.44012j 2.94545+0.517299j 19.6366+1.87838j -0.751413-0.775583j 2.55927-0.336446j 10.2316+1.86963j 2.36049+0.302764j 0.665791-0.0438709j 
1.13675+0.638069j -8.30574-1.40089j -23.9235-3.38052j 3.37406+0.741062j -2.24316+0.0928103j -58.9495-10.3156j 15.0476+2.8651j 36.6591+5.8069j -66.8849-13.1379j 90.5173+16.2578j -18.2381-3.83496j -115.751-20.3771j 33.9482+3.66555j 4.54936+0.913859j -40.9279-7.62268j -137.131-23.0594j 124.791+19.751j -144.45-24.7218j -110.131-18.0018j -3.13288-0.337067j -44.7256-6.07715j -179.615-28.8381j -142.944-23.527j -77.6961-12.275j -119.488-19.4559j 270.779+42.5876j 41.2439+7.18608j 60.2249+9.99756j -4.83992-0.49204j 141.26+21.7845j 78.6373+10.7282j -171.624-27.3188j 165.954+24.5542j -79.033-12.6378j -159.567-23.4378j -2.18311+0.0313633j 74.3729+10.7709j -160.987-24.1797j 168.926+25.361j -80.7938-13.4555j -136.836-19.6951j -10.2781-2.07335j 52.228+8.18645j -36.8863-6.29239j 253.834+36.1283j -112.26-16.5643j 73.1274+10.9022j -131.566-18.7433j 166.574+22.7906j -42.5505-6.89348j 8.72924+1.61905j -100.963-12.4307j 131.595+18.4772j -112.704-14.2226j 120.808+18.4038j -29.8349-2.63783j 3.62258-1.14841j -40.2084-6.10232j 100.222+11.4103j -10.2718+0.418395j 69.1299+7.32379j -49.7177-3.54493j 35.4211+3.52197j 6.60676-1.16237j 45.3701+2.9392j -1.82203-0.741119j 3.64189+1.77033j 22.839+4.05403j 5.5894+1.34266j 1.87746-0.347803j 
0.639158+0.0935576j -4.44079-1.03795j -11.7991-3.37127j 1.89037+0.0971562j -1.09215-0.253369j -31.0846-7.74253j 8.47233+2.1085j 18.7297+4.48844j -35.3185-9.54587j 47.258+12.4174j -9.81557-2.50996j -59.7365-15.6858j 16.9141+4.40321j 3.11683+0.560824j -21.4351-5.09818j -70.8961-17.8501j 64.136+16.3167j -75.2651-18.7924j -55.2933-13.4893j -1.58766+0.417829j -22.2179-5.83666j -91.0308-22.172j -72.8785-17.8514j -39.9577-10.7217j -61.2656-15.0782j 136.583+35.8129j 21.5754+5.29295j 31.5829+8.01869j -2.12232-0.377959j 71.9462+17.2981j 38.5003+9.91648j -87.9748-22.878j 83.3026+22.0567j -40.4236-12.2178j -80.5905-20.5282j -1.55147+0.258241j 37.0593+9.49954j -80.3886-21.6286j 83.993+21.1152j -41.0336-11.4223j -68.6785-16.9096j -5.12077-0.581042j 25.6363+4.82618j -18.0087-4.48624j 126.247+32.4919j -55.5589-13.2892j 36.5337+8.17901j -63.9996-16.2153j 83.8153+20.5165j -22.2767-4.64697j 3.11275+2.73436j -50.9773-13.4373j 65.4717+16.2751j -56.234-14.4458j 59.1396+15.126j -16.0627-3.97856j 2.07924+0.782657j -20.1397-6.48655j 49.9534+11.3516j -4.1944-1.08868j 32.6027+6.82392j -22.9084-4.02558j 16.8219+4.39504j 1.72092+0.702434j 23.8102+5.42734j -1.80688+0.278524j 1.84681+1.34187j 11.2126+3.88376j 2.8616+0.696877j 0.833092+0.248516j 
0.128262+0.146711j -2.23349-0.729932j -5.92724-1.93056j 1.07159-0.0706123j -1.25514-0.168493j -15.1167-5.14109j 4.46282+1.38201j 9.3004+2.88805j -17.9053-5.64973j 22.4964+6.88528j -4.64429-1.45322j -29.5319-9.4486j 8.12389+3.04638j 1.6212+0.141475j -10.0583-2.92383j -33.9654-11.4725j 30.8047+10.0967j -37.5538-12.574j -27.2371-10.0264j 0.189597-0.536293j -11.2809-3.51926j -45.8404-15.5673j -35.5278-12.6354j -18.0029-6.2878j -29.9216-10.3679j 68.1973+21.8053j 10.3678+2.99152j 14.731+4.59746j -1.59424-0.940232j 35.7588+12.0701j 20.0715+5.55592j -43.3053-15.6453j 40.9226+13.4731j -20.2571-7.75342j -39.4911-14.5714j -0.486911-0.367657j 18.4014+5.65552j -39.334-14.521j 41.8514+13.6433j -19.5416-6.6074j -34.5894-10.6938j -3.62193-1.05462j 11.3664+4.20879j -7.88196-1.98681j 62.7847+21.2296j -27.1243-7.50867j 17.9054+8.54867j -31.8383-11.2758j 42.0456+14.6858j -9.37545-2.66416j 2.64519+1.11936j -24.3303-9.1432j 30.9657+12.3487j -28.6777-9.07846j 28.846+9.99484j -7.94783-3.36993j -0.193108+0.448523j -11.5444-3.68942j 22.7462+8.18155j -2.01919-2.36913j 16.004+4.92064j -10.8493-4.41352j 5.90055+2.0027j 1.0813-0.505439j 9.98598+3.20004j -0.50646-0.577439j 1.45339+0.112171j 5.24954+2.06582j 1.07037+0.572476j 0.381316-0.000589368j 
-0.799537-0.41016j 0.786466-0.232891j 3.18214+0.0625217j -1.52385-0.161825j -0.299064+0.72889j 6.87657+0.835267j -2.66724+0.0268466j -4.16882-0.506849j 8.66496+0.241938j -11.3996-2.68071j 2.64988+0.481308j 14.7102+1.45794j -3.36669-0.932351j -1.35302+0.180696j 4.87416+0.529904j 16.8615+2.02105j -14.647-1.44397j 18.1685+2.23149j 13.7782+1.61936j 0.603869-0.184505j 5.72317+0.823561j 21.0084+2.39621j 16.2868+1.88914j 8.26802+1.26496j 13.5089+2.19239j -31.9242-3.7734j -4.74714-2.27019j -7.21415+0.0843328j 0.35466+0.881799j -15.6979-2.23514j -8.88122+0.0377458j 20.5745+3.56341j -19.472-2.56145j 8.22793+0.232941j 17.6886+1.91291j -0.537298+1.47504j -6.782-0.571614j 17.0938+3.14455j -18.9901-3.39021j 10.1482+1.42947j 16.1586+2.34067j 1.98057-0.379649j -5.64782-1.07509j 3.86504+0.81461j -28.4602-3.07223j 11.9046+1.04091j -8.62415-0.73507j 13.0876+1.18207j -17.5512-1.45315j 5.94226+0.964617j -1.34184-1.72258j 12.7325+1.82842j -12.2158-1.28485j 12.1093+2.09657j -13.8062-1.009j 2.30628+1.54863j -1.90873+0.25133j 5.54461+0.814165j -11.0311-1.47321j 0.173376+0.153606j -5.74394+0.822981j 4.64745+0.661739j -4.18309-1.09612j 0.411383+0.25378j -4.86018-1.47136j -1.12189+0.720831j -0.305177-0.17738j -2.5547+1.07301j -0.26929-0.244964j -0.863902+0.000272704j 
-0.582309-0.377564j 1.82871-0.0817536j 5.53609+2.27637j -1.89954-0.483588j 0.3653-0.248528j 14.7132+4.50387j -3.90641-0.60336j -9.12773-3.03549j 17.1525+5.40664j -23.3661-7.14694j 5.65411+2.0295j 27.8708+9.05369j -5.85279-2.66367j -1.03809+0.173j 9.81788+3.08799j 32.6093+10.49j -29.5153-10.5271j 33.3062+11.8791j 26.1938+9.58072j 0.21514+1.02878j 9.79671+4.56891j 41.5515+14.9j 31.941+11.0707j 17.74+7.10085j 26.9916+10.7885j -61.6235-22.283j -8.69279-3.15806j -13.5926-5.28327j 2.61324+1.03962j -32.4697-12.0253j -17.6309-7.15765j 39.026+15.1755j -37.7304-14.3772j 18.4075+8.24132j 34.7317+13.1874j 0.947888-0.247183j -16.0877-6.21714j 34.981+14.4791j -36.8699-13.4929j 18.8239+5.99013j 30.0782+11.4958j 2.83851+0.00397223j -12.3733-5.03759j 6.99827+2.67276j -54.7094-22.1916j 23.6676+8.52211j -15.7705-5.08136j 27.9298+11.6443j -34.4617-14.4295j 7.37365+2.79077j -0.467583-0.222461j 22.1849+8.4101j -28.3158-10.8129j 24.7862+10.1099j -25.0862-10.3922j 5.50972+1.75752j 1.38267-0.74417j 10.2483+4.1058j -20.1769-7.57628j 2.00674+0.275714j -12.3596-5.33869j 7.51789+3.42686j -7.69909-2.76287j -0.841473-1.05549j -8.64263-4.70599j -0.187146-0.182571j -0.822054+0.71141j -5.03949-1.54085j -1.28334-0.452949j -1.08858-0.28946j 
0.81781+0.235356j -6.6743-2.0834j -16.6272-7.26778j 4.58249-0.693873j -1.83751-0.492461j -45.0202-16.9591j 13.248+4.03325j 26.2486+10.2893j -51.6447-18.6179j 68.5+25.8806j -15.0876-5.02048j -84.4181-34.1306j 21.5018+10.4917j 4.12519+1.29426j -31.4401-11.0934j -100.373-38.7892j 89.1915+35.1918j -104.823-42.6911j -78.346-33.0339j -0.688455-2.14609j -31.0007-12.312j -128.811-53.3082j -101.303-42.54j -54.9798-22.5983j -86.0489-35.3002j 191.841+81.1039j 30.8513+12.1587j 44.3891+18.4385j -2.4732-1.61069j 98.3644+41.93j 53.9714+24.3104j -121.711-51.7855j 116.161+49.9015j -56.6783-22.9584j -110.375-46.1219j -1.42675-0.486205j 48.8818+22.9759j -109.136-49.6731j 117.467+50.4998j -58.293-23.6733j -94.2048-41.7006j -8.86344-3.09674j 36.713+18.4453j -24.0308-10.8127j 171.604+76.64j -74.9179-33.7809j 51.5627+22.873j -88.5036-39.3412j 110.039+49.8072j -29.2698-13.0571j 6.1018+0.886935j -67.8862-28.8858j 86.8199+39.4665j -77.5744-33.7617j 79.4352+36.1492j -19.7964-9.98504j 0.87747+2.2678j -28.9714-12.1865j 62.673+30.0008j -4.9424-3.37279j 41.3665+20.6083j -28.7897-14.8928j 24.3543+10.5312j 3.04054+0.637308j 29.6938+13.0134j -1.84626-0.494471j 3.757+1.14493j 15.2207+7.69909j 2.89816+2.50661j 1.37208+0.613922j 
0.452514+0.0872619j -4.35615-1.41459j -8.91789-6.93395j 4.19697-0.657716j -1.33274-0.847814j -26.5497-13.9186j 8.64389+2.91725j 14.5978+9.92865j -31.3197-16.6017j 41.1074+21.1177j -9.56719-4.15709j -49.4477-28.3032j 10.2061+9.95558j 2.40533+0.476566j -17.6974-8.85878j -55.9595-35.3231j 50.5615+32.1764j -60.2944-37.9127j -45.0506-29.2203j -0.0654627-2.14787j -17.5317-11.8688j -71.4172-47.3153j -57.8909-36.8062j -31.2349-19.6507j -48.1487-32.0553j 106.25+72.5084j 16.9352+12.271j 24.1263+17.342j 0.102293-2.13217j 54.1624+38.7001j 28.4261+21.653j -65.8514-46.1892j 64.6385+44.557j -31.3381-20.2242j -59.5604-43.6226j -0.315021-3.00592j 27.0982+21.1661j -57.3686-43.7051j 60.2401+45.2038j -31.7371-21.7191j -50.6715-37.6907j -4.47562-1.32121j 17.6562+16.2426j -14.2581-10.6007j 89.288+70.4969j -38.397-32.4326j 27.3954+20.195j -44.6247-36.7671j 58.1501+46.4675j -14.3994-10.0325j 5.46309+0.973264j -34.1973-28.8893j 43.7029+36.2536j -37.7564-30.1876j 38.5634+34.242j -8.23866-8.84891j 0.720359-0.13969j -15.8421-10.5959j 28.8587+28.8586j -1.30416-3.01752j 18.948+20.6877j -12.0217-14.8767j 11.9719+9.4868j -0.172507+2.2927j 14.1404+13.7442j -0.514202-0.901971j 2.7438+0.535438j 7.98694+6.77412j 1.09973+2.14308j 0.892414+0.890636j 
0.0950055+0.118395j -0.947679-0.456944j -1.36162-1.73424j 1.16585-0.155894j 0.175219-0.0795398j -5.18804-3.20415j 1.6338+0.417873j 1.81928+2.62918j -5.53781-4.01287j 7.68289+4.80562j -1.67767-0.952619j -8.52026-6.55514j 0.863768+2.34373j 1.05971+0.60441j -2.99816-2.63666j -9.25387-9.2748j 8.50713+9.46797j -10.0783-9.70697j -7.24967-6.6072j 0.126301-1.11831j -2.49958-2.78706j -11.4513-11.1931j -8.39515-8.31121j -4.39655-5.38053j -8.77884-8.62034j 19.8509+19.4906j 2.92932+1.90922j 4.6584+2.4362j -0.0258775+0.851474j 7.66382+9.52073j 2.68438+5.86946j -10.3599-13.3685j 8.90039+10.8363j -5.27277-4.65852j -10.8091-11.0705j 0.0513023-0.0286836j 3.42084+6.10366j -7.77419-11.4721j 9.65735+10.573j -3.03381-5.12017j -6.29506-9.01924j -1.23743-1.73198j 2.82234+4.76032j -1.6641-3.26358j 15.9532+16.7734j -6.52661-7.08861j 3.63326+5.55852j -5.00868-10.5841j 7.69546+12.6141j -2.67486-3.35173j 1.66446-0.875738j -5.42299-7.48142j 6.52278+9.6903j -6.09404-7.03588j 4.45645+7.86383j -0.20016-2.66825j 0.327573+0.390672j -2.68029-2.40707j 4.40619+7.90204j 0.250497-1.08292j 2.35389+5.80431j -0.786272-3.14452j 1.35991+2.44068j -0.476237+0.763707j 1.58619+3.89241j 0.00349425+0.0196112j 0.851474+0.172281j 1.15013+1.31671j 0.00380679+0.610827j 0.236919+0.162599j 
-0.576319-0.192818j 4.22292+1.83553j 7.4126+7.52656j -5.35698+0.906625j 0.474233+0.302659j 24.2656+16.7918j -8.39269-3.14617j -11.6428-11.9248j 28.7142+17.1607j -36.3013-24.5626j 8.78213+4.81385j 40.9181+33.3072j -6.4731-11.0743j -2.87315-1.69824j 16.754+11.7639j 48.7384+40.7715j -41.6181-39.2917j 49.2903+45.3398j 36.2506+33.8504j -0.91679+1.50127j 12.2534+14.6592j 59.7924+56.2572j 48.2726+44.3734j 25.3013+24.6318j 39.8703+37.2808j -86.6157-84.6735j -14.8341-13.5059j -21.5731-17.5147j -0.861106+2.94295j -44.5449-44.7375j -23.5321-25.9303j 52.6456+55.8387j -51.2982-52.4373j 26.8405+25.4678j 46.5651+52.3857j -0.445757+2.24508j -19.9143-25.9228j 46.0858+52.406j -47.8406-55.8264j 25.0766+25.7525j 39.696+43.7937j 4.23945+1.03745j -11.8871-16.2388j 9.93301+11.6809j -67.8569-84.7077j 28.1274+37.7516j -21.3561-25.7437j 34.2692+44.1596j -43.6198-55.8039j 12.9512+13.5178j -5.11022-0.642654j 27.054+33.3662j -33.1063-45.1464j 28.7214+39.3152j -27.3444-41.5718j 3.8813+12.7126j 0.721772-1.58605j 14.88+11.3006j -21.6678-34.8109j 0.0561729+4.52833j -11.9869-25.2516j 6.96625+16.9666j -9.47507-12.0329j 1.00851-2.89628j -8.64566-16.9011j 1.01541+0.479335j -3.57758-0.332865j -6.19764-7.32054j 0.176555-2.77041j -1.09803-0.391147j 
-0.764525+0.382372j 3.48698+1.70272j 4.30231+8.43867j -5.53614+1.22079j 0.973244+0.927463j 17.42+19.4568j -7.56578-4.07856j -7.23297-13.5212j 22.3712+19.4264j -26.6176-27.9501j 7.30539+4.44374j 29.1466+38.7842j -1.48958-13.5347j -2.79503+0.0910523j 13.1408+12.4337j 32.8425+46.8634j -28.5851-43.8644j 32.2849+50.8101j 23.3214+40.3892j -2.92116+2.25433j 8.85407+15.1961j 35.5626+64.5144j 30.8895+50.5861j 15.145+27.9252j 25.6943+43.9707j -52.8342-97.5435j -7.51554-14.6676j -15.2619-19.4695j -0.869455+1.83422j -25.1557-51.509j -11.8296-30.5327j 32.5378+63.7588j -30.154-59.3445j 14.5846+28.7219j 25.5197+61.8374j 1.8781+0.387576j -9.36944-30.033j 22.1841+61.4623j -25.4832-64.1609j 14.2327+29.5425j 19.4647+52.3232j 4.01904+2.02942j -5.67522-21.9156j 4.66829+16.3866j -32.7767-98.8697j 12.9184+45.2832j -9.87877-27.9771j 13.6+51.3603j -19.5434-66.2323j 6.17913+16.9295j -3.60592-0.700392j 10.6989+39.8835j -12.6888-52.9286j 11.4459+46.6309j -10.6768-50.417j 0.0751381+14.1414j 0.454368-1.26382j 10.1777+12.9238j -5.82966-39.6698j -1.88864+5.65928j -0.418071-29.7426j -1.33624+21.7848j -4.13088-14.4208j 2.379-3.72112j -1.57787-19.7694j 0.323879+0.981437j -3.76802+0.421544j -2.86482-9.27385j 1.17442-2.82279j -0.914428-0.225705j 
-0.418982-0.239092j -0.456838-0.823239j 2.52762-3.52734j 2.61595-1.25658j 0.719481-0.613506j 2.98244-5.08835j 0.818434+0.0357996j -3.19356+4.86468j 3.50024-6.65799j -4.76973+9.00476j -0.963775-1.81787j 7.67699-13.6181j -3.84985+4.49196j -0.929303-0.36862j 2.54847-4.6881j 9.74332-15.5096j -9.99102+14.1113j 11.0366-17.8016j 8.59434-13.4632j 3.31925-0.997842j 5.5289-5.46468j 16.6967-21.9893j 12.0128-16.69j 7.77447-10.8861j 10.4346-15.4687j -24.9894+32.9506j -4.24137+5.10611j -3.19424+7.22115j 1.85067-1.55695j -14.3809+18.063j -8.54541+11.3324j 17.8619-22.4593j -16.6039+19.7913j 6.97974-10.5085j 18.3426-21.6393j -0.214759+1.15211j -8.70344+8.95961j 18.2231-21.4869j -18.9158+22.1268j 8.16361-9.95181j 14.8688-18.7305j -1.6883-0.232826j -7.52292+8.01688j 6.22569-5.91665j -31.2243+36.0771j 14.6801-15.2382j -8.31588+9.31688j 17.8056-19.5903j -20.8811+23.7169j 4.67826-4.5805j 0.812344-0.180284j 12.3953-14.2204j -18.1442+19.4027j 13.8706-15.9609j -16.6397+19.0923j 5.65825-5.17727j -1.28391+1.01901j 3.75927-4.46277j -14.4054+15.5567j 1.98296-1.99119j -10.4593+11.7431j 8.84965-8.7605j -3.82474+5.1343j -2.89613+2.28128j -7.42609+7.76264j 0.510764-0.592519j 0.406788+0.303153j -2.62302+3.34825j -1.70384+1.78585j -0.272239+0.393534j 
-0.429084-0.15026j 1.00269+0.0425651j 4.09279-2.79477j 0.817086+0.0442822j 1.45156+0.592273j 7.24008-1.4932j -1.6916+0.276102j -5.54909+1.65492j 7.80565-2.42579j -12.6244+4.55278j 1.92659+0.0908357j 16.4483-5.32432j -6.17887+2.69539j 0.745458+0.581858j 5.91459+0.00325639j 19.8294-7.48063j -19.7069+6.17462j 24.0348-7.97299j 15.5441-5.4787j 0.8729+0.896246j 5.57506-1.93109j 28.9397-10.7887j 23.5213-8.15573j 12.397-5.14748j 19.6984-6.73903j -42.8685+16.0523j -6.28506+2.04205j -9.03591+3.12323j 1.1923-1.0107j -22.4627+8.07327j -13.0853+4.74692j 28.7685-9.04578j -27.7967+9.00574j 14.1686-4.92925j 27.3203-10.2398j 1.27927-1.53805j -14.6119+6.22083j 27.3081-10.3535j -28.401+9.88436j 13.9244-5.79144j 24.3411-8.76199j 1.19218+0.488033j -10.0298+5.09709j 6.71204-0.846202j -44.7283+17.3921j 20.9226-7.47622j -13.4917+4.64303j 24.2016-9.55051j -30.2761+11.839j 6.46064-2.36909j 0.38001+0.34492j 17.7643-7.4284j -23.3999+9.88939j 20.7819-8.04545j -22.2175+9.26851j 6.67682-2.99765j -0.207953+0.474813j 6.00133-1.30557j -18.4222+8.3393j 2.39103-1.26355j -13.6343+4.79417j 10.2717-5.64524j -6.51033+2.41905j -1.55213+1.41673j -9.75248+3.88026j 0.708145+0.826874j -0.577178-0.166717j -3.68913+2.10241j -1.51858+1.01954j -0.75691+0.303088j 
0.32185-0.236463j -0.133532-0.722325j 2.26086-2.98143j 2.15023-0.0412843j -0.544115-1.22756j 1.72141-6.84257j 0.581631-0.064958j -3.08212+5.21689j 1.98-8.03315j -4.29425+9.84739j -0.263637-2.35387j 6.7987-15.2365j -6.47968+5.4067j 1.41794+0.855543j 1.39411-4.80117j 10.6316-17.2244j -12.0898+16.4343j 11.7888-20.6408j 9.70138-14.6812j 2.40044-0.278785j 2.78013-5.87619j 16.2198-25.8274j 13.7424-19.8209j 8.39818-13.3688j 11.001-15.7069j -27.55+37.7613j -2.60746+4.74308j -4.86665+9.41916j 3.0789-1.89474j -15.6639+20.6793j -9.84557+10.9507j 19.6241-25.528j -17.2475+23.6696j 6.49938-10.9293j 18.3135-24.1469j -0.232934+0.103865j -10.0527+11.5256j 19.9101-24.5835j -20.7232+26.4947j 10.0897-11.2132j 17.0839-21.9108j 0.854159-0.91941j -7.10287+9.01622j 4.91216-6.2752j -34.7347+39.5097j 14.7385-19.0143j -7.92884+11.0679j 17.6118-22.2762j -24.1991+28.3723j 5.4805-6.58514j 0.995725+1.35626j 14.5417-17.4157j -19.1567+22.4206j 15.3782-18.5176j -17.6261+20.536j 5.72306-5.93352j -0.737954+0.505325j 2.56985-5.12455j -15.6525+16.7642j 3.08515-2.64764j -12.352+12.83j 9.95123-9.14184j -5.05882+5.67449j -2.71931+2.02737j -8.08141+8.79268j 0.743512-0.284647j 1.19469-0.403237j -3.22187+3.48058j -1.52255+1.25732j 0.19028-0.2623j 
0.619323-0.682468j -1.49376-1.36543j 0.584323-6.22846j 3.75883-1.31496j -0.324413-0.488696j -4.1104-13.4096j 3.12403+2.11555j -3.07101+10.1335j -6.79992-14.4181j 7.43255+20.6737j -2.67624-1.92112j -5.25499-28.5246j -3.64218+10.7407j 1.40838+0.912753j -3.97233-8.56937j -3.67118-33.7772j 1.47014+32.293j -2.20168-36.37j -0.695024-28.0491j 1.97699-0.7029j 1.00004-12.5356j -2.2785-47.1614j -0.241595-36.9903j 1.62289-19.824j -0.790639-33.9486j -1.38417+72.0068j -0.464663+11.3688j -0.739754+17.0526j 1.88618-3.07161j -2.53075+39.3764j -5.16011+21.8926j 4.1883-47.8904j -2.70552+44.2093j -0.120898-21.9575j 5.48361-43.7546j -0.40103-0.71378j -3.99008+20.0989j 8.61338-47.1704j -7.2952+47.0884j 1.92077-23.7064j 5.58851-39.7617j -1.76305-0.549969j -5.0309+17.7395j 2.99636-12.1005j -15.6469+76.3079j 8.25782-33.9329j -4.7486+20.814j 9.63912-39.627j -11.5488+50.5276j 1.73352-12.0742j 1.30457+1.07092j 7.98901-30.5639j -10.1016+40.0441j 8.87346-34.3117j -11.8683+37.3867j 5.73158-11.1475j -0.590145+1.45851j -1.95648-9.50057j -10.7542+31.3177j 3.66243-4.65088j -11.4778+24.018j 8.37308-16.824j -2.55245+10.5239j -2.93335+3.47829j -6.54976+15.4929j -0.281896-0.678156j 2.51631-0.305401j -1.50841+6.99482j -1.74958+2.25328j 0.478618+0.0790241j 
0.833161-1.4133j -0.451247-1.3818j 7.76644-10.6039j 6.13522-2.34322j 0.574857-0.376401j 10.8418-21.7844j 2.88379+3.46827j -11.6794+16.7463j 6.33116-22.1072j -12.2404+30.2951j -1.1688-5.74816j 25.4622-45.5672j -17.3636+19.4342j 0.997179+2.54106j 7.314-14.4901j 33.8558-53.6999j -36.2243+52.5681j 38.6412-60.0818j 32.1673-47.8885j 3.31835-4.59009j 14.6062-18.0449j 52.9405-77.4087j 40.2613-59.2488j 25.187-33.9135j 33.9298-50.1086j -83.6693+118.49j -11.0635+15.9934j -16.034+23.6581j 5.96877-4.43042j -48.0418+62.9227j -31.4582+36.971j 58.6718-77.4953j -54.6732+74.7991j 23.6539-35.1925j 58.0944-74.5374j -0.0739056-1.32718j -30.9621+38.3233j 61.8974-78.73j -65.7766+80.0961j 27.4604-37.6613j 52.6535-65.2627j 0.67742-1.19647j -24.9931+28.8728j 16.5346-19.351j -103.803+126.717j 47.5282-56.2701j -28.9575+35.4092j 55.8844-66.115j -70.7377+83.5485j 15.7684-21.2374j 0.808535+0.657596j 42.8685-50.8399j -60.0796+66.5733j 49.4668-57.9237j -56.8412+63.3456j 18.6018-18.6688j -2.84266+2.07916j 9.41001-16.1268j -48.9788+53.0307j 9.26317-8.09744j -39.6299+41.1817j 30.3338-29.7008j -15.1988+17.0277j -8.15349+6.82305j -25.9243+26.9395j 1.02858-1.23265j 2.62509-1.32751j -9.41706+12.202j -4.65678+4.11272j 0.35386+0.120354j 
-0.390691+0.0976326j -0.997954-0.307784j -4.14335-0.0332555j -0.312037-1.91434j -1.04494+0.817997j -8.00836+0.670771j 0.379899-0.802644j 6.63131-2.54762j -9.53943+1.30692j 13.2374-0.342801j -0.253174-1.51353j -20.593+1.56512j 4.93474-1.06842j 2.01999+1.25752j -5.91168-1.75961j -21.98+2.33662j 21.0636-2.42557j -23.2639+1.77656j -18.412+0.983356j -0.972137+1.6284j -7.2258+0.420741j -29.2265+3.25373j -23.0649+1.31395j -12.8319+0.586095j -21.118+0.830903j 45.2755-4.23883j 7.339-1.40908j 9.98876-0.82387j -0.273281-0.63576j 23.4916-1.82661j 13.5419-0.598884j -29.4198+3.36611j 28.2862-1.44507j -12.3393+2.47967j -27.2918+2.65021j -0.15015-0.135239j 13.5688-1.81049j -27.6035+3.05728j 28.8905-3.22929j -14.2025+1.78115j -23.187+4.60002j -1.2541+0.237144j 9.02438-1.06752j -6.23613+1.25178j 42.8068-4.61759j -18.7662+2.42933j 11.7082-0.870966j -22.2478+2.69636j 28.6063-3.17626j -7.61839+0.214035j 0.670718-0.933089j -17.1729+1.21228j 23.5952-3.1627j -20.1371+2.34886j 21.5703-2.96899j -5.86503+1.81453j 0.913181+0.308929j -6.36261+0.65676j 17.2593-2.96887j -2.24031+0.375476j 12.3062-2.12643j -9.27792+1.79083j 5.89981-0.631403j 1.52101-0.498725j 8.61495-1.07375j -0.506481-0.603226j 0.290356+0.560891j 3.96248-0.471239j 1.19576+0.0624375j 0.179785+0.254957j 
