-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
1.16201-1.63403j 17.3821+1.02312j 63.3352-4.47542j 7.03345-6.81456j 5.91023-0.205454j 133.073-0.567658j -23.1203-5.10912j -97.78+7.07499j 143.396+2.92811j -201.118+0.473749j 35.7406+7.70688j 280.226-7.94212j -103.926+15.5784j -7.67628-0.76932j 92.1047-1.76471j 339.807-13.9429j -314.757+16.1676j 366.09-19.5857j 281.787-18.2007j 16.6373-5.75466j 116.559-8.48049j 460.095-27.0705j 364.602-20.141j 202.61-14.4551j 309.421-17.9748j -701.178+44.7206j -103.782+5.17786j -149.573+7.30181j 23.1983-5.60478j -374.519+27.4735j -217.837+21.0657j 460.297-35.0347j -439.677+32.3315j 205.032-12.6j 433.058-35.9591j 6.44227-1.10293j -208.558+21.1314j 444.72-41.9967j -462.558+42.2168j 215.877-15.7205j 377.878-34.1595j 19.4707+2.49045j -155.939+19.287j 107.096-11.7837j -715.651+72.8641j 316.22-33.8625j -206.273+19.8624j 374.343-40.7442j -472.79+50.4968j 116.909-10.7436j -12.654-3.02572j 289.093-31.4085j -379.429+43.2091j 325.859-36.1599j -354.37+43.2844j 100.323-16.3111j -9.89769+2.49764j 97.6052-2.87545j -296.069+38.5987j 40.5902-9.76302j -220.542+35.3458j 159.264-28.1005j -99.4672+9.94941j -30.5901+9.1458j -144.973+22.1618j 5.61339-0.684355j -1.06824-5.33807j -64.2933+6.32367j -20.1769+4.15827j 0.281402-1.39076j 
5.81525-10.31j 127.327+13.6208j 446.513-13.8205j 36.7033-44.0217j 39.4912-0.82044j 967.005+36.5223j -180.678-40.1906j -690.605+15.7726j 1045.67+65.4557j -1459.17-64.2817j 251.046+35.2043j 2006.44+21.493j -711.445+66.8123j -63.1971-10.9247j 663.095+29.7866j 2417.97-0.430999j -2242.04+24.3249j 2605.02-22.8708j 1991.89-30.0926j 110.906-32.8578j 819.448-23.3891j 3263.54-55.5751j 2579.03-36.3833j 1430.37-38.9645j 2178.93-36.6859j -4960.34+111.142j -736.213+6.46901j -1065.23+2.10823j 156.755-32.8705j -2638.72+85.2538j -1525.62+78.3859j 3238.96-107.793j -3096.68+95.188j 1448.8-30.1811j 3046.04-125.244j 44.8046-3.18891j -1460.95+93.2802j 3109.72-161.519j -3249.64+160.07j 1520.36-47.6292j 2647.95-132.255j 146.803+22.9235j -1081.3+88.449j 745.96-56.3796j -4997.28+303.514j 2200.5-146.237j -1438.35+79.3966j 2605.65-177.902j -3294.8+217.501j 823.075-43.3132j -100.727-24.5122j 2011.09-135.316j -2638.42+195.178j 2266.44-159.813j -2457.41+202.344j 685.533-86.7528j -67.4961+16.6191j 698.29+9.47472j -2046.2+186.896j 269.385-57.8314j -1506.32+186.963j 1084.13-153.36j -694.725+40.5217j -199.673+56.4828j -995.343+115.554j 41.1612-2.81813j -20.8577-40.6592j -449.914+24.9257j -135.596+24.4382j -1.10119-9.23466j 
5.74237-2.30544j 14.9126-6.46064j 80.855-32.9696j 27.6415-11.0654j 6.56497-3.08235j 144.59-55.4728j -10.4152+1.89603j -122.956+47.8309j 138.456-55.6695j -209.336+83.5966j 24.1602-10.0905j 323.478-127.204j -151.115+58.6015j -4.74962+1.80946j 93.2568-37.2331j 399.349-157.82j -384.234+151.791j 441.272-177.203j 344.645-137.078j 35.4246-14.0357j 148.373-55.9822j 567.022-224.868j 444.873-176.907j 256.373-101.601j 378.197-151.674j -876.042+347.912j -124.707+50.5768j -178.399+72.3375j 42.5417-14.1618j -480.095+188.756j -291.817+114.195j 590.629-232.457j -560.701+220.553j 254.369-102.426j 567.762-222.639j 8.36136-4.25197j -287.677+114.957j 596.026-235.205j -618.895+243.41j 276.356-108.281j 504.882-198.163j 13.6955-3.75028j -222.59+88.9161j 151.191-60.2276j -979.501+385.479j 437.525-173.24j -278.227+109.119j 521.029-203.862j -655.054+257.256j 158.571-61.1076j -4.49616+1.07509j 401.253-156.626j -535.529+210.103j 456.224-177.857j -508.414+198.125j 157.406-60.4445j -19.7765+7.47044j 111.323-43.7379j -433.364+167.621j 73.6467-28.3696j -343.925+132.651j 257.293-98.6422j -135.704+52.7263j -61.78+22.4639j -223.15+85.9495j 8.00378-2.9936j 17.3507-4.97112j -87.0562+34.6777j -34.6186+13.136j 4.85919-1.31017j 
0.766749+0.93217j -12.4388-2.28396j -40.2368-4.38981j 0.691924+3.12309j -2.93367-2.25797j -93.0296-14.7152j 23.8368+6.75292j 61.1692+6.98751j -104.98-18.454j 142.069+23.1097j -27.0078-6.09081j -188.499-27.0133j 57.7267+3.44347j 5.47667+1.14258j -64.633-11.4205j -223.771-30.6346j 203+27.6354j -238.484-30.9001j -180.318-23.009j -6.36006+1.82126j -72.7734-8.83431j -294.426-36.686j -234.339-29.2837j -127.68-15.1798j -196.969-25.3044j 444.429+54.2559j 67.3253+9.13756j 97.9945+13.9264j -10.5502+1.80749j 232.865+25.6252j 131.281+13.0507j -286.345-31.9656j 273.8+31.689j -129.831-16.1255j -266.038-28.2829j -3.63555-0.318375j 123.879+11.2151j -267.134-26.3069j 280.566+27.9639j -134.157-15.3522j -228.838-22.8112j -16.2248-3.45299j 89.0438+6.53837j -62.479-5.01678j 424.172+38.3481j -185.589-15.9808j 123.437+11.3187j -219.015-18.0185j 277.746+24.009j -70.2559-6.3623j 12.1286+3.39429j -169.243-14.2629j 219.45+17.5477j -189.766-15.4116j 202.007+13.9416j -52.6827-1.45599j 4.29624-0.854568j -65.7815-9.56353j 166.205+9.68685j -17.5838+1.37506j 115.72+3.25061j -81.4068-0.512342j 59.2042+5.34644j 11.7005-2.82648j 77.4245+2.68877j -3.3347-0.257034j 6.99576+4.04306j 38.5488+3.47332j 9.76767-0.130957j 1.43294+1.01677j 
-0.301531-1.83337j 28.1627+5.95081j 90.0967+6.34031j 4.18145-8.06153j 6.24172-0.262735j 201.854+26.3998j -41.7814-10.1433j -137.991-11.2712j 220.317+36.2549j -305.532-43.0158j 56.9849+12.1735j 410+44.3004j -134.931-1.44625j -14.4669-2.97984j 139.65+19.6928j 492.209+51.1195j -451.451-42.2714j 526.894+50.1646j 399.929+35.7546j 17.978-4.24004j 162.916+11.9131j 655.825+58.2596j 518.824+46.4186j 285.551+20.4867j 438.301+37.7578j -992.212-82.0402j -148.501-14.4728j -216.126-21.775j 27.5795-4.10902j -524.588-36.7197j -299.809-15.7552j 642.535+45.6516j -616.551-45.1134j 290.902+25.1818j 601.508+38.1644j 9.17729+0.5977j -284.546-12.6225j 609.044+33.4647j -638.209-35.6141j 302.009+22.0775j 519.57+29.6881j 32.6173+7.24764j -208.069-5.56141j 144.003+4.79071j -974.728-44.3947j 427.414+17.313j -281.504-13.903j 505.577+18.9489j -640.082-25.5523j 161.323+8.09555j -23.9452-7.4781j 390.33+14.6j -509.541-16.0902j 438.212+14.9052j -471.714-11.0895j 127.486-2.8231j -11.4139+2.17106j 142.769+16.2832j -390.166-5.36197j 47.0196-5.83882j -280.965+5.70833j 198.895-8.09444j -135.577-6.22234j -32.5045+7.30986j -186.457+2.30612j 8.31762+0.147673j -9.614-8.60469j -87.7057-4.64419j -24.2328+2.32188j -1.47004-1.57491j 
1.25522+0.663355j -15.6615-3.18031j -44.0081-7.52803j 4.74729+2.14439j -3.49523+0.0966112j -107.139-22.1334j 26.848+6.09363j 68.7625+11.2396j -120.748-26.3163j 163.544+32.8197j -32.5015-9.7784j -212.787-40.0866j 60.978+8.06957j 8.69624+2.09056j -73.6176-16.0636j -251.772-45.7436j 227.594+39.3654j -265.172-47.9756j -201.522-35.1141j -5.19943+2.1486j -80.1724-12.3003j -327.596-56.4747j -260.395-46.3453j -141.532-23.9129j -219.475-39.0502j 492.047+84.8532j 75.1107+14.2993j 109.625+20.9778j -9.8659+1.11984j 256.668+42.4191j 142.362+22.2587j -315.46-52.35j 303.726+50.7101j -144.654-25.493j -291.743-46.8763j -4.63128-0.263785j 133.853+20.0772j -292.091-45.2979j 306.463+47.5123j -148.346-24.3316j -249.18-38.0331j -19.4398-4.22278j 95.1463+13.0402j -66.8759-8.93365j 459.957+67.2416j -200.391-29.2186j 133.871+20.2296j -236.207-33.1434j 299.88+43.0967j -76.7868-11.2709j 14.7518+3.64555j -182.295-26.1164j 236.264+32.1283j -204.093-28.4805j 216.246+28.0985j -54.4969-4.61971j 4.24362+0.13054j -74.1331-13.9025j 176.302+21.083j -16.7477+0.142521j 119.924+10.9862j -82.7833-6.13243j 64.1018+9.42124j 9.94421-1.8002j 80.7111+8.19282j -3.78699-0.757421j 9.79582+4.68225j 42.1004+6.44376j 9.67952+0.421537j 2.28712+1.40671j 
-4.50289+5.11147j -64.8254-3.35743j -237.678+19.2766j -25.1988+25.0869j -22.0937+0.676913j -505.921+6.98127j 91.5933+15.5266j 366.579-25.7362j -542.675-11.6207j 760.933-1.22218j -127.973-12.2657j -1057.11+39.3427j 386.717-52.6343j 32.038+5.17102j -347.323-1.17317j -1279.58+58.6677j 1188.14-67.7843j -1378.92+74.9182j -1056.59+64.4267j -61.6127+20.019j -437.936+32.7804j -1734.3+108.667j -1368.47+82.0632j -761.293+55.2889j -1158.02+73.1588j 2638.8-179.495j 390.854-21.9212j 562.911-28.9816j -88.1076+20.1308j 1407.46-109.403j 818.249-78.4593j -1729.07+136.59j 1652.5-126.696j -770.881+51.8401j -1629.09+140.693j -23.4052+3.69399j 785.895-85.6836j -1667.59+162.071j 1740.93-164.857j -810.931+62.3465j -1419.25+134.89j -74.3719-8.87919j 584.175-73.4469j -402.911+48.5514j 2685.76-283.16j -1184.51+132.039j 771.82-77.2943j -1403.57+158.283j 1773.55-196.241j -441.024+42.662j 49.9268+10.9623j -1083.31+120.848j 1422.68-168.331j -1221.37+139.907j 1328.6-166.736j -375.181+62.9336j 38.0678-10.8795j -368.082+11.8555j 1109.12-148.959j -150.547+37.2568j 823.101-136.008j -595.481+108.217j 373.135-38.1904j 113.53-34.5385j 542.898-85.3331j -22.1023+2.17504j 5.15423+21.1043j 241.824-24.5746j 75.2254-16.0596j -0.683631+5.16693j 
2.01257-2.37186j 26.7532+0.168893j 95.5079-6.69621j 10.1049-7.96898j 6.26294-1.02933j 203.413-3.31544j -35.6304-9.52513j -146.632+10.9875j 219.149+4.44155j -306.6+1.26788j 52.1217+4.20919j 424.241-14.545j -153.617+20.534j -13.1354+0.26217j 139.237+0.0129059j 512.386-23.5152j -473.4+27.3537j 553.178-29.1314j 422.175-25.6852j 24.7717-7.58728j 173.741-12.758j 693.503-43.718j 548.183-31.9404j 304.071-21.5629j 462.872-29.1837j -1054.37+71.3073j -156.09+8.68915j -225.216+11.2851j 35.1576-7.99053j -562.75+43.9261j -325.87+31.0452j 690.39-53.9384j -659.324+51.175j 308.179-21.1843j 649.761-55.6026j 9.2798-1.74081j -312.783+33.7565j 664.335-64.6159j -693.792+65.162j 323.509-25.0959j 565.145-52.7673j 30.1064+3.63535j -232.342+29.2204j 160.037-19.0002j -1069.23+112.461j 471.493-51.9888j -307.944+30.1187j 558.551-62.4941j -705.544+77.5541j 176.056-17.3539j -20.1124-4.28671j 430.952-47.6133j -565.288+66.8202j 485.646-55.2027j -528.096+66.4219j 148.147-24.8831j -15.3332+4.27876j 147.715-4.3682j -440.661+58.7516j 58.9532-15.0205j -325.549+54.3669j 235.359-42.6652j -148.609+15.0087j -44.762+13.4667j -215.037+34.1894j 8.86804-1.15532j -2.9125-8.39793j -96.703+9.82158j -29.3614+6.13822j 0.0909346-2.14467j 
-1.421+3.4062j -33.6716-2.79762j -121.483+7.93672j -10.3938+10.6036j -11.7517+2.72817j -255.927+1.92312j 47.8649+7.92071j 185.113-11.8711j -275.221-4.87287j 387.906-0.551495j -65.5832-6.25502j -536.492+17.4685j 192.7-26.2086j 17.0189+2.29228j -176.573-0.278085j -647.099+27.9212j 600.478-32.8559j -698.119+36.5804j -533.579+31.6301j -31.941+9.7332j -220.501+16.6219j -875.098+53.8766j -691.189+40.5475j -385.439+26.9645j -584.923+36.0257j 1330.86-89.2432j 196.556-10.9078j 284.612-13.6189j -44.0829+10.3273j 710.021-54.0976j 411.337-39.0024j -870.816+67.3299j 832.715-61.8913j -388.65+25.2703j -820.067+69.1681j -11.9271+1.24017j 394.549-42.3865j -838.081+79.6814j 875.808-80.6909j -408.458+30.7136j -713.116+66.4814j -38.2092-4.48994j 292.769-36.362j -202.365+24.0572j 1349.78-139.408j -594.844+64.8655j 388.333-37.9925j -704.753+77.7224j 890.46-96.5384j -221.774+20.8627j 25.2883+5.52159j -543.806+59.7433j 714.162-82.5569j -612.919+69.1423j 665.903-82.356j -186.985+31.0887j 18.6568-5.07527j -186.67+5.70525j 555.717-73.5512j -74.2146+18.43j 410.435-67.0327j -296.42+53.9605j 187.639-18.7548j 55.7823-17.2211j 270.838-42.5157j -10.9903+0.788975j 3.74986+10.4062j 121.475-12.2017j 37.3688-7.51288j -0.210562+2.78019j 
-2.01486+1.63026j -36.6559-2.42882j -129.799+5.93429j -12.9328+11.3321j -12.3697+1.58033j -280.188-6.7319j 52.6354+11.0659j 200.896-7.18671j -300.405-15.0247j 422.549+13.403j -70.641-10.1705j -582.758+3.63516j 208.471-23.2778j 18.1987+2.61411j -191.256-4.99483j -702.826+9.32446j 651.343-17.6077j -756.884+18.9328j -579.748+16.966j -33.0684+9.73843j -238.811+10.4237j -950.689+31.4691j -750.264+22.3644j -417.345+17.0591j -634.842+20.8227j 1444.5-56.2793j 214.215-5.98856j 309.118-6.22013j -47.2579+10.0462j 769.508-37.993j 445.213-30.554j -944.229+47.2304j 902.458-41.8049j -421.804+15.3582j -888.004+51.2519j -13.3708+1.22926j 426.517-34.2753j -906.645+62.1781j 948.012-62.3422j -443.221+21.0447j -772.603+50.8997j -41.9595-6.46265j 316.39-31.2415j -218.37+20.1567j 1459.71-112.102j -642.888+53.4047j 420.017-30.0744j -761.8+64.1335j 963.045-79.2392j -240.664+16.3885j 28.7804+7.02122j -587.906+49.1415j 771.634-69.7567j -662.759+57.7976j 718.838-70.8703j -201.465+28.585j 19.8467-5.16168j -202.852+0.42927j 599.09-64.5928j -79.6728+18.3527j 442.357-62.1075j -318.675+50.5923j 202.846-15.1892j 59.2688-17.4652j 291.926-38.6212j -12.0573+0.878374j 5.33598+11.4009j 131.528-9.59169j 40.0916-7.89786j 0.445481+2.88589j 
-1.63772+0.858822j 7.19085+2.95645j 19.1507+1.28565j -2.03841-1.57091j 1.03252+0.864714j 42.1348+10.5423j -8.69004-3.92025j -28.5206-5.90203j 46.7525+13.0752j -63.5168-15.7993j 12.3171+4.14845j 83.9062+18.8871j -25.1369-3.84129j -3.202-0.959415j 28.805+7.0508j 99.4736+22.7368j -90.8532-19.4798j 106.062+23.7223j 80.9286+17.6595j 2.12063+0.00439568j 31.7211+6.81097j 131.918+28.6741j 104.364+22.9184j 56.5278+12.1244j 87.9607+19.1804j -198.432-42.023j -29.7103-6.78987j -43.8093-9.69546j 4.86926+0.287206j -104.564-21.0334j -58.7736-10.4982j 128.076+25.9491j -122.633-25.3054j 58.3355+12.3879j 119.135+22.75j 2.2775+0.781992j -54.9448-9.84729j 119.612+22.557j -125.703-23.5641j 60.181+11.9457j 102.058+19.178j 7.00599+1.96162j -39.9476-6.61686j 28.1525+4.92997j -189.77-33.9106j 82.6962+14.457j -55.0526-9.78192j 97.6944+16.7959j -123.944-21.842j 31.7021+6.17098j -5.45476-2.43025j 75.4532+12.7915j -98.2177-16.7138j 84.9557+14.4459j -90.1866-14.3867j 23.5052+2.87417j -1.74093+0.419706j 29.1946+6.77352j -74.176-10.9704j 8.17204+0.292959j -52.2988-6.54988j 36.644+3.50334j -26.4666-4.7165j -5.0878+0.644294j -34.903-4.39058j 1.74121+0.21317j -3.51746-2.07185j -16.8863-3.2175j -4.64688-0.323762j -0.666491-0.628583j 
-0.995599+0.256292j 2.78762-0.755955j 6.92727-1.38657j 1.98765+1.70566j 0.350823-0.195856j 12.6799+2.2889j -1.56344-0.871692j -9.88628-0.23904j 13.2648+1.48634j -18.2481-2.26286j 1.83391-0.106771j 30.0347+1.22649j -12.6871+0.197482j -0.773667+0.222887j 9.85087-0.0525679j 34.4999+1.36616j -33.6597-0.640028j 39.2297+0.361418j 29.2108+1.34798j 2.29693-1.25298j 12.0461-0.130312j 48.9729+1.9259j 38.4633+0.890334j 21.4827+0.141623j 32.7386+0.959322j -75.5961-2.05798j -11.5964-1.06249j -15.8703-0.69485j 2.9604-0.504118j -41.1623-0.115475j -24.4705+0.437954j 50.5194+0.267319j -47.5471-0.00270807j 21.7144+0.493529j 48.1198-0.52363j 0.793828+0.184424j -23.7623+0.92057j 49.8692-1.46414j -51.9272+1.05518j 23.3642+0.51903j 41.9024-0.291369j 1.28906+0.542937j -18.222+0.825858j 12.187-0.84449j -80.6748+2.52423j 36.1862-1.38785j -23.2027+0.566843j 42.6398-1.61537j -53.955+1.59855j 13.1966+0.176002j -0.832823-0.90755j 32.8111-1.04713j -44.0384+1.9833j 37.4985-1.25356j -41.4333+2.39609j 12.1434-0.970598j -1.48417+0.237087j 10.0397+0.455841j -34.8601+2.64709j 5.50576-0.680153j -27.0188+2.17946j 19.6011-2.15438j -11.3871+0.451631j -4.35756+1.01016j -17.3057+1.34522j 0.862148+0.0975793j 0.447203-0.974558j -7.23212+0.0582602j -3.12174+0.466502j -0.0442995-0.504219j 
2.52+1.24273j -7.44585-0.438171j -33.6272+0.311249j -2.3913+4.18513j -2.53992+0.376277j -69.2971-4.5727j 12.6011+2.45359j 49.2503+0.3326j -74.7563-6.69437j 104.825+5.69262j -18.1808-2.94841j -143.007-3.39983j 50.2481-4.44562j 4.53547+1.40582j -47.2946-2.81322j -171.966-3.28589j 159.732+1.00404j -184.734-1.57201j -142.02-0.641971j -7.01591+2.66863j -57.9726+1.26667j -232.094-0.378475j -183.213-0.343868j -101.827+1.11385j -155.079-0.0131012j 352.569-2.61807j 52.5558-0.329453j 76.0512+0.98893j -10.7126+2.08398j 187.403-3.07356j 108.456-3.88531j -229.658+3.88923j 219.363-3.17502j -103.048+0.159976j -216.321+5.25998j -2.98648-0.306846j 103.356-5.35718j -219.723+7.95414j 229.99-7.34172j -108.185+1.43614j -187.526+6.10824j -10.7804-1.58845j 76.2502-4.89828j -52.3559+2.66297j 353.56-15.599j -155.761+7.98317j 102.201-4.07475j -184.319+9.71552j 232.992-11.7584j -57.8867+1.88857j 6.74755+1.90509j -142.54+7.39042j 186.177-10.9627j -160.136+8.56779j 173.435-11.9687j -48.1934+5.38368j 5.12153-1.26613j -49.699-1.42246j 144.413-11.2261j -18.6433+3.60816j 105.561-11.2366j -76.2231+9.44073j 49.1007-2.10028j 13.8002-4.08669j 70.0583-6.82581j -2.95772-0.116126j 1.68859+3.57897j 32.0684-1.55494j 9.30665-1.36733j 0.0944537+0.779668j 
-1.17304+1.96343j -8.04151-3.14805j -32.7296-0.206109j -4.4944+4.3922j -1.72743+0.131624j -64.6407-0.902198j 10.3483+1.96562j 46.9103-1.24533j -68.1223-3.14342j 97.7133+2.88467j -15.5227-2.37464j -136.314+2.17724j 50.1792-6.65059j 3.91941-0.0707101j -44.3953-0.546883j -163.838+4.61135j 152.028-6.25218j -176.549+6.58629j -134.976+5.13405j -7.4706+2.90666j -55.3152+3.40521j -221.776+9.40954j -175.061+6.97393j -96.8258+5.26398j -148.261+6.46439j 338.106-16.0299j 50.2595-1.78189j 72.4653-2.17127j -10.9297+2.216j 180.388-10.1076j 105.207-7.97832j -221.705+12.9021j 211.685-11.9746j -98.9215+4.61434j -209.26+13.8238j -2.74557+0.0974076j 100.992-9.43133j -214.041+16.696j 223.638-16.8713j -104.134+5.93488j -182.296+13.9601j -9.49892-1.40974j 75.1425-8.25798j -51.6866+5.11909j 344.993-30.2404j -152.162+14.4839j 99.3423-8.10024j -180.22+17.2973j 227.694-21.3631j -56.4461+4.43959j 6.07189+1.66448j -139.275+13.1801j 182.532-18.4975j -156.884+15.2228j 170.56-18.7499j -47.9862+7.36279j 5.10675-1.52759j -47.3097+0.57862j 142.438-16.7357j -19.2819+4.50182j 105.514-15.7991j -76.6027+12.5999j 47.926-4.03697j 14.6396-4.18507j 69.715-9.88881j -2.91411+0.312305j 0.772113+2.79511j 30.8431-2.92431j 9.69889-1.76693j -0.103368+0.709264j 
0.519754+3.30153j -5.84099+1.4207j -12.5532+1.31126j -0.634681+1.63581j -1.52537-0.559218j -22.7048-0.343589j 4.42421+1.56169j 16.8533-0.708118j -25.0988-1.81495j 36.4535+0.308006j -6.42352-1.08189j -48.3498+1.55179j 16.7555-2.58745j 0.549398+0.427031j -15.7895-0.0889191j -57.428+1.98533j 53.1247-1.73023j -62.1786+2.64138j -47.6686+1.48089j -2.66189+0.708998j -19.7087+0.740725j -78.1011+3.34556j -62.0132+2.57158j -34.3987+1.09273j -52.2439+2.39269j 119.799-6.02311j 18.2566-0.840381j 25.5944-0.969328j -3.87612+0.652693j 63.6947-3.75689j 36.6831-2.81439j -77.8572+5.11056j 74.3741-4.96797j -34.6656+1.87886j -73.0577+5.20797j -0.840126+0.0536346j 34.9937-3.37319j -74.549+6.64462j 77.4974-6.51694j -36.2937+2.11224j -63.0122+5.27178j -3.75894-0.549071j 25.5419-3.0159j -17.5345+2.22281j 118.999-11.0559j -52.3839+5.01545j 34.3919-2.8537j -62.0492+6.0194j 78.4136-7.53489j -19.4872+1.75652j 2.50973+0.206403j -47.9117+4.54955j 62.8425-6.52547j -53.8315+5.44127j 58.6864-6.46409j -16.1911+2.28934j 1.52143-0.209666j -16.8329+0.546085j 48.9271-5.71788j -6.18104+1.49079j 35.4329-5.3433j -25.533+4.18495j 16.5999-1.52116j 5.02734-1.36544j 23.3602-3.27518j -0.706347+0.0791602j -0.00563311+0.705362j 10.7257-0.54645j 3.16007-0.74616j -0.0722377+0.17841j 
