0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
-0.00406313+0.200398j -0.379212-0.365263j -0.386477+0.377574j -0.35331-0.550133j -0.416651+0.0340624j -0.87223-0.439522j -0.110782-0.407755j 0.777785-0.0207552j 0.250004-0.407658j -0.752678+0.0646895j -1.14466-0.530014j -0.4082+0.0159516j 2.45589+0.227939j 0.430225+0.751713j -1.1171-0.241711j -1.08871-0.0273262j 0.168416-0.644054j -0.279295-0.443371j 0.34378+0.673574j 2.88749-0.626297j 0.612493-0.000589532j 1.75117+0.903261j 0.601761+0.687853j 0.333736+0.327363j 0.524841-0.162351j 0.817054+0.192869j -0.625143+0.774586j -1.37193-0.693128j -0.259781-0.283154j -0.999808-0.61306j -0.178523+0.306751j -0.604491-0.743815j -0.0310456-0.134078j -0.3158+0.104098j -0.890538-0.346472j -0.11193+0.0574099j -0.158578-0.381322j 0.15094+0.222283j 0.691367-0.0412061j 0.16606-0.173754j 0.433693-0.21716j -0.110621+0.335675j -0.534355+0.0625815j -0.576396-0.0630589j 1.19085-0.289386j 2.84734+0.0875577j -0.420195+0.125956j 3.13415+0.281708j -4.04251-0.609607j -1.21727-0.527264j -4.8561-0.122829j 3.60968+0.523704j 1.69395-0.0253821j 4.7615-0.182076j 2.19506+0.123399j 9.99068-0.416498j 8.05372-0.0105188j 0.636072+0.730143j -2.83958-0.253939j 0.952287-0.390204j -3.99224+0.00545327j -11.136-0.0803046j 1.58435-0.297561j 9.18211+0.196617j 0.357587+0.391589j 8.80333+0.37593j 2.73957+0.115832j 0.909492-0.500764j 8.18443+0.182335j -1.05118-0.252954j 11.041-0.0244737j 0.65887+0.753798j -2.54583+0.205383j -2.50632+0.437571j 0.812518-0.218034j -5.65031-0.215191j 10.9219-0.164315j -1.83097-0.140672j 4.92305-0.502173j -3.08923+0.024432j 2.74755-0.0876401j -5.32669+0.335588j 0.46252-0.0673524j -2.19695+0.44711j 4.12165-0.613946j -0.0612947-0.0636187j -2.73625+0.070398j -0.63351+0.371725j 1.1588-0.18651j 0.823452+0.0413259j -0.357748-0.0398678j 0.158852-0.0646368j 
0.0549337-0.237627j -0.0633481-0.294422j 0.146903-0.245618j -0.128697-0.0548829j 0.143814-0.0802462j 0.350305-0.342889j 0.0466555-0.0673967j -0.791898+0.487304j 0.210014+0.177532j -0.0580986+0.36805j 0.9144-0.722424j -0.129659+0.660156j -1.30339+1.66075j 0.0498976+0.998225j 1.51288-1.16374j 0.3095-0.474943j 0.740793+0.0461513j 0.626352-0.119579j -1.39476+1.05816j -2.85593+1.74241j -0.694369+0.123528j -0.556335+0.0851044j -0.472214-0.156701j 0.261266+0.462461j -1.26117+0.216906j -0.927712+0.292173j 1.05631-0.831538j 1.49937-0.738385j -0.125441+0.0571575j 1.06356-1.04656j 0.765738-0.199865j 0.69152-0.392644j 0.117988-0.313419j 0.0697987-0.135389j 0.83474-0.36142j -0.331205+0.251929j 0.128827+0.0468528j -0.185233+0.312654j -0.452359-0.223878j -0.455961-0.152243j -0.227812-0.165644j 0.421111+0.279052j 1.03554+0.154323j 0.516418-0.0376676j -1.48809+0.293196j -1.98613-0.0730696j 0.624523-0.54226j -2.56855-0.164996j 3.36904+0.560866j 1.06785+0.198428j 4.2441+0.235186j -2.68229-0.701381j -2.85399+0.165255j -3.60402-0.0871687j -1.43231+0.039064j -8.05954-1.41271j -6.50956-1.0953j 0.239745+0.244124j 1.74892+0.652987j -0.97984+0.737765j 2.56726+0.468447j 9.06619+0.849195j -1.30559-0.262191j -7.14299-0.719247j 0.179842-1.32043j -6.738-0.682244j -2.44959-0.51578j -1.33157+0.462872j -6.77501-1.36273j 0.254582+0.449339j -9.54069-0.680042j 0.081846+0.138037j 1.81264+5.9237e-05j 1.92155+0.215105j -0.847262-0.138383j 4.27347+0.399262j -8.03623-0.557329j 1.63124-0.195072j -3.71991-0.124719j 1.9685+0.39286j -2.07412+0.0412086j 4.24091-0.0998602j 0.0227426+0.116594j 1.60365+0.153395j -3.07378+0.293641j -0.444289+0.0705313j 2.18562+0.458226j 0.58607+0.0639588j -1.03405+0.140195j -0.697522+0.248021j 0.44684+0.0675891j 0.27028+0.0351142j 
-0.454038+0.181816j -0.154408+0.111731j -0.209493+0.176517j -0.802266+0.075199j 0.184051+0.0715558j -0.184875-0.283336j 0.300051+0.317194j 1.12467-0.00401079j 0.801957+0.259172j 0.483224-0.0633168j -2.36761+0.397303j -0.792039+0.0406404j 2.78103+0.477153j 0.0933201-0.836684j -1.03404+0.17632j -1.27304+0.0811094j -0.474399+0.328974j -2.08852+1.08097j 1.67207-0.149002j 2.79944-0.0259242j 1.19842+0.073517j 0.47334-0.246806j 1.06362+0.107062j 0.453603+0.136941j 0.402336-0.00319422j 0.928219+0.0808781j -1.33449+0.486739j -1.37729+0.0373301j 0.00686822+0.568589j -1.25687-0.0621541j -0.913412+0.0810154j -0.930901+0.0636246j 0.126017+0.0169053j -0.258003+0.00704428j -0.590595+0.1058j 0.152145+0.151168j -0.414302+0.003108j -0.157016-0.200508j 0.51727-0.27453j -0.158766+0.364445j 0.260856+0.111659j -0.718776-0.161609j -0.641029+0.186566j -0.270159+0.178751j 1.28163+0.220196j 3.49881+0.693373j -0.859418-0.177843j 4.09491+0.787708j -5.1513-0.699929j -1.17099-0.206105j -6.72634-0.0775707j 4.0124+0.447586j 2.31857+0.303335j 5.7617-0.0815345j 2.64622+0.485949j 12.5276+0.809066j 9.15453+0.480535j 0.134237-0.50454j -3.66655+0.514792j 0.354547+0.268319j -3.82117-0.140315j -12.9623-0.66616j 1.72418-0.437106j 11.7149+0.506296j 0.324252+0.447087j 10.607+0.354862j 3.78449-0.286926j 0.78199+0.752705j 10.1968-0.322277j -0.661892-0.36644j 14.3298+0.466433j 0.529139-0.188866j -3.09308+0.41882j -3.67603-0.336439j 0.520719-0.168938j -6.66366+0.0625858j 13.3528-0.0132474j -1.96268-0.146352j 6.35283-0.261411j -3.73076-0.0467625j 3.37465-0.129789j -6.44353+0.0521206j 0.598994+0.281532j -2.34659+0.341022j 4.91654-0.289397j 0.354444-0.103026j -3.1358+0.197824j -1.04947-0.193515j 1.85429-0.130342j 1.03343+0.169318j -0.537661+0.0103075j -0.0162695+0.0521866j 
0.316728+0.106911j 0.142303+0.279549j -0.1503+0.0315277j 1.02771+1.04277j 0.111648+0.574773j 1.14121+1.33814j -0.167239-0.333024j -1.06261-2.14866j -0.225279-0.794264j -0.964011-0.268662j 1.56271+2.04126j 0.332665-0.249742j -1.95244-2.93908j -1.07342-1.12737j 3.4726+1.60668j 1.05183+1.24036j 0.0891394+0.789243j 0.0832502+1.48675j -1.70233-1.47518j -2.81797-3.21854j -1.24838-0.796444j -0.729414-0.966327j -1.13923-2.07983j -0.498967-0.132399j -0.882096-0.863877j -1.35442-2.41271j 0.930483+0.991498j 1.71586+2.70896j 0.567768+0.031718j 1.45903+2.47032j 0.90552+1.01047j 1.18357+1.34337j 0.0947449+0.652645j -0.152701+0.347794j 0.760681+1.32973j 0.30054-0.19947j -0.163176-0.02864j -0.256148-0.520543j -0.569798+0.0911325j 0.177324-0.173243j -0.36816-0.245118j 0.772309+0.161643j 0.462677-0.0913599j 0.158006-0.0345945j -1.37239+0.378116j -2.48868+0.63336j 1.0229-0.543452j -3.14444+0.776655j 5.54426-0.762042j 1.20467-0.411351j 6.63131-1.35336j -4.3669+1.56512j -2.80742+0.965191j -6.19313+1.54114j -2.30258+0.490851j -12.2469+2.64539j -9.27332+1.0177j 0.689548-0.624353j 3.26956-0.445149j -0.989639+0.253885j 3.17453-0.604505j 13.2299-1.99175j -1.5452+0.569804j -9.80765+1.62742j -0.432004+0.547599j -10.242+1.7805j -3.86995+0.463534j -0.534119+0.412632j -9.21577+1.2237j 1.11028+0.00554702j -13.6598+1.97533j -0.460665+0.435465j 3.09138-0.677376j 3.20283-0.813974j -1.04339-0.120193j 6.3353-1.25679j -12.1167+2.32951j 1.43196-0.638807j -5.76143+1.20664j 3.50124-0.523442j -3.2227+1.2668j 6.19755-1.15743j -0.296417-0.186784j 2.39695-0.691j -4.45838+1.08558j -0.241124+0.447616j 3.04734-0.490001j 1.18599-0.231219j -1.17088+0.203625j -0.909542-0.331718j 0.434352-0.191377j -0.0797308+0.0333025j 
0.392351-0.376071j 0.647746+0.162173j 0.380189+0.282485j 1.07059-0.573372j 0.458028-0.771296j 2.11428-1.02716j 0.0218244+0.100282j -3.54682+0.685682j -0.705612-0.220143j -0.0111257-0.114505j 3.33555-1.13475j 0.0319514+0.308814j -4.62451+2.26502j -1.35251+0.880456j 4.06267-0.523786j 3.07527-0.880584j 0.740672-0.331931j 1.54079-0.555849j -2.97716+1.32777j -6.28647+1.70109j -1.52448-0.057271j -2.21637+0.584623j -2.89858+1.03954j -0.637037-0.281132j -2.20231+0.881216j -3.76499+0.685788j 1.57188-1.10508j 4.31378-1.32444j 0.422361-0.093169j 3.16794-0.654656j 1.46647-0.33274j 2.44759-0.850993j 0.659863-0.282864j 0.554956-0.124301j 1.50449-0.364755j -0.165028+0.107307j 0.328345+0.0127346j -1.10463+0.0367368j -1.07855+0.359767j -0.470813-0.197811j -0.76596-0.121681j 1.67667-0.276138j 1.47786+0.178146j 0.56687-0.231448j -3.39281-1.04037j -6.44215-1.53053j 0.788219+0.788728j -8.28643-0.923708j 10.243+1.77418j 3.1585+0.548629j 13.0293+1.94619j -9.7238-1.71623j -6.14802-0.798683j -11.9207-2.83796j -5.03304-1.27113j -24.4844-2.07881j -20.759-1.68048j -0.195606+0.482518j 7.163+0.0684757j -1.96496-0.898539j 8.10007+0.143851j 28.712+2.45132j -3.55661-0.582876j -23.6215-0.794321j -0.614999-0.609149j -22.0428-0.951598j -7.1731-0.966991j -2.76459-0.113822j -21.5626-0.654925j 1.425-0.145188j -30.1156-0.495102j -0.863103-0.156384j 6.53575+0.00215166j 7.20202+0.197297j -1.94752+0.0995589j 14.7066+0.355517j -27.1974-0.789664j 4.46201+0.0175824j -13.0566-0.0407303j 8.0538+0.105823j -7.41343-0.00632772j 13.2202-0.167823j -0.977117+0.251239j 5.72126-0.481505j -10.0554+0.221541j -0.667932+0.36228j 6.85733-0.633888j 2.22505-0.045949j -3.21392+0.353902j -2.62465+0.060587j 1.02139+0.0386129j 0.052277+0.0822897j 
0.254993-0.157205j 0.331232-0.26478j 0.40784-0.0558394j -0.32071-0.28622j -0.0131663+0.31708j -0.0372691+0.176793j 0.336055+0.114687j -0.404602+0.142941j -0.173579+0.592972j -0.425772+0.296891j 0.532758+0.0644235j -0.663882-0.0879167j -1.60445+0.401205j -0.432423+0.751107j 1.32774+0.364778j 0.234679-0.40031j 0.0343323+0.710262j 0.148422-0.0667155j -1.08895-0.388503j -2.4738-0.928775j -0.302273-0.305598j -0.06502-0.404004j 0.440753-0.0868338j -0.426492+0.536217j -0.437193-0.803953j -0.179858-0.163269j 0.99294+0.412348j 0.657116+0.544275j -0.246607-0.0444992j 1.13147+0.0787126j 0.35645+0.316889j 0.257324+0.135558j 0.333643-0.0429147j -0.0308414-0.0507154j 0.444807+0.689424j 0.0751499-0.367678j -0.117287+0.0836579j -0.368481+0.102535j 0.150482-0.0144972j -0.0905124-0.303109j 0.00190393-0.147956j 0.150927-0.152004j -0.00957417+0.551005j 0.047793+0.341233j -1.19787-0.568835j -1.91036-0.301907j 0.906217+0.688497j -1.92188-0.309395j 2.6073+0.332995j 0.79202+0.378589j 3.38996+0.376242j -2.06098+0.171978j -1.24765-0.933287j -3.23072-0.287951j -1.44156+0.137694j -5.66476-0.358154j -4.22312-0.288725j -0.0705525+0.212987j 1.32489-0.49564j -0.893996-0.86567j 1.91109+0.125818j 6.35395+0.286063j -0.879185-0.12846j -5.58582+0.12146j 0.453571+0.343156j -4.89826+0.00879687j -1.55281+0.0184334j -0.614686-0.38739j -4.25513+0.218365j 0.309203-0.116884j -6.52571+0.0269173j -0.480712+0.0102098j 1.63073-0.200488j 1.82743-0.24954j -0.262368-0.0694407j 3.25224-0.349886j -6.20587+0.478541j 1.02757+0.243317j -3.14192+0.400082j 1.91748-0.524744j -1.80778+0.194848j 3.24448+0.04101j -0.417366+0.25721j 1.29686-0.352715j -2.49218+0.0684089j -0.0441913+0.0771721j 1.08029-0.313479j 0.51554-0.230853j -0.695548+0.0784008j -0.722371-0.116958j 0.197766+0.02014j -0.177357+0.228929j 
0.125649+0.104397j 0.313287+0.487775j -0.0461121+0.317511j 0.249491-0.501775j 0.274156+0.0330148j 0.478963-0.257531j 0.0641511+0.249963j -0.56707-0.503682j -0.364258-0.198784j -0.177405+0.057812j 0.964667+0.67261j 0.513759-1.28909j -0.970438-0.158946j -0.469244+0.52181j 0.409981+0.170175j 0.380723+1.2474j 0.103626+0.245437j 0.629734-0.116344j -0.720526-0.518076j -1.17166-0.281455j -0.11995-0.0250143j -0.34679-0.462634j -0.531921-0.108663j 0.0768214+0.063946j -0.0913844+0.107034j -0.498633-0.671795j 0.470287-0.203992j 0.749147+0.203013j -0.131548+0.386535j 0.377136+0.480537j 0.375472+0.237501j 0.300531+0.253111j 0.3408+0.314988j -0.156265-0.0392516j 0.166924+0.0768822j 0.078399-0.204112j -0.150577+0.268759j -0.10029-0.18762j 0.0657535+0.320056j 0.235947+0.0877339j -0.0123532+0.0461222j 0.019103-0.162037j 0.373501+0.718861j 0.327146+0.559997j -0.586511-0.302785j -1.2723-0.47527j -0.360426-0.595899j -1.31841-0.259734j 2.27929+0.309587j 0.489466+1.62213j 2.52873-0.22559j -1.62546+1.02502j -1.16323-0.0896074j -1.80521+0.758556j -0.532036+1.82707j -4.34592-0.413886j -3.68385-0.2426j -0.229454+0.009457j 1.58956+0.0644667j -0.343619-0.666828j 1.88574+0.548015j 5.12582-1.17937j -0.642149+0.523083j -4.26127-0.029746j -0.0231873+0.496764j -3.69433+0.166648j -1.31824+0.0600773j -0.631182+0.104427j -4.0452-0.345163j 0.543866+0.469976j -5.45078+0.289356j -0.0352649-0.113794j 1.00352-0.160435j 1.59245+0.145083j -0.300996+0.152501j 2.63769+0.164753j -4.89863+0.275076j 0.555302+0.293677j -2.39529+0.20216j 1.66419-0.604723j -1.21361+0.0844894j 2.57144-0.388513j 0.243252+0.229533j 1.33744-0.184177j -1.54877+0.226554j -0.339276+0.250158j 1.35581-0.053951j 0.175132-0.226928j -0.591045-0.00695732j -0.383405-0.0992244j 0.245801+0.0228717j -0.127891+0.0541986j 
0.744569-0.100715j 0.632959+0.337325j 0.396749+0.453133j 1.57093-0.841167j 1.08756-0.313987j 2.52086+0.0271244j 0.529229+0.0518155j -3.20585+0.387876j -0.417751+0.164964j 0.0659837+0.478393j 3.62088-1.13883j -0.424826+0.031512j -5.9974+1.54392j -1.54786+0.524994j 3.47102-0.647135j 2.85363-0.321242j 1.51158+0.0487817j 2.52983+0.399812j -2.50469+0.742154j -6.64174+1.28936j -1.02799+0.202638j -1.73237+0.591194j -3.16905+0.549878j -0.277156-0.186386j -2.17672+0.556934j -3.49804+0.49174j 2.4729-0.681625j 4.27054-0.425801j 0.358646-0.456013j 3.30464-0.491948j 1.40905-0.292685j 2.27074-0.23737j 0.855296-0.223286j 0.775474+0.11656j 1.67518-0.299879j 0.0507479-0.480313j 0.0909547+0.0603118j -0.964832+0.0171263j -0.991993+0.217311j -0.300625-0.427962j -0.674434-0.103275j 2.11069-0.391176j 1.27616+0.517257j 0.664336+0.157434j -3.00366-0.727639j -6.01358-0.522371j 1.14834+0.170479j -7.36945-1.37525j 12.0734+1.1068j 3.58458+0.868956j 14.7831+1.39595j -8.9558-1.42421j -5.28265-0.491024j -11.9712-1.3732j -5.13376-0.655465j -29.315-1.44824j -21.8825-1.54705j 0.249561-0.431142j 7.57701+0.750577j -2.57838-0.0318539j 8.48308+0.986447j 30.1708+2.26476j -3.6419-0.478415j -26.2301-0.594601j -0.357563-0.567034j -23.9163-0.857961j -8.70552-0.333705j -1.49107+0.315382j -23.5137-0.909505j 2.15399-0.00551738j -32.8995-0.911625j -1.23429-0.140992j 7.61325-0.439946j 8.23126-0.0444156j -2.53928+0.00210004j 15.2589+0.114081j -29.4054-0.365975j 4.47891+0.410841j -14.1356+0.139346j 8.7231+0.196405j -7.84133+0.41672j 14.7602-0.102079j -1.52369-0.0736496j 6.28007-0.76009j -10.7763+0.592686j -0.588276+0.125467j 7.3017-0.318309j 2.54492-0.556893j -3.44529+0.172911j -2.76465-0.158774j 1.19185-0.0226224j -0.0961219+0.151806j 
-0.60388+0.0308085j -0.258274-0.226773j -0.242017-0.267934j -0.972784-0.134509j -1.08351+0.264181j -1.92715+0.12626j 0.469758+0.394975j 3.39755+1.80115j 0.577744+0.72531j 0.157605-0.554826j -3.52959-1.62702j 0.677039-0.724534j 4.97468+2.1145j 1.72244+0.0431655j -2.78783-0.924189j -2.57032-1.6029j -0.965682-0.43565j -2.27662-0.591332j 2.93594+1.32571j 4.95214+3.48068j 0.890328+1.09086j 1.63791+1.60092j 2.6044+1.30797j 0.0967756+0.263159j 1.8543+1.37309j 2.76272+2.18495j -1.61683-0.930723j -3.61177-2.40122j -0.258933+0.120843j -2.74638-1.63211j -1.09489-0.830148j -1.90394-1.40637j -0.720335-0.259289j -0.0426141-0.712113j -1.13828-1.09087j -0.30544+0.126151j -0.249408-0.696513j 0.648106+0.802581j 1.22551+0.390534j 0.2619+0.342449j 0.363342+0.298263j -1.29543+0.216663j -1.09592-0.371106j -0.616374-0.0942049j 2.57838+0.464255j 5.13949+0.721496j -1.59737-0.1591j 6.9463+0.564507j -8.57744-0.449339j -2.46016+0.470236j -10.2295+1.28424j 7.22825-0.258658j 5.02158-0.499559j 9.50191-0.779658j 3.4639+0.284342j 21.6033-1.81975j 17.4154-0.569254j 0.836943+0.524339j -5.10724+0.355343j 1.19566-0.102478j -7.45082+0.102527j -23.5242+0.981988j 3.01455+0.0797798j 20.3705-0.45912j 0.296113-0.510278j 18.6789-1.01008j 6.39092-0.864902j 1.59515+0.309634j 17.3313-0.568748j -1.92343+0.204976j 25.2097-1.79044j 0.845133-0.420866j -5.58675+0.930072j -5.77243+0.524561j 1.77306-0.205912j -12.0477+0.993329j 22.0383-2.12702j -3.50802+0.619282j 11.0376-1.26184j -6.51426+0.540221j 5.87347-0.889399j -11.5696+0.75235j 1.02844-0.193762j -4.88145+1.06351j 8.25419-1.08587j 0.356896-0.668707j -5.68077+0.50292j -1.63805+0.177766j 2.56257-0.404103j 1.94096+0.450085j -0.930636+0.327297j 0.122849-0.181931j 
0.276273-0.216616j -0.037366-0.0693225j -0.126807+0.485483j -0.267145-0.404092j -0.201422+0.225047j 0.974827-0.0919407j -0.715156+0.0214427j -0.153891+0.563037j 0.303849+0.54611j -0.85811-1.04867j 0.0607302-0.379185j -0.358757-0.217333j 0.165803+0.756036j 0.152518+0.535005j 0.63534-0.579305j 0.374446-0.946255j -0.272018+0.61625j 0.164597-0.0289451j -0.753577+0.146587j -0.826698+0.817007j -0.0179717+0.341244j 0.277762+0.332894j -0.853665+0.464144j -0.0244814+0.447498j -0.462127+0.359092j -0.298338+0.678617j 0.0873458-0.488233j 0.3872-0.558568j 0.129694+0.0519376j 0.489539-0.631568j 0.0391776-0.0498031j 0.0179443-0.45575j 0.14146-0.160168j 0.274386+0.215103j 0.37263-0.479161j -0.196214+0.0691841j 0.0194956+0.0137647j 0.0718835+0.038374j -0.322074-0.281009j -0.316963-0.0902286j -0.217865+0.0624045j 0.593889-0.887257j 0.126504+0.26366j -0.0417378-0.0699075j -0.716344-0.617432j -1.13344-0.132912j -0.598207-0.264797j -0.466202-0.539914j -0.0567003+1.47236j -0.258993-0.0291436j 1.88512+0.675018j -0.574012-0.410907j -0.907594+0.0683066j -0.428694+0.113471j -0.35377-0.765961j -2.6162-0.872021j -2.43468-0.366192j -0.441012+0.636065j 0.291653-0.114457j -0.586362+0.0337695j 0.0867149-0.0869938j 2.40559+0.802303j 0.645796+0.321505j -2.7576-0.404837j -0.232897+1.0815j -1.75059-0.578267j -0.521931-0.745156j -0.0344452-0.0263458j -1.49958-0.219524j -0.383057+0.000345426j -2.99021-0.588232j -0.102669+0.356937j 0.830287-0.2302j 0.672005+0.238257j -0.336412+0.163078j 1.21197+0.759482j -2.62602-0.606159j 0.610966+0.0822123j -1.40092-0.396696j 0.90652+0.212257j -0.408351-0.12311j 1.00664+0.413365j 0.065139+0.0103605j 0.801074-0.148518j -0.822517+0.0111382j 0.204224-0.169321j 0.93327+0.223198j 0.185058-0.0353767j -0.421624-0.0305476j -0.269105-0.00261536j -0.0613601-0.0658653j 0.00493313-0.0608626j 
-0.0428558+0.100103j -0.163591+0.672741j -0.00942909+0.339822j 0.873001-0.580793j -0.135934+0.247363j 0.377156-0.826369j 0.0168459+0.530016j -0.0368569+0.498029j -0.166193-0.0607002j -0.227389+0.105823j -0.325312-0.124859j 1.98989-0.21382j -0.949946+0.845324j -0.640175+0.337029j 0.395247-0.513636j -0.636422-0.134606j -0.306052-0.134446j 0.656926-0.415427j 0.396547+0.214299j -1.03176+0.715058j -0.0802151+0.269302j 0.0218805+0.359447j -0.383092+0.717003j -0.392168-0.0298842j -0.540942+0.761859j -0.085064+0.558252j 0.519004-0.289325j 0.628666-0.833929j -0.637409-0.290489j 0.116439-0.5994j 0.0503977+0.0914614j 0.121144-0.371915j -0.115213+0.241429j 0.366643-0.300302j 0.394346-0.374273j 0.168847-0.171062j -0.229063-0.272778j -0.25219+0.159122j -0.496437+0.20807j -0.00412716+0.257484j -0.158902+0.201017j 0.344341-0.567895j -0.428437+0.180141j -0.31052+0.218335j 0.203177-0.105932j 0.0957013-0.527315j 0.872974-0.220826j -0.61038-0.468407j 0.776298+1.09099j -1.04707-0.204486j 0.75067+0.33307j -1.38586-0.820837j -0.529977-0.138707j -1.44741-0.295237j -1.75835-0.407936j -1.86064-0.341067j -1.45989-0.0513557j 0.32759-0.146943j 0.233384+0.172441j 0.163827+0.0117104j 0.224727+0.374461j 2.67089+1.05812j -0.659594-0.352262j -1.91536-0.481237j -0.390855-0.00527623j -2.15182-0.31195j -0.44574-0.192018j -0.0993672-0.440767j -1.59913-0.36526j -0.0925609-0.0835507j -2.68665-0.664356j -0.0480181-0.110232j 0.73295-0.208547j 0.429933+0.210042j -0.201043-0.128353j 1.16758+0.318485j -2.1654-0.653678j 0.270289-0.212072j -1.18428-0.238614j 0.930615+0.489834j -0.57811-0.174632j 1.17963+0.274511j -0.454325+0.0833111j 0.386877+0.099956j -0.756148+0.105804j -0.00539803-0.268481j 0.51322+0.111747j 0.36919+0.0330204j -0.303547-0.167265j -0.184936+0.0338905j 0.0192167-0.0343522j 0.0623125-0.102671j 
-0.368798-0.292844j -0.299506+0.237731j -0.222522-0.45391j -0.572175+0.197772j -0.0434029-0.325963j 0.0733394+0.601047j -0.653523-0.0843088j 0.963883-0.93286j 0.370144-0.740413j -0.191267-0.492251j -0.641935+1.07909j 0.762465-0.0496399j 1.67876-1.14033j -0.314042-0.127932j -1.3531+0.733969j -1.2114+0.328339j 0.00712051-0.146393j -0.510371+0.987614j 0.364645-1.15432j 2.03741-2.23163j 0.0600112-0.315814j 0.612865-0.810482j 0.932388-0.91505j 0.400863+0.114319j 0.748024-0.455871j 1.39449-0.97714j -0.288217+0.537159j -1.05907+1.27292j -0.283654+0.0503342j -1.02036+0.82581j -0.574719+0.321905j -0.574014+0.518883j -0.386232+0.26419j -0.276148-0.134986j -0.839807+0.55739j -0.0326326+0.718421j -0.31001+0.150899j 0.576376-0.554801j 0.261061-0.18966j -0.146849-0.0950141j 0.20991-0.0937016j -0.661708+0.287841j -0.560121-0.414405j -0.385952-0.0355592j 0.240504+0.109445j 1.48787+0.984202j -0.936204-0.149587j 2.76917+1.13277j -3.80111-1.87964j -0.83498-0.338356j -2.98185-0.26758j 2.96072+0.83904j 2.7334+0.319932j 3.79226+0.786434j 0.914617-0.0128697j 8.00919+2.1299j 5.86698+0.452169j -0.907652+0.0271912j -1.56536+0.100649j 0.812809+0.565185j -2.24105-0.562601j -8.13637-1.23171j 1.24211+0.46013j 7.04959+1.23676j 0.391156-0.291666j 7.11947+1.04629j 1.86046+0.509876j 0.83854+0.285899j 6.58875+0.667058j -0.677473-0.0295257j 9.59275+1.34539j 0.52686+0.685507j -2.33205+0.332419j -2.25562-0.222379j 0.591956+0.316002j -4.74331-0.679315j 8.17109+1.17666j -1.47986-0.14091j 4.06948+0.379887j -2.38081-0.186793j 2.30177+0.424886j -4.04957-0.127906j 0.304063+0.184376j -1.79124+0.170409j 2.75047-0.0491972j 0.182583+0.0985902j -1.96851-0.0732402j -0.654599-0.225949j 1.207+0.373435j 0.623655+0.0318451j -0.364246+0.00691208j -0.083042+0.0338606j 
