0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
0.114007-0.120488j 0.055684-0.0824007j -0.0575294-0.089354j 0.206825-0.00191418j 0.376547+0.059365j 0.236975-0.134386j 0.00606009+0.300346j -0.539061-0.142754j -0.197152+0.325691j 0.0578887-0.157305j 0.713555+0.0508371j 0.427778+0.319979j -0.877873+0.281399j -0.0688382+0.154123j 0.811661+0.0797958j 0.511849-0.394818j 0.32471+0.264215j 0.318808-0.00789884j -0.438836+0.0554616j -0.503471+0.0107142j -0.0973773+0.113771j -0.396685-0.455089j -0.5479+0.0621884j 0.225266+0.0732098j -0.814441-0.514725j -0.35364+0.122596j 0.179083-0.56746j 0.629711-0.0835408j -0.694095-1.64136j 0.559438+0.478032j 0.0265628+0.372612j 0.481354+0.0422444j 0.3685-0.0321231j 0.370053-0.275793j 0.306007-0.222511j -0.10027-0.0575347j 0.0135865+0.278767j -0.109691+0.533727j -0.0351809-0.251932j -0.107738-0.0746693j 0.393769-0.445063j 0.458848-0.0626711j 0.284806+0.282824j -0.127594+0.05354j -0.491899+0.153079j -0.88297-0.0236314j -0.0469891+0.0628762j -1.3627-0.0730654j 1.24936+0.425618j 0.785008-0.400398j 1.6327+0.0318316j -1.09151+0.245894j -0.457507+0.590741j -1.78554-0.15772j -1.03493-0.466045j -3.56772-0.0869694j -2.82545-0.341865j -0.12977-0.0203889j 0.608181+0.220923j -0.387755-0.22396j 1.10044-0.0457273j 4.22286+0.0904108j -0.521285+0.499504j -3.46795-0.373049j 0.390631+0.0442813j -3.56868+0.0988723j -1.16931-0.199721j -0.293474+0.300218j -3.27761-0.0301419j 0.310221+0.605997j -4.00565+1.23348j -0.289528+0.253297j 0.753289+0.826705j 0.571518-0.021376j -0.26166+0.176338j 2.09171+0.0946069j -4.31173-0.799222j 0.669186-1.80003j -2.1493+0.204611j 1.01618-0.272536j -0.917821+1.07919j 1.66845+0.237796j -0.152365-1.25291j 0.19775+0.0576138j -1.3322+0.0855038j -0.554484+0.312222j 0.782899+0.144141j 0.382597-0.186729j -0.273364-0.404695j -0.676955-0.0604042j 0.491399-0.365641j 0.0936373+0.0823255j 
-0.12971+0.0156471j 0.447652-0.268165j 0.656942+0.213835j 1.46244-0.618585j 0.519486-0.42782j 2.34009-0.171799j 0.300288+0.348258j -4.17104+1.12372j -0.798347+0.120373j -0.395297+0.044538j 3.97183-1.02563j -0.190339+0.352698j -6.06083+1.5666j -1.97535+0.189396j 4.22734-1.4968j 2.89896-0.333208j 1.19087-0.0591636j 3.01175-0.730213j -2.86662+0.949864j -7.05274+1.94067j -1.25939+0.400237j -2.84905+0.770425j -4.28651+0.922002j 0.0896332+0.192761j -2.69277+1.22064j -2.80911+0.000848601j 3.18391-0.18374j 5.51524-1.23996j 0.417128+0.106206j 4.48198-0.994936j 1.15846+0.0661936j 2.60723-1.10108j 1.02019-0.00788582j 0.962816-0.218729j 2.60799+0.0366218j 0.385469+0.147885j 1.02658+0.175588j -1.41375-0.408017j -0.793435-0.100531j -0.66436-0.603767j -0.592566+0.478781j 1.85292-0.443343j 1.76892-0.00994383j 0.134441+0.0188954j -3.43361-0.81425j -7.72259-0.619409j 1.60299+0.61555j -8.6565-0.938674j 12.0823+1.89589j 3.7375+0.427047j 15.4972+1.3891j -10.1388-1.03788j -6.90126-0.18944j -13.7049-1.25931j -5.02994-0.338168j -30.1297-1.89958j -23.0455-1.16942j -0.779014-0.232055j 7.3432+0.30025j -2.15308-0.555825j 9.99618+0.441318j 33.1729+1.21318j -3.84773-0.0772552j -28.6607-0.0284265j -0.075586+0.10313j -25.8907-0.521208j -9.30691-0.677689j -2.17734-0.358585j -25.0737+0.0877346j 2.43504-0.0526588j -34.8899-0.0672755j -0.756029-0.346458j 7.65205-0.14759j 8.72302-0.904079j -2.84874+0.727115j 16.6663-0.782886j -32.5218-0.0883687j 4.5479+0.153013j -14.8114-0.311598j 8.57038+0.0974546j -7.90131+0.0641083j 15.5544+0.044635j -1.09788+0.228955j 7.20192-0.576725j -11.5226+1.18036j -0.700856-0.214235j 7.32869-0.642938j 2.20561-0.133429j -3.65243+0.662668j -2.91794+0.150926j 1.69213-0.30199j -0.290349-0.234871j 
-0.114517+0.0525266j 0.0133669-0.259409j 0.0387813+0.183643j 0.486569-0.131331j 0.101611-0.295687j 0.919277-0.704812j 0.184479-0.219085j -1.30202+0.656214j 0.0353616+0.420933j 0.0762166+0.426731j 1.8032-0.730462j -0.296507+0.347774j -1.83206+1.47137j -1.23152+0.50661j 0.771275-0.756904j 0.998323-1.28463j -0.209111-0.578251j 0.234311-0.0284816j -0.757147+0.645871j -3.63484+2.08581j -0.565109+0.420027j -1.46775+0.778843j -0.967051+0.520387j -0.232066-0.470022j -0.730465-0.0117756j -1.91823+0.599088j 1.48297+0.428659j 2.26758-0.617695j -0.607935-0.0942192j 1.27871-0.52503j 0.786958+0.336466j 0.510118-0.0811768j 0.227449-0.546108j 0.178276-0.238837j 0.483574-0.240871j 0.333745+0.141187j 0.243078-0.0587682j -0.0553581-0.382051j -0.398878-0.169605j -0.0294436+0.000624007j -0.391827-0.197931j 0.850986-0.251229j 0.777474+0.0785927j -0.015751-0.0122201j -1.35857-0.380263j -1.96042-0.631572j 0.462613-0.0329408j -3.063-0.378073j 4.10616+1.11456j 1.63163+0.455593j 5.24123+0.358734j -3.61193-0.897908j -2.16475-0.757959j -4.89102-0.968679j -1.70825-0.0372876j -10.2246-1.57915j -7.53615-1.32137j -0.0905472+0.029001j 2.72496+0.505187j -1.07939-0.524679j 3.13276+0.0820824j 10.9824+0.799424j -1.317+0.242013j -8.57749-0.680168j -0.0316991+0.823783j -8.52533-0.520348j -2.9985-0.0413116j -0.0299969-1.09606j -8.52011-0.391393j 0.990484-0.105695j -11.3255+0.00275263j -0.731013+0.333474j 2.8937-0.789584j 2.52883+0.318872j -1.04606+0.192834j 5.23948-0.131844j -10.582-0.0248126j 1.9972+0.0335096j -5.4541+0.102893j 2.48716-0.543878j -2.89574-0.655157j 5.34383-0.139844j -0.252329+0.120676j 2.37884-0.0993207j -3.95988+0.557242j -0.835424+0.374833j 2.84322-0.247011j 1.07784-0.0833215j -0.99936+0.795999j -0.971506-0.0869998j 0.393095-0.17869j -0.114323-0.32741j 
0.041068-0.0140516j 0.110519-0.144499j 0.170828-0.184824j 0.397657-0.577277j -0.182682+0.00461902j 0.530839-1.01829j 0.348689-0.206578j -0.904235+1.43014j -0.298564+0.180066j -0.185217+0.345945j 0.915903-1.76855j 0.412001-0.11574j -1.01811+2.2421j -0.0580769+0.671629j 0.906694-1.79005j 0.642541-0.737707j 0.0282085-0.50149j 0.301857-1.25132j -0.675556+1.08688j -1.33825+2.48886j -0.455365+0.611738j -0.801547+0.876837j 0.470486+2.25403j -0.204876-0.34237j -0.616819+0.779804j -2.48369+1.27937j 0.836092-1.47399j -0.169787-2.05029j -0.0947233-0.235725j 0.128367-2.09689j 0.699517-0.83728j 0.132443-1.49096j 0.572894-0.404091j 0.00516293-0.481771j 0.955149-1.25014j 0.137922+0.0726798j 0.121312-0.536228j -0.418365+0.815776j 0.0124566-0.277284j -0.245351-0.102913j 0.0190755+0.0454908j 0.0900781+0.0534199j -0.23382-0.108792j -0.122484+0.159371j -0.421928-0.403169j -1.05542-0.561306j 0.252719+0.332933j -1.1323-1.00452j 1.75586+0.976087j 0.231878+0.253757j 2.39957+1.55553j -1.4683-1.24962j -0.906211-0.249853j -1.92758-1.23002j -0.42614-0.852043j -4.15825-2.41167j -3.44881-1.82276j -0.256636+0.402767j 0.844287+0.90338j -0.320842-0.236759j 1.70075+0.31186j 5.23878+1.90776j -0.279482-0.0345936j -4.12847-0.90604j -0.141292-0.67453j -4.22574-1.45805j -1.75572-0.356532j -0.418221-0.584029j -2.41383-1.23326j 0.485279+0.0534061j -5.79755-1.82947j -0.802664-0.265616j 1.23416+0.852928j 1.15261-0.236738j 0.180686+0.512202j 2.91493+0.205219j -5.40781-1.77355j 0.669079+0.510394j -2.92241-1.18023j 1.96442+1.11735j -1.29364-0.956152j 2.65891+0.729433j -0.13913-0.27629j 1.60499+0.230906j -1.76051-0.681305j -0.47655-0.523027j 0.634348+0.541791j 0.362352+0.351932j -0.569307-0.0638652j -0.437661+0.326961j 0.30872-0.257305j -0.321353-0.0882041j 
0.0864108+0.150578j -0.666007+0.257191j -0.426062-0.473286j -2.04829+0.0717214j -0.546795+0.0171889j -2.26375-0.343199j -0.286896-0.205056j 4.76892+0.617839j 0.918279+0.177507j 0.355846-0.0225461j -4.54263-0.231441j 0.192826-0.0596673j 6.74542+0.99229j 1.52169+0.479018j -5.20071-0.405721j -2.9322-0.885951j -0.604871-0.420928j -2.86702-0.76402j 3.49776+0.290837j 7.79648+1.05279j 1.67768-0.141758j 3.02073+0.827936j 3.21592+0.679203j 0.190887-0.262317j 3.73532+0.56206j 4.27902+0.89781j -3.07999-1.0812j -4.57901-2.11932j -0.156127+0.008512j -3.94139-1.14479j -1.10791-0.329798j -3.0835-0.185431j -1.15451-0.507098j -0.984993-0.516555j -2.24787-1.36041j -0.358272-0.251362j -0.559462-0.783131j 0.79173+0.799204j 0.773379-0.298578j 0.286283+0.577118j 1.0201-0.374465j -2.26884+0.263008j -1.78109-0.357335j -0.137828+0.110536j 3.71468+0.358073j 7.98177+1.00546j -1.87403-0.657322j 9.48475+0.135087j -12.8905-0.892577j -3.88608-0.551682j -15.7156-0.273332j 11.172+0.165624j 7.06195+0.0841797j 14.4963+0.264696j 5.84242+0.0118421j 31.9892-0.614556j 25.3732-0.493107j 0.151928+0.242993j -7.83847+0.0886969j 2.32997+0.00104479j -10.4154-0.0967048j -34.857+0.108211j 4.77119-0.405996j 30.3495-0.566787j 1.45401-0.130864j 27.3892-0.602391j 9.1178-0.7125j 2.29779-0.179833j 25.6078-0.407487j -2.61889-0.353247j 37.621-2.31381j 1.53978-0.909278j -8.1211+1.12045j -9.90737+0.365755j 2.66807+0.191969j -18.2619+1.34672j 32.3028-1.27621j -5.17035+1.12707j 16.0044-2.50365j -10.1411+0.986307j 9.24963-1.53793j -16.6564+1.79683j 1.25708-0.368151j -7.09298+1.27335j 12.6322-1.19768j 0.125238-0.75528j -8.34332+1.23237j -2.78187+0.793818j 4.09428-0.792894j 3.13197+0.179996j -1.68655-0.163978j -0.0688966+0.0771371j 
-0.0169471+0.0640822j -0.255563+0.157807j -0.599585-0.337261j -0.552379+0.0543195j -0.477573-0.00151355j -1.12741+0.484939j -0.184392+0.0369337j 2.16406-0.645609j 0.9942-0.107414j 0.477882-0.00104961j -2.35884+1.07218j -0.121805-0.447645j 3.03384-1.08215j 1.41348+0.0565645j -1.94921+1.28346j -1.31383+0.20863j -0.125181+0.245291j -1.5034+0.875992j 1.4828-0.493036j 4.24159-1.41243j 1.81673-0.638415j 2.22065-0.418694j 2.5512+0.0119156j 0.332955-0.0874762j 1.62992-0.901247j 2.65538-0.44974j -1.25172+0.137165j -2.56144+1.37364j -1.12538+0.383957j -2.4259+0.327308j -1.50619+0.468157j -0.661587+0.872926j -0.00636366-0.299853j -0.47554+0.571557j -0.594606+0.517534j -0.0202384+0.169383j 0.0709911-0.119565j 0.90077-0.231887j 0.529866+0.275565j 0.210118-0.0110459j 0.241394-0.0680291j -0.948857+0.333007j -1.25957-0.200301j 0.0482166-0.0266435j 2.40341-0.0478896j 4.25213+0.629776j -1.12038-0.372805j 5.63135+0.682267j -6.39881-1.11j -1.8777+0.294607j -8.91678-1.16836j 5.9632+0.951593j 3.62247+0.0254586j 7.96143+0.910163j 2.73455+0.319814j 17.9979+1.30297j 13.5272+0.90897j -0.275502+0.056366j -4.56722-0.249632j 0.963832+0.869713j -5.51795-0.0207883j -19.0528-0.623895j 2.79079+0.250538j 16.2638+1.09786j 0.447476-0.545185j 15.1667+0.694118j 5.31286+0.465066j 1.18065-0.163812j 13.5506+0.461476j -1.11868+0.502494j 20.2854+0.275516j 0.904298-0.207573j -3.7969-0.379868j -5.75073-0.505408j 0.771974+0.254482j -9.43478+0.21257j 18.2463+0.0882724j -3.09978+0.341651j 9.63911+0.105821j -5.23334-0.227209j 4.85689+0.161476j -9.66272+0.00347389j 0.57599+0.288196j -4.29776+0.300807j 7.04549-0.63144j 0.675354-0.0564386j -4.69186+0.57426j -1.3268+0.320679j 2.31081-0.051133j 1.53906-0.267343j -0.85811+0.0358986j 0.0297273+0.25585j 
-0.102914-0.122558j 0.290151-0.272524j -0.148192+0.262992j 0.549358+0.390738j 0.339053-0.0803384j 1.16125+0.322594j 0.231308+0.122291j -1.4785-0.950964j -0.282188+0.139174j -0.239465+0.30708j 1.77846+1.15243j -0.533431+0.00670906j -2.46576-0.937982j -1.27176-0.635909j 1.44179+0.368916j 1.61609+0.151272j 0.336243-0.525528j 0.515534+0.470538j -0.892458-0.33359j -3.82269-1.87179j -0.787516-0.256529j -1.55322-1.09504j -1.10056-0.964112j 0.332007-0.231012j -0.696183-0.601573j -1.73952-1.51604j 0.259073+1.65435j 1.64481+1.97073j -0.12994-0.459976j 1.43949+1.07495j 0.378655+1.02933j 0.574777+0.566651j 0.580255-0.0345046j 0.360753+0.186871j 0.435215+0.491319j -0.168723+0.0415914j 0.125624+0.323082j 0.315606-0.457432j -0.388759+0.0900167j -0.092647+0.0453794j -0.221538-0.321688j 0.983945+0.152936j 0.819847+0.435723j 0.0956035-0.262499j -1.32584-0.168299j -2.7822+0.58755j 0.883528+0.193259j -3.5151+0.0743732j 4.46617+0.0306147j 1.14011+0.458876j 5.96625-0.239196j -3.66778+0.184146j -2.08601+0.396618j -4.98444+0.102348j -2.2909+0.110818j -11.1501+1.0014j -8.54289+0.959584j -0.256417+0.0470685j 2.61577-0.157267j -0.248954-0.233395j 3.91119-0.294314j 12.6738-0.687277j -2.01462-0.22921j -11.0315+1.63066j -1.45514-0.0883977j -9.71321+0.929331j -3.6034+0.342466j -0.425134+1.29115j -9.38567+0.353591j 1.00065+0.259603j -13.8329+1.50899j -0.836967-0.31025j 3.56851-0.072036j 2.93144-0.710232j -0.831938+0.0226873j 6.72712-0.884557j -11.897+1.39618j 1.69771+0.0371377j -5.75649+0.667916j 4.10211-0.512029j -2.5766+0.842615j 6.03378-0.352155j -0.575985+0.287601j 2.30119-0.620009j -4.73696+0.415061j -0.209598-0.428512j 3.0077-0.00479593j 0.74964+0.0985274j -2.056+0.133057j -1.02889-0.125674j 0.653384+0.0451335j 0.429268+0.251978j 
0.134885-0.0917843j -0.13239-0.125605j 0.0291254-0.00981527j 0.134763-0.0351049j -0.10239+0.276281j -0.343795-0.281192j 0.187429+0.111616j -0.271538+0.278688j 0.0476697-0.0123066j -0.132233+0.361608j -0.241687-0.48578j -0.20792+0.0600191j 0.278228+0.57311j 0.24099+0.701631j 0.0183248-0.817486j 0.347263-0.60295j 0.669986-0.10228j 0.00707062+0.101296j 1.14417-0.459785j 0.264321+1.95567j 0.188028+0.267825j -0.528604+0.408543j -0.680879-0.588615j -0.255529+0.12553j -0.00238783+0.457731j 0.551599+0.845724j 0.00525068-0.0775733j -0.192527-0.664983j -0.329077+0.293308j -0.377331+0.118682j 0.393755-0.583855j 0.394197-0.608842j 0.0889175+0.0226511j 0.10748-0.298419j 0.0447412-0.0475422j -0.144494-0.0558727j -0.111699-0.0892769j -0.273242-0.0923971j 0.259642-0.106819j -0.261079-0.201626j -0.00946178-0.0721465j -0.0489647+0.0194744j -0.382788+0.0033985j -0.151741+0.185188j 0.265394+0.307059j 0.397457-0.352527j 0.210605+0.26109j 0.922261-0.1447j -0.898902+0.0356348j -0.330149+0.152523j -1.07422+0.375188j 0.646637-0.429508j 0.338901-0.117598j 0.697938-0.0484991j 0.308577-0.373299j 2.60655-0.800169j 1.52354-0.848355j -0.23754+0.194664j -0.0280349-0.181651j 0.593333-0.457342j -0.0843565-0.724931j -1.47541+1.11867j -0.0345477+0.465041j 1.99597-0.841069j 0.64495+0.501727j 2.10156-1.17776j 0.537153-0.154403j -0.126057-0.18942j 1.30851-0.682435j 0.112004+0.135193j 2.0122-0.759725j 0.131493+0.459188j -0.700624+0.0988927j -1.40239+0.636595j 0.839274-0.916106j -1.49029+0.0425673j 1.79373-0.440571j -0.640052+0.0417275j 1.12459+0.289615j 0.277035+0.0409504j 0.284735-0.449154j -0.97583-0.10143j 0.0525741-0.416851j -0.212449+0.26733j 0.562021-0.515152j 0.0889336-0.0610918j -0.87138+0.307924j -0.0663817-0.208565j 0.353403-0.023407j 0.0190933+0.306473j -0.141163+0.0305169j -0.0931847+0.0042193j 
-0.107344+0.0505143j -0.0767323-0.13861j 0.00775034-0.197233j -0.368512-0.587806j -0.0789147-0.170292j -0.161179-0.635235j 0.000466715-0.310822j 0.594402+1.4577j -0.0203846+0.526655j -0.1488-0.151402j -0.792907-1.11226j -0.118009-0.20222j 0.739192+2.3092j 0.273762+0.0924583j -0.992778-1.43558j 0.159499-0.818017j -0.186453+0.167008j -0.909289-0.808503j -0.0806738+1.33673j 0.0836418+2.16964j 0.346496+0.650532j 0.539209+1.5605j 0.757778-0.251246j -0.383356-0.232849j 0.275653+1.18718j 1.5336+2.80704j -0.464216-1.25437j 0.787709-1.31816j -0.244716-0.200984j -0.977139-1.25221j -0.798324-0.385796j -0.429535-0.739757j -0.292039-0.488126j -0.183638-0.512453j -0.15894-1.40869j 0.0253534-0.0165265j 0.199188-0.396685j 0.220385+0.500061j 0.245252-0.300857j 0.16996+0.105454j 0.253178+0.00360613j -0.293082+0.20401j -0.499843+0.0934592j -0.239856+0.12021j 0.629227-0.417627j 0.854414-0.301867j -0.191797-0.125932j 1.08452-0.632196j -1.95799+0.550314j -0.712415+0.170408j -1.66134+1.41198j 1.3237-0.541446j 1.06921-0.579595j 2.35942-1.12853j 0.51921-0.589958j 4.29232-1.85924j 2.97592-0.734342j 0.365162-0.0608263j -0.932536+0.910782j 0.297141+0.112922j -1.37112+0.49022j -4.77363+1.17591j 0.894691+0.162536j 4.48675-1.01122j 0.0293944+0.232911j 2.95948-0.822541j 1.73995-0.243783j -0.029955-0.190684j 3.83658-2.09828j -0.468183-0.243937j 4.53911-1.182j 0.60417+0.673808j -0.556243+0.808003j -1.06763-0.337491j 0.749461-0.128123j -2.31768-0.0926585j 3.55057-2.14668j -0.638814+0.29108j 2.00363-0.785515j -0.247066-0.0358591j 0.755355-0.29166j -2.10057+0.193008j 0.0568579-0.0105168j -0.745882+0.270964j 1.21398-0.541261j -0.258494-0.55088j -1.03078+0.480217j -0.342897+0.311539j 0.275157-0.121453j 0.512668+0.0960437j -0.0533817-0.0923026j -0.107559-0.10997j 
0.0220277+0.130227j -0.592552+0.178321j -0.191917-0.232166j -1.40533-0.0899667j -0.00710942+0.172559j -1.90556+0.00918194j -0.521959+0.058524j 3.09024+0.308094j 0.721362-0.100471j 0.923688+0.239842j -3.2012-0.233374j -0.013211-0.169324j 4.34309-0.145424j 0.523916+0.173305j -3.05026-0.206345j -2.17916-0.460279j -0.410087-0.327941j -1.09264-0.328594j 2.62954+0.221432j 5.81619+0.200478j 1.41741-0.251734j 1.55142+0.119578j 2.5574+0.56056j 0.474334+0.520635j 2.10375+0.714394j 1.78594+0.439832j -1.66079-0.608j -3.33477-0.0395149j 0.0236897+0.37785j -1.70172+0.11624j -0.68056-0.235893j -2.14994+0.237713j -0.389627-0.587051j -0.397447+0.0491445j -1.44084-0.425421j -0.11441-0.204071j -0.431421-0.0294316j 0.594768+0.0216161j 0.646992-0.19685j 0.068389+0.174198j 0.596955-0.00686454j -1.28335+0.0685343j -1.11223+0.0274307j -0.0592193+0.356269j 2.5992+0.449658j 4.99667+0.299635j -1.3092-0.335868j 6.51366+0.415482j -8.63373-0.982944j -2.32031+0.377912j -10.9405-0.193042j 7.13396+0.33568j 4.63248+0.203373j 9.35182+0.647684j 4.05385+0.118576j 21.9968+0.383022j 17.3502+0.10893j 0.0358705+0.480336j -5.31993+0.45445j 1.80601+0.226513j -7.17005-0.154699j -23.0274-0.0661243j 3.6468-0.219424j 19.8009+0.153674j -0.91796+0.371322j 18.5374-0.0847612j 6.8165-0.181401j 1.8583-0.744906j 17.7643-1.69647j -1.39446-0.0223186j 25.3423-0.15128j 0.335306+0.416792j -5.92204+0.288143j -6.1732-0.132753j 1.65747-0.170126j -11.5226+0.192306j 22.8837-1.75989j -3.92094+0.436458j 11.2695+0.0126176j -7.22674+0.0803012j 6.4204-0.443333j -11.9626+0.653546j 0.88318-0.43932j -5.04003+0.587958j 8.19707-0.737739j 0.626768-0.330978j -5.65362+0.799162j -1.85526+0.0111693j 2.90231-0.287673j 1.99237+0.0761983j -1.00927-0.0327376j -0.0698933+0.110865j 
-0.178313+0.0462636j 0.568992-0.0355512j 0.311853-0.0182798j 1.04886-0.380792j 0.59547-0.296731j 1.34802-0.621154j 0.206512-0.213681j -2.27105+0.774924j -0.666361+0.0190254j -0.0114029+0.0686235j 2.36335-1.27534j 0.0563487+0.101334j -3.50124+0.624107j -0.773648-0.151285j 2.51314-0.872178j 1.39312-0.202227j 1.58965-0.447618j 1.16841-0.834406j -1.51064+0.463611j -4.80297+1.19312j -1.217+0.204207j -1.61611+1.32054j -1.76958+0.618019j -0.97794-0.207971j -2.55019+0.27257j -2.63737+0.119877j 1.97244-0.758521j 3.24996-0.833285j 0.746491+0.0582813j 2.45816+0.119048j 0.593012-0.490431j 1.89118+0.0948796j 0.168206-0.250197j 0.713676+0.0934986j 1.18383-0.207309j 0.454829+0.134778j 0.0734126+0.282254j -0.43286+0.214726j -0.436421+0.0446935j 0.0567286-0.0202832j -0.503861+0.388092j 1.03838+0.0193582j 1.06451+0.241221j 0.367818-0.091064j -1.74728-0.517375j -4.52417-0.966867j 0.604013+0.306098j -5.66462-0.772236j 7.23815+1.19201j 2.29833+0.65784j 9.2266+1.1763j -6.01108-0.82559j -4.37021-0.180578j -8.30099-0.645378j -3.46471+0.117117j -18.1888-1.12719j -14.8788-0.573291j -0.710224-0.166692j 4.51272+0.347279j -0.86007-0.329395j 6.01973+0.441096j 19.2841+0.821307j -1.86572-0.284224j -17.0702-0.430582j -0.590406-0.201999j -14.5821-0.421413j -5.25204-0.153939j -1.5874+0.0262371j -14.2895-0.0985315j 1.02478-0.446915j -22.2349-0.143879j -0.415722+0.259154j 5.45402+0.19695j 4.2794+0.535491j -0.684321-0.248493j 9.67068+0.32473j -18.756-0.673081j 2.79-0.34036j -8.95811+0.266049j 4.87787-0.182847j -5.59832+0.538373j 8.6814-0.125343j -0.883675+0.0157814j 3.85713-0.350163j -6.87074+0.655563j -0.158669-0.0401004j 4.84636-0.341502j 1.2562-0.295611j -2.33197+0.207666j -1.48227-0.244273j 1.20269-0.0514225j -0.0379078-0.0248785j 
-0.054938+0.0634543j -0.30623+0.0145077j -0.126509-0.691958j -0.361042-0.170129j -0.22303-0.396103j -1.02638-0.353821j -0.220143-0.0434547j 1.90034+0.711362j 0.685567+0.560865j 0.491277+0.541161j -2.32737-0.69825j 0.399654-0.32032j 2.61734+0.880925j 0.524792+1.04925j -2.04356-0.378997j -0.921105-0.544694j -0.0485372-0.0545053j -1.47316-0.465935j 1.30753+0.595703j 3.2971+1.84719j 1.46941+0.895474j 1.45723+1.30092j 1.51986+1.77667j 0.22055+0.31127j 1.50174+0.5749j 1.54322+1.35316j -0.563062-0.781778j -2.7953-1.02282j -0.76131-0.746156j -1.47769-1.2825j -1.02415-0.805702j -1.19825+0.206738j 0.195642-0.043355j -0.71384-0.171967j -0.828522-0.0964962j -0.354195+0.045314j -0.0481922+0.0355994j 0.782675+0.684115j 0.299607-0.0341496j 0.325996-0.051583j 0.299411-0.0505371j -1.29271+0.354798j -0.765358-0.540332j 0.0785948+0.32986j 2.19689+0.573976j 3.69089+0.0334841j -0.975136-0.459699j 4.17129+0.373574j -6.16319+0.399542j -2.38868+0.192662j -6.99954+0.535886j 4.90427-0.36512j 3.45498-0.188038j 6.52477-0.18611j 2.9805-0.411471j 14.6964-0.163841j 11.7879-0.697544j 0.161661-0.257248j -3.58376+0.138099j 0.693972-0.46112j -5.02477+0.213979j -16.4676+0.5024j 2.05792+0.050704j 13.3116-0.872604j 0.789973+0.294769j 12.4581-0.64076j 4.01117-0.525837j 1.35355-0.379698j 12.2901-1.61031j -1.85107-0.279678j 16.8546-1.35681j 0.524233+0.150878j -3.62056+1.41551j -3.47495-0.125173j 1.25996-0.852143j -8.24054+1.06343j 15.2178-1.73588j -2.5169+0.130109j 6.69392-0.492512j -4.78315+0.718922j 3.7793-0.692133j -7.26102+0.399191j 0.525993-0.506897j -3.06742+0.499245j 5.59344-0.452415j -0.0212072-0.373864j -3.84612+0.225653j -1.46826+0.276846j 1.44416-0.456389j 1.70462+0.15135j -0.594076+0.127943j -0.169537-0.211308j 
