-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
0.00127678-0.000114383j -0.000311561-0.000353843j 0.00475028-0.000429067j 0.00671699-0.00179738j -0.00672141+0.00105811j -0.0326675+0.000951926j 0.0204112+0.000765362j -0.00225685+0.000826919j 0.0156582+0.000680706j -0.0125439-2.50531e-05j 0.0616933-0.00029533j -0.00396958+0.00264537j -0.00710744+0.00219509j 0.0167797-0.000374776j 0.00784337-0.00199j -0.00302526+0.00314705j -0.00287481-0.00171622j -0.0039134-0.00183337j -0.00700987-0.00611034j 0.00753087-0.00458223j 0.0180511-0.00335274j -0.00339401+0.00308513j -0.00997677+0.0185953j 0.0145308-0.0198594j -0.0110457-0.0306828j -0.00115882+0.00508671j 0.00196877-0.00763996j 0.00442487-0.00979361j 0.00736829-0.0125377j 0.00176043+0.0136589j 0.00683483-0.0222699j 0.0171297+0.0219724j 0.038552-0.00528388j -0.00806804-0.00717671j 4.78623e-05+0.00846784j -0.0126695+0.023286j 0.00932638-0.00116915j -0.0139348-0.000113036j 0.00990558+0.026735j -0.0203794-0.00493215j 0.0176735+0.0102335j 0.0033376-0.00452718j -0.00125545-0.00401033j 0.00118866-0.00255833j -0.00235343+0.00536012j 0.00289848-0.0104474j 0.00303982-0.000149033j -0.00105235-0.0140484j 0.000143011+0.0102849j -0.0022957-0.00651217j -0.000649552+0.00112526j 0.00659333+0.00218502j -0.00375405-0.0149884j 0.000348934-0.00281395j 0.00381409-0.00661129j 0.00421547-0.0132379j -0.000574052+0.00630891j -0.000819317-0.000755764j -0.00109181-0.00110655j 0.00179826-0.000990634j -0.00358818+0.000738323j 0.000992542-0.000121096j -0.00121228+0.00084936j 0.000334119+0.000332693j -8.88671e-05-0.00308101j -0.000138011+0.000640141j 0.00177164+0.000823822j 1.05045e-06+0.00023561j -0.000454359+9.62309e-05j 0.000156847-6.29301e-05j 
0.00240097-0.00284305j -0.010727-0.000494811j -0.00590697-0.000273564j -0.000324478-0.00651647j 0.0149846+0.00114567j -0.0120079+0.00403163j 0.0112651-0.00133661j 0.0145125-0.000795158j -0.0100512-0.000689164j -0.0161401-0.00113003j -0.0604247+0.000207693j 0.00162714-0.00155652j 0.00252016+0.000442376j 0.0131895-0.00136034j 0.00719468-0.00246749j -0.00446024+0.00415157j 0.00374632+0.0028698j -0.0329865+0.00431068j 0.0337798+0.00643788j 0.0035579-0.0231649j 0.00875257-0.00303069j 0.00639281+0.011705j 0.00721901+0.00790249j -0.00822002-0.0162383j 0.0114187-0.000826852j -0.00460998+0.0035565j -0.00267533-0.0155565j 0.00302973+0.0315056j -0.00605736-0.017993j 0.00017296-0.0115279j -0.00891919-0.0151462j -0.00290356+0.0205193j -0.0146705-0.00751079j -0.0048203-0.009722j 0.0124732+0.0121653j -0.000460633+0.0197919j 0.00336942+0.0171462j 0.0030692-0.00203522j 0.0053854+0.00314836j 0.0160302-0.00681722j -0.00342826+0.0133486j 0.0199341+0.0051893j 0.00133232+0.00194853j -0.00291819+0.00412901j -0.000449054-0.00776391j -0.00897332+0.0167226j -0.00397978-0.000188595j -0.00014441+0.0176074j -0.000681665-0.00805629j 0.00136664+0.00521958j -0.0123521+0.000851674j -0.0110512-0.000652288j 0.00598324+0.00903272j -0.00049435+0.00074922j -0.0145888+0.00378127j -0.000901094+0.0195614j -0.00266047+0.0131744j -0.00651002+0.000433914j -0.000479176-0.00206639j -0.00545916+0.00431686j -0.00451566-0.000830663j 0.000957836+0.000700767j 0.00379388+0.00268301j -0.000611593-0.00395006j 9.43884e-05+0.00271498j 0.0035322-0.00292598j -0.00269743-0.00431717j 0.00817523+0.00128212j 0.00110654-0.00114629j -0.00689974-5.86475e-05j 
0.00371579-0.000308889j -0.00660778-0.00150466j -0.0102619+0.00197594j 0.00245393-0.00414426j -0.007185-0.00273665j -0.0147428+0.00119609j -0.0116941+0.00145928j 0.0114396+0.00588902j -0.0151013+0.00141658j -0.00892709+0.000363629j -0.0138435-0.00147051j 0.00685609+0.00316905j 0.0208602+0.00108483j 0.016049+0.00144957j 0.0145737-0.00418145j -0.0143102-0.000243206j -0.000854658-0.00192325j -0.00554752+0.00384497j 0.0230256+0.00179979j -0.0461501+0.0087544j 0.000846598+0.0158909j 0.0159813-0.0209646j 0.0167693+0.0120756j 0.00992245+0.00410458j 0.00138352-0.00390236j -0.0352163+0.0153483j 0.0209276+0.00625307j -0.02607-0.0179608j -0.0610055+0.00112803j -0.0111705-0.00404918j 0.0113281+0.00560265j 0.0269558-0.0154523j -0.0346585-0.00979919j 0.00850205-0.0128049j -0.0333595+0.0154327j -0.00726185-0.00371445j -0.0255564-0.0220645j 0.0170353+0.0152375j -0.00622598+0.0162515j 0.0324696+0.00305404j -0.0131919+0.0177549j -0.0030599-0.00710738j -0.00237557-0.0012525j -0.0110036+0.00362455j -0.00848768+0.0126107j -0.00305173+0.000164497j -0.00205309-0.00663965j 0.000701635+0.00481882j -0.00026312+0.0273081j -0.00608909+0.00256346j 0.000592813+0.000686975j -0.00243594-0.0119861j -0.00395868-0.0170397j 0.00565241-0.0188251j 0.00756333+0.00133633j 0.00222811+0.00532673j -0.00273904-0.0272048j -0.00574612+0.00774708j -0.000567668+0.0223914j -0.00222599-0.0195016j 0.00246729+0.00408552j 0.0016048+0.000723352j -0.00843682-0.00588704j 0.0018375+0.00415368j -0.000722513-0.00392289j 0.00912333+0.00207115j -0.00653866+0.0112519j 0.00403834+0.00387493j 0.0115734-0.000141003j -0.00805999+0.000162628j 
-0.00207182-0.00285352j -0.00456327-0.00228092j -0.0123785+0.0090781j -0.015883-0.00596625j 0.00154746-0.00459897j -0.0355157-0.000463252j 0.0424137-0.00430311j 0.0162357-0.00114252j -0.0185078+0.00137391j -0.0204459+0.00215737j -0.00441032-0.00128741j -0.0127203-0.0015449j -0.0172412+0.00297889j -0.00344339-0.00289952j -0.00956666-0.000994277j 0.00380111-0.00064459j -0.0257535-0.00457661j -0.00238852+0.00564798j -0.00831941+0.0112112j 0.0145773+0.0106582j 0.0407373-0.0109633j 0.0117991-0.000763641j 0.0116254+0.00346074j 0.0211452+0.0177105j -0.0265134+0.0113737j -0.0471664-0.0106783j -0.0246939-0.0050692j 0.000149147+0.0075381j -0.0118092-0.00451999j -0.0150671-0.014535j 0.00948885+0.0153229j -0.00663282-0.00822331j 0.039096-0.00973835j -0.00837935-0.0139858j 0.0111864+0.00737445j -0.00821116-0.0257476j 0.00848598-0.00996477j 0.0170599-0.0147319j 0.00293196-0.0137331j -0.0180946-0.00767172j 0.0212194+0.00572984j -0.00573827-0.00741145j -0.010997-0.012556j -0.00752706-0.00288307j -0.000166217-0.001348j -0.0010016-0.0167205j 0.0135004+0.000319622j -0.00204246-0.0191122j 0.00408661+0.00228433j 0.00458075+0.0117525j -0.00428524+0.00161081j 0.00861467+0.0221127j 0.00316533-0.0312949j -0.00780997+0.0206798j -0.000841365-0.0128176j 0.00474281-0.00619108j -0.0033625+0.0140703j -0.0111742+0.00732243j -0.00302057-0.0173867j 0.0038306+0.00722534j -0.0236384+0.00354109j -0.00371625+0.000288987j -0.0117407+0.00600223j 0.00240071-7.10151e-05j -0.00150809-0.00164807j -0.00557873-0.00303623j -0.00307405-0.000519818j -0.00222355+0.00791529j -0.00298411-0.00256138j -0.00201817-0.000904947j 
-0.00181115-0.00115984j -0.00135312+6.00212e-05j 0.00820217+6.99415e-05j 0.0059569+0.000248564j -0.0135945+0.00137264j -0.00901119+0.00119871j 0.0113463+0.00039118j 0.00143688-0.00215396j -0.00249817-0.00243793j -0.00154754+0.000538125j 0.0151318-0.000510893j -0.00286351-0.00230714j -0.0135741-0.000133165j 0.00704089-0.00171054j -0.00941418+0.00114022j 0.00603495+0.00178504j -0.00216137+0.00419058j -0.0107554-0.0035409j 0.00827915+0.0011929j 0.0227147-0.00528318j -0.00560291-0.00369559j 0.0283763+0.00420322j 0.00457719-0.0215816j 0.017896+0.000217192j -0.00192903+0.0212301j -0.00299369-0.00644702j 0.0100125+0.000406947j -0.00115174-0.0108525j 0.00660568-0.0158338j 0.00915917-0.00402109j 0.00599885-0.00991348j 0.0139468-0.00826798j 0.0174701+0.00456524j -0.0116569+0.0133619j 0.00333945+0.00988775j 0.00282045-0.00783996j -0.00137518-0.0110115j 0.000570012-0.00295088j 0.00202567+0.000827034j -0.0100782-0.00510824j 0.0054776+0.0085725j 0.0123275+0.0049092j -0.0002668-0.00138561j 0.00988962+0.00110649j 0.00146353-0.0199333j -0.00324434+0.0255061j -0.00303809+0.00465996j -0.000147978+0.0866186j 0.00301467+0.0244428j -0.00167833-0.0470391j -0.00417283-0.0020185j 0.000993663-0.0265594j 0.00126723+0.00861456j 0.00266021-0.0468903j -0.00466766+0.00481389j -0.00231943-0.015896j 0.000803076-0.0103961j -0.000288204+0.00836563j -0.00275461-0.0246249j 0.0049301+0.0159005j -0.0108107-0.00192119j -0.00139886-0.000334004j 0.00591072+0.00705982j -0.000940239-0.00474055j -0.00028601+0.00236693j -0.00662178-0.0027043j -0.000151305-0.00842673j -0.00252233+0.0011167j -0.0108592-0.000572754j 0.00193298-0.000490246j 
0.00411752-0.000382785j 0.000367232+0.00115614j 0.00900093-0.00150768j 0.0283526-0.00193105j -0.0184923+0.00547862j -0.0131269-0.00120523j -0.0175184-0.00492726j -0.00472346-0.00108642j -0.0262824-0.00477452j 0.00238986+0.00143902j 0.016337+0.000722594j 0.00765877+0.00123005j 0.0027011+1.14729e-05j 0.00157977-0.00407261j 0.00696197-0.000227329j -0.00277344+0.00279828j 0.00917657+0.0143168j -0.0139846-0.00381766j -0.0301172+0.00898772j 0.0318488-0.0180599j 0.0432729-0.000665109j 0.045088+0.00624236j -0.00328378-0.0257366j -0.0415064-0.0150369j 0.0227938+0.0124056j -0.00631316-0.00520404j 0.0546899-0.00136976j 0.00132269+0.00362734j -0.00458218-0.0130458j -0.00164505-0.0110463j 0.0214312-0.0026789j 0.0193461-0.00944205j -0.00318857+0.00683414j -0.00472196+0.015259j 0.00833611+0.00598746j -7.9488e-05-0.00152519j 0.0115636-0.00191154j -0.0111558+0.00324648j 0.00534489-0.012196j -0.0120963+0.00573022j 0.000418071+0.00670865j 0.0133307+0.00468818j -0.0168349+0.00439161j 0.015715+0.00624361j -0.0162906+0.0317855j -0.00317013+0.00404976j -0.0266982-0.0110107j -0.00148945-0.0673913j 0.00561794-0.00127471j 0.0105041-0.00235438j -0.00321747+0.00265558j 0.000509386+0.00159165j 0.00228946-0.0100114j -0.00276422-0.00147725j -0.00540717-0.00616239j 0.000181812+0.00726859j 0.00138634+0.0131871j 0.00967957-0.00968751j 0.00416666+0.0295722j 0.00349192-0.0107522j -0.00138365+0.00213067j -0.000207482+0.000820898j 0.000214424+0.00593278j -0.000641229+0.00385795j 0.00166823-0.00317599j 0.0104749+0.000953974j 0.00715724+0.00207499j 0.00526181+0.00629142j 0.00624475+0.00149794j -0.00331996-0.000493909j 
-0.00319339+0.00227754j 0.00488013-0.000711545j 0.00823678+0.00254468j 0.00186537+0.00318161j -0.00949006-0.00397351j 0.00276084+0.00228377j 0.00658078-0.00161317j -0.00465897-0.000888699j -0.0212231-0.00126422j 0.00319713-0.00116957j 0.040027+0.000355968j -0.000761462-0.00097206j -0.00460528+0.00255574j -0.0209547-0.000908287j -0.00277216+0.00056844j 0.00585388-0.000771789j 0.0103701+0.00490522j 0.00643396+0.00696749j 0.0105789-0.00194864j 0.00207777+0.00453807j 0.0462964-0.00195642j 0.0181137-0.0152773j 0.00333871+0.0148737j -0.0210144+0.0129798j 0.0296605-0.00195501j 0.0218191+7.86063e-05j 0.0587199-0.00491392j -0.0103154+0.0242335j -0.00191494-0.00202964j 0.00301944-0.00321658j 0.0113874+0.0144343j 0.0525353+0.00796741j -0.0176772-0.0118577j 0.00147543-0.0225128j -0.0280632-0.000569759j -0.014557-0.00157088j 0.013769+0.00465606j -0.00241609-8.33101e-05j 0.000707008-0.00453883j 0.00596988-0.00682746j 0.0189817-0.00100288j -0.00448063-0.00272122j -0.0130099+0.00380105j -2.41102e-05+0.0031406j -0.00426733+0.00191358j -0.00366006+0.00822417j -0.0115612+0.00272246j -0.000794409+0.0421641j 0.00356901-0.0432784j 0.00969557-0.0136314j -0.0022308-0.00210279j 0.0061446+0.00546133j 0.00178391+0.0620516j -0.00662484+0.00308668j -0.00380735+0.00370465j -0.00933817+0.00367666j 0.00369245-0.00692738j 0.00605927+0.0122266j -0.000686955+0.00398792j 0.00306789-0.0106563j 0.00297595+0.00629014j 0.0024796+0.00259768j -0.0010559-0.00101249j 0.000183235-0.00830008j -0.000153585+0.0100004j 0.0150571-0.00111445j -0.00916399+0.00204116j 0.0130474+0.00471366j 0.0221449-1.32056e-05j -0.0106607-2.64692e-05j 
0.00102711+0.00378672j 0.000843109+0.00326584j 0.00565713-0.00223354j -0.00293331+0.00384955j -0.00692249+0.000586361j -0.0149153+0.000475616j -0.0329788+0.0010323j -0.011593-0.00157102j 0.0112151-0.0029917j 0.00809349+0.00300869j 0.0162653-0.000617066j -0.00944221+0.000672345j 0.030767-0.000745129j -0.00772636-0.00321604j -0.00048556+1.07092e-05j -0.0163238-0.00095926j -0.00217173+0.00131275j 0.0150014-0.0164142j 0.0045259+0.00550544j 0.00721843+0.00925203j -0.0145072-0.0236825j 0.0352486+0.0150481j 0.00328061-0.00606162j 0.068791-0.00285182j -0.0345225+0.00737879j -0.00828991-0.00646076j -0.0167154+0.016606j -0.00647686+0.000965604j -0.0260103-0.00906829j 0.0131965-0.00167025j -0.0203291-0.00251559j 0.00652565+0.0196308j -0.0120151-0.0110827j 0.0224268-0.00161908j -0.0379253-0.00478166j -0.0247919-0.00962604j -0.00597164+0.0119306j 0.00581524-0.0125396j 0.00519979+0.00693325j -0.00983225-0.00689094j -0.0157727-0.00801393j 0.00584072+0.0085947j 0.0105033+0.00059725j 0.0194265+0.00358641j -0.0046667-0.00637963j -0.000415272+0.00724736j 0.00814498-0.00513768j 0.00370893+0.0248103j -0.00354199+0.00845927j -0.00633665+0.0401525j -0.0037715+0.000276349j 0.00394431+0.000571488j -0.00644964-0.0231732j 2.24748e-05+0.0199167j -0.000491529+0.00987852j 0.00407212+0.0360384j -0.00493005+0.00649667j -0.00109133-0.00332294j -0.000243984+0.0164979j 0.000331252-0.00797232j 0.00843951+0.000883077j 0.00232935+0.000348608j 0.00319653-0.00236093j 0.000132831-0.00306561j -0.00159357+0.000164005j -0.0135169-0.000765825j -0.00605745+0.000796692j 0.00862722+0.00205746j -0.0015403-0.000262846j 0.00240036-0.000236755j 
3.45353e-05+0.000967957j -0.00223933+0.000999663j 0.00583456-0.000937591j 0.011677+0.0069368j -0.00506568-0.00147879j 0.00423194-0.000744428j 0.000497831+0.0021443j -0.00263607+0.000661833j 0.0086054-0.00399059j -1.26912e-05-0.00130471j -0.0309208+0.00387193j 0.00882363-0.000494004j -0.000202081+0.0027771j 0.0130267-0.000415263j 0.00880654+0.00264911j -0.0231947-0.000892963j 0.0109497+0.0110527j 0.0141995-0.0189581j -0.0076949+0.00294423j 0.0417117+0.0172604j 0.023171-0.00353391j 0.0314778-0.0236891j 0.0152948+0.00731945j -0.0370027-0.0122034j 0.00713103-0.0219379j -0.0295333-0.0117081j -0.00554662+0.0211974j 0.0110161-0.00907416j -0.00802855-0.00412573j 0.000138895+0.0137774j 0.0137466+0.0123851j -0.0347647+0.000829114j 0.00612117-0.0300926j -0.00874174-0.00489781j 0.0377515-0.00704495j 0.023052+0.0056897j -0.00375573-0.00522085j 0.00761493+0.00150631j 0.000524691-0.0040752j -0.0381302+0.0117945j -0.0336457+0.00344562j 0.0130374+0.00830987j -0.00347259-0.00224106j 0.0159625-0.00318874j -0.000318642-0.0121245j -0.00378067+0.00746374j -0.021771-0.00116026j -3.59493e-06+0.0196546j -0.00266786-0.0124332j -0.00323378-0.00169963j 0.00772496-0.00114642j 0.00462016+0.0040606j 0.000519794+0.0116212j -0.00405088+0.00549411j 0.00241863+0.000441392j -0.00089927-0.00199116j 0.00170966-0.00687945j -0.000872453+0.00318801j 0.0032296-0.0199682j 0.006773+0.0159826j -0.0120419-0.00240971j -0.00456797+0.000245329j 0.0110174+0.0129315j -0.00230733-0.00402385j 0.00115553+0.00275507j -0.00637144-6.80313e-05j 0.00794025-0.00474301j -0.00576735+0.0060185j -0.0140971+0.00234002j 0.00651845-0.00083309j 
-0.0059726+0.00493148j 0.0072693+0.00155343j 0.0214508+0.00106466j -0.0170948+0.00205341j 0.0291773-0.0052541j -0.0118542+0.00280552j 0.0223589+0.00210025j -0.00303845-0.000984459j -0.00688326+0.000719838j -0.00375566-0.000518035j 0.00212119-0.00112466j -0.0177151-0.000694331j 0.00537869-0.000851302j -0.035993-0.000660381j -0.00141929+1.02546e-05j 0.00352829-0.000598091j 0.022037+0.00109239j -0.0259262-0.00202511j 0.0723048+0.0166593j 0.0429387-0.0018982j 0.0443884+0.0112681j 0.00204166-0.0025205j -0.017539-0.00190574j -0.0265753-0.00824674j 0.0119098+0.00725042j 0.0295215+0.00991182j 0.0173205+0.0084573j 0.00963665-0.00825177j -0.00511016+0.0106261j 0.0196009+0.0132369j -0.0126289+0.00456623j 0.00806223-0.00582814j -0.0103368+0.0063935j 0.000342181+0.00405879j -0.00119193+0.000183914j -0.0128592+0.00918327j 0.021775+0.00127063j -0.0115326+0.0147748j 0.0131303-0.00230729j 0.00741073+0.00756899j 0.00523457+0.00794924j 0.00377398+0.0050552j -0.000605793+0.00137101j 0.000545308-0.00475764j 0.0136894-0.0421607j -0.00764513+0.00393889j 0.00117289+0.00257577j -8.14811e-06-0.0117178j 0.00189123+0.0215914j -0.00132771+0.0228063j 0.00358677+0.000367477j 0.00388892-0.00722786j 0.0138521-0.0229112j -0.00770929-0.00294145j -0.00530538+0.00134538j -0.00782345+0.0245256j 0.000303998-0.000156798j -0.0182029+0.0393095j 0.00754587-0.0256393j 0.011998-0.0149674j 0.0122737+0.0101023j 0.00902683+0.00813438j 0.0161429+0.00719369j -0.00254007+0.000393498j -0.000661105-0.00293113j 0.0148157-0.00194501j -0.0228296+0.00788433j 0.0543779+0.00986502j 0.0527139+0.000507525j -0.0194153+0.000362097j 
0.0066859+0.00327277j 0.00310985+0.00202692j -0.0146685-0.00610564j -0.0149211+0.00672552j 0.0124202-0.00141468j -0.00043028-0.000853875j 0.0168146+0.00156486j 0.00503203-0.00165468j -0.0117957-0.00148355j 0.00170849-0.000411129j -0.00882953+0.00342846j -0.00909475+0.00246569j 0.0134141-0.00295998j -0.0181962-0.0020172j 0.00153906+0.00456918j -0.0273043+0.00261756j 0.00253616-0.00713948j 0.059191-0.000401403j -0.027994+0.000791975j 0.0646642-0.00352127j -0.0797906+0.00261685j 0.0456085+0.00786235j -0.0293291-0.000630919j -0.0332305+0.00712007j 0.0138956+0.00106941j -0.00305511+0.000163652j 0.0662443-0.0027302j -0.00989295+0.00360261j -0.00267889-0.00228411j 0.0137788-0.000997826j 0.0147298-0.00480931j 0.0249215+0.00290252j -0.0232319+0.00903233j -0.000539041-0.00351505j 0.00686544+0.00787366j 0.00820753-0.000268698j 0.0128656+0.00633719j 0.0205677+0.000105888j -0.00747303+0.00798302j -0.0177406+0.0026935j -0.0154667+0.0034185j 0.00879518-0.0116438j -0.00725397-0.00651506j -0.000857296-0.0169365j -0.00346338-0.0132216j 0.00261326-0.0344706j 0.0106209-0.00110126j 0.00201188+0.00745653j 0.00233581+0.0156092j 0.0018227+0.0180027j -0.000841177-9.06286e-05j 0.00767259-0.0108699j -0.0118998+0.0101005j 0.00433516-0.00215645j 0.0192426+0.00602907j -0.00217128-0.0183588j 0.00330804+0.00256113j 0.0104673-0.0129361j -0.0108033+0.00885643j 0.00059536-0.00615996j 0.012639-0.0080171j 0.00224006-0.00547932j 0.00732888-0.0146025j -0.00184233+0.000394812j 0.00175191+0.00298607j -0.0147976+0.00831382j 0.0223387+0.00817597j -0.0264228-0.0116451j -0.00759054+0.00337592j 0.0277294+0.000722575j 
-0.00140561-0.00175325j 0.00508683-0.00174923j -0.00633537+0.00958064j -0.0290135-0.00687594j 0.0258177-0.000200176j 0.0533996-0.00148634j 0.0226286-0.000913679j -0.00108829-0.000840979j 0.0267674+0.00128131j 0.01358-0.000310847j 0.0110707-0.00352925j 0.00704134-0.00339688j -0.00560875-2.48134e-05j -0.0040507+0.000956185j 0.0111024-0.00215047j -0.0162893+0.000654677j -0.00577473+0.000554755j -0.0352233+0.00405697j 0.00785274+0.000989133j 0.00267005-0.00529652j -0.013954-0.00493447j 0.0605567+0.00476676j 0.0348283-0.000722776j 0.0310296-0.00781126j -0.000967586-0.0111159j -0.0401577-0.00824988j 0.0181519-0.0048553j -0.0249145-0.00625546j -0.0209536+0.00214538j 0.00431319+0.00190181j 0.0109431+0.00123793j 0.0142499-0.000985896j -0.0156958+0.00949468j 0.00659437+0.0102233j -0.0162346-0.00618058j 0.0016432+0.00508169j -0.00835335-0.00119047j 0.0332822-0.0107121j -0.015387-0.00589198j 0.0123358-0.0063953j -0.00476098+0.0021229j -0.0114466-0.00425027j 0.00103009-0.0027715j -0.00134776+0.00897698j -0.00523694+0.00595753j -0.00691332+0.0176153j -0.00407284+0.0015107j -0.00230113-0.041205j 0.00526504-0.0201345j 0.00690472-0.0320351j -0.00078879+0.000460965j 0.0023352+0.0116836j 0.00248878+0.00663751j -0.00409394-0.00572498j -0.00670514-0.00906551j -0.00121072-0.0033957j 0.00323564-0.0123358j 0.00201123+0.0288325j 0.00260884-0.0184611j 0.0113692-0.000861407j -0.0141702+0.0122134j -0.00507674+0.00541853j -0.0108115+0.0109651j 0.00246814+0.00204614j -0.00241912-0.000692901j 0.0114719-0.00446632j -0.0211943+0.00010679j 0.0182244+0.0131726j 0.00505602-0.00207558j -0.0218536-0.000805896j 
-0.00509491-0.00173911j 0.0141241-0.00149249j -1.20337e-05+0.00584067j -0.0227048-0.00371849j 0.00177999-0.00226093j 0.0398154+0.000784776j -0.037644-0.00122241j -0.0219668-0.0021943j 0.00734128+0.00110743j 0.0163032-0.000529339j 0.00468944-0.000913082j 0.0194577+0.00142902j 0.00905002-0.00191777j -0.0114003+0.000680536j 0.0194548-0.00155195j 0.0253557+0.000964218j 0.00911006+0.00104325j -3.06455e-05+0.00821149j -0.0261609+0.00671322j 0.00110402-0.00590949j 0.0402688+0.0149448j -0.0201592-0.0116074j -0.00228793+0.00437136j -0.00151781-0.00680684j -0.0291891+0.000126117j -0.047497-0.00181398j 0.0082791-0.016327j -0.00432773+0.0154006j -0.00383437-0.00758755j -0.0161516-0.00773292j 0.0264999-0.0065615j 0.0109451-0.00645744j 0.0438921+0.00459838j -0.00942458-0.00596554j 0.00473398+0.0118906j 0.0103132+0.0124978j -0.00973402+0.000786251j 0.00268454+0.00712456j -0.0157242-0.0103867j -0.0155319+0.00817676j 0.0265686+0.0150113j -0.00273495-0.00967641j -0.00728434-0.00605636j -0.00871235-0.00440993j -0.00639996-0.00730081j 0.0112091-0.0175185j -0.013874-0.00248209j 0.00138261+0.0533625j 0.00494749+0.0214817j 0.00909205+0.0329382j -0.000798027-0.00211277j 0.000249441+0.0121141j 0.000826257-0.0390432j -0.00348609+0.0163321j 0.01371-0.00936684j 0.000294821+0.00888044j -0.00467019+0.0238556j -0.00558279+0.000822547j 0.00268916-0.00605082j 0.00873243+0.00230657j -0.014997+0.000173392j -0.00694418+0.000764577j -0.00641306+0.00393734j 0.000911387-0.00404216j 0.000563159+0.00383288j 0.0126133-0.000357497j 0.00102858+0.00684173j 4.71957e-05+0.00925839j 0.00624737-0.000222056j -0.00691873-0.000374706j 
-0.0133666+0.000707509j -0.00310242-0.00119588j 0.0188798+0.00566414j -0.0154359+0.00401791j 0.0235109+0.00270491j -0.0312111-0.00431947j -0.0190293-0.000133575j 0.00493269+0.00221627j 0.00334456+0.00355818j -0.00674352+0.00151878j -0.00798651-3.91446e-05j -0.019759+0.00493898j 0.025988-0.00150354j -0.00308076-0.000701511j -0.000977284-0.00173888j 0.00155512-0.00302168j 0.00855551+0.00939651j -0.0153529+0.0117214j 0.0108321-0.0244921j 0.0518263-0.00267886j -0.00926264+0.00347196j 0.0233165-0.0134666j -0.00190912-0.00358679j -0.00209692+0.0105365j 0.0161006-0.0112104j 0.0111586-0.00174466j 0.0118376-0.00704299j 0.00338164+0.00193252j 0.0173877-0.0015121j 0.0266701+0.010011j -0.031916-0.00844844j 0.00881604-0.0058506j -0.0127211+0.00590093j -0.000489494+0.00223763j 0.0172554-0.00387691j 0.00791661-0.0064623j 0.00301255-0.00499243j -0.00282817+0.00245818j -0.0235413-0.00178007j -0.00378019-0.00345141j 0.000803491-0.0142549j -7.49921e-05+0.00479275j -0.0047448+0.00724124j 0.0020613+0.011879j -0.00875387+0.0481057j 0.000620149-0.00629392j -0.00315473+0.00219528j 0.00275539+0.0447615j 0.00652367-0.00658426j 0.0102892-0.0227555j 0.00171428-0.00271706j 0.00181064+0.0268166j 0.0134509-0.0387719j -0.0101918+0.0203466j -0.0185275-0.0201458j -0.00479883-0.02215j -0.00664125+0.0187652j 0.00682627-0.0231961j 0.0208057+0.0367805j -0.00180445-0.0116092j 0.00461066+0.00857999j -0.000113847+0.00297569j 0.0029638+0.00552141j 0.000773648-0.00509963j -0.00274551-0.0019084j 0.00372192-0.00307837j -0.0237432-0.00791905j 0.0179018+0.00219732j 0.0070961-0.000740897j -0.0134582-0.000290698j 
