0.101123+0.0595101j 0.167472+0.122301j 0.200141+0.281181j 0.116658+0.191829j 0.155611-0.204765j 0.302946-0.392415j -0.0623472-0.290203j 0.160477-0.0250439j -0.131373-0.291412j -0.328782-0.548419j -0.492786+0.016539j -0.00956719-0.546087j 0.937898-0.0265569j -1.71258+0.777952j -0.73419-2.26783j 0.082027-0.187404j 0.148294-0.190901j 0.0874867-0.437054j 0.120675-0.272859j 0.444712-0.30366j -0.620397+0.406077j -0.0572041-0.115663j -0.186497-0.521784j 0.358477-0.0292715j -0.299888-0.384964j 0.522465+0.374397j -0.312651-0.0475724j -0.400033+0.00638191j 0.591954-0.220984j -0.18356+0.116303j 0.519562-0.00311126j 0.143707-0.183028j 0.152909-0.596614j -1.06207-0.40884j 0.94235-1.14931j -1.5795-3.06407j 2.3719-1.44543j 0.13692+0.0286929j 0.0255901+0.0761047j 0.124088-0.22734j -0.0302005-0.266175j -0.0240921+0.0364215j 0.0373862-0.0057507j -0.367716-0.244471j 0.0276247-0.00526021j 0.328455-0.182576j -0.135328+0.145214j 0.252499+0.0250323j 0.329828+0.377188j 0.0245237-0.143012j 0.495934-0.0630088j -0.348447+0.462523j -0.14313-0.3434j 0.191987+0.381561j 0.106366-0.469876j -0.160323+0.0296176j 0.246992+0.111565j -0.288597-0.137468j -0.0135072+0.698331j -0.238402-0.491239j 0.133276-0.194307j -0.659829-0.587301j 0.150385-0.231895j -0.639953-0.428218j 0.0223234+0.0530876j -0.684973-0.0123207j -0.562529-0.0313635j 0.250698-0.0191866j 0.453136-0.0233726j 0.523918-0.557906j -0.227681+0.211283j 0.0572602-0.188295j -0.255503+0.755585j 0.182675-0.149702j -0.289946+0.278847j -0.0724885-0.692555j -0.451987-0.00390192j -0.0495333-0.13919j 0.259449+0.739042j 0.0640788+0.211167j 0.157762+0.222268j 0.206518-0.0237905j 0.314993+0.488323j -0.300039-0.314593j 0.11981-0.207669j 0.629576-0.0559734j 0.88151+0.2801j -0.468751+0.448203j 0.359662-1.72853j -0.589801+0.281905j -1.6121-1.23361j -0.973497+1.16947j 3.49424-0.323179j -1.15356+0.0183099j 0.194679+4.11428j 
-0.545132+0.182944j -0.16472+0.0950626j 0.423884+0.178844j 0.363499+0.269279j -0.560342-0.05183j -0.70369-0.267306j -0.690497-0.0659083j -1.10531-1.95654j 0.466701+0.391409j -0.193475-0.243506j 0.906876-1.78138j -0.429003-1.33291j 2.14517-0.55593j -0.0753773-1.16378j 0.836773-2.07071j 0.340315+0.316131j 0.396839+0.127272j -0.0108892-0.153162j 0.280529-0.0611883j -0.207877-0.128323j 0.0928809-0.0718268j 0.131361+0.269281j -0.0327417+0.437781j 0.712556-1.20668j -0.0791282+0.443298j 0.370114-0.433516j -0.0719751+0.543579j -0.31038+0.922215j -1.80193+0.939267j -0.407313+0.337763j 1.16725+0.346006j 0.764332-0.235435j 1.32703-0.132516j -1.42077+1.51307j 0.00133724-0.376487j 1.1526+0.583631j 0.83838+0.16843j -0.0142956+0.12817j 0.0635415+0.435109j 0.0420046+0.0526413j -0.185381-0.265172j -0.18281+0.346062j 0.0735622-0.101686j 0.0671811-1.18693j 0.139733-0.155087j -0.431588-0.0837813j 0.247523-0.181162j -0.548891+1.46857j -0.00430136-0.10774j 0.175175+0.525611j -0.239875+0.492587j 0.745521-2.35206j -0.159461+0.850081j 0.517541-1.96831j -0.180764+1.1197j -0.200595-0.205274j 0.432635-0.763945j 0.0336291-0.10071j -0.100842-0.311746j -0.984135+2.49644j -0.434575+0.486239j -0.377786+0.393841j -0.394743+0.16962j -0.970681+2.83748j 0.212345-0.0518546j -0.19316+1.45561j -0.665916+3.00383j 0.0504617-0.702681j 0.421267-2.41084j 0.25422-1.22501j 0.317548+0.678907j -1.00835-0.583462j -0.461053+1.31222j 0.326422-1.44036j -0.678192+1.67943j 0.476227-0.594989j 0.0225207+1.30538j 0.324049-1.07685j 0.2005+0.162536j 0.329242-1.12621j -0.44532+1.74752j -1.85256+2.7693j 0.0536871+1.20408j -0.402844+1.14769j -0.200847+0.471952j 0.0926334-0.652269j 1.0208+0.934524j 0.355986-0.784575j -0.0144825-1.66118j 0.0165441+0.581786j 0.563914+0.127973j -0.770025-0.0387623j 0.757625-0.12968j -0.594992+0.272843j 0.183901+0.00172764j 
-0.0128983+0.024673j 0.0466236+0.0526765j -0.0588773-0.04658j 0.244014-0.327413j -0.179007+0.0364381j -0.168071-0.280526j -0.276263+0.128277j 0.828916+0.193995j -0.805967+1.04788j 0.561709-1.13812j 0.242954-2.05428j -0.282806+0.610545j -1.36753-1.59937j -1.55893+0.67715j 0.363322+0.592866j 0.0363214+0.00473303j 0.0440112-0.0624284j -0.0409481+0.0412582j -0.256292+0.0611644j -0.132015-0.349294j -0.00596314+0.470313j 0.0242906-0.148976j 0.167908-0.572594j 0.304631+0.579711j -0.365518-0.538218j -0.795904+0.840763j 0.0760696+0.226441j -0.047675-0.451325j -0.506275+1.56746j 0.0305484-0.615774j -1.10758-0.434326j 3.10633+0.502421j -1.822+1.09267j -0.494796-0.0585745j 0.0112501-0.943605j 0.573963-0.108504j -0.13696-0.12934j -0.0062993-0.162365j 0.0813545-0.0221297j 0.0177312-0.286277j -0.0174422+0.0771244j -0.0933013-0.814926j 0.017274-0.0265414j 0.189547+3.18009j -0.140319+0.78525j 0.279489-0.977869j -0.0878593+1.28461j -0.196589-4.06988j 0.132387-0.661623j 0.363187-1.2212j -0.245778-0.266889j 0.453933+7.14084j 0.89559-1.90912j -0.243809+6.07961j 0.0728501-3.07979j 0.359496+0.904202j -0.497301+2.0776j -0.128469-0.16699j -0.103898+0.916591j -0.510626-7.01469j 0.367964-0.877807j 0.190906-2.10419j -0.907169+0.232534j 0.243301-7.41104j -0.0551882+0.54321j 0.948084-5.14405j -0.335143-4.89058j 0.0896556+1.29905j 0.255936+3.61875j -0.699002+6.1417j -0.616213-0.428439j -0.794806-0.658074j 0.760032-6.81646j 0.308135-2.2425j -0.289568-4.7949j -0.518746+2.84551j 0.676478-1.59807j 0.0713852+0.00144724j 0.45311-2.90769j -0.178737-2.01856j 1.10206-1.26588j 0.0306204-6.10843j 0.980363-3.30962j -0.184882-0.711266j -0.0667363-2.74712j -0.523052+2.37985j 1.21767-0.797087j 0.361533+1.2154j 0.590324+1.49942j 0.902506-2.56945j -0.33154+1.17812j -0.459695+0.231995j 0.261638+0.432072j -0.0739602+0.21468j 0.0657594-0.224162j 
-0.164098-0.41216j -0.39067-0.315967j 0.331811-1.25925j 0.595252+0.240933j -0.685537-1.37169j -1.19939-0.642118j 0.253965-0.392826j 1.12781-0.725109j 0.819599+0.283614j 0.687732+0.454561j -0.761532+1.7967j 0.107489-1.4519j 1.35213+0.114883j 0.275765+0.114432j -1.23037-0.534793j -0.242954+0.261752j -0.0236754+0.538591j -0.203992+0.418861j -0.366557-0.389802j -0.374978-0.358464j 0.448023-0.0499514j -0.495249+0.257617j -0.942656+1.61108j 0.880585-0.577449j 0.1689+1.16737j 0.745945-2.42887j 0.25885+0.501599j -1.07151+0.302582j 0.236088-2.18416j -0.222848+0.100418j 1.26739-1.19184j 1.10134-2.01046j -0.883426-2.13152j 0.868822+0.0341157j 1.38392-0.602586j -0.663896-0.133502j 0.831253+0.230781j -0.0397714+0.383281j -0.245622+0.245912j -0.0152582+0.83381j -0.406381-0.379503j 0.518283+2.48433j -0.658981-0.258782j -0.679513-9.44893j -0.0597921-1.63803j -1.37655+2.39355j -0.961186-2.82953j 0.299905+11.6831j 0.486145+1.86957j -1.98783+4.23931j -0.824356+0.390491j -1.34496-20.5827j -3.34895+6.08947j 0.797748-17.9805j 0.193509+8.74589j -0.0246456-2.63415j 2.12264-6.14631j -0.393709+0.67103j 0.31863-3.40681j 1.55867+20.3932j -0.0854547+2.90287j -0.682227+5.45323j 2.73947-0.641769j -1.46369+22.1924j -0.36222-0.702256j -2.77344+14.9574j 2.13375+15.3197j 0.587211-4.40413j -2.7742-11.4611j 2.45562-17.6321j 0.718893+3.85422j 0.724395+0.91447j -3.58402+19.0126j 1.09879+0.374153j 0.41736+6.91726j 1.21613-6.81761j -1.27432+5.86266j 1.83945-5.66688j -0.800739+9.41905j 0.564947+10.2814j -0.49246+5.0154j -1.2321+18.5537j -3.01668+7.26311j -1.28951-1.95271j -1.1403+8.1672j 1.34422-6.98436j -1.17765-0.221056j 0.694431-2.14751j 1.35679-4.00602j -1.00741+6.1821j 0.476899-2.17791j -0.320458-1.59701j 0.0590449-0.544419j -0.0536495-1.0851j 0.0910573+0.706701j 
-0.37984+0.461355j -0.0782478-0.735308j 0.33347+0.152868j 0.420387+0.0706807j 0.182115-0.275239j 1.37059-0.117804j -0.390272+0.295199j -0.101498+0.105265j 0.863667-0.310084j 0.984676-1.01779j 0.164774+2.37494j -2.28307+0.636055j -0.797632+0.0332324j -0.378093-0.830677j -0.16882+0.735757j 0.477145+0.0125186j -0.213766+0.514086j -0.360544-0.141197j -0.302677-0.223423j 0.0364354-0.417948j -0.697346+0.188595j -0.16092-0.429917j -0.0867715-1.20102j -0.19337+0.503232j 1.12583-1.28179j -0.946987+1.76791j -0.0871404-0.574072j 1.0607+0.718593j -0.970168+1.24586j -0.0361095-0.603863j 1.23154+2.19325j 0.782388-0.27402j -1.36892+0.536569j 0.326984-0.42082j -0.836846+0.995928j -0.238697-0.148963j -0.249474-0.208471j -0.043003-0.109634j 0.511057-0.387445j 0.332972-0.511944j -0.376303-0.318176j -0.175991-1.19251j 0.41417-0.514228j 0.314161+5.46276j -0.108165+1.31813j 0.674139-1.32053j -0.125775+2.27608j -0.256174-6.6337j -0.0919681-0.816837j 0.835232-2.20965j 0.397403-0.716881j 0.51296+12.0848j 1.70881-2.91132j -0.0224758+10.6459j -0.19881-4.32228j 0.0296352+0.961912j -1.49919+3.06361j 0.351565-1.27632j -0.276357+1.84147j -0.0915316-11.6674j 0.196715-2.03807j 0.506631-3.54833j -1.90836+0.361353j -0.596399-12.6709j 0.234586-0.316942j 2.43004-8.17456j 0.86856-8.7104j -0.864904+3.27632j 1.03656+5.32472j -0.367602+10.0981j -0.190958-3.44704j 0.516121-0.763252j 2.04641-11.6676j -1.3049+0.191152j -0.140511-4.94781j -0.501145+3.24767j -0.0111831-3.19795j -1.05284+2.84155j -0.0164634-4.8935j 0.539411-6.49137j -1.22893-0.61675j 0.583121-10.4896j 1.01647-3.40862j -0.00692303+1.79715j 1.04178-4.94484j -0.431977+3.10347j 0.227642-2.11557j -0.198694+1.25715j -0.544353+3.25093j 0.327195-4.10273j -0.0509494+0.715188j -0.139376+1.57811j 0.0492614+0.300226j -0.20276+0.162961j -0.00644312-0.36708j 
0.0281411-0.140454j -0.332451-0.666742j 0.694831+0.524409j -0.969648+0.453242j 0.634627-0.416569j -0.492095+0.038828j 0.19705+0.380157j 0.49091-0.728921j 0.92402+1.11885j 1.55792-0.341273j -1.56702+0.345464j -1.64742+0.866006j -1.9717-0.348095j 0.275498+1.82391j 1.52926-0.880257j -0.0681955+0.107847j -0.205988+0.533639j -0.0980242-0.547613j 0.787345+0.174844j 0.206967+1.51533j 0.263595-1.27227j -0.306315+0.528415j -1.13055+2.67584j 0.501749-1.24404j 0.514796+3.60561j 0.519103-1.46149j -0.333605+1.82366j -0.552425+1.11337j 0.181816-1.08982j -0.865772+1.61794j 0.843531-2.85751j -1.44354-0.612743j 0.13219-1.98785j -0.670234+0.52362j 0.0522475-0.988933j -0.285777-0.488097j -0.129519+0.513624j 0.0348112+0.742412j -0.2719-0.0441123j -0.0370476+1.18809j -0.00876184-0.462843j 0.355011+3.38741j 0.315021+0.210937j -0.777584-12.8774j 0.460876-2.8581j -0.964161+3.94675j 0.0403877-4.60572j 0.712506+16.3756j 0.0523584+2.50623j -1.60686+5.13018j -0.0905956+0.964589j -1.83376-28.5467j -3.34447+8.09752j 0.8563-24.4315j -0.275259+11.6972j -0.205909-3.78153j 1.69395-8.65143j -0.0598094+1.20782j -1.07045-5.83592j 1.01102+28.2667j 0.123156+4.30976j -1.70957+5.96105j 2.7359-1.07985j 0.0768612+30.1006j -1.1415-1.43276j -3.58878+20.5525j 3.78983+21.575j 1.0861-5.60165j -2.20177-15.8267j 4.02472-23.4227j -0.429691+4.55811j 0.0576326+1.02464j -2.84223+26.0636j 0.210786+1.2592j 2.02178+10.0535j 0.408559-9.8759j -0.853972+8.32576j 2.19032-7.02298j -2.16433+12.61j 2.04358+15.5496j 3.15401+4.68631j -2.34818+23.163j -3.15788+11.4644j -0.653316-2.42085j -2.48882+12.5235j 0.813965-10.2627j -1.96559-1.10306j 0.686821-3.22j 1.2333-5.27012j -1.61546+8.57729j 0.999441-2.71994j -0.296128-2.31853j -0.0196809-1.39624j 0.293093-0.448969j -0.233046+0.679515j 
-0.593035-0.100986j 0.44236-0.513812j -1.12669+0.633613j 0.276316+1.67427j -0.300573-0.591677j -0.704868+0.404629j 1.30008-0.826578j 0.265099+0.93964j -0.042657-0.4272j -2.00505-1.63952j -0.847378-0.421367j -0.814895+0.650194j -0.423209-2.14773j -0.129269-0.625499j 0.752051+0.974902j 0.306915+0.525137j -0.296871+0.435851j 0.283816-0.355652j -0.041122-0.468201j -0.718+0.21811j -0.118297-1.07183j -0.056366-0.606895j 0.641616+0.00873613j 1.29771+0.443116j 0.105805-0.0171005j 0.197164+0.240664j 0.394983-0.648474j -0.417004-1.25483j 0.744041+0.743021j -0.148427-0.290576j 0.502333-0.947343j 0.545582+0.119818j -0.165742-0.807419j -0.460263-0.132476j -0.0109984-0.057011j 0.141069+1.73415j 0.17552+0.0591161j -0.0603986+0.191784j 0.377137-0.00382309j 0.255186-0.0212261j -0.0971361-0.509417j -0.151905-0.0391646j 0.360017-0.155287j 0.272832+1.01819j -0.0431726+0.396956j 0.22126+0.152109j -0.248742+0.639215j -0.2687-1.40947j 0.117703-0.204552j 0.0247992+0.0353524j -0.0137932+0.0753718j 1.30824+1.71605j 1.31484-0.664036j -0.699233+1.98019j -0.236839-0.849803j -0.0512149-0.860551j -0.0421467+0.415641j 0.464997-0.268606j 0.409477-0.417826j -0.0842598-1.4323j -0.0535062-1.13065j 0.522781-1.36307j 0.267831+0.176844j 0.666388-2.86715j 0.129614+0.287125j -0.548259-1.50687j -0.522622-1.53027j 0.0858166+0.25442j -0.406894+1.67743j -0.306213+2.04193j -2.33326-0.111815j 1.54732+0.607689j -0.393098-1.65155j 0.410106+0.136784j 0.0308503-1.28462j -1.49295+0.64394j -0.78959-1.19794j 0.141462+0.360968j 0.137905-0.48813j -0.620338-1.48022j -0.527328-0.0817821j -0.350749-1.99771j 1.1404+0.130361j 0.775695+0.970804j 0.391139-0.666552j -0.26975+0.317472j 0.740452-0.330353j -0.492752-0.255751j -1.68683-0.119427j -0.402609-0.993785j -0.590132+0.225661j 1.71564+0.473543j -0.559576+0.471622j -0.296803-0.262143j 0.000511109-0.0348765j 
-0.572459+0.126429j 0.124223+0.0591124j 0.0229049-1.09552j 0.952535-0.423455j 0.53516-1.4951j -0.454104+0.529152j -1.17491-2.45392j 0.510727-0.990312j 0.0719682-0.380589j 0.91593-1.14717j 1.59842-0.796035j -0.313572+0.697754j -0.264128-0.602263j -1.10672-0.709512j -1.13493-0.370095j 0.449534+0.213605j 0.197704-0.080167j -0.450222+0.70542j -0.394368-0.208333j 0.15482-2.46515j 0.421098+1.38269j 0.130034-1.69338j 0.320832-4.44758j 0.262997-0.22744j 0.428203-1.93256j -1.72047+3.10098j 0.810718-0.835807j 0.781046-1.57942j 0.0159129+2.88385j -0.667249-2.73642j -0.573614+2.63528j -1.65825+2.05021j -0.920938+2.39256j -0.630183+0.12854j -0.861272+1.3385j 0.203062-0.214241j 0.355306-0.0377322j -0.0612767-0.711195j 0.691402+0.084271j 0.235075-1.40346j -0.353474+0.00360127j -0.355116-3.70076j 0.0814342-1.13051j 0.728833+15.0306j -0.202866+3.22665j 0.74929-4.94122j 0.366928+5.63799j -0.466158-19.2282j -0.51464-3.18j 1.33323-5.92575j 0.490579-0.429551j 1.75507+33.7802j 3.12074-8.72057j -0.704337+29.5156j -1.01823-14.2134j -0.257325+3.64451j -2.17916+8.62861j 1.69209-0.795572j 0.577438+6.46083j -3.13011-31.6171j -0.479607-5.61414j 1.90483-7.45444j -4.93928+0.921232j 1.32808-36.4589j 0.503763+2.21767j 4.17474-23.1161j -2.19814-25.6524j -0.665508+6.31135j 1.64076+18.0042j -3.20897+27.5345j -0.143038-5.27381j -0.596372-2.76235j 2.78272-31.1485j 0.74647-0.392838j -2.40652-12.9301j -0.706518+11.7805j 0.947779-8.90185j -2.14182+8.38398j 2.87596-13.7453j -3.01685-17.7955j -0.540688-4.57537j 3.4247-28.2179j 2.80614-11.9097j -0.192362+1.14253j 1.30532-14.5703j -0.915552+10.8895j 2.5412+0.226716j -0.208924+4.28121j -2.08401+6.12037j 1.53973-10.4687j -0.313377+2.879j -0.168151+3.35817j -0.05995+1.54089j 0.0319103+0.0961091j 0.144026-0.632275j 
-0.471514+0.47046j 0.433457-0.315051j 1.33305-0.284323j 1.63254+0.170643j -0.754587+0.618206j -0.300368+0.060171j 0.927883+2.15794j 0.235324+0.999537j -0.0436857+0.157064j -0.969533-2.06451j -0.245496-0.325241j 0.338361+1.27587j 0.432777-0.134475j -1.03462-0.666001j -0.549648-0.688912j 0.658285-0.0365038j 0.0807983-0.200635j -0.717133+0.0949179j -0.231621-0.901154j -0.113179-1.20026j 0.14827+1.33473j -0.118618+0.0117275j 0.439448-0.546933j 0.317047-0.90598j -0.0471112-1.02556j -0.965449+1.755j 0.50159-1.15632j 1.07617-1.99244j 0.339354+0.214964j -0.0772337-2.34251j -0.353888+1.08884j -0.840235+0.548859j 0.0460571+0.798055j 1.51928-0.578876j -0.630013-0.204629j 0.521638-0.689324j 0.3424-0.390079j 0.0112825-0.328819j 0.726013+3.53525e-05j 0.154648-0.742657j -0.423319+0.0671995j -0.178314-1.79662j 0.149734-0.990447j 0.38964+7.66745j -0.261996+1.6422j 0.521916-2.41385j -0.0595726+2.85541j -0.239269-9.99972j -0.0714481-1.48555j 0.479322-2.96356j 0.0402019-0.505693j 1.61849+18.4108j 2.48653-3.93012j -0.0357048+13.2986j -0.839228-7.01981j -1.09092+2.1642j -2.34229+5.97495j 0.954107+0.257937j 0.485551+3.02741j -0.946627-17.0953j -1.12629-3.28095j 1.03233-3.72843j -1.81045+0.263255j 0.61025-18.3143j 0.615577+0.45685j 1.66923-12.3642j -1.10434-11.2638j -0.771323+3.6776j 1.67096+9.31649j -1.73465+15.7345j -0.451076-2.91518j 0.757569-1.49291j 2.00679-15.778j -1.58456-1.27335j -1.24289-6.66037j -0.72189+5.84483j 0.0509279-4.44719j -2.04046+3.77812j 0.666335-7.60594j -1.78239-8.9159j 0.245333-2.80904j 0.498996-14.6317j 3.55587-6.15815j 1.54567+1.3234j 0.911888-7.27265j -1.21017+5.65089j 1.35772-0.394657j -0.733461+1.94769j 0.669507+2.952j 1.56297-5.75471j -0.274159+1.43477j -1.05365+2.23301j 0.345933+0.384551j -0.162057+0.272975j 0.165678-0.50472j 
-0.198288-0.0167927j -0.201374+0.119778j 0.647099-0.184979j 0.0428462+0.882584j 0.703885+0.364462j -0.488767+0.930256j -1.44437-0.212898j -1.48099-0.191229j 0.626884-0.400618j -1.56705+0.253933j -0.292096-0.886417j -0.985731-1.38197j -0.118646+1.19106j 0.668834-0.284675j -0.0665214-0.723962j 0.176487+0.0987956j 0.290279-0.0574558j -0.392116+0.0796213j 0.168437-0.540542j 0.572698-0.822044j 0.65956+0.76186j 0.388926-0.586353j -0.10101-1.80164j -0.78696-0.000900579j 1.1087-2.06828j 0.582576+1.44678j -0.0517194+0.674314j -0.155058-2.4369j -0.576133+1.5049j -0.219487-2.47956j 0.167388+1.97232j 1.6737+0.449474j -0.84471+2.66854j -0.0951716-0.850844j -0.592774+1.09385j -0.0486961-0.0276511j 0.103383+0.114747j -0.0285907-0.556424j 0.220827+0.0845224j 0.175014-1.00453j -0.236593-0.139986j -0.368931-2.86963j 0.150995-0.716853j 0.974434+11.4075j -0.0146781+2.03832j 1.32745-3.45713j 0.90439+3.46298j -0.723193-14.6424j -0.249078-2.29126j 1.70751-4.50994j 0.0787021-0.386591j 2.40246+25.9643j 3.33336-6.29052j -0.241399+21.8005j -0.90208-9.90548j -0.472804+3.49194j -2.27741+7.20257j 1.41149-1.35877j 0.173895+6.05026j -3.68122-25.1473j -0.801282-3.84033j 0.83159-4.46677j -4.24077-0.306136j 1.69067-27.3335j -0.355114+1.1348j 2.67353-17.3485j -2.2558-18.496j 0.377143+5.11934j 1.92127+14.9917j -2.266+21.8854j -0.686981-4.75803j 0.0404816-2.45119j 2.25938-22.5965j -0.214043-0.0144894j -2.15651-8.33482j -0.803226+8.42163j 0.522866-6.52491j -1.84494+7.17228j 1.79116-10.9244j -1.9559-13.8814j -1.69164-5.66237j 1.44353-22.0459j 2.97796-8.04138j 0.175133+0.566399j 2.11519-10.0466j -1.2588+7.99744j 0.423572+0.00629732j -0.268254+3.29124j -0.676097+4.35017j 0.792577-7.95208j -0.294559+2.15812j -0.131194+2.67391j -0.148243+0.969011j 0.102655+0.307991j 0.0328579-0.498283j 
-0.408663-0.877536j -0.17964+0.349333j 0.805597-0.952854j -1.03386+0.701538j -0.0692557+0.602091j -0.820413+0.228234j -1.41818+0.101269j 0.221876+0.549721j -1.14247-0.767721j -0.941774-0.427384j 0.760222+0.667723j -0.0771867+0.22793j 0.555762+0.041208j 0.625483+1.77452j -0.336457-1.30642j -0.112613+0.709374j 0.00814283+0.0998362j -0.984878+0.767776j 0.118434-0.0830508j 0.44476-1.42115j 0.400635+1.18839j 0.513211-0.158672j 0.563935-1.24778j 0.48478+1.81497j 0.412714-1.29923j -0.414422+2.16592j -0.744511-1.3026j 0.0798697-0.413076j 0.42131+1.16756j -1.07425+0.207875j -0.702372+1.9735j -0.697906+0.362268j -0.755173+1.93758j -0.678975+0.289785j -0.545653-0.0923232j -0.318154-0.299192j 0.295522+0.591689j -0.166611-0.496784j 0.275561+0.466072j 0.270574-0.764328j -0.291728-0.396294j -0.145578-2.18562j 0.0871457-1.03198j 0.337743+9.15727j -0.275331+2.0482j 0.0829511-3.46976j 0.223212+3.15026j -0.643761-11.5558j 0.49326-2.10492j 1.03942-4.32649j -1.14476-0.628373j 1.65875+20.6826j 2.27249-5.82241j 0.316137+17.4783j -0.571072-7.71616j 0.65189+2.26385j -2.10826+6.61105j 0.332991-1.21394j 0.450653+4.66588j -1.70571-19.9062j 0.607049-3.25226j 0.750899-4.18052j -1.99947+0.883312j 0.563441-22.349j 0.8363+0.447919j 1.31407-14.7041j -1.88303-15.192j -0.87033+4.43884j 3.49296+12.8182j -0.928718+17.9386j -2.00069-3.62652j 0.909147-1.37584j 2.74284-17.7694j -0.620621-1.325j -3.06089-7.3057j -1.33988+6.81751j 0.00846918-5.65973j -2.52182+4.80008j 1.77357-9.22003j -1.8281-11.2595j -1.01075-2.97563j 1.45626-16.9161j 2.57879-7.70691j -0.80377+0.533447j 1.22393-8.88284j -0.894885+6.7534j 0.714148-0.306851j 0.335439+2.38551j -0.347801+2.73537j 0.89941-7.1993j -0.0406141+1.99226j -0.547856+2.47581j -0.180042+1.02002j 0.427487-0.321138j 0.031831-0.243896j 
-0.0368103-0.219179j 0.8439+0.885276j 0.111382-1.08685j -0.0981735-0.415439j 0.107978-1.61471j 0.621543+0.7869j 0.306758-0.343645j -1.39624+0.73163j -1.2579+1.79655j 0.496771-0.552352j -1.67864-0.00377225j -1.5037+0.958133j 0.326364+0.258421j -0.65023-1.09606j -0.260076-0.220394j -0.0901491+0.0371209j -0.114491-0.776815j -0.133525+0.704622j 0.227115+0.0576315j -0.152433-0.899196j -0.0443752-0.0585836j -0.278093-0.422896j 0.526168-0.133851j -0.710985+0.117987j -0.925363+1.26608j 0.618979+0.306641j -1.01518-1.0559j -0.591872+0.189257j -0.659425+0.0311771j 0.103453-0.0998832j -0.204635+0.926986j 0.177538-0.45056j 0.506741-0.590963j -0.440299+0.405258j -0.577163+0.100299j 0.453543+0.0138682j 0.05119+0.0159611j -0.0167907-0.111939j 0.0837516+0.341098j -0.185857+0.0314362j 0.510316+0.543025j 0.0820727+0.0857689j 0.00348808-0.326635j -0.409909+0.00791699j -0.0769029+0.064428j -0.68251-0.25988j -0.14071-0.0569876j 0.182274+0.02416j -0.0320452-0.156526j -0.261402-0.259451j 0.133731+0.150641j -0.168502-0.359661j 0.207428-0.245517j 0.0339073+0.0724606j -0.20535-1.04405j 0.0447441+0.626256j -0.462202-0.611934j 0.0372144+1.28308j 0.768694+0.0858399j 1.32713+0.0583209j -0.153201+0.642578j 0.63917+0.681072j 0.788045-0.867657j -0.685841-1.27053j -2.26704-0.274876j 0.490968+1.40068j 0.12737+1.1766j 2.14393+0.275721j -0.880162+0.985735j -0.402237+0.752826j -0.00455051-0.149346j 0.371421-0.0902966j -0.344275+0.821188j -1.22482+0.830353j -0.268393-0.638653j -0.215607+0.0942579j 0.0932415+0.0944728j -0.502304+0.195376j -0.29113+0.709806j 1.30582+1.8395j -0.984506-0.221458j -0.286422-0.775156j -0.543478+0.0187908j 0.478907-0.38685j 0.102287+0.108234j 0.564392-0.367285j 0.999256-0.513226j -0.299682+0.0920428j -0.47477-0.68308j 0.280029-0.677586j 0.196026+0.348217j -0.0389092-0.0210161j -0.0173375-0.0563169j 0.213244+0.169524j -0.0395213-0.0553453j 
0.04295-0.318147j 0.116245+0.0477522j 0.54947-0.142136j -0.540986-0.12475j -0.313673-0.263251j -0.436653-0.146834j 0.457866+0.271465j 0.0608188+1.34142j 1.2842-2.34277j -0.115283+1.95275j 0.54512+0.108311j -1.45874+1.25383j 1.15573-0.436074j -0.71553+0.213809j 0.303016-0.682559j -0.128534+0.318127j 0.280651+0.0421127j -0.229127-0.0330255j 0.396159+0.157461j 0.121829-1.24854j 0.961847+1.30228j 0.141865-0.328162j 0.836427-1.72154j 0.334651+0.48717j 0.415299-1.42303j -0.241834+2.0833j 1.07423-2.60533j 0.219298+0.4596j -0.925139+1.03741j 0.981265-0.668071j 0.293601+1.18073j 1.02329+1.58337j -0.826277+0.852099j -0.0677028+0.0983633j -0.0326475+0.391504j 0.195252-0.172666j 0.0599334+0.273747j -0.0983473-0.488212j 0.0735866+0.32709j 0.0999267-0.873933j -0.0750797-0.190372j -0.388978-2.32813j 0.345701-0.708157j 0.852084+9.78807j 0.174025+1.76334j 0.757798-2.90685j 1.07529+3.1291j -0.567233-12.4207j -0.0438596-2.01803j 1.2461-3.89002j -0.456786-0.420807j 2.00352+22.428j 2.52356-5.22132j 0.0605397+17.9169j -2.08339-9.18607j -0.433896+2.74949j -2.40522+6.30603j 1.97119+0.211168j -0.868916+4.92502j -0.894132-20.5117j -0.250757-3.37343j -0.205818-3.80726j -2.0197+0.768609j -0.244857-23.8105j 1.02875+1.05093j 1.68271-14.9271j -2.13785-15.7575j -1.12218+4.20539j 3.0881+11.1881j -1.54118+18.1298j -0.245089-3.57812j 0.0988118-1.11639j 2.29925-19.9814j 1.00269+0.66378j -0.618751-6.68911j -0.259143+7.2297j 0.0048526-6.13454j -0.745171+6.75853j 1.64914-9.5328j -4.3068-10.8764j -0.7274-4.34803j 2.04447-19.4366j 2.62093-6.91634j 0.301994+0.404308j 1.06028-8.68581j -0.757323+6.58735j 1.65678-0.371405j -0.0777554+2.83931j -0.331579+3.84454j 1.35711-7.13957j -0.373028+2.01535j -0.451206+2.1162j -0.0860007+0.937848j 0.287619+0.262789j 0.024432-0.403532j 
