-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
-1.09263e-15-0.000358019j -1.49578e-16+0.000333529j -4.36208e-17+0.000235969j -9.88015e-17+0.000393602j 6.94904e-17-0.000359484j 3.7511e-17-0.00011904j 3.03247e-18+5.42553e-05j 2.43241e-17-8.07351e-05j 7.40862e-17-0.000470369j 8.07516e-18-0.000177356j -2.54933e-17+0.000344422j 1.21249e-16-0.000670227j 2.04932e-17-7.03139e-05j -2.01415e-17+4.98822e-05j 1.11244e-16-0.000684137j 1.38969e-16-0.000619891j 1.08356e-16-0.000226465j 5.56758e-17-0.000141524j -2.50415e-17-9.68455e-05j 3.60253e-17-0.000138358j -1.43874e-17-3.12201e-05j -9.48261e-17+0.000349835j -1.01115e-16+0.000531248j -1.56241e-18+0.000136965j -3.12547e-17+0.00010504j -1.23127e-17-0.000366535j 7.15672e-18-8.26459e-05j 7.2832e-17-0.000112336j -1.84256e-17+8.04128e-05j 6.49502e-17+0.000203976j -8.61757e-17+9.50625e-05j -1.56974e-16+0.000660044j 8.31656e-16-4.55275e-05j -7.28552e-17+0.000524314j 1.16054e-17-0.000208805j -8.02968e-16-0.000113895j 4.7435e-17+0.000467582j -1.99314e-16+7.13808e-05j 3.69487e-16-0.000209654j 1.2503e-17-3.91907e-05j 4.9393e-17-0.000199881j 1.29807e-16-0.000130696j 4.66175e-17-0.000456726j 1.10822e-16-0.000400052j 1.13646e-17+1.01973e-05j -2.47175e-16+0.000484754j -6.39676e-17+0.000170217j 6.2367e-18-0.000174189j 3.2592e-17-8.05339e-05j 5.63884e-16+0.000512905j 1.5722e-16-8.56391e-05j -1.19035e-17+6.55398e-05j -1.77069e-17+0.000591003j 1.15208e-16-0.000241761j 3.58435e-17-0.000112021j -5.43971e-17+0.000332941j -1.72111e-15-0.000192136j -2.72368e-17+0.000140414j -4.28983e-17+0.00041836j -5.5793e-17+0.000512831j 2.19463e-17-2.99134e-05j -1.56334e-17+0.000238137j -1.43769e-17-6.70722e-05j 1.30834e-16-0.000733495j 3.68077e-17-6.92509e-05j 1.59254e-16-0.00069886j 1.40602e-16-0.000388374j -7.11007e-17-0.000127108j 8.05139e-17-0.00046061j -3.13946e-17+8.2172e-05j -3.55751e-17+0.000333701j 2.0444e-17-0.0001136j 1.70677e-18-8.13613e-05j -9.96775e-17+0.000398797j -2.1433e-17+0.000212694j 1.53363e-17+0.00016536j -7.90984e-16-0.000518391j 
5.8647e-15+0.00174342j 2.93669e-16-0.000911324j -7.75076e-17-0.000502058j -8.58306e-17-0.000905788j 9.3456e-17+0.000563151j -1.76973e-17-0.000595473j -7.86139e-17-0.000688809j 5.09373e-17+0.000429302j 1.42166e-16+0.000989093j 1.29615e-16+0.000503778j -7.72493e-17-0.000655217j 1.19502e-16+0.0012271j 8.07821e-17+0.000146123j 3.04812e-17+3.56157e-06j 1.06812e-16+0.00134871j 1.25956e-16+0.00129806j 1.05976e-16-0.000380116j 9.67931e-17-0.000122273j 4.77871e-18+0.000244826j 5.62192e-17+0.000437421j 1.39415e-16+0.000125032j 2.09695e-17-0.000657772j -4.62011e-17-0.00143543j -1.89142e-16-0.000933431j 4.7371e-17-0.000242071j 2.2e-16+0.000932646j 1.62793e-16-0.000458354j -1.67727e-16+0.000607695j -8.09887e-17-0.00103092j 9.87177e-18-7.44732e-05j 1.47373e-16-1.73079e-05j -3.45418e-16-0.00127307j 4.21184e-15-0.000491714j -9.0729e-17-0.000285299j 1.69124e-16-6.08873e-06j -1.37401e-15-0.000144004j -3.85671e-16-0.000914253j 3.18597e-16-0.000209732j -5.92446e-16+0.000393317j -6.09732e-18+3.63143e-05j -4.26863e-17+0.00032649j 9.93301e-17-0.000198449j 1.40812e-16+0.000603842j 9.44923e-17+9.44057e-05j 5.1887e-17+0.000136946j 2.56952e-16-0.00155476j 9.2824e-17-0.000497594j 3.02308e-17+0.000531561j -5.59599e-17-0.00038935j -1.1904e-15-0.000700637j -3.47056e-16-0.000644077j -1.32885e-16-0.000307865j -3.44483e-16-0.00134917j -3.33741e-16+0.00119136j -3.57821e-17+0.000485258j -4.36677e-18-0.000698844j 4.1553e-15+0.000447845j -2.13251e-17-0.000109728j -1.20854e-16-0.000728296j -1.94608e-16-0.000839069j -7.32251e-17+0.000897718j 8.14735e-19-0.00048626j 9.39581e-18+9.55478e-05j 1.39002e-16+0.0013232j 4.55748e-18+4.49005e-05j 3.72541e-17+0.00130659j -4.19916e-17+0.000741821j 3.36124e-16+0.000443316j 1.58158e-16+0.000978732j -7.60867e-19+0.000125729j -1.87947e-16-0.00120739j -3.92485e-17-0.000592497j 4.27792e-17+4.94844e-05j -8.11783e-17-0.000611445j -1.00709e-16-0.000443809j -2.61704e-16-4.87094e-05j 3.57129e-15+0.00203876j 
-1.46748e-15-0.000314767j 2.37579e-16+0.000224901j 3.40157e-16+0.000355584j 3.33437e-16+0.000249994j -3.88059e-16-0.000389058j -1.06947e-17-0.00012235j 3.01193e-16+0.000287447j -1.73731e-16-0.000147425j -6.0124e-16-0.000602568j -2.91056e-16-0.000251138j 1.97176e-16+0.000147107j -4.98726e-16-0.000488243j -2.37377e-16-0.000268j 7.76848e-17+0.000166638j -4.56368e-16-0.000326439j -4.87367e-16-0.00045222j 7.80497e-18-0.000113881j -2.05753e-16-0.000337792j -8.95056e-17-6.56391e-05j -2.2183e-16-0.000208771j -1.45224e-16-7.7089e-05j 6.02248e-17+1.61771e-05j 4.75504e-16+0.000360792j 3.43046e-16+0.000275622j -1.00385e-16-0.000212426j -3.75764e-16-0.000226324j -1.74404e-16-0.000279961j -1.66234e-16-0.000284105j 2.04837e-16+2.03322e-05j 9.05695e-17-1.96313e-05j -3.89464e-16-0.000391826j 6.81757e-16+0.000671133j 1.07722e-15-8.10313e-05j 4.21705e-16+0.000446768j -1.32547e-16-0.000185678j 8.06181e-16+7.78902e-05j 5.16197e-16+0.000357253j -6.34465e-17+4.17485e-05j 4.89774e-17-0.000162462j -4.27005e-17-6.09726e-05j -5.32311e-17-3.55027e-05j 7.29525e-18+0.0001067j -2.67011e-16-0.000232786j -3.90558e-16-0.000542238j -3.04368e-16-0.00039369j 4.19778e-16+0.000418673j 2.11446e-16+0.000217554j -8.81959e-17+4.03838e-05j 4.46307e-17+2.14629e-05j 8.57493e-16+0.0003781j 8.1675e-17-0.000126654j 1.89959e-16+0.000175425j 5.71976e-16+0.000381761j -2.51919e-16-0.000342058j -2.7945e-16-0.000360427j 5.90416e-17+2.13191e-06j -1.06501e-15-0.000103395j 6.14295e-17+7.20323e-05j 3.59316e-16+0.00029827j 5.83569e-16+0.000540318j -1.25581e-16-1.09196e-05j 5.57522e-17+5.38506e-05j 2.34129e-17+0.000123596j -5.79233e-16-0.000507626j -5.30816e-18-7.24104e-06j -4.45988e-16-0.000415418j -2.69946e-16-0.000312881j -2.78193e-16-0.000152497j -6.36356e-16-0.000651144j 2.33666e-17+5.11534e-05j 4.9812e-16+0.000391541j 3.90789e-17-4.61165e-05j -1.72332e-16-0.000214931j 3.331e-16+0.000294597j 3.24122e-16+0.000310641j 1.59283e-16+0.000103409j -1.31159e-15-0.000429332j 
3.6764e-15+0.00112026j 1.32651e-16-0.000916773j -6.80555e-17-0.000488417j -1.35108e-16-0.00111445j 1.20125e-16+0.00063808j 5.85825e-17-0.000125728j -7.36594e-18-0.000463257j 3.9279e-17+0.000544896j 1.26871e-16+0.000765103j 1.21674e-16+0.000492166j -7.72069e-17-0.000280256j 1.94797e-16+0.00121258j 7.58274e-17+0.000555632j 3.30872e-17-2.55458e-05j 1.69156e-16+0.000815757j 1.82653e-16+0.00148338j 8.69031e-17-3.33735e-05j 3.1221e-17+7.16286e-05j 5.87191e-17-7.63356e-05j 3.84375e-17+0.000523487j 1.32769e-16+0.000160698j -4.60159e-17-0.00073873j -6.94303e-17-0.000741741j -9.47022e-17-0.000678613j 6.43645e-18+0.000180303j 1.95015e-16+0.00050658j 1.57542e-16+0.000230405j -1.88917e-16+0.000722777j -9.20266e-17-0.000809775j 8.2016e-18+0.000307152j 1.18462e-16+0.000349046j 1.17375e-16-0.00101169j -5.37319e-15+0.000506335j -2.31021e-16-0.000321902j 3.35233e-17+0.000271795j 6.47778e-16+9.46528e-05j -5.92043e-16-0.00127372j 5.44459e-16-0.000227411j -1.01173e-15+0.000735025j -1.76937e-16+0.000237816j 6.12304e-17-0.000153461j 2.41067e-16-0.000237133j 1.02227e-16+0.000495988j 1.85771e-16+0.00061129j -4.33661e-17+0.000308801j 2.17967e-16-0.00184419j -1.12241e-17-1.55299e-06j 1.16814e-17+4.90053e-05j 5.47442e-17+0.000142497j -9.86917e-16-0.0005755j -1.82548e-16-0.000399297j -1.07095e-16-0.000407339j -3.24814e-16-0.000770198j -3.51051e-16+0.000870645j -5.27306e-17+0.000757194j -5.57657e-17-0.000414805j 4.36074e-15+0.000468389j -7.01141e-17-0.000308739j -2.03862e-16-0.000788241j -2.17257e-16-0.000846425j -8.54627e-17+0.000588568j 2.6129e-17-5.48349e-05j 1.20788e-17-0.000289341j 2.10376e-16+0.00113537j 5.6542e-17+0.000454983j 1.17325e-16+0.00104368j -1.16704e-17+0.00090719j 1.84733e-16+0.000232885j 1.4315e-16+0.000955075j -4.77942e-17-0.00021594j -1.34678e-16-0.000883801j 3.30789e-17-0.000402376j 2.92109e-17+7.82445e-06j -1.52077e-16-0.000948026j -7.54511e-17-0.000351345j -2.56215e-16-0.000325394j 2.74994e-15+0.0015502j 
2.6843e-16+0.000180344j 2.54829e-16+4.82732e-05j 5.27059e-17+0.000283816j 2.36523e-16+9.12011e-05j -4.97713e-17-0.000398931j 2.5657e-16-0.00043366j 1.76297e-16-3.35153e-05j -1.50416e-16+6.42828e-05j -8.47245e-17-0.000541738j -1.08933e-16-0.000123683j 2.0033e-17+0.00023295j -3.94113e-17-0.000408051j -7.58321e-17-9.95239e-05j -1.24188e-16+0.0001457j -1.44463e-16-0.000449189j -1.6257e-16-0.000245226j 3.51366e-16-0.00047524j 2.14061e-16-0.000449881j 1.23691e-17-9.82547e-05j -1.08147e-16-5.36179e-05j -8.13132e-17-3.71668e-05j 5.94581e-17-3.28696e-05j 2.11869e-16+0.000302632j 2.18361e-16-8.37894e-05j 5.79844e-17-2.99063e-05j -1.80233e-16-0.000200214j 1.77128e-16-0.000374313j -1.50666e-16+4.46287e-05j 3.86566e-16-0.000407976j 8.27456e-17+0.000303657j -1.79532e-16-0.000132303j 1.06671e-16+0.000698555j 1.59007e-15-0.000126308j -1.4884e-16+0.000808743j 9.95959e-17-0.000268435j -2.52037e-16-5.16785e-05j 2.17319e-16+0.000168508j -1.45651e-18-1.27502e-05j -6.97472e-17-5.6063e-05j -9.33149e-17-1.23125e-05j 1.17816e-16-0.000195167j 2.84672e-16-0.00016467j -1.58344e-17-0.000393857j 2.16388e-16-0.000688367j -3.0659e-17-0.000180288j 4.08456e-16-9.08193e-05j 1.79179e-17+0.000296347j -1.42578e-16-2.53134e-05j 6.42543e-17-0.000142399j 6.04783e-16+0.00055283j 3.69445e-16-0.000509199j 4.31913e-17-1.33039e-06j 2.22617e-16+0.000420886j -3.02351e-16+3.95594e-05j -1.31776e-16-3.60078e-05j 1.81525e-17+1.73085e-05j -4.03181e-16-3.7231e-05j -1.02519e-17+8.6319e-05j 1.13049e-16+0.000281348j 9.95846e-17+0.000554543j -3.50096e-16+0.000379376j -5.10242e-17+0.000123394j -6.90616e-17-8.7548e-05j -1.23991e-16-0.000555256j -3.8928e-17+7.4961e-05j -4.03069e-17-0.000431487j -4.00311e-17-0.000195773j -1.28798e-16-8.22045e-05j -1.06013e-16-0.000511667j -3.97503e-17+0.000105036j 2.80736e-16+0.000124177j 2.70559e-16-0.000453847j 5.88804e-17-0.000251709j 1.33457e-16+0.000271786j 5.5332e-17+0.000278925j 6.2668e-18+0.000184916j -2.79973e-16+0.000103722j 
-8.70313e-16-0.000252763j 7.81089e-17+0.000247728j 1.93152e-16+0.000388937j 1.69166e-16+0.000265412j -2.70942e-16-0.000509403j -2.22162e-16-0.000164663j 3.08525e-17+0.000152334j -2.99076e-17-5.16322e-06j -3.57932e-16-0.000793884j -1.50785e-16-0.000222811j 2.0167e-16+0.00040473j -4.36104e-16-0.000495071j -1.26111e-16-3.46759e-05j 1.12402e-16+2.6448e-05j -3.19041e-16-0.00086917j -3.52409e-16-0.00036687j -1.53038e-16-0.00031039j -2.01924e-16-0.000349135j -7.68682e-17-0.000168268j -9.33929e-17-0.00011979j -7.07748e-17-0.000102555j 1.3036e-16-2.47285e-05j 1.98696e-16+0.000789826j 5.00555e-17+0.000153696j -1.17779e-16+0.000219846j -2.38018e-16-0.000493831j -2.73831e-16-7.29148e-05j -8.09293e-17+6.47913e-06j -1.40378e-16-0.000100927j 3.10333e-16+0.000437495j -2.10083e-16-7.40384e-05j 4.93775e-16+0.00109881j -1.23786e-15+0.000167056j 4.22514e-16+0.000860266j -4.21869e-16-7.83071e-05j 8.41283e-16+0.00010143j 3.66719e-16+0.00019042j -4.08518e-17+1.89749e-05j -4.49031e-19-7.61896e-05j -1.66084e-16+3.44959e-05j -3.43791e-17-0.000325365j -4.3724e-17-7.17919e-05j -3.58536e-16-0.000512581j -3.7747e-16-0.000530446j -1.45217e-16-0.00014958j 1.00437e-16+0.000133844j -1.44454e-16+0.000654193j -4.84064e-17-0.000302896j -1.19043e-16+6.53471e-05j 1.2419e-15+0.000750695j -1.02275e-17-0.000318988j 5.41056e-17+1.25724e-06j 3.5036e-16+0.000900126j -4.0263e-17-0.000260202j -1.59851e-16+6.66589e-06j 1.22943e-16+0.000110046j -1.08933e-15-0.000111696j 9.97627e-17+2.87962e-05j 2.91257e-16+0.000386595j 4.52202e-16+0.00071562j 1.36488e-16+0.000101047j 1.23467e-16+0.000217378j 3.11192e-17-0.000328545j -4.30754e-16-0.000852098j -3.52033e-17+0.000191707j -3.65195e-16-0.00064991j -2.16539e-16-0.000222082j -2.11443e-16-0.000227633j -3.76885e-16-0.000701227j 8.88062e-17-1.20383e-05j 1.70954e-16+0.000485393j -1.92181e-16-0.000271704j -1.36649e-16-0.000253574j 2.33538e-16+0.000363463j 2.01856e-16+0.000396145j 1.65054e-16+0.000171502j -7.96248e-16-0.000374912j 
-9.29359e-18-2.12852e-05j -3.45589e-17+2.29312e-05j -3.4132e-17+0.000484138j -2.93286e-17-6.8497e-05j 4.3163e-17-0.000595786j 4.12409e-17-8.96894e-05j -8.12654e-18+0.000185257j 2.06589e-18+0.000234273j 5.47142e-17-0.00112871j 1.95514e-18-0.000175804j -1.89111e-17+0.000551529j 1.38021e-16+6.0494e-05j 2.48812e-18+0.000276815j -3.90283e-17-0.000170215j 8.06435e-17-0.00126399j 9.25924e-17+0.000330461j 1.5301e-16-0.000374776j 6.59802e-17-0.000481966j 5.68636e-17-0.000316988j 5.53892e-19+4.22372e-05j -1.04784e-16-0.000200191j -4.80179e-17-0.00069288j -7.20806e-17+0.00129191j -8.16662e-18+7.00069e-05j -5.59914e-17+0.00072594j -3.16557e-17-0.000744878j -5.19751e-18+0.000268004j -1.14425e-16+0.000439621j -6.51868e-17-0.000368046j 3.91841e-16+0.00101579j -1.96155e-16-3.00867e-05j 3.00509e-16+0.00168525j -6.82051e-15+0.000774806j -2.05419e-16+0.00129279j -4.67203e-16+0.000339644j 4.05862e-15+0.000485662j -2.27771e-16-0.000548924j 2.19516e-16-9.43467e-05j -3.86956e-16+0.000285591j -3.88171e-16+0.000243284j 1.81556e-16-0.000653168j 6.96681e-17-5.41853e-05j -1.27174e-16-0.000577494j 2.18122e-16-0.000373294j -9.04588e-17-0.000125845j -5.55245e-17-0.000744048j -5.13831e-16+0.00158414j -1.27786e-16-0.000725348j -4.39974e-18+0.000399766j 1.21889e-15+0.00108795j 3.17424e-16-0.000634154j -7.10027e-17-0.000256081j 2.26932e-17+0.0014885j -8.27291e-17-0.000170104j -5.13035e-17+0.000530172j -6.34404e-17-0.000208772j 6.87869e-16+6.80017e-05j -4.8219e-17-0.000241606j -5.33719e-17+0.000203566j 3.76175e-17+0.000836763j -2.74393e-17+0.000274121j -4.11171e-17+0.000241454j -5.78469e-17-0.00103719j 9.44853e-17-0.000931013j 2.97255e-17+0.000747801j 1.38438e-16-0.000453909j 4.25643e-17+0.000268495j -2.30722e-16-0.000380205j 5.03779e-17-0.000804152j -1.9221e-17-0.000268948j 1.28634e-17+0.000652363j 2.83983e-17-0.000516249j 1.10501e-17-0.000441269j -4.29079e-17+0.000149107j 2.0349e-17+0.000589871j -4.20173e-18+0.000116947j 3.16519e-17-1.53558e-05j 
-2.43435e-15-0.000681979j 6.42986e-17+0.000532228j -3.81994e-17-5.52997e-05j 2.67319e-16+0.000665215j 2.85686e-17+6.17312e-05j 2.977e-16+0.000728065j 8.37288e-17+0.000290439j -1.51768e-16-0.000419173j 9.87101e-17+0.000196985j -4.60752e-17-0.000120323j -1.37867e-16-0.000249956j 1.99041e-16+0.000296057j -4.40927e-17-0.000190563j -2.67516e-16-0.00051814j -3.1387e-17-4.01617e-05j -6.67783e-17-0.000261824j 5.4464e-17+0.000615162j 1.85925e-16+0.000603777j 1.58457e-16+0.0003238j -6.11692e-17-0.000229522j -2.07606e-16-0.000200794j -5.16833e-18+0.000140643j 8.49407e-17+0.000209474j 2.13306e-16+0.000464802j 1.78398e-16+0.000277857j -3.74204e-18-9.17632e-05j 1.73539e-16+0.000490989j -2.98207e-17-0.000281827j 4.42989e-16+0.00111578j -3.16723e-16-0.000427919j 2.7516e-17-0.000117581j -1.54675e-16+2.5174e-05j 2.26362e-15-0.000237058j -3.23288e-16-0.00076698j 1.55089e-16+0.000563261j 1.91996e-15+0.000224848j 1.41002e-16+0.000282819j -2.28902e-16+0.000127254j 5.09034e-16-0.000417279j 1.24288e-16-9.45047e-05j 8.25336e-17+0.000454311j -2.21523e-16+0.000522293j 1.24941e-16+0.000260721j 2.04472e-16+0.000662907j 9.41603e-17+0.000110375j 1.50376e-16+0.00110579j 2.00282e-17+0.000111063j -9.99724e-17-0.000202249j 9.25837e-17+0.000115234j -1.65138e-16-0.000229466j 3.88527e-16+0.000857034j 6.74796e-17+0.000116821j 1.99527e-16+0.000198104j 3.33851e-17-0.000510496j 8.6446e-17-0.0001369j -8.93324e-17-0.000125148j -1.88734e-15-0.000194813j -2.56002e-17-3.25677e-05j -2.06998e-17+3.70243e-05j -1.01857e-16-0.000190136j -2.47506e-16-0.000883292j -2.72238e-16-0.000430022j -1.22304e-16-0.000163528j 2.3667e-17+3.33605e-05j -8.49541e-17-0.000248158j 1.2784e-16+0.000229522j 4.56983e-17-2.23947e-05j -6.85925e-17-6.46694e-05j 7.49571e-17+0.000101961j -2.64285e-17-4.65794e-05j 2.21539e-16+0.000507343j 3.32654e-16+0.000835978j 1.55956e-16+0.000354818j 1.61098e-16+0.000369736j -6.60427e-17-0.000108889j 1.57183e-16+9.40853e-05j -1.81729e-15-0.000893295j 
1.43371e-17-3.28093e-05j -8.1361e-17+0.000152823j -4.86632e-18+0.000161869j -9.59435e-17+0.000228771j -6.28119e-19-0.000289152j -1.13326e-16-0.000615355j -5.03234e-17-0.000168804j 6.02786e-17-1.56059e-05j -5.43607e-18-0.000250058j 1.51182e-18-0.000116377j 7.49568e-17+0.000301687j -1.0349e-16-0.00115504j 1.53471e-17-0.000213719j 7.07291e-17+0.000480735j -3.06823e-18-0.000238503j 2.75676e-17-0.000916612j 4.90304e-17-0.00053355j 6.96295e-18-0.000382179j -1.19427e-16-0.000129523j 4.03248e-17-0.000113809j 1.15071e-16+0.000155899j 8.49595e-18+0.000724773j -6.00847e-17-8.74983e-05j -9.09232e-17-0.000111943j -4.39831e-17-0.000468473j -6.33155e-17-4.45957e-05j -6.43165e-17-0.000659315j 1.5981e-16-0.0002596j -1.04547e-16-0.000389036j 7.91161e-17-3.31058e-05j -1.28936e-17+9.35107e-05j -2.33728e-16+0.000103692j 4.4159e-15-0.000441259j 2.18548e-16+0.000578697j 1.92557e-16-0.000831748j -4.29917e-15-0.000533168j 2.67972e-16+0.000818841j -2.54581e-16+7.43621e-05j 3.61526e-16-0.000241286j 1.31092e-16-0.000150922j -4.75349e-17-0.000150225j 2.47886e-16-0.000424229j -6.82924e-19-0.000490418j -8.11414e-17-0.000882317j 6.88741e-17-7.80679e-05j -1.75273e-16+0.000459629j 1.75531e-16-0.000641755j 7.57757e-17+0.000312904j -6.86655e-17-0.000431449j 3.48587e-16+0.000319031j -1.05821e-16-0.000353244j -6.31723e-18+0.000184703j -3.37164e-17-8.05356e-05j 1.3914e-16+4.80117e-05j 1.76115e-17-0.000420556j 6.11656e-17+0.000571921j -1.72454e-15-0.00019036j 4.22823e-17+0.000357317j 7.95506e-17+0.000482341j 3.14204e-17+0.000462908j 9.76821e-17+0.000378459j 1.21579e-16+0.000395896j 3.64843e-17+0.000583364j -1.79655e-17-0.000582737j 9.19475e-18-0.000364432j -2.35401e-17-0.000858794j 7.02943e-17-0.000697817j 5.07789e-17+5.85819e-05j 4.91532e-18-0.000374268j 1.9814e-17+0.000317745j -9.85872e-17-0.000153408j -1.2985e-16-0.000414259j -4.54747e-17-0.000127982j -5.45221e-17+0.000325127j 4.57034e-18+9.34295e-05j 2.80309e-18+0.00015684j -1.60764e-16-0.000158526j 
7.03196e-16+0.000233004j 6.25412e-17-0.000465716j 2.26139e-17+3.60069e-05j 2.6905e-17-0.000664221j -4.82513e-17+0.000157554j -1.04491e-16+0.00015977j -5.7242e-17+0.000254518j 2.14052e-17+0.000170958j -5.27314e-17-0.000101122j 6.68416e-18+5.94917e-05j 6.1137e-17-0.00018345j -1.56547e-16+0.000768605j 7.94834e-18+0.000130639j 8.29071e-17+5.82085e-05j -8.7605e-17+0.000419425j -1.18809e-16+0.000918596j -1.4152e-16+0.000252896j -9.57971e-17-0.000184296j 1.86746e-17-0.000119469j -2.02821e-17+0.000134555j 7.07243e-18-3.40204e-05j 1.3245e-16-0.000868544j 4.85408e-17-6.54453e-05j -5.00858e-17+4.94972e-05j -1.6894e-17-6.08941e-05j -8.45018e-18+0.000119341j -6.88245e-17+0.00015723j -2.32484e-17+0.000149736j -9.42777e-17-0.000287171j 1.1801e-16+8.06651e-05j 7.89656e-17-0.000393882j 3.78827e-16-3.74972e-05j -6.0061e-15+0.000601932j 6.04151e-17-0.000113293j -2.79872e-16+0.000344118j 3.7e-15+0.000473298j -1.76277e-16-0.000849461j 4.07689e-16-0.000141068j -7.16997e-16+0.00048524j -1.86683e-16+0.00016687j -3.79301e-17-6.9869e-05j -3.08055e-16+0.000245721j -1.35079e-16+0.000395016j -7.77118e-17+0.000240954j -4.13625e-17-0.000360435j 1.72751e-16-0.000952586j -2.09732e-16+0.000494868j -3.94328e-17+4.64172e-06j -6.17481e-17+0.000449982j -2.45878e-16-0.000219012j -1.34255e-16-0.000153329j 1.90669e-18-8.41935e-05j -1.90482e-17-0.000137483j -1.45758e-17+3.6857e-05j -2.20815e-17+0.000143983j 9.78699e-17-0.000555804j 2.83545e-15+0.000308111j 1.81432e-17-0.000326284j 1.98972e-17-0.000465287j 8.65516e-17-0.000195938j 4.84374e-17+0.000119426j 7.92152e-17-0.000121403j 4.22663e-17-0.000177666j -1.09507e-16+0.000553088j -2.16217e-17+0.000503768j -1.82088e-16+0.000660981j -1.63396e-16+0.000567356j -3.77856e-17-7.74117e-05j -5.76007e-17+1.02662e-05j 3.72504e-17-0.000293386j -2.73014e-17-2.098e-05j -9.57338e-17-1.26134e-05j -2.28781e-17-0.000224885j 4.1382e-17-0.000581179j 3.72183e-17+0.000101919j -3.16039e-17-0.000281973j 8.58706e-16+0.000496068j 
