-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
3.68303e-15+0.00106133j 2.13758e-16-0.000136556j -4.43377e-17-0.000361084j -5.28702e-18+9.16522e-05j 1.74906e-17+0.000142173j -9.53437e-17-0.00072301j -1.03174e-16-0.000854929j 4.41068e-17+0.000185341j 7.43683e-17+0.000706316j 6.78896e-17+0.000296343j 3.96068e-17-0.00013981j -9.58788e-17-8.7548e-05j 4.77539e-17+2.22682e-05j 2.77381e-17-5.03384e-05j -2.92256e-17+0.000281995j -4.49235e-17-0.000127667j 5.59531e-17-0.000716301j 9.8742e-17+3.59093e-05j -7.64475e-17+0.000251728j 5.62167e-17+0.000192966j 1.4574e-16+0.00013462j 1.11806e-16+0.000522887j -3.20795e-17-0.000818055j -1.69211e-16-0.000804136j 1.91995e-17-5.60774e-06j 8.49002e-17+0.000440706j 5.27946e-17-0.000528002j -1.21214e-16+0.000366541j -1.06991e-16-0.00056045j 3.95768e-17+4.2042e-05j 1.3223e-16+0.000535468j -5.47133e-16-0.000683679j 9.29729e-15-0.00098131j 1.22045e-16+0.00018049j 1.70052e-16-0.000447578j -5.62514e-15-0.000674181j 1.44166e-16+0.000289416j -1.97461e-16-2.10767e-06j 2.70081e-16-0.000236052j 1.31671e-16-0.00013676j -7.09904e-17+0.000180249j 3.28021e-16-0.00053669j 6.49962e-18-0.000167125j -7.28958e-17-0.000328411j 1.49719e-16+0.00056342j 8.72992e-17-0.000169849j 1.46674e-16-0.000795428j 6.49958e-17+0.000292326j -1.20512e-16-0.000816338j -1.91775e-16-7.02738e-05j -2.08684e-16-0.000449663j -1.07177e-16-0.000179414j -1.36149e-16-0.000634995j -2.16289e-16+0.000875563j -4.74411e-17+0.000288152j 1.10033e-16+0.000193976j -3.30367e-16-3.15774e-05j 7.38453e-17+0.000302812j 7.13009e-17+7.30102e-05j -6.20136e-17-0.000254417j 2.58743e-17+0.000638314j 8.53965e-17-0.000114035j 1.97131e-17+0.000155141j -3.51641e-17+0.000146686j -5.33551e-17-0.000476598j -8.37782e-17+3.49885e-05j -3.94427e-17-0.000126194j 2.81378e-16+0.000384241j 8.62151e-17+0.000618043j 4.93558e-17+0.000429849j -1.49407e-16-0.000841037j -1.03811e-16-0.00058032j 2.71656e-17+0.000236855j 1.92084e-17+0.000259838j -8.18429e-17-0.00037839j -8.72501e-17+0.000324735j 1.67821e-15+0.000971396j 
-3.26198e-15-0.000937907j -9.834e-17+0.000405499j 1.84583e-16+0.000751302j 1.1348e-16+0.000379468j -1.58491e-16-0.000514788j 1.61989e-16+0.000863901j 2.73318e-16+0.0013796j -1.39403e-16-0.000637397j -2.98557e-16-0.00112985j -2.01743e-16-0.000594725j -1.82494e-16-0.00050946j 2.44133e-16+0.000803205j -1.81085e-16-0.000757617j -9.83548e-17-0.000300939j -2.58226e-18+0.000155309j 8.20255e-17+0.00027145j 1.10224e-17+0.000917044j -1.66913e-16-0.000281197j 1.06467e-16+0.000238274j -1.4518e-16-0.000557433j -4.58914e-16-0.000542042j -3.62427e-16-0.00133341j 2.04461e-16+0.000721274j 3.37415e-16+0.0012184j -2.98659e-17-0.000277881j -1.14862e-16-0.000254295j -1.03106e-16+0.000121971j 7.80245e-17-0.000742076j 2.87004e-16+0.00101015j -6.58329e-17-0.000604268j -5.47126e-16-0.00184929j 4.44094e-16+0.00137298j -1.17105e-15+0.000176404j -8.8671e-17-0.000265851j -2.36794e-16+0.000946055j 1.05834e-14+0.00126151j -1.1264e-16-0.00025269j -1.83658e-17+1.83964e-05j 3.28063e-16-0.00020291j -3.60334e-17-3.57767e-05j 2.24371e-17+0.000621855j -9.46319e-16+0.00142573j 1.07038e-16+0.000602857j -2.46819e-17+4.00403e-06j -3.95869e-16-0.00138419j -1.23891e-16+0.000830429j -1.26875e-16+0.00139684j -1.48569e-16-4.10617e-05j 1.82657e-16+0.000805629j 2.80156e-16+8.98921e-05j 2.41513e-16+0.000539891j 1.93594e-16+0.00040449j 3.65168e-16+0.000687451j 2.63724e-16-0.00124565j 1.44563e-17-0.000764196j -3.69313e-16-0.00131366j 5.56246e-16+5.15667e-05j -1.48883e-16-0.00041033j -5.86776e-17-0.00011786j 2.70111e-16+0.000562048j -1.01815e-16-0.000922318j -4.07425e-16-0.000901835j -9.84553e-17-0.000208387j -2.76901e-17-2.8823e-06j 1.08985e-16+0.000401217j 1.66193e-16+0.000735864j 6.63958e-17+0.0002817j -4.20819e-16-0.000481882j -3.29841e-16-0.00123267j -7.72807e-17-0.000352614j 4.10237e-16+0.00140946j 1.89871e-16+0.000961113j -1.01559e-16-0.000349657j 1.04554e-16+0.000268729j 2.29636e-16+0.00067179j 1.61911e-16-1.93798e-05j -1.98792e-15-0.00107025j 
-1.47303e-15-0.000448305j -1.2711e-16-0.000246591j -5.10955e-17-0.000669101j -4.92798e-18-0.000442285j 2.98055e-17+0.00083706j -8.64745e-17+0.00022008j -1.16727e-16-0.000344085j 4.14712e-17+0.000158527j 1.00285e-16+0.0011491j 8.82457e-17+0.000336984j 3.9094e-17+0.000150431j -4.32002e-17-0.000623041j 3.58422e-17+0.000445066j -1.86392e-17+0.000480715j -8.57729e-18+0.000631615j -1.19163e-17-0.000316285j -2.61134e-16+0.000413702j -6.16945e-17+0.000644546j 4.47369e-17-0.000263724j 4.12436e-17+0.000244916j 2.604e-16+0.000502866j 8.80484e-17+0.0011283j -9.6603e-17-0.000766093j -1.10922e-16-0.000167095j 1.00921e-16-0.000359975j 5.90583e-17+0.000336898j -1.65196e-17+0.000349286j 2.14203e-16-0.00014813j -6.24195e-17+9.75482e-05j -3.37973e-16-0.000379936j 3.82974e-16+0.00104796j 1.66763e-16-0.00189403j -5.26059e-15+0.000439942j 1.52077e-16-0.00114114j 5.07066e-16-0.000570056j -5.90395e-15-0.000708173j 5.01898e-17+0.00029091j 9.02938e-17+6.06987e-05j -4.05924e-16+0.000264306j 1.81809e-16+4.57114e-06j 1.74244e-17-0.000231657j 4.78246e-16-0.000573522j 4.00002e-17+0.000189949j -1.16084e-16+0.000779178j 2.02709e-16+0.000670539j 6.47371e-17+4.60569e-05j 5.19267e-16-0.00164117j 1.5925e-16+0.000294322j -5.25664e-17-3.18297e-05j -1.06449e-15-0.000969078j -2.90838e-16+0.000632142j -1.23779e-18+6.7824e-05j -1.43614e-16-0.00114322j 1.30064e-16+0.000194953j 1.2455e-16-0.000102596j 6.52661e-17+0.00111959j -5.22181e-16-4.96897e-05j 6.37918e-17+0.000185187j -9.91197e-18-0.000195303j -1.6807e-16-0.000957068j 1.03149e-16-0.000201875j 1.28624e-16+0.000754704j 1.09284e-17+0.000882995j 1.05977e-18+0.000674222j -5.27018e-17-0.000393558j -2.6058e-17-0.00027757j 2.02645e-17-0.000293695j 2.34549e-16+0.000289068j 1.10446e-16+0.00107998j 4.72095e-17-3.51668e-06j -1.59175e-16-0.000811231j -8.14484e-17+0.000310105j 4.59453e-17+0.000407339j 1.70394e-17-0.000744237j -9.69941e-17-0.000661346j 4.36416e-17-0.000513569j -1.68693e-16-0.000201888j 
-2.49957e-15-0.000730083j -2.19254e-16-4.55382e-05j -1.03242e-16-0.000449377j -8.16579e-17-0.000180251j 1.19999e-16+0.000762818j 6.72408e-18+0.00084549j -9.52281e-17+0.000318987j 5.28679e-17-0.000262685j 1.76595e-16+0.000954161j 8.8393e-17+0.000114456j -1.37561e-17-0.000461691j -1.88967e-17+0.000335056j 1.02061e-16-2.40291e-05j 3.11487e-17+6.272e-05j 6.55632e-17+0.00112797j 1.48023e-17+9.42136e-05j -2.7669e-16+0.00108153j -5.09293e-17+0.000750009j 2.29159e-17+0.000111687j 5.91115e-17-3.56423e-05j 1.06779e-16+0.000149513j 1.0872e-16+0.000282598j -9.70939e-17-0.000740928j -2.79795e-17+0.000419805j 8.40874e-17-0.000458098j 1.10675e-16+0.000456764j 3.87998e-17+0.000494696j 2.42181e-16-0.000501222j 2.7869e-17+0.000868104j -4.5121e-16-0.000951331j 4.25448e-16-1.8818e-05j -1.24344e-16-0.00154612j -2.94442e-15+0.000231038j -7.12071e-17-0.00175094j 2.55781e-16+0.000206826j 3.44823e-17+2.76108e-05j -5.96992e-17+2.52684e-05j 3.94334e-17+6.96133e-05j 1.92769e-17+5.7842e-05j 2.61921e-16-5.69976e-05j -1.4956e-16+0.000444365j -3.80182e-16+0.000390344j 1.35502e-16+0.000832319j -1.54284e-17+0.00112299j 1.82377e-16+2.08016e-05j -1.16009e-16+0.000570179j 1.74546e-16-0.00100593j 1.10612e-16+0.000351074j 5.00446e-17+0.000319008j -1.46043e-15-0.00125455j -1.75572e-16+0.00114014j 7.04571e-17+0.000250383j -1.65304e-16-0.00111084j 3.35208e-16-0.000347464j 1.98137e-16-0.000438288j 1.16322e-16+0.00012742j 1.43079e-16+1.86518e-05j 1.13712e-17-7.83139e-05j -1.11094e-16-0.000462816j -2.44848e-16-0.00100887j 8.08776e-17-0.000847711j 7.30897e-17-0.000107626j 8.55804e-17+0.000730646j 1.06465e-16+0.00110345j -3.4768e-17-0.000301444j -3.70051e-17+0.000643433j -1.06156e-18+7.02819e-05j 1.41939e-16+0.000142481j 1.86877e-16+0.000773063j -4.77406e-18-0.000165406j -1.51239e-16-0.000186838j 1.10158e-17+0.00105117j 6.76438e-17+0.000413186j -1.02911e-16-0.000593118j -1.27513e-16-0.000495433j 1.14104e-18-0.000482314j -8.61548e-16-0.000573246j 
-2.343e-15-0.000686374j 4.78492e-17+0.000766267j 2.6181e-16+0.00111731j 2.26827e-16+0.000963683j -3.29202e-16-0.00121825j -1.15561e-16-5.61715e-05j 1.61579e-16+0.00102798j -1.0099e-16-0.000618293j -4.74677e-16-0.00180473j -2.80219e-16-0.000786901j 1.02639e-16-1.41399e-05j -3.36838e-16-0.000460365j -2.05182e-16-0.000997611j 5.51817e-17-5.81885e-05j -3.27996e-16-0.000778773j -3.12509e-16-0.000807125j -1.83801e-17-0.000112999j -1.79773e-16-0.00087416j -9.80019e-17+0.000173007j -1.54485e-16-0.000704195j -3.70515e-16-0.000530354j -3.51257e-17-0.000660298j 3.10486e-16+0.00109763j 2.26406e-16+0.000936749j -1.24566e-16-0.00033979j -3.41263e-16-0.000579598j -2.96472e-16-0.000678024j 4.87493e-17-0.000748672j 1.04757e-16+0.000452634j 3.10664e-16-0.000191219j -5.54841e-16-0.00169174j 2.64969e-16+0.00234658j 6.41339e-15-0.00055605j 3.90713e-16+0.00110699j -4.89108e-16+0.000156176j 6.08763e-15+0.000720489j 5.57091e-16+0.000673026j -3.66651e-16+9.69661e-05j 8.32007e-16-0.000643431j -3.57496e-17-0.000192413j -1.09405e-16+0.000363347j -7.91528e-16+0.000885271j -2.38724e-16-0.00032393j -3.46226e-16-0.00132011j -2.86859e-16-0.00134737j -7.88712e-17+0.00131749j -2.58943e-16+0.00132964j -1.46693e-16-8.5754e-06j -5.18495e-17+0.000151212j 1.65215e-15+0.00108079j 1.88017e-16-0.000226j 1.77283e-16+0.00045168j 5.77035e-16+0.00130621j 2.41715e-16-0.00108389j -1.14624e-16-0.000915918j -2.60456e-17-0.000818031j -2.08192e-15-0.000226137j 3.21487e-17+9.92299e-06j 3.12776e-16+0.000664859j 6.052e-16+0.00153023j 4.89258e-17-0.000296747j -1.18693e-16-0.000585464j -1.16664e-17-0.000130603j -4.40781e-16-0.00123452j 2.4927e-18+8.9727e-05j -2.82685e-16-0.000442063j -1.37744e-16-0.000474772j -4.41488e-16-0.000496604j -5.11271e-16-0.00195634j 4.6273e-17+8.23394e-05j 3.86038e-16+0.00146795j -7.5193e-17+0.000158741j -1.74306e-16-0.00056656j 2.74427e-16+0.00110218j 3.08472e-16+0.00098003j 2.61371e-16+0.000488273j -2.21123e-15-0.00112101j 
-4.56275e-15-0.00135844j -3.29232e-16+2.41913e-05j 1.39289e-17-0.00026821j -2.57961e-17-0.000284715j -1.77135e-17+0.000369199j -4.75859e-17-0.000403483j -8.59811e-18-0.000211711j 1.28913e-17+0.000160861j -9.68409e-18+0.000358738j 2.94785e-19+2.32484e-05j 9.60324e-17+0.00104077j -3.02797e-17-0.00293564j -4.57123e-17+0.000319123j -5.50756e-17+0.00153904j -2.34468e-17-0.000142563j 6.63798e-17-0.00194686j -8.08217e-17-7.89469e-05j -4.49586e-17+3.02574e-05j -2.13478e-17-0.000873847j 3.04869e-18+3.39611e-05j 3.62327e-16+0.000850612j -5.56717e-17+0.0023828j -9.12834e-17-0.000309671j -1.85221e-17+7.50401e-05j 8.48985e-17-0.00112294j -1.69398e-16-0.000126254j -6.42458e-17-0.0002998j 5.25203e-16-0.000764957j 5.3943e-17-0.000353835j -3.2394e-16-0.000284038j 1.83363e-16+0.00132322j 4.44809e-16-0.00151143j -7.3594e-15+0.000677182j 3.59494e-16-0.000233046j 1.0113e-15-0.00194899j -1.13e-14-0.00140895j 4.19867e-16+0.00155771j -1.21719e-16+0.000192925j -2.96649e-16+0.000171795j 2.74738e-16-0.000105185j 1.56613e-16-0.000936045j 1.18083e-15-0.00128329j 8.3594e-17-0.000724622j -9.1359e-17-0.000438047j 1.82023e-16+0.000422176j -3.55709e-17+0.000767324j 1.00268e-15-0.00248885j 2.12418e-16+0.000568098j -1.95557e-17-0.000202534j -3.29177e-16-0.00037973j -1.84421e-16+0.000312924j 8.04581e-17+0.000459853j -1.13733e-17-0.000878683j 3.24178e-16-0.000230984j 1.40868e-16-0.000916987j -2.62581e-17+0.00245397j -3.5204e-15-0.000379253j 5.75822e-17+0.000653003j 8.20269e-17+0.000634191j -7.56564e-17-7.01106e-05j 5.91135e-17+0.000107375j 1.91621e-16+0.00195161j -3.46487e-17+0.00188122j -1.89168e-17-0.000519113j -3.59844e-19-0.00068525j 9.72829e-17-0.00214926j 2.19114e-16-0.00153314j 1.03616e-16+0.000154011j -7.17839e-19+0.000195758j 1.74601e-17+0.000224665j -5.75927e-17-0.000696796j -5.55189e-17-0.000137235j -1.3699e-17+5.02676e-05j 3.44911e-18-0.000567262j -6.69264e-18-0.00033684j 1.41679e-16-0.000600707j -1.83884e-15-0.00118306j 
-2.56894e-15-0.000796318j -1.50721e-16+0.000584241j -1.5887e-17+0.000526291j 3.21049e-17+0.000730774j 1.6152e-17-0.000463136j 8.79481e-17+0.000220219j 2.60727e-17+0.000810355j -3.81798e-17-0.000662057j 3.95252e-17-0.00063262j -6.09142e-17-0.000509203j -1.32516e-16-0.000347164j 1.91018e-16-0.000416003j -3.72878e-17-0.000905982j -1.21367e-16+0.000110107j 5.74803e-17+0.00026565j 1.19681e-16-0.000839917j 3.85397e-17+0.000383119j 6.34943e-17-0.000258638j 1.82615e-17+0.000275467j -9.65708e-18-0.000584144j -2.10735e-16-0.000252013j -1.52795e-16-3.15095e-05j -1.34375e-17+6.4625e-05j 8.7242e-17+0.000830925j 7.5294e-17-0.000769102j -4.23954e-17+6.56849e-07j -6.92375e-18-0.000526783j 3.12593e-16-0.000962298j 2.42544e-16+0.000756463j -1.69073e-16-0.000888861j -1.52531e-16-0.00127292j -3.58392e-16+0.000596308j 7.01606e-15-0.000694566j -3.41319e-17-0.000213302j 2.08713e-16-4.9539e-05j 2.61393e-15+0.000300909j 2.37525e-16+0.000849985j -4.11917e-16+0.000146904j 9.05616e-16-0.000614004j 2.6313e-16-0.000281879j -5.10185e-17+0.000668488j -6.10869e-16+0.000781984j 1.99298e-16+0.000209687j 6.12757e-17-0.000573265j 2.20043e-17-0.000983338j -2.7857e-16+0.00157007j 7.66058e-17-4.84255e-05j -2.81958e-17+0.000441025j 2.47364e-17+2.18147e-05j 5.19055e-18-6.23927e-06j 1.2757e-16+0.000443874j 1.07177e-16+0.000561543j 1.23915e-16+1.30186e-05j 4.79954e-16-0.000888227j 1.8145e-16-0.00112305j -1.5199e-16-0.000415176j -1.97331e-15-0.000219981j -4.79069e-17+0.000121073j -2.15385e-17+0.000328887j -4.05986e-18+0.000543582j -2.97532e-17-0.000594926j -2.46953e-16-0.000521852j -6.80273e-17+0.000646186j 8.5418e-17-0.000265878j 2.01331e-18-0.000379221j 1.79365e-16-5.11911e-05j 1.71138e-16-0.000538748j -1.18872e-16-0.000174775j 2.79331e-17-0.000956223j -2.13283e-17+0.000148237j 8.84893e-17+0.000785619j 9.60005e-17+0.000650849j 2.50467e-17-0.000129149j 2.11957e-17+0.000613236j 1.0157e-17+0.000354446j 1.44942e-16+0.000172214j -1.8396e-15-0.00109117j 
2.25036e-15+0.000662587j 1.27448e-16-0.000260061j 6.21193e-17-0.000880258j -9.99379e-18-0.000236779j -4.16065e-17+0.000769647j 2.44324e-18+0.000346848j 7.72746e-17-0.000959833j -1.66692e-17+0.000436134j -8.14249e-17+0.00132809j 4.81273e-17+0.000634234j -5.1751e-17+2.04899e-05j 1.30669e-16+0.0010188j -3.12968e-17+0.000941085j -7.83652e-18-0.000760343j 6.08392e-17-0.000130469j 4.92732e-17+0.000893139j -1.03736e-16+4.03934e-05j -1.34768e-16+0.00103671j 9.30194e-17+0.000124965j -4.08587e-18+0.000566446j 6.50352e-17+0.000128942j -1.37725e-16+0.000239222j 6.90194e-18-0.000215113j 3.00906e-18-0.000800039j -4.7122e-17+0.00125979j 1.80664e-16+0.000117612j 1.40067e-17+0.00106766j -4.26094e-16+0.00103893j -1.94373e-16+0.000107789j -8.83583e-17+0.000606728j -1.45929e-18+0.00158391j 2.25161e-16-0.00105783j -3.49272e-15+0.000311214j -6.84524e-17-0.00064821j -7.80292e-17+0.000626861j -2.36845e-15-0.000284945j -3.89907e-16-0.000792796j 1.79393e-16-6.25956e-05j -4.01366e-16+0.000280731j -1.22347e-16+0.000217182j 1.03954e-16-0.000218821j 6.10577e-16-0.000513321j -3.33703e-17+9.26274e-05j -1.1366e-16+0.00145262j -1.425e-16+0.00151492j 1.38878e-16-0.000912982j 1.34821e-16-6.20359e-05j 6.0604e-17-0.000655107j 8.33932e-17-0.000124485j -3.57907e-16-0.000382217j -1.23202e-16+0.000274984j -1.06707e-16-0.000648862j -7.7381e-17-0.000113999j -5.41985e-16+0.000869182j -1.64904e-16+0.00137916j -1.44129e-16+0.000328164j 8.63385e-16+9.96185e-05j -2.00757e-17-0.000137826j -9.50794e-17-0.000454584j -5.15015e-17-0.00108644j 3.34641e-17-3.6947e-05j -3.50927e-17+5.9455e-05j -2.60604e-17-0.000953241j 3.14366e-17+0.000591993j 5.29087e-17+8.08836e-05j 7.19689e-17+0.000521415j -4.84692e-17+0.000722673j 1.65166e-16+0.000290523j -7.18052e-17+0.00160093j -1.43083e-17-0.000129566j 1.57029e-17-0.000742579j 4.76763e-18-3.41514e-05j -3.28653e-17+0.000644942j 1.82468e-17-0.000363971j -2.93195e-18-0.000723522j -8.05251e-17-4.33867e-05j 1.39966e-15+0.000804976j 
-1.32959e-15-0.000376488j -5.07646e-17-0.000253493j 2.84863e-17+3.77217e-05j 5.71039e-17-0.000423554j -4.74511e-17+0.000296383j -3.07269e-17+0.000259433j -1.32811e-17+0.00059519j -1.61665e-17-0.00022824j -4.1919e-17+0.000158093j -2.31656e-17-0.00010873j -3.79295e-17-0.000473224j -8.83487e-18+0.000104375j -3.31958e-17-0.000401974j -2.00288e-17+0.000504693j -5.34038e-17+0.00122695j -1.56036e-17+0.000116429j -1.5912e-16+0.000657212j -7.78901e-17-0.000125565j 3.84655e-17-6.27869e-06j -3.37623e-17-0.000162887j -1.32217e-17+8.45702e-05j -6.75419e-18-0.000261946j 5.37564e-17-0.000735655j 1.70101e-17+0.000470918j 8.83811e-17-0.00104915j -2.54459e-17+0.000483447j -4.32343e-17-0.00029255j 2.93638e-16-0.00068708j 1.29512e-16+0.000157447j -2.37094e-16-0.000919186j 7.76183e-17-0.000880023j 1.81941e-16-0.000829499j -1.38502e-15+8.77189e-05j 1.32101e-16-0.000906027j 3.01598e-16-0.000159168j 1.70565e-15+0.000214478j 3.45041e-17+4.82747e-06j 1.30428e-16-8.36017e-06j -2.37733e-16+0.000143421j 1.62535e-16-9.06082e-05j -6.98725e-17+0.000411673j -4.12439e-16+0.000484532j 1.03323e-16+0.000719217j -9.3383e-17+6.56022e-05j 1.76035e-17-0.000810373j 7.66906e-17+0.000200128j 2.96234e-16-0.000680225j 2.91287e-17+0.000704111j -2.30764e-17+0.00030498j -9.92243e-16-0.00085787j -2.25499e-16+0.000406469j 1.03111e-16+0.000407927j 1.52481e-17-0.00104855j 3.14353e-16-0.000378861j 1.34044e-16-0.000854815j -3.96844e-17-0.000317169j 1.34991e-15+0.000145578j -7.3442e-18-7.95663e-05j -1.01774e-18-0.000354716j 1.76886e-17-0.000358661j 4.15554e-18-0.000272715j -6.78361e-17-0.000170192j -9.70908e-18+0.00099301j -5.17949e-17+0.000866934j -1.74944e-17-9.71971e-05j -4.11836e-17+0.00057025j -8.42264e-18-3.40697e-05j 2.08496e-17+3.15882e-05j -5.07165e-17-7.03097e-05j 1.92859e-17-9.17283e-05j 2.81725e-17-6.3944e-05j -1.51118e-17+0.000541875j -4.43186e-18-0.000115285j 6.7465e-17-0.000541011j 3.05082e-17-3.96804e-05j 5.99138e-17-0.000409299j -2.87501e-16-0.000190808j 
8.49268e-16+0.000253041j -2.56875e-17+0.000360549j -7.44856e-17+0.000432582j -1.57748e-16+0.000625493j 1.16965e-16-0.000555095j 4.54412e-17-0.000179853j -3.73361e-18+0.000273656j 5.58327e-17-0.00035951j 9.62551e-17-0.000563456j 4.07702e-18-0.000295442j 1.87454e-17-0.000382631j -7.92694e-17+0.000271486j 1.0231e-16-0.000664849j 1.22319e-16-0.00030391j 7.59295e-17-1.17263e-05j 2.74045e-17-0.000182399j 1.84215e-16-0.000204739j 1.12809e-16-0.000366822j -1.59626e-16+0.000419901j 5.8747e-17-0.000336459j -9.04021e-17-0.000363116j 6.78994e-17-0.000490324j -2.99408e-17+8.7122e-05j 7.5354e-18+0.000210234j -8.59349e-17-0.000141106j 1.1457e-17+2.7581e-05j 7.33324e-17-0.000557104j -2.46298e-17-0.000239389j 7.40469e-18+0.000205721j 1.05875e-16-0.000267968j -2.99837e-17-0.000998311j -7.29259e-16+0.000961352j 9.90429e-15-0.000943376j -1.44052e-16+0.00041969j -2.73048e-16+0.000230799j 2.65463e-15+0.000328696j 1.02947e-16+0.000289057j -3.1973e-16+3.59216e-05j 8.941e-16-0.000528537j 1.17791e-16-0.00018671j -2.17788e-16+0.00058947j -6.41015e-16+0.000563668j 6.82081e-17+3.87585e-05j 1.21345e-16-0.000668471j 2.80577e-17-0.000604581j -2.81464e-16+0.000681016j -4.19235e-16+0.000578185j -3.87696e-17+0.000152897j 4.89357e-17-0.000244869j 2.90369e-16+0.000392924j 1.44463e-16-0.000195314j 1.66133e-17+0.000157037j -5.96973e-17+0.000327911j 1.17073e-16-0.000213199j 3.43755e-18-0.000350143j 1.50241e-16-0.000811103j -6.34467e-16-7.52752e-05j -1.84803e-17+3.64394e-05j -2.27955e-17+0.000218773j -4.84328e-17+0.00057581j -1.16513e-17-2.63036e-05j 5.65752e-17-0.000791068j 1.16382e-16-0.000142968j 1.01108e-16-0.000312008j 2.25004e-17-0.000148871j -5.02554e-17+0.000289813j 4.02188e-18-6.73557e-05j -4.76329e-17-8.50383e-05j 1.06457e-16-0.000719154j -4.95102e-17+0.000208383j -6.61813e-17+0.000503863j 2.37806e-17+3.23427e-05j -8.9678e-19-0.000141932j -1.89479e-16+0.000764646j -4.1669e-17+0.00034065j -1.14032e-16+0.000465577j -1.57441e-16-4.93969e-05j 
