-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
9.56288e-18+0.000949332j 2.16549e-17+5.5672e-05j -1.11074e-17+0.000787799j -9.57316e-18+1.16954e-05j 1.87719e-17+0.000653566j 4.42759e-17+0.000619399j -2.38333e-17-0.000318199j -9.2799e-18+5.1496e-05j -8.19784e-17-0.000242497j 6.05923e-16+0.00108553j 2.91204e-17+0.000104424j -2.14854e-17-0.000548241j 1.21593e-16+0.000461982j 1.04883e-17-0.000110558j 1.22829e-17-0.000215387j 1.27667e-17+4.91309e-05j 4.94561e-16-0.000104147j 1.93214e-16+0.000814305j 4.29641e-17+0.000690787j -3.43337e-17-0.000256265j -1.11227e-16-0.000241467j -1.2581e-17-0.000538045j 3.98963e-17+0.000277549j -1.37011e-16-0.000495624j 5.68064e-18-0.000157528j -5.00959e-18+0.000392551j -7.30969e-18-0.000302119j 2.45256e-17-0.000369095j 5.38597e-16-7.50961e-05j -1.51876e-15-0.000799667j 4.41549e-16-0.000281944j 7.06802e-17+0.000135632j -1.60265e-17+0.000126257j 1.02092e-18+0.000111754j 2.14597e-17-0.000159751j 1.73917e-17-0.000248277j -1.48065e-17+0.000476299j 3.81618e-17-0.000120466j -1.79769e-17+0.000410071j -1.20531e-17-1.885e-06j -2.42154e-17+0.000337976j -4.62643e-18+0.000135752j 8.28568e-18-0.00022728j 1.08851e-19-0.000240109j -2.26062e-17-0.000590546j -9.77658e-17+0.000492686j -1.49712e-17-2.42932e-05j -4.82303e-18-0.000551383j -2.20938e-17+4.55316e-05j -5.92836e-18-0.000124483j 9.0078e-15-0.000159347j -1.89735e-17-1.0867e-06j -1.68145e-17+1.75884e-05j -4.51578e-17+0.000169196j 2.10212e-17-0.000466021j 2.86448e-17-2.36396e-05j -3.25579e-17+0.000645518j -4.04233e-17-0.000227233j -5.52151e-17-4.96015e-05j 2.40279e-18-0.000385146j 6.66337e-18-0.000285697j -3.39952e-18+0.000205333j 3.32732e-17-0.000432474j 1.20724e-17-0.000374751j 4.22347e-17-0.000282975j -9.47511e-18+0.000354812j -1.07431e-17+0.000481385j -1.56624e-18-0.000211988j 2.77897e-17-0.000202225j 1.51306e-17-0.000465808j -5.34246e-18-0.000190356j 9.18086e-20+0.000799701j 
2.28705e-17-0.000105839j -5.50717e-18+7.62954e-05j 3.5126e-18+0.000145311j 7.6902e-18-0.000100807j 5.65873e-18+0.000165043j 8.54839e-18+0.000134713j -1.14809e-17+2.79242e-05j 5.96158e-18-3.37094e-05j -2.45968e-17-5.25468e-05j 1.71055e-16+0.000307908j 1.85623e-17-1.59241e-05j -8.45209e-18-0.000150757j 3.29814e-17+0.00013355j 5.82221e-18-7.51193e-05j 2.06106e-18-6.90944e-05j -3.83009e-19+5.29291e-05j 2.39528e-16-4.95534e-05j 6.53192e-17+0.000268901j 1.27857e-17+0.000237484j -1.03409e-17-0.000107068j -3.67909e-17-7.48311e-05j -5.01686e-18-0.000168008j 4.72207e-18+0.000195146j -3.82638e-17-0.000158856j 4.66028e-18-6.34529e-05j 3.34108e-18+7.06268e-05j 9.66789e-18-0.000252192j 1.9648e-17-0.000164841j -1.00912e-17-7.94825e-05j 2.30036e-17-9.04451e-06j 8.68182e-16-0.000448728j 1.57472e-16-0.000130455j 1.5988e-17-0.000187216j 3.84098e-18-1.58578e-05j -2.19506e-17+0.000282522j -1.54558e-17+0.000198166j 2.20948e-17-0.000219727j -3.15324e-17+0.000403679j 1.79423e-17-0.000159493j 1.09015e-17-0.000143088j 2.68189e-17-0.00022632j 6.78871e-18-7.14444e-05j -2.52873e-17-0.000109842j 6.79903e-17+0.000346374j -1.59379e-18+0.000538932j 2.8064e-17-0.000141581j 1.38278e-17-5.83972e-05j -9.69925e-18+0.000227471j 1.83568e-17+9.51245e-05j 1.54037e-17+0.00019986j -2.42488e-14+0.000430261j 1.24076e-17-0.000237714j 6.12317e-17-0.000118302j 4.24724e-17-0.000196472j -2.9603e-17+0.00021652j -1.89621e-17+0.000118113j 5.05068e-17-0.000329077j 1.25414e-17-0.000195713j 1.62924e-17-0.000188197j -2.11216e-17+0.000341784j -7.71913e-18+5.37352e-05j 5.94192e-18-4.02583e-05j -3.42736e-17+0.000309051j -1.46616e-17+0.000123707j -4.11785e-17+0.000489031j 1.23376e-17-9.99256e-05j 1.61707e-17-0.000115438j -1.67308e-18-2.85602e-05j -2.67639e-17+0.000306736j -1.60935e-17+0.000106009j -6.77154e-18+0.000138034j 2.10368e-17-0.000239047j 
-3.59807e-17+3.17856e-05j -2.56159e-17+0.000118577j -1.42905e-17-5.15701e-05j 4.55062e-17-0.000211368j 2.78657e-18-0.00013805j -9.69948e-18-8.17163e-05j -4.81598e-18+9.28995e-05j 2.49324e-17-0.000122842j 1.02348e-17+4.51781e-05j -8.74312e-17-0.000147121j -4.77942e-18-1.03832e-05j -5.2081e-18+0.000130372j -1.44738e-17-3.91639e-05j 1.03759e-18+5.96612e-06j 3.44803e-18+7.63316e-06j 2.08195e-18-2.38201e-05j -2.44524e-17+5.88035e-06j -2.93878e-17-0.000123381j 7.99955e-18-0.000152078j 7.2349e-18+2.74612e-05j 1.16845e-17+1.73553e-05j -9.01484e-18+0.000133982j -7.96983e-18-2.34268e-05j 2.97027e-17+0.000133885j -1.89908e-17+0.000119439j 1.8351e-17-0.000151239j -2.04168e-18+5.53713e-05j 2.82638e-17-7.21322e-05j 1.51422e-17+1.06894e-05j -8.47458e-18-1.54199e-05j -4.13265e-16+0.000234091j -3.54725e-17-0.000154935j 6.74812e-17-0.000344492j -5.86699e-17+0.000266167j -5.81359e-17+0.000301255j -1.14706e-18+4.87086e-05j -4.38897e-17+0.000120033j -1.56087e-16+0.000738863j -6.18265e-17+0.000208526j 8.14147e-17-0.000369626j 1.44078e-17-0.000101645j -2.46693e-17+8.73702e-05j 6.58188e-17-0.000499659j 8.92667e-17+0.000512494j -5.91205e-17+0.000462026j -1.61501e-16+0.000288084j 4.36292e-17-0.000154012j 5.19099e-17-0.000134045j -3.80428e-17+0.000266333j -1.07792e-17+0.000288119j -4.26654e-14+0.000755423j 8.15553e-17-0.000446506j 1.4714e-16-0.000228293j 7.56238e-17-0.00024206j 1.84687e-17-7.66703e-05j -4.63265e-17+0.000227694j 6.96512e-19+4.69202e-05j 1.28835e-16-0.000694282j 6.84741e-17-0.000508186j -5.71459e-17+0.000276475j 3.66838e-17-0.000125021j -3.90315e-17+0.000142553j -4.20981e-17+0.000243346j 4.55438e-17-0.000154556j -1.51027e-16+0.000753657j -5.43833e-17+0.000203632j -5.94288e-17+0.000198232j 4.4966e-17-0.000178973j -8.96518e-17+0.000450429j 3.86703e-17-0.000109929j -2.45971e-17+0.000136812j -6.69209e-17+0.000196254j 
2.73743e-17+0.000694333j -7.00967e-18+0.000159449j -8.51854e-18+0.000613145j 3.34828e-17-0.000186626j 1.9744e-17+0.000456861j 3.38897e-17+0.000460188j -3.55459e-17-0.000159952j 1.52817e-17-6.48227e-05j -6.54412e-17-0.000170432j 4.61647e-16+0.000832609j 3.00384e-17+6.44855e-05j -2.30673e-17-0.000377533j 9.49185e-17+0.000372523j 1.44809e-17-0.00010905j 1.25703e-17-0.000184214j 7.23174e-18+4.08445e-05j 4.51976e-16-9.39815e-05j 1.47332e-16+0.000630339j 3.90706e-17+0.000503789j -2.21256e-17-0.000215745j -8.99578e-17-0.000199017j -1.58963e-17-0.000374183j 1.65444e-17+0.000270224j -9.40839e-17-0.000338668j -4.03218e-18-5.65739e-05j 1.27159e-17+0.000212884j 1.14181e-17-0.000288314j 4.91091e-17-0.000396797j 4.16954e-16-8.06897e-05j -1.16141e-15-0.00061616j 4.15827e-16-0.000221553j 1.02385e-16-6.40834e-05j 5.58348e-17-0.000232816j -2.99314e-17+0.000272512j -5.75641e-17+0.000214415j -1.72824e-17-7.10775e-05j 1.24976e-18+0.00035737j -1.19959e-16+0.00061323j -2.10622e-17+0.000396664j 5.88619e-17-0.000329765j 3.02654e-17+8.84028e-05j -6.66727e-18+0.000137222j 3.57641e-17-0.000581027j 6.75597e-17+0.000334419j -1.14248e-16+0.000111655j -1.47302e-16+0.000524254j 2.71135e-17-0.000154584j -8.29617e-18-0.000420957j -3.79161e-17+0.000267605j -2.05067e-17+0.000197974j -3.42715e-14+0.000606843j 6.0863e-17-0.000423619j 1.25352e-16-0.000201644j 5.49702e-17-0.000129267j -1.6648e-17-0.000319186j -2.57666e-17+0.000196579j 4.47247e-17+0.000386961j 6.35475e-17-0.000758127j 1.84805e-17-0.000485286j -8.30559e-17+5.07112e-05j 1.29754e-17-0.000284666j -1.60443e-17+0.000242518j -5.34086e-17-2.23311e-05j 1.1395e-17-0.000345025j -1.28856e-16+0.000536305j -1.837e-17+0.00037556j -1.65969e-17+0.000460512j 2.33391e-17-0.000301944j -7.77302e-17+0.000301471j 8.02362e-18-0.000387949j -3.91178e-17+1.27261e-05j 7.91362e-18+0.000648534j 
1.68504e-17+0.00027597j 2.03026e-17-4.82228e-05j 3.59131e-18+0.000207797j -2.7153e-17+0.000109074j 2.0115e-18+0.000200042j 1.46844e-17+0.000175052j -1.38782e-18-0.000131651j -1.64143e-17+7.0321e-05j -2.12743e-17-7.37762e-05j 1.65913e-16+0.000292328j 6.10936e-18+3.67833e-05j -9.53295e-19-0.000170806j 3.30477e-17+0.000114604j 1.0507e-18-1.64656e-05j 1.01411e-18-4.7719e-05j 2.34979e-18+1.13087e-05j 9.40789e-17-2.03396e-05j 5.09046e-17+0.00021597j 4.78371e-18+0.000199818j -1.03402e-17-5.8483e-05j -2.79085e-17-5.7552e-05j 2.43562e-18-0.00016554j 1.34318e-17+4.32049e-05j -3.99856e-17-0.000155703j 1.03722e-17-7.69174e-05j -1.1484e-17+0.000153443j -2.80909e-18-4.99459e-05j -1.16506e-17-3.78235e-05j 1.46685e-16-7.45984e-06j -4.29408e-16-0.000215058j 9.81176e-17-7.0994e-05j -4.24362e-18+0.000128013j -4.19941e-17+0.000212792j 2.94943e-17-7.02353e-05j 3.97602e-17-0.000226327j 8.42172e-18-0.000132649j 1.36758e-17+0.000134547j 9.56317e-17-0.000414919j 2.25052e-17+6.77482e-05j -4.65004e-17+0.00017711j -1.89146e-17+0.000184828j 9.77011e-18+1.93512e-05j -3.07887e-17+0.000158078j -3.97587e-17-0.000346276j 2.4774e-17-0.000467076j 3.95223e-17+5.54394e-05j -2.81522e-17+6.69639e-05j -2.57566e-17-0.0001517j 1.11526e-17-0.000113512j 5.13515e-18-0.000192885j 2.47576e-14-0.000438223j -5.0466e-17+0.000228734j -8.15252e-17+0.000121291j -5.65621e-17+0.000186445j 8.5179e-19-0.000148062j 3.56146e-17-0.000122701j -1.59845e-17+0.000234965j -8.21624e-17+0.00025397j -5.80903e-17+0.000228483j 3.2169e-17-0.000292659j -1.52474e-17-4.24018e-05j 1.75265e-17+1.0059e-05j 3.68495e-17-0.000285509j -1.69325e-17-7.11991e-05j 9.63926e-17-0.000485122j 2.27058e-17+4.09839e-05j 2.39368e-17+8.18912e-05j -2.29603e-17+1.77798e-05j 5.83855e-17-0.000302397j -1.23285e-17-0.000110263j 1.1893e-17-0.000137827j 3.04243e-17+0.000199044j 
2.74002e-17+0.000109672j 2.07125e-17-1.88362e-05j 8.23397e-18+0.000153567j -3.17193e-17+5.51498e-05j -3.8761e-19+0.00016575j 1.15662e-17+0.000137509j 5.56014e-19-7.19765e-05j -1.76335e-17+4.24394e-05j -1.83337e-17-5.81364e-05j 1.44554e-16+0.000253658j 8.79356e-18+1.59448e-05j 8.65326e-19-0.000145776j 2.98814e-17+0.000100647j 9.55384e-19-2.9807e-05j -9.9156e-19-4.45155e-05j 1.44287e-19+2.32982e-05j 1.16409e-16-2.48025e-05j 4.81728e-17+0.000200568j 2.33629e-18+0.000187206j -1.0086e-17-6.29419e-05j -2.72167e-17-5.23791e-05j 4.1874e-18-0.000148225j 1.13874e-17+7.86445e-05j -3.12842e-17-0.000140626j 1.48805e-17-7.20094e-05j -1.34431e-17+0.000117482j 6.48608e-19-0.000101723j -1.277e-17-5.56486e-05j 7.06093e-17-2.69367e-05j -2.21334e-16-0.000111675j 3.48797e-16-0.000188675j 3.54126e-17+4.97822e-05j -4.81711e-17+0.000101709j 4.10935e-17-7.38408e-05j 4.20501e-17-7.72295e-05j 3.22489e-18-2.0396e-05j 2.77461e-17-5.5771e-06j 1.09463e-16-0.000196128j 3.90303e-17-3.46529e-05j -5.57677e-17+9.8482e-05j -1.01274e-17+4.62589e-05j 1.58774e-17-2.04512e-05j -6.51601e-17+0.000113969j 2.04817e-17-0.000148094j 4.92142e-17-0.000151528j 6.87997e-17-4.60382e-05j -2.6601e-17+3.78387e-05j -3.29574e-17+5.80955e-07j 3.34831e-17-6.58557e-05j 2.71989e-17-8.0929e-05j 1.15312e-14-0.000202962j -6.30693e-17+0.000108857j -5.90189e-17+5.87867e-05j -4.27671e-17+7.27818e-05j -1.63362e-17-7.69476e-06j 3.42005e-17-5.94925e-05j 1.03098e-17+2.55123e-05j -1.02233e-16+0.000164305j -6.81416e-17+0.000129973j 3.55433e-17-9.21975e-05j -2.40672e-17+8.39266e-06j 2.56942e-17-2.36046e-05j 2.97768e-17-9.33256e-05j -2.986e-17+1.63437e-05j 1.07069e-16-0.000210894j 3.64667e-17-3.15725e-05j 3.922e-17-1.4006e-05j -3.10021e-17+2.37031e-05j 6.36097e-17-0.000128524j -2.50006e-17-1.42519e-05j 1.57957e-17-5.05181e-05j 4.59626e-17+1.29531e-05j 
1.11952e-16+0.000306453j 8.12399e-17+0.000221051j 3.82883e-17+0.000127587j -1.21357e-16-0.000363134j -2.59333e-17-5.64609e-05j 8.06332e-18+3.021e-05j 2.57845e-17+7.49695e-05j -6.77374e-17-0.000198263j 2.3396e-18+1.0834e-05j 3.55812e-17+4.8449e-05j 5.85786e-18+9.72969e-06j 2.90491e-17+7.20148e-05j 3.84992e-17+6.09834e-05j -5.15584e-18-2.17801e-05j -1.45305e-17-4.69001e-05j -8.77499e-18-2.60884e-05j 8.89854e-17-1.94146e-05j 4.07023e-18+1.51463e-05j -1.86935e-17-6.83239e-05j -7.85779e-18-2.49906e-05j -2.93598e-17-3.73814e-05j 3.00716e-17+8.04229e-05j 1.40734e-17+4.03631e-05j 6.81901e-17+9.19393e-05j 5.93748e-17+0.000160922j -5.56368e-17-0.00015218j 5.02436e-18+6.15723e-06j -6.52036e-17-0.000228212j 1.70219e-16-4.26997e-06j -5.53989e-16-0.000241665j -3.80699e-16+0.000312574j -1.62469e-16-0.000233784j -1.93328e-16-0.000563744j 1.67784e-16+0.000486856j 1.64014e-16+0.000483401j 1.00246e-17+2.30925e-05j 1.06721e-16+0.00032744j 4.18315e-16+0.00124958j 1.48315e-16+0.000463548j -2.11463e-16-0.000640001j -2.53365e-17-9.08099e-05j 5.9765e-17+0.000184388j -3.90261e-16-0.000922959j 6.01641e-16+0.00082672j 2.37512e-16+0.000651786j 4.31242e-17+0.000622996j -7.72857e-17-0.000272949j -1.22183e-16-0.000371453j 1.86899e-16+0.000472775j 2.32674e-16+0.000467755j -7.09472e-14+0.0012684j -2.84755e-16-0.0007748j 3.79943e-17-0.00039117j -8.31174e-17-0.000376498j -1.06427e-16-0.000250274j 1.38249e-16+0.000388508j 1.36155e-16+0.000243917j -4.77133e-16-0.00125999j -3.82732e-16-0.000892284j 1.03543e-16+0.000382087j -9.60748e-17-0.000289919j 9.75085e-17+0.000298862j 9.93033e-17+0.000311435j -1.21244e-16-0.000362433j 4.17151e-16+0.00123396j 1.49937e-16+0.000442131j 1.54679e-16+0.000466387j -1.23311e-16-0.000365352j 2.45987e-16+0.000729038j -1.0331e-16-0.000310775j 5.62317e-17+0.000188174j 1.90876e-16+0.00054471j 
-2.7689e-16-0.000342343j 5.54346e-17+7.69659e-05j -5.53388e-17-5.04253e-05j -1.03314e-16-0.000128319j -2.52142e-17-5.23858e-06j -3.94083e-17-2.25514e-05j 1.01163e-16+0.000117229j -4.67635e-17-5.99229e-05j 1.22254e-17+1.03414e-05j 1.39351e-17+3.44536e-05j -2.65266e-17-4.34718e-05j 1.02631e-17-6.90433e-06j 6.37319e-18+1.95953e-05j -3.41124e-17-4.97199e-05j -9.67163e-18-1.72653e-05j 2.66582e-17+4.02302e-05j 1.05081e-16-2.48479e-05j 4.36678e-17+6.38234e-05j 2.71407e-17+5.913e-05j -3.04412e-17-4.4457e-05j -1.59964e-17-1.5758e-05j -4.97608e-18-2.69429e-05j 9.29387e-17+0.000130775j -6.37293e-18-2.80177e-05j 7.3746e-19-1.46795e-05j -4.34367e-17-3.94579e-05j -1.24859e-16-0.000180564j -4.99903e-17-8.61508e-05j -1.91252e-16-6.25805e-05j 5.67834e-16+0.000187816j 4.68548e-16-0.000371314j -2.02852e-17-0.000184205j -2.08361e-16-0.000259508j -1.14333e-18-1.77146e-05j 2.82812e-16+0.000362221j 2.08016e-16+0.000271745j -2.50152e-16-0.00033395j 4.16143e-16+0.000521449j -1.77244e-16-0.000246316j -1.51483e-16-0.00018447j -2.4451e-16-0.000328455j -7.14965e-17-9.90246e-05j -1.36774e-16-0.000106968j 4.98297e-16+0.000469322j 6.48975e-16+0.00075078j -1.48466e-16-0.000240383j -4.38269e-17-6.97546e-05j 2.89751e-16+0.000359232j 1.29506e-16+0.000113682j 2.53909e-16+0.000266552j -3.10854e-14+0.000560284j -2.39038e-16-0.000290302j -5.44299e-17-0.000149584j -1.75145e-16-0.000269573j 2.39696e-16+0.000332387j 1.06384e-16+0.000150831j -3.51875e-16-0.000496506j -1.7984e-16-0.00021526j -1.84059e-16-0.000233106j 3.84563e-16+0.000477132j 8.40845e-17+0.000114202j -5.5272e-17-7.85322e-05j 3.42939e-16+0.000451702j 1.50551e-16+0.000205851j 5.15458e-16+0.000651687j -1.22908e-16-0.000171388j -1.60996e-16-0.000219442j -9.04272e-20+5.30093e-06j 3.24739e-16+0.000412688j 1.59512e-16+0.000214591j 1.69958e-16+0.000203848j -3.33969e-16-0.000426737j 
3.95535e-17+0.00038623j -3.50737e-18+6.75992e-05j 4.87609e-19+0.000433009j 1.7682e-17-5.19822e-05j 1.50977e-17+0.000377835j 2.75864e-17+0.000349101j -2.85642e-17-0.000129503j 7.99821e-18+2.68561e-06j -5.13826e-17-0.000136109j 3.60609e-16+0.00064719j 2.60745e-17+3.98729e-05j -1.67717e-17-0.000322513j 7.06964e-17+0.000277508j 1.1745e-17-8.78721e-05j 8.29911e-18-0.000133137j 3.16793e-18+4.79602e-05j 3.47429e-16-7.22801e-05j 1.17576e-16+0.000503773j 2.51357e-17+0.000430303j -1.7521e-17-0.000170041j -6.7901e-17-0.000147643j -9.61705e-18-0.000326216j 1.01755e-17+0.000223542j -8.19882e-17-0.000302148j 2.08143e-18-9.97047e-05j 7.10842e-18+0.000210412j 1.46842e-17-0.000261931j 3.17055e-17-0.000254143j 2.48557e-16-7.35212e-05j -7.02142e-16-0.000373488j 6.41296e-16-0.000343445j 1.28443e-16-7.52485e-06j 3.39807e-17-4.66605e-05j -6.47414e-18+5.31328e-05j -4.10092e-17+7.68112e-05j -2.2624e-17-1.46833e-05j 2.50699e-17+0.0001151j -6.75824e-17+0.000170404j 1.13036e-17+0.000117517j 2.8708e-17-8.47819e-05j 3.1588e-17+4.02088e-05j 5.47853e-18+3.03381e-05j 1.76548e-17-0.000176831j -1.59771e-17+7.88785e-05j -8.67279e-17+1.08169e-05j -2.70064e-17+0.000167274j 1.17788e-17-4.55531e-05j -2.91967e-17-0.000146367j -1.96931e-17+7.74991e-05j -2.54305e-17+5.17225e-05j -9.42622e-15+0.000166221j 3.71006e-17-0.000133939j 4.66502e-17-5.85202e-05j 3.16051e-17-2.78041e-05j -2.80186e-17-0.000110405j -1.67817e-17+5.56168e-05j 4.75482e-17+0.0001364j 3.07316e-17-0.0002262j 1.91825e-17-0.000134007j -5.74985e-17+1.37333e-06j -4.42694e-18-0.000109526j 1.69516e-18+7.97841e-05j -4.61232e-17-3.77988e-05j -1.14027e-17-0.000117015j -8.09711e-17+0.000138252j 6.91607e-18+0.000121334j 1.18806e-17+0.000171793j 5.34051e-18-0.000118175j -5.00782e-17+7.45254e-05j -1.28498e-17-0.000166133j -2.69148e-17-1.45892e-05j 3.5263e-17+0.000257278j 
-4.69551e-17+6.49951e-05j 6.39105e-18+1.7191e-05j -1.28241e-17+0.000144815j -9.23604e-18-6.0954e-06j 1.95223e-18+0.000147946j 2.30473e-18+0.000126304j 8.60451e-18-3.78776e-05j -3.73978e-18+1.00528e-05j -1.687e-17-5.10976e-05j 1.36197e-16+0.000246733j 3.66221e-18+7.47294e-06j -5.54026e-18-0.000130263j 2.53193e-17+0.000102823j -2.37719e-18-3.9109e-05j 1.88708e-18-4.89206e-05j 7.07919e-18+2.69036e-05j 1.39036e-16-2.95301e-05j 5.23368e-17+0.000199913j 1.53047e-17+0.000179005j -1.23018e-17-6.9206e-05j -2.64053e-17-5.50785e-05j -5.88229e-18-0.000135571j 2.20279e-17+0.000101553j -3.70273e-17-0.000127663j -2.01137e-18-5.50714e-05j -3.67945e-18+8.78827e-05j -2.02587e-17-0.000128203j 3.73558e-18-8.88226e-05j 4.66426e-17-3.72831e-05j -1.23144e-16-9.02312e-05j 3.4448e-16-0.000217274j 4.96597e-17-9.89715e-06j -2.12291e-17-5.92643e-06j -1.036e-17-2.76805e-05j 3.52115e-17+4.08253e-05j 3.35136e-17+3.46184e-05j -4.63598e-17-3.86383e-05j 4.16189e-17+3.02033e-05j -3.83947e-17-3.6677e-05j -1.11256e-17-1.65292e-06j -3.7772e-17-2.7483e-05j -1.51185e-17-2.0985e-05j 1.67481e-18+1.66823e-06j 4.78423e-17+2.64894e-05j 8.58058e-17+6.06898e-05j -3.58086e-17-3.16229e-05j -2.519e-18-2.88454e-06j 5.26479e-17+3.47769e-05j 7.80522e-18+3.35076e-06j 2.64751e-17+1.78399e-05j -1.80776e-15+3.29205e-05j -2.10046e-17-2.4326e-05j -6.65449e-18-9.29463e-06j -2.42763e-17-1.76789e-05j 4.48802e-17+3.30292e-05j 9.77454e-18+8.63264e-06j -6.40253e-17-4.81336e-05j -1.91385e-18-2.73252e-06j -1.01099e-17-4.55699e-06j 5.3121e-17+3.94565e-05j 1.9762e-17+3.04462e-06j -1.48657e-17-9.61444e-06j 4.92547e-17+2.71595e-05j 3.19667e-17+2.11959e-05j 5.68048e-17+3.97261e-05j -2.93306e-17-2.15697e-05j -3.53291e-17-1.21349e-05j 7.4893e-18-1.02183e-05j 3.6957e-17+2.50624e-05j 3.25328e-17-8.87336e-07j 2.20579e-17+8.78234e-06j -6.33633e-17-1.92123e-05j 
-8.80435e-18-0.00017986j -4.44537e-18+9.09251e-06j 9.61628e-19-0.000217722j 2.79826e-18-4.74872e-05j -6.53563e-18-0.000218131j -1.3794e-17-0.000187628j 8.73016e-18+9.32177e-05j 2.10276e-18-4.22558e-05j 2.64457e-17+7.74284e-05j -1.92371e-16-0.000343807j -1.12705e-17-2.31816e-05j 7.35119e-18+0.000189771j -3.59056e-17-0.000139671j -3.82542e-18+4.06771e-05j -3.45385e-18+6.31992e-05j -2.9046e-18-2.82656e-05j -1.63345e-16+3.43245e-05j -6.40524e-17-0.000269145j -1.19631e-17-0.000244533j 1.10559e-17+8.55549e-05j 3.41295e-17+7.30212e-05j 3.79523e-18+0.000191928j -1.08233e-17-0.000105946j 4.97944e-17+0.000180764j -2.77721e-18+8.3317e-05j 9.63276e-19-0.000146313j -7.80267e-19+0.000132043j -7.74323e-18+9.13115e-05j -1.12704e-16+3.51121e-05j 3.21812e-16+0.000173813j -3.80497e-16+0.000219657j -6.43889e-17-5.20331e-05j 2.71061e-18-9.66897e-05j -3.5069e-18+5.9261e-05j -2.2877e-18+7.26475e-05j 5.67541e-20+3.16361e-05j -4.74029e-18-2.65995e-05j -9.48989e-18+0.000173738j -4.22456e-18+3.37698e-06j 4.82085e-18-8.44791e-05j 1.02589e-18-6.21511e-05j -2.18147e-18+1.02734e-05j -6.16502e-18-8.05724e-05j 4.10281e-17+0.000142369j 9.39525e-18+0.000167513j -1.38323e-17+5.86257e-06j 5.20099e-18-3.02385e-05j 7.82653e-18+3.74497e-05j 4.87915e-18+5.26387e-05j 1.03301e-17+7.67311e-05j -1.02647e-14+0.000182263j 1.68243e-18-8.98577e-05j 2.40943e-17-5.05755e-05j 1.24165e-17-7.32626e-05j -4.90203e-19+3.81263e-05j -4.25619e-18+5.17674e-05j 4.30234e-18-6.52343e-05j 5.68173e-18-0.000123262j 1.37331e-18-0.000107394j -8.35212e-19+0.000103557j 2.33328e-18+1.48256e-05j -3.04622e-18+5.68088e-06j -2.80415e-18+0.000110233j 3.06265e-18+1.20954e-05j -7.20454e-18+0.000197768j -3.29625e-18+2.66532e-06j -4.66221e-18-2.39761e-05j 2.91888e-18-2.06699e-06j -4.48317e-18+0.000122738j 2.26686e-18+4.9189e-05j 1.36477e-18+5.71647e-05j -8.28638e-18-7.12041e-05j 
