-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
2.1507e-18-0.000197205j -6.52212e-18+2.27947e-05j 2.10238e-18-0.000105856j 5.97154e-18-5.07122e-05j -1.95095e-18-8.45389e-05j -6.46786e-18-8.14642e-05j 1.29683e-18+7.39654e-05j 4.50302e-18-3.05379e-05j 8.94905e-18+3.32188e-05j -6.92463e-17-0.000123031j -5.3845e-19-2.42294e-05j 1.47092e-18+6.88708e-05j -1.37025e-17-4.93963e-05j -3.53185e-19-5.9667e-07j -1.56073e-18+2.00924e-05j -2.27996e-18+3.70017e-06j -2.42876e-17+5.40417e-06j -1.91841e-17-8.2922e-05j -3.75143e-18-7.22887e-05j 3.78713e-18+1.87134e-05j 1.06089e-17+2.41097e-05j 4.73857e-19+6.25539e-05j -6.18563e-18+2.52218e-06j 1.73124e-17+5.74837e-05j -6.42436e-19+2.20501e-05j 2.61161e-18-6.53458e-05j 3.56681e-18-1.10068e-05j 2.43016e-18+1.32096e-05j -9.82985e-17-7.73714e-06j 2.7771e-16+0.000139703j 1.25105e-16-5.24596e-05j 2.63026e-17-7.58528e-05j 1.01784e-17-0.000108338j -2.07115e-18+1.127e-06j -1.21779e-17+0.000136887j -6.88408e-18+0.000104827j 5.7595e-18-0.000135584j -2.2695e-17+0.000205943j 4.37964e-18-9.82791e-05j 9.11458e-18-7.53688e-05j 1.20691e-17-0.000133937j 1.18585e-18-3.59901e-05j -7.59332e-18-3.80794e-05j 3.32091e-17+0.000189576j 3.09844e-18+0.000301633j 1.28444e-17-0.000100441j 9.10417e-18-2.68362e-05j 1.82529e-18+0.000149897j 8.3164e-18+4.41331e-05j 7.49838e-18+0.000106127j -1.25155e-14+0.000221973j 9.83479e-18-0.000109428j 3.18678e-17-5.83034e-05j 2.46465e-17-0.000108775j -1.09997e-17+0.000137018j -1.24485e-17+5.92801e-05j 2.04023e-17-0.000203675j 1.57286e-17-8.09003e-05j 1.56295e-17-9.27836e-05j -8.74365e-18+0.000191609j -1.19674e-18+5.43497e-05j 1.63297e-20-3.4441e-05j -1.69641e-17+0.000187753j -3.48122e-18+8.71087e-05j -2.54581e-17+0.000260485j 2.02845e-18-7.21334e-05j 2.86984e-18-9.97479e-05j 2.13234e-18+1.28498e-05j -1.62161e-17+0.000165682j -4.77265e-18+0.000102818j -1.83306e-18+8.60643e-05j 1.56354e-18-0.000191773j 
2.73488e-16-0.000202685j -1.87385e-17+1.05914e-05j 6.69639e-17-4.20184e-05j 2.87809e-17-1.86964e-05j 8.71519e-18+1.57389e-06j 2.83603e-17-1.66863e-05j -6.7182e-17+4.83247e-05j 1.21445e-17-5.55272e-06j -1.06389e-17+4.60148e-06j 1.1746e-17+6.53408e-06j 3.41934e-17-2.22595e-05j 1.89206e-18-9.58943e-06j 5.06564e-18+4.07521e-07j 2.53455e-17-2.07149e-05j -1.43471e-18-1.90267e-06j -2.8342e-17+2.20331e-05j 5.51312e-17-9.16435e-06j -1.23663e-17+2.54799e-05j -3.08368e-17+3.34911e-05j 1.69382e-17-1.72656e-05j -2.97241e-18-2.19708e-06j 1.58077e-17-2.01619e-05j -6.87876e-17+5.65169e-05j 1.56194e-17-2.21865e-05j 2.97375e-17-2.52159e-05j 1.17969e-17-2.51758e-06j 1.0688e-16-8.55913e-05j 1.63396e-17-1.29134e-05j -5.5371e-17-2.90301e-05j 8.96553e-17+0.000120885j 6.72039e-16-0.000212426j 1.53625e-16-6.09461e-05j 8.49231e-17-5.81795e-05j 8.3808e-17-6.58505e-05j -1.6108e-16+0.000116657j -1.71799e-16+0.000127756j 2.66201e-16-0.000199305j -1.50938e-16+0.000102719j 2.31498e-16-0.000173216j 2.35648e-17-1.30004e-05j 2.03088e-16-0.000147203j 9.15995e-17-6.92933e-05j -8.00642e-17+5.79201e-05j -1.58311e-16+0.000127829j -3.60169e-16+0.000283784j 2.82007e-16-0.000189369j 8.97722e-18-1.20339e-06j -2.80167e-16+0.000216795j 1.10545e-17-1.33163e-06j -9.08961e-17+7.2763e-05j -6.88145e-15+0.000119172j 7.07865e-17-4.76602e-05j 4.96314e-17-2.55717e-05j 1.31135e-16-8.50556e-05j -2.56228e-16+0.00018949j -4.74219e-17+2.65012e-05j 3.6451e-16-0.00026765j -4.19512e-17+4.57575e-05j 3.11261e-17-6.46794e-06j -2.42499e-16+0.000184147j -1.19248e-16+8.94578e-05j 9.67767e-17-7.31948e-05j -2.50787e-16+0.000180481j -1.89458e-16+0.000141963j -2.38768e-16+0.000167239j 1.78527e-16-0.00013479j 2.15159e-16-0.000161019j -6.02124e-17+4.6105e-05j -1.59584e-16+0.000112125j -1.90134e-16+0.000140436j -9.89208e-17+7.58568e-05j 3.54906e-16-0.000270202j 
-9.83078e-18-0.000281533j -2.3678e-17-6.79671e-05j -1.14407e-18-0.00026507j 3.05423e-17+7.84358e-05j 3.86867e-20-0.000203435j -1.30384e-17-0.000201573j -2.44585e-18+6.71453e-05j 1.71976e-17+2.59299e-05j 2.60459e-17+7.51869e-05j -2.06926e-16-0.000368573j -1.06404e-17-2.6111e-05j 1.47748e-18+0.000169389j -4.69601e-17-0.000163984j -8.12247e-19+5.0049e-05j -5.20587e-19+8.09828e-05j -3.57797e-18-2.07872e-05j -1.99746e-16+4.22316e-05j -6.88931e-17-0.000281502j -1.22613e-17-0.00022769j 1.47635e-17+9.68909e-05j 4.35632e-17+8.7729e-05j -9.10416e-19+0.000169131j -2.04326e-17-0.000124782j 3.38044e-17+0.000153805j -1.33688e-17+3.03549e-05j 1.38894e-17-9.65856e-05j 7.33619e-18+0.000136559j 5.38503e-18+0.000173194j -1.67272e-16+3.86377e-05j 4.84773e-16+0.000256394j -2.35714e-16+0.000125169j -1.60043e-17+3.06823e-05j 5.08565e-17+9.95533e-05j -3.20217e-17-0.000105714j -5.06389e-17-9.87559e-05j -1.71556e-17+1.87681e-05j -3.83357e-18-0.000132301j -1.09639e-16-0.000261011j -1.46467e-17-0.00015008j 5.06035e-17+0.000136568j 2.26132e-17-2.55896e-05j -6.55553e-18-5.05524e-05j 8.07078e-17+0.000235793j -1.45001e-16-0.000147251j -7.71965e-17-6.75415e-05j 1.99932e-17-0.000202236j 1.95846e-17+6.39743e-05j 7.87078e-18+0.000157925j -3.87165e-17-0.000110393j -5.77822e-17-8.72388e-05j 1.44925e-14-0.000259552j 7.06417e-17+0.00017941j -4.04253e-18+8.5318e-05j 3.36287e-17+5.9612e-05j 3.14359e-18+0.0001177j -3.72963e-17-8.32153e-05j -9.22406e-19-0.000139808j 1.0816e-16+0.00030978j 9.36404e-17+0.000200513j -4.10783e-17-3.48889e-05j 1.20805e-17+0.000112j -1.48255e-17-9.48506e-05j -4.3897e-17-3.35867e-06j 1.22135e-17+0.000132123j -1.15075e-16-0.000233823j -1.95929e-17-0.000145035j -1.8457e-17-0.000179558j 2.36919e-17+0.000122823j -6.95828e-17-0.000132698j 7.67294e-18+0.00015216j -1.85847e-17-1.02373e-05j -1.81047e-17-0.000250307j 
4.38398e-18+0.000419463j -4.88336e-18+7.91148e-07j -8.53161e-18+0.00043625j 1.92227e-17+6.09447e-05j 1.67552e-17+0.000409386j 2.62799e-17+0.000363821j -2.36586e-17-0.000181964j 8.80895e-18+6.32259e-05j -5.15531e-17-0.000147415j 3.65607e-16+0.000657111j 2.08882e-17+5.03574e-05j -1.88295e-17-0.000352052j 6.70545e-17+0.000271345j 9.24253e-18-7.44574e-05j 9.6855e-18-0.000124169j 6.99201e-18+4.60577e-05j 3.10311e-16-6.49216e-05j 1.19736e-16+0.000507398j 2.7913e-17+0.000450855j -1.89693e-17-0.000160973j -6.38423e-17-0.000141898j -1.25368e-17-0.000352832j 1.6924e-17+0.000191787j -9.66895e-17-0.00033003j -4.86093e-18-0.000137454j 8.47606e-18+0.000264787j 2.77012e-18-0.000230121j 2.98731e-17-0.00019194j 2.53387e-16-6.0239e-05j -7.06484e-16-0.00038228j 5.65662e-16-0.000337782j 1.152e-16+9.18072e-05j 3.3252e-17+0.000145312j -2.38306e-17-5.15079e-05j -3.03189e-17-0.0001211j -4.64174e-18-8.86979e-05j -8.00683e-18+0.000129005j -6.7256e-17-0.000238583j -1.95817e-17+7.84126e-05j 3.3995e-17+0.000104119j 7.48616e-18+0.000145105j -6.67055e-18+1.42936e-05j 6.6328e-17+5.32536e-05j -1.11202e-16-0.000224394j -7.34594e-17-0.000325991j -3.33341e-17+9.24428e-05j 8.38255e-18+3.23458e-05j 2.14954e-18-0.000157955j -4.12094e-17-5.57058e-05j -4.82257e-17-0.000119797j 1.43914e-14-0.000256994j 4.69787e-17+0.000110088j -6.26818e-18+6.58538e-05j 4.48325e-18+0.000124665j 1.12124e-17-0.000141378j -1.56369e-17-6.85931e-05j -1.37302e-17+0.000211121j 6.44313e-17+0.000105938j 4.55924e-17+0.000122602j -3.30042e-17-0.000205566j 1.25816e-17-7.67386e-05j -1.25213e-17+3.46531e-05j -1.9612e-17-0.000223981j 1.4801e-17-9.0913e-05j -7.16934e-17-0.000301247j -1.95752e-17+6.85456e-05j -1.82181e-17+0.000127795j 1.73253e-17-4.12342e-05j -4.22047e-17-0.000192391j 1.29679e-17-0.000156302j -1.90798e-17-0.000109407j -1.08068e-17+0.000251168j 
-1.27185e-17-0.000113183j -3.60467e-18+0.000101501j -1.15535e-18-0.000200155j 4.97811e-18-0.000203519j -8.67147e-18-0.000267514j -1.6404e-17-0.000201363j 1.07754e-17+0.000143411j 3.29238e-18-0.000128644j 2.86978e-17+9.21285e-05j -2.05743e-16-0.000365322j -1.15058e-17-2.59622e-05j 8.36144e-18+0.00024057j -3.27325e-17-0.000132089j -4.1293e-18+3.32628e-05j -3.72859e-18+5.16574e-05j -2.49879e-18-3.84672e-05j -1.37362e-16+2.90941e-05j -6.88225e-17-0.000291667j -8.91563e-18-0.000296415j 1.15024e-17+8.29566e-05j 3.08262e-17+6.64872e-05j 3.30817e-18+0.000244556j -9.85423e-18-9.28117e-05j 6.81835e-17+0.000236329j -2.71189e-18+0.000154293j 8.50023e-19-0.000226315j -2.74889e-18+0.000135888j -3.29394e-18+7.94124e-06j -7.40628e-17+3.26543e-05j 2.18286e-16+0.000118393j -5.62316e-16+0.000336221j -9.44221e-17-0.000163624j 3.32079e-18-0.00034681j -6.48124e-18+0.000252111j -1.70832e-18+0.000297465j 3.99801e-18+6.70729e-05j -1.31378e-17+6.79943e-05j -1.57964e-17+0.000718598j -1.40309e-17+0.000161267j 1.00404e-17-0.000356104j 8.52899e-19-0.000132121j -5.99029e-18+7.41075e-05j -3.47349e-17-0.000453894j 1.7947e-16+0.000516625j 2.62479e-17+0.000501175j -8.5106e-17+0.000225773j 1.39819e-17-0.000144616j 1.86227e-17-7.05809e-05j 1.65822e-17+0.00025019j 4.33525e-17+0.00028809j -4.15783e-14+0.000738648j -4.97627e-18-0.000422716j 9.91496e-17-0.000219527j 3.37592e-17-0.000249403j -4.18959e-18-2.55304e-05j -4.55469e-18+0.00021995j 2.0014e-17-2.10659e-05j -5.98216e-18-0.000640327j -2.48502e-17-0.000482789j -7.03424e-18+0.000302905j 6.72083e-18-8.51234e-05j -7.85203e-18+0.000114596j -3.4212e-18+0.000281174j 8.81921e-18-0.000108407j -1.01002e-17+0.000750477j -8.65015e-18+0.000158479j -1.21302e-17+0.00013382j 5.98256e-18-0.000142152j -6.18465e-18+0.000452323j 7.54589e-18-4.61161e-05j 4.15479e-19+0.000153521j -1.64848e-17+9.3506e-05j 
-6.84623e-17+0.000335011j -1.29699e-17+8.17022e-05j -2.451e-17+0.000129536j 3.15833e-17-0.0001271j 5.21595e-18+1.52859e-05j -1.99854e-18+6.1552e-05j 3.99364e-19-2.72466e-05j 1.61062e-17-7.03691e-05j -5.14696e-18-1.36979e-05j 3.83714e-17+7.81043e-05j -5.89134e-18+2.74177e-05j -8.36945e-18+3.3196e-06j 9.58233e-18+5.0929e-05j -9.51522e-19+1.13231e-06j 6.03011e-18-2.96472e-05j 8.82087e-18-2.45728e-05j 3.15831e-17-6.60208e-06j 9.67884e-18+3.41672e-05j 1.82964e-17-1.2149e-05j -2.0288e-18-1.14464e-05j -8.29019e-18-2.72261e-05j -1.1769e-17+1.54963e-05j 1.06188e-17-1.199e-05j -4.60802e-18+2.41076e-05j -2.0264e-17+7.35357e-05j 1.2481e-17-3.44946e-05j -1.92897e-17+5.15412e-05j 2.32232e-17-0.000101235j 1.65174e-16+1.66068e-05j -4.26636e-16-0.000236716j -5.58376e-16+0.000272199j -7.31491e-17-3.59634e-05j 4.0277e-17-0.000168099j -6.25051e-17+0.000249109j -1.97215e-17+8.8831e-05j 2.84848e-17-0.000105634j -8.03602e-17+0.000312614j -9.92115e-17+0.000402572j -9.14822e-17+0.000341658j 6.19161e-17-0.000240953j -2.63832e-17+9.96028e-05j -3.56141e-17+0.000134591j 8.23471e-17-0.000420782j 5.606e-17+0.000209987j -1.74101e-17-1.43226e-06j -2.0126e-16+0.000421727j 2.7939e-17-0.00010755j 7.96495e-17-0.000348008j -4.84835e-17+0.000189166j -1.00501e-17+0.00011914j -2.2309e-14+0.000394776j 5.58611e-17-0.000266646j 8.9637e-17-0.000132365j 2.27024e-17-7.10801e-05j 6.24904e-17-0.000274057j -2.17265e-17+0.000130236j -6.98854e-17+0.000343364j 1.06192e-16-0.000543448j 4.09767e-17-0.000347839j -1.34655e-17-1.70691e-05j 5.03425e-17-0.000200637j -4.82197e-17+0.00018666j 1.24394e-17-4.47097e-05j 7.00115e-17-0.000275446j -8.06638e-17+0.000336329j -7.51804e-17+0.00029991j -8.52339e-17+0.000337442j 4.67007e-17-0.000191927j -4.42912e-17+0.000186208j 6.53468e-17-0.000259376j -9.17384e-18+3.16528e-06j -1.07074e-16+0.000472458j 
1.50192e-16-0.000431762j -2.98291e-17+8.01939e-05j 3.64794e-17-0.000115641j 4.09431e-17-0.000142241j 6.38849e-18-6.05746e-05j 8.46717e-18-7.42961e-05j -4.20241e-17+0.000150614j 2.29526e-17-7.07622e-05j -3.04216e-18+3.1093e-05j -2.74949e-17-5.27265e-05j 2.50271e-17-5.40341e-05j -3.07643e-18+3.94227e-05j -5.37579e-18-1.65195e-05j 1.63419e-17-4.33951e-05j -6.52557e-19-1.1644e-06j -1.78688e-17+3.76365e-05j 9.53419e-17-1.78026e-05j -8.75889e-18-1.24365e-07j -1.38319e-17+3.61977e-06j 1.13485e-17-2.58897e-05j -2.67042e-19+2.74864e-06j 3.9735e-18+1.77248e-05j -4.57208e-17+0.000114921j 1.65837e-17+1.3304e-05j 1.11958e-17+6.14746e-07j 1.73212e-17-7.66478e-05j 6.6663e-17-0.000164231j 2.89958e-17-6.40441e-05j -1.72358e-16-5.9487e-05j 4.57679e-16+0.000258565j 8.66722e-16-0.000360225j 1.90752e-16-0.000208688j 8.81746e-17-0.000292985j 2.61503e-17-1.87907e-05j -1.31907e-16+0.000401961j -1.10316e-16+0.000305884j 1.49608e-16-0.000383463j -1.74222e-16+0.000579866j 1.21871e-16-0.000283579j 5.43968e-17-0.000205125j 1.4242e-16-0.000374017j 4.72605e-17-0.000111635j -3.45504e-17-0.000110472j -2.50858e-17+0.000527265j -2.14434e-16+0.00084811j 1.53018e-16-0.000281233j 3.46294e-17-7.61889e-05j -1.39355e-16+0.000415364j 9.62626e-18+0.000124195j -4.57601e-17+0.000298445j -3.53153e-14+0.000624149j 8.53319e-17-0.000318656j 1.20824e-16-0.000165545j 1.40592e-16-0.000303618j -1.59e-16+0.000382405j -6.57715e-17+0.000167304j 2.41752e-16-0.000569444j 4.95574e-17-0.000230268j 7.57598e-17-0.000256852j -1.68117e-16+0.000539205j -5.8876e-17+0.00013799j 4.3791e-17-9.37799e-05j -1.86698e-16+0.000515145j -1.00477e-16+0.000240104j -2.2909e-16+0.00072957j 8.86052e-17-0.000200844j 1.10269e-16-0.000261245j -1.68143e-17+1.63137e-05j -1.4814e-16+0.000462941j -1.05288e-16+0.000257754j -6.63347e-17+0.000232964j 1.83668e-16-0.000503463j 
-2.83234e-17-0.000178071j -4.44274e-18+0.000125821j -8.25147e-18+0.000104638j 4.35885e-18-0.000189634j 1.94036e-18+0.000108824j -1.29531e-18+9.32578e-05j 3.23417e-18+8.43782e-05j 5.80921e-18-8.35056e-05j -1.80163e-17-3.19901e-05j 1.35172e-16+0.00024773j 1.28889e-17-2.92044e-05j -7.70201e-18-0.000101214j 2.75208e-17+0.000116048j 7.16633e-19-8.03002e-05j 1.11943e-18-6.56989e-05j 3.80624e-18+5.20861e-05j 2.4216e-16-5.02894e-05j 5.97133e-17+0.000226783j 1.81723e-17+0.000188124j -1.22664e-17-0.000101807j -3.39571e-17-6.7659e-05j -7.85739e-18-0.000121262j 1.57141e-17+0.00020666j -2.69055e-17-0.000113175j -1.35906e-19-2.64018e-05j 1.69612e-18+9.17715e-06j -9.44535e-18-0.00026262j 1.94139e-17-0.000195633j -4.98706e-17-8.62897e-05j 1.48532e-16+3.66971e-05j 8.30135e-16-0.000439957j 1.45234e-16-0.000214733j 2.6652e-18-0.000343411j -1.15097e-17+6.03624e-05j 4.81161e-18+0.000445093j 1.51238e-17+0.000268241j -2.66494e-17-0.000254j -1.09585e-17+0.000729227j -2.4455e-17-0.0001491j 9.86037e-18-0.000290602j -5.07059e-18-0.000324893j -1.03301e-17-6.56066e-05j -3.23681e-17-0.000278501j 1.79034e-16+0.000595163j 8.37357e-17+0.000831162j -3.73527e-17-0.000107299j 1.98992e-17-0.000118085j 4.8278e-17+0.000263595j 3.04009e-17+0.000196989j 5.43421e-17+0.00034002j -4.32767e-14+0.000768837j -2.53146e-18-0.000428404j 9.86984e-17-0.000216371j 3.95584e-17-0.000323934j 9.70205e-18+0.000263611j -1.61655e-17+0.000216347j 9.72897e-19-0.000419174j 1.90051e-17-0.000444128j 6.12304e-18-0.000386291j 2.14539e-17+0.000522431j 1.43397e-17+4.21009e-05j -1.25328e-17-1.50657e-05j 4.89858e-18+0.000475761j 1.94871e-17+0.000121703j -4.38015e-18+0.000846397j -1.99986e-17-7.60952e-05j -2.32502e-17-0.000104642j 1.00669e-17-7.8337e-05j -2.22557e-18+0.000525259j 1.74791e-17+0.000121113j 1.26296e-17+0.000221458j -4.68209e-17-0.000273448j 
6.94018e-18+1.31483e-05j -4.89911e-18+0.000189093j 1.79796e-19-4.85081e-05j 1.23282e-17-0.00032997j -4.87138e-18-0.000168216j -8.31013e-18-9.31585e-05j 8.39508e-19+0.000144092j 7.02541e-18-0.000186448j 1.18784e-17+5.56469e-05j -8.7762e-17-0.000152404j -7.07598e-19-1.96762e-05j 3.27859e-18+0.000159412j -5.94212e-18-3.02636e-05j 4.25657e-19-7.63457e-06j -1.42129e-18-2.87908e-06j -2.21643e-18-2.28198e-05j 1.27403e-17-1.9319e-06j -2.95736e-17-0.000124483j 9.05266e-19-0.000172231j 5.73867e-18+1.75169e-05j 4.24066e-18+1.01418e-05j 1.80138e-19+0.000160585j -7.40335e-18+8.41865e-06j 5.16144e-17+0.000162167j -2.63794e-19+0.000160106j 3.21263e-18-0.00020672j 4.33617e-18+2.50179e-05j 1.1152e-17-0.000139252j 1.54258e-17-2.10767e-06j -3.41104e-17-1.72068e-05j -3.46095e-16+0.000238884j -4.98691e-17-0.000256043j 1.64734e-17-0.000544037j -6.30836e-18+0.000381497j -1.91075e-17+0.000503552j -6.53169e-18+0.000118535j -4.85779e-19+0.00011925j -4.43167e-17+0.00116598j -7.27507e-18+0.000262103j 2.20639e-17-0.000569184j 1.8574e-17-0.00020263j -3.04e-18+0.000109082j -5.54008e-17-0.000748143j 2.68559e-16+0.000825449j 4.66045e-18+0.00079973j -1.23615e-16+0.000380903j 2.44023e-17-0.000236667j 7.76029e-18-0.000137116j 2.24854e-17+0.000407887j 5.77403e-17+0.000465145j -6.73715e-14+0.00119647j 3.19114e-18-0.000702512j 1.68094e-16-0.000358604j 6.46852e-17-0.000397947j -2.58387e-17-5.71697e-05j -1.26479e-17+0.000357746j 6.0418e-17-1.35296e-05j -6.57452e-18-0.00105027j -3.43608e-17-0.000780161j -3.53344e-17+0.000483285j 3.34182e-18-0.000166425j -6.31079e-18+0.000195692j -2.75233e-17+0.000428113j 1.33954e-18-0.00019236j -4.39734e-17+0.00120856j -2.62322e-18+0.000269216j -4.46041e-18+0.000256664j 6.75689e-18-0.000264312j -2.76565e-17+0.000725935j -7.48851e-19-0.000130864j -1.07564e-17+0.00023199j 1.67649e-18+0.000222456j 
3.67634e-17+0.00111188j 1.38932e-17+5.58229e-05j -7.114e-18+0.000776317j 8.21551e-18+4.14345e-06j 2.09811e-17+0.000592477j 4.71318e-17+0.000587433j -3.55308e-17-0.000338245j -1.89185e-18+3.85083e-05j -7.63924e-17-0.000226209j 5.52895e-16+0.000990334j 2.65557e-17+0.000120492j -2.10982e-17-0.000486194j 1.12895e-16+0.00042703j 1.38192e-17-8.03399e-05j 1.38602e-17-0.000198598j 9.96573e-18+1.91287e-05j 4.13326e-16-8.6836e-05j 1.65904e-16+0.000718981j 3.78234e-17+0.000591022j -2.64851e-17-0.000217722j -9.94334e-17-0.000221451j -1.16953e-17-0.000464759j 2.5573e-17+0.000195728j -1.19391e-16-0.00042287j 1.77902e-18-0.000104939j 2.00684e-18+0.000350869j 6.25009e-18-0.000183214j 2.9962e-17-0.000340781j 6.1048e-16-3.75496e-05j -1.71801e-15-0.000881252j -4.72215e-17-4.36469e-06j 2.6496e-18+0.000173053j 1.59245e-17+0.000137057j -8.03967e-18+0.000209828j -1.74753e-17-0.000237157j -5.5538e-18-0.000364308j 5.35214e-18+0.000676687j -2.93957e-17-0.000129377j -9.66248e-18+0.000597795j 1.65659e-17-3.49562e-05j 1.89017e-18+0.000462536j -8.90223e-19+0.000213162j 3.91291e-17-0.000339248j -5.28798e-17-0.00029746j -1.21907e-16-0.000800566j -1.30149e-16+0.000702765j -7.15894e-18-4.11267e-05j -3.51624e-17-0.000767674j -5.10614e-17+7.81062e-05j -4.23942e-17-0.000158367j 1.01826e-14-0.000181446j 1.85105e-17-6.56556e-06j 3.8397e-18+1.49296e-05j -2.35478e-17+0.000219401j -5.71888e-19-0.000650911j 1.62381e-17-2.16757e-05j 2.33199e-18+0.000899639j -8.60296e-18-0.000350932j -3.60848e-17-0.000104398j -5.46342e-17-0.000524287j 3.11192e-18-0.000380142j -3.64612e-18+0.000289569j -7.52758e-18-0.000568863j 3.09917e-18-0.000524045j -3.45182e-17-0.000349368j -4.49284e-18+0.000503899j -2.85783e-18+0.000650053j 5.18988e-18-0.000271169j -1.94945e-17-0.000252952j 4.60524e-18-0.000601932j -3.1329e-17-0.000242719j 3.11842e-17+0.00106582j 
-1.02018e-16+3.58895e-05j -9.8033e-17+5.93027e-05j -4.5034e-17-3.97788e-06j 1.64212e-16-0.000102563j 2.83265e-17-4.82655e-05j -8.37677e-18-2.25405e-05j -4.04739e-17+3.74757e-05j 8.93762e-17-5.81743e-05j -3.97535e-18+1.51462e-05j -3.64326e-17-4.02701e-05j -1.46561e-18-2.7691e-06j -3.37868e-17+4.72794e-05j -2.36894e-17-5.86359e-06j 1.10367e-17-8.93748e-07j 1.86913e-17-2.4633e-06j 8.92267e-18-9.4456e-06j 1.14556e-17-3.90562e-07j -1.15271e-17-3.58629e-05j 3.23029e-17-5.29983e-05j 1.24157e-17+5.49348e-06j 1.53112e-17+1.49479e-06j -3.7173e-17+4.89826e-05j -2.34776e-17-1.704e-06j -2.59207e-17+5.00732e-05j -6.89345e-17+5.25581e-05j 7.06745e-17-6.21676e-05j 5.23348e-18+1.55559e-05j 1.01317e-16-4.57693e-05j 2.45172e-17+2.13497e-06j 3.25089e-17-2.63028e-05j -2.69979e-16+9.86428e-05j 8.60045e-17-7.30678e-05j 2.57959e-16-0.000164995j -2.066e-16+0.000129923j -2.30135e-16+0.000144958j -2.73651e-17+2.05636e-05j -1.18453e-16+6.53166e-05j -5.70257e-16+0.000357443j -1.83488e-16+0.000107094j 2.87365e-16-0.000179368j 6.29913e-17-4.42576e-05j -7.31245e-17+4.39536e-05j 3.7825e-16-0.000246458j -2.93046e-16+0.000245278j -3.20713e-16+0.000215833j -2.91794e-16+0.000147433j 1.26008e-16-7.52705e-05j 1.36218e-16-7.36745e-05j -2.00293e-16+0.000130158j -1.95638e-16+0.000138219j -2.11122e-14+0.000364875j 3.43689e-16-0.000217647j 2.25298e-16-0.000110804j 1.93103e-16-0.000115046j 7.78642e-17-4.43459e-05j -1.75198e-16+0.000110372j -5.49103e-17+3.25706e-05j 5.39415e-16-0.000341041j 3.76347e-16-0.00024758j -2.01277e-16+0.000128705j 1.15934e-16-6.57885e-05j -1.23125e-16+7.25105e-05j -1.66184e-16+0.000111214j 1.40833e-16-8.09542e-05j -5.71271e-16+0.000362031j -1.76841e-16+0.000104369j -1.84307e-16+0.000104514j 1.54951e-16-9.11786e-05j -3.3964e-16+0.000215816j 1.17179e-16-6.19803e-05j -9.56461e-17+6.32153e-05j -2.0153e-16+0.000109136j 
