-0.193019+0.115222j 0.481475+0.0766969j 0.169506+0.403788j 0.190437-0.402304j 0.289689-0.0114386j 0.00733019-0.0524311j 0.0490138+0.0266363j -0.016605+0.0120352j 0.0307641-0.0284266j -0.0424667+0.00319573j 0.00324417+0.0447022j 0.056553+0.0191618j 0.0120327-0.0186893j -0.032845-0.00094408j 0.00489327-0.0183493j -0.00400739-0.0245771j -0.0226593-0.0217779j -0.00301617-0.0559571j 0.0280996-0.0162577j 0.088863-0.0145573j 0.0697976-0.0725087j -0.0237429-0.0163164j -0.0302975-0.00750584j -0.0184707+0.0175465j 0.015613+0.0138097j 0.0147055+0.0137029j 0.00597698+0.00168219j 0.0201193-0.0230964j 0.00335148-0.0159721j -0.00168296+0.0108966j 0.0327944-0.0323442j -0.0284496+0.0152485j -0.0223662+0.00466723j -0.0173208-0.0352519j 0.0130926+0.0052725j 0.00995631-0.00747894j 0.00616407-0.0351809j -0.0178651-0.0179168j 0.00913173+0.0302104j -0.0040649-0.00970456j 0.0234411-0.0216878j 0.00640962+0.00893442j 0.038597+0.00953984j 0.00481682-0.041859j 0.0219701+0.00441613j -0.0236473-0.00625008j -0.0274866+0.0243051j -0.0147773-0.0197684j -0.0180252+0.00204213j -0.0222836+0.0059926j 0.0107545-0.0323702j 0.026528-0.0213339j 0.0215319+0.0369202j 0.0205808-0.0142496j -0.0200751-0.0118542j 0.0197948+0.0305303j -0.0191822-0.0151878j 0.0559608-0.00226712j 0.0362397-0.019575j 0.0102448-0.0144268j -0.0086356+0.0247757j -0.00329703+0.00400172j -0.00512675+0.0138982j 0.00315543-0.00552622j 0.00237336-0.014985j -0.00168235-0.00302423j 0.000732146+0.0128602j 0.0134893+0.0129702j -0.00598321+0.0133395j 0.0083227-0.00491843j -0.0127065+0.0190815j 0.000419296+0.00547088j 0.00190331-0.0023696j -0.000884762+0.00058329j 0.0161092+0.00724428j 0.0194295-0.0379305j 0.00998428+0.0110011j -0.00520777+0.000162534j -0.00221843-0.00250651j 0.0217556+0.00300879j 0.00391222+0.00454661j -0.0355059+0.0263578j 0.00291128-0.0057194j 0.019258-0.00727338j -0.00694985-0.000150545j -0.00350316-0.013232j 0.00146759-0.00588437j 0.00620482-0.0116119j -0.00358535-0.00475883j -0.00772572+0.0212048j 0.0190178-0.00484918j -0.00609356+0.0136154j 
-0.0779256-0.0346057j 0.0590381+0.0628997j -0.00765946-0.00380359j -0.0409372-0.0220782j -0.0362244-0.0764824j -0.0303489+0.0556449j 0.222346+0.066041j 0.0502177-0.0801817j -0.073014+0.0294194j -0.0199225+0.0672851j -0.0120758-0.049927j -0.0214603-0.0532291j 0.083589+0.0960354j -0.0021958+0.00479852j 0.0467032-0.0796514j 0.0155773-0.0369719j 0.0180093-0.0456048j 0.0117323+0.0326384j -0.0254985-0.00240792j -0.023336-0.0761785j 0.0333846+0.0217604j 0.000244879+0.0812698j 0.175646+0.118635j -0.138096-0.151141j -0.0269256-0.0488594j -0.0418131+0.0333288j 0.0749831+0.12124j 0.0706974+0.00446261j -0.0501121+0.0024066j -0.0447405-0.0271442j -0.117321-0.0696738j 0.0266955-0.0547305j -0.0171315+0.00572858j 0.0577215+0.0832282j -0.030967+0.00311123j 0.0699723-0.00538869j 0.054167+0.0312684j 0.00495337-0.0770067j 0.0156768+0.133989j 0.0146095-0.0313618j 0.0521287+0.0901094j -0.0325657-0.0247831j 0.0843481-0.00408303j 0.0313712-0.0599402j 0.0378833-0.0622823j 0.0213839+0.0204283j -0.00607658-0.0435116j 0.0473842-0.0511047j -0.0418672-0.00382258j 0.0215539-0.0336354j 0.0249161+0.02541j -0.0575426+0.0808232j 0.0160922-0.0202625j 0.0377312+0.0221506j -0.0340039+0.0563315j -0.00198534+0.0265882j -0.00128568+0.113244j 0.0884344-0.0161487j 0.108408+0.0274916j -0.0628013-0.0591373j -0.0117506+0.0384607j 0.0122551-0.00488723j 0.0150734+0.125584j -0.0968169-0.017667j -0.0277293+0.0837751j -0.00852199-0.0148473j -0.0140008+0.0191857j -0.049733-0.0221183j 0.0220181+0.0445014j 0.0512407-0.0977447j 0.10106-0.0372993j 0.015382+0.0475932j -0.00500617+0.0851945j 0.0684795-0.0253666j 0.040308-0.0326472j -0.0394825+0.0649324j -0.0755203-0.023713j 0.0535004+0.0320447j 0.0108294+0.0355542j 0.0137615+0.0768934j -0.0273335+0.0283413j 0.0286061-0.0583348j -0.0113946-0.0774998j -0.00381626+0.0739696j -0.0280997+0.0206116j -0.0142552+0.00244371j 0.0722419+0.044489j 0.00824705+0.071201j -0.0321856-0.0486765j 0.0218519+0.0545598j 0.0388228+0.0375649j 0.0126957+0.0315804j 
0.0686958+0.0591744j 0.0109594-0.0355387j -0.0410238-0.00571325j 0.00287064+0.0295474j 0.0171631+0.137423j 0.13683+0.0799407j -0.165836-0.0420102j 0.0304786+0.0632283j 0.21092-0.106048j -0.0836952+0.0520448j 0.102639+0.0498449j -0.00483793-0.0637973j -0.0574606+0.0674743j -0.036119-0.00180049j 0.0495166-0.050984j 0.0361953-0.0398861j -0.0290632-0.00607227j 0.00756603-0.0480662j 0.000325918+0.0582816j 0.0427497+0.0835j -0.0784956+0.0435091j 0.0642263+0.129176j 0.0497057-0.0172894j -0.0478304-0.060725j 0.0301059+0.162249j 0.0191402-0.0196837j 0.0455271-0.00660571j -0.0467487-0.0263543j -0.0126653-0.0960731j 0.0328219+0.0923433j -0.000193986+0.0806781j -0.0050154-0.0600951j -0.124723-0.109812j 0.0132525+0.0405182j -0.136829+0.0853129j 0.0910419-0.0421818j 0.0051173+0.0190755j -0.000276427-0.0656038j 0.0497572+0.0551374j -0.00217881+0.0213234j 0.0724478+0.0138986j 0.0187629+0.0389942j 0.0306997-0.0051822j -0.013867-0.0287621j -0.0093519-0.0359279j 0.0122044+0.0211043j -0.0454021-0.0210968j -0.0413845-0.0333808j -0.0452808-0.123898j -0.0301033+0.102638j 0.0283361-0.0956085j 0.0630793-0.0260058j -0.0166288+0.0779482j 0.0550824+0.0263261j -0.0270784+0.0127784j -0.0229964+0.0174078j 0.027311+0.0162718j -0.0613959-0.0336107j -0.00995602-0.10412j -0.0537994+0.0632828j 0.0695636+0.0498261j 0.0441782+0.0651032j -0.0173555-0.0196217j -0.00211756-0.109604j 0.00408211+0.0248505j -0.014803+0.0378514j -0.099735+0.0891314j 0.00137947-0.0528881j -0.0246129-0.0357266j 0.0497313-0.00819449j 0.0698366+0.160693j -0.0673802+0.000798603j -0.00700986+0.0833682j -0.0593025+0.00295148j -0.00718613-0.00203237j -0.0285585-0.0205132j -0.0449518+0.0260588j -0.0632838+0.0184617j 0.00698828-0.00246705j 0.0722737-0.0173785j 0.0293827+0.0358483j -0.00152358+0.121101j -0.0953226+0.0421159j 0.0145095-0.0595482j -0.0269139-0.000290746j 0.0156339+0.09776j -0.0408207-0.0212396j 0.00938991-0.00939588j 0.0317155+0.0247546j -0.0325143-0.0493589j -0.0761781+0.010894j -0.00603121-0.0461562j 
0.0157973-0.102041j -0.0745901-0.0854478j -0.00693605+0.0344156j 0.0082657+0.0171071j 0.12121+0.0657719j -0.0792837-0.080365j -0.00768579+0.00208431j 0.148473-0.0748854j 0.0297695-0.0771525j -0.0474209-0.0321546j 0.0145711-0.0429738j 0.00749313+0.00120067j -0.0148588-0.0289223j -0.00795898+0.031968j 0.0206035-0.0186546j 0.0182041-0.0171643j -0.015178-0.0542424j -0.00387097+0.0428544j -0.00772365+0.0491228j -0.0494303+0.0233361j -0.0992267-0.137104j -0.095082+0.0596827j -0.117195-0.115544j -0.0333929+0.0566521j -0.0640706+0.053785j 0.0347359+0.12478j -0.104971+0.069423j 0.00719104-0.099403j 0.0994505+0.0368049j 0.0197703+0.0205874j 0.10926+0.00243068j -0.0307799+0.0495783j 0.0115873-0.0790162j -0.0382171+0.0147705j -0.0587864-0.0174935j 0.0409235-0.00104054j 0.00624125-0.0643842j 0.00276297-0.0230129j 0.0332025+0.00100218j 0.01337+0.0471739j 0.109283-0.00459269j 0.00979314-0.010042j 0.0342277-0.00716713j 0.0299323+0.0360591j -0.0372466+0.110336j -0.0458174+0.0276259j -0.00631617-0.005364j -0.0387598-0.0391095j -0.0167854-0.0560926j -0.0805083+0.0267853j 0.0344987-0.0667101j -0.0386142+0.0354171j -0.0306927-0.0347598j 0.0269103+0.0352445j -0.0357996-0.00415497j 0.00920435-0.0505181j 0.043726+0.00294258j 0.109809+0.0349378j 0.0489958+0.0307758j 0.0572107+0.0726083j 0.00532676+0.0890283j -0.0112534+0.0581085j 0.0180063-0.0170997j -0.0519246+0.0132914j -0.0381699-0.0580046j 0.0317157+0.0256118j -0.00155474-0.0437517j -0.0134708+0.0529316j 0.125637+0.0650293j -0.0754078+0.0707838j -0.0377149-0.0181151j -0.0358714-0.0105909j 0.0256618-0.0932567j -0.0860025+0.00136303j 0.0478012+0.0770145j -0.00847175-0.0411825j -0.0289563-0.0745999j 0.0117289+0.0219873j 0.11177+0.0116909j -0.00717162+0.0745688j -0.0265414+0.0350134j 0.00166353-0.0112438j -0.00999745-0.116453j -0.0255711-0.000685049j -0.0141718+0.033587j -0.0413104-0.0338429j -0.0118262-0.0126384j -0.00228711-0.0189737j -0.0310985-0.0818637j 0.082999+0.0222835j 0.0383239-0.0549137j 0.0358385+0.00654718j 
-0.0270951+0.00874209j 0.00530681+0.025445j 0.0228985-0.0162595j 0.0115558+0.0113262j -0.0431078+0.000162485j -0.0516527-0.0529765j 0.0661861+0.0624074j 0.0146277-0.00814304j -0.0187225+0.0390871j -0.0154537-0.0265288j -0.0222548-0.0212162j 0.02325-0.00233241j -0.0157967+0.0550742j 0.00566634+0.062231j -0.00220058+0.0325171j 0.0758493+0.0445519j 0.0741102-0.0617049j -0.0720139-0.0227443j 0.0438722+0.0191791j 0.00403352-0.0670227j 0.0066099-0.0743428j -0.0130559-0.0251339j -0.0363809-0.0846732j -0.0743586-0.00334149j 0.0169052-0.0521116j -0.0525825+0.0714447j -0.0365553+0.0215421j -0.0966322-0.0457711j -0.0220178+0.130324j 0.0102018+0.046072j -0.062927-0.0440939j -0.0150279+0.0860613j 0.0298195+0.00299122j -0.0292127+0.0569109j -0.0342583-0.00976296j -0.0292246-0.00238043j -0.0175284+0.0100635j -0.0292051-0.00213686j -0.0428104+0.00411836j -0.0148125-0.0405717j 0.0913531-0.00997469j -0.0131484-0.021882j 0.0498824+0.0343285j 0.0782587+0.0600576j 0.0163518-0.0275124j -0.00765303-0.0785139j 0.0478698-0.0498094j 0.000136632-0.0260071j 0.0406933-0.0941778j -0.0381585+0.0342266j 0.038688+0.0875072j -0.0594017+0.0346636j 0.0539046+0.0796214j 0.0738384+0.0155505j 0.0250758-0.0664576j -0.0153359+0.00643834j -0.0160622-0.0383781j -0.043108+0.0259047j -0.00936445-0.0875777j 0.00609357-0.0167978j 0.0503515-0.0804859j -0.0332813+0.0296088j 0.0154763+0.0262475j 0.0276471+0.0662849j 0.0548481-0.0046779j -0.0277476+0.0695549j -0.0128724-0.0403182j 0.00472979+0.0290062j -0.0159587+0.048447j -0.0579111-0.0258329j 0.00528206+0.00447288j -0.0414369-0.00171348j -0.0186968-0.0172629j 0.00911471-0.0246101j -0.114055+0.0517794j -0.0083952+0.0572614j -0.0279596+0.0375719j -0.0581782+0.0497979j -0.0327178-0.0381349j -0.0523976+0.0583824j -0.0202499+0.0885606j -0.141523+0.0882866j -0.0846482-0.0422975j 0.0415645-0.0841947j 0.0483162-0.0015772j 0.0238171-0.0564006j 0.00916557-0.0138875j 0.0636453-0.0545632j -0.050704+0.0582413j -0.134147+0.0628529j -0.169748-0.101644j 0.0715821+0.0457456j 
-0.00860822-0.041609j -0.0101795+0.0520633j -0.00270797+0.0122763j 0.00528028+0.0121785j -0.0214272-0.0216812j -0.105808-0.020025j 0.0460313-0.00328787j 0.0361987-0.0596144j -0.0131369+0.0375666j -0.040169-0.033777j -0.0183991+0.015164j -0.0406972-0.0374732j 0.0205664-0.0433081j 0.0412395+0.0267674j 0.0509146-0.054532j -0.011572+0.0113328j -0.0302269+0.0184726j 0.0302858-0.0131355j -0.0422259+0.0317511j 0.0875666+0.0723977j 0.0352028+0.0403245j -0.000621047-0.0140644j -0.0287105+0.00778008j -0.0062407+0.034558j 0.0298844-0.0292079j -0.0635194-0.0623732j 0.00516534+0.078503j 0.0469916-0.0147642j -0.011582+0.0085235j -0.0315379-0.0247155j -0.0289304+0.0188221j 0.0149145+0.0211385j -0.0256573-0.00302j -0.0217446-0.0491458j 0.00516712-0.000971341j -0.021981-0.036766j 0.0249838-0.0312717j -0.0736326+0.0383489j -0.00160157-0.00152041j 0.00728641-0.0304391j 0.0238552+0.00994038j -0.00464772+0.0241023j 0.0184083-0.0331003j -0.00306464+0.0186685j 0.074844-0.0470914j -0.0331413+0.0123024j -0.0158035+0.109434j 0.0940451-0.0273384j 0.0383621-0.00345727j 0.0993075-0.111034j -0.0546282+0.0747215j 0.00183807-0.117281j 0.00342092+0.0111363j -0.0391622-0.0109016j -0.0804107+0.0182814j -0.0232071-0.0440095j 0.0704275+0.0368935j -0.0281323+0.0283044j 0.0167447-0.0322165j 0.0102547-0.019697j 0.0198741-0.0546942j 0.0255108+0.0383735j -0.0015286+0.0154623j 0.0136141+0.0594854j -0.032375+0.00238033j 0.0999932-0.0607595j 0.0167081-0.0176685j -0.00980993+0.0399184j -0.0514431+0.0425378j -0.0656-0.0178776j 0.0458962-0.0190727j -0.0269016+0.0186694j -0.0399865-0.0327789j -0.0338437-0.0438254j -0.0470345+0.0974185j 0.0104634+0.0518807j -0.0813743+0.000382207j 0.118846+0.00388013j 0.0313295+0.0134558j 0.0705946+0.0597826j 0.0692053+0.146861j -0.0413663+0.0444156j 0.0472975+0.154254j 0.125544-0.0663929j -0.026456-0.000700525j -0.0248347+0.0886805j -0.0346272-0.0266845j 0.158077-0.0431406j 0.181291-0.0574754j -0.00949546-0.141483j 0.0847114+0.0373613j -0.1027-0.0548001j 
-0.0270949-0.0319042j 0.00227285-0.0108744j 0.0325681+0.0254836j 0.0199896+0.0295559j 0.030885-0.0128222j -0.0530175+0.019043j 0.0388848+0.0283333j 0.0904549-0.0274492j -0.0165892+0.0177008j 0.011806-0.0398016j -0.00557265-0.0356533j 0.0109589-0.00459951j 0.0474646-0.0151758j 0.0158788+0.0265075j 0.0948283-0.0425424j -0.0165862-0.0122984j 0.0428041-0.0707028j -0.0255414-0.0484131j -0.0987169+0.0425357j -0.00267529+0.0344511j 0.0673648-0.0304967j -0.0506789-0.00514885j 0.0228914-0.00455727j -0.0707016-0.0134543j 0.0105612-0.0340113j -0.0231131-0.0521778j 0.0373064+0.0701981j 0.038569+0.0213097j 0.0176934+0.0647325j 0.0754209+0.0541006j 0.00911772+0.0637114j 0.00713598-0.0101511j 0.000448908+0.00256685j 0.00530983-0.0480561j -0.0123582-0.0236086j -0.051132-0.00411877j -0.017005-0.0465126j 0.0218219+0.0300879j -0.0338092+0.0368619j 0.0189222+0.0223832j -0.0205844-0.0216773j 0.0964089-0.015605j 0.0334634+0.00686895j -0.00256943+0.000550056j -0.00518719-0.0211008j 0.0558901-0.0221442j 0.0410187+0.0696579j 0.0418432+0.0323325j 0.0745474+0.0122171j -0.00321102+0.0222814j -0.0117257+0.0345576j 0.0563962-0.0663758j -0.0678606-0.0665733j 0.0925484-0.0606297j 0.0135724-0.0434278j 0.070303-0.0284879j -0.0130648+0.0597889j -0.00953531+0.0534232j -0.0256473+0.133202j -0.0770897-0.0161553j 0.0848015-0.0613806j 0.00533365+0.0280256j 0.0345681+0.000938201j 0.0559565+0.120044j 0.0307475+0.0761711j 0.0529554+0.0685528j 0.0570108+0.0426917j 0.000106913-0.0580941j -0.0969866-0.0555829j 0.0796132+0.0664185j -0.127777+0.0707594j 0.0299426+0.0140811j -0.0265931+0.0330555j 0.0858278+0.0465923j 0.0630431+0.0235712j 0.00380358+0.0477278j -0.0756264+0.0972377j -0.0328856-0.0178144j 0.0106272-0.0682227j 0.0016218-0.073366j -0.0886488-0.133251j 0.00777611+0.0401248j -0.0584693-0.109422j -0.0373079+0.0499873j -0.000926173-0.0469878j 0.0173839-0.0266473j 0.0659516+0.0499688j -0.133562-0.0395323j 0.0901836+0.182428j -0.198926+0.138922j 0.0382624-0.15108j -0.111932-0.023069j 
0.0238995+0.0200412j 0.0634462+0.00656803j -0.0347167+0.0093121j -0.04705-0.0239596j -0.0122101+0.0218625j -0.0438104+0.0530396j 0.0243125+0.0158711j 0.0280018+0.00426572j 0.00680828+0.00612577j -0.00963685+0.00246872j -0.0281849+0.0535794j -0.0285466-0.0149236j -0.00853069+0.0114867j -0.0138437-0.0142688j -0.0163252+0.0031516j -0.0053454-0.0281829j -0.0187045+0.0504812j -0.019806+0.00672617j -0.00378448-0.0465365j 0.0317456+0.0599349j 0.0383074+0.0187169j -0.0103859-0.0431333j 0.0352893-0.00185809j -0.0326763+0.0188225j 0.0181196+0.00452942j -0.0634561+0.00863073j -0.013957-0.0191885j 0.0244165+0.0759362j 0.0439997-0.0145329j 0.0582107+0.0859743j -0.0220395-0.000201015j -0.0563887+0.028957j 0.0742898-0.0403268j 0.0436757+0.0612505j 0.032112-0.0262928j 0.00472555+0.00800066j -0.051343-0.0720326j 0.00323258-0.0252852j 0.127391-0.115888j 0.00944668+0.0635187j -0.0135043-0.0373052j 0.0623803+0.0489852j -0.016658-0.00712932j -0.00315973+0.00160044j 0.0637076+0.065933j -0.0292929+0.0709449j 0.0678453-0.0661796j -0.0151859-0.0131798j 0.0345973-0.104945j 0.115695+0.0138932j 0.0404645-0.0353526j -0.0017725+0.00588943j -0.019185-0.0200325j 0.0631888-0.123908j 0.0451365-0.0224353j -0.0735452-0.0610799j 0.0101506+0.074292j 0.0771449-0.0473979j -0.0905564-0.0018104j 0.0121481-0.0525305j 0.0764378-0.0109832j 0.0793626-0.0459076j 0.00932035+0.0833192j 0.0712908-0.0173279j -0.0482068-0.0955578j -0.0421858-0.0336452j -0.0544952-0.127635j -0.0646202-0.0618203j -0.0350459+0.112485j 0.0475558+0.0497879j -0.161781-0.0319639j -0.0780663+0.00621935j 0.106+0.0251001j 0.0384911+0.0401545j 0.0941259-0.0793915j 0.0176209+0.0383242j 0.0214334-0.0786655j -0.066147+0.03077j -0.019966-0.0926916j 0.0309133+0.0381898j -0.0312948+0.101314j -0.0166791-0.0715957j 0.012829+0.0123515j 0.062731+0.0229677j 0.00638777-0.0222851j 0.0991542-0.0370442j -0.0702322-0.164681j -0.0631193-0.0858845j 0.139351-0.0787153j -0.000673792-0.162758j 0.13129-0.0330832j -0.0717983-0.0816508j 
-0.015588-0.00644382j -0.018449-0.0209075j 0.0181046+0.0273012j 0.0355131+0.0246093j -0.00969164+0.000917525j -0.0246549+0.0233356j 0.00839011+0.0226899j 0.0331145-0.0153666j -0.0060093-0.0538231j 0.0147044+0.00582425j -5.29955e-05-0.0252295j 0.0124512-0.0174408j 0.0209737-0.0744605j 0.000903+0.0564026j 0.0558017+0.00546328j 0.00507866-0.0110462j -0.00116776-0.0311721j -0.0314084+0.00342952j -0.00556856+0.0625389j -0.0267493+0.00335309j -0.00449054-0.0205537j -0.0163831-0.0113776j 0.0135939+0.0467035j 0.0236706+0.0266502j -0.0102765-0.0050672j -0.0223515-0.0318315j -0.048324+0.00699196j -0.047435-0.0478345j 0.0168442+0.0589886j -0.0695877-0.0360448j -0.0677379-0.00175794j -0.00487799+0.0591539j -0.0320065-0.0054915j 0.0163563-0.066852j 0.0383214-0.00425278j 0.0222928-0.0443082j 0.0515095+0.0546039j -0.0251839+0.00797474j 0.108524-0.0203298j -0.023855-0.0393295j -0.0305205-0.00301485j -0.0840162+0.0328624j 0.0155101-0.0407476j 0.03-0.0229655j -0.0141755-0.0410927j -0.0634433-0.00815966j -0.0511579+0.0719644j 0.034175+0.012768j -0.0144224+0.0417269j 0.0987032-0.0455772j 0.0756796-0.0901178j 0.0489912+0.0396647j 0.0465788-0.0302896j -0.00371316-0.0211872j -0.0276606-0.0371621j -0.19405+0.117916j 0.0123885-0.00926137j 0.0557946+0.038395j -0.0994408+0.0647536j -0.032564+0.046702j 0.0179968-0.0267689j -0.0364376-0.0608768j -0.113995+0.0392531j -0.0117344-0.0341045j 0.059172-0.0108592j 0.0563527+0.0872435j -0.0159118-0.029208j 0.124766+0.17124j -0.0489528-0.0535729j -0.0321747+0.190719j 0.12626+0.0146577j 0.0241391-0.0300756j -0.0228334-0.0377195j 0.0328807-0.23357j -0.0575992+0.100585j -0.0195694-0.0341181j -0.0264532-0.0508506j -0.0233884+0.103509j -0.0297582-0.0965217j 0.021516-0.157508j -0.0676085+0.0567529j 0.00782473-0.0223217j 0.0165385+0.0401832j 0.00945763-0.0486548j 0.00831895-0.0192265j -0.0736137+0.0711119j -0.163262+0.135731j -0.0255333+0.0732308j 0.0930371+0.057625j 0.00100401+0.0264435j -0.00413121-0.0616106j -0.035599+0.0121563j 
-0.000499749-0.0451581j 0.00992297-0.0185901j -0.0251041+0.0140357j -0.00183698-6.02777e-05j -0.024381-0.00695733j -0.0387214+0.0388201j 0.0122745+0.0085222j 0.00530923-0.00363232j 0.00563696+0.0226796j -0.00934684+0.0160981j -0.00761211-0.0315392j -0.0304981+0.0459299j -0.0552609+0.0527215j 0.00923049+0.0106721j 0.0122693-0.00610264j 0.00492774-0.0118295j -0.0110565-0.00628031j -0.023691+0.00594699j -0.0143953-0.0537478j -0.0226711-0.0118502j -0.00552064+0.030065j -0.0379845+0.000927086j 0.0412667+0.039948j -0.00588749+0.0110373j -0.0209024-0.00814687j -0.0420901+0.00217922j 0.0540268-0.0733569j 0.00875448-0.0158576j -0.0012554+0.0145j 0.0477386+0.0211842j -0.00637026+0.0513516j 0.0198813+0.0850963j -0.0207236-0.0600352j -0.0291969-0.0405426j 0.0132771-0.0493144j -0.0240628-0.0126395j 0.0217385+0.0550333j 0.0231338+0.00420499j -0.0788257+0.00670175j 0.0157318-0.0524678j -0.0130037+0.0232483j -0.00980636-0.0379003j 0.0651464-0.0219737j 0.00615009-0.068936j -0.0382453-0.00480378j -0.013292-0.0202186j -0.0716288-0.070787j -0.0254761+0.0241356j -0.0551947+0.00848584j -0.0117093-0.0285517j -0.0498011+0.0107704j -0.0217475+0.0997188j 0.00154781+0.0335025j -0.043281+0.0158083j -0.00374423-0.0733987j 0.0873741-0.0288627j 0.0473126-0.0113213j -0.0413089+0.0140021j 0.0531724-0.0295309j 0.0092719-0.00627952j 0.0582908-0.0452341j -0.0217053-0.013573j -0.00858226+0.0354951j -0.0691863-0.00250739j 0.0229814+0.0115396j 0.0849279+0.0522401j 0.0477184+0.0700068j 0.0376772-0.055779j -0.10096+0.0804363j 0.0545197-0.085582j -0.0724789+0.00564761j -0.00682745-0.0769226j 0.189327-0.101605j 0.0240473+0.0851056j 0.0285014-0.00351389j 0.072095-0.0577594j 0.0518046-0.0205671j 0.022748+0.043416j -0.116748+0.0121829j -0.0178652-0.0354955j 0.0778066-0.0679064j -0.0689531+0.127711j -0.00271891+0.103685j 0.0793816-0.0646225j -0.0154857-0.00524898j 0.0537394+0.0178111j 0.0947126+0.0342983j -0.0149133-0.0139072j 0.0684903-0.00994923j -0.0088542-0.00124979j 0.0337031-0.0453408j -0.0385505+0.00660237j 
0.0103231+0.0156627j -0.0120378-0.00831212j 0.0326127+0.00301182j -0.00936239+0.0221528j -0.00877626-0.00293906j -0.00306793-0.0115194j -0.0238396+0.0727555j -0.00446378-0.0109728j 0.000719511-0.031274j -0.0120091-0.0487972j 0.00822242-0.0281441j 0.0260332+0.0310078j -0.0183131-0.0175901j 0.0307478+0.0426721j 0.0250962-0.0149399j 0.0279562-0.00946987j 0.00213527-0.0372881j -0.0381011+0.0597632j -0.0183759+0.0665821j -0.0263582+0.00481565j 0.000625585-0.0355427j 0.00157076+0.00453371j -0.0249699-0.0310404j -0.0279663-0.0532622j 0.00379446+0.0572778j -0.0644587-0.0291861j -0.0113945-0.0721837j 0.0492238-0.00112496j -0.044681-0.0557401j 0.00285906+0.0134573j 0.0219714+0.0119812j 0.00988416+0.0738838j -0.0581141+0.0212055j -0.0103861-0.00652961j 0.00455026-0.0626161j -0.0908227-0.0274935j -0.0108683-0.0302784j 0.0269187-0.134343j -0.0444887-0.0748269j -0.0113726+0.0348659j 0.000396887+0.0368247j 0.0584435-0.0108803j 0.0110631-0.0373626j -0.0346222+0.0179055j -0.00380851+0.0190781j -0.00120928+0.0280714j 0.0239918-0.0621338j -0.0334906+0.0299088j 0.00233275+0.0421395j -0.0875964-0.0162661j -0.0265816+0.0328169j 0.0494422-0.0637096j -0.130194-0.0417499j -0.0699177-0.0530377j 0.120864+0.0556031j 0.140165-0.0139475j -0.014742+0.00162257j -0.0211748+0.0658371j 0.11601-0.0793344j -0.00487383+0.00708714j 0.0333853-0.00179082j 0.0365286+0.0282271j -0.000820083-0.072448j -0.100539+0.0658829j 0.0190963+0.0668363j 0.0788281+0.0781716j 0.0108237-0.0827114j -0.0388517-0.17735j -0.0580236-0.0352671j -0.0420114+0.0571892j 0.0830797+0.00297873j -0.0835472+0.105552j 0.00975877-0.0384853j -0.141208+0.0305449j -0.0117648-0.0355051j 0.0569442+0.0509945j 0.0602475-0.0431132j -0.121228-0.0598588j 0.0448396-0.0388955j 0.0329855-0.0915388j -0.0782278-0.0622946j -0.00733983-0.0326317j -0.0317164+0.101246j -0.011856+0.0113139j 0.0519389-0.00730717j -0.142609+0.0258025j 0.00318138-0.0560839j 0.0894519-0.0120086j 0.0264579-0.0592957j -0.0617607+0.00966845j -0.0420111-0.0376487j -0.00936012+0.0776805j 
