-0.0228847-0.0272225j -0.0169526-0.0507432j 0.0661701-0.0494476j 0.0134873-0.0265065j 0.031972+0.0054775j -0.0555398+0.0321236j -0.094678+0.054495j -0.0340321+0.0573672j 0.119628-0.025721j -0.0640092+0.0133091j -0.120577-0.120499j -0.0218487+0.040955j 0.00596541+0.0509632j 0.0413383+0.101972j -0.0829553+0.0597222j 0.0917267+0.191317j -0.125428-0.135597j 0.0121403-0.0233672j 0.00494482-0.00206014j 0.15177+0.0837835j 0.0472527+0.0351893j 0.106811+0.231535j -0.017077-0.0879235j 0.0903542+0.121961j 0.0250353+0.0782265j 0.0976347-0.117869j -0.00756844-0.105992j -0.0147787-0.0171821j -0.0940311-0.113011j -0.00145869-0.0317126j 0.0871937+0.0484549j -0.000996375+0.0522937j 0.0264856-0.033954j -0.0102942-0.0668006j 0.00863284+0.022049j -0.0464388+0.186829j -0.00210222-0.0351567j 0.0650845+0.0763613j -0.067171-0.0120064j -0.0309666-0.00891538j -0.0341202-0.0205287j -0.151857+0.223023j -0.0639621-0.165389j -0.269324+0.292382j -0.166297+0.236042j 0.0697481+0.194055j -0.001821-0.217559j -0.158281+0.168962j 0.335494+0.195137j 0.407632+0.0288841j 0.344328+0.504523j -0.0779754-0.513658j 
-0.254393-1.79338j -0.155283+10.8087j 0.440222-18.6132j 0.487796+26.0651j -0.421395-25.4917j 0.689915+64.409j -0.72838-10.1191j 0.652107+81.517j -0.954294-84.3187j 0.437723+18.3584j -0.272691-130.362j 0.659542+64.8212j 0.498967+73.5975j 0.788063+119.405j 0.0605884+43.6892j 1.5456+251.514j -0.820757-162.997j -0.0610704-15.4332j 0.241907+65.6832j 0.496983+53.3146j 0.057978+48.0311j 0.775193+276.781j -0.0185845-6.07131j 0.268672+210.473j -0.0852997+10.7301j 127.915-155.646j 86.0087-16.1136j -0.440346+10.4864j -0.350941-210.332j -0.307502+6.135j 0.282033+276.247j -0.192948+48.4714j 0.239161-53.2951j -0.118553-65.8029j -0.184768+15.2342j -0.348696-163.036j -0.0900994+251.575j 0.309745-43.9557j -0.319435+119.541j -0.0342705+73.6676j -0.306752+64.9161j 0.236001+130.566j -0.157032+18.4565j -0.685147+84.292j -0.203345+81.7317j -0.483262+10.2239j 0.163675-64.6595j 0.188778-25.3591j -0.357823+26.1524j 0.422989+18.7634j 0.139883-10.6771j -0.110345+1.67332j 
0.125389+0.82774j 0.0152652-4.67152j -0.117543+8.42454j -0.191106-11.2055j 0.27307+11.1413j -0.193419-28.231j 0.15587+4.41316j -0.518371-35.6088j 0.719961+36.9944j -0.322701-8.16774j 0.0438159+57.7725j -0.42664-28.6018j 0.502246-31.8151j -0.618743-52.7201j -0.137447-19.5616j -0.459418-111.085j 0.746155+71.3078j -0.108008+6.64234j -0.636523-29.2546j -0.0743436-23.6742j 0.182802-20.8463j -0.532001-122.095j 0.255275+2.97033j -0.48318-92.9312j 0.119806-4.62696j -56.5361+68.7469j -37.9631+7.68611j -0.0702273-4.43646j 0.404523+92.5484j 0.149451-2.32647j -0.236247-122.092j -0.0362036-21.2063j -0.134913+23.238j 0.129176+28.7251j 0.0714866-6.89703j 0.0316152+71.9315j -0.162763-110.862j -0.0808829+19.3829j 0.214158-52.7766j -0.221217-32.3602j 0.0936856-29.0472j -0.20431-57.6643j 0.00132677-8.13964j 0.292629-37.1109j -0.0699308-36.1236j 0.184498-4.31621j -0.0906825+28.6124j -0.0833373+11.2537j 0.061488-11.5736j -0.187632-8.29275j -0.0467247+4.68369j 0.0533817-0.675021j 
-0.150775-0.515539j -0.0810498+3.04066j 0.0387521-5.44543j -0.132437+7.35962j -0.134449-7.27119j 0.367713+18.3656j -0.332361-3.21497j 0.165616+23.7399j -0.290001-24.1661j 0.434099+5.21797j 0.0288505-37.5105j 0.332581+18.6761j 0.0232841+21.3706j 0.0557514+34.324j -0.237843+12.5983j 0.443964+72.1834j -0.194715-46.8094j 0.0415018-4.33705j -0.16582+18.9366j 0.426957+14.9543j 0.235801+13.9525j -0.0550263+79.747j 0.0383517-1.73536j 0.283468+60.3719j 0.11857+3.37706j 37.1196-44.6889j 24.4888-4.70828j -0.286643+3.05284j -0.372788-60.7153j 0.0657329+1.72985j 0.145322+79.3761j -0.122494+13.7319j -0.0898682-15.3719j -0.192247-18.6532j -0.083347+4.35066j -0.169438-47.012j -0.0745481+72.1529j 0.0012388-12.6304j -0.0203792+34.3489j 0.183963+21.245j -0.125124+18.6816j -0.0930643+37.6422j -0.232404+5.35841j -0.259573+24.1559j 0.0325406+23.4974j -0.10338+2.89182j -0.0755996-18.5589j 0.108654-7.28249j 0.00610256+7.53357j 0.204983+5.46702j -0.01652-2.96847j -0.0915514+0.426783j 
0.0736008+1.00862j 0.146225-5.62786j -0.292538+9.66203j -0.267576-13.7448j 0.397339+13.1431j -0.433847-33.9233j 0.493518+5.37637j -0.544392-42.7624j 0.355157+43.9571j 0.135277-9.8989j -0.120892+68.1516j 0.259288-33.6698j 0.225317-38.2903j -0.431564-62.065j -0.521211-22.8128j -0.949864-130.637j 0.382557+85.1006j -0.294476+7.78644j -0.00392233-34.4465j 0.0774016-27.7583j -0.458415-25.856j -0.585067-144.06j -0.122556+3.13964j -0.258495-109.319j -0.00902731-5.54479j -66.483+80.4895j -44.6303+8.3199j -0.291724-5.69475j 0.380743+109.47j 0.178168-3.3031j -0.563291-143.838j 0.0768536-25.1153j -0.00969348+27.616j -0.136916+34.2647j 0.148042-8.0221j 0.0341755+84.8105j -0.0704742-130.891j -0.297431+22.7357j 0.060814-62.365j -0.096473-38.2774j 0.195027-33.8683j -0.0911482-67.8594j 0.0080131-9.39642j 0.238066-43.9542j 0.0436346-42.6151j 0.244078-5.15151j 0.00167565+33.5856j -0.184341+13.2797j 0.182029-13.5956j -0.21465-9.788j -0.0300274+5.54184j 0.0320622-0.860398j 
-0.0302557-1.38661j -0.0146855+7.05225j 0.153342-12.3253j 0.398836+17.1558j -0.327791-16.6879j 0.186319+42.5134j -0.23171-6.44558j 0.428212+53.8409j -0.727183-55.0394j 0.089101+12.2483j -0.128986-85.7033j 0.166633+42.5915j 0.206265+48.6123j 0.692198+78.7928j 0.573159+28.8084j 0.914037+165.112j -1.00944-107.466j -0.0483346-9.95269j 0.283759+43.3933j 0.286606+35.2478j 0.462018+32.113j 0.9783+182.551j -0.141301-3.84529j 0.703287+138.659j 0.155663+6.6301j 84.1381-102.553j 56.3891-10.5066j -0.377677+6.48888j -0.454656-138.476j -0.102631+4.18457j 0.267362+182.388j 0.143784+31.8809j -0.0622929-35.2472j -0.228434-43.5286j -0.224578+10.1088j -0.238904-107.479j 0.250588+165.758j 0.00316764-28.7585j -0.100077+78.8967j 0.167622+48.357j -0.080557+42.9505j 0.235662+86.081j -0.0620255+12.3586j -0.331644+55.4513j 0.0478112+53.9189j -0.389892+6.53177j 0.0631221-42.5974j 0.0652166-16.829j -0.228587+17.2231j 0.230611+12.3926j 0.0450601-7.02985j -0.0582133+1.09351j 
0.0825556-0.293747j -0.204582+1.98458j -0.0601389-3.10914j 0.100091+4.35261j -0.355516-4.61891j 0.0533799+10.7157j -0.319233-1.6043j -0.0161729+13.1444j -0.00988979-13.8352j 0.379516+3.24722j -0.059242-21.5139j 0.286051+10.1213j 0.106399+11.9361j 0.06197+19.161j 0.0309478+7.44404j 0.0573663+41.1696j -0.36343-26.7364j -0.0158673-2.77255j 0.486749+11.3869j 0.182012+8.85737j 0.053844+7.65636j -0.139754+45.3811j -0.19372-0.729121j 0.0948427+34.5226j -0.22391+2.2408j 20.7356-25.3346j 13.905-2.66588j 0.0362859+1.8213j -0.143561-34.3794j 0.0120773+0.947164j 0.138577+45.3641j -0.0450529+7.90879j 0.0604715-8.6864j -0.0811578-10.7004j -0.0526838+2.53336j -0.131526-26.8561j 0.150292+41.1895j 0.196792-7.01273j 0.15591+19.8249j -0.0388662+11.8946j -0.240636+10.54j 0.0590587+21.3626j -0.127765+3.01216j -0.0580986+13.8149j -0.00157119+13.3153j -0.142224+1.83749j -0.22031-10.7607j -0.0477801-4.09843j -0.0650979+4.21885j -0.0398341+3.09926j 0.0319506-1.83119j -0.00338163+0.354505j 
-0.100362+0.000363811j -0.0759844-0.582091j -0.0704988+0.523214j -0.374515-0.576615j -0.0380307+0.449361j 0.234336-1.28405j 0.145235+0.045341j -0.0595491-1.5141j 0.266085+1.82076j -0.232377-0.812967j -0.111212+2.5295j 0.23501-1.45757j 0.0816324-1.38259j 0.121709-2.72264j 0.168611-1.2562j 0.314278-4.9847j -0.354625+3.0096j -0.456792-0.350678j 0.0968552-1.22852j 0.00971298-1.2491j 0.174841-1.24395j -0.183826-5.5967j 0.0700301-0.324981j 0.134422-4.06824j 0.143987-0.293303j -2.82028+3.14371j -2.04402+0.426988j -0.0926051-0.156989j -0.0339065+4.13977j 0.0663111+0.0693849j 0.218203-5.50969j 0.0973944-0.966515j -0.14053+1.14718j 0.00247967+1.33019j 0.113374-0.336238j -0.0836477+3.44267j -0.0280451-5.24956j -0.12185+0.607718j -0.0136649-2.5023j 0.10229-1.31657j 0.0668415-1.25215j -0.0255261-2.44708j -0.0160827-0.442904j 0.0935616-1.77206j -0.0964618-1.56413j 0.0542575-0.377905j -0.071374+1.15438j 0.0118812+0.644362j 0.126981-0.480309j 0.0851358-0.34656j -0.0369096+0.328097j 0.0235398-0.0988305j 
-0.116427-0.864812j 0.00750551+4.092j 0.111474-7.31315j 0.157211+10.5732j -0.170042-9.95815j 0.371387+26.0537j -0.189451-4.1223j -0.253417+32.6413j -0.656864-33.7173j -0.125603+7.56864j -0.513693-52.3467j 0.504682+26.0444j 0.633037+29.1436j 0.677741+47.9773j 0.370109+17.6153j 0.120558+101.171j -0.627924-65.562j -0.0938054-6.31741j 0.0482393+26.3243j 0.35095+21.3647j -0.159545+19.2247j 0.815671+111.354j -0.406077-2.47161j -0.100551+84.2871j 0.0171638+4.30427j 51.3813-62.6142j 34.4011-6.38661j 0.134876+4.00688j -0.273295-84.4725j -0.0632711+2.56855j 0.229967+111.048j 0.311663+19.4163j -0.210552-21.6191j 0.248912-26.4866j 0.0753838+6.04434j -0.0918995-65.5889j 0.182375+100.942j -0.027771-17.5667j -0.0935229+47.9723j 0.0724783+29.6349j 0.215259+25.9705j 0.0067415+52.3894j -0.182893+7.51895j -0.269026+33.8207j 0.0454223+32.8514j -0.215969+3.91659j -0.000869026-25.8954j 0.0617121-10.2299j -0.116451+10.5072j 0.198333+7.57518j -0.0304506-4.22433j -0.0672864+0.642899j 
-0.145809+1.06024j 0.0535392-5.75335j -0.375045+9.86184j -0.20192-13.6333j 0.137056+13.6897j -0.0678909-34.079j 0.0749354+5.249j 0.0587255-42.7524j 0.596053+44.0977j -0.409972-9.33847j 0.135446+68.5189j -0.651636-34.2222j -0.631011-38.8452j -0.525782-62.7528j 0.044566-22.9491j -1.09615-132.817j 1.01426+85.3864j 0.470497+8.36883j -0.224113-34.9885j -0.561038-28.5406j -0.309467-25.3555j -0.708588-146.03j 0.198733+3.35228j -0.183454-110.563j -0.415167-5.35954j -67.1559+81.9836j -45.0815+8.51486j 0.137817-5.24142j 0.334432+110.788j 0.0218824-2.95877j -0.208236-145.802j 0.0629729-25.526j -0.0125781+28.2489j 0.128973+34.6399j 0.053529-7.98623j 0.305584+86.0572j -0.272088-132.602j -0.00948269+23.0653j -0.0675148-62.9636j -0.18856-38.7295j 0.195644-34.1794j -0.293857-68.747j 0.0706214-9.80465j 0.148527-44.3303j 0.166302-43.0819j 0.327723-5.28858j -0.0120863+33.9632j -0.0530431+13.4424j 0.341063-13.7451j -0.232815-9.83734j -0.104771+5.57966j -0.0144083-0.879259j 
-0.0219698-0.844231j -0.0778733+4.65694j 0.193299-7.9725j 0.111729+11.7284j -0.236759-11.7641j -0.10306+29.0845j -0.197106-4.82813j 0.315511+37.088j -0.787724-38.2498j 0.054637+8.31452j -0.571894-58.3898j 0.373891+29.6328j 0.24148+33.2002j 0.0587252+53.9234j 0.179494+19.9382j 0.862038+114.021j -0.256721-73.5206j -0.296671-7.1622j -0.197186+29.5727j 0.370873+23.9976j 0.607254+21.5926j 0.64356+124.978j -0.104384-2.71373j 0.369501+94.6083j 0.217569+4.82433j 57.7485-70.3962j 38.9197-7.47941j 0.130372+4.68486j -0.382454-95.3011j -0.188605+2.72954j 0.47893+125.084j 0.169654+22.0726j -0.050241-24.0235j -0.204135-29.8795j 0.0976664+7.00114j -0.317833-73.4838j 0.237654+113.725j -0.106465-19.7091j 0.187256+53.948j 0.109395+33.3427j 0.0245073+29.379j 0.315055+58.9192j -0.0696318+8.4455j -0.336473+38.0206j -0.111079+36.923j -0.263256+4.42083j -0.0646121-29.3911j 0.0536607-11.5684j -0.0880214+11.7818j 0.120668+8.45808j 0.0226161-4.81206j -0.0491366+0.791893j 
-0.329291+1.07753j -0.140558-5.09656j -0.237237+8.78199j -0.437653-13.0833j -0.0221533+12.4343j -0.352112-31.4489j 0.0750818+4.79978j -0.451694-39.942j 0.510689+41.2115j -0.205218-8.71368j 0.426746+64.0488j -0.500325-32.0513j -0.181516-35.8402j -0.349348-58.8631j -0.521882-21.2165j -1.08598-123.072j 0.671275+79.9434j 0.190379+7.45084j -0.285125-32.4561j -0.504217-26.1158j -0.115644-23.5345j -1.05391-135.137j 0.498501+3.15328j -0.569685-102.806j -0.321504-5.27225j -62.1612+76.1828j -41.9862+8.1422j 0.158426-5.06954j 0.43495+103.107j 0.0958808-3.06775j -0.711307-135.378j 0.0188613-23.6592j 0.457857+26.1j 0.0364415+32.3174j 0.0410202-7.27084j 0.446482+79.6776j -0.555303-123.122j 0.100081+21.3376j -0.059649-58.5089j -0.170198-36.032j -0.0209458-31.825j -0.652596-63.7404j -0.0620243-9.01661j 0.0516603-41.0299j -0.212227-39.8591j 0.333721-4.837j 0.0369779+31.6041j -0.156602+12.4045j 0.257025-12.6579j -0.219085-9.15231j 0.0827977+5.18765j 0.0977406-0.709605j 
-0.0388536+0.214799j 0.176469-1.51582j 0.232643+2.6339j -0.244225-3.40588j 0.24994+3.23736j -0.157235-8.5166j 0.0454095+1.29782j -0.484813-11.0385j 0.423181+11.6529j 0.0389873-2.89422j 0.0275701+17.9031j 0.519701-8.40197j -0.574323-10.3191j -0.732873-16.566j -0.137211-5.78117j -0.588977-34.3129j 0.00576138+22.1868j 0.0259298+1.84691j 0.164152-8.92921j -0.341058-7.31107j 0.0509098-6.72681j -0.321264-37.2879j -0.0212085+0.520183j -0.185891-28.7073j -0.00420857-1.56047j -17.304+21.3024j -11.6883+2.24638j 0.0449999-1.33679j 0.315292+28.7051j 0.0229584-0.707859j -0.331501-37.6412j -0.042472-6.45388j -0.111791+7.17868j 0.0500964+8.80293j -0.0239541-2.20932j 0.409255+22.1289j -0.293602-34.1325j -0.0581761+5.87083j -0.0114612-16.3111j 0.0045328-9.9878j -0.0427993-8.91549j -0.242126-17.7024j -0.0411146-2.6225j -0.078019-11.585j -0.170137-11.1141j -0.00393785-1.2529j 0.0346196+8.78149j 0.0528351+3.41398j 0.0241757-3.49448j 0.0099222-2.61739j 0.0343068+1.46526j -0.0788007-0.268605j 
-0.0863054-0.316456j 0.0200082+0.191683j 0.602832-0.294897j -0.106353+0.456179j -0.304876-0.321227j 0.0932678+0.790583j -0.25326-0.368154j -0.0636253+0.903236j -0.24044-1.32938j -0.374915-0.220127j -0.0612453-1.47392j -0.251094+1.16548j 0.0778236+1.11366j -0.139192+1.30533j -0.0360457+0.45435j 0.116512+3.69584j -0.202913-2.2313j 0.198189-0.377276j -0.218397+1.00199j -0.00516345+0.753741j -0.0520408+0.852165j 0.322134+3.6944j 0.0289903+0.17086j 0.094347+2.72052j -0.274846+0.0446143j 1.64414-2.17355j 1.23356-0.394393j 0.0737358+0.133442j 0.0306185-2.71464j -0.0374928-0.0111672j -0.00553619+3.50662j 0.0850077+0.689766j -0.359217-0.834967j -0.042554-0.7582j 0.0776229+0.204343j -0.203369-2.1053j -0.0934355+3.40778j -0.0574989-0.613404j 0.0823553+1.517j -0.109539+0.762764j 0.0422103+0.865427j -0.0395543+1.80844j -0.0557818+0.131274j 0.149449+0.937235j -0.0911014+1.22566j -0.0637102+0.0495142j 0.0196946-0.910107j 0.00194455-0.262776j 0.0396918+0.309607j 0.103509+0.244017j -0.00412763-0.13743j 0.00907925-0.0692539j 
-0.0808998+0.176281j 0.0646506-1.34968j -0.0223079+2.29366j 0.117295-3.68125j -0.0933288+3.76235j 0.229324-8.86914j 0.150927+1.08702j -0.387572-11.1488j 0.248238+11.9127j -0.179705-2.38568j -0.515531+18.5331j -0.515032-9.06061j -0.165649-10.2987j 0.10707-16.574j 0.12602-6.03969j 0.0837669-35.5526j -0.0566118+22.5765j 0.345905+2.26432j -0.130148-9.06777j -0.428028-7.64848j -0.111566-6.85375j -0.0255982-38.7j -0.0326981+0.761137j 0.0727055-29.7306j -0.142644-1.34774j -17.8972+21.7945j -12.0058+2.18326j -0.136878-1.48779j -0.0476479+29.6985j 0.0204707-0.760721j -0.0219638-38.6727j 0.0980086-6.85569j -0.115351+7.46851j -0.0192644+9.42591j 0.0719577-2.02605j -0.0542173+22.7252j 0.275041-35.3367j -0.262644+6.0395j 0.23919-16.7813j 0.0657096-10.3069j 0.103275-9.26512j 0.0945876-18.2146j 0.173479-2.48916j 0.182454-11.8842j 0.176456-11.4865j 0.0667567-1.35557j -0.027393+9.16807j -0.111775+3.66811j 0.0764532-3.68569j -0.0513907-2.58814j -0.0414186+1.53786j 0.097168-0.217973j 
0.0597615-0.481406j 0.216336+4.17664j 0.189814-7.42905j 0.0160478+10.9373j 0.0447994-10.1163j -0.0322806+26.1723j -0.707169-4.46342j -0.0287551+33.0905j -0.684974-34.3529j 0.506903+7.78056j -0.745408-53.0343j 0.592906+26.1689j 0.325787+29.7218j 0.705447+49.0454j 0.379723+17.6945j 0.856363+101.962j -0.610861-66.2438j -0.283561-6.34415j 0.290566+26.5811j 0.641351+21.6777j 0.443767+19.6108j 1.08044+112.455j -0.0553124-2.34846j 0.584042+85.5822j 0.0722855+4.24394j 51.532-63.6707j 35.0475-6.7871j 0.13874+4.40949j -0.68176-85.5552j -0.00866217+2.36888j 0.891021+112.528j 0.266103+19.6986j -0.172995-21.6892j -0.24059-26.7481j -0.0115612+6.14703j -0.365173-66.2774j 0.73258+101.969j -0.0030992-17.849j 0.288439+48.4495j 0.11556+29.8149j 0.00385974+26.3377j 0.576636+52.9926j -0.164262+7.49208j -0.152605+34.2007j 0.150804+33.1972j -0.088419+4.04099j -0.0411631-26.2132j 0.0998909-10.3407j -0.0797123+10.4917j 0.21149+7.66254j -0.0825742-4.28531j -0.0308358+0.579353j 
-0.0593727+0.0360765j -0.0108191-0.633288j -0.186755+0.897209j -0.013983-1.58875j -0.0715118+1.53171j 0.252892-3.45874j 0.162825+0.437597j -0.177803-4.05703j -0.0122634+4.83221j -0.0713091-0.999278j 0.0738494+6.57446j -0.218428-3.4098j -0.570628-3.6063j -0.0301976-6.31724j -0.38869-2.13702j -0.188129-13.4284j -0.0187179+8.57893j 0.0293143+0.899034j -0.268793-3.44771j -0.162099-2.89961j -0.0237711-2.74566j -0.344316-14.4432j 0.0447757+0.411222j -0.263584-11.2667j 0.122546-0.566567j -6.91774+8.24179j -4.2259+1.02365j -0.0655349-0.489679j 0.176406+11.1352j 0.138659-0.241013j -0.27591-14.5289j -0.0184886-2.57137j 0.10834+2.87677j 0.106544+3.57021j 0.0487367-0.806268j 0.106962+8.55003j -0.254629-13.2671j 0.1165+2.34609j -0.226114-6.30525j -0.144247-3.92323j -0.0618894-3.36178j -0.168437-6.96101j -0.0551478-0.995234j 0.0036677-4.38381j -0.0705347-4.29305j 0.0771567-0.554842j 0.0475591+3.38949j 0.0341258+1.33489j 0.006626-1.34172j 0.00589709-0.947532j -0.0154592+0.540984j -0.0353091-0.143546j 
-0.35943+0.110391j 0.170485-3.15917j -0.0566915+5.06876j 0.281294-7.6752j 0.228442+7.44719j -0.310662-19.2947j 0.364633+2.99937j -0.35927-24.4292j 0.832963+24.9955j 0.31235-5.11408j 0.546088+38.9362j -0.289027-19.8139j 0.0829125-21.7417j -0.685789-35.9817j -0.458479-12.8577j -0.919156-74.9432j 0.818514+48.4606j 0.381139+4.83314j -0.0633158-19.5236j -0.650029-15.6373j -0.369908-14.4131j -1.10343-82.4136j 0.162619+1.79188j -0.649021-62.7953j 0.158338-3.02581j -37.7863+46.5807j -25.3958+5.09884j -0.0786249-3.199j 0.569736+62.8439j -0.218422-1.66763j -0.718012-82.3864j -0.19492-14.3757j 0.141283+15.7282j 0.187736+19.744j 0.0642462-4.48281j 0.546221+48.4357j -0.772623-74.8697j -0.170744+12.9101j -0.348627-35.5571j -0.376599-21.9785j -0.0889885-19.4011j -0.532026-39.0172j 0.0161191-5.35968j 0.0995806-25.0856j -0.154455-24.3345j 0.201827-2.98765j 0.116143+19.2435j 0.00951249+7.57033j 0.0772417-7.6484j -0.0521357-5.4703j -0.0612347+3.16161j -0.0646556-0.609569j 
0.316265+0.252036j -0.237491-2.028j 0.347367+3.88674j -0.179211-5.54394j -0.237772+5.88682j 0.172488-14.0561j -0.00482236+1.99537j -0.746738-17.4126j 0.713773+17.9162j -0.137763-4.45169j 0.39682+27.7545j -0.191194-13.8889j 0.154566-15.7255j -0.34181-25.7629j -0.261013-9.47166j -0.642699-53.7095j 0.499644+34.5869j 0.2947+3.12797j -0.229212-14.219j -0.532027-11.2287j -0.152856-10.2701j -0.830535-59.3827j 0.188222+1.39497j -0.61106-45.1992j -0.24582-2.19209j -27.0833+33.5524j -18.4462+3.56109j -0.072771-2.19714j 0.586281+44.8842j 0.104208-1.45193j -0.745236-59.1954j 0.0804155-10.3327j 0.175503+11.478j 0.2181+14.017j 0.0211354-3.35896j 0.537489+34.6584j -0.735335-53.7346j 0.0541962+9.47034j -0.334467-25.5076j -0.134253-15.6386j -0.134344-13.8504j -0.281748-27.8645j 0.0976446-3.94856j -0.0125184-18.0074j -0.043878-17.5576j 0.0661773-2.03114j 0.098376+13.8707j -0.058804+5.44202j -0.048003-5.54176j 0.016872-3.99251j 0.0935832+2.25016j -0.0480443-0.414108j 
0.162552+0.0493434j -0.460927-1.50449j -0.0679284+3.18993j -0.3883-3.60691j 0.272605+3.48353j 0.236162-9.19718j 0.216645+1.38058j -1.24534-11.0363j -0.283507+11.6026j -0.132012-2.64072j -0.0546173+18.4341j 0.133797-8.86083j 0.290948-10.0327j -0.482403-16.3006j -0.166879-6.23109j -0.537341-34.8371j 0.206337+22.2534j -0.00966365+1.99294j -0.125562-8.97395j 0.0284306-7.34614j 0.00964426-6.77497j -0.205288-38.147j 0.0173621+0.711407j -0.33395-29.307j -0.00344336-1.48626j -17.4538+21.5815j -11.9847+2.29737j -0.201555-1.3211j 0.228268+29.1563j -0.0423393-0.861696j -0.159773-38.1804j -0.0213424-6.76759j -0.0688336+7.45983j -0.0481157+9.14619j -0.000778722-2.27468j 0.00219907+22.5409j -0.0610381-34.8385j 0.0777984+5.98581j -0.205771-16.4138j 0.00859141-10.1801j -0.00109896-8.94992j -0.207772-18.035j 0.0461079-2.49314j 0.17825-11.5896j 0.0135954-11.2764j 0.0493051-1.4212j -0.0441657+8.92769j -0.0241986+3.56836j 0.038262-3.5791j -0.0999471-2.58058j -0.0271813+1.45719j 0.0283294-0.19703j 
0.129965-0.350249j 0.176984+0.288398j -0.213603-0.619463j 0.455089+1.07016j 0.0116189-1.02988j 0.121223+2.36975j 0.185611-0.21005j 0.282832+3.05618j -0.13404-3.10995j -0.131248+0.816108j 0.0316603-4.88588j -0.314042+2.58211j 0.10513+2.79095j 0.276708+4.72059j 0.0407912+1.72104j 0.423563+9.86522j 0.126158-5.96752j -0.126605-0.701952j 0.0685701+2.57626j -0.204492+2.15798j 0.149801+1.87248j 0.341537+10.7734j -0.139777-0.273968j 0.23472+8.09238j 0.0183658+0.137055j 4.67736-6.13917j 3.21115-0.898161j -0.153756+0.479332j -0.310222-7.92123j -0.0850108+0.318372j 0.310073+10.4672j 0.153018+1.81945j -0.0717256-2.09552j -0.169059-2.51796j -0.0413943+0.423481j -0.141266-6.36839j 0.352816+9.72488j -0.0158939-1.58021j 0.221133+4.6922j 0.111142+2.87246j 0.101255+2.53174j 0.18656+4.93867j -0.0160964+0.712409j 0.169879+3.14621j 0.0980661+3.04182j 0.0739765+0.313369j -0.219911-2.45789j -0.00153228-0.970969j 0.0396537+0.918184j 0.0392352+0.775039j -0.180983-0.361502j -0.080475+0.0369322j 
0.215906+0.530991j 0.498056-2.45282j -0.261915+3.62095j 0.0882731-5.07265j -0.246044+5.16591j -0.910765-12.2279j 0.0589943+1.71594j 0.198509-15.7992j 0.372392+16.8j -0.131617-3.26838j -0.191626+25.6705j -0.345823-12.7415j -0.158381-14.4472j -0.761667-23.5881j -0.328706-8.66301j -0.864336-49.3083j 0.555075+31.7485j 0.102065+2.9282j -0.305479-12.9904j -0.28538-10.4713j -0.269994-9.37797j -0.511727-54.3906j -0.118854+1.2055j -0.366482-41.2541j -0.0437928-2.1212j -24.9617+30.7705j -16.9624+3.4203j 0.0255038-2.04624j 0.46678+41.4101j -0.0127368-1.32371j -0.475116-54.2184j -0.116225-9.55951j 0.0406488+10.6363j -0.0383217+12.8444j 0.00166901-2.83596j 0.417407+32.0572j -0.368895-49.3433j 0.146897+8.54068j -0.138766-23.6813j -0.149568-14.4174j -0.00576119-12.7673j -0.27916-25.7399j -0.0398165-3.59481j 0.0152522-16.5926j -0.0956154-16.0966j 0.100642-1.99424j 0.0615578+12.7554j -0.0904939+4.92772j 0.0134938-5.14731j 0.0230457-3.66686j 0.000706693+2.11185j -0.0821651-0.384548j 
0.251387+0.497616j 0.674835-0.373959j 0.237272-0.294116j 0.615007+0.668021j 0.218176+0.292605j -0.236999+0.343783j 0.0853589-0.583592j -0.0595571+0.547556j 0.317372-0.494716j 0.314178+0.179965j -0.0475959-1.19258j 0.062593+0.604208j -0.0898131+0.530536j 0.10618+1.30421j -0.150414+0.389468j 0.0900961+2.01671j 0.0648261-1.4995j -0.249835+0.0135038j 0.0091892+0.30075j -0.00231444+0.474473j -0.0266102+0.330013j 0.144832+2.10913j -0.108174-0.0980307j -0.00278309+1.75027j 0.233315+0.0106163j 1.14098-1.15929j 0.683629-0.173686j 0.0750398+0.207438j -0.133287-1.56628j 0.0984466+0.0599141j 0.0926963+2.31224j 0.0230293+0.392091j -0.173992-0.574114j -0.00843437-0.588767j 0.0837396+0.166992j 0.0265434-1.2545j -0.0547026+1.9983j 0.0357222-0.260962j 0.00955407+0.978627j -0.0813169+0.594387j -0.022233+0.391103j -0.0158227+1.10934j 0.00710802+0.034328j 0.0636858+0.669148j 0.0427641+0.629129j -0.0556773+0.0699893j 0.0288334-0.610586j -0.0343875-0.148702j -0.00499774+0.112997j 0.0834975+0.0932217j 0.0527383-0.124385j -0.0104909-0.000181471j 
