-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
0.390993+0.369915j -0.109417-0.235247j 1.22929+0.506832j 0.114789+1.19458j 0.443373-0.861153j 0.428055-1.52131j -1.12309+1.08845j 0.592923+0.961239j 1.13463-0.948078j -0.127688+0.186129j 0.974998+1.83996j -0.207435+0.443403j 0.70973-0.151233j 0.43326+0.617783j 0.575747-0.0802546j -0.386779+0.564307j -0.432708-0.0499458j -0.710102+0.936029j -0.900779+0.162887j -0.633961-0.278458j 1.97606+1.13868j 1.00981+0.237691j -2.51889-1.61316j -0.141741-1.7877j 0.608184-0.884653j -0.947349-0.647816j 0.182027+1.08409j 1.38236+1.28006j 0.424295+2.29008j 1.25826+0.987156j 0.420388-2.73837j -0.33018-0.266315j -0.308009-0.544309j 0.213476+0.26001j -0.361177-0.71548j -0.421587-0.734863j 0.316922+0.135685j -0.0263832-0.393786j 0.215753-0.27672j -1.05005-0.187512j 0.132081-0.608827j 1.87781-0.283312j -0.460904+1.3719j 8.62447+0.125078j -2.35131-1.03945j 2.47137-6.0454j -3.28143-1.40868j 11.5852+0.0434244j 2.30587-0.306826j -3.48747+7.19175j 0.800737-2.75308j -20.7377-3.42707j -5.90186+15.0701j -16.9748+5.02305j -8.07803-2.23065j -2.32358-0.975405j -5.80998+10.0738j -0.165308+3.78927j -4.59142-1.14061j 20.2452+6.93692j 2.95543-0.666033j 4.39717-5.13858j -0.498213+16.158j -23.272+3.42972j 0.761713-1.27736j -16.0109+13.3626j -16.3088-8.93433j -3.18552+2.95328j 11.6215+12.0299j -18.6597+8.75618j -3.89648-5.44524j -1.53198-2.94513j 20.0906-12.194j -0.253305+0.763301j -8.12402-8.9079j -7.67288+3.02682j -6.08599+1.55434j -4.97024+6.58091j 9.98136-6.47865j -11.2071-11.2931j 2.92786+4.0463j -17.9706+5.99347j 7.80626-10.0593j -0.604586-1.8502j -8.40403+3.21616j -7.55168+2.24597j -0.16573+7.14727j -2.70756+0.993082j -4.37305-0.341816j -7.61436+3.8169j 2.01652-0.767584j 2.09664-0.00890819j 1.27834-0.164717j -0.420322+0.608631j 0.792551+0.118742j 
-0.0119234+0.07976j 0.776561-0.218396j -0.226788+0.390086j 0.264261+0.468647j -0.572075-1.20362j 0.752162+1.01527j -0.773241-0.268882j -0.711933+0.0571421j 1.60572-0.228069j 0.644333-0.0888189j -0.164338+0.427317j 0.423986+0.427252j -0.619067-0.68558j -0.309712-0.647511j -0.374905+0.0773401j 0.233973-0.263384j 0.0550667+0.347984j 0.00362628-0.547626j 0.901462-0.30484j 0.614627+0.19865j -0.067435-0.295936j 0.923931-1.58549j 1.02816-1.16587j 0.333556+0.429318j 1.53582+1.62506j -0.740301+0.493597j -0.185087+0.261789j -1.98294+0.060864j -1.05664-0.773995j -0.531026-0.545813j 0.306899+0.893791j -0.57986+0.659848j -0.213838-0.703518j -0.341336-0.141379j 0.40025+0.4116j 0.270594+0.134064j -0.107137+0.100778j -0.141177+0.137717j -0.0698446+0.157086j 0.368357-0.0721424j -0.0657067+0.218076j -1.27529+0.0412934j 0.4157-0.544893j -2.07054+0.0420625j 0.588915-0.0664537j -0.323381+1.96582j 1.38318+0.39474j -4.09925+0.427741j -1.33586-0.272392j 1.23288-2.37264j -0.821826+0.842944j 6.2805+1.21909j 2.18173-4.38972j 4.5523-1.22056j 1.75982+0.0537597j 0.91692+0.17487j 1.17421-2.68024j -0.386844-1.29297j 1.85983-0.0717205j -5.89678-1.95598j -0.958028+0.29047j -1.58614+2.07581j 0.310742-4.82914j 6.68544-0.908366j 1.23446-0.32079j 4.33855-3.77507j 4.14818+2.3212j 2.10075-1.46932j -3.58259-3.02615j 4.89104-2.91144j 1.29715+1.10513j 0.694074+0.743973j -6.11139+4.16821j 0.600224-0.576325j 2.0445+3.04048j 2.12232-1.55084j 1.85073-0.801135j 1.98718-1.92189j -2.37914+0.956961j 3.45876+3.12055j -1.04422-0.856753j 5.50446-2.3536j -2.4202+3.06129j 0.13321+0.485569j 2.67606-1.60486j 2.16871-0.77755j -0.0711645-2.23102j 0.533762-0.366502j 1.37649-0.0224016j 2.45016-1.18848j -0.415185+0.254814j -0.529307+0.110522j -0.298025+0.0851162j 0.166679-0.141946j -0.106285-0.0834409j 
0.171734+0.372343j 0.243239-0.58797j 0.927726+0.558594j 0.00715575-0.242468j -0.610353-0.102628j 0.557381-1.15381j 0.95078+0.960237j -0.238924-0.840958j -0.543263-0.668955j 0.29533+0.776756j -0.566821+0.0872632j 0.13103-0.616616j 0.286151-0.445841j -0.0995274+0.293794j 0.155671+0.0163196j -0.0680235+0.19946j -0.205597+0.538341j -0.0682306+0.176028j 0.475792-0.665494j 1.44135+0.200306j 1.88848-0.0596805j 1.11501-1.52651j 0.12531-0.0399419j -0.689752-0.392211j -1.62374-0.776024j -1.45018+0.00559515j -0.789607+1.31532j -1.01746-1.56705j 0.951244+2.02731j 1.45645+2.28914j 0.0201975-1.00979j 0.178035-0.666263j -0.219669+0.345937j 0.178114-0.439678j 0.00571954-0.505498j 0.137442-0.495322j 0.13801+0.101305j -0.00599158-0.141103j 0.102405-0.0841362j -0.302404-0.454831j 0.101108-0.145811j 0.336332-0.146012j 0.0418216+0.467882j 4.53564+0.803898j -0.963689-0.812171j 1.47888-2.31002j -1.25115-1.20528j 4.35032+1.95325j 0.0686389-0.653568j -1.38732+1.79005j -0.113398-1.14571j -7.79436-2.15901j -1.81769+5.8081j -7.00262+0.82835j -2.68167-0.211165j -1.02632-0.649714j -2.1111+3.86643j 0.436091+2.19371j -1.54596-0.73822j 8.87869+3.62861j 1.19681-0.17932j 1.87712-1.60725j -1.65084+6.4064j -9.14265+0.259734j -1.20116-1.07168j -5.16685+4.47637j -5.52209-3.55588j -2.87945+0.363242j 5.47009+4.70471j -6.637+3.34671j -1.4959-2.55766j -0.601506-1.45195j 8.54963-4.9779j 0.202864+0.607227j -3.42357-3.44135j -3.03302+0.441554j -2.57037+0.11739j -1.9302+2.96637j 4.42853-2.55267j -4.31856-4.47419j 1.26089+1.58503j -6.7741+2.08644j 2.83629-3.88682j -0.417567-0.711295j -3.50197+1.25499j -3.16051+0.603693j -0.00985431+2.70642j -1.33915+0.514463j -1.72277-0.182391j -3.01998+1.59697j 0.861821-0.294668j 0.85436+0.146586j 0.609232+0.116349j -0.195362+0.182527j 0.316989+0.0976687j 
0.236832-0.244208j 0.274505-0.447276j 0.438818+0.0698335j 0.805516+0.488999j -0.786209+0.276804j 0.59773-1.06003j 0.0808907-0.312888j 0.0488713+0.288666j 0.100804-0.720015j -0.603054+0.842173j -0.0303205-0.351121j -0.371395-0.0337891j -0.0956755+0.17197j -0.331197+0.0715044j -0.239775+0.0233493j 0.0334366-0.190502j -0.263849+0.144232j -0.164831+0.369362j 1.23718-1.01556j 1.00728+0.336861j -1.17655-0.33778j -2.0931+1.88064j 0.735061+2.35212j -0.861005+0.982629j 1.9845+1.85705j 0.215773+1.72507j -0.0262856+0.517929j 0.915022-1.33144j 0.731451-0.107558j -0.13794+0.510922j 1.33817+0.562619j 0.0176473-0.0703483j -0.308894+0.0615108j 0.281731+0.546146j 0.199671+0.206811j -0.0676928-0.423015j 0.0210864+0.316354j -0.710783-0.260213j -0.0830582+0.069557j 0.459699+0.469293j -0.101201+0.25019j -2.34838+0.357773j 0.621393-0.808452j -4.25658-0.500709j 1.54239-0.634475j -1.2882+2.39045j 0.836965+1.85708j -3.75847-2.95315j -1.2293-0.834332j 1.32383-1.1868j -0.807977+0.813727j 8.83609+3.18532j 2.46555-5.48612j 7.01535+0.132363j 2.7355+2.25614j 0.7719+0.910684j 2.40972-2.51371j -0.194212-0.787492j 2.06703+1.23451j -7.85504-4.83679j -1.33806-0.434072j -2.01154+1.48141j -0.444449-5.75439j 9.37096+1.04449j -0.188015+0.339269j 6.5562-3.79932j 5.66927+5.18229j 1.06205-0.71609j -5.31455-6.47888j 6.58327-0.491844j 1.09672+1.88011j 0.200876+1.28948j -8.62244+1.66735j 0.448686+0.547966j 3.05759+4.37556j 2.27978-0.817995j 1.91117+0.141664j 2.63754-1.16633j -3.33658+1.83632j 4.63728+5.89113j -1.4117-1.68792j 7.36425+0.56539j -3.2398+2.92028j 0.529323+0.625656j 3.72118-0.172695j 2.75738+0.742113j 0.430299-2.64663j 1.51914-0.39541j 1.58592+0.814326j 2.90515-0.269825j -0.786101-0.100183j -0.784816-0.339536j -0.397525+0.065764j 0.348357-0.05253j 0.157101-0.0949038j 
0.157426+0.721527j 0.0940596+0.0799404j 1.2154+0.803152j -1.39282+1.86229j -0.887343-2.3512j -0.205432-2.29166j 0.16387+2.00383j -0.495499+0.617007j -1.83135+1.30456j 1.19385+1.36989j 0.48796+2.63826j 0.934329+1.30975j 0.579659-2.06187j 0.345737-0.304703j 0.436011+0.163692j -0.0244716+0.149363j -0.033125+0.233518j -0.686753-0.516169j -0.293123+0.157061j -1.96242-0.97843j 2.36861+1.11445j 0.667788+0.637809j -3.61949-2.3728j -1.01736-0.787652j -2.12914-1.92285j -2.10943-2.10754j 1.39453+1.89833j 1.61468+1.56522j 2.09017+2.33241j 1.54573+1.77189j -1.36363-1.90063j -0.635952-0.976092j 0.785829+1.81103j -0.122432-0.41443j 0.0643998-0.937505j 0.207588+0.147936j 0.0238723-0.174063j 0.756141-0.0880054j 0.616875+0.174327j -1.13518-0.181111j -0.282085-0.72055j 3.89278+0.02578j -2.16816+2.78899j 15.9813+1.71817j -3.16152-1.10215j 6.17153-10.1805j -5.7021-4.34005j 19.8702+2.8658j 3.4248+0.674069j -8.12246+12.8839j 0.695353-4.90417j -36.9961-14.49j -10.0704+27.204j -30.1148+3.40231j -14.4577-5.83271j -3.98238-1.1164j -12.2713+17.5757j -1.46767+9.10491j -6.92773-2.34352j 34.6681+19.7861j 6.34839-0.686633j 8.60434-8.91619j -1.78697+29.9918j -41.0184-0.913298j -2.48356-2.97123j -25.6989+21.3004j -25.9421-19.8574j -6.92814+2.95886j 20.074+28.9535j -32.1959+11.818j -6.35207-11.0742j -2.12174-5.28551j 34.6037-19.294j -1.80463+2.15652j -13.9795-17.4619j -12.5052+5.31138j -10.4512+2.89311j -9.14955+12.1862j 16.7014-10.7875j -19.0545-25.0515j 4.89142+8.82921j -32.2363+6.30471j 13.8668-17.7613j -0.576415-2.8051j -16.6239+4.77784j -11.9491+1.06898j -1.62654+13.6915j -5.33787+1.64373j -7.40761-1.42156j -12.7338+6.06868j 3.5956-1.1028j 3.51311-0.31265j 1.82482-0.169892j -0.348195+1.04385j 0.724343-0.227635j 
-0.465059+0.202756j 0.321301-0.251965j -0.781329+0.447158j 0.44929-0.719533j 1.32152+0.899591j 1.54826-1.21257j 1.10804+1.6813j 1.08412-1.58109j 1.46903+0.266707j -0.598384-0.565468j -0.558886+0.0821104j 0.520618-0.475629j -0.55937+0.565091j -0.125377+0.896969j 0.290828+0.300227j 0.183322+0.075565j 0.654907+0.416581j -0.416843-0.812934j 0.225151+0.120972j -0.101533+0.279176j 1.00048-0.446062j 0.25566-0.212675j 0.0243504-0.240409j -0.585362+0.415856j 0.920912-0.0385815j 0.0565488+0.260062j 0.628596-0.439816j 0.0609326+0.52132j 0.200945+0.13275j -0.965426+0.00338484j -0.426033+0.077662j -0.119467+0.0131914j -0.0575427-0.974834j -0.372153-0.402306j 0.917539+0.0714079j -0.0180242+0.464944j 0.146495-0.24805j -0.0757374+0.327122j -0.0826798+0.649849j 0.406725-0.00873844j 0.55432+0.781071j -0.410531+0.188172j -0.299127+0.352072j -2.27433+1.14141j 0.668761-0.0850233j -1.14459-0.270516j 0.646746-0.42998j -2.21456+0.602469j -0.831052+0.587171j 1.37812-1.48953j -1.23012-0.789063j 4.98053+0.540928j 0.71898-3.39384j 3.02562-2.22092j 2.33714-0.233751j 0.700286+0.359413j 1.40616-2.84977j -0.156471-1.24161j 0.457692-1.92071j -5.64599-0.807508j -0.331453+1.84462j -1.59486+0.410089j -0.675487-2.90419j 5.29363-1.91659j -0.317634+0.521089j 3.13297-3.88798j 3.5154+1.22539j 0.53992-0.77861j -3.24548-1.46069j 4.3559-3.36347j 0.990002-0.191916j 0.678791+0.304671j -4.83594+2.82406j 1.12318-0.160267j 1.07089+0.248613j 2.09467-0.618479j 1.10567-0.66451j 0.473203-1.24148j -2.18326+1.39132j 1.55391+0.803052j -0.665973-0.804407j 4.34351-1.201j -2.16541+2.20935j 0.021768+0.767177j 2.26761-1.29926j 2.04951-0.914589j 0.728175-1.49354j 0.631725-1.08435j 1.1799-0.377485j 1.85576-1.52452j -0.0197039+0.146385j -0.799211+0.0841477j -0.210387+0.348421j 0.225714+0.266947j -0.145749-0.351567j 
0.554361-0.648213j -0.176004+1.32953j -1.17129+0.259769j -0.875484+0.286825j -0.869878+1.38082j -0.315779+1.4716j -1.18236+0.0726253j -0.301702+0.187263j -2.1421-1.61918j -0.610308-1.41861j -0.33515-0.552796j -0.980185-0.307835j -1.43289+1.10096j -0.082618-1.08199j -0.440835-0.480604j 0.329168+0.00987701j 0.577688-0.145138j -0.0618436-0.0420056j 0.335248-0.0600183j 1.76516+0.969986j 0.246139-0.824824j -0.523464-0.190933j 1.20893+0.065442j -0.536332+0.515486j 1.43754+0.0756391j 1.00884+1.81722j 0.759739-1.64612j -0.657085-0.673742j -0.974397-0.629062j -1.81683-1.07728j 0.604933+0.898878j 0.364712+0.379175j -0.866103-1.85477j -0.382392-0.0830225j 1.11374+0.506668j 0.278905+0.382021j 0.0947463-0.0569143j -0.595896+0.58261j -0.195126-0.182239j 0.752209-0.289201j -0.550807+0.253787j -2.49996-0.0445625j 0.945646-1.9757j -10.7712-0.395519j 2.35226+0.340606j -3.05513+7.98546j 3.25027+2.22841j -12.809-0.283344j -3.45319-1.06037j 3.64464-8.6154j -0.635865+3.58898j 22.5753+6.63182j 6.26265-15.8523j 19.3783-3.9124j 9.81322+1.22997j 2.33083-0.292447j 6.86654-11.2234j 0.983878-4.5798j 5.44588+1.45516j -22.3278-10.1067j -3.76951+0.671191j -4.81944+7.22217j 1.45189-17.1342j 25.5414-2.16487j 0.180528+1.95578j 17.3043-14.8879j 17.3684+9.98214j 4.40876-2.56887j -13.2357-15.5327j 20.3038-9.35385j 4.43191+6.52073j 1.16049+3.12387j -23.0448+12.6347j 0.588228-0.960154j 8.24415+10.5024j 8.86327-4.26199j 6.85706-2.70543j 5.65765-8.20099j -9.42639+8.2287j 12.9544+14.1184j -3.76116-4.10888j 20.3189-6.07534j -8.38414+11.2565j 0.653639+1.09585j 10.2888-3.89785j 8.08497-1.79334j 0.651848-7.7845j 3.0922-1.78662j 4.47197+0.371411j 8.01022-4.66809j -2.30942+1.05684j -1.93474+0.140492j -1.48243+0.160523j 0.50277-1.05883j -0.60063+0.0938329j 
1.09265-0.339492j -0.0785027-0.500661j 0.202894-0.247255j -0.0867498+0.556766j 1.54468+0.210174j -1.43178+1.18325j -0.121141-0.40565j 0.726934+0.00594703j 0.226227-0.304853j -0.065194+0.601966j 1.19582+0.431927j -0.457642-0.69355j -0.675369+0.412392j -0.162526+0.109027j -0.231455-0.293555j 0.649285-0.0337941j -0.304116-0.334248j -0.0609973+1.39779j 0.742791+0.260397j -0.300267+0.0310277j -0.907778-0.862227j 1.67127-0.955113j 1.83369+0.191536j -0.102718+0.0458604j 1.46295+1.49069j 0.135908+0.0783226j -0.816853-0.180811j -0.175437+0.0754845j -0.665914-1.89489j -0.753839-0.24899j 1.29424+0.370597j 0.688407+0.217559j -1.28309+0.455377j -0.543708+0.672004j -0.0912164-0.0499338j -0.360421-0.494497j -0.333302+0.256076j -0.280162-0.202913j 0.0392639-0.0212822j 0.646477+1.08863j -0.331058+0.146825j -2.57633+1.12151j 0.389821-1.14457j -5.28483-1.69427j 1.71952+1.85798j -1.63522+2.54699j 1.63479+1.00612j -7.33194-1.23357j -0.269088+1.14511j 1.86148-3.46584j 0.350822+1.94162j 12.5583+4.98582j 3.51004-6.84073j 10.125-0.227419j 5.5307+1.64874j 1.6992+0.357459j 3.18306-4.43961j 0.324353-2.4148j 3.56021+1.02995j -11.851-7.53043j -1.82521-0.0347452j -2.89967+3.07671j 1.48403-8.43551j 13.078+2.86485j -0.0502283+1.31891j 8.63972-3.52452j 9.02455+6.93074j 2.45781+0.2889j -6.56421-9.07843j 10.257-1.80528j 2.11365+2.69465j 1.13396+2.04867j -11.77+2.33781j 0.0555771-0.466217j 4.35068+5.93085j 3.59693-1.40442j 4.033-0.045268j 2.90912-2.54911j -5.7193+1.95065j 6.13562+7.78562j -1.81573-2.28029j 9.81229+0.429584j -4.38635+4.19218j 0.479768+0.917171j 4.94621-0.141396j 4.01384+0.983265j 0.21374-3.74249j 1.81697-0.0434908j 2.39449+1.17822j 4.3419-0.553568j -1.46813-0.249074j -1.10263-0.686807j -0.606288-0.194713j 0.341625+0.0786892j 0.150268+0.0861076j 
-0.114825-0.172696j -2.49974-0.704589j -0.885502+0.766053j 1.19809-0.850232j -0.132474+0.141077j -0.437747+0.389848j 0.307512+0.428476j 1.58775-0.582574j 0.675952+0.113934j -0.282098+0.945632j 0.171771+0.0499891j 0.460746+2.24962j -1.09014-1.22051j -0.517507+0.873398j -0.0991327-0.157557j -0.322874-0.248487j 0.564954+0.151939j -0.469645+0.430141j 0.671458+0.306939j -0.477439-0.311338j 0.266502+0.427098j 0.233069+0.18032j -0.563931-0.393029j -0.220271-0.782815j -0.445971-0.332354j -0.339199-0.527145j 0.264474+0.393631j 0.396821+0.24559j 0.162165+0.636335j 0.747908-0.170011j -0.0665094+0.114785j -0.0530116-0.28982j -0.0133605+0.192513j 0.189061-0.427755j -0.154744-0.408797j -0.0941387+0.550475j -0.0711233+0.208139j 0.216595-0.207142j 0.411757-0.267007j -0.121853+0.00761693j 0.293055+0.460456j 0.92759-0.000355713j 0.413507+0.833937j 2.61306-0.0700169j -1.25621-0.808015j 1.97831-1.54312j -2.80358-2.23313j 3.87724+0.0653488j 0.465514+0.835444j -0.757006+2.73937j 1.18755-1.71233j -6.6647-2.6945j -2.56485+6.05271j -6.7746+1.09173j -3.55269-0.902997j -0.0519448+1.06838j -1.83841+3.43732j -0.0136347+1.40307j -1.34938+0.222351j 6.07248+2.80176j 1.81558+0.549148j 1.78453-0.847413j -1.39727+5.64065j -7.8728-0.52855j -0.247953-0.358637j -6.01901+4.47402j -5.72097-4.14617j -1.62316+0.516046j 3.90719+5.3282j -6.39263+3.13179j -1.69916-2.40568j -0.195968+0.837434j 6.864-4.07731j 0.277777+0.112191j -2.20857-4.2106j -1.95826+1.38222j -1.76945-0.304884j -2.48133+2.85189j 3.23082-2.48776j -3.50591-4.19676j 1.29892+1.34974j -6.07762+1.07312j 3.24943-3.33382j -0.251154-0.112359j -3.21834+0.768685j -2.76363+0.142011j -0.516934+2.92621j -1.00217+0.249736j -1.33865+0.243582j -2.70084+1.12661j 0.66948-0.266j 0.578641+0.380948j 0.347473-0.256623j -0.0422989+0.369062j 0.147337-0.0201083j 
0.445423-0.380332j -1.00769-0.775478j 0.326139-0.966547j -0.0435263+0.0339367j -0.79939+0.510878j 1.22067+0.553119j 1.06056-0.594058j -0.873956+0.422056j -0.440165-1.21085j -0.463028-1.76894j 0.448817-0.244304j -0.500479-0.635369j -0.829827+0.758817j -0.349753+0.452575j -0.0914097+0.0394061j 0.0508158-0.189789j 0.399914+0.0229371j 0.250203+0.0111086j 0.118926+0.129556j 0.997617+0.199416j -0.796409-0.753545j -1.16959-0.270965j 0.80996+1.06082j 0.292804+0.0981542j 0.662664+0.666547j 0.932332+1.02573j -0.335934-0.326267j -0.391538-0.183344j -0.503316-0.642287j -0.463401-0.925052j 0.382178+0.90413j 0.237915+0.374847j -0.29531-0.618004j 0.0215995+0.0991754j -0.0430219+0.275201j -0.0960956+0.0125494j 0.00271704+0.0503358j -0.218945-0.00589265j 0.0243896-0.00766987j 0.40887+0.00754755j 0.545764+0.563586j -1.30005-0.160637j 0.816789-0.888033j -5.58868-0.269742j 0.976627-0.109476j -1.58344+2.72813j 2.65471+1.17515j -8.30602-1.98716j -1.02079-0.289087j -0.277239-5.9174j -0.476246+2.2284j 11.9952+5.54755j 4.43467-10.1011j 10.9237-1.5679j 5.2806+2.43225j 2.03103+1.00503j 3.7952-5.68856j 0.145297-3.654j 3.25634+0.986717j -11.7311-6.97112j -1.6972+0.671433j -2.09042+3.71725j 1.39177-10.8837j 13.6441+0.726258j 1.08713+1.28306j 9.72595-8.25808j 9.2002+8.34559j 2.29836-1.38188j -6.17859-8.65176j 11.1068-5.32449j 2.8931+4.30718j 1.37861+2.58971j -12.4685+5.59532j 1.5346-0.0142962j 3.87834+6.08511j 3.89365-2.1787j 3.11972-1.65045j 3.33662-4.55357j -6.66117+3.38709j 6.65042+9.47431j -1.89878-2.98132j 11.3714-2.47818j -4.99595+6.27916j 0.115372+0.495311j 5.72389-1.62066j 4.17992-0.488899j 0.688328-4.86077j 1.86151-0.450942j 2.71787+0.323709j 4.39131-2.10206j -1.13757+0.315453j -1.26472+0.219423j -0.60878+0.0966276j 0.0923193-0.249711j -0.259887+0.0314258j 
-0.0403642+0.421615j 1.18625+0.734692j -0.497396+0.98547j -0.845932+0.775125j 0.605651-2.04529j 1.75895+2.15404j -0.4923-0.516667j -0.496362-0.543516j 0.751665+0.425349j -1.63926-0.487597j -0.442529-0.801234j -0.552561-0.241653j 0.93337+0.362549j 0.43081-0.528561j -0.172551-0.417394j -0.00961346+0.0391437j -0.438779-0.391624j -0.322279+0.260349j 0.546325-0.111654j 0.24314+0.385549j -0.586548+0.423852j -0.373865-0.186138j 0.743154+0.665959j -0.123121+0.228602j 0.438026+0.394382j -0.229691+0.174422j 0.24989-0.624787j -0.158731-0.181189j -0.792728-0.157217j -0.511454+0.363748j 0.600144+0.782337j 0.146933-0.330363j -0.0970338-0.142778j -0.209536+0.424775j -0.277296+0.0699948j 0.0989709-0.270716j -0.207364+0.154972j -0.0620552-0.149718j 0.00730312-0.515912j -0.0343835-0.00127766j 0.154677-0.254735j -0.750563-0.00362149j 0.840325+1.00912j -2.30149-1.52492j 0.201207+0.217317j -1.63646+2.42682j 0.247914+1.31946j -4.26825-1.82432j -0.375252+0.667356j -0.143421-2.40848j 0.784578-0.479089j 5.15641+4.00333j 2.2827-5.0743j 5.57019+1.08399j 3.93415+2.51322j 0.88744+0.514145j 1.38564-3.59073j -0.314148-1.94679j 0.868383+0.49938j -4.65731-6.29452j -0.34569-0.154132j -1.16285+0.531839j 1.58255-5.86511j 6.09869+0.750176j -0.849336+1.02515j 4.89254-2.88017j 4.3824+6.4314j 2.23396-0.360267j -3.75441-5.98454j 4.61709-2.24429j -0.0277057+2.76097j 0.185851+1.35657j -5.80486+2.08241j 1.06235-1.49123j 2.69459+4.27683j 2.71747-0.90662j 1.81758-0.325858j 0.626728-2.05055j -2.80649+2.24898j 2.85015+5.29665j -0.713956-1.6026j 5.09936+0.162386j -2.29764+3.17595j 0.0794087+0.527068j 2.99086-0.114346j 1.70793+0.0965828j -0.0488541-2.64023j 0.874818+0.104049j 1.07497+0.62135j 1.82805-0.758202j -0.791024+0.140988j -0.337863-0.0249186j -0.268277-0.21145j 0.0428842-0.507704j -0.196427+0.3058j 
0.630273-0.22735j 0.15238+0.203617j -0.920787-1.2379j 0.774687+0.71297j -0.36119+1.24509j 0.35309+1.8467j 0.28308-0.885463j 0.287388+0.075708j -0.0834819+0.264374j -1.46065-2.04538j 1.01719-1.33808j 0.159294-1.40364j -0.797041+0.313068j 0.0476313-0.489348j -0.0296704-0.535369j 0.60253+0.291513j 0.198126+0.668705j 1.8695-0.306318j -0.132224+1.31096j 2.37697+2.41359j -1.49878-1.60003j -1.07681-1.06911j 1.24485+1.29904j 0.535803-0.0880814j 0.974371+2.83486j 2.06135+1.96452j -3.43312-0.607438j -0.32212-2.14297j -0.770508-2.07038j -1.16179-2.65118j 0.192366+0.826352j 0.744901+1.70849j -0.939209-2.23236j 0.320032-0.148239j 0.790514+0.959476j 0.15719+0.382082j 0.183782-0.119208j -0.911154+0.682395j -0.155452+0.0636247j 1.43416+0.0954134j -0.0880341+0.803833j -2.73793+1.1301j 1.09062-1.68674j -13.8747+1.34132j 2.14477+0.662315j -4.82062+9.59446j 5.00943+1.79941j -17.5244+1.57584j -3.21517-0.308548j 5.54194-11.7343j -0.827987+3.60596j 30.8985+7.39605j 8.73347-21.5875j 26.4606-6.27756j 12.6208+1.82424j 4.39446-0.272309j 9.28945-15.4439j 0.167648-6.77057j 6.49395+0.396403j -29.5589-11.3096j -5.21973+2.01311j -6.71672+8.5455j 1.5867-24.5763j 34.3134-4.12877j 1.37034+3.08577j 22.8272-19.2016j 23.7549+13.2359j 7.10369-2.80064j -16.1464-19.4682j 27.9374-14.1182j 4.82874+8.20846j 1.95829+3.93044j -28.3798+17.9808j 1.57186-1.54502j 12.1347+12.9615j 11.1164-5.14675j 9.0236-3.57338j 8.21868-10.2362j -14.0378+10.3885j 16.9658+17.1721j -4.54197-5.34552j 27.3746-8.35153j -11.8476+15.6983j 1.04901+1.94621j 13.7371-5.56894j 11.0263-2.1581j 0.962532-10.65j 4.35718-2.44423j 6.17025+0.238753j 10.8021-6.31013j -3.07607+1.36709j -2.942+0.223927j -1.78785+0.386727j 0.735426-1.09798j -0.71932-0.00879983j 
