0.000270919-0.0387389j -0.00716532-0.0482104j -0.00915774+0.00981106j 0.00998846-0.0389614j 0.0081792+0.0285717j 0.00546963+0.0140674j -0.0392077+0.0545261j -0.00787448+0.0372224j -0.0084388+0.0163393j 0.00713257-0.0653438j -0.0419432-0.0157919j 0.0147691-0.0608854j 0.00733407-0.00868349j -0.0121129+0.00722302j -0.0162898+0.038497j -0.0463193+0.0574363j -0.0047148-0.000786482j 0.0137129-0.0234524j -0.0159763+0.0314867j -0.0099274-0.00668794j 0.011965-0.0165949j -0.000389763-0.0244275j -0.0122314-0.0272443j -0.000787843+0.00577969j 0.00824439+0.00303728j -0.0254781+0.0339775j -0.0131114-0.0080687j -0.0195233+0.0379259j 0.0341593-0.0378496j -0.0229415+0.0206006j 0.00724471-0.00225926j 0.000244744+0.0136334j -0.0353358-0.00285166j 0.0114544+0.00829j 0.0224118-0.00552121j 0.0414077-0.000763726j -0.0326784-0.0511205j -0.0307963+0.0283618j 0.0231164-0.00441399j 0.0168374+0.0241016j -0.0229865-0.0157995j 0.00820353+0.0227035j -0.00305951-0.0362309j 0.0106832+0.0055594j 0.0294971-0.0450762j 0.0360568-0.010517j -0.0308636-0.00353928j 0.00633917+0.0351994j -0.00811885-0.0302103j -0.0751914+0.0753719j 0.0877409-0.0373639j -0.109468-0.0243583j -0.0248089+0.0860221j 0.0175188+0.0195301j 0.0377223-0.0488812j -0.0258392+0.00222451j 0.0237542-0.0657418j -0.154911+0.145635j 0.14525-0.115092j -0.113633+0.168025j -0.111907-0.0135691j -0.179144+0.121795j 0.132773-0.151932j -0.0148222-0.0148256j 0.0137088+0.0235984j -0.0585544+0.0710201j -0.0389103+0.0601086j -0.00255148-0.012058j 0.101505-0.179996j -0.118941-0.0413573j 0.134529-0.164745j -0.0629658+0.0428697j 
-0.0252318-0.00105599j -0.00100157-0.0495545j 0.0272321-0.0182804j 0.0210789+0.0127307j 0.0154266-0.0484147j 0.052301+0.0386547j 0.0256616+0.0381908j 0.118747-0.0241555j -0.0653156+0.109256j 0.0214061-0.065501j -0.0164654-0.017269j 0.000557553+0.0321259j 0.0337245+0.0427481j 0.0903712+0.0326686j 0.0520718-0.039219j 0.0872004+0.074243j -0.0760431+0.0527295j -0.0130746-0.0508178j -0.039939+0.0445974j -0.00817673-0.0379164j -0.0144333-0.0825674j -0.126144-0.0184317j -0.261926-0.0984265j -0.133356+0.0816327j -0.0736097-0.157731j 0.0756069-0.0536087j -0.0574727+0.0883787j 0.00699633-0.0620153j -0.206245-0.0631497j 0.0707481-0.0663402j 0.0638303-0.130715j 0.00780965-0.0349205j -0.0417225-0.0686014j -0.00325873+0.0306555j 0.000882909-0.0212589j -0.0336926+0.0239127j -0.0379927-0.140596j 0.027448-0.0867217j -0.000366285-0.0612938j -0.0492569+0.0375887j -0.0492026+0.00723756j -0.0729499+0.00649634j 0.0229162+0.0388277j -0.00105913-0.0660069j -0.0204921+0.0485964j 0.0158291+0.0184581j -0.0877019+0.0234236j 0.0117524-0.00448966j 0.0405408-0.000555359j 0.047586-0.0264322j 0.0241013-0.00780489j -0.021184+0.0143907j -0.0234078-0.00124846j -0.012606-0.0113629j 0.0219738-0.026418j -0.0185791+0.000292091j -0.0102604+0.0253918j 0.0465538+0.0156738j -0.0245134+0.028641j -0.00763727-0.0833262j 0.0375824+0.019812j 0.0435232+0.0302155j 0.0167522+0.0380265j 0.024957+0.00767976j 0.00183828+0.0163906j 0.00351209+0.0221427j 0.0267177-0.00688183j 0.00118533-0.00629045j -0.0244026-0.00171023j 0.00415978-0.003726j -0.0047792+0.0353957j 0.00563133+0.00872463j 
0.0092465+0.00344751j -0.0296867-0.000415215j -0.0484704+0.00280739j 0.0359293-0.000685787j -0.0129987+0.0775206j -0.0118789+0.0717583j 0.0658698-0.0288124j -0.099152-0.0242092j 0.0760641-0.0197289j 0.00369212+0.0500692j 0.0346913+0.0221867j 0.0206179-0.0217684j 0.0641716-0.0292973j 0.0492934-0.0559495j -0.0703387+0.100319j 0.0334177-0.071998j -0.0712267-0.068106j 0.0261587+0.0827444j 0.0266723-0.0674448j 0.105233+0.0644528j 0.0961642+0.0121424j 0.0708147-0.0271097j 0.0367945-0.025061j 0.0747773+0.085129j 0.0471199-9.64045e-05j -0.00510651+0.105159j 0.0556523-0.0421905j 0.076565+0.0113456j -0.0655087-0.108295j 0.0558903+0.0163899j -0.0334554+0.0046185j 0.0138502+0.0296715j 0.0344036+0.0293126j 0.0284127+0.0392605j -0.0237432-0.0187049j -0.0644474+0.0347349j 0.0459606+0.00816588j 0.0140442-0.0298632j -0.0279063+0.0330942j -0.0302841-0.0105039j 0.10369+0.0802245j -0.0341223+0.0526572j 0.0788118-0.0762164j 0.0257279+0.0325401j 0.0169518+0.069859j -0.0327177-0.0249368j 0.0496482-0.12609j -0.000544934-0.00766388j 0.0173705-0.000116918j 0.000500888-0.00774666j 0.0101899-0.0201509j 0.0359259-0.0457439j -0.00398753-0.0232207j 0.0136121-0.0389315j -0.0269295+0.0391423j -0.0100935-0.0246084j 0.0284571-0.0271824j -0.0129217-0.0287783j 0.0154066-0.024665j 0.0120821-0.00391222j 0.0401212+0.0347591j 0.00967625-0.010742j -0.0549926+0.00130276j -0.00314527-0.00564913j -0.0182091+0.0531472j -0.0208716-0.0138114j -0.0172113+0.011842j 0.0129633-0.0205215j 0.0168872+0.00175098j 0.0040758-0.0128005j 0.00195461+0.00374066j 0.00957146+0.0141839j 
0.0105849-0.0450163j 0.0464696+0.0116151j 0.0291641-0.0244837j 0.048365+0.0117635j -0.0334649+0.00703831j 0.0852936+0.0158863j -0.0181894-0.115923j -0.0376702-0.0627796j -0.0182199+0.0179231j 0.0606158+0.0242641j 0.0685788-0.0771639j -0.0436203-0.0473091j -0.129531-0.0376578j 0.125728+0.0343847j -0.0422907+0.0200698j 0.0824694-0.107276j 0.0535538+0.0163541j -0.00471963+0.10159j -0.0564642+0.0922722j 0.109283-0.00642972j -0.0563669+0.0106628j -0.0164807+0.0731546j 0.0964722+0.0425112j 0.0631132+0.0912652j -0.0814093-0.0341094j 0.157082+0.0537143j 0.135893+0.0433295j -0.0775751+0.00525069j -0.0390068-0.0736651j -0.0051407-0.0104933j -0.0449449+0.0270985j 0.0732843-0.0661412j 0.0287426-0.0394435j 0.0692931+0.00793438j -0.020826-0.0248665j -0.0358959+0.00245073j 0.00882561-0.0168807j -0.00941537-0.0293729j 0.0190995+0.0546703j -0.0104334+0.0973792j 0.0852341-0.155487j 0.00268955+0.00770503j 0.00315929+0.033592j -0.00106887-0.0867566j -0.00667193-0.0705134j -0.0173913+0.0650813j 0.0509936+0.0530053j 0.0430677-0.0219486j 0.058785-0.00190278j -0.00899836+0.0147277j -0.0182228+0.0326269j 0.0222538-0.0151702j 0.0192296+0.0189446j -0.0179094+0.0294894j 0.00825937-0.0448389j -0.0538475+0.00244657j 0.0111329-0.00417046j -0.0110501-0.00528169j 0.0094792-0.0100612j 0.030095-0.0423535j 0.0229694-0.0148213j 0.0207853+0.0214214j -0.0151426+0.0480679j -0.00430982+0.0146182j 0.00741774-0.0213362j -0.0262073+0.0283535j -0.010439+0.00860065j 0.0152494+0.0184092j -0.00204496-0.0222244j 0.0119669-0.0175896j 0.00294049+0.0154944j 0.00350575+0.0120704j 
-0.0281677-0.0171921j 0.0421853-0.0271489j -0.00949997-0.0127473j 0.000927865-0.00298305j -0.0784415+0.0395003j -0.0412885-0.0686322j -0.0326195-0.0263131j 0.0273331-0.0610299j 0.0115867+0.0616287j 0.13523-0.0304564j 0.000360942+0.0332817j -0.00429468-0.0457657j -0.0336057+0.0637109j 0.0710979-0.0165782j -0.0506678+0.0872161j -0.0639287-0.174621j 0.00633157-0.0900595j 0.0382281+0.203773j -0.140616+0.0198085j 0.0127031+0.0510932j 0.0363806+0.104277j -0.128525+0.063057j 0.0883781+0.0820444j -0.092151+0.0728584j 0.0690118-0.0359573j 0.0444964-0.0199553j 0.055033+0.0982829j 0.045551-0.00801242j -0.00188683-0.0669653j -0.0303816+0.113443j -0.0558416+0.0936724j -0.00779327-0.0560468j -0.044941-0.0472149j -0.00086503+0.0487266j 0.0198098+0.0171999j -0.121719+0.0395016j 0.14337+0.0364589j 0.0598097+0.0303014j 0.0476068-0.0584796j -0.0338511+0.0470448j 0.0334456-0.0348111j 0.107964+0.00617935j 0.0661727+0.0516779j -0.0267376-0.0159357j -0.0104859+0.0459755j -0.00156135+0.0521184j -0.0263471+0.0491895j -0.00271854+0.000694049j 0.0231461-0.0147498j -0.00934292+0.0234224j -0.0267418-0.00891012j 0.0954067+0.045824j -0.0642544-0.0570732j -0.00842199+0.00077592j 0.0491011-0.0133993j -0.0407398+0.021855j -0.00625538+0.00633599j -0.0024971+0.0136822j 0.0412468+0.00582557j 0.0992868+0.0256141j -0.0369893-0.0126567j 0.0342419+0.0144025j -0.0114095-0.0104214j -0.00607724-0.0305497j 0.0259896-0.00892976j 0.00993536+0.0183495j -0.057065-0.0233169j -0.0228371+0.0139968j 0.0305378+0.00466108j 0.055184+0.0287459j -0.0260115-0.0190116j -0.0175163-0.0108533j 
0.0333457+0.0406918j -0.028495+0.0088489j 0.0228593-0.0188594j 0.0522171+0.044895j -0.0247623+0.0400796j -0.0827499+0.0342326j 0.0372743+0.0718517j 0.0453498-0.0328648j 0.0172627-0.0227283j -0.0174268+0.00243115j 0.0856213+0.0585514j 0.0171889+0.0394737j 0.109504-0.0196119j 0.094837+0.0411706j -0.0833812-0.0211568j 0.0758743+0.0579183j 0.051323-0.188637j -0.102048-0.0077998j -0.0502762-0.0125182j -0.0684816-0.02941j 0.0915583+0.0990193j -0.0526146+0.025966j 0.103503-0.143456j -0.0114245-0.0611735j 0.0711848-0.0535499j -0.0615363+0.0393222j -0.0802158+0.0289599j 0.151701-0.0134012j 0.0237016-0.0408876j 0.0774954+0.0519087j 0.0654196+0.0570164j 0.00296742+0.0107749j 0.0881335+0.0534477j -0.0787481+0.100052j 0.0398073+0.0675717j 0.0331283-0.00407306j 0.00220737+0.104821j 0.000158729-0.00186597j 0.000200098+0.000894399j -0.0370521-0.0354269j -0.0542148+0.00207496j -0.0731182-0.0349405j -0.00419701-0.0621961j 0.0533624+0.0585509j -0.0541159+0.00145787j -0.0225556-0.0289907j -0.00876588-0.03764j 0.0426811-0.0250741j -0.00868842+0.0114779j 0.0030384+0.0246901j 0.00113645-0.0268648j 0.00214628+0.0118592j 0.0563213-0.0184959j 0.0165341+0.00995693j -0.0267844+0.0133j 0.00539906+0.00376041j -0.018522-2.07447e-05j 0.0357832+0.00275243j -0.0695434-0.0297891j 0.00105375-0.00762007j 0.0232672+0.0596883j 0.00311294-0.0259683j -0.0232332+0.0170262j 0.00401353+0.0367086j -0.0367012+0.00788194j -0.015491-0.0241511j 0.0137294+0.0304408j 0.0342546+0.00672215j -0.0232015-0.00251823j -0.00655003+0.000169115j -0.00106206+0.00668032j 0.0205113+0.0264376j 
0.0477379+0.031378j -0.0763647+0.0508034j 0.0981385-0.0266057j 0.0157764+0.0872327j -0.0323551-0.00703495j 0.0124809+0.0712352j 0.0429524-0.00740901j -0.000862922-0.0813068j -0.0290826-0.0739136j -0.154788+0.0433956j 0.104558-0.0456262j -0.079935+0.157579j 0.00369181-0.163812j 0.0142308+0.0294843j 0.039274-0.0604361j 0.105238+0.0465823j -0.00608069-0.124193j -0.0959634+0.0160619j -0.0795127+0.0229063j -0.0656558-0.0543149j 0.0126073+0.0308167j -0.032901+0.0928924j 0.0721923-0.148242j 0.00322136-0.015597j 0.00514784-0.0122297j 0.0737801-0.0390908j 0.0709834+0.073771j -0.0246666-0.0688995j 0.100916-0.064934j 0.067705-0.0428806j 0.0124831+0.024549j 0.102392-0.0133794j 0.00589993-0.0386173j 0.0649657+0.0461805j 0.100195+0.011982j 0.0513757-0.0238398j 0.00934164-0.0596144j 0.0319086+0.0578324j 0.0428386+0.0604661j 0.0315475-0.0166392j 0.0297442-0.0810173j -0.0386735+0.0376538j -0.0303811-0.0544203j -0.00719488-0.00139581j -0.0342842+0.0118579j -0.0166289+0.0403939j -0.0106086-0.0386044j -5.69546e-05-0.0271383j -0.0275167-0.0282087j -0.048605-0.0449672j 0.0105888+0.0150573j 0.0265194-0.0468111j 0.0231028+0.0145508j 0.0397793+0.0199257j 0.0269347-0.0301065j -0.00768275-0.00543097j 0.0190856-0.020253j -0.0439311-0.0433252j 0.0389708-0.00947561j -0.0536894+0.00352411j 0.0213641-0.0135323j -0.0396012-0.0351506j 0.0645558+0.0387238j -0.0116688+0.0100297j 0.0137129+0.0339636j 0.0135003+0.0031697j -0.0249787-0.0152518j 0.0116446-0.00464649j -0.00230866-0.00140433j -0.023647-0.0263754j 0.0518976+0.0250962j -0.0235259+0.012096j 
-0.0360163+0.10383j -0.0852498+0.00485051j 0.0282415+0.0481136j -0.029722-0.00327269j 0.00405044-0.0152388j 0.0824955+0.041401j 0.0757027+0.00757584j -0.025498-0.0269122j 0.122765-0.0457538j -0.126673-0.0993089j -0.152724+0.215331j 0.0179336+0.170172j -0.0329389+0.0196718j -0.118819-0.107115j 0.0659358+0.0627267j 0.201082-0.0228897j -0.0673984-0.0235995j -0.127949+0.0564421j 0.05551-0.0203295j -0.0683476-0.031059j -0.0425867-0.042755j 0.00496051+0.0385461j -0.076578+0.00253402j -0.0254236+0.00769382j 0.0651322-0.00930224j -0.104078-0.0951792j 0.0932301+0.0362187j -0.0290207-0.027301j 0.0653123-0.0529991j -0.0318098-0.0311593j -0.0219292-0.033879j -0.0150565-0.0413839j -0.0726125-0.0900167j 0.0644385-0.00451494j -0.0117155+0.0794398j 0.0351104+0.0218159j -0.139766-0.0106444j 0.020587+0.0228256j 0.0271823-0.0558007j -0.0602325-0.0226641j -0.0138715+0.0031892j 0.0411419+0.0362725j -0.0854624+0.0421202j 0.0571139-0.0063636j 0.0217316+0.0884967j 0.00399413-0.0152153j -0.04996-0.0330422j -0.0270515-0.00528836j -0.0326954-0.0159601j -0.0435594-0.0317994j 0.020084-0.0414936j -0.0928164+0.0601111j 0.0913151-0.0584279j 0.0133812-0.042918j -0.0175766+0.00916993j -0.00862754+0.0190936j -0.000960069+0.00348613j -0.019282+0.0377133j 0.0165656+0.00606848j -0.0021167+0.00572549j -0.0118945+0.00203347j -0.00760239+0.00451182j -0.00214931+0.00428244j 0.00915183-0.043325j 0.0526031+0.0309466j 0.0276492+0.00553627j 0.0163171-0.0181228j -0.0220974-0.0243752j -0.0524148+0.0299819j -0.0505276+0.0217174j 0.00329596+0.0114335j -0.0212457-0.00421786j 
-0.0708048-0.00258219j -0.00254709-0.0736719j -0.0182592-0.147039j 0.148445-0.0192949j 0.00397779-0.00249011j -0.024237-0.0357269j 0.0114677+0.0155578j 0.0577112-0.068846j 0.0954939+0.0543671j 0.109587-0.136409j -0.188755-0.0275158j -0.0211356-0.184621j 0.0169029+0.0883067j 0.182632-0.0844987j -0.217285-0.122706j 0.0393931-0.161531j -0.0563451+0.0253281j -0.00746494-0.00202257j -0.126218+0.0250035j 0.0253493+0.0906627j 0.0291361+0.15851j -0.0542984-0.123697j -0.0934487+0.0899389j -0.111136+0.00278522j 0.0274476-0.0285099j -0.0666395+0.168273j -0.111796+0.0241445j -0.00767601+0.0420831j 0.00201686+0.119947j -0.0208949+0.053461j 0.0437143-0.0459412j -0.0239203-0.00496407j -0.0408141+0.0550222j -0.0947547+0.0678205j 0.0398317-0.0253151j 0.0491447+0.0304135j -0.0254035+0.0791095j 0.00479021+0.0432429j 0.0526795+0.00437717j 0.0207465-0.00670775j -0.000596605+0.0186826j -0.064722+0.0292909j -0.0579594+0.0622937j 0.0416497-0.0141225j -0.00734587-0.0407997j -0.00355672+0.0190374j -0.0142748-0.0704771j 0.0475044-0.00641163j 0.00829499-0.0186853j 0.0291592+0.0112572j -0.00436661+0.0194624j -0.0439915+0.0294413j 0.0439173-0.0142367j 0.00331299+0.0480231j -0.0260951+0.00423517j -0.0104308+0.00798516j -2.37751e-05+0.00656265j 0.0419822-0.0517417j 0.0113289+0.00421315j -0.0168969+0.0236095j -0.0175232+0.00180693j -0.0508592+0.0103044j 0.0439089-0.0259506j -0.0228417+0.0703855j 0.00490475+0.0229654j -0.0110872+0.014796j 0.039609-0.0272666j 0.0410443-0.023985j -0.0357642+0.00307955j -0.0117759+0.00296722j 0.00578907-0.00339868j -0.00932728-0.00614643j 
-0.0566216+0.0833586j -0.0813309-0.077383j 0.0166768-0.037893j 0.0203965-0.0491791j 0.138472+0.0387248j -0.0349038+0.0340674j 0.037096+0.0266501j 0.0275346+0.0902723j 0.145852+0.0767974j -0.0210652-0.125194j -0.0879597+0.135617j -0.0291606+0.0409643j 0.162764+0.191024j -0.0953556-0.00650132j 0.0714819-0.103947j -0.0491547-0.0746817j -0.120391+0.00565925j 0.0757934+0.0441776j -0.00456614-0.0107953j -0.0842606+0.10657j -0.0699478-0.063809j 0.0409985-0.0559427j -0.0481485-0.0426636j -0.00253015+0.0119037j 0.0665217-0.00460426j -0.114598-0.102304j -0.0995347-0.0867953j -0.0202467+0.0109634j 0.050308-0.0813192j -0.0819416-0.0635546j -0.0211503+0.0722842j -0.0674071-0.0212436j -0.0484167+0.0714653j 0.018914-0.0663274j 0.015259-0.0401855j 0.016735-0.0700562j 0.00189225+0.0234117j -0.0362586-0.070551j 0.0474799-0.0994614j 0.023093+0.0610931j -0.0178574+0.044691j 0.0364886-0.0109375j 0.0206995+0.0678201j 0.0411743+0.0257312j 0.021812+0.00198391j 0.00927642-0.0427589j -0.0367029+0.0160599j 0.00417246-0.00629744j 0.00155697+0.0308187j 0.0278965+0.00040086j 0.0012918+0.012197j 0.0227094-0.035397j -0.0228047-0.0340813j -0.00481056-0.0206082j 0.0237626+0.0205041j -0.0259657-0.0128468j 0.0124923-0.00870212j 0.014456+0.0398923j 0.0556563+0.00380425j -0.0295545-0.0501095j 0.00282179-0.0469753j -0.00697167-0.0206622j 0.0687141-0.0361668j -0.0105615+0.000968023j 0.0329184-0.0171519j 0.0270805-0.0399087j -0.00735867-0.00568109j 0.0301933-0.0187818j -0.0301782+0.00461287j 0.0172369-0.0335727j 0.0242081+0.0210986j -0.024943-0.0111539j 
0.082152-0.0339909j 0.0372703+0.0550381j -0.00548219+0.116551j -0.0141584-0.0636014j 0.0128478+0.0106759j 0.0316594-0.0644154j 0.0161206+0.000983758j 0.0463556+0.0027769j -0.119481-0.0700753j -0.0458693+0.09377j 0.0279931-0.0282317j 0.103172-0.0559715j -0.056147-0.0474921j -0.0439224-0.0743436j -0.0426234+0.245845j 0.0300688+0.000745021j 0.0153487+0.0296491j -0.0521767+0.00446261j 0.0616922+0.0584071j -0.0101417-0.113889j -0.0488967+0.0302738j -0.00841469+0.097186j -0.0987979+0.102702j -0.0714618+0.0250875j -0.0653551+0.0825531j -0.0233139-0.0219377j -0.0574757+0.011927j -0.0911612+0.05145j 0.0781734+0.0698239j -0.0245373+0.0898858j 0.0442296+0.0393625j 0.0327941+0.0609266j 0.0141087+0.0104066j -0.0171751+0.0163849j 0.0109196-0.00455533j 0.00460527+0.0258788j -0.0233012+0.00766558j -0.00913461+0.0262245j 0.00673959-0.021741j -0.0404217-0.0165587j -0.03995-0.00572044j -0.0615193+0.00584587j 0.00928907-0.0326066j 0.0177059-0.00379946j -0.00388652-0.000349815j 0.0360416-0.0200346j -0.015367+0.0472912j 0.0670828-0.0432339j 0.0310929-0.0112318j 0.00374756-0.0166952j 0.0194986-0.0104219j 0.0116208+0.0184005j -0.00494919+0.00610956j 0.0113125+0.00956731j -0.0293901+0.0715884j -0.0335798+0.019626j 0.00660882+0.0103945j 0.012153-0.00249803j -0.03679+0.0399948j -0.0722486-0.00266675j 0.0448547+0.00924817j -0.0220633-0.0115714j 0.02732+0.0530392j 0.0479083-0.0122388j -0.0163528-0.0139926j -0.0553925+0.00751269j 0.00734788+0.0103066j 0.0409899-0.000142018j 0.000579808+0.00644469j 0.00682089+0.0108351j 0.0334099+0.00809619j 0.0321216-0.0046998j 
0.0018743-0.0558634j 0.0800781-0.048131j -0.109759-0.00956686j 0.00598543+0.0410043j -0.123249+0.0231357j 0.110539+0.0548836j 0.0109872-0.00323728j -0.0681554+0.103739j 0.103342+0.0801769j 0.113064-0.0294203j -0.057082-0.00448721j 0.0274457-0.0749311j -0.0615073+0.0569243j 0.028551+0.0801979j -0.127903-0.0726232j 0.143903+0.0498353j 0.0279946-0.0129797j -0.100388-0.00623554j 0.108436-0.0380764j 0.162427+0.107314j 0.0219492-0.085062j -0.0445225-0.0668842j -0.00153303-0.0637074j 0.0149358-0.00450984j -0.0185659-0.0239547j 0.013525-0.00843516j 0.108552-0.0716034j 0.0565712-0.00715871j 0.000735649-0.0229373j -0.00384453-0.0235198j -0.0250243+0.0498723j -0.0870582+0.0234526j -0.00380376-0.0161158j 0.0152541-0.0398286j -0.114054-0.00213675j -0.0487555-0.0313622j 0.0136286-0.0188715j -0.0183121-0.0576738j -0.039335+0.0116504j -0.130086+0.00305021j 0.0162625+0.0647551j 0.0142366-0.0679339j 0.0089909-0.0135117j 0.01686+0.0301931j 0.0406271-0.00193458j -0.0255878-0.00620193j 0.0277413+0.00211199j -0.0478654+0.0442815j 0.0223424+0.0105842j -0.00893344+0.040376j -0.0174472-0.00306599j 0.0180392-0.0184379j -0.00350441+0.0263597j -0.0532694-0.00089561j -0.0452057-0.0236756j 0.0307123-0.0414692j 0.0298837+0.0038312j -0.0272822+0.0508579j -0.0312678+0.00452775j 0.0129238-0.0320704j 0.0626565-0.00774174j 0.0537976-0.0218341j -0.0552725-0.0176474j 0.0431567-0.0127425j -0.00907454-0.00735954j -0.0183306-0.0217004j 0.0204317+0.0209415j -0.0254271+0.0300861j 0.0449824-0.0303688j 0.0270854-0.00845192j -0.0177646-0.00717337j 0.0459877-0.0058893j 
-0.0715363+0.070189j 0.00590839-0.0645173j 0.00454851-0.0779609j -0.0374317-0.0577714j -0.00990155-0.14921j -0.058265-0.0142805j -0.115768-0.000921361j -0.0541673-0.107549j 0.0531108+0.0672474j -0.0153827-0.0789313j -0.014144+0.0282805j -0.0166524+0.0714014j -0.0137078+0.0914916j -0.00968221+0.0545004j 0.122712-0.0679111j -0.0725863+0.014554j 0.0974577+0.135688j 0.0547908-0.0899786j -0.0151216+0.0809116j 0.0115962+0.0431775j -0.00144705+0.12142j 0.045483+0.0483319j 0.114822+0.0367205j 0.012469+0.00398822j 0.0647705+0.0143293j -0.0219203-0.036968j 0.0666086+0.127119j -0.0303634+0.0130516j -0.067225-0.0601203j -0.0302452-0.0431832j -0.043682-0.116664j 0.0249609-0.0834082j 0.0112353+0.0767445j -0.00658226-0.0345664j 0.0358109-0.037967j 0.0296175-3.45156e-05j -0.0438871+0.0464819j 0.0336335-0.016133j 0.00113824-0.0733845j -0.0144677-0.0355749j 0.0140049-0.0301208j 0.0503551+0.0527137j -0.0182868+9.50975e-05j 0.00292798-0.0478414j 0.00866492+0.0589642j -0.00282739-0.0240305j -0.00230844-0.0127186j 0.00881107-0.0721803j 0.0191397+0.0395598j -0.00797968-0.036647j -0.0224866-0.0288229j 0.0105937-0.0131831j 0.00442649+0.00105363j -0.0299982-0.0397528j -0.0051286+0.0241915j 0.00957935+0.0528084j 0.00492202+0.00860201j 0.01987-0.0347498j 0.00489301-0.00484543j 0.0660111-0.022744j 0.0132561-0.0246776j 0.0361297+0.0142082j -0.0110039-0.0154322j -0.016346+0.0211766j 0.0322122+0.0119243j 0.0210409-0.0114796j 0.0111216+0.00363641j -0.00188781-0.0718472j -0.0129869+0.0453702j 0.0259887+0.00159283j -0.0300079+0.00307219j 0.00462096-0.0123351j 
-0.0127482+0.041611j -0.0195289+0.0603608j 0.0114935+0.130882j -0.0188077+0.0237898j 0.0474377+0.10891j -0.0657498-0.0539445j 0.0373171-0.0237523j -0.0325277+0.00295907j -0.000785921-0.0716787j 0.00725701+0.0733335j 0.00718889+0.169661j 0.00567459+0.0369343j 0.0190909+0.027514j -0.0254196-0.0311331j 0.0531211+0.0903592j 0.0167675-0.0702621j -0.0488753-0.105484j -0.00733589+0.131394j -0.00180528-0.0624455j -0.106084-0.0919369j 0.00835473-0.0512412j 0.0266153+0.0518669j -0.0289184+0.0489658j 0.0290709+0.0693001j 0.0095452-0.0182156j -0.0151695-0.00363686j -0.0319001-0.0584626j 0.0361199-0.00148898j -0.0147017-0.00815338j 0.0237946+0.0205961j 0.00251934+0.0449023j 0.0040514+0.00284307j 0.0194359-0.0210652j 0.0301171+0.022883j -0.0107972+0.0274889j 0.0122194+0.00523814j -0.0359905+0.0250586j 0.0127354+0.01372j -0.00409046+0.0276343j 0.0340341+0.0569227j -0.0287193-0.00488236j 0.00879184-0.0120064j -0.00649149+0.0711647j 0.00280656-0.00892797j -0.0270919+0.00801683j -0.0180785+0.014897j 0.000290398+0.0367678j -0.00130563+0.00654557j -0.0194021-0.0165715j -0.00575746-0.00267305j 0.0111999+0.010046j -0.0324517+0.0561616j 0.0165988-0.0648869j 0.00391534+0.0103833j -0.00695542+0.025494j 0.0169864-0.00975727j -0.0148532-0.00555511j -0.0034075+0.00402893j -0.0284739-0.000457893j 0.0244886-0.00567352j 0.0105921+0.0286374j 0.0349517+0.00925021j -0.0251524+0.0247592j 0.00370605-0.034238j -0.000531829-0.028277j 0.0216316+0.00755505j 0.0191638-0.0358547j -0.013746+0.0177251j -0.0174073+0.024679j -0.0202228+0.0260142j -0.0213188+0.00591245j 0.0152429+0.00591871j 
0.0114529-0.0591704j -0.0751748+0.0867404j -0.0416541-0.0208254j -0.0372533-0.0498321j 0.132131+0.0772982j 0.0441781-0.0927652j -0.00985836-0.12039j -0.0261826+0.0162061j 0.00351114-0.0645921j -0.0782318+0.0763188j -0.00147469-0.114383j -0.0305538-0.038832j 0.0194595-0.0826052j -0.0576273-0.072594j -0.00427367+0.087518j -0.0750015-0.113994j -0.0397753+0.0411133j 0.0727331+0.0433386j 0.0665721-0.00340036j 0.0898516-0.0168932j 0.013186+0.0290602j 0.049473-0.0379473j -0.0219937+0.00251751j 0.0193291-0.0339243j 0.0315701+0.000327654j 0.0112188+0.00290551j 0.00771368-0.0499099j -0.0039223+0.00382477j 0.025255+0.00503071j -0.000629314+0.00432733j 0.0331444-0.00905998j 0.0213258+0.0305825j -0.0361973-0.0310399j -0.00689944+0.0108491j 0.0122224+0.0574356j -0.017275+0.0482646j 0.0121228-0.015082j 0.0161512-0.000337173j 0.0198858+0.0291768j 0.00230124-0.0287359j 0.0166772+0.00174473j -0.0266764+0.0154473j -0.000183001-0.0250565j -0.0146769+0.0305111j 0.00398235-0.0126184j 0.0160993+0.00689198j -0.0124039-0.0167855j -0.00104553+0.0337026j -0.0294702+0.0145741j 0.0218786+0.00194369j -0.00598031+0.0176683j 0.00488269-0.0269928j 0.0153416+0.00898111j 0.0355393-0.0202206j -0.00651771-0.0338171j -0.0184574-0.00570395j -0.00811389+0.00842114j 0.0305805-0.035286j 0.0304174-0.0160324j 0.0168549+0.0103434j -0.0657763+0.0523381j -0.0430694+0.00681174j -0.0035716+0.0151856j -0.0308106+0.026783j 0.00610998+0.00444755j 0.0140881-0.0096311j -0.0182566+0.0260664j 0.00778458+0.0337686j -0.0273588-0.0127243j -0.0121645-0.00563015j -0.00577634+0.00726437j -0.0504715+0.0323415j 
