-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.0122602+0.00482006j -0.01622-0.00156322j -0.00230537-0.00649272j 0.00597574+0.000924286j -0.015268+0.00580564j -0.0506984+0.0206023j -0.0173013-0.0208485j 0.048946+0.012749j -0.0427674+0.0116589j -0.00717443+0.0453854j 0.0209971+0.0188084j -0.0152647+0.0207776j -0.0017216-0.0066204j 0.0155736+0.00922437j 0.0155497-0.0258873j -0.0493207-0.0122526j 0.000528746+0.0330449j 0.00347466-0.108805j -0.0420176+0.00487668j -0.0448882+0.012962j -0.0908838-0.0803044j -0.00855595-0.0175046j -0.0287256+0.00334965j -0.0244635+0.0022943j -0.0426882-0.0717194j 0.0243476-0.0511378j 0.0492377-0.105175j 0.0235376-0.0832488j 0.0334595+0.00177405j -0.105839+0.0607793j 0.037472+0.0293354j -0.0423215+0.0153912j 0.0355701+0.0352704j -0.00707245-0.075698j -0.0755366+0.111357j 0.0422972-0.0567177j 0.0587525-0.0527603j 0.0890086+0.244022j 0.121967+0.0968809j -0.029114+0.0672523j -0.0201279-0.127712j -0.0537747-0.0983293j 0.0749435+0.098148j -0.0431993+0.0156991j 0.073461+0.0409258j 0.0196532+0.0332983j -0.0234198+0.0441522j 0.0563984+0.0278321j 0.00982062+0.0286739j -0.0543665+0.00644848j -0.0325879-0.0239874j -0.0215917+0.0119619j 0.00852415+0.0401847j 0.00237134-0.0516721j 0.00289521-0.0093988j -0.0119061-0.0146495j 0.0283719-0.0194752j 0.00122982-0.000790501j 0.0249744+0.0323816j -0.0267066-0.0215524j 0.0230056+0.0600273j -0.00837061+0.0594595j -0.013921+0.00101918j 0.0206215+0.0180644j 0.023902-0.0218124j -0.0372566+0.000585308j -0.0236525-0.0251415j -0.0170053-0.00284587j 0.0120959+0.0147157j -0.0345409-0.0157162j -0.014193+0.0248096j 0.0171515-0.0162884j -0.0444116-0.009234j 0.0172521+0.0180824j 0.00510709-0.0179778j 0.0192831+0.0259129j 0.0307282+0.00479535j 0.00680923-0.0031826j 0.00545364+0.0136572j -0.0180745+0.00608856j 0.0303166+0.00156361j -0.0075631+0.0105276j 0.0224322-0.00285274j 0.0320205-0.00625005j 0.0223343+0.00448599j 0.0090957+0.0134071j 0.00794002+0.00969488j 0.00507121+0.00970497j -0.0129721+0.00186052j -0.0187337-0.0149941j -0.0159504-0.00312038j 0.00877587+0.0104122j -0.0051969-0.0141257j -0.00692967-0.00770506j 0.00436551+0.00811083j -0.00627787+0.00333019j 0.0140327-0.000824296j -0.00783025+2.30617e-05j 
-0.0122854-0.00515845j 0.0214844-0.008027j -0.0175873-0.00888163j 0.0321093-0.00546022j 0.00369661+0.0279077j 0.0252568-0.00129872j 0.00112849-0.000530662j 0.0543038-0.00290657j -0.0348484+0.00292961j 0.00751468-0.0136895j -0.0474681-0.0297622j -0.0196479-0.0372217j -0.029132+0.0120626j -0.0251235+0.0162057j -0.0112482+0.056927j 0.00129158-0.0117677j -0.0325042-0.0595128j 0.00447855+0.0102455j 0.00216038+0.0481581j -0.0451456+0.0802845j 0.00648353-0.00548934j 0.0292659+0.0495623j 0.155614+0.0425137j -0.0595554-0.0318908j -0.0070462-0.0748928j -0.0691566+0.0178386j 0.0824874+0.0176654j 0.0482449-0.0179082j 0.0553379+0.0514459j -0.0982426-0.0230497j 0.224573+0.0280726j 0.0602883-0.00536947j -0.0562009-0.0529753j 0.051335-0.0337349j 0.0018715-0.0781472j 0.0127651+0.130725j 0.150485+0.0956174j 0.0324697+0.0076078j -0.0581615-0.128139j -0.035757+0.0834663j -0.101016-0.116376j 0.0547232-0.012105j 0.0282436-0.0709239j 0.104586+0.0347812j 0.108876+0.00412209j -0.0622514+0.0174892j -0.0364329-0.0244065j 0.00245376-0.0705365j -0.0931634-0.0533821j -0.0633047-0.0901383j 0.0338935+0.0793j 0.0573019+0.0228891j -0.0125276+0.0680932j 0.0128696+0.0115763j 0.0103993+0.00513433j -0.00638336+0.0166164j -0.0124168+0.0103218j 0.0137066-0.01304j 0.00726626+0.0265305j -0.0134854+0.0173952j 0.0241349+0.00990616j -0.0229168-0.00359234j -0.0100732+0.0259195j 0.0461717-0.000960235j 0.0400237-0.0072518j 0.0173712-0.00725789j 0.00900995-0.00450544j -0.0354656+0.0150731j -0.0476195+0.0110502j 0.00118341-0.0158525j -0.0131387-0.00190702j -0.00781745+0.0249595j 0.0136372+0.000430684j 0.011621-0.0313431j 0.0251112+0.0231134j 0.0718461+0.0192665j -0.0384923-0.0115453j 0.0131586-0.00618987j 0.0412221+0.00594543j -0.00264171-0.00763901j -0.00157442+0.0017507j 0.00807132+0.0155834j 0.00689729+0.0239205j 0.00553362-0.00219356j -0.0297796-0.0010229j 0.0026268+0.00100246j 0.0171567-0.00655365j -0.0213049+0.000269532j 0.0253208+0.000590372j -0.0346891+0.0133689j -0.00640414-0.00208024j 0.000618606-0.000905141j -0.0198121-0.0117306j -0.0178404+0.0113499j -0.00922738-0.00815059j 0.0168789-0.00155209j 0.00216426+0.00640157j 0.00977247-0.00243764j 
-0.00833617-0.0017031j 0.000403777-0.00136253j 0.00881409-0.0101428j -0.00459479+0.000922203j 0.0472315-0.00867259j 0.0176976-0.00842766j -0.0163008+0.0154362j 0.0182588-0.0266381j -0.01221+0.0335367j -0.0416155+0.0488619j 0.00140355+0.00723658j 0.0112336-0.00126318j 0.00569485-0.00416522j 0.0141175+0.000935748j 0.0458489+0.0104436j -0.0319568+0.0142968j -0.0639459-0.124717j 0.0215157-0.0661821j 0.0539062+0.029326j -0.00695105-0.018439j 0.0643494-0.000985946j 0.0479636+0.0347055j 0.021507+0.0657684j 0.065653-0.00746915j 0.0516156-0.00109268j -0.0278088+0.0503092j -0.0833687-0.206663j -0.0377533-0.101426j 0.0643119-0.0810682j -0.0452591+0.111622j -0.0667021-0.0317804j -0.0347483-0.0662137j -0.00299285-0.259063j -0.0189727-0.184747j -0.0259372+0.0195004j 0.0460279-0.00319706j 0.126224-0.0119198j -0.0902446+0.0696295j -0.129272-0.0561515j 0.0441032+0.0339601j 0.109688+0.0576715j -0.0889416-0.00985016j -0.00287435+0.033663j -0.080111+0.00529981j -0.000579218-0.0689732j -0.0095011+0.0263507j -0.0542457-0.0231937j -0.0678118-0.024165j 0.0107327-0.0218537j -0.0178652+0.0654346j -0.0045807-0.0293822j 0.00294643-0.000577722j -0.0187578-0.0170289j 0.00325714+0.0192411j -0.0249044-0.00543555j 0.0110666-0.0412893j -0.0246847-0.0138573j 0.0181677-0.025488j -0.0456555+0.00115213j 0.0388976+0.0121345j -0.0347718-0.02324j -0.00633708+0.0156209j 0.0257957-0.000682378j -0.0111039-0.0344117j -0.00531895-0.0153483j 0.031454-0.011253j 0.0262947+0.0322438j 0.0416721-0.00647735j -0.00717107+0.00592456j 0.02327+0.0170677j 0.00176223+9.40851e-05j 0.00580658-0.0114822j -0.00686308-0.00630389j 0.0223606+0.00674201j -0.0213182-0.00286804j 0.00433656+0.00647121j -0.00778538+0.0110674j 0.00233779-0.00579497j 0.0337433-0.00206877j 0.00600541+0.00320473j 0.00925339-0.0207374j 0.0138416-0.0225382j 0.020145-0.0169873j -0.00109314-0.0169116j -0.0105187+0.00655361j -0.000393788-0.0099942j -0.00056954-0.00273332j 0.00335361-0.00174608j -0.0260771+0.0217172j 0.0225067-0.0183784j 0.00855285+0.00259091j -0.0119322+0.00389781j -0.00692803+0.00750219j 0.00533381-0.00549113j -0.0109447+0.0078895j 0.00104435-0.00198533j 0.00206609+0.00465657j 0.0029181+0.00174724j 
0.0116479+0.00211909j 0.00585317-0.00276602j 0.0178645+0.00286622j -0.024484+0.0109682j -0.0174515-0.00633848j 0.000966398-0.0123871j -0.00837676+0.0110534j 0.00735592+0.0195596j 0.0462747-0.00991615j 0.000285422-0.0181804j -0.0862295+0.0872856j -0.00119783-0.0251256j 0.0324168+0.0117396j -0.0550058+0.0273483j 0.111659+0.043686j 0.038165-0.0234887j -0.0318343+0.00376155j -0.0178487-0.0611211j -0.0344556+0.0121904j -0.0454636-0.104746j -0.0603981+0.0031508j -0.0257996+0.000196934j 0.0252465+0.154242j 0.0376034-0.00355703j 0.0134984+0.0523516j 0.0359369-0.0906319j 0.00165647-0.125492j 0.00346755+0.142658j 0.0529276-0.144087j -0.0120942-0.0307045j -0.0340931-0.0287834j 0.0117183-0.131715j 0.00372429+0.0945674j -0.118145+0.0494455j 0.0102221+0.0292497j 0.0638483+0.208823j 0.0724324+0.151185j 0.0526065+0.0166139j -0.0157021+0.0163562j -0.0931555-0.0793963j -0.0640878+0.0388854j 0.0290337-0.0917976j 0.0121646-0.00971221j -0.0764031+0.0838165j -0.0170869-0.00448294j -0.108995+0.101233j -0.00945786+0.064699j -0.0126028-0.0182607j 0.0410043-0.0243214j -0.00996912-0.0215607j -0.0271031+0.00216273j 0.0398474-0.0342894j 0.0149634-0.032999j 0.00973522-0.0152284j 0.00382083-0.050572j 0.0061363-0.0460335j 0.00773127-0.0217868j -0.00848926-0.00296422j 0.0230949+0.028785j -0.0175108+0.0417355j -0.044643+0.0145485j -0.0062912-0.0181589j 0.0400091-0.022216j 0.0162819+0.0170822j -0.00166932+0.0273922j -0.00409395+0.00186574j 0.0425273+0.0167322j 0.00277413-0.0137955j 0.0071642-0.00773169j 0.00767735+0.019349j 0.00380932-0.0254198j 0.0249217+0.00449625j 0.0163665-0.0140215j -0.0113014+0.0128478j -0.00644451+0.0051874j -0.00768974-0.0105614j -0.00290698+0.0212233j -0.019894+0.0160759j -0.0148573+0.00201223j 0.00373582-0.00714323j -0.00839316+0.00572554j 0.0185379-0.00635836j 0.0152265-0.00406246j -0.0108732+0.0231015j -0.0051882+0.00851388j 0.00357984+0.00524941j 0.0116058+0.0101195j 0.0188324+0.00232879j 0.00599284-0.00790631j 0.0351224-0.00218893j 0.00341609-0.0125881j 0.00384561+0.00147327j -0.000357568+0.00409384j 0.00384796+0.00272958j 0.00326185+0.00211104j 0.000824046-0.00434899j -0.0109822+0.00801984j -0.0067854-0.000141005j 
-0.00465387-0.00372556j 0.0154853-0.00279651j -0.0253957-0.00559042j 0.0205496-0.0121078j -0.0104456+0.00776028j -0.0162794+0.00331214j -0.0182951-0.0131032j -0.0197764+0.0126972j 0.0274243+0.00454675j -0.0160612-0.0297934j -0.0179756+0.0204832j -0.0488227-0.0243601j 0.020434+0.00713053j -0.0332641+0.0563469j -0.0250589-0.0881973j 0.0433109+0.018636j 0.0981894+0.0453843j 0.0427993-0.0488528j 0.0215722-0.0534069j 0.0785303+0.0138999j 0.128539+0.00240255j 0.133444-0.00149342j 0.024351+0.0739392j 0.0498237+0.0182534j 0.046802+0.0255383j -0.0551192-0.0846367j 0.0388318+0.0180992j 0.0530661+0.0891868j -0.0281379+0.0514104j -0.012243+0.0828185j -0.0846038+0.10923j 0.0716147-0.139188j -0.0520522-0.107174j 0.124882+0.14883j -0.000350317+0.0817554j -0.113096-0.00177262j -0.0840369-0.0827186j -0.199439+0.0275262j -0.0498894+0.00361019j 0.0238506-0.0243125j 0.0269292-0.0167365j -0.100745-0.0968946j -0.0348073+0.0452304j 0.129934+0.0761947j -0.0746086-0.00453113j -0.00160907+0.0887769j -0.123872-0.00525021j -0.0121052-0.0342227j -0.0654328-0.0115572j -0.038308-0.0383781j -0.0469744-0.0155219j 0.0330868+0.0148934j -0.0364913-0.0254855j -0.0358403-0.0752212j -0.000423655-0.0331326j -0.0142847-0.0106834j 0.0256823-0.0162815j -0.00253645+0.0191288j -0.022774+0.0274874j 0.0137744+0.0110445j -0.0159516+0.00904258j -0.0356743-0.0045055j -0.0389034-0.0355625j -0.00972134+0.0261067j 0.0328041+0.00512529j 0.0159759+0.0155818j 0.0145122+0.0174468j -0.026812+0.00161835j -0.0121212-0.00597288j 0.000899116+0.0131998j 6.4838e-05+0.0129054j -0.0196332-0.0219066j 0.00466436-0.0317681j 0.0132164-0.00888806j -0.0105789-0.00169205j -0.00654371-0.00883321j -0.0258847+0.00199688j -0.0127249-0.00206533j -0.00894164+0.0148707j 0.0421466+0.0113085j -0.0149535+0.00293326j -0.00262253+0.0230385j -0.0117779+0.013045j -0.0123463+0.00160697j -0.0197471+0.014329j -0.0147553-0.0087708j 0.0214989+0.00765636j -0.00198419-0.00223719j 0.00854057-0.010473j -0.0153711+0.00903441j 0.0102283+0.000484708j 0.0090049-0.000852479j -0.00123911-0.00193829j -0.0130753+0.00507497j 0.0109661-0.00690795j 0.00225616-0.00305029j -0.00226752+0.00377069j 0.00397949-0.00207479j 
-0.0003881-0.00466407j 0.00256056-0.00479178j 0.0256288+0.0121561j -0.0475597+0.0132039j 0.0109322-0.00996292j -0.00387503-0.0102565j 0.0398129+0.0150281j 0.0498019+0.0341463j 0.0793023-0.0228849j -0.0228564+0.0102755j 0.038151+0.01461j -0.00720852+0.0720703j 0.0412882-0.0316924j 0.00744087+0.0848997j -0.015803+0.062807j -0.031699+0.0505022j 0.0197638+0.00713233j -0.0939648+0.0107109j -0.0464369-0.0351986j 0.0215547+0.0242839j -0.00571677+0.0451915j 0.0132275+0.0283j -0.0170988-0.0265713j -0.0157915+0.0641324j -0.0202729+0.0414535j 0.0400664+0.0336568j 0.0347491+0.0788354j -0.0305076-0.0609375j -0.00844695+0.111928j -0.0458217+0.226476j -0.0451035+0.148471j 0.0242218-0.199793j -0.0759943+0.0480515j 0.030403-0.108857j 0.171155-0.0443165j 0.0165106-0.0123894j -0.0218+0.0233977j -0.00738503-0.0134812j 0.0112123+0.000516608j 0.022724+0.0800228j -0.00378425+0.0423438j -0.0556709-0.0219823j 0.0456342-0.0786067j 0.0324255+0.0180787j 0.0317927+0.0230921j -0.00748156+0.0127225j 0.0206544+0.00499245j -0.0365869+0.00133169j 0.0170915+0.0363808j 0.0379168-0.0329449j -0.00352536+0.0659877j -0.0572993-0.0349635j 0.0432716+0.0674279j 0.00969577+0.044332j 0.0127334+0.00252341j -0.00658081-0.0212116j -0.00353512-0.0023903j -0.000922702+0.0331141j 0.018348+0.0148525j -0.010689+0.0120084j 0.0419199+0.101707j -0.00711031-0.0136127j -0.0109228+0.0102191j -0.00595028-0.0067009j -0.0159734+0.0111733j -0.030939-0.00540295j 0.00349046-0.0078549j 0.0104987-0.0242564j 0.0642791+0.0318796j 0.00481779-0.0148902j -0.00431168-0.00988694j 0.00270482-0.00896508j -0.0176462-0.006579j 0.00265659-0.0151544j 0.0193684+0.0351088j 0.00613388+0.0237171j 0.025041+0.00116482j 0.00485906-0.0077385j -0.0280736+0.00615057j -0.0305877-0.0105616j 0.00621255+0.0307002j 0.0056328+0.00433211j 0.0141273+0.015616j 0.0101551+0.004998j 0.0187435-0.0117792j 0.0178123+0.0100017j 0.00870966+0.00621545j 0.0156037-0.000720906j 0.0076489-0.00697806j 0.0154068+0.00142023j -0.0351639-0.019574j 0.00437678-0.00387564j 0.000165818-0.00889196j 0.0240257+0.00805376j -0.0201629-0.00569738j -0.0041315-0.00275143j 0.00254996+0.000805389j -0.000879535+0.00927174j 
-0.00244228+0.00894894j -0.0244132-0.00331923j -0.00219771-0.00674687j 0.042784-0.0017358j -0.0119922+0.0190831j 0.0126314+0.00749721j -0.0376866-0.00473624j -0.00760062-0.0119751j 0.000646812-0.0118125j 0.0122639-0.0334698j -0.0154209+0.033703j -0.0270127+0.00634628j 0.0219832+0.0898684j -0.0437187-0.0216171j -0.0499553-0.0397565j 0.0150174+0.0875421j 0.0131809-0.0206893j 0.0298264+0.0153942j -0.0519374+0.00876258j -0.0723757+0.0421078j -0.0652232-0.0443104j -0.0796332-0.0312073j -0.101341+0.0567784j -0.0315369+0.0738005j 0.0403009-0.00437482j 0.0138519-0.0214346j -0.0396044+0.0886158j -0.0561347+0.0472642j 0.0483177+0.0844796j -0.122987+0.116635j 0.0380055+0.0222411j 0.0758071-0.144279j -0.0238322-0.121154j 0.0253065+0.0333888j 0.00242901+0.060875j 0.0293981+0.119682j 0.0174288+0.0365862j 0.0289503-0.12009j 0.0968478+0.110825j 0.0290389-0.0910807j 0.0584902+0.0191326j 0.0714563+0.0158116j 0.131627-0.0234613j -0.0207125-0.0315034j 0.0804665-0.00164932j -0.0619314-0.0482447j 0.0160244-0.0261583j 0.0665594+0.0423714j 0.0732048+0.0802189j 0.0399445+0.103623j 0.0414039+0.0223122j -0.0385322-0.0405559j -0.0532762-0.0709162j -0.0112336-0.0333151j 0.040803+0.034059j 0.00155007-0.011777j 0.00803914+0.0100391j -0.0481559-0.0290226j 0.00258469-0.0186279j -0.0150812-0.0195919j -7.47013e-05-0.0205306j -0.00559315+0.0192103j -0.0103179+0.0266951j -0.0133814-0.000257735j -0.000463917+0.0204852j -0.00953838+0.0181429j -0.0312221-0.00501487j 0.00224556+0.00107096j -0.0128615-0.018719j -0.0173141-0.014809j 0.0229964+0.0153822j 0.00585254-0.00202538j 0.00989274+0.0173282j -0.0360848+0.0375834j 0.0165299-0.0182734j -0.0406304-0.018595j 0.0141089+0.0163675j 0.00535485+0.00670172j 0.00240293-0.00180575j 0.00889249-0.000445339j -0.0065986-0.0132348j -0.00200983-0.00921676j -0.0128265-0.00611364j -0.00993303+0.00252538j 0.0116414+0.00990249j -0.0244276+0.00668044j -0.0227567-0.00652881j 0.0032066+0.0179268j -0.000861933-0.0131808j -0.0127851-0.00843332j 0.0163122+0.0102017j 0.00534011+0.012864j -0.0138712-0.00539208j -0.0152743-0.00420332j 0.0176591+0.00457814j -0.0162388-0.00507624j 0.0138874+0.00309002j -0.00638474-0.00482107j 
0.0100034-0.00568624j 0.00129274+0.00645122j 0.0211349-0.00750646j 0.0188443+0.000313318j 0.00160951+0.0116066j 0.00412134+0.00241402j -0.00743087+0.0114162j -0.0144167+0.0204045j -0.0215339-0.0584731j -0.0980856+0.0415517j 0.0599912-0.0178462j -0.0226519+0.00703387j 0.0419805-0.0764944j 0.0333232-0.00487308j 0.0330643-0.0222596j -0.00384914+0.0283171j 0.0480333+0.000533137j 0.105+0.0234823j 0.0731341-0.0435432j -0.12257-0.0483559j -0.0042146-0.0213045j -0.0386012+0.0331591j 0.070144-0.0882072j 0.0829219+0.161592j 0.0595672+0.0577552j -0.0457289-0.0712907j 0.0118374+0.0350577j 0.163298+0.0229663j -0.0170026-0.0608561j -0.000639366-0.0823245j -0.00433387+0.184923j -0.00496677-0.00257351j 0.0964796+0.159977j 0.0459075-0.201049j -0.00393488-0.0240928j 0.0889177-0.120263j 0.113074-0.0340948j -0.0900432+0.00854521j 0.016313+0.0316991j -0.171104-0.0484849j 0.0281864+0.0611268j 0.0223697-0.0429987j -0.0214999+0.0315814j 0.0364686-0.00982611j 0.0154883+0.030036j -0.0361871-0.00551312j 0.0164123-0.0105818j 0.0533744-0.0311087j 0.00694247-0.0059414j -0.0103796-0.0312689j -0.00577399+0.0276305j 0.0263412+0.0451424j -0.082235-0.0295167j -0.0290548+0.0329667j 0.00328814-0.0210038j -0.0303777-0.00818403j -0.0265375-0.0287065j -0.023692+0.0317441j 0.0153143+0.00546855j 0.0395194-0.0242589j -0.0177031-0.00519253j -0.00964645-0.00865648j -0.020759+0.0060313j 0.0202513+0.0155238j 0.0401481+0.00969846j 0.0196342+0.00763846j 0.0307631+0.0307523j -0.0185981-0.0278026j -0.0508653-0.0176192j 0.0196901+0.0129256j -0.010214-0.00802453j -0.0153761-0.0233921j 0.0205218-0.0114148j -0.00981512+0.0184197j 0.0196122+0.00106572j -0.0298805+0.0448287j -0.0155597-0.00139517j 0.0264109-0.0156888j 0.00733545+0.0244615j 0.0461886-0.0133887j -0.0115178-0.00711734j -0.0121328+0.00311933j -0.0259833+0.0149929j -0.016174-0.00429875j -0.0180938-0.00336689j -0.0056778-0.00494903j 0.00566783+0.00879496j -0.00318799-0.0140083j -0.0124791+0.00641068j -0.00077159-0.010709j 0.00876908+0.00593723j -0.00893138-0.00591204j -0.00060601+0.00513057j -0.00146759-0.00109773j -0.00715259-0.00966611j 0.00343798+0.00962727j -0.00471154-0.00119608j 0.0080033+0.00420021j 
0.0103774-0.00550692j 0.0135288+0.00482754j -0.0346524+0.00272251j 0.018665-0.0132194j 0.0234874+0.000655891j 0.0243669-0.011989j -0.00597703-0.0154754j 0.00506455-0.0712148j 0.046575-0.011434j -0.0106696-0.052512j 0.026303-0.0320253j -0.00110585-0.00369138j 0.00153235-0.0152611j 0.0186108+0.0296863j 0.0455614+0.0165348j -0.0487979+0.0554481j 0.0907049+0.022025j -0.169993+0.0337576j 0.0613791+0.015759j -0.0896079-0.0350705j 0.00669632-0.0341842j 0.0298806+0.145476j 0.0187926-0.0588723j 0.0333008-0.0027057j -0.175835-0.0755914j 0.0006911+0.164353j -0.113245+0.055499j 0.0395847+0.0564536j -0.0206957+0.0204508j -0.0129219+0.0436158j -0.0637081+0.0899831j 0.040118-0.0378514j 0.149451+0.118448j 0.0191277+0.0962163j 0.118791+0.0203789j 0.0658677+0.0891241j 0.0757024-0.083145j 0.113025-0.0156237j -0.0128271-0.0158624j 0.0481278-0.0604793j -0.063242-0.0527636j -0.166537-0.00900776j 0.0189899+0.0779011j -0.0527708-0.03974j 0.0248823+0.0350053j 0.0117185-0.0197665j 0.0316009-0.018351j -0.0219208+0.00179054j -0.0211926-0.0129097j -0.0269717+0.00829441j -0.0465379+0.00307955j 0.0079277+0.0274546j 0.0126784-0.0291511j -0.0777012-0.0457584j -0.0393889-0.015241j -0.0335131+0.00470091j -0.0607878+0.0107373j 0.015295+0.0103714j 0.0265557+0.00428253j 0.00741881-0.0302296j -0.0069581-0.0448627j 0.0906268+0.0299385j -0.0251808-0.00181132j 0.0483757+0.0240072j -0.0132471-0.0261436j 0.0148651+0.00798756j 0.00969183-0.0214687j 0.0307763+0.018824j 0.0309631+0.00863001j 0.0145559+0.0164685j -0.00533163+0.00459548j -0.000550257+0.00692956j -0.033687-0.00127182j 0.0288788-0.0135175j -0.0371237-0.0258658j 0.0199386-0.0315651j 0.0130377-0.00796812j 0.00504551+0.00601363j 0.0181278-0.0105267j 0.000409742+0.0240545j -0.0170766-0.00632405j 0.0401011-0.00897216j 0.0101528-0.0174619j -0.00815744-0.000143684j -0.00160486+0.00926898j 0.00308825-0.0186097j 0.0118228-0.0182755j 0.00498791-0.00073384j -0.0172109-0.0158409j 0.0104806+0.0174599j 0.0213822+0.00662355j -0.00243778-0.0227194j -0.00883279+0.00387607j -0.00126223+0.000308644j -0.00202804-0.00389787j 0.0128927+0.00440142j -0.00347521-0.00326007j -0.000358949-0.00221623j 
0.0179071+0.00168662j 0.00752692+0.00388913j 0.0231114-0.0108693j -0.0192687+0.014581j 0.000348097-0.0066232j 0.0661332-0.00850965j -0.00590891+0.051475j 0.0164636+0.0311969j -0.0226922+0.0519013j 0.0319518-0.0414936j -0.00536446-0.0267617j -0.0133951+0.0498285j -0.0483071+0.00095332j -0.01642-0.0505279j -0.0298327-0.00280944j -0.0521468-0.0575881j 0.107795-0.0849266j 0.0097268-0.0544642j 0.050979+0.0129624j -0.104152-0.0195702j 0.0366064+0.105815j -0.0177511-0.140072j -0.0269996+0.0703051j 0.0481316+0.0405558j -0.0227535-0.118969j -0.0494803+0.037655j -0.022368+0.0986669j 0.153403-0.0108031j -0.0649542+0.00979026j -0.130246+0.0915644j -0.0262188-0.193817j 0.136735+0.0989731j 0.153659-0.0518263j 0.0668283-0.00176777j 0.0497705+0.144978j -0.0811396+0.00759259j -0.0438835+0.0899936j 0.0134958+0.0957908j 0.0139933+0.0213302j -0.0827687+0.0123708j 0.101498+0.0105999j -0.00508976-0.0211394j 0.00699431-0.0489403j 0.0330493-0.00479068j 0.00980316+0.0219317j -0.0190488+0.0280739j 0.0378209+0.00998595j 0.0319334+0.0186622j -0.00737756-0.01255j 0.00719926+0.0206546j -0.035288-0.0740988j 0.00620027+0.00691209j -0.00792467+0.0273919j -0.0354918-0.0226636j 0.0122617+0.0326757j -0.00262665-0.0283105j -0.0485555-0.039277j -0.00528245-0.0371595j 0.0409973-0.000692313j 0.0239783+0.0131795j 0.0297308+0.0121483j 0.0251674-0.017328j -0.051864-0.0209412j 0.0337005-0.0319259j 0.0113079+0.002902j 0.0175898-0.024823j 0.0186163+0.0152472j 0.00706502-0.0126429j 0.00073339+0.00248693j -0.000798686+0.014504j 0.0197501-0.0182922j -0.0548032-0.00994725j 0.0107982-0.00760019j 0.0019017+0.00694776j -0.00129915+0.0254837j -0.00347922+0.0170838j -0.00829434+0.0169567j -0.00463451+0.0065913j 0.019288-0.00672146j 0.0160006-0.00868386j -0.020073+0.00422043j 0.0224063-0.00588969j -0.00523303+0.0168414j -0.0188538-0.0242024j -0.000154875-0.0106782j -0.00226346+0.0121811j 0.0204642+0.0240612j -0.00244385+0.00633468j 0.0235651+0.0140241j -0.00730213-0.0153518j 0.000113094-0.00408607j 0.0147617+0.0105004j -0.00225855+0.00219173j -0.0111533-0.00593959j -0.000409462+0.00786789j 0.00857198-0.00595313j -0.00902467+0.00256552j 0.00352658+0.00223581j 
