-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.0156827+0.00346524j 0.000107544+0.003232j -0.00693496-0.00316414j 0.0170553-0.00833805j -0.00544439+0.00547584j -0.00472783+0.0156891j -0.0245312-0.0101647j 0.0304185+0.00193358j -0.0194977-0.00159941j -0.0224682+0.00606843j 0.0165346-0.00521297j 0.00718887-0.0168571j 0.0112665+0.00376702j 0.0247115-0.0195335j -0.039761-0.0247869j -0.012807-0.000964195j -0.0012415+0.0145263j -0.0476893+0.00752677j 0.0207051+0.00179093j -0.00774733+0.0116851j 0.00533055+0.00133118j -0.0311158-0.0112705j -0.00958708-0.00463919j -0.0259273+0.0682044j -0.0238603+0.0380041j -0.014238-0.0960755j 0.0522183-0.0492721j 0.0301047+0.0382411j -0.00245098-0.0136322j -0.0367888-0.0293431j 0.0415975-0.0310195j -0.0230547+0.02276j 0.0147298+0.0430616j 0.038506-0.0046631j 0.0830948-0.0199095j -0.0397991-0.0709539j -0.0902197-0.0471449j 0.0311052+0.0175957j 0.0140509-0.130992j -0.0302618-0.178459j 0.0229614+0.075734j 0.0667397+0.0234029j -0.00365409-0.0788743j 0.0724027+0.0198136j 0.0281629-0.214468j -0.01776-0.0237925j 0.0573431+0.0247866j -0.0420859-0.0258961j -0.00156422+0.0777833j 0.0180176+0.0444001j -0.0424187-0.0899233j -0.059983+0.00426141j 0.0677966-0.00332799j -0.00670057-0.0523398j -0.0184121-0.00677053j -0.0185192+0.0358775j -0.043011-0.0531803j 0.0120802+0.0462073j 0.0393699+0.00565424j 0.00566926+0.0307535j 0.00995022-0.031268j -0.0147567+0.0556525j 0.011352+0.0119136j 0.00781952+0.0217921j -0.0250781-0.0098347j 0.0055647+0.0610081j -0.00653168+0.0123368j 0.0160931-0.000934364j 0.019084-0.0422569j 0.019763+0.0165097j -0.00300575+0.030925j 0.0030948-0.00711696j -0.0175321+0.00169908j 0.0174339+0.0114984j -0.0105861-0.0272681j -0.011508-0.0208026j 0.018865-0.0170737j 0.0299332+0.00652544j 0.0210039+0.00881036j 0.00267814+0.0130175j 0.0338918-0.0210701j -0.00141897+0.000375665j 0.0256199-0.0199364j -0.00336748-0.00448736j 0.0194525+0.0028543j 0.0103164-0.00157017j 0.0155335+0.00111561j -0.00428406+0.0106112j -0.0161217-0.00172353j 0.00202369-0.00579303j -0.00389998+0.00847527j -0.00755987+0.00871797j 0.00276176-0.00250272j -0.00676373-0.000346908j 0.00432514+0.00391155j 0.0078648+0.00244222j -0.00173903-0.00106148j -0.00227568-0.0069263j 
0.000111389+0.0013371j -0.00368194-0.00285115j -0.00223615+0.00732508j 0.0110567-0.00622227j 0.00676366+0.00850342j -0.00245791-0.00168688j 0.0115185-0.00359685j -0.0149624+0.000586639j 0.0183315-0.00293062j 0.018861-0.00329719j 0.0365289-0.0107026j -0.0406103-0.0104863j 0.0244545+0.0162129j 0.0040814+0.00591252j -0.00154825+0.0169324j 0.00560307+0.00103772j -0.017863-0.0174149j -0.0124805-0.0374469j -0.0161352+0.00843017j 0.00794386-0.0204169j -0.0293776+0.0401362j -0.0103982+0.0365886j 0.027807-0.000264351j -0.0391033-0.0272014j 0.023275-0.0524195j 0.0081995+0.00583134j 0.0050472-0.0407351j 0.011234-0.00374151j -0.0359276+0.0823042j -0.0186502-0.0941348j -0.0180565-0.0195622j -0.0455117-0.046058j -0.018649+0.00366327j -0.0287577+0.0345697j -0.042977+0.0315556j 0.0407775+0.127367j -0.0269148-0.0238843j 0.0795919+0.192818j 0.0195777-0.120937j -0.117397+0.0346803j -0.0309937+0.129565j 0.0256039-0.0825235j -0.0791157-0.0944526j -0.00620516-0.128914j -0.0333625-0.128833j -0.00988397-0.102012j 0.0148959+0.00652254j 0.0231865-0.132538j -0.0473621-0.134467j 0.0348327+0.0632424j 0.00374733-0.0145392j 0.013703-0.0770531j 0.0217361-0.0118226j 0.0137896-0.0619206j -0.00921508-0.033471j 0.0213672-0.0385651j 0.0154925-0.0130057j -0.0159769+0.0548908j 0.0135971+0.00360137j 0.00322512+0.062753j -0.00334811-0.0236664j 0.0132472+0.0278762j 0.0124746-0.0270444j 0.0147445+0.0400227j 0.00936668+0.000130011j -0.0138404+0.00748904j -0.0175841-0.0127753j 0.00805862+0.0460176j 0.0335956+0.0632263j -0.0134149+0.0167542j 0.0111409+0.00821531j 0.0140424+0.0131672j 0.0174622+0.00546268j 0.0188217+0.00166575j -0.00339836-0.0177424j 0.00030848-0.00386187j 0.0128883+0.00314841j -0.0130118-0.0149187j -0.0263939+0.00393401j -0.0201334+0.000306714j -0.0157506+0.00272808j 0.00464915+0.0175267j -0.0125106+0.00692156j 0.00953313+0.00047958j 0.00699569+0.0106295j -0.0153998-0.00296532j -0.0163982-0.001104j 0.00170625+0.00128078j 0.00532349-0.00506235j -0.00465376+0.0108306j 0.00710132-0.00410003j 0.00490609-0.0067797j 0.0069299-0.00154015j 0.00864471+0.00622152j -0.00458166-0.00466964j -0.00474294+0.00345457j 0.00524465-0.00113484j 0.00311817-0.00332407j 
-0.00994109-0.00222563j -0.00344597-0.00352269j 0.00355495-0.00724699j 0.0172473+0.00781596j -0.00387214-0.00587168j -0.0216525-0.00260843j 0.0332227-0.00506826j 0.0232143+0.000613486j -0.00825422-0.0109367j 0.0413851+0.00398122j 0.00540007-0.00964332j 0.00233518+0.00996811j -0.0348547+0.0115908j -0.00744339+0.00102773j 0.00222101-0.00853389j -0.0142645+0.0452785j -0.0248676-0.0173286j -0.0229833+0.0225197j 0.00528445+0.0470798j -0.00420824-0.0431298j 0.0213103-0.0254101j 0.044179-0.0325854j 0.0127135+0.0123808j 0.057934+0.0332741j 0.0107265+0.0716168j -0.0413421+0.00474443j 0.0115465+0.0310913j -0.0318362+0.0549164j 0.0197885+0.0284382j -0.0472856+0.0267816j 0.00118737+0.0928803j 0.0145741+0.0292453j -0.0179255-0.0357272j -0.0111166-0.0593057j -0.0352718+0.0383716j -0.0223794+0.0441987j 0.0965464+0.116606j 0.0137731-0.0113587j -0.148466-0.0155062j -0.128823-0.214279j 0.0563711+0.0834517j -0.14456+0.122349j 0.0539077-0.0129283j -0.0346182+0.0858827j -0.0610002+0.0728441j 0.000101283-0.0992325j -0.0296962-0.0146662j 0.0217692+0.0330904j 0.00138528+0.0320832j -0.0385001+0.0403424j -0.0106967+0.00799082j 0.0205529+0.0106312j 0.0792906-0.0469966j 0.00227163+0.0651088j 0.0481916+0.0671636j 0.00860953-7.81059e-05j -0.00616807+0.0198991j 0.051615+0.0293871j -0.0701457-0.0138187j -0.00339787+0.000591638j 0.0528071+0.0159187j 0.0535186+0.0273379j 0.0115256+0.00897864j 0.0137599+0.0226482j 0.0369885+0.0505676j 0.0121435+0.0163026j -0.00507853-0.0352236j 0.0267844-0.0258177j 0.0243766-0.0215362j -0.0221764+0.00777093j -0.00473315-0.0008622j -0.01533-0.0228005j 0.00656975+0.0544848j 0.0471813+0.02816j -0.0167796+0.0155573j 0.0281105+0.0213902j 0.00993399-0.00570654j -0.020634-0.010414j -0.0356265+0.0145311j -0.0478371+0.0117314j 0.00555911-0.000180624j -0.013816-0.0227258j -0.00951481-0.00317671j 0.0239203-0.00176867j -0.00198339+0.00712466j -0.0252364+0.00332522j -0.0242284-0.00797532j -0.0145508-0.00307242j 0.0211334+0.00547725j -0.0338804-0.0223066j -0.00550473-0.00175814j 0.00631836-0.00606576j 0.0229337-0.00602012j -0.00419608-0.00976176j 0.0101918+0.00431593j -0.0067313-0.00727251j 0.0154437+0.00223961j 0.00891899+0.0015859j 
0.00404802-0.00451739j -0.00534409+0.00173131j 0.00391946+0.00127084j -0.00846285-0.00821895j 0.0173675-0.021005j -0.00880288-0.00798291j 0.0231923+0.000990532j -0.0217855+0.00978754j 0.0130658+0.0238623j -0.0297214-0.0105843j 0.00719312-0.0123487j 0.0290481-0.00133155j -0.012842-0.017164j 0.0318976+0.00602767j -0.0107082-0.0131587j -0.0480827-0.0153875j -0.0204725+0.0142397j -0.00885142-0.0164734j 0.0245048-0.0228157j 0.00616128-0.0531549j -0.00269274+0.0256087j 0.00358877+0.0320189j -0.00954539+0.109208j -0.0958001-0.0142492j -0.130201+0.0720759j 0.0482167-0.0158257j 1.3978e-05+0.0608973j -0.0324321+0.100074j 0.0420848-0.0371065j 0.00804426-0.0446931j 0.0835332-0.0692849j 0.0252322-0.0216343j 0.0169277-0.061095j 0.0326043-0.0333023j -0.0593391+0.0617158j 0.0234837-0.0300446j 0.13198+0.000466796j 0.0964007-0.128102j 0.0251422-0.0633101j 0.141824-0.218575j -0.0769336-0.0231845j 0.0144718-0.102697j 0.0309279+0.00486942j 0.0377559+0.090674j 0.0755697-0.0181221j 0.0269182+0.0235786j -0.0170023-0.122369j 0.0895989-0.00645481j -0.00121023-0.108034j -0.0337719-0.0754459j -0.0118351-0.109244j 0.00169999+0.0588162j 0.00664353-0.00969556j -0.031547-0.0318825j 0.00684079-0.050043j 0.0362205-0.0156097j -0.0122723-0.00169798j 0.00746013+0.0057311j 0.0116801-0.00210465j 0.00419708+0.000205801j 0.0428847-0.0290786j 0.0049483-0.0398925j -0.0137014-0.0291665j -0.00477369+0.000638949j -0.00217195+0.0119082j -0.0183176-0.0261389j -0.0246311+0.0387566j -0.0176875-0.0177843j -0.0183495+0.0150396j 0.00156284+0.0125777j -0.0218299-0.0259347j -0.00727822-0.017632j -0.0424058-0.002382j -0.00363274+0.00880256j 0.0158624+0.0110994j -0.00116241+0.00868962j 0.0129651+0.00408347j 0.0247333-0.00686302j -0.00869106-0.00778594j 0.00207961+0.0220899j 0.0146811-3.93405e-05j -0.0221593+0.00248805j 0.00521528+0.00756217j 0.000804891-0.0257319j 0.0111908-0.0108643j 0.0114616-0.00255429j 0.0076688+0.0161199j -0.00561399-0.00536463j -0.00395025+0.00296101j -0.00481448+0.00707521j -0.0172044+0.00263995j -0.00109227-0.00935107j 0.00565737+0.00752092j 0.00622541-0.000616014j -0.00129574+0.000724685j -0.000547399-0.00220918j -0.00027177-0.00390962j 0.00182359-0.000838192j 
0.00226571-0.000498291j -0.0144338+0.00190273j 0.000750435-0.00494609j -0.00586489-0.00254642j 0.0127748+0.00526943j 0.02085-0.010708j 0.0233125+0.000716842j 0.0592954-0.0137249j -0.00337033-0.020967j 0.0191084+0.012606j -0.000326339-0.00363537j -0.0167623-0.0103438j 9.73814e-05-0.00247798j -0.0326042-0.0231485j -0.0397837-0.0342621j -0.028497+0.0333968j -0.00285124+8.62662e-05j 0.00916305+0.00280982j -0.0168717+0.00369389j 0.0166412-0.0423982j 0.00569336+0.0103551j -0.0342891+0.0214184j 0.00417452+0.0496763j -0.00461722+0.051092j 0.0295921+0.0342368j -0.0220462-0.00454278j -0.00458973+0.0259619j -0.0196321+0.036269j -0.016241-0.0864463j 0.0357027-0.0174206j 0.0291323+0.0739288j 0.0301132-0.0278873j 0.00278745+0.00347018j 0.0734326+0.0542758j 0.0588837+0.140219j 0.0180308-0.0121386j -0.111367-0.0817302j 0.00476446-0.0275054j 0.0380793+0.00548528j 0.0514606+0.0390041j 0.0164963-0.007162j 0.0934572+0.0308842j -0.050503-0.113473j -0.0175215+0.0460065j -0.00913161+0.0424994j 0.0100687-0.0783351j 0.0868081-0.00377731j -0.0788404-0.100992j -0.0171059-0.0948691j 0.00677015+0.0563899j 0.0776703+0.0881777j 0.00729166+0.009139j -0.0401595-0.175951j 0.0123213+0.0527978j -0.0271908-0.0316582j -0.0524131-0.0534463j 0.00207763-0.00437195j -0.0434266-0.000960053j 0.000263921+0.00249407j 0.000269732+0.036348j -0.0649763-0.0709947j -0.00868439-0.0331625j 0.0111608-0.0215817j -0.00242621+0.0201726j -0.00407171+0.0317605j 0.0313239+0.0169931j -0.00183289+0.0136209j -0.0121847-0.0199375j -0.0220945-0.0304184j 0.0109502+0.0240877j -0.0112876-0.0458465j 0.0317053+0.00102033j 0.0261933-0.0206785j -0.0137949+0.0460999j -0.0191687-0.00942281j 0.0168278+0.00219092j -0.0111519+0.0138483j -0.0162814-0.00607124j 0.0427269+0.0144987j -0.00550176-0.0133299j -0.0119615-0.0367038j 0.0276825-0.0050965j 0.0141718-0.0115066j -0.00273882+0.0117576j -0.0141343+0.0029388j 0.0169337-0.0067187j 0.0123075+0.0071395j -0.00164687-0.0138999j 0.00148712+0.00850374j -0.00757215-0.011672j 0.00695262+0.011082j 0.0131844+0.00436534j -0.00534511+0.0132965j 0.00858872-0.00258132j 0.000154342+0.000892651j -0.00125011+0.00389496j 0.00594741+0.00114991j -0.00374039-0.000753966j 
0.0189067+0.00167824j -8.74386e-05+0.00330701j 0.00705636+0.00642153j 0.00562293+0.0111214j -4.24962e-05+0.00411316j 0.00252719+0.012314j -0.00547958-0.0177085j 0.0485453-0.00337697j -0.0143517-0.0149494j 0.0261959-0.000917821j 0.0453519+0.0164992j 0.041287-0.0258622j -0.0263978-0.00052096j 0.0162538-0.0314817j -0.0346898+0.0199558j 0.00948447+0.0387891j 0.0502955-0.00588576j -0.0317926-0.00710501j -0.0245911+0.0250457j -0.019419-0.00105405j -0.025738+0.0112295j -0.0446066+0.0276724j -0.0227778+0.0220467j 0.0455828-0.0704391j 0.00109309+0.0244007j -0.0126038-0.0138915j 0.0356786-0.0660068j 0.0617975+0.0121463j -0.080063+0.0301273j 0.0340379-0.102501j -0.0582888+0.0673853j -0.00589231+0.0354473j -0.0164544-0.129978j -0.071677-0.0336931j 0.0656625+0.0263582j -0.0700587+0.0633109j -0.123337+0.074628j -0.114623-0.0835028j 0.0675646-0.136416j -0.119015-0.0416923j -0.0289384+0.0211687j -0.0344328-0.0462808j 0.146318+0.163331j -0.0107739+0.0357308j 0.0681853+0.0704818j 0.166187+0.00542352j 0.0357603-0.0675786j -0.0320554-0.0539177j 0.0709691-0.0293869j 0.00828476-0.0462412j -0.037391+0.0096177j -0.00747631+0.0564891j 0.056218+0.00367935j 0.0585455+0.0718508j -0.0234454+0.00680104j -0.0416981-0.0183435j -0.00244301+0.0460358j -0.000647344-0.0125547j 0.0034275-0.0199979j 0.00304625-0.0136509j 0.0370953-0.0323726j 0.0199336-0.00994703j -0.0422255-0.0338137j -0.0120529+0.0170956j -0.0288685-0.00268879j -0.045339-0.00691498j -0.0140193+0.00347309j -0.0224142+0.018967j -0.00442802+0.0130464j 0.00549576-0.00183136j 0.00857398-0.00917474j -0.0405629-0.00324669j -0.051226-0.00314874j -0.0286092-0.0032372j -0.0203494+0.000420823j 0.00759995+0.0102728j -0.00516801-0.0174367j 0.0255485-0.00073657j 0.0324526-0.00265713j 0.00503872+0.00735095j 0.0177353+0.00095179j 0.0206569+0.0131864j 0.0111694-0.00185118j -0.0035802+0.00206687j 0.00484376-0.0159308j 0.0218754-4.1529e-05j 0.0162377-0.000272184j -0.00990215-0.0102437j -0.00206887-0.00380005j 0.00368222+0.00560103j -0.0272098+0.00722166j 0.00457928-0.00933073j -0.0111564+0.00218628j 0.00328505-0.00264695j 0.00134451-0.00317492j 0.00645891+0.00384516j -0.00414176-0.00557546j -0.00356587+0.000271226j 
-0.00220152-0.00315697j 0.000492417+0.000743052j -0.000483095-0.00511883j -0.00216506+0.0023384j -0.0228578+0.00528919j 0.0266213+1.51407e-05j -0.0155403+0.00237283j 0.000537362-0.000477922j -0.000284087-0.00656338j -0.0163169-0.00380751j 0.00465626+0.0146015j -0.027769+0.00092802j 0.00698618-0.0125959j -0.00313957+0.00179355j -0.0205229-0.00126655j 0.0156427-0.0317806j 0.0534276-0.0558864j -0.0536425+0.0456267j -0.0462431+0.0417023j -0.0317911-0.0128062j 0.0338577+0.0194127j 0.0174861-0.0408452j -0.00991997-0.00866724j 0.0698199+0.0487914j -0.0675327+0.0144913j -0.0336065-0.0588965j -0.0339636-0.101556j -0.00621475+0.0159298j -0.0450116+0.0268803j 0.0653977+0.0305105j -0.00157661-0.0543016j 0.0354327+0.015408j 0.00818152+0.0576525j 0.0523929-0.0158495j -0.041939-0.256997j -0.00127846+0.0459293j -0.00118822+0.152396j -0.0406214+0.0588562j 0.0443716-0.0193716j 0.074108+0.0521122j -0.107126+0.16072j -0.106669+0.072804j 0.132948-0.0796724j 0.0201407-0.0589912j -0.00201484-0.030773j 0.0897666+0.0785237j -0.0343408+0.0431665j 0.0544561+0.134757j 0.0791392+0.0199537j -0.0576966-0.0557518j 0.00623304+0.0388065j 0.030648+0.0290965j -0.0462426-0.0473689j -0.0850833-0.0101542j -0.0149671-0.00125468j -0.00650809+0.00802703j -0.0131032-0.0456214j -0.00079657-0.00806659j -0.0348146-0.0245283j -0.0140377+0.0570201j -0.0186179-0.0118574j 0.0574195+0.00155097j -0.0508004+0.0232656j 0.0063414-0.0194415j 0.0108664+0.0129408j 0.0223864+0.0226633j -0.0326466-0.00797102j -0.0297626-0.00441279j -0.048452-0.0688806j -0.0106396+0.0241691j -0.0160144-0.0149703j -0.00103971+0.0109542j -0.0331919-0.00135395j -0.0222001+0.0184844j -0.0385958-0.0123681j -0.0333606+0.00101177j -0.00181724+0.00276637j -0.00416456+0.00920893j -0.00454079+0.0185445j 0.021471-0.00876384j -0.0167583-0.00270324j 0.00806368-0.019656j -0.00862303+0.00380673j -0.0114774+0.0153972j -0.0185496+0.00758488j -0.0115781-0.00388069j 0.00824261+0.00239029j -0.00986375+7.26471e-05j -0.0224489+0.00134379j -0.00326837-0.00645753j 0.0251354-0.004j -0.0106012-0.00550564j 0.00376008+0.00813216j -0.0131878-0.00136704j 0.0015782-2.53024e-05j 0.0011873+0.00385896j -0.00644558+0.00492375j 0.00461005+0.00104999j 
0.0108708+0.000635411j -0.000541566-0.00341923j 0.00125221-2.51855e-05j 0.025117+0.00118535j -0.00322353+0.00119375j -0.00817094-0.00949106j 0.0465064-0.0178246j 0.037378+0.0106952j 0.00451979-0.0254635j 0.0135952-0.0143934j -0.0119741-0.0230779j -0.00268719-0.0211488j 7.90243e-05+0.0139961j -0.0180662-0.0299914j 0.0198268-0.0177846j -0.020615+0.00254179j -0.0314868+0.0132088j -0.00473606+0.0057052j -0.0141241+0.0123002j -0.010459+0.0128319j 0.0317524+0.034184j -0.0374656-0.0763161j -0.00734126-0.0108831j 0.0390437-0.0550444j 0.0169297+0.00729136j -0.0210442-0.0136709j -0.0118605+0.0734929j 0.00843643-0.0362557j 0.0239554-0.036646j -0.00141583+0.0205659j -0.0267493-0.0249546j 0.0241907+0.0256102j -0.0343542-0.064333j -0.0258915+0.0741493j -0.105445-0.124239j -0.00618503-0.0609294j -0.0156747-0.16258j 0.024645-0.0129517j 0.00502285+0.0369098j -0.0934824-0.067222j 0.0413194-0.152665j -0.0436573+0.0820011j 0.0577692-0.085157j -0.0840804-0.0954247j -0.0978096-0.0907666j 0.0096702+0.172456j -0.02027+0.0335414j 0.00589932+0.0405656j 0.0246213-0.0196979j -0.113484-0.103964j -0.0236335-0.0323393j 0.000522839+0.0320217j 0.057922-0.0165963j -0.0428851-0.0236028j 0.0209021+0.00230077j -0.0333198-0.0242793j -0.00278561+0.0392554j -0.0109279-0.053643j -0.013739-0.00363018j 0.00971255-0.0100444j -0.0400545-0.0800064j 0.0217008-0.0056133j 0.0116536+0.0340706j -0.0206309-0.026491j 0.0170126-0.0196611j 0.00394156-0.017198j 0.00718975-0.0233424j -0.00483005+0.0229216j -0.00415839-0.0157929j -0.0224331-0.00267218j -0.0143552-0.0188278j 0.0426024+0.0204329j 0.00426057-0.011093j -0.0216744-0.0102977j -0.0257645-0.0336716j 0.00560628-0.00640239j -0.00187117-0.00828849j -0.00557924+0.00320139j -0.00142304+0.0114141j -0.02461+0.012173j 0.0127172-0.00218785j 0.00813549-0.00831087j 0.0231279-0.000311742j 0.00640432+0.00252428j -0.0153365+0.00789472j 0.0107733-0.00757065j -0.00423954-0.00915423j 0.00196195-0.0072516j -0.00186087-0.000611951j 0.0022626+0.00761108j -0.00724166+0.00418876j 0.00570243-0.010232j -0.0061525+0.00223376j 0.000636457+0.000658576j 0.0123099-0.00266216j -0.00650537+0.00345007j 0.00782871+0.00427937j -0.00275316-0.00274661j 
-0.00069781+0.00492518j -0.00104736+0.000504822j -0.00636564-0.00622393j 0.00186453-0.0126355j -0.00685838+0.00574212j 0.000877523-0.00332653j -0.00166867+0.00190828j -0.0173335+0.00601877j -0.0387119-0.0110046j 0.00564897-0.0130535j -0.035017+0.00411233j -0.0239128+0.0102879j 0.00312989-5.56688e-05j -0.00147439+0.015231j -0.00266147+0.00292817j -0.00194967+0.00407696j -0.00162-0.00779033j -0.0337411-0.011j -0.0102322-0.069209j -0.0367379+0.0282991j 0.0416487+0.00733226j 0.0168757+0.0847709j -0.0235257-0.0113995j -0.0340661+0.142091j -0.0551502+0.0796211j 0.0177559-0.0400666j -0.01708+0.0121251j 0.065439-0.0818427j 0.0357486+0.0378284j -0.0167647+0.0490724j -0.00159067-0.0139j -0.0100873-0.132114j -0.00811155-0.0582064j 0.0410957-0.0498281j -0.139372-0.0142943j 0.0119388-0.0365284j -0.0428053+0.0192114j 0.106937-0.199284j 0.0669156-0.0674181j -0.0839154+0.137779j 0.0449841+0.0860847j -0.0261231-0.208484j -0.0249713+0.0733612j -0.0601043-0.0241048j -0.0240127-0.142524j 0.0161492-0.0083689j -0.0175507-0.0769864j 0.0255753-0.0502251j -0.075314+0.0866931j -0.0194483+0.0115826j 0.0060621+0.068206j 0.0626763+0.0156712j 0.0404084-0.000342531j -0.0698407-0.0658303j 0.0351282-0.0148494j 0.00220141-0.0101077j 0.0113457+0.0244638j -0.0197891-0.0155256j 0.0149135-0.0042368j 0.00824447-0.00526545j -0.0129813-0.00563394j 0.0220604+0.0315634j -0.0350791+0.0433295j 0.0187692-0.0232599j 0.0133276-0.028532j 0.0111057+0.0317432j -0.0142646+0.00741289j -0.00395929-0.000308792j 0.0205669-0.00790251j -0.0431869+0.0064905j 0.0247701+0.0202929j 0.010136+0.0149398j -0.0113097-0.00395814j -0.00742153+0.0229099j -0.0439256-0.0362884j 0.0167732+2.5991e-05j 0.0030064+0.00370167j -0.0346699-0.0192379j -0.00199712-0.00408168j -0.0173601+0.00510886j -0.0151125-0.0190849j 0.0285149-0.00596703j 0.0227597+0.00327528j 0.000812549+0.00385081j 0.0071798+0.00945578j -0.0051054+0.00422188j 0.0104734+0.00303809j 0.0171224+0.0244181j -0.00384804-0.0110629j -0.00347832-0.00228258j 0.00655249+0.00474441j 0.0111447+0.005373j -0.00751844-0.00403069j -0.00508763+0.00137625j 0.00307449+0.0015425j 0.00181616+0.00440143j -0.00192696+0.00441967j -0.00930331-0.00584509j 
0.0131784-0.00286814j 0.0149891+0.00422637j -0.00750522-0.00128146j -0.0198328-0.00786381j 0.0086655-0.00848693j 0.0220043+0.000358509j -0.0355149+0.0229396j -0.0343341-0.011357j 0.0160418+0.00567941j -0.0183721+0.0114578j 0.0237203+0.00752464j -0.0170672-0.0240162j -0.00455274-0.0349599j 0.0150864-0.0015075j -0.015598+0.0284377j -0.0114633-0.0353572j 0.00185548-0.0290262j 0.0489361+0.0200194j 0.0366673-0.0773847j 0.0512352-0.0119766j 0.0477482-0.0826846j -0.017526-0.0115102j -0.0221158+0.0799992j -0.081109-0.0153495j -0.0438624+0.0732623j 0.0129946-0.0136607j -0.0512123-0.0359167j -0.00618701-0.0351245j -0.0220682-0.100987j 0.0745777+0.0115423j 0.00239017+0.117213j 0.0307016-0.0201678j -0.0126928-0.0188397j 0.084619-0.139352j -0.132452+0.0159848j -0.0166361+0.0944719j -0.00990999-0.0122126j 0.0392412+0.0370189j 0.0389519-0.0240573j 0.00354754-0.102056j 0.0164768-0.208685j 0.0412582+0.120559j -0.0322299-0.0838801j 0.0422043+0.0479735j -0.0420849-0.0535988j 0.0594213-0.0327968j -0.0087292+0.111843j 0.0723387-0.0283898j 0.00798487+0.0652254j -0.0108156-0.0217836j 0.0178858+0.125339j 0.0125869+0.00516297j 0.0299213-0.00647614j -0.0375961+0.0974951j 0.0249608+0.041586j 0.0409795-0.00917801j -0.00728673+0.028554j -0.0430017-0.0151261j 0.00869797+0.00523973j 0.0322823-0.0237062j 0.0336501+0.000469745j 0.0197914+0.0472652j -0.0309953+0.0375356j -0.0210777+0.0089304j 0.0100392+0.0127049j -0.00296483-0.0199993j -0.0369956+0.00164058j -0.000709968-0.0050766j -0.0202641+0.00127088j -0.0274852-0.0210189j 0.0079608-0.00520544j 0.0112306+0.0141178j 0.0231028+0.0440207j -0.0244523-0.00610969j -0.00148494+0.0249833j -0.0266676+0.0236714j -0.000596124-0.00504116j 0.00243973-0.0124456j -0.0271187-0.0157259j -0.0152195-0.0162874j -0.0299729-0.0110313j 0.0158842+0.00157306j -0.00470694-0.000968919j 0.000214484+0.00497896j 0.00271008-0.024007j 0.00658433-0.00506646j -0.00368174-0.0122294j 0.0201251-8.01887e-05j 0.0123472+0.00277081j 0.00629326+0.0067913j -0.000938554+0.0102301j 0.0105007+0.00069125j 0.00266365+0.00127134j 0.00935941+0.0041019j -0.00744324-0.00533398j 0.00697876+0.00162965j -0.0147296-0.00185404j -0.00471425+0.0026742j 
