-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
0.0246221-0.00393631j -0.148015+0.0492842j 0.0675204-0.0544129j 0.0668183-0.00160412j -0.00605164-0.0201883j -0.0143582-0.0533566j -0.0148587-0.000675119j -0.0223603+0.0207329j 0.0039496-0.0206903j -0.0092837+0.026495j -0.035341-0.00372307j -0.00556998-0.00953969j 0.0196241+0.0359876j 0.0176478+0.00847967j 0.0832454+0.060715j -0.0556677+0.0416163j -0.062416-0.0782226j 0.0502217-0.13952j 0.154661+0.132569j 0.0458457-0.0182071j -0.0842788+0.0888365j 0.041004+0.0306387j -0.112455+0.0244679j 0.0351482+0.071194j 0.0242996-0.00583548j -0.0263414+0.0104968j -0.0717317+0.00530554j -0.0862059+0.0734389j -0.0281701-0.0290412j 6.66822e-05-0.0666473j -0.0389599+0.0344138j -0.0736797+0.166279j -0.00568515+0.0255878j -0.0378957+0.0116044j 0.0668959-0.102663j 0.0261827-0.0882135j 0.00633203-0.0133537j 0.0185661+0.10002j 0.0331287-0.0637789j 0.0571167-0.0587201j -0.0850595+0.0715096j 0.121253+0.0549168j -0.0360512+0.173617j -0.0429321+0.119464j 0.000917253-0.0124599j 0.0435698+0.0252286j -0.098311-0.0257231j 0.00367968-0.087544j -0.0110029-0.049214j -0.000377426-0.106505j 0.133139+0.150816j -0.124055-0.0258011j 0.087608+0.0936827j -0.166673+0.157432j 0.0342351+0.181887j -0.080053+0.120102j 0.0545246+0.0908451j -0.0359068+0.0393183j -0.160556-0.0499504j -0.0329048+0.0234699j 0.135696+0.0926184j 0.0375735-0.0399426j 0.0330321+0.00959774j 0.0440229-0.000230919j -0.00898472+0.0696507j 0.0109434+0.151184j -0.009381+0.0555442j -0.0483489+0.0418419j 0.0378758+0.159817j 
-0.0221904+0.0465173j -0.0245794+0.0286877j -0.0238483-0.0526834j 0.0612718-0.041216j 0.014575+0.0332433j 0.0161173-0.0460209j 0.037754-0.0619016j -0.0431186-0.0383957j -0.0577224-0.00175811j 0.0825943+0.0427007j 0.0172382-0.0352224j -0.0912885+0.00667962j -0.0572666-0.0425057j 0.0667059-0.141341j -0.0318341+0.0119149j -0.0204545-0.0427948j 0.0189965-0.10192j 0.0103449+0.0206048j -0.033191+0.0575495j -0.0637016-0.057298j -0.0323346-0.10397j -0.0903086+0.0993707j -0.0299335-0.174518j 0.160882-0.103373j 0.0769957+0.0031993j 0.251199+0.0644378j 0.0685409-0.124078j -0.10413-0.0219807j -0.331698-0.00116789j -0.11946-0.0174682j 0.0663124-0.0429146j 0.140144+0.111857j -0.0425073-0.0753574j 0.0583733+0.0429972j 0.125039-0.265015j -0.24297-0.0905549j -0.0594793-0.220311j -0.0553444-0.0907393j 0.117266-0.133484j 0.0674332-0.0449288j -0.0334127+0.0078785j 0.0145313-0.0271876j -0.014166-0.0520308j -0.0397029-0.179815j 0.0622161-0.046598j -0.0422677-0.055353j -0.0279652+0.0949276j -0.0241943+0.0227427j -0.0228859+0.0982435j 0.019183+0.00893474j 0.0293533+0.00159989j 0.00520548-0.0190081j 0.00387983-0.0325482j 0.0118535-0.0286086j 0.00445492-0.017518j -0.00465798-0.0725162j -0.00770243-0.093635j -0.00693711+0.0112492j -0.0176808+0.0129017j 0.00491613-0.0139581j -0.00880228-0.0433781j 0.0401253+0.0162089j 0.0189008+0.00586819j 0.00350787+0.00108009j 0.00882393+0.0103905j 0.00226956-0.0434216j -0.00916562-0.00416776j 0.00154418+0.0010413j -0.0109749-0.0314385j 
-0.104593+0.122728j 0.00173272-0.0468624j 0.0150551-0.00494353j 0.0791147-0.0304989j 0.0141971+0.0431855j -0.151945+0.0525781j -0.00932354+0.0276598j -0.055465+0.0588579j 0.0447464-0.000340221j -0.000323373-0.0714559j -0.00105204-0.00494425j 0.0263466+0.0239657j -0.0363641+0.0103561j 0.0390089+0.00198901j 0.152953-0.0160443j -0.0125112+0.0250349j 0.113448+0.0199618j -0.0143253+0.050563j 0.0984788+0.118926j -0.0354641-0.0782479j 0.00607844+0.113253j -0.0401154-0.179878j -0.0238333+0.0857493j 0.00738632+0.0278856j 0.0626072+0.0381057j -0.0695896-0.0701347j 0.117578+0.160409j 0.0351908-0.130762j 0.0503688+0.0100327j 0.037813-0.0184011j -0.00387677+0.0728638j -0.0641181+0.00415298j -0.100332+0.0212974j -0.0346638+0.0274316j -0.180421-0.024995j -0.00945257+0.0101524j -0.0133582-0.00513228j -0.0992565+0.104453j 0.0936739-0.0386835j 0.0564551-0.0866969j -0.0474916+0.0105813j 0.000713461+0.0547737j 0.017784-0.00936603j -0.0323549-0.00794672j 0.0894682+0.0160015j 0.00136467-0.14994j -0.0998165+0.0270973j 0.160811+0.0493667j -0.103667+0.153906j -0.160767-0.065042j 0.0546826-0.0813974j -0.102652+0.035334j 0.0588033-0.0676127j -0.18117-0.0761095j 0.0195472-0.0589439j -0.0991905-0.235753j 0.0516556-0.0751945j 0.0304838-0.0329339j -0.0766583+0.0741572j 0.0351119-0.114678j 0.00863022-0.102604j -0.00907381+0.0428898j 0.0247117-0.0324956j 0.0682545-0.0182648j 0.0370805-0.111514j 0.00131037-0.0459409j -0.00605622-0.00193515j -0.00355715-0.0425649j -0.0104239-0.0632877j 
-0.072221+0.0387949j -0.0456271+0.0400359j 0.0677834-0.0260275j 0.0715378+0.00078377j 0.0547743-0.0586217j -0.0873586-0.027719j -0.00236505+0.00988173j -0.0533601+0.00385329j 0.0495229+0.030927j 0.00832701-0.0191093j -0.0313356+0.00574224j 0.0637943-0.00712599j -0.0338417-0.0105909j 0.0110898+0.0174239j 0.102309+0.0141411j 0.0279905-0.0212901j 0.00994082-0.0443656j 0.0897311-0.159126j 0.182312+0.0704598j 0.0205712+0.0129114j 0.0215736-0.0655712j 0.129308+0.000616322j -0.0217478+0.0463668j 0.130866+0.0311584j 0.138076+0.111102j -0.0408254-0.0636097j 0.000388761+0.1174j -0.118081+0.0597017j -0.040981-0.0107263j 0.0407858+0.00915573j -0.0174758+0.0207184j 0.050576-0.015281j 0.046705-0.0629801j -0.0479494-0.0519877j -0.0643906-0.0589898j -0.0201489+0.0197317j 0.104368-0.0251777j -0.0338144-0.112591j 0.0839088+0.0394621j -0.0269911+0.0358321j 0.0327168-0.0147046j -0.051072+0.0416242j -0.00560168+0.131212j 0.0534428-0.0819671j -0.0409921+0.0923866j -0.0179812+0.0304115j 0.0582172-0.0512647j 0.308532-0.0434212j 0.0316815+0.071074j 0.0188287-0.0726053j -0.107064-0.235528j 0.153884+0.040313j -0.178735-0.0757639j -0.0300931+0.00854422j -0.060307-0.0729449j 0.0539222-0.0961501j 0.0726867-0.0577661j 0.0927458+0.0552258j 0.00452843-0.122902j 0.0273607-0.0102696j -0.0367046+0.000374793j -0.135379+0.0816393j 0.0208608-0.0108706j 0.084819+0.0189428j 0.00133111+0.139393j 0.0450212-0.0513745j 0.00811496+0.0512303j -0.0182563-0.061291j 0.0220958+0.0892363j 
-0.0718759+0.0746903j -0.0190994+0.0687567j -0.0377361-0.0420521j -0.00761071+0.0629955j -0.00787586+0.0185362j 0.0662424+0.00193014j 0.037176-0.0375277j 0.0262079+0.0164889j -0.00154457+0.0399868j -0.0314658-0.0219524j 0.00355926+0.0424678j 0.077624-0.0261091j -0.0465691-0.015059j -0.0591079-0.0204832j 0.0352253+0.119755j -0.0369145+0.000103396j -0.0460493-0.141776j 0.00810828+0.0155742j -0.0959677+0.0130289j 0.0641875+0.00960782j -0.0349061-0.10149j -0.0784117+0.0660237j 0.0827716-0.0213319j 0.117023-0.0281326j 0.0108491+0.04129j -0.0557966+0.0198915j 0.0179517+0.103683j 0.0143296-0.0513273j 0.0228918+0.00458918j 0.0192365+0.0295512j -0.00769557-0.00703628j 0.00566261+0.0473959j -0.00650481+0.021058j 0.0885049+0.00589575j -0.0764271-0.0592321j -0.0362446+0.0366871j -0.0175925-0.0387748j -0.0137066+0.0186565j 0.0176273-0.004731j 0.058244-0.05623j -0.0745172+0.0521408j 0.0299647-0.114115j -0.0558468+0.143735j 0.0207569-0.112794j 0.0584457+0.117779j 0.0431058+0.0826921j 0.0224026-0.0334522j -0.0431427+0.00172368j 0.169181-0.17918j -0.11811-0.0981898j 0.00153714+0.0854069j -0.0263209-0.106238j 0.0206653+0.00642256j -0.0350624-0.128443j 0.00710118-0.0630226j -0.047561+0.10879j -0.0125296+0.0363408j -0.148675+0.0910902j 0.0144236-0.0216199j 0.0159266-0.0580297j 0.0299378+0.0551485j 0.0918318-0.0159812j 0.0311444-0.0677893j -0.0892912+0.00728293j -0.0105982-0.0649851j 0.0166496-0.108847j 0.0844356-0.00693395j -0.0176421-0.116673j 0.0383849+0.150745j 
-0.0789684+0.115967j 0.113248-0.0904188j -0.0297326+0.0293985j -0.0337363+0.0795163j 0.00628508-0.0493335j 0.0141687-0.0836116j -0.0031845+0.0195554j 0.000663731+0.008256j 0.0263217+0.00696789j -0.0114037-0.0411761j -0.0288884+0.00349425j -0.00059535+0.0481469j 0.00976649+0.0244426j 0.00125408+0.0183892j -0.0633697+0.0655609j -0.0417221-0.08121j -0.0369667-0.108949j 0.0672665-0.19283j 0.171653-0.0991281j -0.0284887+0.117751j 0.195458+0.158482j 0.011354-0.00929799j -0.0584109+0.0726533j 0.039333+0.0299416j 0.0803435+0.0342206j -0.130462+0.07189j -0.149925+0.109187j -0.129724+0.0684206j -0.0253358+0.064092j 0.032225+0.0143032j -0.0292759+0.0205573j 0.00277565-0.00846496j 0.00644472+0.00010117j -0.0814902+0.016378j 0.00937573-0.0227869j 0.0509063-0.00324691j 0.0501295-0.0697584j -0.0542819-0.0291865j 0.0549823+0.0403982j -0.00630754-0.011305j -0.0733211-0.0322079j 0.0821571-0.0375463j -0.115511+0.0116834j -0.00982505-0.0131893j 0.0588497+0.0137986j -0.0730621+0.0114486j -0.0781261-0.0615473j -0.218224+0.0546204j 0.0042035+0.0492173j 0.140113+0.128483j 0.0568666+0.138039j -0.000697163+0.00233511j 0.0406778-0.00952724j 0.192057-0.067161j 0.0119263-0.0897254j -0.0332774-0.0897448j -0.00110932-0.0326428j -0.0706818+0.00769729j 0.0185823+0.0335027j 0.0333579-0.0648863j -0.0644124-0.0161513j 0.0672168-0.0363932j -0.00926142-0.0094049j -0.0574593+0.00243855j 0.0396702+0.0982495j -0.00169359+0.0114756j -0.00504573+0.0138369j -0.0403827-0.0895321j -0.0639975-0.102367j 
0.110481-0.0699756j 0.00234446-0.119973j -0.00108341-0.00165274j 0.0322738-0.0918313j 0.00416898-0.0324962j 0.0421917+0.00795674j -0.0145482-0.000853836j 0.0371386+0.00491463j -0.0345345+0.0303301j -0.00400741-0.0173485j -0.00645582+0.0200539j 0.020762-0.026812j 0.0472748+0.0165431j -0.00565481+0.0207325j 0.040397-0.0391729j -0.0203513-0.0379212j -0.121364-0.0985893j 0.0808023-0.101528j 0.0112366-0.0154921j 0.118687-0.013003j 0.0116124+0.0427904j 0.056088-0.00531363j -0.00495697+0.0992652j 0.0384476+0.018426j 0.0226995+0.0305231j 0.00268376+0.00659578j -0.0272287-0.0306691j 0.00920529+0.0598029j 0.0217391-0.055858j 0.026974-0.0270616j 0.00928996+0.00219547j -0.0056309-0.0343264j 0.0619564+0.0509406j 0.0485939-0.00934796j -0.0717299+0.00777965j 0.00169043-0.0179304j 0.0277878+0.0149851j 0.0649721-0.0201032j 0.0489436+0.0238783j 0.0289705-0.0496643j -0.0756253+0.00817458j 0.0515535+0.172133j -0.00573225+0.120289j -0.0377979-0.0400887j -0.0146731-0.0137438j 0.0333808-0.0320657j -0.0602048-0.0199465j -0.0347474+0.0290578j 0.0671028+0.221665j 0.0830722-0.00801196j 0.111031+0.0529855j -0.0176886-0.0155144j 0.0371612+0.00232953j -0.039606+0.0405848j 0.028597+0.0292409j 0.156127-0.102842j -0.105452-0.00418598j 0.0586624-0.0347641j 0.0963903-0.0478373j -0.14651+0.0532493j 0.0457432+0.0549467j 0.03745+0.0773793j 0.158019+0.00757112j -0.0172824-0.0250678j 0.0115728-0.0537024j -0.0505682+0.0278698j -0.0059733-0.109337j 0.0977515+0.147254j -0.0215548+0.113496j 
-0.0696047+0.191656j 0.112765-0.0400306j -0.0585222+0.085072j -0.0422635+0.0485115j -0.00860346-0.0285266j 0.00635848-0.0184263j 0.0352355+0.0518769j 0.0165399-0.0317138j -6.26263e-05-0.0181627j 0.00381574+0.00131844j -0.00997089-0.0317916j -0.118305+0.121573j 0.0504443-0.0277991j 0.0796654-0.0204049j -0.0102134+0.000683747j 0.0071805+0.0117187j 0.0776444+0.0732411j -0.00891968+0.017885j 0.127153+0.0537965j 0.0527704-0.0674312j 0.0352768-0.0789939j -0.0806242+0.0958921j -0.0158772-0.0163773j -0.0320584+0.00534018j -0.0893968+0.0355796j 0.0310461-0.0242054j 0.0158464+0.164266j 0.0618881+0.0449413j 0.0500354-0.0204201j -0.0403991+0.0369916j 0.0520593+0.0257052j -0.0668787-0.0392519j -0.134425+0.0282669j -0.00442111-0.063127j 0.0392078-0.0293548j 0.0543195-0.059858j -0.0837301+0.00188182j -0.0234216-0.0184037j -0.0680878-0.0425358j 0.0290999-0.0488551j 0.00670969-0.0573815j 0.146943-0.0246271j 0.066002-0.0358001j -0.0782553+0.0495983j -0.00971554-0.013088j 0.0526972+0.00867973j -0.0331534-0.0539707j -0.01548+0.0218063j 0.140199-0.242495j -0.0605691-0.0140695j -0.0439195-0.0381545j 0.017042-0.018742j -0.00894846-0.0515921j 0.0489392-0.0712194j 0.0304484+0.0843326j -0.0152821-0.124406j 0.00287969-0.0357508j -0.0120095-0.0174453j -0.0159859-0.0617222j -0.0891783-0.0700365j 0.0114611+0.0294217j -0.0647502+0.00766384j 0.0765361+0.00158172j 0.0663618+0.0303767j 0.0119124+0.155329j -0.011911+0.0584623j -0.015-0.00509337j -0.0149948+0.00373943j -0.0650378-0.11233j 
0.0644236+0.107309j 0.121712-0.114739j -0.0609267+0.0494162j -0.00345113+0.000745181j -0.0218325+0.00313473j 0.0465616+0.0160798j 0.0128457+0.057086j 0.0504718-0.00338052j -0.0216235-0.0209612j 0.0215332+0.00391522j -0.00749153+0.00498617j -0.103292+0.0884261j 0.078267+0.00369804j 0.0516254-0.0140887j -0.0772484+0.0154216j 0.0308608+0.0317252j 0.000276521+0.0411309j -0.0339627-0.0326368j 0.0531691+0.038868j 0.0349367-0.0170405j 0.0912184+0.0862999j -0.029228+0.0882291j -0.0705973+0.0110837j -0.031589-0.075598j 0.0513339+0.0422961j -0.0153611+0.0686387j -0.0964978+0.101314j 0.0136403+0.01163j -0.0204005-0.0168443j -0.00935339+0.0265125j -0.0026624+0.01148j -0.0154708+0.00550659j -0.0717298+0.00323691j -0.0164926-0.0876987j 0.0404515+0.0135506j 0.0399546+0.0167018j 0.012018+0.0404941j -0.0210441+0.0292903j 0.0238554-0.0616935j 0.0697356+0.0353132j -0.0338949-0.0150248j 0.0233884+0.0106112j 0.0162077-0.0343038j 0.0126499+0.0672218j -0.0538884-0.00999071j -0.0550126-0.048539j -0.0420014+0.0518844j -0.0445269+0.0503631j -0.0285352-0.0319957j 0.0770322+0.0305334j 0.00819797-0.0716337j 0.0451081+0.0411082j -0.0263865+0.043236j -0.0667021+0.0571362j 0.0413073+0.0208537j 0.057101+0.112463j -0.0308789-0.0446408j -0.0722187+0.0394909j 0.0951201+0.0682738j -0.021761-0.0561515j 0.0175063-0.0200291j 0.0963121+0.0505797j -0.0599549+0.119186j -0.00931462+0.00826558j 0.00404418-0.0205135j -0.016984-0.132887j -0.0891763+0.138377j 0.0777305-0.0121167j 0.112269+0.0547162j 
0.154539-0.0312325j 0.0740694-0.213261j -0.0382043+0.0916539j 0.0885868-0.0758774j 0.00303102+0.00243321j 0.0228529-0.0297756j 0.02915-0.0140512j 0.0506935-0.0420298j -0.0441406+0.0313859j 0.0176078-0.00701101j -0.00118525-0.0032007j 0.00692643+0.0334519j 0.0045119-0.0446429j -0.0166798-0.0203173j 0.0892348+0.0176457j 0.0290341-0.00705997j -0.0210551+0.0107315j -0.0110057-0.0169695j 0.0104569+0.0384363j 0.166608-0.0895793j 0.0114512+0.0528951j -0.0281193-0.0316006j 0.0264133+0.0502223j 0.0692686-0.0437079j -0.086338+0.0189662j 0.0237762-0.00678376j -0.0579799-0.0329091j -0.000720316-0.0468622j 0.0531564-0.0500343j -0.0187539-0.0122956j -0.0061163+0.0209934j 0.061613-0.033758j 0.00785223+0.000961144j 0.0765123-0.0270423j 0.0137097-0.0259164j -0.000454705-0.017569j -0.0701339+0.0945921j 0.0739505-0.0264728j 0.00676594+0.0677301j 0.0455621-0.0649689j 0.0123693+0.0282074j 0.058187+0.0789528j -0.0101437+0.0107478j 0.0404913-0.0366905j -0.0185355-0.00949797j 0.0583381-0.0580029j 0.00756479+0.0396211j -0.0346247-0.034658j 0.185942+0.225037j -0.0353709+0.0489834j 0.0956039-0.00236078j -0.0283577+0.0591553j 0.0164615-0.0352759j -0.034701-0.0758193j 0.0517034+0.0716223j -0.0133767-0.162412j -0.0600082-0.0929277j -0.0789423+0.0248116j -0.130374+0.0342857j -0.0836637-0.091831j -0.0264708-0.0771852j 0.0489013+0.0334447j 0.00826912+0.038938j -0.0624441+0.124256j -0.00610315+0.0592696j 0.035932-0.0302248j -0.00666749-0.105751j -0.0187153+0.0481753j 0.00723484-0.0541372j 
0.0406722-0.0210866j -0.0171148-0.0198497j -0.00546134+0.00125092j 0.0156569-0.000364229j -0.00792373+0.00805492j -0.0028592-0.000436832j -0.0142319+0.00902027j 0.00185281-0.00145593j -0.00389921-0.00080149j 0.0046813+0.0433686j 0.00962636-0.00260891j 0.0108821+0.0288633j 0.0184612-0.0114907j 0.00041297+0.00448771j 0.00817844+0.0076196j 0.00614363+0.00394254j 0.0234901+0.0146814j -0.00112409+0.0010206j -0.0121245+0.0218061j 0.00599799-0.00908377j -0.00558192+0.0190226j -0.00756633-0.0029807j -0.00469152-0.00428977j 0.00972895-0.0296799j 0.00266914-0.00472942j 4.41586e-05-0.00252463j -0.0332983+0.00613692j -0.00686122+0.0163699j 0.00503187-0.0112418j 0.00672313-0.00943405j 0.0105008-0.0161345j 0.000720114-0.004703j 0.00469072+0.0254862j 0.0320772+0.00910108j 0.00929926+0.0127838j -0.012034-0.00867269j 0.00174287+0.0457209j 0.00454356-0.00223315j -0.0390042+0.00208203j 0.0135505+0.00709069j 0.000521093-0.00954685j 0.0148596+0.0071393j 0.0409864+0.0137566j 0.00569535+0.0646753j 0.0116178-0.0104883j -0.00771065-0.0154066j 0.0138246+0.00646164j -0.00992865-0.00801506j -0.0134382+0.0113554j -0.0107708+0.011735j -0.000913159-0.00147247j 0.00243217+0.0147721j 0.00312962-0.00382274j -0.00691333+0.00026162j -0.00440137+0.046788j -0.0157944-0.0174388j 4.96547e-05-0.0214644j -0.0154686+0.00413107j -0.0386718+0.0265385j -0.00725467-0.00336341j 0.00684779-0.0317405j -0.00571449+0.00707977j -0.0225889+0.0151707j 0.000752172+0.044227j 0.00171202+0.0121395j 0.0107751+0.00315049j 0.00026984-0.0273499j -0.0461434-0.0282648j 0.0061488-0.0155401j 
0.0269785+0.0246614j 0.0411299-0.0386112j -0.0170511+0.00607536j -0.014758-0.0174137j -0.00276087+0.000436993j 0.00316747-0.0165628j 0.00304324+0.0202586j 0.016901-0.0193175j -0.0125833-0.0164364j 0.0235564+0.00295308j -0.0101342-0.0276809j 0.00528104+0.00214826j 0.0225129+0.0172212j 0.0375512-0.00774705j 0.00964329+0.0162859j -0.0098901+0.0119587j 0.000701388+0.0187796j -0.0137825-0.00198153j 0.00561062+0.013059j 0.0140811+0.00107783j 0.0182444+0.00212214j -0.00884833+0.0115764j -0.0222699-0.010146j -0.00533285-0.00358756j -0.0192772+0.0068423j 0.0123324+0.00983262j -0.0332767+0.0300332j -0.000469866+0.00227737j 0.0198-0.0068619j -0.000264993-0.0132783j 0.0138403-0.0108589j 0.000696283-0.00194079j 0.00286425-0.00149688j -0.00574872+0.00191212j -0.00116059+0.01818j -0.0169853+0.0366512j 0.0232513-0.0149419j -0.0114394+0.0198336j 0.0201051+0.0160033j 0.00911474-0.00782775j -0.00905714-0.0303708j -0.00911397-0.0144251j -0.0066701+0.0110589j 0.00142152+0.00796145j -0.0162835-0.0236944j -0.0131623-0.0365847j 0.0178632+0.0086346j 0.00411922+0.00898646j 0.0253358+0.0152637j 9.36155e-05+0.00537546j -0.0095889-0.0164252j -0.000117565-0.00957951j 0.00720748-0.00462524j 0.00703652+0.00304462j 0.0278238+0.0151468j -0.0231787+0.0239597j -0.0155504-0.00159271j -0.0232866+0.0172277j 0.017354+0.0222436j 0.0259623-0.0237793j -0.00948563-0.00982063j 0.0238534+0.0123045j -0.00770231+0.0432486j -0.0170785+0.0154724j -0.00809927-0.00733938j 0.00577837-0.0495623j 0.0149551+0.050338j 0.00333884-0.025139j 0.039268+0.012804j 
-0.0652674+0.0823065j 0.0296926+0.0324371j 0.00204655-0.00320802j -0.0485989+0.00766427j 0.00494784-0.0103222j 0.0197489+0.0412071j -0.00341422+0.00177944j -0.00822943+0.00376673j 0.0203939+0.0182174j 0.00641932-0.0224437j -0.00455798+0.0194063j 0.0293516+0.00539769j -0.00930473-0.0240893j -0.00357425-0.0425359j -0.0826904-0.0636334j 0.0289408+0.0173221j -0.0120836+0.0176268j -0.0128827+0.021237j 0.0510719+0.0197088j -0.045008-0.027347j 0.0169717+0.0536288j 0.0252962+0.0251283j 0.000159844-0.00353421j -0.0751027-0.0521755j 0.0878185+0.0374918j 0.00855128+0.0350328j 0.0373386+0.0197128j -0.00385685-0.0384248j -0.0503422-0.0241494j 0.00575293+0.0196846j 0.0358778-0.00238187j -0.0466724-0.057388j -0.0156287+0.00242046j -0.0671796-0.00490513j 0.0569658+0.011192j 0.0423774+0.00517519j -0.00393804-0.00222173j 0.0604939-0.117341j -0.062391+0.0355863j 0.0532015-0.0725879j -0.0477538+0.0882821j 0.016641-0.0776504j 0.0313169-0.0861721j -0.137422+0.0100485j 0.0670062-0.0265593j 0.0100301-0.0573128j -0.0216339-0.0396488j -0.0510651+0.0347585j -0.212454-0.120336j 0.064264-0.00641644j 0.00946618-0.0467494j 0.0477476+0.0218364j -0.0667556-0.0170459j -0.113461+0.0139595j 0.00679993+0.0760937j 0.0870889+0.00351602j 0.0113984-0.0766323j -0.0240802-0.0233505j 0.00720107+0.022314j -0.106781-0.0421421j 0.0548945+0.0127588j 0.108162+0.147747j 0.124561-0.171093j 0.0241658+0.0446222j -0.00132867+0.0360514j -0.0191337+0.00756764j -0.0765439-0.107758j 0.0671824+0.0173478j 0.00878309+0.0700567j 
0.00389402-0.0306542j -0.0184342+0.00788506j 0.0140911-0.00802124j 0.0276597-0.0132153j 0.0146535+0.0079385j -0.0300699-0.0069838j 0.00812258+0.00038379j -0.0219272+0.00589844j 0.000604685-0.00703415j 0.00516731+0.00784695j 0.0049655-0.00220154j 0.0225872-0.00435694j -0.0331689+0.00546175j 0.00931673+0.00782043j 0.0373796+0.00178288j 4.48626e-05+0.0146409j 0.062535-0.00567557j 0.0260588-0.000206963j -0.007068+0.0154426j -0.0138577-0.0400261j -0.013411-0.0150512j 0.0206846-0.0177583j 0.0332965+0.00604142j -0.0021289-0.013123j -0.020011-0.00814843j 0.00797078-0.0137217j -0.00824176-0.0191956j 0.0142479+0.00737202j 0.0129509-0.00708884j 0.0133355-0.0104425j -0.0321464-0.000806811j -0.0305191+0.00985816j -0.0417236+0.00178449j -0.0107951+0.006592j -0.0199425-0.0139411j 0.0147627-0.0203682j -0.0294681+0.0219568j -0.0706796-0.0145585j 0.0545095+0.015418j 0.0311284-0.0099986j -0.0204287-0.00768257j 0.0627063-0.0260043j 0.0116134+0.00572345j -0.00716559+0.0205941j 0.0628224-0.00269354j 0.0160446-0.00421645j 0.0113719-0.0247377j 0.0150184-0.106783j 0.0573249-0.00373741j -0.02582+0.0535953j 0.0481115-0.021155j 0.0296536-0.0421115j -0.0365515+0.0257948j 0.0864779-0.0961943j 0.00218436-0.0233975j -0.0349046+0.0438879j -0.00446545-0.00610061j -0.0211264+0.0403661j -0.0561536-0.0718397j 0.00636739+0.0382506j -0.0587517-0.0173746j -0.00686764-0.0456248j -0.00204962+0.0119958j -0.0202747-0.00777908j -0.00364534-0.0588678j -0.0161497+0.0189124j 0.00252787+0.0227632j -0.0160265+0.00522278j -0.00103747+0.00151874j 
