-0.102635-0j -0.0104423-0j -0.0105505-0j 0.574581-0j -0.00086746-0j 0.711008-0j 0.414754-0j -0.00107343-0j -0.000626166-0j -0.00423634-0j 0.0715973-0j -0.0049424-0j -6.24072e-05-0j -0.00302659-0j -0.0043246-0j 0.0835302-0j 0.0511516-0j -0.00178381-0j -7.28084e-05-0j 0.0730889-0j -4.45859e-05-0j 0.0301477-0j -6.37073e-05-0j -2.62779e-05-0j -0.00327116-0j -0.000545194-0j -0.00369517-0j 0.0641716-0j 0.00651541-0j -0.00301709-0j -4.01573e-06-0j -0.00304836-0j -0.000615862-0j -0.00263996-0j 0.0724895-0j -0.000502849-0j -0.00217785-0j 0.00735994-0j 0.0591875-0j -0.00050806-0j -4.53625e-06-0j -0.000695835-0j 0.00600937-0j 0.0598008-0j -0.000439993-0j 0.051789-0j -3.70383e-06-0j -0.000362976-0j 0.00607164-0j 0.0052582-0j 0.0427238-0j -3.74222e-06-0j -0.000115972-0j 0.00433779-0j 0.0136504-0j -3.24085e-06-0j 0.00138594-0j -2.67357e-06-0j -8.54218e-07-0j 
-0.00303998-0j 0.000105536-0j 0.000503972-0j 6.074e-05-0j 8.76707e-06-0j -0.000220277-0j 5.24918e-05-0j -3.17942e-05-0j 7.57654e-06-0j -0.0124047-0j 7.56869e-06-0j 0.0424133-0j 6.30724e-07-0j -0.00886232-0j -0.0598507-0j -2.58784e-05-0j 5.40733e-06-0j 0.0726699-0j -2.15654e-06-0j 3.65178e-05-0j 4.50611e-07-0j -4.43395e-05-0j 3.04315e-06-0j -3.69496e-06-0j 3.30603e-05-0j -0.00159641-0j -0.000109449-0j 3.3742e-06-0j 6.88756e-07-0j 3.04925e-05-0j 4.05854e-08-0j 0.000145613-0j 0.00528504-0j -7.81938e-05-0j -1.11705e-05-0j -0.00147242-0j 2.63518e-05-0j -2.28018e-06-0j 3.11213e-06-0j -0.00703135-0j -1.34361e-07-0j -0.000130936-0j 6.35261e-07-0j 1.48616e-05-0j 0.00377581-0j -7.98062e-06-0j 3.74331e-08-0j -0.00127247-0j 3.03361e-06-0j -1.62904e-06-0j 2.68952e-06-0j 1.78757e-07-0j 0.00632264-0j 5.48996e-07-0j -1.33636e-05-0j -9.5992e-08-0j -2.72784e-06-0j 3.23499e-08-0j -1.6074e-07-0j 
0.000658175-0j 0.00217757-0j 0.0103987-0j -1.31506e-05-0j -0.008438-0j 4.76913e-05-0j -1.13648e-05-0j 0.0306009-0j -0.00729217-0j -9.26971e-06-0j 0.000156169-0j 3.16945e-05-0j -0.00186033-0j -6.6226e-06-0j -4.4725e-05-0j -0.000533963-0j 0.000111572-0j 5.43045e-05-0j 0.00636074-0j 0.000753491-0j -0.00132908-0j -0.000914878-0j -0.00897582-0j 0.0108983-0j 0.00138451-0j 0.000113692-0j -0.00458353-0j -7.30536e-07-0j -0.000662904-0j 0.00127698-0j -0.000241098-0j 0.00609804-0j -0.000376385-0j -0.00327463-0j 2.41849e-06-0j 0.000104861-0j 0.00110357-0j 0.00219459-0j -6.73796e-07-0j 0.000500751-0j 0.000798172-0j -0.0054834-0j -0.000611417-0j -3.21763e-06-0j -0.000268902-0j 1.72786e-06-0j -0.000222372-0j 9.06217e-05-0j -0.00291974-0j 0.00156789-0j -5.82298e-07-0j -0.00106191-0j -0.000450279-0j -0.00052839-0j 2.89331e-06-0j 0.000570242-0j 0.00262545-0j -0.000192175-0j 0.000954875-0j 
-1.69056e-07-0j 4.95201e-06-0j 5.00333e-06-0j -9.89933e-09-0j -9.85601e-05-0j -1.22498e-08-0j -7.14571e-09-0j -0.000121962-0j -7.11444e-05-0j 2.07099e-08-0j -1.05403e-06-0j -8.14092e-09-0j -0.00402375-0j -4.98527e-09-0j -7.1233e-09-0j 4.14333e-07-0j 2.53726e-07-0j -2.93821e-09-0j 0.00158171-0j 3.62541e-07-0j 0.000968593-0j 1.49541e-07-0j 0.00138399-0j 0.000570868-0j -5.38813e-09-0j 2.58546e-07-0j 1.80643e-08-0j -5.49923e-10-0j -7.74306e-06-0j -4.96964e-09-0j -0.0124487-0j -5.02114e-09-0j -8.66806e-07-0j -4.34843e-09-0j 1.84368e-09-0j 2.38465e-07-0j -3.58727e-09-0j 2.59595e-05-0j -5.07211e-10-0j 2.40936e-07-0j 0.0417359-0j -1.14615e-09-0j -7.14166e-06-0j -5.12467e-10-0j 2.08657e-07-0j -4.4381e-10-0j -0.0114819-0j 1.72133e-07-0j -7.21567e-06-0j -6.24895e-06-0j -3.66124e-10-0j -0.0116009-0j 5.49973e-08-0j -5.15512e-06-0j -1.16979e-10-0j -0.0100466-0j -1.64709e-06-0j -0.00828805-0j -0.00264807-0j 
-0.000155561-0j 4.65801e-05-0j -1.59911e-05-0j 0.00263085-0j -1.31479e-06-0j -0.00958117-0j 0.00189905-0j 4.78826e-06-0j -9.49063e-07-0j -6.42091e-06-0j 0.000327825-0j -7.49106e-06-0j -9.45889e-08-0j -4.07239e-06-0j 1.92908e-05-0j 0.000382462-0j 0.000207919-0j -2.70367e-06-0j -1.10354e-07-0j -0.000984909-0j -5.9992e-08-0j 0.000138038-0j 2.84181e-07-0j -3.98288e-08-0j -4.95801e-06-0j -8.26335e-07-0j -5.60067e-06-0j -0.0280422-0j 2.98323e-05-0j 1.34584e-05-0j -6.08653e-09-0j -4.62032e-06-0j -9.33445e-07-0j -3.55217e-06-0j -0.031677-0j 2.24307e-06-0j 9.7148e-06-0j 3.36991e-05-0j 0.07612-0j -7.70053e-07-0j -6.87547e-09-0j -1.05466e-06-0j -8.09791e-05-0j -0.0261322-0j -5.92028e-07-0j -0.0200908-0j 1.65218e-08-0j 1.61913e-06-0j 2.78004e-05-0j 2.13733e-05-0j 0.0549463-0j -5.67198e-09-0j -1.75776e-07-0j -5.84538e-05-0j -0.00596508-0j -4.3607e-09-0j 6.34586e-06-0j 1.1926e-08-0j -1.29472e-09-0j 
1.10032e-06-0j -0.000615783-0j 0.000600605-0j 0.0014057-0j -0.00469257-0j -1.53248e-05-0j 0.0010051-0j 5.11578e-05-0j -0.00335527-0j 2.62132e-06-0j 0.00848837-0j -1.04203e-07-0j 0.000526071-0j 1.87276e-06-0j -2.58321e-06-0j -0.000337429-0j 0.00606439-0j -3.23481e-06-0j -2.09123e-05-0j -0.00836495-0j 0.000375843-0j -0.0104749-0j -0.000518422-0j -0.00064919-0j 2.0241e-06-0j -3.21502e-05-0j 3.96149e-08-0j 0.00377628-0j -0.0360315-0j -3.67143e-06-0j 6.81786e-05-0j 3.58094e-06-0j -6.29231e-07-0j 2.83023e-08-0j 7.3908e-05-0j 5.83159e-05-0j -2.62514e-06-0j -0.000705194-0j -0.00684965-0j -5.68785e-05-0j 1.33437e-06-0j -1.68495e-06-0j 0.065356-0j 0.00668082-0j -4.49544e-07-0j 5.28024e-05-0j -0.000123666-0j 4.16969e-05-0j -0.0637451-0j -0.000503815-0j -0.00489762-0j 0.000120618-0j 2.67632e-05-0j 0.0467307-0j -0.00314354-0j 9.53317e-07-0j 0.0299942-0j -8.84237e-05-0j -5.67548e-05-0j 
-0.000606907-0j 0.00293013-0j 0.00304541-0j -0.00351961-0j -0.000506401-0j -0.00408468-0j -0.00228106-0j -0.000587705-0j -0.000328198-0j -0.0037462-0j 0.0206791-0j 0.00421912-0j -5.48387e-05-0j 0.00787687-0j -0.00371315-0j -0.0232896-0j -0.0434804-0j -0.00745551-0j 6.17616e-05-0j 0.0204966-0j 0.000115305-0j 0.0411545-0j -5.43549e-05-0j -0.000109137-0j 2.00376e-05-0j 0.0227323-0j -2.18505e-05-0j -0.000393084-0j 0.00380353-0j -1.79552e-05-0j -4.71316e-06-0j -1.86616e-05-0j -0.024789-0j 4.59435e-05-0j 0.000428649-0j -0.0203698-0j -1.16367e-05-0j -0.00414766-0j 0.000352233-0j -0.0211712-0j 5.13959e-06-0j 4.4696e-05-0j -0.00340825-0j 0.000366091-0j 0.052122-0j -0.00090129-0j 4.22334e-06-0j -0.0132017-0j -0.00354234-0j 0.00872099-0j 0.000228282-0j 4.38951e-06-0j 0.0507068-0j -0.00220888-0j -0.000876817-0j -1.08067e-05-0j 0.00848419-0j 2.73715e-06-0j -1.05132e-05-0j 
3.66661e-05-0j 0.00157498-0j -0.000540694-0j 2.14704e-06-0j 0.00422181-0j -7.8192e-06-0j 1.54981e-06-0j -0.0153752-0j 0.00304746-0j -0.000218483-0j -3.83791e-05-0j -0.000254897-0j -0.0140131-0j -0.000138571-0j 0.000656406-0j -4.47756e-05-0j -2.43416e-05-0j -9.19972e-05-0j -0.0163486-0j 0.000115305-0j -0.00888763-0j -1.61604e-05-0j 0.0421005-0j -0.00590051-0j 1.16861e-06-0j 0.00403355-0j 1.32009e-06-0j 1.19271e-07-0j 0.000331673-0j -3.17218e-06-0j -0.0037249-0j 1.08902e-06-0j 0.00455638-0j 8.37254e-07-0j 1.34731e-07-0j -0.010949-0j -2.2898e-06-0j 0.000374664-0j -3.23759e-07-0j 0.00375882-0j -0.00420772-0j 2.48585e-07-0j -0.00090032-0j 1.11148e-07-0j 0.00288984-0j 8.54518e-08-0j 0.0101112-0j -0.0079034-0j 0.000309082-0j 0.000237627-0j -2.33702e-07-0j -0.00347119-0j 0.000858009-0j -0.000649885-0j 2.53711e-08-0j -0.0026687-0j 7.05528e-05-0j 0.00729862-0j -0.000792352-0j 
-0.000214574-0j -2.1971e-05-0j -2.28355e-05-0j -0.00375914-0j 1.87866e-06-0j -0.00436267-0j -0.0024363-0j 2.18028e-06-0j 1.21756e-06-0j 9.17463e-06-0j -0.000468418-0j -1.03328e-05-0j 1.35155e-07-0j -1.92908e-05-0j 9.09369e-06-0j 0.000527551-0j 0.000984909-0j 1.82589e-05-0j -1.52217e-07-0j -0.000464286-0j -2.84181e-07-0j -0.000932223-0j 1.33963e-07-0j 2.68979e-07-0j 7.08435e-06-0j 1.18073e-06-0j -7.72532e-06-0j 0.0400686-0j -4.26264e-05-0j -6.3481e-06-0j 8.69686e-09-0j -6.59787e-06-0j -1.28755e-06-0j 1.62435e-05-0j -0.0436939-0j -1.05802e-06-0j -4.1142e-06-0j 4.64831e-05-0j -0.0359045-0j -1.09964e-06-0j -9.48373e-09-0j 1.58024e-05-0j 3.81964e-05-0j -0.0373171-0j 2.70724e-06-0j 0.091872-0j -7.79303e-09-0j -6.85701e-07-0j 3.96993e-05-0j -9.77367e-05-0j -0.0232697-0j -8.09964e-09-0j 2.63374e-06-0j 2.47551e-05-0j 0.0893774-0j 1.99407e-08-0j -9.50829e-05-0j -5.05066e-09-0j 1.93993e-08-0j 
3.88902e-05-0j 0.0011098-0j -0.000380996-0j -0.000437716-0j 0.0014612-0j 0.0015941-0j -0.00031596-0j -0.00532148-0j 0.00105475-0j 1.60523e-06-0j 0.00519805-0j 1.87276e-06-0j 0.000322151-0j 1.0181e-06-0j -4.82271e-06-0j 0.00606439-0j 0.0032968-0j 6.75916e-07-0j 0.000375843-0j -0.0156169-0j 0.000204321-0j 0.00218875-0j -0.000967865-0j 0.000135649-0j 1.2395e-06-0j -1.96879e-05-0j 1.40017e-06-0j 0.00231249-0j -0.0220647-0j -3.36461e-06-0j 4.17507e-05-0j 1.15508e-06-0j -2.22398e-05-0j 8.88041e-07-0j 0.00261224-0j 5.34423e-05-0j -2.4287e-06-0j -0.0249247-0j -0.00627721-0j -1.83469e-05-0j 4.71624e-05-0j 2.63665e-07-0j 0.0598941-0j 0.00215499-0j -1.41054e-05-0j 0.00165678-0j -0.000113331-0j 3.85767e-05-0j -0.0205618-0j -0.0158082-0j -0.00453113-0j 3.8907e-05-0j -4.18796e-06-0j 0.0432339-0j 0.000491908-0j 2.99123e-05-0j -0.00469355-0j -8.18069e-05-0j 8.88112e-06-0j 
-9.16934e-08-0j 0.000103169-0j -0.000100626-0j -5.82662e-05-0j 0.00241362-0j 6.3521e-07-0j -4.16614e-05-0j -2.63129e-05-0j 0.00172578-0j -2.18444e-07-0j -0.000707376-0j 8.68356e-09-0j 0.00835533-0j -1.56064e-07-0j 2.15267e-07-0j 2.81196e-05-0j -0.000505374-0j 2.69567e-07-0j -0.00033214-0j 0.000697091-0j 0.00596933-0j 0.000872927-0j -0.00823384-0j -0.0103108-0j -1.68675e-07-0j 5.38647e-06-0j -3.30124e-09-0j 3.30896e-06-0j 0.00921815-0j 3.05953e-07-0j -0.0245297-0j -2.98412e-07-0j 1.05422e-07-0j -2.35852e-09-0j 6.47617e-08-0j -9.7703e-06-0j 2.18762e-07-0j 0.000180414-0j -6.00199e-06-0j 9.52949e-06-0j -0.000480086-0j 1.40413e-07-0j -0.0167204-0j 5.85405e-06-0j 7.53171e-08-0j 4.6268e-08-0j 0.0444934-0j -6.98594e-06-0j 0.0163083-0j 0.000128894-0j -4.29153e-06-0j -0.0433967-0j -4.48394e-06-0j -0.0119554-0j -2.75452e-06-0j -0.00034299-0j -0.0076736-0j 0.0318136-0j 0.0204196-0j 
5.05756e-05-0j -0.000742889-0j -0.000772118-0j -3.06783e-06-0j -0.00603242-0j -3.56038e-06-0j -1.98826e-06-0j -0.00700093-0j -0.00390961-0j 0.000312184-0j 5.48387e-05-0j -0.000351594-0j 0.0200228-0j -0.000656406-0j 0.000309429-0j -6.17616e-05-0j -0.000115305-0j 0.000621293-0j -0.0225505-0j 5.43549e-05-0j -0.0421005-0j 0.000109137-0j 0.0198462-0j 0.0398484-0j -1.6698e-06-0j -0.00576342-0j 1.82088e-06-0j -1.70423e-07-0j -0.000473917-0j 1.49626e-06-0j 0.00532239-0j 1.55513e-06-0j 0.00628487-0j -3.82862e-06-0j 1.85842e-07-0j 0.00516445-0j 9.69727e-07-0j 0.000516796-0j 1.52712e-07-0j 0.00536764-0j -0.00580394-0j -3.72466e-06-0j 0.000424665-0j 1.5872e-07-0j -0.0132147-0j -3.90757e-07-0j -0.00476926-0j 0.00334708-0j 0.000441373-0j -0.00108663-0j 9.89724e-08-0j -0.0049569-0j -0.0128559-0j 0.000275225-0j -3.80147e-07-0j 0.0122035-0j -0.00105712-0j -0.00309095-0j 0.0118722-0j 
0.000759995-0j 0.00124403-0j 0.00594071-0j 0.00145176-0j 0.00020888-0j -0.0052649-0j 0.00125462-0j -0.000757514-0j 0.000180515-0j 0.00154523-0j -0.00852968-0j -0.00528337-0j 2.26198e-05-0j 0.00110397-0j 0.00745551-0j 0.0291642-0j -0.0060939-0j -0.00905239-0j -7.73405e-05-0j -0.0411545-0j 1.61604e-05-0j 0.0499692-0j 0.000109137-0j -0.000132513-0j -8.26508e-06-0j -0.00937658-0j 2.73621e-05-0j 0.000162139-0j -0.00156888-0j -7.62314e-06-0j 1.94408e-06-0j -3.64033e-05-0j 0.0310419-0j 1.95485e-05-0j -0.000536773-0j -0.00864831-0j -6.58795e-06-0j 0.00519388-0j 0.000149546-0j -0.0412989-0j -6.43602e-06-0j 3.27341e-05-0j -0.00144702-0j 0.000714136-0j 0.0221774-0j -0.000383489-0j 1.79309e-06-0j -0.00747391-0j -0.00691007-0j 0.00371069-0j 0.000129238-0j 8.56264e-06-0j 0.0371362-0j -0.00125053-0j -0.000642157-0j -4.59812e-06-0j 0.00621359-0j 1.54959e-06-0j -7.69959e-06-0j 
5.36435e-05-0j -0.000523471-0j -0.000544067-0j 0.000625438-0j -0.00208786-0j 0.000725853-0j 0.000405346-0j -0.00242307-0j -0.00135314-0j -2.29366e-06-0j -0.00742733-0j 2.58321e-06-0j -0.000460312-0j 4.82271e-06-0j -2.27342e-06-0j 0.00836495-0j 0.0156169-0j -4.56473e-06-0j 0.000518422-0j -0.0073618-0j 0.000967865-0j -0.0147815-0j -0.000456251-0j -0.000916091-0j -1.77109e-06-0j 2.81314e-05-0j 1.93133e-06-0j -0.00330425-0j 0.0315275-0j 1.58703e-06-0j -5.96562e-05-0j 1.64947e-06-0j -3.06766e-05-0j -4.06087e-06-0j 0.00360321-0j -2.52078e-05-0j 1.02855e-06-0j -0.03438-0j 0.00296085-0j -2.61996e-05-0j 6.50538e-05-0j -3.9506e-06-0j -0.028251-0j 0.00307734-0j 6.45015e-05-0j -0.0075762-0j 5.34564e-05-0j -1.63372e-05-0j -0.0293625-0j 0.0722884-0j 0.00191893-0j 5.55596e-05-0j 6.27501e-05-0j -0.0183095-0j -0.00737048-0j -0.000136784-0j 0.0703256-0j 3.46451e-05-0j -0.00013307-0j 
0.000268699-0j -9.32814e-06-0j -4.45453e-05-0j 0.00155057-0j -7.74907e-07-0j -0.00562321-0j 0.00134001-0j 2.81024e-06-0j -6.69678e-07-0j -3.78434e-06-0j 0.000193213-0j 1.29392e-05-0j -5.57486e-08-0j -2.70367e-06-0j -1.82589e-05-0j -0.000660623-0j 0.000138038-0j 2.21697e-05-0j 1.90613e-07-0j 0.000932223-0j -3.98288e-08-0j -0.00113189-0j -2.68979e-07-0j 3.26591e-07-0j -2.92215e-06-0j -4.87024e-07-0j 9.67398e-06-0j -0.0165275-0j 1.75825e-05-0j -2.69519e-06-0j -3.58727e-09-0j -1.28705e-05-0j 1.61233e-06-0j 6.91142e-06-0j 0.0547154-0j -4.49198e-07-0j -2.32919e-06-0j -5.82082e-05-0j -0.0152438-0j -2.14508e-06-0j 1.18759e-08-0j 1.15732e-05-0j 1.62169e-05-0j -0.0727947-0j 1.1519e-06-0j 0.0390906-0j -3.30865e-09-0j -3.88199e-07-0j 7.74416e-05-0j -4.15859e-05-0j -0.0131738-0j -1.58e-08-0j 1.92887e-06-0j 1.40147e-05-0j 0.0654575-0j 8.48457e-09-0j -6.9636e-05-0j -2.85935e-09-0j 1.42075e-08-0j 
-3.24085e-06-0j -0.000185936-0j 6.38325e-05-0j 1.81433e-05-0j -0.000751566-0j -6.60752e-05-0j 1.30965e-05-0j 0.0027371-0j -0.000542509-0j -1.33769e-07-0j -0.000433178-0j -1.56064e-07-0j 0.00511657-0j -8.48415e-08-0j 4.01892e-07-0j -0.000505374-0j -0.000274738-0j -5.63264e-08-0j 0.00596933-0j 0.00130143-0j 0.00324513-0j -0.000182399-0j -0.0153721-0j 0.00215445-0j -1.03292e-07-0j 3.29853e-06-0j -1.16681e-07-0j 2.02632e-06-0j 0.00564494-0j 2.80384e-07-0j -0.0150213-0j -9.62566e-08-0j 3.72608e-06-0j -7.40035e-08-0j 2.28897e-06-0j -8.95378e-06-0j 2.02392e-07-0j 0.00637664-0j -5.50039e-06-0j 3.07386e-06-0j -0.0169684-0j -2.1972e-08-0j -0.0153231-0j 1.8883e-06-0j 2.36323e-06-0j 1.45175e-06-0j 0.040775-0j -6.46318e-06-0j 0.00526046-0j 0.00404432-0j -3.97039e-06-0j -0.0139982-0j 7.01656e-07-0j -0.0110608-0j 4.31034e-07-0j -0.010762-0j 0.00120078-0j 0.029433-0j -0.0031953-0j 
3.41721e-09-0j -5.77735e-06-0j 5.63495e-06-0j -2.27127e-08-0j -0.000226133-0j 2.47611e-10-0j -1.624e-08-0j 2.46528e-06-0j -0.000161689-0j 8.14092e-09-0j -4.14333e-07-0j -3.23617e-10-0j -0.00158171-0j 5.81615e-09-0j -8.02254e-09-0j 1.64705e-08-0j -2.96014e-07-0j -1.00462e-08-0j 6.28759e-05-0j 4.08308e-07-0j -0.00113003-0j 5.11301e-07-0j 0.00155871-0j 0.00195188-0j 6.28615e-09-0j -3.01637e-07-0j 1.2303e-10-0j 6.41577e-10-0j 9.03357e-06-0j -1.14022e-08-0j 0.0145235-0j 1.11211e-08-0j -5.90352e-09-0j 8.78969e-11-0j 1.25567e-11-0j 5.47127e-07-0j -8.15277e-09-0j 1.76802e-07-0j -1.16373e-09-0j -5.33641e-07-0j 0.000284249-0j -5.23287e-09-0j -1.63856e-05-0j 1.13505e-09-0j -4.21768e-09-0j 8.97094e-12-0j -0.0263437-0j 3.91205e-07-0j 1.59817e-05-0j 1.26313e-07-0j -8.32088e-10-0j 0.0256943-0j 2.51096e-07-0j -1.1716e-05-0j -5.34077e-10-0j 0.000203077-0j -7.51994e-06-0j -0.0188362-0j -0.01209-0j 
-6.33329e-05-0j -0.000315405-0j -0.00150618-0j 1.26542e-06-0j 0.00248824-0j -4.5891e-06-0j 1.09358e-06-0j -0.00902375-0j 0.00215035-0j -0.000128769-0j -2.26198e-05-0j 0.000440281-0j -0.00825899-0j -9.19972e-05-0j -0.000621293-0j 7.73405e-05-0j -1.61604e-05-0j 0.000754365-0j 0.0282387-0j -0.000109137-0j -0.00590051-0j 0.000132513-0j -0.0398484-0j 0.0483835-0j 6.88756e-07-0j 0.00237729-0j -2.28018e-06-0j 7.02959e-08-0j 0.000195481-0j 6.35261e-07-0j -0.00219537-0j 3.03361e-06-0j -0.00787019-0j -1.62904e-06-0j -2.3272e-07-0j 0.00219265-0j 5.48996e-07-0j -0.000647154-0j 6.48361e-08-0j 0.0104707-0j 0.00726794-0j -2.72784e-06-0j 0.000180298-0j 3.09616e-07-0j -0.00562274-0j -1.66263e-07-0j -0.00202486-0j 0.0018949-0j 0.00086099-0j -0.000462349-0j 5.60317e-08-0j -0.00966945-0j -0.00941532-0j 0.000155815-0j -2.78409e-07-0j 0.00519247-0j -0.000774208-0j -0.00174989-0j 0.00869484-0j 
-4.47029e-06-0j 8.77029e-05-0j 9.11535e-05-0j -2.59244e-05-0j 0.00107389-0j -3.00865e-05-0j -1.68016e-05-0j 0.0012463-0j 0.000695987-0j 1.91138e-07-0j 0.000618954-0j -2.15267e-07-0j -0.00731091-0j -4.01892e-07-0j 1.89452e-07-0j -0.000697091-0j -0.00130143-0j 3.80394e-07-0j 0.00823384-0j 0.000613493-0j 0.0153721-0j 0.00123181-0j -0.00724641-0j -0.0145498-0j 1.47591e-07-0j -4.71316e-06-0j -1.60944e-07-0j -2.89534e-06-0j -0.00806588-0j -1.32252e-07-0j 0.0214635-0j -1.37456e-07-0j 5.13959e-06-0j 3.38406e-07-0j 3.1573e-06-0j 4.22334e-06-0j -8.57126e-08-0j 0.00879566-0j 2.59444e-06-0j 4.38951e-06-0j -0.0234054-0j 3.29217e-07-0j 0.00722763-0j 2.69652e-06-0j -1.08067e-05-0j -6.63863e-06-0j -0.0192329-0j 2.73715e-06-0j 0.00751199-0j -0.018494-0j 1.68146e-06-0j -0.0199896-0j -1.05132e-05-0j 0.00468422-0j -6.45837e-06-0j 0.0492129-0j -0.0179918-0j -0.0124648-0j 0.0478766-0j 
-6.71747e-05-0j -0.000222248-0j -0.00106131-0j -0.00025798-0j 0.0008612-0j 0.000935578-0j -0.000222948-0j -0.00312319-0j 0.000744254-0j 9.46086e-07-0j 0.00306362-0j -3.23481e-06-0j 0.000189869-0j 6.75916e-07-0j 4.56473e-06-0j -0.0104749-0j 0.00218875-0j -5.54243e-06-0j -0.00064919-0j 0.0147815-0j 0.000135649-0j -0.0179475-0j 0.000916091-0j -0.00111231-0j 7.30536e-07-0j -1.16036e-05-0j -2.41849e-06-0j 0.00136293-0j -0.0130044-0j 6.73796e-07-0j 2.46069e-05-0j 3.21763e-06-0j 3.84146e-05-0j -1.72786e-06-0j -0.00451209-0j -1.07024e-05-0j 5.82298e-07-0j 0.0430522-0j 0.00125708-0j -5.11077e-05-0j -8.14631e-05-0j -2.89331e-06-0j -0.0119944-0j 0.006003-0j 2.74447e-05-0j -0.00322359-0j 2.26957e-05-0j -9.24904e-06-0j -0.0572777-0j 0.030758-0j 0.00108637-0j 0.000108381-0j 4.59564e-05-0j -0.0103656-0j -0.00539794-0j -5.82001e-05-0j 0.0515045-0j 1.96138e-05-0j -9.74566e-05-0j 
1.2078e-07-0j 1.04122e-05-0j -3.57455e-06-0j 7.07242e-09-0j 7.04147e-05-0j -2.57568e-08-0j 5.10515e-09-0j -0.00025644-0j 5.0828e-05-0j 4.98527e-09-0j -2.53726e-07-0j 5.81615e-09-0j -0.000968593-0j 3.16186e-09-0j -1.49776e-08-0j -2.96014e-07-0j -1.60923e-07-0j 2.09916e-09-0j -0.00113003-0j 7.62289e-07-0j -0.00061432-0j -1.06837e-07-0j 0.00291002-0j -0.000407848-0j 3.84946e-09-0j -1.84714e-07-0j 4.34843e-09-0j 3.92884e-10-0j 5.53191e-06-0j -1.04493e-08-0j 0.00889382-0j 3.58727e-09-0j -2.08657e-07-0j 2.75795e-09-0j 4.4381e-10-0j 5.01402e-07-0j -7.5427e-09-0j 6.24895e-06-0j -1.06648e-09-0j -1.72133e-07-0j 0.0100466-0j 8.1885e-10-0j -1.50162e-05-0j 3.66124e-10-0j -1.32338e-07-0j 2.81482e-10-0j -0.0241421-0j 3.61931e-07-0j 5.15512e-06-0j 3.96333e-06-0j -7.69823e-10-0j 0.00828805-0j -3.9292e-08-0j -1.08393e-05-0j 8.35735e-11-0j 0.00637197-0j 1.17674e-06-0j -0.0174267-0j 0.00189187-0j 
5.59789e-06-0j 3.72356e-05-0j 0.000177814-0j 1.06932e-05-0j -0.000442957-0j -3.87796e-05-0j 9.24116e-06-0j 0.00160641-0j -0.000382806-0j -7.88405e-08-0j -0.000255306-0j 2.69567e-07-0j 0.0030156-0j -5.63264e-08-0j -3.80394e-07-0j 0.000872927-0j -0.000182399-0j 4.61869e-07-0j -0.0103108-0j -0.00123181-0j 0.00215445-0j 0.00149565-0j 0.0145498-0j -0.0176662-0j -6.0878e-08-0j 1.94408e-06-0j 2.01541e-07-0j 1.19427e-06-0j 0.00332701-0j -5.61497e-08-0j -0.00885323-0j -2.68135e-07-0j -6.43602e-06-0j 1.43988e-07-0j -3.95371e-06-0j 1.79309e-06-0j -4.85249e-08-0j -0.0110143-0j 1.10151e-06-0j 8.56264e-06-0j 0.0293093-0j 2.41109e-07-0j 0.0030686-0j 5.26011e-06-0j -4.59812e-06-0j -2.82467e-06-0j -0.00816561-0j 1.54959e-06-0j 0.0146537-0j -0.007869-0j 9.5193e-07-0j -0.0389938-0j -7.69959e-06-0j 0.0026519-0j -4.72993e-06-0j 0.0209396-0j -0.0131767-0j -0.00705676-0j 0.0350635-0j 
1.66598e-07-0j -4.91127e-06-0j -5.1045e-06-0j -1.01056e-08-0j -0.000100613-0j -1.1728e-08-0j -6.54941e-09-0j -0.000116767-0j -6.52075e-05-0j -7.1233e-09-0j 3.62541e-07-0j 8.02254e-09-0j 0.00138399-0j 1.49776e-08-0j -7.06045e-09-0j -4.08308e-07-0j -7.62289e-07-0j -1.41764e-08-0j -0.00155871-0j 3.59343e-07-0j -0.00291002-0j 7.21512e-07-0j 0.00137178-0j 0.00275436-0j -5.50038e-09-0j 2.63932e-07-0j 5.99804e-09-0j -5.6138e-10-0j -7.90437e-06-0j 4.92875e-09-0j -0.0127081-0j 5.12266e-09-0j -2.87812e-07-0j -1.26116e-08-0j 6.12172e-10-0j -2.36503e-07-0j 3.19432e-09-0j 8.61953e-06-0j 5.03038e-10-0j -2.45808e-07-0j 0.0138579-0j -1.22692e-08-0j 7.0829e-06-0j 5.2283e-10-0j 6.05161e-07-0j -1.28717e-09-0j 0.0113874-0j -1.53277e-07-0j 7.36157e-06-0j -1.81237e-05-0j 3.26019e-10-0j 0.0118354-0j 5.88729e-07-0j 4.59043e-06-0j -1.25222e-09-0j -0.029138-0j -1.76316e-05-0j 0.00738017-0j -0.0283468-0j 
