-0.102635-0j -0.103699-0j 0.568533-0j 0.703524-0j 0.410389-0j -0.00736065-0j 0.101251-0j -0.00858742-0j -0.0052587-0j 0.118126-0j -0.00751399-0j 0.0723369-0j 0.10336-0j -0.00309936-0j 0.0426338-0j -0.00535859-0j 0.044665-0j 0.0113241-0j -0.00605318-0j -0.0049424-0j 0.0504545-0j -0.00499362-0j 0.012792-0j -0.0043246-0j 0.0411959-0j 0.0416228-0j 0.0104446-0j -0.00356761-0j 0.0360464-0j 0.0105528-0j -0.00113987-0j 0.00913902-0j 0.0297368-0j 0.0075393-0j 0.00950104-0j 0.00240884-0j -0.00422305-0j 0.0331869-0j -0.000431014-0j -0.00467406-0j 0.0083847-0j 0.000993331-0j -0.00369517-0j 0.0367311-0j -0.00246345-0j -0.00373346-0j -0.000477045-0j 0.00928016-0j -0.00431103-0j 0.0290385-0j 0.00109942-0j 0.019359-0j -0.00152418-0j -0.000377137-0j -0.00251477-0j 0.0293394-0j -0.000251425-0j -0.00266732-0j -0.000381045-0j 0.00733661-0j 0.00489108-0j 0.0338783-0j 0.00741264-0j 0.000869164-0j -0.00155593-0j -0.000439993-0j 0.0119778-0j 0.000579443-0j 0.0197623-0j 0.000878172-0j -0.000405904-0j -0.000155561-0j 0.00855938-0j 0.0209611-0j -0.000256663-0j 0.0030262-0j -0.000272232-0j 0.00101403-0j 0.0122273-0j 0.00499297-0j 0.00529585-0j -0.000158802-0j 0.000358512-0j 0.000591515-0j 0.0031898-0j 0.00308924-0j -4.14274e-05-0j 0.000627396-0j 0.000805905-0j 0.000365981-0j 9.54752e-05-0j 
-0.00050806-0j 0.000495538-0j -0.0111867-0j 0.000121956-0j -0.00799872-0j -3.64364e-05-0j -0.0233792-0j 1.44842e-06-0j -2.60314e-05-0j 0.000929368-0j 3.59066e-05-0j -0.0167029-0j 0.0230393-0j 4.49638e-05-0j 0.0288508-0j 0.00382938-0j 0.000446887-0j -0.00532347-0j 7.49472e-05-0j -0.00694596-0j 8.74631e-06-0j 0.00677475-0j -0.000104189-0j 5.35448e-05-0j -0.000810591-0j 0.000790612-0j 0.00965602-0j -0.00496648-0j 6.24867e-06-0j -0.00941802-0j -0.00318774-0j -7.44361e-05-0j -0.000579587-0j 0.00690423-0j -0.000372009-0j 0.00443149-0j -2.09048e-05-0j -0.0479353-0j -2.13359e-06-0j -4.00875e-07-0j -0.00193606-0j -0.000704145-0j -1.82917e-05-0j -0.000919216-0j 6.01579e-05-0j 1.78409e-05-0j -4.09141e-08-0j -3.71264e-05-0j 7.27131e-07-0j -0.0419434-0j -1.35028e-05-0j 0.137944-0j -7.54495e-06-0j -1.86689e-06-0j -4.76902e-05-0j 0.0409095-0j 6.13984e-06-0j 1.27461e-05-0j 1.82088e-06-0j -0.00169406-0j 0.00557142-0j 0.00166733-0j 0.0016523-0j -0.000616127-0j 2.25726e-05-0j 7.42125e-08-0j -0.0173007-0j 0.00202632-0j -0.109355-0j 0.000600941-0j 9.83758e-06-0j -7.70053e-07-0j 6.7342e-05-0j 0.0292272-0j -4.86736e-06-0j -0.000698763-0j 1.3009e-06-0j 2.44922e-05-0j 0.0517596-0j -0.00441674-0j 0.00118046-0j 2.30381e-06-0j -0.000254139-0j -0.00160637-0j 0.0225578-0j 0.00209053-0j 1.00404e-06-0j 0.000429333-0j 0.000911091-0j 0.000760322-0j 0.000331363-0j 
0.00155593-0j 0.00743016-0j -0.0086189-0j 0.0312569-0j -0.0074485-0j 0.000111587-0j -0.00153495-0j -0.000381531-0j 7.97213e-05-0j 0.00524821-0j 0.000538389-0j -0.00109662-0j -0.0074059-0j -0.000653705-0j 0.00899215-0j 8.12357e-05-0j -0.000677116-0j -0.000171672-0j -0.000268937-0j 7.49262e-05-0j 0.00224164-0j 0.0003578-0j 0.000568334-0j -0.000192138-0j -0.000624525-0j -0.00298234-0j -0.000158339-0j 6.47516e-05-0j 0.00160151-0j -0.000756126-0j -0.000321736-0j 0.000406038-0j -0.000539718-0j -0.000136837-0j 0.00268174-0j 0.000679914-0j -0.0123835-0j -0.000503109-0j 6.53412e-06-0j 0.040168-0j -0.000127111-0j -1.50588e-05-0j -0.0108355-0j 0.00163193-0j -0.00722368-0j -0.0517436-0j -2.11946e-05-0j 0.000412309-0j 0.0370482-0j -0.000440221-0j 4.8846e-05-0j -0.00029348-0j -0.00446942-0j 5.71735e-06-0j -0.00882857-0j -0.00210222-0j 3.81157e-06-0j -0.0369674-0j 2.73025e-05-0j -0.000111222-0j -7.41481e-05-0j 0.00150518-0j -0.000531127-0j -1.31764e-05-0j 0.0634775-0j -1.95485e-05-0j -0.000181582-0j -8.78429e-06-0j -0.000358683-0j -6.29223e-05-0j -0.0374259-0j 2.35829e-06-0j 0.000380285-0j -0.0015019-0j 4.65839e-06-0j -4.58768e-05-0j 1.95058e-05-0j 4.50522e-05-0j 0.00257893-0j -9.06217e-05-0j -0.000379456-0j -3.34938e-05-0j -5.435e-06-0j -1.07359e-05-0j -0.00152052-0j 0.000651571-0j 1.97477e-05-0j -4.49539e-05-0j -0.000384162-0j 7.71912e-05-0j -4.55114e-05-0j 
2.02867e-06-0j 2.0497e-06-0j -5.71412e-05-0j -7.07086e-05-0j -4.12467e-05-0j -4.31802e-07-0j -0.0028601-0j 1.69738e-07-0j 1.03943e-07-0j 0.00112428-0j 1.48521e-07-0j 0.000688481-0j 0.000983749-0j 6.12617e-08-0j 0.000405776-0j 1.05917e-07-0j -4.48911e-06-0j -0.0102356-0j -3.55101e-07-0j 9.7691e-08-0j 1.50503e-05-0j 9.87034e-08-0j 0.034316-0j 8.54796e-08-0j -4.14045e-06-0j -4.18336e-06-0j -0.0094406-0j 7.05171e-08-0j -3.62289e-06-0j -0.00953843-0j 2.25305e-08-0j -0.00826053-0j -2.98873e-06-0j -0.00681459-0j -9.54915e-07-0j -0.00217729-0j 8.34725e-08-0j -3.33549e-06-0j 8.51937e-09-0j 9.23871e-08-0j 7.9803e-05-0j 0.0633841-0j -2.16772e-07-0j -3.69171e-06-0j 4.86923e-08-0j -2.19018e-07-0j 9.42922e-09-0j 8.83258e-05-0j 8.52115e-08-0j 8.66204e-06-0j 0.0701533-0j -1.9457e-06-0j 3.01268e-08-0j -2.21242e-08-0j 4.97067e-08-0j 8.7518e-06-0j 4.96964e-09-0j 5.27219e-08-0j -2.23535e-08-0j -0.000207243-0j 4.65518e-05-0j -3.40498e-06-0j -0.00020939-0j -0.164604-0j 3.07545e-08-0j 8.69686e-09-0j -1.20384e-06-0j 0.036974-0j -1.98624e-06-0j -0.16631-0j 8.02306e-09-0j 3.0748e-09-0j 8.14656e-05-0j -2.10673e-06-0j 5.07317e-09-0j 2.88024e-05-0j 5.38091e-09-0j 0.0647046-0j -1.22892e-06-0j 4.75216e-05-0j 5.04043e-05-0j 3.13886e-09-0j 0.0228765-0j 0.0377443-0j -3.20595e-07-0j 2.94025e-05-0j 8.1885e-10-0j 0.0400339-0j 7.67036e-06-0j 0.0233531-0j 0.00609223-0j 
0.00299227-0j 0.00311-0j -0.000361837-0j -0.000419931-0j -0.000234506-0j 0.0211176-0j -3.18819e-05-0j -0.0237835-0j -0.0444025-0j 3.59066e-05-0j 0.0209313-0j 6.70357e-05-0j -3.16006e-05-0j 0.0420273-0j -6.34497e-05-0j 0.0232144-0j 0.00271772-0j -2.36888e-06-0j -0.0253147-0j -0.0208018-0j -0.00296362-0j -0.0216202-0j 2.58321e-06-0j 0.0532275-0j -0.00243528-0j -0.0025311-0j 2.12269e-06-0j -0.0134816-0j 0.00623138-0j 2.20621e-06-0j 0.0517822-0j -5.43153e-06-0j -0.00157831-0j 1.37572e-06-0j 0.00606218-0j -5.28405e-06-0j -0.000126729-0j 0.00304917-0j 0.00248608-0j 0.000135403-0j 0.000252415-0j -1.55574e-07-0j 0.000107731-0j -0.00325787-0j -7.39251e-05-0j 0.000111969-0j -0.00265624-0j -0.000269691-0j -0.000121331-0j -0.00259207-0j 1.66222e-07-0j 0.00177868-0j 0.000224788-0j -0.0021134-0j -6.77561e-05-0j -0.00269405-0j 0.00145022-0j -0.00023543-0j -0.00219655-0j -0.000214575-0j 0.000147242-0j 0.00291929-0j -0.000223018-0j 1.32252e-07-0j 0.000214401-0j 0.00238019-0j -0.00540853-0j -9.07516e-08-0j 0.00163025-0j 1.37456e-07-0j -0.000221413-0j -0.00440975-0j 0.000241663-0j 0.00566459-0j 0.0013292-0j -0.000447726-0j 0.00461852-0j -1.48948e-07-0j -0.00515861-0j 0.000134955-0j 0.000468923-0j -0.00420598-0j 2.75953e-07-0j -8.31785e-08-0j 0.00532732-0j -0.000427038-0j 0.00434353-0j -2.89018e-07-0j 0.000441004-0j 2.63202e-07-0j -2.7181e-07-0j 
-0.000439993-0j 0.000429148-0j -0.00479317-0j 5.22545e-05-0j -0.00342721-0j 0.00606517-0j 0.000434058-0j -0.000241102-0j 0.00433316-0j -1.72546e-05-0j -0.00597698-0j 0.000310106-0j -0.000427747-0j -0.00748463-0j -0.000535643-0j -2.29721e-05-0j -0.0368039-0j 4.85462e-05-0j -4.49602e-07-0j 4.16682e-05-0j -0.000720312-0j -4.06412e-05-0j 9.50128e-07-0j -3.21211e-07-0j 0.0667571-0j -0.0651117-0j -8.80559e-05-0j 2.97935e-05-0j -0.000514616-0j 8.58856e-05-0j 1.9123e-05-0j 6.78804e-07-0j 0.0477325-0j -6.29616e-05-0j 0.0306372-0j -4.0412e-05-0j -1.81041e-05-0j 0.000142271-0j -0.0337761-0j -3.47168e-07-0j -0.00690899-0j 4.25838e-06-0j -1.58411e-05-0j 2.72822e-06-0j 5.20983e-05-0j 1.54506e-05-0j -0.000647697-0j -0.000132488-0j 6.29714e-07-0j 0.000124487-0j 8.16595e-08-0j -0.000409414-0j -6.53412e-06-0j -0.0295541-0j -4.13009e-05-0j -0.000121419-0j 0.0971976-0j 1.10385e-05-0j 0.0288256-0j -0.00604536-0j 0.019882-0j -4.94861e-06-0j 0.00589636-0j 3.72608e-06-0j 1.95485e-05-0j 0.00117483-0j 5.13484e-05-0j -1.22544e-05-0j 0.000324563-0j -3.63424e-06-0j 8.51959e-06-0j -0.0121904-0j 0.000240315-0j -8.67459e-05-0j -0.0770534-0j -0.00249359-0j 0.020594-0j -1.48119e-07-0j -0.000153622-0j -0.0157615-0j 0.00421256-0j 0.0364708-0j 1.53693e-06-0j 9.71464e-06-0j -6.69513e-05-0j 0.00746019-0j 0.0158947-0j -2.59643e-06-0j 0.00325129-0j -4.59812e-06-0j -2.00395e-06-0j 
0.000915652-0j -0.000314346-0j 0.00348339-0j -0.012686-0j 0.00251445-0j -2.23127e-05-0j -0.0143168-0j -2.60314e-05-0j -1.41516e-05-0j -0.0167029-0j 6.70357e-05-0j -0.00908027-0j 0.043013-0j -9.39524e-06-0j -0.0060284-0j 0.00234501-0j 0.000273661-0j -0.00325994-0j 0.00264897-0j -0.00636547-0j 0.000309134-0j 0.00218529-0j -0.0036825-0j 0.00168008-0j -0.000742849-0j 0.000255022-0j 0.00884905-0j -0.00459484-0j 0.000196065-0j -0.00303791-0j 0.000498825-0j -0.00233559-0j -0.000536216-0j 0.00638758-0j 5.82127e-05-0j -0.000693448-0j -1.28015e-05-0j -0.0293542-0j -1.30655e-06-0j -1.41687e-05-0j -0.00118559-0j -0.000431199-0j 3.29663e-05-0j -0.0324892-0j -7.46756e-06-0j -1.13174e-05-0j -1.44609e-06-0j -0.00131221-0j 3.84607e-05-0j 0.0755925-0j -0.00047725-0j -0.0171233-0j -5.77191e-05-0j 3.36461e-06-0j -7.62314e-06-0j -0.0259511-0j -7.62155e-07-0j -7.17795e-06-0j -1.15508e-06-0j 0.00305312-0j -0.000691596-0j 0.0881912-0j -0.00104814-0j 0.00111042-0j 1.38812e-05-0j 3.92537e-06-0j -0.132351-0j -0.000251533-0j -0.01748-0j -0.000381209-0j -1.23043e-06-0j -5.89093e-06-0j 0.00356197-0j -0.0164592-0j -7.78033e-07-0j -0.00534555-0j -7.32597e-07-0j 0.00129549-0j 0.0318299-0j -0.000706004-0j -0.000664774-0j 1.41674e-06-0j -0.00194417-0j -0.000256773-0j -0.00282142-0j 0.00128558-0j -1.25581e-07-0j -0.000241778-0j -0.000113955-0j 0.000467565-0j -4.14452e-05-0j 
0.000792978-0j -0.000272232-0j 0.00149253-0j -0.00543557-0j 0.00107736-0j 0.00371414-0j 0.000265805-0j 0.00433316-0j 0.00235565-0j 0.000310106-0j -0.0111587-0j 0.000168584-0j -0.00079858-0j 0.00156392-0j 0.000111923-0j -1.40675e-05-0j -0.0225377-0j 2.97283e-05-0j -1.58909e-05-0j 3.81859e-05-0j -0.025459-0j -1.31094e-05-0j 3.35817e-05-0j -1.00787e-05-0j 0.0611781-0j -0.0210026-0j -8.0697e-05-0j 2.75641e-05-0j -0.0161471-0j 2.77035e-05-0j -2.99241e-06-0j 2.12989e-05-0j 0.0441607-0j -5.82502e-05-0j -0.00479417-0j 6.32375e-06-0j -1.10865e-05-0j 8.7123e-05-0j -0.0206836-0j -1.22705e-05-0j -0.00423087-0j 2.60771e-06-0j 2.85496e-05-0j 9.64274e-05-0j -6.4671e-06-0j -9.80117e-06-0j -0.0228925-0j -0.00468272-0j 3.33079e-05-0j -0.000224357-0j 2.88621e-06-0j 5.08217e-05-0j -4.99862e-05-0j 0.0532639-0j -6.60183e-06-0j 7.70226e-05-0j -0.0120654-0j -6.21629e-06-0j -0.0182857-0j 0.0108953-0j -0.00246801-0j -0.00026175-0j -0.00374038-0j -6.71534e-06-0j 1.20215e-05-0j 0.0621412-0j 0.000392817-0j 1.52117e-06-0j 5.18805e-05-0j 2.3054e-06-0j -1.06559e-06-0j -0.0932572-0j 0.0127111-0j 4.88508e-05-0j -0.0123168-0j -0.019076-0j -0.0115975-0j -7.83456e-06-0j -9.44707e-05-0j -0.00251943-0j -0.0023723-0j 0.022428-0j 1.17576e-05-0j 1.55286e-06-0j 8.37392e-06-0j 0.0045877-0j -0.00198802-0j 1.46217e-06-0j -0.000406655-0j -2.82764e-06-0j 2.50644e-07-0j 
-0.000431897-0j -0.00044889-0j -0.00497731-0j -0.00577643-0j -0.00322579-0j 3.18819e-05-0j 0.0204568-0j -3.59066e-05-0j -6.70357e-05-0j -0.0230393-0j 3.16006e-05-0j -0.043013-0j 0.0202763-0j 6.34497e-05-0j 0.0407121-0j -0.00335071-0j -0.000391026-0j 0.00465803-0j 0.00365387-0j 0.00300248-0j 0.000426405-0j 0.00312061-0j -0.00507948-0j -0.00768272-0j 0.000350389-0j 0.000364174-0j -0.00417394-0j 0.00194591-0j -0.000896571-0j -0.00433816-0j -0.00747412-0j 0.0106802-0j 0.000227087-0j -0.00270513-0j -0.000872227-0j 0.0103902-0j 1.82917e-05-0j 0.0419434-0j 1.86689e-06-0j -1.95437e-05-0j 0.00169406-0j 0.000616127-0j -1.55496e-05-0j -0.0448142-0j 1.06702e-05-0j -1.61614e-05-0j -1.99467e-06-0j -0.00181001-0j 1.75126e-05-0j -0.0356557-0j -0.000658298-0j 0.024467-0j -3.24453e-05-0j -1.58703e-06-0j 9.77975e-06-0j -0.0370585-0j 1.08902e-06-0j 3.39814e-05-0j -1.64947e-06-0j -0.0014401-0j 0.0009882-0j 0.0401568-0j -0.00149676-0j -0.000523764-0j -3.09461e-05-0j 1.78737e-06-0j -0.0743979-0j 0.000359407-0j 0.0224252-0j -0.000544371-0j 3.19582e-05-0j -3.31144e-06-0j 0.0016219-0j 0.0779202-0j 9.98142e-07-0j -0.00300487-0j 3.46821e-06-0j 0.000589884-0j -0.0709601-0j 0.000905736-0j 0.00314713-0j -3.15842e-06-0j -0.00109287-0j 0.000329415-0j 0.0732809-0j -0.00286602-0j 3.26172e-06-0j 0.00114461-0j 0.00295975-0j -0.00104237-0j 0.00107646-0j 
5.18537e-05-0j -5.05756e-05-0j 0.0017186-0j -1.8736e-05-0j 0.00122883-0j -0.000355534-0j 0.00731239-0j 1.41332e-05-0j -0.000254006-0j -0.000290682-0j 0.000350364-0j 0.00522422-0j -0.00720607-0j 0.000438741-0j -0.00902375-0j 2.70729e-06-0j 0.00656373-0j -0.0250673-0j 5.29861e-08-0j -4.91065e-06-0j 0.000128463-0j 4.78961e-06-0j -0.000490608-0j 3.78551e-08-0j -0.0119057-0j 0.0116122-0j 0.0454686-0j -3.5112e-06-0j 9.17784e-05-0j -0.0443479-0j -2.25367e-06-0j -0.000350507-0j -0.00851278-0j 0.0325109-0j -0.00546394-0j 0.0208671-0j 2.13359e-06-0j -5.10117e-05-0j -4.18554e-05-0j 4.09141e-08-0j -0.0578936-0j -0.0068007-0j 1.86689e-06-0j -9.7821e-07-0j -6.13984e-06-0j -1.82088e-06-0j -8.02627e-07-0j -0.00111018-0j -7.42125e-08-0j -4.46352e-05-0j -0.000130412-0j 0.000146796-0j 7.70053e-07-0j -3.66235e-05-0j 4.86736e-06-0j 4.3535e-05-0j 0.000120447-0j -1.3009e-06-0j 3.57208e-05-0j -0.0506569-0j 0.166601-0j 1.77433e-06-0j 0.0494083-0j -0.00595061-0j -2.30381e-06-0j 1.45585e-06-0j -1.84111e-05-0j 0.0195704-0j -0.000116373-0j 0.00580394-0j -1.00404e-06-0j -1.51064e-05-0j 0.00201371-0j 3.11029e-05-0j -9.54847e-05-0j -0.0208949-0j 2.55202e-05-0j 0.000236548-0j 5.50814e-05-0j -0.132073-0j 0.035299-0j 4.51946e-05-0j -0.0024545-0j -0.0155144-0j 2.40055e-05-0j 0.0625124-0j 1.96967e-05-0j 0.00414654-0j 0.0272441-0j 0.00734326-0j 0.00320033-0j 
0.00127041-0j 0.0060667-0j 0.00014925-0j -0.000541264-0j 0.000128983-0j -0.00871058-0j 1.31506e-05-0j 0.0297828-0j -0.00622314-0j -4.49638e-05-0j -0.0420273-0j 9.39524e-06-0j 6.34497e-05-0j 0.051029-0j -7.70398e-05-0j -0.00957544-0j -0.001121-0j 9.77113e-07-0j 0.0317002-0j -0.00883173-0j 0.00371117-0j -0.0421747-0j -3.23481e-06-0j 0.0226477-0j -0.00103394-0j -0.00493743-0j 9.01222e-07-0j -0.00763242-0j 0.00265139-0j 4.30367e-06-0j 0.0379238-0j -2.31106e-06-0j -0.000893533-0j 7.78841e-07-0j 0.00443977-0j -3.86989e-06-0j 5.22729e-05-0j -0.00125772-0j -0.00102546-0j -0.000169557-0j -0.000104116-0j 6.41711e-08-0j 4.57388e-05-0j 0.00407964-0j 3.04925e-05-0j 0.00021842-0j 0.00332626-0j 0.000337719-0j -0.000156388-0j -0.0011005-0j -2.08151e-07-0j -0.000733669-0j 1.88663e-05-0j -0.000897275-0j 3.72671e-05-0j -0.00525531-0j -0.000598183-0j 0.000156047-0j -0.00428482-0j -9.11013e-05-0j -6.07342e-05-0j 0.00376278-0j -0.000435042-0j 5.61497e-08-0j -0.000267951-0j 0.00306791-0j -0.000453934-0j 3.74331e-08-0j -0.000896668-0j 2.68135e-07-0j 0.000157982-0j -0.000370107-0j 0.000311489-0j -0.00375457-0j -0.000731082-0j -3.75774e-05-0j -0.00306122-0j -1.91984e-07-0j 0.00644705-0j -7.42276e-05-0j -0.000310809-0j 0.00525649-0j 2.31606e-08-0j 4.57497e-08-0j -0.00380114-0j 0.000533697-0j -0.00309919-0j 1.91565e-07-0j -0.000314664-0j -3.2894e-07-0j 1.93941e-07-0j 
-0.000374034-0j -0.00038875-0j -0.00213262-0j -0.00247502-0j -0.00138215-0j -0.00530702-0j -0.000379801-0j 0.00597698-0j 0.0111587-0j 0.000427747-0j -0.0052602-0j 0.00079858-0j -0.00037645-0j -0.0105618-0j -0.000755861-0j 2.01006e-05-0j 0.0322034-0j -4.24779e-05-0j -2.19193e-05-0j -1.80116e-05-0j -0.0351171-0j -1.87203e-05-0j 4.63212e-05-0j 4.6088e-05-0j -0.0288567-0j -0.029992-0j 3.80634e-05-0j -1.16733e-05-0j 0.0738381-0j 3.95609e-05-0j 4.48366e-05-0j -9.73962e-05-0j -0.018702-0j 2.46688e-05-0j 0.0718332-0j -9.47516e-05-0j 1.58411e-05-0j -0.000124487-0j 0.0295541-0j -1.69253e-05-0j 0.00604536-0j -3.72608e-06-0j -1.34664e-05-0j 0.000133008-0j 9.24064e-06-0j -1.39962e-05-0j -0.0315769-0j -0.00645914-0j 1.51664e-05-0j 0.000105825-0j 3.98111e-06-0j -7.26176e-05-0j -2.80985e-05-0j -0.0251237-0j 8.46951e-06-0j 0.000109989-0j 0.0172399-0j 2.94288e-05-0j -0.0261121-0j -0.00513911-0j 0.00352646-0j -0.000119185-0j -0.0053413-0j 3.16751e-06-0j -2.68001e-05-0j 0.0282953-0j 0.000220812-0j -2.17355e-06-0j -6.65577e-05-0j 3.29213e-06-0j 2.76766e-05-0j -0.0524222-0j 0.00578787-0j -0.000231266-0j 0.0158012-0j -0.0107231-0j 0.0549041-0j -3.56737e-06-0j 0.000210609-0j 0.00323218-0j 0.0112308-0j -0.0499999-0j 6.60922e-06-0j -1.99217e-06-0j -0.000217497-0j -0.0102276-0j 0.0516351-0j -6.92212e-06-0j 0.0105621-0j 6.30382e-06-0j -6.50998e-06-0j 
-9.34534e-05-0j 3.20828e-05-0j -0.000535149-0j 0.00194893-0j -0.000386291-0j -0.000217719-0j 0.00447791-0j -0.000254006-0j -0.000138086-0j 0.00522422-0j 0.000654111-0j 0.00284006-0j -0.0134533-0j -9.16755e-05-0j 0.00188552-0j 1.65787e-06-0j 0.00401945-0j -0.0153505-0j 1.87276e-06-0j -4.50026e-06-0j 0.00454045-0j 1.54495e-06-0j -0.0173403-0j 1.18778e-06-0j -0.0109107-0j 0.00374568-0j 0.0416687-0j -3.24846e-06-0j 0.00287973-0j -0.014305-0j 3.52659e-07-0j -0.0109979-0j -0.00787577-0j 0.0300781-0j 0.000855009-0j -0.00326533-0j 1.30655e-06-0j -3.12381e-05-0j -2.56311e-05-0j 1.44609e-06-0j -0.0354524-0j -0.00416456-0j -3.36461e-06-0j -3.45743e-05-0j 7.62155e-07-0j 1.15508e-06-0j -2.83684e-05-0j -0.0392387-0j -3.92537e-06-0j 8.04439e-05-0j -0.00460932-0j -1.82222e-05-0j 5.89093e-06-0j 6.60047e-05-0j 7.78033e-07-0j -2.76166e-05-0j -1.49515e-05-0j 7.32597e-07-0j -2.26596e-05-0j 0.0912965-0j -0.0206806-0j 9.38512e-05-0j -0.0313423-0j 0.0107245-0j -1.41674e-06-0j 7.70055e-05-0j -0.000140845-0j -0.00242933-0j -1.86019e-05-0j -0.00368175-0j 1.25581e-07-0j -0.000115564-0j 0.106513-0j -1.75155e-05-0j -1.5263e-05-0j -0.159847-0j -1.43716e-05-0j 0.0125119-0j 3.38727e-05-0j -0.0211114-0j -0.0198786-0j 2.77928e-05-0j -0.018777-0j -0.00247994-0j -3.00249e-06-0j 0.0384424-0j -2.46356e-06-0j -0.00233511-0j -0.00340755-0j 0.00451579-0j -0.000400282-0j 
-2.36679e-06-0j 2.30845e-06-0j -0.000131103-0j 1.42927e-06-0j -9.37411e-05-0j -1.69738e-07-0j -0.00112428-0j 6.74742e-09-0j -1.21267e-07-0j 4.46925e-05-0j 1.6727e-07-0j -0.000803228-0j 0.00110794-0j 2.09463e-07-0j 0.00138741-0j -1.2357e-07-0j 5.2373e-06-0j 0.0119415-0j -2.41847e-09-0j 2.24139e-07-0j 1.02502e-07-0j -2.18615e-07-0j 0.000233715-0j -1.72784e-09-0j -9.49973e-06-0j 9.26558e-06-0j -0.0216602-0j 1.60264e-07-0j 7.32313e-08-0j 0.0211264-0j 1.02865e-07-0j 0.000166974-0j -6.79248e-06-0j -0.0154875-0j -4.35976e-06-0j -0.00994065-0j -9.73846e-08-0j 3.89141e-06-0j -9.93927e-09-0j -1.86747e-09-0j -9.31036e-05-0j -0.0739481-0j -8.52115e-08-0j 7.46224e-08-0j 2.80244e-07-0j 8.31112e-08-0j -1.90597e-10-0j -1.78537e-06-0j 3.38732e-09-0j 3.40498e-06-0j -0.00141804-0j -1.11983e-05-0j -3.51479e-08-0j -8.69686e-09-0j -2.22163e-07-0j -3.32106e-06-0j 2.86023e-08-0j 5.93775e-08-0j 8.4825e-09-0j -8.14656e-05-0j 0.000267925-0j -1.35355e-07-0j 7.94577e-05-0j -0.0647046-0j 1.05154e-07-0j 3.45717e-10-0j 1.40448e-06-0j 0.212801-0j 8.87747e-06-0j 0.0631097-0j 4.58281e-08-0j -3.58727e-09-0j 3.23841e-06-0j -2.37268e-06-0j -2.26745e-08-0j -3.36029e-05-0j 6.06019e-09-0j 0.00257213-0j -4.20187e-06-0j -0.000212397-0j 5.67673e-05-0j 1.07322e-08-0j -0.0266893-0j -0.168698-0j -1.83125e-06-0j 0.000100531-0j 4.67731e-09-0j 0.0450878-0j 4.38135e-05-0j 0.0798477-0j 0.0347992-0j 
-0.000183369-0j -0.000875653-0j 0.00205304-0j -0.00744544-0j 0.00177424-0j -1.31506e-05-0j -0.008438-0j 4.49638e-05-0j -9.39524e-06-0j 0.0288508-0j -6.34497e-05-0j -0.0060284-0j -0.0407121-0j 7.70398e-05-0j 0.0494322-0j 0.0013821-0j 0.00016129-0j -0.00192134-0j -0.00457553-0j 0.00127475-0j -0.000533963-0j 0.0060874-0j 0.00636074-0j -0.00326892-0j 0.000148763-0j 0.000710398-0j -0.00177211-0j 0.00110165-0j -0.000381482-0j -0.00846249-0j -0.00547383-0j 0.00454433-0j 0.000128562-0j -0.00153147-0j -0.000638795-0j 0.00760953-0j -7.54495e-06-0j -0.0173007-0j -7.70053e-07-0j 2.44734e-05-0j -0.000698763-0j -0.000254139-0j -6.60183e-06-0j 0.0561182-0j -4.40122e-06-0j -3.15262e-05-0j 2.49781e-06-0j 0.00226657-0j 2.25726e-05-0j -0.0151382-0j 0.000824349-0j -0.0100921-0j -2.72312e-06-0j -6.73796e-07-0j -5.37904e-06-0j -0.0722903-0j -4.49198e-07-0j -2.25234e-05-0j -3.21763e-06-0j -0.000611417-0j -0.000407612-0j 0.0517596-0j -0.00291974-0j -0.000222372-0j 3.86753e-05-0j 2.30381e-06-0j -0.00624417-0j -0.000148248-0j -0.0123343-0j -0.00106191-0j -2.28027e-05-0j -2.77927e-07-0j 0.00209053-0j -0.0516467-0j -5.48996e-07-0j -0.000252197-0j -2.29878e-06-0j 0.000760322-0j 0.0886835-0j -0.000498171-0j -0.00208597-0j 3.94728e-06-0j -9.17238e-05-0j -0.000181184-0j -0.0522872-0j 0.00358185-0j -2.32729e-06-0j -0.000758664-0j -0.00211184-0j 0.00130272-0j -0.000768073-0j 
