0.00725717-0.0250729j 0.00838309+0.0359429j 0.00644839+0.0211535j -0.00541109+0.00832667j -0.00287127-0.00753865j -0.00668359-0.0183769j -0.00699277+0.0026362j 0.00403784+0.0107937j -0.0050017-0.00937803j 0.000952206+0.0120984j 0.000190181+0.0018761j -0.00453935-0.0123539j 0.00717628-0.006217j -0.00231572+0.00158625j -0.00464849-0.0103443j -0.00303204-0.0114275j 0.000312662+0.00887002j 0.00241915-0.00517576j 0.00356465+0.00124261j -0.00250505-0.0026692j -0.00217516-0.00576948j 0.000484052-0.00110756j 0.00121948-0.000365341j 0.00114688-0.00345512j 0.0028415+0.0106537j 0.00618748+0.000644396j 0.00428175+0.00410571j -0.00128209-0.00141j 0.000464701-0.00641697j -0.000932514-0.000640418j -0.00341455-0.000986016j 0.00733665+0.00642112j 0.00378469+0.000330177j 0.00489288+0.00162542j 0.00580271-0.00425303j 0.00332357-0.00122757j 0.00196123+0.00122715j 0.00535795-0.00204462j 0.00396092-0.00168077j 0.00199476+6.08379e-05j 0.00412896+0.00846185j 0.00264659+0.000884075j -0.000461433-0.000768751j 0.0106593+0.00560757j -0.0031502-0.0121353j -0.00440895-0.00946891j 0.00243394+0.000977802j 0.00298245+0.00338431j 0.000714814-0.00606949j 0.000353068+0.00324754j -0.0162027-0.0054259j -0.00915503-0.00505866j -0.013847-0.0135036j 0.00615647+0.00728067j 9.32719e-05-0.0143927j -0.00178214-0.0337488j 0.037575+0.0183944j 0.0208004+0.048087j 0.0290638-0.0294347j 0.0314548+0.0311201j 0.00287668+0.0465956j -0.00316699+0.0153474j -0.0123204+0.000197285j 0.00473186-0.0355194j -0.00387029-0.0280737j 0.00467145-0.00406225j 0.00393154-0.0423511j 0.0347106+0.0192807j 0.0109827-0.402536j 
0.000194724-0.0104113j 0.00114052+0.00318945j -0.0028172-0.00643327j -0.000300669-0.0386049j 0.000914915+0.00669875j -0.00483445+0.00645178j 0.00170861-0.00924138j -0.00247531+0.00026657j 0.00147763-0.0564335j 0.0036491+0.0211786j 0.00326718+0.0612957j -0.000990444+0.0210397j 0.006627+0.0207814j -0.00534384-0.0185267j -0.00170764+0.0276451j -0.00178984+0.00502497j -0.00747585+0.0642214j -0.00572977+0.132587j 0.00442964+0.0135078j 0.0041955+0.0171556j -0.0045695+0.00690246j 0.00111555-0.0146561j 0.00590329-0.0808449j 0.00981722-0.0261232j 0.0013407-0.0393364j -0.0082357+0.103052j 0.0047026-0.0657735j 0.00633239-0.00632464j -0.00623069+0.0450855j -0.00873918-0.0504323j -0.0181122-0.0347349j -0.0152906+0.112625j -0.00865757-0.0117692j 0.00218848+0.00459402j -0.0350859+0.00453076j 0.0381386-0.0214762j -0.00348275+0.279631j 0.0119539-0.118737j -0.0177042+0.0191873j -0.00154731+0.0913487j -0.000303539-0.339443j -0.0156412+0.0732082j -0.00417362-0.148319j 0.000792504-0.00649356j 0.00264855-0.18232j 0.0142414+0.339284j -0.00140338+0.0862034j 0.00535873-0.0135255j -0.00182944-0.142018j 0.00538379+0.0795459j 0.00447218+0.261168j -0.00706223-0.0222257j 0.000446715+0.0199726j 0.00136821+0.049296j 0.000200621+0.186335j 0.00115063-0.113824j 0.00699597+0.0433945j 0.00269025+0.0703807j -0.00312963+0.0488633j -0.00425515+0.0106784j -0.0026228-0.119273j -0.00621148-0.0369768j -0.00186681+0.00965813j -0.00585438-0.0206312j 0.00101661+0.00500181j 0.00140035-0.000324658j 0.00307331+0.0468318j 5.02257e-05+0.00768256j 0.000359754+0.00164462j 
-0.000974409-0.000954856j -0.000291851-0.00580602j 0.000253701-0.0391539j 0.000138057-0.029716j 0.00193528-0.0635139j 0.00496798-0.0125498j -0.00122695+0.0328955j -0.00151513+0.0265208j -0.00225591+0.0239641j 0.00218082-0.00981804j 2.69106e-05-0.028103j 0.00725725-0.0930584j -0.00221214+0.0308913j -0.00118885-0.0607587j -0.00397767+0.00178895j -0.0015587-0.0469096j 0.00151364+0.0686757j 0.00651923+0.0543701j 0.00689934+0.0083142j -0.00425796-0.0803708j -0.00641769+0.02925j 0.00200511-0.0931335j 0.00284537+0.116662j -0.00179363-0.00691337j 0.00507701-0.104108j -0.00597732+0.0800821j -0.00844247-0.0302058j 0.0112909-0.0232807j -0.00265805-0.0440192j -0.00930712+0.0882048j 0.0158735+0.0448412j 0.00186428-0.0574096j 0.0206867+0.0750557j -0.0926244+0.0403679j -0.0211808-0.0663217j -0.0463227-0.0613278j 0.00491459+0.0229155j 0.00131665-0.0486666j 0.00778944-0.146398j -0.00497071-0.111216j -0.00632628+0.172618j -0.0135459-0.0783146j -0.0270718-0.0514916j -0.000232646-0.179299j 0.00545327+0.0573141j -0.00556682+0.134116j -0.00687-0.0562881j 0.00203333-0.441845j 0.00129268-0.257861j -0.00455265-0.186617j -0.00392474+0.0756145j 0.0043776-0.0175278j -0.00652152-0.0401147j 0.00299978-0.0724566j -0.00714598+0.0877203j 0.00928307-0.00794084j 0.00400098+0.257964j -0.00322234-0.0120086j -0.00567896-0.113248j -0.00159463-0.0307338j 0.00341387+0.0522138j -0.00243011-0.0484047j -0.00473694-0.0678149j 0.00587424+0.0170259j -0.00262176+0.0986299j -0.0012999-0.0430763j 0.000668301-0.0189836j -0.000398314+0.000111911j -0.000830271-0.011155j 
0.000968188-0.0108562j 0.00075704+0.0155187j 0.000131051-0.0219578j 0.000649705-0.040749j -0.0022032-0.0147508j 0.00374012-0.0503987j -0.000343001+0.0270983j 0.00375549-0.0351262j 0.00308981-0.0977246j 0.00748884+0.0457475j 0.00370967-0.0167068j -0.00153469-0.0344492j 0.0135168+0.0731394j -0.00183916+0.090065j -0.000478895+0.0203115j 0.000857812+0.012746j 0.00139692-0.015703j 0.00198091+0.0221314j 0.00250594+0.108851j -0.00056025+0.0613835j -0.00304355-0.148101j -0.00225094-0.056209j 0.0046124-0.0064729j -0.00783128-0.029388j 0.00350076-0.0253689j -0.014824-0.138627j 0.00861349+0.209676j 0.0170763+0.079032j 0.00162703-0.0893243j 0.0114622+0.0582152j -0.000337242+0.0787019j 0.000772765-0.0069508j -0.00874115+0.0947459j -0.00107859-0.0342414j 0.00939579-0.0518657j -0.0906732-0.0516745j 0.000693786-0.130557j -0.021847+0.056611j 0.0145102-4.06147e-05j -0.0257695+0.189576j 0.00298475-0.117406j -0.0087774+0.126908j -0.000555148+0.0692755j 0.00135304-0.0130231j 0.00211493-0.13451j 0.00720297+0.138485j 0.0150802+0.0705077j -0.00240263+0.0415019j 0.00814445-0.124226j -0.00875099-0.121757j 8.27514e-06-0.138846j 0.00740243-0.0390294j -0.00653533-0.0487453j 0.0021014+0.0473537j -0.00352086-0.185178j 0.00169751+0.104643j 0.00288649+0.106669j 0.00567317+0.0205649j -0.00670338-0.224678j -0.00627306-0.0916555j -0.00426313+0.0732806j -0.00494431-0.0899162j -0.0012814-0.012859j 0.00540006+0.0398181j 0.0037028+0.0618296j 0.00247826+0.0587895j -0.00431846+0.00219015j -0.000365024-0.00741906j -0.000352069+0.00340698j 
-0.000711709-0.0158662j 0.00046171-0.0120468j 0.00392776-0.00982472j -0.000911359+0.044833j 0.000710741-0.0271595j 0.00409603-0.084197j -0.0043823+0.015533j 0.00404334-0.019506j 6.2998e-05-0.0116524j 0.00192254-0.0226723j 0.00189238-0.0969748j 0.00854684-0.0407332j 0.000141992-0.0454852j -0.00031027+0.171415j 0.00159305-0.019447j 0.00177098-0.050979j -0.00638764+0.124574j -0.00611053+0.0513686j -2.49069e-05-0.047731j -0.00349992-0.102997j -0.00450923-0.00284341j 0.00804393-0.109946j 0.0192371-0.0952044j -0.0120579+0.00653034j 0.0111284-0.230768j 0.0123599-0.0397806j -0.00244354-0.00773785j 0.00790034-0.1199j -0.00333726-0.124695j -0.0151433+0.0145542j -0.011762-0.154284j -0.0109807-0.0628258j -0.0092722-0.122685j 0.0500853-0.083526j -0.0163704-0.0411042j -0.131627-0.0380056j -0.00764897+0.064253j -0.00571225-0.216095j 0.0110107-0.0360987j 0.00715213-0.0402536j 0.00196619+0.0168534j -0.00450149-0.115929j -0.00492218-0.195398j -0.0159621-0.134185j -0.0122223-0.158309j -0.000381256-0.0663609j 0.00786066-0.0124236j 0.00379615+0.151926j 0.00469564+0.142513j -0.00575179+0.0836636j -0.0034089-0.16375j 0.00309124-0.0623177j -0.00488216+0.0640354j 0.00507466-0.0181526j -0.000644819+0.0349786j -0.00325881+0.0912621j 0.00330228+0.109488j -0.000731976-0.0334835j -0.00330434+0.0145355j -0.00479965-0.0227571j -0.0028328+0.103211j 0.00166804+0.0691233j -0.000442439+0.100043j 0.00623196+0.00136388j 0.00120816+0.0443318j -0.00166965-0.0344851j -0.00142045-0.0312157j 0.000260811+0.0404968j 0.000719251-0.00851012j 
-0.00257503+0.0198681j -0.00014209-0.0315425j -0.00137149-0.0219778j 8.79788e-05+0.00984087j -0.000989354-0.0350652j -0.00376822+0.00568692j 0.00288416+0.0506877j 0.00256207+0.0202906j 0.00114867+0.0964343j 0.000152126-0.0131669j 0.00549736-0.0391539j 0.000967904-0.0333667j 0.0003333-0.0285782j 0.000123629-0.0411167j 0.00745391-0.122715j 0.00710048-0.0560167j -0.000912358+0.00917925j 0.00294268-0.139737j 0.00459073-0.0645703j 0.00677376-0.00881045j -0.00545983+0.175144j -0.00328144+0.0140608j -0.00560798-0.093032j -0.00529427+0.025588j -0.000152578+0.0517705j -0.00435966+0.162896j 0.00138114+0.0234401j 0.00751449-0.026054j 0.00504851+0.0710092j 0.00200152-0.116383j -0.00569363-0.249092j 0.00319205+0.16842j 0.0259406-0.113496j 0.0623608-0.15652j -0.0508958+0.0244189j -0.0560464+0.0109654j 0.00480078-0.0491062j -0.0124133-0.168372j -0.00819163+0.203708j -0.00968841+0.00789489j 0.00489336-0.109369j 0.00193095-0.0509385j -0.00375196-0.178399j -0.00177627+0.115748j 0.00858328+0.0480555j 0.000834242+0.207281j 0.00850201-0.0959531j -0.00715109+0.00891374j 0.00470743-0.135773j 0.000249986-0.0032232j -0.00555668-0.164754j 0.00107719-0.222843j 8.14289e-05+0.100675j 0.00267611+0.03477j -5.38657e-05-0.122723j 0.00133536+0.0704748j -0.000973909-0.0356468j 0.00245754+0.030412j 0.00206269-0.0793175j 0.000239006-0.00334067j -0.00191129-0.00157038j -0.00183414-0.0746184j 0.00290966+0.000694435j -0.000934875-0.0146843j 0.00360119+0.0659966j 0.000473093+0.0133467j 0.000428734-0.0518256j 0.00125772-0.0315115j -0.0027209-0.0188817j 
-0.000693018-0.00300176j 0.0183059-0.00116377j 0.0665019-0.013751j -0.0621347+0.0195922j 0.0486373-0.00749599j -0.0222735+0.00997888j -0.0514943-0.00304353j 0.0202599-0.0118977j -0.0206618-0.00563283j -0.0137083+0.00924158j 0.122451-0.0611172j -0.0795862+0.0627078j 0.104288-0.0402085j -0.143707+0.0618147j 0.0654255-0.0278822j -0.029912+0.0255199j -0.0625854+0.0315858j 0.0244069+0.00387105j 0.101314-0.0159845j -0.186816+0.0778666j -0.126699+0.0530501j 0.100317+0.00449938j 0.0138578-0.0315387j 0.0468097-0.0210551j 0.0459771+0.00547478j 0.0147946-0.00207082j -0.0457875+0.0372097j -0.120783+0.051905j -0.00357472+0.0281793j -0.0921587+0.0218647j -0.0973904+0.0315288j -0.110924+0.0124283j -0.118919+0.0233963j -0.227545-0.0585369j 0.0764754+0.112885j -0.000529581-0.0155625j -0.126059+0.00132693j -0.119026-0.0144368j 0.083375-0.0392186j -0.0950029+0.0271831j -0.00419247+0.0382561j 0.124377-0.0503645j 0.0519801-0.0347607j -0.00182776-0.0398819j 0.0315489-0.0141334j -0.0543968-0.00100821j 0.0122772-0.0351943j -0.0991314+0.00855878j 0.127853-0.0520188j 0.192374-0.0697362j -0.104149+0.0199456j -0.0256633-0.000759647j -0.0632237+0.0243851j -0.0352187+0.0170699j -0.0579056+0.0422934j 0.138308-0.0700191j 0.103691-0.0369105j -0.0769119+0.0605948j -0.120666+0.0639004j 0.011492-0.0111697j -0.0254627-0.0152596j -0.0160056+0.0172547j 0.050392-0.00113785j 0.0229792-0.0118596j -0.050215+0.0067171j -0.0621539+0.0194878j 0.0662035-0.0167661j 0.0178974-0.0012958j 0.00227526+0.00478209j 
0.0165886-0.0224549j -0.0138767+0.0201981j -0.0375838+0.0258532j 0.00668993-0.0077201j -0.041455+0.0387186j 0.00148735+0.00602263j 0.0277646-0.0506719j 0.0250939-0.0460022j 0.0232553-0.0773413j 0.0222216+0.0216833j 0.017716-0.100114j -0.042578+0.143097j 0.00350895-0.0157945j -0.0417175+0.122103j 0.0101327-0.0777208j -0.0435727+0.0721368j 0.0624406+0.0217877j 0.0237755+0.0293015j -0.0245695+0.0245902j 0.0107831+0.10403j -0.000935799+0.0319849j -0.0745538+0.115711j 0.0262007-0.153533j 0.038994+0.0497527j 0.0193385+0.0313622j 0.0456626-0.0813446j -0.0541112+0.135673j 0.0143783+0.0778629j -0.000296551+0.164813j 0.0111968-0.00388644j -0.0121465+0.00825181j 0.0740191-0.156634j 0.0851196-0.134227j 0.0928227-0.0587414j -0.156069-0.180002j -0.0180767-0.0992039j 0.0881311-0.134867j 0.0844447-0.157077j -0.0391576+0.00359331j -0.00532189-0.00765587j -0.0201313+0.158542j -0.00536184-0.0776922j 0.071886-0.136719j 0.0313982-0.0844777j -0.0127258+0.031527j -0.0424372-0.0558454j 0.0231365-0.150722j 0.0622583-0.120281j -0.000321085-0.0337898j -0.00146485-0.10166j 0.0101745-0.0313906j -0.035599-0.0278991j 0.0705086+0.0192099j -0.0510235+0.072369j -0.00200674+0.0755765j 0.0307629-0.123568j -0.00399974-0.0153426j -0.0277197+0.145218j -0.0163511+0.0977966j -0.0277554-0.023309j 0.0194106-0.0721556j -0.0154317+0.04889j -0.0274509+0.0517526j 0.00477332-0.0042342j 0.0364716-0.0413937j 0.0085956-0.00666749j -0.0326557+0.0303305j -0.016177+0.0189818j -0.0109537+0.0255328j 
0.0205521-0.00142687j -0.00882369+0.00776408j -0.0304013+0.0153319j -0.00180378+0.018198j -0.0359632+0.0237952j 0.0113593+0.0148974j -0.0455323-0.00538123j 0.032459-0.00345954j -0.027178+0.0219391j 0.068105-0.0637869j 0.00240644-0.00650005j 0.0342204-0.00906252j 0.00877432-0.0379297j -0.10145+0.00981962j 0.000254672+0.0286573j -0.104691+0.0296364j 0.155708-0.118189j 0.12684-0.0855413j 0.0937248-0.00820194j -0.075937-0.053655j 0.0103051+0.0310111j 0.00981224+0.00625317j -0.00571618+0.0915898j 0.0754469-0.180816j 0.0402426-0.0603899j 0.0295532-0.00962281j -0.148235-0.00821666j -0.025766-0.0603567j 0.039789-0.13454j -0.0711796+0.0224895j 0.0783216+0.0501495j 0.00445462+0.0186958j 0.0748654+0.00288634j 0.199959-0.0786187j -0.0766135-0.0754806j 0.104942-0.0800253j 0.0593331-0.0021912j -0.0222972+0.0166747j -0.00992263+0.00325503j -0.0640079+0.034641j 0.050473-0.135597j 0.0213668+0.0464648j 0.13456-0.0161829j 0.0162386-0.0097141j 0.0588859-0.0389286j -0.0940622+0.160719j 0.00217444+0.0953695j -0.00328934-0.000564034j -0.00967883-0.0426778j 0.0782012+0.0481473j -0.0955756+0.0128136j -0.110727+0.0936091j 0.139432-0.129864j -0.103453+0.0395059j -0.00319724-0.0417835j 0.103982-0.0061394j 0.01807-0.0313022j 0.0243162-0.0152757j -0.00584065-0.00282949j -0.0682629+0.0663998j -0.0190475+0.0381935j -0.0318766+0.00186121j 0.0461669+0.00435154j -0.0143322-0.0152502j 0.0339557-0.0244041j -0.00242406+0.0224933j -0.0278373+0.0235653j -0.00897403+0.00552624j -0.0190504+0.00667539j 
0.00550301-0.000792209j 0.00219268-0.0139931j -0.00600216-0.0170123j -0.0033993-0.0386434j -0.00118944-0.0259993j 0.0132511-0.0544812j -0.0481689+0.107405j 0.00289927-0.00471136j -0.0335471+0.0199311j 0.0387228+0.0218069j -0.0238112+0.076807j 0.0520707-0.125052j 0.00194124+0.0683483j -0.0330349+0.0280394j -0.0184494-0.0178901j -0.0503427+0.0145411j 0.0645542+0.030935j 0.0583553+0.000171758j 0.0809728-0.11993j -0.0516794+0.118195j 0.011747-0.125651j 0.0416718-0.0934862j -0.0147716-0.0748824j 0.0371504+0.189844j 0.0218179+0.00283081j -0.0294336+0.0467896j -0.0667294+0.0754055j -0.0202803+0.0701555j 0.0448064+0.0910124j -0.0493011+0.0281334j 0.019028-0.100903j -0.0705337+0.0837892j -0.00805763-0.00223386j -0.0173951+0.0564345j 0.135038-0.110541j -0.150142-0.0890399j 0.0157802-0.0033556j -0.0247841+0.085248j -0.0455193+0.13293j -0.0351628+0.0390042j 0.0355848+0.0933971j 0.00316272-0.080594j 0.0473472-0.0928236j 0.0106826+0.0525202j 0.0387682+0.02037j -0.0231216-0.198356j -0.0230546-0.0736151j -0.0388452+0.0993918j -0.0283623+0.1182j 0.031972-0.124597j -0.060429+0.127419j -0.0713957+0.00450204j 0.0759778+0.0248002j -0.0330617+0.0224475j -0.000796758+0.00827732j 0.0416651-0.0235667j -0.00243728+0.0725781j 0.0527436-0.130798j 0.0166405-0.0823798j -0.0305469-0.0186274j -0.0240071+0.0293505j -0.0138203+0.00110164j 0.0455044-0.108463j -0.0121956+0.0532241j 0.0081673+0.0274009j 0.00242405-0.0361843j -0.00322266-0.0136494j 0.0011019-0.0148138j -0.00556095+0.00242324j 
-0.0027209+0.0188817j -0.00125772-0.0315115j -0.000428734-0.0518256j -0.000473093+0.0133467j 0.00360119-0.0659966j -0.000934875+0.0146843j 0.00290966-0.000694435j -0.00183414+0.0746184j 0.00191129-0.00157038j 0.000239006+0.00334067j 0.00206269+0.0793175j -0.00245754+0.030412j 0.000973909-0.0356468j 0.00133536-0.0704748j -5.38657e-05+0.122723j -0.00267611+0.03477j -8.14289e-05+0.100675j 0.00107719+0.222843j -0.00555668+0.164754j 0.000249986+0.0032232j 0.00470743+0.135773j -0.00715109-0.00891374j -0.00850201-0.0959531j 0.000834242-0.207281j -0.00858328+0.0480555j 0.00177627+0.115748j -0.00375196+0.178399j 0.00193095+0.0509385j -0.00489336-0.109369j 0.00968841+0.00789489j -0.00819163-0.203708j 0.0124133-0.168372j -0.00480078-0.0491062j 0.0938523-0.129463j -0.0612086+0.0328956j -0.06579-0.0104647j -0.0259406-0.113496j -0.00319205+0.16842j -0.00569363+0.249092j -0.00200152-0.116383j -0.00504851+0.0710092j 0.00751449+0.026054j 0.00138114-0.0234401j 0.00435966+0.162896j 0.000152578+0.0517705j -0.00529427-0.025588j 0.00560798-0.093032j -0.00328144-0.0140608j -0.00545983-0.175144j 0.00677376+0.00881045j 0.00459073+0.0645703j 0.00294268+0.139737j 0.000912358+0.00917925j -0.00710048-0.0560167j 0.00745391+0.122715j 0.000123629+0.0411167j -0.0003333-0.0285782j -0.000967904-0.0333667j 0.00549736+0.0391539j 0.000152126+0.0131669j -0.00114867+0.0964343j 0.00256207-0.0202906j 0.00288416-0.0506877j -0.00376822-0.00568692j -0.000989354+0.0350652j -8.79788e-05+0.00984087j 0.00137149-0.0219778j 0.00014209-0.0315425j -0.00257503-0.0198681j 
0.000719251+0.00851012j -0.000260811+0.0404968j 0.00142045-0.0312157j 0.00166965-0.0344851j 0.00120816-0.0443318j 0.00623196-0.00136388j -0.000442439-0.100043j 0.00166804-0.0691233j 0.0028328+0.103211j -0.00479965+0.0227571j -0.00330434-0.0145355j 0.000731976-0.0334835j -0.00330228+0.109488j -0.00325881-0.0912621j -0.000644819-0.0349786j -0.00507466-0.0181526j 0.00488216+0.0640354j 0.00309124+0.0623177j -0.0034089+0.16375j -0.00575179-0.0836636j 0.00469564-0.142513j 0.00379615-0.151926j -0.00786066-0.0124236j -0.000381256+0.0663609j 0.0122223-0.158309j 0.0159621-0.134185j -0.00492218+0.195398j -0.00450149+0.115929j -0.00196619+0.0168534j -0.00715213-0.0402536j 0.0110107+0.0360987j 0.00571225-0.216095j 0.00764897+0.064253j 0.00172723-0.109367j -0.0054197-0.0176438j -0.131948-0.0223059j 0.0092722-0.122685j 0.0109807-0.0628258j -0.011762+0.154284j 0.0151433+0.0145542j 0.00333726-0.124695j 0.00790034+0.1199j -0.00244354+0.00773785j -0.0123599-0.0397806j -0.0111284-0.230768j -0.0120579-0.00653034j -0.0192371-0.0952044j 0.00804393+0.109946j -0.00450923+0.00284341j -0.00349992+0.102997j -2.49069e-05+0.047731j -0.00611053-0.0513686j 0.00638764+0.124574j -0.00177098-0.050979j 0.00159305+0.019447j -0.00031027-0.171415j -0.000141992-0.0454852j -0.00854684-0.0407332j 0.00189238+0.0969748j 0.00192254+0.0226723j -6.2998e-05-0.0116524j 0.00404334+0.019506j -0.0043823-0.015533j 0.00409603+0.084197j 0.000710741+0.0271595j 0.000911359+0.044833j -0.00392776-0.00982472j -0.00046171-0.0120468j -0.000711709+0.0158662j 
0.000352069+0.00340698j -0.000365024+0.00741906j -0.00431846-0.00219015j 0.00247826-0.0587895j -0.0037028+0.0618296j -0.00540006+0.0398181j 0.0012814-0.012859j 0.00494431-0.0899162j -0.00426313-0.0732806j 0.00627306-0.0916555j 0.00670338-0.224678j 0.00567317-0.0205649j 0.00288649-0.106669j -0.00169751+0.104643j 0.00352086-0.185178j 0.0021014-0.0473537j -0.00653533+0.0487453j -0.00740243-0.0390294j -8.27514e-06-0.138846j 0.00875099-0.121757j -0.00814445-0.124226j 0.00240263+0.0415019j 0.0150802-0.0705077j -0.00720297+0.138485j 0.00211493+0.13451j 0.00135304+0.0130231j 0.000555148+0.0692755j 0.0087774+0.126908j 0.00298475+0.117406j -0.0257695-0.189576j -0.0145102-4.06147e-05j -0.021847-0.056611j 0.000693786+0.130557j 0.0259388+0.0318206j 0.00421719+0.0350141j 0.107639+0.0181252j -0.00874115-0.0947459j 0.000772765+0.0069508j 0.000337242+0.0787019j 0.0114622-0.0582152j 0.00162703+0.0893243j -0.0170763+0.079032j -0.00861349+0.209676j -0.014824+0.138627j 0.00350076+0.0253689j 0.00783128-0.029388j 0.0046124+0.0064729j 0.00225094-0.056209j 0.00304355-0.148101j 0.00056025+0.0613835j -0.00250594+0.108851j -0.00198091+0.0221314j 0.00139692+0.015703j 0.000857812-0.012746j 0.000478895+0.0203115j 0.00183916+0.090065j 0.0135168-0.0731394j -0.00153469+0.0344492j -0.00370967-0.0167068j -0.00748884+0.0457475j 0.00308981+0.0977246j -0.00375549-0.0351262j 0.000343001+0.0270983j -0.00374012-0.0503987j 0.0022032-0.0147508j 0.000649705+0.040749j 0.000131051+0.0219578j 0.00075704-0.0155187j -0.000968188-0.0108562j 
-0.000830271+0.011155j 0.000398314+0.000111911j -0.000668301-0.0189836j 0.0012999-0.0430763j -0.00262176-0.0986299j 0.00587424-0.0170259j -0.00473694+0.0678149j -0.00243011+0.0484047j -0.00341387+0.0522138j -0.00159463+0.0307338j -0.00567896+0.113248j 0.00322234-0.0120086j -0.00400098+0.257964j 0.00928307+0.00794084j -0.00714598-0.0877203j -0.00299978-0.0724566j 0.00652152-0.0401147j 0.0043776+0.0175278j -0.00392474-0.0756145j -0.00455265+0.186617j 0.00129268+0.257861j 0.00203333+0.441845j 0.00687-0.0562881j -0.00556682-0.134116j -0.00545327+0.0573141j 0.000232646-0.179299j -0.0270718+0.0514916j -0.0135459+0.0783146j 0.00632628+0.172618j 0.00497071-0.111216j 0.00778944+0.146398j -0.00131665-0.0486666j -0.00491459+0.0229155j -0.0755532+0.0495384j -0.0260479-0.0766685j -0.0463604-0.0639904j -0.0206867+0.0750557j -0.00186428-0.0574096j 0.0158735-0.0448412j 0.00930712+0.0882048j 0.00265805-0.0440192j 0.0112909+0.0232807j -0.00844247+0.0302058j 0.00597732+0.0800821j -0.00507701-0.104108j -0.00179363+0.00691337j -0.00284537+0.116662j 0.00200511+0.0931335j -0.00641769-0.02925j -0.00425796+0.0803708j 0.00689934-0.0083142j 0.00651923-0.0543701j -0.00151364+0.0686757j 0.0015587-0.0469096j -0.00397767-0.00178895j -0.00118885+0.0607587j 0.00221214+0.0308913j -0.00725725-0.0930584j 2.69106e-05+0.028103j 0.00218082+0.00981804j 0.00225591+0.0239641j -0.00151513-0.0265208j -0.00122695-0.0328955j 0.00496798+0.0125498j 0.00193528+0.0635139j -0.000138057-0.029716j -0.000253701-0.0391539j 0.000291851-0.00580602j -0.000974409+0.000954856j 
0.000359754-0.00164462j -5.02257e-05+0.00768256j -0.00307331+0.0468318j -0.00140035-0.000324658j 0.00101661-0.00500181j -0.00585438+0.0206312j -0.00186681-0.00965813j -0.00621148+0.0369768j 0.0026228-0.119273j -0.00425515-0.0106784j -0.00312963-0.0488633j -0.00269025+0.0703807j -0.00699597+0.0433945j 0.00115063+0.113824j 0.000200621-0.186335j -0.00136821+0.049296j -0.000446715+0.0199726j -0.00706223+0.0222257j 0.00447218-0.261168j 0.00538379-0.0795459j -0.00182944+0.142018j 0.00535873+0.0135255j 0.00140338+0.0862034j 0.0142414-0.339284j -0.00264855-0.18232j -0.000792504-0.00649356j -0.00417362+0.148319j -0.0156412-0.0732082j 0.000303539-0.339443j 0.00154731+0.0913487j -0.0177042-0.0191873j -0.0119539-0.118737j 0.00348275+0.279631j -0.020079-0.00231353j -0.0406136+0.00702644j 0.0321798+0.00709389j 0.00865757-0.0117692j 0.0152906+0.112625j -0.0181122+0.0347349j 0.00873918-0.0504323j 0.00623069+0.0450855j 0.00633239+0.00632464j 0.0047026+0.0657735j 0.0082357+0.103052j -0.0013407-0.0393364j 0.00981722+0.0261232j -0.00590329-0.0808449j 0.00111555+0.0146561j -0.0045695-0.00690246j 0.0041955-0.0171556j 0.00442964-0.0135078j -0.00572977-0.132587j 0.00747585+0.0642214j 0.00178984+0.00502497j -0.00170764-0.0276451j -0.00534384+0.0185267j -0.006627+0.0207814j 0.000990444+0.0210397j 0.00326718-0.0612957j 0.0036491-0.0211786j -0.00147763-0.0564335j -0.00247531-0.00026657j 0.00170861+0.00924138j -0.00483445-0.00645178j 0.000914915-0.00669875j 0.000300669-0.0386049j 0.0028172-0.00643327j -0.00114052+0.00318945j 0.000194724+0.0104113j 
