0.00174945+0.00960303j 0.0408034+0.0593645j 0.0135621-0.060535j 0.000857568-0.0172202j -0.00712754+0.0184892j 0.00220966-0.0336792j -0.00772208-0.0112216j 0.0531234-0.0379651j 0.000982138-0.00443186j -0.00877557+0.00529817j 0.0118189-0.0115851j -0.0261841-0.00792213j 0.0290913-0.00708813j -0.00287461+0.0013376j -0.00669563-0.0029867j 0.00614408-9.07506e-05j 0.00368468-0.00891912j -0.0295414-0.0117154j 0.00832659-0.0100416j -0.00315164-0.00544388j -0.0136882+0.00496933j 0.00553367-0.00366823j -0.0179699-0.0173322j 0.00961724-0.0016554j 0.0045605+0.00178604j 0.0103546-0.0104465j -0.033066-0.0121132j -0.00237257-0.00665286j -0.00940534+0.00766099j -0.00512541+0.0141926j 0.00541543-0.0133227j 0.0191914+0.00793034j -0.0395303-0.0201364j -0.0168148-0.00694685j 0.0392445+0.00948798j -0.00443915-0.00517351j -0.00470252+0.00110708j 0.0238917-0.0113973j 0.0165408+0.0134251j 0.00465472-0.00339181j -0.0161969-0.0734973j 0.0663345+0.0396529j -0.0546581+0.0883125j 0.0649809+0.0133165j -0.00295963+0.0589371j -0.0152932-0.0210335j 0.0728919+0.00362305j -0.00502679-0.00917805j 0.00628036+0.0550198j -0.0812899+0.00776265j -0.0173195-0.0178173j -0.119077-0.0738226j 
-0.128596-0.159859j 0.118147-0.102567j -0.0112045-0.123773j -0.00706665-0.016882j -0.0088537-0.0995766j -0.0285869+0.0792134j 0.0502373+0.0530347j -0.00877109-0.0194123j -0.0918992+0.107017j 0.115187+0.0396403j 0.0467318+0.0168741j -0.0439015-0.0325324j 0.163485+0.131939j 0.0559978-0.0119449j 0.0962909-0.0402587j 0.0377692-0.0359189j 0.0459383+0.0548746j -0.122897+0.00288356j 0.0227987-0.0526159j -0.0300471+0.00418162j 0.0132781+0.029617j -0.0426253+0.0232505j -0.0195962+0.0321657j 0.0340219-0.0430559j 0.0365614-0.0349384j 0.0109404+0.0236216j 0.0392629-0.0166118j -0.0519881-0.0465754j 0.00302373-0.0314754j -0.0232538+0.037237j 0.0126546-0.0194556j 0.0326465+0.0524912j -0.0606993-0.0215093j -0.0542459+0.0148878j 0.00788501+0.0653455j 0.0443693-0.0453565j -0.019901+0.0375526j -0.0307473-0.0141037j 0.0347799-0.0229617j 0.0257942+0.00879104j 0.0122387+0.0125881j 0.0435298+0.0568835j 0.0124037+0.0206065j 0.027575-0.0307332j 0.0250722-0.0250621j -0.0310563-0.0161839j 0.0336015-0.00374762j -0.0234772+0.0417201j -0.0260102+0.0446999j -0.00990326-0.0261031j -0.0522913-0.00129197j 0.0186359-0.00316042j 
0.136289-0.042365j 0.172518+0.134708j 0.0741928-0.00044276j 0.0824405+0.169231j -0.159561-0.16384j 0.042699+0.0711873j -0.20651-0.0671594j 0.0326646+0.106j 0.0305842+0.0866605j -0.087514-0.0128438j 0.0564496-0.0360404j -0.126349-0.147119j -0.10949-0.124614j -0.0573649+0.0979486j -0.00354794-0.00397068j -0.0103112-0.0337098j 0.0497441+0.0154937j 0.0226749+0.0625475j -0.0245131-0.114509j -0.00473273+0.0873496j -0.0180659+0.111055j -0.00426482-0.0411663j 0.0590347+0.0276292j -0.0156071+0.0360153j -0.0202579+0.0403766j -0.0230801+0.00139505j 0.0818275+0.00625256j -0.0259641-0.024426j 0.0580687+0.00497291j -0.0091961+0.00321433j 0.0191256+0.0346789j 0.0114914-0.0174104j 0.042727+0.0036064j -0.0220361-0.0623811j -0.0650391-0.00997713j 0.00448362+0.00831749j 0.00463121+0.0380484j 0.0145342+0.0295578j 0.0502689+0.0128893j -0.0309783-0.0227788j 0.0231791+0.0118935j -0.000344936-0.0420567j -0.00278928-0.0126597j -0.0138018-0.0237228j 0.0625574+0.0169867j -0.0224111-0.029704j -0.0034154+0.0134955j 0.00787476+0.01707j -0.00619241+0.0360801j 0.0272403-0.0174429j -0.0181109+0.0439381j -0.0613238+0.046851j 
-0.0770625-0.00290811j -0.0296364-0.05974j 0.010908-0.0199064j 0.0792087-0.0173919j 0.0631492-0.0525783j 0.0274742-0.0143945j -0.025763+0.0323162j -0.0308541-0.00484913j 0.0587316+0.00495767j 0.0506061-0.166965j 0.160164-0.0319047j -0.00300627+0.0558548j -0.00529597-0.0257013j 0.0493702+0.0559968j 0.0121988+0.0927179j 0.0582597+0.0173917j -0.0297183-0.0479478j 0.0318786-0.0685378j -0.0585911-0.00962188j -0.045275+0.0341613j 0.016721-0.0133644j 0.0511121+0.0155886j -0.0337505-0.0639374j 0.0276489+0.0498441j 0.0278542+0.0534579j -0.0865464-0.00786574j -0.00921527+0.0734179j 0.0383094-0.000585868j 0.0254567+0.0245313j -0.0760393+0.0223862j -0.0432309+0.0161013j 0.000164162-0.0497359j 0.00988905-0.0128501j -0.00546971+0.0385646j 0.0309146+0.0267967j -0.0135875+0.0238575j -0.00941994-0.030193j 0.0265929-0.0180451j 0.0133454-0.0376059j 0.0118144-0.000826475j -0.0143532+0.0355999j 0.0140499-0.00930576j -0.0088168+0.012153j -0.0510859+0.0390324j 0.00525216-0.0349401j 0.0205979-0.0150453j -0.00746299-0.00977582j 0.0336262-0.0172464j 0.0310945-0.0120087j 0.0498589-0.0403147j 0.000867675+0.0299663j 0.0714672-0.00195626j 
0.159653-0.0593353j 0.118923+0.217921j -0.0469046+0.0438554j 0.0744809+0.026371j -0.0796407+0.0465598j -0.0381701+0.0489397j -0.0665511+0.0166641j 0.00211211+0.0547721j 0.0653125+0.185256j -0.00915187-0.0768399j 0.0334962-0.0707085j -0.0893982-0.0133887j 0.0474259-0.174043j -0.0995155+0.00372705j -0.000523341-0.0253424j 0.0331164-0.0959403j -0.00070954+0.0354477j -0.0126819-0.0674612j -0.0757094+0.0431506j -0.0346285+0.0212171j 0.0243961+0.08466j -0.0309745+0.0326904j -0.0190446-0.0710208j 0.00233502-0.0691236j 0.00374087-0.00913523j -0.0115184+0.0561911j -0.0137215+0.00980801j -0.00331336+0.0023016j -0.00317804+0.0183837j -0.018365+0.0166532j 0.0247839-0.049702j 0.00564446-0.00205809j 0.00240991+0.0234319j 0.0250607+0.0100745j -0.0471979-0.0321551j 0.00651839+0.00932467j -0.016053+0.00473677j -0.0113718-0.0211063j -0.00327354+0.0398955j -0.050339-0.0206518j 0.0485249+0.00397601j -0.0610393-0.0521099j 0.00095876+0.0428339j 0.0137025-0.0096546j 0.0393016+0.040507j 0.0128417-0.0194145j 0.00370078+0.0563699j 0.0335306-0.040049j 0.0228452+0.00880385j 0.00913647+0.00435267j -0.0306761+0.00281396j -0.0576978-0.0128854j 
-0.0624092-0.121126j 0.084627-0.0441442j 0.00386448-0.0573495j 0.0411808+0.114218j -0.110624-0.112901j 0.0956142+0.0272903j -0.0126007-0.0315481j 0.0217872-0.0242851j -0.0477843+0.00602417j -0.099928-0.109707j 0.0217405-0.16373j 0.05844-0.0573129j 0.060749-0.00271703j 0.0807527-0.0540562j 0.0539139+0.00605571j 0.00536555+0.085253j 0.0132173-0.029699j -0.0304234-0.0294683j -0.0328293-0.0928864j -0.0588757+0.0792401j -0.0489906-0.0447233j 0.0256338+0.0625012j 0.0662968+0.00491707j -0.0506595+0.0422818j -0.0203828-0.0860608j -0.0657766+0.00269875j 0.00665773-0.0546102j -0.0465092+0.0214421j -0.0141168-0.0291634j 0.0294323-0.0301532j -0.0467663+0.0158844j 0.0792286+0.0270552j -0.053205-0.0257049j -0.0776171+0.020841j 0.023832+0.0446506j -0.0106956-0.00752118j 0.0224107-0.0403427j 0.0169293+0.0411099j -0.0266274+0.0261532j 0.0224617+0.0281849j -0.0404039-0.0179493j 0.0233553+0.0190522j 0.0440043-0.00771437j -0.0282144+0.0205298j -0.0199898+0.00740214j -0.00391998+0.0292988j -0.0267378+0.0715163j -0.0271643+0.0301063j -0.0286526-0.0160819j -0.000216795+0.0139447j -0.0237628+0.00349024j 0.0159806-0.00121266j 
-0.0359333+0.0183403j 0.0239186+0.0104729j 0.0806536-0.0129236j 0.049153+0.0546087j -0.108191-0.122703j 0.0779424+0.0187099j -0.0291158+0.00758209j -0.0314775+0.0525852j -0.0627552-0.00482177j -0.0202812-0.101756j 0.0324575-0.0504995j -0.0324041+0.0430363j -0.052932-0.000447585j 0.00659837-0.0209j 0.0404542-0.0355084j 0.0059635-0.0677066j 0.0365242+0.0850559j -0.0795106+0.0141384j -0.0169836-0.0975578j -0.0191539+0.0186328j -0.064885+0.020228j -0.0254403-0.00243755j -0.0314452-0.0164021j 0.00564364+0.00351098j -0.0648984-0.0140543j -0.0369331-0.0139585j -0.0285218+0.044229j -0.0264678+0.0389591j -0.00176997-0.0130106j -0.00167816+0.00627966j -0.0334099+0.0206343j -0.0183598+0.0311693j -0.0229837-0.0137619j -0.0138675-0.0102198j -0.00967874+0.00249088j -0.0232615+0.0165413j -0.0302429+0.0266951j -0.0127332-0.0433821j 0.0179812-0.0145157j 0.0125334-0.00568743j -0.049726-0.0196807j 0.0178624-0.0145541j -0.00348616-0.00717546j 0.0133701-0.00901086j 0.00197395-0.00364848j -0.010636+0.0158943j 0.0229157-0.00922504j -0.015993+0.0112594j -0.0185939-0.0117804j -0.00967227-0.036514j -0.0229484+0.0252692j 0.00456835-0.00771267j 
-0.00697131-0.128094j 0.0223393+0.00502859j -0.0689016+0.058119j -0.0387575-0.050326j 0.00840346+0.0124571j -0.0816495+0.0885265j -0.0216112-0.0020512j -0.013021-0.132768j 0.0363365-0.0258463j 0.052401+0.0100194j 0.0371286-0.0496423j 0.0772654-0.0736517j 0.0496715+0.0324799j 0.0593861-0.0689492j 0.0288636+0.112536j -0.00422063-0.0561171j 0.0426842-0.0259677j 0.0265006-0.0847347j -0.0174085-0.00985117j 0.080943-0.00304223j 0.0137097-0.00575351j -0.0629792-0.00775384j 0.047539-0.0511056j 0.028903+0.0399068j -0.00148416+0.0162319j 0.00800339-0.00527356j 0.0403243-0.0221885j 0.0144316+0.00955678j 0.00149735+0.0275662j -0.0466898-0.00424929j -0.0035763-0.0081377j 0.0648551-0.0408942j 0.0121856+0.0274015j -0.0174262+0.0345061j -0.0169477-0.00549564j -0.0104224+0.0118383j 0.00505307+0.0341373j 0.0247517-0.0289262j -0.0119819+0.0218223j -0.028772+0.0162852j 0.0457151-0.0210192j 0.00508413+0.0169174j 0.0143455+0.0256619j -0.0140687+0.00332096j 0.020621+0.0251814j 0.00353113-0.00587765j 0.00783107+0.0297444j 0.0281856+0.0207766j 0.00998161-0.00614075j -0.0618562-0.0282132j -0.0115445-0.0699782j 0.00194163-0.0429915j 
-0.0451293-0.00891283j 0.0555607-0.165614j 0.026306+0.00043148j -0.110881-0.047848j 0.162149-0.00644964j 0.0779516-0.0973359j -0.120487-0.119765j 0.10328+0.00131456j 0.0050265+0.0247119j -0.123997-0.0285712j -0.106378+0.215604j 0.0809183+0.0422173j -0.0297658-0.00356448j 0.0412997-0.0425178j -0.0185548+0.0569393j -0.0188927+0.0480425j 0.0133361-0.0186943j 0.0142983+0.0443926j 0.00614963+0.0516756j -0.0644798-0.00034981j -0.0277356+0.00597515j -0.0584673+0.0144647j 0.057045-0.00469588j -0.0355105+0.019585j 0.00936435-0.0530288j 0.00746421+0.0121928j -0.000118406+0.014004j 0.00849322-0.0103765j 0.0105781+0.00146346j 0.0020401-0.0093366j -0.0110377+0.00695114j 0.0188291-0.0166197j 0.0133805+0.0453981j -0.00951166-0.00156173j -0.00385829-0.0222525j 0.0349331+0.0236926j -0.0125024+0.0117762j 0.000959821-0.0276233j -0.0175169+0.0110434j 0.0394813+0.0251204j 0.0372227+0.0271613j 6.03447e-05-0.0425505j 0.0399975-0.00647433j -0.03782-0.0218387j -0.0154771-0.0658802j -0.0455258-0.0493214j -0.0146842+0.0190748j 0.0231158-0.0314109j 0.0496412+0.0716652j 0.00292038-0.0403939j -0.0159767+0.0259655j -0.0103659+0.0597107j 
-0.0644182+0.112216j -0.0175141+0.0211308j 0.122144+0.00143087j 0.0575964-0.000194355j -0.0580979+0.0680786j 0.157947+0.0643957j 0.0733475-0.0841729j -0.0392828+0.0966343j -0.0717706-0.0938288j -0.00165719-0.126234j -0.139116-0.0670362j -0.0890677+0.0833512j 0.0119086+0.0438399j -0.0343547-1.0919e-05j 0.00713652+0.00731942j -0.0430437+0.0341463j -0.00772378-0.0604973j 0.0188536-0.0131419j 0.050524-0.0119881j -0.0185404-0.00998062j -0.0134835+0.0126318j 0.0202094-0.0208764j -0.00553109+0.0394634j 0.0074853-0.0223103j 0.015019-0.0267965j 0.0205714-0.0156489j -0.0549482+0.00713089j 0.0465651-0.0032168j -0.0154797-0.00409893j 0.0198517-0.0146525j 0.0314785-0.00205543j 0.0436919+0.0194457j -0.0221781-0.0399909j 0.00728528-0.0424913j 0.0716171-0.0195045j 0.0018238-0.0402131j -0.0041558+0.0256711j 0.0181086+0.0145256j 0.0411702+0.0190655j 0.00825146-0.0325657j -0.0375877-0.0289568j -0.0109557-0.000310027j -0.0166399+0.030935j 0.0343287-0.0291763j -0.024412-0.0404376j 0.017006+0.0223264j 0.00636221+0.0230901j -0.0015297-0.00236591j 0.0244309-0.00829879j -0.0264203-0.0848639j -0.0254285+0.0403939j 0.0343322-0.0382965j 
-0.0313135-0.0016891j -0.0106339+0.0672814j 0.0948335-0.0322882j 0.08251+0.0873703j -0.0384296+0.00340251j 0.0115996-0.0120617j 0.0547431-0.0215069j 0.0437681+0.0422937j -0.0763765+0.00119714j 0.033607-0.00887213j -0.00550451-0.0415451j -0.00566385+0.0575864j 0.0333986-0.0452192j -0.0260577+0.0482417j -0.0321475+0.0700549j 0.111314+0.042418j -0.048269+0.0246641j 0.00494199-0.054359j 0.0369412+0.0105886j 0.00852656+0.0507938j -0.0146317+0.00329742j -0.00557671-0.0423465j 0.0304162+0.0322829j 0.0186332+0.00546108j 0.0214316-0.0374508j 0.0209584-0.0469255j 0.0067853+0.0426799j 0.00472504-0.0438856j -0.00938392-0.0284965j -0.0427185-0.038405j -0.000988951-0.00476998j 0.0316192+0.00754295j -0.0291559-0.0147852j -0.0157118-0.0162109j 0.0206914-0.0169197j 0.00610491+0.0126013j 0.00711129-0.03419j 0.0407828+0.0074988j 0.00503314+0.00706225j 0.00811065+0.0290445j -0.0337495+0.0118241j 0.00610894+0.0205327j -0.00826432-0.0106513j -0.0178433+0.00532113j -0.0507934-0.00802468j 0.0310392+0.016158j 0.0185278+0.0188924j -0.0135733-0.0243163j -0.0306147-0.0401578j 0.0304706-0.009677j -0.035393+0.0191632j 0.0348473-0.0275674j 
0.0289704+0.0730602j 0.0960802+0.046651j 0.0350256-0.0165832j -0.0590073+0.00771554j -0.0248252+0.115829j 0.0919631-0.108652j 0.000806736+0.0503928j 0.128561+0.0499249j -0.0390777+0.0596671j -0.134336-0.0840474j 0.0163705+0.0603009j -0.00142706+0.0383595j 0.043847-0.0480815j -0.00013809+0.0518734j 0.0879551+0.00799386j 0.00327835-0.0689346j -0.00586681-0.0265577j -0.064969-0.0274777j 0.0395202+0.00319184j -0.0391465+0.0154239j -0.0269149+0.0141643j 0.0182065+0.0321737j 0.0264623-0.0907543j -0.0162572+0.00902671j -0.0131053+0.0351171j 0.0095186-0.0230617j -0.0275632-0.0208179j -0.0236972+0.00102963j 0.0253494+0.00320193j 0.0316035+0.0149314j -0.00808674-0.0225991j 0.0367152-0.0199387j 0.01417-0.0156446j -0.0159932+0.0409374j 0.0214314-0.00457608j -0.00148628-0.0195515j -0.0513616-0.00357272j -0.0445809-0.0198868j -0.0310386-0.00737712j 0.0352076+0.00666006j 0.0118151-0.0275024j -0.00335821-0.0216993j 0.0171606-0.00251439j 0.0254852+0.0490775j -0.054967+0.0173074j -0.0624903-0.0234862j 0.0233116+0.0385022j -0.0264833-0.0383597j 0.0217815+0.0458033j -0.0225975-0.0192048j -0.0299874+0.0537354j -0.0914578+0.0171547j 
-0.000925614-0.0277199j 0.00955734-0.135506j -0.0207932-0.0739698j -0.029907-0.00519657j 0.0676125-0.186628j -0.022012-0.0760658j -0.145937-0.0576813j 0.0172145-0.0412295j 0.0880608+0.0243098j -0.0274553+0.0463746j 0.0191062+0.0680587j 0.0260192-0.0702759j -0.073674+0.0136652j 0.0416576-0.00493189j 0.0447666-0.0381825j 0.0437935-0.00456515j -0.000154045-0.0118551j -0.0450341+0.0428831j -0.0508114+0.0401935j -0.0248317+0.0407553j -0.0357182-0.0570235j 0.0291962-0.0242411j 0.0424997-0.000623311j -0.0126568+0.00771509j 0.0129087-0.0368353j -0.039602+0.0488256j 0.000177267-0.0250041j 0.0476322+0.00376549j -0.0126089-0.0318927j 0.0159723-0.00312401j -0.000684843+0.0335262j -0.00328363+0.0183452j -0.0124777-0.0485099j 0.0194593+0.0168869j -0.00118629-0.0116779j -0.00156003-0.0230136j -0.0298619-0.0250053j 0.00169473-0.0142575j -0.00254238-0.019234j 0.00504142-0.0233705j 0.0316325-9.95616e-06j -0.0205788+0.00690938j -0.00143331+0.0670821j -0.016455-0.0186807j 0.0203587+0.0125567j -0.00617113-0.0370911j 0.0311999-0.00607751j 0.00542561+0.0247756j -0.0117641+0.0506275j 0.0142561+0.0243258j 0.0122532-0.0128952j -0.0086504+0.0523383j 
0.0403008-0.0775782j -0.0178929+0.0432949j -0.0460145-0.0130242j 0.0377208+0.101925j -0.0428365+0.0142698j -0.142484+0.0386837j 0.0367206+0.0580957j 0.0287131-0.0755499j 0.0210128+0.0174834j 0.0402013+0.0705602j 0.00863741-0.086285j -0.0215233-0.0649608j 0.0541502-0.0258592j 0.0203902+0.0432388j 0.00413281-0.0141384j -0.0277363-0.013429j 0.00635802-0.04952j -0.00361239+0.00877568j 0.0413306+0.0228377j 0.0517769-0.0156073j -0.0123464-0.011799j -0.00340556-0.0327325j 0.0151877-0.0119158j -0.0200243+0.0246414j -0.0486047-0.0616228j 0.0365866+0.0354084j 0.0117601+0.00922717j 0.0270549-0.0206973j -0.0174032+0.029515j 0.0068383+0.00522392j -0.021226-0.034758j 0.0135495-0.012439j -0.00658381+0.00477794j -0.0118116-0.0354703j -0.0516423-0.0325106j -0.00233003-0.0172947j 0.00569103+0.0126915j 0.0122934-0.0211154j 0.00144846-0.00262769j -0.0552458+0.0242719j 0.0465418-0.0134902j 0.00871583-0.0159404j 0.0149598-0.0153417j 0.00438486-0.0622618j 0.0331887+0.0157988j -0.0177841+0.00881671j 0.0114596-0.0125134j 0.00201838-0.0175074j 0.0147126-0.0363367j 0.013552+0.0421601j 0.0388922-0.018696j -0.00605289-0.0302894j 
0.0299348+0.083542j -0.0479961+0.0192141j 0.0950528+0.191812j -0.053733+0.0790765j -0.101788-0.0236443j -0.0139486-0.020557j -0.0810283+0.0369654j 0.0170115+0.0231019j -0.00129757-0.0110414j 0.0340913+0.0355305j -0.0335312-0.0193981j -0.0443771+0.0147106j -0.0679292-0.0421926j 0.0550836+0.0524831j -0.0146983+0.010808j 0.0165151-0.0652181j -0.016447+0.0187245j -0.000464074-0.0141406j 0.0195583-0.0100067j -0.0131929-0.00455395j 0.00458144+0.00335335j -0.0358095-0.0412552j 0.00831694-0.00468176j -0.00714421+0.0182196j -0.026273+0.0307412j -0.0393801-0.0078498j 0.0197393+0.00753854j -0.005044+0.0370151j -0.0205483-0.0139391j -0.00605345-0.0129286j -0.0199919-0.0244687j -0.00772226-0.0128835j -0.00487492-0.000445918j 0.0123335+0.0445478j 0.0123329+0.0190794j -0.00670575+0.00297893j -0.0100552+0.0106751j -0.00261794-0.0147581j -0.0256749-0.0101682j -0.0102534+0.00953253j 0.00532165+0.00951366j 0.023075-0.044994j -0.0154773-0.0174537j 0.0177507+0.0427576j -0.0103817-0.00776083j -0.00238464+0.0226725j -0.013879+0.00296204j -0.051917+0.00165935j -0.0606409-0.0318955j 0.0259945+0.00644738j 0.0182225+0.0165907j 0.0436641+0.0225994j 
0.0863267-0.0189485j 0.084843+0.0340608j 0.0463889-0.0575451j 0.0336384+0.148061j -0.0456807-0.0675622j 0.0597074+0.0128384j -0.0987322-0.0911j 0.0370969-0.0124022j 0.0139292+0.02073j -0.0545817-0.00158149j -0.00410389-0.0242059j -0.00702979-0.015731j -0.0136826-0.0832344j -0.000791916-0.0196852j -0.0478298-0.023607j -0.0422979+0.085763j -0.020668-0.0115734j 0.0674077+0.0194491j -0.0139118-0.0325025j -0.0333407-0.006066j -0.0262844+0.0368606j -0.0128361-0.000372821j 0.0227745+0.00124704j -0.0112343+0.0121165j -0.0122039-0.0305723j 0.0205868+0.000761256j 0.0420965-0.00180595j -0.0345075-0.0295522j 0.0194512-0.00530843j -0.000505698+0.00387876j -0.0343189-0.00105151j 0.00140611+0.010872j -0.0113841-0.00610596j -0.0393333-0.0254648j -0.00616878+0.0188185j 0.000329466-0.0156563j 0.0221782+0.00506223j 0.0146966+0.0324822j 0.0136831+0.00562427j 0.0121507+0.0153736j -0.00661414-0.0184154j 0.0313151+0.0144653j 0.0194719-0.0333444j -0.00745433+0.00269593j 0.0249101+0.008764j -0.0314396+0.00104231j -0.00191812-0.00931244j 0.0127046-0.00945745j 0.0315811+0.00938886j -0.0103327+0.0258158j 0.0489756+0.00571929j -0.0593983+0.0127935j 
-0.0969179+0.022267j 0.0748613-0.0933073j 0.107939-0.0390331j -0.0500452+0.0251538j -0.0669706-0.0222777j 0.0255958+0.00207076j 0.02942+0.00300421j 0.0504179+0.0527214j -0.0277129-0.00911008j -0.0205356+0.00540488j -0.0248304-0.0012871j -0.0166711+0.0232523j 0.0342176+0.0698338j 0.0607498+0.0130073j 0.0349617-0.0567525j -0.0713577-0.00577986j 0.00214543-0.00104783j -0.0112934+0.0442248j 0.0589375-0.0284171j 0.0474841-0.0376822j -0.0606152-0.00564851j -0.0073284-0.0416472j -0.0139339+0.0138209j 0.019172-0.00560111j -0.00759962-0.0155429j 0.00903848+0.0180941j 0.0418428+0.031163j -0.0115339-0.0321317j 0.0118353-0.00946491j -0.0193065-0.00880563j 0.0207111-0.0142189j -0.0060502+0.00582573j 0.0184632-0.0318584j -0.0188787-0.0264919j -0.0190028-0.0193709j 0.0132618+0.00482643j -0.00617632+0.0423218j 0.0100437-0.0216017j 0.0211576-0.0288108j 0.0315926-0.00283876j 0.0240927+0.0122533j 0.0219686+0.0154198j -0.0333738-0.00388519j 0.00850394-0.0140201j -0.0329688-0.0156365j -0.0199504-0.0119352j 0.0150524-0.0236205j -0.0370372+0.0178015j -0.0423364+0.0559603j -0.00214838-0.00926202j -0.0370849+0.0263753j -0.0236022+0.0350964j 
-0.0128239+0.0635705j -0.0193007+0.0700268j 0.0657447-0.166517j 0.20382+0.0401173j -0.0223049-0.0699027j 0.0244509+0.0424648j -0.000345257-0.0353969j -0.0540715+0.0198028j -0.000355387+0.0290787j -0.000660431-0.0228828j 0.045086-0.0650378j -0.0244366-0.0128362j -0.034236-0.0340307j -0.0535244+0.0781823j 0.0788994-0.0136267j 0.0250326-0.0278408j 0.0143654-0.00363571j -0.0525453+0.0288472j 0.000244364-0.0225337j 0.0263337+0.0402688j -0.0139115-0.0131655j 0.0376614+0.00512794j 0.00936451-0.00412569j 0.0112865-0.02322j 0.000799075+0.00957468j -0.0170495-0.0197423j -0.00420301+0.0174868j 0.0222927-0.00846063j 0.00401317-0.00751871j 0.00372307-0.0208452j -0.00466379+0.003854j -0.0105702+0.00580495j 0.0010802-0.0313263j -0.0105509-0.0249153j -0.0258508-0.0206946j -0.00450745+0.00431161j -0.000489478-0.0209519j 0.0159327-0.00454702j 0.0275148-0.00987851j -0.00897805+0.0142061j -0.0202876+0.00469633j -0.0195909+0.0338758j -0.00833335+0.00151201j -0.0321246-0.0177599j 0.000572332-0.0310033j 0.0192765-0.0205012j 0.0287051-0.0437636j 0.0377495-0.0428265j 0.0307691+0.000515829j 0.0194717-0.0398886j -0.0112831+0.028488j -0.0229191-0.0224035j 
-0.02852-0.218418j 0.145414+0.0225651j -0.0524008-0.0118098j -0.0331166+0.0382818j -0.0813153-0.0729297j -0.018382+0.0611526j 0.00464446-0.0154298j 0.0417044+0.0331507j -0.0432673+0.0547486j 0.0350832-0.0372352j 0.0355465-0.053786j -0.0111782-0.0300212j 0.083155+0.00707102j -0.00947999-0.0504947j -0.00860832+0.00427678j 0.0221718-0.000648456j 0.0279641+0.019712j -0.0254191-0.0167283j -0.0363545-0.0246339j -0.0155181+0.0501968j -0.0297835+0.0256979j -0.00202481+0.023963j 0.0189836+0.0103897j -0.00820165+0.0148972j -0.00290361-0.0321434j 0.00331218+0.0365575j 0.014368-0.00561208j -0.0174921-0.0159007j 0.0153341+0.00552704j -0.0284027+0.0100663j 0.00126835+0.0217924j 0.0588998+0.00911854j -0.0159457+0.0182724j -0.0204841-0.0037806j -0.00241113-0.0070943j 0.00263205+0.00460741j 0.00473667+0.00160143j 0.000147862-0.00405053j 0.00602939+0.00609782j 0.000391484-0.0221031j 0.0109869-0.00137104j 0.00141126-0.0168074j 0.0176958+0.019579j 0.00768032-0.020897j -0.00131778+0.0288688j 0.00584918+0.0084702j -0.0073428+0.0749588j -0.00756872+0.0366648j -0.0318386+0.00870654j -0.00828573+0.00884477j -0.0655674-0.00604042j 0.00544152-0.00799087j 
-0.141815-0.0216724j -0.0570251-0.209981j 0.0261573-0.0970978j 0.0288658-0.0144814j 0.0799197-0.0992523j -0.00407397+0.00156823j 0.0181483+0.0104517j -0.0233885+0.0011438j 0.00508911-0.0238871j 0.0433779+0.0294363j 0.0382611+0.0264696j 0.0209389+0.00848214j 0.00620143+0.0654527j 0.0724038-0.0213412j 0.00747846+0.00741742j 0.0220297+0.0456633j 0.00948106+0.0150946j -0.0412952+0.012261j -0.00434033-0.0209352j -0.0430518+0.00821998j -0.00872971-0.0455627j -0.0172263+0.0165901j -0.0205329+0.0294638j -0.00149189+0.00313227j 0.0153195-0.0140408j -0.0314223-0.00103602j 0.0116587+0.0142736j -0.00457877-0.0107491j -0.00367178-0.0122383j -0.026261-0.0239522j -0.0369556+0.0112879j 0.00808139+0.0203709j -0.0320802-0.0143489j -0.0151151+0.012162j 0.025206+0.0297101j -0.0141477+0.0105518j 0.0105195-0.0038857j 0.0238821-0.00141834j 0.0134299-0.0260135j 0.040302+0.0317639j -0.0137013+0.0165483j 0.0459554+0.0311311j 0.000494082+0.0037443j -0.0236148-0.00740411j 0.00380127-0.057651j -0.00354847+0.00453092j -0.0220936-0.0361426j 0.000328749+0.013721j 0.00272111+0.00321471j 0.0174044-0.0125931j 0.0186719-0.00606578j 0.0716512-0.00738578j 
