-0.0103352-0j -0.00736065-0j -0.00106242-0j -0.00423634-0j -0.00428024-0j -0.000748886-0j -0.000756647-0j -6.24072e-05-0j -6.30539e-05-0j 0.577605-0j 0.714749-0j -0.000497692-0j 0.416937-0j -0.000304773-0j -0.000615862-0j -6.22114e-05-0j -0.000377137-0j -0.000359253-0j -3.66584e-06-0j -0.000219996-0j -7.69827e-05-0j -4.53625e-06-0j -4.49066e-05-0j -2.64615e-06-0j -0.00230581-0j -0.00269011-0j 0.0719741-0j -0.00164735-0j -0.00235384-0j -0.000303817-0j -0.000970911-0j 0.0839698-0j -4.38521e-05-0j 0.0514208-0j -3.79771e-05-0j -0.000354453-0j 0.0734736-0j -4.47564e-06-0j -0.000217057-0j -5.11608e-05-0j 0.0303063-0j -2.04284e-07-0j -0.000310146-0j -4.43066e-05-0j -3.13295e-05-0j -2.71321e-05-0j -4.47657e-05-0j -5.22158e-06-0j -0.000127929-0j -3.87683e-05-0j -3.19755e-06-0j -2.38331e-07-0j -1.84649e-05-0j -1.45948e-07-0j -1.59911e-05-0j -4.56888e-06-0j -2.0854e-07-0j -1.88457e-06-0j -8.60184e-08-0j 
0.00928016-0j -1.20156e-06-0j -0.000770974-0j 3.87778e-05-0j 3.89303e-05-0j -0.000653297-0j -0.000655866-0j 0.00778229-0j 0.00781289-0j -2.8135e-05-0j 5.86033e-07-0j 0.000446887-0j 3.95622e-05-0j -2.87152e-06-0j -9.30835e-06-0j -0.00260568-0j 5.98117e-08-0j -0.000628394-0j -0.000947682-0j 4.0378e-06-0j 5.42744e-05-0j 1.97396e-05-0j 0.00366399-0j 0.00133259-0j 0.0052748-0j 0.000106622-0j 0.000334114-0j -0.0110909-0j 0.00505013-0j -2.86251e-06-0j -0.00650929-0j 6.75361e-06-0j -0.00183671-0j -0.000702518-0j 3.41004e-05-0j -5.78613e-08-0j 0.000319883-0j -0.000574474-0j 6.01879e-06-0j -3.71264e-05-0j -0.000412309-0j -8.83258e-05-0j -2.74058e-06-0j 6.89288e-07-0j 0.00386192-0j -7.17004e-05-0j -0.00175848-0j -1.16121e-05-0j 3.53244e-06-0j 3.26479e-05-0j 0.00120791-0j -1.78537e-06-0j 0.00226657-0j 0.000185716-0j -4.20811e-05-0j -0.000550005-0j -8.45636e-05-0j 0.000708922-0j 0.000108997-0j 
-0.00414836-0j -0.00599052-0j -0.000861916-0j 3.60627e-05-0j 3.64364e-05-0j 0.0287379-0j 0.0290357-0j -7.621e-05-0j -7.69998e-05-0j 0.00966975-0j -0.00608445-0j 0.000392858-0j -0.00354926-0j 0.000980701-0j -0.000247196-0j -0.00948938-0j -0.000617082-0j -0.000144198-0j 1.17588e-05-0j -0.000359964-0j 0.00597096-0j -7.39894e-06-0j 0.00348306-0j -4.31605e-06-0j 1.96286e-05-0j -4.50354e-05-0j 0.0288892-0j 1.40234e-05-0j 2.00376e-05-0j -0.000247263-0j 8.26508e-06-0j -0.0662825-0j -3.55763e-05-0j 0.0206394-0j 0.00292993-0j 0.000567314-0j 0.029491-0j 0.000522533-0j -0.000176654-0j 8.16252e-05-0j 0.0121644-0j -4.16937e-07-0j -0.000252415-0j -0.00672234-0j -2.54169e-05-0j 0.00209324-0j -3.63175e-05-0j -0.00119888-0j -0.000104116-0j 0.00299097-0j 0.000373316-0j 9.56607e-07-0j -1.49802e-05-0j -2.97874e-07-0j 0.00123371-0j 0.000533419-0j -4.25623e-07-0j 0.000220024-0j -1.7556e-07-0j 
0.000615862-0j 7.59934e-06-0j 1.09687e-06-0j 0.0354055-0j 0.0355447-0j -4.33549e-05-0j -4.35254e-05-0j -3.61291e-06-0j -3.62712e-06-0j -0.0344188-0j 0.00071692-0j -0.00428138-0j 0.0483983-0j 1.81611e-05-0j 8.91781e-05-0j 3.70711e-06-0j -3.78282e-07-0j 0.00602029-0j 2.18444e-07-0j -2.55373e-05-0j -7.72166e-08-0j -4.55003e-09-0j -5.21278e-06-0j -3.07166e-07-0j 0.0001374-0j 2.77734e-06-0j -0.00428886-0j -0.000288902-0j 0.000131548-0j -0.00261357-0j -0.000169557-0j -8.66928e-05-0j -0.000377237-0j 0.00901787-0j 2.26301e-06-0j -5.28294e-05-0j -0.00410618-0j 2.66699e-07-0j 0.00549537-0j -7.62527e-06-0j 0.0052926-0j 1.21731e-08-0j -0.00250225-0j 4.57434e-08-0j 0.000793188-0j -4.75827e-06-0j -0.000361169-0j 5.39091e-09-0j 0.00322524-0j 2.16662e-06-0j -5.60768e-07-0j 2.4606e-10-0j 0.000465523-0j -2.55954e-08-0j -2.79264e-06-0j 2.55339e-07-0j 1.16546e-08-0j -3.29115e-07-0j -1.5022e-08-0j 
-0.00541343-0j -7.88065e-05-0j -0.0505657-0j 2.32832e-05-0j 2.11214e-05-0j -0.000392257-0j -0.000355836-0j 0.00467269-0j 0.00423883-0j 1.64121e-05-0j -3.95622e-05-0j -0.000260684-0j 4.55405e-05-0j 1.67505e-06-0j 0.000628394-0j 0.00151998-0j -4.0378e-06-0j -0.000723351-0j 0.000552815-0j 4.64796e-06-0j -0.00366399-0j -0.00133259-0j 0.00421766-0j 0.00153396-0j -0.00307697-0j 0.00699301-0j -0.0001949-0j -0.00219829-0j -0.0028202-0j 1.6698e-06-0j -0.00155116-0j 0.000442948-0j 0.00107142-0j -0.000139243-0j -1.98919e-05-0j -3.79494e-06-0j -0.000178636-0j 0.00033511-0j 1.19296e-06-0j -0.002435-0j -9.82529e-05-0j 5.15234e-05-0j 1.53045e-06-0j 4.52082e-05-0j 0.000765456-0j -1.42115e-05-0j 0.000982007-0j -0.000761602-0j 8.41778e-07-0j -1.82319e-05-0j 0.000239414-0j -0.000117097-0j 0.000540122-0j 3.68101e-05-0j -1.00279e-05-0j 0.000307146-0j 4.72238e-05-0j 0.000168936-0j 2.59739e-05-0j 
-0.00276557-0j 4.17727e-05-0j -0.000574611-0j -0.00696556-0j -0.00703775-0j -0.000200393-0j -0.00020247-0j -5.08067e-05-0j -5.13332e-05-0j -3.33276e-05-0j 2.09706e-05-0j -0.0758811-0j 1.22328e-05-0j -3.40149e-06-0j 0.0477463-0j 6.61707e-05-0j 2.1403e-06-0j 0.027852-0j 7.8392e-06-0j 1.24851e-06-0j -4.16363e-05-0j -4.93263e-06-0j -2.42878e-05-0j -2.87736e-06-0j 1.30858e-05-0j -3.00236e-05-0j -9.95691e-05-0j 9.34892e-06-0j 1.33584e-05-0j -0.000499548-0j 5.51005e-06-0j 0.000228448-0j 0.00687161-0j -7.11356e-05-0j -1.01622e-05-0j 0.00114615-0j -0.000101643-0j -3.64369e-06-0j -0.000356894-0j -0.015766-0j -4.19258e-05-0j -2.77958e-07-0j -0.000509955-0j 2.33159e-05-0j 0.00490932-0j -7.26025e-06-0j 0.00701477-0j 8.35998e-06-0j -0.000210346-0j -1.03739e-05-0j -2.60318e-06-0j 6.37738e-07-0j 0.00289345-0j -1.98583e-07-0j -4.27903e-06-0j -3.7196e-06-0j -2.83749e-07-0j -1.53426e-06-0j -1.1704e-07-0j 
-0.000359253-0j 0.000498416-0j 7.19402e-05-0j 0.0212584-0j 0.0192846-0j -2.60314e-05-0j -2.36144e-05-0j -2.16929e-06-0j -1.96787e-06-0j 0.0200777-0j -0.0483983-0j 0.00249747-0j 0.0557118-0j -1.0594e-05-0j -0.00602029-0j -2.16248e-06-0j 2.55373e-05-0j 0.00693002-0j -1.27425e-07-0j -2.93963e-05-0j 5.21278e-06-0j 3.07166e-07-0j -6.00049e-06-0j -3.53582e-07-0j -8.01503e-05-0j 0.000182157-0j 0.00250183-0j -5.72621e-05-0j -7.34618e-05-0j 0.00152458-0j -4.04053e-05-0j -0.0056859-0j 0.000220055-0j 0.0017874-0j -1.32009e-06-0j -0.00346491-0j 0.00229306-0j -1.55574e-07-0j 0.00108922-0j -0.000500117-0j 0.00126122-0j -7.10096e-09-0j 0.00139736-0j 3.00016e-06-0j 0.000157215-0j -9.43118e-07-0j 0.000201691-0j 3.53572e-07-0j 0.000768573-0j -1.20993e-06-0j -1.11148e-07-0j 1.61383e-08-0j 0.000110934-0j -5.07317e-09-0j -6.65484e-07-0j -1.42592e-07-0j -6.50839e-09-0j -7.8428e-08-0j -3.57973e-09-0j 
0.00105175-0j -5.22158e-06-0j -0.0102674-0j -3.00523e-06-0j -3.03637e-06-0j 7.621e-05-0j 7.69998e-05-0j 0.0278259-0j 0.0281143-0j -0.000805812-0j 0.000507037-0j -9.96032e-05-0j 0.000295772-0j 4.25186e-07-0j 6.26728e-05-0j 0.00118237-0j -2.67538e-07-0j 3.65592e-05-0j -0.0132788-0j -1.56064e-07-0j -0.000743977-0j 0.00835533-0j -0.000433987-0j 0.00487394-0j -1.63572e-06-0j 3.75295e-06-0j -0.00732441-0j -1.16861e-06-0j -1.6698e-06-0j -2.15525e-07-0j -6.88756e-07-0j 0.0168049-0j -0.000423796-0j -0.00523281-0j 3.86472e-06-0j 4.94494e-07-0j -0.007477-0j 0.00199559-0j -1.53979e-07-0j 0.000972346-0j -0.00308411-0j 0.000950654-0j -2.20015e-07-0j -8.86709e-06-0j -0.000302775-0j 2.76109e-06-0j -0.000432625-0j -0.00457861-0j -9.07516e-08-0j 3.94523e-06-0j 0.00142572-0j -0.00218115-0j -0.000178449-0j 0.00067918-0j 1.62732e-06-0j 0.00203716-0j 0.000970459-0j 0.000840286-0j 0.000400294-0j 
5.07954e-05-0j -0.00695343-0j 5.22158e-06-0j -0.00300577-0j -0.00303692-0j -0.000707455-0j -0.000714787-0j 3.0672e-07-0j 3.09898e-07-0j -2.88626e-05-0j 1.81611e-05-0j 0.000694451-0j 1.0594e-05-0j -0.0538478-0j -0.000436966-0j 0.000115577-0j 0.0338824-0j -0.000254897-0j -3.54322e-08-0j 0.0197647-0j -7.27238e-05-0j 2.22948e-08-0j -4.24222e-05-0j 1.30053e-08-0j 1.13326e-05-0j -2.60012e-05-0j 1.82879e-06-0j 8.0964e-06-0j 1.15687e-05-0j 0.0414336-0j 4.77184e-06-0j -4.19592e-06-0j -3.1114e-05-0j 1.30655e-06-0j 0.0034119-0j -0.095064-0j 1.86689e-06-0j -4.22803e-06-0j 0.0296016-0j 7.1387e-05-0j 7.70053e-07-0j 1.00402e-09-0j 0.0422968-0j -0.00782817-0j -2.22289e-05-0j 0.00243758-0j -3.17622e-05-0j 9.70068e-06-0j 0.0174465-0j 0.00348298-0j -3.02065e-06-0j -2.30359e-09-0j -1.31012e-05-0j 7.17305e-10-0j 0.00143666-0j -4.31612e-06-0j 1.02493e-09-0j -1.78031e-06-0j 4.22764e-10-0j 
0.00513333-0j 0.000128435-0j 1.84792e-05-0j 4.33549e-05-0j 4.35254e-05-0j 0.034549-0j 0.0346849-0j -9.16204e-05-0j -9.19807e-05-0j 0.00608445-0j -0.000126735-0j 0.000247196-0j -0.00855569-0j 0.000617082-0j -5.14893e-06-0j -0.00597096-0j -1.28534e-05-0j -0.000347597-0j 7.39894e-06-0j -0.000867714-0j 0.000124371-0j -1.54115e-07-0j 0.0083961-0j -1.04041e-05-0j -2.42892e-05-0j -4.90969e-07-0j -0.0357485-0j 5.10711e-05-0j -2.32546e-05-0j 0.000305973-0j 2.99737e-05-0j -0.000722602-0j 4.40234e-05-0j 0.0751658-0j -0.0036256-0j 6.18478e-06-0j -0.0342258-0j -0.000646601-0j -0.000643347-0j 8.89867e-07-0j 0.0441149-0j 5.15933e-07-0j 0.00029294-0j -7.3286e-05-0j -9.25648e-05-0j 0.00762328-0j 4.21483e-05-0j -1.30701e-05-0j -0.000377581-0j -0.00347117-0j 0.00135956-0j 1.04288e-08-0j -5.43264e-05-0j -1.08481e-06-0j 0.00447411-0j -0.00061906-0j 4.93957e-07-0j 0.000797929-0j -6.36679e-07-0j 
0.00342222-0j -8.95591e-07-0j 1.23194e-05-0j -0.00837407-0j -0.00840699-0j -0.000240915-0j -0.000241862-0j -6.10803e-05-0j -6.13204e-05-0j -2.09706e-05-0j 4.36803e-07-0j -0.0477463-0j 2.94879e-05-0j -2.1403e-06-0j 0.000994523-0j 4.16363e-05-0j 4.4581e-08-0j 0.0671388-0j 4.93263e-06-0j 3.0096e-06-0j -8.67254e-07-0j -1.02743e-07-0j -5.85471e-05-0j -6.93605e-06-0j -1.61928e-05-0j -3.27313e-07-0j 0.00012321-0j 3.40474e-05-0j -1.55031e-05-0j 0.000618159-0j 1.99825e-05-0j 2.49051e-06-0j -0.00850319-0j -0.000259066-0j 1.25751e-05-0j 1.24951e-05-0j 0.000117962-0j 4.50884e-06-0j -0.00129976-0j -0.000171879-0j -0.000152046-0j 3.43955e-07-0j 0.000591829-0j 2.54187e-07-0j 0.017879-0j -2.64408e-05-0j -0.008141-0j 9.11393e-08-0j -0.000762829-0j 1.20395e-05-0j -9.4804e-06-0j 6.95253e-09-0j 0.0104932-0j -7.23209e-07-0j -1.55181e-05-0j 4.31679e-06-0j 3.29305e-07-0j -5.56406e-06-0j -4.24453e-07-0j 
0.000988146-0j 0.000705989-0j -0.00473818-0j 0.00061355-0j 0.000619908-0j -0.00684542-0j -0.00691636-0j -0.000852935-0j -0.000861774-0j 5.89155e-06-0j -3.70711e-06-0j 0.0135095-0j -2.16248e-06-0j -0.000115577-0j -0.0085005-0j -0.0521656-0j 7.27238e-05-0j -0.00495862-0j 0.000198447-0j 4.24222e-05-0j 0.0328239-0j -0.000124868-0j 0.0191473-0j -7.28397e-05-0j -2.31326e-06-0j 5.30747e-06-0j 3.55763e-05-0j -1.65267e-06-0j -2.36145e-06-0j -0.00420679-0j -9.74048e-07-0j -8.16252e-05-0j 0.0282335-0j 2.54169e-05-0j -0.000697913-0j 0.00965195-0j 3.63175e-05-0j 0.00584814-0j -0.00300548-0j -0.0647781-0j 1.49802e-05-0j -9.40488e-06-0j -0.00429444-0j 0.00160127-0j 0.020171-0j -0.000498613-0j 0.0288217-0j -0.0134178-0j -0.00177136-0j -0.000712453-0j 0.00417811-0j 2.15783e-05-0j 0.0118883-0j -6.71917e-06-0j -0.000293872-0j 0.00596997-0j -9.60081e-06-0j 0.00246249-0j -3.96013e-06-0j 
-0.00130148-0j 1.11949e-07-0j 0.00022013-0j -3.61291e-06-0j -3.62712e-06-0j 9.16204e-05-0j 9.19807e-05-0j 0.0334526-0j 0.0335841-0j -0.000507037-0j 1.05612e-05-0j -6.26728e-05-0j 0.000712974-0j 2.67538e-07-0j 1.30543e-06-0j 0.000743977-0j -5.57263e-09-0j 8.81279e-05-0j -0.00835533-0j -3.762e-07-0j -1.54965e-05-0j 0.000174036-0j -0.00104615-0j 0.0117489-0j 2.0241e-06-0j 4.09141e-08-0j 0.00906349-0j -4.25593e-06-0j 1.93789e-06-0j 2.66699e-07-0j -2.49781e-06-0j 0.000183205-0j 0.000524421-0j -0.0190571-0j -4.78234e-06-0j 5.39091e-09-0j 0.00867744-0j -0.00246941-0j -5.60768e-07-0j 1.06004e-05-0j -0.0111847-0j -0.00117637-0j 2.55339e-07-0j -9.66678e-08-0j -0.00110266-0j 1.00555e-05-0j 0.000502084-0j -4.99154e-05-0j -3.29115e-07-0j -4.57864e-06-0j 0.00519225-0j -2.37786e-05-0j -0.000647154-0j 0.00247348-0j 5.90158e-06-0j -0.00236423-0j -0.00112627-0j 0.00304734-0j 0.00145169-0j 
-0.00299444-0j 0.00842361-0j 0.00121199-0j 2.60314e-05-0j 2.36144e-05-0j 0.0207441-0j 0.0188181-0j -5.50113e-05-0j -4.99035e-05-0j -0.00354926-0j 0.00855569-0j -0.000144198-0j -0.00984855-0j -0.000359964-0j 0.000347597-0j 0.00348306-0j 0.000867714-0j -0.000400123-0j -4.31605e-06-0j -0.000998835-0j -0.0083961-0j 1.04041e-05-0j 0.00966485-0j -1.19762e-05-0j 1.41687e-05-0j -3.22011e-05-0j 0.0208533-0j 1.01226e-05-0j 1.29863e-05-0j -0.000178484-0j 7.14272e-06-0j -0.0473932-0j -2.56803e-05-0j 0.0148983-0j 0.00211493-0j 0.00040564-0j 0.0191131-0j 0.000377184-0j -0.000127515-0j 5.83635e-05-0j 0.0105126-0j -3.00961e-07-0j -0.00016359-0j -0.00480659-0j -1.83469e-05-0j 0.00151098-0j -2.35373e-05-0j -0.000857224-0j -8.99774e-05-0j 0.00193844-0j 0.000269473-0j 6.83991e-07-0j -1.2946e-05-0j -2.15017e-07-0j 0.00106618-0j 0.000345709-0j -2.75846e-07-0j 0.000190146-0j -1.5172e-07-0j 
-6.28561e-05-0j 0.000149079-0j -1.11949e-07-0j -0.00361356-0j -0.00362777-0j -0.00085051-0j -0.000853854-0j 3.68741e-07-0j 3.70191e-07-0j -1.81611e-05-0j 3.78282e-07-0j 0.000436966-0j 2.55373e-05-0j -0.0338824-0j -9.1017e-06-0j 7.27238e-05-0j 0.000705746-0j -0.000614443-0j -2.22948e-08-0j 0.0476439-0j -1.51479e-06-0j 4.64385e-10-0j -0.000102261-0j 3.135e-08-0j -1.40234e-05-0j -2.83461e-07-0j -2.26301e-06-0j 2.94859e-05-0j -1.34261e-05-0j -0.0512714-0j 1.73053e-05-0j -4.57434e-08-0j 3.85016e-05-0j 4.75827e-06-0j -0.00422201-0j -0.00103637-0j -2.16662e-06-0j 5.23192e-06-0j 0.107805-0j 7.78251e-07-0j 2.79264e-06-0j -1.24241e-09-0j -0.0490876-0j -8.53416e-05-0j -8.09544e-05-0j 0.00887732-0j 3.68616e-05-0j 1.05755e-07-0j 0.0632707-0j -0.00404218-0j -1.10008e-05-0j -2.51134e-11-0j -4.75123e-05-0j 2.61232e-09-0j 0.00521011-0j 5.00908e-06-0j -1.18949e-09-0j -6.45638e-06-0j 1.53318e-09-0j 
0.000244444-0j 0.00106637-0j 5.07889e-05-0j -2.12502e-06-0j -2.14704e-06-0j -0.00511562-0j -0.00516863-0j 4.49072e-06-0j 4.53725e-06-0j 2.94577e-06-0j -1.85356e-06-0j -2.31494e-05-0j -1.08124e-06-0j 0.0166611-0j 1.45662e-05-0j 0.0016892-0j -0.0104836-0j 8.49694e-06-0j -6.92894e-07-0j -0.00611543-0j -0.00106289-0j 4.35987e-07-0j -0.000620017-0j 2.54326e-07-0j -1.15663e-06-0j 2.65374e-06-0j 8.80075e-06-0j -8.26335e-07-0j -1.18073e-06-0j 4.40152e-05-0j -4.87024e-07-0j -2.01922e-05-0j 2.09635e-06-0j 6.28756e-06-0j 0.0497765-0j -0.000100987-0j 8.9841e-06-0j -9.30158e-05-0j 3.1446e-05-0j -4.80981e-06-0j 3.70575e-06-0j 2.45682e-08-0j 4.49322e-05-0j -0.114206-0j 1.49771e-06-0j 0.035562-0j 2.14003e-06-0j 0.000213413-0j 1.85336e-05-0j 0.0508135-0j -6.64537e-05-0j -5.63686e-08-0j 8.82716e-07-0j 1.75524e-08-0j 0.0209595-0j -9.49536e-05-0j 2.50801e-08-0j -3.91664e-05-0j 1.0345e-08-0j 
-0.0019963-0j -5.87389e-05-0j 0.000807993-0j -0.00502801-0j -0.00456116-0j -0.000144652-0j -0.000131221-0j -3.66742e-05-0j -3.3269e-05-0j 1.22328e-05-0j -2.94879e-05-0j 0.027852-0j 3.39439e-05-0j 1.24851e-06-0j -0.0671388-0j -2.42878e-05-0j -3.0096e-06-0j 0.0772843-0j -2.87736e-06-0j 3.46439e-06-0j 5.85471e-05-0j 6.93605e-06-0j -6.73943e-05-0j -7.98416e-06-0j 9.4458e-06-0j -2.14674e-05-0j -7.18728e-05-0j 6.74841e-06-0j 8.65756e-06-0j -0.000360593-0j 4.76181e-06-0j 0.000163345-0j 0.00496019-0j -5.13484e-05-0j -7.33548e-06-0j 0.000819516-0j -6.58751e-05-0j -2.63015e-06-0j -0.00025762-0j -0.011273-0j -3.62325e-05-0j -2.00641e-07-0j -0.000330502-0j 1.66713e-05-0j 0.00354373-0j -5.24072e-06-0j 0.00454627-0j 5.97753e-06-0j -0.000181782-0j -6.72335e-06-0j -1.87907e-06-0j 4.55994e-07-0j 0.00250053-0j -1.43345e-07-0j -3.69796e-06-0j -2.41067e-06-0j -1.83897e-07-0j -1.32591e-06-0j -1.01147e-07-0j 
-0.000117065-0j 4.35132e-07-0j 0.00172327-0j -3.61538e-05-0j -3.65284e-05-0j -8.48254e-06-0j -8.57044e-06-0j -0.00957899-0j -0.00967826-0j -3.47163e-07-0j 2.18444e-07-0j -0.00160046-0j 1.27425e-07-0j -3.54322e-08-0j 0.00100705-0j -0.000198447-0j 2.22948e-08-0j 0.000587445-0j -0.0504864-0j 1.30053e-08-0j 0.000124868-0j 0.0317673-0j 7.28397e-05-0j 0.0185309-0j 1.3631e-07-0j -3.12746e-07-0j -4.2147e-06-0j 9.73846e-08-0j 1.3915e-07-0j -2.59283e-06-0j 5.73964e-08-0j 9.67009e-06-0j -0.0102685-0j -3.01113e-06-0j -4.30161e-07-0j 5.94891e-06-0j -4.30251e-06-0j -0.000686974-0j -1.85241e-06-0j 0.0235597-0j -1.77469e-06-0j 0.00746988-0j -2.64685e-06-0j 9.8695e-07-0j -0.00733617-0j -3.07322e-07-0j -0.0104824-0j 0.00157617-0j -1.09177e-06-0j -4.39123e-07-0j -0.000490798-0j -0.0171387-0j -0.00432378-0j 0.00533674-0j -1.81129e-07-0j -0.000701286-0j 0.00762551-0j -0.000289266-0j 0.00314536-0j 
0.000759196-0j 7.34236e-06-0j 0.0144376-0j -2.16929e-06-0j -1.96787e-06-0j 5.50113e-05-0j 4.99035e-05-0j 0.0200858-0j 0.0182209-0j 0.000295772-0j -0.000712974-0j 3.65592e-05-0j 0.000820713-0j -1.56064e-07-0j -8.81279e-05-0j -0.000433987-0j 3.762e-07-0j 0.000101445-0j 0.00487394-0j -4.33048e-07-0j 0.00104615-0j -0.0117489-0j -0.00120423-0j 0.0135243-0j -1.18073e-06-0j 2.68343e-06-0j -0.00528704-0j -8.43551e-07-0j -1.08219e-06-0j -1.55574e-07-0j -5.95227e-07-0j 0.0120158-0j -0.000305912-0j -0.00377724-0j 2.7897e-06-0j 3.53572e-07-0j -0.00484584-0j 0.00144049-0j -1.11148e-07-0j 0.000695245-0j -0.0026653-0j 0.000686218-0j -1.42592e-07-0j -6.34013e-06-0j -0.000218554-0j 1.99306e-06-0j -0.000280384-0j -0.00327379-0j -7.8428e-08-0j 2.5569e-06-0j 0.00102914-0j -0.00155956-0j -0.000154216-0j 0.000490258-0j 1.40634e-06-0j 0.00132028-0j 0.000628954-0j 0.000726179-0j 0.000345936-0j 
3.66661e-05-0j 0.00977761-0j -7.34236e-06-0j -0.00216968-0j -0.00196822-0j -0.000510668-0j -0.000463253-0j 2.21402e-07-0j 2.00845e-07-0j 1.0594e-05-0j -2.55373e-05-0j -0.000254897-0j 2.93963e-05-0j 0.0197647-0j 0.000614443-0j -4.24222e-05-0j -0.0476439-0j -0.000707292-0j 1.30053e-08-0j 0.0548435-0j 0.000102261-0j -3.135e-08-0j -0.000117714-0j 3.60874e-08-0j 8.1803e-06-0j -1.85913e-05-0j 1.32009e-06-0j 5.84429e-06-0j 7.49767e-06-0j 0.0299083-0j 4.12385e-06-0j -3.00016e-06-0j -2.24592e-05-0j 9.43118e-07-0j 0.00246284-0j -0.0679724-0j 1.20993e-06-0j -3.05196e-06-0j 0.0213675-0j 5.1043e-05-0j 6.65484e-07-0j 7.24738e-10-0j 0.0274125-0j -0.00559728-0j -1.60457e-05-0j 0.00175954-0j -2.0585e-05-0j 6.93616e-06-0j 0.0150774-0j 0.00225732-0j -2.18042e-06-0j -1.64711e-09-0j -1.13221e-05-0j 5.17778e-10-0j 0.00124157-0j -2.79727e-06-0j 6.6426e-10-0j -1.53855e-06-0j 3.65355e-10-0j 
-0.00122277-0j -1.51362e-05-0j 0.000101585-0j 0.000737615-0j 0.000740516-0j -0.00822964-0j -0.00826199-0j -0.00102541-0j -0.00102944-0j 3.70711e-06-0j -7.72166e-08-0j 0.0085005-0j -5.21278e-06-0j -7.27238e-05-0j -0.000177059-0j -0.0328239-0j 1.51479e-06-0j -0.011953-0j 0.000124868-0j 0.000102261-0j 0.000683699-0j -2.60092e-06-0j 0.0461556-0j -0.000175584-0j 2.86251e-06-0j 5.78613e-08-0j -4.40234e-05-0j -6.01879e-06-0j 2.74058e-06-0j 0.00520564-0j -3.53244e-06-0j -8.89867e-07-0j -0.0349372-0j 9.25648e-05-0j 0.000863623-0j 0.000105224-0j -4.21483e-05-0j -0.0072367-0j -0.0109455-0j -0.000706202-0j 5.43264e-05-0j 1.16379e-05-0j 0.00498391-0j 1.74568e-05-0j 0.0734598-0j -0.00181588-0j -0.033449-0j -0.000146279-0j -0.00642395-0j 0.000826838-0j 0.0152161-0j 2.35243e-07-0j 0.0431137-0j -2.44703e-05-0j -0.00106574-0j -0.00692846-0j 1.11422e-05-0j 0.00893034-0j -1.43616e-05-0j 
-0.000107344-0j -0.000102434-0j 0.00104791-0j 3.0672e-07-0j 3.09898e-07-0j 0.00149504-0j 0.00151053-0j -0.00283997-0j -0.0028694-0j -4.25186e-07-0j 2.67538e-07-0j 1.01657e-05-0j 1.56064e-07-0j -0.000793253-0j -6.39652e-06-0j 0.023195-0j 0.000499135-0j -3.7313e-06-0j 0.00135526-0j 0.000291162-0j -0.0145949-0j -0.000852762-0j -0.00851367-0j -0.000497445-0j 1.66945e-07-0j -3.83034e-07-0j -3.86472e-06-0j 1.19271e-07-0j 1.70423e-07-0j -4.22803e-06-0j 7.02959e-08-0j 8.86709e-06-0j 4.32535e-05-0j -2.76109e-06-0j -0.00721025-0j 9.70068e-06-0j -3.94523e-06-0j 0.0391481-0j -3.02065e-06-0j -9.92396e-05-0j -1.62732e-06-0j -9.70257e-05-0j -4.31612e-06-0j 0.016543-0j 3.09018e-05-0j -0.00515125-0j 4.41546e-05-0j -0.0898204-0j -1.78031e-06-0j -0.00736046-0j 0.0279688-0j 0.000222613-0j 1.82129e-05-0j -6.93185e-05-0j -0.00303604-0j 0.0399637-0j -9.9047e-05-0j 0.0164842-0j -4.08548e-05-0j 
-0.000302485-0j -2.28626e-05-0j -1.0889e-06-0j -2.55471e-06-0j -2.56476e-06-0j -0.00615005-0j -0.00617423-0j 5.39879e-06-0j 5.42001e-06-0j 1.85356e-06-0j -3.86083e-08-0j -1.45662e-05-0j -2.60639e-06-0j 0.0104836-0j 3.03403e-07-0j 0.00106289-0j -0.000218366-0j 2.04823e-05-0j -4.35987e-07-0j -0.0147416-0j -2.21392e-05-0j 9.0813e-09-0j -0.00149459-0j 6.13066e-07-0j 1.43125e-06-0j 2.89307e-08-0j -1.08904e-05-0j -3.0094e-06-0j 1.37029e-06-0j -5.4466e-05-0j -1.76622e-06-0j -2.20132e-07-0j -2.5941e-06-0j 2.28984e-05-0j -0.0615952-0j -1.10095e-06-0j -1.04265e-05-0j 0.000115101-0j 0.000114522-0j -5.24359e-08-0j 1.34391e-05-0j -3.04016e-08-0j -5.21461e-05-0j -0.00124505-0j 5.45443e-06-0j 0.129512-0j -2.48361e-06-0j 2.3266e-06-0j 6.7213e-05-0j -0.0589716-0j -0.000242015-0j -6.14523e-10-0j 3.20122e-06-0j 6.39233e-08-0j 0.0760107-0j 0.000110199-0j -2.91067e-08-0j -0.000142039-0j 3.75167e-08-0j 
