0.00117437+0.0165693j -0.0148954-0.00449202j 0.00763184+0.00907264j -0.004862+0.00669728j -0.00750714-0.0230301j 0.019278-0.00276661j -0.00442054-0.00437211j -0.00045582-0.00524458j -0.00196928-0.000288546j 0.00733517+0.00184526j 0.00244896+0.00952878j -0.0061912-6.1662e-05j -0.00708983-0.00381714j -0.00908753+0.00228186j -0.00381835+0.0153697j 0.00340902-0.00434449j 0.00122606-0.00567935j 0.0088037-0.00996175j 0.0179211+0.0152176j 0.00542066+0.00398066j -0.0162998-0.0175965j 0.00179177+0.00666595j -0.000354129+0.0160415j -4.82472e-05+0.00696964j 0.00291851+0.0101054j -0.00948252-0.00932978j 0.00645993+0.0017708j 0.0110463-0.00608446j 0.0107678-0.000319237j -0.011714+0.0143595j -0.0122664-0.0118701j -0.00384025+0.00306607j 0.0155535-0.00204024j 0.0129194-0.00469219j 0.00354964+0.0104103j -0.00688964-0.00574867j 0.00478814-0.00257981j 0.0107688-0.0110833j 0.008702+0.00263278j -0.00516114-0.00671481j -0.0122831-0.0205446j -0.00259632+8.19838e-05j 0.0157349-0.00499957j 0.00362011+0.00562738j -0.00336066+0.000464209j -0.00512433-0.0191075j 0.0131386+0.000700345j -0.0102393+0.00751431j -0.00866024+0.00832926j 0.00567661-0.00128964j 0.0105312-0.0133644j -0.000120307+0.00862881j -0.000343296-0.00396851j -0.000760959-0.00224904j 0.00639488-0.00784408j 0.007038+0.0029027j -0.00637983-0.00155107j -0.0158755-0.000951748j -0.00143172-0.0025033j -0.00175537+0.00742416j -0.00429139-0.00153076j -0.000481981-0.00435547j 0.00675604-0.000541554j 0.0037188+0.00208143j -0.00548036-0.00149957j 0.000573529-0.00278409j 0.00148583-0.00875245j 0.000950699+0.00559998j 0.00280114-0.00587388j 0.00995753+0.0029193j -0.00648992-0.000348973j -0.00522933-0.00105657j -0.00236666+0.00345791j 0.00711484+0.00333837j 0.0132418-0.00530629j -0.00213438+0.00649116j 0.00256384-0.00923992j -0.00079761-0.000398419j 0.0110609+0.00253534j 0.000798272+0.000137363j 0.0142535+0.00625867j 0.00801377-0.0064341j -0.00424638-0.00273214j -0.0233504+0.0102007j 0.00976634-0.0043779j 0.00726673-0.0046711j 0.00334528-0.00449299j -0.012326-0.00761537j -0.00722906+0.0105628j 0.00523543-0.00476626j 0.000675651+0.00613767j 0.000976888-0.0163974j 0.0254044+0.0249352j -0.00929696+0.00524607j -0.0103612-0.00393526j -0.0034514+0.0145599j -0.00242414+0.0125253j 
-0.0122585+0.017048j -0.0190031+0.0157983j 0.0311772-0.0301625j 0.00472565-0.000596303j 0.016615-0.0267998j 0.0203193-0.0236701j -0.0132167+0.021596j 0.0125873-0.0241327j 0.00706942+0.0203617j 0.0360697-0.0441065j 0.00386432-0.0233204j 0.017595-0.0358872j 0.0163397+0.000235855j -0.0250471+0.0393073j -0.00203313+0.00581911j -0.0544906+0.0527441j -0.00997956-0.0292087j 0.0434714+0.0039349j 0.0033939-0.00606129j 0.0336757-0.00890701j 0.0327474+0.0175268j 0.0561915+0.0511116j -0.00319237-0.00370114j -0.0309156+0.0520588j -0.00262446+0.0435477j 0.0353172-0.0410261j 0.00251076-0.05455j 0.0383069-0.0705793j 0.0796951-0.0600716j -0.0434035+0.0216457j -0.0420244+0.107235j -0.00334542-0.00783742j -0.0154817+0.0512315j -0.097363+0.0102363j 0.0554866+0.0287958j -0.0496373-0.0351667j -0.0279532-0.0783274j 0.0665066-0.0901106j 0.0422254-0.0616185j 0.0546849+0.0275105j 0.00438673+0.0401015j 0.00109917+0.0652816j -0.059039-0.0401015j -0.018508+0.0114969j -0.0200494+0.00441313j -0.0159594-0.0492763j 0.0258616-0.0541993j -0.0488796+0.0625845j -0.0145743+0.0248729j 0.0438121-0.0840209j 0.0237635-0.0608034j -0.0265897+0.0302743j 0.0107707-0.0189599j -0.0174674+0.0122457j 0.0145424-0.0461803j -0.00473607-0.0089645j -0.0288445+0.0319161j -0.0269732+0.00186053j 0.0368994-0.0198788j -0.0513973+0.0456621j -0.0224568-0.000209808j 0.0278538-0.0325788j -0.0356595+0.0607643j 0.00637476+0.00573521j -0.030606+0.00450523j 0.0233103+0.000565377j 0.0295587-0.00660045j 0.0232037-0.0185319j -0.0367341-0.0027407j -0.00385252-0.000894583j -0.00455234-0.00364646j 0.00176969-0.042646j 0.0233471+0.016565j 0.0280122-0.00340501j 0.00979935-0.0138969j 0.01081+0.0017883j -0.0394062+0.019055j 0.0169081-0.0239327j -0.00838823-0.00347135j 0.0437649-0.0047148j 0.0146714-0.0208388j 0.0145709-0.0107624j -0.00671043+0.00454821j 0.00576441-0.0093906j 0.0112201-0.0149067j 0.00107433-0.00140419j 0.00148324-0.000120633j 0.00776664-0.0233811j -0.00123426+0.0214593j -0.00359986+0.00168247j 0.00595486-0.00271863j 0.0546767-0.0267722j -0.00990998-0.00544786j 0.0106494-0.00123369j -0.0113183+0.00166747j 0.0345243-0.0153072j -0.0133823-0.00179359j 
-0.00550632-0.0108047j -0.00199369-7.70357e-05j 0.010982+0.0123973j 0.0103241-0.00135048j 0.0143424+0.019456j 0.00320643+0.00172051j 0.0187226+0.011229j -0.00831072-0.00789926j -0.018802-0.0330396j 0.0235767+0.033658j 0.00983506+0.000675435j 0.0316065+0.00282842j 0.0135637-0.0284202j 0.00516653+0.00736488j 0.0388445+0.0215313j 0.0508964+0.0482967j -0.0517114+0.00544858j 0.0961996+0.0220449j -0.0064151-0.0020689j -0.0343107-0.0238682j -0.0372374+0.00694164j 0.0168674-0.0663479j 0.0217157+0.0830995j -0.0590156-0.0359896j -0.0516562-0.00110481j 0.0274391+0.00756224j 0.0546272+0.0132234j -0.0071021+0.0515147j -0.017034-0.0447466j 0.00220879+0.0107157j 0.0658952-0.00383238j 0.121841+0.0705872j 0.00016494-0.0419799j 0.0948278+0.0807633j 0.0249842-0.0719207j 0.0248587+0.0405604j -0.114577-0.0108407j 0.0674231-0.00574013j 0.0616039+0.0531601j -0.00352499-0.0207598j -0.0204325+0.01968j 0.0736432-0.0664613j 0.0522267+0.0962048j -0.00178965-0.0753323j -0.0545723-0.0381227j -0.0173771+0.0663511j -0.025861+0.0131357j -0.0367968-0.00143842j -0.00374635+0.0306992j -0.0274256-0.0047148j -0.0163613+0.0170539j 0.00520523+0.0247894j -0.00939875+0.0152364j -0.0206918+0.0173054j 0.0215876+0.0250783j -0.0161996-0.0205746j -0.0297882+0.0213894j 0.0130573+0.027622j 0.00711393+0.020136j 0.0160992-0.0129091j -0.00297828+0.0246788j -0.0162467+0.00237692j 0.00340691-0.0212823j -0.00115464+0.00845675j -0.00620442+0.00718057j 0.0194638-0.0248123j 0.019886-0.0231664j 0.006655-0.0139927j 0.0058285+0.0169457j 0.028329+0.00235781j -0.0312017+0.0220965j -0.00978524+0.0306083j 0.0216037-0.0136147j 0.0473033+0.0080898j 0.0297403-0.0151614j 0.00569476+0.0181807j 0.0182637+0.0161143j 0.0107865-0.000379135j -0.00402951-0.00945772j 0.00780117-0.0331064j -0.0113835-0.00793109j 0.0117977+0.0208813j -0.00641828-0.000444849j 0.00503196+0.0448365j -0.0102731+0.0104599j -0.000734331-0.00439972j 0.00738185+0.0179116j -0.00886162+0.0142022j -0.00338968-0.00494927j 0.017015+0.0244291j 0.00678233-1.532e-05j 0.00494334+0.0076013j -0.0225216+0.0312559j -0.00562163-0.00582298j -0.00527099+0.000989655j 0.00186774+0.0127101j -0.00834444+0.021656j 
0.0107146-0.005882j -0.0117817+0.0101469j -0.0103817+0.0039622j -0.0109324+0.00967074j -0.0223+0.0156597j 0.0261146-0.0157086j 0.00310058-0.00314247j -0.0205175+0.0229965j 0.00260342+0.0182534j -0.0207511-0.00403793j -0.0260754+0.0112194j -0.0338059+0.00826906j -0.0148395-0.00946806j 0.0269202-0.0323601j 0.000184369-0.0261589j 0.0373336-0.0463531j 0.053118+0.00493055j 0.00829096-0.0273467j -0.0110816+0.00961137j 0.033522+0.011993j -0.0330985+0.0998195j 0.0265915-0.0360396j -0.00226081+0.0143264j 0.0757679+0.0393112j 0.0395269+0.018247j -0.0147248+0.0339735j -0.0116233-0.0369007j 0.0160935+0.0342877j 0.0257287-0.0266175j -0.0332761-0.0497207j 0.00435208+0.0593909j -0.0846426+0.0204681j 0.103345-0.0588277j 0.0464498-0.0999993j -0.061966-0.0149484j -0.0453897-0.0217544j -0.0614384+0.0249801j 0.0357568-0.12929j 0.0153901-0.00877552j 0.0449796-0.0502355j 0.0406463+0.0605787j -0.0335419+0.108799j 0.0152288-0.0515171j 0.0191613-0.048514j -0.0202252-0.0443149j -0.00466812-0.0525884j -0.0404546-0.021896j -0.0278975+0.0605549j -0.0154533+0.0531848j 0.0129585+0.0141635j 0.0264257-0.0666316j -0.0221096+0.00755526j 0.0157261+0.00817728j 0.0439463-0.0259214j -0.0365461-0.0327816j -0.0410363+0.0241279j 0.0143201+0.0200488j -0.00691853+0.0207933j 0.0284919+0.00539471j -0.0560046+0.00883741j -0.0100682+0.0409214j -0.036617+0.00330682j 0.0423964+0.00254033j -0.00669806-0.0058559j 0.000650412+0.0173835j 0.00309631-0.0316289j -0.011384-0.00555897j 0.00780469-0.00993616j -0.00457004+0.0139949j -0.0101015+0.000920669j -0.00825914-0.00728478j -0.0112539+0.0173947j 0.0060519-0.020763j 0.000615347-0.000653263j -0.0206728+0.0180284j 0.00874095+0.00521426j -0.0232307+0.0238771j -0.00695813+0.00910899j -0.00316872-0.00410875j -0.0112006+0.0191973j -0.0253746+0.0148371j 0.0144434-0.0238953j -0.00854252+0.00191264j 0.00287502+0.0205965j 0.0194333-0.0266534j -0.00133271-0.0151621j -0.00250043-0.00462186j -0.0108326-0.0103834j 0.0184958-0.00296221j 0.0142901-0.00776073j -0.00357511+0.00877222j 0.0110837-0.0106696j 0.0146525-0.00627014j 0.0104261-0.00522531j -0.0051143+0.00396627j 0.0104698-0.0104599j 0.00416841-0.00202137j 
0.00928538-0.00113711j 0.00417443+0.00981301j -0.00537334+0.00951862j -0.00201471-0.00239041j -0.0153991+0.000263499j -0.0124982-0.0216743j -0.00445709-0.0222002j -0.0245869-0.0132509j 0.0232398-0.00277523j -0.00551278+0.0328381j -0.00549827-0.00447464j -0.00894288-0.0171788j 0.0261879+0.0159464j 0.0208788+0.018421j 0.00752511+0.0104303j 0.019334-0.000977372j 0.0330476+0.0535355j -0.0180754-0.0651513j 0.000743616+0.00302442j 0.0198781-0.00772483j 0.010874+0.0123506j 0.0457858+0.0142796j 0.033737+0.0347509j 0.0385289-0.0426802j 0.00770786-0.014151j 0.0377489-0.00569093j 0.0238654-0.0279968j -0.0500111-0.0117388j -0.0132237-0.0226833j 0.0365816+0.000600944j -0.00991587-0.0704306j -0.0622013-0.0844706j 0.0191261-0.000781818j -0.0082507+0.0115546j -0.00112801-0.0287471j 0.0269456-0.0117481j -0.0040087+0.0369523j -0.00047697+0.0369237j -0.0817692+0.0164221j 0.00245394+0.0115503j 0.028193+0.0342748j 0.0130013-0.00296292j 0.034533-0.00857365j 0.0319341-0.0148938j -0.0617071+0.00265063j -0.0485835+0.011978j -0.0469703-0.0314231j 0.0261261-0.00297906j 0.029739-0.0200754j -0.0116479+0.0340014j -0.0638466-0.0103079j 0.0268349-0.0353696j 0.0240577+0.0451784j 0.0173307+0.0161232j -0.0518168-0.0551513j -0.00615575-0.0146372j 0.0156531-0.0152153j 0.000872402+0.0143593j 0.015625+0.0108666j 0.0043187-0.040254j 0.00815822-0.00874238j -0.00737328-0.0110994j 0.0237955-0.0238597j 0.00718117+0.0118874j 0.00105889-0.00480689j -0.0150667-0.0136574j 0.00257199+0.00792067j -0.00855387+0.00694278j 0.00532345-0.0172466j -0.0263092+0.011565j -0.0136701+0.0164868j -0.00699435+0.000478983j 0.00168334-0.0012969j 0.00121314-0.00289119j 0.000768128-0.01369j -0.00389834+0.016985j -0.00156242-0.0342436j 0.0235938+0.020803j 0.000247752-0.00241525j -0.00108246+0.0225988j -0.0116581-0.0147068j 0.00780133-0.0121633j -0.0284509-0.0180549j -0.000448316+0.0150199j -0.00439996+0.0094185j -0.0207516-0.0111856j -0.023549-0.0194268j -0.0102156-0.00454247j -0.00150305+0.011373j 0.0069719+0.00536234j -0.00486399+0.00429322j -0.0109934+0.0267643j -0.0123285+0.0103023j 0.0152291+0.0120877j 0.00199194-0.00506472j -0.00358352+0.017557j -0.00805788+0.000748718j 
-0.0152357+0.0109102j 0.00641718-0.0189182j 0.0130824+0.0270533j -0.00595143+0.0202266j 0.0233776-0.0272184j -0.0139001+0.0311913j -0.0342747-0.00248592j 0.00505696+0.0034016j 0.0113951+0.0125107j 0.0319842+0.012899j -0.00634223+0.0420174j 0.0321311+0.0262554j 0.0262583-0.0174124j -0.0236054-0.0156522j -0.0112419+0.0395758j -0.0509948-0.022304j 0.0539464+0.00469399j -0.0543918+0.0321756j -0.013761+0.0522361j 0.0230625+0.0416385j 0.00982567-0.0101532j 0.0229059+0.0406098j 0.0211294+0.0670593j 0.0141024+0.0571271j -0.0383718+0.0718648j 0.0528547+0.0391039j 0.0224712+0.0270789j 0.0365661+0.0409088j 0.0299073+0.0376086j 0.059021+0.0243873j -0.0565206-0.070326j -0.104458+0.0153243j -0.0343898-0.0435734j -0.0546295-0.0639666j -0.0231522+0.000392986j -0.0763852-0.0515231j 0.0708262-0.0439491j 0.0766581-0.001596j 0.0144517+0.0143602j -0.00648908-0.0366611j -0.0113837-0.0645181j -0.0855887-0.070903j -0.0300696-0.00123943j 0.025757+0.00565602j 0.0470598-0.0298071j 0.00734403-0.0489629j 0.0121268+0.0572754j -0.0351456-0.0434735j -0.0201861+0.0396473j 0.0542363+0.00561122j 0.0262668+0.0336482j -0.0326909+0.0338158j -0.00397463+0.00359092j -0.0114793-0.00638059j 0.0230229+0.0181227j 0.0224816+0.0148254j -0.0034186-0.0141552j 0.0108919-0.048494j 0.0183679+0.0328163j -0.00794287-0.0337696j 0.00874273+0.0059811j 0.0188413+0.0171671j -0.0452564+0.0112065j -0.0173626+0.00604769j 0.0100322-0.0304601j 0.0162204-0.0120731j 0.00277957+0.0219822j 0.00835035+0.0152034j 0.00917421-0.00853251j -0.0211938+0.0178983j 0.0120626-0.00506545j 0.0125281+0.0313355j -0.0119408+0.00717354j -0.00876176+0.0205545j 0.000845334+0.0123193j 0.00416738+0.0229487j -0.0121908+0.000553751j 0.0194608+0.00132172j -0.00391844+0.0167892j 0.00620923+0.00669021j 0.0124855+0.027316j -0.00913981+0.0282966j -0.0142087-0.001795j -0.0106192+0.0104286j 0.00285744+0.0140675j 0.00144358-0.00268889j -0.00363432+0.00520939j 0.0284371-0.0170017j -0.0262858+0.00511723j -0.0133806+0.017564j -0.000335857-0.0041139j 0.0114058+0.0235618j 0.012525-0.0425941j 0.00179303+0.00451892j 0.00868416-0.0165735j 0.00531282+0.0121241j 0.0042142-0.026129j 
0.000315043-0.0039515j -0.0100741-0.00487462j -0.0220574+0.0177774j -0.0211716+0.00227689j -0.0078823+0.0261242j 0.0162364+0.016264j -2.03662e-05+0.0270351j -0.0266293+0.0372052j 0.00392532-0.0286477j -0.0283395+0.0132377j -0.0265995+0.00644387j -0.015142+0.0188013j -0.014883-0.0457274j 0.00938851-0.0248004j -0.00298862+0.0130805j 0.0473595-0.0284573j -0.00131638-0.0636413j 0.018117+0.054718j -0.0244613-0.0118132j 0.0441288+0.00580859j -0.0359304+0.0362249j 0.0133885-0.0561468j -0.00267505+0.0124642j 0.0722434+0.0125165j 0.03633+0.0416474j -0.0141575+0.0268377j -0.0315798+0.00431539j -0.0406779+0.0846517j 0.0230664+0.044306j 0.0284964-0.0122798j 0.0419422+0.004255j 0.0322244+0.0976463j -0.0207806-0.117103j 0.00349274-0.0581049j 0.0513065+0.00877015j 0.0771136+0.0452915j 0.00499504-0.0182983j 0.0313458-0.0237532j -0.111803-0.0374477j -0.00520368-0.0158957j -0.0187376+0.00915657j -0.130121-0.00703032j 0.0610597-0.0109889j 0.063149-0.0187172j -0.0253428-0.0141295j 0.0274396+0.00689191j 0.0209753+0.0132372j -0.000248326+0.0260623j 0.0298347+0.0460308j 0.0313849-0.0166009j 0.033472+0.0153055j 0.04418+0.000639584j -0.0373562-0.0046806j 0.0237711-0.00336364j 0.0416837+0.0455339j -0.00682993-0.0140136j 0.0245677+0.0315764j 0.00454296+0.0117278j 0.0134439-0.0370037j 0.0289238-0.0127455j -0.00475733-0.0309604j 0.0156288+0.00844948j -0.0269597-0.00835819j -0.023216+0.0105133j 0.0182614+0.0119691j -0.0144342-0.0100835j 0.00192248+0.00441179j 0.00577307+0.0218255j 0.00182449+0.0156028j -0.0601378+0.00730314j 0.00883214-0.00197358j 0.0117542+0.0483933j -0.00771046+0.0029132j -0.0190621-0.004882j -0.0146479+0.0260282j -0.0266941-0.00967521j -0.014901+0.0200245j -0.0256949+0.0103369j 0.00963077-0.00714322j -0.0543921-0.0265595j 0.00594149+0.0167359j 0.0123466-0.00516487j 0.0108197+0.0213033j -0.000380107+0.0385905j 0.00542104+0.0044034j -0.013224-0.000471893j -0.000397195+0.0191674j 0.0255933+0.0103571j -0.0121671-0.00808875j -0.00944318+0.00488561j -0.0152308+0.0133253j -0.00477502+0.00139372j 0.0195697+0.0124656j 0.0048365-0.0158557j 0.0142957-0.00181031j 0.00127297+0.00313344j 0.0143528+0.00690713j 
-0.00167503-0.0313116j -0.0153324+0.00131033j -0.00458882-0.0179059j -0.0137675-0.00973474j 0.00319812+0.0509334j 0.0343369+0.00435347j 0.00525875+0.00867395j 0.0317155-0.0310078j -0.0118787+0.0103353j 0.0121658-0.00395884j -0.0302396-0.0225098j -0.0156048+0.0148639j -0.0364769+0.0369391j -0.0134263+0.0224159j -0.0410639-0.00945085j -0.0411898+0.0522213j -0.0142961+0.0368261j 0.0162851+0.0410294j -0.00723923-0.0569841j 0.0356162+0.0062597j 0.0363653+0.0572478j 0.00348317+0.0264955j 0.00426748-0.0218899j 0.0254656-0.0202069j 0.0393903-0.0321763j -0.0289716+0.0911637j -0.0254575+0.0122115j 0.102842-0.0422553j 0.101045-0.02117j -0.13689-0.0399056j 0.0155039-0.0207818j 0.0246651+0.00965398j -0.0163285+0.0235042j -0.0252109-0.00751342j -0.0507788+0.0473393j 0.022415+0.0182042j 0.0235729-0.031404j 0.00942614+0.0343661j -0.00844489-0.0679178j -0.0089503+0.0720329j 0.113474+0.0597794j 0.0936333-0.0928088j 0.0347687+0.00639892j -0.00329975-0.0764687j -0.0634076-0.030006j -0.0386369+0.0577812j -0.00429204-0.0631675j 0.000843814+0.0242546j 0.00200005+0.00899772j 0.0480027-0.0228733j -0.0432536+0.000423597j -0.036054+0.00963249j 0.0526503+0.0249151j 0.011761+0.0075795j -0.0294424-0.0415876j -0.0263721-0.0447298j -0.0327932+0.00737391j -0.00554323+0.0384086j 0.0384689+0.0392153j -0.074767-0.00824364j 0.0213678+0.0197878j -0.0112904-0.0110186j -0.00029672-0.0158645j 0.0162629+0.00441142j -0.0115334+0.00919665j -0.0260999-0.00462697j 0.0310439-0.0345275j 0.0236642-0.00529088j 0.0162129-0.0178913j 0.00636722-0.000865824j -0.00482428+0.0246572j 0.0280068-0.00725407j -0.0248189+0.00876506j 0.00172487-0.00825158j -0.00219362-0.0351206j 0.00255903+0.0109274j -0.0148532-0.0193466j 0.0221996+3.81708e-06j 0.0126763-0.0311536j 0.00770446-0.0294264j -0.00273577-0.0243023j 0.00877262+0.0251226j -0.0228543-0.00181223j 0.0261077+0.00835062j -0.00132841+0.0156216j 0.00216079-0.0103393j -0.0185238+0.0129667j -0.00368057-0.00385357j 0.0118107+0.00577773j 0.0197137+0.0138524j 0.0068453-0.0177778j 0.030626-0.00670711j -0.00178227+0.0404654j 0.0118954-0.00631718j 0.00560143-0.0140158j 0.0150184+0.00173282j -0.00350801+0.0276962j 
-0.000381639-0.00315444j -0.0156547+0.00349191j 0.0317746+0.0130932j -0.00396725+0.00761742j -0.0118038+0.00511756j 0.0152546-0.0140337j -0.0260834-0.0221j -0.0155119+0.0250855j -0.0314987+0.00498867j 0.0565743+0.00336298j 0.00780826+0.0272621j -0.0112113+0.0267251j 0.0126697+0.0142533j -0.00930234-0.0274933j 0.0232841+0.00388468j 0.0368135-0.0842843j 0.0313365+0.012994j 0.00375612-0.0456283j 0.042875-0.0010038j -0.0145751+0.00449544j -0.0911577+0.00330234j 0.0410135-0.0057497j 0.0345421-0.00682358j -0.0705737-0.00189168j -0.0311562-0.0307746j -0.0441543+0.0409518j 0.0176643+0.035223j -0.00920901+0.000146261j -0.00675261+0.0440297j 0.051247+0.0339313j -0.00802192-0.0614132j -0.0726949-0.00623694j 0.0178357-0.0513369j 0.0126002-0.106103j 0.06318+0.0254689j -0.04407-0.0457997j -0.0297465+0.0252449j 0.0698934-0.0391142j 0.0305927-0.00715504j 0.0283397-0.0285775j -0.0773264-0.0261392j -0.0328143+0.0475897j -0.0589898-0.100237j -0.0162255-0.0140023j 0.0642344+0.01037j -0.0556983-0.0503471j -0.0369649-0.0220994j 0.0152673+0.0187257j -0.00395705+0.011781j -0.0115648+0.0206199j -0.0282136-0.0422112j 0.00806895+0.00172357j 0.0258838-0.00493138j -0.0353557-0.0189286j -0.0903168-0.0449741j -0.0178795+0.0118231j 0.00679851+0.00345974j 0.0257338+0.0145427j -0.00101605-0.019342j 0.00708239+0.00836698j -0.00730047+0.0133968j -0.00675444+0.0111829j -0.0231839-0.0307198j 0.00517059-0.00372243j -0.00108198+0.00674051j 0.0145484-0.00200174j -0.0425533+0.0149767j 0.00168149+0.00720869j -0.0594195-0.00640233j 0.0239316-0.0169407j 0.0027493+0.00374349j -0.01036+0.0291552j 0.0132531-0.00496086j -0.00439678-0.00112759j -0.0190148-0.00515936j 0.0119985+0.00100049j -0.0370389-0.0129983j 0.000484981+0.0103115j -0.0254227-0.00878585j 0.0151152+0.0332035j 0.0237214+0.0152753j -0.0267036-0.0368015j 0.00768114+0.00043676j 0.0004873+0.00714121j 0.00386635-0.0167265j -0.0146372-0.00119538j -0.00646247-0.0146499j -0.0328331+0.0023703j 0.0203527-0.00215691j -0.0157984-0.0199844j -0.0142485+0.00965645j 0.0198396+0.0178352j 0.0100995+0.000866977j 0.00493675+0.00639974j -0.0234007+0.00609702j 0.0179327+0.00740022j -0.000310508-0.00177233j 
-0.0129209-0.0306286j 0.0181162-0.00392462j -0.0124248-0.00831786j 0.00336623-0.022844j 0.032612+0.0518433j -0.0216253+0.00420356j 0.0165158-0.0106347j 0.0156181+0.0317906j 0.0126346+0.00218242j -0.00137979+0.00341143j -0.0267518-0.01825j -0.00157608-0.0306814j 0.00934231+0.00401995j -0.0110932-0.00945549j -0.0477347-0.0562945j -0.00523394-0.0198771j -0.0570792+0.00358291j 0.0658276+6.48429e-05j -0.0240995-0.0354782j -0.0242565+0.00925577j 0.0888402+0.0708975j 0.0226106-0.013781j -0.030464-0.0605382j -0.025196-0.0540263j -0.0311751-0.0103467j -0.0168507+0.00363239j -0.0402362-0.0687025j -0.00805626+0.00462273j 0.0285204-0.00577966j -0.103528-0.0632023j 0.179293+0.000579859j 0.0557108-0.00915585j 0.0207401-0.0153768j -0.0105693-0.0925726j 0.0298071+0.0224489j -0.0129961+0.0124488j -0.00557429+0.0357214j 0.0184887+0.0461198j -0.00496725-0.0294081j 0.00884648+0.045653j 0.115023+0.0037526j 0.174943-0.0555497j 0.0108479-0.0668483j 0.0260483-0.0673815j -0.0614965+0.0709426j -0.0470195+0.0652933j -0.0201933+0.0421193j -0.0158429+0.0305607j -0.00134118-0.0112798j 0.00524188+0.00669458j -0.0455276+0.0437376j -0.021466-0.0330336j -0.00667837-0.00359851j -0.0397277+0.00535846j -0.00984412+0.00761269j 0.0127557-0.0238101j -0.00111736+0.0138705j -0.000400519+0.00445513j 0.0113293-0.0176519j -0.00171377+0.00613211j -0.0201045-0.0137347j 0.0182056+0.00493052j 0.000951812-0.0373229j 0.00943617+0.0282155j 0.00785538+0.0391899j 0.017826+0.00191793j 0.0328451-0.0122603j -0.0211775+0.00111697j 0.0338431-0.0427464j -0.00509369+0.014094j -0.0240677+0.0197169j -0.0303963+0.00885448j 0.00209465-0.0131482j 0.0165184-0.0520903j 0.0240199-0.0199429j -0.015055-0.000560453j 0.027307-0.0178839j 0.0123821-0.00491779j -0.00815218-0.0246754j 0.0404999-0.00590664j -0.00807906-0.00430317j 0.0191684-0.00710362j -0.0160513+0.0392847j -0.00718145-0.0020166j 0.0046071+0.0141044j -0.0010448+0.0158152j -0.00922979+0.0112634j 0.00947927-0.00121809j -0.0107446+0.000909059j 0.0150125-0.0232553j 0.0110851+0.00912029j -0.0194205-0.00391655j -0.0220849+0.0407948j -0.00650673-0.0213457j 0.0111452-0.0108703j -0.0177808-0.000682748j -0.00864188+0.0281793j 
0.0163541-0.00876383j 0.00560939-0.00879847j -0.0224958+0.00400398j 0.000903312-0.0239843j -0.0238539+0.0152109j -0.0133377+0.0179209j -0.0129833-0.0152695j -0.0081908+0.00834882j 0.0187059-0.0181483j -0.0525368+0.0200699j 0.00419684-0.0294317j 0.00282257+0.0141015j -0.00196342+0.0320993j 0.00171295-0.0364958j 0.0327721-0.0417629j -0.0415709-0.0111042j 0.0555507-0.0530565j -0.0877739+0.0495024j -0.030528+0.00205253j 0.0124201+0.01947j -0.0210197-0.0771724j 0.00794093-0.0256534j -0.050407+0.0123631j 0.111089-0.00358598j 0.0207927-0.0530596j 0.0351925-0.0166065j -0.0244142+0.0127197j -0.0402273+0.0208507j -0.0133878+0.0719966j 0.0724292+0.0189342j -0.0112661+0.0375209j -0.089902+0.0505808j 9.55181e-05-0.00966751j -0.0212651-0.0751645j -0.0258983+0.0625617j -0.0260967+0.00790644j 0.0343002+0.0207882j -0.0811685+0.0351226j -0.0309668-0.0109807j -0.0342506+0.0190293j 0.0526588-0.14353j 0.0191689-0.071925j -0.0961876-0.00112678j 0.0565396+0.0108984j 0.0448025+0.0302039j -0.00298217-0.00720297j -0.0153279-0.0200133j -0.0138163+0.0330544j 0.00407332+0.0221589j 0.0607451+0.00213962j 0.0222195-0.0309065j -0.0277499+0.0257781j 0.00854284-0.0438556j 0.0300651-0.054778j -0.00570065+0.0445968j 0.0137303+0.0171989j 0.00909197+0.0122841j 0.0261822+0.0211834j -0.00842306-0.013303j -0.00654867+0.0781689j -0.00587118+0.00703908j -0.00501353+0.0199088j -0.0280489-0.0352868j -0.0235285-0.0153493j 0.0150923+0.0138783j -0.00131289+0.0228504j 0.0128422-0.0430697j -0.00954587+0.0398445j 0.0183681-0.0046894j -0.0631006-0.0158365j 0.0146677-0.0240203j 0.0098546-0.015585j 0.00205505+0.0144904j -0.0138127-0.0147471j -0.0236258+0.00978844j -4.06416e-06-0.0351047j -0.0054386+0.00183923j -0.0114042-0.0141125j 0.0191283-0.00144684j 0.0127951-0.0443778j -0.00915074+0.0419215j -0.0250213-0.00902491j -0.00116387+0.00258802j 0.0214546-0.0279741j -0.00648609-0.0263035j 0.00431442-0.00781328j -0.00222541+0.00540469j 0.0387046+0.00590077j -0.00444505-0.027651j -0.0175813-0.0323464j 0.0076215-0.0245904j 0.00660664-0.0142605j 0.00730612+0.0150371j 0.0127905-0.00320999j 0.0264556+0.00982808j 0.00419992-0.00634844j 0.00332772+0.00125534j 
