0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
-0.00736985+0.00703461j 0.00691975+0.00647624j 0.00079996+0.00199257j -0.000578307+0.00121653j -0.0012767+0.00203988j 0.00382827+0.00157798j 0.00185053-0.000380688j 1.61379e-05+0.001605j 0.000769213-0.00573409j -0.00485394+0.00106479j -0.000965845+0.0025624j -0.00048738+0.00302327j 0.000495195+0.00264499j -0.00010154+0.000302157j 0.000103162-0.00150591j 0.0024842-0.00177396j 0.00127427+0.00329011j 0.00234433-0.00231196j -0.00048556-5.42872e-05j 0.00291975+0.00347359j 0.00170459-0.00342538j 0.00655812-0.00642687j 0.000688462+0.0019968j 0.00338808+0.00135492j -0.00394855-0.000528857j -0.000324757+0.00223327j -0.00131761+0.000489462j 0.00299763+0.00282997j -0.00105494+0.00509408j 0.000599709-0.00141835j 0.0101872-0.00181035j -0.00243779-0.00211449j 0.000972383-0.00387836j -0.00487483+0.00106707j 0.00543457+0.00307058j -0.0019882+0.00751906j -0.0041298-0.00333194j -0.000266378-0.00558509j -0.000784196+0.00272205j -0.00121202-0.00503859j -0.0020572+0.0043457j -0.00527744-0.000652248j -0.00407728+0.000183446j 0.000322479+0.00234701j 0.000511223-0.00242047j 0.0087596-0.00381825j 0.00158157-0.00175634j -0.00270751+0.000677571j 0.00500052+0.00348901j 0.00172641+0.00291082j 1.18147e-05+0.00220363j -0.0033092+0.00660561j 0.00332321+0.00533734j -0.00488632+0.000712956j -0.00322854+0.00381691j -0.00539979+0.000599914j -0.00365305+0.00531905j 0.00308154+0.00284302j -0.00782494-0.00427008j 0.0084854-0.00119838j 0.000755385-0.00100896j -0.00207928-0.00191815j 0.00499616-0.00456897j 0.000235432-0.000718808j 0.00223497-0.000424138j -0.000815071-0.00254878j -0.000582828-0.00436065j 0.00336387-0.000391718j 0.00127747+0.00118533j -0.0031581+0.00287437j 0.0038471+0.00311382j -0.000919416-7.38484e-05j -0.00143192-5.48432e-05j 0.00975513+0.00412272j -0.000723643-0.00160663j 0.000379032+0.00132207j -0.00143835+0.000973522j 0.00184308-0.000260896j -0.000800634-0.00104958j 0.00204086-0.00305612j -0.00102805+0.000462831j -0.000225443+0.00132716j 0.00186688+3.87838e-05j -0.00232722-0.00196194j -0.00422976-0.00688756j 0.00623442-0.00305079j 0.00481205-0.000298492j 0.00116174+0.00588471j 0.00516311+0.000458238j 0.00192436-0.000365825j 0.00239735-0.00098144j 0.00118584-0.00658243j 0.002747+0.000541565j 0.00908343-0.00469165j 0.00238185+0.0117891j 
-0.00305186+0.0013936j 0.00281823+0.00468627j 0.00643366+0.00147041j 0.000468312-0.00473658j 0.00259574+0.000851421j -0.000641769-0.00248829j 0.00357511-0.00321211j 0.00231005+0.00371376j -0.000757889-0.000233508j 0.00392419-0.00311745j 0.000304959-0.0011544j 0.00178442+0.00179857j -0.000421476+0.00558776j 0.00187903+0.00425677j 0.00216867-0.00242455j -0.00344565-0.000611512j 0.000534284-0.000403035j 0.000811421+0.000699045j 0.00128512-0.0020331j -0.000157619-0.00426356j -0.000490188+0.00349231j 0.00584623+0.00342258j -0.000463254+0.000512964j -0.0052927-0.00179029j -0.00195509+0.00157736j -0.00214996-0.00329499j -0.00236896+0.00181423j 0.00650347-0.00118069j -0.0023157+0.00229022j 0.000555096-0.00326255j 0.00103669+0.000809999j 0.00191424+0.00171631j -0.00135879-0.00313916j 0.00506229+0.00531522j -0.00206239+0.00459759j 0.00105976-0.00691584j 0.00223397-0.00398823j 0.00261584+0.00298546j 0.00348671+0.00376378j -0.00250965-0.00395961j 0.000514979-0.00493157j -0.00209673-0.00152577j -0.000585676-0.000224319j -0.000522483+0.00594363j 0.000539378+0.00282044j 0.0059661-0.000293431j 0.00107807-0.000223847j 0.00136999-0.00461774j 0.00509368+0.00112447j -0.000694006-0.0109077j 0.00103069+0.00570759j -0.00405263-0.00401937j 0.00240827+0.00649759j 0.0016914-0.000629412j -0.00135263+0.00387225j 0.00411018-0.00369684j 0.000855861+0.00471775j -0.000810771+0.00629438j -0.00245923-0.00167842j -0.00112101-0.00392243j -0.00593112+0.0012538j -0.00244082-0.000101893j -0.00133706+0.00397256j 0.00387501+0.00142161j -1.49413e-05+0.00534594j 0.00040923-0.00243302j 0.00371539-0.00538758j 0.0013021-0.00259775j 0.00290775+0.000182954j -0.0029903+0.00412813j 0.000407022+0.000455306j -0.00872181-0.00185819j -0.00542179-0.0007411j 0.00407401+0.00170278j 0.00240081-0.00303921j -0.0014413+0.00462034j -0.00282777+0.00349354j 0.00357416-0.00253959j -0.0023135-0.000631264j 0.00404662-0.00655751j 0.00194921+0.000567843j -0.00517531-0.00170059j 0.00357605-0.000922133j 0.000554026-0.00277446j 0.00293599-0.00455719j 0.00713045+0.0048936j 0.000431681-0.00455837j -0.000813804-0.00301907j 7.04475e-05-0.00186343j 0.00551467-0.000767225j 0.000560083-0.00457471j -0.00299787-0.00380129j -0.00165221-0.000418026j 0.00230011-0.00163607j 0.00207985+0.00103849j 
-0.000974829-0.00545595j -0.00403621-0.00120651j 0.00641013+0.00735778j 0.00125779+0.00267834j 0.00530032+0.00660909j 0.00114803+0.00204631j -0.00472299+0.00240427j 0.00363477-0.00186177j 0.000797583+0.00307172j -0.00375754+0.0055674j -0.000985012-0.000691106j 0.00432567+0.000108617j 0.00269659-0.00279416j -0.00270324+0.00147693j -0.00215032-7.15198e-05j 0.000984501-0.000580748j 0.00301217-0.00359892j -0.0034505+0.00440915j 0.00147436-0.000677297j 0.00702713+0.000741658j -0.000950555-0.00130501j -0.00110771-0.00940711j -0.00158386+0.0114448j 0.00626536-0.00426044j -0.00698613-0.0017211j -0.000795386+0.000275768j -0.00101688-0.00336979j 0.00346843-0.00373896j 0.00245967-0.00483129j -0.00604356+0.00348772j -0.0010321-0.0044293j 0.000839576+0.00268773j -0.00263248+0.00224845j -0.00898703+0.000436046j -0.000470843-0.00166929j 0.00776197+0.00289012j 0.00149636+0.00536339j -0.00136385-0.00156173j 0.00838352-0.000283592j -0.00542203-0.00192825j -0.00686186-0.00398439j -0.00292527-0.000898426j 0.000783348-0.000345717j -0.000975044+0.000793841j -0.000154731-0.00775788j -0.00483962+0.00360266j 0.00481578+0.00740457j 0.00475883+0.00805302j 0.000877395+0.00613124j 0.000502657-0.0144819j -0.00672534-0.00160909j -0.00830922+0.0036919j -0.00427585-0.00303976j -0.0038043-0.00399316j -0.00293951+0.00117195j 0.00197587+0.000486445j -2.41911e-05-0.00232107j -0.00688695+0.00150992j 0.00527099-0.00306078j -0.00513766-0.00693835j 0.00407087+0.00138451j -0.00164036+0.000320461j 0.00689456+0.000485091j -0.000408778-0.000112313j -0.00388402+0.00492904j -0.000868574+0.000111746j 0.00122019-0.00403108j -0.00217948+0.0013794j 0.000477068+0.000763732j -0.000576091-0.00296649j -0.000589517+0.00385591j -0.0041035-0.00191206j -0.00277438-0.00418206j 6.06571e-05+0.00123582j 0.00401931+0.00340248j -0.000381848+0.00464151j -0.00114733-0.000514575j 0.00285617-0.00146004j 0.00373251+0.000138345j 0.00255521-0.000277038j -0.00192699-0.00119776j 0.00334781-0.00153926j -0.00143596+0.000879469j 0.0040027+0.00085097j 0.00676127-0.000900388j -0.00244219-0.00250439j -0.00649521-0.00235529j -0.00128354+0.00289796j -0.00330173+0.00314967j 0.00508846-0.00174782j 0.000413294+0.00144123j 0.00515735-0.0012064j 0.00208674+0.00307349j 0.000355561-0.00678798j 0.00256171-0.0020126j 
-0.00110977+0.000976553j 0.0031106+0.00338286j 0.00243296-0.000486872j 0.000652352-0.00190345j -0.0010051-0.000827737j 0.00428344-0.00325725j -0.000292283-0.00375488j -0.000575655+0.000672946j 0.000943138-0.00512808j -0.000535992-0.0031898j -0.00122915-0.00162563j -0.00273436-0.002305j -0.00211998+0.000864037j -0.000235977-0.000304701j -0.00458771-0.00163798j 0.000330746+0.00302112j 0.00173602+0.000902102j 0.00125157-0.000208844j -0.000115933-0.00117392j 0.00183034-0.000537593j -0.000908783+0.00469574j 0.00186891-0.0035326j -0.00230003+0.00151227j -0.000770391+0.000504131j 0.00217879-0.000225916j 0.000216445-0.00112378j -0.00353095-0.00165146j 0.00505782-0.00252722j -0.00380265-0.00236698j -0.00195214+0.000441648j 0.00452293-0.00172881j 0.000792736+0.00274029j -0.00259276+0.00246119j -0.00348082+0.00152457j -0.000356902+0.00331707j -0.0041413-0.00138099j -0.000349303-0.00650667j -0.00159322-6.22857e-06j -0.000312732+0.00510887j -0.00125288-0.00110131j -0.00512859+0.000178504j 0.00430159-0.00335475j 0.00150555-0.00106286j -0.00106076+0.00319986j -0.000828336-0.00458161j 0.00329516-0.00844344j 0.000128791+0.00355576j 0.00201191-0.00531555j -0.00043583+0.00234276j -0.00622679-0.00358032j -0.0111745+0.0023346j 0.00161948-0.00298324j 0.00220604+0.00471559j 0.0106106+0.0012356j -0.00522591+0.0010113j 0.000912295+0.00395561j 0.00808658+0.00125458j 0.0010402+0.000377271j -0.00531482+0.00199559j -0.00257232-0.00369309j -0.0109197-0.000420543j 0.00103687-0.00389602j 0.00121655+6.2463e-05j 0.00141218-0.000565441j -0.00306792+0.00257464j -0.00197623-0.00743241j -0.00305295-0.00161765j 0.00233164-0.00313162j 0.00284356+0.0032153j -0.00122052+0.00237383j -0.00426753-0.00247944j 0.00361431+0.000791742j -0.00487979-0.00339462j 0.00419176+0.00197704j -0.00151994-0.00177229j 0.00440792+0.00766203j -0.00357191+0.00163129j -0.00315996+0.00199902j 0.00142539-0.00217306j 5.26142e-05-0.00926764j -0.000994591-0.000223986j -0.00803187-0.00333775j 0.00317097-0.00358906j -0.00330988+0.00224323j 0.00250651-0.00297017j 0.0064773+0.00591851j -0.00101336-0.002989j -0.00019986-0.000334736j -0.00136406-0.00431909j 0.00240368-0.000671682j 8.09516e-05-0.000162019j 0.000206215-0.00267433j 0.00239628-0.00267798j 0.00533499-0.00280291j 0.00166822+0.00479315j 
-0.00248624+0.00403993j 0.00358536+0.00176995j 0.00308026-0.00477548j -0.00371876+0.00181403j -0.00343844+0.00307655j 0.00227184+0.00327895j 6.19866e-05+0.00234887j -0.00225771+0.000385322j -0.0021246+0.00128609j -0.00454672+0.00337741j -0.00276449+0.00285273j -0.000587166-0.000884085j 0.00685774-0.0033562j -0.00298007+0.00172738j 0.00022076+0.00476429j 0.00194639-0.00389786j -0.00127284-0.00313902j 9.47325e-05+0.00294371j 0.00522925+0.0100121j -0.00411231+0.000572498j 0.00132941-0.00348644j -0.00126906+0.00362972j 0.00512506+0.000810322j -0.0039064-7.20485e-05j -0.00399573-0.00559049j 0.00700438+0.000933538j 0.00754092-0.00752695j -0.00121093+0.0054864j -0.000421365+0.000373171j -0.00776772-0.00175852j 0.00386834+0.00229272j -0.00174783+0.000318598j 0.00164484+0.00198318j -0.00363199-0.000323562j -0.00191011-0.00039296j 0.00754161+0.00331939j 0.00432539-0.00126599j -0.00300395-0.00465898j 0.000365166-0.00213554j -0.00265131-0.00523487j -0.00504143+0.0031422j 0.000753288+0.00174664j 0.00190795+0.00035025j -0.000421593-0.00884211j -0.00224486-0.000215573j 0.00663525-0.000945961j 0.001681+0.00414898j -0.00691275-0.00016369j 0.00123998+0.00381871j -0.000597801-0.000690937j -0.00143827-0.00273632j 0.00220967-0.00159773j 0.0022744+0.00106609j -0.00240189+0.00435019j -0.00406856-7.14831e-05j -0.00153383+0.00178987j 0.0026146-0.00327306j 0.00535448+0.0055611j -0.00220872-0.00153869j 0.00486597+0.000161158j -0.000997616+0.0029067j 0.000670721-0.00266496j -0.00286245+0.000739346j 0.00104476-0.00556141j 7.55712e-05+0.00281351j 0.00537713+0.00184741j -0.00208742+0.00247341j -0.00184501+0.000684401j 0.00403395+0.00307348j 0.00284618-0.000771378j 0.00184636+0.000815303j -5.84173e-05+0.00164938j 0.00228893+0.00110962j -0.00339796+0.002395j 0.00133457+0.00132532j -0.00135652-0.0023143j -0.000268966+0.00115206j -0.0012634+0.00211506j 0.000567896-0.00117848j 0.00171683+0.00289837j 0.000817012+0.00327398j -0.00033916-0.00166222j 0.00348995+0.00204585j -0.00243518-0.00133324j -0.00088901-0.00508966j -0.00213453+0.00245046j 0.00114229+0.00152485j -0.0021565+0.00233843j -0.00323116+0.00147092j -0.00143385+0.000457614j 0.00116652+0.00320749j 0.00119492-0.000395072j 0.000309029+0.00432395j 0.00294438-0.00195404j 0.0013975+0.00189508j 
-0.000474079+0.000445895j 0.000515949+6.92408e-05j 0.000300599-0.00166887j -0.000448413+0.00315901j -0.000219812-0.000300772j -0.00240507+0.00116508j -0.00039951-9.92367e-05j 0.000256196+0.000791981j -0.00295238+0.00291896j 0.00108401-0.00307474j 0.00176518+0.00078391j -0.000386968+6.28503e-05j -0.00191182-0.00314851j 0.00144019+0.00567228j -0.00137177-0.00158061j 0.00220725-0.00187592j 0.000671611+0.001366j 0.00268354+0.00051062j 0.000782612+0.000384573j -0.00267236+0.00134232j 0.00244754+0.00187978j -0.00124642+0.00148192j 0.00125635+0.0035449j 0.00170884+0.00127955j 0.00217826-0.000866157j 0.000959147+0.00105349j 0.00268317-0.000341623j -0.0023023+0.00235377j 0.00145614-0.0025729j -0.00195538+0.0014697j -0.000498981-0.00255962j -0.000284392+0.000210489j -0.00205463+0.00133888j -0.00349125-0.000155041j -0.000284231-0.00214189j -0.00349995+0.00336614j -0.00592038-0.00250941j -0.0003241+3.97897e-05j 0.00337025-0.00050574j -0.00222433-0.00551394j 0.00489988+0.00619425j -0.0123091-0.008556j 0.00200983+0.00734778j 0.00912049+0.00214912j -0.0019132-0.000392892j -0.00691586+0.00441614j -0.000280605-0.00746981j 0.0040083+0.0019155j 0.00352518-0.00692244j 0.00396433-0.00450034j 0.0137542-0.00339185j -0.0135938-0.0024216j -0.00672535+0.0033984j -0.0114116-0.00505868j 0.000347855+0.00610242j -0.00565227-0.00753158j -0.0110778+0.0141585j -0.00226387+0.000598299j -0.00133657+0.00406178j 0.00142735-0.00199954j 0.00591778-0.000389185j -0.0107611+0.00839457j -0.00106828+0.000664559j -0.0110088+0.00485311j -0.00157939-0.000566896j 0.00165379+0.00103167j 0.00193551-0.00365929j 0.00330079-0.00189151j -0.00665348-0.00348307j -0.0119425-0.00525624j -0.00134457-0.000175166j -0.0182674+0.00307638j -0.00949991+0.00427873j 0.000569881-0.00051419j 0.00980208-0.00258129j -0.00543319-0.00218212j -0.00145358+0.00222998j 0.0126214-0.00713808j 0.00262031-0.00270196j 0.00681053+0.000363894j 0.00202912+0.00085309j -0.00186016+0.0026774j 0.00235622+0.00100223j 0.00774769-0.00918728j -0.00669631+0.000755976j 0.00250505-0.00172909j 0.00121484-0.00197969j 0.00413574+0.00192382j -0.000566942-0.00338918j -0.000680385+0.00270429j 0.00496002+0.00150897j -0.00249032-0.000291472j -0.000598551+0.000449437j -0.000710051-1.38076e-06j 0.000324452-0.00037159j 
-0.00287962-0.00231881j -0.00214918+0.00235831j -0.00175537+0.0064848j 0.000654372+0.00385425j -0.000946757+0.00177082j 0.00166013+0.00352237j -0.00417086-0.00125895j 0.00110833+0.0021269j 0.00252207-0.0022575j -0.000700335+0.0034128j 0.00052006+0.00250991j -0.00130728+0.00487664j 0.00327807+0.00323926j 0.000955824+0.000306711j 0.00196954+0.00396383j 0.00142203-0.00195955j -0.000199945+0.0010219j 0.000991774-0.00176427j -0.000337985+0.00413273j 6.26509e-05-0.000396228j -7.4453e-05-0.00215403j 0.00148112+0.00308043j 3.20552e-05+0.00115286j -0.00302822-0.000429596j -0.00714935+0.000256835j 0.00372461-0.000271196j 0.00159398+0.00178797j 0.000653199-0.00210405j 0.00114025+0.00110047j -0.000102494-0.000608199j 0.00184023-6.3109e-05j -7.56786e-05-0.000784801j 0.00138149-0.00254097j 0.000168921+0.00265883j -0.00358593+0.0012558j -0.00028448+0.000350644j 0.0022413-0.000469834j -0.00200028+0.000491965j -4.71845e-05+0.000303777j -0.00140912-0.00329414j -0.00148523+0.00308681j 0.00226635-0.00333469j 0.0021776-0.00174732j 0.00117459+3.87577e-05j 0.000573796-0.00324494j 0.00862246-0.00629137j 0.00520777+0.0059535j -0.0089632-0.00364521j 0.00249771+0.00406338j -0.000714897+0.003137j -0.00604246+0.00194592j 0.00708455+0.00381837j 0.00786151-0.00292198j -0.00154149+0.00485089j 0.000760715+0.0026966j -0.00370431-0.000843364j 0.00718057-0.00417682j 0.00300131+0.00157061j 0.00309776+0.0011401j 0.00112514-0.000466175j -0.00165954+0.000394006j 0.00175982-0.00479931j -0.0024565-0.00284387j -5.90268e-06+0.00268124j 0.00204674+0.00340285j 0.00391692-0.000318124j -0.00242593-0.000273112j 0.000615024+0.000717038j 0.00491714+0.00677618j 0.00400574+0.00157515j 0.00100254-0.00266487j 0.00253675+2.86245e-06j 8.46689e-05-0.00284549j -0.00245827-0.00224539j -0.00232534+0.00352574j 0.00228822+0.00320763j -0.000264569-0.000379538j -0.00375432+0.00585194j -0.00205069-0.00561714j 0.00327291-0.00517992j 0.00218093-0.00171416j 0.00121284-0.000349629j 0.00478967+0.00127991j -0.00522255+0.00311196j -0.000994183-0.00301266j -0.00155426+0.000599984j 0.00228714+0.00127093j 0.000375861+0.00167843j -0.00113352-0.00496303j -0.000660427-0.00294135j -0.00315872+0.0021047j -0.00296226-0.00177769j -0.000889926+0.000219502j -0.00110866-0.00129767j 0.000999313-0.000993185j 
-0.00148192+3.05148e-05j -0.000213987-0.000379715j 0.00621777-0.00146732j -0.00435461+0.00269829j 0.00303588+0.00461538j 0.00432034+0.00209371j -0.00528349+3.68342e-05j 0.00381553+0.000595814j 0.000941873+0.00353378j -0.00094057-0.00522879j -0.00414047+0.00281j 0.00359851-0.00344935j 0.000128575-0.00433621j -0.00352737+0.00752484j -0.00471347+0.00446315j -0.000359311-0.0021578j 0.000993762-0.00308688j 0.00169623-0.00206311j -0.00205879+0.00895437j -0.0020484+0.00538738j -0.00274987-0.00312422j -0.0107207-0.00122241j 0.00263957+0.00227113j 0.00214495+0.00358598j 0.00356366+0.0021132j -0.00122049-0.00102245j 0.00122969-0.000464858j -0.000782553+0.00499035j -0.000242994-0.0018866j 0.00538096+0.000752502j -0.00192415-0.00318149j -0.00282955+0.00044766j -0.00411554-0.00055588j -0.00180914-0.0013386j 0.005977-0.00205021j 0.00347192+0.00103858j 0.000802357+0.00286449j 0.00233866+0.00257826j -0.000120209-0.00100208j 0.00213478+0.000699586j 0.00138983-0.00174624j 0.00109311-0.00520636j 0.00599116+0.0018653j 0.00124917+0.000699364j -0.00507718-0.00324367j 0.00471092-0.0114287j 0.00307888-0.00180668j -0.00313003-0.00144169j 0.000855655+0.00157906j -0.00509202+0.00365284j -0.00305972+0.000755958j -0.00200411-0.000942914j 0.00202308+0.000194996j -0.00358064+0.00249388j -0.00295001+0.000270081j 0.00314454-0.00360571j 0.00695823-0.00568682j -0.00433547+0.000219426j 0.00346819+0.0102923j -0.0023601+0.00142415j -0.00202281-0.000494065j -0.00202429-0.00066482j -0.0079174+0.00548388j 0.00208553-0.00197535j -0.00034843+0.00284317j 0.00462831+0.00329951j -0.00121168-2.84344e-05j -0.000703862-7.23121e-05j -0.00141403+0.00693593j -0.00107452+0.00143631j -0.00290924-0.000876938j 0.000963877+6.32954e-06j -0.00316682-0.00232663j -0.000744027-0.00013368j -0.000154201+0.00755263j 0.000594149-0.00134734j 0.00139081+0.000930984j -5.79049e-06-0.0010672j 0.000882801+0.00196802j 0.00202925-0.000145313j 0.00150562+0.00228171j -0.00379687+0.00159241j 0.00243877-0.000822239j -0.00389625-0.00274348j 0.00185944+0.00206142j -0.00261782+0.00462754j -0.00281951+0.00187511j 0.00153977+0.000743586j 0.00170476+0.0015096j 0.00249786-0.00308966j -0.00114366-0.000932317j -0.00208705-0.00174248j 0.00089215-0.00108246j -0.000958601+0.0014362j -0.00209774-0.000713437j 
0.000298156-0.00056923j -0.000352066+0.000475245j 0.000915402-0.00547017j 0.00247597+0.000462559j -0.009401+0.0160313j 0.00765993-0.0117533j -0.00470583+0.00427973j 0.00697905-0.0139346j -0.00866643+0.0121852j -0.00864581-0.00586878j -0.00284684+0.0114555j 0.00559693-0.010964j -0.000543532-0.00712512j -0.0192735+0.00520892j -0.0127529+0.00815889j -0.00964371-0.00393793j -0.0053713-0.00420595j 5.03482e-05+0.00116498j 0.00644066+0.0168412j -0.00137874+0.00575042j 0.00505605-0.00734145j 0.00458577-0.00381773j 0.00383998-0.00354576j -0.000733597+0.00217786j 0.00376216-0.000956405j 0.000241773-0.00386541j 0.000487069-0.000672955j -0.00454784+0.00172741j -0.00586876+0.00526421j 0.00104414+0.000832734j -0.00163424+0.000653964j -0.00220322+0.00779319j -0.00166316-0.00291069j -0.000912229-0.00138695j -0.00168707-6.9675e-06j -0.00368844-0.00138214j -0.000275767+1.38461e-05j -0.001464-0.000298142j 0.000498611-0.00159876j 0.00140212-0.00080351j -0.000955195-0.000402587j 0.00162053+0.00124402j -0.00314347+0.000727319j -0.00112927+0.00400256j 0.00146722-0.00307369j -0.00112316+0.00292779j -0.00253131-0.000647332j 0.00238105+0.00146206j -0.00166276-0.00129756j 0.00235616+0.00171147j 0.000939142-0.000328615j 2.17115e-05+0.000440207j -0.000665995-0.00176665j 0.000744363-0.00211566j -0.000804934+0.00225315j -0.000975624+0.000943804j -0.00167088+0.00236853j -0.000275812+0.00228407j -0.0011642-0.00187928j 0.000411299-0.000495355j 0.0006379-0.000515903j 0.00580771+0.00336191j 0.00393584-0.00193222j 0.00056275-0.000641015j -0.00226423-0.00248638j 0.000859631-0.00281242j -0.000569284+0.00257407j 0.000227281-0.000672569j 0.00115316-0.00570809j 0.00103363+0.0006531j -3.33748e-05+0.00081358j -0.00103569-0.00136822j 0.000126064-0.00126931j 0.004589-0.000292979j 0.00143222-0.00341434j 0.00166995+0.00310601j -0.0019697-0.000948907j 0.00215148-0.00177226j 0.00127977+0.000860348j 0.000680721-0.00143807j -0.000169023+0.000660043j -0.000338086-0.00173479j -0.000303723-0.000286599j 0.00229439+0.00204155j 0.00126674+0.00107968j 0.00211546-0.00235335j 0.0017247-0.000953059j 0.00182742-0.00166688j -0.000134217-0.00186761j -0.000833971+0.000712993j -0.000413658+0.00113388j -0.00181292+0.00149916j 0.000336414-0.00100508j 0.000350264-0.00118268j 0.00119921+0.00127874j 
0.00240357+0.000319362j 0.000628131-0.00188509j -0.000886905-0.000389711j 0.000999887+0.000942976j -0.000587628-0.00122416j -0.00139453-0.00502503j 0.00117928+0.00364354j 0.0022981-0.00118596j -0.00285921-1.93035e-05j 0.00329467-0.00511926j -0.00132158+0.00098691j 0.000280246-0.000396719j -0.00200211+0.00249241j -0.00394353+0.00176941j -0.000655812-0.00189169j 0.000129478+0.00403733j 0.0013756+0.00117129j -0.000564192+0.00134132j 0.00493819-0.00228891j 0.00253929-1.89043e-05j -0.00061322+0.00188313j 0.00332902-0.000433928j -0.000388984-0.000159153j 0.000641997+0.00191674j 0.0034583-0.000434513j -0.00847888+0.000925628j 0.00187993+0.00204057j -0.000126885-0.00602866j 0.000863538+0.00170167j 0.000188826+0.00024655j -0.00124587-0.000690149j -1.18103e-06+0.00188255j 0.000135725+0.000704377j 0.000805088+0.00294447j 0.000495318+0.00478243j -0.00185291-0.00202039j 0.00187957-0.00196574j -0.00114124-0.00147709j -0.00453638-0.00375387j 0.00116553+0.00491949j -0.00357152-0.00441055j -0.00787614-0.00973259j 0.0130832+0.000580066j -0.000684804+0.000599723j -0.0137896-0.00537531j -0.00288652-0.00182826j 0.00486031+0.019494j -0.00580488-0.00552105j -0.00337791+0.0024937j -0.00493285+0.00632952j -0.00559332+0.00107441j 0.000569583+0.00457549j -0.0042934+0.00191771j -0.0123896+0.00873634j 0.00530312+0.00260291j -0.00776005-0.0030292j 0.00635071-0.00166457j -0.000901699-0.00793556j -0.00570313+3.662e-05j -0.00151031+0.000163703j -0.00803686+0.00237863j -0.0252016-0.0113407j -0.000100274+0.00445154j 0.00424201-0.00239004j -0.00268753-0.00206996j 0.0072448-0.00257079j -0.0055764+0.000652943j 0.00520919+0.00400071j -0.00386506+0.00849947j -0.00197402+0.0058644j -0.00388265-0.00727357j -0.00314415+0.00299983j -0.00576134-0.00626774j -0.000532725+0.00348922j 0.00180097+0.0125763j -0.00781409-0.00618275j -0.00124816+0.00673639j 0.00100412+0.0104194j 0.00224473+0.00151854j 0.00650746+0.00104577j -0.00222944-0.00285658j -0.00334126+0.00227423j 0.00134889+0.00219145j -0.0115685-0.00544659j 0.00204651-0.000341557j -0.00327148+1.46119e-06j 0.000340039-0.000549918j 0.000400269-0.000169588j -0.000520173-0.00108471j -0.00196087-0.000212189j 0.00100478+0.00365185j 0.00212755+0.00178643j 0.00153536-0.00286526j 0.000339714-0.000451151j 6.93224e-05+0.00116855j 
