0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
0.00156852-0.0011729j -0.0023416-0.00203578j 0.00073895-0.000929558j -0.00497791+0.00288125j -0.00237542+0.00105549j -0.00265083+0.000383089j -0.00149993+0.0015983j -0.00415676+0.00439138j -0.00281172+0.00601604j -0.00237706+0.000124625j -0.00409209+1.85721e-05j -0.00133235-0.00269839j -0.00220388-0.000576833j -0.00378241-0.00225323j 0.000731508-8.11083e-05j 0.00360954+0.00199475j 0.000229982-0.00664802j -0.00169865+0.00467053j 0.00271629-0.00538574j -0.00103154-0.0120957j 0.000242384-0.00103245j -0.00198609-0.00458205j -0.00190021-0.00218697j 8.2798e-05+0.00161522j -0.00743483-0.000119615j 0.00165572+0.00269096j 0.00620005+0.001159j 0.00297381-0.000648253j 0.00386288-0.000378407j -0.00909415-0.00114325j -0.00335722+0.00205763j -0.00132613+0.000354305j -0.00036684-0.000266041j 0.00812203-0.00153624j 2.76168e-05+0.00156224j -0.00284726-0.000877954j 0.00116953+0.00399971j 0.000166852+0.00660851j -0.00215607-0.0034273j -0.000501037+0.000258225j 0.00351273+0.00607035j 0.00129777+0.00554896j 0.00327439+0.00386307j 0.00233418-0.000462431j 0.0022623-0.000569698j 0.00412775-0.000812122j 0.00375935+0.0032935j -0.00262401+0.00217391j -0.00391519+0.00255826j -0.00728592-0.00479354j 0.00373326-0.00198001j -0.00668654-0.00046213j -0.00288373+0.00587923j 0.0004273-0.00264604j -0.00127342-0.00137912j -0.00347704-0.00262278j -0.00523719-0.00245311j 0.00311843+0.00778862j 0.00048711+0.00853792j -0.00559632+0.01111j 0.000376446+0.00110643j 0.00259035-0.00141126j -0.00618452+0.00156496j -0.000817171+0.00211661j 0.00142662-0.00392231j 0.0048026-0.00156562j 0.00316253+0.000656477j 0.000802158-0.000755945j -0.0013826-0.00223414j -0.000183622+0.00509635j -0.00943145-0.00313222j -0.00222229+0.000665972j -0.00138294+0.00358956j 0.00696013-0.00197734j -0.00842288-0.00355177j -0.00344662+1.2493e-05j 0.00191401+0.00290624j 0.00419901-0.00238387j -0.00288184+0.000773516j 0.00414006-0.000353327j 0.000578895+0.00264218j -0.00339757+0.00146429j -0.00229693-0.000989674j 0.000171963-0.00250912j 0.000425177+0.00344851j 0.000124164+0.000668336j -1.46826e-05-0.00219121j -0.000505568+0.00123189j -0.00148974-0.00230129j -0.00119024+0.00139806j 0.000800195+0.000646636j -0.00171059+0.00328753j 0.00041964-0.00227212j 0.000228889+0.00130686j -0.00113058+0.00107455j 
-0.000663696+0.00199506j 0.00378642+0.00200826j -0.00302377+0.000382167j 0.00316301-0.0025919j -0.000820675+0.0018353j -0.000612253+0.00110945j 0.00213653-0.00212635j 0.00217202-0.00293893j 0.00386921-0.00186584j 0.00240769+0.00103073j 0.00522813-0.000587363j 0.00163672-0.000400339j 0.000361894+0.00216441j 0.00724277-0.000875322j -0.00267553+0.000473391j -0.0081627-0.00315718j -0.00162365+0.00533674j 0.00173306-0.0044362j -0.00245277+0.00194148j -0.00260698+0.00965078j 0.00224228-0.00197078j 0.00618018+0.00348381j 0.00460075-0.000612534j -0.00358515+0.000150214j 0.00404824-0.00198762j 0.00155436-0.00182029j -0.00332981-0.00326488j -0.00337142+0.00163935j -0.00204933+0.00108361j 0.00485616+0.00191013j 0.00282706+0.000332418j 0.00189317-0.000136805j -0.0008048-6.91534e-05j -0.00395693+0.00110256j -0.00309182+0.000643207j 0.00100003-4.85627e-05j 0.000282634-0.00210174j 0.00198984-0.00395159j 0.00392911-0.00112014j -0.00218419+0.000235275j -0.000471794-0.00230649j -0.00374444-0.00384101j 0.000993043-0.000659015j -0.000410069-0.00122881j -0.00101363-0.00054206j -0.00355958+0.00257772j -0.00441994-0.000498953j 0.00162933-0.00395639j -0.000959149+0.000321046j 0.00414897+0.00257596j 0.000432874-0.00197506j 0.00197028-0.00076308j 0.00367222+0.000127012j -0.00284592-0.000222263j 0.00149083+0.00391734j 0.00116456+0.000950844j 0.00242756+0.00480871j -0.00215985-0.00464891j -0.00279486-0.00179991j 0.00402172-0.00259055j -0.000674201-0.000818395j -0.00229374+0.00297724j 0.00426379-0.00396568j 0.00166164+0.0017497j -0.000985487+3.05649e-05j -0.00157486+0.000812015j -0.0025831+0.00069869j -0.00070419-0.000600373j -0.00110286+0.0019347j -0.00498883+0.0021559j 0.00379815+0.00200827j 0.00110307+0.00112689j -0.00150388+0.0013322j -0.00376112+0.00228815j 0.00181421+0.000520782j -0.00022309-0.00017382j -0.000813256+0.000294292j -0.000285857-0.00147706j 0.0063657+0.000558396j -0.00325784-0.000445617j -0.000474041+0.00124046j 0.00105953+0.0035663j 0.000486649-0.00136711j -0.00181792-0.00306012j -0.000526951-0.000613402j 0.00202861-0.00204299j 0.000409029+0.00287288j 0.000363988-0.000500367j 0.00127291+0.000855659j 0.000997426-0.000814288j -5.65404e-05-0.00129672j 0.00124342-0.00137989j -0.000973704+0.000185922j 0.00295372-0.00238142j 0.00208696+0.00199363j 
0.00317057-0.00374376j -0.000412766-0.00207028j 0.000903369+0.00602951j -0.00353263-0.00415684j 0.000211824+0.00296814j -0.00201574+0.000160471j -0.00378787-0.0022695j 0.00299882+0.000433367j 0.00268498-0.00298909j -0.000843767-0.00448828j 0.000546789-0.0030189j 0.00250894+0.00242451j -0.00336083-0.000162225j 0.00470204+0.00185367j 0.000158178+0.00299895j 0.00153784+0.00221441j 0.000189383+0.00335935j -0.0010936+7.59684e-05j 0.000633173+0.00197267j 0.000617108+0.00335114j 0.000327902+0.00157191j -0.00171861+0.0012462j -0.00345195+0.00435399j -0.00186571-0.000937311j 0.00105939-0.00075731j -0.00157783-0.00126777j -0.00557759-0.000161826j -0.00236087-0.000633444j -0.00475357-0.000272606j 0.00354114+0.00505375j 0.000485435-0.00110916j 0.00373695+0.00059195j 0.000353636+0.00189123j -0.00339253+0.00188228j -0.00130007-0.00139981j 0.0022532-0.00343542j 0.000968187+0.0013871j 0.000234731-0.00104372j 0.00219939-0.000486113j -0.000198574-0.00194778j 0.00139469-0.00356185j 4.42423e-05-0.00321776j -0.00370316+0.000340457j 0.000335255-0.000434219j 0.00156733+0.000217501j 0.00357421+0.00131597j 0.000647939-0.00255104j 0.00320889+0.00257132j 0.00517868-0.00700813j 0.00224319+0.00120641j -0.00235749-0.000105593j -0.00107302+0.00305899j -0.00519047+0.00305137j -0.00280357+0.00106583j 0.00363388-0.00149747j 0.00114113-0.00414284j -0.0011343+0.00135057j -0.00217446-0.000203635j -4.55881e-05-0.00239537j 0.000937529-0.00269975j 0.0029517-0.00100691j -0.00027417+0.00543617j 5.21966e-05-0.000330276j 0.000410955-0.00226003j -0.00121669-0.00178804j -0.00194072+0.0015387j -0.00148698-0.00116704j 0.00140231+0.000506102j -0.00483268-0.000884973j 0.00464389-0.000510153j 0.00784949-0.0011262j 0.000368241-0.0015737j 0.00482231-0.000924505j -0.00044063-0.00372361j -0.00125991-0.00097852j -0.00299628-0.00348226j 0.00111796-0.00146929j 0.00122955-0.000604757j -0.00492542+8.62758e-05j 0.00361244+0.000811765j 0.00176924-8.96876e-05j 0.00154979-0.00537336j -0.00150024-0.00127635j 0.000729158-0.000729566j 0.000685887+0.00215167j -0.00197588-0.0012769j -0.00240565-0.00122705j 0.00215115-0.000731806j 0.00103373+0.00626887j 0.000426544-0.00139637j -0.000909682-0.00056758j 0.000559297-0.00352692j 0.00182082+0.00355648j -0.000912508+0.000230447j -0.000882453-0.00454084j 
-0.00129907+0.00201195j 0.00161642-0.000423771j 0.00131915-0.000361773j 0.00250781-0.00160637j 0.00087072+0.000918025j -0.00358993+0.0017194j 2.83207e-05+0.00326087j -0.00356626-0.000312565j 0.00171693-0.00141304j 0.00020639-0.00621683j 0.00500721+0.000974232j 0.00331953+0.00302751j -0.00278227+0.00129332j 0.00303877+0.0049758j 0.00090886+0.00742607j -0.00393457+0.00113239j 0.000386604+0.00717356j -0.00340827-0.00209127j 4.08624e-05+0.00776535j -3.63239e-05+0.00149147j 0.00396772+0.000254481j 0.000508408-0.00368952j 0.00446027+0.00189978j -0.00131847-0.00260255j -0.00116065+0.000197655j 0.00402826+0.00454054j -0.00279682+0.000716067j -0.00260146-0.000741647j 0.00463166-0.00268752j -0.00166491-0.000964379j 0.00224343-0.00291429j 0.00206559+0.000854198j 0.000715068+0.00101452j -0.00392458+0.00130665j 0.00245969+0.00141317j -0.000229178-0.00227593j -0.00136358-0.00344404j 0.00224395+0.00137974j 3.86058e-05-0.000221448j -0.00131794-0.00209754j -0.000760261+0.00692248j 0.00788251-0.00753834j -0.00186812+0.00216733j -0.00228237+0.00802573j 0.00608666+0.0038514j 0.00617184+0.00679835j -0.00136237+0.0015346j 0.00798323+0.0087475j -0.00608944+0.000780712j 0.0016771-0.00200685j -0.0029613+0.00189267j 0.0135131-0.00896315j -0.00298521+0.00632798j 0.00102934+0.00922327j 0.00159027+0.00738502j -0.00362133-0.00465276j -0.00305079-0.00451223j -0.00584369-0.00495759j 0.00344521-0.00222442j -0.00148741+0.00649263j -0.00153319-0.000552333j -0.000166107+0.0144874j -0.0028059+0.00603585j 0.0041028-0.00562717j 0.00181316-0.00535742j 0.00134444-0.000553367j 0.00886764+0.00266978j -0.00112865+0.0048086j -0.0142594-0.000306786j 0.00364472-0.00143863j 0.00858452+0.000258844j 0.00564178+0.000740004j 0.0015065-0.0035249j -0.00138736+0.00339153j -0.00945975-0.000530525j -0.00758899-0.00623623j -0.00359113+0.00237232j -0.00218282+0.00479583j 0.00524637+0.00543171j -0.0031299+0.000963342j 0.000566756-0.0013225j 0.00174219+0.00393953j 0.000912538+0.00410235j 0.000950175-0.00282707j 3.2609e-05-0.00206569j -0.00207162+0.000117523j 0.00063058-0.00156071j -8.7276e-05+0.00263349j -0.00035659-0.00443515j -8.03137e-06+0.00333984j 0.00110756-0.00161174j -0.000349768-0.000282304j -0.000692985-0.00217757j 0.00139711+6.48093e-05j -0.000264624+0.00271843j 
0.00219668+0.00355711j 0.00324965+0.00259728j -0.000507442+0.000584911j 0.0005986-0.00693539j -0.00785869-0.00190609j 0.0014719-0.00347193j 0.00463588-0.00312247j 0.00138512-0.00348579j 0.00169493-0.00392659j 0.00201607-0.0012539j -0.00173629+0.00255951j 0.000770663+0.00435869j -0.0014761+0.00209659j 0.00281615-0.00759293j 0.000505347-0.000853998j 0.00588278+0.0028772j 0.000265072+0.0021059j -0.00152318+0.000131245j 0.00475395-0.00153705j 0.00054471+0.0104844j 0.00181348-0.000465474j 0.0021691+0.000154699j 0.00430088+0.00293987j -0.00372515-0.000246268j 0.00175498-0.00427578j -0.00505773+0.00433734j -0.00472272-0.00244073j -0.00597804+0.00122785j -0.00471247-7.05472e-05j 0.00451525+0.00346865j 0.00456551+0.00076199j -0.0020602+0.00203636j -0.00197372-0.000580123j -0.00908389+0.00105909j -0.00099248+0.00236699j -0.00346742-0.000970158j -0.00150467-0.000757506j 0.00258927-0.000718334j -0.000104059-0.0013248j -0.00273882+0.00218762j -0.00113885-0.000554013j 0.000202465-0.00179241j 0.000614696-0.0021761j 0.00147283-0.000382561j -0.00199346+0.000567574j 0.000934714-0.00115298j -0.00119726-0.000262472j -0.00401487-0.00108846j -0.00107475-0.00112263j -3.88466e-05+0.00406229j -0.00398894+0.00160351j -0.00108318-0.0028503j 0.00122182-0.00130313j 0.00211216-0.000284335j 8.34327e-05+0.00206655j -0.000652369+0.00335972j 0.000922278-0.00229825j 0.000477599-0.000503916j -0.000380429+0.000628999j -0.000180064+0.0022526j -0.00149741+0.00264238j 0.000840873-0.000753008j 0.000893495-0.000379142j -0.00151101+9.46893e-05j -0.00150455-0.000727309j -0.00113952-0.00245222j -0.00087086+0.00215607j 0.000523169+0.00191107j 0.00292429+0.000571321j -0.000741315-0.00129328j -0.00146567-0.00102823j 0.0020928-0.000999779j -0.00113818+0.00172531j 0.000654181+0.00198616j -0.00166821+0.000475114j 0.000216728+0.00122043j -0.00142856+0.000926961j 0.00201491+0.000862987j 0.000936626+0.0025833j -0.00376082-0.00210326j -0.00110954+0.00277832j -0.000514299+0.00244778j 0.000521339-1.65873e-05j 0.000248973-0.000351302j -0.00143923-0.0018533j 0.00181856+0.00105177j 0.00148893+8.00244e-05j 0.000378089+0.000222293j 0.000156197-0.00259059j -0.00301465+0.00160799j 0.00145904+0.0038076j 0.000567022-0.000693052j -0.00043071-0.00206953j 0.00288491-0.0029998j 0.00291092+0.00342874j 
-0.00152772+0.00402845j 0.00172528+0.00270844j 0.00187499-0.00257115j -0.000314906+0.000488583j -0.00575757-0.00211306j 0.00251384-0.000818709j 0.0049249+0.000748927j -0.00232043+0.00391228j 0.00169212+0.000795966j -0.00127256+0.00295541j -0.00181464+0.00791161j -0.00216058+0.00079969j 0.00312286+0.000182978j -0.00209831-0.00877723j 0.000509727-0.00413593j 0.00960845+0.00322187j -0.00184031-0.00417839j -0.00044757+0.00900997j 0.00536444-0.00613758j 0.0034752-4.32239e-05j -0.000132635-0.00549516j 0.00110521-0.00296951j -0.000497322-0.000938907j 0.00471575-0.00072624j -0.00447948-0.000727867j -0.000131172+0.00438419j 0.00257451-0.00356052j -0.00657113-0.00105676j 0.00115986+0.00364133j -0.00645-0.0016295j -0.00170302-0.000375893j -0.00575424+5.65657e-06j 0.000230701+0.000599078j 0.00103382-0.00134311j 0.00294789-0.00134139j -0.00192469+0.00416412j -0.00339743-0.00237649j 0.000123685-0.000764948j -0.00107089-0.00161914j -0.00157327-0.00447094j 0.00262671+0.00470579j 0.00483819-0.00789867j -0.000569389+0.0032823j 8.85138e-05+0.00510173j 0.00330566+0.00246055j 0.00695932+0.00454082j -0.000642715+0.00229007j 0.00479881+0.00500931j -0.00338068-0.000104691j 0.00171487-0.00068896j -0.00730523-0.00166903j 0.010629-0.00166651j -0.00266899+0.00274294j -0.00194723+0.00476421j 0.00232971+0.00534445j -0.00464797-0.00499667j -0.000806583+0.0018742j -0.00247404-0.00591935j -0.000218207-0.00484008j 0.00431018+0.00407329j 0.00487408-0.0039512j 0.000233018+0.0109201j 0.00203634-0.000473595j -0.00187704-0.00507327j 0.00408928-0.00220851j 0.000159155+0.00156746j 0.00251424+5.33484e-05j 0.000670482+0.0020264j -0.0102465+0.000812293j 0.00203395-0.00351043j 0.0105986-0.000893205j 0.00498829-1.35329e-05j -4.05769e-06-0.000697037j -0.00466788+0.00382046j -0.0038958-5.18373e-05j -0.00487967+0.00096067j -0.00188007+0.000702789j 0.000672891+0.0027166j 0.00317256+0.00239085j -0.00121045-0.000959289j -0.00130111-0.00378606j 0.00218604+0.000375675j 0.00109717-0.000262043j 0.0033355-0.000537708j -0.000954005-0.00099361j -0.00148803-0.00295859j 0.00325456+0.0032485j -0.00180437-0.00192034j 0.00280242+0.000599006j -0.0024652+0.00421902j 0.00376123+0.0017055j 0.00237911+0.000589532j -0.00252207+0.0022787j 0.0013505-0.00341594j 0.0049195+0.00343627j 
-0.00129595+0.00249668j 0.000148368+0.00321177j 0.00102142-0.000829062j 0.00444786-0.00333121j -0.000244651-0.000678571j 0.00293408-0.00410263j 0.00607888-0.00312027j 0.00259088-0.00200714j -0.00153736-0.00092096j 0.00306972+0.00331808j 0.000401822+0.00288375j 0.000105238+0.00117064j 0.004103+0.00121564j -0.0041577-0.00658611j 0.0033071-0.00155987j 0.00117964+0.00191152j -0.00307856+0.000381939j -0.000994745+0.000188742j 0.000296571-0.00108256j 0.00161878+0.00480895j -0.00141802-0.0016997j -5.48541e-05-0.00182986j 0.00314408+0.00165367j -0.00212576-0.000498005j 0.000880896-0.000575911j -0.00308017-0.000304765j -0.00014395+0.00288328j 0.00201956+0.00250076j 0.00134249+0.00172335j 0.0029718-0.000181148j 0.00145027+0.00310485j -0.00391139+0.00133257j -0.00183563-0.00115251j -0.00238016-0.00220639j -0.00021623+0.00277568j -0.00199437-0.00186824j 0.00089766+0.000577418j 0.00510232+0.000353326j 0.000421952-0.00178148j -0.00297968+0.00101747j -0.000273704-0.000625375j -0.000668732+0.00374886j -0.0027768+0.000555939j -0.000309223+0.000624877j -0.000205708-0.00189261j -0.00568755+0.00288906j -0.00445327-6.19809e-05j 0.000272391-0.00182792j -0.00423918+0.00308458j 0.000915769-0.00268282j 0.00385291-0.000780375j -0.000819936-0.00176478j 0.00337553-0.0014885j -0.00051224-0.00502174j -0.00183704+0.00178636j 0.00254502+0.00412758j 0.00192212+0.0011101j 2.99858e-05+0.00174872j 0.00194084+0.00060635j -0.00201256-0.000312563j -0.000365823+0.000314598j 0.00465761-0.00371836j 0.0022745-0.00313644j 0.00094783+0.00446495j -0.000598571+0.00306008j -0.00222117+0.00232638j 0.0020319-0.00290264j -0.00257497+0.00219252j 0.000578569-0.000911515j -0.00465225+0.00123425j -0.00318109+0.001334j -0.00016074-0.000711592j 0.000375947-0.00151241j -0.00119811-0.000613071j 0.00177947-0.00085041j 0.00489914+0.000403692j 0.00135475-0.00169918j -0.00491425-0.00372273j 0.00256846-0.00206872j -0.00327708+0.000684792j -0.00123689-0.00151922j 0.00116569-0.00083993j -0.00108433+0.00156499j 0.00189369-0.000696167j 0.00175053+0.00225887j 0.00125761-0.000812173j -0.000862887+0.0031832j -0.000698008-0.000750598j -0.000220316-0.00211972j 0.00144032-0.000948525j -0.00058472-0.00251046j -0.000561425-0.000798693j -0.000760121-0.00102154j 0.00103817-0.00101597j 0.001274+0.00232798j 
0.000972819-0.00339018j 0.000571837+0.00218742j 0.00655431+0.000613748j 0.00348023+0.0109609j -0.00103337+0.00476345j -0.00136502+0.00160052j -7.8844e-05+0.00018153j 0.00902145+0.00474401j 0.0072864-0.000460007j -0.00604662+0.00436571j 0.00055423-0.000689152j 0.00444512-0.00999742j -0.00284092-0.000565845j 0.00341881-0.00158919j -0.00471874+0.00679294j -0.000942192+0.000888278j 0.00089119-0.00261576j -0.00443445+0.000124168j -0.00450506+0.0011037j -0.0038366-0.012034j 0.00137834+0.00220371j -0.00260243+0.000879293j 0.000517079-0.00241974j 0.00287294+0.0024098j 0.000923131+0.00584829j 0.00473222+0.000200821j 0.00208579-0.00727143j 0.00786192-0.00232163j 9.52272e-05+0.00249194j -0.00643752+0.00149808j -0.00638466+0.00266061j 0.0037388+0.00167848j -0.000794956-0.0010767j 0.0131992+0.000854488j -0.0018494-0.00114304j 0.000123101+5.91422e-05j 0.00140426-0.00281168j -0.00498737-0.00252676j 0.00453802-0.00150586j 0.00286853-0.00344643j 0.00318126-0.00279635j 0.000718935-0.00472189j -0.000529252-0.00146744j 0.00187033+0.00059675j 0.000250376+0.00153954j -0.00153332-0.00385858j 0.000193312+8.64318e-05j 0.00468009+0.00191537j 0.00402123-0.00128514j -0.00137115+0.00242822j -0.0015431+0.0041242j 0.00646856+0.00131001j -6.46611e-05+0.000323622j 0.0012857+0.00164161j -0.00199574-0.000923471j 0.00236128-0.00440528j 0.00560159-5.21007e-06j -0.00614096-0.00646362j -0.00228144-0.0037473j 0.00513475-0.00489393j -0.000822991+0.000661238j -0.000595125+0.00517062j 0.00345451-0.00399587j 0.00114246-0.00210742j -0.00177193+0.000701716j -0.00501259+0.00187748j -0.00226631+0.00244047j -0.00123498+0.00128604j -0.00118857+0.00388514j 0.000940483-0.00050911j 0.00958651+0.00170446j 0.00341713-0.00308065j 0.001961+0.00217214j -0.00583413+0.00103292j -0.000129093+0.00312657j 0.001459-0.00305478j 0.000614561-0.00096583j 5.45983e-05+0.00263325j 0.00249+0.00114587j -0.00454929-0.00114236j 0.000133346+0.00269161j 0.00220442+0.000716751j 0.000794182-0.00169068j -0.00145146-0.00105685j -4.78622e-05+0.00177721j 0.00252529-0.00103234j -0.00230085+0.00145266j 0.000860147+6.80109e-05j 0.00180637+0.00131344j -0.00232712-0.00169794j -0.000954293+0.0011491j 0.00101314-0.00309434j 0.00250659+0.000864974j -0.00142147-0.000588006j 0.00126643-0.00497186j 
0.00155939-0.00216317j -0.00102046-0.00204008j 0.00201557+0.00207047j -0.0040404-0.000357633j 0.00473717-0.000284299j 0.00345028+0.002881j -0.00429213-1.3091e-05j 0.00265092+0.00317957j 0.00370796+0.0028521j 0.00578073+0.00638502j -0.00470244+0.00225828j -0.0047266+0.0032162j 0.00437466-0.00374527j 0.00245285-0.00793968j -0.00257505-0.0118471j 0.00595546-0.00137911j -0.00488488-0.00820548j 0.00445394+0.0139308j 0.00419986-0.00904869j 0.0048638-0.000826763j -0.00281211-0.00547908j -0.00166026+0.00646455j -0.00341473-0.000334538j 0.00895472+0.00539767j 6.54625e-05-0.00312729j -0.000637158-0.000911858j -0.000377073-0.00220434j -0.00111716-0.000895523j -0.00205813+0.000401684j -0.000452621-0.00241507j -0.00543857+0.000198435j -0.00458732-0.00289838j -0.000504498-0.00444011j 0.0038687-5.14733e-05j -0.00169722-0.00155835j 0.00129474-0.000995313j -0.000292199-0.000404007j -0.000170931+0.000775909j 0.000871683-0.00101067j 0.00302275+0.0021847j 0.00202963-0.00136321j 0.0020771-0.000893081j 0.00148967+0.000806299j -0.00156739+0.00222214j -0.00202273+0.00294417j 0.00174744-0.00125934j -0.00492178-0.00318055j -0.00343153+0.000642245j 0.00161001-0.00197572j -8.63413e-05-0.000527993j -0.00297194-0.000807067j -0.000210847-0.00185927j -0.00034248-0.00022434j -0.000317829+0.0011559j 0.00137243-0.00399474j 0.000442258-0.00210358j 0.00188795-0.00266523j 0.00103186-0.00390767j 0.00221948+2.85913e-05j -0.00234496+0.000880855j -0.000371492+0.00300804j 0.00150399+0.00270421j -0.0005276+0.00277375j 0.00145369-0.00103785j -0.00174319+0.00254044j -0.0011692-0.00089691j 0.000284272-0.000569695j 0.0014443+0.00460426j 0.00122266+0.00142751j -0.0018236-0.00199666j 0.0018725-0.00317878j -0.0013165+0.000203236j -0.00114136+0.00178321j -0.000649693-0.000627796j 0.00110573-0.000415665j -0.000666394-0.00117534j -0.00149699-0.00169911j 0.00126572+0.000186851j -0.00296484-0.00183438j 0.000918473-0.000933568j -0.00129677+0.00139906j 0.000170909-0.000719777j 0.00166205+0.00446534j 0.00246989-0.00152686j -0.00163517+0.000719761j -0.00176656+0.002333j -0.00121658-0.0012313j 0.00158266-0.000810458j 0.000243185-0.00020241j -0.00105264+0.00134485j 0.00290904+0.00553381j 0.00128157-0.00209965j 0.000595776-0.00423847j -0.00402843-0.00166318j -0.00193486-0.00297709j 
-0.00282628+0.00160519j 0.000960141+0.00468533j 0.00210354-0.00298274j 0.00254922-0.000157119j -0.00182937+0.000704873j 9.77705e-05-0.0006272j 0.00205888-0.000587696j 0.00254842-0.00027941j 0.000685983-0.00368946j -0.00187822+0.00237963j 0.000883972+0.00130033j 0.00110939-0.000683728j 0.00131178+0.00116668j 0.000415516-0.00289847j 0.000157973+0.00092441j 0.00295563-0.000627512j -0.00173273+0.000588961j -0.000800509+0.00312078j 0.00011964+0.00209178j -0.00075354-0.0023456j -0.000148131-0.000569496j -0.0016517+0.00235649j -0.000178114+0.0023715j -0.000196594-0.00103216j 0.0012091+0.00371346j -0.0013695+0.000993104j 0.000416875+0.000781029j 0.00376675+0.000466457j -0.000418837+0.00234269j 0.0002263-0.00192918j 0.000376104+0.00257459j -0.000498994+0.00192026j 1.62719e-05-0.00176676j 0.0017385-0.000585927j 0.00165997+0.00158779j 0.00200537-0.00107193j -0.00103548-0.00035247j -0.00245084-0.000972903j -0.00279937-0.00114504j -0.00207132+0.000319677j 0.000917371-0.00216507j -0.00230215+0.00077894j 2.35343e-05-0.0023101j 0.000907206-0.00301455j -0.00418242+0.000752088j -0.00232881+0.000882422j 1.95205e-05+0.000700953j -0.000863855-0.00136057j -0.00168164-0.00237489j 0.00201161-0.00270938j 0.00524659+0.000702853j 0.000469966-0.000582931j -0.000823642-0.000850314j -0.00219983+0.0016097j -0.00149689+0.00115794j -0.00162581+0.00215908j 0.00203174+0.000497437j 0.0012075-0.00315376j 0.000976036-0.000739433j 0.00135325-0.00317211j 0.00087024+0.00280167j -0.00373952+0.0033255j -2.88501e-05-0.000798465j 0.00126213+0.00265031j -0.000430813+0.00350642j 0.000318469+0.00101572j -0.00129961-0.00015678j -0.00106825+0.00307327j 0.00103716+0.000569716j -0.000117234-0.000420294j 0.00109445-0.00143318j -0.00238242+0.00339675j 0.000572345-0.00274127j -0.00215143-0.000880911j 0.00667719+0.000861526j 0.000179409+0.000640636j 0.000605715+0.000626322j 0.000439187-0.00092532j -0.000757144-0.00303682j 0.00167226+0.00104155j 0.000912344-0.000608097j 0.00165245+0.00133581j 0.00368303+0.00321897j -0.00223187+0.000417624j -0.00087261+0.000166312j -0.00229071-0.00170755j -0.000954396-0.000275205j 0.00198314-0.000705113j 0.000177185-0.000433675j 0.00294055-0.000566615j -0.000413808-0.00353228j -0.00030206-0.00208912j -0.000815582-0.000893009j 0.00187016-0.00100308j 0.00145563+0.001346j 
