0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
-0.00364246-0.00219763j 0.00290945-0.00264472j -0.00580188+0.00355979j 0.00198494+0.000639538j -0.00167587-0.00616338j -0.00396257-0.00320348j 0.00556112+0.00177602j 0.000168722+0.000118747j 0.00768725+0.00157588j -0.00729915+8.93968e-05j 0.00575256-0.00198762j 0.00149096+0.00261896j -0.00250013-0.00179013j -0.00660456+0.0040868j 0.0043332+0.00273701j 0.00397066+0.000111102j 0.00192192+0.00442822j 0.00372143+0.000786708j 0.00444274-0.00459328j -0.0068715+0.00413036j 0.00330897+0.00206875j -0.00325697-0.00361432j -0.00258099-0.00580584j 0.000478814+0.000991193j -0.00136859-0.00997854j -0.00523098+0.00422771j 0.00683876+0.00526993j -0.00324378-0.00327818j 0.00785948+0.0013844j 0.00218279+0.00536773j -0.00109317-0.00187673j 0.00659855+0.00201469j 0.00492155-0.00438947j 0.000284295+0.000553642j -0.000474887+0.0030379j 0.000178371-0.00119561j -0.000693137+0.0022322j 0.00233244+0.00338689j -0.00521824-0.00326679j -0.00279619-0.00448123j 0.00565472+0.000469907j 0.00502748-0.00683858j 0.00266125+0.000261498j -0.00195768-0.00139344j 0.00762549+0.00355776j 0.00353627+0.000116318j -0.00349597+0.00102683j -0.0106626+0.00119801j 2.61412e-06-0.00113211j -0.00529529-0.00594224j 0.00172315+0.00381209j -0.00258727-0.00270343j -0.000842017-0.00863958j 0.00564558-0.00226989j 0.00992775-0.00488365j 0.00320695-0.0049331j 0.00599137+0.0037636j -0.0032054+0.00431822j -0.00450726-0.00297733j 0.00698945+0.00106752j -0.00577029-0.0015957j 0.00120591-0.00172355j -0.00974852+0.000536804j -0.00577991-0.000277671j -0.00165035-0.00369811j -0.000647389+0.00306351j -0.000453098+0.00330541j -9.92844e-05+0.0025085j 0.00552459+0.00136777j 
-0.00150484-0.00416064j 0.00497523-0.00121314j -0.00667795+0.00272095j 0.00538096-0.00740551j 0.00243113-0.00772805j 0.00706313-0.00371512j 0.00937605+0.00344481j -0.00128358-0.00174817j -0.00326005+0.00336661j 0.00555241+0.00127131j -0.0123105+0.00214208j -0.00556023-0.00356667j 0.00080659-0.00754567j 0.00219055-0.00338295j -0.00663215+0.0013251j 0.00829306+0.0061807j 0.0151712-0.00381018j -0.000741772-0.00154835j -0.0045798-0.000935516j 0.00352433+0.000575611j -0.00407293-0.0121774j -0.0027248+0.00488446j -0.000527851+0.00223092j 0.00128925+0.00154356j -0.00237351-0.00582211j 0.00203871-0.00106623j -0.000572847-0.00247738j 0.0055909+0.00281202j 0.00768788-0.00200621j 0.00136355+0.00270355j -0.0034598-0.00291944j -0.00242-0.00257191j -0.00199715+0.00762916j -0.00523098-0.00639784j -0.00048759-0.000856445j -0.00708769-0.000843176j -0.00397225-0.000719485j -0.000664578+0.00918849j 0.000844321-4.10975e-05j -0.00213258-0.00350723j -0.00112229+0.00182305j 0.00394518+0.00516707j 0.0037976-0.00182135j 0.000318688-0.00253168j 0.00748115+0.00110149j -0.00090872-0.00120212j 0.0032066+0.00810323j -0.0025382-0.00299693j -0.0026579-0.00126063j -0.00274773+0.0054268j 0.0014365+0.00219804j -0.00580573-0.00415667j -0.00248217-0.000667476j 0.000854648+0.00462962j -0.00112428+0.00137955j -0.00203911-0.00191657j 0.00181553+0.0026863j -0.00340155+0.00587997j 0.0101033-0.00268543j 0.00150279-0.0042972j 0.00581325-0.00549338j -0.00110207+0.000648587j 0.00134203+0.00697396j 0.00460544-0.00137142j 0.00817705-0.000184684j -0.00282954-0.000386956j -0.00126596+0.00236561j 0.00270315+0.00358677j 0.00337222-0.000845257j 
-0.00117713+0.000511818j 0.000949719-0.000618304j -0.00242468-0.000256338j 0.00199183+0.00279058j 0.00377234-0.0013323j -0.00318471+0.00177963j -0.000744724+0.00188201j 0.00191752+0.00486107j 0.00161845-0.00168945j -0.0033455+0.00233076j 0.00173794-8.83621e-05j -0.00138672-0.00151126j -0.000601965+0.000582418j -0.00418515-0.00347708j 0.00329979-0.00072137j -0.00294858-0.00102275j -0.00796188-0.00319947j 0.000686672+0.00316362j -0.00292342-0.00568398j 0.00198636-0.00867649j 0.000602843+0.00397649j -0.00081534+0.00501098j 0.00445231+0.00106267j -0.00251792-0.00197885j -0.0017297+9.78409e-06j 0.00358346-0.00559748j -0.00168996-0.00298224j -0.000891906+0.000382573j 0.000672947+0.00126812j -0.000255747+0.000412166j 0.000395888-0.000517737j -0.00161415-0.000244156j 0.0026328+0.000142577j 0.00118437+0.00487797j -0.00366105+0.00127619j -0.00230403-0.0016242j -0.00588818+0.00120156j -0.0024802+0.00136901j 0.000658129+0.000343303j -0.00429533+0.00344504j -0.00327247-0.000860412j -0.000338888+0.00100374j -0.00495673+0.00504631j 0.00314313-0.000990193j -0.000308404-6.38665e-05j 0.00313541-0.00405508j 0.00451095+0.0044633j -0.0017616-0.000120924j 0.00178658-0.000154018j 0.00172815+0.00415833j -0.00114529-9.37411e-05j -0.0020126-0.00179179j 0.00314947+0.00684513j -0.0024556+0.00144867j -0.00590529+0.00451463j 0.00072485-0.000561716j -0.00131619+0.00198824j 0.00148334-0.00150393j 0.00433839-0.00441119j -0.00218001-0.00367102j 0.0124547+0.000122576j 0.000176998+0.000361077j 0.00655039+0.00234288j -0.000970096-0.000312404j 0.000141158+0.00060005j 0.00187421-0.00297644j 0.000677251+0.000875929j 0.00193073+0.0010563j 0.000465465-0.00273446j 
0.00229746-0.00285947j 0.00128703+0.00218128j 0.00273763-0.00489718j -0.00677675-0.00141552j -0.00237676+0.00410958j 0.00160015+0.000273339j 0.000433992-0.00317446j -0.00683013-0.00101577j -0.00233353+0.0023517j 0.00150784-0.00263654j -0.0020291+0.000657997j -0.00505033-0.0052658j 0.000489451-0.0014355j 0.00930843+0.00309875j -8.34083e-05+0.000348612j -0.000361815+0.000209734j 0.00779138+0.008034j -0.012672-0.00532647j 0.00022532+0.00722096j -0.00206471-1.50818e-06j -0.00271794-0.00831223j 0.000425013+0.000544406j 0.000702744+0.00320599j 0.000278881-0.00313059j -0.00669255+0.00832428j -0.00351355+0.003086j -0.00509965-0.00160716j 0.00462503-0.00722435j -0.0115413+0.000923013j -0.00439347-0.00513919j -0.00766594+0.00152423j -0.00210036+0.000635368j 0.00279002+0.00726393j -0.00342952-0.00674043j 0.000816363-0.00691767j 0.000154785+0.00255242j -0.00275519-0.00499125j -0.00207242+0.00175326j -0.00378873+0.0035098j 0.00206852+0.00379175j 0.00171529-0.00348858j 0.00481936+0.00215304j -0.000366121+6.62136e-05j 0.000880157-0.00192079j 0.00306536+0.00205246j 0.00484775+0.00085129j 0.000464245+0.00161194j -0.00463587-0.00442627j 0.00653908+0.00199199j 0.0010269+0.00829343j -0.00138227+0.00233521j -0.00394257+0.00123776j -0.00561966-0.00429296j 0.00438966-0.000637394j 0.00450749-0.000215774j -0.00244983+0.00133397j -0.000425707-0.00371176j -0.00246602+0.000387542j -0.0061462+0.00133031j 0.00436738-0.00163768j -0.00227339-0.00141552j -0.000440188+0.00207823j -0.00242531-0.00173125j -0.00216679-0.000517799j 0.000208087-0.000699146j -0.00234334+0.00161037j 0.00315588-0.00092719j 0.000342563+0.000152823j -0.00342178-0.000417594j 
0.00529805+0.000482134j -0.00215331+0.00535553j -0.00164006+0.00391953j -0.000214871-0.00393692j 0.00043024-0.00654752j -0.00606421-0.00357573j 0.00523105-0.00357615j -0.000567713-0.00274673j 0.00389764-0.00212681j 0.00419429-0.00288457j 0.00434599-0.000867319j -0.0014096-0.00445855j 0.00211299+0.00207972j 0.00194832+0.00148566j -0.00197447-0.00620979j 0.000636362+0.00131294j 0.00148845+0.00795868j -0.00148163-0.00227938j -0.00118679+0.00692614j 0.00325728-0.00409609j -0.0095414-0.00157038j 0.00627882-0.00421563j -0.00742685+0.00379639j -3.73962e-06+0.00153438j -0.00342255+0.00380755j 0.000998583-0.0116226j 0.00364247-0.000158262j 0.00416291+0.000702005j 0.0027117+0.00202414j -0.00564391-0.000673255j -0.00454253-0.00644015j -0.000454205+0.000237896j -0.000228419+0.00675862j 0.00545568+0.00139997j -0.00313868+0.00306876j -0.00279698-0.00309127j -0.00537926-0.00265427j -0.000553221-0.00286815j -0.00428702-0.00285497j -0.0116833-0.00742198j 0.00216047+0.00196555j -0.00226532-0.000395699j -0.00734589+0.00251945j -0.0025092-0.000583239j 0.00493232-0.00342637j 0.00057317-0.0054017j -0.00748747+0.00157998j 0.000335085-0.000487686j -0.00595383-0.00247342j 0.000250588-0.00160938j -0.00171975-0.0067083j 0.00491879-0.00941879j -0.000559239-0.00280804j 0.00123557-0.00430616j 0.00485844+0.000971913j -0.00219785-0.00843171j -4.33974e-05-0.00151368j 0.0101807+0.000244642j -0.00530715+0.000577957j 0.000700714-0.00126887j -0.00716383+0.000834771j 0.0054442-0.000278575j -0.00211828+0.00165298j 0.000988495+0.0013439j -0.00104928-0.00349596j -1.40461e-06+0.00155254j -7.91224e-06-0.0021813j -0.000269986-0.00302085j -0.00118971+0.00200582j 
-0.00161773+0.000154982j 0.000200695-0.000700306j -0.00248192-0.00126237j 0.000601053+0.00348182j 0.00195367-0.0012007j -0.00492073+0.000228739j -0.000605726+0.000472288j -0.000408574+0.00605133j -0.00128878-0.000929455j -0.0010249+0.00130423j -0.00151597+0.00258776j -0.00187207-0.0011118j 0.000465704+0.00114172j 0.00302391-0.00446906j 0.00185939-0.00173434j -0.00194733+3.73698e-05j -0.00302591-0.00119403j -0.00326156+0.00119146j 0.00151694+0.000255879j 0.00117738-0.00360416j -0.000796497-0.00109699j -0.000757819+0.00086265j 0.00395224+0.00186017j -0.00028195-0.00545784j -0.0013325+0.00320455j 0.00238409-0.00220934j -0.00222794-0.000188611j 0.000825369-0.0037157j -0.00439107+0.0020341j -0.000962699-0.000175915j -0.000198949-0.000688827j -0.00204793-0.00147535j 0.00288225+0.0019672j -0.0023086+0.0031431j -0.0016312+0.000871224j 0.00199607+0.00235422j -0.00171886-0.00155538j -0.0016372-0.00305485j 0.000829276+0.000213687j -0.0037179+0.00372373j -0.000396323-0.0018336j 0.00133237-0.000337888j -0.00317089+0.00133477j 0.00204341+0.000614235j -0.00118962+0.000245049j 0.00278989-0.00052469j 0.00385166+0.002301j -0.00317134-0.000910989j 0.00431941+0.00248961j 0.00295756+0.00509516j 0.000667594-0.00349497j -0.00023222-0.000691923j -0.000462378+0.00135942j 0.000923226+0.000746706j -0.00258932+0.00139612j 0.000956782-0.000474017j -0.00137356-0.00090974j 0.000397847-0.00113006j -0.00111835-0.000242189j -9.70606e-05-0.00198742j 0.00566527+0.0004558j -0.00105663+0.000710678j 0.00387773+0.00117187j -0.00258019-0.00135198j -0.00377681+0.00122201j 0.00124003-0.00400862j 0.000172863+0.000150785j 0.00216159+0.00216911j 0.000244666-0.00327552j 
0.00226296+0.00135775j -0.00124995+0.00551343j -0.0048974+0.00928622j 0.00345083+0.001448j 0.00499221-0.00581791j 0.000279678+0.000510138j 0.00634357+0.000696791j 0.00406112-0.00183095j 0.00778668+0.00167672j 0.00128691+0.000543792j 0.00248948-0.00138521j 0.00132231+0.00356168j 0.00299265-0.0036622j -0.0017055+0.00146556j 0.00369425+0.000887134j 4.98522e-05-0.000733079j -0.00276511-0.00424949j 0.00283299-0.000786285j -0.0015518-7.85159e-05j 0.00225359-0.0109885j -0.00897991+0.00123058j 0.00369642-0.00118359j 0.000787073+0.00494492j 0.00724359+0.000775088j 0.000609509-0.00263736j 0.00232785-0.0142273j 0.00366671+0.00111082j 0.00330734+0.000940231j 0.00450014+0.00351684j -0.0011966-0.0026243j -0.00478239+0.000484831j -0.00427296-0.00319876j 0.00224306+0.00175865j 0.00245763-0.00139422j -0.00795194-0.000365737j -0.00315175-0.00164807j -0.00161401+0.00140701j -0.00134802+0.00132645j -0.00447206+0.00160496j -0.013199-0.00611588j -0.000596856+0.00269706j -0.00112584-0.000218408j -0.00783738+0.00395025j 0.000690642+0.00140379j 0.00161107-0.00388843j 0.00190445-0.00548458j -0.00409257+0.00488168j 0.00225472-0.00115646j -0.00370547-0.00301979j 0.000277965+0.00253983j -0.00317566-0.000183169j 0.00668405-0.0104085j 0.00143579+0.000386494j 0.00304744-0.0019619j -0.00107324+0.00239819j -0.00340703-0.00807775j -0.00134554+0.000798034j 0.00648818+0.00123587j 0.000526525+0.000360231j 0.000494046-0.000616449j 0.00120886+0.000982025j 0.00427848-0.00194216j 0.00279927+0.00575496j 0.000806297+0.00246618j 0.00139062-0.0027731j 0.000129755+0.00115539j 0.000367745+0.00128651j -0.00131782-0.00160154j -0.00115708+0.000734964j 
-0.00300648+0.000936047j 0.00053272-0.00322691j 0.0013835-0.00125185j 0.00731894-2.36785e-05j -0.00353586+0.00157455j -0.00444484-0.000565678j 0.00158136+0.0050215j 0.00336697+0.000395104j -0.00291452+0.000223365j 0.00226706+0.000307447j -0.00229021+0.00394984j 0.00318031+0.00145889j -0.003263-0.000209953j 0.001574-0.00183156j -0.000171601+0.00159547j -0.00149584-0.00037341j 0.000798062-0.00223328j -7.32428e-06-0.000356517j -0.00110061-0.00223032j 0.000633088+0.00420781j 0.00126622-0.00271241j -0.0027754+0.0028686j 0.00109116-0.00563345j -0.00311419+0.00192953j 0.00243515-0.004585j -0.00212612+0.00516189j -0.00392842-0.000639104j -0.000229542+0.00207355j 0.00307312+0.000653349j 0.00379104-0.000795037j 0.0029503-0.000682678j 0.000417677-0.00215969j 0.00182868-0.00248776j 0.00189746+0.0058192j 0.00321491+0.000250908j 0.00298544-0.0025509j 0.00204271-0.00102449j 0.000475208-0.0028558j 0.00412268-0.000655384j 0.00408089+0.00124432j 0.0038023-0.000877772j 0.00390088+0.000266335j 0.00599436-0.00141922j -0.000631994+0.00192925j 0.00233602+3.16087e-05j 0.000773397+0.000787381j 0.00341015+0.000656921j -0.000600845+0.00316064j 0.000466096+0.000306164j -0.00103143-0.000452096j 0.0017599-0.000104387j -0.000985962+0.00238798j 5.99754e-05-0.000221029j 0.00208448+0.00173044j 0.00220928-0.00170857j 0.00273794+0.000307994j 0.00300742+0.000331679j -0.00759622+0.00225515j 0.00249486+0.000741358j 0.00223478-0.00222993j 0.00263424+0.00066224j -0.000339568-0.000970242j 0.000717798-0.000994017j -0.000640386-0.00160234j -0.000875565+0.00368671j 8.84915e-05-0.00524925j -0.00185393-0.000663417j 0.00301945+0.00265521j 0.00193233-0.00253124j 
-0.00426493-0.000863536j 0.000783895-0.00460375j -0.000428548-0.00218796j 0.00163633+0.000383004j 0.00408541-0.00640405j 0.00136823+0.00319506j -0.00511416+0.000919544j 0.000739413-0.00128022j -0.00431198-0.000688951j 0.00366534+0.00225578j 0.00109233-0.00411751j 0.000904211+0.00172455j -0.00181747+0.00115304j 0.00212239-0.00121899j 0.000217974+0.00643347j -0.00412997+0.000832171j 0.0021445-0.00373972j -0.00230508+0.00104326j -0.00444587-0.00199712j 0.00485764+0.00111235j -0.000838792-0.00155909j 0.00211584+0.00233898j 8.25338e-05-0.00343628j 0.00298654-0.00364367j -0.00319443+0.00352475j 0.00358498+0.000563914j 7.91243e-05+0.00505922j 0.00245706-0.000325858j -0.00350238-0.000423488j 0.00124003-0.00461095j 0.00180203+0.00095458j -0.00162594+0.00298282j -0.00154088+0.000415658j -0.00122573-0.00122611j -0.00103206-0.00178085j -0.00520866+0.00216841j -0.0035092+0.00239112j -0.000696041-0.00110738j 0.00178786-0.00249602j -0.00240366+0.00172288j -0.00525475+0.00334858j -0.00240605+0.00144038j 0.00183606+0.000704481j -0.00149056+0.00148004j -0.00476941-0.0017006j -0.00758474+0.00229773j 0.000758273+0.000334753j 0.00138307-0.00698126j -0.00244311+0.00535496j 0.00642214+0.00117434j -0.00276336+0.00164553j 0.00191455+0.00201747j 0.0020139-0.00091506j -0.00402394+0.00207216j -0.00520574+0.00204947j -0.00107624+0.000818638j -0.00376112-0.000705052j 0.00260154-0.00215087j 0.00476588-0.000857233j -0.00432828-0.001092j -0.00298311-0.0034177j -0.00404831-0.000383168j -0.00097595-0.0016645j -0.000160917-0.00300914j -0.0021571+0.00056535j -0.000261794-0.00427219j -0.00230501-0.000996282j 0.00382975+0.00445681j 0.00328317-0.00369062j 
0.000250527+0.000352435j 0.00187212-0.00198472j 0.00460964+0.00220114j 0.00645566-0.00615655j -8.2711e-05-0.00614279j -0.00526151-0.00111727j 0.000799127+0.00281659j 0.00427399-0.00073365j -0.00290875+0.000583145j 0.00405656-0.00198665j -0.00572708+0.00358238j 0.00401267-0.000912882j -0.000244048-0.00497456j 0.00153699-0.000349944j -0.00133587-0.000404984j -0.000879511+0.00152044j 0.00227163-0.00189656j -0.000576261+0.00281025j -0.00472904-0.00105753j 0.00227823+0.00311078j -0.00196391+0.00358153j -0.000945509+0.000574013j -0.00507397-0.003103j -0.00498547+0.00597267j -0.000522681-0.00384601j 0.00094693-0.00177966j 0.00131571+0.000633654j -0.00470853+0.00672455j 0.00788189+0.000677741j 0.000231182-0.00436859j 0.000311915+0.000835699j -0.00162964+0.00467383j -0.00337955+3.78112e-05j 0.00102928+0.00447949j -0.00135214-0.000881965j -0.00122642-0.00451837j -0.0060354-0.00126718j -0.00336257-0.00471644j 0.00194774-0.00192803j -0.00465714+0.00189661j 0.000754164-0.000445572j 0.00140094+0.00212769j 0.00118936+0.00148353j -0.00428122+0.000625507j 0.00399065-0.00146286j -0.00555062-0.00242181j -0.00433112+0.00330188j -0.000856423-0.00281565j -0.0036051+0.002955j 0.00149166-0.000795446j -0.00253888-5.21176e-05j 6.91847e-06-0.00177959j 0.00058743-0.00364749j -0.000720435-0.0022469j 0.000252893-0.00244452j -0.00241282-0.00133101j 0.000502234-0.00114514j 0.00259112-0.00258413j -0.000246819+0.000962677j 0.00151957-0.00359507j -0.00504699-7.08693e-05j 0.000187384-0.00015475j -0.00341629-0.00191377j 0.00117364+0.000756476j -0.00142521+0.00054734j 0.00119875-0.00136585j 0.00180021-0.00150256j 0.00127867+0.00056654j -0.000685626-0.000807328j 
-0.00197619-1.06081e-05j 0.00103901-0.000649486j -0.00294535-0.000471049j 0.00103621-0.000297141j 0.00185108-0.00617244j -0.00833736-0.00151729j -0.00317787-0.00232067j -0.00276665+0.00154006j 0.00050288-0.00570301j -0.00274465-0.00355606j 0.00784772+0.00634588j -6.40892e-05-0.00325113j -0.00382837+0.00479612j 0.0106069-0.00810527j -0.0023375-0.00419641j -0.00194367+0.00147719j 0.00901703+0.0129026j -0.00401229+0.000993981j -0.00105113+0.00137869j 0.00810849+0.00647123j 0.000514005-0.00508844j 0.000438595-0.00194879j -0.00112246-0.00194943j -0.00636428-0.00492038j -0.00258816+0.000122662j -0.00337434+0.00343386j -0.0043319+0.00645384j -0.00541666-0.00353771j -0.00180819-0.00156798j -0.00719614+4.26684e-06j -0.00283222-0.0122325j 0.000516731+0.0010365j 0.00178144+0.00512435j 0.000578402+0.00788573j 0.000882212+0.010168j 0.00196813-0.00781637j -0.00812802-0.00712389j 0.00169452-0.00622627j -0.000500429-0.00539266j -0.00101152-0.000264182j -0.00327669+0.000263345j -0.00368042+0.000310683j 0.00193106+0.000282907j -0.00448223-0.00467685j 0.00407572+0.00445521j -0.00474715+0.00392233j -0.00309936+0.00123013j -0.00379473-0.00164851j -0.00301846+0.00401462j 0.000726384-0.0042351j -0.00187772-0.00555631j -0.00246486-9.83607e-05j -0.00441693-0.00398786j -0.00480668-0.00140577j -0.00294223+0.00210173j 0.00192866+0.00306274j 0.00211165-0.00139067j 0.000332675-0.00044833j 0.000477145-0.00400907j -0.00196052-0.00128278j -0.00474014+0.00209856j -0.00235597+0.00144443j -0.0037842-0.00241472j -0.000137548-0.00206329j -0.00270986-0.00312472j 0.0021115+0.000138645j -0.00173223+0.000479046j 0.00183452+0.00195485j 0.00229891-0.000935844j 
-0.0075145-0.000823716j -0.00148136-0.00529759j -0.00811073-0.00809615j 0.00419851+0.00970677j -0.000952772-0.00241208j 4.80449e-05-0.00140033j -0.00223694+0.00391643j -0.000405365+0.00248837j -0.00156861+0.000225048j 0.00011597+0.00150152j 0.00805567-0.00495246j 0.00184005+0.00460173j -0.00310504+0.00455169j 0.0062897-0.000623901j 0.00178089+0.00417418j -0.00163089-0.00470848j 0.00150984+0.00111016j -0.000833633-1.21544e-05j 0.00501857-0.00216649j 0.00325801+0.00214018j 0.00290998-0.00635344j 0.000153303-0.000937731j 0.00735794+0.000666053j 0.00636422-0.00939061j -0.000966094+0.00320643j 0.00229803+0.0075428j -0.00149706+0.00348805j 0.0043575-0.00732229j -0.00925575+0.00109041j 0.0018379+0.000867403j 0.0029477-0.000138767j 0.00455618-0.00157884j 0.0022725-0.000511108j -0.00377066+0.000494459j 0.00323947+0.00283563j 0.00351628+0.00488755j 0.00396663+0.000553813j 0.000304456-0.00163109j -0.00148396-0.000625486j 0.00105713-0.00122728j 0.0035879-0.0030868j -0.001136-0.00410826j 0.0039487-0.00462817j -0.000160533+0.00020332j -0.00120787-0.000921863j 0.00101539+0.00388008j 0.00382175-0.00213368j -0.00141036+0.00133243j 0.00297838+0.00331317j 0.000720244+0.00127932j -7.86529e-05+0.00174974j 1.89074e-05+0.000514902j 0.00257148-0.000761655j 0.000271316-0.00305028j 0.00210034-0.00403887j 0.00292473-0.000554203j 0.00279023+0.00358672j -0.00215342+0.00244201j 0.000884375+0.00127259j 0.0010972-3.57021e-05j 0.0012203-7.2481e-05j -0.00416848+0.00231317j -0.00416842-0.000688528j -0.00398521-0.000962276j -0.00371393+0.00365497j 0.000701699-0.00484515j -0.00391898+0.000856384j 0.00553365+0.00565015j 0.00628305-0.0049709j 
-0.00201919-0.00235726j 0.000944531-0.00117656j -0.00286186+0.001992j 0.00109997+0.00110897j 0.000246054-0.00617272j -0.00176055+1.81409e-05j 0.00372956-0.000895271j 0.00257334+0.00356583j 0.00220622+0.00260448j -0.00062403+0.000233249j 0.00235654-0.00337531j -3.70999e-05+0.000927642j -0.000391043-0.0028953j -0.00236373+0.00298934j 0.00190329+0.00473472j -0.00199391-3.3542e-05j 0.00109251+0.00101571j 0.000850043-0.00094995j -0.000235784-6.32394e-05j -0.0040709-0.000927573j -0.00387483+0.00442631j -0.000106235-0.00323944j -0.00126075-1.0272e-06j 0.00617113+0.000479899j -0.00225546+0.00107607j -0.00141361-0.00165835j 0.00425479+0.00184302j 0.00191963-0.000463202j -0.000226062+0.000194546j 0.000644608+0.00242529j 0.00135654+0.00271749j 0.00477978+0.00231049j 0.00123041+0.000828476j -0.000835553-0.00160117j -0.00447798-0.00168979j -0.00249045+0.00382688j 0.00173043+0.0036861j -0.00446354+0.00132806j -0.00682529+0.000652948j -0.00928748-0.000302321j 0.00218574-0.00155435j 0.00143731-0.00252793j -0.000733421+0.00050642j -0.00284496+0.00197758j -0.00209683-0.00165842j -0.00317131+0.0016714j -0.00398348+0.00165003j -0.00517267-0.00366262j -0.002176+0.00391374j 0.0013566-0.00158998j 2.64191e-05+0.000441858j 0.00174365-0.00551175j -0.00270341-0.00383958j 0.00232896-0.00349654j 0.00199142-0.00650246j -0.000196998-0.00690562j -0.00050821+0.00168524j 0.00336665+0.00130763j -0.0014648+0.00387186j 0.000536932+0.00185781j -0.00727341+0.000108856j -0.00134796+0.00100335j -0.00759687+0.00504566j -0.000975564+0.00213718j 0.00112034+0.00181152j -0.00100759+0.00255688j 0.000188136+0.00230651j 0.0010608+0.00215249j 0.00315021-0.001509j 
0.00232603+0.00431382j -0.00358845+0.00287413j 0.00421946-0.00161829j 0.00122394+0.00769079j -0.00198916+0.00892547j 0.00356927-0.00318407j -0.00226923+0.00569883j 0.000212458+0.00229721j -0.000207109+0.00199638j -0.000560091+0.00172811j 0.00117476-0.000198629j 0.00140696+0.00305408j 0.00195456+0.00130547j 0.00123078+0.000664843j 0.00358966+0.000695448j 0.000991161-0.00418599j -0.000610806-0.00344194j 0.00067251-0.000790134j 0.00259533-0.00118568j 0.00208818-0.00054093j 0.00169504-0.00479766j -0.00171117+0.00463366j 0.0038455+0.000380737j 0.000610892+0.00206246j 0.00516055-0.00201966j -0.00110512+0.002975j -0.00138905-0.000420466j -0.00180695-0.00012491j -0.00281023+0.00182059j 0.000908779-0.000153435j 0.00119528+0.000574966j -0.00262713-0.00165051j 6.81837e-05-0.00231631j -0.000946357+0.00238321j 0.00323439-0.00296645j 0.00378504+0.00104994j 0.00452107+0.000293928j 0.00170091+0.00146007j 0.000103449+0.00280029j 0.00800062-0.000657579j 0.00310465-0.00039104j 0.00110372+0.00112286j 0.00244323-0.00647688j 0.00118767-0.001603j 0.0017426+0.00162642j 0.0018622-0.000160958j 0.00194343-0.00464827j 0.00536521+0.00268932j 0.00281465-0.000314924j -0.00203285+0.00107819j 0.00172703+0.00210514j 0.000587624+0.00117523j 0.00301234+0.00244903j 0.00193064-0.0021574j -0.00268124-3.18404e-05j 0.00194058+0.00244159j 0.00267446-0.00333052j -0.00373817-0.000196407j 0.000734927+0.000834976j -0.000360851-0.00100877j 0.00240651+0.00282839j 9.05594e-05-0.000935134j 0.00142802-0.00317705j 1.04061e-06+8.59618e-05j -0.0017229-0.00140528j 0.00290383-0.000530522j -0.000402964-0.00271292j -0.00141296-0.00385464j -0.0050768+0.00126548j 
