0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
-0.00143604+0.00164903j -0.00416025-0.00100281j 0.00413948-0.00401772j -0.00369061+0.00291641j -0.00380065+6.20816e-05j 0.00034841+0.00485366j -0.000341004-0.00355389j -0.0013773-0.00248826j -0.0034492+0.00558285j 0.00578874-0.00749204j 0.000267908+0.00484217j 0.00601583-0.00908408j 0.00324532+0.00520971j 0.00070068-0.00936957j 0.00313069+0.00509787j 0.00403617-0.00410536j -0.000780513-0.00460202j 0.00240952-0.00487791j 0.00734173+0.0062474j -0.0104184-0.0019532j 0.00685858-0.00308951j 0.00639562-0.00528016j -0.00380969-0.00261494j -0.00352624-0.000233254j -0.00495287-0.00283802j 0.00573715+0.00722594j 0.00413768+0.00915744j 0.00750788-0.00219581j 0.00132987-0.00626532j 0.00543497-0.00562021j 0.000591734+0.00209205j 0.00224177+0.00420969j 0.00373805+0.000180375j 0.0103698+0.00374569j 0.00581497-0.00234548j 0.00570071-0.00256613j -0.00246397-0.00189576j 0.000208378+0.0077119j -0.00159461-0.00305203j -0.00175618-0.00220591j -0.0031063+0.000237567j -0.00297353-2.3797e-05j -0.00556304+0.00303358j 0.00857851+0.0058514j 0.0049014-0.0044732j -0.00346347+0.00471185j -0.00401346-0.00377131j -0.0041556+0.00620561j 0.00729013+0.00390326j 0.00708093-0.00290063j 0.00960631+0.00131985j -0.00278146+0.00352238j -0.00106317+0.000841694j 0.00949336-0.00140709j -0.0027834+0.000306424j -0.00256172+0.00317463j -0.00337396-0.00189889j -0.00350419-0.0015026j 0.00413175+0.00288896j 0.00139815-0.0038645j -0.00241329-0.000906148j 0.00938396+0.00185911j -0.00145857-0.00277902j -0.00031678-0.000713524j -0.000767146-0.00235542j -0.000541463-0.00145773j 0.00293095-0.00566433j 0.00323028+0.00272995j 0.00259483+4.4882e-05j 
-0.00265636+0.00069784j 0.000149977-0.000766206j -0.000131811+0.00446882j 0.00122022-0.00260706j -0.00163175-0.0006531j -0.00777254+0.00212315j 0.00366221-0.00596962j -0.00961588-0.00277828j 0.00176117+0.000200194j -0.00540132-0.00448538j 0.00426033-0.000162075j -0.00138885+0.0039585j -0.00173051+0.000128546j -0.00150868-0.00398342j 0.00442007+0.00280524j -0.00121452+0.00299723j 1.88587e-05-0.0052648j -0.00438265+0.000219923j -0.00354303+0.000991302j -0.00256987+0.00364128j -0.000292116+0.00313254j 0.00663477-0.000532429j -0.00115608-0.00293897j 0.00132268-0.00149412j 0.000712406-0.00328623j -0.00194207+0.00245584j -0.00120208+0.00129919j 0.00255432-0.00400889j -0.00405082+0.00295021j 0.000435862+0.00343934j 0.00391324-0.00299231j 0.00546899-0.001762j 0.000462117-0.00560826j -0.00137047-0.00405584j -0.00329474+0.00369207j -0.00100842-0.000594641j 0.00296508-0.00617139j 0.00654475-0.000514657j 0.0040635-0.00143327j 0.00620694-0.00467828j -0.00213095+0.00067851j -0.0025368+0.00664745j -0.00469549+0.0020225j 0.00184159-0.00460489j 0.000610733+0.000961713j 0.000914492-0.00116078j 0.000320275-0.0011523j -0.00520204-0.00394939j -0.00706374-0.00039142j -0.00125715-0.00467618j -0.00510712-0.000524957j 2.06246e-05+0.0056991j -0.00403656-0.00161509j 0.00806006+0.00170246j -0.00699241-0.000149149j -0.00742199+0.00360367j 0.00308323-0.00359327j -0.00691453-0.00184824j 0.00821055-0.00128909j 0.000429787+0.00103144j -0.00238089-0.00271262j 0.00571852+0.00142312j 6.42046e-05-0.000707447j 0.000330915+0.000999204j -0.00138127+0.000645768j 0.00240809+0.00113963j 0.00190429-0.00210894j -0.00338847+1.61941e-05j 0.000706578-0.000110783j 
-0.00442112-0.00161043j 0.00265778-0.00411203j -0.00512277-0.00103151j 7.93519e-05+0.00801958j 0.0111923-0.00320112j 0.000446124-0.000403453j -0.000422181+0.00553657j -0.00215166+0.00443212j -0.00186823+0.0073142j -0.00253799+0.00191625j 0.00121853+0.00593918j 0.00154254-0.00145011j -0.000383479-0.00164804j 0.000882697-0.0155827j 0.00849504+0.00463834j 0.00142736-0.00591663j 0.000373287+0.00109554j 0.00177638+0.00592876j -0.00307808-0.00369949j 0.00258178-0.00245518j 0.00300081+0.000770238j 0.00365501+4.0116e-06j -0.000240911+0.000131918j 0.000939668+1.76006e-05j 0.000218231-0.00575401j 0.00113468+0.00423938j -0.000163667+0.00563868j 0.00221871+0.00145333j 0.00266391-0.00610528j 0.00232345+0.00368255j 0.00539071+0.00454327j 0.00348873+0.00479199j 0.000751124-0.00787829j 0.00086096+9.62446e-05j -0.00783603+0.00328273j -0.00305408+0.00178216j -0.00326605-0.000516237j -0.000966742-0.000945798j 0.00300485-0.00301919j -0.00704684+0.00129903j -0.000479143+0.00115782j -0.00581835-0.00279416j 0.00231611+0.00263637j 0.00458346-0.00243733j 0.00185652-0.00597149j -0.00939161+0.00403606j 0.000248954+0.00104537j -0.000880299-1.40129e-05j 0.00523444+0.00520727j 0.00528052+0.00251781j 0.0023213+0.000776108j -0.00175084-0.0021454j 0.000395963-0.00445561j 0.00930742-0.0011591j -0.00615276+0.00166872j 0.000625513-0.00232793j 0.00261848-0.0028318j -0.00124167+0.000162126j 0.00417782-0.00257468j 0.0023154-0.00365681j -0.000381472-0.00128965j -0.010864-0.00228687j -0.00292647+0.0015583j -0.00278495-0.00293853j -0.00375796+0.000385029j -0.00433482-0.0019411j 0.00230049-0.00587963j 0.00334242+0.00137104j 0.00123804-0.00070007j 
0.00231236+0.00199048j -0.00106195+0.00163644j 0.00330024-0.00146961j -0.00475303-0.00029237j 0.00115321+0.00117853j -0.00220878-0.00432019j 0.00103996-5.45392e-06j -0.00205034-0.00177395j 0.00211715-0.00360823j 9.71631e-05+0.00270565j 0.00345719-0.00012019j -0.00135519+0.000498815j -0.00169002+0.00169699j -0.000871278+0.000825396j -5.78082e-05-0.00535187j -0.000260497+0.00266189j -0.00285439+0.00521702j -0.000651179+0.000135133j 0.00232721+2.805e-06j 0.00323208-0.00342935j -0.000231305-0.00262363j 0.00138131+0.00450276j -0.00479885-0.00294961j 0.000549956-0.00730496j -0.00376061-0.000801775j -0.00195481+0.00304885j 0.00260247-0.0027579j -0.0013679-0.00679033j -0.00230765-0.00285217j -0.00457744+0.00311905j -0.0008159-0.00518425j 1.51515e-06-0.000787985j -9.48832e-06-0.0021438j -0.00578596-0.00482502j -0.00070139+0.00739771j -0.00341101-0.00214488j -0.000763707-0.00383432j -0.000787795-0.00090469j 0.00228522-0.00184645j -0.000983229-0.000139048j -0.0018866-0.00108071j -0.00676489-0.00200108j -0.000200333-0.000173931j -0.00243949-0.00373407j 0.00177333+0.00641851j 0.00302968-0.00154527j -0.000710723+0.00243206j 0.00184099-0.00576176j -0.00258465-0.00117337j -0.00404181-0.00103476j -0.00415999-0.00114876j -0.00500135-0.000216092j -0.0005869-0.00474275j -0.00429902+0.00273025j 0.00458691+0.00401034j -0.00388466+0.00274335j 0.00327159-0.00554786j 0.00508295-0.00183469j 0.00226732-0.00499386j -0.000757015-0.000754288j 0.00309287+0.000453219j -0.00756262-0.000506032j -0.000952015-0.0010293j 0.000344023-0.00317514j -0.00386175-0.00236j -0.000948272-0.000913272j -0.00104776-0.00403424j 0.000264004-0.00278705j -0.00194299+0.000108872j 
-0.00193237-0.000677418j 0.000824616-0.00272392j 0.000779606-0.00347762j 0.00342071+0.00616493j 0.00477739-0.000785553j 0.00289571+0.000427104j -0.00170252+0.00620486j 0.00464298+0.00315348j -0.00240332+0.00122554j 0.00432899+0.00404405j -0.00425767+0.000656037j 0.000425821-0.00293962j 0.00277591-0.00216735j 0.00191311-0.000611213j -0.000420361+0.000418393j 0.00111597-0.00163189j 0.00230648+0.00206698j 0.00209545-0.000629149j 0.00110692-0.00390372j 0.0037827+0.00503624j 0.000348671-0.00119049j -0.00408886+0.0011006j 0.000463288-0.00210954j -0.00186743+0.00152905j 0.000750099+0.00204442j 0.00139362+0.000395251j -0.00097387+0.00131152j -0.00193801+0.00357923j 0.00338064-0.00165507j 0.00103631-0.00134192j -0.00140186+0.00235441j -0.00498166+0.00163526j -0.00026098+0.00214312j -0.000703442+0.00113694j -0.00111602-0.00445543j -0.000227348+0.000368944j -0.00631599+0.00134192j -0.0035224+0.00062817j -0.000508517-0.00216446j -0.00678752+0.00225242j -0.00245861-0.00126595j 0.00162467-0.00596022j 0.00569393+0.00162928j -0.00268102+0.00134209j -5.72274e-05+0.00055936j -0.00568905+0.000180285j -0.00247071-0.000872957j 0.002487+0.00184768j 0.00400985+0.00248794j 0.00307456+0.00310979j 0.00261743+0.00134847j 0.000540407-0.00396399j 0.00480469-0.00127587j -0.0059901+0.000951658j 0.00139367+0.000129103j 0.00398572-0.00325517j -0.000414299+0.00266826j 0.00299069+0.00171969j -0.000156376-0.000358415j 0.000176653-0.00424445j -0.00304762+0.00309262j -0.00671521-0.00322022j -0.00240767-0.00176486j -0.00304925-0.0017424j -0.000790607-0.00102233j 0.00158424-0.00370357j -0.00101081+0.00040877j 0.00477246+0.00229395j 0.00129-0.00287091j 
0.000949758+0.00109843j -0.000325154-0.000497091j 0.00131453-0.00292095j 0.000951165-0.000539265j 0.00152434+0.00493486j -0.000171958-0.00303354j -0.00245838+0.00342567j 0.00122297-0.000135857j -0.00257169-0.0010397j -0.000141143+0.0029527j 0.00129015-0.00361813j -0.00273661+0.00222553j 0.000944606+0.00082203j -0.00315116+0.00137858j 0.00265474-0.000154622j 1.69417e-05-0.00235823j -0.00158935-8.49823e-05j -0.000482321+0.00370818j -0.00172503+0.000491754j 0.00192512-0.0023143j -0.00118722+0.00158457j 0.00038222+0.00284002j 0.000593695+0.000760317j 0.00433039+0.00115978j 0.000430685+0.000551316j -0.00174577-0.00147413j 0.00228323-0.0042774j 0.00161594-0.000934743j 0.00062285-0.00111579j -0.00191889+0.00189145j -0.00112033+0.00181145j -0.0013279-0.00106961j -0.000473992-0.00248242j -0.00106036-0.00606776j -0.00451496+0.00156266j -0.00342881+0.000565918j 0.00211796+0.000561841j 0.000725073-0.00239414j 0.00305127+0.00244094j 0.000569636+0.00143563j 0.00389779+0.000363987j -0.00299124-0.00198139j 0.00127583-0.000847395j -0.00019747-0.00268729j -0.00249959-0.00203999j 0.00259818-0.00171394j 0.000750836+0.000240515j 0.00263173-0.00368741j 0.00198855-0.00114272j -0.00137272+0.00137465j -0.00280051+0.000147258j -0.000448984-0.00336038j 0.00225137-0.00107403j -0.000645553+0.000346124j 9.47734e-05+0.00350728j -0.000692965-0.00306412j 0.000902548-0.00272441j 0.000727185+0.000950213j -0.00301793-0.000207437j 0.000850667-8.43725e-05j 0.00286376+0.00267547j -0.00351488-0.00181954j 0.0033473+0.000539292j -0.00342022-0.00144812j -0.00447119+1.27781e-05j -0.0011369-0.00265621j -0.000728681-0.00148067j 0.00195989-0.00195778j -0.00182267-0.00194008j 
-0.00083178-0.00168674j 0.00110607-0.000182153j 0.00025492-0.000758366j -0.00368687+2.22176e-05j 0.00265344+0.00429892j 0.00256349-0.00607276j -0.000146401-0.00147556j 0.0059053+0.00235052j 0.00284633+0.00258289j 0.00152955+0.00167431j 0.00545903+0.00356353j 0.00154068-0.002055j -0.00382055+0.000902931j 0.00156163+0.00304452j -0.00115219-0.000647902j -4.28359e-05+0.00182356j 0.000512136+0.00553761j 0.00452326-0.000167999j 0.00422495-0.00121988j 0.000242236-0.00933026j -0.00433467-0.00275234j -0.0026886-0.00043886j 0.00169803+0.00532638j 0.00130845-0.000301953j -0.000144149-0.0039579j -0.00339305-0.00155173j 0.000243646-0.00130461j -0.00558903-0.00236881j -0.000366059-0.000101635j -0.000302852+0.000862113j 0.00127054-0.000931063j 0.00212728+0.0028728j 0.00090284-0.00292059j -0.00542084+0.00125086j 0.000964847+0.00250862j -0.00192494+0.00063942j 0.00271332+0.00466361j -0.00718403-0.00268225j -0.00554029-0.000758599j -0.00417294+0.000766988j 0.00368084-0.000983141j 0.00124237-0.00945471j 0.0102357-0.000611386j -0.0019372-0.00037423j -1.75094e-05+0.00285952j -0.00143069+0.000607552j 0.00275982+0.00585893j 0.0059534+0.000554531j -0.00114392+0.0010424j -0.00182825+0.00205495j 0.0012057-0.000943984j 0.00204245+0.00156005j -0.00209308-0.00217407j -0.00268119+0.000727199j 0.0116189-0.00271816j -0.000373313+0.00279362j -0.00356548-0.000820146j 0.00470045+0.0046184j -0.00737563-0.00312129j -0.00531179+0.00389798j 0.00852069-0.00234567j -0.00840108+0.0011303j -0.00209656-0.000536755j 0.0047331+0.000592858j 0.0010059+0.000901181j -0.00651278+0.00196943j 0.00142898-0.00104926j 0.000294034-0.00150993j -0.000877329+0.000794561j 
0.00394375-0.000178966j 0.00157-0.000350703j -0.00273024+0.00652103j -0.00315823-0.00649586j -0.000717135-0.00687988j -0.00667865+0.00139564j 0.00225751-0.00605063j -0.00671734+0.00127142j -8.83483e-05-0.000134822j -0.00507149+0.0016855j -0.0059826-0.00119142j -0.00138814+0.00401241j -0.00125407-0.000514656j 0.000765902-0.00387653j -0.0026934+0.00161478j -0.00269163-4.37072e-05j -0.00037198-0.00316225j -0.00916447+0.00968338j -0.00428879-0.000711125j 0.000864151+0.00570372j 0.00132889-0.00168714j -0.00250363+3.28474e-05j 0.000744841-0.00279049j -0.000193441+0.00355871j 0.000504768+0.000530118j -0.000728926-0.00634045j 0.000413459+0.00133819j 0.00370384+0.00466727j 0.00565047+0.00177165j 0.000675221+0.00202404j 0.00380135+0.00241819j 0.000900454+0.006536j -0.00512537-0.00326328j 0.00504052-4.16405e-05j -0.00390164+0.00286642j 0.00108562+0.00016645j 0.00173907-0.000600933j 0.00800503-0.00549894j 0.00841975-0.00315211j 0.00268187+0.000273717j 0.00820576+0.000655239j 0.00198566+0.00689502j -0.00155361-0.00327118j 0.00537579-0.0054347j 0.000785179+0.000648863j 0.000952629-6.4383e-05j 0.00651054+0.00711025j -0.00387078-0.0062467j -0.00186009+0.000653712j -0.00210821+0.00127286j -0.00190893-0.00168879j 0.00152893+0.00104305j -0.00663339-0.00189031j 0.0105428-0.00280257j -0.00747498+0.000186775j -0.000428428+0.0016852j 0.00122416+0.00121959j -0.00719022-1.97355e-05j 0.00052239-0.00216537j 0.00233695+0.00221017j -0.000882185-0.00542661j 0.00373778-0.00206655j 0.00367807+0.00362413j 0.00268862-0.00119935j 0.00447666+0.00213325j -0.00234185+0.00229315j -0.00211608-0.00194943j -0.00324824-0.000267058j -0.000581536+0.00311067j 
-0.00388987-0.00285261j 0.00248689-0.003168j -0.00321154-0.00846964j -0.000816007-0.00240046j 0.00357321+0.00348508j -0.000659794-0.00375987j -0.00544882+0.00435818j -0.000157942+0.00473136j 0.000828767+0.00449262j -0.00114701-0.00365783j -0.00296792-0.00251407j -0.000129547-0.00553204j 0.00108891-0.00113816j -0.00538772-0.00457105j 0.000199472+0.00230889j 0.000821411-0.00499894j 0.000445416-0.00274537j 0.000739524+0.00292293j -0.00579206-0.000256387j -0.00458882-0.0107768j -0.000694686+0.00694239j 0.000283956+0.00115018j 0.0012464+0.00129461j -0.000831379+0.00542713j -0.00287079-0.00794801j -0.0039516+0.00123249j 0.0045588-0.00400174j 0.000369049-0.000621748j 0.00451764-0.00232229j -0.000485205+0.000926047j -0.00120694+0.00276507j 0.00566304-0.000937794j -0.00343023+0.00041056j -0.00389123-0.00237167j -0.00274392-0.0023911j -0.00188109-0.00341543j -0.00487923-0.00159602j -0.00522214+0.006306j -0.0046137+0.00478357j -0.00356722+0.00146036j -0.0020341-0.00712761j -0.00355539+0.00545898j -0.00260413+0.00708298j -0.00478544-0.00462085j 0.00517721+0.00222651j -0.00107473-0.000902977j -8.10154e-05+0.00353237j -0.00190456-0.00198534j 0.00351218-0.00383795j -0.000378742+0.00262611j 0.00283252+0.00183658j -0.00317694-0.00252916j 0.000169544+0.00260141j 0.0066674+0.00392283j 0.00475835-8.38892e-05j 0.00304044-0.00433763j 0.00475772+0.00361439j -0.000745363-0.000766611j 0.012077+0.000987232j -7.09993e-05-0.00290053j -0.00188282+0.00341155j -0.00908541+0.000434053j -0.000911759-0.00201344j -0.000492149-0.00470158j 0.0042776+0.000586846j -0.000532867+0.00175467j -0.00481924+0.00354754j 0.00190763+0.000959956j 0.00133713-0.00239203j 
-0.000949491-0.00287933j 0.00348571+0.000688129j -0.00713504+0.00310741j -0.00463059+0.00263558j 0.00723474-0.00028172j -0.000630801-5.33232e-05j -0.00196125-0.00205765j -0.00341722+0.00736533j 0.00494722-0.00078789j -0.004641+0.0020558j 0.000994474+0.00426308j -0.00149905+0.0028254j -0.00429444-0.00114566j 0.00142663-0.00573967j -0.00261918+0.00107139j -0.00482357-0.00709513j 0.000282885+0.0044609j -0.00178376+0.00595276j -0.00772178+0.00129057j 0.00239393-0.00364601j -0.00126213+0.000855302j 0.00245199-0.00362673j 0.00524307+0.00468251j 0.00246676+0.00226598j -0.00102047-0.00094839j -0.00204158-0.00381477j -0.00224-0.000931087j 0.00297845+0.00170242j 0.000868839-0.000311601j -0.00471081+0.000645512j -0.000199133+0.00414531j 0.00406267-0.00120343j -0.00181567+0.00107096j 0.000581839+0.00144926j -0.0065719-0.00226763j 0.000517647+0.00212176j 0.000417151+0.00126431j 0.00284651-0.00417098j -0.00332074+0.00189027j -0.00514146+0.00447698j 0.00314715-0.00176916j -0.000440996+0.00290227j -0.000517044-0.00121397j -0.0013287-0.00183729j 3.59205e-06-0.00523821j -0.00535275+0.00388273j 0.00520783-0.00103047j -0.00278797+0.00366296j -0.00132006+0.00105711j 0.00387634+0.00223093j -0.00013145-0.00229573j 0.00234726-0.00241057j -0.00290909-0.000199339j 0.0112783-0.00599682j -0.00174325-0.00151665j 0.00305132-0.00294212j 0.00337754+0.00503683j -0.00351714+0.00316981j 0.00129383-0.000486008j -0.0020049+0.00356178j -0.00558408-0.00291833j -0.009676-0.00130321j 4.18329e-05+0.00268044j 0.000716978+0.000785218j 0.00556764+0.00222915j -0.00358655+0.0025915j -0.00244171+0.00502099j -0.00202338+0.00154955j 0.000827049+0.00128735j 
0.000326919+0.0010295j 0.000767426+0.00300596j 0.00382948+0.00397638j -0.0017269-0.000148289j -0.00468716+0.00396751j 0.00279659+0.00267728j 0.00152127-0.000769846j -0.000780614+0.000997778j 0.00287652+0.00023437j -0.00431501-0.003067j -0.000108641+0.0071767j 0.00165217-0.002007j 0.000744388-0.00141658j -0.000448425-0.000694516j 0.00378971-0.000294079j 0.00205074+0.00227845j -0.00346533+0.00278321j 0.0007095-0.00248352j 0.00158142-0.000367971j -0.00443872-0.00604918j -0.00202096+0.000319054j -0.00242578+0.000732034j -0.00223877-0.0002381j -0.00366057-0.000440964j 0.00208971-0.00350539j 0.000698675-2.63344e-05j -0.00353145-0.000158514j -0.00675383-0.00355563j -0.00248219+0.000189147j -0.00168517-0.00164867j -0.00447347-0.00134421j -0.0033796-0.00388999j 0.00587795-0.000119694j 0.00164815+0.000633945j 0.00188906+0.000514157j 0.00211185-0.00327132j 0.000633883-0.00142497j -0.0041449+0.00110409j -0.00284021+0.00251329j -1.69831e-05+0.00171274j -0.00272975-0.00195296j 0.000656802-0.00123146j -0.00805021+0.00493614j 0.0017659+0.0034448j 0.00252561+0.00273345j 0.00781776+0.00182975j -0.00175657+0.000136549j -0.00320824+0.00144795j 0.00540426-0.00249564j -0.000547563+0.000153972j 0.00255809+0.000931886j -0.000568546+0.00444457j -0.00310846+0.00288527j 0.00349021+0.000141025j 0.00438798+0.00217786j -0.00122865+0.00108429j -0.00168903-0.00311046j 4.08691e-05-0.00083413j -0.00200084-5.58031e-05j 0.000523112+0.000452787j 0.00615523-6.36304e-05j 0.0031668-8.50657e-05j 0.00138919+0.000208431j -0.00116743+0.0014087j -0.000399639-0.000204851j -0.000919573+0.000415373j 0.00419801+0.000700436j -0.00249331-0.000447655j -0.00224957+0.0010108j 
0.00185712+0.00116212j -0.000357808+0.00303424j -0.00465058-0.00016474j 0.00346679+0.00258272j 0.000216384-0.00291633j 0.000278255-0.00135674j 9.70385e-05+0.0081364j 0.00380681+0.00371783j 0.000207591+0.000972507j -0.000621559+0.00250543j -0.00195104-0.000176583j -0.000770223+0.00538744j -0.00115775-0.000152571j 0.0039683-0.00377759j -0.00125811-0.00147622j -0.00126969-0.00210974j 0.0016278-0.0033841j 0.000827212+0.00393755j -0.000916314-0.000864352j 0.00753915-0.00301989j 0.00217636-0.00557457j -0.00407278+0.00530362j 0.00619419+0.0039227j 0.00207438+2.95506e-05j 0.00396287-0.00223155j -0.00392508-0.000710273j 0.00178058-0.000208857j 0.00258103+0.000870901j 0.000713434+2.95798e-05j -0.00230501+0.00143933j 0.000225403-0.00124669j 0.00185601-0.00195109j -0.00120969+0.000227306j -0.000826949+0.00392706j 0.000402129+0.00451783j 0.000883728-0.00278538j 0.0018572+0.000489874j -0.000256077+0.000389419j 0.00062652+0.00450523j 0.00220243+0.00266002j 0.00276648+0.00121118j 0.00133709+0.00703877j 0.00450364-0.00058954j 0.00244221-0.00278549j 0.00409354+0.00471447j 0.00373863+0.00296282j 0.00303468+0.0055342j -0.000335522+0.00074299j 0.000249267-0.00119405j -0.00542423+0.000166418j 0.00222046+0.00124037j -0.00361695-0.00899386j 0.00245112-0.000187313j 0.00236284+0.00166799j -0.000444185+0.00237978j 0.00212003-0.00141513j 0.00592108+0.0032159j -0.00602065-0.00161109j 0.00765674+2.15213e-05j 0.00163209-0.00142588j 0.00662888+0.00492397j -0.00154212+0.000468143j 0.0032519+0.00502927j 0.00303343-0.00231782j 0.00119319+0.00220297j 0.00152362-0.00296567j -0.00430289-0.00157136j 0.00120997-0.0012906j -0.00210391-0.000220052j 
0.00271571+0.00255188j -0.000551921+0.00223657j 0.00542476-0.000510473j -0.00191414+0.00144813j 0.00239748+0.00451566j 0.00263044+0.00461169j 0.00250955+0.000849604j 0.000726957-0.00285148j -0.000180647-0.00379853j 0.00462961+0.000922712j -0.00290023+0.000868541j -0.000613035-0.0033344j 0.00421111+0.00138611j 0.00198978-0.00149118j -0.001383-0.00516094j 0.000829341+0.00175625j -0.00119454-0.00419386j -2.68009e-05-0.00280936j 0.000837375-0.000634397j 0.00332306-0.00224206j -0.00363814+0.000687455j -0.000699815+0.00603076j 0.00137081-0.000197987j -0.00400584-0.00493391j -0.000807207+0.00506953j 0.005255-0.00140738j -0.00223206-0.00635592j -0.00246753+0.00121477j -2.20899e-05+3.80759e-05j 0.000747108-0.00165722j -0.00367627-8.81997e-05j -0.00727799-0.0026324j 0.00076512+0.00133113j 0.00175878+0.00257359j 0.00129188-0.00177704j 0.000698032+0.000787846j -0.000558478-0.00282732j -0.000532738+0.00262946j 0.00376072+0.00229267j 0.00284375+0.00251368j -0.0044789-0.000713099j -0.00122986-0.0007535j -0.00386617+5.67963e-05j 0.0028416+0.00431629j -0.000892438-0.00435214j 0.00245935-0.00342323j 0.00208595-0.000191037j 0.00219574+0.00262872j 0.00120701-0.0020805j 0.0012893+0.00252204j -0.000672169+4.43995e-05j -0.00222687+0.00206096j -0.00164987+0.00652196j -0.00840664-0.00319837j -0.00413159+0.00083906j -0.000567056+0.00289051j -0.00301541-0.00201687j 0.00101595+0.00184139j 0.00362257+1.32708e-05j -0.00280519-0.00212126j 0.00777681+0.0037185j 0.00139601+0.000746417j 0.00666943+0.00340418j 0.000608009+0.000157361j 0.00176494+0.00237462j 0.00184172-0.000580369j 0.000859999-0.00407925j 0.000422456-0.00188219j -0.0025237+0.00144464j 
0.00468373+0.000274437j -2.46599e-05+0.00509058j 0.0036875+0.00395229j -0.00411249-0.00039785j -0.00374631-0.00113878j 0.00278467-0.000241957j 0.000851992+0.000296167j -0.000628107-0.00323258j 0.00269306+0.00123828j -0.000554031-0.000697928j -0.000162241-0.00050607j -0.00117965+0.000677214j 0.000588665-0.00242716j -0.000542224+0.00427874j 4.60168e-05+0.000711278j 0.00187212+0.000598533j 0.00302694+0.00419656j -0.00195144-0.00420493j 0.00184551+0.00279379j -0.00399343+0.00367394j -0.00184085-0.00146431j -0.000805233-0.000331756j -0.000920328-0.00385866j -0.00129729+0.000248596j 5.12577e-05+0.000427125j -0.00577438+0.00263866j 0.000876169+0.00246287j -0.000185399-0.00310525j -0.00165818+0.000720831j -0.000827636-0.00100702j -0.00470432-0.00144423j -0.00136815+0.000360143j 0.0029569+0.00243217j 0.000401906-0.00162999j 0.00313265-0.00422783j 0.00165544-0.00186077j 0.00123849-0.00198286j 0.0030191+0.0047582j -0.00188639+0.00139836j 0.00346596-0.000804074j 0.000144749+0.001966j 0.00456185+0.00176798j 0.000189426-0.000537748j -0.00114499-0.00111327j 0.00427574+0.00521963j 0.00337521+0.000970585j -0.00438254-0.00285734j -0.00329982-0.00191547j 0.00187131-0.00254767j -0.00168702-0.000520655j 0.00123627+0.00236221j -0.00343771-0.000539226j -0.00145784-0.00419152j 0.00278865+0.00111633j 0.004493+0.00260131j 0.000467769+0.000233212j 0.00249362-0.000694155j -0.00289864+0.000654335j -0.00378156-0.00132833j 0.00465811+0.00132686j -0.00564872-0.00104656j 0.00419164-0.000446095j -0.00343397-0.00154226j -0.00117114-0.00100934j 0.00167759-0.00373434j -0.000900626+0.00397592j 0.000924477+2.96874e-05j -0.00284417-0.00306074j -0.00397067+0.00363038j 
