-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
-0.000587413+0.00101598j -0.00108185-0.000360131j 0.000172989-0.000553049j -0.00162548+0.000473461j -0.000913002+0.000718544j -0.00260004-0.0025924j -0.00247538+0.00141744j -0.00211908+0.00150733j -0.00120755-0.000153562j -0.00171091+0.00137979j -0.00265798-0.00263731j 0.00110826+0.00323736j -0.00410767+0.0011073j -0.000194698-1.97267e-05j -0.00245006-0.000654845j -0.0020288+0.000850151j -0.00159121-0.000989138j -0.00188903+0.00124633j 0.00352795+0.00347206j -0.00070128-0.00153302j -0.00151779-0.000284466j 0.0026224+0.00268879j -0.00309769-0.0022762j 0.00359819-0.000577333j 0.00544504-0.00573275j 0.00349904-0.00133132j -0.00221909-0.00206901j -0.00383371+0.00819076j -0.00159369-0.00220736j 0.00486677-0.00287476j -0.000617323-0.0010993j 0.00311916-0.00233637j 0.00096378-0.00426597j -0.00461369-0.00611836j 0.00698878+0.00381683j -0.00337135+0.00977084j 0.00182413-0.00319277j 0.00321895-0.00549567j -0.00192974-0.00204537j -0.00137435+0.00243087j -0.00547879-0.0119907j -0.00175833-0.0047891j 0.000832774+0.000603424j 0.00478609-0.00358064j -0.00158182-0.000700244j 0.0003393-0.00257834j -0.00240297-0.00661757j -0.00275298-0.000680251j -0.00407158+0.00281874j -0.000489726-0.00811758j -0.00938458-0.000596751j 0.0030812+0.000704037j 0.000931283-0.00258353j 0.000958507-0.00460074j -0.00197484+0.00167304j 0.000184311-0.00261252j -0.0052463-0.00162752j 0.00748507-0.00168336j -0.0009361+0.0047278j 0.000157464-0.000243921j 0.00211294-0.00276188j -0.00247057-0.00126254j -0.00226377+0.0024673j -0.00238248+0.000913332j -0.00417938-0.00123948j 0.000509277-0.000225325j -0.00111149+0.000644696j -0.00319622+0.00217173j 0.000594273+0.00138862j 0.000788871-0.00102948j 
0.0019037-0.00147938j 0.00219387+0.00228632j -0.00089129+0.00113716j -0.000533821-0.00207089j -0.000136494+0.0014691j 0.00221253+0.00234418j -0.000400895-0.00152577j -9.91015e-05-0.00102629j -0.000986815-0.00207405j 2.10058e-05-0.00176406j -0.00271136-0.00169896j 0.000137638-0.00385385j -0.000768969-0.000560949j -0.0012149-0.00106014j 0.000160414-0.001481j 0.000235149-0.00395355j 4.90418e-05-0.000655948j -0.000203511+0.00415168j -0.000344267-0.002809j -0.00268655+0.00155095j 0.0059727-0.00239032j 0.00130857+0.00258173j -0.00286264+0.000596545j -0.00150938-0.00482743j -0.00217196+0.00384065j 0.000999867+0.000476015j -0.000843727+0.00273232j 0.000537567-0.00067379j -0.000229357+0.000836849j -0.00254594-0.00102813j 0.00298139-0.00290605j -6.45899e-05+0.00254913j 0.000605462+3.06856e-06j -0.000752425+0.00536576j 0.00169507+0.00372207j -0.000949488+0.00209827j -0.00908185+0.00196107j -0.0061682+0.00492751j 0.00111292-0.00187392j 0.00392718+0.00265062j 0.00339814+0.00339771j 0.00338365+0.00693248j -0.000412411-0.000760237j -0.00660437+0.00122056j 0.00379561-0.000485559j 0.00938232-0.00239746j 0.00126889+0.00709864j 0.00182467-0.00435805j -0.00516006-0.00106941j 0.00625965+0.00859334j 0.00239591+0.000460259j 0.000117938+0.000553706j -0.00822503+0.0022027j 0.00751424+0.00837897j -0.00183432-0.0069812j -0.00290188+0.00378218j -0.00161024+0.00181868j -0.0116989+0.00681417j -0.0021485-0.00527531j -0.00056481+0.00310373j -0.00353092+0.00127427j 0.00253208+0.00254434j 0.00164425-0.00559721j 0.00358213-0.000780553j 0.00552543+0.00231441j -0.00186157+0.00368184j 0.00308481+0.0010927j 0.00511236-0.00409979j -0.000689921-0.00319601j -0.00156211+0.000678384j 
-0.00152552-1.26624e-05j -0.000325294-0.00141882j -7.24639e-05-0.000543846j 0.00227356+0.000781701j -0.000779409-0.00314543j -0.00108823-0.000416465j 0.000338391+0.00180764j -0.000691119-2.77494e-05j 0.00109287+0.00107019j 3.70114e-05-0.00219281j 0.00172768+0.00182079j -0.00198143+0.00049223j 0.0027284-3.62577e-05j 0.002408-0.00130015j 0.000148598+0.00139044j -0.00331669+0.00326248j 0.000492483+0.000566387j -0.00234468-0.00177427j 0.000645355+0.00584998j 0.00239579-0.00133904j -0.00438876+0.00249756j -0.00202591+0.000132042j 0.000813908-0.00247955j 0.00288547-0.000208605j -0.00101238-0.00182535j -0.00284667-0.00023266j 0.0014361-0.00537252j 0.00141173+0.00314204j 0.0010707+0.00696424j -0.000665646+0.00166152j -0.00663442+0.005116j 0.00429687+0.00163999j 0.000743973+0.00415431j 0.00198968-0.00169158j 0.000535053+0.000385233j -0.000627126+0.00466142j 0.00305286+0.00291228j -0.000244874-0.000832848j -0.00161035+0.00383998j -0.0047863-0.00287766j 0.000322589-0.00474191j -0.00498837-0.000567699j 0.000713903+0.00139646j 0.00487413-0.000506659j 0.000299901+0.000304414j -0.00528695+0.00691192j -0.000827768-0.00982151j 0.00283463+0.0052058j 0.00149205+0.00352106j -0.00546976-0.00325497j -0.0132447+0.0018531j -0.00229915+0.00319661j 0.00935594-0.00285642j -0.00616851-0.00594643j 0.00328126+0.00723558j 0.00665444-0.00763117j -0.00412416-0.00609148j 0.00532308-0.000576708j -0.00343107+0.000693924j 0.000932899-0.00528636j 0.00423134-0.000806271j -0.0035268-0.0028665j -0.00189985+0.000928807j -0.000236994-0.00178446j -0.000305836-0.00132677j 0.00318034-0.00258887j -0.00201259-0.00220341j -0.0024925+0.00207621j -0.000582699+0.00228261j 0.00159847+8.30216e-05j 
-0.00032702-0.000600982j 0.000755571-6.52893e-05j -0.00140311+4.09722e-05j 0.000264866-0.000846024j -0.000309895-0.000476262j 0.000136968+0.00177918j -0.000455848-0.0010617j -0.00100979-0.000982448j 0.000881214+0.00126117j -5.65753e-05-0.00151021j 0.000794481-0.000320484j -0.00147011+0.000313113j -0.000634506+0.00141741j 0.00119125-0.00251053j 0.00192161-0.000212099j -0.000702998-0.00351424j 0.0012676+0.000459841j -0.00289243+0.000108293j -0.000722026+0.00379877j 0.0019728-0.00111533j 0.000767388+0.00104487j -0.00236442+0.00187275j 0.00177465-0.000814985j 0.00217178-0.0013224j 0.00037706-0.000661428j 0.00132738-0.000785146j 0.00105624+0.00272107j -0.00214812+0.00279471j 0.000786491+0.00338631j -0.00450613-0.00288748j 0.00178579-0.00233654j -0.000277181-0.00282202j 0.00512695+0.00177959j 0.00539634+0.0104594j 0.00177305-0.00721597j 0.00363145-0.000343424j -0.0021913-0.000617475j -0.00354891+0.0022606j -0.000438-0.00590716j -1.06196e-05-0.00122108j 0.00338471-0.00252222j 0.00451109+0.000142231j -0.00121569+0.00223338j 0.00439727+0.00146578j 0.00178829-0.00221435j 0.00413814+0.0028753j -0.00195178-0.0027645j 0.00103183+0.00429825j -0.000860182+0.00257827j 0.00139071-0.000592006j -0.00185995+0.00263521j -0.00311587-0.00280435j -0.00222924-0.00733812j -0.00382077-0.00300261j 0.000909839-0.000206567j 0.00103427+0.000999887j -0.001069-0.00622865j -4.29056e-05+0.00066357j -0.00131533+0.000103354j -0.00113894-0.00461668j 0.000308941-0.00108777j -0.00103808-0.00271289j 0.000773842+0.000439073j -8.23545e-05-0.000916216j 0.000640792-0.00139594j -0.000627932-0.0023064j -0.000833487-6.77064e-06j 0.000702246-0.000704572j -0.000475714-7.6652e-05j 0.000156164+9.88756e-05j 
0.000399114+0.000111628j 0.000362144-7.49662e-06j 0.00067877-0.00148089j 0.000283274+0.00184021j 0.00189099+0.000674834j -0.000610021-0.0021801j 0.00156758-0.00303359j 0.00095513+0.000876143j -0.00114747+0.000918523j 0.00222395+0.00204476j 0.000161645-0.000580119j -0.000242738-0.00262334j -0.000536582-0.00221083j 0.00210978+0.00314167j 0.00034109-0.00167651j 0.00196518+0.00415487j -0.00176388-0.00246949j 0.000908581-0.00192232j 0.00195335-0.00434713j 0.000320445-0.00206477j -0.00160432-0.00129244j 0.00040593-0.00483076j -0.00242399-0.00236522j -0.00543432+0.000873635j -0.00335332-0.00125819j -5.92392e-05+0.00108933j -0.0012958-0.00395895j 0.00390746+0.00112156j 0.00155133-0.0034376j 0.00602922+0.00356975j -0.00396346+0.000810101j 0.00222041+0.00630479j 0.00292395+0.000599318j -0.00120116-0.00373738j -0.00211347-0.00232953j -0.00537959-0.00124553j 0.003839-0.00407539j -0.00415517-0.000835669j 0.00402382+0.000459564j -0.00198825+0.00127205j -0.00395378-0.000802949j -0.000680544+0.00537847j 0.00302755-0.00348562j -0.00845075-0.0042039j -0.0020964-0.000535597j -0.00134915-0.00567595j -0.00042377+0.000851877j 0.00320432+0.00381083j -0.00585311+0.00166038j 0.000686356+0.00134173j -0.000128801+0.000371963j 0.000975174+0.00117058j 0.00166411+0.00367118j 0.0046436+0.00180073j 0.000520296+0.000576779j -0.00680884+0.000151981j 0.00108006+0.00171189j -0.00263066+0.00251402j -0.00195669-0.00433447j 0.00011954+0.000394134j 0.00145242+0.000851022j 0.00202235+0.0011542j -0.000325143-0.00179697j 0.00122083+0.000555068j -0.00115758-0.000344598j -0.000491596-0.000442216j 0.00207331+0.000888981j 0.000978442+0.000473817j -0.00116546-0.000392272j 0.000122476+0.00114731j 
0.00107518-0.000906041j 0.000435469+0.000875787j 0.000127535+0.00234719j 0.00144678+0.000784853j 0.000441796+0.0010597j 0.00269013-0.000856781j 0.00113228+0.00247003j -9.70396e-05+0.00220047j -0.00010091-0.00129849j -0.00158465-0.000274215j -0.00226104+0.00133713j -0.00109454-0.00042928j 0.000585738+0.000400708j -0.000789348+0.00095779j 0.00465216-0.00162888j 0.000403872+0.00147468j 0.000623306-0.00129095j -0.00277932+0.00269126j -0.0025946+0.00124834j -0.00192904+0.00140034j -0.00137892-0.00109524j 0.00291081-0.00226207j -0.00504975+0.00118324j -0.00107576-0.0011465j -0.00473216+0.00544539j -0.0025112+0.000474849j -0.00518117-0.00264478j 0.00039326-0.00331402j 0.000284874+0.00226861j -0.00134907+0.00344912j -0.00623509+0.00400671j 0.00201663+0.0032524j -0.00551547+0.00338855j 0.00042651-0.00276649j -0.00125895+0.00621633j 0.0011268+0.00485091j -0.00451176+0.00767235j 0.000293234+0.00134413j -0.00363325+0.00731348j -0.00288811-0.001189j 0.00349687+0.00102097j -0.00562845+0.00664515j -0.000113185-0.00105111j -0.00438114+0.000187794j 0.00325757+0.00172943j -0.00365729+0.00331263j -0.0018815-0.00238505j 0.00411877-0.00108703j -0.000757135-0.00134464j -0.00371395+0.00330605j -0.00818318+0.00101351j -0.000561462+0.00358217j 0.00309199-0.000201449j -0.00122169+0.00381353j 0.00303771-0.000433528j 0.00302735-0.00569128j -0.0040435+0.0019488j -0.000549617+0.00248251j -0.0031255-0.000652611j 0.00209024+0.000133379j 0.00133+0.00180316j 0.000321271-0.000573474j -0.00335718-0.000647427j -0.00192615-0.00255098j 0.00116418-0.00195535j 0.00307729+0.000784135j -0.000408289-0.00313501j -0.000454019-0.00124064j -0.000421764-0.000105883j -0.00017348+0.000403723j 
0.000352119-0.000719867j 0.0011358-0.000386937j -0.00215176+0.00155752j -0.000292288+0.00126778j -0.000202928+0.000649489j 0.00317947-0.000160602j 0.000264476+0.00320864j -0.00200612+0.00266516j 0.000674878-0.00322019j -0.00269607+0.00144049j -0.00215932-0.00178075j 0.00111907+0.00152682j 0.000358966+0.00183283j -0.00378508-0.0025296j -0.00432757+0.00201204j -0.00197586-0.00153409j 0.00327658-0.000888261j 0.00476158-0.00144138j 0.00269219-0.00394659j 0.00302788+0.00389388j -0.000498175+0.00244962j 0.00263946+0.00516081j 0.00214625+0.00727321j 0.000499795+0.0010355j -0.00396476-0.00286603j 0.00127333-0.00273635j 0.000824752+0.0022304j 0.00202879+0.00507427j 0.0011213-1.64293e-06j 0.00422161-0.0072522j 0.00169203+0.00311278j 0.00879659+0.00328842j 0.00718093+0.0009487j 0.00455879+0.00636994j -0.00459538-0.00380162j -0.00141617-0.00497842j 0.00034933-0.0055601j -0.00638612+0.000696584j 0.000889297-0.00234313j 0.00301243+0.000922485j -0.00302083-0.00313029j 0.00694764+0.000322206j 0.00254191+0.00391775j 0.00103005-0.00278901j -0.0010375-0.00260109j -0.000189866-0.00228213j 0.000100078-0.00276945j 0.000492019+0.00883583j -0.00169773+0.00679196j 0.00313379+0.00195377j 0.00125168+0.00144399j 0.003093-0.0013679j -0.00134754-0.00213316j 0.0022648-0.00282443j -0.00195231+0.00469844j -0.00154793+0.000887764j 0.000686327-0.00375843j -0.000301178+0.0015359j -0.00338632-0.00345828j 8.10062e-05-0.00131467j -0.0014468+0.00237218j 0.00141619-0.00111303j -0.00239923-0.00169058j 0.00138236-0.00206442j 0.00177923-0.000795915j 0.00179671+0.00158733j 0.000942863-0.00287484j 0.00125176-0.00184094j -0.000901119+0.000417446j 7.56228e-05+3.74468e-05j 
-0.00131952+0.000997417j -0.000907004-0.000342268j 0.0012107-0.00179095j -0.000887677-0.00143268j -0.0016364-0.00230614j -0.00110023+0.00120478j -0.000209415-0.00108897j 0.000841907-0.00186037j -0.000789586+0.00112916j 0.000479495-0.00101559j 0.00181953+0.00189417j 0.00114988-0.000760031j 0.00130185+0.000107828j 0.00112028-0.00118527j -0.000405464+0.00427094j -0.000750942-0.000327208j -0.000144412+0.00322405j 0.0021353-0.00178769j -0.00337529+0.000425458j 0.000615296+0.00123868j 0.00257623+0.00282456j -0.00252185+0.00117234j 0.00474837+0.00227789j 0.00264824+0.000657953j 0.00452606+0.00216343j -0.000587398-0.000203227j 0.00249027+0.0031831j -0.00302852-0.00164343j 0.00137311+0.00345564j -0.00551197+0.00260103j 0.00296444-0.000557468j -0.00257926-0.00453611j -0.00231666-0.00199397j -0.00430341-0.000170155j 0.00263357+0.0028586j 0.000672313-0.00256342j 0.00180295+0.0015342j 0.00620852+0.00252801j -0.00448229-0.000405034j 0.00219532-0.00126514j 0.00122426+0.00389042j -0.00136325-0.00153742j -0.00148707-0.000367792j 0.00389333-0.000633593j -0.00043866-0.00142268j 0.000531199+0.00174128j 0.00406514+0.001758j -0.00775185-0.00264744j 8.47031e-05-0.00208015j 0.00121722-0.00266585j 0.00187904-0.00349157j 0.000653543-0.00256821j -0.00212047+0.00121997j 0.000787149+0.00223433j -0.000412138-0.00126377j 0.00286752+0.00371513j 0.0033896+0.000484148j -0.00230401-0.00459707j 0.00630688+0.000285232j 0.00132003-3.06657e-05j 0.00133594-0.00124983j -0.00186555+0.000552975j 0.00538856+0.00198328j 0.00127891+0.0044636j -0.0018577+0.00276827j -0.00270653-0.00102646j -0.00201231+0.00345094j 0.000364074+0.00127366j 0.00127784-0.000698935j -0.000164941-0.000615954j 
-0.00106544+0.00109993j -0.000994651-0.00131759j 0.000132386+0.00158177j 0.000656478+0.000408185j -0.000913039+7.63138e-05j -0.000784129+0.000325773j 0.000288043+0.00364358j 0.000318103-0.00106532j -0.000101813-0.00179844j -0.00195844-0.000802571j -0.0022706-0.000690309j 0.00134581+0.00182984j -0.00028202-0.000126981j -0.000273202-0.00193339j -0.00487573-0.00319014j -0.000823173-0.00273861j -0.00241171-0.00127102j 0.00350508+0.000794479j 0.00390382+0.00408505j -0.00865028-0.00123126j 0.00188366-0.00225456j 0.00128801+0.000991274j -0.00130619-0.0039314j 0.00416139-0.00293384j 0.00763106-0.00532592j -0.00581307-0.000403442j 0.000578806-0.00155454j -0.00269666+0.00124171j -0.00217608-0.00140563j 6.7126e-05-0.00497239j 0.00628201-0.00337257j 0.00291588-0.00378895j -0.0035571+0.00155458j -0.0015703+7.84201e-06j 0.00690409-0.00892375j -0.00302023+0.00742331j -0.00720947+0.00262708j 0.00151666+0.00239495j -0.00118594-0.00104308j 0.00693279-0.0032956j -0.00310564-0.000425299j 0.00216062-0.0117555j -0.0029248+0.000107599j 0.00575494-0.00406797j 0.0049623+0.000362195j 0.00448242+0.0013393j 0.00130009+0.00762255j 0.000966766+0.000132711j 0.000320109+0.00203738j 0.00523979+0.00523731j 0.000804241+0.00165862j 0.00142438+0.00475075j -0.00184103-6.55494e-05j 0.000230159+0.0045456j -0.00181277-0.00077477j -0.00148226-0.0035314j -0.00100446-0.00212054j -0.00402335-0.00172299j 0.000908686+0.00199887j 0.000511338+0.00128716j -0.000211252-0.00021382j -0.0036109-0.00136407j 0.0027338-0.00148495j -0.00139539+0.00148177j 0.000314365+0.00184289j 0.00101938-0.000764073j -0.00112123+0.00283453j -0.000639303-0.00141947j 0.00229267+0.000978656j 0.000632458-0.00165423j 
-0.00227357-0.00128984j 0.00121888-0.00169134j 0.000778743+0.000631561j 0.000865929-0.00156201j -0.00433552-0.00123349j 0.00221358-0.00230506j 0.00115991-0.000897455j -0.00208597-0.000903827j -0.00311819+0.00042233j -0.0051817-0.00272343j -0.000660079+0.00376901j -0.00105048+0.00192459j 0.001939-1.59937e-05j -0.000328264+0.00194386j 0.00381017+0.00365344j -0.00182692+0.0038915j -0.00159939+0.000323406j -0.00295488-0.00223891j 0.00179082+0.00920508j -0.00487069-0.00319639j -0.00457621+0.0035988j 0.000709856-0.000805798j -0.000779879-0.00103499j 0.0068276+0.00155546j -0.00171369-0.00139066j 0.00261978-0.000970856j -0.00259989+0.00214963j 0.000209558-0.00640131j -0.00373011-0.00183948j -0.00144362+0.000979912j 0.00245838-0.00502853j -0.00214093-0.00362542j 0.00719023-0.00225358j -0.00105815+0.00399774j 0.00105025-0.00111205j 0.00109882-0.0012073j 0.00504013+0.00117536j 0.00521714+0.000280184j -0.00134367+0.00266992j -0.0017393-0.0033204j 0.0102045-0.0132585j 0.00733149-0.00877095j -0.000861851-0.00569117j 0.00207974+0.00752697j -0.00600166+0.00309699j -0.00134882-0.00413801j 0.00230074-0.00259724j 0.00125857-0.0045636j 0.00586566-0.0149321j -0.00204068-0.00444285j -0.00230337-0.000581388j 0.00244105-0.00516058j 0.00236023+0.00395719j -0.00936971-0.00161377j 0.00299709-0.00239693j -0.00434014-0.00273846j 0.00267582-0.00138589j -0.00572568-0.0115279j 0.00852541+0.00158115j 0.000395861-0.000997513j -0.00228655-0.00227387j -0.00231444+0.00387483j 0.00916607+0.0011422j 0.00127064+0.0016459j -0.00125876+0.00595663j -0.000616836-0.00246603j -0.00583912+0.00487069j -0.00113497-0.001618j 0.000667778+0.000831638j 0.000902631-0.000114566j 
-0.00249433-0.000793097j 0.00112348-0.00231148j -0.000498714+0.00179153j 0.00258067-0.000163326j -0.00487656+0.000220066j 0.00323703-0.00256238j 0.00188515+0.000952035j -0.000934898+0.00171286j -0.00340087-0.000463434j -0.00443084-0.00192548j 0.00100746+0.00174394j -0.00132916+0.0021848j 0.00399822+0.00221731j -0.00192675+0.000404264j 0.0010816+0.00595237j 0.00297885-0.000530822j -0.0036407+0.000471604j -0.000193574-0.00492919j 5.67998e-05-0.00222782j 0.00231657-0.000108514j 0.000379979+0.00597351j 4.97371e-05+0.000103342j 0.00528038+0.00473813j 0.00510119+0.00437443j 0.000287963-0.00335083j 0.00304809+0.00100313j -0.00247958+0.000987778j -0.00561393+0.000448226j 0.0032164-0.000225275j -0.00579056-0.00133185j 0.00032779+0.00338582j 0.00279636+0.00416605j -0.000514346+0.000417605j 0.00135118-0.0010871j 0.00188029+0.000459414j -0.00211249-0.00304143j 0.000761154+0.00773969j 0.00847022+0.0079293j -0.00666997+0.0118536j 0.00362938-0.00661041j -0.00206198-0.00592071j 0.0040441-0.00408436j -0.00158016-0.00158516j 0.00531042-0.0051613j -0.00430211-0.000697162j -0.00511246+0.00144603j 0.00237046-0.00252741j -0.00983285+0.000650446j 0.000591769-0.00504267j 0.0054944-0.00124766j 0.00124559+0.00437738j 0.0101087-0.00324724j 0.00383024-0.00318703j -0.00125797+0.00747248j 0.00545716+0.0011295j -0.00224553-0.00192774j -0.00224908+0.000322255j -0.00327024-0.00598779j 0.00356444+0.000133907j 3.21103e-05-0.00307914j 0.000924719-0.00105334j -0.00483141+0.00433983j 0.00583508+0.000948932j 0.00133754+0.0002599j -0.00081048+0.00337226j 0.0010198-0.00338336j -0.00499913+0.00329642j -0.000158092-0.002353j 0.000787721+0.001097j 0.00135783-0.000510114j 
0.000578879-0.000768426j 0.000482345-2.14902e-06j 0.000436346+0.00129382j 0.000834204-0.000686307j 7.24615e-05-0.000329091j 0.00105739-0.00136231j 0.000186832-0.000126364j -0.000923449-0.000470785j -0.000677431-0.000514031j -0.000690018-4.71566e-05j 0.000890891+0.00132624j -0.00162007+0.00148141j 0.00115113-0.00128967j -0.0012677+0.00249094j 0.00188862-0.000160601j -0.00164293+0.00196725j 0.000865859-0.000358527j -0.000129269-0.000828723j 0.00174859+0.000386485j 0.000412458-0.00263389j -0.00304221+0.0011375j 0.00106081-0.000113517j -0.00206661-0.000869955j 0.000817511+0.00225576j -0.00491286-0.000824725j 0.00441229+0.00123449j 0.00235133+0.000783283j 0.00421166-0.00479453j -0.0021644+0.000223078j 0.00430881-0.00049047j 0.00496182-0.00294077j -0.000793792+0.00347279j 0.00732153+0.00104179j 0.00224624+0.00297824j -0.00798702+0.00112967j 0.000825072-0.00366097j 0.00612581-0.00573521j -0.00023807-0.00464939j 0.00686176+0.00313507j 3.35151e-05+0.00313801j 0.00732478-0.00125436j 0.0050219-0.00616374j 0.000553987+0.00235166j -0.00126302+0.00875795j -0.00712419+0.00377227j -0.00293761+0.00170966j 0.00264176-0.000546742j 0.0092954-0.00205489j 0.00738929-0.00801195j -0.0031575+0.000926431j 0.00663569+0.000276145j -0.00247792-0.00268854j 0.0050654+0.00608908j -0.00743233-0.00637915j -0.00149673+0.0023796j -0.0027202-0.00221104j 0.00567732-0.000348666j -0.00138475-0.0041393j 0.000730285-0.00108948j -2.10354e-05+0.0016072j -0.00411933+0.00241812j 0.00455658+0.00178665j 0.000104272-0.00141707j 0.00169868-0.003035j 0.00320076+0.000432925j 0.00191738+0.00164306j 4.938e-06-0.00158431j -0.000949184-0.000617937j -0.000690938+0.000922601j 0.000158633+0.000461882j 
-0.0012294-0.00123339j 0.00149721-0.000653271j -0.00141996-0.000759378j -0.00123737+0.000442194j -0.00159452+0.00110894j 0.00214915+0.00118057j 0.000590752-0.000817105j -0.000465565+0.00191827j 0.000964848-0.000297596j -0.00382578-0.000946357j -0.00207391-0.000816183j 0.0010557-0.000960819j -4.15674e-05+0.000106598j -0.00150728-0.00172048j -0.000469444+0.00302324j 0.00186221+0.0026563j 0.00245416-0.00120323j -0.00505736-0.000556269j 0.000521425+0.00756111j -9.19942e-05+0.00602202j -0.00314777-0.00135552j -0.00117016+0.00208015j 0.00207358+0.00329714j 0.000256926-0.00285121j -0.00305549+0.00113455j -0.00479869-0.00494993j -0.00495449+0.00170334j 0.000743621+0.00111632j -0.00277881-0.0062469j -0.00034653-0.00379542j -0.0104628+0.00316162j 0.000952439-0.00618999j 0.00312671-0.00330123j 0.000881717+0.00301533j 0.00269455-0.000505119j 0.00276543-0.00595318j -8.587e-05+0.00188597j -0.0081151-0.000696879j -0.00194562-0.00890395j -0.00973964-0.00489032j 0.000306984-0.0117787j 0.00202727+0.00894711j 0.00293918-0.00927354j -0.00249709+0.000703421j 0.00786326-0.00189514j 0.00365531-0.0119369j -0.00729807-0.00677152j -0.00639242+0.00380547j -0.0024951+0.000359429j -0.00218094-0.0054369j -0.0100522-0.0032473j 0.00346824-0.00180173j -0.00557828-0.0065036j 0.00327324-0.00111188j 0.00535371-0.00342196j 0.000378786+0.00233543j -0.00505572-0.00293217j 0.000375688+0.00178002j 0.0010464+0.00117679j -0.00349651-0.00362615j 0.000527507-0.00363945j -0.00413634-0.000400242j 0.000904579+0.00134076j -0.000492863+0.0014632j -0.00236558+0.00242848j -0.00217551-0.00115285j -0.000830223+0.0010812j 0.00173311-0.000499738j -0.000377748-0.000437836j 0.000254805+0.000317103j 
