-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
0.000586746+0.000710057j -0.00151388+0.00122006j 0.000750469-6.4396e-05j -0.00020501+0.00196662j 0.00533828-0.00142477j -0.00319748+0.00245745j 0.000465051-0.000707024j -0.000126567-0.0024943j -0.00434965-0.000189385j 0.000671257+0.00637471j -0.00434839+0.0057726j 0.00230778+0.00306511j -0.00695471+0.00459701j -0.0128871+0.00159488j -0.00055444-0.00319511j -0.00168485-0.00430138j -0.00345293-0.0019528j -0.00665068+0.00871003j 0.00126687+0.00277748j 0.0139659+0.00579164j -0.000352429-0.0101252j -0.00846464-0.00600614j -0.00654566+0.000797034j 0.00807875-0.00795548j -0.00543381-0.00839698j 0.000170519+0.00450924j -0.000720647-0.00288013j 0.000400858+0.00315343j -0.000114537+0.00855819j 0.00453372-0.0136187j 0.0062147+0.00112389j -0.0046331+0.0075345j 0.00473867+0.00090123j 0.00234376+0.00209407j -0.0120982-0.00151614j 0.00210651-0.00899271j -0.00102152+0.00207984j -0.00250429-0.00534261j -0.00262156+0.00395138j 0.00849266-0.0020885j 0.0042573+0.000419087j -0.00145383-0.00288334j -0.00242182-0.0110087j 0.00496192+0.000819812j 0.00511758+0.00214434j -0.00239656-0.00295261j 0.00111723-0.00341104j -0.00200338+0.00303153j -0.000137478-0.00140983j 0.000235978-0.000490109j -0.00246368-0.00231782j 0.00145071-0.00447769j -0.0078739-0.00379069j 0.00203416+0.00170417j 0.000293461-0.00150183j 0.00270692-0.00105367j 0.00320697+0.000377729j 0.0039687+0.00209713j 0.000684469-0.00134526j -0.000892814+0.00155635j -0.000500055+0.000367077j 0.000309635-0.00313741j -0.0017151+0.000296149j -0.00195121+0.00382115j -0.000950624-0.00133644j -0.000710166+0.000911212j 0.00150666-0.000951288j -0.00133617+0.00211484j 0.00146481-0.000673147j -0.000203605-0.000832057j 
-3.11484e-05+0.000210569j -0.00054581+0.000394334j 8.51931e-05-0.000885916j -0.000290089+0.000183579j -0.000223787-0.000677532j -0.00101422+0.0022016j 0.000774312-0.00015667j -0.000284494-0.000441518j 0.000703614-0.000397389j 0.00275266+0.000384627j 0.00148577+6.89379e-06j 0.00280129-0.000323687j -0.00162666+0.00106946j -0.00296542-0.0026086j 0.000492407+0.000348906j 0.00189738+0.00158503j -0.00341925+0.00399575j -0.000171505+0.000668911j 0.000732817-0.000186566j 0.00087478+0.00459843j -0.00429565-0.00012298j -0.00576769-0.00433648j -0.00245959+0.00161502j -0.00133085+0.00118682j 0.00130596+0.00464707j -0.00452721+0.00205745j -0.00101915-0.00614588j -0.00135534-0.0052253j 0.00353526+0.00112679j 0.00645407+0.0039311j -0.00509064+0.00333115j -0.00436915-0.00490206j -0.00505657+0.00407747j 0.00207+0.00155937j -0.00413917+0.00338492j -0.00209795-0.00770273j 0.00185014-0.00362481j 0.00373744-0.000731093j -1.27192e-06-0.00464006j -0.00139321+0.000208321j 0.00312528+0.00349239j -0.00423062+0.00484041j -0.00321998-0.00613794j -0.00122004-0.00057113j 0.00514111-0.00213444j -0.00395072-0.00163629j 0.000967085+0.000940945j -0.000769358+0.000918702j 0.000370445+0.000427322j -0.00408719+0.00133613j -0.00309177-0.00335378j -0.00116867+0.00622248j 0.00097686-0.00112515j 0.00266393+0.000898195j -0.000254142-0.00216442j 0.00109257+0.00118398j 0.00209076+2.13524e-05j 0.000938584+0.0018467j 0.0011383-0.000801599j 6.5973e-05+0.000698552j 0.00294468-0.000144421j -0.00122876-0.00134746j 0.000107452-0.000114331j -0.000708786+0.00151675j -0.00175147+0.000395387j -0.000459554-0.000215331j -0.00010014-0.000104443j 6.75414e-05+0.000594535j -7.20157e-05-0.000729123j -0.000404425+0.000427089j 
0.000528624+0.00011694j 0.000459098+0.000887423j 0.00173394+0.00032585j 0.000545442+0.000627333j 0.00176729-0.00130464j -0.00213255-0.000945814j -0.00253561-0.0032216j 0.000553915-0.000356697j -0.00391541+0.00259044j 0.00260618+0.00105761j -7.24333e-05+0.00148511j -0.000759489+0.000626495j 0.000687549+0.00293937j -0.00224268+0.00126466j 0.00222857-0.00184826j -0.00316886-0.00303255j -0.00638312+0.00560521j -0.00417134+0.00438664j 0.00270515-0.00467937j 0.00523289-0.006028j 0.000423859+0.00118662j -0.00374005-0.00505827j -0.00616983-0.00492148j 0.00326357+0.00156521j -0.00218197-0.00673057j 0.0118065+0.00183913j 0.00156419-0.00491214j 0.00149408+0.00669033j 0.00361717+0.00534982j 0.00369588+0.00035821j 0.00310698-0.0056276j -0.00312707+0.00659411j 0.0044717+0.00139869j 0.00507694+0.00403987j -0.00354838-0.00283323j -0.000296861+0.00352879j 0.00200991-0.00212189j 0.00508447-0.000496952j 0.00258803+0.00595751j 0.00716929+0.00417772j 0.00050468-0.00200936j 0.00073624-0.00491753j -0.00153061+0.000256234j 0.00300888-0.000882016j -0.0102979+0.00316168j -0.0020571+0.00248707j 0.000602335-0.00357424j 0.00202171-0.00185453j -0.00130896+5.10208e-05j 0.000326153-0.00256411j 0.00381011+0.00757015j -0.00178399-0.00362604j 0.000700723+0.000682763j -0.00127555-0.000643103j -0.00245857+0.000722428j -0.00364409-0.000374083j -0.00123921+0.00225034j 0.000746966-0.000628245j -0.00230832-0.000433641j -0.00133297+0.000649251j -0.00168341-0.000435532j 0.00172857+0.000761724j 0.000650451-0.00114001j 0.0021294-0.00129193j 5.37357e-05-0.00251701j -0.000378899+0.000978502j 0.000678055+0.00156719j -0.000658162+2.66228e-05j -0.000106003+2.52524e-05j 0.000232013+8.30008e-05j 
-0.000993147-0.000276553j 0.000877577-0.00094518j -1.00451e-06+0.00187333j 0.00476601+0.00336285j 0.000176616-0.00341768j -0.0014565-0.00341956j 0.000341282-0.000676026j 0.00547705-0.00176457j -0.00543329-0.00346446j -0.000609499+0.00289498j 0.00107088+0.0027418j -0.0030752+0.00218073j 0.0038298-0.00696868j -0.00141003-5.71733e-05j -0.00108397+0.00281149j -0.00647479-0.000139685j -0.000382481+0.00826101j 0.00226005+0.00316056j 0.00984216+0.00312358j -0.00183156+0.00190259j -0.00454613-0.00124906j 0.00145309+0.00471848j -0.0120202-0.000159535j -0.00153424-0.00332662j 0.00341173+8.84665e-05j -0.001928+0.00104767j -0.00694457-0.00502103j -0.00104752+0.00365796j -0.00210318-0.00442732j 0.00246956-0.00510473j -0.00230738-0.00665966j -0.00658114-0.00867018j -0.00849384+0.00792736j 0.000439856+0.00845809j -0.0027206-0.000372648j -0.00227959+0.00501447j 4.0743e-05-0.00116279j 0.00100922-0.00106304j 0.00226346-0.000506385j 0.000167477+0.00357504j 0.00631089-0.00271859j -0.00123425-0.00191295j -0.00606265+0.00105411j 0.00320303+0.00139626j -0.000256487-0.000641844j -0.0035488-0.00282307j -0.00491583+0.00303524j 0.00623774-0.00488533j -0.000554029+0.000543968j -0.000331727+0.00508692j -0.00120178+0.00250375j -0.000537771+0.00153684j 0.000799568+0.00530023j 0.00167063+0.00147622j -0.0035134+2.21355e-05j -0.000384309-0.00446726j -0.00338725-0.000127835j -0.00360568+0.00232163j 0.000922027+0.00204484j 2.65283e-06-0.00149252j -0.00504357+0.00349522j -0.00344431+0.00040757j -0.000972232-0.00186458j 0.00235221-0.000978967j 0.00335879+0.00103853j 0.00303924+0.000677061j -0.000958937-3.50254e-05j -0.000368051-0.000493062j 0.000787761+0.00213772j 0.00217953-0.000660724j 
0.00073885+9.7953e-05j -0.000385058+0.000908063j 0.001669-0.00113166j -0.005782-0.00434826j -0.00166626+0.00240356j 0.00197995+0.0053993j -0.00110315+0.00113867j -0.00796716+0.00253008j 0.00212405+0.00419008j 0.00295662-0.00246123j 0.00060333-0.00231234j 0.0081567-0.00196714j -0.00326455+0.0117747j -0.00272159-0.00155531j 0.00429647-0.00190434j 0.00389173+0.00176796j -0.00995571+0.00440065j -0.00237763+0.00275031j -0.00199358-0.00698078j -0.00268572+0.000722953j -0.00281484+0.00739604j -0.0059195-0.014696j -0.000235374-0.00441223j 0.00135061+0.0056678j -0.00148604+0.00451207j 0.00790932+0.00248507j 0.00254805-0.00820779j 0.00030697-0.00567291j 0.00799231+0.00777246j 0.0101198+0.0145812j -0.00323231+0.00264214j 0.0013725+0.00220993j 0.00525759+0.000602349j 0.00695361+0.00012169j 0.000848942+0.000649524j -0.00254022-0.00229075j 0.000195494-0.0045532j 0.00887666+0.00333514j 0.00266556-0.00382798j 0.00180149+0.00460457j -0.00189798-0.000598967j -0.00317409+0.00207959j 7.7561e-05-0.00544899j -0.00246584-0.0027001j -0.00466768-0.00119577j -0.0020469+0.00163545j 0.00639749-0.00241085j 0.00018555-0.00061966j -0.000531189-0.000336825j -0.00483589-0.00401224j -0.00255922+0.00331239j -0.00116506+0.00857238j 0.00403849-0.00241152j -0.00121938-0.000622722j -0.00115761-0.00389452j -0.00507694+0.00439696j 0.000272325+0.0024969j 0.00131015-0.000573101j -0.00130711-0.00193423j 2.56967e-05+0.00311507j 0.00459455-0.00236227j 0.00300161+0.00118525j 0.00254786-0.000826279j -0.000536036-0.00112452j -0.00214205-0.00247646j -0.00354214+0.00119531j 0.000738461+0.00173423j -0.000547365+0.000181374j -0.000937882-0.00158543j -0.00194268+0.00116315j 
-0.00102213-0.000159615j -0.000543233-0.00180523j -0.000750226-0.000391394j -0.00517884-0.00537549j -0.00271761+0.00280746j 0.00345237+0.00595969j 0.000854958+0.00588302j -0.00785503+0.000554088j 0.00172595+0.00168303j -0.00234209-0.00111644j -0.00178465+0.0011295j 0.00796058+5.35193e-05j -0.00347041+0.00745239j -0.00546581+0.001966j 0.000533724+0.00383078j -0.00146181+0.00205567j 0.00143949-0.00363502j 0.00286405+0.00316654j -0.000637563-0.000996355j 0.00109981+0.00660946j 0.00267174+0.00165056j 0.000683961-0.00439899j 0.00670665-0.00279633j 0.00530547-0.00658566j 0.000901697+0.00115652j 0.00152322+0.000373312j 0.00136118+0.00159714j 0.00115231-0.00122665j 0.000167056+0.00482172j -5.24907e-05-0.00199074j 0.00452944+0.00163053j 0.0042351-0.00103959j 0.0077358-0.00271502j 0.00240442-0.000480738j 0.00464131-0.000261419j 0.00027426-0.000124072j -0.00620293+0.00189205j -0.00264924+0.00253193j 0.00314091-0.00625166j 0.00354445+0.00256733j -0.00378101-0.00342469j -0.000194574-0.00167337j 0.00324792-0.00193924j 0.00294821-0.00212465j 0.00105194-0.000481738j 0.00469886-0.000413907j 0.00345689-0.000466983j -0.00268544-0.000220594j 0.00291919-0.000290777j 0.00131479-0.00203157j -0.00345099+0.000287961j 0.00245001+0.00141627j -0.00336186-0.00161861j -0.00180512-0.00167772j -0.000460358-0.000685481j 0.00154485+0.00220066j -0.00209603-0.000758218j -8.44126e-05+0.000361195j 0.000721123+0.000492454j -0.000826592+0.00163951j -0.00158479+0.000159094j 0.000674035+0.00161891j 0.000596993-0.00202302j -0.000707209-0.00229093j 0.00312871-0.000838939j -0.00309264+0.000729959j 0.000497478-0.000257864j -0.000893983+8.84186e-06j 9.96888e-05+0.000655259j -0.000560797-0.000228568j 
0.000571835+0.00118592j -0.00158083+0.00107977j 0.000751285-0.00110322j -4.08031e-05-0.00270586j 0.000382054+0.000333761j -0.00065084-0.000740057j -0.000131184+0.000969083j -0.00164333-0.00130654j 0.00139382-0.000629804j 0.00113434-0.00123536j -0.000452532+0.000907033j -0.00161164-0.00200972j -0.00308226+0.00169815j 0.00155099-0.0025611j 0.00493529-0.00405301j -0.00320936-0.000548124j -0.00155007-0.00228544j 0.000400534+0.000837444j -0.000257655+0.00387338j 0.00253524-0.00574319j 0.00522907-0.00410653j 0.000827704+0.00213467j -0.00452714-1.41994e-05j -0.000115117-0.0060792j 0.0036836+5.57441e-05j -0.000232255-4.38508e-05j 0.00500653+0.00316669j 0.00198478+0.00100132j 0.00451931+0.0118868j -0.00370526+0.00350251j 0.00655049-0.000612625j -0.00188707-0.00073887j -0.000416892-0.00099464j -0.00459586+0.00102397j 0.00631432+0.00909103j 0.00478676+0.00918025j -0.000417163-0.000229932j 0.00124966-0.000635471j -0.0022307+0.000223016j 0.00705654+0.00441549j 0.00231077+0.00408912j -0.00165661+0.00207011j 0.00119143+0.00417512j 0.00118028+0.0013579j 0.00111403+0.000968339j 0.00721035+0.00793848j 0.00269152+0.00150577j 0.00280432-0.00634202j -0.001628-0.00102337j 0.00133674+0.00180054j -0.00596668+0.00533008j -0.00508356+0.00217003j -0.00168389-3.19729e-05j -0.00407943+0.00141468j -0.000928891+0.0019568j 0.00289786-0.00444408j -0.000438572-0.000264673j -0.00109345+0.000759446j 0.000317173-0.00189269j 0.00189086-0.000935968j 0.00143907+1.92354e-05j 0.000696304-0.000863536j -0.000314873-0.00071382j -0.000705127+0.000836234j 0.000560732-0.000119824j 0.00050013-0.000236585j 0.000123795-0.000156664j -0.000782057+0.000978936j 0.000794691-0.00100964j -0.00048591-0.00118616j 
0.000688333+0.000262849j 0.000466401+0.00104492j -0.0012831-0.000179382j 0.000122598+0.0018647j 0.000507858+0.000153506j -0.000440562-0.000266573j -0.000835288-0.00036798j -0.000337146+0.000466787j 0.000491708-0.00255424j 0.000194046+0.00251241j -4.46114e-05-0.00264756j -0.000155563+0.00179263j -0.000410705+0.00146138j -0.00249837-0.00667882j -2.38529e-05+0.00259841j -0.00224075-0.00421369j 0.000192755+0.00427193j 0.0028291-0.00414102j -0.0026792-0.00209671j 0.00308108-0.000128135j 0.00238317+0.000394815j 0.00101562+0.00694366j 0.00212778+0.00993703j 0.000556611+0.00348333j 0.000193468+0.00131041j 0.000151299-0.00393685j 0.0044836+0.00137758j -0.00118544+0.00397031j 0.00801297+0.00276928j -0.00093495+0.00257069j 0.00294835+0.000351931j 0.00133826-0.00619053j -0.00426515-0.00217254j 0.000509146+0.00581426j -0.00303847+0.00618993j -0.00165296-0.00621893j 0.00450887-0.00965604j 0.00742136-0.000955741j -0.00664445-0.000920805j 0.00399216-0.000963744j 0.00111583+0.00694059j 0.00149777-0.000814452j 0.000369812+0.00434796j 0.00148031-0.0046888j -0.00122438-0.00343727j -0.0011588+0.00158566j 0.00259473-0.0010052j -0.00371772+0.00680821j -0.00130616+0.00552168j -0.000102602-0.00294604j 0.00183223-0.00499247j -0.00169166-0.000820217j -0.00431811-0.00201916j 0.00407665-0.000176615j -0.00189628+0.0025205j 0.00326752+0.0031519j 0.00303653-0.00248836j 0.00104019-0.00251188j 0.00122626-0.00267771j 0.00127008-0.00127726j 0.0031106+0.000483852j -1.22511e-05-0.00154735j 0.00225948+0.00186747j 0.000369626+0.00249272j -0.00248949+0.00161216j -0.000164376-0.000109487j -0.000950021-0.00041944j 0.00186772+0.000551894j -0.000849842-0.00120176j -0.000795636+0.000277971j 
0.000614954-0.000390555j 0.00071372+0.000231478j -0.000190997+0.00113764j 0.00177587+0.00206143j 0.00110285+0.000624398j 0.000481987-0.00254693j -0.00123552-0.00111954j 0.00197174+0.000849606j -0.000878393-0.000525958j -0.00203397+0.000863256j -0.00167641-0.0021681j -0.00309259+0.00236823j -0.00129789-0.0031183j 0.0023839-4.06995e-05j 0.00155153-0.0038116j 0.00366913-0.000397445j 0.000382786-0.00188717j -0.00266219-0.000830971j 0.000425737+0.000735857j -0.00662029-0.00190534j -0.00235168-0.000846217j 0.00456969+0.000328899j -0.00468463+0.00338712j -0.00295865+0.00502297j -0.00304929+0.00211853j -0.000558837-0.000505451j -0.00586995+0.00109965j -0.00170368-0.00266841j -0.0029008-0.00784707j 0.00128386+0.00281735j -0.00450505+0.000458951j -0.000143319+0.00193159j -0.00373237-0.000253602j -0.000723227-0.00148665j -0.0019065-0.000860766j 0.00021188+0.00126471j 0.00103836+7.58861e-05j 0.00140838-0.0012404j -0.00244961+0.00463532j -0.00620626-0.00260509j 0.00164884-0.00366366j 0.00155516+9.80278e-05j -0.00242533+0.000124443j -0.00428113+0.00263906j -0.000135844-0.000132253j -0.00451246-0.00236465j -0.00274068+8.24502e-05j 0.00288123-0.0005316j -0.0021521-0.00217927j -0.00121189+0.000633619j 0.00130704-0.000172674j 0.000804353+0.000199504j 0.00255961-0.000520472j 4.26904e-05+0.00167599j 0.00087631-0.00202967j -0.00407323-0.00116681j -0.000242422+0.00133166j 6.72863e-05-0.000270658j -0.000479201+0.000743117j 0.000728302+0.000135057j 0.000691246-4.1875e-05j 0.000884102+0.000404155j -0.000869684+0.00199564j -0.00153641-0.000318467j -0.0020832+0.000356706j 0.00164022+0.000258375j 0.000228134-0.000428911j 1.79251e-05-0.000722702j -0.000317766-1.52639e-05j 0.00010634+0.000189215j 
0.00223874+0.000869551j -0.000703042+0.00343304j 0.00398698+0.00113872j -0.00352931+0.00250832j 0.00502536+0.00171983j 0.00191696-0.00123937j 0.00127446-0.000644035j 0.00151124+0.00354274j 0.00285451-0.00133567j -0.00362024-0.00143441j -0.00539655-0.00222043j -0.000416103-0.00302219j 0.00688586+0.00502483j 0.00213949-0.000528305j -0.00687554-0.00989039j 0.000427637-0.00532574j -0.0032687+0.00331403j -0.00817964+0.00104776j -0.00032029+0.00440522j -0.0126082+0.000968414j -0.00667202+0.00344615j -0.00170545+0.000387674j -0.00176078+0.00150083j -0.000190327+0.00662939j -0.00812011-0.00465044j -0.0003264+0.0021273j 0.00314542+0.00231277j -0.000617299-0.00023901j -0.00795851+0.00470496j -0.00154814+0.00400532j -0.00211887+0.00179696j 0.00498208+0.00742413j 0.00689645+0.00145968j 0.000471324-0.00406753j 0.000512949-0.00580212j 0.00119993+0.00736483j -0.00199028+0.00792429j -0.0037551-0.000717366j -0.00535179+0.000183068j -0.00502896-0.00468353j 0.00106812-0.00260954j -0.00059288-0.00384691j 0.000460909+0.000690047j -0.00150401+0.00476248j 0.002393-0.000872468j 0.000529157+0.000475557j 0.00379111-0.00224425j 0.00189065+0.000757345j -0.0029686+0.000939877j -0.00404744-0.00202065j -0.00140852-0.00147336j -0.000884156+0.00370647j -0.000647072+0.000860105j 0.00111563+0.000265295j -0.00195532-0.00409581j -0.000849176-0.000796776j 0.000867892-0.00063881j 0.000139929-0.00241341j -0.00207198-0.00167043j 0.00155177+0.0029771j 0.00159698-0.000563794j 0.000379577-0.00170399j 0.000380738+0.00162081j -0.00104559+0.00433555j -0.00125189-0.00130726j -0.00103058+0.00167651j 0.00169378-0.00166667j -0.000363256+0.00170736j 0.00110883-0.0018207j -0.00156861-0.000590603j 
3.60063e-05+0.00112152j -0.00126458+0.000315051j 0.00210195-0.00050325j -0.00350976-0.000257978j 0.00120581+0.00189906j 0.00109344-0.000909221j 0.00351554-0.000557477j -0.00026465+0.00166332j 0.00288718-0.00316886j -0.001495-0.00298268j -0.000502324-0.00315799j 0.000365206-0.00506083j 0.00476133+0.00202101j 0.00298023-0.00344718j -0.00699249-0.00250738j 0.00111399-0.000271592j -0.00701468+0.00222069j -0.000925341-0.00682087j 0.00423833-0.000139871j -0.00572776-0.00188982j -0.00139022+0.00232867j -0.00261846+0.000674997j 0.000888758-0.00158341j -0.00141206+0.00333513j 0.0011709-0.00862002j -0.00218872+0.000441061j 0.00902171-0.0026767j 0.00394272+0.00237157j -0.00135739+0.0048911j 0.00309325+0.000697156j 0.00102306+0.00220083j 0.00408566-0.001039j 0.00451355-0.00169476j -0.00322563-0.00499733j 0.0051277+0.00109134j -0.00317607+0.00542332j 0.00234524-0.00335956j -0.00283811-0.00120511j 0.00197808-0.00544959j 0.00186675+0.000487423j -0.00679498+0.000637586j -0.000839529-0.00528935j 0.00446758+0.000344228j 0.00107914-0.0007693j 0.000748766-0.000348781j 0.0051732+0.000593316j 0.00554175+0.00113889j -0.000969906-0.0025041j 0.00228563+0.00147131j 0.000500389-0.00130483j 7.09518e-05+0.00252875j 0.00154302+0.00613821j 0.00335476+0.00149786j 0.000175431-0.00143469j -0.00163979+0.00262067j -0.00151753-0.000736184j -0.00116383-0.00240769j -0.000639105-0.00130722j -0.00126435-0.00145113j -0.000970823+0.00110144j 6.1242e-05-0.00204042j -0.00117176+0.000962219j 0.00102722-0.000838414j 0.00188979+0.00144893j 0.00216269+0.000534637j -0.00119326+0.000902531j 0.00125562+0.000984554j 0.000194537+0.00111091j 0.000938617+2.22994e-05j -0.000640436-0.000301791j 
0.000788177-1.14875e-05j 0.000718118+0.00161807j 0.00310981+0.00133386j -0.00362833+0.000348049j 0.00211023+0.00437024j 0.00319995-0.000988016j 0.000176949-0.000901154j 0.00224496+0.00178203j 0.00270727-0.00401712j -0.00411876-0.00376736j -0.000105375-0.00653438j -0.00158186-0.00158848j 0.00822066+0.00282298j 0.000500478-0.00715867j -0.00355666-0.00463036j 0.00208413-0.00753001j -0.00597405+0.00901664j -0.00760812-0.0050184j 0.00254519-0.000372253j -0.00820416-0.000847344j -0.00259866+0.00543644j -0.000911359+0.00505714j 0.000466196+0.00727839j -0.00154854+0.00878466j -0.0026509-0.00395142j 0.000934888-0.000797133j 0.00677202+0.00266547j -0.00110557+0.00237218j -0.00287709+0.00266714j -0.00269294+0.00568936j -0.00384866+0.00229316j -0.00115252-0.00103498j -0.000426761+0.00255379j 0.00599643+0.00154489j 0.000254832+0.00586234j 0.000578664+0.000783641j 0.00248479+1.38833e-05j 0.00385173-0.00219902j -0.00185196-0.000777504j -0.00488903-0.00186406j 0.000649713+0.000511249j 0.000475058-0.00448733j -0.000214056+0.00487894j 0.00394725+0.0043551j 0.000991277-0.000635506j 0.00164893+0.00509194j 0.00116596-0.00261801j -0.00319076-0.00327444j 0.00416428-0.000404176j -0.00455186-0.00295969j 0.00503776+0.00292967j -0.0012727+0.00438725j 0.00234841-0.00332174j 0.000154633-0.000933668j -0.00136679-0.00264805j 0.00135996+0.000658063j -0.00331315-0.00137954j 0.000161918+0.000364021j -0.00246515-0.000189116j -0.00262275+0.00110953j -0.00190055-0.00126903j -0.00140389+0.00202542j 0.000334997+0.000871084j 0.000749243-0.000847881j 0.00256063-0.00142362j -0.000986998+0.00244411j 0.00261229-0.00206524j 0.000302738-6.89164e-05j 0.00072429-0.000974237j -0.00102644-0.000600109j 
0.000637893+0.000105888j -8.67983e-05+0.00150308j 0.00328952+0.00126169j -0.00236406+0.000506551j 0.0028912+0.00295525j 0.00339124-0.00064294j 0.00315567-0.000339047j 0.00153029+0.00261654j -0.000169129-0.000662248j -0.0017624+0.000459897j 0.00138178-0.000157632j 0.000488569-0.00239843j 0.00765627+0.00450844j -0.00338663+0.00268211j 0.00111067-0.00183046j 0.0013304-0.00405233j -0.00318426+0.00626696j -0.00544873-0.000123347j 0.000133338-0.00106123j 0.00364136+0.000829672j -0.0044137+0.00364673j -0.00382396-5.61306e-06j -0.000214227+0.00311503j -0.000851098+0.00187594j -0.00498055-0.00141177j 0.0040321+0.00131902j 0.00147091+0.00116615j -0.000736964+0.000981728j -0.000604465+0.0044635j -0.00472207-3.51329e-05j -0.00166029+0.00026029j -0.00209408+0.0020745j 0.00434915+0.00374273j 0.00760283+0.00350022j -0.00335359+0.00494597j -0.000233285-0.0052058j 0.00150561+0.00375633j 9.54291e-05-0.000265994j 0.000849529-0.00121338j -0.00133187-0.00130351j 0.00393703+0.000222981j -0.000896996+0.00228514j -0.000609558-0.000967897j 0.00238879+0.00247575j 0.000527171+0.000169707j 0.000162988+0.00284988j -0.0018352-0.00397573j -0.0020427-0.000843152j 0.00168254-0.00281777j -0.00410866-0.00174145j 0.00271198+0.00182027j -0.00105179-0.00160994j -0.00180596-0.00235107j -0.000187347+0.000886162j 0.00198217-0.00315518j 0.00163846-0.000868368j -0.0005257+0.00101996j 0.000398531-0.000127366j -0.000819916-0.00118901j -0.00194362+0.000216417j -0.00230118+0.00180988j -0.000508517+0.00130545j -0.000211477+0.00104609j -0.00023272+0.000448572j 0.00243506-0.00388676j -2.5879e-05+0.000616992j 0.00180148-0.00235057j -0.000507916+0.000306997j 0.0013791-0.000698702j -0.000313877-0.000808231j 
0.000403909-0.000131671j 0.000475517+0.000658133j 0.000190815+0.000259818j 0.000209647-0.000499088j -0.00238513-0.000340603j 0.000364476-3.76141e-05j -0.00103136+0.000994655j -0.00127249+0.00208005j 0.00157622+0.00264608j 0.000954676-0.00181232j -0.000230855-0.00049952j 0.000567562-0.000406994j 0.00266016+5.78575e-05j 0.0047786-0.000916167j 0.00342571-0.000691358j -0.00173967+0.000895143j 0.00450283+0.00168235j 0.00176719+0.000470352j -0.00591309+0.00019457j -0.00855796+0.00122239j 0.00177307+0.00600967j 0.0030995-0.00169906j 0.00235475-0.00248913j 0.000478061+0.00415526j 0.00183021+0.00747531j 0.00260235-0.000902757j -0.000624277+0.00107487j -0.00232201-0.00271297j 0.00168099+0.00178544j -0.000674049+0.010959j -0.0012576-0.00137482j 0.00137894-0.00116232j -0.000362189+0.00364997j 0.00123902+0.00324068j 0.00519156-0.00567298j 0.00414587+0.00699222j -0.00457087+0.00386612j 0.00379184+0.0042927j -0.00414274-0.000321665j -0.000540801+0.00144295j 0.00395428+0.00242062j -0.000365369+0.00444133j 0.000872637+0.00629731j -0.00422185-0.000259961j -0.00390558-0.00101687j 0.000958538+0.00464092j 0.0025908+0.000993164j 0.00363151+0.00090171j -0.00418286+0.00295936j -0.000960748+0.00139822j -0.0020979-6.87703e-05j -0.00290493+0.00242828j 0.000241436+0.0010938j -0.00129215+0.000995289j -0.00146816-0.00049378j 0.000553009+0.00152488j 0.00106116+0.00065862j -0.00371964-0.00122725j 0.000916514-0.00116608j 0.00282761-0.000821859j 0.00408061+0.00168573j 0.00146257-0.0019358j 0.00211236-0.00128839j -0.00083744+2.8106e-05j -0.00168575+6.06492e-05j 0.000205924-0.00118367j -0.00232731+0.00096646j 0.000296282-0.000402596j -0.00098212-0.00057779j -0.000370806+0.000667618j 
