-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
-0.0039642+0.000350914j -0.00314034-0.00130233j 0.0011006+0.00368601j -0.00283566+0.000235582j -0.00588831+0.00177706j 0.00604584-0.00783136j -0.00223505-0.00141626j 0.00596845-0.00352848j 0.000600314+0.000700394j 0.000156213+0.000254517j -0.00908025+0.000137634j 0.000428053-0.00643843j -0.000455641+0.00817276j 0.00217122+0.00325281j 0.00114692+0.00532822j 0.00154987+0.00173345j 0.00868507+0.00266219j -0.00672446+0.00330728j 0.00405061+0.00815679j 0.00265966+0.0164048j -0.00731513-0.00537485j -0.00363586+0.000370145j 0.00475867-0.00656269j 8.32266e-05+0.00103869j 0.0107663-0.00315272j -0.00423326+0.000970405j 0.00460004+0.0138949j 0.00127299+0.00302667j 0.00755406-0.00307078j 0.00846653+0.012061j -0.005778-0.015631j 0.00725438-0.0123754j 0.000457079-0.0112092j -0.00816651-0.00647761j 0.0229911+0.0116877j 0.00456297+0.0164234j 0.0068996-0.00685092j 0.00335965-0.0118243j -0.0160371-0.00548853j 0.0129827+0.0047989j 0.00587624+0.00619518j -0.00997689+0.0015532j -0.00523612+0.00898671j -0.00225779-0.00433488j 0.00458417+0.00958979j -0.00464867-0.00686158j -0.0145164+0.00765931j -0.0135713+0.0120004j 0.00195647+0.00214624j -0.00106531-0.00621271j 0.00529329-0.00223882j 0.0169685+0.00103104j 0.0034165-0.00560386j 0.00176483-0.00115475j 0.00950566-0.0059674j 0.012104-0.00267899j 0.0203382+0.00731476j -0.016966-0.0111343j -0.00832362+0.00571377j -0.00207829+0.00284668j -0.000372164-0.00519519j -0.00959611+0.00537597j -0.0106363+0.00686169j -0.0220989+0.0147143j -0.0120869+0.0143382j 0.00488558+0.00297359j -0.00293772-0.00914569j 0.0157284-0.0098046j 0.00597531-0.00541541j 0.0174539-0.0124377j 0.00539338-0.00716602j -0.0129563-0.000901873j -0.0191653+0.000177344j 0.0147425+0.01157j 0.0109978-0.0159043j -0.0281231+0.0224803j -0.00550898+0.00132064j 0.00869165-0.0188562j -0.0175925+0.0154363j -0.0105948+0.0037058j 0.0139873-0.0196686j -0.0207237+0.00141677j 0.00857184+0.00329133j -0.0153967+0.0210371j 0.00474363-0.00402235j -0.00267252-0.00501036j 0.0112644-0.000982357j 0.0217666-0.0170885j -0.00428772-0.0102035j -0.00193441-0.00578532j -0.00180399+0.000955657j -0.00146704-0.0188179j -0.0264837+0.00425872j -0.003571+0.00956904j -0.0122396-0.0140385j -0.00570061+0.00637722j -0.0137393-0.00999515j 
0.0133973-0.00808329j 0.00156985+0.00367302j -0.000321565-0.00264624j -0.00137411+0.0042814j 0.0133988-0.00483846j -0.00810375-0.00257881j 0.000528061+0.0059327j -0.0101306-0.00233068j 0.00548665+0.00115632j -0.0010181-0.00900784j 0.00777037-0.00708378j -0.00223614-0.00243986j 0.0130149-0.00936102j -0.00307541+0.00631393j 0.00412806+0.00272326j -0.00190545-0.00444594j -0.00869938+0.0103197j -0.00611951+0.0115784j 0.00135779+0.00400584j -0.0031055-0.00620844j 0.0142688+0.000796412j -0.0188105-0.000135118j -0.00436254-0.00448496j 0.00322063+0.000485062j 0.0103813+0.00249145j 0.00248441+0.00981197j -0.00144801+0.013154j -0.0116907-0.00619949j -0.00360112-0.00507756j 0.0177286+0.00998034j -0.00639743-0.00939247j -0.00693822+0.00422406j -0.000825305-0.0042343j 0.0130729-0.00823685j 0.00693439-0.00927172j -0.00959986-0.000904903j 0.00152898+0.0017597j -0.0149045-0.00031076j 0.0014176-0.0105524j 0.013569+0.00472753j -0.00097919-0.0043955j -0.00663079+0.00561364j 0.00210754-0.0171678j -0.00523125+0.00371329j -0.00866122+0.00140391j -0.00453711+0.00477515j 0.0180136+0.000816259j 0.00695435+0.000373053j -0.00664885-0.00586519j 0.00595306-0.0145837j 0.00944562+0.00289787j 0.00769821-0.00699607j 0.0141157+0.00544151j 0.0101269-0.00324783j 0.0026034+0.00472704j 0.00284471-0.00109409j -0.00849292+0.00878827j -0.00260195+0.00666489j -0.00664112-0.00631494j -0.00574019+0.0113789j 0.00492562-0.00802276j -0.00606966+0.0092404j -0.0120536+0.0139537j 0.00135806-0.00564011j -0.00078204+0.00152943j 0.000567769+0.0174121j -0.00518997+0.00467518j 0.000176853+0.007303j 0.00276464-0.0122664j -0.0049638-0.00409875j 0.0170796-0.0124429j -0.0132427-0.0206629j -0.00379924+0.00332616j -0.0114572-0.0169406j 0.0199456+0.017106j -0.0103291+0.0146643j -0.00484822-0.00081021j -0.0193195-0.00190148j 0.00697711+0.00226612j -0.0181988-0.00250282j -0.0254411-0.0106362j 0.0113966+0.00498271j -0.00316416+0.0162386j 0.0101778+0.00871901j -0.0140889-0.0155644j 0.0024292+0.00124145j 0.0145721-0.00290153j -0.00360795-0.00366004j -0.0121282-0.00800768j -0.0231578+0.0064702j -0.0124067+0.0185061j -0.00997944-0.00193159j 0.00298615+0.0093243j -0.00719732-0.00729705j -0.00148505-0.00293351j -0.00520154+0.00225245j 0.010641+0.000458806j 
-0.0194847+0.0206522j 0.00448316-0.00745004j -0.00283442+0.0026287j 0.00931461-0.00331304j 0.00380484+0.00114319j -0.00954488-0.00170114j 0.00166478+0.0026151j -0.00959524+0.00844026j -0.00341418-0.000989192j -0.00160629+0.00129814j 0.0122522-0.00340907j -0.000251921+0.0012788j -0.00208084-0.0130905j 0.00892746-0.00278891j -0.00379582+0.00402742j 0.000874178+0.00460257j 0.0118064-0.00732928j 0.00547275-0.012131j -0.00401207-0.00812291j 0.00134956+0.00539538j -0.00192949-0.000569069j 0.0112572-0.00178573j -0.000285293-0.000837842j -0.0011898-0.000977576j -0.0108201+0.00347454j 0.000957663-0.00443793j -0.000270237-0.00744541j 0.00123708-0.0138525j 0.00425452+0.0035296j 0.00062582-0.00268649j 0.00417767-0.0111402j 0.00576399-0.0169599j -0.00132979+0.0108083j -0.0127141-0.00230688j -0.00470217-0.00606734j -0.0114617+0.010333j 0.00266766+0.00413096j -0.00444789-0.0137914j -0.0109141+0.00854775j 0.0161656-0.00986948j -0.0207498-0.00145223j -0.00638126+0.000306519j -0.00734047+0.000621428j -0.0053685+0.000823392j 0.00398459+0.000883249j 0.00314667-0.0089075j -0.0289401+0.000934641j 0.00410026+0.00117457j -0.00702565-0.0065587j -0.00399804-0.00278124j -0.00359701+0.003081j 0.0108123+0.0010795j -0.00653985+0.0121803j -0.00577469-0.019135j 0.00510807-0.00288071j 0.000961504-0.00739242j 0.0121393-0.00484328j -0.0056793+0.0175361j 0.0117837-0.00152371j 0.00492596+0.0106196j -0.0208752+0.00209865j -0.000399509+0.0106882j -0.00280108+0.00774733j 0.0175602+0.00416059j -0.0213178-0.0132067j -0.0118742-0.00618222j -0.0161964+0.00629955j -0.00058233-0.00742404j -0.0105348-0.00783151j 0.00800632+0.00470807j 0.0012772+0.018585j 0.030973-0.00443614j -0.00546792-0.0181373j 0.000644197+0.0225909j 0.0102204+0.0179751j -0.00374767-0.00757321j -0.00174865-0.00165063j 0.00273055-0.0221932j -0.00979863+0.0088825j 0.0131956-0.0110305j 0.00752837+0.00487159j -0.0121194+0.00932714j 0.00908618-0.0124668j 0.00184836-0.00337365j 0.014827-0.012026j 0.000543287-0.00627815j 0.00142996+0.00324331j -0.00720443+0.0254721j 0.0225194-0.00647081j 0.0156521+0.000560641j 0.000790823-0.00594027j -0.0350489+0.0233983j 0.0190905+0.0290535j 0.00582597+0.00501571j 0.00534032-0.0091189j 0.00154505+0.00128823j -0.0135309-0.00964223j 
-0.00763543+0.00981175j 0.00269312-0.00963507j -0.00572327+0.00123721j 0.0055401-0.00425257j 0.00153548+0.001748j 0.00203167+0.00187442j -0.00524316+1.44412e-05j -0.000226435-0.00716018j 0.00135595-0.00523246j -0.00116635+0.00259025j 0.00244198+0.00248561j -0.00215993+0.00117127j 0.00332657+0.00463092j 0.0071922-0.00802721j 0.00712324-0.00976089j -0.00525521+0.00794517j 0.00787349-0.00397301j 0.0146644-0.0107714j -0.000536167-0.00512637j -0.00728589+0.000440662j -0.00410636+0.0083538j -0.00297983-0.0034385j -0.0100658-0.00285556j -0.0106947-0.00107171j -0.00670098+0.00112578j 0.00746524+0.000484205j -0.00421826+0.00535116j -0.0120609-0.000925927j -0.00181588-0.00111533j 0.0108008+0.0166939j 0.00879034-0.000881764j -0.00591408+0.0124669j -0.00836654+0.0024209j 0.0113685-0.00888912j 0.0087123-0.00937617j -0.00494324-0.00534491j -0.00159528+0.00054932j 0.0148675+0.00134313j 0.00663719-2.69502e-05j 0.0130792-0.00661039j -0.00309391-0.0135246j -0.00404761+0.00636754j -0.00562197-0.00406552j 0.00886554+0.00143057j -0.00171482+0.00509685j -0.000379671+0.0187496j -0.00473678+0.000298044j -0.00866641-0.0131914j 0.00171794-0.00856228j -0.00447666+0.00742199j -0.00525939+0.0107793j 0.00307706-0.000946041j -0.00504858-0.00217075j -1.10404e-05+0.00353163j 0.00412536-0.00192784j -0.00924932-0.000744358j -0.0102506-0.000106461j 0.00190386-0.00890998j 0.0204585+0.00137079j 0.0185192+0.000717537j -0.00986191-0.00153159j 0.0182764+0.0131348j 0.00202755-0.000999904j 0.00687822-0.00153531j -0.0100908+0.00490662j -0.0157426+0.00125963j -0.00218232-0.00474596j 0.00697873-0.000435825j 0.00253675-0.0141157j -0.0071402+0.00236733j 0.00180809-0.00651398j 0.0132861-0.00325643j 0.00406681-0.0118072j 0.0260602+0.00560022j -0.00241485+0.00263492j 0.0179237-0.00517094j 0.00584209-0.0121151j 0.0105195+0.00543013j -0.00773689+0.0113291j 0.00869155+0.0099826j 0.000405727+0.000654899j -0.00139766+0.0020443j -0.00678246-0.00998199j 0.000149816+0.00375571j 0.00211108-0.00324889j 0.00457721+0.00529664j -0.0220192-0.0197756j -0.0042556+0.021778j 0.00472836+0.00698916j 0.014127+0.0116455j -0.0102927-0.00576937j -0.0107882-0.0046087j -0.00519104+0.00112295j 0.00284004+0.0140283j -0.0154186-0.0118643j -0.00272991+0.0113064j -0.0227422-0.0133907j 
-0.00576847+0.0120944j -0.0170744+0.0097175j 0.0065385-0.00768233j -0.002413-0.0103203j 0.00901478+0.000294497j -0.00568677+0.00184696j -0.00667761+0.00578564j 0.00110341+0.00429104j -0.00795911+0.0128142j 0.0061277-0.0038158j -0.00274925-0.000369221j -0.00539804-0.00561115j -0.00513794+0.00904399j 0.00312357+0.00298299j -0.00739123-0.00399956j 0.00771651-0.00235947j 0.0100818-0.00346897j -0.00450804+0.00300578j -0.00752685+0.0150919j 0.000807541-0.00137201j 0.00701571+0.000136591j -0.00755326-0.00678816j -0.00213019-0.000485372j -0.00617283+0.00394206j -0.00342029-0.00464443j -0.0145133-0.00294582j -0.0114049+0.00880246j 0.00616845-0.00353891j -0.00792755-0.000970985j -0.00538688-0.00394926j 0.00493204+0.00028363j 0.0129701+0.00236659j 0.000563619-0.00766316j -0.00597726+0.0106615j -0.00937272-0.00347599j 0.0128887-0.0155279j 0.0259637+0.00271715j -0.00431307-0.0057018j 0.0160207+0.0155078j 0.00634953+0.00277658j -0.00427038+0.00748324j 0.00190858-0.0069057j -0.00420097+0.00119239j -0.00771947+0.00298273j 0.0147874+0.00836467j -0.00105929-0.00330619j -0.00747096-0.00723123j 0.00286704-0.0148766j 0.00606676+0.0026283j -0.00689401-0.0039131j -0.00574843-7.71599e-06j 0.0140722+0.000321696j 0.0137286+0.00692733j 0.00852623-0.000339661j -0.00543056-0.00615189j -7.72166e-05+0.00246272j 0.0143819-0.00114596j -0.0160262-0.0120066j 0.00848544+0.00778506j 0.00160629+0.00251322j 0.0172415-0.0107571j -0.00585064+0.00815937j -0.0144665+0.00202054j -0.0113846+0.0201477j 0.000631088-0.0128302j 0.00310949+0.00464945j -0.00840689-0.00573576j -0.00607315+0.00530259j 0.00647547-0.00512227j 0.01301-0.0125084j 0.00643493+0.015825j -0.00618821-0.00517831j -0.000401307+0.00946073j -0.00344789+0.00442229j 0.00236028+0.00715064j -0.00123467+0.00452289j 0.00109585-0.00176813j -0.0157401+0.000512399j -0.0106848+0.000127317j -0.0161695+0.0102167j -0.0107691-0.0109074j 0.00702468-0.0043939j 0.000324811+0.00812389j -0.00680017+0.0180733j -0.0170497-0.00387105j 0.00608596+0.00852669j 0.0146833-0.0151138j 0.00946762-0.0287225j 0.0173159+0.0267746j 0.000294869-0.0100575j -0.00238236-0.00148643j 0.0132352-0.00256386j -0.0132912-0.0185103j 0.00586804+0.00101889j 0.00511608+0.00362598j 0.0036558+0.0118535j -0.0137083-0.00603626j 
-0.00395879+0.00627956j 0.00587561-0.00218689j -0.00404586-0.00150845j 0.00283971+0.000318107j 0.0013825-0.000181028j -0.00745834+0.00410613j 0.0044523+0.00332555j -0.00661929+0.00671942j -0.000585648+6.15439e-05j -0.00461888-0.00283976j 0.00105878+0.00350434j -0.00177188+0.000150785j -0.00720872-0.00860514j 0.00562011+0.00771459j 0.00581792-0.00466283j 0.00120776-0.00667892j -0.00558667-0.00710029j 0.00388414-0.00874391j -0.00539039-0.00530075j -0.000739814-0.00832464j 0.00277014-0.00485585j 0.00314305-0.011588j 0.00532404-0.00049418j 0.00324756+0.000484915j 0.00152587+0.000131986j 5.61214e-05-0.00057111j 0.00315004-0.00547883j 0.000379206-0.00373571j -0.00106686+0.00439948j 0.00178298-0.00515294j -0.0128699-0.00155614j -0.00473355-0.0086774j 0.0015232-0.00201692j 0.0037648+0.00227297j 0.0152444+0.000209277j -0.00590132-0.00146651j -0.00609973-0.00310718j 0.00845683+0.00176441j -0.00603276-0.0223812j -0.00751526-0.0119875j 0.00717311-0.00141702j 0.00760694+0.0010551j 0.00428999-0.00236063j 0.00541589-0.0131261j -0.00634453+0.00874395j 0.00560303-0.00555037j -0.00432095-0.00296195j 0.0011193+0.00333553j 0.00219596+0.0124845j 0.00277433+0.00342056j -0.0038216+0.0126779j -0.0107724+0.00906466j 0.00649611+0.00226711j -0.0051715-0.00186886j -0.005739-0.00919777j -0.0130824+0.0170362j 0.0142427-0.0025151j -0.00359652-0.00535536j 0.00344646-0.00189585j 0.004886-0.00129741j 0.00182459-0.00211047j 0.00484292-0.0198643j 0.00146052-0.0102725j -0.0127366+0.0052088j 0.0128249-0.00596782j 0.0116667-0.00205098j -0.00371853+0.000874204j 0.00221711+0.0115729j 0.00224846+0.00720473j -0.00790284-0.0171211j 0.00856925+0.00284494j -0.0224196+0.0124274j -0.0109992+0.013081j 0.00902574-0.00863075j -0.0153782-0.0278554j -0.00605464-0.000186284j -0.0117992-0.00257186j 0.00893237+0.00974745j -0.0139435+0.00153674j -0.00524661+0.0189904j 0.0184276-0.0177095j -0.0062197+0.00581291j -0.019664+0.00331737j 0.00884521+0.0317252j 0.00295613+0.0183303j 0.00234702+9.84617e-05j 0.00912439+0.0167862j 0.0203563-0.037956j 0.00604618+0.0250375j 0.00789416-0.00371955j -0.00433493-0.00826971j 0.0379804-0.0164213j -0.00529358-0.0379893j -0.00577919+9.85364e-05j -0.00341639+0.0132963j 0.00600194-0.0124639j 0.00846885-0.00289901j 
0.0202562-0.0110336j 0.014607-0.0018676j 0.00190637-0.00135762j -0.000526029+0.0010524j 0.00162939-0.00492357j 0.0120814-0.00110967j 0.00788403-0.00201451j -0.000856448-0.000392067j -0.011671-0.000302743j 0.000380604+0.00116261j -0.000834639+0.00662174j 0.00985219-0.00147037j -0.00244966-0.00615975j -0.0127794-0.00106639j 0.00876522+0.000406713j -0.000725157+0.00910541j -0.0088208+0.00201332j 0.00896768+0.0116251j 0.00775629-0.00688125j -0.00433576-0.00327776j 0.0038856+0.00599174j -0.00735856-0.0044038j -0.00330529-0.0215888j 0.00129754-0.000759807j -0.00249518-0.00890922j -0.00258047-0.0159131j 0.00590223+0.00784736j -0.0131245+0.00316734j 0.00418079+0.0065455j -0.0105317-0.00455078j -0.00543748-0.0030711j 0.00733996-0.0124978j -0.0040228+0.0120657j -0.0112416+0.00961895j -0.00622636-0.00109244j -0.00645909+0.00947052j -0.00899627+0.00308792j -0.00607706+0.0124062j 0.0108616+0.000338978j 0.017346-8.65104e-05j -0.00544992-0.00348476j -0.00880198+0.0120556j 0.0012454-0.014698j -0.00346395-0.00493091j 0.00420388+0.00991706j 0.0120516-0.00111206j 0.0064487+0.00301176j -0.0158393-0.00337326j -0.00759437+0.0105429j 0.0133618-0.0157492j 0.00409292-0.0123461j 0.0181438+0.00629121j 0.00801211+0.00402781j 0.00492691-0.0087297j -0.0157153+0.001928j -0.0028902-0.010969j -0.0124196+0.000671595j -0.0134964+0.0193358j 0.00479012+0.00507003j 0.00235102+0.000834371j -0.00344975-0.00160078j 0.00142543+0.000104891j -0.00271861-0.00179508j -0.0043635+0.00337789j -0.00761327-0.000591276j -0.00229569+0.0167504j -0.00167946-0.000890236j -0.00244075-0.00046795j 0.0141453+0.0060101j -0.0109936-0.015804j 0.00786612-0.0100283j -0.000950707+0.00195034j -0.00132269-0.0047267j 0.0155663+0.00136964j -0.000793577+0.00430414j -0.0127398-0.00467639j 0.0132478-0.0210807j -0.0207356-0.00881388j -0.0246753+0.00813453j 0.00519544+0.0014353j -0.0116685+0.00697325j 0.00373056-0.0129798j -0.0121915+0.0037954j 0.00974965+0.0247109j -0.0115836+0.00318752j 0.0165475+0.0157528j 0.0116137-0.00287362j -0.00152674+0.00230555j -0.00490647+0.0174945j 0.00924715-0.00969161j -0.0138457-0.00235984j -0.00140314+0.00698711j 0.0112007+0.00242303j 0.00582287+0.00082262j -0.00468041+0.0115195j -0.00378185-0.00347473j 0.0114818+0.00808522j 
0.000706725+0.00959436j 0.00375416-0.00488013j -0.00353431+0.00615149j 0.0100464-0.000191596j 0.00108265+0.00670459j -0.00698847+0.00461387j 0.00292135-0.000662927j -0.00379641+0.00996698j 0.00370466-0.00480747j -0.0048129+0.00518268j 0.0010454-0.00551707j -0.00491604+0.000129184j -0.00633104-0.005525j -0.00619043+0.0162721j -0.00998393+0.0151532j -0.000771764+0.0020477j -0.00144159+0.00263146j 0.00225266-0.00738636j 0.00434799-0.00411115j -6.08525e-05+0.00800706j 0.00362018-0.00426078j -0.00094049-0.00431002j -0.00683948-0.00493684j 0.00590378-0.00139487j 0.00332545+0.00328625j 0.00561915+0.00314867j -0.00623378+0.00929704j -0.00294531+0.00848313j -0.00486293+0.00372744j 0.00430508+0.00499257j -0.000521993+0.00628227j -0.0118083+0.00980883j -0.00133819-0.00496248j 0.00675234-0.00154077j 0.00831443+0.0124779j 0.00102094+0.000400576j -0.0125411-0.00548559j -0.0100043+0.00185796j 0.00514145+0.000154885j 0.00650695+0.000266998j -0.0116361+0.00299697j -0.000687023+0.00307909j -0.00336014+0.00289983j -0.0148066-0.00496766j 0.00030103-0.00412252j 0.00528299-0.000594374j 0.0129715+0.010011j -0.00104691-0.0191044j 0.00176316+0.0103575j -0.00144566-0.00451835j -0.00148653-0.00796683j 0.000728064-0.00594493j 0.0128495+0.020533j 0.00694531-0.00494606j -0.00294487-0.00410889j 0.00810526+0.000732571j -0.000116134-0.00394671j -0.00718145+0.0018093j 0.00399785-0.00150384j 0.000711978-0.00445725j -0.00144424+0.00434193j -0.0193605-0.00527455j 0.00404033-0.000480269j -0.00105875-0.00735608j -0.00123379-0.0146035j 0.000417932+0.00332344j 0.00869945+0.00646728j -0.00601098+0.00858799j 0.00949934+0.00521906j 0.00488223+0.00246827j 0.0171238-0.00960008j -0.00540354+0.0167732j 0.00228288-0.00245617j -0.0146708+4.31397e-05j -0.00562556+0.0226288j 0.000220555-0.00918934j 0.00770254-0.00612423j -0.0157288+0.000261109j -0.0120237+0.00179858j 0.00513081+0.00941492j -0.00407054+0.00262356j -0.0104611-0.00984573j -0.00586751+0.00771949j -0.00564258-0.00201728j -0.00331231+0.00782948j 0.00170687+0.0070193j 0.0258153-0.000608784j -0.0233738-0.0111637j 0.0052472+0.00850033j -0.000540043+0.00848421j -0.00859774+0.00411922j 0.0185912+0.0206927j 0.0181542-0.0154325j 0.00740263+0.00334235j -0.00203758+0.00708761j -0.00393618+0.00351996j 0.00253939-0.000438948j 
0.00751479-0.00737788j -0.00195708-0.00486672j -0.0227741-0.00512954j -0.0072577+0.0107226j -0.00471952-0.0105021j 0.00506785+0.00260332j 0.00385366-0.001815j -0.0054212+0.000738431j -0.000439798-0.00376312j 0.00640045-0.000572032j 0.00696932+0.000157758j 0.0132329+0.00259792j 0.0139968+0.00190056j 0.0043028-0.0013412j -0.00602477+0.00969478j 0.00594459+0.00184862j 0.00647583+0.00480732j 0.000984521+0.00543595j 0.00417406+0.00433364j 0.00427152+0.00290197j -0.00213645+0.00964961j -0.00019997+0.00538343j -0.00490815-0.00981278j -0.000947499+0.00540098j 0.00133818-0.00384496j -0.0110951-0.00770129j 0.00111717+0.00838602j -0.0020749+0.00989077j -6.09852e-05+0.00280063j -0.00299071+0.00546546j -0.00251007-0.0100341j 0.0124853+0.00173449j -0.000966877-0.0108887j -0.00333836+0.0108788j 0.0140175+0.0012284j 0.0140089+0.00672582j -0.0149161-0.00276906j 0.00806182+0.00407029j -0.00140205+0.00677811j -0.0163331+0.00415613j 0.00974063-0.00120766j 0.00391485-0.000139077j 0.00754194+0.000690254j 0.0120739-0.00410285j 0.00031032+0.00393758j 0.00442238+0.00553835j 0.000172626+0.000974084j 0.00032894+0.00664541j -0.00213905+0.0036439j 0.00499867+0.000356047j 0.00279883-0.00460522j -0.0146002+0.00920195j -0.00846376-0.00724471j -0.00979155+0.00427786j -0.00431306+0.00400602j -0.00925718+0.00340065j -0.00605139+0.00546501j 0.0126213-0.010456j 0.00324247+0.000144015j 0.00898205-0.00991341j -0.00603918+0.00128481j 0.0129445-0.00839073j 0.00306495-0.0129678j 0.0118975-0.00289761j 0.00102709+0.00388564j 5.22315e-05-0.00165698j -0.00894327+0.00209744j 0.00286738-0.0072226j -0.00785954+0.00556782j -0.0194087+0.00548415j -0.0058354+0.00508607j 0.0100287+0.00330435j 0.00931887-0.0059905j 0.00734497-0.00615376j -0.0200706-0.00749133j -0.0065816-0.011281j 8.29183e-05-0.00109651j 0.0129628-0.00685116j 0.00157863-0.00224135j -0.00647424-0.00414279j 0.000459682+0.00419734j 0.0101819+0.00308795j -0.00472186-0.0221035j -0.00283747+0.000725891j 0.00213576-0.0113509j 0.00084812+0.00700892j -0.0133451+0.00877943j -0.00480322+0.0110631j -0.0116475+0.000943224j -0.00483374-0.00126904j -0.00199158-0.00433371j 0.00568034-0.00167959j 0.000893122-9.34904e-05j 0.00613677-0.00147025j 0.00333498+0.00827483j 0.0023001+0.000787375j 0.00189876+0.00445654j 
0.005328-0.00820086j -0.00464479+0.0127965j -0.000943942-0.00457999j -0.00667224-0.000835617j 0.00518899-0.00284286j -0.00455033+0.000870874j -0.00579792+0.00387185j -0.00688689+0.00056527j 5.13229e-05+0.0062783j 0.0063848-0.00455772j 0.00151401-0.00597042j -0.00494962-0.00128456j 0.00415143+0.000998428j -0.00124714+0.00390258j -0.000722342-0.00456196j -0.00231182-0.00747276j -0.00670824+0.0110804j -0.00798288+0.00535338j 0.00184375+0.00604121j -0.000199316-0.00629705j 0.00669644-0.00220458j -0.00154198+0.00451391j -0.00642459+0.00819194j 0.00275171+0.00562922j 0.00868311+0.003034j -0.00192222+0.00199757j 0.00353083-0.00785605j 0.00998559-0.0099528j -0.00898697+0.00509849j -0.00819188-0.0103568j -0.00187006-0.00350645j 0.00936686+0.00674343j 0.00762827-0.00399046j -0.00370103+0.00444695j -0.00929779+0.0029128j -0.00179751+0.00379124j -0.00334952+0.00254598j -0.0146414+0.00351004j -0.00246012-0.00146476j -0.0106326+0.00356867j 0.00394192+0.00692803j -0.00381351-0.0064969j 0.00398702-0.00908629j -0.00780518+0.00472837j -0.00785293-0.0117104j -0.00529533-0.00493865j 0.00777573+0.00907412j 0.00353502-0.00501074j 0.00217616-0.00364139j -0.00400253-0.00424578j 0.00748211+0.0050286j -0.00322006+0.000428804j -0.00033999-0.0158896j 0.00521915-0.00387787j 0.00940286+0.00639973j 0.00387855-0.00281711j -0.00346626-0.00791958j 0.00748559+0.00234496j -0.00441344-0.013332j 0.00143796-0.00322365j 0.0094614-0.00392428j 0.00387941+0.00453743j -0.017865+0.000620111j -0.00657399+0.000394605j -0.00179574+0.006159j -0.00766074+0.0187439j -0.014918+0.00720041j 0.001415-0.00377162j -0.018889+0.000933299j -0.00817299+0.00695692j 0.0111231-0.00519014j -0.0154464-0.00645482j -0.00102227+0.00625737j -0.0273336-0.0135904j 0.0148421-0.00191489j 0.00414577-0.0136716j -0.0105581+0.00121754j -0.0102515-0.00310773j 0.0203289+0.0181244j -0.00918055-0.000990073j -0.00441897-0.00573122j -0.0106703+0.00643563j 0.00519692-0.009819j -0.00470415+0.00700949j 0.00399429-0.0115394j -0.00209074+0.0101224j 0.00345039-0.00730815j -0.00633243+0.00259233j -0.0198761-0.00163429j -0.0171124+0.00877704j 0.00154878+0.0128638j -0.00623017-0.00360681j -0.000781427+0.00769505j -0.00902187+0.00737774j -0.000521944-0.0075544j 0.00185311+0.00595302j 0.00529849+0.000830911j 
