-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
2.14768e-05-0.000531261j -0.000203151+0.000524627j 0.000699789+0.000854316j -0.000838721+0.000480634j -0.000346931+0.00209585j 0.000473903-0.00478574j 0.00291763-0.00191359j 0.00250077-0.00325523j -0.00317388-0.000323589j 0.000799622-0.00154773j 0.00180401+0.00142031j -0.00147924-0.000958425j -0.00132157-0.000955837j -0.000437705+0.00390568j 0.00228731+0.00461654j 0.00196926+0.00400815j -0.000618189-0.00249494j -0.00115226+0.000640118j -0.00253653-0.000381973j -0.00117488+0.00103772j -0.000550669+0.000341923j -0.000730641-0.000690033j 0.00118636-0.00181294j 0.00277181-3.16074e-05j -0.00225693+0.00331651j 0.00163364+0.000164753j 0.000507094-0.000124858j -0.000888947-0.000220239j 0.00043537-0.000578075j 0.00133653+0.000522542j 0.000945331+0.000290206j 0.000694414-0.00126913j -0.000783959-0.00195752j 0.00131137+0.00179845j -0.000513047+0.00249641j 0.00300615-0.00178936j -0.00288764-0.000537019j 0.00228025+0.00039181j 0.00282832+9.14608e-05j 0.00134896+0.000788539j 0.000710984+0.00629339j -0.00201723-0.00438767j -0.00081744+0.00290999j 0.0009055-0.00134303j 0.00258501+0.00494436j 0.00042986+3.89174e-05j -0.00272268-0.00637845j -0.000895615+0.000860595j -0.00471929-0.00296104j -0.000888072-0.000181351j 0.00205289+0.00438424j -0.00109515-0.00760642j 0.0028181-0.00292949j 0.00347058-0.00185696j 0.000892158-0.00366023j -0.00414676-0.00122304j -0.00102104+0.000958804j -0.00139127-2.66691e-07j 0.0010816+0.00163096j -0.00158688-0.000590278j -0.000480424+0.00234224j 0.000315539+0.00087843j -0.00235897-0.000358485j 0.000447357+0.00152682j 0.00204066-0.00195646j -0.000963229+0.001259j 0.000111789+0.000158111j -0.000564756+0.000636441j 0.00140337+0.000113785j 
0.000198801+0.0005212j -0.00343051-0.00335627j -0.000910924+0.00213209j -0.00100299-0.000940408j 0.000541533+0.00461361j 0.0024408-0.0020078j 0.00402443+0.00105375j -0.00218322+0.00569219j 0.00605804-0.0062712j -0.00298295-0.00267332j -0.00375613-0.00116577j 0.00224919-0.00157601j -0.00167737+0.010455j 8.01578e-05-0.00956566j 0.0031026-0.00520466j -0.00302072+0.00342263j 1.29368e-05-0.00313834j 0.0042915-0.00178845j -0.00421078-0.000181572j 0.0013729+0.00592703j 0.00126781+0.00301487j -2.34039e-05-0.00918721j 0.00426006-0.00478221j 0.0029384+0.00159339j 0.0027161+0.000486561j -0.00316229-0.00296799j -0.0018942+0.00527007j 0.00211806-0.00354576j -0.000587837+0.00242027j -0.00122718-0.0020963j 0.00310601+0.00129803j 0.00161046+0.00158782j 0.000503517+0.000979755j -0.000901294-0.00239063j -0.00145966-0.00526674j -0.00169934+0.00226093j 0.00224201-0.000361888j -0.00329968-0.00231876j -0.00340369-0.00251722j -0.00340921+0.00181436j -0.00286117-0.00218797j -0.00130939+0.00171018j -0.00160643-0.00352109j 0.00319733-0.00046436j -0.00397339-0.0044482j -0.000824557-0.00146301j 0.00135503+0.00484275j 0.00500409+0.00444015j 0.00063102+0.000676632j 0.000989722-0.0007015j 0.00283691+0.0031175j 0.00157258-0.000809884j -0.00270278-0.000239406j 0.00381736+0.00159434j 0.000594342+0.00287827j -0.00287949+0.00642472j -0.00339659-0.00225144j -0.00340527-0.00478058j -0.00136722-0.000823358j 0.0021298-0.000913402j -0.00220615-0.00144052j -0.00390432-0.00295564j -0.00276873-0.00345858j 0.00259471-0.00399698j 0.000143641+0.000612202j 0.00219625+0.00113766j -0.00143412+0.00189324j 2.70183e-05-0.00149125j 2.71272e-05-0.00120794j 
0.0071213+0.000888606j -0.00931325-0.0167758j -0.00291708-0.00212896j -0.00341605-0.00227566j -0.00270078+0.00134498j 0.00185605-0.00528877j 0.00737602-0.00459086j -0.00649914-0.00260875j -0.000979725-0.00857293j -0.0148961-0.0167365j 0.00183141+0.00908453j -0.00296859-0.00502833j -0.00108137+0.00478313j -0.00138517-0.000982717j 0.00850444+0.003657j -0.00819493+0.000306708j 0.00345738-0.00304103j 0.0070885+0.00240576j -0.0054373-0.00195104j 0.00171887-0.00434858j -0.00298679+0.000646509j 0.000892289-0.0021384j 0.00892458-0.000890625j 0.000412288-0.00352135j 0.00164041+0.00333191j -0.00551491-0.00274392j 0.00204739+0.00220525j 0.00234516-0.00344202j -0.00370039+0.00176917j -0.00432522-0.00195558j 0.0098413+0.00676407j 0.00149953+0.0033666j 0.00339518-0.00513767j -0.00326783-0.00274618j -0.000263413-0.00372774j -0.00114028-0.00277188j -0.000744782-0.000385063j 0.000792235+0.00103987j 0.00201772-0.00196539j 0.0057306+0.00271108j 0.00218825+0.00739151j -0.00710488-6.28995e-05j -0.00162951-0.00141197j -0.0011219-0.000741133j 0.00109349+0.00626745j -0.00262451+0.00209814j -0.00501594-0.00290647j -0.00190849+0.00352196j -0.00535888+0.000456542j -0.000864834-0.00319642j 0.00512239-6.86669e-05j -0.00203886-0.00238631j 0.00360346-0.00304437j 4.11488e-06+0.00170958j -0.00211157+0.00020003j -0.000637423-0.00247914j 0.000721916+0.00205649j -0.00307106+0.000207965j -0.00156206-0.0028933j 0.00098654-0.00153696j -0.000808079-0.000962507j -0.00187117-0.000691454j -0.0014129+0.00126328j 0.00216433-0.000200282j -0.000483426-0.00147496j 0.00113447+0.000257026j -0.000369893+0.000801022j 0.000508641-0.000709396j 0.000292025-0.000524533j 
0.00292051+0.000414544j -0.00268282-0.00609722j -0.000900901-0.00393462j 0.00019176-9.90444e-05j 0.00122137+0.00055653j -0.00337546-0.00201162j 0.00225023-0.00160848j -0.00341966-2.75602e-05j 0.00231182-0.000974125j -0.000615831-0.00069878j -0.00414779+0.0084301j 0.00800353-0.00375334j 0.0032314+0.000352964j 0.0110712-0.00534617j 0.00461309-0.003922j 0.00745098-0.00608443j 0.00110968+0.00520743j -0.00256709-0.000584205j -0.00247382-0.00682201j -0.00263446-0.000400273j 6.9317e-07+0.00364565j 0.00413232+0.00283724j 0.00449858-0.00063354j -0.00112494+0.005056j 0.00218629+0.000451671j -0.00244686-0.0011589j -0.000529851+0.000254022j 0.00150368-0.000633953j -0.000979967-0.000349954j -0.00163985+1.5953e-05j 0.0022553+0.0031773j 0.0016382+0.00122941j 0.001739-0.00188936j 0.00185279-0.000888381j 0.00147604-0.000379105j 0.000574982-0.00387907j 0.00135502+0.0001976j -0.00327917-0.00302343j -0.00789241+0.00519838j -0.0033554-0.00145437j -0.00533089+0.000369256j 0.00356631-0.000412543j 0.00395012+0.00158241j 0.00435069-0.000590971j -0.00183251+0.00314528j -0.00203184+0.00108196j 0.00306292+0.00702147j 0.000662865-0.0052445j 0.00429403-0.00288865j 0.00199576+0.000191549j 0.000285726-0.00115504j 0.00103413+0.00193993j -0.0013069-0.00333845j -0.00041726+0.00431958j 0.00394715+0.00132213j 0.00247814+0.003763j -0.000926653-0.00367595j 0.0003518-0.000898924j -0.000299163-0.00173992j 0.00299645+0.00152498j -0.002375+0.00484559j -0.000523036-0.000393345j -6.77646e-05+0.000277881j -0.00147234+0.00195107j -0.000746829-0.000159084j 0.000517023-0.000722364j -0.00086264-0.000264171j 0.000170412-0.000366424j 0.000764982+0.000387565j 
0.000283602-0.000797031j 0.000658539-0.00206993j -0.00228204+0.00124288j 0.000468411-0.00202676j 0.00178353+0.000337123j -0.00162156-0.00984683j 0.00587246-0.00389393j 0.00439164-0.000214776j -0.00402298-0.00248365j -0.0041357-0.000506477j 0.00170773-0.00121226j 0.00254119-0.00465733j 0.000409788-0.00756212j 0.0010518+0.00218537j 0.00320332+0.00461277j 0.00109795-0.000680382j 0.0028603+0.000178815j -0.000977365-0.00104505j 7.0749e-06-0.000397074j -0.00111916-0.00230889j -0.00154651-0.00419671j 0.00075905+0.00243129j 0.000915565-0.000503045j 0.000516727-0.000101899j -0.00387944+0.00404162j 0.00115576+0.000662964j 0.00280641-0.000410272j 0.000904072-0.000362086j -0.000536166-0.000411246j -0.0001992+6.9276e-05j 0.000989825-0.00159588j 0.00242557-0.00289459j -0.00167512-0.00229355j -0.000925704-0.00109512j 0.00359854+0.000308459j -0.000618098+0.000199379j 0.00161605+0.00261513j -0.00408104+3.48536e-05j -0.00397381+0.00767346j -0.00634788-0.0039378j -0.00608796-0.00348048j 0.00430956+0.00207139j -0.00143426-0.00133499j -0.0025877-0.00235553j -0.00521627-0.0100816j -0.000387217+0.00377031j -0.00155921-0.00108236j 0.00317178+0.000228097j 0.0102232+0.00388407j 7.34573e-05+0.00169763j -0.00354385-0.0015174j 0.00659203+0.00403302j 0.00185815-0.000384645j 0.00124895-0.0058696j -0.00436603-0.00199149j 0.00364259-0.00355171j 0.00464118+0.00147712j 0.000482374+0.00436701j 0.00161129+0.0016157j -0.00218651-0.000508161j 0.000818619+0.000172546j 0.000132704-0.003029j 0.00491518+0.00247525j 0.0004455+0.00528404j -0.00309074+0.00286514j -0.00148243-0.00461193j -0.001246-0.00345189j 0.00076542-0.000276779j 0.00148124+0.00149664j 
0.00466862+0.00333582j -0.00282563-0.00944004j 0.00240229-0.00335481j -0.000627069+0.00291621j -0.0062977-0.0047598j 0.00257715+0.0124863j -0.0112608+0.0030952j -0.0120921-0.0021817j 0.000726972+0.00292286j -0.00335489+0.00558722j -0.00584323+0.0107224j -0.00586201+0.00405771j 0.00610522-0.000872546j 0.00332634-0.000399402j -0.0054212-0.00286779j 0.00335447+0.00149395j 0.00392299+0.00287689j -0.00555116+0.00335127j -0.000411473-0.00050594j -0.000102942-0.000718673j -0.00254857-0.00151833j -0.00231153-0.00230829j 0.00172336+0.00162231j -0.0025984+0.00209367j 0.00224157-0.00158617j -0.00376214+0.000469435j 0.00142126-0.001049j 0.000118364+0.00138359j -0.00248633-0.000645326j -0.00825313-0.000854j 0.00305238+0.0026933j -0.000581166+0.0069252j 0.00428347+0.000171279j -0.0017393-0.00158168j -0.0026603+0.00170743j 0.00109033+0.00263034j 0.000717801-0.000423559j 0.00320136+0.00653398j -0.000295075-0.00350308j 0.00382886+0.00192055j 0.00504838+0.00335178j -0.0030639-0.00202417j 0.00428248-0.00516465j -0.00959038+0.000664709j -0.0074838-0.00011026j 0.00243267-0.00346249j 0.000288236+0.00472089j 0.00487074+0.000229162j 0.00151397+0.000902837j 0.000476657-0.000822681j -0.000100336-0.00581912j 0.00186104-0.00185008j 0.000689277+0.00402447j 0.000278592+0.00074954j 0.00094959+0.00257772j 0.00110887-0.00471683j 0.00377329+0.00182918j -0.00203959+0.00315393j -0.00113432-0.00245679j -0.00181664-0.00046975j 0.00286016-0.0035938j 0.000579269-0.000303947j 0.00554922+0.00533413j -0.000542261+0.00150375j -0.000894525+0.00115256j -0.000610372-0.00418798j -0.00118448+0.00157927j 0.00211045-0.00147652j -0.00241949-0.00150244j 
-0.0010548-0.00514268j -0.00374582-0.0040327j -0.00213382+0.00191149j -0.00267733-0.00168118j 0.00315889-0.00138455j -0.00180413-0.00616327j 0.0045923-0.00539123j 0.00706632+0.00502608j 0.00400433-0.00826204j -0.00646686+0.00186354j -0.00859989-0.00408163j 0.00530578-0.00490664j 0.000335561-0.000184183j -0.00185691-0.00398979j -0.00118231+0.00131195j -0.00268824-0.000179259j 0.00207041-0.00502134j 0.00372034-0.00293148j 0.00150225+4.89145e-05j -0.00197904-0.00496088j -7.09189e-05-0.00735707j -0.00482282+0.00292558j -0.000460125+0.00379237j -0.000980906-0.0045186j 0.00123121+0.00164971j -0.00111776-0.00154683j 0.00148575-0.00166699j 0.000323736+3.41843e-05j -0.000530424-0.00187191j 0.00315525+0.00206901j 0.00384492+0.00134777j 0.00214349-0.00402975j -0.000162683-0.00401669j -0.000809226-0.000814713j 0.00574204-0.00238844j -0.00229366-0.0017214j 0.00015717+0.00476875j -0.0010193-0.00288249j -0.00425269+0.0020905j -6.79644e-05-0.00552703j -0.00217358+0.000300297j 0.00530879-0.00106896j -0.00133038+0.00045005j 0.000826224-0.00529064j -0.000359796+0.00110461j -0.00143953+0.00150312j -0.00344933-0.00556211j -0.00184055+0.00150899j 0.00592877+0.0020453j -0.000700018+0.000289013j -0.00215578-0.00042707j 0.00284187+0.00116074j 0.000603592+0.000313476j -0.0021697+0.000728677j -0.00287513-0.00294187j 0.00279291-0.00191731j 0.00303963+0.00308325j 0.000131629+0.00347567j 0.00266055+0.00253268j -0.0022928+0.000861311j -0.000624174-0.0014276j 0.00019761-0.000875016j 0.000756245+0.00090362j 0.000396594+0.00234118j -0.000752245+0.00236621j -0.000184434-0.00114091j 0.000547768-0.00221861j -0.000344305+0.000722205j 0.00119099+0.00100051j 
0.00217646+0.00127575j 0.00226327+0.00263199j -0.00171914-0.000216133j 0.00305264-0.000222484j 0.00129296-0.0022013j -0.00227322+0.00386457j -0.00531913-0.000378482j -0.00365995+0.00360038j 0.00316045+0.00839696j 0.00316889-0.000941377j 0.00394391-0.0031605j -0.000697754+0.00146162j 0.00261817-0.000862646j -0.00356709+0.000911442j -0.00451178+0.00351092j -0.0014543+0.00291295j 0.00328257+0.000206387j -0.000312993-0.000417119j -0.00166101+0.0035953j 0.00658465+0.00376225j 0.00360339+0.00392653j 0.00161741-0.00508047j -0.00259424+0.00115436j -0.00239232-0.00315844j 0.000191615-0.00640897j -0.000332007-0.00140242j -0.000779793+0.00244342j 0.000842243-0.0002038j 0.00134103-0.000103098j 0.000562127-0.000310189j -0.000297377-6.62748e-05j -0.00139611-0.00426334j 0.00148595-0.00166799j 0.00391361-0.0020852j 0.00699134+0.00528437j 0.00152718-0.00884794j -0.00366626+0.00316849j 0.00168897-0.00523584j -0.00293715+0.00278994j 0.00059063-0.0011685j -0.00280492+0.00489947j 0.00720697-0.00247994j -0.000119081+0.00814926j 0.0084057-0.00592628j 0.00441989+0.00770696j 0.00177636+0.000540948j -0.00282073-0.00237949j 0.00303559-0.00352386j 0.00403393-0.00260051j 0.00183348+0.000980892j -0.00211748-4.16491e-05j -0.00140966-0.00217535j -0.000799669-0.00138101j -0.00335852+0.00446892j 0.00544752-0.00190115j 0.00188183+0.00260514j -0.0010409+0.00125333j 0.000823211-0.00245003j 0.00237195+0.00503736j -0.000985063+0.000484838j -0.000865369+0.0046752j 0.00100364+0.000707051j -0.00247201-0.00311837j 0.00101086+0.0027841j 0.000797657+0.000320189j 0.000301018+0.00116104j -5.02175e-05-0.000425503j -0.000162288+0.00159519j 0.00158958+0.000124561j 
-0.00960508-0.0139411j -0.00410501+0.00221294j -0.00581874-0.00168988j 0.000484096+0.0013263j 0.00480898+0.00238818j -0.00112509-0.00126481j 0.00476804-0.0048294j 0.0102521-0.00247595j 0.00685034+0.00189449j -0.00220814-0.0129685j -0.0023129-0.00587276j 0.0115789-0.00588467j -0.000699414-0.00246509j 0.00329748+0.00207969j 0.00118123+0.00121284j 0.00234002-0.00276845j 0.0100228+0.00743475j 0.000296617-0.00428987j -0.0036086-0.00229239j -0.00101542+0.000802213j 0.000950048-0.00229496j -0.000954052+0.000402955j 0.00013201-2.65119e-05j -0.00131882+0.000256724j -0.00268865-0.00503292j 0.000604674+0.00423712j -0.00272755-0.0032006j 0.00421795+0.00164619j 0.00109421-0.00107122j 0.00579169+0.0065607j 0.00204067-0.0021142j 0.0030759-0.000896893j -0.00136503-0.00044846j -0.00257376+0.00484005j -0.00662417-0.00153603j 0.00110426+0.00756097j 0.000143078-0.000350848j 0.000458422+0.00571489j 0.00181962-0.00482686j -0.00114912-0.000664733j -0.0003994+0.00440082j 0.00129301-0.00320508j 0.00948424-0.00571421j -0.00607828+0.000196283j -0.00522347-0.00732628j 0.00239488-0.00750071j 0.00427338+0.00145591j -0.00095067+0.0045114j 0.000340476+0.0013897j -0.00494572-0.000198022j 0.00136172-0.00437364j 0.00176685-0.00209781j -0.00361092+0.00496362j 0.00212193-0.00183672j 0.000630396+0.00220979j -0.00202713-0.00249053j 0.00176388-0.000394912j -0.0030415-0.000437843j 0.000350711-0.00178442j -0.00161667-0.00120133j 0.00117748-0.00108276j 9.55986e-06-0.000674061j 0.00216282+0.00156793j -0.00134982+0.00128016j -0.000256256+0.000475733j -0.000538651-0.00187036j -0.000570636+0.000319176j 0.00038802-0.000532134j -0.00159696-0.00119921j 
-0.00410945-0.00646953j -0.00631075-0.00276455j 0.00116757-0.00188059j -0.00195644+0.00186384j 0.000480755+0.00267833j 0.00127353-0.00304648j 0.00248688-0.00418893j 0.00452661-0.00129777j 0.00481848-0.000843033j 0.00189415-0.00618949j -0.00466716+0.00223816j 0.00213715-0.00172886j -0.00318874+0.00206943j -0.00251473+0.00242412j 0.00129201+0.00687247j 0.00209923+0.00732262j 0.000783241-0.00801806j 0.00222671-0.000875256j -0.00536129+0.00193614j 0.000558137+0.00300031j -0.00123877+0.000850677j -0.00532648-0.00264492j 0.00175716+0.000413914j 0.00342093-0.00393373j 0.00226247+0.00103852j -0.000701738-0.00124313j -0.00297107-0.00193179j 0.000622317-0.000547192j 0.000980419-0.000796797j 0.00119018+0.00233917j 0.00263738+0.00344752j -0.000323692+0.0027283j -0.000862801-0.00284838j -0.00149954+0.00433803j -0.0073367-0.000533304j 0.00293909+0.0044496j 0.000172533-0.00430923j 0.000632953+0.00276766j 0.000488024-0.00172598j 0.000808738+0.000963122j 0.00232755+0.000412026j -0.00190006-0.000859214j 0.00561182+0.000376199j -0.00469536+0.00383882j 0.00220359-0.00129866j -0.000390727-0.00345728j -0.000395777+0.00347407j -0.00292815-0.0014576j -0.00337087-0.00194572j -0.00335365-0.00252092j 0.00137593+0.00277744j -0.00167237+0.00112563j 0.000615319+0.000481637j -0.00107233+0.00488518j 0.00102237+0.00243507j 0.00126368+0.00183809j 0.000587736-0.00020387j -3.7548e-05+0.00130318j -0.00420831-0.00291347j 0.00180351+0.00163295j -8.79343e-06+0.001122j 0.000120094+0.00125224j 0.000820603+0.00133651j 0.000275042-0.000606188j 0.000164964-0.00172626j 0.001003-0.00034502j 0.00152753+0.0007256j 0.000568855-1.52301e-05j 0.000414838-0.00125458j 
0.00656214+0.0069917j 0.00590672-0.000921918j -0.00253093+0.00292311j -0.00181184-0.0024526j -0.0044344-0.00532553j -0.00274158+0.00114602j -0.005757+0.000171315j -0.00382477-0.00049059j -0.00367172-0.00119357j -0.00194202+0.00519822j 0.00602358+0.00194189j -0.00476312-0.00232072j 0.00434299-0.00538918j 0.00385971-0.000282395j -8.75991e-05+0.00319179j 0.00393253+0.00405362j 0.000199171+0.00213364j -0.00536914+0.00137194j -0.00406748-0.00303376j -0.00187936+0.00117884j 0.00947654-0.00282031j 0.00153603-0.00433466j -0.000468846+0.000429385j -0.00504428-0.00182901j -0.00294641-0.000124568j -8.77988e-05+0.00178869j 0.00343396+0.000974761j -0.000309966+0.000385628j -0.00155757+0.00161509j -0.00400364-0.00362075j -0.0016609-0.0033881j 0.00185284-0.000932706j 0.00243464+0.00170278j -0.00108084-0.00427134j 0.00414534-0.00239102j -0.00286183+0.000871792j 0.000736609+0.00422567j -0.000792413-0.000357054j -0.00260604+0.000761351j -0.000301099-0.000136611j 0.00140775-0.00195327j -0.000818514+0.00344714j -0.0041465-0.0082657j 0.00052581-0.000859352j -0.00570971+0.00201289j -0.00068049+0.00101394j 0.00401889-0.000444076j 0.00381983+0.00425194j 0.00234204+0.00566975j 0.00320914+0.00305481j -0.00119995-0.00682706j 0.000421902+0.000486913j -0.00318146+0.00162658j 0.00204673-0.00519417j -0.00151191+0.00107909j -0.00179959-0.00110267j -0.00133633-0.000447024j -0.000633854-0.000143303j 0.000597258-0.000674573j -0.000283425-0.0020034j 0.000143527-0.00241488j -0.00117069-0.00382885j 0.00168356+0.000575488j 0.000751008-0.000982514j -0.00126853+0.0029356j -0.00078214-0.000217263j -0.00139005+0.000339439j 0.000472879-0.000757512j -0.00109833+0.000985838j 
-0.00086798+6.68816e-05j 0.000164932-0.000752238j 0.000545196-0.000567254j 0.000915568+0.000139114j 0.00101785+0.000718004j -0.00148184-0.000319157j 0.000373604+0.00053241j 0.00248162+0.00489605j 0.00407044-0.00268159j 0.00380121+0.00693633j -0.00720856+0.00263333j 0.00629527-0.00269362j 0.00262562+0.00135681j 0.00459652-0.00902546j -0.00102003-0.00559287j 0.00495585-0.00264522j 0.000862897+0.00144354j -0.00289662-0.00192677j -0.000402356-0.0029332j -0.00255514+0.00343172j 0.0013638-0.000456441j 0.000466063-0.00106876j 0.000871113-0.00100899j 3.45879e-05+0.00493365j 0.00137333+0.00040098j -0.00128367-0.00128546j -0.000709828+0.000776863j 0.00148063-0.000581495j -0.000388059-4.48551e-06j -0.000177265-2.57164e-05j -0.000771747-0.000445621j -0.000636179+0.00135098j -0.000269461-0.00133136j -0.0012776-4.02855e-05j -0.00218644+0.00135649j -0.00107412-0.00266832j -0.00247129-0.000812963j 0.00457843+0.00286243j 0.0093023-0.00535031j 0.00670462+0.000303541j 0.00844792+0.00416826j -0.00647542+0.00207145j 0.000393991+0.000155626j -0.00228074+0.00313937j 0.011264+0.00363575j 0.00330157+0.00270239j -0.00384144-0.00388305j -0.00369896+0.00661483j -0.00877973+0.0042938j -0.00166375+8.88027e-05j 0.000196105-0.00569712j -0.00549146+0.00201635j 0.000591494-0.00115202j -0.00113127+0.00114328j 0.000537003+0.00226431j -0.00331219-0.00684171j 0.000231655+0.00106912j 0.00248639-0.0017939j -0.00402647-0.00216151j -0.000535135-0.00285869j 0.00296313+0.00131026j 0.00204357-0.00022795j 0.00132518-0.000202422j 0.00361187+0.00232136j 1.34074e-05-0.00178732j -0.000630007+0.00111238j -0.000951937-0.00115423j 0.000175953-0.00129361j -0.000216669+0.000545962j 
-0.00191051-0.00297527j -0.00220085-0.00214299j 0.00200042-0.0026017j -0.00018446+0.00215686j 0.0006857-0.000183552j -0.000583986+0.00145658j 0.00101554-0.00048179j 0.000915092-0.00392555j 0.0010328+0.00143978j 0.00512946-0.000267821j -0.00350791+0.00447668j 0.00180068+0.00056069j -0.00238492+0.000400774j 0.00256537+0.000725687j -0.000161322+0.000178437j 0.0025518-0.0042071j -0.00348872-0.00184725j 0.000406786+0.00102607j 2.02749e-05-0.00154183j -0.00217253-0.00194635j -0.00208936+0.00182915j 0.000362976+0.00703841j 5.03519e-05+0.00272717j 0.0023865+0.00126972j 0.00260371+0.00201422j 0.00129751-0.00147758j -0.0020388-0.00372135j -0.00299141+0.00193674j 0.000362291-0.0021776j 0.00128302+0.00296984j 0.00174294+0.000606128j 0.00255509-0.000423379j -0.00187223+0.00102705j 0.000846068-0.00234496j 0.00204178-0.00151621j -0.000841461-0.00224928j 7.56293e-05+0.001175j -0.0020942+0.000517182j 0.00283748-0.00184231j -0.00066424+0.0015807j -0.00051748+0.00623011j -8.69836e-05+0.00018889j 0.00491579-0.00298601j 0.00692417-0.00497984j -0.00189558+0.00264202j 0.0044982+0.00270249j 0.00292281+0.0038526j 0.000537366+0.00430964j -0.00100908-0.000407993j 0.000159167+0.00187833j 0.00588458-0.00463806j -0.000490804-0.00488019j -0.0088606-0.00517019j 0.00149704-0.00332306j 0.000458091-0.000576746j -0.00738261+0.00282031j -0.00406332-0.00387885j -0.000822619-0.0073692j -0.000629044+0.00153249j 0.00235971-0.00481368j 0.00406685+0.00310968j -0.00284892-0.000365508j -0.00286105+0.000244008j -0.000675633-0.0026403j 0.000857679-0.00108593j 0.000229194-0.00198199j 0.00167635-0.000113515j -0.000354339+0.000785889j -0.000897283-0.000850043j 
-0.00130154-0.00189073j -0.00139091+0.000350349j 0.0022069-0.00119231j -0.000756274+0.00108779j -0.000531647+0.000207086j 0.000978968+5.88596e-05j -0.00161072-0.00087611j -0.000907379-0.00320707j 0.000131759+0.00400876j 0.002083-0.00202076j 0.000272251-0.0004639j -0.0024114+0.00292976j -0.000864978-0.000795149j -0.00187783+0.0071008j -0.00108198+0.00703284j 0.00143391+0.00613353j -0.000680421-0.00448768j 0.00026408+0.000319924j -0.00148145+0.0027699j 0.00205745+0.000632201j -0.00104849+0.00036899j -0.00314601-1.92679e-05j -0.00110637+0.00191699j 0.00154405-0.00340667j 0.000308235+0.000846841j 0.00107254-0.000954271j -0.000889653-0.00213797j -0.00235584+0.0012729j 0.00100896-0.00190043j 0.00161945+0.00196237j 0.00164495+0.00107558j -0.000504612-0.000481512j 0.00116329+0.000832437j 0.00115164+0.000543165j 0.00440962-0.000311278j -0.000273353-0.00072011j 9.77524e-05+0.00277824j 0.00111557-0.00271952j -0.00423729-0.00321211j 0.00269113-0.00285546j 0.00120865-0.000521176j 0.0028053-0.00384901j -3.7619e-05+0.00196018j -0.00027833-0.00327627j -0.0032078+0.00271221j -0.00217247-0.00402468j -0.00159908-0.00142552j 0.00101439-0.00489158j 0.00287852-0.00278457j 8.52563e-05-0.00111496j 0.00052339+0.00422167j 0.00056118-0.00437679j 0.00141967+0.00278726j -0.00188246+0.000487306j -0.000915626-0.00540634j 0.00172356+0.0034936j 0.00284037+0.00233026j -0.00317506+0.00278191j 0.004847+0.00282989j -0.00267616+0.00290559j -0.000897979-0.00433245j 0.00121466+0.00368739j -0.00253533+0.000581874j -0.00346323-0.00129127j 0.00156698+0.000508403j 0.000397759+0.000233143j 0.00192155+0.0024478j -0.000599445+0.00134259j -0.00118744-0.00115219j 
