-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
-0.00228794-0.00273838j 0.00029823+0.00105513j 0.00191594+0.000404882j 8.94861e-05+0.00263917j -0.00232961-0.00131407j 0.0021098+0.0101274j -0.00646367+0.00417974j 0.000142162+0.00103506j 0.00764345+0.0027275j 0.00777161+0.00400065j -0.0067904-0.000277682j 0.000325045+0.0041126j -0.00140039+0.0036698j -0.00110036-0.00160066j -0.00588875-0.00177923j 0.00283644+0.0026799j -0.00189668-0.00250065j -0.000982893+0.000393503j 0.000495463+0.000805741j -0.000292436+0.00227102j 0.000810579+0.00093741j -0.00404116-0.00178138j -0.00189841+0.00189323j 0.000299078+0.000647134j 0.00242123-0.00309271j 0.00011-0.000820141j -0.00322448-0.00157752j -0.000539476+0.00196847j 0.00102492-0.000928498j 0.00293868+0.00157415j 0.00036903-0.00178149j 0.00199794-0.000710859j -0.000511594+0.00272377j -0.00444787-0.00114273j -0.000293466-0.00598147j -0.00365369+0.00431246j 0.00390903-0.000914989j -0.00184529-0.0012278j -0.00170602-0.000607684j 0.00278195-0.00124452j 0.0021429-0.00730178j -0.00367004+0.00645846j -0.00694459-0.0048776j 0.000867288+0.00168288j -0.00139882+0.00159968j -0.00397309+0.00406997j 0.00196705-0.00357778j -0.00585765+0.00264806j -0.00214894+0.00344936j 0.000487265-6.9687e-05j 0.00145417+8.57021e-05j -0.0011682+0.00307972j 0.000644846+0.000210915j -0.00287557-0.00337935j -0.00775964-1.57085e-05j -0.000579421+0.00118289j -0.00129491-0.000576849j 0.000664154+0.00235644j -0.000414267-0.00390307j 0.00197031+0.000427565j -0.00287662-0.00488901j -0.00230634-0.000154706j -0.00105995+0.000287781j -0.00221525-0.00564712j -0.000444242-0.00181419j 0.000556578+0.00192889j 0.00125463+0.00111126j -0.000265298+0.000496652j -0.00137642-0.000114577j 
-0.00194049-0.0031278j -0.000945145+0.00258753j -0.0001499+0.0012806j 0.00220403+0.000563391j 0.0014203+0.00222871j 0.000171633-0.00137514j 0.00101644-0.000100974j 9.24696e-05+0.000251065j -0.000152103+0.00332963j 0.00126314+8.91565e-05j -0.00156637-0.00150041j 0.00308842-0.000122624j 0.00423386-0.00110826j 0.00120117-0.00144278j -0.00203177+0.000528559j 0.00399981+0.0020798j 0.00592017+0.00316536j -0.00315679-0.00195744j -0.00394689-0.000290214j 0.00276525+0.00614068j -0.000645834+0.000247872j -0.000773294-0.00406504j -0.000486889-0.00253673j 0.000491412+0.00397563j -0.0017671-0.000504425j 0.000597773-0.000750777j 0.000191809+0.000880522j 0.000465489+0.000673966j -0.000324272-0.000308394j 0.00151718+0.00156517j 0.00185145-0.000484826j -0.000662791-0.00414225j 0.000459854+0.00145216j 0.000323029-0.00326852j 0.00493308+0.00029317j -0.00111159-0.0024003j -0.00259469+0.0015255j -0.000751268+0.00168391j 0.00733301+0.00105268j 0.000545759+0.00173483j -0.0013432-0.00255168j -0.00217414+0.00387729j -0.00776943+0.00282564j -0.00089498-0.000108556j 0.00392739-0.00401508j 0.000160899+0.00363338j -0.00567461-0.00678335j -0.000955412+0.00214806j -0.00192765+0.00392107j -0.00015322-0.000492536j 0.000816818-0.000865697j -0.00434734+0.00575161j 0.00254203+0.00119329j -0.00144024-0.00336509j -0.00334636+0.00203382j 0.00548389-0.00267359j 0.0023722+0.00261534j 0.0011003-0.000334158j 0.000715239+0.00231093j -0.00264848-0.00112684j 0.00270331-0.000662795j 6.44107e-05-0.00193681j 0.00024364-0.00347978j 0.00433754+0.00208808j 1.63139e-05+0.00316241j 0.000280331+0.00174402j -0.000925978-0.00248115j -0.00217792-0.000280826j 0.000475099-0.000171322j 
-0.00118562-0.000275726j -0.00139157-0.000209372j 0.000349689+0.000288901j -0.00332648-0.00177793j 0.000724181-0.00314708j -0.00440222-0.00273184j -0.00197774-0.00528212j 0.00532531+0.00015816j 0.00285635-0.00529227j 0.00123715+0.000685871j -0.00287975+0.00321159j 0.00198614-0.00477904j -0.000407824+0.000349674j 0.00119924-0.000885959j 0.00220425+0.0037409j 0.00352228+0.00435846j -0.00309772-0.00528174j -8.01318e-05-0.00129798j -0.00306875-0.00134133j -0.00343839+0.000578089j 0.00476178-0.00159881j -0.00241479-0.000550505j 0.00108187+0.0020705j -0.00217716-0.00548596j 0.00183488-1.48871e-05j -0.00177058-0.00052731j -0.00091542-0.000930382j 0.00137735-0.000914611j 0.000841812-0.000595502j 0.000271578+4.19265e-06j -0.000280937+0.00356985j -0.00455819-6.49128e-05j 0.00163459+3.90712e-05j 0.00264736+0.00120344j 0.00179639+0.0029242j 0.000674584-0.00252281j -0.00366975+0.000873803j 0.00631757-0.000193533j 0.00402595-0.00385078j 0.00720159-0.00233425j 0.00414192+0.00147649j -0.000924889-0.0026499j 0.000630457+0.00553027j -0.0024047+0.00103128j 0.00653974+0.00358857j -0.000860287-0.00111094j -0.00400176-0.0046507j -0.00238636-0.0036377j -0.0032467-0.0010186j -0.000212142-0.00134493j -0.00171052+0.00232729j -0.00292697-0.000680734j 0.00472318+0.00087832j -0.00126061+0.0011287j 0.000325912-0.00315616j 0.000870006-0.00463402j 0.00336061+0.00268896j 0.000794042+0.00072692j 0.00238698+0.0028293j -0.00315523+0.000627751j 0.00160867-0.00136038j 0.00450874+0.00391136j -0.00131531+0.00124137j -0.00243889+0.00071328j 0.000485528-0.00157264j -0.000569684+0.00197369j 0.000995613+0.00246673j -0.000556208+0.000556494j -0.000295065-0.000403829j 
-0.000948531+0.00258005j 0.00630673+0.000566211j 0.000833703-0.00215377j -0.000275474+0.00137955j 0.00160654+7.08505e-05j 0.00275265-0.00328278j 0.00363526+0.00307138j 0.00341477+0.00433338j 0.000964674-0.00175622j 0.00653198+0.00841009j -0.00436224-0.00259431j 0.00203888+0.000575353j -0.00117987-0.00127197j -0.00110856-0.00247565j -0.00407835-0.000586398j -0.00119401-0.0023928j -0.00505469-0.00356943j 0.000843627-0.00118586j 0.00635916+0.000915931j -0.00204652-0.00231999j -0.00039471-0.00227897j -0.000618557+0.004799j -0.00319276+0.00385612j 0.00244973-0.000824033j 0.00102496+0.00265914j 0.00314586-0.00125546j -0.000995395-0.00118057j -0.00362+0.000353617j 0.00135074-0.00283455j 0.00122385+0.000881368j 0.000932958-0.00243291j 0.00602313+0.00436775j -0.00036154-0.00504732j -0.000259457+0.00700506j -0.00973674+0.00177276j 0.00698161+0.00446821j -0.000821491-0.00485768j -0.00116099+0.00782382j 0.000702374-0.00288404j 0.00138403+0.00392033j 0.00142101+0.0048109j -0.0034601+0.00191996j 0.0102279-0.00741331j -0.00642462+0.00730169j -0.00624625-0.00343372j -0.0054073-0.00471324j 0.00497661+0.00557147j -0.00576794-0.00424662j -0.00249237-0.000913232j -0.0069021-0.00294355j 0.00620061-0.00270377j -0.00209903+0.00518993j -2.25499e-05+0.00109803j 0.000401187+0.00035876j -0.000779333+0.00257796j 0.00410969+0.00105017j 0.00191763-0.00240122j -0.00311676+0.0016985j -0.00473142-0.00213219j 0.00223593-0.00144718j 0.00417214+0.00215218j -0.00118486+0.00217229j 0.000912993+0.00342171j -0.00229028-0.00124018j -0.000189359-0.000775981j 0.000947372-0.00307507j 0.00377486+0.000595901j 0.00062539+0.00161637j -0.00188805-0.00147388j 
0.00431541+0.00229967j -0.000253604+0.00119087j 0.000995761+0.00166995j 0.00077976-0.000489988j -0.00362484+0.00105561j 0.00283689+0.00461737j -0.00247974+0.00496766j -0.00440916-0.000660395j -0.00303585+0.000471711j 0.000996506+0.000356914j 0.00464005+0.0023989j -0.0059413+0.00496254j 0.000936282+0.00158376j -0.00145623+0.00112626j -0.00137932-0.0017932j -0.00129669+0.00130467j -0.00131258+0.00158641j -0.000950628+0.00367042j -0.000456738-0.000577865j 7.36734e-05+0.00148299j -7.95097e-06+0.00099455j 0.000127178-0.00330679j 0.000253844-0.00248739j -0.000231017+0.00182218j -0.000376551-0.000155603j -0.000537011+0.000755972j 0.000979935+0.00153604j 0.000121679+0.000521406j -0.000938906+0.00145953j -0.000932071-0.00205231j -0.00462013+0.00154512j -0.00218956-0.000831412j -0.00100864+0.00320472j 0.00323991+0.00184029j 0.000484586+0.00346109j 0.000595309+0.000239381j -0.00221068-0.00122133j 0.00141836+0.00160752j 0.00532824-0.00020515j 0.0015833+0.000886754j 0.00176004-0.00450556j 0.000942119+0.00310423j 0.00032601+0.00219055j 0.000618236+0.00595562j 0.00473036-0.00186548j 0.00128998-0.00158544j 0.00279278+6.74295e-06j -0.00311794-0.0024358j -0.00273389+0.000954712j -0.00036989+0.000525294j -0.00167671-0.000432191j -0.00201697+0.00502752j -0.000152515+0.00333839j -0.00162287+0.00134588j 0.0021354+0.00286433j 0.00215613-0.000712869j -0.000826773-0.00052171j 0.0032598-0.000746623j -0.00142758+0.000488933j 0.00022452+0.00151831j 0.0011487+0.000867508j 0.00263488+0.000780618j 0.000713887-0.00216005j -5.59531e-05-0.000297839j 0.00065798+0.00127253j 0.00014264+0.00268277j 0.000994794+0.00115387j -0.000901112-0.000545522j -0.000940933+0.000687247j 
-0.000490283+0.000850624j -0.00388283-0.000438251j 0.00229258+0.00121002j -0.00163666-0.000991616j -0.000684984-0.00243722j -0.001506-0.000251501j -0.000577399-0.00223224j 0.000777054+0.000400453j 8.90566e-05-0.00500804j -0.00339109+0.00370003j -0.00377161+0.00160022j -0.0011993-0.000507528j -0.000313434+0.00171122j 0.00161079-0.00196795j 0.000347243-0.00298758j -0.000941243-0.000431179j -0.00181499-0.00218016j 0.00105484+0.000543964j 0.000232731-0.00132487j -0.00442589-0.00215068j 0.000119976-0.00301849j -0.00162782+0.0016195j 0.000891427+0.000258757j -0.000254593-0.000423533j 0.00125367+0.0022293j -0.000870997-0.000154799j 0.00107629-0.00129714j -0.000515893+0.000226241j -0.00129279+0.000200381j -0.000931416+0.00105134j -0.00170251+0.00462085j -0.00569833+0.000469388j -0.000657802+0.00275656j 0.00326159-0.00563154j 0.00925493+0.00350377j -0.00160619-0.00707122j -0.00123624+0.00303317j -0.000573964-0.00142977j 0.00341726+0.00707235j -0.00214052+0.00233719j -0.000654642+0.000790637j 0.00325811-0.00114412j 0.000876399+0.00575568j 0.000415186-0.00434117j 0.000222354+0.00144125j 0.00213617+0.00269094j 0.00256758+0.00216092j 0.00269812-0.0087251j 0.00236288-0.0029021j 0.00375168+0.000456958j -0.0013474-0.00153354j -0.00187916+0.000626599j -0.00151086+0.000167158j -0.00182856-0.00283437j 0.00201554-0.00299184j 0.00432276-0.00119191j 0.00057004+0.000718584j 0.00188941-0.00110069j 0.00289986+0.00411849j -0.00109327-0.000697583j 0.00236062+0.00290041j 0.00213166+0.000399699j 6.44089e-06+0.001185j 0.00069518+0.00307049j 0.000422902+0.00155538j 0.000648389-0.00147009j 0.000330127-0.00137778j -0.00220441+1.38585e-05j -0.000494714+0.000533941j 
-0.00512164+2.45217e-05j -0.00459971+0.000657213j 0.00293946-0.00202416j -0.00242193+0.000192132j 0.00185175+0.00199724j 0.000934256-0.00544962j 0.00413767-0.0027514j 0.00135305-0.001876j -0.00339607-0.00393993j -0.00459638-0.00034336j -0.00178603+0.000536968j 0.000583106-0.000194329j -0.00152288+0.00339051j -0.000775276-0.000201699j 0.00136903-0.00408823j -0.00456339-0.00204423j 0.00119003+0.000141245j 0.00159062-0.00104878j 0.00146587-0.000309239j -0.00217811-0.00091004j -0.00754991-0.00136549j 0.000629135+0.0017947j 0.00201484-0.00299699j 0.00522661+0.00187347j 0.000304873+0.00445536j -0.000558279+0.000572467j 0.000656496-0.000410007j -0.000329208-0.000632302j -0.000233021-0.000912408j -0.000735772+0.00387507j -0.000483126+0.00396203j -0.00330852+0.00627652j 0.00423576+0.00190539j 0.00129516-0.00660071j 0.00629338+0.00177283j -0.00315474-0.00401562j 0.0017847+0.00048247j -0.000182273-0.00208129j -0.000185876+0.0082684j 0.00492639+0.00292202j 0.00109122-0.00484739j 9.76854e-05+0.00571013j 0.000169943-8.99915e-05j 0.00202359+0.00129249j -0.00377119+0.00922758j -0.00302195+0.00536917j 0.00872784+0.00550947j -0.00236137-0.0134142j 0.00033207+3.43315e-05j 0.00528605-0.00202248j -0.00108362-0.0051382j -0.00284735+0.00636638j -0.00126199-0.00318716j -0.00216462-0.000300932j -0.00165104-0.00160707j 0.0048064-0.002368j -0.00121487-0.00179566j 0.00476825+0.00181249j -0.000511389-6.34197e-05j 0.00277762-0.00244034j 0.000831675+0.00284764j 0.00198745+0.00166099j 0.00151169+0.00694878j -0.00512648+0.000635781j -0.00070567-0.00131882j 0.00159382-0.000152117j 0.000772127+0.00166444j -0.000751056-0.000387187j -0.00243387+0.000141903j 
-0.00625851+0.00205995j 0.00813705+0.00362546j -0.00154012-0.00260768j -0.000285706+0.00153621j 0.00219251+0.000917285j -0.00229893-0.000127358j 0.00225178-5.46383e-05j 0.0055554-0.00150337j 0.00316017+0.00413042j 0.00766037-0.00399408j 0.00157416-0.00401489j 0.00347069-0.00100134j -0.00527885-0.000495645j -0.00147222+0.00241831j 0.00252405+0.00154474j 0.0016144-0.000655612j -0.00215576+0.000386098j -0.000374875-0.0016985j 0.0021327+0.00128254j 0.00201845+0.00177016j -0.000984784+0.00492978j 0.00215667+0.000380529j -0.0007362-0.00106725j 0.00251548+0.00103335j -0.00056208-0.00114688j 0.00235094+0.000792774j -0.00347455+0.000386781j 0.000842237-0.00117101j 0.00166636+0.000631946j 6.11627e-05+0.00394911j 0.00392967-0.00541059j 0.00504133+0.00592982j 0.00566882-0.00312071j -0.00484828-0.00555138j 0.0023761-0.00714999j -0.00294155-0.00343075j 0.00355996-0.000720749j -0.00290093+0.00210662j -0.00420307-6.55069e-05j 0.00310448+0.000584793j 0.00118237+0.00161196j -0.00527904+0.0035352j -0.00387246-0.00405383j -0.000286456-0.00170642j -0.00344473+0.00528552j -0.00226998+0.00468819j -0.00249099+0.000998253j 0.000240445+0.00135429j 0.0013288+0.000982904j 0.000550055-0.0036889j 0.00335363-0.00172866j 0.00125262+0.00107794j 0.00139749-0.00166679j -0.00214961+0.000727145j -0.0025674+0.000152635j 0.00165288+0.00141225j 0.00125682+0.00083258j -0.00423327+0.000758772j -0.00100798-0.00260313j 0.00111278-0.000135451j -7.40318e-05-0.00159675j -0.00314931-5.86659e-05j 0.000722823+0.000576205j 5.41093e-05-0.00105449j -0.00119897+0.000417654j 0.00116426-0.00228677j -0.000181084+0.000100824j 0.00105309+0.000541338j -0.00175295-0.00100016j 
0.00404295-0.00175194j -0.00183449+0.000971588j -0.00135225+0.00248373j 0.0026776-0.00239141j 0.00151993-0.00127115j -0.00197056+0.00335553j -0.00328271+0.00126572j -0.00179842+0.00251768j 0.00171344+0.00170058j -0.000291742+6.87551e-05j 0.000550565+1.49361e-05j 0.000486257+0.00119312j 0.00111399-0.000153263j -0.00115904-0.000344912j -0.00250987-0.0010911j -0.00328574-0.000755237j 0.000871618+0.000919702j 0.000950523-7.2866e-05j 0.00142043+0.000345215j 0.00209909-0.00124883j 0.000839838+0.0026383j 0.00229585-0.000639599j -0.000296942+0.00136159j -0.00250644-0.00145862j 0.000997512-0.00422526j -0.00222073-0.00130334j 0.000178532+0.00134679j 0.00179776+0.000139451j 0.00113277+8.32059e-05j 0.00253476-0.00459065j -0.00366957+0.00262038j -0.00250282-0.00916079j -0.00411957+0.00436236j 0.00571056+0.00463936j -0.000177567+0.000147139j 0.0015905+0.00447705j -0.00198903-0.00115249j -0.00501296-0.000127837j 0.00577998+0.00722114j -0.00456137+0.000936358j -0.00944082-0.0080563j 0.00454389+0.00160863j 0.00280854+0.00381856j 0.00240058+0.00374828j 0.00245362-0.00944268j -0.00238766+0.000556646j 0.00562978-0.00247074j -0.00848688-0.00545278j -0.000116549-0.00169283j -0.000367912+0.00162284j -0.00112235+0.00259611j -0.00126318+0.00897028j -0.00111988+0.00122082j 1.21808e-05-0.00404728j -0.00368537+0.000468811j 0.00431588+0.000933477j -0.00109068-0.00287667j 0.00524641-0.00120667j 0.00132364-9.36673e-05j 0.0016225-4.84058e-05j 0.00154381+0.00344931j 0.00349623+0.000736105j -0.00244699-0.00201199j -0.0031914-0.000999441j -0.000309722-0.000867234j -0.00186282+0.00387152j 0.00142519+0.00178543j -0.000210676+0.000634082j 0.00178412+0.000515049j 
0.0064898+0.00170151j -0.00102985-0.00363073j 0.00170143+0.000765871j 0.00212502-0.00116688j -0.000679486+0.0042839j 0.00179038-0.00483403j 0.00374427+0.00246816j -0.00308527-0.00219689j -0.00630298+0.000187726j 0.00222147+0.00228286j 0.00448717+0.00623479j -0.00259399+0.00370462j -0.00152479-0.00118677j 0.00300004+0.00122747j 0.00476368+0.000483465j 0.00334115+0.00016168j -0.00574854-0.00175781j -0.00132227+0.00267918j 0.000538151-8.18266e-05j -0.00195826+0.00094266j -0.00361057+0.00313431j 0.00277651+0.000735375j 0.00267999-0.00363133j 0.0033129+0.00321319j 0.000769055+0.00657972j 0.000568014-0.00257223j 0.000467879+0.00161582j -0.000646825-0.00172927j 0.00090583-0.000688226j -4.5832e-05-0.00450673j -0.00200888+0.000265074j 0.00231239-0.00523034j -0.00572862+0.000707148j 0.00496209+0.00685142j -0.00554347+0.00339743j 0.00499068+0.00200168j -0.00383183-0.00151323j 0.00289488+0.00226818j 0.00217631-0.00640263j -0.00148516-0.00130838j -0.00075249+0.00260885j 0.000711092-0.00489587j 0.00404765-0.000408092j -0.00172147+0.00174812j -0.0017576-0.00641411j -0.0023777-0.0060781j -0.000953439-0.00438855j -0.00234943+0.000690471j -0.00174668-0.0032212j -0.00526777-0.000254288j 0.000516515+0.00454196j -8.21369e-05-0.00369585j 0.00231336+0.0027309j 0.00148978-0.00389884j -7.03238e-05-0.00261341j -0.00168585+8.78864e-05j 0.00258879-0.000875311j -0.0029553+0.000970303j 0.00388476+0.0024413j -0.00368357-0.000232904j 0.00144108-0.000435516j 0.00326101+0.00402158j -0.001183-0.00134384j -0.00401008-0.0006926j 0.000603139-0.0010859j -0.00108256+0.00043277j 0.000631577+0.00206375j 0.000636959-0.000303171j -6.24987e-05-6.05675e-05j 
-0.00609053-0.000529099j -0.00393087+0.00487352j 0.00484946-0.00225061j -4.81373e-05-0.00388823j 0.00280779-0.00121883j -0.0021645-0.0047831j 0.000356845-0.00119572j 0.00244731-0.00137167j 0.00124746-0.000112736j 0.00368527-0.00187514j -0.00147069+0.000459078j 0.00380939-0.00208386j -6.78043e-05-0.00133226j 0.00100558+0.000544035j 0.000945291+0.00139476j -7.79171e-05-0.00220088j 0.0001251-0.0019946j 0.000265347-0.00274622j 0.000606354+0.000964381j 0.00241621-0.00102573j -0.00127493+0.000598339j 0.00173102+0.00304609j 0.000841189+0.00231277j 0.00142839-0.000338666j -3.80432e-05+0.000435889j -0.00140715-0.00126571j -0.000915249-0.00176351j -0.00125027+0.000638325j 0.00186278-0.00204669j 0.000185914+0.00120688j -0.00743844+0.00766971j -0.0106255+0.000697248j 0.00488166+0.0115393j -0.000341255-0.00422248j 0.00694145+0.0010132j -0.00619694+0.0042648j 0.00211924+0.00357073j 0.00632123-0.00434312j 0.00539103-0.00268876j 0.00603721+0.00151932j 0.00675888-0.0106j 0.00318169+0.00286393j -0.00329716+0.00496084j 0.00229709+0.000748972j 0.00509717+0.00357991j 0.00616146-0.00131832j 0.00646005+0.00106704j 0.00021699-0.00788825j -0.00379354+0.00332034j 0.00800439+0.00160425j -0.00401113-0.000891044j -0.00401351-0.00155878j -0.00325241+0.00337072j -0.00120765-0.00390169j 0.000864641-0.00019949j -0.00228132-0.00213908j -0.00378676+0.000966022j 0.00674083-0.00191375j 0.00375592+0.00249338j -0.000135022+0.0017394j 0.00017823-0.00454509j 0.00438241+0.000908659j -0.000415488+0.00203361j -0.00415126-0.00532051j 0.00135918+0.0011327j 4.0871e-05+0.00319971j 0.00421581+0.00569433j -0.000831368+5.42759e-06j -0.00317186+0.000416369j 
-0.00242707-0.00427848j -0.00250558+0.0050349j -0.00122034+0.00584922j 0.00149181+0.0028707j 0.0015631+0.00256737j 0.000765969-0.000799685j 0.00254125-0.00111893j 0.00559551-0.00394282j -0.00208264-0.00305704j -0.00228182-0.000831399j -0.00132075-0.00489033j -0.00111134-0.000111187j -0.00254238+0.00325947j -0.000629994+0.000168544j -0.000554127-0.00356708j -0.00111252+0.0010039j -0.000635589+0.00158125j 0.000581926+0.000483175j -0.000202425-0.000435121j -0.00394548+0.00231766j -0.00112741-0.00333571j -0.00229404-0.000502893j -0.000262527-0.00360402j 0.00167767+0.00208409j -0.00184231+0.0020691j 0.00270597+0.00121903j 0.000691726-0.000535418j -0.000113556+0.0012969j -0.001663+0.000428456j 0.0108474-0.00256488j -0.00250741-0.00288518j 0.000675534-0.00777726j -0.0101453+0.000260439j 0.00500311+0.00388192j 0.00169517+0.00237676j -0.00207265-0.00345939j -0.00281751+0.00325158j -3.0062e-05-0.00328111j 0.00196531-0.00128627j -0.00421924-0.00687034j -0.00470955+0.00313727j 0.00799823-0.00684965j 0.0100993+0.00296984j 0.00423031-0.0035718j 0.00132585-0.00403833j -0.00169126-0.00476774j 0.00169134-0.00575084j -0.00728979+0.00163518j 0.00178825-0.00111228j -0.0056893+0.00266043j -0.00141153-0.000963247j -0.00193868+0.000651104j -0.00320698+0.00300262j -0.00649421+0.000651769j 0.000423462-0.00443453j -0.000148156-0.000475703j 0.0014424-0.000633062j 0.000954642-0.000797192j 0.00538619+0.00198845j -0.00125516+0.000294747j -0.0021468+0.00335455j 0.00464602+0.0014436j -0.00260164-0.00232402j -0.00125331+0.00561921j 0.00127645-0.00126045j 0.00133098+0.00193097j -0.00185778-0.00278136j -0.00252551+0.000642536j 0.000261353+0.00142042j 
-0.00440219-0.00246489j -0.00459567-0.000424443j 0.000763271-0.00212876j -0.0023062+0.00198624j -0.000546523-0.00121302j -0.000232973+0.00440341j -0.00341442-0.00212831j 2.49767e-05-0.00277745j 0.00387524-0.00139429j -0.00129264-0.00312615j -0.00308113+0.0035651j -0.000538345-0.000735189j -0.00213484+0.00329679j -0.000103783+0.000353736j 0.000646959-0.00155692j -0.000168906-0.000258909j -0.000164201-0.00150607j 0.00127448+0.00118603j -0.0016095-0.000179573j -0.00214032-0.00131987j -0.000464372+0.000212454j -0.00242863+0.00116617j 0.00144975+0.000899052j -0.000567934-0.00153845j 0.00157203-0.00246154j -0.00133837+0.00133138j -0.00201223-0.00146526j 0.000729312+0.000698431j 6.05883e-05-0.000169753j -0.00233262+0.00404404j 0.00120926+0.0043589j -0.00308553+0.00544823j 0.00192917+0.00089064j 0.00160465-0.00132573j 0.00267671+0.0066163j 0.00267863-0.00266453j -7.51952e-05+0.00072756j 0.00248117+0.000705186j 0.000741774-0.00112199j 0.00324628+0.00226757j 0.00480345+0.00184537j -0.00153418+0.000410196j 0.000101155+0.000175527j -0.00233915+0.000304503j 0.00117992+0.00021673j 0.00250228-0.00168851j -0.00103845+0.00230976j 0.00339884-0.00240363j -0.00273418-0.000608555j 0.000322665+0.00109951j 6.26941e-05-0.000591369j -0.00175191-0.0017611j 0.00219961+0.000561296j 0.000721291+0.00145803j 0.00350761+0.000664463j 0.000210604-0.00145629j 0.000229699+0.00111192j 0.000454532-0.00162479j -0.00131879+0.00139426j 0.000310954+0.00189297j 0.00239669-0.000964833j 0.000570376-0.000228301j 0.00241592+0.000953196j 0.00126364+0.000532501j 0.000726097+1.2472e-05j -0.000131813-0.00149202j 0.000817407+0.0006945j -0.000447879-0.000426535j -0.000958229-0.000837824j 
0.0120649-0.00354415j -0.00490825-0.0108509j -0.00228438-0.000296293j -0.000479011-0.000298182j -0.00224029-0.00108101j 0.000297041+0.00405661j -0.00500026-0.000272073j -0.00714522+0.00301831j -0.000218229-0.00119059j -0.00486992+0.0027176j -9.98354e-05+0.00965488j -0.00144094+0.0010963j 0.00388476+4.3037e-05j 0.00101036-0.00282807j -0.00125935+0.000375983j -0.000391949-0.00111625j -0.000721303-0.00223245j 0.000264366+0.00265951j -0.000520779+0.000463324j -0.000692222-0.00271277j -0.000471551+0.00053103j 0.00142639+0.00106761j 0.00161777+0.00284762j -0.00333409-0.00248095j 0.00396773-0.00087583j -0.004094-0.00267254j 0.00100739+0.00172691j 0.000707339-0.00071668j 0.00187071-0.00313082j 0.00113821-0.00291437j 0.00617333+6.20485e-05j 0.00610374-0.008504j -0.00461691-0.00562237j 0.000796323+0.00632546j -0.00151284-0.00162677j 0.000748174-0.00207669j -0.00402211+0.0028106j -0.000969809+0.00164857j -0.00141193-0.00375982j 0.00154123-0.00495829j -0.000484284+0.00874477j 0.00012799-0.00354455j 0.00632591-0.00350632j -3.21039e-05-0.000687001j 2.87718e-05+0.00137643j -0.00629205-0.00243579j -0.00319816-0.00321883j -0.00543406+0.0030829j 0.00133277-0.00056688j -0.00651303+0.000381271j 0.00432745-0.00410104j -0.00349233+0.000894777j -0.000366163+0.000963528j -0.00394449+0.000857337j -0.0024521-1.61765e-05j 0.00137229+0.000774112j 0.00386781-0.00122299j -0.00368053+0.00160318j 0.00248543-0.000247095j -0.000978847-0.000513224j 7.45154e-05+0.00147209j -0.000247245+0.00233274j -0.0048252-0.000892449j -0.00054973+0.00137048j -0.000426829+5.16384e-06j -0.000550605+0.000800953j 0.00081576+5.07796e-05j 0.000142035+0.0010476j 0.00128352-0.000484796j 
