-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.00231588+0.00231423j 0.00202385-0.00160676j -0.00833059-0.0037481j 0.00694821-0.00529098j -0.00894358-0.00708437j 0.00279922-0.00910992j -0.00515383+0.00319595j -0.00479732+0.00422191j 0.00147052+0.0064608j 0.00495735-0.00763532j 0.00206768-0.00321483j -0.00540346-0.00541373j 0.0160482-0.00119491j 0.00102884+0.000538595j -0.00882447-0.00138516j 0.00692513+0.0106933j -0.00612542-0.00995024j -0.00525488+0.00190453j 0.000953422+0.0023298j 0.0177533-0.00113325j -0.0087066+0.00989928j 0.00117559+0.0169217j 3.63631e-05+0.0128307j -0.00252194-0.000245939j -0.0109653-0.00223867j -0.00487438+0.00514629j -0.0061613-0.00176593j 0.0048704+0.0036916j 0.0016618-0.00433105j 0.00305958+0.00115058j 0.000718981+0.000758641j -0.00320004+0.00915941j -0.01073-8.36575e-05j 0.00292344+0.00621961j 0.00757508-0.00257851j -0.000600112-8.86251e-05j 0.000817104+0.00939262j -0.00900177+0.00218337j 0.00273468+0.00336641j -0.00195301-0.00491609j -0.00546611+0.00225597j 0.00198093+0.00462098j -0.00692046-0.00388143j -0.0017415-0.000873127j 0.000885753+0.00178336j -0.000559885+0.0069621j -0.00160844-0.00098877j 0.0040526-0.00514722j 0.00254538-0.00417275j 0.00259729-0.00177947j 0.00323277+0.00098167j -0.00134944+0.0021422j 
0.000546916-0.000646564j -0.000603569-0.000988444j -0.000585557-0.00196894j 0.0032711-0.00247716j 0.000887069-0.00492198j -0.00499243-0.00238887j 0.00235695+0.00238401j -0.00623451+0.00525711j 0.00462735+0.00261709j -0.00767189+0.00483679j 0.0071813-0.00642391j -0.00722628+0.00137777j -0.00397457-0.00382939j -0.00362026+0.00326832j -0.00612647-0.00585572j -0.00739053-0.00847719j 0.00159563+0.00479083j 0.00666108-0.00451479j 0.00103065+0.0015074j -0.00510525+0.0110606j -0.00191589-0.00268155j -0.00513437+0.000214673j -0.00461368+0.00924052j -0.00598847-0.000461616j 0.00305494-0.00610027j 0.00228459-0.0014004j -0.00616875-0.0129257j 0.00361339-0.00220048j -0.00371262+0.00195802j -0.00210228-0.00361586j -0.00323009+0.000132715j 0.00473867+0.0012801j 0.00683829+0.00400361j 0.00198501+0.00562716j -0.00268962+0.00348064j 0.00208779-0.00214496j 0.00904453-0.00376891j -0.00442826-0.00327248j 0.00135683+2.23059e-05j -0.00200806-0.00020368j 0.00505482-0.00131356j 0.00413726-0.00319781j 0.00622931+0.00207309j -0.00156658+0.000554641j -0.00200466+0.000804954j 0.000857767-0.0011068j 0.00022039-0.000190549j 0.000911151-0.00101208j -0.00152679-0.000442372j 0.00110722+0.00120545j 0.00030225-0.000601391j 6.54867e-05-0.00070565j 
8.30778e-05+0.000391901j -0.00028048-0.000121619j -0.000799748-0.000152496j -0.00131287-0.00172842j -0.000682189+9.4856e-05j 0.00204266-0.00664519j 0.0055315-0.0012076j 0.00818631+0.000509277j 0.00214946+0.00222551j 0.00691281+0.000377109j -0.00588791-0.0055919j -0.000380326+0.00829695j -0.00174075+0.00129134j 0.00737872+0.00269423j 0.00351151-0.00610234j 0.00305994-0.00108852j 0.00130783+0.0110535j 0.00726246+0.00392538j 0.00296799+0.00878973j 0.0141332-0.0105986j 0.0016213-0.000522269j 0.000207408+0.00192033j 0.00657721+0.00858542j 0.000705223-0.00419391j 0.000179501+0.00268208j 0.00696024+0.00407761j 0.00240077-0.0101891j -0.00159997+0.000238638j -0.00637624-0.00458988j -0.00828425-0.00413809j 0.00565005-0.00520779j 0.00057784-0.00354918j -0.00745842+0.00388491j 0.00229511+0.00614823j 0.00559443-0.00514476j -5.1335e-05+0.00209816j -0.00345378+0.00698847j -0.00368014+0.000990706j -0.00193865+0.00101463j -0.0015998+0.00176182j -0.000588403-0.00127244j -0.0020149+0.000943995j -0.00175316-0.00117529j 0.0017266-0.00203907j 0.00226079+0.00129399j -0.000345309+0.00070967j -0.00385888-0.000682733j -0.000342764+0.000220975j 0.00110038-7.41575e-05j 0.00020574-0.00201449j -0.000575013+0.00102175j -0.00116636+0.000654331j 
-0.00125438+0.000962959j -0.00021225+0.00281985j 0.00191273+0.00137634j 0.0012053-0.00013277j 0.00444549-0.0073228j 0.00921477-0.00694464j -0.00834483-0.0068184j 0.00390572-0.00228907j -0.0058636+0.00566748j 0.00750398-9.79056e-05j 0.00322096+0.000552793j 0.00475621-0.00525906j 0.00411984+0.00488502j 0.000676318-0.00311591j 0.00550622+0.0012942j -0.0019166-0.00992086j -0.00139017+0.00144208j 0.00504625-0.00527513j 0.000448608-1.17914e-05j 0.00210167-0.003748j 0.0025621+0.00412881j -0.000520373+0.00588334j -0.000214988-0.00201828j 0.00596123+0.00845316j -0.00381295+0.00472809j 0.00953731+0.0028425j 0.00504226+0.00153026j 0.0021436-0.007267j -0.00434445+0.00575001j 0.00450372-0.00501937j -0.00360965-0.00527851j 0.00286516+0.000581597j -0.000253978-0.00718009j -0.00478011+0.00410807j 0.00537124+0.00577939j 0.00140561+0.00333313j 0.00288733-0.0047269j -0.00837184+0.00123253j -0.000160429+0.0015408j 0.00558758+0.00133696j -0.00175212+0.000679094j -0.000198143+0.00508866j -0.00358854-0.00365656j 0.00292557+0.00207238j -0.000203471+0.00180456j -0.00298154-6.92425e-05j -0.00207618-0.0017144j 0.00117966-0.00240937j 0.00344138+0.00154127j -0.000219708+0.000595114j -0.000202498+0.000342321j 0.0004997+0.0004692j 
-0.00286273-0.00135991j 0.00259176+0.00393155j 0.0014488+0.0125587j -0.0101392+0.00538309j -0.00751139+0.0033496j -0.00828503-0.0133568j -0.0154032+0.00608754j 0.00530257-0.000577225j 0.00249012+0.0107356j 0.00278636+0.000356674j 0.00347182+0.0040501j -0.00774015-0.00362648j 0.0113924-0.00691305j -0.00419879+0.0117573j 0.00136684+0.0041723j 0.00962537+0.00970274j 0.00839343-0.015206j -0.012685-0.0061536j -0.00237977+0.00211766j -0.0014385+0.000455726j -0.00435562-0.00508482j -0.00246603+0.00306954j -0.000411787+0.0029053j -0.0113361+0.00140648j -0.0061917-0.000445968j 0.000947012+0.00671239j -0.0136099+0.00363581j 0.00212872+0.0029092j -0.000725088+0.00261481j 0.0105124-0.00688126j -0.00500236+0.00267084j 0.0150579+0.003366j -0.00365796-0.00721699j 0.00154247+0.00493841j -0.00132564+0.00217106j -0.000821315+0.00169621j 0.00291733-0.000709206j -0.00124447+0.00166713j -0.00299889+0.000300754j 0.00290611+8.06575e-06j -0.00408579-0.00158279j 0.00392525+0.00189922j 0.000217065+0.00223886j 0.000975609+0.0024449j -0.00154263-0.00322317j -0.000508207-0.00430877j -0.000519134+0.00255834j -2.95231e-05-0.00400149j 0.000815079-0.000813789j -0.00157242+0.00273603j -0.00144218+0.00101528j -0.00102819-0.00153202j 
0.000363982-0.000323893j -0.00120926-0.00202556j 0.00198608-0.00599276j 0.00510672+0.00155436j 0.00097026+0.00289688j -0.00142547+0.00858408j 0.00539493+0.00521039j -0.00565832-0.00182353j 0.00374627-0.00295863j -0.00484049-0.000684081j -0.000684461-0.000904964j -0.000170808-0.00148107j -0.00283365+0.000548799j -0.00430353-2.46662e-05j -0.00562633+0.00164341j 0.000691233+0.00247498j -0.00257368+0.00292586j 0.000455+0.00269322j -0.00270913-0.00360847j -0.00248264+0.00390801j -0.000277877+0.00323684j 0.00131672-0.00228441j 0.00100341-0.00155591j 0.00177078-0.00497299j 0.00236693-0.00183514j -0.0054752-0.00114454j 0.00148846+0.00186238j 0.000359798+0.00194957j 0.00110619-0.00335944j -0.000700141+0.00256873j 0.00166616+0.00257224j -0.00447705+0.00033266j 0.000884873+0.00289717j -0.000478778-0.00441359j -0.00249935-0.000880473j -0.00155671-0.000690264j -0.00225319+0.00185166j 0.00295807-0.00131217j 0.000883009-0.00119519j -0.00193399-0.000598134j 0.00293517+0.0018195j -0.00201229-0.00309701j 0.00147088+0.000606118j -0.00128781-0.00127827j 0.000143029+0.000926265j 0.00109189+0.00137723j 0.00136963-0.000186643j -0.000848143+0.00271596j -0.00155227+0.000183487j 0.000108117-0.00121714j 0.000296176-0.000344887j 0.000515063-0.000296009j 
0.000494472+0.0041339j 0.00496627+0.00308183j -0.0161234+0.00965597j -0.0145503-0.0130534j 0.000828577-0.00100604j 0.00829815-0.00993994j 0.00044362-0.0196565j 0.00990277+0.0094386j -0.0182445-0.0120381j 0.00168271-0.00149539j -0.00131935+0.00647568j 0.0036086+0.00831353j -0.000485573-0.0013818j 0.0150673-0.0107226j 0.0143667-0.00332436j -0.00531375-0.00371161j -0.00805034-0.00998177j -0.0109438+0.00759858j 0.00950727+0.0103944j 0.00330345-0.00037053j 0.00271858-0.00946203j -0.00194616+0.000236643j -0.0114795+0.000310368j -0.000238555+0.011829j -0.00294548+0.00824184j 0.00506036-0.0056461j 0.0087203-0.00145865j -0.00416626-0.00234081j 0.00781684+0.000602015j -0.00501197+0.00290927j -0.00146297-0.000204304j 0.00164371-0.0037302j -0.0012974-0.00473813j -0.000952523+0.00373912j 0.00370017-0.0061138j 0.00624788-0.00192692j 0.00294337+0.00171432j 0.00361234-0.000702805j -0.00116826-2.11863e-05j 3.99006e-05-7.95971e-05j -0.0104331-0.00479912j 0.00189184+0.00670367j -0.000808241-0.000330026j -0.00160362+0.00204055j -6.42571e-05-0.00724219j 0.000648721-0.00107597j 0.00121899+0.00300844j 0.00107573-0.00506716j 0.00153477-0.00246889j 0.000408312+0.00221308j 0.00109225+0.00265249j -0.00372508+0.00165269j 
0.00478118+0.00140183j -0.00237888-0.00351115j -0.010319-0.00975228j 0.0123855-0.0133714j 8.73169e-05-0.0090121j 0.00734982+0.0041999j 0.00818612-0.00594704j -0.0114217+0.00693376j -0.00234095-0.00395098j -0.00783476-0.00576821j 0.00434061-0.00825571j -0.00138662-0.00362128j 0.00189982-0.00158933j 0.001241-0.0102215j -0.00728886-0.00264086j -0.00654342-0.0110239j -0.0161752+0.00473007j 0.00666551+0.00520385j 0.00685574-2.15045e-05j 0.00273355+0.00569396j 0.00166172+0.0106945j 0.0033711+0.00864236j -0.00348771+0.00673923j 0.00817514+0.00342909j -6.51442e-05-0.0013443j -0.00138222-0.00733974j 0.00332928-0.00257007j 0.00566009-0.0068937j 0.00200512+0.00145108j -0.00508046+0.00502095j -0.0023536+6.76098e-05j -0.00930495+0.00357151j 0.00286248+0.00266337j 0.00158211-0.00125738j 0.00370446+0.000574028j 0.00223937-0.00127254j 0.00557994-0.000299685j -0.0063909-0.00102538j 0.00426478+0.000862256j -0.00431279-0.00148899j 0.00142872+0.00170266j 0.00256186+0.00289208j -0.00246306-0.00277141j -0.00317143-0.000940464j 0.000522425+0.0041704j 0.00364885+0.00794705j -0.00019936-0.00206867j 0.00288714-0.000875425j 0.00144755-0.0039361j 0.0021213-0.00235871j 0.00244039-0.00155841j 0.0016827+0.00183688j 
-0.00154769+0.000971553j 0.00148339+0.000453978j 0.00849157-0.00358747j -0.00207195+0.00579519j 0.00383778-0.00379077j 0.00384349-0.00311671j -0.00836475+0.000463504j 0.00480906-0.00836302j -0.00105814+0.00476745j 0.00931512+0.00040739j 0.000498954+0.00211388j 0.00333536-0.00361847j -0.00106276+0.00413001j -0.000944072+0.000356308j 0.00773712+0.00165058j -0.00302406-0.00410337j 0.00370151+0.00255632j 0.00428984-0.00695127j -0.00476096-0.00223506j 0.000771791-0.00292605j 0.00112426-0.000323479j 0.00016119-0.00147933j 0.00204277-0.00442404j 0.00395169+0.00128746j -4.18726e-06+0.00296007j 0.00462913+0.00363998j 0.00407216+0.00270738j -0.00256144-0.00294958j -0.00111413+0.00385998j 0.0038462-0.00278932j -0.00143365-0.00369194j 0.00175558-0.00239806j -0.0023338-0.00298057j -0.00291066+0.00235179j 0.00484522+0.00286036j 0.000171903+0.00240747j -0.00169078-0.00526851j -0.00318395+0.00150247j -0.000813231+0.00109308j 0.00642289-8.66269e-05j 0.000123586-0.000208569j -0.0026225+0.00124701j -0.00274816-0.00147767j 0.00328056+0.000156141j 0.000577626+0.00200707j -0.00415742-0.00321879j -0.00194512-0.00120649j -0.000512994-0.000916298j -8.80338e-05+0.0041457j -0.000278316-0.00257613j 0.000248678+0.000900736j -0.000193898+0.000850827j 
-0.00017774+0.000254706j 0.000647782+0.000150629j -0.00326718+0.00557817j -0.00192777-0.00244117j -0.00182803+0.00535437j -0.00529925-0.000370216j 0.00195818+0.000536793j -0.00111509+0.00459601j -0.000411191-0.00366874j -0.00535699+0.000170076j 0.000200056+0.000368359j -0.00370821+0.00325825j 0.000963871-0.00529399j 0.003344+0.00234833j -0.00141877+0.00094042j 0.00456396+0.00135527j -0.00313639-0.00719698j -0.00700792+0.00525594j 0.0032181+0.00331107j -0.00150677+0.00244126j -0.00125598-0.00273938j -0.00173237+0.00146771j -0.00170257+0.00205235j -0.00464987+0.00270934j -0.00147644-0.000613789j -0.00109065-0.00209847j -0.00373129+0.00150274j 0.00164285+0.000163113j 0.00114329-0.00128585j -0.00123669+0.000458924j -0.000354181+0.00242266j 0.00279442-0.001064j 0.000992334-2.82667e-05j 0.00124776-0.00125084j -0.00306475-0.00124705j 0.000543596-0.00111739j 0.00222616+0.00217556j 0.00276299-0.000440487j -0.00121144-5.7043e-05j -0.0026644+2.68556e-05j -0.0031482-7.29604e-05j 0.00215586+0.000105333j 0.001577+0.00127687j -0.0012277+0.00107657j -0.00142924-0.00302323j 0.00181961-0.000221165j 0.00144113+0.00147955j 0.000146965-0.00108567j -0.000432012-0.00256j 0.000110638+0.00261304j -0.000111986+0.000104282j -0.000549841-0.000806815j 
-0.00162842+0.000670941j -0.00208984+0.000760472j 4.66357e-06-0.0104358j 0.0101594+0.000176021j -0.00297418-0.00218211j 0.00123457+0.00728997j 0.00580009+0.00770139j -0.00695289-0.00122909j 0.00891179+0.000620396j -0.00166251+0.00226818j -0.000974107-0.00376546j -0.00182916-0.00339001j -0.000673154+0.00211868j -0.00819458+0.00516024j -0.0100472+0.0062924j 0.00236324+0.00205848j 0.00467834+0.00577659j 0.00566471-0.00438566j -0.00473035-0.00520894j -0.00106747+0.00500293j 0.00097486+0.00587358j -0.000362977+0.00169527j 0.00337353-0.00107543j 0.000694709-0.00637501j -0.00105058-0.00348119j -0.00341079+0.00206525j -0.00328118+0.00236761j 0.00253054+0.000439409j -0.0045127+3.00537e-05j 0.00114894-0.00113454j 0.000523644+0.0010643j -0.000735305+0.00291298j -0.000590116-0.000425168j -0.00198591-0.000730542j 0.000726551+0.00227004j -0.00113399+0.00197826j -0.000104729+0.000282793j -0.00134354-0.000347961j 0.00163516-0.000198205j -0.00179516+0.000600249j 0.00560536+0.00225367j -0.00206463-0.00226605j 0.000370866-0.000420996j -0.000750676-0.0016231j 0.000205701+0.00180299j -0.00176988+0.00285509j -5.3487e-05-0.000941991j -0.000627998+0.000356552j 0.00152409+0.00232183j -0.000628041-0.00163133j -0.000944835+0.00030918j 0.000251669-0.000740786j 
-0.000555315+0.0013072j 0.00362105-0.00151737j 0.00968504-0.00255292j -0.000933707+0.00838269j 0.00481816-0.00236576j -0.00241957-0.00287179j -0.00597013+0.00627521j 0.00492534-0.00559159j 0.0028628+0.00371514j 0.0087264-0.000537323j -0.00181506+0.0033124j 0.000369677+0.00174234j 0.000592273+0.00142865j 0.00401705+0.00586201j 0.0087071+0.00153238j 0.00354485+0.00111504j 0.00751337-0.00412451j -0.000894371-0.00549667j -0.00712211+0.00131267j 0.00254266-0.00586653j -0.00170439-0.00241427j -0.000990119-0.00326055j 0.00208145-0.00425609j -0.000601229+0.000929905j -0.000384796+0.00222622j 0.00426901+0.00524392j 0.00185697+0.0019703j -0.00291002+0.000614027j -0.00135802+0.00249135j 0.00276979-0.00353834j 0.00182002-0.00158317j 0.00190789-0.00343711j -0.00174707+0.000901999j -0.00125603+0.00196074j 0.00121826+0.00077191j 0.000773972+0.00125425j -0.00316046-0.000815925j 0.00135591+0.00185192j -0.000960244+0.00203201j 0.00572444-0.00115906j -0.00229907+0.000769448j -0.000455981+0.00076485j -0.00203579-0.000104678j 0.00248441+0.00153883j 0.00167434+0.000835693j -0.00419567-0.00485996j -0.000785133-0.00113479j -0.00041477-0.000558204j -0.00138571+0.00361065j 0.000832856-0.0012696j 0.00151774+0.000323994j -0.000699904+0.00146957j 
-0.000302433+0.00158681j 0.00103624-0.000962472j -0.00146918-0.00264295j 0.0027542-0.000646406j -0.00293515-0.000714894j -0.000686431+0.0011654j 0.00190798+0.00197463j -0.00113478+0.00143763j 0.00274564-0.000192162j -0.00144711+0.00182123j -0.000277932-0.000697731j -0.000678425+0.000585103j -0.000491881+0.000452801j -0.00181219+0.00392516j -0.00391607+0.00396515j 0.00274983+0.00096172j 0.00125101+0.000398178j 0.00161837-0.000232361j -0.00208771-0.00135883j 0.0013216+0.00209596j 0.000337845+0.00104629j -0.00113319+0.00160678j 0.000728526+0.00027847j -0.000310678-0.00169692j -0.00127871-0.00072266j -0.00116063+0.000391309j -0.000470878+0.00177826j 0.000203627-0.000489322j -0.00175532-3.78545e-05j -0.000221211+0.000191124j 0.000778058+0.00213057j 9.5684e-05+0.000182813j -0.000857755+0.000456766j -0.000899367+1.94954e-05j 0.000913841-0.000529034j 0.000858478+0.000258435j -2.85495e-05+0.000334045j 0.000738286+3.81416e-05j 0.000758061+0.000461157j -0.00113451+0.000420291j 0.000485819+0.00182342j 0.000540588-0.000579092j -0.000501269-0.000516322j -0.000548133+0.00036807j 0.000222585+0.000106464j -0.000391135+0.000862681j 0.000582958-0.000778395j 2.98223e-05-0.00105181j 0.000204892+0.000379691j 0.000574454-0.000770408j 0.000740705+0.000429649j -0.000253786+0.000700503j 
-0.00108597+0.000782996j -0.000124334+0.00143049j -0.00139842+0.000737901j 0.000311497+0.000131674j -0.00158781+0.00153975j -0.00110081+0.000482575j 0.000270531+0.0004844j -0.00038341-0.000257666j 0.000662536+5.91289e-05j -0.000866302+0.000653547j 0.000853601-0.000824012j -0.00021791-0.000724157j 8.13497e-05+0.00020848j -0.00144344+0.000180994j -0.00348119+0.000331323j -5.22188e-05+0.00197718j 0.000152715+0.000402294j -0.000242989+0.00123099j 0.000843463-0.000895149j -0.00122251+0.0020229j 0.000223804+7.35296e-05j -0.00102865+0.000595436j 5.68477e-05-0.000305231j -0.00046219-0.000151897j -0.000852638-0.000454959j -0.000487872-0.000357183j -0.0012894-0.000199504j 0.000725157+0.000474301j -0.000801018-0.000890669j -2.6483e-05+2.7536e-05j -0.00072597+0.00019425j 0.000668826+0.000843101j -0.000125982-0.0013253j -0.000447191+0.000179041j -3.04495e-05-0.000322279j -0.000137651+0.000367944j 0.000464013+0.000305553j 0.000415783-0.000469692j 0.000270239-8.36678e-05j -0.0013103+0.000179401j 0.000390589+0.000907554j 0.00037761-0.000558476j 0.000486587+0.000175023j -0.000302615-0.000647862j -0.000781584-0.00113626j -0.00013838+0.00117988j 0.000755062+0.000454788j -0.000471659-0.000746793j 0.000909464-0.000475777j -0.000229402+0.000804877j -0.00040614+0.00088196j -0.000570629-0.000381099j 
-0.000562642-0.000400471j -0.000594707+0.00018883j -4.32684e-05+0.000187911j 0.00095628-0.000249414j -0.000556397+0.000313043j 0.00123647-0.000170683j -0.000293517-0.000671585j -0.000423889-0.000948329j 0.000731441+0.000217088j 0.000478232-0.000728865j -0.000763468-0.000531594j -0.00072409-0.000287802j -0.000287068+0.00071912j -0.000324709-0.00044985j 0.000871803+8.48964e-06j -4.83859e-05-0.000766803j 0.000421328+0.000757134j 0.000899912-0.000411084j -0.000223278-6.90309e-05j 0.000761317+0.000150113j -3.3069e-05+0.000383626j -0.00043038+0.000618414j -0.000449723+0.000125269j 0.000923125+2.73726e-05j 0.000202419+0.000274044j 0.000514723+0.000508651j 0.000778957+0.000376357j -8.40287e-05-0.000252304j -5.22294e-05+0.00021005j -0.000736617+0.000141772j -0.00013822+0.00046589j -0.000101811-0.000143085j -0.000747896-0.00056529j 0.000681201+0.000747295j 0.00135447+0.000652476j 0.000861679+0.0010131j 0.00028166-0.0007224j -0.000178728+0.000240264j -0.000350016+0.000590717j -0.00011725-5.63708e-05j -0.000356385-0.00114944j 0.000359092-0.00011541j -9.21526e-05+4.78341e-06j -0.000360952-0.000210302j -0.000905561-0.000160823j 1.5592e-05+8.57186e-05j -0.000437879+4.90634e-05j -6.35883e-06-0.000265035j 0.00122581+0.000385085j 0.00015948-0.000235469j -0.0017222-0.000408928j 0.000189859-5.28721e-05j 
-0.000290222+4.63995e-05j 0.000661868+0.00019223j 8.08281e-05-0.000456932j -2.41954e-05+0.000651393j -0.000779791-0.000517531j 0.000339582+8.03253e-05j 0.000710159-0.000241217j 0.000968806-0.000619907j 9.94242e-05+0.000355902j 0.000723925-6.46327e-05j 0.000533444-0.000317066j 6.67496e-07-7.03426e-05j -0.000414138+5.86641e-05j 0.000176212+0.000157948j 0.000522393+6.11113e-05j -0.0001894+3.40025e-05j 0.000447476+0.000267471j -8.15564e-05-0.000216047j -0.000336704+0.000136492j -0.000224254+2.69169e-05j -0.00074685-0.000107747j 0.000515193+0.000183767j 0.000100124+0.000235259j 0.000210212-0.000115596j 0.0003845+0.000392746j 0.000107286+0.000139112j -0.000415712-0.000140856j -0.000130645+0.000453926j -0.000306518+0.000574439j 0.000184458+3.3378e-05j 0.000256976+4.49475e-06j -0.0012-0.00010736j 6.08225e-05+0.000332861j 0.00024792+6.1073e-05j -2.07742e-05-0.000484657j 0.000831537-0.000712953j -3.24531e-05-0.000185363j 0.000147254-0.000631935j 0.000584975+0.000501234j -0.000479232-0.000690118j 0.000272895-0.000222576j 0.000586581+0.000116235j 0.000168306-0.000324256j -0.000149683-0.000394703j -0.000109987-0.000914197j 0.000216267+0.000673608j 0.000691325+0.000389774j -0.000156244-8.74817e-06j -0.000275333+0.000449128j 0.000662644+0.000896839j 1.04908e-05-3.45746e-05j -0.00122625-0.000310062j 
0.00106044-0.00168295j -0.000968218-0.000922192j 0.000852774+0.00183363j 0.00248354-8.01411e-05j 0.00138145-0.00149499j 0.000298079+0.00125238j -0.00236799-0.00233789j -0.0019152+0.00171555j 5.43504e-05+0.00134879j 0.000369962-7.44397e-05j -0.000163462-0.00052829j -0.000538431+0.00131871j 0.001549-0.000859732j 0.0015513-0.00170698j 0.00127454-0.000855524j -0.00104349-0.000405277j -0.00102844-0.000435774j 0.00157122-5.59651e-05j -0.000215735-0.00117918j 0.00173343-0.000386252j -0.0013031+0.000175139j -0.0010108+7.951e-05j -0.000377924-0.000182156j 0.00165739+0.00139103j 0.000255058-0.000279237j 0.000300994+0.000595413j 0.000947994-0.000530039j -5.03646e-05-0.000196374j -0.00039716-7.7083e-05j -0.000331072-0.000288151j 0.000136242+0.00152999j 0.000683268-0.0013312j -0.000670148+0.00137906j 0.000276903+0.00176871j 0.00250775+0.00123191j -0.000462913+0.00317547j -0.000521046+0.000440635j 0.00188631+0.00263214j -0.00157825+8.02817e-05j 0.00109794-2.76635e-05j 0.000949832-0.00185251j -0.000200832+0.00124007j -0.000195317+0.000679462j 0.000960785+0.00124087j -0.000340557+3.22991e-05j 0.00236839-0.000491689j -0.00205224+0.00139158j 0.00234001+0.000104224j 0.00111655+0.000962448j 0.00142938+5.42154e-05j 0.000521067-0.00347235j 0.00130496+0.000429202j 
-0.000783013-0.00116395j -0.00178144+0.00183364j 0.00103566+0.00167406j 0.000444579+0.000833988j -0.000739194+0.00190823j -0.00013395+0.000952153j 0.00173661-0.000343721j -0.000285379+0.000446223j -0.000868377+0.000244053j -0.00187817+0.000365982j -4.19746e-05-5.02025e-05j -0.00100948-0.00334731j 0.000987083+0.000312667j -0.00147319+0.000936995j -0.000348593-0.000349466j -0.000801865+0.000274577j -0.000804016+0.00075414j -0.00109686-0.000592192j 0.00161515-0.000208392j 0.000383988-0.00152483j 0.000710667-0.000511449j 0.00161999+0.00161967j 0.0019456+0.000161548j -0.00070139-0.000866163j 0.000671631-0.000417147j 0.000749288-0.000871666j -0.000748955-0.00128431j 0.000110038-0.00037917j 0.000526764-0.000643488j 0.00153903+0.00123867j -0.000301286-6.318e-05j 0.000283904-0.00113319j 0.000934592+0.00129277j 0.00359848-0.00115129j -0.00215361-0.00275896j 0.00200912-0.000574005j 0.000883845-0.000159886j 0.00102456-0.00236379j -0.000939171+0.00266072j -0.000712726-0.00119548j 0.000392749+0.000430235j -0.000803681+0.00074536j 0.00266551+0.000395812j -0.00026225-0.000243829j -0.00120369-0.0014691j -0.000535435+0.00380282j -0.0010158+0.00108438j 0.00146538+0.00214924j -0.000557111-0.000756663j 0.000221696+0.00474334j -0.00109569-4.36402e-05j 0.000936314-0.0040223j 
