0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
-0.00150656-0.000406259j -0.00138243+0.00194436j -0.00377697+0.000337857j 0.000523797-0.00083364j 0.00327004+0.00214961j -0.00115319+0.00229255j 0.00158171+0.000942408j 0.00183123+0.000390607j 0.00335563+0.00468981j -0.00061073-0.00199044j 0.000813375-0.000853216j -0.00042921-0.00241056j 0.000107598+0.00370011j 0.00314611+0.00118511j 0.00164252+0.00793427j -0.000297795+0.00397745j -0.000690784+0.0014169j 0.00010822-0.000442418j 0.00164738+0.000531466j 0.00118022+0.00120658j -0.00264904-0.00378796j 0.00433108+0.00115034j -0.00199503+0.00181807j -0.00619826+0.00352081j -0.000593629+0.00098985j -0.00124367+7.85271e-05j 0.000987108-0.00535182j -0.00152007+0.00333994j 0.00301226-0.00243654j -0.00289078+0.00507235j -0.00762115+0.00355324j -0.00436419+0.00237836j 0.0023212+0.00496191j 0.000452061-0.00202938j -0.00198827-0.00198497j -0.00236526+0.0041507j -0.00235957-0.00079301j 0.00117765+0.00391268j 4.56361e-06-0.00249271j 0.00272723-0.00303177j 0.00334856+0.00050772j -0.000915096-0.000452632j -0.000826966-2.27334e-05j 0.000780637-0.000947622j -0.00494989+0.00277074j 0.000515932-0.00191409j 0.00153341-0.00471503j -0.000953348+0.00139975j -0.00318598+5.83968e-05j -0.000353368+0.000749493j -0.000349305+0.00167722j -0.00438401-0.000754051j 0.000812087+0.00130239j -0.00164768-0.00254562j -2.26907e-05+0.000797725j -0.00316208+0.00033991j -0.00430985-0.00432682j 0.00245008-5.73648e-05j -0.00123377+0.00143439j -0.00344054+0.00056448j 0.00730695+0.000858414j -0.00251403+0.00299773j 0.00455207+0.00310436j -0.0012111-0.000979475j -0.00308075+0.00307545j 0.0029292+0.00170833j 0.00374307+0.00228546j 0.00057241+0.00038527j -0.00211802+0.00704884j 0.00751311-0.00147193j -0.00511293-0.00172896j 0.00287673+0.000450493j 0.000318808-0.00149914j 0.000769361-0.00398223j -0.00275185+0.00393153j 0.00175182-0.00579494j 0.00109331-0.00385674j 0.00427802+0.00315401j -0.00399439-0.00304091j -0.00765036+0.00326394j -0.00179462+0.00491552j -0.00160189-0.00388501j -0.00569766+0.000545659j -0.000379954-0.000146823j 0.00200806+0.00622397j 0.00570421-0.00776689j -0.00341939-0.00103137j 0.00142392-0.0049899j -0.00126515+3.4823e-05j -0.00370768-0.00419031j 0.00367459+0.00347282j -0.0051351-0.00157776j 0.000318694-0.000837413j 0.00162699-0.00043954j 8.7056e-05-0.00293632j 
-4.8379e-05+0.000168444j -0.00111698+0.00142649j -0.000731559+0.000491188j 0.000473729+0.000392456j -0.00120515+3.74201e-05j -0.00171742-0.000572725j 0.000351236-0.00076695j -0.00188325+0.00291536j 0.000637737-0.000301991j 0.00288617-0.00114857j 0.00326779-0.00291458j -9.95951e-05+8.19669e-05j -0.000210278-0.000688692j -0.00314839+0.00198295j -0.00334815+0.000787173j 0.00238893+0.00129409j -0.000682868+0.00337059j -0.00031708-0.000541087j -0.000543884-0.00218001j 0.000627747-0.000374499j -0.00326462-0.000521398j -0.000325528+0.00153754j 0.00232577-0.000680388j -0.000936524-0.00693917j 0.000183574+0.000113244j 0.00408426+0.000358999j 0.00230748+0.0036801j -0.00235678-0.000857302j 0.000340141+0.000226247j -0.00515048+0.00147806j 0.000779431-7.99293e-05j 0.000356634+0.00104015j -0.00248894+0.00221151j -0.00243363-0.000379297j -2.32315e-05+0.00128768j 0.00010385+0.00161142j -0.000416269+0.00529916j 0.00464135+0.00110333j -0.00179543+0.00127241j -5.57087e-06+0.00119966j -0.00142418-0.000879824j 5.37568e-05-0.000781036j 0.000233006+0.00398159j -0.000178339-0.000138836j -0.000671418+0.000826142j 0.000515788-0.00116579j 0.00168912+0.000446785j 0.000810599+0.00012719j -0.00146209+0.00241662j 0.00208658-0.000198303j -0.000607528-0.00218155j 0.00108846+0.0011906j -0.00205429+0.00348728j 0.000779179-0.00165362j -1.4052e-05+0.00203631j -0.000274805-0.00421529j -0.00122816+0.00321194j -0.000669829+0.000626161j -0.00157607+0.000480435j 0.00511511-0.000997032j -0.00666879+0.000888044j -0.00482951-0.000382181j 0.00192162+0.00424831j 0.000766265+0.00342908j 0.00148697-0.000363918j 0.000701318-0.00129378j -0.000836581+0.000582672j 0.00201729+0.000189118j 0.00227177-0.000691545j 0.00271895+0.00170883j 0.00252683-0.00277988j 0.00216986-0.00687584j -0.00232343+0.00243289j -0.00453134+0.00157336j -0.00197248-0.00636106j -0.00129173+0.00288238j -0.00365976+0.00378386j -0.000404616-0.000254602j 0.00041684+0.0023684j 0.00518596+0.00130358j -0.00240822+0.000677998j 0.000942793+0.000245019j 0.00564768+0.00163293j 0.00533924+0.00250013j 0.000701263+0.00280253j 0.00664415-0.000493078j -0.00124576-0.000335313j 0.000385687+0.000907263j 0.00361657+0.00471097j -0.00275482+0.00188735j 0.00118751+0.00165428j -0.0018368+0.00512945j -0.00709102-0.00159544j 0.000587852-0.00426184j -0.00413597+0.00267742j 
-0.000906781+0.00144933j -0.00100102-0.000502052j 0.000487153-0.000288825j -0.00225495-0.000625333j 0.00187108-0.00182107j 0.00180877+0.000970205j 0.00147486+0.000248418j -0.00424829+0.00233132j 0.00386574+0.00198942j 0.00243873-0.000166936j 0.000698079-0.000783813j 0.00197611-0.00202468j 0.00252799+0.00301012j 0.00063055+0.00162159j 0.000793858+0.00563817j -0.00154696+0.000527044j -0.00132903+0.00134261j 0.000297977+0.000564969j -0.000805019+0.000294846j -0.000132402+0.00217499j 0.000723592-0.00431897j -0.00221445-0.000460318j -0.000810725+0.000425683j -0.00395814-0.000345904j 0.000723701-0.00237771j -0.0017492-0.00263607j 0.00132315-0.00215822j -0.00148227-0.000378297j 0.00286421-0.00161769j -0.000207644-0.000586383j -0.005536+0.00197115j -0.000247173+0.000435553j 0.00340766+0.00691243j 0.00141899-0.000337924j 0.00171854-0.00129767j -0.00167621+0.000373078j 0.00292505-0.000396412j 0.00358418+0.00213734j 2.27907e-05-0.00357284j 0.00141186+0.000167871j 0.00408744+0.00331712j -0.000374733-0.000261735j -0.00121135+0.00182719j -0.00332569-0.000307242j -0.00114962+0.00156883j 0.000807738-0.00292706j 0.00199553-0.00413012j -0.0042348+0.0015642j 0.00161642+0.00297622j -0.00444233+0.00286483j -0.000906688+0.000518564j 0.00456828-0.00103312j 0.00243957+0.000321549j 0.000553899-0.00245125j -0.00122087+0.00191695j 0.00291932-0.000644893j 0.000133557+6.21221e-05j -0.00104367+0.00362933j -0.000764244+0.000403603j -0.00159408+0.00459774j -0.00146291-0.0102121j -0.00566417-0.0025807j -0.000286507+0.00337097j 0.00525957+0.000521265j -0.00290906-0.00787889j -0.00481404-0.00450725j -0.00615861+0.000805193j -0.000156372-0.000436356j -0.00306819+0.000828416j 0.00127039+0.000481784j -0.00260383-0.00407374j -0.00415704-0.00131558j 0.00293197+0.00214456j 0.00127466-0.0016448j 0.00258627-0.00133589j -0.00504009-0.00865231j 7.09265e-05-0.000105454j 0.000745057-0.0063432j 0.00427694+0.000143461j 0.000300549+0.0014661j -0.00868429-0.00241108j -0.000649662+0.00153208j 0.00447365+0.00595196j 0.00325753+0.00533652j 0.00413601-0.00171967j -0.000942124-0.0069256j -0.00136388-0.000374831j -0.00075917+0.000581764j 0.000181084-0.00217671j 0.00224081-0.00162239j 0.00352561+0.000246418j -0.00182154-0.00611136j 0.00577495+0.00304933j 0.00502076+0.00184571j 0.00272238+0.00297214j 
0.000833682+0.000576803j 0.000449953+9.36836e-05j 0.00124827-0.00070847j 8.61107e-05-8.22252e-06j -0.000641434-0.00169591j 0.00150329-0.000435193j 0.00124325-0.000415447j 0.00102672+0.00338677j 0.00207856-0.00131883j -0.000536468-0.000352122j -0.00139776+0.00229797j 0.0014535-0.00122825j 0.000331753-0.000262746j 0.00287467+0.00048249j 0.00203331+0.000385446j -0.0012876-0.001339j 3.71628e-05-0.00385182j -0.00117391-0.00142006j -0.0001265+0.000975216j -0.000136599+0.00139707j 0.00199218+0.000397948j -0.00093715-0.000853307j 0.000505058-0.00281523j -0.00247146+0.00523596j -0.0023514+2.54956e-06j -0.00379368-0.00104245j 0.0014528-0.00309195j -0.00070588-0.00195521j 0.00105629-0.00215353j 0.00730504-0.00119768j -0.00121102-0.00171161j 0.00155739-0.000905024j 0.00122033+0.00172755j 0.00116682+0.00141277j -6.02367e-05-0.00071281j 0.00105531-0.000539063j 3.77557e-05-0.0015871j -0.00379066-0.00222628j 0.00426571-0.000817007j -0.00120688-0.00162985j 0.000982907-0.0018756j -0.00069419-0.000484195j 0.00198551-0.00422065j -0.00346403+3.29694e-05j 0.00141314+0.00224366j -0.00607737+0.00604833j -0.000668543+0.000118099j -0.00226251-0.00116668j 0.00224937+0.0020887j -0.00232003+0.00421086j 0.000227231-0.000767802j 0.00168786+0.000201204j -0.00237673+0.00395356j -0.00168384-0.00147465j -0.00381789+0.00302452j 0.00115693-0.00253704j 0.00657724-0.00375328j 0.000532241+0.0043146j -0.00245164-0.0001203j 0.00398079+0.00275131j -0.00739149-0.00156156j 0.00109314-0.0015914j 0.00521214-0.00092894j 0.00147882-0.0039195j -0.00365184-0.00712619j -0.00760872-0.00548578j -0.0028505+0.00588804j -0.000345853+0.00563302j 0.00123771+0.00371022j 0.00161079-0.00109988j -0.00383202+0.0066549j -0.00209214+0.0109777j 0.000328474+0.00439859j -0.00332055-0.000449496j -0.00508343+0.00187022j -0.000946761+0.00133891j 0.00104073+0.00235158j -0.00156898+0.00410977j -0.00209707-0.00305213j 0.00154335+0.00199414j -0.00068792-5.12048e-05j 0.00100477+0.00341331j 0.00137699+0.000558512j 0.000870037+0.00217411j 0.000946+0.00113506j 0.00538578-0.000827418j 0.000575658+0.00554521j -0.00104608-0.00278771j 0.000949791-0.00446178j -0.00111033+0.0011649j -0.000409588-0.00112408j 0.00945568+0.00200397j -0.00105041+0.00419133j -0.00540303+0.00456256j 7.65857e-05+0.000145868j 
-0.00235274-0.00395119j -0.00122428+0.00132123j -0.00314072-0.00025562j -0.00232433-0.00213118j 0.00154217+0.00539109j -0.0036253+0.00105307j 0.00104598+0.000844076j 0.00369115-0.00540275j -0.000897611+0.000406729j 0.000551698-0.00214554j -6.53107e-05-0.00258002j -0.00207478-0.000714692j 0.00190457+0.00438317j 0.000954521-0.000900946j 0.00247996+0.00644551j -0.00229447+0.0114308j 0.00273408-0.00173395j 0.00178773-0.000104558j 0.000781809-0.0008569j -0.000187351-0.00183074j -0.00363725-0.0031083j -0.00288666-0.00236018j -0.00387763+0.00126623j 0.0020456-0.0022411j -0.00283877+0.00561484j 0.0046129-0.000947328j 0.00353525+0.0071531j -0.0069704-0.000693945j -0.00544891+0.00827688j -5.87978e-05-0.00154226j 0.00689589+0.00655741j 0.00118804+0.00259429j 0.00162545+0.00344583j -0.00716926+0.00194213j -0.000469989-0.000584669j -0.00789991+0.00547457j 0.00342601-0.003309j -0.00615669-0.00046469j -0.00492651-0.00334103j 0.00145907+0.000750702j -0.00366432-0.0016876j -0.00399725+0.002671j -0.00308955+0.000548355j -0.00221917+0.0013197j 0.00418869-0.00228462j 0.00105259-0.000546708j 0.00178097-0.00397398j 0.0019701+0.0036221j 0.00295846-0.00431361j 0.00213048-0.00204685j -0.000939546+0.00109382j -0.00114171-0.00107075j 0.00134197-0.00296326j 0.000128134+0.00163306j -0.0019542-0.00472577j -0.00310634+0.00331645j -0.00109314+0.000388652j -0.00292744+0.00232846j 0.00637167+0.000105767j -0.00208027-0.00352249j -0.00425061+0.000373131j -0.00160428-0.00107968j -0.00346185-0.000968664j 0.00172694+0.00438366j 0.00740747+0.00389704j 0.00293379+0.00429901j 0.000667482-0.00156258j 0.00184012-0.00418396j 0.000806655-0.00320548j -0.0028453+0.00125771j 0.00131528-0.00177771j -4.38785e-05-0.000650518j -0.00168065+0.00063367j 0.00328716-0.00168709j -0.00202615-0.00439927j 0.000279421-0.00052157j 0.000506488+0.006186j -0.00725519+0.00142034j 0.00147792-0.00151312j 0.00338285-0.00432136j 0.000648115+0.00350778j -0.00240007-0.00282293j 0.00118549-0.00253431j -0.00165955-0.00463772j 1.31655e-06-0.00131804j -0.0018479-0.00113975j -0.00497568+0.00484348j -0.00215556+0.000351937j 0.000861986-0.00337176j 0.00291943+0.000523064j -0.000759784+7.38552e-05j 0.0111612-0.00104061j 0.000856142+0.0075351j -0.00739039+0.000669617j 0.006612-0.00354631j 
-0.00144256-1.16883e-06j -0.000239809-0.00128895j -0.000279188-6.62975e-05j -0.00155964+0.00114633j -0.000877651+0.00159821j -0.00348833-0.000319331j 0.00356082+0.00194005j -0.0035063-0.000541799j -0.00259919-0.000714446j 0.00228656-0.00112468j 0.000300693+0.00453223j 0.00109455+0.00200945j 0.00073756-0.00205705j -0.00244183+0.000155204j -0.00183379-0.00195555j 0.000427836+0.000272464j -0.00155255+2.06704e-05j -2.76994e-05-0.00077901j 1.51094e-05-0.00202229j 0.000428605-0.00110596j 0.000828583-0.002047j -0.00653561+0.00297239j 0.00238205+0.000957716j 0.00489099-0.00808101j -0.00290045-0.00183982j 0.00218171+0.000673339j 0.00338819+0.0041031j -0.00126095-0.00827338j -0.00157341+0.0032372j -7.12659e-06-0.00771591j 0.00686991-0.00542784j 0.00415737-0.00322018j -0.0055693-0.00179673j -0.001475-0.000706727j 0.00211617-0.00041891j 0.000539213-0.0020718j -0.000722966+0.00126337j 0.00194681+0.000750934j 0.000430239+0.00160209j -3.11724e-05-0.000119468j 0.00221045+0.000729156j -0.00114676-0.000230006j -0.00193633+0.000138289j -0.00119599+0.000596302j 0.000859261-0.000688766j -0.00223887-0.000537746j 0.00407651-0.00048669j -0.00056473+0.0040284j 0.000919237-1.39883e-05j 0.0033571+0.00271942j -0.00146538-0.00422989j 0.000860449-0.00301364j 0.000496097+0.00163323j -0.00269138+0.00146091j -0.00191487+0.00561873j 0.0066058-0.00165338j -0.00468631-0.000413207j -0.000852259-0.00762636j -0.00148551+0.00289392j 0.00251477+0.000177082j 0.00166283-0.0013883j -9.25057e-05+0.00161481j -0.00395748+0.00182206j 0.00626028+0.00261263j -0.00134907+0.00345629j 0.000293629+0.00358903j -0.00218046+0.00105824j -0.00129573-0.00234853j -0.00273773+0.00762265j 0.00402348+0.000693474j -0.00303064-0.00660355j 0.00658426-0.00394116j 0.00424917+0.00128099j 0.00216622+0.000706452j 0.00444965+0.00183391j -0.00310486-0.00207908j -0.00118435-0.00155775j 0.0015261+0.00329665j -0.000305629+0.00176885j -0.000598225+0.000126773j -0.00541738+0.00420793j 0.00125755+0.000173336j 0.000573807+0.00122382j 0.00534312+0.00227392j 0.00341671+0.00237349j 0.00363265-0.0035133j 0.00650002-0.000618433j 0.00180941+0.00743139j -0.00254967+0.00616644j -0.000149337+2.68371e-05j 0.00164664+0.00324815j -0.00351933-8.52232e-05j 0.00032041-0.00309271j 0.0011869-0.000239194j -0.00133398-3.61625e-05j 
-0.00248915-0.00142831j 0.00061858-0.00216385j 0.00107328-0.00197138j -0.0027789-0.000679502j 0.00178621-0.00176909j 0.000945434+0.000180723j 0.00251731+0.00226315j -0.00111532+0.00449859j 0.00496386+0.00215632j 0.00120569-0.00391004j -0.00345541+0.0004618j 0.00164765-0.00289782j 0.0026593+0.00237085j 0.00300352+0.0035673j 0.00302443+0.00735652j -0.00159994+0.00192141j 0.000972739-0.00023323j -0.00082896+0.00107038j -0.00150551-0.00154729j -0.00157231+0.00077613j -0.000817572-0.00405315j -0.00365334-0.00168714j -0.00342775-0.000908606j 0.00145328-0.00320102j 0.00208561+0.000634518j 0.00145551-2.06086e-05j 0.00120815+0.00203305j -0.00407275+0.00291469j -0.00191853+0.00159444j 0.00171332-0.00327936j -0.00187978+0.00685106j 0.00186965-0.00162574j 0.00506219+0.00760055j -0.00495624+0.00111271j 0.000459389-0.00393605j -0.00359622+2.54418e-05j 0.00291603-0.00124033j 0.00155418+0.00290129j -0.000978327-0.000116348j 0.000518127+0.000836317j 0.00313307+0.00320055j -0.00134005+0.00116959j -0.00353198-0.00029967j 0.0035089-0.00167637j 7.06572e-05-0.00198753j 0.00223309+0.000136877j 0.00522536-0.000153081j -0.000401415+0.00439496j 0.00337967+0.00224067j 0.00440274+0.0041743j 0.00158117-0.00103982j 0.00129635-0.000175196j 0.00453745+0.00115494j 0.000736121+0.00156789j -0.00458506+0.00342331j 0.00198825-0.000452028j -0.00118264+0.000513159j -0.00270495-0.00495862j -0.00227476+0.000195416j -0.00349317-0.000256204j 0.0068-0.000678937j -0.00114874+0.00492349j 0.00356226+0.000549907j 0.000902764-0.00033888j -0.00245695+0.00137987j 0.000223796+0.00718624j 0.00074636+0.00159766j 0.00417692+0.00118078j -0.00440345-0.000567357j -0.00166048+0.0014532j -0.00115879-0.00570609j 0.0055345+0.00332851j 7.61656e-05+0.00265052j -0.000840879-0.00361512j 0.00163481-0.00642626j 0.000756555-0.00106107j -0.00608018+0.00173982j -0.00412473-0.000841108j 0.00145946-0.00248424j -0.000846869-0.00147066j -0.00218822+0.0027542j -0.00454713-0.00655157j -0.00349784+0.00141336j -0.00145365-0.00232735j 0.00261978-0.000620842j -0.00172067-0.00485674j -0.00388429+0.00340566j 0.000532241-0.00584418j 0.00241611-0.00332658j 0.00349879-9.16477e-05j 0.00260011-0.000427774j 0.0029811+0.00501587j -0.00355781+0.00690079j -0.0033085-0.000876818j -4.63665e-05+0.00284912j 
-0.000780399-0.00580125j 0.00427127-0.00103256j -0.0019184-0.00380792j 0.00388135+0.00192396j 0.00266541-0.00331439j -0.0017602-0.00325715j 0.0003953+0.00404412j 0.00465207+0.0075982j 0.00565124+0.00499083j -0.00297165-0.00164156j -0.00350817+0.00461486j 0.000285669-0.00308089j -0.00205459-0.0025794j 0.00229661+0.00054315j 0.00182665-0.0029924j 0.000930713-0.00319724j 0.00210141-0.00425651j -0.00199674-0.00290104j 0.000694153+0.00214943j -0.00297859+0.00168517j 0.000441402+0.0020109j 0.000453535-0.0015372j -0.00102557-0.000430257j -0.00157317+0.004111j -0.000318307+0.00123846j 0.000744624-0.000201266j 0.00403088-0.000181875j 0.00139346+0.00204478j 0.00131264-0.00027161j 0.00227483+0.00663705j 0.000779381-0.00332241j -0.00104571+0.00329601j -0.00248049+0.000273428j -0.0027933+0.000216136j -0.000358875+0.0010602j -0.0027602+0.00221598j -0.00144697-0.00214451j -0.00277813-4.0782e-05j 0.00306943+0.00107638j 0.00176998+0.00143343j -0.00357662-0.001267j 0.00108814-0.00301603j -0.00253213-0.00101334j 0.00212553+0.00084989j 0.00112081-0.000585378j -0.000882379+0.00168952j -0.00344144-0.000368659j 0.00159998+4.88431e-05j 0.000369831+0.000700005j -0.00204331-0.000538409j -0.000474112+0.00127136j -0.00166842+0.0062302j -0.00265998-0.000852581j -1.99901e-07-0.00339948j 3.10834e-05+0.000647084j 0.00424378-3.8192e-05j 0.000779222-0.000230974j -0.00278294-0.00288755j -0.00136492+0.003424j 0.00256922-0.000246257j -0.0021802+0.00406665j -0.00354692-4.95468e-05j 0.00167126-0.000201457j -0.00360863+0.000738968j 0.00198738+0.000325482j -0.00359897-0.00385325j 0.00865966-0.00412031j -0.0030354+0.00257848j 0.00533284-0.00172345j -0.002358+0.000315865j -0.000500706-0.00367752j 0.00334659+0.000238989j -0.00120353+0.000666127j 0.00219864+0.000181576j 0.00188553+0.00164879j 2.4235e-05+0.00188513j -0.00105357-0.00170889j 0.00130486+0.000615333j -0.00274086-0.00289324j 0.000321725+0.00398704j -0.00265566-0.00198093j -0.000123626+0.000666358j -0.00151198+0.00870686j 0.000913286+0.00106344j -0.000945164-0.00222429j 0.000233514-0.000666646j 0.00239862+0.000564925j -0.0015+0.00171917j -0.000692498+0.00510654j 0.00255187+0.0028927j -0.000384747+0.00468986j -0.00216427+0.00556381j -0.00176924-0.00518357j -0.000581348+0.000924421j -0.00307881-0.00220662j 
-0.00238925+0.000159885j 0.00227067-0.00201285j 0.000142775-0.00105462j -0.00278259-3.33942e-05j 0.00208201+0.00260629j -0.00142448-5.30574e-05j -0.000301069+0.00113802j 0.00170662-0.00327312j -0.00243704-0.00118875j -0.000642686-0.00280531j -0.00473096+3.96744e-05j -0.00124127+0.00160692j 0.000917121-0.000767561j 0.00178936+0.00231241j 0.00110577+0.0016064j 0.000904926+0.0013182j 0.00151374+3.86815e-05j -0.000794066+0.0026069j 0.000679998-0.000832513j 0.00163462-0.0017491j 0.000781033-0.00175974j -0.00103518+0.00319047j 0.00167003+0.000255918j -0.00359796-0.000933854j -0.00560786+9.8258e-05j 0.00214597-2.7909e-06j 0.00105411-0.00329976j -0.00137222-0.00597941j -0.00194006-1.10853e-05j 0.00250557+2.14597e-05j -0.00186171-0.00330353j 0.000250325-0.00298166j -0.00417542+0.000450428j 0.000418623-0.00247332j 0.00129631-3.7824e-05j 0.00353103-0.0037753j 0.000290677+0.00234283j -0.0002153+0.000193467j -0.002225+0.00125262j 0.00138806-0.000983143j 0.00153393+0.000291158j -0.000298972+0.00136112j 0.000220986-0.000260925j -0.000769646-0.00111243j 0.000449575-0.000867688j 0.00108364+0.00231921j -0.00160952-0.00286865j 0.0008934-0.000236421j -0.00157251+0.001899j -0.00483685-0.00215873j 0.000805161+0.000736689j -0.000822216-0.00155357j -9.91698e-05-0.00454284j 0.00344835+0.000336938j 0.00121488-0.00297031j -0.00174065+0.000921862j -0.00163498-0.00374483j 0.000499724-0.000890942j -0.0029496-0.0017017j -0.00121383-0.000190244j 0.00195073+6.87487e-05j 0.00372742+0.00322127j 0.00424101-0.000137576j 0.00203079+0.000491134j -0.00127179-0.000529833j -0.0051389-0.00431619j 0.00264371-0.00273092j -0.00201805-0.0024089j -1.1401e-05+0.00369521j 0.000731928-0.00675438j -0.00623885-0.000469765j 0.00139244+0.0045197j 0.00393494+0.00200005j 0.0023584-8.0008e-05j -0.00426742+0.00131067j 0.000223096-0.000796116j 0.00124782+0.000903192j -0.00558383+0.00110279j 0.00218939-0.00208366j -0.00408941+0.000650159j -0.00175745-0.00311999j -0.00160085-0.00141586j -0.00521542+0.00369521j -0.0008414+0.00230314j 0.0024428+0.000396029j -0.00393027-0.0026639j -0.00228135+0.000686289j 0.00184898-0.00479366j 0.0009167-0.00176443j 0.00081986-0.000118529j 0.00112558-0.000115389j 0.00143469+0.00200604j -0.000896921+0.00285111j -0.00186728-0.0021842j -0.000688159+0.000306844j 
-6.13775e-05+0.000241438j 0.000229619-0.000369932j 0.000865558+7.1701e-06j 0.000137486-0.000758351j -0.00113724+0.00076261j 0.000176197+0.000209156j 0.000648834+0.00222632j 0.00123062+0.00159007j 0.00069141-0.0010607j -0.000355165-0.00102825j -0.00510454+0.000381734j 0.00145235+0.000902841j -0.000418824+0.00115922j 0.0032561+0.00282211j 0.00093607+0.00282387j 0.000441085+0.00141519j -0.000283768-0.00019552j 0.000742757-2.37813e-05j -0.000188842-0.00168623j -0.000255939-0.00235463j -0.00142797-0.000133074j -0.000676574+0.000345501j 0.000855492+0.00188956j -0.0028657-0.000589107j -0.0002566-0.00401057j -0.000719229-0.00568925j 0.00309355-0.00216216j 0.00127451-0.00604785j 0.000642052-0.000714175j 0.00862554-0.003413j 0.00386921+0.00475763j 0.00251424-0.000697659j 0.00239696+0.00338934j -0.00285162+0.000665315j 2.27841e-06-0.00214135j -0.00264947+0.00161664j 0.000555696-0.00133907j 0.00145958+0.00265652j 0.000499433-0.000401138j -0.00129726-0.000147058j -0.000177417-0.000672506j 0.0011918+0.000901642j -0.00204897+0.000354593j 0.0015204-0.00155961j -0.000695428-0.00201634j 0.00114026-0.000490572j 0.0017806+0.00275451j 0.000875912+0.000702801j -0.000616236+0.0019905j -0.00335083+0.00172669j 0.00285852+0.00160444j -9.52092e-05+0.00160682j -0.00256933+0.00251326j -0.0033136+0.00274269j 0.000349581+0.000520424j 0.00133802-0.00140715j 0.000146648+0.0014561j 0.00240119-0.00335059j -0.00491418+0.0018059j 0.00324548+0.000602887j 0.00142146+0.00123514j 0.00747249-0.000833375j -0.00131448-0.00185382j 0.00406382+0.00640932j -0.00291261+0.000306423j 0.00137679-0.00372227j 0.000285587+0.000827488j -0.000254328-0.00152622j -0.00172541+0.000524428j 0.00230139-0.00214151j -0.00215324+0.000704518j -0.000213925-0.000930514j 0.000206294+0.00333566j 0.0030383+0.00105477j 0.00067128+0.00408949j 0.00216133+0.00301571j -0.000157185+0.000314379j -5.68884e-05+0.000316166j -0.000995178+0.00559792j 0.00435671+0.00113271j 0.00119889+0.000197101j -0.00145961+0.00407989j 0.00157927+0.000710515j 0.00140238+0.00052579j 0.00104287-0.000106306j -0.000473597+0.00223246j 0.00176288+0.000267775j -0.000692863+0.000396322j 0.000571644+0.00181839j -0.000616253+0.00205154j -0.000327822-0.000159192j -0.000774225+0.00242127j -0.00213693+0.000332644j -0.000631528+0.000319497j -0.00187832+0.000718961j 
