0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
0.00355741+0.00575869j -0.000337079+0.00248914j 0.00349934+0.00251048j -0.00150837-0.00135367j -0.000225317-0.00175859j 0.00455648+0.00083346j -0.000305523-0.00113485j -0.00553105+0.00166069j 0.00266035-0.00312599j 0.00359364+0.00366853j -0.00103392-0.000823528j 0.00430724+0.00110005j 0.00178941+0.00268137j 0.00211633+0.000911076j 0.000713666+0.00272138j -0.000751131-0.00191615j -0.00437461-0.00172717j 6.59669e-05-0.00246835j -0.00272535+0.002659j -0.000733982+0.00184791j 0.00108533-0.000790007j -0.00317045-0.000734695j 0.00419735-0.00330933j 0.000408206-0.00232656j 0.00239247+0.00025134j -0.00204419+0.000243757j -0.00273553+0.00146192j -0.0016962+0.00132035j -0.000471494+6.38842e-05j -0.00268597-0.00420329j -0.000207532-0.00523802j 0.00180277-0.0019737j -0.00285331+0.00111075j 0.00090283-3.68985e-05j 0.0026667-0.00147232j -0.00010165-0.000951652j 0.000551307-0.00201472j -0.000938284+8.50975e-05j 0.00361638-0.00220775j -0.00233041-0.000961702j 0.00541355-0.004139j -0.00269216-0.00381656j 0.001441+0.000187392j 0.00128475+0.00184135j 0.00163828+0.00362938j -0.00124366+0.00334533j 0.0022323-0.004244j -0.00578346+0.00084677j -0.00112953-0.000246326j -0.00324333+0.000299252j -0.0012002-0.00408638j 0.00568216-0.00114691j -0.000390351-0.00292522j -0.000586063-0.0024618j 0.00364136+0.00476465j 0.00397596+0.000728792j -0.00379243-0.00194859j 0.00222843+0.00227442j -0.00420399-0.00237277j -0.00116117+0.00432801j 0.00630273-0.000145733j 0.0010881+0.00138343j 0.000213547+8.91137e-05j 0.00194595-0.00359771j -0.00836396-0.00308312j 0.000431427+0.00499708j -0.0011522+0.0026782j -0.00209697+0.000338392j -0.00295482-0.00103929j -0.00241342+0.00105745j -0.00199396-0.00217638j 0.00603173-0.00235574j 0.00503609-0.00206596j 5.62388e-06-0.00199464j 0.00301755-0.00719847j -0.000403393+0.000863059j -0.00227975-0.00338061j -0.00112245-0.00234959j -0.000281475+1.67739e-05j -0.0027692+0.00195017j -0.0011669-0.0014249j 0.00224773+0.00185639j -0.0067724+0.00324025j 0.000791889+0.00679599j 0.000963788-0.00345202j -0.00386097-0.000826881j 0.00315117+0.00158376j -0.000873606+0.00241618j 0.000116384+0.00362412j 0.00233464+0.000358157j 0.00231851-0.000483983j 0.000844614+0.00235898j -0.00227113-0.0061962j 0.00147996+0.00333766j -0.00456974-0.000250406j 
-0.00186566+0.00178696j 0.00154814-0.00164058j 0.00256397-0.000561901j -0.00422345-0.00118423j -0.00042897+0.00118254j 0.00179721-0.00184719j -0.00396825-0.00184283j -0.000346485-0.0035856j -0.00318133-0.00299052j 0.00130558-0.00184008j -0.00159965-0.00568395j -0.00223037+0.00134969j 0.00172599-0.00186675j -0.00246751+0.00265158j -0.00059586-0.000845509j 0.000228036+8.17562e-05j -0.00167905-0.00319061j 0.00102791-0.00155713j -0.000757238-0.000255728j -0.00182016-0.00240526j 0.00051887+0.00381532j 0.00261368-0.00314233j 0.00203393+0.0007726j 0.0025575+0.00142824j -0.00144412+0.00182316j 0.000723689-0.00128712j 0.000215521+0.0031189j 0.000452041-0.0032407j 3.97845e-05+0.00257535j 0.00173744+0.00130582j 0.0047398-0.00132451j -0.00110836+0.00220563j -0.00413296-0.00504669j 0.000927172+0.000744304j -0.000761058+0.00354938j 0.000189981+0.00140387j -0.0023562+0.00121783j -0.0035094+0.0016642j -0.000326718-0.0015515j -0.00462816-0.00310043j -0.000100566-0.00140614j -0.00253594+0.00118189j -0.00179195+0.0012204j -0.000231025-0.00176256j -0.000822048-0.000456138j 0.00147222+0.000833565j 2.70235e-05+0.000369252j -0.00531137+0.00147947j -0.000938339-0.000830458j -0.00362265-0.00137001j 0.00521857-0.000351289j 9.41278e-05+0.00279332j -0.00161018-0.000652308j 0.000370929+0.00347995j -0.000780711+0.00159274j -0.00246172+0.00236475j -0.0022668-0.000173799j 0.00441006+0.00223658j 0.00324716-0.00177104j 0.0045383-0.00307916j -0.00822195-0.000485498j -0.00406289+0.00020881j 0.00434364+0.000226845j 0.00703449-0.00191901j 0.000380436+0.00399216j 0.0021084+0.00127735j 0.00373819-0.00140169j -0.00969414-0.00147628j -0.000448688-0.00267245j -0.00431925-0.00185583j -4.59213e-05+0.00331257j -0.00173557-0.00626364j 0.000787796-0.00287653j 0.000104788-0.00379454j 0.00265386-0.00440257j -0.00417187-0.00333692j 8.74479e-05-0.000507826j 0.000672151+0.00342089j 0.00282839+0.000786237j 0.00349928-0.00103129j -0.00298573+0.00227966j 0.00314722+0.00188522j 0.0010491+0.00182916j -0.000425528+0.000978794j 0.00449974-0.000792394j 0.0021317-0.00289083j 0.00113237-0.00127735j 0.00178812+0.00501838j 0.00322464+0.00299538j -0.00309522+0.00188026j 0.00521068-0.00113549j 0.00469014+0.00132231j 0.00426474+0.000327473j 0.00131706+0.00284597j -0.00144474+0.000447408j 
-0.00100366-0.00295339j -2.31607e-05-0.00074998j -0.000338453-0.000925638j -0.00118376-0.00093369j 0.00208846+0.00140556j -0.000746971-0.00103301j 0.000307703+0.000565007j -0.000423303-0.00211366j -0.000504634+0.000952122j 0.000299852-0.00086896j -0.00110636-0.00137373j -0.000878411-0.000117144j 0.000830236+0.000404282j -0.000923704-0.00018087j 0.000945441+0.000609851j -0.00268627+0.00264557j 0.00558792-0.0020039j 0.000660309-0.00184904j 0.00084628+5.9599e-05j -0.00145957-0.00011691j 0.00137762-0.00184141j -0.00228829-0.00486166j 0.00345049+0.000312853j -0.00106188-0.00134199j -0.000116988+0.00119965j -0.00189457-0.000541634j -0.00110506-0.000129006j -0.00379033-0.00195132j -0.00151603+0.0016546j 0.00193132-0.00183119j 0.00241512-0.000698984j 0.00299962+0.000210414j -0.0023072+0.00429165j -0.00386972+0.00117522j 0.00172556-0.0016054j -0.00201863+0.00169494j 0.00351716-0.00204093j -0.00422633-0.00509136j -0.00121629+0.000185302j 0.000247067-0.000723644j -0.00255553-0.0023637j -0.00462981-0.00192642j 0.00518376+0.00140685j -0.00358087+0.00498621j -0.000845978+0.0047997j -0.00578859+0.00298786j -0.00101444-0.00171008j -0.00137608-0.00223958j 0.00144489-0.00393979j -0.00319629-0.00393615j 0.00283613+0.00134358j -0.0028803+0.00731215j -0.00100681-0.00344506j 0.00076413+0.000752773j 0.00188505-0.00033249j -3.44573e-05+0.00356163j -0.00276984+0.000902226j -0.00320288+0.00182957j 0.00172061-0.00520514j 0.000854879-0.00021161j -0.00356872+0.00424187j -0.0023588+0.00287454j -0.000587434-0.00127108j 0.00348515-0.00189577j 0.00233132+0.000320955j -0.00210223+0.00168744j -0.000551758-0.000499232j -0.00205973-0.000304572j 0.00311018-0.00339516j -0.00489419-8.4214e-05j -7.17592e-05-0.00254757j -8.10659e-05+0.00231959j -0.00128165+0.00101973j 0.00349364-0.00424292j 0.00624947-0.0089684j -0.00276495+0.00472668j -0.00436676+0.00266281j -0.00660852-0.00490442j -0.00141385-0.00176166j 0.000497927+0.00237528j 0.00560782-0.000531655j -0.0012053-0.000934613j -0.00599488-0.00284961j -0.00139613-0.00401962j 0.000511683-0.00152839j -0.00277673+0.000792856j -0.00621203+0.00584424j -0.000705596-0.0056095j 0.00511489-0.000285056j -0.000516265+0.00196589j 0.000394332-0.00137336j 0.00345352+0.00297263j -0.00551779-0.00303495j -0.00778848-0.00338716j 0.000557596-0.0049534j 
-0.00212958+0.000420176j 0.000561112-0.00197879j 0.000763428-0.00185116j -0.0040404-6.92685e-05j 0.00207201-0.00201745j 0.00114809-0.00212607j 0.0018338+6.32324e-05j -0.00530865-0.00033529j 0.00189918+0.000212947j 0.00414011+0.00012135j 0.00227445+0.00132007j 3.88659e-05-0.0012994j 0.00451698-0.000215588j -0.00399921-0.000437875j -0.000422676-0.000946244j -0.00306282+0.00186997j -0.0017517-0.00152515j 0.00139788-0.00281241j 0.00232643-0.0016455j -0.00277025+0.00332877j 0.0015537-0.00283533j -0.00268948-0.00302075j 0.005192+0.000897806j 0.000850863+0.000336507j -0.00290277+0.0018282j -0.00206514+0.00374687j -0.00311587+0.00330279j -0.00396201-0.00347149j 0.00521801+0.000601949j -0.00670202+0.00039979j -0.00220645-0.00409664j -0.00550922+0.00439113j -0.00481198+0.000239729j 0.00328461-9.43161e-05j -0.00210649+0.00435084j -0.000668556+0.00320999j -0.00670314+0.0030651j -3.10974e-05+0.000521635j -0.00121171-0.00299708j 0.000429269-0.00284432j 0.00171942+0.000172908j -0.00186972+0.00133954j 0.00187064+0.00125703j -0.00118446+0.00411175j -0.00199303+0.00356074j 0.000161401+0.000503832j 0.000206565-0.00110283j -0.00233632-0.000273841j 0.00209292-0.00267192j -0.00192122+0.00227152j 0.0020333-0.000653086j -0.000487711+0.00208449j -0.00205876+0.00129343j -0.00123238-0.00234061j 0.000108214+0.00233718j -0.00262818+0.00129563j -0.00115495+0.00213706j 0.00101291+0.000123133j -0.000742847+0.000604738j 0.000445579+0.00138636j 0.000843195-0.00131564j -0.00169346+0.000901426j 0.000514461-0.00285536j 0.0030162-0.000576822j -0.00089633+0.00094921j 0.00168084+0.00289534j -0.00100896+0.000985368j -0.00161432+0.00121521j -0.00049066+0.0025024j 8.09512e-05+0.00095873j 8.19628e-05+0.000383856j 0.00207742-0.00559112j 0.00226806-0.000613534j -0.000976049-0.00221558j 0.000162338+0.00328997j -0.00179617-0.0018936j 0.00204198+0.000807558j 0.00342753+0.00251636j -0.00478298+0.00111096j 0.000180951+0.00184883j -0.00052152+0.00168926j 0.000253472+0.00169896j 9.87001e-05+0.00205341j -0.00107172+0.000176937j 0.00357437+0.0010721j 0.000867385-0.000791308j 0.00192442+0.00153864j -0.00192925-0.000806145j -0.00295828-0.00576834j -0.00426086-0.00231146j 0.00305876-0.00191826j 6.93402e-05-0.00544155j 1.37226e-05-0.00248697j 0.00273928+0.000158973j 0.00219532-0.00211362j 
-0.00229816+0.0015572j -0.00125124-0.00469708j -0.00106722-0.00116798j 0.00112075-0.000253035j -0.00232661-0.00212137j 8.01071e-05-0.000586999j 0.00376083-0.00177986j 0.00637275+0.000627135j 0.00119608-0.0033516j -0.00426017+0.00174572j 0.00168708+0.00779024j -0.000883633-0.00152229j -0.00264817-0.000896634j 0.00400347-0.00291226j 0.00197248-0.00298857j -0.00362797-0.000691842j -0.00450097-0.00255677j -0.001838+0.00164024j 0.000743982+0.00302964j 0.00278147+0.000302426j 0.000989423-0.00129522j -0.00199395+0.00132175j -0.00205548-0.00209941j 0.000480337+0.000111841j 0.000498159-0.00214967j -0.000730762+0.00146263j -0.000234483+0.00169669j 0.00410287+0.00117528j -0.00274656+0.00038434j -0.00207082-0.000539145j -0.00154002-0.00176994j 0.00053408-0.00358699j -0.000342446+0.000147594j -0.000220316-0.000389764j 0.000237375-0.00369395j -0.000935634-0.000451537j -0.00204908-0.00272864j -0.00276692+0.00482772j 0.00121862-0.00208015j -0.00332235+0.0017266j -0.00221864-0.000246804j -0.000917424+0.0010134j 0.000435173+4.94446e-05j -0.00263007-0.00337822j -0.00301118-6.12309e-05j -0.000341817-0.00265662j 0.00463275+0.00527408j -0.00229486+0.00310451j -0.00444906+0.00391743j -0.00149289+0.00130095j -0.000586633-0.00392388j 0.00359493+0.00611864j 2.01726e-05+0.0037131j 0.000487491+0.00189991j 0.00425198-0.000253152j 1.43979e-05-0.000690391j -0.00123323+0.00112742j 0.00228226-0.00226868j -0.00242893+0.000357608j 0.00247134-0.00304622j -0.00104096+0.00562644j -0.000870235+0.0010983j -0.00285837+0.000871422j -0.00655571+0.000921446j 0.00619412+0.000210925j -0.000735191-0.00121834j 0.000793045-0.00269484j -0.00139115+0.00655893j 0.00922631-0.000695615j 0.00133891-0.00100898j 0.00301127-4.09104e-05j 0.000827368-0.00601089j 6.15765e-06+0.00257442j -0.00325147+0.00427323j 0.00037145-0.00116151j 0.00105916+0.00390768j -0.00292717-0.00153555j 0.00543159+0.000147957j -0.000877579+0.00701895j 0.00814941+0.00210408j 0.00320733-0.00134982j 0.00161728-0.000402688j 0.00264786+0.00302738j 0.000957868+9.89758e-06j 0.00222287-0.00033555j 0.00617002-0.00664791j -0.00101855-0.00163704j 0.00864985-0.00340483j 0.00502468+0.0063272j -0.00255631+0.00769965j 7.14149e-05-0.000605757j 0.00256516+0.00212079j -0.00347092-0.00111497j 0.00316344-0.000659943j -0.00384106+0.00363795j 
-0.00274475-0.00058613j -0.00152565+0.000395824j -0.00276406-0.0012753j -0.00248589-0.000459473j 0.00215886+6.20956e-05j -0.000727568-0.00142123j -0.00135564-0.00341094j 0.00167516-0.00472129j 0.000314674+0.00204225j 0.000836424+4.00812e-05j 0.00724669-0.00210334j -0.00581669-0.00393914j 0.00208547+0.000684915j -0.00336676-0.00459415j 0.000833693+9.61669e-05j 0.00158924+0.000486452j -0.000118172+0.0022145j -0.00320722-0.000537553j 0.000941373+4.3423e-05j 0.00308409+0.000742104j -0.000409622-0.00194486j 0.00293198+0.00119195j -0.000184977+0.000345119j 9.2207e-05+0.000365593j -0.000348902-0.00239377j -0.000485835+0.00368799j -0.00241152-0.00287741j 0.00353959+0.00178773j -0.000466916-0.00274911j -0.00199599+0.00104116j -0.00411455-0.00075306j -0.000885849-0.00127398j -0.000717048-0.00247368j 0.00327614-0.00233258j -0.000654659-0.000741375j 0.00798297+0.000111093j -0.0025591+0.00312699j 0.00132602+0.00271766j 0.00125879+0.00451831j 0.00242748-0.00140424j 2.5243e-05-0.00100861j 0.00273977-0.00361012j 0.000269402-0.00437297j 0.00181796-0.00137274j 0.0019713-0.00142534j -0.00429082+0.000805213j 0.00343908-0.00141483j 0.00137886+0.00288934j -0.00018172+0.000350678j -0.00169714-0.000735493j 0.000835232-0.000695524j 4.60191e-05+0.00285023j 0.00230642-0.00309995j -0.000535827+0.000445272j -0.00536038+0.00135354j 0.00739618+0.00259249j -0.00431925-0.00273772j 0.00175725+0.00257315j -0.000346738+0.00185476j 0.000413648-0.00291322j 0.00496909+0.00261048j 0.000388027-0.000738522j -0.00216232+0.00103146j 0.000595708+0.00359968j -0.00129722-0.00311877j 0.0017655+0.00230382j 0.00564233+0.00167029j 0.00184556-0.00315187j 0.000598637-0.00874628j -0.0030918-0.00534841j 0.0017835-0.00558215j 0.0027475+0.00306023j 0.00632239+0.000866026j 0.00524765+0.00321555j -0.00278602+0.00323354j 0.00593355+0.00234849j 0.00312209-0.00271514j -0.00186182+0.00403594j -0.0018737-0.00370472j 0.00256397-0.00323077j 0.00488799-0.000190687j -0.00194106+0.00651621j -0.00324299+0.0039976j 0.00156891+0.000394772j 0.00403924-0.00687761j -0.00615707-0.00598529j 0.00711739+0.00667396j -0.00261882+0.00607983j -0.00242805+0.00398078j 0.00530902+0.00645923j 0.00259296+0.0037653j -0.00438699+0.00400893j -0.000638637-0.000733666j -0.00173237-0.00341168j -0.0044625-0.000998317j 
-0.00262259-0.0019257j -5.60327e-05-0.00288421j -0.00092459-0.00367109j -0.00307112+0.00297261j 0.000779131-0.00207955j -0.00298946-0.00283618j 0.00220767+7.52667e-05j -0.00491848+0.00275222j -0.00017815+0.00141104j 0.00406466-0.00203036j 0.00324228+0.00223101j -0.000694579-0.00137152j 0.00239754-0.00317964j -0.00503597+0.000101792j -0.00241406-0.00271376j -0.000332811+0.00214461j -0.000667493+0.000884242j -0.00196057+0.00129098j 3.28544e-05-0.00161218j 3.32524e-05+0.000548024j 0.000568741-0.00315097j -0.000876484+0.000375557j 0.00145885-0.000482317j -0.00256223-0.00140277j -0.00225448-0.00195702j -0.00192507+0.00064847j -0.0036259-0.00310369j -0.0022082-0.00221227j 0.000236795-0.00296402j -0.000967313-0.00394235j -0.00352552+0.00113106j -0.00013671-0.00197045j 0.00147913+0.00193752j 0.00278374-0.00197762j 0.00060435-0.00071516j 0.00326561-0.00109384j -0.000184917+0.00242223j 0.000596816+0.00258018j -0.00289338+0.00096624j 0.00113981-0.000581532j -0.00133223+0.000896773j 0.00217589+0.000539545j -0.000103619+0.000474433j 0.00155029-0.00299682j -0.00416141-0.000234934j 0.00298609-0.00143825j 0.00166916-0.000553176j 0.00277865+0.00182635j -0.00117952-0.00127371j -0.00544778+0.00393946j 0.00554922+0.00269439j 0.00168667+0.00469948j 0.0022224+0.00130818j -0.00221028+0.000419543j -0.00204342-0.000680956j -0.00233422+0.00148796j -0.000738161+0.00160798j 0.00471284+0.00529994j -0.00305991+0.000573761j -0.00130588-0.000326187j 0.000881979-0.000330416j -0.000822527-0.00400506j 8.4055e-05+0.00183345j 0.00336647+3.40007e-05j -0.00104917-0.00336951j 0.00235953+0.00108675j -0.000232922+0.00486556j 0.00155687-0.00183304j -0.00151206-0.00537304j -0.000947128-0.00196381j 0.000750277-0.000469012j -0.00101049+0.00235424j 0.00242998+0.000622193j 0.00338571-0.00440147j -0.00122822+0.00129963j 0.00162105+0.000863027j 0.00312387-0.00104283j -0.00155435-0.000113367j -0.00162965+0.00234199j 0.00434679-0.00187351j 0.00418078+0.00199773j -0.0032392+0.00498402j 0.00190163+0.000245594j 0.00192764-0.000842824j 0.00278915-0.00207213j -0.00309414-0.00301123j -0.000323269+0.00222531j 0.000608577-0.00350855j 0.00240105-0.00151264j 0.00283041+0.00405583j 0.00283072+0.00104601j 0.000512912-0.000551455j -0.00178556+0.00186722j -0.00160325-0.00320074j -0.00151265+0.000176493j 
-0.00240977-0.00176565j -3.94941e-05-0.000889379j -0.000333411-0.000599365j -0.00303228-0.0025972j 7.48703e-05+0.00425022j -1.06531e-05-0.000232851j -0.00194591-0.00165902j 0.00416012-0.00329695j -0.00252005-0.00221981j 0.00199787-0.00374977j 0.000240649-0.00631082j -0.00339616-0.00225615j 0.00225677+0.00119151j -0.00126318+0.0017722j 0.000885827+0.00409586j -0.00131971+0.00401082j 0.00239172+4.02668e-05j 0.00276484-0.000580929j 0.0015465+0.000913789j 0.000463363-0.000437472j -0.00173649-0.00122382j 0.000103649+0.000332794j -0.00143703+0.00106708j -0.0031232+0.00206827j -0.00172006+0.000189858j 0.000575939-0.00424708j 0.00530176+0.0016362j -0.00123776-0.00394794j 0.00153152+0.0023017j 0.00295504+0.000845951j 0.00279498+0.00333311j -0.000119965+0.00296376j 0.000384245+0.00332504j -0.003219-0.00125681j 3.86338e-05-0.00168506j -0.00573738+0.0031707j 0.0015662-0.0024277j 0.000892147+0.00150872j -0.000432243-0.00115049j 0.00148827+0.00130278j 0.000324052-0.000869898j 0.000451526-0.000562234j -0.0009548+0.00156294j -0.00449606+0.00182753j 0.00071828+0.00227297j -0.00154719-0.00041585j -0.000857969-0.00251679j 0.000574628+0.000263744j -0.00176668-0.00120065j -0.000886022-0.000151434j -0.00269701-0.00167206j -0.000765828-0.00371026j -0.00148885-0.00314702j 0.00307104-0.00171348j 0.00114173-0.00192253j 0.00204532+0.000796827j -0.00121086-0.00491836j 0.00063301-1.49824e-05j 0.00136187+0.0012905j 0.00366709+0.000806997j -0.00108833+0.000744912j -0.0022106+0.000131251j -0.000516383+0.00216254j 0.000290168+0.00329624j -0.000581275+0.000211548j -0.00139748-0.00486401j 0.00273371-0.000348944j -0.000607988+0.00111154j -0.000895253+2.44633e-05j 0.00337295-0.000252587j -5.7883e-05-0.00105876j -0.00195298+0.000633739j 0.000590475+6.65339e-05j 0.000617035+0.00224301j -0.00205815-0.00314973j -0.000583598-0.00269591j 0.000571186+0.00112673j -0.00111778-0.00248333j 0.00397889-0.00449822j -0.00152217-0.00058487j -0.00441013-0.00310575j 0.00275164+0.00025397j 0.000307299+0.00298965j 0.00399956+0.00345248j 0.000275971-0.00109989j 0.00131048+0.000726381j -0.0010729+0.00133012j -0.00265556+0.00224383j -0.00214224+0.000779329j 0.000355821-0.00177995j -0.000591878+0.000981816j 5.82192e-05-0.00319712j 0.00243757-0.00191799j -0.000247785+0.00128959j 0.00144876-0.00280897j 
-0.00218816-0.000351102j 0.000946809-0.00275774j 0.000499567-0.00336072j -0.00373067+0.00184441j 0.00173246-0.0030858j 0.000335231-0.00300359j -0.000132599-0.00103628j -0.00423188+0.0023246j 0.00127439+6.68236e-05j 0.00370699-0.00173302j 0.0019076-0.00116845j -0.00125079-0.00208503j 0.00334409-0.00281168j -0.00466884+0.000880336j -0.000839868-0.00243679j -0.00392992-0.00241052j 0.000775039-0.00465439j 4.01075e-05-0.00243955j -0.000360189+0.00231361j -0.00214212+0.00469727j 0.00194443-5.68653e-05j -0.00246279-0.00411684j -0.00034684-0.00224469j -0.00121831+0.0031477j 0.00262938+0.00316512j -0.00035192+0.00034606j -3.79874e-05+0.00290756j -0.000679538+0.00527301j 0.00308724+0.000802748j -0.00225058+0.00625738j -0.00290253-0.0015972j -0.00118105+0.00425757j -0.000765373+0.00241359j 0.000317206+0.000926929j 0.00109214+0.00110229j -0.00265633+0.000460755j 0.00214489-0.00214544j -0.0021022-0.00290375j 0.00331824-0.00123206j 0.00100822+0.00144083j -0.000730059+0.000196874j 0.000321852-0.00110932j 0.0010449-0.00239058j -0.0017122+0.000505715j 0.00149411+0.00301292j -0.00260704-0.00138738j -0.000773097+2.23515e-05j 0.000702528-0.00223128j 0.00312707-0.00223358j 0.000538542+0.00177138j -0.00176888+0.000797754j -0.00126265+0.00106878j 0.00169541+0.00166788j -0.00216349-0.00187039j 0.00213545+0.00233349j -0.00109906+0.00197985j 0.00398877+0.00112881j -0.00261347-0.0028234j -0.0010371+0.000276491j -0.00432431+0.0010422j 0.00495846+0.00193566j 0.00110835+0.00267598j -0.00342253-0.00493921j -0.00157864-0.00330594j 0.0012441-0.000167827j -0.00169088+0.00122081j -0.00319849+0.00180746j 0.00274409+0.000257733j -0.000742057+0.00199359j -0.00229906+0.00261182j 0.00161162-0.0032127j 8.35541e-05+0.00160917j 0.00121156+0.00110634j 0.000248896+0.00429516j 0.00181212+0.00495148j 0.00104647+0.00142676j 0.00148104+0.00140611j 0.00243365-0.0041588j -0.00280863+0.000159763j -0.00224114-0.000804048j 0.00259776-0.000358488j -0.00149811-0.00139692j -0.000430644-0.00215888j -0.00255429-0.0036657j -0.00250262-0.00289908j -0.00228843+0.00284207j -0.000945868-0.0021405j -0.00314703-0.00264648j -0.000755037-0.00498075j 0.00213862-0.000715534j -0.00319869-0.00215346j 0.00291044-0.0028455j 0.00138148+0.0011808j -0.00114722+0.00340084j 0.00284849+4.17394e-05j 
-0.00262935-0.00409492j -0.00234178+0.00232765j -0.0073517-0.00269881j -0.000846811+0.00199599j 0.00432772+0.00182836j -0.00551087-0.00197937j 0.00206734+0.000516646j 0.000543399-0.00418994j 0.00165367+0.00558996j 0.00014173+8.78134e-06j 0.00754014+0.00229882j -0.00473005-0.00356807j 0.0017517+0.00131011j -0.00281877-0.00714719j 0.0017401+0.000353349j -0.00037522+0.00381371j 0.00220299-0.000429648j -0.00221066-0.00175741j 0.000950239+0.00162761j 0.00172348+0.000567424j -0.00114852-0.00274338j -0.00112732+0.00168592j 5.67865e-06+0.00207974j -0.00237637+0.000687288j -0.00490259-0.00029548j 0.0015502+0.000585566j 0.00448401-0.000559415j 0.000540221-0.00342915j -0.00140725+0.00137914j 0.00114057+0.00218657j 0.002246-0.00293867j 0.00132998+0.000939086j -0.00242663+0.000152724j -0.000281709-0.000802914j 0.000850802-0.000188925j 0.00102189+0.00214018j 0.00130143-0.00125993j -0.00345863+0.000410492j -0.000417056-0.000289462j 0.00248716+0.00128357j -0.00275089-0.00291306j -0.00011327-0.00233872j -0.00232404-0.00361545j 0.00122504-0.00207675j -0.000268787-0.00557864j -0.000642977-0.00229966j 0.000680208-0.00285244j 0.00550818+0.00173012j -0.00138748+0.000412812j -0.00174954-0.000542204j -0.00602536+0.0017678j -0.00131882+0.000235385j -0.000903983-0.00129215j -0.0010922-0.000766917j -0.000549792-0.000708409j 0.00395644-0.00234146j 0.00200556-0.000503189j -0.000319212-0.000155754j -0.00162562-4.34586e-05j -0.00258828+0.000190328j -0.0040845-0.00229302j -0.000760542-0.00086558j -0.00509847-0.00218128j -0.00388301+0.00143527j 0.00114507-0.00239549j -0.00867901-0.00749586j -0.00232699-0.00132025j 0.00526408-0.00131341j 0.00117701+0.00376823j -0.00102222+0.000218318j 0.000278707-0.00542727j 0.00143591+0.00704233j 0.00214331+0.00555087j 0.00174306+0.00449285j -0.00536956+0.00697355j 0.00120946+0.00358651j 0.00227254+0.00327054j -0.00313621+0.00158432j -0.00504319-0.000562205j 0.000514818-0.00013525j 0.00026986-0.00236439j 0.00164825+0.00169413j 0.00491784+0.00589748j 0.000525122-0.000690425j -0.00583788-0.00633059j -0.00395817+0.00147262j 0.00158205-0.00603885j 0.00557661+0.00355016j -0.000717373+0.00234017j 0.00524183+0.00064215j -0.0041784+0.00108453j -0.00318666-0.0010396j 0.00160737-0.00330725j -0.00200969+7.7228e-05j -0.000710977-0.00533484j 
