0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-0.0035305+0.000134927j -0.00140963-0.00378813j -0.000354788+0.000779923j 0.00408726+0.00202307j -0.00169656-0.0064985j -0.000261728-0.00331141j -0.00152791+0.00254722j -0.00150228+0.00323201j -0.00031451-0.000492445j 0.000477032-0.00413754j 1.93481e-05+0.00414783j -0.00340054+0.00306422j 0.000951771+0.00133508j 0.00103121-0.00150018j -0.00171971+0.00117359j -0.00631538+0.00188183j 0.000376701+0.00237983j -0.00228435-0.00122841j 0.0023662+0.00415706j -9.51779e-05-0.000778301j -0.00289181-0.000840807j -0.00502211+0.00243823j -0.00263111+0.00321784j 0.00420095-1.98604e-05j -0.0023449+0.00237502j -0.000876088-0.00122264j 0.00451089+0.000167328j 0.00158079+0.00104927j -0.00150659-0.000740316j 0.00292278-0.000277123j -0.00311525+0.00237706j -0.00131975-0.00522596j 0.000858786+0.00275628j -0.00765968-0.00206935j 0.00790978-0.000665445j -0.00100171+0.00308466j -0.00749363-0.00370375j -0.0017659+0.00464912j -0.00354687-0.00216883j 0.00204751+0.0101796j 0.000270272+0.00184111j 0.00238206+0.00829252j 0.00891472+0.00395226j 0.000389579+0.00301737j -0.0106667+0.00580112j 0.00360741-0.00119654j 0.00086542-0.00162035j 0.000352989+0.00807387j -0.00522443-0.00317344j 0.00406089-0.00479545j 0.00183701-0.0014042j 0.00150561-0.00176901j -0.00460349+0.00214688j -0.00167196+0.0108463j 0.00760409-0.000790856j 0.00627451+0.00435685j -0.00184765-0.00322994j -0.00241026+0.00231653j -0.00054655+0.00010392j -0.00432196-0.00528412j -0.00909145+0.00331383j 0.00258573+0.00543807j -0.00334906-0.00421186j 0.00687669-0.0030996j 0.0011012+0.011432j -0.00691014-0.00373061j -0.0104355-0.0133224j -0.0117455+0.00694092j -0.00352592+0.00835979j 0.00479253-0.00103228j 
0.000697574+0.00166223j -0.00150402+0.000833809j -0.00103171+0.00189713j 0.0011382+0.00288921j 0.00266821+0.00303428j -0.00141532+0.00165411j 0.00145096+0.000172237j 0.000724614+0.00104089j 0.0021321+0.0016785j -0.00065781+0.00222893j 0.000279008-0.00090071j 4.86583e-05+0.00150748j 0.000251953+0.000427971j 0.00136276+0.00104129j 0.0037304-0.000840056j 0.00224389-0.0015334j 0.000768474+0.00100812j 0.00031+0.000508306j -0.00237947+0.00074027j 0.000774258-0.00103489j 0.000193314-3.17394e-06j 0.00273425-0.00094573j 0.00149423+0.000338144j 9.79102e-06+0.000187231j 0.000307396-1.84818e-05j 0.00219609+0.000580931j -0.00148072-0.0012125j -0.00296993+0.00167703j -0.0001889+0.00203528j -0.00141594+0.000903081j -0.00233325-0.000484531j -0.00035735-0.000877096j -0.00189828+0.00174176j 0.00249122+0.00194073j -0.00189008-0.00103432j 0.000737957-0.00421466j 0.00111441-0.000126378j 0.000655572+0.00118304j 0.00194365+0.00226646j 0.00100073-0.00369809j -0.00100623-0.00141509j -0.00161943-0.000764994j -0.00244823-0.00230345j 0.00135476-0.00447517j 0.00411097+0.000405422j -0.00376962+0.000973144j 0.00134581+0.00202053j 0.00312783-0.005762j -0.00593059+0.00324741j -0.000360522+0.000171727j -0.00435781-0.00074319j -0.00141652+0.000240665j 0.00251864-0.00235031j 0.00117693-0.00188868j 0.000714746+0.00117491j -0.000782509-0.000774518j 0.00192527-0.00103213j 1.74715e-05-0.00217397j 0.000356299-0.00256639j 0.00243358-0.000905164j 0.00304891+0.000289401j -0.00246262-0.00212585j 0.00025204+0.00150641j -0.00339627+0.000735275j -0.00235129-0.00180742j 0.00327713-0.00325558j 0.00558145-0.000755652j 0.00069692-0.00105278j 0.00218681-0.00115486j 0.000214318-0.0019146j 
0.000851456-0.000422769j -5.04163e-05+0.00118065j -0.00361985+0.00177572j 0.00163495+0.00335527j 0.00103305+0.000898331j -0.000338737+0.0030424j 0.00356118-0.00012304j 0.000213203+0.00351985j 0.00283103-0.00066143j 0.00101913+5.41043e-05j -0.000679828-0.00088325j -0.00134022-9.40961e-05j 0.000957889+0.00151822j 0.00144952-0.00126577j 0.00332979-0.00057287j 0.00126337-0.000573865j 0.00150586-0.00025745j -0.00224615+0.00236397j 0.000248216-0.00186016j 0.000987856-0.00188024j 0.00419931-0.000357678j 0.00243288-0.000437544j 0.00188694+0.00121424j 0.0022498+0.0028334j 0.00332627-0.000510608j 0.00126695+0.000375665j -0.000565279-0.000196958j 0.00106671+0.00265738j 0.00069077-1.87357e-05j 0.00135825+0.000946143j -0.00206873+0.00198344j 0.00214785-0.0041491j -0.00342513+0.00127673j 0.000143803+0.00306086j 0.00313121+0.000710887j -0.00327852-0.00118576j -0.0042147-0.00223956j -0.00691649-0.00286109j -0.00238024-0.00116675j -0.00335831+0.00209741j -0.00297769+0.00351977j -0.00495976+0.00655187j 0.000613972+0.00518315j -0.00288976-0.00181196j 0.00284899-0.00109758j 0.000810961+0.00466889j 0.00320709+0.00200537j -0.00432637-0.00239302j -0.00460394+0.000970723j -0.000586617+0.00441385j -5.98348e-05+0.00822527j 9.75709e-05-5.80261e-05j -0.00109542-0.00325795j -0.00227512+0.00257873j 0.000412084+0.000226384j 0.000529443+0.00104401j -0.00509986-0.00133608j -0.00206498+0.00104977j -0.00303358+0.000793801j -0.000307513-0.00197985j -0.00132074+0.00230366j 0.00295748+0.000203405j -0.00371788-0.000146959j -8.8899e-05-0.00372129j 0.00313104+0.00188689j 0.00187364+0.00165068j 0.00128678-0.0055828j 0.00274159+0.00584268j -0.000513692+0.00071116j -0.000453629+0.000341892j 
0.00302279+6.17432e-05j -0.00155967+0.00345832j -0.00204955+0.00171944j 0.00119318+0.0040592j 7.09049e-05+0.00580321j -0.00435594-0.00311655j 0.00265252-0.00271835j -0.00156234+0.00162603j 0.00294482+0.0010439j 0.00199636+0.00294148j 0.00306483-0.000817745j -0.00106399+0.00324265j -0.00327176-0.000135916j 0.00216527+0.00128759j 0.00416196-0.00318222j 0.00772514-0.00115281j -0.000588711-0.00320576j -0.00435846-0.0020829j -0.0051817-0.000427964j 0.00478502-0.000731384j 0.00105549-0.00223271j 0.000250126-0.00513208j 0.000116139-6.46802e-05j 0.00143413+0.000141173j -0.00248649-0.00132819j -0.000878088+0.00107635j -0.00286172-0.00105299j -0.00653365+0.00114575j 0.00185145-0.0046571j -0.0022639-0.00231054j -0.00241568-0.00250734j 0.00561439+0.0038746j -0.00461905-0.00214767j 0.00497071+0.00228045j 0.00525892+0.00527254j 0.00138371-0.00518542j -0.00233211-0.000787263j 0.00144007-0.00436404j -0.00162757+0.00492477j -0.00511927-0.00596369j -0.00375065-0.000384321j -0.00421775+0.00120023j -0.000878924-0.00056178j 0.00370072-0.00234425j 0.00650438-0.000295351j 0.000418538+0.0033866j 0.00442131+0.00642159j 0.00437006+0.000214064j -0.000545899+0.00158576j -0.00201715-0.00330446j 0.000578418+0.00237329j 0.00028928-0.00184846j 0.00100714-0.0125779j -0.00359152-0.00257628j 0.00253586+0.000976242j -5.54055e-05+0.00266463j -0.00463702-0.00178701j 0.00423053+0.000622364j -0.00154357+0.00713422j -0.00143669-0.00340578j 0.00465269+0.000291793j -0.00146387-0.00153971j -0.00288214+0.00829306j -0.00335148-0.00324202j -0.00390409-0.00759203j 0.00243919-0.00116904j 0.00288665-0.00320591j 0.000422378+0.00337047j 0.00292771-0.00112379j -0.0015462-0.00166953j 
0.00202373+0.00331304j -0.00384255+0.00238857j -0.000470776+0.00340884j 0.000596542+0.00583727j 0.00287905+0.00333957j 0.00042253-0.00138917j 0.00210654+0.000382019j -0.00153147+0.00497075j 0.00134239-0.000703428j -0.00134506+0.0065454j -0.00244146-0.000375782j 0.00182218+0.00256446j -0.00347382+0.00281603j -0.000889902+0.000280515j 0.00496297-0.00270425j 0.000346491-0.000726566j 0.0037338-0.00188686j 0.00393355+0.00219877j -0.00143182-0.00189596j -0.00307164-0.00176216j 0.00090595+0.00387497j 0.00721722-0.00118047j 0.00708394-0.00089468j -0.000319834-0.000922146j 0.00522149-0.00133308j -0.000863412+0.000115061j -0.00411495+0.000312172j -0.00286451+0.00237833j 0.00202209+0.00236612j 0.000493617+0.00634213j 0.000791416+0.000667621j -0.00256761-0.00253615j -0.000171428+0.00170467j 0.00200094+0.00303236j -0.00288964-0.000315538j -0.00696679-0.00572784j 0.00219797-0.00355117j 0.00223641-0.00267826j 0.00511795-0.000512715j -0.000292101-0.0015123j -0.000263911+0.00232041j -0.00609088-0.000172466j -0.00125113+0.004783j -0.00284991-0.00706424j 0.000642088-0.00301877j -0.00535308+0.00423193j 0.00297176+0.0042856j -0.00802423-0.0111347j -0.00633955+0.00584978j -0.00384568+0.00152775j -0.00484844+0.000769798j -0.00209544+0.00233625j 0.000337166-0.00275538j -0.00263621-0.00125101j -0.000861158+0.00210181j -0.00170525-0.00396944j 0.00342567+0.000941122j 0.00154075-0.00517033j 0.0020668-0.00237115j 0.00502911+0.000520512j 0.00717034+0.00497868j 0.00152719-0.00251534j -0.00044357+0.00521062j -0.00554563+0.00173569j -0.00327458-0.00642824j 0.00345222-0.00327742j 0.0042237-0.0045061j -0.000120604+0.00445803j 0.00308576+0.000467296j 0.000312705-0.00215833j 
-0.00221984-0.00073684j 0.00196013-0.0020771j -0.0011089-0.00233158j 0.00124685-0.00103382j 0.00108598-0.00340556j -4.43505e-05+0.00356008j 0.000514007-0.000108797j 0.00116362+0.000344505j -0.000955159+0.00144413j -0.000681523-0.00234855j 0.000819856+4.19342e-06j -0.000983019-0.00177159j 0.0028979-0.00130347j 0.0031822-0.00185835j -0.000495139+0.00233097j -0.00189221+0.000491671j -0.000978158+0.00150741j 0.000175643-0.00133202j 0.00124493+0.00064284j -0.000791946+0.000985664j 0.00224754-0.000749975j -0.00283171+0.00132174j -0.0022175+6.66289e-05j 0.00141585+0.0028527j -0.00067973+0.000964749j 0.0031823+0.00159725j 0.00171488-0.00186109j 0.000285163+0.00331211j 0.00176145+0.0030725j -0.000538589-0.000814196j -0.00538183-0.00010656j -0.00553134-0.0052374j 0.00305321+0.00200782j -0.00178257+0.00358831j 0.00135931-0.00439185j 0.00405246-0.00157983j -0.00482315-0.00150153j -0.00843165+0.00728543j 0.000693194+0.00264223j 0.00306363+0.000735757j -0.000608602-0.00366688j 0.00129694+0.00733118j 0.00233954-0.00219881j -0.00168404-0.00463254j 0.00197892-0.000528529j 0.00451261-0.00359199j -0.00128145-0.00249943j 0.00377846-0.00278017j -0.0124379+0.00128624j 0.00674043+0.00397261j -0.0045563-0.000627747j 0.000924849+2.61967e-05j -0.00175528+0.000418909j 0.00525441+0.0101268j 0.00283801-0.00105522j -0.00101575+0.00337517j -0.000570463-0.00593035j -0.0104004+0.00340263j -0.00217065-0.00685906j 0.000945082-0.00413904j -0.00178703-0.000390393j 5.96149e-05-0.0016324j 0.00196151-0.00741248j 0.0038353+0.00224708j 0.00211041+0.00681673j -0.00243138-0.00180158j -0.00131887+0.00184786j 0.00164149-0.000776463j -0.00239905-2.89899e-05j 0.001168+0.00104684j 
0.000762441+0.000594222j -0.00142857-8.91331e-05j -0.00106428+0.000671064j 0.000588305+0.0024644j 0.00431329-0.000983761j -0.00177673+0.00105639j -0.00224733+0.00420598j -0.000153891+0.00163736j 0.00492974+0.000458027j 0.00235539+0.00184444j 0.000531968-0.00208945j -0.00114988+0.000217879j -0.000654391+0.000259063j 0.00124492-0.00207853j -0.00149425-0.00354686j -0.00251806-0.000870048j 0.00401719+0.000830838j -0.00200679+0.00472419j 0.00272584+0.0014208j 0.00580807-0.000660681j -0.00319391+0.00150566j 0.00171632+0.00196074j 0.00144074+0.00150557j -0.00238293+0.000861164j 0.00180827+0.00232469j 0.00275927+0.000907593j 0.00319976-0.00685415j -0.000316897+0.00661215j -0.00114858+0.00735223j 0.00302262-0.0023697j -0.00738692+0.00382549j -0.0032234-0.00202839j -0.00328756+0.00508306j 0.00815771-0.00251508j -0.00865183+0.00233672j -0.00325609+0.000968975j 0.00360546+0.000426436j -0.00396094-0.0101025j -0.00342609-0.00172495j -0.00671701-0.000767054j -0.00354082-0.0011584j -0.0121055-0.00310396j -0.00239296+0.00975247j 0.00774778+0.00134644j 0.00486922-0.000394878j -0.00577801+0.0122374j 0.00516221+0.0138119j -0.00677063-0.00697569j 0.00420618+0.010423j -0.00974836-0.00252222j -0.0101624+0.00425281j -0.0072202+0.00528027j 0.0129399-0.00735309j -0.0051227-0.0182543j -0.00450741+0.00879163j 0.0112322-0.0097794j -0.00446262-0.00398597j 0.0166852+0.00607817j -0.0107848+0.00356467j 0.00185301-0.00277888j 0.00423341+0.000562218j 0.000673528-0.00742782j -0.0122138+0.000854923j -0.00596117-0.00655454j 0.00250076-0.0111971j 0.00789666+0.00240421j 0.00479098-0.00694906j -0.00245488+0.002515j -0.000526841+0.00199266j 0.000441215+0.000302975j 
-4.05118e-05+0.00170715j -0.00163602+0.000251767j 9.93344e-05+0.000947223j 0.00205595+0.00191027j 0.00175509+0.000374515j -0.00131697+1.47949e-07j 0.00128947-0.000137508j -0.000394859+0.00068082j -0.000560271+0.00106734j -0.000535709+0.000804008j 0.000586086+0.00148444j -0.000120247+0.00167873j -0.000921041+0.00166688j 0.00112206-0.000267945j 0.00210771-0.00132126j -9.37307e-05-0.000594646j 0.00105596-9.70722e-05j 0.00242748-0.00146963j -0.00218743+0.00173164j -0.00172889-0.00255745j 2.00071e-05+0.00272151j 8.66399e-05-0.00245312j 0.00017131+0.000297082j -0.0018241-0.000928966j -0.000794326+3.05035e-05j 0.00102829+0.000277706j -0.000878068+0.00144046j -0.0025322+0.000282488j 0.00115182+0.00302489j -0.00178338+0.00272181j 0.00170117+1.71338e-05j -0.0029538+0.00136375j 0.00171754+0.00285694j 0.000830785+0.0053949j -0.00103413+0.00180068j 0.00112768-0.00819938j 0.00128317+0.000201128j 0.00229025+0.00303359j 0.00361611+0.00154987j 0.00189885-0.0028709j 0.00270947+0.000503562j 0.0011739-0.000511404j -0.00176885+0.000498415j 0.00178259-0.00250774j 0.00094529-0.00133629j -0.00109234+0.0036429j 0.000294544+0.000688502j -0.00100561-0.00675576j -0.00343297+0.00281886j 0.000678941+0.000342322j -0.00301943+0.000545044j -0.00171446-0.000192906j 0.000418413-0.00306054j -0.0017243-2.12175e-05j 0.00156397+0.000389651j -0.0012682-0.00173113j 0.00386818-0.0023298j -0.000999509-0.00431418j 0.00215376-0.00190608j 0.00234704-0.0024731j 0.00521027+0.00141051j -0.00164244-0.00164123j 0.0025313+0.00284784j -0.00226054+0.00314669j -0.0027126-0.000298034j 0.00112309-0.004137j -0.000816775-0.000276878j -0.000362072+0.00107798j 0.00149383+0.00015321j 0.000416348-0.00136924j 
-0.00222834+0.000948424j -0.00172241-0.00141241j 0.00188382-0.00380745j -0.002124-0.000455733j -0.00394919-0.00207584j -0.00363351-0.00478399j -0.00180741-0.0018333j -0.00364578-0.00059965j -0.000469547+0.00244742j -0.000853332+0.00175508j 0.000737592+0.0015086j 0.00187398+0.00375836j -0.00366788-0.000334153j 0.00144181-0.000264186j -0.00298633+0.00431587j 0.000342228+0.00484497j -0.00229168-0.00023488j -0.000492546-0.00213756j 0.00129171+0.00697039j -0.000228906+0.00145119j -0.00590216+0.00471662j -0.00272457+0.000143568j -0.00236793-0.0012212j -0.00704185-0.00155384j -0.00593607+0.00535195j -0.00254453+0.00195189j -0.000503009-0.00136134j -0.00718218+0.00208614j 0.000421085-0.00431573j -4.55812e-05+0.000754192j -0.00506704-0.00294954j 0.00180266+0.00874478j 0.00212265-0.00887903j -0.00607827-0.00942403j -0.000477329-0.00040138j 0.00653015+0.00400685j 0.0101071-0.00221944j 0.011773-0.00561052j 0.00550454+0.0026689j -0.00300491-0.00540831j -0.00410192-0.0141112j -0.00382622-0.00812973j 0.00103169-0.00512205j 0.00558618-0.00314431j -0.00488387+0.000206558j -0.00202091-0.00859992j -0.000527398+0.00843377j 0.0130762+0.00348346j 0.00183967-0.00324486j -0.00366668-0.0163493j -0.00853467-0.0102927j 0.00577867-0.00267622j 0.00190446-0.00401805j -0.000414482-0.00528347j 0.00249409+0.000607001j 0.00134224+0.000583024j 0.00250775+0.00117135j 0.0109239-0.0100049j 0.0086579+0.00700685j -0.000375011-0.00219291j 0.00521679-0.00612937j -0.00545645+0.00105892j 0.00599543+0.00542745j -0.00301669+0.00712267j -0.0109968+0.000439864j -0.00517162-0.00630895j -0.00641044+0.00484363j -0.00646719+0.00206657j 0.000883138+0.00101129j 0.000921098-0.000729267j 
-0.00314759+0.0024595j -0.00241648-0.00260558j 0.00141263-2.52403e-05j 0.00407476+0.00173283j -0.000874358-0.00305278j -0.00284877-0.00136777j 0.00100157+0.00204293j -0.000208136+7.68996e-05j -0.00118595+0.00199742j -0.00184236-0.00187424j 0.00165843+0.00411038j -0.000677638+0.00394474j 0.00157603+0.00237726j 0.00177031-0.000521399j -0.000145814+0.00202114j -0.00124934+0.0038987j -0.00147176+0.00134141j 0.00220732-0.00408532j -0.000409873+0.00732831j -0.00203265-0.00315302j -0.00511341+0.00735812j -0.00180571-0.000864794j -0.00286655+0.00092184j -0.00670055-0.00398938j -0.00562956+0.00360459j 0.0045743+0.00141952j 0.0015071-0.0019026j -0.0034274+0.00051915j 0.000639335+0.00617588j -0.00356731+0.00190133j -0.00208957+0.00307334j -0.00651796+0.00471462j 0.00214704+0.00116421j -0.000608461-0.00239128j -0.00524418-0.00196572j 0.00539537-0.00539141j 0.00452287+0.00251449j 0.00932752+0.00707355j 0.0111543-0.00158336j 0.00376917-0.00695124j -6.65378e-05-0.00776854j -9.6062e-05-0.0089652j -0.00200588-0.00343065j 0.00954353-0.00503915j -0.00152788+0.000450821j -0.00720178+0.00404448j -0.000945322+0.00372433j 0.00388233-0.00659991j -0.000875056+0.00294472j -0.000939729-0.00621203j -0.0130414-0.00234789j 0.00054428+0.000782191j 0.00641871-0.002413j -0.00580286-0.00259539j 0.00501359+0.00403712j 0.00287052-0.00650245j 0.00355867-0.00566985j 0.0032409-0.0116532j 0.00489963+0.00016014j 0.00281516-0.00569071j 0.00828697-0.00339451j -0.00737699-0.00362651j 0.0065712+0.00399445j -0.00229616+0.00649579j -0.00705394+0.00300265j 0.00273092-0.00873919j -0.0063409+0.002551j -0.00397047+4.23392e-05j 0.00252113+0.00234006j 0.00256393-0.00251077j 
0.00222634-0.000403477j 0.000694101+0.00170114j 0.00096294+0.00210309j -0.00125134+0.00253362j 5.5322e-05+0.00174005j 0.00510711-0.00323938j 0.00149317+0.00159989j -0.000755511+0.00264371j -0.00272361-0.00483727j -0.000798035+0.0035427j -0.00592162+9.98931e-05j 0.00134999-0.00245691j -0.00154855+2.85146e-05j -0.00259351+0.00356581j 0.00144368-0.000488249j -0.00286412+0.0031456j 0.00169348-0.00361695j 0.00589217+0.00154847j 0.000100651-0.00762787j -0.00320414+0.00306126j -0.000144012-0.00171899j 0.00930568+0.000408057j 0.00873193-0.00369563j 0.00405893-0.00227679j 0.00735403-0.0054636j -0.003146-0.000826496j -0.00521674-0.00270279j 0.00398111+0.000514418j 0.00226826+0.000337802j 0.00676541+0.00640342j 8.34142e-06+0.00238056j -0.00582288-0.0102641j -0.000768401+0.00132577j -0.00606279-0.0062566j -0.00404542-0.00671358j -0.00723574+0.0101016j -0.000523754-0.00334912j -0.000211805-0.00118175j 0.00103119-0.00844406j 0.00143847+0.00577837j 0.00034432+0.00344148j -0.00336872+0.00575355j 0.00440131+0.00138545j -0.0118682-0.00363266j -0.00421603-0.000573636j -0.00500461-0.00329596j -0.00476392-0.0016573j -0.00888066-0.00172125j -0.00604745+0.000297551j -0.000898972+0.00510058j -0.00360629-0.00302416j 0.00263709+0.00480204j 0.000580222+0.0111187j 0.00620169+0.00470684j -0.0045915+0.00309618j -0.00338077-0.00336694j -0.000201566+0.00401908j -0.00579496+0.000942806j -0.00146885-0.00608573j 0.00623982+0.00521083j 0.000143443+0.00644491j 0.00447157+0.00284351j -0.001181-8.96877e-05j 0.00374167-0.00102808j 0.00109089-0.0024746j 0.0018009+0.00562599j 0.00290666-0.00351545j 0.00173723+0.000474937j -0.000674525+3.28579e-05j -0.000107396+0.000916555j 
0.000865358+0.00102995j -0.00176078+0.0014729j 0.000844173+0.00219072j 0.00123392-0.00126146j 0.000261296+0.00182725j -0.0013443+0.00186421j 0.000817712+0.00100721j 0.00136695-0.00082824j -0.00133458-3.81289e-07j 0.000324761-0.00300986j -0.00158453-4.41163e-05j 0.000227597-0.00078406j -0.00100823+0.00117122j -0.000407788+0.000390673j 0.00373754-0.00264788j 0.00237396-0.00322002j -0.00211572+0.00150893j -0.00536823+0.00293069j -0.00578003+0.00295493j -0.00477539-0.00106635j 0.00384421-0.00172867j -7.15983e-05-0.00124066j 0.00316546+0.00393935j -0.00156876+0.0035105j -0.00331917-0.00412017j 0.00182115-0.00119591j -0.00396099+0.000506265j -0.00542027-0.00349451j -0.00119935+0.00275858j -0.00938647+0.00224507j -0.000249323-0.00111296j 0.00397935+0.00423958j -0.0104131-0.000970288j -0.00165939-0.00274092j -0.00977322+0.00254469j 0.00546261+0.00545648j -0.0104926+0.0114662j 0.00646554+0.00358078j 0.00651619-0.00300392j 0.000499831-0.00314831j 0.0021398+0.00553232j -0.00762632+0.000774139j -0.00338246-0.00166333j 0.00181105-0.000277777j 0.00621407+0.00240247j 0.00227434+0.00704038j 0.00236186-0.00316842j 0.00122805+0.00784258j 7.21203e-05-0.0024505j 0.000821981+0.00164203j -0.00293751+0.000145314j -0.00189914+0.00222346j -0.00326236-0.00273368j -0.00142239+0.00862791j 0.00371405-0.00510784j 0.00394807-0.00101821j -0.0057979+0.00223119j -0.000588854+0.0014823j 0.000732458+0.00234066j -0.000972009+0.00126918j 0.00236407+0.000181338j -0.00380284+0.000179587j 0.000638923+0.00163954j -0.00296358+0.000219106j 0.000240525-0.000908796j 0.000801092-0.000687303j -0.000113897+0.000148081j -0.000202896-0.000930919j 0.00259955-0.000935633j -0.000571345-0.00155041j 
-0.000280283+0.000781805j -0.00109043-0.000360902j 0.00407136+0.00176353j -0.000718212-0.0033182j -0.00371078-0.00130983j 0.00202408-0.00203401j -0.00148438+0.00275116j -0.000751188-0.00312179j -0.00283113-0.00366601j -0.00149548-0.00159237j -0.000136536+0.00437803j 0.000135433+0.00183739j 0.00329906-0.00177709j -0.00282398+0.00161254j -0.000517621+0.00169832j -0.00420699+0.00149091j 0.00203671+0.0015241j 0.00604003+0.000763754j 0.000682532+0.00209821j -0.00661018-0.00064187j -0.00102027+0.00461152j 0.00208651+0.0026607j 0.00131189-0.000436185j -0.00785626-0.00200768j 0.00171015-0.00207691j -0.00415142-0.00250385j 0.0039374+0.0043886j 0.00265794-0.0113286j -0.00479476+0.00649184j 0.00099861+0.00122638j 0.0156587-0.00448105j 0.000700336+0.00208402j 0.00301648-0.00021578j -0.00813576-0.000196562j -0.00352135+0.000636527j -0.00392186+0.00838925j 0.00634207-0.00197559j 0.0111777-0.00520348j -0.0032241-0.00830579j 0.006476+0.00334612j 0.0107857+0.00645528j 0.00367077-0.0163352j -0.00349241+0.00355403j 0.00169517+0.0122625j -0.00828392+0.00691221j -0.0029945+0.00775558j -0.0088174-0.00686723j -0.007681+0.00886809j 0.0146707-0.0134129j -0.00461505+0.00331015j 0.00921392-0.00544926j -0.00196893-0.00199611j 0.00485213+0.0143836j -0.00800144-0.00618558j -0.00658805+0.00116218j 0.0016341-0.00462896j 0.0122619+0.00421221j -0.0046465-0.012406j 0.0100631-0.00107374j 0.00379937+0.00782448j -0.00430479+0.00308638j 0.00435558+0.00497764j 0.00602557-0.00165545j 0.00306848+0.00130522j 0.00418873+0.00472725j 0.0020444+0.00481326j -0.00299416+0.003289j -0.00261353-0.00192258j 0.00204752+0.000940482j 1.57782e-05-0.00110029j 
-0.000113643-0.001295j 3.42344e-05-0.00071095j 0.000545714+0.00174707j 0.00242451+0.000137917j -0.00140519+0.00106898j 0.00133451-0.00580083j 0.0020277-0.000348665j -0.00201303-0.000151087j -0.00290368+0.000614886j -0.00153868-0.00120423j 0.00111923+0.000528922j -0.0020529+0.000996326j 0.00180525+0.000425789j -0.00238026+0.00672561j 0.00351347-0.000548174j 0.0035313+0.00123267j -0.00518458-0.00172525j -0.00423796-0.00450067j 0.00253444+0.00139261j 0.00266288-0.00681675j -0.00571502+0.000715046j 0.0011083-0.00510457j 0.00133015+0.00545764j -0.00123167-0.00532919j 9.16967e-06+0.00682206j -0.00602765-0.00384543j -0.00266851-0.00311114j -0.00107625-0.00488089j -0.00435598-0.00741408j 0.0013652-0.00193532j 0.00230274-0.00399722j 0.00846807-0.00476536j 0.00172455+0.0017947j 0.00364005-0.00256j 0.00317005-0.000365157j -0.0014199-0.00243287j 0.00507773+0.00180327j 0.0060346-0.00258509j -0.00511603-0.01021j -0.000938284-0.00208574j 0.00404278-0.00726993j 0.00572639-0.00890136j -1.48752e-07-0.00336313j 0.00141977+0.00631949j -0.00955875+0.00436352j -0.00468937-0.00186109j -0.000886711+0.00178915j -0.00197351+0.00616444j 0.0108914-0.0149483j -0.00166159-0.00403661j 0.00838966+0.00451672j 0.00416709-0.00368541j 0.00722169+0.0026766j -0.00941605-0.00371191j 0.00357381-0.000129223j -0.00659553-0.00539979j 0.000516825+0.00434976j 0.00211225-0.00652876j 0.0019967+0.00596461j -0.0021398+0.00190131j -0.00502269-5.89848e-05j -0.00131286+0.00627395j 0.0028258+0.00338316j -0.000157616-0.00407739j -0.000563184-0.00138711j 0.0021464-0.00100457j -0.00116502-0.000550107j -0.00331726-0.00154928j 0.0010747+0.00181729j 0.00112843-0.000297778j 
