0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-0.001134+0.00223951j -0.0018206-0.00204178j 0.000677247+0.000365621j 0.00204782+0.000697767j 0.000927865-3.88605e-05j -0.00242283-0.00129597j -0.00116461+0.00154312j 0.00126622-0.000846719j -0.00188486-0.000946596j 0.0016506-0.000612743j 0.00190617-0.00115606j -0.000181115+0.00156536j -0.000288019-0.000497145j -0.000323637+0.000395427j -0.00628348-0.00366088j 0.00131484-0.0022099j -0.00383628+0.00062357j 0.004896-0.000769451j 0.00464717-0.00464846j -0.00196884-0.00323155j 0.00218278+0.000273839j -0.00131711+6.71743e-05j -0.00320931+0.00479036j -0.000830105-0.000907216j -0.00910501+0.00708088j 0.00195373-0.00348329j 0.00464787-0.00338376j -0.00273633+0.00167501j 0.00107473+0.000817977j 0.00303283-0.00332164j 0.00717741+0.00091659j -0.00294412-0.00359489j -0.00410675+0.00134386j -0.000588434-0.00683404j -0.00640435-0.00758697j 0.00490969-0.00448927j -0.00214828+0.000388807j 0.00463099+0.00284842j -0.000909068-0.00539703j 0.00857294+0.0013051j -0.0101418+0.00284606j 0.00075367-0.0105471j -0.00322257+0.00451088j 0.00796821-0.00647115j -0.00150203+0.000460461j -0.00129358+0.00459252j -0.0013752-0.00765724j 0.00117844-0.000407552j -0.000590224+0.00418244j 0.00664075+0.0052675j 0.00660566+0.00449132j 0.00201645+0.00405796j 0.00385764+0.00357261j 0.00188178+0.00411436j -0.00268979+0.00212921j -0.00143917-0.00288853j 0.00097317+0.000823698j 0.000479986+0.000585639j -0.00230322-0.000638899j -0.000103577+0.00282399j 0.000458345-0.000201255j -0.00187957-0.000397812j -0.000588132-0.0029093j 0.000456107-0.00017854j 0.0020106-8.32178e-05j 0.00148796-0.00108421j -0.000345654+0.0019617j -0.00162358-0.00105982j 0.00095456+0.00209401j 0.00133803-0.000926673j 
3.04768e-05+0.000219804j 0.000854219+0.00059006j 0.000156926+0.000206337j -0.00116561-0.000949851j -0.000503279+0.000318722j 0.00132892+0.000286484j -0.00107317-0.00158834j -0.00244366+0.000766819j -0.00273643+0.000365662j -0.00344245-0.000238926j -0.00378414-0.000919946j -9.97523e-05+0.00121123j -0.00297658+0.00216725j 0.000857066-0.000581214j 0.00262999-0.00110883j -0.0051959-0.00124445j -0.00206509-0.000339557j -0.00375087+0.0044118j 0.0038684+0.00590113j -0.00293526-0.00368687j 0.000907679+0.00132126j 0.00436795+0.00437927j 0.00698129+0.00496123j -0.00228422+0.00454662j -0.000511698+0.00260494j -0.00797561-0.000368325j -0.00368305-0.000541936j -0.000757157+0.0110625j 0.00147807+0.00270417j 0.000687812+0.000748855j 0.00242931-0.0036066j -0.00712151+0.000662136j 0.0103249-0.00200699j -0.0023136+0.00513744j -0.0190703-0.00221591j 0.00967082+0.000858063j -0.00363887-0.00168701j -0.00366065+0.00110494j 0.00192717+0.00381549j -0.000538777+0.00522326j 0.00134232-0.0147627j 0.00352522+0.00102115j 0.000581316+0.00126757j -0.00182835-0.00241048j -0.00418333-0.00410251j 0.00586408-0.0023288j 0.00353637+0.00571816j -0.00731077-0.000914516j -0.00957834+0.00469974j 0.00286295-0.0031506j -0.0162783+0.00558495j 0.00055205-0.000381035j -0.00409033-0.00182074j 0.00224081-0.00190503j -0.00215968-0.00171187j -0.00334507-0.00424253j -0.00798277-0.00462281j -0.00225286+0.00180908j -0.00259841-0.00274428j 0.000571432-0.00396823j 0.00127038-0.00301522j -0.000440761-0.00075327j 0.00137508-0.000702244j 0.00272055+0.000254422j 0.000970985-0.00107553j -0.00106604-0.000921979j -0.000312551+0.00180169j 0.000701244-0.000123165j -0.000524773+0.000327143j 0.00076158-0.000270406j 
-0.00153407-0.00154165j 0.00229499-0.00156433j -0.000410826-0.00164593j -0.000230668-0.00055162j -0.0024202+1.85921e-06j 0.000906611-0.000304507j -0.000974939-0.00032861j 0.000179026-0.000107555j -0.00277012-0.0011408j -0.00227718-0.0034681j -0.000319738+0.00158183j -0.00235529-0.00383395j 0.00231359-0.000705394j -9.31536e-05+0.00165157j -0.00248112+0.00662126j 0.00136711+0.0071258j -0.0022886+0.00156259j -0.00249771+0.00106976j 0.00145353-0.00115161j 0.00248749+0.00277758j -0.00152147+0.000134606j 0.00151481+0.000988813j -0.00299617-0.00188276j -0.000294653-0.000331005j 0.000533883+0.00199649j 0.00045176-0.000327694j -0.00335157-0.00587013j 0.00270369+0.00251986j -5.88347e-05-0.00280869j 0.00235395+0.003545j -0.0116527+0.0109832j -0.00330403-0.00522151j -0.00904861-0.00397633j -0.0150486-0.0185479j -0.00812406-0.00449225j 0.012283+0.0201275j 0.00504982+0.0097733j 0.00346286-0.00269906j 0.0012987-0.015808j -0.00707565+0.000329527j -0.00868674-0.00682672j -0.00792883+0.00902981j 0.00348449-0.00819222j -0.00397375-0.00269208j -0.0012608+0.00254828j -0.00568117-0.00590957j -0.00106899+0.00611164j 0.0158436+0.00699351j 0.000531959-0.00368375j -0.00340867-0.00688455j -0.0141741+0.00125579j 0.010804+0.000831866j 0.00747289+0.00757594j 0.0109892+0.000298991j 0.0029419-0.00024956j 0.00406317-0.0046187j -0.00815502+0.00819014j 0.00494697+0.000579893j -0.00161631+0.00111792j -7.67629e-05+0.00165479j -0.00192321-0.00669642j -0.00345916+0.00801396j -0.000465307-0.00140581j 0.00477959-0.00106693j 0.0023035+0.00578229j -0.000475508+0.00371791j -0.000905661+0.00239727j 0.000946758-0.000540363j -0.00218979+0.00090042j 0.00082087+0.00174244j 
-0.00346746-0.0012247j 0.00220443-0.0036551j -0.00141316+0.00118189j 0.00514764+0.000143391j -0.00277267-0.00433539j 0.00356234+0.000811859j 0.00112532-0.00270773j 0.0010255+0.00197091j -0.00360451-0.000346427j -0.00363758-0.00649666j 0.00382795+0.00440944j -0.00476526+0.000212078j 0.00457512-0.00313044j 0.000757416-0.00334418j 0.00234726+0.000919904j 0.00019857+0.00503507j -0.00192384-0.00275245j -0.00325903-0.0082702j 0.00392312+0.00363731j 0.000606573-0.00278227j -0.00154957+0.00499499j -0.00505362-0.00387941j -0.00486055-0.000959715j -0.00387501-0.0016639j 0.00699984-5.89681e-05j 0.00742359-0.00218418j 0.00279161-0.00485174j 0.00479353-0.00712071j 0.00558922+0.00806249j 6.97395e-05+0.00121385j -0.00289385+0.00740641j -0.00938009-0.00971979j 0.00894507+0.00532342j 0.00959331+0.00653454j 0.00825518-0.00539475j -0.0107589-0.00648688j 0.00293649+0.00410126j -0.00360398+0.00918647j 6.91446e-06-0.0118047j -0.00209185-0.00849849j 0.00661161-0.00600347j 0.00666366-0.00394699j -0.000460367-0.00309046j 0.00267669+0.00154515j 0.000428637+0.000375973j -0.0071312+0.00510917j -0.00152621+0.00528147j -0.00937972-0.00966866j 0.00342262-0.00387079j 0.00342567+0.00865458j -0.00270739+0.00689007j -0.00136803+0.0012104j 0.0119564-0.000198068j -0.0097091+0.00483982j 0.00763035+0.00545005j -0.00244145-0.0096274j 0.00129953-0.0117083j -0.0135806-0.00077724j -0.00412918-0.0078387j 0.00127384-0.00679412j 0.00258817-0.00136589j -0.00186413-0.00191326j 0.00387288-0.0057457j 0.00608843-0.00421609j 0.00480993+0.00495549j 0.00219698-0.00282653j -0.00418647+0.00233204j 0.002711-0.00138993j -0.00211846+0.00236118j 0.00204461+0.0018289j 
-4.7569e-05-0.00126435j 0.000644157+0.00114133j 0.000857042+0.00267284j 0.00100174-0.00205401j -0.00350959+0.000231656j 0.00340512-4.04821e-05j 0.000464871+0.00188717j 0.000590458-0.000543636j -0.00166194-0.00134801j -0.00328201-0.00281962j -0.00196377+0.0040676j -0.00209802+0.000343746j 0.00158493+0.0010255j -0.00197934-0.000696822j 0.00770436-0.000613051j -0.00150086-0.00338815j 0.000554062+0.0031517j -0.00555006+0.00489422j -0.00542412+0.00641063j -0.00312997+0.0021124j 0.00218382-0.000531257j 0.00127469+0.000657012j 0.00520294-0.00210053j -0.00508359+0.00381779j -0.000168156-0.00806622j 0.000525069-0.00190208j -0.00753808+0.00254951j -0.00642543-0.00405341j -0.00019344+0.00588372j -0.0121384+0.0044912j -0.000890788-9.15428e-05j 0.00411382+0.00237075j -0.010737+0.00520437j -0.00300669+0.00314407j -0.00795574+0.00791292j 0.00337676+0.00940288j -0.00806799+0.0176308j 0.00910165+0.00348505j 0.00648776-0.010722j -0.00108294-0.00382172j 0.0117437+0.00379581j -0.00671834+0.00478573j -0.00505727-0.000704352j 0.00066673+0.00411325j 0.00556045+0.00192521j 0.000668602+0.00905012j 0.000157442+0.00119813j 0.00112735+0.00843356j 0.00189939-0.00776331j -0.00187149+0.00250363j -0.00748334+0.00214798j -0.000531763-1.45577e-06j -0.00103514-0.00318329j -0.0021009+0.00935213j 0.00386316-0.00548155j 0.00704185-0.00648565j -0.00561926+0.00373774j -0.00501999+0.000352428j 0.00237889+0.00405882j 0.00382256-0.00098311j -0.000710033+0.000235262j -0.00278133+0.00194778j 0.00190993+0.00112971j -0.000911969-0.00121252j 0.00153774-0.00074394j 0.00110616+0.000517608j -0.00245951-0.000838557j -0.000708986-0.00156499j 0.00154385-0.000721111j 4.56384e-05-0.000919501j 
-8.72826e-05+0.00248052j -0.00340137-0.000872718j 0.00121902+0.000799221j 0.00311398+0.00184256j 0.00255436-0.000595523j -0.00358987-0.000384442j 0.00303142+0.00134553j 0.00313752+8.52894e-05j -0.000122717-0.000416995j 0.00272769+0.000142533j -3.55693e-05+0.00128308j 0.00115223+0.00127286j -0.00334575-0.00396789j 0.00255109+0.00160857j -0.00242228-0.00906531j 0.00311333+0.00308477j -0.00473515-0.00330741j 0.0036901-0.000276214j -3.02714e-05-7.72399e-05j -0.0112201-0.00198076j -0.00169094-0.00619932j -0.00145073-0.0110986j 0.0050837+0.00927803j 0.00303924+0.00153315j -0.00523966+0.000438715j 0.0118915-0.005103j -0.00289608-0.0102816j -0.001162-0.00786313j 0.000485024-0.00299083j 0.00751261+0.00716388j -0.00231006+0.00133379j -0.00340193-0.00226014j -0.0117817+0.00787292j -0.00565435-0.0113015j -0.00705441-0.00583821j -6.1433e-05-0.00706424j -0.00320805+0.00577852j 0.00580232-0.000507105j -0.00495012-0.00650599j 0.00111382-0.00542521j -0.00207451+0.00993914j -0.0106421-0.00290262j -0.00232904-0.00323294j -0.00514765-0.00724557j 0.00803169+0.00275327j -0.00274842+0.00320197j -0.000971706-0.0100282j -0.00789406-0.00146868j -0.00139777+0.00141912j 0.00256997+0.00919079j 0.000680022-0.00173083j -0.00087423+0.0118632j 0.00728683+0.00383937j 0.00388227+0.00982928j 0.00209726-0.000685615j -0.00363706-0.00840631j 0.00292602+0.00342798j -0.00286004+0.00249912j -0.00193277+0.000670203j 0.00402702+0.00329526j 0.00631468+0.00127986j -0.000610336-0.00160724j -0.00226675-0.00154474j -0.00350587+0.00125393j -0.00189383-0.000845751j 0.00244049-0.00256408j 9.83618e-05+0.000153604j -0.00257665+0.00165649j 0.00188352+0.00150584j 0.000738935-0.000855524j 
0.00034624-0.000836406j 0.0006749+0.000442788j 0.000944921-0.00136168j -0.00235861-0.000489819j 0.00127952+0.00028878j 0.000637793+0.000202225j -0.00178713-0.00138091j -0.000917332-0.000900282j 0.00317305+0.000577021j -0.00147407+0.00106373j -0.00122602+0.000450535j 0.00148716-0.00288164j -0.00175751-0.00204446j 0.00207625+0.00140136j 0.00208826-0.00136365j -0.00274264+0.00595786j 0.00112077-0.00099754j -0.00567548+0.00565649j 0.00694063+0.0130844j -0.00687527+0.00066056j -0.00831113-0.00300257j 0.000408063+0.000107825j 0.00837452+0.00644488j 0.00414901+0.00494534j 0.00464282-0.0040984j 0.00266679+0.00414903j -0.00149442-0.00096408j 0.00826488-0.0059359j -0.00952149-0.00514885j 0.00724848-0.00053753j -0.00789045-0.00702418j 0.0071184+0.0116807j 0.0081059-0.00524891j 0.002346+0.00513349j -0.000451858+0.00338946j 0.000187093+0.00016187j 0.0017373-0.00965706j -0.0140485-0.00723596j -0.00637357+0.0193944j -0.0114004+0.00685498j 0.00820426-0.0145443j 0.00298132+0.00144935j 0.00259329-0.0100474j -0.00530906+0.0137806j 0.00263184+0.00289094j 0.00501578-0.0142357j 0.00801822+0.0010638j -0.011253+0.00705956j 0.00327309-0.00740343j -0.0121491-0.00393111j -0.010508-0.00447274j -0.00861795+0.00181047j -0.00350127+0.00498776j -0.0073624-0.0115255j -0.00276797-0.00582269j -0.00114884+0.00185853j -0.00127945-0.00206505j 0.000942186+0.00104077j 0.00200936+0.000804484j -0.00366663+0.00191885j -0.00513129-0.00149034j 0.00090046-0.00172326j -0.000304142-0.000798199j -0.000513357-0.000169818j 0.000962267+0.000508738j -0.00236475+0.00206603j 0.00181389+0.000231624j -0.000264987-0.000278651j -0.000613702+8.59188e-06j -1.39842e-05+0.00062597j 
-0.00202383-0.000723266j 0.00153958-0.00290956j -0.00150082+0.00473142j 0.00114969+0.0005729j -0.00254221+0.000233244j 0.00440983+0.000336942j 0.000600594+0.00756388j -0.000462355+0.00150555j -0.00362288-0.00455456j -0.00902415+0.000100308j -0.00556429+0.000487454j 0.00182489+0.00619571j 0.00322938+0.00224869j -0.00695531+3.8468e-05j -0.0060074+0.00160694j -0.00554216-0.00409148j 0.00196993+0.00346056j 0.00248434+0.00357347j 0.00954674+0.00430404j -0.00946446+0.00299183j -0.00147722+0.00235164j 0.00646548+0.00744833j 0.00284503-0.000483848j -0.00724849+0.0033821j -0.00362472+0.00653823j 3.28613e-05+0.00149216j -0.00620443-0.000119504j -0.00475935+0.00670583j -0.00496031-0.00720273j -0.000588739-0.0127982j 0.00670574-0.00877951j -0.00725552+0.00676536j 0.00129708+0.00303206j 0.0049087+0.00988717j -0.00894628-0.00120888j 0.0036363-0.0131647j -0.0102523+0.00365152j -0.000550283+0.00497997j 0.00114353+0.00185286j 0.00571583-0.00269745j 0.00131212-0.0116308j 0.00669699-0.0145504j -0.00364113+0.00307929j 0.00951138-0.00400173j 0.000820629-0.00166772j 0.00392737-0.00389428j 0.0020139-0.00124923j -0.00184352-0.00284131j -0.000123246+0.00180659j 0.0069391+0.00129263j 0.00128972+0.00467872j 0.00569166-0.00051102j -0.00496248-0.0017914j 0.000369687+0.0025957j -0.00218226-0.000991482j -0.00328039-0.0041455j -0.00565177-0.00424951j -0.0052009-0.00250047j 0.000403881+0.00454995j 0.000184793-0.00155254j -0.00621223+0.00167569j -0.00431747+0.0005541j 0.00147511-0.00175584j 0.000501148-0.0014992j 0.00325765+0.0021618j 0.00305038+0.00052034j -0.00302594+0.000871586j -0.00113944-0.00404356j 0.00169432+0.00272852j 0.00174987-0.00207661j 
3.31823e-05-0.00151732j 0.00241552-0.000297159j 0.000177919-0.00074008j 9.17706e-05-0.00138883j 8.72419e-05+0.000391066j 0.000194376-0.0033362j -0.00350011-0.00490919j -0.0024741+0.0013673j -0.00369222+0.0054327j 0.000796954-0.000866378j 0.000912982-0.000646709j -0.00351442+8.03228e-05j 8.54404e-05+0.00222186j 0.00612751+0.00480053j 0.00867572-0.00141859j -0.00103705+0.000449362j -0.00602614+0.00231753j -0.00439776+0.00334512j 0.00200816-0.0060683j -0.00123402-0.013574j -0.000130111+0.00616434j 0.00495464-0.0055851j 0.00624775+0.00679094j 0.00114041-0.00537033j 0.00338118+0.00224017j -0.0180478-0.00125867j -0.00279703-0.00202513j 0.000462518+0.00509099j 0.0044092-0.000163043j -0.00123025+0.0103272j -0.00061951-0.00736074j 0.000789792-0.00954189j 0.00594615-0.00250896j 0.00330657+0.000574129j -0.013262+0.000447054j 0.00546243-0.0011048j 0.00338029-0.000822672j 0.00642913+0.00378243j -0.00105302-0.0100804j 0.0010953+0.00571455j -0.00140069-0.0100532j 0.00368351-0.00179376j -0.00118991+0.00544373j -0.00295015+0.000593742j -0.0189768+0.00145789j -0.00309775+0.00167781j 0.0017584+0.00426964j -0.00563072+0.00583465j -0.00427659-0.00357213j 0.000317887-0.00531917j 0.000875226+0.0130553j -0.000306049-0.00498789j 0.00560784+0.00237664j -0.00519264-0.00196719j -0.00131404-0.000863325j -0.00901903-0.00178559j -0.00486156+0.00476734j 0.000644953-0.00266382j -0.00392244+0.00030943j -0.000540216-0.000818487j -0.00172114-0.00170777j 0.00384566+0.00460759j 0.00231123-0.000785512j 0.00154911-0.00457584j -0.000147309-0.00346167j -0.000999788-0.00058255j -0.000210398+0.00195215j -0.000460346-0.000636859j -0.00257529+0.000903312j 0.000876645+0.00179914j 
0.000786005-0.00197682j 0.00194647+0.000744175j -0.00187235+0.000837411j -0.000903713+0.00256493j -0.000470117-5.77349e-05j 0.00354123-0.000229808j 0.00240121+0.00156572j -0.00062436+0.00299794j -0.00144322+0.000184669j -0.00450062+0.00359748j -0.00394627+0.000576463j 0.000225037+0.00446134j -0.00128733+0.00268856j -0.00508464+0.00251491j 0.00486182-3.41047e-05j 0.00522178+0.00277304j 0.00272112-0.00392788j -0.00226218-0.00166469j -0.00690875-0.00197499j -0.00103321+0.00576478j -0.00468226-0.00157659j 0.00350696-0.00314761j 0.00166043-0.0104572j 0.0028982-0.00902893j 0.0108641-0.00879926j -0.00071308+0.00175851j -0.0100341-0.00099647j 0.00054898-0.00661855j 0.00286187-0.00828273j 0.00757415+0.00314994j -0.00549314+0.00732982j -0.00686888-0.00821824j 0.00110147-0.000180016j 0.00108185+7.27186e-05j 0.0131458-0.000799275j -0.00997313-6.93297e-05j 0.00113588-0.00321093j 0.000265383+0.000448026j 0.00637888-0.00608567j -0.00648009-0.00482637j 0.00597152-0.00305892j 0.00464256+0.00828957j 0.0026648-0.00943018j -0.0108383-0.00085734j 0.000649346-0.00111725j -0.0125535-0.00754251j -0.00173084+0.00528012j -0.000168975-0.00961818j -0.00518457-0.00320434j -0.00413695-0.00170875j -0.00272641-0.0062268j 0.00394699-0.00262919j -0.000371487-0.000267942j 0.00279397+0.00393343j 0.00449275-0.00136978j -0.00435686+0.00186837j 0.00484878+0.000332108j -0.00269232-0.00257749j 0.00111342-0.00262312j 0.00415912+0.000183454j 0.00325308+0.001875j 0.00399512-0.00212882j 0.00067353+0.0051221j -0.000219785+0.000204678j -0.00587072+0.000397721j 0.00238373+3.38172e-05j -0.000297157-0.00268275j 0.00176679+8.35034e-05j -0.00115857-0.000602226j -6.57146e-05+0.00100775j 
-0.00199948-0.00163277j 0.00180491-0.00321008j -0.0012765+0.0032978j 0.00223861+0.000998752j -0.000909312+0.000927915j 0.00292456+9.35795e-05j 0.000898298+0.00147722j 0.00266462+0.00176864j -0.00434856-0.000121937j -0.00591483-0.000527166j -3.0598e-06+0.000499328j -0.000656384+0.00458564j 0.00442323-0.00233655j -0.00655176+0.00592251j -0.00405612+0.0029915j 0.00557908-0.000372769j 0.00146275-0.00102641j -0.00562913-5.68152e-05j 0.00508356-0.00177446j -0.000147082+0.00420943j -0.00466958+0.00180448j -7.57049e-05-0.00206703j -0.00552153+0.000865402j -0.00350885-0.00161436j 0.00636088+0.006405j 0.000973169-0.00206027j -0.00829047-0.0017006j -0.00332953-0.00279271j -0.00819693-0.0159757j 0.000308063-0.0129747j -0.00478525-7.47749e-05j -0.00110316-0.00631851j 0.0028756+0.00285499j 0.00974394-0.0010474j 0.00990589-0.00303956j -0.00691729-0.012738j -0.0034439+0.00930533j -0.00521823+0.000365536j -0.00552514-0.00675666j -0.00724069-0.00981449j -0.000766768-0.0112252j 0.00450543-0.00649105j -0.00295469-0.00611901j 0.00298907-3.28574e-05j 0.00205881+0.00258727j -0.00460123-0.00777806j 0.00683754+0.0035784j 0.0044474-0.0039977j 0.00525445-0.00639629j 0.00258055+0.000649688j 0.0102841+0.00135414j 0.00977723-0.00606783j 0.00314809-0.00402507j -0.000204114+0.00219983j 0.00692725-0.00357967j -0.00538541-0.000920545j -0.00358437+0.000813951j -0.000410848+0.00121257j -0.00125322+0.00436143j -0.00513969-6.40882e-05j -0.00594671-0.000290437j -0.0025706+0.00374494j -0.00286211-0.00165068j -0.000540201-0.00426084j 0.00326929+0.00130485j 0.00209336-0.00037402j -0.00058109+0.000674308j -0.000985946-0.00353155j 0.000362004+0.00215946j 0.00139092-0.000168988j 
-0.00150776-0.00133956j 0.00126626-0.00171765j -0.000917317+0.0001485j 0.00277723+0.000282048j -0.0023722-0.00418057j -0.000111886+0.000509567j -0.000197339+0.000974515j 0.000152126+0.000590573j -0.00151721+0.000299323j 0.00325563-0.000395209j 0.00478169+0.00146234j 0.00246442+0.00028292j 0.00287474-0.000375364j 0.000753056-0.00144329j 0.00129758+0.00460325j -0.00258313+0.00550462j -0.00820879+0.0138205j 0.00340305+0.00449169j 0.0098729+0.000286248j -0.00957962+0.00497159j -0.013239+0.00578365j -0.00330635-0.00687274j 0.0100956+0.0062173j 0.00801121-0.00354665j -0.00540758-0.0140854j 0.00266415-0.00238886j -0.00576626-0.0156549j -0.00343956-0.00951531j 0.0028038-0.0051953j 0.00793403+0.0131677j -0.0126792-0.00707117j 0.00589418+0.0200524j -0.0146203+0.00917385j 0.00456609+0.0108021j 0.00165128-0.00434204j -0.00125583-0.00241969j 0.00245623-0.00554303j 0.00885982+0.0080998j -0.00853416+0.0105774j -0.00795137+0.00667276j 0.00700946-0.000931216j -0.00826604+0.00346498j -0.0079865-0.00579739j -0.00128269-0.000594701j 0.000725981-0.00474763j -0.00673237-0.00612265j 0.00372183-0.00497695j -0.0069736+0.00472567j -0.000780097-0.00026118j -0.00737897+0.00102484j -0.0033588-0.000446085j -0.00507528+0.0113299j 0.00638897+0.00462936j 0.00213004+0.00123717j -0.00166958-0.00653213j -0.00296404-0.000840282j -0.0016593+0.00172166j -0.00219055+0.00200598j 0.00148601+0.00454476j 0.00148633-0.00106869j -0.00146551+0.000561147j -0.00312885-8.59962e-05j 0.00134777-0.00173727j 0.000429555-0.002476j -0.000187286+0.00110012j 0.00141675-0.000927565j -0.00332637+0.000492816j -0.00078624-0.00206254j -0.00125096+0.00164045j 0.00140488+0.00138383j 
0.000420259+0.000327502j -0.00100174+0.000713515j 0.00290484+0.000600498j -0.000443079-0.000752708j 0.00295767+0.00223387j 0.00243187-0.000776843j 0.00251229+0.000537147j 0.00204935-0.00136981j -0.000754752-0.0021335j -0.00335695+0.000907629j -0.00451516+0.00198817j -0.00229207-0.0027025j -0.00358881-0.00314138j -0.000962119+0.00330078j 0.00481885-0.00857016j 0.0020165+0.0012118j 0.00210196-0.00948905j -0.00720973+0.00463599j 0.00268677+0.0116445j -0.00102463+0.00139331j 0.00079519-0.00854835j 0.00203673-0.000361688j 0.0100168+4.49867e-05j -0.00133082+0.00971646j 0.00294015+0.00254448j 0.00701907-0.00249706j -0.00684817+0.00599943j 0.00121262-0.00465783j -0.00875802+0.00276069j -0.000919462-0.00717299j -0.000476699+0.00281247j 0.00621246-0.00658899j 0.00391889+0.000756832j -0.00403685-0.00548488j -0.00740348+0.00618713j 0.000741969+0.00647778j -0.00501287+0.0107342j -0.0104087-0.00810213j 0.0026289-0.00296241j -0.00251072-0.000756482j 0.00678639-0.0072288j -0.000817332+0.00390893j -0.000435968-0.00627396j -0.00378628+0.0106549j 0.00970731+0.00426174j 0.00450674-0.00115951j 0.0044651-0.000902109j -0.00734094+0.00941129j 0.000710499-0.0106036j -0.00218738+0.00683497j -0.0104673+0.00274417j -0.000448807+0.00165442j -0.00146138+0.000212487j -0.00600202+0.00344922j 0.00167804-0.00330254j 0.000102339-0.00867523j -0.00295226+0.00194281j -0.00139508+0.00356857j 0.00027982-0.000715544j 0.000409874+0.000865206j -0.00236789+0.000658054j -6.70058e-05+8.96286e-05j -0.00305612-0.00113002j -0.00318409+0.00174815j 0.00239764-0.00100315j 0.00113127+0.00135759j 0.00201426-0.000717088j -0.00179555+0.000573475j 0.00173051-0.000700565j -8.23361e-05-0.00104169j 
0.000357514+0.00213754j -0.00258618-0.000430324j 0.00134316-0.00140535j -0.00186132+0.000396397j 0.00189136-1.08291e-05j -0.00257491+0.000900052j 0.0028958+0.000736343j -0.00108984+0.000809284j 0.00263625+0.00105377j 0.00167684-0.00123237j -0.00325224-0.000716302j 0.00358921-0.00398361j -0.00222929+0.000405367j 0.00590197+0.00458334j -0.00900052-0.00497551j 0.0015096+0.00673211j -0.000383736-0.00780254j 0.00421045-0.0026548j 0.00107773-0.000633427j -0.0100382-0.00151348j -0.00136949+8.4521e-05j 0.00019967-0.00590381j -0.0024307+0.0108943j 0.0015172+9.26818e-05j -0.00269271+0.008882j 0.00447206-0.00210637j 0.00121919-0.0035862j 0.00549895-8.58049e-06j -0.00742304-0.0038826j 0.0109884-0.00245997j 0.000882005+0.0022807j -0.00858259-0.00668663j 0.00976085-0.00320733j -0.00901027-0.016865j -0.0150024-0.00626585j 0.00868624-0.0113526j -0.00478635-0.00204451j -0.0108641-0.00355489j -0.00337188+0.0060441j 0.00120767+0.00119295j -0.0122257-0.0040603j -0.00156741-0.00529775j 0.00650592-0.00227841j -0.00653216-0.00358163j -0.000713165+0.000908526j 0.00246292-0.00525051j -0.00506881-0.00543816j -0.00654965-0.000841808j -0.00287191+0.00404761j 0.00327088+0.00135367j -0.00503249-0.00210382j 0.00420699+0.00716261j 0.00494421+0.00732388j 0.000428938-0.00397088j -0.00244872+0.003876j -0.0071293+0.000319554j 0.00168921-0.000489601j 0.00138851-0.00200784j -0.00121358-0.00141255j 0.00177082+0.00308795j 0.00390482-0.00227814j 0.00196514-0.000850242j -0.00048436-0.000771968j 0.000168511+0.00372715j -0.00156903+0.00193267j -0.000473095-0.000687485j 0.00104674+0.00245523j -0.000974888+0.00238026j 0.00072761+0.000826264j -0.000291941-0.00013251j 
