-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
0.00385552-0.00208971j 0.00102283+0.00174747j 0.00175548-0.000723996j 0.00587671+0.00166603j -0.00366222+0.00139806j -0.00356535-0.00357779j 0.000388905+0.00512956j 0.000909351+0.0013711j 0.00158041-0.000985798j 0.00353485-0.00357457j -0.00122598+0.00119053j -0.00235437+0.00251107j -0.00358375+0.00313383j 0.0009877+0.000960617j -0.00247292+0.0052264j -0.00529037-0.00237159j -0.00392049+0.00433023j -0.00607343-0.000549624j 0.000726069+0.00147316j -0.000994412+0.00111256j -0.00218939-0.00234059j 0.00402009-0.00151183j -0.00320765-0.00288169j 0.000309057+0.0058625j 0.000273326-0.00580746j -4.44867e-05+0.000568062j 0.00123426-0.0034287j 0.00033236-0.00285005j -0.00245208+0.000290124j -0.00441646+0.00250817j -0.00157704-0.000891293j -0.00476972-0.00658592j -0.00053243-0.00124582j -0.00413346+0.00120524j -0.00233778+0.00496182j 0.0101874-0.00419425j -0.00167095-0.000766647j 0.00946971+0.00615558j 0.00320081+0.00851161j 0.00557478+0.00450979j 0.00164185-0.00528351j -0.00277964+0.000905686j 0.00309931+0.00801664j 0.00074925+0.00774792j 0.011633+0.00297652j 0.00266563-0.000659309j -0.00284588+0.00374393j 0.00440731-0.00487328j 0.00178677-0.00672088j -0.00247426+0.00189j 0.0103719+0.0037821j 0.005369+0.00027038j -0.000491345+0.00587757j 0.00185484-0.00070393j -0.00707574-0.00658779j 0.00244454-0.000581483j -0.00284354-0.00707971j -0.000884909-0.00131416j 0.00572898+0.0020271j -0.00229319+0.0076928j 0.0136765+0.00246082j -0.00161136-0.000916358j 0.00237823+0.0009002j 0.00397759+0.00129234j 0.0100765+0.000465004j -0.000836964+0.00200178j -0.00179212+0.00331307j -0.00420236-0.000875474j -0.00155519+0.00659107j 0.00359858+0.00215092j 0.00735801-0.00431975j -0.00373225-0.00337154j 0.000226566+0.00232723j -0.00433876-0.00369957j -0.00536525+0.00970095j 0.00545024-0.000491818j 0.00623172-0.00388659j 0.0014788-0.000642433j -0.00749674+0.010918j 0.00720279+0.00068157j -0.00926524-0.000347358j 6.91524e-05-0.00231544j -0.000999654+0.00574804j 0.0063254+0.000493402j -0.00125039+0.00345343j 0.00840493-0.00490828j -0.00700007-0.00949821j -0.00109322+0.00812733j -0.00293518+0.00508352j 0.00170792-0.00161706j -0.000529648+0.00733326j -0.00602966+0.00598593j -0.00621519-0.00107877j -0.018088-0.01141j 0.00987018+0.00323217j 
0.00610643-0.000897165j 0.00262931+0.00123529j 0.00476016+0.00509988j 0.00599541-0.0049698j -0.001399-0.00837753j -0.000263759-0.00632195j 0.00785551+0.00193083j 0.00637289+0.00861687j -0.00478101+0.0027101j 0.00599417+0.00246998j -0.00346784+0.00141322j -0.00807975+0.00143279j -0.00205987+0.00285041j -0.00440804-0.00150241j -0.00500896-0.000983733j -0.000312489+0.000146259j 0.00203947+0.00256751j 0.00267858+0.00126262j 0.00246912-0.00659041j -0.003014+0.00405201j -0.00609232-0.00534004j 0.00313144-0.000911442j -0.00176684-0.0114241j 0.00364912-0.00371267j 0.0036455+0.00133305j 0.00333896-0.000924735j -0.00433249+0.00101675j -0.00265541-0.0028693j -0.000543786+0.00039602j 1.61651e-05-0.00172134j 0.00103461-0.000939093j -0.000955448-0.00109319j 0.00413747-0.00927416j -0.00691564+0.00194476j -0.000295076-0.00216642j -0.0158084-0.000743891j 0.000659092+8.3747e-05j 0.00196109+0.00415877j 0.00761277-0.00159363j 0.0006517+0.00388293j -0.00575414+0.00327585j -0.000181077-0.00374132j -0.000427905+0.00889395j 0.00204391+0.00233583j -0.00190687-0.00415182j -0.00121843+0.000943768j -0.00205079+0.00189937j -0.000964414-0.00259557j 5.36024e-05+0.00129643j 0.000833473-0.000175822j -0.00159717+0.00311672j -0.00057168-0.00038166j 0.00125291-0.000526768j 0.00157312-0.00228109j -0.0073316+0.00533677j -0.00532094+0.0033231j -0.000751039-0.00227923j -0.00159682-0.00456817j -0.00237473+0.0106851j 0.00967419-0.000382178j -0.0010151-0.00308212j -0.00652709+0.000472124j 0.00120188-0.000436315j -0.00486789+0.00246858j -0.00300952-0.00780849j -0.00453252-0.00110831j 0.0017933+0.00254856j 0.00622443-0.00431671j -0.00394086+0.00688909j 0.00203238-0.00440074j -0.00159317-0.00292911j 0.00498923+0.000158673j -0.000796882+0.00629387j 0.0020089-0.00557129j 0.00414016-0.00124373j -0.00197127+4.57137e-05j -0.00142154-0.00259601j 0.00149631+0.000740324j -0.00267114-0.000212121j -0.00178889-0.000855185j 0.00361932+0.00396308j 0.00842157+0.000638371j 0.000411628+0.00655007j 0.00456537-0.00154498j -0.00347598-0.00407215j -0.00307045-0.00172723j 0.00601094+0.00123952j 0.00542517-0.00157471j -0.00025615+0.00103557j 0.00263774-0.00193237j -0.000932939-0.00167846j -0.000688099+0.00178572j 0.000695844+0.00051121j -0.000318959+0.00235144j -0.000785909-0.000864309j 
-0.000352207+4.43138e-05j 2.28126e-05+0.00154332j -0.00354059-0.00016056j -0.00209255-0.00369953j 0.000331384+0.00492698j 0.00184366+0.00487281j 0.00160494-0.00197088j -0.00211799-0.0033651j -0.00257353+0.000660928j -0.00290929-0.000624261j 0.00190186+6.93728e-06j 0.00647303-0.00220861j 0.000428035+5.19049e-05j -0.000470447-0.000833087j -0.00615994-0.000208303j 0.00357854+0.00138004j 0.00533039-0.00191463j -0.00317708-0.00178684j 0.00485887+0.00114038j -4.99441e-05-0.0049646j -0.00334811-0.000486514j 0.00391704-0.000501261j 0.00281672-0.00197547j 0.0021677+0.00151968j 0.00335372+0.00423591j 0.00185303-0.00188584j 0.0016385+0.00634125j -0.00342319+0.00444876j 0.00310627-0.000515951j -0.000914119-0.00262872j -0.00247253+0.00330275j -0.00355273+0.00286604j -0.00189469-0.0026516j 0.00279151-0.00721326j 0.00244525-0.00295065j -0.00256638-0.010447j 0.00406883-0.00432024j 0.00167764-0.00222762j -0.00104339-0.00248381j 0.0014039-0.000847658j 0.0072031+0.00651694j -0.00628983+0.00613885j 0.00511953-0.000801126j 0.00105156+0.00181134j -0.00115634-0.00221261j 0.00367286+0.00151336j -0.00206963-0.00249337j -0.00580898-0.00221385j -0.000527436+0.00390598j 0.00232561-0.00247099j -0.00247519+0.00513449j -0.00600293+0.00078035j 0.00521878-0.00602447j 0.00150302-0.0015186j -0.00622609+0.00771364j -0.00781228-0.00563067j -0.0076527+0.00376799j -0.00395299+0.00344168j -0.00597669+0.0038621j -0.00107868-0.000966226j -0.00785883-0.004261j -0.00160033-0.0119821j 0.00199557-0.00100842j 0.00161064-0.00234358j -0.0026735-0.003462j 0.00219159+0.00201994j 0.000332908+0.000758837j -0.00201598-0.00184j 0.00259402-0.00903891j 0.00486525-0.000497591j 0.00391574-0.000540123j 0.00145919+0.0145076j 0.00491054+0.00212838j -0.00177457-0.00172573j 0.00791803-0.00503445j -0.00356385+0.00666415j -0.00149523+0.000393414j 0.0028505-0.00193867j 0.0028628+0.00115106j 0.00925184-0.00519786j 0.00362625+0.00763702j -0.00423272-0.00802438j -0.00551253-0.00407487j 0.00168326-0.00123874j 0.00148031-0.00510986j -0.0027393-0.00179919j -0.00950534+0.00307563j 0.00757483-0.00825527j -0.0047446+0.00054342j -0.000811876-0.000151354j 0.00734656+0.000442568j 0.00634339-0.00104814j 0.00287575+0.00405531j 0.0008201+0.0155022j -0.00432352-0.00538149j 
-0.00212914+0.00318882j -0.00288756-0.00249587j 0.000591682+0.00455037j 0.00117145-0.00250323j -0.00430431+0.00345072j 0.00401177+0.00793976j -0.00290216-0.00114782j -0.00283461+0.0026222j -0.00208181-0.000461344j 0.0028577+0.00283145j 0.000130073+0.00199297j -0.00461662+0.0025867j 0.00259214-0.000651601j 0.000204473+0.00147012j -0.00677996+0.00239124j 0.000631737+0.000113982j -0.000212029+0.00353587j 0.00850678+0.00374958j 0.00458609+0.00780522j 0.00461825+0.00211239j -0.00383245+0.00440585j 0.00560817-0.00458241j 0.00600694+1.15011e-05j -0.000457826+0.00703469j 0.00373261+0.000173793j 0.00322084-0.00682971j -0.000506582-0.00241349j 5.27914e-05+0.00558492j 0.00335564-0.00353119j 0.00493993+0.0047818j 0.00185899-0.00695385j 0.0032213+0.00310506j -0.00387929-0.00193232j 0.00271069+0.000933523j -0.00599467+0.000204559j -0.00513108-0.000509465j -0.00203709+0.00118607j 0.0073223+0.00519745j 0.00381878-0.00153668j 0.00115252+0.00124965j 0.00113159+0.000293136j -0.000901375+0.00131719j -0.0030769+0.00173993j -0.00791975-0.00605875j 0.00362105+0.00270394j -0.000892816-0.0057133j -0.0010706+0.00170402j -0.000758145+0.00313226j -0.00157121-0.00435159j 0.000851661+0.00206259j -0.0057822-0.00336223j -0.00701868+0.00433324j 0.00511722-0.00206894j -0.00487515+0.00121715j 0.00836514-0.00783175j -0.00153599-0.00283132j 0.00179111+0.00375198j -0.0147377-0.0121305j 0.00647092-0.00441716j -0.00511013+0.00229022j 0.00542294+0.00052896j 0.0102925+0.00896604j 0.00065162+0.000358588j 0.00213322-0.00104428j -0.00314686-0.00117366j 0.00166455-0.000934473j -0.00550069-0.00494772j 0.00234676+0.00130616j -0.00441422-0.000905651j -0.00198841+0.00139727j 0.00422528-0.00719848j 0.00894046+0.00205517j 0.00222272-9.16132e-05j -0.00107627-0.0026853j 0.002227-0.000795618j 0.0037724-0.000447648j -0.00982908+0.0012578j -0.00199522+0.00330669j 0.0063482-0.00416449j 0.00201041+0.00335022j -0.00165544-0.00255576j 0.00502525+0.00382891j 0.00129436+0.000506383j 0.00125368+0.000638119j -0.00253645+0.000977852j -0.000852436-0.000412828j -0.00218571-0.00385089j 0.00100474+0.00377196j 0.00122389-0.0023826j -0.000196551-4.70159e-09j 0.00344982-0.00628578j 0.00337044-0.00454675j -0.00269682-0.000152957j -0.0009738+0.000344626j -0.00207006+0.000501206j 
0.000148658+0.000562738j -0.0093135+0.00394483j 0.000444624-0.00157719j -0.0022196-0.00716336j -0.0144021-0.00112806j -0.00184353+0.00217778j 0.00281354+0.000847809j -0.00289411+0.00811098j 0.00117062+0.00405323j -0.00971917+0.0042021j -0.00115165-0.0011505j 0.00755394-0.00204224j 0.00259888-0.00745465j 0.00678099+0.00856372j 0.00580571+0.00640424j -0.00172654+0.0036731j 0.00234445-0.000556884j -0.00848197-0.00358851j 0.00168419+0.00241428j 0.00282937+0.00276241j -0.00126537-0.0073054j -0.00977668+0.00629871j 0.00829667+0.00546371j -0.00348174-0.00127472j 0.00256916+0.000255902j -0.00226982-0.00166155j 0.00219876-0.00907992j 0.00377742+0.000358369j 0.000700318+9.8226e-05j -0.00168683-0.00104493j -0.00147091+0.00420544j -0.00193645+0.00325549j -0.00263851-0.000651018j 0.00243824+0.00459999j 0.00337987-0.00188937j -0.00846275-0.00309401j -0.00205226-0.00325344j -0.00108382-0.00137628j 0.00348883+0.00108281j -3.94723e-05-0.00437863j -0.00193861-0.00204664j -0.00331447+0.00058108j -0.000136477+0.0047907j -3.64376e-05-0.000160217j 0.00307287-0.000691469j -0.000552867-0.00302325j 0.000598673-0.000928756j -0.00140491-0.00176707j 0.000357562+4.45677e-05j -0.00247093-0.000672986j -0.00208898-0.00267825j 3.4996e-05-1.02858e-05j -0.000556449-0.00131458j 6.57804e-05+0.00135441j 0.00640012+0.00136396j 0.00262624-0.00189434j -0.00559745+0.00253888j -0.0021053-0.00112478j 0.00172401+0.00429295j -0.000850117+0.00105147j 0.00164594+0.00342566j 0.00302648+0.0116811j 0.00175499-0.00177565j -0.000619283-0.00124022j 0.00145064-0.00334035j 0.00118855+0.00135454j 0.00240378-0.000575055j -0.00110897+0.000783482j -0.000310566-0.000393367j 0.00114604+0.00206001j 0.00270128-0.00399445j 0.000182492+0.000239677j -0.00434699+0.00068549j 0.00228506+0.00167298j 0.000712943-0.00178594j -0.000539366+0.000891054j -0.000497873+0.00513723j -0.00176801+8.47842e-05j 0.00569769+0.00123447j 0.00270679-0.00271238j -0.000346529+0.000167062j 0.00668106-0.00107707j -7.59293e-06+0.00202649j 0.00341523-0.00098493j -0.00157749-0.00256984j -0.000730432+0.00033839j 0.00451068+0.00277914j 0.00116484+0.00443352j 0.0005178+0.000214994j -0.00440405+0.00358573j 0.00374945+0.00177635j 0.00399483-0.00440174j -0.00166695+0.00172593j 0.000910778+0.00310146j -0.000445002-0.00207414j 
-0.00299351-0.00245572j 0.00100262+0.00105783j 0.00119024-0.00048921j -0.00482124-0.0019257j -0.0054984-0.0016278j -0.00445035-0.00656123j 0.00279207-0.0050279j 0.00286839-0.000979882j 0.000821502-0.0013643j -0.000873095-0.000236952j -0.000292373+0.00295963j -0.0024427-0.00232662j 0.00290301-2.12305e-05j -0.000302375+0.000102991j 0.00396313-0.000459136j 0.00332059+0.00789959j 0.00180141+0.0058486j 0.00106217-0.000321107j -0.0046773-0.00114059j 0.00120304+0.00304846j -0.00159514-0.00776174j 0.00522671-0.00389095j -0.00184029+0.00172446j -0.00131003-0.00461082j -0.00108245-0.00295437j 0.00200914+0.00240378j 0.000905315-0.000680309j -0.00177404+0.00471275j 0.00341379+0.0010369j -0.00141198+0.00313942j 0.00163305+0.000920278j -0.000120758+0.00356709j 0.0043662-0.00330667j -0.0027758-0.00425751j -0.00722903-0.00704583j 0.00661346-0.00730093j 0.00418948+0.00173161j 0.00294184+0.00064219j -0.001196-0.000179074j -0.000521283-0.00241324j -0.00354844+0.00303833j -0.00292536-0.00139723j -0.00252303+0.00445177j -6.01532e-05-0.00876864j 0.00139919-0.00206907j 0.00331047-0.00130765j -0.00381513+0.000861175j -0.00364368-0.0012161j 0.00337438-0.00233193j -0.00175981+0.000789381j -0.00218188-0.00137111j 0.00260202-0.00793856j -0.000558785+0.000267587j 0.00172197+0.0041828j -0.00193688+0.00145144j -0.00471698-0.0029778j -0.00335457+0.00236872j 0.00651684-3.82396e-06j 0.000879129-0.00327097j 0.00353634+0.000303305j 0.00166129+0.00197902j 0.00601522+0.00146643j -0.00152244+0.000800453j 0.00525538+0.00168428j -0.000827966+0.00337617j -0.00186039-0.00118399j -0.00371235+0.000513959j -0.00231874+0.000901816j 0.00124424-0.006106j -0.00546672+0.00588807j 0.000492013+0.000284168j -0.00293917-0.00085666j 0.00230863+0.00407823j 0.00079034-0.000121786j 0.00300556-0.00183809j -0.00735995+0.00220837j -0.00130805+0.00204342j 6.01247e-05-0.00347912j 0.00141074+0.00570409j 0.0024658-0.00575626j 0.00145176-0.00759738j 0.00519151-0.0022904j -0.00154829-0.00173757j 0.000299398+0.00162356j 3.55015e-05+0.00188794j -0.000443929+0.00313157j -0.00116698-0.0018284j 0.00977065-0.000100298j -0.0025678-0.00407718j -0.00306729+0.00114689j 0.000972003+0.00682662j 0.00163094-0.000561032j -0.0014831+0.00265901j -0.00618297+0.0031441j 0.000592551-0.00294078j 
-0.0025755+0.00460154j -0.00365595+4.45516e-05j -0.00150325+0.00353154j -0.00458438-0.000465221j -0.0125626+0.000140361j -4.85686e-05-0.00119751j 0.00179656-0.000281335j -0.00196244-0.000224952j 0.00547847+0.000189943j -0.000676628+0.00402502j -0.00191133-0.00146153j -0.00267425-0.00523185j -0.00134397+0.000975262j 0.0041357+0.0047184j 0.00710722+0.00662114j 0.00506937+0.00126168j -0.00734272-0.00265455j 0.0121942-0.00148825j -0.0029291+0.000610688j -0.0047182-0.00144517j 0.00137646-0.00220079j 0.00414833+0.00551527j -0.000416138+0.00539191j 0.00255813-0.00485949j 0.00820698+0.000178334j -0.00749071+0.00509721j -0.000221545-0.0015341j -0.000155396+0.0043784j 0.00119615-0.00381091j 0.00323844+0.00517933j -0.000295894-0.00126241j 0.00382911-0.00327285j -0.00242896+0.00230477j -0.00243712-0.00498198j -0.00458879+0.000625449j 0.00382059+0.000868448j -0.0006891-0.000132992j 0.00204349-0.00404462j -0.00515127-0.00267849j -0.000606529-0.00218052j -0.000697257-0.000890782j -0.00492076+5.6163e-05j 0.00345739-0.00294109j -0.0023144+0.00472801j 0.00204088+0.00112039j 0.00190491-0.00449146j -0.00224979-0.00297066j 0.000244387+0.00141732j -0.000533123-0.00350049j -0.00139345+0.00147541j -0.00279629+0.00103039j -4.38851e-05-0.00394209j -0.00101548-9.71673e-07j 0.00456354+0.00246451j -0.00938388+0.00107755j -0.0037883+0.00262095j -0.00631368-0.00404005j 0.00456428+0.000325755j 0.00141581+0.00377691j 0.00304565+0.00296913j -0.0049488-0.00368912j -4.19243e-05-0.0101907j 0.000818128+0.00346311j 0.00397568+0.000739423j 0.0014765+0.000148582j -0.000623416+0.00164951j -0.00291769+0.00567227j -0.00113233-0.00977233j 0.00577152+0.00338673j -0.000185484-0.00159804j 0.00095498+0.00056958j 0.00354619+0.00228764j -0.00398354-0.00229474j 0.000391085+0.00156909j 0.00258138+0.00191286j -0.00540141-0.000417683j 0.00246221+0.00258337j -0.000396156-0.000164831j -0.00192005-0.00333915j 9.52747e-05-0.0057933j -0.00720771+0.000272419j 0.000552626+0.00337425j -0.000470112+0.00165392j 0.00278303+0.000158736j 0.0037377+0.000559251j -0.00491883+0.00339446j -0.0020973+0.00260745j 0.000203917+0.00370764j -0.00187121-0.00708135j -2.67122e-05+0.0026798j 0.00568837-0.000663316j 0.00232541-0.00140269j 0.00222095+0.000998685j 0.000809531+0.00375497j -0.00157314-0.000780781j 
-0.000814451+0.0028077j -0.00423107-0.00235244j -1.72803e-05+0.00224767j 0.00415544-0.00703725j 0.000398157-0.000668012j 0.000560177+0.00307675j 0.00264197-0.00288976j -0.00304991+0.00365827j 0.00163651-0.00126478j -0.00385287+0.000829771j 0.00294087-0.000340462j 0.00415316+0.00147093j 0.00689125-0.00136254j 0.00684636+0.00153168j 0.0033489-0.00134668j -8.43673e-05+0.00591318j -0.000538099-7.61561e-05j -0.000192687+0.00315449j 0.00439227-0.000651268j 0.00300521-0.00322336j 0.0068263+0.00395851j -0.00157471+0.00115603j 0.00280809+0.00140391j 0.000193267-0.00283625j -0.00113061-0.00100597j -0.00227514+0.00179195j -0.000549082-0.00365104j 0.00189694+0.00138888j 0.00275788-0.00225791j 0.000683515+0.00260259j -0.00347331+0.00111372j -0.000582204+0.00081098j 0.00128469+0.00100156j -0.00418738-0.0041926j -0.00311842+0.00122536j 0.00296154-0.00701886j -0.00287108+0.00190753j 0.00113182-0.00259996j 0.000488534-0.00956265j 0.000158541+0.00404812j 0.00120168+0.00527079j 0.00168611+0.000646047j -0.00214556-0.00804091j -0.00305279-0.00166951j -0.000163659-0.00255187j -0.00251946-0.00231015j 0.00349033+0.00438915j 0.00125587+0.00394116j 0.0028178-0.00332204j -0.00127601+0.00814173j -0.00215229-0.00926832j 0.00296143-0.00182543j -0.000284947-0.00293854j 0.00178427-0.000732863j -0.00451082+0.00349751j -0.00200635+0.00475905j 0.00305684-0.00087908j 0.0022128+0.00291643j 0.000490786-0.0110262j 0.0036932+0.00400604j -0.00363664-0.00429369j -0.000369312-0.00468579j 0.000376309-0.00131134j 0.00119733+0.00169924j -0.00380304+0.00146246j -0.00377618+0.000667846j 0.000710291-0.00544478j 0.000310011-0.00198359j -0.00091632-0.00264942j -0.0038294+0.00445152j -0.00576535+0.00812442j -0.000844552-0.00187538j 0.0021962-0.000979527j -0.00420146+0.000607839j 0.00179339+0.00607079j -0.00792392-0.00116123j -0.000406888-0.00822456j 0.000942363+0.00329819j 0.00818573-0.00511857j 0.00283136-0.000683761j 0.0013764+0.0137192j -0.00340878+0.0120221j 0.000860188-0.000256429j -0.0123075+0.0040014j 0.00408468+0.00138284j -0.00077603+0.00241622j -0.00275729-0.00385413j 0.000366839+0.00306317j -0.0024992-3.56369e-05j 0.00311115-0.00472888j 0.00288125-0.00739063j 0.00177586+0.00253814j 0.000469827-0.000611027j 0.000768976+0.00673753j -0.00227709-0.00290866j 
0.000241961+0.00251068j 0.00225901-0.000460749j 0.00236816+0.00432119j -0.000413151-0.00237136j 0.00192941+0.00170568j -0.00226221+0.00418776j 6.03329e-05-0.00422204j -0.00141138+0.00349635j -0.000228096-0.00267599j -0.00289614+0.00200797j 0.000100596+0.00191828j -0.00728936-0.00532881j 0.00317597+0.00223625j -0.0062505-0.000151605j -0.00193356-0.00142058j 0.00231256+0.00204914j 0.00572387+0.00472157j -0.00482142+0.00280653j 0.00505084+0.002979j -0.00133583-0.00407897j -0.00502556-0.00381545j 0.00201226-0.000234734j -0.000603113-0.00266891j -0.00215858+0.000581662j -0.00125814-0.00363818j -0.000969691+0.00204275j -2.97682e-05+3.29684e-06j 0.00247199-0.000184222j -0.00213449+0.00069892j -0.00245765-0.0013788j 0.00106691+0.00872062j -0.00240387-0.00319134j -0.0030625-0.00417591j -0.00233868-0.00141365j -0.00379867+0.00403782j -0.00288209-0.00328966j 0.00470657+0.00165596j -0.00140216-0.00338675j 0.00265924-0.00285703j 0.00112311+0.00184536j -0.00140051+0.00470223j 0.00162793-0.000686671j 0.00456824+0.0049637j 0.00134763-0.00291812j -0.00186254+0.00150078j -0.00149491+0.00125102j 0.000322517-0.00234477j 0.000501077+0.00150438j 0.00172783+0.00108046j -0.0014052-0.00156161j 0.00209784+0.00119796j 5.73952e-05-0.0061896j -0.00476506+0.00331861j 0.00398566-0.000959128j 0.00795013-0.0026051j 0.00267966+0.00446381j -0.00664632-6.4518e-05j 0.00255978+0.00243793j -4.77583e-05-0.00147796j 0.00241836-0.00273938j 0.000308644+0.000895004j -8.64747e-05+0.00126859j -0.00131511-0.000731124j 0.00128742+0.00268938j -0.00266207-0.00140671j 0.00424928+0.00252287j -0.00268269+0.00364311j -0.00481773-0.00266167j 0.00315727-0.00352804j -0.00163793+0.00433094j 0.00206682-0.00106892j -0.0017922-0.00469241j -0.00158079-0.00366545j 0.00237911+0.00138582j -0.00334404+0.000222973j -0.0016531-0.000992367j 0.00246171+0.000355399j -0.00142706+0.00338261j -0.00674158-0.000385229j -0.0004946-0.00402517j -0.00206983+0.00708218j 0.00353243-0.000334532j 6.79237e-05+0.00117097j -0.00621646-0.00222625j 0.00438534+0.00387571j 0.0046385+0.00238746j 0.00348243+0.0076907j -0.000197597+0.00313031j -0.00317415+0.00602831j -0.00294086+0.00156357j -0.00250376+0.000867518j -0.00109561-0.00224564j -0.00264785+0.00192666j 0.00159376+0.00250659j 0.00152377-0.00221969j 
0.00234235-0.0020124j 0.00239508+0.00251252j -0.000760532+0.00104254j 0.003505-0.00394887j -0.000261055+0.00122417j 0.00612411-0.000339536j 0.00478106+0.000288351j 0.000799093+0.000683513j -0.000893406+0.00088536j -0.000833368-0.000357547j -0.000337485+0.00219204j 0.00416176-2.44165e-05j -0.000267527+0.000514856j 0.0093071-0.00429575j -0.00364126+0.000946648j -0.00582736-0.00525914j -0.00782208+0.00195j 0.0051856-0.00141496j -0.000289197-0.00503366j 0.00276365-0.00119288j 0.00369422-0.0048232j 0.00195259+0.0036582j 0.00526791-0.00329366j 0.00109672-0.000958709j 0.0057485-0.000263599j -0.000971487-0.000888181j 0.000992166+0.00344439j -0.00430825+0.00253456j -0.00376097-0.000725101j -0.00305341+0.00944448j 0.000260695+0.000124727j 0.00180342+0.00174809j -0.00264416-0.0032502j -0.00879643+0.00499041j -0.00509754+0.00152308j -0.00698672+0.000245663j -0.00933055+0.00364119j 0.00834945-0.0036504j -0.00310459+0.000936725j 0.000927794+0.00119704j -0.00568714-0.00096646j -0.00187058+0.00350452j -6.09277e-05-0.00170628j -0.00756098+0.0023113j 0.00354052-0.00097573j 0.00195654+0.0048266j 0.00237547+0.00839355j 0.00151992+0.00149508j 0.00384478-0.00514265j -0.00348437-0.000164557j -0.00265386-0.00508103j -0.00267181-0.00356868j -0.00100541+0.000761243j 0.00234885-0.000781464j -0.0035173+0.00510133j -3.89126e-05+0.00515322j 0.00160149+0.00246863j 0.00418527-0.00703211j 0.00184582-0.0016652j 0.00893559+0.00852511j -0.00097465+0.00307758j 0.00405164+0.00302405j 0.00202427+0.00284435j 0.00211401-0.00126629j 0.000989826+0.00452784j -0.00523852+0.00534216j 0.00317867-0.00100903j -0.000877474-0.00837714j -0.00171203+0.00430349j 0.00409729+0.00606773j -0.00378965-0.000570307j 0.00158644-0.00220692j 0.000587075+0.00302035j -0.00258568-0.00128769j -0.000317279+0.0048977j -0.00767505+0.00340124j 0.000214909-0.000988639j -0.00429891-0.00332725j 0.00971344+0.00087365j -0.00881768-0.00147335j 0.00213745+0.000265866j 0.00168906+0.0011003j 0.00515977+0.00335524j -0.000968512+0.00384487j 0.00182794+5.94439e-06j -0.00445794+0.00165234j 0.00413946-0.00441133j -0.00059995-0.00216872j -0.00621113-0.00174323j 0.00055668+0.000265244j 0.00248914+0.000500546j 0.00168898-0.00172822j 0.000312559+0.00142532j 0.000651557+0.00571077j -0.000900474-0.0011388j 
