-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
-0.000678781-0.00366273j 0.00244853+0.00212546j 0.00212515+0.00347952j 0.000108481-0.00190224j 0.000248891+0.0023917j 0.003648+0.00225521j 0.00397282+0.00096785j 0.000278545+0.000217308j 0.00280023-0.00501791j 0.00235635-0.000997215j -0.00186839-0.00118605j -0.00223433+0.000661531j 0.00133407-0.000787483j 0.00127619+0.00135761j -0.00187687+0.00237785j 0.000536052+0.00275318j -0.00128466+0.00173032j -0.00730902+0.00941688j 0.00130888-0.00439677j 0.00249919-0.00086959j 0.00883198-0.00822335j 0.00547206+0.000926824j -0.00914023+0.00656932j -0.00654157-0.0053097j -0.000138673-0.00699512j 0.00706596-0.000908093j 0.00443342-0.000163019j 0.00186394+0.000864561j 0.00125314-0.00299792j 0.00348484+0.00633758j -0.00151993-0.00318856j -0.0011496+0.000493233j -0.00682228-0.00694158j -0.00561247+0.00361685j 0.00218653+0.00167567j -0.00130191+0.00207515j -0.00116286-0.00574462j 0.0107282-0.00413041j 0.00301384-0.00356653j -0.00644715-0.00372846j -0.00822-0.0059806j -5.59955e-05+0.00190788j -0.00162217+0.00227585j 0.00358543-0.00213323j 0.000681181+0.000238869j 0.00134999+0.00150722j 0.00494402+0.00239411j -0.0055747+0.00149626j -0.00244246-0.00711191j 0.00395508-0.00273665j -0.00616106-0.001543j 0.00119983-0.00459752j -0.00273054+0.00327903j -0.00773655-0.00206315j -0.00134691-0.00142631j 0.00351557+0.00515992j -0.0027671+0.00117225j 0.00622831-0.00115076j 0.00235017+0.00308702j 0.00311792-0.0024912j 0.00492491+0.00366936j 0.00131302+3.21631e-05j 0.00206428-0.0015504j 0.00138976-0.00196895j 0.00302634-0.0012829j 0.00306447-0.00212175j -0.00155281-0.0035876j 0.00258255+0.00413091j -0.00135792+0.000110374j 0.0101942-0.000802705j -0.00172125-0.00341556j -0.00641046-0.000459103j -0.00105408-0.00186208j 0.00175711+0.000773336j -0.0012283+0.00152356j -0.00239013-0.00351281j 0.00220914-0.000694657j -0.000914883+0.00126573j -0.000543658-0.000128949j 0.000888421+0.00383785j 0.00265391+0.00135448j -0.000965178+0.00233011j 0.00433975-0.00153331j -0.000729056-0.00280276j -0.00288341-0.0036078j 0.000667008-0.00303045j -0.00166745-0.000318827j 0.00183838+0.00311623j -0.00168529-0.00209027j 0.00267578-0.00251163j 0.000358321+0.00182492j -5.63065e-05-0.00438182j 
-0.00298061+0.000435657j 0.00175205-0.00184342j 0.000776856+0.00363101j -0.00334599+0.00174307j 0.000591524-0.00311472j -0.00202392-0.00122264j 0.00518432-0.00164977j -0.00164508-0.00280571j 0.00463167+0.0030363j 0.00278868+0.00450518j 0.00034469+0.003548j -0.000856141-0.00451694j -0.00405581-0.00456713j 0.00125508-0.00144161j 0.00413796-0.00176184j 0.0067918-0.0019467j -0.002767-0.00146724j -0.00676417+0.00199092j 0.000909106-0.00316801j 0.00317376+0.00133976j 0.00783667+0.000419642j -0.00330092-0.000350528j -0.00424066-0.00267586j 0.00530009-0.00403001j 0.000165936+0.00373712j 0.00153623-0.00556655j -0.00129589-0.00269181j 0.00951571-0.00282446j -0.000749779+0.00285019j -0.00717066-0.00323462j 0.00322649-0.00109592j -0.00304217+0.00374985j 0.00211307+0.0115251j 0.00330594+0.0112706j -0.00584058+0.00137299j -0.00684158-0.000420979j 0.000469638+0.00294938j 0.00268732-0.00142234j -0.00280381-0.0106294j 0.00425991+0.00325808j -0.00157094+0.0043301j 0.00195753-0.000851125j -0.00286531-0.00436443j -0.00112126+0.000146153j 0.00147305+0.00232923j 0.00226845+0.00158973j -0.00161456+0.00124478j -0.000607842+0.00541849j -0.00203468-0.00435265j 0.0037732+0.00390531j -0.005638-0.00495359j -0.00396006-0.00691835j 0.00432265-0.00507823j -0.00351585+0.00408327j -0.00280743+0.0048104j 0.000893341-0.00549217j 0.00772366-0.00716584j 0.00507198-0.00593141j -0.00211179-0.000465728j 0.00462003-0.00343456j 0.00288519-0.00260085j -0.00116741+0.000888976j -0.00289703+0.00160787j 0.00292402-0.00351015j 0.00525339+0.00127685j 0.00263822-0.00445192j -0.00546759-0.00684476j 0.00226604-0.00252344j -0.00238874-0.00191816j 0.00227993-7.63155e-05j -0.00011674-0.00127614j -0.00426872+0.0010004j 7.783e-05+0.00331082j -0.000295157+0.00284737j 0.00146161+0.00382537j 0.000877321+0.000942336j 0.000151411+0.000532073j 0.00171916+0.00117153j 0.00320714+0.00552897j -0.000687629-0.00355981j 0.00174771+0.00185251j 9.81889e-05-0.00259617j -0.00104957-0.00493215j 0.000605707-0.00460278j -0.00088326-0.000588181j -0.000250323+0.00320181j 0.000553482+0.000395168j 0.00047548+0.00208978j 0.00115408-0.00239856j -0.00154056-0.00103749j 0.00157165-0.00399084j -0.00236872-0.00222215j 
-0.00184229-0.00151533j -0.00111756+0.000898499j 0.00184542-0.00137942j 0.00106573+0.00197531j -0.0021099+0.00239464j -0.000567023+0.000528303j -0.00132663+0.00215562j 0.000759355+0.00237681j -0.00536636-0.00232314j 0.00246133-0.00582761j -0.00200436-0.00338257j -0.00689778+0.000441519j -0.00620459+0.00181047j -0.00505652+0.000970055j -0.00417875-0.00245428j -0.00323815-0.00234693j 0.00630863+0.000936961j 0.00043489-0.0065601j 0.0120336+0.00576201j 0.000870931-0.00228664j -0.00162029+0.00337175j -0.00458803+0.00307975j 0.00352699-0.00109288j 0.00236868+0.00321777j 0.0080966-0.000633565j 0.00464608+0.00443678j -0.00634648-0.00256069j 0.00106644+0.00115419j 0.00357639-0.00348124j 0.000246199+0.000832282j 0.00132598+0.00263231j -0.00676072-0.0102694j 0.00206089-0.000203229j 0.00997388+0.000416411j -0.00489881+0.00171805j -0.00934707-0.00921049j 0.00518555+8.34217e-05j -0.00112988-0.00231938j -0.0173589+0.00175852j 0.0149954+0.00249191j -0.00034887-0.000937009j -0.00462557+0.00132906j -0.0040915-0.00275204j 0.00379133+0.00308968j 0.00592159-0.00038882j -0.00291778+0.00108417j 0.0030251-0.00316311j -0.000758705-0.00108983j -0.0166222-0.00812252j 0.00559786+0.00396021j -0.0153176-0.00470714j -0.0114905-0.00727709j 0.006057+0.00189368j 0.0110831+0.00252893j 0.00476431-0.0016959j -0.00259863-0.0034287j 0.00178162+0.00582442j -0.00785579-0.00189629j 0.00613362+0.00103491j 0.00175755+0.00413755j 0.00197063+0.0052995j -0.00042377-0.00189394j 0.00598994+0.00288007j 0.00153401+0.00664046j 0.00181948-0.0014132j 0.00469062-0.000277118j 0.00494009+0.00773763j 0.00278142+0.00234948j -3.68759e-05+0.00508766j 0.00139749+0.0033823j -0.00266636+0.00103497j -0.00101089-0.00139183j -0.00164886-0.00554242j 0.000609615-0.0034835j 0.00303536+0.00375831j -6.96809e-05-0.00447292j -0.00167324-0.00388439j 0.00109636-0.00135837j -0.000228342+0.000158793j 0.00419451+0.00829969j 0.00247702-0.000341714j -0.00184628+3.86519e-05j -0.0046726-0.000383074j -0.00237493+0.000326621j -0.00298548+0.000238118j 0.00225167+0.00175364j -0.00121529+0.000392862j -3.6793e-05-1.57943e-05j 0.000808952-0.000985496j -0.00256127+0.00259605j 0.00144176-0.00114274j -0.000628626+0.00191929j 
-0.001865-0.000668859j -0.00237483-0.00134234j -0.000517891+0.000441011j 0.000968789-0.00226332j -0.000729691-0.000605134j -0.00123351+0.000740003j 0.000671166-0.0012217j 0.000568589-0.000109027j 0.000218713-0.0026974j 0.00138094-0.000981266j 0.00212835-0.00295723j -0.000878994+0.000755126j 0.00237177-0.00340203j -0.00485035-0.000413131j 0.00132469+0.00165297j -0.00984937-0.00329557j 0.00251719+0.000481574j -0.00211452+0.000455934j 0.00680094-0.00281125j -0.0022376+0.00293963j 0.00624792-0.00082004j -0.0012704+0.00116706j 0.001327-0.000760999j -0.00489815+0.00021211j -0.00103643+0.00330463j 0.00713319-0.000712756j -0.00429273-0.00520929j -0.00058798+0.00570329j -0.00169418+0.00493325j 0.000399185-0.00295055j 0.00300642+0.000623995j -0.00352631+0.00343124j -0.00501608-0.000143455j 0.00535002-0.00494326j 0.00105447-0.00846832j -0.00684441+0.00115819j -0.00154496+0.00377467j -0.00562825+0.0107512j -0.000335576-0.0068257j 0.00889411-0.00276294j -0.00105816-0.00241236j 0.00523585-0.00952396j -0.00144046+0.000514624j 0.00969436+0.00269419j -0.00606876-0.00175647j -0.0083205+0.00678531j -0.00167186-4.9942e-05j 0.00138071-0.00624747j -0.00442899+0.00622796j 0.00327878+0.00450975j -0.0103407-0.00141819j -0.0069503+0.00787228j -0.00570893-0.00510847j -0.00293759+0.00334552j -0.00293962+0.0100336j -0.00017451+0.00260687j 0.00316344-0.0110005j 0.000561853+0.00344337j -0.00766555+0.00714817j 0.010853+0.00598241j 0.000596788-0.0058528j -0.00117042-0.00310441j -0.00202044-0.000296396j 0.000303521-0.00480497j 0.00595279+0.00688008j -0.00103827-0.00289301j -0.00295299-0.0084268j 0.000745192-0.00155077j 0.00542864-0.00187585j 0.00286863-0.000375688j -0.00139795+0.00290224j -0.00257874+0.000638372j -0.00046085+0.00219904j 0.00330096+0.00586172j 0.00425126-0.00412068j -0.00537753-0.00115219j 8.58268e-05+0.00210755j -0.000423723-0.00446662j 0.000127702-0.00164312j -0.000452079-0.0066158j 0.00118746+0.00101209j 0.000400148+0.00249036j -0.00111986-0.00453968j -0.000203934-0.00118836j -0.00107143+0.00126031j 0.00154442-0.00027126j 0.00207738+0.000287799j -0.000780671-0.00305382j 0.000126843+0.00276451j -0.000298555+0.000349564j 0.000436224-0.00194585j 0.000197234-2.27829e-06j 
-0.000518375+0.00029951j -0.0017939-0.00170615j 0.000205057+0.000315671j 0.000749342-0.00184528j -0.000475049-0.000722371j 0.0010514+0.00082192j 0.00139643-0.00263089j 8.09344e-05-0.00212394j 0.00278687+0.000615199j -0.000700656-0.00192484j 0.00288781+0.00102725j 0.00212098+0.00100847j 0.00643046-8.88792e-05j -0.000485164+0.00187107j 0.00392092+0.00287948j -0.00850355+0.000522246j -0.00287322-0.000244591j -0.00701545-0.00389078j -0.000226185-0.000747646j -0.00486827+0.00579189j 0.00667637+0.00982971j 0.00100118-0.0025798j -0.00825825-0.00822725j -0.0013798+0.00324955j -0.00190681-0.00574123j 0.00203229+0.00322515j -4.97376e-05+0.00419934j 0.00535373-8.31519e-05j -0.00251838+0.00392664j 0.00193975-0.00175242j 0.00302245-0.00641143j 2.44058e-05-0.00104115j -0.00628781-0.00161897j 0.00225336-0.00188718j -0.00358294+0.00640095j -0.00248318-0.00617334j -0.0037676+0.00372372j 0.00782308-0.00295342j -0.0104971-0.00100642j 0.00688151+0.00127764j -0.0028679+0.00447223j -0.00564722+0.00798195j 0.0062566-0.00591898j 0.00642685-0.00462977j -0.00621456+0.00240903j 0.00947676-0.00606072j -0.00398689-0.00339486j -0.00787342+0.0003528j -0.00305421-0.00521125j 0.00361331+0.00144154j -0.00363863-0.00632346j 0.00689861-0.00579802j 0.00571173+0.00146654j 0.00503555-0.00223347j 0.00789266-0.00816426j -0.00914004-0.00241372j -0.0084131+0.011015j 0.00408262+0.00483807j 0.0104279-0.00376995j 0.00245051+0.00572638j 0.000501016+0.00280828j -0.00497175-0.000200367j -0.00126921+0.000606569j -0.00184619+0.00277304j 0.00170428-0.00287063j 0.00136832+0.0014169j 0.00380517+0.00661721j 0.000983656+0.00137656j 0.000983315-0.00401838j 0.000263835+0.00568691j -0.00201494-0.00163002j -0.00407814-0.00446254j -0.00249162-0.00557227j -0.00215169-0.00499397j 0.00240136+0.000836597j 0.000111029+0.00524053j -0.00101135+0.000983439j -0.00113114-0.00182219j -0.00346126-0.00350982j 3.9922e-06+0.00213667j -0.00178048-0.00282946j 0.00103878+0.00121732j -0.000525651+0.00360876j 0.000928236+0.00299677j 0.000769902+0.00124034j 0.00011938-0.00101983j 0.00193446-0.00169961j -0.000781471-0.000369048j -0.000313315+0.000140756j -0.000132679-0.000350891j -0.000259867+0.000359984j 0.0003051-0.000572921j 
-0.00101359+0.000150608j 0.00250836-0.00325301j 0.00150765+0.000891657j -0.00181207+0.00076243j -0.00214468-0.0030212j 0.00106661-0.00273159j -0.00600543+0.00302439j 0.00171872-0.00360521j 0.00108828+0.00293125j 0.000458262-0.0118378j -2.98723e-05-0.00360992j -0.00605027-0.000902549j -0.00778271+0.00786622j -0.00228754+0.00666171j -0.00766079-0.00506886j -0.00199074-0.0116416j -0.00227857-0.00374018j -0.000350549-0.00916374j 0.00109533+0.0056517j -0.00351191-0.00813185j 0.00301418+0.0047756j 0.0031715-0.000285344j 0.004586-0.0151114j 0.00166602+0.00589092j -0.00195312-0.00648476j -0.00120955-5.5493e-05j 0.00344265+0.00682217j -0.00718292+0.0041874j 0.0052057+0.00617351j 0.00242823+0.0103451j -0.000843523+0.00524865j -0.000285838+0.00622546j -0.00267831-0.00381252j -0.00720466+0.00180064j 0.00260386+0.00251646j 0.00369797+0.00090213j 0.00643368+0.000762448j -0.000949171+0.0092908j 0.0112197-0.000693417j -0.00153686-0.00365318j 0.000976234-0.00305729j 0.00552216+0.00373912j 0.00140112+0.00223592j -0.000664734+0.00253146j 0.00015089-0.00595309j 0.00321461+0.00550557j 0.00580032-0.00216777j -0.00413472-0.00677944j 0.00364377-0.000416531j -0.00509162+0.00323752j 0.00772014-0.00807805j 0.00567934-0.00229063j 0.00873878-0.00668616j -0.000858553+0.00248223j -0.00102481+0.00082838j 0.000949751-0.00322797j 0.00385452-0.00141614j 0.00705496+0.00125128j 0.0026606-0.000835321j -0.000823833+0.000550926j 8.00268e-05-0.00025437j -0.000563581+0.00282959j -0.0026169-0.00275018j -0.00157648-0.00329315j -0.00353565+0.00236909j -0.0011358-0.00249783j 0.00073851+0.000462167j -0.00300568+0.00170662j -0.00119575-0.00304563j 0.000900114+0.000857982j -0.00116211+0.00162807j -8.67162e-05-0.00436355j 0.00199079-0.00459882j 0.00113431-0.00103589j -0.00314949+0.00263558j -6.50993e-05+0.0033832j 0.00187198+0.0010739j -0.0030318-0.000514109j 0.00276003-0.00510738j 0.000284965+0.00353586j -0.00123042-0.0021538j 0.00524944-0.00237092j -0.00105135-0.00162399j 0.00196242-0.000928202j -0.000228084+0.0040259j -0.00148113+0.00190938j 0.000262153+0.000711585j 0.000235354+0.001935j -0.000329591-0.00392909j 0.0019402-0.000999373j -0.00100454-0.00280911j -0.00136105-0.00427189j 
-0.00240535+0.000851212j 0.00333094-5.24581e-05j -0.00331514-0.00104041j -0.000367538-0.000568265j 0.0002644-0.00107681j -0.00489018+0.00234782j 0.00389493+0.00232092j 0.000478441-0.00170447j -0.0026549-0.00111862j -0.00145947+0.00667984j -0.00390353+0.000954474j -0.00182402+0.000221677j 0.00241046+0.00324492j 0.00436316+0.000466627j -0.000587571+0.0063263j -0.00131883+0.00144149j -0.000953592-0.00291573j -0.00645403-0.00699549j -0.000478738-0.00699852j 0.00168425-0.00217925j 0.00783091+0.00751032j -0.000933352-0.00286829j 0.0128505+0.00116082j -0.00576903+0.00729276j 0.00174332+0.00161741j 0.00263225+0.00536005j -0.00194199+0.003821j 0.00044411+0.00666648j 0.00873596+0.000927069j -0.00513032-0.00577636j -0.00903124-0.00384967j -0.00158774+0.00032972j -0.00247362-0.0040215j -0.00339929-0.00661946j -0.00368765-0.00224366j -0.00170975+0.00220909j -0.00173677+0.00601083j 0.00196279+0.00905745j 0.00351187-0.00096551j 0.00304973+0.00127332j -0.00269581+0.000884066j -0.00300983-0.00345526j -0.00290694+0.00813913j 0.00994834+0.000831821j -0.0085979+0.000466953j 0.000446431-0.00378056j -0.00339231-0.000808399j -0.00438097-0.00207403j 0.00499169+0.000655494j 0.00104152-0.00253655j 0.000220178-0.000752566j 0.00350856+0.00200906j 0.0073278+0.00790561j 0.0055328+0.00367788j 0.00270454-0.00289224j 0.00115901-0.00277298j -0.00228921+0.00515981j 0.000118246+0.0054987j -3.82133e-05-0.00209073j 0.00414877+0.00436283j 0.00370765+3.99425e-05j 0.000520543-0.00347538j -0.00238769+0.00283921j -0.00240483+0.00212959j -0.000745578+0.000876154j 0.0038731+0.00188285j 0.00617519-0.000207243j -0.00122757-0.000137765j 0.00361237-0.000111355j 0.00210636+0.0059746j 0.000819901-0.00329464j 0.000504672-0.00251691j 0.000831993-0.00847808j -0.00322278+0.000652041j 0.00430483+0.000196223j 0.00320817+0.00259526j -0.00326407+0.00188814j -0.00134374+0.00106087j 0.0010966-0.00226016j -0.00173559-4.47002e-05j 0.00103071-0.00271757j 0.0012732+0.000961119j 0.00109156-0.00239442j 0.00156231+0.00200168j -0.000213189+0.00109167j 0.000432413+0.0017635j 0.00132209-0.000420831j -0.000333431-0.00197995j 0.00194139-0.000537899j 0.000401578+0.00167113j -2.61199e-05-0.00170867j -3.36243e-05-0.00252886j 
0.00081255-0.00121237j 0.000551206-0.000274689j -0.00191397-0.000653321j 0.00109851-0.000477661j 0.000711279+0.000381684j 0.00427406+0.00115486j 0.00211522+0.0026798j -0.00330945-0.000666655j 0.000888141+0.000870059j -0.00034124+0.000697283j -0.00414361-0.00251898j -0.00113097+0.00186038j 0.000616713+0.00380135j -0.00370138-0.000520969j 0.00209677+0.00711749j 0.00786569-0.00160417j 0.00769218-0.00167733j 0.000329729-0.00688785j 0.00382241+0.000575487j 0.00178996-0.00386715j -0.00905683+0.00506736j 0.00148803+0.00103222j 0.00101412-0.00235547j 0.00647867-0.00110715j 0.00702321+0.00203159j -0.00761093+0.00211882j -0.00550048+0.00351111j 0.0178071+0.0044626j -0.0122338+0.00439047j -0.000900308+0.0031062j 0.0116526+0.0040634j 0.00371666-0.00249346j 0.000987081+0.00181224j 0.00544017-0.000219087j -0.00544232-0.00224749j -0.000254072-0.0014822j 0.00261244+0.000446514j 0.00673201+0.00526083j 0.00295593-0.00553322j -0.00380331+0.00106132j 0.00564206-0.00126274j -0.00146683+0.000470395j 0.00462281+0.00270132j 0.00303323+0.00465519j 0.0123149+0.00216485j -0.00848279+0.00243236j 0.00187678-0.00316025j 0.00949094+0.00283139j 0.00403154-0.00241424j -0.00414651+0.000670327j 0.00116245-0.0050833j 0.00227062-0.00203885j -0.00811434-0.00272272j -0.00196589+0.00325671j -0.00327755+0.000538725j 0.00190761-0.000888756j -0.00122146-0.000780638j -0.00515994+0.000502967j -0.00247631+0.00044716j -0.00780702+0.00786485j -0.00471022-0.00156116j 0.00189555-0.00270218j 0.00155861+4.83186e-05j -0.000461677+0.00207299j 0.000918835+0.00449356j -0.000176955-0.00259338j -0.003439-0.00241183j -0.00435054+0.000356553j -0.00321985-0.000747317j 0.00142887+0.00289314j -0.0020797-0.00222597j 0.00251762+0.00120378j -0.00334047+0.000837959j 0.00172253+0.00268014j -0.000763619+0.00232088j 0.0015247-0.00288755j 0.00244222+0.00291334j 0.00206981+0.000756429j 0.000447313+0.000671062j 0.000646216-0.000970464j 0.00166102-0.00123387j -0.00201343-0.0019429j 0.00238462+0.00117579j 1.59712e-05-0.00235949j -0.0016068+0.000782967j -0.00319143-0.00159186j 0.000587881-0.000212271j 2.30401e-05+0.00109408j 0.000455143+0.000735816j -9.27202e-05-0.00124704j 0.00138657+0.00126679j -0.000566238+0.000510098j 
-0.000904484-0.000687812j 0.000641057+0.00012783j -0.00265195+0.000702248j 0.00403507-0.000462629j -0.00198179+0.00171031j -0.00194885+0.00194357j 0.00224932+0.00132059j -0.00281558-0.00102544j -0.00173622+0.000891127j 0.000193124-0.00506046j 0.00101625-0.00393302j -0.00230463+0.00346885j -0.000276603+0.000404585j -0.00610949+0.000826894j 0.00565161+0.00245928j -0.00998734-0.00409159j 0.00333853+0.000747541j -0.0104345-0.000196531j -0.00205775+0.00566562j -0.00224751+0.00166854j 7.00035e-06+0.00245919j 0.0017644-0.00252404j 0.0100491-0.00626284j 0.00447348-0.00251563j -0.00347375+0.00718181j -0.0010935-0.00311754j 0.010366-0.00551839j 0.0036113+0.000276871j 0.0119344+0.00136278j 0.00106513-0.00232088j -0.00530728-0.000806657j 0.00456647-0.00674337j 0.00625467-0.00555388j -6.30081e-05+0.00760608j -0.00303774-0.00194977j 0.00709734-0.00860775j -0.000132203-0.000222143j -0.000342715-0.00132883j -0.000987302-0.00526254j -0.000301548-0.00177496j -0.00452367+0.00237603j -0.00135233+0.00413147j 0.00857608-0.00401337j -0.00491396+0.00435427j -0.00204311-0.000173406j 0.00327254-0.00350681j -0.00384115-0.00221163j 0.00216944+0.00141742j -0.00101577-0.00926188j -0.00298803+0.00163683j 0.00899992-0.00492773j 0.0104742+0.000338957j 0.00433058-0.00494327j 0.000367184+0.00237957j -0.00250655+0.00523371j -0.00275545-0.00118291j -0.00141503-0.000464733j -0.00207165-0.00290645j -0.00336222-0.000928834j 0.000538687+0.00838071j -0.00278322+0.000366727j -0.00414238+0.000850831j 0.000136289+0.0014983j 0.00367648+5.06344e-05j -0.000830547-0.00205935j 0.000738865-4.59315e-05j 0.00123439+0.000487774j 0.00139144-0.0013912j 0.00164461+0.00346595j -0.00236908+0.00186205j -0.00638738-0.00406992j -0.00604286-0.000673987j -0.00314095-0.000279623j -0.0010252+0.00118729j 0.00134752+0.00473827j -0.00418984+0.00195652j 0.00211365-0.000825354j 0.00372025+0.00349122j 0.0024845-0.00304091j -0.00214382+0.00512754j -0.00263089+0.0018393j -0.00370497-0.00233264j -0.00145511+0.0026913j -0.00228227-0.0063106j 0.00139952+0.00130901j 0.000163204+0.00208239j -0.000566653+0.00292993j -0.00352654-0.00310695j 0.00265934+0.00344402j -0.0024795+0.000263981j -0.00191619-0.000523776j 0.000937244-0.000218206j 
0.00305078+0.00184113j -0.00206835+0.00246633j -0.000524848-0.00227568j 0.00132856+0.00341889j 0.00397358+0.000306111j -0.00626584-0.00217555j -0.00242743-0.0016998j -0.00111015+0.0012416j 0.00423134-0.00317989j -0.000985509-0.0117672j -0.005707-0.00773146j 0.000179764-0.00104081j -0.000798112+0.00250909j -0.00146838-0.00136573j 0.00517922-0.00721097j 0.00447412-0.00944513j 0.00996052+0.000581629j -0.00570693+0.00259832j 0.00211964+0.00473667j -0.000390666+0.00190942j 0.000411996-0.000509318j 0.00216762+0.0017756j 0.000702534+0.000270749j 0.000323486+0.00249338j -0.00427475+0.00032208j 0.0113935-0.00549612j -4.15382e-05+0.00167094j 0.00639892+0.00381462j -0.00165725+0.00606548j 0.00280714-0.00127532j 0.00664422+0.00292822j 1.33132e-05+0.00304082j -0.00747145+0.00283111j 0.00243667+0.00351729j -0.00352267-0.00482736j -0.00360568-0.000421791j -0.00815586+0.00404044j 0.00440985-0.00247652j -0.00363986+0.00754192j -0.0088558+8.65292e-05j -0.00494397+0.00108021j -0.00320382+0.00464047j 0.000482432-0.00411236j 0.00537258+0.000500285j -0.00015969-0.00609277j -0.00232713-0.00101123j -0.00459409-0.00241455j -0.00075212-0.0054148j -0.0019315+0.000647227j 0.00092291+0.00351617j -0.00783264+0.00327458j 0.000949873-0.00506738j -0.00686752-0.00115905j 0.000732957+0.000856059j 0.00535019+0.00167367j 0.00372377+0.00354645j -0.00691649-0.000922324j -0.00147303-0.0044459j 0.00072872-0.00108213j 0.00811269+0.0033851j -0.000139856+0.00116512j 0.000181751+0.000232774j -0.00128094+0.000316641j -0.00443802-0.000496294j -0.000993427-0.000990596j -0.00514053+0.00093118j -0.00345336+0.000566414j 0.00195856-0.000406426j -0.00158099+0.0025283j 0.00576768+0.000917037j -0.00513477+0.00721698j 0.00107156+0.000271345j 0.00323244-0.00102182j 0.00347821-0.000535722j 0.00621307-0.00229849j -0.00114977+0.00238723j -0.00133234-0.000834368j 0.00321589-0.0040976j 0.0012473-0.000707104j -0.00212957-0.00168353j -0.00282188+0.00170634j -0.00574063+0.000965449j 0.00197218+0.00105022j 0.00112775-0.00107024j -0.00017752-0.000189649j 0.00127444-0.00146098j 0.00203786+0.000580425j 0.000961161-0.000712381j 0.000745896+0.00121804j -0.000298767+0.002269j -0.000277018+0.000387366j 0.00194759+0.00202912j 
