-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
-5.1926e-05-0.00161439j 0.00100528-0.00134027j 0.00158282+0.00243295j -0.00225444-0.00110394j -0.00080871-0.0048383j 0.00502658+0.000496267j 0.00375144+0.00360538j 0.0033159-0.00223449j -0.00341523+0.00609826j -0.00283694+0.00466927j -0.00175499-0.00889614j 0.000752781+0.00524607j 0.00437183-0.0105977j -0.00695633-0.00210553j 0.000132824-0.00288444j 0.00175595+0.00350859j 0.000603587+0.00459832j -0.00345538-0.00411699j -0.00181446-0.00363265j -0.0106876+0.00754893j 0.00778158-0.00574525j -0.00322912+0.00403604j -0.00243543+0.00313296j 0.00307603+0.00173532j 0.0065823+0.00332533j -0.0025278-0.00481j -0.000637564-0.00311266j 0.00394693-0.00183446j 0.00670947-0.00138478j -0.00137239+0.00314009j -0.00409282+0.000425823j -0.00758464+0.00153311j 0.00116455+0.0111466j -0.00599937+0.00264787j 0.00102246+0.00891903j 0.000408132+0.00384917j -0.000883021+0.00921602j 0.00601793-0.00558276j -0.00185496-0.00826996j -0.00255062+0.00752484j 0.00383557-0.0122053j -0.00281345-0.000753461j -0.00629956+0.00056047j -0.0010808+0.00474877j -0.00208926-0.00260424j -0.00297533+0.000399064j 0.00150337-0.00502813j 0.00359954+0.00410256j -0.000160969-0.00216344j 0.00195616+0.00238154j -0.00255562+0.00177992j -0.000257966-0.00152065j 
0.00425421-0.00158415j 0.00579084+0.00485567j 0.0064634-0.00748521j 0.00019415-0.00210933j -0.0012044+0.00191862j 0.0046268-0.00151515j -0.00345203-0.00289557j -0.00104049-0.00406907j 0.00387323+0.00285265j 0.00763558-0.00218826j 0.00375599+0.00216891j 0.00142574+0.00298606j 0.00145767+0.00412237j 0.00162552+0.00290069j -0.00303086-0.00591577j 0.00140589-0.00450009j -0.00194015-0.00210228j -0.00285884+0.00291508j -0.00101882+0.000801693j 0.00639436+0.0018434j -0.00124483-0.00494262j 0.00471821+0.00141395j -0.00260377-0.00165975j -0.00136611+0.000880726j 0.0053487-0.00729062j 0.0050349-0.00190897j 0.00183036+0.00840059j -0.00148113+0.00251362j 0.00307513-0.00137459j -0.000134959-0.00273323j 0.0018887+0.00614513j 0.00240586+0.0101345j 0.00402877-0.00406042j -0.00159056+0.00272117j 0.00201696-0.00768577j 0.00173733-0.00461243j 0.00225282+0.000226349j 0.00437108-0.00353893j -0.000181598-0.000953247j 0.00582557-0.0037127j 0.00449801-0.000682872j -0.00159253+0.00390659j 0.00206941+0.00688487j -0.00335044-0.00239053j 0.00122882-0.00523743j -0.00516435+0.00204953j -0.00247826-0.00395841j 0.00122892-0.00453755j 0.00670706+0.000864037j 0.000139796-0.00643625j -0.00382035+0.0035119j 0.00349583+0.00301j 
0.00147081+0.0012635j 0.00308307-0.00127864j 0.00118754+0.000400258j -0.00289968-0.00151922j -0.00103773-0.0057228j -0.00654889-0.00377754j -0.00051117-0.00503116j -0.00146657-0.00501714j -0.00166534-0.00453386j 0.00260821+0.00197691j 0.00445326+0.00235003j 0.00112273-0.000447771j 0.00456875-0.00292266j -0.00255472+0.000248654j -0.000388159-0.00266321j -0.0033777-0.00428589j -0.00242267-0.000446726j 0.000785667+0.00467761j -0.000334762+0.00217417j -0.00100468+0.0043015j -0.00127847-0.00215749j -0.00491819-0.00024346j -0.0018722-0.00365711j 0.00675048-0.00427647j -0.00613832-0.00447529j -0.00225042+0.00706808j -0.00255224-0.00259629j 0.000550392-0.00414916j 0.000885132-0.00441873j -0.00181798+0.00285457j 0.0044505-0.00362275j -0.00455651-0.00690763j 0.00343364-0.00506255j -0.000300331-0.00173493j 0.00468425+0.00193381j -0.00585081-0.00168301j -0.00184638+0.00139425j 0.00144999-0.00199198j -0.00210094-0.00172206j -0.000695596+0.00074383j 5.75829e-05-0.00307125j -0.00123101-0.00226301j 0.00314959+0.000281559j -0.00282516+0.00607822j -0.00141496+0.00449515j -0.00172461-0.00471252j -0.00334023+0.00519576j -0.00132561+0.00256942j -0.00251266+0.00539182j -0.00385364+0.000954309j 0.00252182+0.00406421j -0.00234832-0.000391854j 
-0.00252137-0.00416839j -0.00392357-0.00239274j 0.00071534+0.00357066j -0.00357961-0.0020205j -0.00335242-0.00308368j 0.0010846+0.00633032j 0.00388748-0.00011143j -0.00127908-0.005844j 0.0101146+0.00360328j 0.00474246+0.0021618j -0.0116511-0.00741326j 0.00120638+0.00569288j -0.00877139-0.00139852j 0.00127219+0.000277431j 0.00122527-0.00752381j 0.00406106+0.00161681j 0.00249889-0.005049j 0.00445633+0.00587181j -0.00095524+0.00610206j 0.00297736+0.00852287j -0.00700824-0.000245329j 0.00630195+0.00209849j 0.00221841-0.00217097j 0.0042251+0.0046809j 0.0030612+0.00240518j -0.00411504-0.00264874j -0.00626824-0.0036959j -0.00149457+0.000436356j -0.00645851-0.00614169j -2.77703e-05-0.00854148j 0.00175661+0.00169055j -0.000695727-0.00468492j -0.00108205-0.00471369j -0.00090519+0.00247204j 0.00203283-0.0129j 0.00235659+0.00356868j -0.00166453-0.00776909j -0.00123344+0.00371828j 0.000439205+0.00120673j -0.00258657-0.00728743j -0.0058622+0.00400093j 0.00490725+0.0110851j 0.001125+0.00681632j 0.000347036-0.00496102j 0.00634326+0.00352743j -0.000107924+0.00429232j 0.00469377+0.0035168j -0.00295-0.00368682j -0.00279004+0.00294992j 0.00336201+0.000740598j 0.00283925-0.00113506j -0.000723776+0.00273314j 
0.00466346+0.00113829j -0.000658792+0.00250252j 0.00187858-0.00106895j 0.00162271+0.00144188j 0.000433978+0.00318643j -0.000125261-0.00198015j 0.00558975-0.000972849j 0.00569129-0.000811186j 0.00408344-0.00123138j -0.00158423-0.00364685j -0.00462496+0.00347667j 0.00639981+0.00351579j -0.00422628+0.00406997j -0.00572512-0.00114875j -0.00185214-0.00188073j 0.00201036-0.00637308j 9.66045e-05+0.00296312j 0.00248374+0.00401134j 0.0030793+0.00302179j -0.00529138+0.00333335j -0.00205065-0.00787716j -0.00369511+0.00776574j 0.00310049+0.00533148j 0.00183899-0.00112277j -0.00222942+0.00206611j -0.0102181+0.00783062j 2.68339e-05+0.00352962j -0.00189111-0.00412013j 0.0068556+0.00127821j -0.00151457-0.00286464j 0.000758603+0.00225216j -0.00367776+0.00034951j 0.00747237+0.00422311j 0.00307538+0.00204603j 0.00512605+7.49218e-05j 0.00668295-0.00103353j 0.00103809+0.00151733j -0.00289673-0.000943047j -0.00727911+0.00536264j 0.00388985+0.00913469j -0.00130821-0.00497125j 0.00142895+0.00104765j -0.00604254+0.00240781j 0.00456025+0.00252001j 0.00316469+0.006728j 0.00443343-0.00232829j -0.0035589-0.00573002j 0.00279978+0.00049426j -5.67206e-05+0.000666736j 0.00093159-0.00356706j -0.000872721+0.00109024j 0.00155524+0.00346296j 
0.000393421+0.00159121j -0.00249549+0.00377529j -0.00170919-0.000713766j 0.00207661-0.00054587j -0.00102442+0.00140631j -0.000106889+0.00474324j -0.00266036-0.000650404j -0.00607357+0.00596727j -0.00245949+0.000233245j 0.00207647+0.000382745j 0.000445449-0.0051561j -0.00150367+0.000347768j 0.00201208+0.00561993j -0.00433524-0.000686358j -0.000462828-0.000555209j -0.00415439+0.000484684j 0.00442302+0.000350906j -0.000569372+0.00332833j 0.000313566+0.00489343j 0.00433937+0.0077053j 0.00121605+0.000672496j -0.0026742+0.0078126j 0.00347223+0.00578114j -0.00905742-0.0121366j 0.00562936+0.00768322j 0.00202006+0.00872575j 0.000943083-0.000779184j -0.00156744+0.00200472j 0.00142464+0.00198496j -0.00163777-0.000334554j -0.00446765-0.0178569j -0.00782914-0.000542283j 0.00237795+0.00741843j 0.00149707-0.00537104j 6.4249e-05+0.00457004j -0.00414881+0.00480942j -0.00278839+0.000663587j 0.00350614+0.00188772j -0.00553682-0.00306707j -0.00630879+0.00876311j -0.00325157+0.00286885j -0.00480866-0.00361573j -0.00292611+0.00337477j 0.00652487-0.00062649j -0.00278847-0.0108347j -0.00133151-0.00196058j 0.000600147+0.00419448j -0.000254424-0.00112959j 0.00242501+0.00254037j -0.00331444+0.00133844j -0.00497246-3.40137e-05j -0.00501914+0.00502979j 
9.28631e-06+0.00294274j -0.00205556-0.00242005j 0.00552182-0.00240336j 0.00355736+0.00556843j -0.00103124+0.000219018j -0.00475829-0.000368317j 0.00334087-0.00181565j -0.0010762-0.00239458j 0.000425845-0.0039565j 0.00460699+3.37875e-05j 0.00285475-0.00517217j -0.0046543+0.00242j 0.00174851-0.00303485j -0.00267914-0.00737195j 0.0052736+0.00129272j -0.00445459-0.00202696j -0.00540261+0.00776473j -0.000433159+0.00260011j 0.00292416+0.00787533j -0.00228617+0.00690909j 0.00526384-0.00590881j -0.00116574-6.26651e-05j 0.00370532+0.00424164j -0.0023411+0.00157387j -0.0029882-0.00310642j -0.00208694-0.00536414j -0.00256794-0.00472554j -0.00154939-0.00156647j 0.00552798-6.23827e-05j 0.00226187-0.00203191j -0.00214851-0.0101937j -0.000924191-0.00764883j 0.00311796+0.00596692j -0.00294405-0.00318194j 0.00472945+0.00193587j 0.00378129-0.00365994j 0.00118564-0.00679451j -0.00129064+0.00563712j -0.00291525-0.00580603j -0.00140562+0.00192825j -0.000630654+0.00215954j 0.0129359-0.00387611j 0.00510066+0.00161535j -0.00500003+0.00194163j 0.0049563-0.00115336j 0.00184128+0.000988247j 0.000561004+0.00310429j 0.00288821-0.00749693j 0.00366468-0.00290492j 0.00374627-0.00592234j 0.00221504-0.00257877j -0.00219909-0.00162096j 
0.00133227-0.00226724j -0.00113756-2.14763e-05j 0.000211098+0.00061679j -0.000558293-0.00288285j -0.00226691-0.00252525j -0.00702286-0.00352317j -0.00225098-0.00335893j -0.00328951-0.00459858j 0.000957961-0.00418841j -0.000721897-0.00670504j -0.000505116+0.00130496j 0.00150469+0.00476099j 0.00154363+0.00223497j -0.000397236+0.00456308j -0.00128384-0.00307574j -0.000824156+0.0008867j -0.00430536+0.000584297j -0.00137986-0.00555664j 0.00131258-0.00301501j -0.00118306-0.00324704j -0.00651323-0.00551134j -0.00283629-0.00268002j -0.00123443-0.0102311j 0.00588067-0.00315451j -0.00478201-0.00223675j -0.00348525-0.00247176j -0.00176775-0.00124614j 0.00271498+0.00469343j -0.000649929-0.00021812j -0.00313276+0.00013661j -0.0030016-0.00771181j -0.00184885+5.33352e-05j -0.00162595-0.00663765j -0.00668601-0.0023456j -0.00377458+0.00706605j 0.00133858+0.00455802j 9.35382e-05+0.00428868j 0.000241595-0.00916619j -0.00362779-0.00760496j -0.000232263-0.00307601j -0.00310449-0.00475969j 0.00281059+0.00311259j 0.00582023+0.000364738j -0.00142356+0.00184515j 0.0021089+0.000135593j -0.00222701-0.00363251j 0.00258248+0.0102151j -0.000918277+3.79938e-05j 0.000571458+0.00262251j 0.00201908+0.00222104j 0.00225243+0.00268259j 0.000498817+0.00532803j 
0.00179247-0.000184943j -0.000753382+0.000960487j -0.00309737-0.000763886j 0.00350516-0.000585702j -0.000950192-3.77634e-05j 0.00268365-0.00135766j -0.00374811+8.81763e-05j -0.00220972-0.000937279j -0.00348801+0.00272449j -0.00281519-0.00275848j 0.00343303-0.0026988j -0.00172175+0.0045034j -0.00312256-0.00346852j -0.00156238+0.00241649j -0.00194095-0.00174434j 0.000908735+0.000511765j 0.00539783-0.000572417j 0.00958032+0.00452304j 0.000689121-0.000558571j 0.00316108+0.00069528j -0.00132488-0.00727633j -0.00715377-0.00756008j 0.00235922+0.000215116j 0.000670482-0.00085742j -0.0035076-0.00359632j 0.00358529+0.00386028j -0.00441519+0.00181112j -0.00314152+0.000510529j -0.00299101-0.00137625j 0.00825095+0.00226262j -0.00377935-0.00214148j -0.00197136+0.0057123j 0.0142501+0.00954626j -0.00169263+0.0007007j -0.00967764-0.0144637j -0.00386368-0.00345452j -0.00970297-0.0106768j 0.00387522-0.00670705j 0.00739086+0.0077122j -0.00180656-0.00187444j 0.00301743-0.00103288j -0.00430418-0.00491657j -0.00209421-0.000311648j -0.00152797+0.0018807j -0.00434467-7.35293e-05j 0.00198209+0.000516698j -0.00121401-0.00281042j -0.00231634+0.00107779j -0.0035859-0.00128922j -0.00105623+0.000261742j -0.00160129-0.000162346j 0.000957794+0.00239931j 
-0.000929723-0.00157697j 0.00459842+0.0019789j 0.000440819-0.00104401j -0.00297163-0.000295217j 2.31119e-05+0.000308332j -0.00200323+0.00463505j 0.0013868-0.000470711j 0.000343579-0.0018873j 0.00617177-0.00413052j 0.00343391+0.00242103j -0.00454257+0.00697692j 0.00638481-0.00848449j -0.00488418-0.00407437j 0.00245622-0.000711873j -0.00100563+0.00196252j -0.00191281+0.00225431j -0.0102453+0.00240828j 0.00306227+0.00242958j 0.00602537-0.00318311j 0.00345572+0.00126463j -0.00226842+0.00436574j -0.00288485+0.00311545j -0.00405875-0.00477245j -0.0042192-0.00304011j -0.000610859+0.00189364j -0.00469676+0.00115308j -0.00237625-0.000712389j -0.00349412-0.00812732j 0.00299952-0.00355889j 0.00487671+0.00286137j -0.00476177-0.00246479j 0.00285124-0.00144405j 0.0131151+0.00479111j -0.0026067+0.00158527j 0.000981464+0.000714151j 0.00112184+0.00458523j -0.00568711+0.00340076j 0.000560299+0.00364751j -0.00484664-0.000885173j 0.00358289+0.000490057j -0.000606443+0.0047011j -0.00208523-0.00109885j -0.000221281-0.00215857j 0.00225902-0.00527882j 0.00178973+0.000238426j -0.0066722+0.000781452j 0.00274904+0.00217832j 0.00443646+0.00142173j 0.00339193+0.00037553j 0.000474621+0.00373215j -0.000190689+0.00358587j 0.00113147-0.00184149j 
0.00208853-0.00270209j 0.00160677+0.00193602j -0.00185714-0.00165945j 5.66671e-05-0.00181232j 0.000950432-0.000646329j -0.0036076+0.00150448j -0.000433249-0.000617215j 0.00150556-0.00225541j -0.0015337-0.00153352j -0.00808548-0.00422208j 0.00138163-0.00228751j 0.00363099+0.00293097j 0.00470535-0.00505115j 0.00144587-0.000792656j -0.00138425-0.000873025j -0.00108704+0.000703962j -0.00187637-0.00188492j -0.00446932+0.00865565j -0.0054213+0.000163476j -0.00414579+0.00480739j 0.00376392-0.00438885j 0.00114122-0.00501101j -0.00624714-0.00192881j -0.000187859-0.00694299j 0.00248167+0.000670578j -0.00256455+0.00519405j 0.00140315-0.00167378j 0.00796368-0.0012657j 0.00130501-0.00326665j -0.000742291+0.00406026j 0.00658677-0.00439237j 1.39362e-05+0.0072317j -0.0110624+0.00943137j 0.00460217-0.000206358j 0.0105108-0.0163002j 0.000967444-0.00118507j 0.0106987-0.013513j -0.00373028-0.00222618j -0.0049662+0.0133363j 0.000706881-0.0038395j -0.00512091+0.00214764j 0.00167497-0.00449772j -0.0022314+0.00091976j 0.00340902+0.00259625j -0.00265106+0.00149163j -0.00119139+0.00121983j 0.000821273+0.00336769j -0.000456245+0.0016731j -0.000635487-0.00245546j -0.000829843+0.00194083j 0.000133268+0.00366078j 0.00385228+0.00284591j 
0.0017259-0.00253622j 0.00800232-0.0027278j -0.00209762-0.00155149j 0.000349501-0.00622522j 0.00260029-0.00420148j 0.0041053-0.00428755j -0.00171349+0.00544966j 0.00108729+0.00171773j 0.00213437-0.00344303j 0.00301851-0.00360588j -0.00234684-0.00605703j 0.00523237+0.00525205j 0.00264582-0.00350442j 0.00311425-0.00444558j -0.00127723-0.00506691j -0.00205134-0.00353044j -0.00187654+0.000946508j 0.0019214-0.000139079j 0.00726263-0.00175809j 0.00197065-0.00221348j -0.000297191-0.0023433j -0.000787525+0.00850697j 0.000712417+0.00147608j -0.00322236+0.00277085j 0.000299372+0.000526165j 0.00052892-0.0075024j 0.00292956-0.00365972j -0.00249495-3.36514e-05j 0.000173732+9.36957e-05j 0.000251946-0.00245384j 0.00304267+0.00157613j -4.19917e-05-0.000568568j -0.000123603+0.00138435j 0.000269926+0.000986996j -0.00501264-0.0061548j -0.00559249-0.000738742j -0.005475-0.00803158j 0.00336188+0.00827352j -0.00272508+0.00626215j -7.76482e-05+0.00169657j 0.00716843+0.00736647j -0.00474241-0.00578004j 0.000447794-0.00304539j -0.000246605-0.000230842j -0.00020795-0.000954373j 0.00035161+0.0031297j -0.000433543+0.00189726j -0.00323217+0.00233086j 0.00111439-0.00569041j -0.00728285-0.000795252j -2.06539e-05+0.00722795j 0.00172022-0.00564304j 
-0.000354571+0.00528113j -0.00499787-0.00132749j 0.00448527+0.000106442j -0.000335929+0.0027334j -0.00535164-0.00614247j -0.00151881-0.00580959j 0.000359411-0.00563969j -0.00324762-0.00112917j -0.000858556+0.00387196j 0.00528354+0.00694793j -0.00255913-0.00200095j 0.00405014+0.00460222j -0.00382406-0.00438525j 6.9596e-05+0.00551904j 0.00230781-0.00404239j -0.00143527-0.000678284j 0.00303549-0.00262367j -0.00603603-0.00211319j -0.00127753-0.00661665j 0.00519484+0.0109536j 0.00105377+0.00350772j 0.0022822-0.00249425j -0.00164245-0.00121209j -0.00104712-0.00231648j -0.000334075-0.00285035j -0.00542917+0.00224218j -0.00255316-0.000905822j -0.00749251-0.0048033j -0.00544113+0.00189594j 0.00638665+0.00469721j 0.00356585+0.0093619j -0.00205962+0.00762898j 0.00775186+0.00168981j 0.00172091+0.00361526j 0.00860943-0.00454451j 0.000367525-0.00468528j 0.0042789+0.000502155j -0.0010032+0.00694306j -0.00551032-0.000506621j 0.00231331+0.00134401j -0.0111233+0.011984j 0.000426404-0.0060468j -0.00339461-0.00234642j -0.00189763-0.000823855j 0.000520273-0.00556497j -0.0050873+0.00290177j -0.00594598-0.00332133j -0.000244032-0.000847755j 0.000987878+0.00413327j -0.00180112-0.000514877j -0.0046076-0.00481314j -0.00718133-0.000314404j 
-0.00159102-0.000458207j -0.000417206+0.000737559j -0.000846271+0.00147074j -0.00116314-0.000444598j -0.000818332+0.00111412j -0.000600347-0.00299138j 0.00180534+0.00286616j -0.000109711-0.00123155j -0.000991454+0.000280747j -0.00141812-0.000786139j -0.000416862+0.00295952j -0.0021261+0.00415702j 0.000756762+0.00278867j 0.00340926+0.00628456j -0.000252956-0.000173394j 0.000938093-0.0128576j -0.00353172+0.0126963j 0.0030535+0.00187719j -0.00409791+0.00102149j 0.00420811-8.19317e-05j 0.007714+0.00121145j 0.00437943+0.00222977j -0.00622953-0.000385636j -0.00283674+0.00591663j -0.00176078-0.0043915j -0.000834854+0.00100704j 0.00183807+0.00491487j 0.00452973-0.00353872j -0.00288146+0.00141758j 0.000939192+0.0045192j 0.000300064-0.00498433j 0.00314461-0.0106974j 0.000241244+0.0135371j 0.00205166-0.00827197j 0.00242703-0.000524913j -0.00194724+0.00233302j -0.00485029+0.00193933j 0.00314042-0.00330291j 0.00292484-0.0070764j -0.00396218-0.00365915j -0.00546903+0.00375555j -0.000144644-0.00378612j 0.00544435-0.00302077j -0.000316014-0.00781284j -0.00311179+0.00036969j -0.00160185+0.0012586j 0.00176808-0.00222308j -0.00122163-0.0012861j -0.00213711-0.00152265j 0.00158497+0.00303781j -0.00174461+0.00115755j -0.000852036-0.000454135j 
0.00365567+0.000159316j -0.00118225+0.000416228j 0.00373052+0.00167191j 0.00281491+0.00119593j -0.00224777+0.00316758j -0.00585227+0.00511087j 0.00132537+0.0056951j -0.000700836+0.000199661j -0.0011225-0.000204696j 0.00390622-0.00483165j 0.0013626-0.000904851j -0.00304545-0.000731382j -0.00458436-0.00729826j 0.00129227-0.00177175j 0.00150571+0.00966561j 0.000106301+0.00742265j -0.0016211+0.0058748j -0.00266489-0.000972796j -0.00133419-0.00814579j 0.000571469+0.00331162j 0.000784861-0.00110907j 0.0065811+0.0057611j -0.00100981-0.00644047j -0.00506015-0.00525413j -0.000271339+0.013841j 0.000756455+6.94268e-05j -0.00390494+0.00352349j -0.00199332+0.00124443j 0.00403347-0.00100518j 0.00410916-0.00406197j 0.00353472-0.0014744j -0.00213815+0.00655232j 0.000960022-0.000120473j 0.00260239+0.0051325j 0.0100742+0.00446906j 0.000478067-0.00199093j 0.00132703-0.00283637j 0.0045423+0.00417268j 0.000815568+0.00526709j 0.00328713-0.00233674j -0.0010882-0.000196675j 0.000615236-0.00320669j -0.00388176+0.000665033j 0.00140279+0.00124877j 0.00298973+0.000891012j -0.000540692+0.00107764j 0.00510819+0.00228835j 0.0026815-0.0071427j -0.0010257-0.000304094j 0.000323339-0.00454841j 0.000352495+0.00142044j -0.00273005+0.00207641j 
-0.00364519-0.0026944j -0.000564164-0.000696105j -0.000893762+0.00282301j -0.00226067-6.39904e-06j 0.000516997-0.000902992j -0.00228222-0.00222097j -0.00162438+0.000300868j -0.00201363-0.00324427j 0.0024939-0.00258203j 0.00146654+3.22173e-05j -0.00354374+0.00400724j -0.00210604+0.00441771j -0.000663881+0.0020921j -0.00159909+0.00536221j 0.00311431-0.000205416j -0.00301724-0.00392938j -0.00489118-0.00189439j 0.00056025+0.00485341j 0.00194321-0.00746197j 0.00382972-0.000908053j -0.00421636+0.00032997j 0.00180815+0.00749419j -0.000276291+0.00421877j -0.00289573-0.00826534j 0.00704677+0.0105879j 0.00206791+0.00386989j -0.00421638-0.000524976j -0.00375229+0.00514848j -0.00689129+0.010446j 0.00364293+0.00171152j 0.000933468-0.00242073j 0.00132583+0.00592777j 0.00141848+0.0060098j -0.00776682-0.00432936j -0.00663601+0.00741908j 0.00988314+0.00404492j 0.00631319+0.00552474j -0.000468732+0.0104568j -0.00638903+0.00427809j 0.00282495+0.00037025j 0.003443-0.000584426j -0.00297872+0.00460082j -0.000807901+0.00662094j -0.00854583+0.00201226j 0.000530163-0.00114156j -0.000730238-0.00225023j 0.00449362+0.00184472j -0.000615392-0.000820879j 0.000361327-0.00113032j 0.00536295+0.0032906j 0.0014333-0.00164019j 0.00389337-0.00172286j 
-0.000326267+0.00152125j -0.00261672+0.0025006j -0.000259358+0.00116637j -0.00176968+0.00223818j -0.00080033+0.00326222j -0.000684833+0.00375394j -0.000276075+0.00338391j -0.00103598-0.0025321j 0.00371545-0.00151858j 0.0028536-0.00329076j -0.00547657+0.00620393j -0.000692393+0.00319909j 0.00463383-0.00397761j 0.00168956-0.00397719j 0.00290834-0.00304434j -0.00137395-0.00137546j -0.000843471-0.0048086j 0.000893183+0.000295439j 0.00126341+0.00607652j 0.00402946-0.00477829j 0.00579097+0.00588264j 0.00330897-0.00121477j 0.00161297-0.00281977j -0.00127183+0.00201469j 0.0030061-0.000530416j 0.000392823-0.00132829j 0.00146602+0.00272566j -0.0010134-0.00329876j 0.000815959+0.000902528j -0.00637321+0.00108243j -0.00189456-0.00117363j -0.00315037-0.00409928j -0.00335873+0.00726696j -0.0017626-0.00232977j -0.00350035-0.00306972j -0.00465356+0.00361228j -0.01007+0.00276238j 0.00724782+0.000474164j -0.00266269-0.00237338j -0.00833238+0.00574223j 0.00924072+0.00374591j 0.00126143+0.00215616j 0.00157049-0.00180365j -0.00437753-0.00689699j 0.00134501-0.00224219j 0.00222747-0.00262232j 0.00404521-0.00298176j -0.00277252+0.000711442j 0.000732277+0.00287943j -0.00119727+9.6123e-06j -0.00197561-0.000399317j -0.00142005+0.00223547j 
-0.0025901-0.0007794j 0.00242319-0.00159962j 0.00381285-0.00303548j -0.00476383-0.00173207j -0.00195253+0.000822768j 0.00193078+0.00410509j 0.00140422-0.00132262j -0.000106776+0.000413792j -0.000879354+0.000322459j 0.00364727-0.00130862j 0.00476651+0.00461877j 0.000173375-0.00618422j -0.00286681+0.00517633j 0.00159248+0.00541021j -0.00522143-0.00211545j 0.000625735-0.00245985j 0.00143819+0.00701008j -0.00276968+0.00567351j -0.000161708+0.0038643j -0.00209629-0.0105379j -0.00224216-0.00149467j -0.00110057+0.000844114j 0.000410448+0.00718261j 0.00523834+0.00598318j -0.0043533+0.000196706j -0.00104407-0.00486387j -0.00415331-0.00099069j -0.00145229+0.000118106j 0.000262836+0.00572025j 0.00303609+0.00405066j 0.00552153-0.00599536j 0.003059-0.00662598j -0.00413191+0.00566024j 0.0036988-0.00503641j -0.00405073+0.00877866j 0.000619983+0.00236172j 0.000856806+0.0020514j -0.00124389+8.11417e-05j 0.00768623-0.00480047j 0.00304758-0.00488992j 0.00158337-0.00866003j -0.00227971+0.0104803j -0.00181574-0.00410385j 5.80821e-05+0.00364641j 0.000569391-0.00148921j 0.00152284+0.00212223j -0.0032449+0.000821547j 0.00440601+0.00174817j 0.000514461+0.00454874j -0.00247238-0.0032183j 0.00366641-0.000780971j -0.00319227-0.00351572j 
-0.00226778+0.000259073j 0.00303607-0.0025742j 0.00602572-0.000613457j -0.00439865-0.00253132j -0.0028109-0.00103256j 0.00532371-0.00088209j 0.00552536+0.00123847j -0.00294208-0.00414884j -0.00161323-0.00476645j 0.00398701-0.00463719j 0.00136901+0.00387018j 0.00052928-0.00634797j -0.00125271+8.12713e-05j -0.00420296-0.00471651j -0.00597419-0.00215459j 0.00199202+0.00232076j 0.00994976-0.00296684j -0.00431824-0.00312653j -0.00463917-0.000295682j 0.00268092-0.000977786j 5.33725e-05-0.000421003j 0.00459381+0.00165145j 0.00280769+0.00192197j 0.00377077+0.00360528j 0.00992459-0.00354851j 0.00178093+0.00114146j -0.00190401-2.11212e-05j -0.00303503-0.000538383j 0.00092543-0.00560643j -0.00125-0.00139912j -0.000767155+0.00248393j -0.00230639-0.00257799j 0.00917591+0.00143479j 0.00571454-0.000412008j 0.00264205-0.000704189j -0.000930689-0.00183494j 0.00471087-0.00241298j -0.000715843-0.000947682j 0.00080312+0.00116808j 0.0001948+0.00265117j -0.00247518-0.00273553j 0.000743983-0.000654768j 0.00153915+0.00552355j 0.00148744-0.00411386j -0.000645322-0.00362885j 0.00301307+0.00196196j -0.00404456-0.0044212j 0.000863819-0.000892819j 0.00114633+0.00164606j -0.00114918-0.00137781j 0.0016635+0.00175739j 0.000485832-0.00408424j 
