0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
6.95938e-05-0.000770392j -0.000685378+9.19889e-05j -0.00151463+0.00312906j -0.00240255-0.00257276j 0.00017311-0.0054386j 0.00879767+0.00322621j -0.00647205+0.00506284j 0.00385627-0.0027147j 0.0013644-0.0023663j 0.00242582+0.00441918j -0.00355368+0.000509398j 0.00086337+0.00273231j -0.00173472+0.00317732j 9.97977e-05+0.00332871j 0.000372127+0.000326236j -0.00250022+0.00309806j 0.000609387-0.00471871j -0.00142456-0.00222589j -0.000247627+0.00203962j -0.00095256+0.00352253j -0.00307421+0.000369697j -0.0023117+0.00348909j -0.00150272-0.00285411j -0.00788303-0.00598096j -0.00566566-0.00205968j -0.00500074+0.00668427j 0.00224809+0.00516956j -0.00229086-0.000442309j 0.00118145-0.00186513j 0.00192663+0.00108471j -0.00115171+0.000848369j -0.000800433-0.00118562j 0.001677+0.00104476j 0.00134887-0.00199695j -0.00119624-0.00124029j 0.00161415-1.30418e-05j -0.00117893+0.00284015j -0.00152798-0.00123218j -0.000873252-0.000574185j 0.00146213+0.000561518j 0.00255859+0.00062616j 0.00154484+0.00196563j -0.000447055+0.0016635j 0.00046856-0.00207818j 0.000208765-0.000226209j 0.0017269+0.0015584j -0.00036705+0.00104631j 0.00173878-0.00104272j -0.000542287+0.00050694j -0.00033854+0.00171189j 0.000419905-0.000449925j 1.52147e-05+0.00103475j -0.00148807+0.0015239j -0.000408682+0.000156472j 0.0011312-0.00104515j -0.000843897-0.000506767j -0.00102123+0.000284513j -0.00188614+0.00038561j 0.00024283-0.00107964j 0.00014003+0.000507905j 0.00156791+0.000920699j -6.29158e-05-0.000628972j -0.000556127-0.00101207j -0.00032235+0.000315907j -0.00221479-4.54903e-05j -0.00226338+0.00301609j 0.00134719+0.00155258j 0.000696474+0.001331j -8.9593e-05-0.000263374j -0.000167822+7.88174e-05j -0.000540551-3.76236e-06j -0.000114443-0.000698272j 
-0.00149128-0.00139942j -0.00151805+0.00129635j -0.000796794-0.0014532j 0.000822433-0.0025788j -0.00620972+0.000198119j -0.00124733-0.000110454j -0.00102349-0.000571957j 0.00341325-0.000489067j 0.00495741+0.00171258j 0.000764128+0.00229407j 0.00242698+0.00385109j -0.00250435+0.000147872j -5.08211e-05-0.00383067j 0.0001504-0.000584336j -0.00328427-0.00173608j 0.0040329+0.00367799j 0.00270388-0.000568814j 0.00172278-0.00314279j -0.00245614+0.000727847j 0.0056688-0.00174945j -0.000273834+0.000392142j -0.00229304-0.00232599j 0.00263043+0.00367796j 0.00302629-0.000791277j -0.00392405-5.33531e-05j 0.00224889+0.00272666j -0.000112686-0.00200251j 0.00091334-5.68554e-05j 0.00162969+0.000598631j -0.000843297+0.00166668j -0.000681596-0.00328713j 0.00334973-0.000795471j 0.00399003-0.00121397j -0.00237611-0.0036713j -0.00137253+0.00679979j -0.00319249+0.000130829j -0.00199452+0.00160118j -0.00204259-0.00465445j -0.00128407-0.00450139j 0.00675082-0.00188479j -0.00287405-0.00448311j 0.0031325+0.00391487j -0.00267246-0.00438562j 0.00139642+0.001855j 0.00419034-0.00143235j -0.00372009+0.00267333j 0.00331315-0.00229562j -0.00462622-0.00182408j 0.00422866-0.00630839j -0.00329743+0.00169161j -0.00275692+0.00115284j -0.00399332-0.000590026j 0.000868806+0.00242243j -0.00215364+0.00459014j -0.00654746-0.00359624j -0.000333341+0.00699309j -0.00219988-0.00827924j -0.00111223+0.000648141j 0.00497441+0.000178102j -0.00537218+0.00472971j 0.00495177-0.00833034j -0.0120191-0.00292085j 0.00458035-0.00013937j -0.0025814-0.00617749j 0.00195762-0.000835765j -0.00369459-0.00229952j -3.81226e-05+0.00476899j 0.00264658-0.00183717j -0.000397063+0.00191355j 0.00174479+0.000898265j -0.000263407+0.00109428j -0.0010403-0.000229528j 
-0.00198268+0.000805804j 0.000610523+0.00199963j -0.0018518+0.000316668j -0.000756497-0.0012032j -0.00220286+0.00347039j 9.94642e-05-0.000307152j 0.000266649+0.00168609j 0.00186842-0.00114171j 0.0014628-0.000837991j 0.00296598-0.00267515j -0.00185797-0.00319795j -0.0050997+0.00859512j 0.00071562-0.00113666j 0.0011655+0.00321475j -0.000660665-0.00401617j 0.00181577+0.000492774j 0.00182-0.003464j 0.00458934+0.000897305j 0.000706318+0.00645959j 0.00559216-0.000797061j -0.00175703+0.00476557j -0.00123475-0.00282981j -0.00174092-0.000270612j 0.0011156-0.00333321j -0.00219714+0.000267821j 0.00109151-0.00309428j -9.85205e-05-0.000134415j -0.00196106+0.00331492j 0.00179629-0.000808515j 0.000236116+0.000977534j 0.00203003+0.000660762j -0.000605582+0.00219992j 6.46829e-05+0.000799709j 0.00144397+0.000272899j -0.00137823+0.0014092j -0.00303968-0.000401793j -0.000351263-0.00127192j 0.000209006-0.000149594j -0.000790828+0.000203418j -0.000119235-0.00154462j 0.00181089+0.00238216j -0.00148521+0.0048016j -0.00231324+0.00207479j -0.000373056-0.00104112j -0.000661571-0.00102786j 0.00358218-0.000141129j -0.00146781+6.36618e-05j 0.000483551+0.00192165j 0.000691049-0.000680952j -0.00142039+0.000685577j 0.00032683-0.00152093j -0.00268382+0.000709017j 0.0021863+0.00249088j 0.000592809-0.00231215j -0.000753456-0.000984506j 0.000456249+0.00175506j 0.000155312+0.00237652j -0.00187995-0.00168218j -0.000777292-0.00137478j 0.00229493-0.000725593j 0.00170166-0.001417j -0.00185231+0.00190249j 0.00109699-0.000638685j -0.00220047+0.000580077j -0.000214075-0.000820627j -0.00285094+0.000602516j 0.00170194-0.000749503j -0.00446774+0.000686316j 0.000369972-4.73034e-05j 0.00100699-0.000256888j -0.00157893+0.000881747j -0.000640563-0.00179488j 
0.0012325-0.00130161j -0.0012276-0.00125423j 0.0025067-0.00053529j 0.00199401+0.00282995j 0.00388672-0.00576851j 0.00263982-0.000592223j 0.00264619+0.000383491j -0.00207+0.00515046j -0.00823778+0.00206061j -0.00121368-0.00393644j -0.00631527-0.00441285j 0.00301209-0.00136571j -0.000715246+0.00776473j -0.00033351+5.72934e-05j 0.0111399+0.000972679j -0.00785237-0.00279406j -0.00321871+0.00105989j 0.00110559+0.00769359j 0.00546982-0.00786407j -0.0102476+0.00481016j 0.000702314+0.00211301j 0.0056672+0.00393576j -0.00405322-0.00391991j -0.00304297-0.000175412j 0.00421482-0.00125782j -0.00352076-0.00411217j -0.000462878-0.00100205j 0.000953665+0.00138115j 0.0024551-0.00248145j 0.00227094+0.00165187j 0.000573826+0.00268925j -0.00262875+0.000578282j -0.000876992+0.000440378j 0.000251418+0.00107224j -0.00080781+0.000808897j -0.00163737-9.15017e-05j 0.000303587-0.00103043j 0.00157731+0.00062716j 0.000595233-0.000150824j -0.000616963-0.000557145j 0.00241928+0.00315108j -0.00178876+0.00442383j -0.00119491+0.00385011j -0.00182951+0.000636196j -0.000362176-1.14986e-05j 0.00279769-0.000496569j -0.000861902+0.000793161j 0.00149081+0.000975746j -0.00133277+0.000258937j 0.000273687+0.00102926j 0.00104653-0.00177633j -0.00151761-0.00128441j 0.0021252+0.00219169j -0.000531826-0.00155585j 0.00261992-0.000404887j -0.00212821+0.0011412j 0.00187339+0.00329415j -0.00283826-0.00174327j -0.00198189+0.000518672j 0.00150095-0.00311159j 0.00163256+0.00257563j 0.00286382-0.000504566j -0.000388378+0.00048429j 0.000837452+0.00145904j -0.000896314-0.00091245j -0.000960837+0.00054731j 0.000126324-0.001948j -0.00394412+0.00136143j -3.10217e-05-0.000161245j 0.000613214+7.14019e-05j -0.0016858+0.00052475j -0.000382405-0.00179614j 
-0.000959002-0.000999798j -0.000979441+0.00108467j 0.00143511+0.000869957j -0.000758464+0.00122686j -0.000765811+0.000156239j -0.00475233-0.0017682j 0.00164876-0.00482034j -0.000562989+0.0014858j -0.000204831+0.000777953j -0.00146091-0.00168075j 0.00285819+0.00237127j -0.000450622-0.00281249j -0.000203834-0.00209082j -0.00168029-0.00359225j -0.00195681+0.000747751j 0.00301305-0.00204211j -0.00033265+0.00238923j 0.00119651-0.000863694j -0.000255699-0.00164089j -2.55639e-05-0.00226143j 0.00199653-0.00185418j -0.000928543-0.00159835j 0.00224582+0.00277633j 0.00436336+0.00330314j 0.00304617+0.000376765j 0.00470447-0.00189011j -0.00253504-0.00296807j 0.000598125-0.00378584j 0.000410918-0.00112537j 0.00100784+0.000186004j -0.00076068-0.000323798j 0.000447099-0.000721443j -0.000687284+0.00268297j 0.00282152+0.000819779j -0.000596269+0.00329385j -0.00568293+0.00101238j 0.000360331-0.00207912j 0.000334353+0.000659427j 0.00478479+7.37385e-05j 0.000206709+0.000381452j -0.00419333-0.000964566j 0.00176792-0.00213713j 0.000184771-0.00416263j 0.00100386+0.00369824j 0.000245775-0.00275389j -0.00220701+0.00189697j 0.00266295-0.00142435j -0.00130674-0.00188942j 0.000407837-0.00273988j 0.000584701-0.00160208j 0.00325818+0.00219545j 0.0020917+0.000601436j 0.00121441-0.00149637j -0.00015896+0.00258391j -0.0021797-0.00366387j -0.00113232+0.00260613j -0.000541462-0.000634331j 0.000684344-0.000294179j -0.00141085+0.000527159j -0.000733178-0.00205314j -0.00128394+0.00169483j -0.00349597+0.00268895j 0.00488485+0.00530908j 0.0032741-0.00294178j 0.000219797-0.00225044j -0.0013153-3.16372e-05j 0.000239373-0.000952002j -3.71486e-05-0.00125325j 0.004802+0.00278896j 0.00275795-0.00418347j -0.0006589+0.000574629j -0.000743914-0.000935499j 
0.000497194-0.000568679j -0.000322138-0.000423928j -0.000751822-7.42894e-05j -0.000373193-0.000532283j 0.00301874+0.00200426j -0.00629721-0.000953744j 0.00205872-0.00621779j -0.00034621+0.00388897j -0.00241972-0.000305395j -0.000921903-0.00480895j 0.000468341-0.000365677j -0.00334599+0.000755068j 0.00164041-0.00139163j -0.00117386-0.00174579j -0.00161854-0.00132051j 0.00126026-0.00500811j -0.000747827+0.00053166j 0.00438068+0.00262398j 0.000661172+0.00365281j -0.000703984+0.00012315j 0.0016085-0.000762469j -0.000667019-0.00267091j -0.00316111+0.00160946j 0.00220371+0.00415088j 0.00711102-7.35076e-05j 0.00406162-0.00420153j -0.0013163+8.83032e-05j -0.00217739-0.00243962j 1.36761e-05-0.00077768j 0.00155436-0.000808869j 0.00242737-0.000652139j 0.000356668+0.00233734j 0.000877003-0.00204916j -0.0023689-0.0009718j -0.00149521-0.000660138j 0.000999361-0.00385762j 0.00295635+0.000860087j -0.00077122+0.00145627j -0.00357435+0.000559617j 0.000675842-0.00163422j 0.00320801-0.000330224j -8.58747e-05+0.00196205j 0.000633819+0.00323571j -0.00219302-0.00272519j -6.05699e-05+0.00118045j 0.00273961-0.00140423j -0.0010091+0.00152444j 0.00116356+0.000107866j 0.000201287+0.00170631j 0.000509589+0.00172252j -0.0020328-0.00142453j -0.0011713-0.000574773j 1.23634e-05+0.0026351j 0.00017226-0.00157675j 0.00129962+0.000265094j -0.000630318-0.00102412j 0.000325567+0.00155578j -0.00144137+0.000724318j 3.83421e-05-0.00102431j 0.00143557+0.000202062j 0.00240544-0.000743015j 0.00143501-0.00191741j -0.0033423-0.00238342j -0.00198181+0.00219036j -0.00196998+0.00143029j -0.0005072+0.00214944j 0.000915239+0.0015022j -0.000335868+0.00107131j -0.00256822-0.00176294j -0.00117592+0.00241263j -0.000460524+8.37099e-05j -2.99085e-05-0.000278703j 
0.00047931+0.00109369j 0.00123848-0.000582804j -0.001726-0.000495588j 7.17411e-06-0.00124853j -0.000371758+0.000988557j -0.00287624-0.00157631j 0.00257428-0.00267995j 0.000806948+0.00273676j -0.00188673+0.000588604j -0.000213627-0.0052285j -0.00308395-0.0015853j -0.0016788+0.00489704j 0.000705561+0.000969531j -0.000172213+0.000423626j 0.00274296-0.00323945j 2.44473e-05-0.00240999j 2.79963e-05-0.00110188j 0.0054533+0.00323749j 0.00259711+0.000621786j -0.00096246+0.000189864j 0.000527927+0.00279885j 0.000659324-0.00148206j -0.00247466-0.00110281j 0.00183858-0.000471938j 0.00328813+0.00021981j 0.00256363-0.00543604j -0.000291505-0.000563272j -0.00272115+0.00165322j 0.000516723+0.000129953j 0.000571948-0.000206329j 0.00108038+0.00012225j -0.000368917+0.00112868j -0.000844593-0.00165239j -0.00211352+0.000941847j 0.000301402-0.000483276j 0.0010216-7.45396e-05j -0.00167734-0.000455929j -0.000649264-0.00131645j 0.00181868-0.00170055j 0.00331509+0.00134685j -0.00836293-0.0032687j -0.00199548-0.0105172j -0.000106968-0.0058945j 0.00253862+0.00134007j -0.000160659-0.000450073j -0.00490319+0.00288228j 0.0037006-0.00483183j -0.00530429-0.0001158j -0.000211899-0.00148934j 0.00247326-0.00259068j 0.00196103+0.00193348j 0.00547171-0.000845134j -0.0046115-0.00326785j 0.00124555+0.00497287j -0.00214679+0.00142785j -3.25024e-05-0.000565835j -0.00139199-0.00266756j 0.00390655+0.00172879j 0.00114576-0.000102143j -0.00403329+0.00297272j -0.00402552+0.00306639j -0.000680672-0.000322651j 0.0012956+0.00283453j 0.00257497-0.00416259j 0.00194635+0.00140256j 0.00244977-0.00215483j 0.000739254+0.003186j 0.00586676-0.00526853j 0.00163378+0.000385704j -0.00106296-0.00142029j 0.00340874-0.000203375j 0.000154883+0.00374779j 
-0.000891056-0.000216052j -0.000373573+0.0010361j 0.00138086-0.00197726j 0.00269295+0.00214506j 0.00639928+0.00419496j -0.00385285+0.00141828j 0.00354685-0.00168682j -0.00440536+0.00147097j -0.00220298+0.000885777j -0.00416127-0.000808683j 0.00265336-0.00235999j 0.000249191-0.0049336j 0.00434021-0.00287784j 0.00138685+0.000172945j -0.00306206+0.000415562j -0.00287526-0.00175844j -0.00154258+0.00475659j -0.00319849+0.00208157j -0.00118412+0.0030171j 0.000164578+0.000386043j 0.000498344-0.00321661j 0.00288612-0.00226302j -0.00213522+0.00065579j 0.00249188+0.00537807j 0.00656791+0.000861915j -0.00273524-0.00492232j -0.000921847-0.000988854j 0.00424725+0.000268367j -0.00385418+0.00228228j -0.0024689-0.00267425j 0.000369331+0.00127733j -0.000972686+0.000358797j -0.00154025-0.000328676j -0.000154474+0.0010269j 0.00104729+0.000617798j 0.00134171-0.00201378j 0.00314809+0.00287603j -0.0033042+0.00132064j -0.00172241+0.00163166j -0.00136945-0.000933989j 0.00236641+0.00112679j 0.000626299-0.000115553j 0.00185599+0.00141111j -0.00109875-0.00162596j 0.000830197+0.00112388j 0.00132154-0.000433161j -0.00142918+0.00178173j 0.00259917-0.000585286j -0.00107287+0.00283494j 0.000370401+0.000404875j -0.000865908-5.56951e-05j 0.000448945-0.00022985j -0.00105563+0.00151079j 0.00106105-0.00139401j 0.00225203+0.000852027j -0.000643127-0.00226608j -0.000295796+0.00113962j 0.000161031+0.000628902j -0.000393922+7.33547e-06j 0.00128619+0.000702545j 0.0016258+0.000653432j 0.00262578-0.000894716j -0.00322743-0.00191134j -0.000543457+0.00301404j -0.00177884+0.00119532j 1.18535e-05+0.00264193j 0.000404772+0.000217947j 0.00134329+0.00265042j -0.00161975-0.000957477j -0.00125986+0.000970871j -7.9997e-06-0.00114222j 0.00100686-0.00017294j 
-0.000276465-0.000510346j -0.000559608+0.00043921j 0.000299437+0.00098281j -0.000508437-9.49847e-05j 0.000956994-0.00160953j 0.0039248+0.00161663j -0.0021525+0.00293338j 0.000393472-0.00209774j 0.000473561-0.000643924j -2.32036e-06+0.00293852j -0.000699737+0.00040936j 0.0022901-0.00118014j 0.000363465+0.000984812j 0.00070346+0.0017227j -0.000326023+0.000600852j -0.002243+0.00220384j -0.000520983-0.000518769j -0.00315841-0.00118284j -0.000659449-7.3297e-06j -0.000530013+0.001754j -0.00134336-0.00128417j 0.000314213+0.00205017j -0.000291673-0.00138373j -0.00370047-0.00140735j -0.00258079+1.07303e-05j -0.00311225+0.00346698j 0.00171836+0.00157171j 0.000935118+0.00039523j -0.000643855-9.40642e-05j -0.000162183+9.89145e-05j -0.0016973+0.00132223j -0.00109254-0.00171216j 0.000323229+0.00119265j 0.00155909-0.000772036j -0.000209456-0.000523925j 0.00296719-0.000316805j 0.000556591+0.00505377j -0.00368098-0.000654094j 0.000682935-0.000186695j 0.00109483+0.000980977j -0.000904391-0.000231338j 0.0018842-0.00330588j 0.000869595-0.00207935j 0.00131423-0.00129105j 0.00140928-4.57632e-05j -0.000612444+0.00309478j 0.000623769+0.000291392j 0.000685579-0.00236041j -0.000750101+0.0010928j 0.000126993+5.10722e-05j 0.00161031+0.00141235j 0.00281379+0.00058402j -0.00383127+0.000494066j 0.000851121+0.00190668j 0.000547626-0.001001j -0.00117426-0.00151499j -0.00243301-0.000832585j 0.000651731+0.000399358j 0.000340349-0.000192669j -0.000570381+0.00207398j 0.000634555+0.00158812j -0.000336574+0.000115024j -0.000245243+0.00029645j 0.00155082-0.000338964j -0.00221182+0.000265202j -0.00140505+0.00267313j 0.000200141+0.00229887j 0.00430064+0.00161451j 0.00128111+0.000633871j -9.7667e-05-0.00175248j 0.000597876-0.00136203j 0.00105592+0.00036285j 
0.000785533-0.00106262j -0.000984872-0.00074304j 0.000801235+0.000597093j -0.00101829+0.000614233j 0.00177798+0.0017211j -0.000543072-0.0007255j 0.00110114+8.67208e-06j -0.00127962+0.000174648j -0.00113645-0.000661626j -0.000573908-8.8386e-05j 0.000555157-0.000258375j 4.43708e-05-0.00114266j 0.00179274-0.000349766j 0.000430086+0.000209721j -0.00147489-6.85093e-05j -0.00102011-0.00110999j -0.000724346+0.00042036j -0.000776286+0.000575291j -0.000613965+0.00254048j -0.000205819+0.00130964j -0.000127375-0.00139119j 0.000261326-0.000480498j -0.00198053+6.85089e-05j -0.000523332+0.00190977j 0.00275035-0.00053766j -0.00139643-0.00100197j 0.000321295+0.00121873j 0.00016738-0.00033369j -0.000660239+0.00171174j -0.00139984-0.000383985j 0.000840634-0.000544981j 0.000495865+0.000727442j -0.000827461+0.00132087j 0.00140031+0.000940028j 0.00598152-0.00116504j -0.00181875+0.00447138j 0.00037515-0.00474455j 0.00349199+0.00392252j 0.00165234+0.0015325j -0.00589053+0.000441743j 0.000604787+0.00255406j -0.00233976+0.000974388j 0.000695751-0.00161942j 0.000272396+0.00125608j -3.97265e-05-0.000245711j -0.00167446-0.00145489j -0.00264727+0.00203375j 0.00147397+0.00133453j 0.00081661+0.000888102j -0.00270006-0.0035837j 0.000138728+0.000601484j -0.00229223-0.00124855j 0.00203986-0.0017017j 0.000464572-0.00389143j 0.000937665+0.00260859j 0.00139502-0.0014643j 0.00152737+0.00014389j 0.00290589-0.00178409j -0.00146922+0.0032966j 0.00219657-0.00084183j -0.00175352-0.00283891j 0.00188542+0.00192561j 0.00120652+0.000127635j 0.00117709+0.00160895j 0.00407795+0.000287979j 0.00553572-0.00494352j -0.00449541-0.00681283j -0.0028988+0.00115779j -1.43199e-05-0.000250591j -5.16151e-05-0.000133953j -0.000695839-0.000625301j 0.0005641-0.000585191j 
-0.000293602-0.000193061j -0.000317159+0.000390933j -0.00014354-0.000149526j 0.000704544+0.000119397j 0.00264327+0.000586005j 0.00355411+0.000541556j 0.00164592+0.00377142j -0.00129178-0.00069202j -0.00220631+0.000299008j -0.00113658-0.000299282j -0.00333891-0.00315429j 0.00188869+0.00127939j 0.00321605+0.00165598j 0.00249417+0.00356452j 0.0016602-0.00200963j -0.00520542+0.00137791j -0.001158-0.00014307j -0.00135111+0.00281467j 0.00133067+0.00176078j -0.00102356+0.00322158j -0.00183066+0.000638311j 0.0031901+0.000644425j -0.00373111-0.00284796j -0.00254074-0.00130384j 0.000993896+0.000160414j -0.0053521-0.00273484j 0.00152401+0.000923839j 0.00179125+0.003626j -0.00132689+0.00159943j -0.0016923-0.000545492j -0.00080373+0.00222022j -0.00195039-0.000765092j -0.00199633+0.00089907j 0.00111002+0.00175117j 0.00394839+0.000244733j 0.000660535+0.0034443j -0.00190873+0.00120913j -0.00229802-0.00042024j 0.00339565-0.000898468j -0.000113155+0.00169411j -0.00695857+0.00025608j -0.00154906-0.00878266j 5.48066e-06-0.00659014j 0.00377502+0.00145082j 0.000916402-0.000909021j -0.00467605+0.00418048j 0.00130607-0.0030755j -0.00235324-0.00032055j -0.000943322-0.000554061j 0.000289374-0.00395243j 0.00343841+0.00270964j 0.00486079-0.00060731j -0.00458933-0.00289669j 0.0019925+0.00307687j -0.000922524+0.00165683j 2.265e-05-0.00124195j -0.00204117-0.0024006j 0.00451745+5.91712e-05j -0.000172369+0.00117135j -0.00228637+0.00321919j -0.00336046+0.00266879j -0.000331925+0.00181094j 0.00239321+0.00280994j 0.00333503-0.00283008j 0.00232278+0.000525065j 0.00272882-0.00232411j -0.0011948-0.000395693j 0.00470423-0.00197833j 0.00298564+0.00101021j -0.000547743-0.00315972j 0.00257959-0.00134202j 0.00107911+0.00250472j 
-0.000731112+0.000395061j 0.000319041+0.000539406j -0.000127278-0.00110393j 0.00135365+0.000334731j 0.000137938-0.000322641j 0.000240623-0.00173855j 0.00223646+0.000404854j -0.00154393+0.00103999j -0.000317902+0.000774071j -0.000359006+0.000639994j 0.000539646-0.000128924j 0.000270346-0.00220676j 8.18797e-05-4.66575e-05j 0.00025249-0.00127457j 0.000216942+0.00120081j 0.000239384-1.00873e-05j -3.95293e-05+0.00138086j -0.00132808+0.000313853j 3.66321e-05-0.0015241j -0.000921149-0.000552266j 0.00066735-0.000239117j 0.000414996-0.000243185j 0.000931883+0.000294515j 0.000691954+0.000569376j 0.00118832+0.000233538j -0.000764577-0.000926836j -0.00150929-0.000642186j 0.00121749-0.000770901j -0.000676465+0.000189577j 9.92487e-05-0.00110496j -0.00022261-0.00114359j 0.00100491-0.000179381j -0.000204977-0.00210938j -0.00273198+0.000907166j 0.00123762+0.00221465j -0.00689827+0.00393906j -0.00594421-0.00859196j 0.00536451-0.00200594j 0.000710541-0.00140112j -0.000566653-0.00153953j -0.00264122-0.000372022j -0.00210323+0.00453629j -0.00263943+0.0015424j 0.00013326+0.00515909j -0.00288715-0.000940663j -0.00167942-0.00376473j -0.00032802-0.00369559j -0.00290109+0.00524354j 0.000295463-0.00489804j -8.07135e-05-0.00104026j -0.00197671-0.00148425j -0.00379862+0.000669868j 0.00640113-0.00329299j -0.0018413-6.57641e-05j -0.00290329+0.00177459j 0.00297947+0.00467724j 0.00377527-0.0015172j -0.000663508-0.000200493j -4.98845e-06-0.000132238j -0.00180274-0.00270482j -0.00355016-0.00115866j -0.00197764+0.00110265j 0.00356097+0.00130369j -0.00283424-0.00242144j 0.0064373-0.00254685j 0.00134329-0.00669383j 0.000524765-0.00416972j -0.00769816-0.00591643j -0.000159023+3.35534e-05j 0.000684278+0.00186535j 0.000465482+0.00365745j -0.00311753+0.000736582j 
-0.0007617-0.00174072j -0.00170595+0.000753265j 0.000560543-0.0012002j 0.00224941+0.000226578j 0.00160195-0.00445807j 0.000190379-0.000198965j 0.00046089-0.00184566j -0.000542029+0.00263946j -0.00255102+0.00188818j -0.00229181+0.000317778j -0.00106404-3.58227e-05j 0.00221245-0.0044347j -0.000456303+0.00220719j -0.00094862-0.00212267j 0.00292223+0.00179466j -0.00238545-0.000917892j -0.00169403+0.00255913j -0.00138901+0.00133275j 0.00165977-0.00558611j -0.00477783+0.0007315j 0.00129013-0.00129186j 0.00156083+0.00153699j 0.000363489-0.000408513j -0.000416867+0.00136519j 0.00222912-0.000126792j -0.000280183-0.000428321j -0.000978347-0.00212103j 0.0023518-0.0015559j 0.00133565-0.00175075j 0.00168843+0.00129389j -0.00240681-0.000321174j 0.000321482-0.00249007j 0.00237463-0.00411351j -0.00446951-0.00223679j -0.00101186+0.00458436j -0.00192526-0.00108616j -0.000635729+0.00467033j -0.00602608-0.00293667j -0.0046343-0.00307405j 0.00617286-0.00416052j -0.00348276-0.00367664j 0.00496155+0.00131589j -0.00357984-0.00179161j 0.00145088-0.000458598j 0.00223983-0.00140581j -0.000356157+0.00336742j 0.0010609-0.00325001j -0.0038856-0.000554115j 0.00106262-0.00538616j -0.00130997+0.00285277j -0.0027462+0.00115637j -0.00192676+0.00249942j -0.000616889+0.00309196j 0.000109534+0.00526133j -0.00611561-0.00185454j 0.00109678+0.00511625j -0.00450793-0.00576589j -0.00148633+0.00175725j 0.00425693-0.00331422j -0.00332588+0.00646888j 0.0027104-0.00639961j -0.0104134+9.95737e-05j 0.00181744-0.00220273j -0.00478389-0.00385674j -0.000139506-0.000898586j -0.0058377+0.00184246j 0.00356616+0.00640524j 0.00311109-0.00222419j -0.000390622+0.00109964j 0.000961358+0.00086944j 0.000696441+0.00134008j -0.00133048+0.000627999j 
