-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
-0.000846291-0.00105956j 0.000918054+0.000247908j -0.00210017+0.00211816j -0.000662281-0.00725319j 0.0033182-0.00387445j -0.00313769+0.00323342j -0.00320184-0.00176931j -0.0041669-0.00529115j 0.000626227+0.00790273j -0.00791224-9.25022e-05j -0.00334201-0.00425356j 0.0111668+7.00402e-05j 0.00673833-0.00213533j 0.00362683+0.00644796j -0.00922722+0.00174616j 0.00250684-0.0077387j 0.00433045+0.00119976j -0.00666387+0.000387779j 0.00348769+0.0031742j 0.00627863-0.00403473j 0.000684759+0.00542952j -0.000626236+0.00940726j -0.000984827+0.00300475j -0.00109681-0.00273888j 0.000327067-0.00440808j -0.00170445-0.00803711j 0.000695651-0.00386625j 0.000383632+0.000276587j -0.000878019+0.000194579j -0.00113177+0.0018605j 0.00170501-0.000956029j 0.00202543-0.00177473j 0.00216374+0.00343833j 0.00159708+0.00619798j 0.00139139+0.00022957j 0.00264877+0.00100481j -0.00312325-0.00952408j 0.00187367-0.00580483j 0.00926735-0.00653687j 0.00365774+0.00673411j 0.00314687+0.00606835j -0.00466768-0.0009949j 0.00384869-0.00318119j -0.00294426+0.00445025j 0.000536525+0.00107021j -0.00146721+0.0120524j -0.0061681-0.000169778j -0.00214338-0.00538856j 0.00309661+0.0133611j 0.00153214+0.00623595j 0.000132264-0.0019401j 0.00390528-0.00172156j 0.00535251+0.00616392j 0.0029225-0.0022602j 0.000348221+0.00194007j -0.00228809-0.000185586j -0.00365849+0.00442208j 0.00563208+0.00774534j 0.00078048+0.00517604j 0.00307084+0.00441121j 0.00869309-0.00110426j -0.000578119+0.00823215j -0.0049094-0.00129798j -0.00394661+0.0056532j 0.00390477-0.00493761j -0.000108055-0.0063965j 0.00404219-0.000678205j 0.00174047-0.000515739j 0.00212271+0.00123907j 
-0.000682264-0.000923871j -0.00140385-0.00109319j 0.0041071+0.00770496j 0.0011689+0.00227759j -0.00967768-0.00699193j 0.00172436+0.000291135j -0.00238137-0.000700055j 0.000447631-0.00145129j 0.00592799+0.00115466j 0.00631915-0.00490448j -0.00154111+0.00022263j 0.00188484-0.00165134j -0.0058206+0.00404457j -0.00495861-0.00155815j -0.0013037-0.00534769j 0.00957374+0.00501881j -0.00293559+0.000873169j 0.00279018+0.00589031j 0.00140734+0.00422974j 0.0110363+0.00454765j 0.00287508-0.00543656j 0.00158535+0.00408112j 0.00349797-0.00308662j -0.00279898-0.00222413j -0.00591382+0.00622288j -0.00146998+0.00525055j 0.000467085-0.000728302j 0.000348361+0.0003319j 0.00143282+0.00107825j -0.00115023+0.000845841j 0.00104389+0.00146794j -0.000658767-2.51143e-05j 0.00163777+0.00193437j 0.0043241+0.00547485j 0.00291645+0.00170851j -0.00595035-0.00337423j 0.00303099-0.00129199j -0.00440648+0.00323046j -0.00558471+0.00905946j -0.00562289+0.00122482j -0.000642988-0.010705j -0.00151852+0.00277141j -0.00279056+0.00505573j 0.00771029-0.00476496j -0.00161429+0.00439471j 0.00627838+0.00236191j -0.00438137+0.00281324j 0.00394257+0.00100622j -0.000142237-0.00468475j 0.00215124-0.00493596j 0.0130633-0.00178996j -0.00253821-0.00440923j 0.00430047+0.00521381j -1.36579e-05-0.00711646j 0.00362775-0.00399417j -0.00469244-0.000170798j -0.00525421-0.00273046j 0.00883818+0.000939808j 0.00025364-0.00370879j -0.00584943-0.00212279j -0.000133158+0.00142837j -0.000648791+0.00234338j 0.00444624-0.000273544j 0.000954329-0.00223566j -0.00130935-0.001118j 0.0017646+0.00310786j -0.0035579+0.00152795j 0.00190973-9.01236e-05j -0.000337072+0.0012094j 
-0.000171184-0.000875231j -0.00057426+0.000206468j -0.00179595+0.00079526j -0.00273071-0.00229246j -0.00376086-0.00373972j 0.00111069+0.0119898j -0.00200222+0.00274942j 0.00412776-0.00600781j 0.00132555-0.00992168j 0.00343045-0.00385825j 0.000750859-3.08685e-05j 0.0051136-0.00313621j -0.00113756+0.000820592j -0.00354214-1.23686e-05j -0.00680709-0.0104086j -0.000987035-0.0092288j 0.00210095-0.00472281j -0.00273823+0.00275356j -0.00023394+0.000607817j 0.0112271-0.00347338j 0.0100568+0.00692204j -0.000533399-0.000114784j 0.00602066+0.00261821j -0.000576245+0.00369376j -0.00452525-0.00259243j 0.00058639-0.00669542j 0.00283589-0.0026413j 0.000521075+7.09871e-05j -0.000706975-0.000810532j -0.00134131-0.000185822j -0.00153907+0.00037842j 0.00172628+0.000783213j -3.10058e-05+0.000224448j 0.0080661-0.00370852j 0.011735+0.0038801j 0.000658708-0.0117189j -0.00307351-0.00614085j -0.00249428-0.0067523j 0.00203236+0.00853328j -0.000542696+0.0030698j -0.00733763+1.68367e-06j -0.0104782+0.00240372j -0.0035503+0.00474165j 0.0137884-0.00262617j -0.0109168+0.00277373j 0.00347804-0.00320575j -0.00208209+0.00142224j 0.00436582+0.00114496j 0.00885074+0.00148918j -0.00130869-0.00319779j 0.00321156-0.00577225j 0.00326163-0.0057618j 0.00667875+0.0150875j -0.00714828+0.00406573j 0.0116775-0.00259691j -0.00953796-0.000486814j -0.00111683+0.00360612j -0.00294099+0.0043791j 0.00154962+0.0074166j -0.00355463-0.00727134j 0.00854892+0.00145866j 0.00121544+0.00568768j 0.00788962+0.00540197j 0.00178903-0.00772473j -0.00153009-0.00913838j 0.00298388-0.00204437j 0.00185227+0.0012401j 0.00273411-0.00164265j 0.00260303+0.00110813j 
-0.00171124+0.00110316j 0.000271285+0.00174917j -7.25618e-05-0.00565799j -0.0022914+0.00504448j -0.000614214+0.0026393j 0.00199083+0.00219376j 0.00322268-5.41376e-05j 0.00307291-0.0053245j -0.00294354-0.00875357j -0.000777647+0.00525374j 0.00519711-0.000964104j -0.00514428+0.00224556j -0.0017391-0.00111728j 0.00307346-0.00415255j 0.00213946+0.000140603j -0.00477511-0.000871065j -0.0023119-0.00373975j 0.000437244+4.65673e-06j -0.00272814-0.00185366j -0.00504382-0.00307926j -0.00124853+0.00528309j -0.00189547-0.00646804j -8.5522e-05+0.00179912j 0.00186201+0.00359758j 0.00347267-0.00374092j 0.00157829-0.00336183j -0.00154854+0.00158556j -0.000558963+0.000434631j 0.000368849-0.000527187j -0.00488788+0.00100479j 0.000463035+0.00399385j 0.00023828+0.000553581j 0.00652263-0.00505645j 0.0116043+0.00539264j -0.00131662-0.00465899j -0.00674792+0.00260106j -0.00347863-0.0083659j -0.00442795+0.00631261j 0.000445883+0.00574974j 0.00178624+0.00997774j 0.00428251-0.00987088j -0.0124676+0.000345362j -0.000999918-0.000666964j -0.00303699+0.000556254j -0.00875205+0.00321111j 0.0058889+0.00367079j -0.00958181-0.0098456j 0.0136555-0.00790636j 0.00990812-0.00776957j -0.000944922-0.0121757j 0.013542+0.00637568j 0.00298131-0.00181158j -0.00404455+0.00949932j 0.00465872+4.15308e-05j -0.00187833+0.00163263j -0.000341427+0.00076632j -0.00507077+0.000647044j 0.00421445+0.0010558j -0.000178983+0.00142622j 0.00218474+0.00210558j 0.00125821-0.00279591j -3.12462e-05-1.57897e-06j 0.00143479-0.0068245j -0.00357456+0.002996j 0.00166479-0.00112251j -0.00213324+0.000367256j -0.00211647-0.00068695j 3.1669e-05-0.000240901j -5.87198e-05-0.000913098j 
0.00133653+0.00283082j 0.00260079-2.60354e-05j 0.000365677-0.00696917j 0.00439366+0.000333708j -0.00155801+0.0072555j -0.00309314+0.00170853j -0.00408051-0.000652706j -0.00409051-0.0022859j 0.000993005-0.00328688j 0.00508333-0.000996126j 0.00425792-0.000870789j 0.00336548-0.000261827j 3.02403e-05-0.00585635j 0.00600512-3.72551e-05j 0.00181764+0.000461972j -0.00400812+0.00284122j -0.00477196-0.00469335j 0.00574438-0.00176673j -0.00245611-0.00052476j 0.00351256-0.00184544j 0.00103003+0.00282201j 6.95263e-05-0.00401809j 0.000492138+0.00541993j 0.000833154+0.0033465j -0.000680447+4.59304e-05j 0.00355438-0.000426231j -0.0011386+0.00147123j 8.52929e-05-0.00106942j -0.000723247-0.00103225j 0.000703518+0.00217003j 0.00369465-0.00162794j 0.00615262+0.00311681j 0.00135688+0.00821971j -0.00310142+0.00553065j 0.00302667+0.00204632j 0.00247448-0.00252051j 0.00293753+0.00430763j 0.00196883-0.0039887j -1.18146e-05-0.00253856j -0.00258277-0.00766301j -0.000162334+0.00357309j 0.00747587+0.00106545j -0.00161605+0.00300355j 0.00580586-0.00226323j 0.00884725+0.00334529j -0.00234336+0.0046378j 0.00108555+0.00972242j -0.00909735+0.00403422j -0.00862087+0.00910628j 0.00374696+0.00901855j -0.00420056-0.00683631j -0.00271356+0.000340329j 0.00621979-0.00381252j -0.00468438-0.00572039j 0.00274185-0.00410187j -0.00358299+0.00318871j -0.000455204-0.000755662j 0.00690991+0.00132281j 0.00228029-0.00133541j -0.00405429-0.000975584j 0.00337937+0.00181459j 0.00293738+0.0070853j -0.00138256+0.00240135j 0.000767863-0.000320353j -0.00236939-0.00099635j 0.00120618+0.00156626j -0.00356351+0.000940485j -0.000862715+0.00132993j -0.00120921-0.000763305j 
-0.000560336-0.000495134j 0.000486073-0.000453577j -0.00194769+0.00163442j -0.00904725+0.00334499j 0.00305458-0.00703158j 0.00622233+0.00230467j 0.00771424+0.00131151j 0.00996677-0.00290022j -0.00470317-0.00782578j -0.0076525+0.00695317j 0.000850488+0.000345196j -0.0101956+0.00137419j -0.00188043+0.00598265j -0.00478225-0.00444385j -0.000476566-0.00154889j -0.00167583-0.00546416j 0.00276938+0.000957008j -0.00710895+0.00328464j -0.0012443-0.00102919j -0.00753372-0.0011882j -0.00134227+0.00267595j -0.00167613-0.00249673j -0.000187986-0.00351041j 0.000911919+0.000178273j 0.00281975-0.00419214j -0.00178233-0.00304248j 0.00081654-0.000907155j -2.86343e-05+0.0017703j 0.000890794+0.000167312j 9.60735e-05+0.00321297j 0.00347445-0.000760222j -0.00574015-0.0013024j 0.00148996-0.00227289j -0.000481027+0.0122905j -0.00481782-0.00471445j -0.00434009+0.000915179j 0.00170768-0.00691068j -0.00419094+0.00568767j 0.000726679-0.00215846j -0.00456274+0.0043966j 0.00104081-0.00681197j -0.000951788+0.00504662j 0.00312378-0.000892315j -0.00149326-0.00158962j 0.00291227-0.00176566j 0.00505337+0.00994646j -0.00689692+0.00160403j -0.00249295-0.0011495j 0.00318446-0.000536398j -0.000113126-9.50342e-05j 0.00969542+0.00227469j -0.00145087-0.000203194j 0.00255564+0.00281234j 0.00289484-0.00502398j -0.00443558+0.000858439j 0.00488633+0.00407356j -0.0050161-0.000307588j 0.0108009+0.00169474j -0.00140195-0.0111125j 0.000791082+0.000965913j -0.00737169-0.00165265j -0.00162799-0.0021313j 0.000298777-0.00181897j -0.00202912+0.00517883j 0.00619259-0.00251188j -0.000554585-0.00170615j 0.0016445-0.00161797j -0.000229505-0.00030762j 0.00104921-0.000391332j 
-0.000978825+0.00212649j 0.00398404+0.0018974j -0.00822874+0.00175997j -0.000781313-0.0118159j 0.0118934-0.00278056j -0.00588808+0.000898408j -0.000848689+0.00281165j -0.00319279+0.00786655j -0.00117757+0.00952161j -0.00360473-0.00403528j -0.00460834+0.00397686j 0.00762373-0.0017728j 0.00972486-0.00359778j -0.001469+0.0117903j -0.00275711+0.00387282j -0.00583934-0.00576522j 0.00951146+0.00139999j -0.00394393-0.00743378j 0.00255015-0.00358592j -0.00380329+0.000854805j 0.00305735+0.000923652j 0.000445452+0.00461989j 0.00151807+0.00064892j 0.000710196-0.00209186j 0.00120355-0.0026306j 0.000688083-0.00310172j 0.00334513-0.00218474j 0.00244382-0.0013133j -0.00183683-0.0019031j 0.00190082+0.00169832j 0.002278-0.00353553j -0.0002588-0.00202407j -0.000281323-0.00171018j -0.00283676+0.0104306j 0.000653932-0.00210554j -0.0024261-0.00341673j 0.00129529-0.0059027j -0.00374287-0.00146754j 6.35186e-05-0.00175079j -0.00669398+0.000941428j -0.00153206-0.00320346j 0.00316825+0.0055609j 0.0019375-0.000574138j 0.00282045-0.00495902j 0.00487539-0.002004j 0.00276822+0.00673215j -0.00230228+0.00615649j -0.00832288+0.00389273j -0.00127823+0.00352507j 2.8953e-05+0.00602888j 0.00172506-0.00200495j -0.00345138-0.000495609j 0.00728313-0.000453538j -0.00172149-0.00479078j 4.04095e-05-0.002119j 0.00168906+0.00423682j -0.00103556+0.000653289j 0.00797769+0.00246995j -0.00255093-0.0085204j -0.00138698-0.00259771j -0.0049689+0.000356679j 0.000120978+0.00088606j 0.00226711+0.00424965j 0.000853819+0.00138221j 0.004085-0.00329709j 0.00140459-0.00163473j 0.00104617+8.62388e-05j -0.00116155-3.57205e-06j 0.00106328-0.00122669j 
-5.43724e-06+0.00318177j 0.00337448+0.00194237j -0.00613468-0.00653814j 0.000591822+0.000743935j 0.00444231+0.00414717j -0.00203314+0.00537213j 0.000970719+0.000561814j -0.000427875-0.00496236j -0.00374821-0.00545635j 0.000892963+0.00241384j 0.00494783-0.00160975j 0.0021179+0.00220582j 0.00319391-0.00535733j 0.00479737+0.00149883j 0.000107737+0.000109448j -0.00865271-0.00188162j -0.000145312-0.00573363j 0.000632446-0.00274762j -0.00332692-0.00283375j -0.00234426-0.00251159j 0.00204296+0.00679387j -0.00228208-0.00396757j 0.00129832+0.00474943j 0.00253+0.00340399j 0.00118869-0.00564794j 0.00380717-0.00624598j 0.000317235+0.00119432j 0.000823738-0.0010221j -0.00185187-0.00160596j -0.000700623+0.00207389j 0.00194808+1.55321e-05j -0.00543934+0.00219066j 0.000552225-0.00791975j 0.000382425+0.00480657j -0.000698068-0.00514671j -0.00481783-0.00273051j -0.00177212-0.00693708j -0.00378936+0.00531777j 0.0049056-8.06121e-05j -0.00128693+0.00730686j -0.00718673-0.00693978j -0.00363717+0.00835279j 0.00127295-0.000220003j 0.00202947-0.00327164j -0.00233899+0.000657811j 0.0060983-0.00101914j -0.00682565+0.00246804j 0.000264853-0.0046167j 0.005119-0.00779373j -0.010186-0.00295101j 0.0069652-0.00196316j -0.00161684-0.000715j 0.00283962+0.00572537j -9.84742e-05+0.00158703j 0.00030984+0.00334402j 0.00413591+0.00297201j -0.000972709+0.0034599j 0.00195457+0.00121825j -0.00429944-0.00740137j 0.00232493-0.00405611j -0.00717463+0.000651537j -0.00296206-0.00473832j 0.00386278+0.00206868j 0.00157142+0.000651664j 0.00644254-0.00490328j 0.000170794-0.00134308j 0.00267555-0.0014274j -0.00237879-0.00101939j 0.00158177-0.00266707j 
0.0042795+0.00281498j 0.0025836-0.00203402j -0.00615131-0.0085617j 0.00565699-0.00129349j 0.00608337+0.00710169j -0.00362825+0.00689661j -0.00212146+0.00125502j -0.00225646-0.00240599j -0.000135732-0.00491782j 0.00208222+0.00137963j 0.00522603-0.00241019j 0.00263023-0.000958073j 7.83565e-05-0.00943359j 0.0100134-0.000930294j 0.00255527+0.00148122j -0.00718642+0.00326828j -0.0035409-0.00581745j 0.00286068-0.00406647j -0.0046738-0.000719006j -0.000225071-0.00238161j 0.00113666+0.00551996j -0.00155663-0.00375497j 0.00176318+0.00634962j 0.00255477+0.00334571j 0.00104835-0.00398167j 0.00488082-0.00432921j -0.000624481+0.00231332j 0.000655404-0.00151032j -0.00264144-0.000731586j 0.00532285-0.00184677j 0.000143103-0.00477357j -0.00235986+0.00611083j -0.00335187+0.00157244j -0.0136696+0.00696765j 0.00193167+0.00124391j 0.00359335-0.00989422j 0.00710734-0.000818128j -0.00202847-0.00668198j 0.00119046-0.0077065j -0.0089243-0.00350538j -0.00390705+0.00489775j 0.00991114+0.00111594j 0.00191192-0.000701831j 0.00462704-0.00474415j 0.00519553-0.008462j -0.00133713-0.00145943j 0.00789868+0.00698264j -0.0111495+0.0111479j -0.000548348+0.00742538j -0.000247688+0.00814918j -0.0120062-0.00103271j -0.00250941+0.00219059j 0.00138676-0.00574041j -0.00483488+0.00495226j 0.00136565+0.0017434j 0.00393272+0.00316615j 0.00513949+0.00113677j -0.00552345-0.000552143j -0.00531233-0.00608091j 0.000498649-0.00543001j -0.00645326+0.00243662j -0.0015743-0.00452586j 0.00343781+0.009842j 0.00273693-0.00178442j 0.00648479-0.000482393j -0.00160267-0.00327945j 0.00565292-0.00452398j -0.00389927+0.00153008j -0.000658512-0.00307564j 
0.00205709-0.00281362j -0.0037164-0.00143266j -0.00225103-0.00582538j 0.00427684+0.0084251j 0.000129692+0.00647776j 0.00208255+0.00330403j 0.00162711+0.00049298j 0.000901834-0.00631052j -0.00294922-0.00899175j 0.00358359+0.00267399j 0.00340722-0.00497551j -0.00355683+0.00228988j -0.00389022-0.00125866j 0.00260125-0.00874193j 0.00214728-0.00303473j -0.00114486+0.00302644j -0.00531035-0.00170213j 0.0021756+0.00105412j -0.00346237+0.00114595j -0.00165321-0.00281106j -2.47073e-05+0.00238557j -0.00222716-0.00438841j 0.000551472+0.00241095j 0.00172615+0.00215461j 0.000242594-0.00137337j 0.00184718-0.00226833j -0.00101119+0.00256315j -0.00113204+0.000696164j -0.000753017+0.00109188j -0.00141426-0.00563259j -0.00647829+0.00419811j -0.00991984+0.00276823j -0.00634822-0.00944005j -0.00951975-0.0122982j -0.000213848-0.00193328j 0.00222062-0.00516541j -0.00183915+0.000194075j 0.000485451-0.00128821j 0.00329485-0.00067696j 0.00602241+0.00308037j -0.00287539+0.00215913j -0.00535839+0.00108782j -0.000633494-0.00202093j -0.000882183+0.00250761j -0.00959471-0.00304732j -0.00394994-0.014557j 0.00197772-0.00693803j 0.00730788-0.00293644j 0.00716988-0.0112906j -0.00877878-0.00430155j -0.00475594+0.00609892j 0.00120412-0.000959836j -0.00591983+0.00234176j 0.000795308+0.0117348j 0.00562449+0.00305356j 0.00333382-0.00390673j 0.00675876+0.0017034j -0.0159713+0.00364833j -0.00153612+0.00366124j 0.00457025-0.00460672j -0.00353716-0.000321823j -0.00608892-0.00943135j 0.00353976+0.00186257j 0.00091306-0.00458142j 0.00160661+0.00187809j -3.84768e-06-0.00205381j 0.00512041-0.000946926j 0.000649487-0.00253075j 0.00197476+0.000931855j 
-0.00120226+0.000413655j 0.00062102+0.0012216j 4.02006e-05+0.000486269j 0.000389288-0.000335973j 0.000814349+0.000667254j -0.000663911-0.00101229j -4.71015e-05-5.6374e-06j -0.00137313+0.000694728j -0.000792914+0.00211457j 0.000120127-0.00111949j -0.00130566+0.00013307j 0.00128247+0.000616279j 0.00164124+0.000302004j -0.00153728+0.00150528j -0.000681063+0.000207614j -1.1481e-05-0.000576108j 0.00114138+0.00118807j 3.04743e-05-0.000658997j 0.000758858-0.000281919j -0.000636347+0.000436766j 0.000116239-0.000749439j -0.000136202+0.00101604j -0.000280506-0.000231065j -2.35255e-05-0.000680709j -0.000270975+0.000458675j -0.000396646+0.000287163j 0.000504836-0.000252339j 0.000325388+2.2381e-05j 1.82445e-06-0.000307565j -0.00107473+0.00123031j 0.000802033+0.0014838j 0.000165154-0.000741948j -0.0010043-0.0026692j -0.000128367-0.00362745j 1.19532e-06-0.000360678j -0.000911756+0.00136212j -0.00139792-1.03964e-05j 0.000227626+0.000315995j 0.000711747+0.000901962j 0.00197635+0.000328868j -0.00060257-0.00112231j -0.0010499+0.00244675j -0.000356316-0.00161427j -0.000796558+0.000853071j -0.00181447+0.00218632j -0.00153102-0.00197762j -0.00225735-0.00179843j 0.000212643-0.0032214j -0.00166698-0.0036749j -0.00274977+0.000904705j 0.000941255+0.00027579j -2.00807e-06+0.000506602j -0.000435274+0.00158065j 0.000865717+0.000352283j 0.000239574-0.000669715j -0.000398157+0.000196175j 0.000435706-0.000320032j 0.000308941+0.00114994j 0.000372234+0.000163489j -5.93119e-05-0.000228026j -2.68849e-05-0.000130741j -0.000770552+0.000552988j -0.000795264-0.00099053j -1.08366e-05+0.000596751j -0.000429696-0.000461992j 0.000235016+0.00102844j -0.00113575+0.000375702j -0.000408938-0.0001952j -0.00010338-0.00061625j 
0.000365218-0.000338685j -0.000105633+4.03444e-05j -0.000367536+0.00042351j -0.000190012+0.000650695j 6.36047e-05-0.000910818j 0.000862696-0.000800192j -0.00106561+0.000161819j -0.00062039+0.000596242j -0.000720443+0.000479754j -0.000897887-0.000313025j -9.34487e-05+0.000392736j -0.000238452+5.54204e-06j -0.00165087+0.000299559j -0.000516243-0.000670154j 0.000865736-4.34428e-05j 0.000967748+0.000637291j -0.00153173-0.000342755j 0.000398241+0.000151718j 0.000638841+0.000136583j -0.000320513+0.00132581j 0.000359404-0.000991512j -7.38523e-05-0.000508458j 0.000281076+0.000348779j 0.000662787+0.000136839j 1.18985e-05+0.000691702j -0.00157419+0.000728328j 0.000322161-0.000362546j -0.000914394+0.000283614j 0.000625749-6.32246e-05j -8.73985e-05-9.52332e-05j -0.000129356+0.000148367j -0.00209561-0.00317301j -4.69593e-05+0.000681023j -0.00165678-0.00205452j -0.00151562+0.00340793j 0.000515461+0.000142294j 0.00163286-0.00367918j -0.000690464-0.0021249j -0.000386058+0.00255518j -0.000208149+0.00039451j -0.00371536-0.00161463j -0.00251826+0.0015254j 0.00335766+0.000294995j 0.00239993-0.000500846j 0.000851923-0.00537741j -0.00251368+0.00027441j 0.000278738+0.000531992j -0.00254687-0.00113798j 0.00326844+0.000819954j -0.00275359+0.00140713j 0.00229565+0.00106083j 0.00162666-0.00219093j 0.00111677+0.00216917j 0.00179877+0.000439122j 0.00154692+0.00102862j 0.00105635-0.00404332j 0.000890036-0.00171396j 0.000212161-0.00156293j 0.000771754+0.000361181j -0.00103301+0.00304234j -0.00161359-0.00307816j -0.000549421+0.00136835j 0.00151467+0.00247576j -0.00076682+0.00308641j 0.000435087+0.00095204j 0.000474377-0.000833497j 0.00164975+0.00352317j 0.00273693-0.000526152j 0.00114762+0.00230116j 
0.000424533-0.00188034j -0.00207934-0.00111794j 0.000512969+0.000336971j 0.000841464-0.000410788j -0.000231929+0.000668907j -0.00089911+0.000987678j 0.00100698-0.000315417j 0.00091871-0.00053795j 0.000494594-0.000461918j 0.0013233-0.00026522j -0.000475492-0.000337798j 0.000397792-0.000336835j 0.00146686-0.000731424j 0.000842246+0.000128385j -0.00086567+0.000794073j -0.00105173+0.000682016j 0.00165522+3.54671e-05j 9.73234e-05+0.000407311j -0.000817866-0.00042652j -0.000807328-0.00130803j -0.000166881-0.000268551j 0.00139927+0.000685254j -8.35057e-05+2.69024e-05j -0.00084287+0.000117507j 0.000183518-0.000679795j 0.00137017-0.000396141j -0.000676953+0.000695219j 6.19871e-05-0.000449477j -0.000717901+0.00125437j 0.000165894-0.00320158j -0.00332743+0.000132562j 0.00139105+0.00475053j -0.00196257+0.000582791j 0.00164889+0.000806041j 0.000551907-0.0012712j -0.000578985+0.00172397j 0.000276971+0.00254487j -0.000158083+0.00154705j -0.00072096-0.00135796j 0.00138465-0.0015262j 0.00142081-0.00066867j 0.00107167-0.00278129j -0.00126922+0.00165098j 0.000131919+0.00160339j 0.000776009+0.00220957j -0.00177924-0.000460644j 0.000595959-0.000219763j 0.00264255-0.00162371j -5.32996e-05+0.00215921j 0.000450853-0.000147096j 0.00148955+0.00155964j -0.000642609+0.00308448j -0.00282861-0.000862971j -0.00109031+0.00131895j -0.00252777-0.000862647j -0.000161575+3.93846e-05j 0.00279874-0.000237459j 0.000206019-0.000418539j 0.00301191+0.00102578j -0.000436659+0.00146216j 0.00124111+0.0017201j 0.000850951-8.14878e-05j -0.000122763-0.0019566j -0.00121827+0.00022297j 0.00139602-0.000929043j 0.00111253-0.00115135j 0.00264511-0.000323409j 0.00315178+0.0017247j -0.00209034+0.00301636j 
3.81145e-05-0.00138746j -0.00160733-0.000641646j 0.000367279-0.00022513j 0.000861471-0.000617272j -0.000275091+0.0010368j -0.0014785+0.00115968j 0.00154479-0.000185165j 0.0010816-0.000476153j 0.00101391-0.000305296j 0.00119477+0.000412555j 0.000165263-0.000431498j 0.00079174+0.000154577j 0.0021208-0.000118901j 0.000939156+0.00108393j -0.00138151+0.000211566j -0.00148794-0.000898039j 0.00154116+0.000338767j -6.65043e-05-0.000306478j -0.000851415-0.00109973j 0.000129548-0.00172581j -0.000739737+0.000846977j 0.000887713+0.000608876j 0.000438699+0.000134359j -0.00101579-0.000350421j 0.000320642-0.00147621j 0.00214817-0.000768469j -0.000977979+6.50939e-05j 0.000513811-0.000117918j -0.0013333+0.000368092j -0.000145016-0.00257262j -0.00248895+0.000234611j 0.00267984+0.00587627j -0.00116679-0.0020283j 0.00286438+0.00276895j 0.00186697-0.00428984j 0.000503039+0.00120142j -0.0024568+0.00482932j 0.00078643+0.00368089j 9.2595e-05-0.00367128j 0.00092715-0.00177158j 0.00506648+0.00201894j 0.00339464-0.00338945j -0.00406576+0.000487883j -0.00348364+0.00121223j -0.00161943+0.00733518j 0.00197014+0.000940635j 0.000144572-0.000906112j 0.00481867+0.000108097j -0.00226972-0.000976708j 0.00466898+0.000227968j -0.00050048-0.00111495j -0.00132642+0.00434887j -0.00216544-0.00317057j -0.00213906+0.00142072j -0.00406424-0.00148042j -0.00163973+0.00362836j 0.00143152+0.000282155j -0.000934878+0.00150826j 0.00164449-0.000361921j 0.00177225-0.00197692j 0.0026226+0.00531238j 0.00275696-0.00076186j -0.00119437-0.004143j -0.000300217-0.0027735j -0.000106245-0.00144933j 0.00188446+0.00133815j 0.000807066-0.00533163j 0.000447429+0.000218663j -0.00126377+0.000623135j 
