0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
0.00639993-0.00422914j 0.00170992+0.00448245j 0.000483536-0.000652385j -0.000397562+0.00164603j 0.00315787-0.00338587j 0.00143404-0.000957431j -0.00625957+0.00589142j 0.00312156-0.00227258j 0.00122104-0.00688267j -0.00110043+0.00389174j -0.00622989+0.00146855j -0.00197348+0.00358049j 0.00172276-0.00238144j 0.00309039+0.00123346j -0.00072888-0.000589154j 0.00205429-0.000414903j -0.000995714+9.68367e-05j -0.000188912-0.000748891j 0.00154035+0.000643826j 0.000259974-0.000417242j 0.000677619-0.000821347j -0.00426485+0.00142592j -0.00145192+0.00107391j -0.00138301-0.00474654j 0.00530702-0.00401823j 0.00163278+0.00113146j 0.00320402-9.09142e-06j -0.00679882+0.00156806j -0.00235133+0.00106494j 0.00166932+0.00541261j 0.00376505+0.0058692j -0.000245665-0.000882873j -0.00135375+0.0068575j -0.000377561+0.00215432j 0.000556896-0.000741131j -0.000104376+0.0012899j 0.000409775+0.000725948j 0.000728139-0.000744164j -0.00152719+0.00130817j -0.00159579-0.000800329j -0.00189043+0.00245776j 0.00352823-0.00341478j 0.00228753+0.0037672j -0.00533816-0.00681829j 0.000301286-0.00028427j -0.00288032+0.000422842j -0.000480081+0.00108088j -0.00159666+0.00148095j 0.00169973+0.00617608j -0.00390688+9.50914e-05j 0.00180842+0.00109673j -0.00208468-0.000651234j -0.00123055+0.00362272j 0.00110473+0.00104956j -0.0011221-0.00240314j -0.000378286-0.00237562j 0.000182688+0.000250601j 0.00066812-0.0011449j -0.00489903+0.000498769j 0.000817633+0.00107171j -0.00179408+0.00202662j 0.00027464-0.000464698j 0.00180342-0.000707114j -0.000818215-0.000365645j -0.0011627-0.000527832j 0.000252459+0.000739719j -0.00162238-0.00549533j 0.00142701-0.0010786j 0.00317882+0.00245278j -0.00057636+0.00512879j 0.00226985+0.000975223j 0.00117257+0.00393445j -0.00320478-0.00254262j 0.00614646+0.00186064j 0.00105482+0.000510211j 0.00253576+0.00228229j -0.00119843-0.000929409j -0.00281816+0.000601302j 0.000331981+0.0009986j 0.00223537+0.00492788j 0.00399131+0.00229948j 0.000395698-0.00283974j 0.00345504-0.000306003j -0.000445976-0.000969363j 1.60745e-05+0.000606774j -0.00179956-0.00121668j 0.000651564-0.00230291j 0.00153529+0.00250098j 0.00153903+0.00108184j -4.54481e-05+0.000392726j -2.98515e-05-0.000315835j -0.000263182-0.00148319j -0.000474862+0.000271608j 0.00151109-0.00100257j 0.0010803+0.00113403j 
-2.02397e-05+0.00156532j -0.000439733+0.00121547j 0.00109245+0.00108232j -0.00125724+0.000909938j 0.00172828-6.63785e-05j -0.000753399-0.00176626j -0.00298592+5.84684e-05j 0.00130569+0.00651254j -0.001883-0.00615687j -0.00164648-0.00140523j -0.00495384-0.000706236j -0.00307381-0.000455361j -0.000108089+0.0011022j 0.000826764-0.00103513j 0.00181016+0.00144558j -0.00232303+0.000721816j -0.00068977+3.80114e-05j 0.00113558-0.000708918j -0.000113852-0.000489867j 0.000169275-0.000506024j 6.37936e-05-0.0044121j -0.00515548+0.00219067j -0.00311594+0.00111884j 0.000208584-0.00205763j 0.00116589-0.00152255j -0.000678865-0.000780171j 0.00370231+0.000242366j -0.00110258-0.00232563j -0.00211543-0.00242312j -0.00473892+0.00219927j -0.000472541+0.00133661j 0.00164734+0.00029526j -0.000908604+0.00060885j 0.00317801+0.000397279j 0.000247884+0.00245293j -0.00146338+0.00191299j 0.00134393+0.00084588j 0.000756679+0.000870668j -0.000218903+0.00016777j 0.000386103-0.00249928j -0.000257394-0.00189033j 0.00130243+0.00256194j 0.000284585+0.0034051j -0.00301845-0.0041055j 0.00287106+0.00146836j -0.000272412+0.00138693j 0.00168531-0.00173927j 0.00240795-0.00139296j 0.000236921+0.000127637j 0.00126178+0.00052006j -0.00347159+0.000571617j -0.000770289-0.00351359j 0.00425328-0.0028735j 0.00193054+0.00216528j -0.00110422-0.00424474j -0.000513266-0.00356253j -0.00231696+0.00442524j 0.00265576+0.000488494j 0.00305958+0.00163378j 0.00846318-0.000584133j 0.00221493+0.00203598j 0.000592732-0.00211773j -0.000655006+0.00514079j 0.00328632+0.000513425j -0.000632101-0.00198147j 0.00656768-0.00133065j -0.00525902-0.00236196j 0.00200254-0.00166367j 0.00162906+0.000332572j -0.00270023+0.00329012j -0.000739641-0.00206043j 0.000861742-0.00186832j -0.00560619+0.000220654j 0.00468029+0.0022554j -0.0010944-0.00324146j -0.000130717+0.0062502j 0.00442782-0.003636j -0.00208522+0.00187161j -0.00239735+0.00117884j 0.00122791+0.00052334j -0.000920697+0.00476099j 0.002532-0.00144534j -0.00294013+0.00144049j -0.00467387+0.000950342j 0.000617911-0.000618012j 0.0011687-0.00257945j 0.00352712-0.000451139j -0.000734934+0.00328681j 0.00579652-0.000727655j -0.00020692+0.00104068j 0.000430768+0.000106745j -0.00194184+0.000970411j -0.00290713+0.0021681j -0.000256519-0.000272617j -0.000548645+6.97165e-05j 
-0.00280656+0.00134233j 0.00139938-0.00347478j -0.00124933-0.000547097j -0.0010443-0.00438474j 0.00011983+0.00272715j -0.000517149-0.00338241j 0.000367557-0.00264471j -0.00238042-0.00138382j -0.00412798+0.00481413j 0.00133228-0.00446868j -0.0029227+0.00476464j 0.000916038-0.00739876j -0.00338307-0.00118213j 0.00275998+0.00485686j -0.000634452+0.00324401j -0.00100945+0.00191804j -6.47018e-06+0.0004501j -0.00435756-0.00237167j -8.5471e-05-0.00269407j 0.000702577+0.00161317j -0.00096713-0.00413172j -0.000770032-1.01069e-05j -0.00230878+0.000299726j -0.00212663+0.00102927j -0.00157749-0.000320918j -0.00424195-0.00333254j -0.0013221+0.000688272j -8.3165e-05-0.00771889j -0.00136652-0.00453998j -0.00662435+0.00627375j -0.00676229-0.00367454j 0.0050896+0.00121476j -0.000116898-0.00581495j 0.0079517+0.0037069j -0.00547573+0.00591076j -0.00261153+0.00191552j 0.00155584+0.00154429j 0.0010418-0.00207671j -0.000309343-2.06001e-05j -1.02313e-05+0.000639898j 0.00114848-9.39855e-06j -0.00255158-0.000271792j 0.000797015-0.00120524j 0.00221529+0.00308558j 0.000657778-0.000415887j 0.00271803+0.000134533j -0.00116565+0.000244627j 0.00168312-0.000360976j 0.00189168-0.00596828j 0.000261964-0.00235527j -0.00263095+0.000642562j 0.00102862+0.000845476j 0.000694828+0.00147405j 0.00287903-0.000847703j 0.00123467+0.00188503j -0.00181813+0.00177214j 0.00380155-0.000545357j 0.00155728-0.000307443j -0.00256569-0.000402449j -0.00415411-0.00118206j 0.000191217+0.00401198j 0.00175702+0.00291869j -0.00383606-0.00429758j -0.00311548-4.86701e-05j 0.0026688-0.00188876j -0.00311328+0.00305164j -0.00125887+0.0030319j -0.0017336-0.0027642j -0.00380171-0.00341234j -0.00076665+0.00118383j -0.00388941+0.000617648j 0.00157421+0.000413407j 0.00501773+0.00401696j -0.00108791+0.00141592j 0.00228718-0.00219717j 0.00132309-2.53382e-05j 0.00526713+0.0036253j 0.00357997+0.00064098j 0.00133262-0.00112621j 0.00201854-0.00204433j -0.00168193+0.00166081j 0.00250041-0.00180315j 0.000850468-0.00215941j -0.000471926-0.00546272j 0.00436397-0.000600727j -8.99932e-05+0.00199849j 0.000995368+0.00255919j -0.0026491-0.00261742j -0.00502643-0.000463399j -0.000812914-0.00233935j -4.65081e-05+0.00129771j 0.000739691-0.00731207j 0.00496378+0.000299978j 0.000567735-0.00175783j 0.000499523-0.000296271j 
-0.00106252-0.0025273j 0.00462517-0.00144802j 0.00116775+0.00223102j -0.000400744-0.000903999j 0.00220799+0.000524974j 0.000707476+0.00328777j 0.00384741-0.00411319j 0.00220751+0.00287693j 0.00390548+0.00376769j -0.00451489-0.00184095j 0.00218223-0.00728496j 0.00104228-0.000434488j 0.0035475+0.003418j 0.000288582-0.00529964j 0.00554115+0.00401141j -0.00068152+0.00105512j -0.00215754-0.000206744j -0.00258497-0.00168382j 0.000529029-0.000904263j 0.00167691+0.00102959j -0.00186953+0.0013378j 0.000799338+0.000309406j 0.000169539+0.000801456j 0.000278592-0.00215054j 0.00159183-0.00211032j 0.00163074+0.00128081j 0.00141117-0.00188163j -0.00468154-0.0015399j -0.00165599+0.000395413j -0.00258836+0.00718956j -0.00138981+0.000780845j 0.00057695-7.76147e-05j 0.000480855+0.000266388j 0.0025103+0.001266j -0.000310584+0.00140194j 0.000338346+0.000668497j 0.000170701-8.85574e-05j 0.000560745-0.000169136j 0.00172261+0.000353396j 0.000672788+0.000953837j -0.00235131+0.0012624j 0.00203616-0.00203819j -0.000962686-0.000818152j -0.00116696+0.000888525j -0.000390423+0.00111639j -0.0022553-0.0013786j 0.00149404+0.00235437j -0.00207326-0.000317223j 0.00124543-0.000101478j -0.00156155-0.00114367j 0.00129133+0.000909386j 0.00550012+0.00434319j 0.00536354+0.000384492j 0.0013309-0.00120267j -0.000984281+0.000562447j -0.00173604+0.00453907j -0.00309055-0.00341263j -0.00396819+0.00299813j -0.000639244-0.00331175j -0.00340384-0.000869525j 0.0016945-0.00650253j -0.00285907+0.00117577j 0.00306171+0.00189143j 0.000535782-0.000823813j 0.0032121+0.0032309j -0.00423705-0.00178794j 0.00920887+0.000133638j -0.005722+0.00499397j 0.00314886+0.00490579j 0.0032874-0.00496419j 0.00781935+0.000513364j -0.00273249+0.00473226j 0.000183005+0.000122822j -0.00226818+0.000145462j -0.00124692+0.00533886j 0.00620356-0.0064581j -0.00541358+0.00164557j -0.00284372-0.0038277j -0.00138138+0.000877023j -0.00244827-0.00107859j 0.00517-0.00240705j 0.000421742-0.0013267j 0.00225048+0.000187082j -0.000384654+0.00936554j -0.00661563-0.000797335j -0.00176161+0.000384566j 0.00213426-0.00314702j 0.0015815-0.000364381j 0.00606797+0.0022183j 0.000732466+0.00153073j -0.000724558-0.000678347j -0.00138228+0.00507117j -0.00449438-0.00115839j 0.000412775-6.36056e-05j -0.00111726-0.000100077j 
-0.00293891-0.00175326j 0.00234452-0.00228744j 0.000990208-0.00132532j 0.000822748-0.000886171j -0.00462663-0.00438354j 0.00187539-0.00040283j 0.00776672-0.00118458j 0.0021503-0.0033153j -0.00608362+0.00281193j 0.00253265+0.00217195j -0.002371+0.00389646j 0.00251692-0.00154104j -0.00091959-0.000780997j -0.00225994-0.000323444j 0.000917941+0.000375702j -0.00137319+0.000815254j -0.000411454+0.000865227j -0.00121035-0.00138108j 0.000576987-0.00147078j -0.001385-0.00170288j -0.0033085+0.000522954j -0.00238737+0.00336968j 0.000539051+7.4893e-05j -0.00160265-0.000525177j 0.00479185+0.00039371j -9.21586e-05-3.56315e-06j -0.00126997+0.00132837j -0.00203702-0.0013343j -0.00236537+0.00128071j 0.00283585+0.000486077j 0.00441868+0.00355268j 0.00186248-0.00293557j -0.00139981+0.00515307j 0.00105798+0.000142005j 0.00217753+0.000328157j 3.59331e-05+0.00153167j 0.000585824-0.000533981j -0.000214466+0.000143356j 0.000547844+0.000721849j 0.000539569-0.000857557j -0.00184162+0.000136302j 0.0018819+0.00104233j 0.00116674+0.00110319j 0.000773889-0.000807229j -0.00171485-0.000704502j -0.00203008+0.00199169j 0.00194071+0.00198231j 0.00121397+0.00142006j 0.00233483-0.00147265j -0.00159255-0.000775126j 0.0040185+0.000269118j -0.00414356+0.0032554j 0.00183509-0.00197255j -0.00148407+0.000501267j 0.00313408+0.000502434j -0.00231582+0.000365872j 0.00216299-0.0043741j -0.00459721+0.00101341j -0.0112652+0.00255162j -0.00246617-0.00182643j 0.000852261-0.00143326j 0.00136243+0.00210189j 0.00182321-0.00151519j -0.00117126+0.00303412j 0.00129032+0.000736172j -0.00196746-0.000750746j 0.00291027-0.00546552j -0.0019109-0.00364147j 0.00279456+0.00486488j 0.00660107-0.00174986j 0.00611614-0.000899999j -0.00177982+0.00275835j 0.0012525-0.00398021j 0.00497415+0.000847683j -0.000674095-0.000873128j 0.00220077-0.00464846j -0.00515794+0.000582262j 0.00307257-0.00156942j 0.00391357+0.00171586j -0.00498283+0.000671067j 0.00195646-0.00215133j -0.00212388-0.0057463j 0.00624418+0.00211032j -0.00149843-0.00118218j -0.00389564-0.00289766j 0.000975486-5.07203e-05j -0.00121944-0.00145328j 0.00264918+0.00529831j -0.00156424+0.000307317j 0.000959097+0.000212401j -5.2819e-05-0.000526462j 0.000440299-0.00146831j -0.00186055-0.000250347j 0.000197775-0.000856065j 0.000261832+0.000823514j 
-0.000349343+0.00134676j -0.00146587+0.00121834j 0.000652901+0.000391939j 0.000844687+0.00234621j 0.000261224-0.000175494j -0.00158909+5.00286e-05j -0.00280909+0.00329789j 0.00126103+0.00259883j -0.00176482-0.00514155j 5.33145e-05+0.000728444j -0.00111994+0.000179583j -0.000871597+0.00299688j 0.000471604+7.06844e-05j -0.00169147-0.00128326j -0.000538374-0.00256196j -5.17096e-05-0.00117423j 0.000630726+8.75881e-05j 0.00268551+0.00119224j 0.00022509+0.0025736j -0.000285385-0.000208148j 0.000643884+0.000406458j 0.00182771-0.00266252j 0.00172084-0.00261803j -0.000116621+0.002899j -0.00249223+0.00205861j 0.00165957+0.000678284j -0.00235488+0.000189173j 0.00361157+0.00159427j 0.00223247-8.99224e-05j 0.00142829-0.00510707j -0.00077832-0.00159363j -0.000271083+0.00109946j -0.00045161-0.00142948j -0.00407477-0.000549969j -0.000305093-0.00148556j 0.000544195-0.00186861j -0.00119119+0.000775719j -0.000573026+0.000630169j -0.000887067-0.0002623j 0.000620472+3.56653e-06j 0.00102696+0.000190826j -0.00106558+0.00104207j -0.000173175+0.0012062j 0.00105034-0.00131211j -0.000412984-0.00147695j 0.00131434-3.45646e-06j 0.00031256-0.00316218j 0.00141639-9.66048e-05j -0.00129668+0.00481619j 7.17036e-05+0.000258526j 0.0003369-0.00051987j -0.00579655-0.00236234j -0.00545161-0.00257193j -0.00166985-0.000607872j -0.000774379+0.00103811j 0.000218008-0.00521223j 0.000963422-0.000546619j 0.00122952-0.000411144j -0.00327004+0.0012739j 0.00339528+0.00475785j -0.00260591+0.00252146j 9.6797e-05-0.000793512j 0.00624749+0.00147759j 0.000851386+0.00229609j -0.00111639+0.00419011j 0.00287708+0.00105539j -0.00327841-0.00570441j 0.00237533+0.0060608j 0.00518301+0.00342383j 0.00787991+0.00188758j 0.00295612+0.00259487j 0.00168827-0.000447521j -0.00489673-0.0126625j 0.00449281-0.00253072j -0.00433339-0.00124113j -0.000759621+0.000331523j -0.00704031-0.00766078j 0.00204139-0.000478167j -0.000320533-0.00109939j -0.00541153+0.00457285j 0.00232997-0.000688094j -0.00415725+0.00558815j -0.000930757+0.00311998j 0.000726617+0.000159255j -0.00643332-0.00188092j 0.00425026-0.00232319j -0.00255816+0.00188471j 0.000875127+0.000676027j -0.00326219-0.00157578j 0.000908276+0.00107446j 0.00123622-0.000929182j 0.00127406-0.000490604j 0.000571961-0.00062398j -0.000193848+0.000992666j -0.000233543-0.000353188j 
0.00258326+0.00110585j -0.00642153+0.0016589j -0.00271399-0.00137541j 0.000633118+0.00073986j -0.00169622+0.00180731j -0.000185575+0.0016023j -0.00168971-2.16923e-05j -0.00608389-0.00433286j 0.00848685+0.00221522j 0.00311065+0.00206581j 0.0101827-0.000856983j 4.54745e-05+0.0038107j -0.000840123-0.00156274j -0.000476788+0.00229759j -0.00527179-0.00431914j 0.00250591+0.000167647j 0.00235142-0.000790776j -0.00041218+0.00081305j -0.00143468-0.00330808j -0.00228993-0.00383401j 0.00225304-0.000754964j -0.00449696+0.00337309j 0.00154998+0.00265225j -0.0013815-0.00763162j 0.00620004-0.000862145j 0.000274086-0.00198455j -0.000275795-0.00112958j 0.0016434+0.00313467j -1.38011e-05+0.00148724j 0.00551214-0.00234615j 0.0081328+0.00487344j -0.00203542-0.000445941j -0.00133924+0.00690893j -0.00063995-4.00398e-05j 0.00326166-0.00412731j 0.00101422+0.000786861j -0.00055694-0.00189863j -0.000329545-2.3877e-05j 0.000167454-0.000224386j 5.91614e-05+0.00228702j 0.000898918+0.00164775j -0.00171946-0.00082588j 0.000868709-0.00210475j -0.00023307+0.000958554j 0.00120386-0.000332592j 0.00231222-3.11322e-05j -0.000889143+0.000265384j 0.000446095+0.000496654j 0.00212945-0.00257443j -0.000966895-0.0032246j -0.00239861+0.000986136j 0.00372507+0.00536221j 0.00168849-0.000559905j 0.00437583-0.000991378j 0.00298679+0.00295577j -0.00081877+0.00193817j 0.00330227-0.00425171j 0.000430837+0.00261365j -0.00483403-0.000811819j -0.00263131-0.00286966j 0.00222862+0.00207653j 0.000676083+0.00492485j -0.00113234-0.00151641j 0.00260521+0.000297147j 0.00616457-0.000747002j -0.00215221+0.000616437j 0.00425686-0.000256206j -0.00167671+0.00470027j 0.00221296+0.00367128j 0.00768902-0.0038972j 0.00390273+0.00445652j -0.000344304-0.00115869j 0.00152375-0.00467141j -0.00297061-0.000525832j -0.00505951+0.000127116j 0.00142182-0.0040641j -0.00232729+0.00392357j 0.00312291-0.00475851j -0.000915122-0.00240496j -0.00528839-0.000605398j 0.000552721-0.00146441j 0.000887363+0.00323199j 0.000966136+0.000514022j 0.00207152+0.00117478j -0.00387458-0.00191166j 0.00311215+0.00158888j 0.00122453+0.00338232j 0.00209277-0.00326278j -0.00128729-0.00371181j -0.000332644-0.000992469j 0.000226686+0.000831039j 0.00133425-0.00269808j 0.000459073+0.00089715j -0.00126847+0.000316276j 0.000682557-0.000195852j 
-0.000321322+0.00114513j 0.0003437-0.000135824j 3.79177e-05+0.000845112j -0.000526525+1.70162e-05j 0.00331587+0.0033611j -0.00181529-0.00120215j -0.00472319+0.000547083j 0.000289511+0.00359999j -9.60281e-05-0.00175527j -0.0019027-0.00237602j -0.00144335-0.00126444j -0.00121772-0.000840589j 0.000432165+0.000579945j 0.0010289-8.60074e-05j 0.00109182+0.000556233j -8.49054e-05-0.000287806j 0.000188033-0.000671258j 0.000377024+0.000258125j -0.000951953+0.000871972j 0.000245157-0.000779407j -0.00410916-0.00161082j 0.000240497-0.000313458j 0.00305722-0.000783299j -0.00162021+0.000888372j 7.31947e-05+0.00632852j -0.00132876-0.00221812j -0.00590922-0.000347557j 0.00493599-0.00552558j 0.000906865-0.00157385j -0.000262664-0.000388944j -0.00246763-0.000794849j 0.00511598+0.00225088j -0.0030359-0.00201172j 0.00153589+0.000605383j -0.00108131+0.00174482j -0.00092605-0.00112517j -0.000558095-0.000700117j -0.000246306+0.000370866j 0.000394139-0.000545232j 0.000703104-0.00061294j 9.23914e-05+0.000433888j -8.28232e-05+0.000844325j -0.000424232-6.95354e-05j -0.00076682-0.000853273j -0.00217657+0.00124093j 0.00223917+0.00157068j 0.00181015+0.00045948j 0.00283671+0.00109543j 0.00100249+0.00299155j -0.00373455+0.000647425j -0.000757312+0.00213542j -0.00602623-0.000987091j 0.00470985-0.00121785j 0.00250131+0.00237246j 0.000807669-0.00251353j -0.000877831-0.00069443j 0.000296671+0.000361497j -0.00890996+0.00271914j -0.0114543+0.00187893j 0.000754136-0.00117163j 0.00308365-0.00178382j 0.00179132+0.000448051j 0.00174722-0.00191293j -0.00241884-0.000648499j -0.00131352-0.00965641j -0.0030609+0.0015153j -0.00406992-0.00125836j 0.00321822-0.011245j -0.00327796+0.00106755j -0.00322846+0.00268906j 0.000521378-0.00280297j -0.0050112-0.00264344j 0.00203638+0.00649776j 0.0118024+0.00826032j -2.13582e-05-0.00421946j -0.00233085+0.00278515j 0.00171017+0.00220909j -0.000971666+0.00176677j 0.00438399+0.00132783j -0.000551158-0.00538442j 0.00239301+0.000992355j 4.73218e-06-0.00571954j 0.00409687-0.000631625j 0.00112257-0.00529265j 0.00196056+0.000219091j -0.000963261+0.00153836j -0.0018287+0.000573803j 0.00209934+0.00237916j -2.48861e-05+0.00309035j -0.000900658+0.0003j -0.000311911+0.00092783j -0.000146277+0.00136699j -0.000197773-3.40905e-05j 0.000173957-5.81225e-05j 0.000175531-8.93716e-05j 
-0.00131883+0.00354998j -0.00757129+0.00361937j 0.00113352+0.00119141j -0.00529192+0.00232274j -0.00769052-0.0142671j 0.00480754+0.00222608j 0.01465-0.005211j 0.001345+0.00765746j -0.00219522-0.00542454j 0.00159547+0.00544277j -0.00103123-0.000182339j -0.00358858-0.000527781j -0.00457412+0.00505883j -0.00240046-0.00348253j 0.000399336+0.00390894j 0.000817213+0.00175266j 0.00103658-0.00391785j -0.00440999+0.00149371j -0.00305765-0.00780957j 0.00505649-0.00459877j 0.00855876-0.00491927j -0.00376146-0.00390376j 0.00834881-0.0039663j -0.00815817-0.00446256j 0.00186651-0.00927061j 0.00558252+0.00803306j 0.00373225+0.00226701j -0.0015069-0.00154936j -0.00169069+0.00320322j -0.00321749-0.00154833j 0.00235257-0.000151946j -0.00285052+0.00557282j -0.00212363+0.000248929j 0.0021589+0.000568203j -0.00395398-9.43694e-06j 0.00159405+0.00123938j -0.000872765+0.00105621j -0.000172635-0.000678393j 0.000556743-0.00120458j -0.00128044-0.00102619j 0.00255304+0.00178672j -0.00134333-0.00211145j 0.00202935-0.00044186j 0.000467067-0.000470315j 0.00255375+0.000154485j -0.000520041+0.00368971j -0.000255964-0.00313829j -0.00574032-0.000693864j -0.0011703+0.00516647j 0.00394543+0.00044164j 0.00133742+0.00180318j 0.00215786+0.00303282j 0.00332262-0.00501258j 0.00133969+0.00152087j 0.00370917+0.00158289j 0.00642449-0.00111754j -0.00176881-0.0083283j -0.000906562+0.00237753j -0.00128213+0.00296234j 0.0066007-0.00500288j 0.00640766-0.00483082j -0.00423648+0.000293307j -0.00883252-0.00590971j 0.00516225-0.00744913j -0.00503235-0.00822538j -0.0058858-0.00607555j -0.00237085-0.000959593j 0.0055282-0.0100733j -0.000660364-0.000820389j -0.00639854-0.000368507j -0.000619891-0.00184009j -0.00418004+0.00251206j -9.11791e-06+0.00333921j 0.000916642+0.00420229j 0.00124536+0.000220895j 0.0032967-0.000248814j 0.0043526-0.00124919j -0.000150522+0.00106789j 0.00169393-0.000622801j 0.00055622+0.00023183j 0.00182271+0.000588514j -0.00179171-0.00267312j -0.000499446+0.000808376j -0.0024587-0.00141019j 0.000145969-0.00118649j -0.00158345-7.1387e-05j -0.000974569+0.000535238j 5.0341e-05+0.00165831j 0.00164866+0.000953323j -0.000743274-7.9253e-05j -0.000563037+0.000905059j -0.000950459+0.0014373j -2.4194e-05-0.000400637j 0.000386838-0.000443405j -0.000321502+0.000566274j 
0.000423158-0.000418485j -0.000319802-0.000911857j -0.000445401-0.00182918j 0.000851624-0.00116922j -0.00054698+8.89654e-05j -0.000242235-0.00153766j -0.00141806+0.00239875j -0.00128267-0.00462954j -0.00219537+0.000746363j 0.00256357+0.000712212j -0.00121332+0.00495981j 0.000832182-0.000779618j -0.0015604-0.00297333j 0.000583458+0.00351178j -0.00274396-0.00172683j 0.000574931-0.000682858j 0.000702906-0.000210568j 0.000907929+0.000351295j -0.000814962-0.000347749j -0.000610231-0.00161257j -1.05987e-05+0.000418672j 0.000319199+0.000135409j 0.00181157-0.000300832j 0.000759355+0.0031431j -0.00133227+0.00289068j -0.0011726+0.00110199j -0.00102157+0.00141556j 0.00439726+0.000551018j 0.000471391+0.00067294j 0.00225331-0.00705905j 0.00130078-0.00104404j -0.00116166-0.00115972j -0.000788651-0.000819722j -0.00136898-0.00312475j 0.00192676-0.00124111j 0.00113203-0.00016006j -0.000392276-0.000842522j -0.00035835+0.000671793j 0.000635376-0.000376777j 0.000127667+0.000791422j -0.000237085+0.000311665j -0.000687873-0.00045757j -0.00101583-0.000422395j 0.000852527-0.000939678j -7.48032e-05-0.00174565j 0.00106585-0.00036716j 0.000121046-0.0022109j -0.000461914-2.3634e-05j 0.00159584+0.00275873j -0.00221393-0.00150031j 0.00221486+0.00109339j 4.91273e-05-0.00108821j -0.000452863-0.0006365j -0.0016548-0.000168144j -0.000352692-0.00310347j -0.00286735+0.000167837j -0.00366134+0.00283841j -0.00432509-0.00155875j 0.000591733-0.000634613j -0.00135666+0.00303291j 0.000584232-0.00398197j 0.00241384-0.00234884j 0.00751722-0.00059885j -0.00365589+0.00534604j 0.00113921+0.000905656j 0.00404972+0.00458173j 0.00321629+0.00234023j -0.00265123+0.00186847j -0.00167886+0.00161341j 0.000118128-0.00198218j 0.00186599-0.00104075j 0.00090057-0.00175474j -0.00227335+0.000351641j 0.00495032-0.00171006j -0.00348343-0.000448271j -0.00107123-0.002078j -0.00270372+0.00173271j -0.000307892-0.00264239j -6.55967e-05+0.000594431j -0.00136062+0.00206674j 5.73045e-05-0.00193267j 0.00207444+0.00151199j 0.00507138+0.00111714j 0.00607414+0.00149233j -0.00222654+0.00683968j -0.00180349-0.00227804j -4.02836e-05+7.748e-05j 0.00186561-0.000860043j -0.00241288-0.000497763j -0.000109682+0.000102752j 0.000549135+0.000144764j 0.00105099-0.000458924j -0.000347032+0.00152886j -0.000667539+0.000458235j 0.000201933-8.24523e-05j 
