0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
-0.00319082-0.00121777j 0.00293005-0.00569918j -0.00192597+0.00134218j 0.000157936-0.00459318j 0.00891848+0.00704801j -0.00457559-0.00190977j -0.00710299+0.00611108j -0.00554768-0.00292159j 0.00167684+0.00371045j -0.00196438-0.00584965j 4.97816e-05+0.00207091j 0.00108099-0.00402172j -0.000422357-0.00359876j 0.00453382+0.00285189j -0.00162189+0.000149696j 0.00210685-0.00116668j -0.00179613+0.00174374j -0.000724759+0.00600951j -0.00397156-0.000435005j 0.000343311+0.00255953j 0.00171119-0.00196611j 0.00183236-0.00132529j 0.000325069-0.0019241j -0.00808042-0.00360943j -0.000492668-0.0070974j 0.00229527-0.00386555j -0.00367387-0.00185303j -0.00534242+0.00145501j 0.00294181-0.000143437j 0.00256864+0.0102314j -0.00094821-0.00186417j 0.00365168+0.006041j 0.00318567+0.0006964j 0.00504345+0.0052392j -0.00676939+0.00137471j -2.74768e-05-0.00218221j -0.00126083+0.00240675j -0.0013629-0.00171933j -0.00158234-0.000215176j -0.000999695-0.0023989j -0.00275531+0.000773517j 0.00386497+0.000616966j 0.00384007+0.00219633j 0.00153827-0.00363328j 0.00264397+0.00170665j -0.00238531-0.00215059j 0.000402595-0.000201368j -0.00399836-0.00376211j -0.00643284+0.0038024j 0.00211034-0.000981954j -0.00223375+0.00601341j -0.00428361+0.0061369j -0.00818349+0.000337981j -0.000419243-0.00193873j 0.00494589+0.00267199j -0.000405659-0.00392942j 0.0013125-0.00444783j 0.00770127-0.00203606j -0.0019425+0.00542056j 0.00145395-0.00453793j -0.00133976+0.00629666j 0.0015044+0.00314891j -0.00217278-0.000664011j -0.00223282-4.8467e-05j -0.00262364-0.000459784j -0.00185319+0.00221553j -0.00408868+0.00290318j 0.00135601-0.00425175j -0.000276255-0.000269661j 0.000873657+0.0023137j -0.00295754+0.00172311j 0.0063861+0.0024729j -0.00029931-0.00237307j 0.00438935-0.000674629j -0.000271401-0.00261755j 0.00282348+0.00133816j -0.00166306+0.000488756j 0.00614208+0.000867799j -0.000554112-0.00100938j -0.000401075+0.00510737j 0.00387901+0.0011039j -0.00201952-7.98574e-05j -0.000406667+0.00696306j -0.00617517+0.000436628j -0.00381541-0.00206483j 0.000608182-0.00582715j 0.000713628+0.00222192j 0.000565052+0.00384247j -0.00345598+0.000336638j 0.00133839-0.000723363j -0.000502155-0.00140628j -0.000184002-0.0017001j 0.00114105-0.000196706j 0.00161962-0.00135998j 0.00197507+0.000227287j 
0.00564456-0.00345666j -0.00205872+0.00466351j -0.00249835-0.000906891j -0.000657655-0.000307865j 0.0020542-0.00017032j 0.000792072-4.61568e-05j -0.00478214+0.00284799j -0.00415382-0.00376164j 0.00819949-0.00165499j 0.000576898+0.00175397j 0.00350399-0.000343995j -0.00160816+0.0029162j -0.000200164-0.00199557j 0.00491745+0.002889j -0.00399507-0.000275702j 0.00392814+0.000518543j 0.000330547+0.000247j -0.00275114-0.00246425j 0.00386558-0.00365435j 7.11094e-05-6.14632e-05j 0.00144728+4.70914e-05j -0.00176971-0.00150561j -0.000281712-0.00139454j -0.00268983-0.00133551j 0.000225043-0.00275454j 0.00132739-0.00227867j -0.00135082-0.000796296j -0.00431491+0.00191544j 0.000748148-9.32644e-05j 0.00308015+0.00638549j 0.000597045+0.0016806j 0.00333711+0.000125147j 0.000145638+0.00159728j 0.00244946+0.00476727j -0.0049174+0.00113352j -0.000219681-5.40394e-05j 0.000563069+0.00262722j 0.000507092+0.000706014j 0.00110852+0.000989721j 0.00133944+8.3609e-05j 0.00511602-0.00238408j -0.00374163+0.00242758j -0.000909169-0.00233175j 0.00292607+0.00376094j -0.00283193-0.00179785j 0.00490179+0.00560594j 0.0011097-0.00423069j 0.00222105+0.00284464j 0.00796859+0.00132805j 0.00383131-0.000744472j 0.00294839-0.00521609j -0.0050944-0.00170543j 0.00232528-0.00634087j -0.00223506+0.00459663j 0.000741189-0.00176099j -0.00284232-0.00711275j -0.00400472-0.00470161j -0.00756819+0.00180372j -0.00419384+0.00288636j 0.004463+0.000773187j 0.0025039-0.00606456j -0.00269875-0.00254121j 0.00136009-0.00244815j 0.000415263+0.000167413j -0.00461791+0.00342933j -0.00191163-0.00387293j -0.00395371-0.00476516j -0.000973523-0.00744297j 0.00242942+0.00194828j 0.00445535-0.000330702j 0.00406884-0.00369566j -0.00475181+0.0013686j -0.00422523-0.00260428j 0.00511123+0.000237924j -0.00179075-0.00238275j 0.00146242-0.00198509j -0.00445946-0.00634515j 0.00328021+0.000566865j 0.00393931-0.000215329j -0.00328081+0.000295532j -0.000160967+3.19931e-05j -0.00345168+0.00145111j 0.00315094+0.000691175j -0.00249216-0.00376396j -0.00277635-0.0015679j 0.00147826-0.00134743j -0.0019802+0.00327277j 0.00139104+0.00230765j -0.0041769+0.00287064j 0.000201559-0.000306845j -0.000272445-0.000979601j -0.000189485-0.00207217j 0.000753408-0.000695821j 0.000891852+0.00014613j -0.000348173+0.000359234j 
-0.000833492+0.000911414j -0.00212895+0.00207934j -0.000553273-0.000329374j -6.39095e-05+0.00154612j -0.00749556-0.00243174j 0.00239914-0.000341936j 0.00548538-0.00552081j -0.00199813-0.000797095j 0.000920183+0.000739035j 0.00392483+0.00198483j 0.00309572+0.000476583j -3.16456e-05+0.000368656j -0.00175048+0.00137799j -0.00130947-3.68228e-05j -0.000718858+0.000455968j 0.00052323-6.52123e-05j 0.00114266+0.00223137j -0.00046961-0.000368697j 0.00270332+0.00183261j -0.000955114+0.00348128j -0.000286914+0.000837866j -0.00188162+0.00490922j -0.00492005+0.00573754j -0.00333013-0.0092143j 0.00721805-0.00700898j -0.0040015-0.00650469j -0.000863146-0.00124511j -0.00744649+0.00293889j -0.00134469-0.00293333j 0.0048932+0.0111068j 0.00405517+0.00451436j 0.00290882-0.00262227j 0.00364229+0.00680916j 0.00447503+0.00540284j -0.000475904+0.00141342j -0.00246859+0.00177809j 0.000995415+0.000607574j 0.000916035-0.00231222j -0.00214711+0.00116416j -0.000368938+0.000390327j 0.000862808+0.00127589j -0.000417485-0.00115944j 0.00152586-0.000409829j -0.00368534+0.00016532j -0.000667049+0.00136779j 0.000208939-0.00250817j -0.00193902+0.00198427j 0.00123906+0.00239172j 0.00194435+0.00607847j 0.00128153+0.00483295j 0.000115683+0.000346355j -0.00597868-0.000674425j -0.00509126+0.00851186j -0.00135966+0.00113947j -0.00318069+0.000395349j -0.00129776-0.00887494j 0.000951687+0.00123982j 0.00348365-0.00145358j -0.000118532-0.000620231j 0.00564507-0.000360641j -0.00541335+0.00864913j -0.00345963-0.000152644j 0.000261861-6.47569e-06j 0.00190117-0.00174468j -0.00324359+0.00426141j 0.00192256-0.00292781j -0.00517636-0.00226439j 0.00533457+0.00126005j 0.00572534+0.00067198j 0.00387559+0.00540652j 0.00138003+0.00154598j 0.00326257-0.00271946j -0.00552067-0.0014017j -0.000411027-0.00178125j 0.00209278+0.00174682j -2.4241e-05+0.00536958j -0.00404513-0.00137129j -0.00139789+0.00340071j -0.00193555-0.000837959j 0.00398827+0.000798609j 0.00371459+0.00120622j -0.00162811+0.00591287j -0.00355626+0.00217613j -0.00348416-0.00093057j 0.00119006-0.00101897j 0.000943011-0.00283334j -0.00100498+0.00278713j -0.00179127+0.000662509j -0.0015994+0.00334232j 0.000819557+0.000194859j 0.000833173-0.00196294j -0.000718901-0.00104124j 0.00201625-0.00443642j 0.00194941-0.00189303j 0.000538802+0.00167615j 
-0.00499376+0.00122757j 0.000704023-0.00381403j -0.000555344+0.000325611j -0.000372566-0.00146366j -0.00274435-0.00028672j -4.74541e-05-0.00074759j 0.00363937-0.0021204j -0.000549455-0.00121353j -0.00457155+0.00323583j 0.00151919-0.0012759j -0.000912578+0.0032298j 0.00189641-0.0031238j -0.00166472-6.51728e-05j -0.00155166+4.5122e-05j 0.000630376+0.000357587j 0.000171275-3.66695e-05j -0.000331726+0.00023479j -0.00447792+0.00466519j -0.00468618-0.00306977j -0.00128375-0.000820635j 0.00037239-0.00219028j -0.00117218+0.00283184j 0.00174215-0.000939074j -0.00695871-0.00591201j 0.00335173-0.00533679j -0.000302551-0.00188816j -0.000999396-0.000490739j -0.00298369-0.00283762j -0.000762099-0.000328756j 0.000241089+0.00578331j 0.00262744+0.000213193j 0.000804347+0.0020743j 0.00118479+0.00339516j 0.00461031+0.00167446j -0.00191529+0.00152211j 0.000540356+0.000866541j -0.000464746-2.47921e-05j -0.00156609-0.00168719j -0.000484692-0.00043302j 0.000933719+7.37271e-06j -0.00166545-0.00248024j -0.00094049+0.00296641j -0.00210541+0.00129241j 0.002925-0.000989736j 0.00124025+0.00177367j 0.00111951-0.00263289j 0.000896131+3.7918e-05j 0.00336556-0.00554099j -0.00624327-0.00481109j 0.00346487+0.00157541j -0.00431558-0.00118376j -0.00173536-0.00203971j 0.000309716+0.000382716j -0.0013623+0.000369773j -0.00312485+0.00152732j -0.00346866+0.00192859j 0.000414923+0.00184442j 0.000335084-0.0026912j 0.0057743-0.00365693j 0.00125074+0.00488502j 0.0011473+0.00174292j -0.000151264-0.00312231j 0.00331939+0.00233982j 0.000975728+0.00386079j 0.00214866+0.00157409j 0.0048006-0.00132495j 0.00150855+0.00523555j 0.00157309+0.00616168j -0.00422577-0.000677102j 0.00103073-0.0043405j -0.00335179+0.00163965j 0.000449289-0.00336893j 0.000526392-0.00116514j -0.00499687-0.000669298j -0.00108574-0.00106331j -0.00200804+0.00374995j 0.000617764-0.0014019j 0.000450751+5.2655e-06j -0.00500183-0.000727802j 0.000704211-0.000219035j -0.000340623+0.00231935j 0.00236822+0.00354871j -0.00542416+0.00274639j -0.00270577+0.00176634j 0.000294077-0.00119973j 0.000764497-0.0021546j 0.00230225+0.000584397j -0.00267907+0.00103743j -0.000853307+0.000911182j -0.00073582+0.000835427j 0.00106969-0.000147516j -0.00154897+0.00086267j 0.000162885-0.00174866j 0.000128797-0.0008741j 0.000561312+0.000551612j 
-0.00603089+0.00177274j 0.00118938-0.00552281j 0.000152725+0.00236633j -0.000898733-0.00182263j 0.00213399+0.0039576j -0.000340068+0.00205475j 0.00383229-0.00663701j -0.00125051+0.00360753j 0.003491+0.00632286j -0.00303758-0.0039158j 0.00409887-0.00695602j 0.00204543-0.00400846j 0.0014254+0.00298359j -0.00222032-0.00414854j 0.0046298+0.00216378j -0.00262349+0.00138157j -0.000890349+0.00146613j -0.0022342+0.00046227j -0.00291227-0.00062168j -0.000869218-0.000781294j 0.000538374-0.00426757j -0.00294303+0.00205302j -0.00136819+0.00110418j -0.00143331-0.00134093j 9.22997e-05-0.00180016j 0.000393863+0.00135906j 0.00333834-0.000263276j -0.00100699-0.000440355j -0.00285866-9.83761e-05j -0.00154741+0.00142966j 0.00122185+0.00153125j -0.00108187+8.12112e-05j -0.00161785+0.00212845j 0.00150566-0.000571676j 0.00112111+0.00165234j 3.604e-05+0.00198458j 0.00138136+0.000352368j -0.000824302-0.000394023j -0.000317826+0.000731157j 5.58219e-05-0.00237284j -0.00221329+0.000746915j 0.00367302+0.000198704j -0.00110428+0.00153144j 0.00238261-0.00471492j -0.0032247-0.00495525j -0.00400722-0.00235499j -0.00285053-0.00183013j -1.02429e-05-0.00148229j -0.000374053-0.00120663j -0.00877101-0.00431408j 0.00639311+0.0059182j -0.00425096-0.000634579j -0.00318704-0.000733531j -0.00112644-0.00373007j 0.00207398-0.00390493j -0.00074794+0.0024649j 0.00670075+0.00271314j 0.000452345-0.00321128j -0.00509963+0.00552467j -0.00139444-0.00148613j 0.00491054+0.00190336j 0.00617455-0.00130373j 0.00337288+0.00027031j -0.00169361+0.00121805j 0.000726171-0.00341104j 0.00475351+0.00340196j -0.0048482+0.000241679j -0.00119292-0.00252372j 0.000263939-0.00115307j -0.00116853+0.00287378j -0.000682778-0.00020676j -0.00422426-0.00255118j -0.00245796+0.00110186j 0.00812213-0.00243545j -0.00281834+0.00047395j 0.000502426+0.000679503j -0.0031462-0.00366333j -0.00096419-0.00355987j 0.00530514+0.00222192j -0.00487918+0.00278761j -0.00190247+0.00126767j 0.000429449-0.00542322j 0.00502995-0.00329573j 0.00365139-0.00115658j 0.000600484+0.00183583j -0.000621656-0.00130567j 0.000520378-0.00417466j 2.42501e-05+2.44592e-06j -0.00252253+0.00129886j 0.000248604-0.00074286j -0.000508343+0.000198309j -0.000678745-0.00278323j 0.000843864-1.01227e-06j -0.000534851-0.000454468j -0.000766244-0.000598238j 
-0.000297379-0.00296612j 0.00182455-0.00135811j -0.000690587-0.00146108j 0.000158624-0.00307045j 0.00202095-0.00159223j -0.000318398-0.000591857j 0.001016+0.00430131j -0.00230318-0.00488945j -0.000936806+0.00272221j 0.000522984-0.000292026j -0.000945868+0.00454034j 0.000414033-0.00179698j -0.00127158-0.00292649j 0.00324743+0.00255538j -0.00174952+0.000856436j 0.00135+0.000785373j -0.000752217+0.00275598j -0.00182487-0.00391233j 0.00302305-0.00386081j 0.00113742-0.00220201j 0.00271703-0.00567201j -0.00544448-0.0038581j -0.00240614-0.00632919j -0.000548214+0.00615931j -0.00581405-0.00332589j 0.00907916+0.00196658j 0.00454229-0.000627912j -0.00346221+0.00370815j -0.000229601+0.00114346j -0.00284901+0.00201612j -0.000978665+0.000460341j 0.00140883+0.00228077j -0.00101033-0.000541251j 0.000159468+0.00345962j -0.00670335+0.00170934j 0.000778706+0.000392485j 0.00227909+0.00497444j 0.00107598-0.000420486j -0.000157151+0.000971465j 0.000699962-0.00101188j 0.00300545+0.000138683j -0.000803369-0.00123107j -0.00164353-0.000505308j -0.000506082-0.00152813j 0.0018537-0.00340434j 0.000925837-0.00066609j -0.00469412-0.00117078j -0.00484675+0.00158665j 0.00141444-0.00240535j -0.00385482-0.00555584j -0.000288936+0.00248114j 0.011697-0.00404493j 0.000686994-0.00358975j 0.00434369-0.00562826j 0.0023585-0.00159135j 0.0037184-0.000380263j -0.00194876-0.00444091j 0.00796348-0.00214119j 0.00491461-0.00107437j -0.000926078-0.00436035j 0.00622727-0.00169339j 0.000557366+0.00197986j -0.00950331+0.00524336j 0.00228946-0.00969098j -0.000138862-0.00289286j -0.0028144-1.92247e-05j -0.00186309-0.000720516j -0.00129745+0.0027435j 0.00173125-0.00287444j -0.00253231+0.00237296j 0.000435901+0.00349021j 0.000760417+0.00251477j -0.00216751-0.00165426j -0.00415716+0.00126174j -0.00148001+0.00357482j 0.00407694-0.00375391j 0.00334147-0.00505957j -0.00214318-0.00394412j -0.00219091-0.00150959j 0.000466579+0.00222374j 0.00113774+0.00332305j 0.0034873-0.000647571j -0.00342996-0.00354214j -0.000262894+0.0030053j -0.00126292-0.00197042j 0.000622435+0.0015879j 0.00422101-0.00252398j -0.0038075-0.00310571j 0.000420874-0.00260614j -0.000424148-0.00170797j -0.00109659+0.000330284j -0.00274429-0.00221489j 0.00123942+0.00146798j 0.000710052-0.000424118j -0.000271761-0.000504445j 
0.0011758+0.00429166j -0.00484253+0.00349162j -0.000299014-0.000425378j -0.00129265+0.00149397j -0.00274934+0.000401079j -0.00052384-0.00214587j -0.000801277-0.00231296j -0.00217944+0.00411465j -0.00104204-0.00359572j 0.00194729-0.00130911j -0.000642588+0.00175214j -0.00393729-0.00115932j -0.00273008+0.00171917j 0.000530546+0.00243727j -0.00231202+0.000732601j -0.000512702+0.00151036j 0.00231823-1.77278e-05j 0.000713664-0.00191838j 0.00288485+0.00149788j -0.00119898+0.00186805j -0.00232933-8.98907e-05j -0.00150283+0.00175763j -0.00210009+0.00122003j 1.81948e-05-0.000162924j 0.00127818+0.000535452j -0.0006674-0.000194236j -4.92368e-05+0.000469387j -0.00022474+0.000833743j -0.00223596-0.000334511j 0.000713378+0.000215349j 0.00256325+0.0018138j 0.00075849-0.00185201j 0.0007326+0.00285374j -0.000871436+0.00209534j 0.00057577-0.000287449j -0.000565031+0.000943979j 0.00117864-0.000286619j 0.000956955-0.000181868j -0.000488906+0.0011172j -0.00105849-0.000481095j -0.000343683+0.000310739j 0.00262982-0.000451462j -0.00108883+0.000364132j 0.00146559-0.00365378j -0.00342093-0.00207975j -0.00272491-0.000937972j -0.00477622-0.00184753j -0.00414692-0.000358729j 3.73577e-05+0.00560142j -0.00137745-0.00179016j 0.00366484-0.000991191j -0.00135723-0.000495739j -0.00386238+0.0062272j -0.00276904+0.000246251j 0.00195932+0.00202715j 0.00176944+0.000885528j 0.00109611+1.36975e-05j 0.00265822-0.00345819j 0.00255072+0.000822624j 0.00181059+0.00155432j 0.00261811+0.0024921j -0.00158168-0.000838498j -0.00257856-0.00154034j -0.000765683-0.00353779j -0.00271174+0.00272388j -0.00147448+0.00138689j -0.00363058+0.00134384j 0.002879-0.00260942j -0.0014733-0.00374819j -0.00353962+0.00317626j -0.00245787+0.00182223j -0.0030491+0.000529324j -0.00197787-0.000818048j -0.00217326-0.00112012j 0.00270651+0.00278723j 0.00101457+0.0019349j -0.00397923-0.00239056j -0.00179534-0.00043512j 0.00264548-0.000494815j 0.000467486+0.00154248j -0.0018361-0.0022707j 0.00077707+0.00441986j -0.000242945-0.00296922j 0.00297108+0.00167571j 0.00175642+0.000347407j -0.00239913+0.00216734j -0.000472493-0.00115557j -0.00133967-0.00192634j -0.00186992+0.004254j 0.00083087-0.000628603j -0.0012722-0.00182235j 0.000871669+0.000358893j 0.000504394-0.00360929j 0.000782417-0.000472373j 9.96852e-05+0.000940852j 
-0.00224196-0.000311038j 0.00132718-0.00168146j 0.000439411+0.000495144j 0.00318769+0.00144093j 0.00105789+0.00277401j -0.00201951+0.00128592j -0.00143256+0.00432775j 0.000895823-0.00149263j -0.00193963+0.000365216j 0.000346193+0.000311958j 0.00220185-0.000697201j 0.00330077+0.00279311j 0.00159578-0.000841958j -0.00311294-0.00219033j -6.07035e-05-0.00342342j -0.00314265-0.00148724j -6.40832e-05+0.00377951j 0.00588174-0.00231991j 0.00270333+0.00461054j -0.00107479-0.000459532j 0.00253959-0.00374892j -0.00473232-0.000389402j -0.00432687+0.000673539j 0.000992215+0.000700333j -0.00120044-0.0012394j -0.00107664+0.00092695j 0.00505155+0.00144924j 0.000364339+0.00374897j -0.00118642-0.00410954j -0.000122501-0.00355917j 0.00125579+0.00324802j -0.00133593-0.00219132j -0.00104523+0.00237018j -0.00354095+0.00016863j 0.00216673+0.000490838j -0.00195435+0.00155336j 0.00148347+0.00237794j 0.000592902+0.000731606j -0.00306226+0.00189749j -0.00171923-0.000413392j -0.000557357-0.00172526j -0.000300542+0.000665307j 0.000190724+0.00523248j -0.00170305-0.003539j 0.00220563-0.002015j 0.000245651+0.00215962j -6.10582e-05-0.00750135j -0.000333607-0.00385082j -0.000588976+0.00569148j 0.00375697-0.00412225j -0.000817252-0.00630734j -0.00560387-0.0027729j -0.000995179+0.00112408j 8.21697e-05+0.00145613j -0.0017172+0.00722693j -0.00376139+0.00550752j 0.000468839+0.00160355j -0.000364021-0.00287805j 0.00021647+0.000233222j 0.00184934+0.0110123j 0.00236465+0.00133318j -0.00217185-0.00241664j 0.00219636-0.00663432j -0.00489414+0.000468625j -0.00226656+0.00511427j -0.0047687+0.00587449j -0.0063334+0.000559797j 0.00342345+0.00210278j -0.00357719-0.00568627j -0.000178396+0.00279689j -0.00402728+0.00238989j 2.11974e-06+0.00202171j -0.000290001-0.00822682j 0.00268452-0.00105844j 0.00144899-0.0013121j 0.00154594+0.00180533j -0.00250571-0.00498899j 0.00193358+0.00355022j -8.0884e-05+9.34575e-05j 0.00344345+0.00326377j 0.00420873-0.00389828j -0.000133501+0.00523743j -0.000574311-0.0035173j 0.00114864-0.00267813j 5.09712e-05+0.000362938j -0.00250867+0.00330065j -0.00113569-0.00351669j 0.00237582-0.000263675j 0.00154418+0.00273331j -0.000582516+0.000908059j -0.000686303+0.000858014j 0.00274642-0.00171728j -0.0027109-0.00117279j 0.00136068-0.00181416j 0.00105089+0.00129859j 
-0.0101733+0.00454734j 0.000203098-0.00848037j 0.000648718+4.59688e-05j 0.00125733-0.00229831j 0.00372881+0.00642035j -0.00623326-0.000502263j -0.00201266+0.00122505j 0.000577105+0.0041181j -0.00744235+0.00277117j -0.000928525-0.00575954j -0.00108509+0.00151283j 0.00212728-0.00292942j -0.000156197-0.000370943j -0.00460348-0.00172459j 0.00260458-0.00245401j -0.00254751+0.00285365j 0.000691841+0.00079675j -0.00385761+9.87532e-05j -0.00220799-0.00490356j 0.000376146-0.00402846j -0.00350646-0.000805953j -0.00100696+0.00339854j 0.00572601-0.00143194j -0.00501564+0.000373171j 0.00352232-0.00118896j 0.000235132+0.00422879j -0.000914304+0.00214059j -0.000283804-0.00550888j -0.00375053+0.00284442j -0.000147117-0.00152709j 0.00271797+0.000300928j -0.000259315-0.00194672j -0.00212643+0.00205335j 0.00213778-0.00282449j 0.00233451+0.00159456j 0.00187791+0.00217945j 0.000376086-0.00166944j -0.000363435-0.00119395j 0.00130758-0.00149559j 0.00047776-0.00365945j 0.0017962-0.0020646j 5.16903e-05+0.0041681j 0.000825536-0.000828055j 0.000454149-0.00229109j -0.00128034-0.000584154j 0.00226665-0.000333514j -0.00520509+0.00373576j -0.00194628+0.0109784j 0.00693144+0.00322636j 0.000914118+0.00107144j 0.00453456-0.00458536j 0.000882636-0.00247049j -0.00432274-0.000287211j -0.00350991+0.00306248j 0.00257213-0.0016792j -0.000144236-0.00539551j -0.00729395-0.000239116j -0.00259706+0.00175191j -0.000250524+0.000106508j 0.000808522-0.0087251j -0.00140178-0.00597817j -0.00230031+0.00260213j -0.00927105+0.00482852j 0.00438844-0.00677642j -0.00798273-0.00057156j -0.00324922-0.00766141j 0.000711059-0.00317985j 0.00473212-0.00816677j 0.00287152+0.00158693j -0.00156445+0.000412007j 0.000817849+0.000990711j -0.00600445-0.00650187j -0.000237019+0.00131046j -0.00454607+0.000399109j -0.00255741+0.00474044j -0.00707885-4.28407e-05j -0.00315231+0.00103073j -0.0025259-0.000957251j -0.000549664-0.00067685j 0.000784649-0.00169512j -0.000467877-0.0034587j 0.000888508+0.00357727j -0.00107964+0.00130762j 0.000313873-0.00263607j 0.00322256+0.00135556j -0.00127665+0.00228244j -0.00136872+0.00117039j 0.00109434+0.000476182j 0.00254002+0.00341892j 0.00126041-0.000933634j -0.00148398-0.00100582j 0.00085048+0.00268381j -0.00268096-0.00274786j 0.00085743-0.000181453j -0.000804019+0.003061j 
-0.00347722+0.00555094j -0.00732888+0.00147539j -0.00307884-0.000465935j 0.00200476+0.00202046j 0.000129961+0.00558921j -0.00502801-0.000333028j -0.00406492+0.0040423j -0.00420424+0.00482574j -0.00161686-0.0040631j 0.00357499-0.0020625j 0.00598673+0.000752783j -0.000300725+0.00281931j -0.00286978-1.54453e-05j -0.00277903+0.00122909j -0.00543497-0.00451133j 0.00144297+0.00273934j 0.00431449+0.000224651j -0.00355053-0.00170618j 0.00317212-0.00324151j 0.00274409+0.00327432j 0.00398598+0.00251343j 0.00359535-0.0053066j 9.61995e-05-0.00194709j 0.00168311+0.00400182j -0.00375483-0.00130983j 0.00230112+0.00292789j 0.000186831+4.25088e-05j -0.00322526+0.00127044j 2.64815e-05+0.00236577j -0.00113399+0.00259357j -0.00483411-0.00352869j -0.000830531+0.00234651j 0.00190568-0.00510463j 0.000778112+0.0020506j -0.00526685+0.000559096j 0.00126142+0.000325637j 4.66045e-07+0.00193835j -0.00042734-0.00243695j -0.00127621+0.000481855j -0.000442567+0.00153746j -0.00224938+0.00102043j 0.000994733-0.000526837j -0.000377046+0.000260795j -0.00106343-0.000746439j -0.00456176+0.000851749j -0.000432553-0.0015148j 0.00121371+0.00363287j 0.00437145+0.0034937j 0.000223534-0.00496701j -0.00435225+0.00205799j 0.00149415+0.000460912j -0.00316248+0.00272454j 0.00203031-9.79125e-05j 0.00227961-0.0022612j -0.000356401-0.00117868j 0.000214269+0.000912836j 0.00526364-0.0012827j -0.00312719+0.0018057j -0.00870193+0.00302029j -0.00233516-0.0024873j 0.000944976+0.00204542j 0.00290782+0.0025408j -0.00228411+0.00137129j 0.00399261-0.000628211j 0.00321018-0.00291703j 6.25983e-06-0.00250079j -0.00172943-0.00609132j 0.00248821+0.000495444j 0.00568844+0.00248341j 0.0073179-0.0019293j 0.00448721+0.00145465j -0.00327795-0.00399332j 2.72144e-05-0.00463864j 0.00105989-0.000323639j -0.00208119-0.000124401j -0.00326616+0.000295395j -0.00353832+0.000738664j -0.00220666-0.00186275j 0.00158416+0.00108371j -0.00319258-0.00238373j -0.00101581-0.00314582j -0.0024416-0.00298925j 0.000834587-0.00354804j -0.00311524+5.75205e-05j -0.000211501-0.00399193j 0.00417248+0.00313492j -0.00115639+0.000665745j 0.0020261-0.00189349j 0.000507704+0.000921384j -0.00195109+0.000691694j 0.00110484+0.00214814j -0.000391135-0.000809629j -0.00190985+0.000310543j 0.000994567-0.00237193j 0.00274923+0.00133818j 
