-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
0.00290722+0.00317647j 0.00323044-0.0049068j 0.00304299-0.000948159j 0.000397313+0.00316633j 0.00856092-0.00363187j -0.00313021+0.00125808j 0.00463943-0.00015766j -0.00437707+0.000210281j 0.00244093-0.000291691j -0.00499721-0.00307641j 0.00389711+0.00107923j 0.00445046+0.00484392j -0.000134441-0.000940865j -0.00199465-0.00430123j -0.00175402+0.00252038j -0.00324477-0.00534076j 0.00150505+0.0018304j -0.00381263+0.0050029j -0.000941466+0.00511512j -0.00125959-0.00204179j 0.00314037-0.00331725j 3.43649e-06-0.0026388j 0.000586807+0.00403332j 0.00297582-0.00622456j -0.001078-0.000168568j -0.00202375+0.00419729j 0.00298347-0.00140014j 0.00332069-0.00159712j -0.00293703-0.00234603j 0.00208954-0.0019236j 0.00398418-0.00188082j -0.00287578-0.00235896j 0.00524412-0.000421752j -0.000977957+0.00778714j 0.00594779+0.000961366j 0.00436696-0.000812287j 0.00283911-0.00403208j 0.00465071+0.0012071j -0.00571103+0.000214011j 0.0100382+0.00340607j -0.000951444-0.00167614j 0.000730019+0.000144069j -0.0042667-0.0125817j -0.00190325-0.00909025j 0.00736323+0.0180359j 0.00383616-0.009479j 0.0125671-0.00162211j 0.0141569-0.00838873j -0.00214455+0.00381298j -0.00291171-0.00589711j -0.0110698+0.00946279j -0.00547491-0.00654488j 0.00334077-0.00167825j -0.00526924-0.000209719j 0.00445299+0.00537482j 0.00865552+0.0098455j 0.00496651-0.00197175j 0.000558006-0.0087752j -0.013035+0.00465832j -0.00287112+0.00237275j 0.00669693-0.0106778j -0.00925936+0.000581176j -0.006106-0.0170942j -0.0146314-0.00480354j -0.00750988-0.00797125j -0.0122588+0.0159559j 0.00486445-0.00929908j 0.00783887-0.0014138j 0.000978783-0.00317489j 0.000836516+0.00154183j 
-0.00254514+0.00165905j 0.00103075+0.00215854j 0.000324798+0.00242248j -0.0029895-0.000488202j -0.000673429-0.00131542j 0.00142727-0.00281807j -0.00650393-0.000635076j -0.00284075-0.000908752j 0.00175245-0.00053541j -0.00108294+0.00138058j 0.00198601+0.000459749j -0.003701-0.000757034j -0.00197348-0.00461663j -0.00233571-0.00237517j 0.00249564+0.00293279j -0.00138119-0.000376031j 0.00116428+0.00285363j 0.00278207+0.000312113j 0.00636723+0.00140154j -0.00102094+0.00283809j -0.00409317-0.00757883j 0.00458144-0.00202113j -0.000270399+0.00069446j 0.00130304-0.00584941j 0.00416944+0.00346376j -0.00362079+0.00112715j -0.000295888+0.00350606j -0.00195648-0.000445251j -0.00109055-0.00300686j -0.00346657+0.000347175j 0.00162868+0.00257556j 0.00326751-0.00288179j -0.000561902-0.000573007j -0.000366195+0.000648051j -0.00330684-0.00361497j -0.00122354+0.00516602j -0.00609472+0.00339052j 0.0050139+0.000572561j -0.00347143-0.000974426j -7.2813e-05+0.00824761j -0.000628242+0.00333678j -0.00698138-0.00661866j 0.007195+0.00115514j 0.00174463+0.00022658j -0.0129518+0.009355j 0.00406719-0.00257988j 0.00214818+0.00466479j 0.0049392+0.0136169j -0.00803258-0.00335334j 0.00261844+0.00440251j -0.00109719-0.00505837j -0.00607467+0.000516823j 0.000925008+0.000742168j 0.00227378-0.000933312j -0.00138753-0.00583947j 0.00094447+0.00224333j 0.00301747-0.00973245j -0.00636688-0.00392763j -0.00167232+0.00893263j -0.00140122-0.00095093j -0.0118944+0.000660125j -0.00142841+0.00358203j -0.0140624+0.00415845j -0.00304908+0.00674564j -0.00522825+0.00620752j 0.00772256+0.0100828j -0.00652795-0.00268083j 0.00257016-0.00309212j -0.000444566+0.0012667j -0.001804+0.00121983j 
-0.000211206-0.000680877j -0.000355922+0.000313708j -0.000436862+0.000592919j -0.000860446+0.00151488j -0.000869356+0.00220898j 0.00236731+0.00292955j 0.000691288-0.0013145j -0.000202004-0.00106115j -0.00202812-0.00233129j 0.000724422-0.00120413j -0.00127189-0.00596875j 0.00586515+0.00139807j 0.0024369+0.000953825j -0.00118076-0.00516761j 0.00164467+0.00254661j -0.000845574+0.00485355j 0.000747326-0.00120859j 0.000134962+0.00228458j -0.00175386-0.00915237j 0.00403303-0.0034617j -0.00506053+0.000634198j -0.00189306-0.00258768j -5.29154e-05+0.00495677j 0.000517125+0.000992385j 0.00156205-0.00774976j -0.00234249+0.000445538j -0.00691294-0.00128244j 0.00452581-0.00227623j 0.00555086-0.00198831j -0.00228547-0.00489339j 0.00493095+0.00512975j 0.000766901+0.00252397j 0.00344145+0.000658084j -0.000452852-0.000948057j -0.0012382+0.00570277j -0.0031054-0.00434917j 0.00158872-0.00811206j -0.0046417+0.00674489j -0.00476295-0.00189377j -0.00083721-0.00250972j 0.00337089-0.00211376j 0.000153977-0.00235116j -0.0016484-0.000767754j 0.00435319+0.00433545j 0.000959028+3.05254e-05j 0.0108221-0.000404283j 0.000646877-0.00033595j -0.00399684-0.00105663j 0.00486116-0.000672555j -0.00286996+0.000839879j 0.00250006+0.00307932j -0.00273212-0.00273402j 0.00363335+0.00267991j 0.00239212+0.0058867j -0.000388303-0.00550038j 0.00286436+0.00361566j -0.00285193+0.00232944j -0.00524301+0.00281745j -0.000264837+0.00266243j 0.000528331-0.00349717j 0.00271254-0.00344493j 0.00361654+0.00470205j -0.000681539+0.00181414j -0.00315158+0.00267319j -0.00091886+0.00210142j -0.00545914-0.00273458j 0.00216563+0.00223875j 0.000636858-0.000620899j -0.000182466+0.00160138j -0.00140252-0.000568948j 
-0.000744992-0.00042599j 0.000190757+0.0012365j 0.00370692+0.000517599j -0.00104275+0.00336194j -0.00178836-1.14844e-05j 0.00150804-0.00122128j -0.000946182-0.00231059j 0.00207444-0.000165984j 0.00204046-0.00141507j 0.000868972+9.08089e-05j 0.004533-0.00418058j 0.00175796+0.00656812j 0.000241039+0.00108611j -0.000325294-0.00182928j 0.00396068+0.0059373j 0.00230635+0.0101136j -3.05295e-05-0.000342787j 0.00416083-0.00119059j -0.00157232-0.00375986j -0.00138124+0.000693045j -0.00473805-0.00420867j 0.000239376-0.0011289j 0.00511061-0.00107833j 0.00240379+0.000489924j -0.00448409-0.00250852j 2.3874e-05+0.00329662j -0.00651775-0.00174416j -0.00621963-0.00376989j 0.00540612+0.00457713j -0.0041846-0.00559394j 0.0107258-0.00762462j -0.0061241+0.000175436j -0.00358858-0.00150719j 0.00688321-0.00147716j 0.00204703+0.00291372j -0.000909782+0.00636261j 0.00547463+0.000294674j 0.00337336+0.00258164j -0.000303976+0.00158123j 0.000951895-0.00222775j 0.00643908-0.003421j -0.00554541+0.00111932j -0.00262094-0.000447003j 0.00551409-0.00546262j -0.00618261+0.00410608j 0.000181147-0.00540015j -0.00023049+0.00542589j 0.00412678+0.00438879j 0.00135032-0.000444181j -0.0030554+0.000896984j -0.00574122-0.0049019j -0.00104249-0.00651329j 0.0024378-0.00368103j 0.00208311+0.00557949j -9.32815e-05+0.00116841j -0.00216724+0.0061195j 0.000713654-0.00171606j -0.00603747-0.00648435j -0.0024516+0.00320226j 1.01245e-05-0.00326546j 0.00313782-0.00332519j -0.00387987+0.00719356j -0.00137644+0.000295864j 0.00114598-0.00077696j -0.00142632+0.00363492j 0.000709616-0.00655542j 0.00205671+0.0046501j 0.00168976-0.00120527j 0.000488877+0.00157933j -0.000689854-0.000399778j 
-0.000816976+4.15495e-05j -0.00115532+0.00284888j 0.000777212+0.0017481j -0.00108388+0.000281545j -0.00274682-0.00293194j 0.000649731-0.00073482j -0.00283649+0.00143355j -0.0010047-0.000425805j 0.00110857-0.000736241j 0.000362842-0.000591928j -0.00129928-0.00082908j -0.000122147+0.00149923j -0.00124732+0.000578123j -0.00149388+0.00198069j 0.00349543+0.000641435j -0.00261318+0.00407431j 0.00342974-0.000848258j 0.000695974+0.00869437j -0.00113968-0.00161654j 0.00683198-0.0031115j -0.00417359+0.00144071j -0.00705811-0.0034478j 0.0031032+0.000152111j 0.000493436-0.00583483j -0.000321528-0.001836j -0.00102955+0.00439039j 0.00673875-0.00478982j -0.00250054+0.00153637j -0.00617413+0.00204619j 0.00667795+0.000168217j 0.00452612+0.00118363j -0.00332921-0.00633127j -0.00460412-0.00456103j -0.00157245+0.00136466j -0.00383832+0.00378841j 0.00344776+0.00909569j -0.000410299-0.00930147j -0.00454433+0.00575835j -0.000643427-0.0099649j 0.00258033-0.000439377j 0.00139509-0.000254279j -0.00592621+0.00348475j -0.0125497-0.00692388j 0.0011068-0.000576586j -0.00551153+0.00155664j 0.0157214-0.00994536j -0.00233623+0.00506364j 0.0102243-0.00371916j 0.00138802-0.00327959j -0.0028932-0.00108812j -0.00556502+0.00316815j 0.00288453-0.00702825j -0.00444371-0.0076427j 0.0059478-0.0035577j -0.00352229-0.00261413j 0.00907408+0.00264617j 0.00218167+0.00684954j -0.00668217-0.00057682j -0.00257834+0.00450293j -0.00260569-0.00711302j 0.000854704-0.0123242j -0.00169875+0.00337345j 0.0010129-0.00172078j -0.00435944-0.00134006j 8.25059e-05+0.000802587j 0.00610507-0.00363719j 0.000550203+0.00139325j -0.00242391+0.00126417j -0.000899875+0.00307834j -0.000402344-0.00010661j 
-0.000675665-0.00159831j -5.18918e-05+0.00250081j 0.00190786+0.00149566j -0.00310803+0.0002613j -0.00600666+0.00114679j -0.00273718-0.00151782j -0.00462987+0.00628769j -0.00167548-0.00300402j 5.66226e-06+0.00147987j 0.00758327+0.00188339j 0.00274679-0.00125309j -0.00724263+0.00478254j 0.00142401-0.00555957j 0.00297862+0.000192732j 0.00483598+0.00274413j 0.000694007+0.00167042j -0.000674403+0.00569907j 0.000921368-0.00159446j 0.00385551+0.00105527j 0.000456708+0.00191039j -0.00758989-0.00211446j 0.00677564-0.0020332j 0.00371411-0.00350367j -0.00111272-0.00928741j 0.00214253+0.00029106j -0.00430469+0.00349398j 0.000527805+0.000437237j -0.00742303-0.00193307j -0.00450915+0.00289911j -0.00154735+0.00418873j 0.00813018-0.00548014j -0.00385046-0.00427229j -0.00617252-0.00463883j 0.000808604+0.00219201j -0.00366074-0.00571009j -0.00602585+0.0102067j -0.000850613+0.00494478j 1.32122e-05+0.00206529j 0.00351182-0.00107765j 0.00163705+0.00154368j -0.00226365+0.00655497j -0.00966625+0.000554899j -0.00253489-0.00733252j -0.000727458+0.0059326j -0.0118399+0.0014599j 0.003862-0.00104928j -4.23871e-05+0.00413248j 0.00590621+0.00893483j -0.00691604-0.00375037j -0.00614883+0.00542949j -0.0024557-0.00545781j 0.00307198-0.00851891j -0.002257-0.00901007j 0.00954694-0.00391646j -0.00472966+0.00148792j 0.0039123+0.00374462j 0.0100369-0.00559888j -0.00866435-0.00464287j 0.00168689+0.00897212j -0.0048386-0.00226973j -0.0110013-0.00355577j -0.000479313+0.00591598j -0.00711309+0.0042048j -4.78529e-05-0.00510143j 0.0057508+0.00337988j 0.00295082-0.00613297j 0.00480637+0.000258109j 0.000331689-3.97814e-06j 9.14935e-05+0.00257024j -0.00128079-0.00128763j 
-0.00141103+0.000335471j 0.00193837+0.000859605j 0.00259861+0.00240404j -0.00480758+0.00274772j -0.00247816-0.00146048j -0.00353391+0.00144268j -0.000949762-4.68347e-05j -0.00267412-0.00544153j -0.00128994-0.0018346j 0.00406234+0.0018294j 0.00380528-0.00549955j 0.00343253+0.00592286j 0.00264206-0.00310252j 0.00637729-0.00418378j -0.000975005+0.00369708j -0.00346543+0.00337953j 0.00122348+0.000617895j -0.00393928+0.0039464j -0.00625191-0.00500902j -0.00236379-0.00315836j 0.000799329+0.00974539j 0.00662352-0.000666677j -0.0013568-0.00164654j -0.00860397+0.00624712j 0.000959039+0.000136822j 0.000410426+0.000316052j -0.00565366+0.00455503j 0.00735149-0.000458714j 0.00396809-0.00823179j -0.000558547+0.00336938j -0.00398878+0.00937215j 0.00908939+0.00119023j 0.00798629+0.00427166j -0.00242934+0.000612775j -0.000248586+0.00175161j -0.00388859-0.00973729j -0.00250492-0.00715359j 0.000392321+0.00240322j -0.00462586+0.0011424j -0.00119664-0.00561097j -0.00057698-0.00137746j 0.00279752-0.001684j 0.00252004+0.00561315j 0.00974703+0.00684795j 0.00941806+0.00634553j -0.000234507+0.00598518j 0.00922267-0.00670597j -0.0116974+0.00580717j -0.00600309+0.0054758j 0.00796753-0.00461193j 0.00622926+0.00718937j -0.0032901+0.00573625j 0.00858367+0.0134552j -0.00113846-0.000546375j 0.00326206-0.00784417j -0.00434191-0.000194059j -0.00126394+0.0103834j 0.00604579+0.00158248j 0.0051527+0.000872046j 0.000743308-0.00188985j -0.00615146+0.00591117j 0.00561425-0.00308898j -0.00326299+0.00423798j -0.00115219+0.00178003j 0.00490844-0.00363798j -0.0114543+0.00496697j 0.00432788+0.00439798j 0.00737386-6.96028e-05j 0.0018459+0.00145467j -0.00305941+0.000304044j 
0.000618664+0.000771721j 0.00115375-0.00107582j 0.00165643+0.00101442j -0.00131813+0.00230326j 0.00130026-6.31404e-05j -0.000328951+0.00152934j 0.0025062-0.000493331j -0.00134714-0.000243411j 0.00179355-0.000582952j 0.00180047-0.00287046j -0.00200961-0.00136985j 0.00191115-0.00284241j 0.00403831+0.00200051j 0.00149618+0.00115577j -0.00310768-0.00256624j -0.00341694+0.000483067j 0.00444788-0.00487869j -0.00415405+0.00223609j 0.00314161+0.000435908j 0.00168261-0.00123291j 0.000381071-9.96072e-05j -0.00412194-0.00108906j 0.000603784+0.00197123j -0.00335329+0.00552331j -0.00506312-0.00365037j -0.00205531+0.00683287j -0.0067209-0.00259058j -0.00209743-0.00672873j -0.000994076+0.00157516j 0.00508384+0.000261444j -0.00167391+0.000421631j -0.00500232+0.0012758j 0.00201357+0.0013248j 0.00328614-0.00365133j 0.00235326+0.00741672j 0.00257671-0.00146389j -0.000861348-0.00318797j 0.00076484+0.00207219j -0.00246104-0.00442572j -0.0020707-0.000672443j 0.00447228+0.000666214j 0.0014227+0.000703205j 0.00147568-0.00088892j -0.0013089-0.00818495j 0.000637638-0.00346331j 0.00311055+0.000580635j -0.00107159+0.00349457j -0.00404726-0.00333386j 0.00226297-0.00635254j -0.00194685-0.000897231j 0.00255681-0.00037203j -5.4179e-05+0.00386699j -0.00144448-0.00126498j -0.00125314-0.000508263j -0.00405116-0.00324152j -0.00267666+0.00671748j -0.00483958+0.000450256j -0.00323531+0.000983886j -0.000654391-0.0017396j -0.000740741-0.00223131j -0.000431838-0.000990941j 0.0021078-0.000698081j 0.00270741-0.000687913j -0.000453465+0.000118771j 0.000712804-0.000922929j -0.0016649+2.57653e-05j 0.000128257+0.00208057j 0.00104446-0.000621206j 0.00146064-0.00117954j 0.000945116+0.000906143j 
-0.000579835-0.00435683j -0.00226813-0.000262569j -0.00210891-0.000342197j 0.00137845-0.00287712j 0.00170001+0.0067261j 0.00246389+0.00119103j 0.00244951-0.000900245j -0.00015727+0.000275773j -0.00474889+0.00332118j 0.00332472-0.00489641j -0.00625812+0.00414998j -0.00278633-0.00314659j 0.00251339-0.0056351j -0.0046829-0.00108272j -0.00297498-0.00293552j -0.000398893-0.00610304j -0.00184431+2.8436e-05j -0.000788369-0.00370861j 0.00162165-0.0132141j 0.00367059-0.00685484j -0.00852588+0.00165238j 0.000644854-0.00245968j -0.0019279+0.0126886j -0.006157-0.00780009j 0.00480645-0.0131256j -0.00594648+0.00258238j -0.00679777+0.0024323j 0.00653103-0.00828656j 0.00276075-0.000477347j -0.00511586+0.000438502j 0.00757328+0.00184537j 0.00450125+0.00674369j 0.00449567-0.000736545j -0.00666073+0.000985193j -0.00206525+0.00371832j -0.0137585-0.00283344j -0.000659857-0.00271476j -0.00722347+0.0121944j -0.000436931-0.0013423j -0.00165587+0.002219j 0.00185366+0.00711568j 0.00166274-0.0059635j -0.00351185-0.00809224j -0.000779569+0.0163291j -0.00691183-0.00948904j 0.0157801+0.00373637j 0.000149216-0.00345658j -0.013103-0.00411844j 0.00675602-0.00907419j -0.00713455+0.0150862j 0.00963364-0.00290279j -0.00478702-0.00420801j -0.00628297-0.00166243j 0.00789244+0.000845115j -0.00479327+0.00200929j 0.0147227-0.00281228j -0.00497047-0.0065326j -0.00381969+0.0135499j 0.00932327+0.00290255j -0.00364449+0.004639j -0.00527156-0.00242601j 0.0134746-0.00282784j 0.000669887+0.0029177j -0.00204104+0.000492679j 0.00203704-0.000234305j -0.0082088-0.00409234j 0.00343595-0.000847939j 0.0017845+0.000390495j -0.00140965+0.00219669j -0.00296591-0.00337926j 
0.000922148-5.82382e-05j 0.000460955-0.0013761j 4.59621e-05+0.00114992j -0.00299404+0.00120211j -0.00228325+0.00377995j -0.000976574+0.00292051j -0.00088044+0.00200854j -0.000630654-0.00468012j 0.00141314-0.00206624j 0.00451277-0.00530101j -0.00261103-0.00217054j -0.00694502-0.0032778j 0.00445234-0.00307922j 0.0080482-0.00111241j -0.00488625-0.00463293j -0.00603303-0.00230416j 0.00662132-0.00300579j -0.00775546+0.00463761j 0.00373914+0.00969881j 0.00408282+0.00327815j 0.00438873+0.00535119j -0.00593522+0.00172948j 0.000301363-0.0061303j -0.00352996+0.00373131j -0.004788-0.000224762j -0.00143288+0.00785234j -0.000510333-0.00384074j -0.000645543+0.00335055j -0.0153415+0.00142594j 0.0130072+0.00415805j -0.00995519+0.011957j -0.00401489-0.00373171j -0.00255391-0.00606018j -0.00259213-0.0059629j -9.23815e-06+0.00101908j 0.00274563-0.00024963j -0.0102056+0.00183299j -0.0031264-0.00133044j 0.000962519-0.00533605j 0.00420411+0.00426304j -0.00192921+0.00759376j 0.0017361+0.00407125j -0.00411343-0.00384273j -0.00783891+0.000349086j -0.00158018-0.0095978j 0.00197335-0.00223498j -0.0032236-0.000262104j 0.000533547-0.00241341j -0.0062211-0.00574545j -0.00395935-0.00173926j 0.00441701-0.001917j 0.00424165+0.00842285j -0.0106135-0.00132696j -0.00219681-0.0113375j -0.00391002-0.00798116j -0.00354811+0.00311231j 0.0027727+0.00205187j 0.001019+0.00240205j -0.00170489+0.00239151j -0.00537877-0.00473358j -0.0101877+0.00460419j 0.000332599-0.0044246j 0.00138679-0.000717586j -0.00271995-0.00214492j 0.00178779-0.00672775j 0.00531481-0.00077321j -0.00155213-0.000884954j -0.000643231+0.000822093j 0.000101969-0.00185631j 0.00138612-0.000164514j 
0.000855805-0.000140021j 0.000911747-0.00350471j 0.00124976-0.00164766j 0.000250251+0.00294824j 0.00100218+0.00361221j 0.00100041+0.00277258j 0.00358057-0.00474248j 0.00224522+0.000765813j 0.00119116-0.00304444j -0.00119515-0.00314916j 0.00159944-0.0036282j 0.00323439-0.000370714j 0.00575817+0.000603384j 0.000861516-0.0054663j 0.000111758+0.00249533j 0.00400373+0.00446228j -0.000593302-0.00214621j -0.00273491-0.00858422j 0.00331197-0.0039352j -0.00280427+0.00769518j -0.00693697-0.00616583j 0.0033728+0.000201198j 0.00409022+0.000604497j 0.00549911+0.00422452j -0.00667977-0.00593795j -0.00235021+0.00485145j -0.0173604+0.00670411j -0.0103156-0.00682908j 0.0127503-0.00149673j -0.0105572-0.00504429j 0.00230102-0.0131276j -0.0074243+0.0109878j 0.00203435+0.000698458j 0.0102384-0.0117238j 0.00788108+0.00205234j -0.00261594-0.000254731j 0.00926802+0.00582883j 0.00592597-0.00300467j 0.00250124+0.00991537j -0.00170752+0.000981973j 0.00699082-0.00617171j -0.000568448-0.00268569j 0.0108092-0.0014595j -0.00422246-0.0100185j -0.00383854-0.000379981j -0.00689214+0.00789432j 0.0006444+0.00491869j -0.00281425+0.00678301j 0.00314459-0.00544397j -0.00467294+0.00474475j -0.00246181-0.011234j -0.00715204+0.00199877j 0.00163763-0.0026626j 0.00243288+0.0109324j 0.00273002+0.00151199j -0.00616361+0.0119626j -0.00832749-0.00937897j -0.00835213+0.00082234j -0.00545065-0.00108781j 0.00417803-0.000818757j 0.00438448+0.0042282j 0.000392787+0.00740534j -0.00231281+0.00240773j 0.00331291-0.00390834j 0.000543045+0.00634586j -0.00768416-0.00138179j 0.0024876+0.00183317j 0.0015522-0.00395162j 0.000945357-0.00355605j 0.00100559+0.000281187j 
-3.12384e-05+0.000210654j -1.71131e-05-7.24659e-05j -0.00117857-0.000667142j 0.00148977+0.000644333j 0.00182225+0.00156629j 0.00102243-0.00128912j -0.0016539-0.0023939j 0.00316904+0.000594756j 0.000381571+0.00136843j 0.00516793-0.00187319j 0.002143-0.00421908j -0.000907443+0.000389647j 0.00234332+0.0014257j -0.00424209-0.00605909j -0.00324461+0.00980186j -0.00726607+0.00146108j -0.00471748+0.00406308j 0.0028944-0.0032416j -0.000448902-0.000333644j -0.00292443+0.00325484j 0.00263376+0.00876442j 0.00165915-0.00228468j -0.00253821-0.00362998j -0.00255194+0.00141593j -0.00558801-0.00412079j 0.00164269-0.00467571j 0.0140914-0.0110853j 0.0058907+0.00726573j -0.00932942-0.00216025j -0.00483091-0.000583873j -0.00665174+0.00439863j -0.00718981+0.00442973j -0.000998122-0.00769679j 2.15545e-05-0.00349702j -0.000509541+0.00378771j 0.00392688+0.00495615j -0.00502091-0.00403003j -0.00133446-0.00183022j -1.30956e-05+0.00195902j 0.00266657-0.00534654j -0.0181903-0.000189194j -0.00159514+0.000880424j -0.00102924-0.00453731j 0.00386185+0.00883288j 0.00028318+0.00367718j 0.00649415-0.00265896j -0.00228427+0.00251708j 0.0038041-0.00613817j 0.00800365+0.00187431j -0.00105358-0.0022042j -0.00155922-0.00338526j 0.00678002+0.00146683j -0.00386448+0.0122422j 0.00539312+0.00306106j -0.0036191-0.00539708j 0.00647919-0.0124678j 0.00989644+0.00406272j 0.00210248+0.00151445j 0.00112253-0.00261665j 0.000669295-0.0017045j -0.00257873-0.00143177j 0.00165895-0.00155552j -0.000135544+0.000393308j -0.00129118-0.0013509j 0.000894363-0.00277884j 0.00209054+0.00063956j 0.00122345+0.00154986j 0.000486429-0.000640276j 0.000649988+4.57998e-05j 0.000228466+0.000838136j 
0.000653817-0.00185473j -0.00276405-0.00137778j -0.00302599-0.00115008j 0.000533843-3.5918e-05j -0.00231221+0.00515124j 0.00118171+0.0038285j 0.000737669-0.00137072j 0.00301271-0.00267119j -0.00266894-0.0077565j -0.00676535-0.00271069j -0.00132823-0.004188j -9.73168e-05+0.00523288j -0.00512653-0.0027434j 0.000251695-0.00396797j 0.00700161-0.00212942j 0.00868269+0.00703617j 0.00247124+0.000334185j 0.00343606-0.00228972j -0.0113838+0.00287921j 0.00220233+0.00114856j -0.000864415+0.00416149j -0.006817+0.00637606j 0.00761783-0.00316671j 0.00503559-0.006294j 0.00359905-0.00718728j 0.00210275-0.00458632j -0.00241453+0.000640801j 0.0108028+0.0109733j -0.00304546-0.0021316j -0.00464186-0.00802474j 0.00651387+0.00465511j 0.00671053-0.00514887j -0.00516518-0.0076174j -0.0036652-0.000751887j -0.00126866-0.00506493j -0.00410109-0.000400457j -0.00116682-0.00218208j -0.00876725+0.00542023j 0.00367936+0.0072032j 0.00849488+0.00111606j 0.00356942-0.00463334j 0.00113172+0.00229306j -0.0114806+0.00569248j 0.00411084+0.00689661j -0.00031382-0.00674509j 0.000934089-0.00839907j -0.00657559-0.00738789j 0.0066671+0.00298149j 0.00477074+0.00465149j -0.00306067-0.00190922j -0.000619785+0.00152148j -0.00986927-0.00436132j -0.00479763-0.000859594j 0.00379901+0.00026443j 0.0108528-0.00700752j -0.00392579-0.00769627j 0.00281747+0.00519159j 0.00663462+0.00258353j -0.00294337+0.00709259j -4.02146e-06-0.00608182j 0.00456419-0.00060878j -0.00256672+0.00403206j 0.0034924+0.00360878j -0.00128991+0.00261852j -0.00168671+0.0031132j -0.00338357-0.00304705j -5.73744e-05-0.000165566j -0.00243769-0.000273853j -0.00260211-0.000466467j 0.000589305-0.00167314j 
-0.000708628+0.00189942j 0.00151507+0.00294912j 0.00142408+0.0019095j -0.002043+0.00197867j -0.00149907-0.00259706j 0.000484515-0.00197565j -0.00114015+0.00295674j -0.000940201-0.000159344j 0.000669-0.00318481j 0.000845863+0.00638782j -0.000240827-0.00673375j 0.00928687-0.001859j 7.33339e-06+0.00472098j 0.00520915+0.000537338j 0.00275536-0.00532355j 0.000108701+0.0113819j 0.00538557-0.00615034j 0.00756212+0.0140915j -0.0024306-0.00683755j 0.00170357-0.0113517j -0.00527412+8.99411e-05j -0.00847021-0.00195036j 0.00413761+0.00374328j 0.00119042+0.00511348j -0.00292969-0.00256874j 0.00305234+0.000867301j -0.00282674+0.00440384j -0.000644751-0.0058966j 0.00550197-0.00337181j 0.0103471-0.00247169j 0.00873755+0.00280548j 0.00382842-0.00645127j 0.00229021+0.00525964j 0.00431493+0.00348668j 0.000912342+0.00935226j 0.00396123-0.00418583j -0.00104018-0.0185458j -0.000437891+0.0112046j -0.0118373-0.00843672j -0.00932459-0.00566282j 0.00837656-0.00734763j -0.00721572+0.00166829j -0.00381847+0.00847214j 0.00278499-0.0118688j 0.00466747+0.00322824j 0.0104922-0.00698501j 0.00133684+0.00314902j -0.00247413+0.00442442j 0.000718975+0.0014728j 0.00324407-0.0102572j 6.54428e-05+0.0124628j -0.0013681-0.00225535j 0.00855419-0.00521305j -0.00105336+0.00115647j -0.00380851-0.00679136j 0.0023348+0.0119834j -0.00262792+0.0144928j -0.00633449-0.00130467j -0.000480073+0.00119814j 0.000105982-0.00920861j 0.000869011-0.0108987j 0.000904675+0.00480463j 0.00468463+0.00128132j -0.001326+0.00930109j -0.00249354+0.00356388j -0.00181963-0.00307099j 0.000570425+0.00320856j -0.00145188-0.000665108j 0.00158927+0.00288541j -0.000340027+0.0011929j 
