-0.0353308-0j -0.0356969-0j -0.00413769-0j -0.00512013-0j -0.00298674-0j -0.00251794-0j -0.000363433-0j -0.00293759-0j -0.0017989-0j -0.000424005-0j -0.00257039-0j -0.000259649-0j -0.000371004-0j -0.00106023-0j -0.000153032-0j -0.00182732-0j -0.000323028-0j -2.6919e-05-0j -0.00206418-0j -0.0016854-0j -0.000364899-0j -0.00170286-0j -3.04083e-05-0j -0.000297939-0j -0.00147472-0j -2.48282e-05-0j -0.000301027-0j -0.00121658-0j -0.000260697-0j -2.50855e-05-0j -0.000388705-0j -2.17247e-05-0j -0.000215064-0j -6.87139e-05-0j -1.7922e-05-0j -5.72616e-06-0j -0.00143558-0j -0.000239263-0j -0.000146518-0j -0.00158889-0j -2.99079e-05-0j -1.76234e-06-0j -0.00125613-0j -0.000264816-0j -0.000837421-0j -0.00126915-0j -0.000162166-0j -3.3102e-05-0j -0.00146549-0j -0.000209355-0j -1.95055e-06-0j -0.00013957-0j -0.000128203-0j -0.000518128-0j -0.000854867-0j -0.000211525-0j -8.54689e-05-0j -0.000129532-0j -2.61694e-05-0j -0.000906723-0j -1.74463e-05-0j -0.000244248-0j -1.54205e-06-0j -2.64406e-05-0j -0.000528922-0j -8.63546e-05-0j -0.000149571-0j -0.000142478-0j -1.02803e-06-0j -1.55803e-06-0j -0.000137982-0j -5.28812e-05-0j -0.000151121-0j -3.0531e-05-0j -8.72495e-05-0j -1.07943e-05-0j -9.2542e-05-0j -1.78097e-05-0j -1.79905e-06-0j -8.81536e-05-0j -1.88901e-05-0j -6.36062e-07-0j -5.39829e-05-0j -1.04945e-06-0j -2.2997e-05-0j -1.40828e-05-0j -1.10192e-05-0j -1.11311e-06-0j -6.49313e-07-0j -2.87463e-06-0j -1.69389e-07-0j 
-5.33347e-05-0j 5.23534e-05-0j 0.00029546-0j 5.20408e-06-0j -0.000417442-0j 0.000735226-0j 5.2452e-05-0j 1.22093e-05-0j 0.000525271-0j 8.71025e-07-0j -0.000729177-0j 3.74735e-05-0j -5.20205e-05-0j -0.000911124-0j -6.50008e-05-0j -2.7585e-06-0j -0.00446171-0j 5.8479e-06-0j -4.43534e-08-0j -2.54425e-06-0j -7.1739e-05-0j 2.49743e-06-0j 9.40273e-08-0j -0.00411517-0j -3.16876e-08-0j 5.3937e-06-0j 0.00403945-0j 3.59465e-06-0j -5.12528e-05-0j -5.29446e-06-0j 2.30537e-06-0j 6.71764e-08-0j 0.00581413-0j 0.0037288-0j -7.6205e-06-0j -4.88728e-06-0j 0.00042451-0j 1.70851e-05-0j -0.00409478-0j 6.68772e-06-0j -0.000834916-0j 5.11355e-07-0j 0.000371447-0j 2.69158e-07-0j 0.000247631-0j -0.000364612-0j -6.45091e-05-0j -1.31532e-05-0j 6.16829e-06-0j 1.49494e-05-0j 8.05587e-09-0j 9.96629e-06-0j -0.00358294-0j 0.000153214-0j -0.000494786-0j -1.46744e-05-0j -0.00238862-0j 0.00351701-0j -0.000730551-0j -0.000260492-0j -0.000487034-0j 2.48252e-07-0j 4.47436e-07-0j 0.000717109-0j -0.000460313-0j 6.16633e-06-0j -5.94987e-05-0j -1.99134e-05-0j 2.9829e-07-0j -4.39203e-07-0j -0.000200527-0j -0.00147789-0j -1.04839e-05-0j -1.21316e-05-0j 0.00477265-0j -0.000301337-0j 0.00251267-0j 0.000973131-0j 7.43018e-09-0j -1.8526e-05-0j 0.000512328-0j 1.84558e-07-0j 0.00444013-0j -5.96007e-07-0j -8.07051e-06-0j 0.00193426-0j 0.00090533-0j -3.13782e-07-0j -5.54481e-07-0j 0.000394391-0j -2.4155e-07-0j 
-5.02844e-05-0j 4.93592e-05-0j 0.000278563-0j 4.90646e-06-0j -0.000393568-0j 0.000344797-0j 4.94522e-05-0j 5.72575e-06-0j 0.000246335-0j 8.2121e-07-0j -0.00034196-0j 3.53304e-05-0j -4.90454e-05-0j -0.000427287-0j -6.12833e-05-0j 0.000760663-0j -0.0020924-0j 5.51345e-06-0j 1.22306e-05-0j 0.000701583-0j -3.36433e-05-0j -0.000688674-0j 8.86498e-08-0j -0.00192988-0j 8.73794e-06-0j 5.08523e-06-0j 0.00189437-0j -0.000991234-0j -2.40359e-05-0j -4.99166e-06-0j -0.000635711-0j 6.33345e-08-0j 0.00272664-0j 0.00174868-0j -7.18468e-06-0j -4.60777e-06-0j -2.04318e-06-0j -0.00471126-0j 4.03358e-05-0j -3.21882e-08-0j -0.000391548-0j 4.8211e-07-0j -1.78779e-06-0j -7.4221e-05-0j -1.19186e-06-0j 1.75489e-06-0j 6.35449e-07-0j -6.16844e-06-0j -2.96882e-08-0j -0.00412235-0j 7.59514e-09-0j -0.00274823-0j 3.52939e-05-0j -7.37424e-07-0j 2.38142e-06-0j 0.0040465-0j 2.35292e-05-0j -3.46445e-05-0j -0.000342605-0j 1.25375e-06-0j -0.000228403-0j -6.84563e-05-0j 4.21846e-07-0j 0.000336301-0j 2.2155e-06-0j -0.00170038-0j 5.86094e-07-0j 0.00549118-0j 2.81231e-07-0j -4.14084e-07-0j 9.65143e-07-0j 1.4558e-05-0j 0.00289096-0j -5.68934e-06-0j -4.70132e-05-0j -0.000141317-0j -2.47512e-05-0j 0.000456367-0j 7.00524e-09-0j 0.0051086-0j 0.000240265-0j 1.74003e-07-0j -4.37377e-05-0j -5.61921e-07-0j 0.00222547-0j -1.90535e-05-0j 0.00042457-0j -2.95836e-07-0j -5.2277e-07-0j 0.000184957-0j -2.27735e-07-0j 
6.28555e-06-0j -6.1699e-06-0j -0.000105933-0j -1.86585e-06-0j 0.000149668-0j -4.30996e-05-0j 0.000886446-0j -7.15718e-07-0j -3.07919e-05-0j 1.47204e-05-0j 4.2745e-05-0j 0.000633308-0j -0.000879153-0j 5.34109e-05-0j -0.00109852-0j 3.25092e-07-0j 0.000795707-0j -0.00303921-0j 5.22709e-09-0j 2.99842e-07-0j 1.2794e-05-0j -2.94325e-07-0j -4.88669e-05-0j 0.000733905-0j 3.73442e-09-0j -0.00280316-0j -0.000720401-0j -4.23633e-07-0j 9.1405e-06-0j 0.00275158-0j -2.7169e-07-0j -3.49122e-05-0j -0.0010369-0j -0.000664998-0j 0.00396045-0j 0.00253997-0j -5.0029e-05-0j -6.12562e-06-0j -5.04198e-06-0j -7.88156e-07-0j -0.00701862-0j -0.000821857-0j -4.37754e-05-0j -9.65028e-08-0j -2.91836e-05-0j 4.297e-05-0j -7.94311e-08-0j -0.000110571-0j -7.2694e-07-0j -5.35992e-06-0j -1.29475e-05-0j -3.57328e-06-0j -4.41173e-06-0j -1.80564e-05-0j 5.83111e-05-0j 5.2613e-06-0j -2.94115e-06-0j 4.33056e-06-0j -0.00614129-0j 3.06992e-05-0j -0.00409419-0j -8.90075e-08-0j -0.000719125-0j 0.00602829-0j 5.42484e-05-0j -2.21085e-06-0j -7.32618e-08-0j 7.13968e-06-0j -0.000479417-0j 0.000705893-0j 2.36323e-05-0j -1.81975e-06-0j 3.75885e-06-0j -0.000101983-0j 5.87665e-06-0j -0.00253315-0j 3.0939e-06-0j 0.00818051-0j -1.19419e-05-0j 6.64224e-06-0j 0.00430682-0j -0.000296624-0j 5.46721e-06-0j 0.000957911-0j 2.89357e-06-0j 2.38169e-06-0j 0.00761055-0j 0.000504315-0j 0.000891171-0j 0.0033154-0j 0.000388223-0j 
-2.51422e-05-0j 2.46796e-05-0j -2.94448e-06-0j -5.18625e-08-0j 4.16012e-06-0j 0.000520779-0j -2.58628e-07-0j 8.64813e-06-0j 0.000372063-0j -4.2948e-09-0j -0.000516495-0j -1.84772e-07-0j 2.565e-07-0j -0.000645372-0j 3.20502e-07-0j 0.000189516-0j 6.68112e-05-0j -1.91562e-08-0j 3.04719e-06-0j 0.000174796-0j 1.07425e-06-0j -0.00017158-0j -3.08009e-10-0j 6.16221e-05-0j 2.17702e-06-0j -1.76684e-08-0j -6.04882e-05-0j -0.000246961-0j 7.67478e-07-0j 1.73433e-08-0j -0.000158384-0j -2.20053e-10-0j -8.70629e-05-0j -5.58363e-05-0j 2.49628e-08-0j 1.60095e-08-0j -1.02159e-06-0j 2.48145e-05-0j -0.00585151-0j -1.60941e-08-0j 6.18578e-06-0j -1.25412e-09-0j -8.93893e-07-0j 3.90926e-07-0j -5.95928e-07-0j 8.77445e-07-0j -9.21844e-05-0j 9.74505e-08-0j -1.48441e-08-0j 2.17127e-05-0j -1.97574e-11-0j 1.44751e-05-0j -0.00512007-0j -3.68712e-07-0j 1.19071e-06-0j -2.13132e-05-0j -0.00341338-0j 0.00502586-0j 5.41256e-06-0j 6.26877e-07-0j 3.60837e-06-0j 3.60563e-07-0j -1.09736e-09-0j -5.31297e-06-0j 1.10775e-06-0j 8.95602e-06-0j -8.50245e-05-0j -2.89224e-05-0j -7.31571e-10-0j 1.07717e-09-0j 4.82572e-07-0j -0.00211192-0j -1.52269e-05-0j 8.98816e-08-0j 0.00682019-0j 2.23257e-06-0j 0.00359065-0j -7.2098e-06-0j -1.82229e-11-0j -2.69073e-05-0j -3.79577e-06-0j -4.52637e-10-0j 0.00634501-0j 1.46173e-09-0j -1.17217e-05-0j 0.00276409-0j -6.70747e-06-0j 7.69565e-10-0j 1.35989e-09-0j -2.92199e-06-0j 5.92413e-10-0j 
4.19037e-06-0j -4.11327e-06-0j -7.06222e-05-0j -1.2439e-06-0j 9.97788e-05-0j 2.98637e-07-0j 0.000590964-0j 4.95921e-09-0j 2.13357e-07-0j 9.81363e-06-0j -2.9618e-07-0j 0.000422205-0j -0.000586102-0j -3.70084e-07-0j -0.000732348-0j -6.33886e-05-0j -5.51345e-06-0j -0.00202614-0j -1.01921e-06-0j -5.84653e-05-0j -8.86498e-08-0j 5.73895e-05-0j -3.25779e-05-0j -5.08523e-06-0j -7.28162e-07-0j -0.00186877-0j 4.99166e-06-0j 8.26028e-05-0j -6.33345e-08-0j 0.00183439-0j 5.29759e-05-0j -2.32748e-05-0j 7.18468e-06-0j 4.60777e-06-0j 0.0026403-0j 0.00169331-0j 1.70265e-07-0j 0.00119441-0j 1.73776e-08-0j 2.68235e-09-0j 4.8632e-05-0j -0.000547905-0j 1.48982e-07-0j 1.88168e-05-0j 9.93214e-08-0j -1.46241e-07-0j 2.73766e-10-0j 7.66147e-07-0j 2.47402e-09-0j 0.00104511-0j -8.63167e-06-0j 0.000696742-0j 1.52054e-08-0j 6.1452e-08-0j -1.98452e-07-0j -0.00102588-0j 1.01369e-08-0j -1.49256e-08-0j 4.2553e-05-0j -1.0448e-07-0j 2.83687e-05-0j 1.73553e-05-0j -0.000479417-0j -4.17701e-05-0j -1.84625e-07-0j 0.000431087-0j 2.52503e-10-0j -0.00139214-0j -0.000319611-0j 0.000470596-0j -8.04286e-08-0j 6.27192e-09-0j -0.000732926-0j 7.06641e-07-0j -2.02544e-08-0j 1.75522e-05-0j -1.06634e-08-0j -5.66828e-05-0j -7.96126e-06-0j -0.00129515-0j -2.9842e-05-0j -0.000197749-0j -1.88432e-08-0j 0.000638607-0j -0.000564208-0j -8.20871e-09-0j -5.27335e-05-0j 0.00033621-0j 0.000594114-0j -2.29724e-05-0j 0.000258815-0j 
-2.86895e-07-0j 2.81616e-07-0j 8.08102e-06-0j 1.42335e-07-0j -1.14173e-05-0j -2.04463e-08-0j -0.000136287-0j -3.39534e-10-0j -1.46075e-08-0j -2.2632e-06-0j 2.02781e-08-0j -9.73682e-05-0j 0.000135166-0j 2.53379e-08-0j 0.000168893-0j -1.48383e-08-0j 6.30883e-07-0j 0.00144761-0j -2.38583e-10-0j -1.36859e-08-0j 1.01438e-08-0j 1.34341e-08-0j 2.32759e-05-0j 5.81883e-07-0j -1.70452e-10-0j 0.00133518-0j -5.71176e-07-0j 1.93361e-08-0j 7.24711e-09-0j -0.00131061-0j 1.24009e-08-0j 1.66291e-05-0j -8.22114e-07-0j -5.27249e-07-0j -0.00188641-0j -0.00120982-0j 2.2835e-06-0j 4.67287e-07-0j -1.18976e-09-0j 3.59742e-08-0j -1.12154e-05-0j -0.00896497-0j 1.99806e-06-0j 7.36162e-09-0j 1.33204e-06-0j -1.9613e-06-0j -1.87435e-11-0j -1.76687e-07-0j 3.31801e-08-0j 4.08876e-07-0j -0.000141234-0j 2.72584e-07-0j -1.04104e-09-0j 8.2416e-07-0j -2.66152e-06-0j -4.01353e-07-0j -6.94029e-10-0j 1.02189e-09-0j -9.8135e-06-0j -1.40122e-06-0j -6.54233e-06-0j 6.78985e-09-0j -0.00784435-0j 9.63293e-06-0j -2.47609e-06-0j 1.68653e-07-0j -1.72877e-11-0j -5.44643e-07-0j -0.00522957-0j 0.00770001-0j -1.07866e-06-0j -4.29409e-10-0j -2.8674e-07-0j -1.62964e-07-0j 1.38672e-09-0j -4.04786e-06-0j 7.30073e-10-0j 1.30721e-05-0j -0.000130264-0j -5.06697e-07-0j 6.8821e-06-0j -0.00323563-0j 1.29011e-09-0j 0.0104491-0j -2.20733e-07-0j 5.62012e-10-0j 1.21613e-05-0j 0.00550116-0j 0.00972105-0j 5.29786e-06-0j 0.0042348-0j 
6.28555e-06-0j -6.1699e-06-0j -7.03768e-05-0j -1.23958e-06-0j 9.94321e-05-0j -8.66472e-05-0j 0.000289279-0j -1.43888e-06-0j -6.19038e-05-0j 4.8038e-06-0j 8.59344e-05-0j 0.000206671-0j -0.000286899-0j 0.000107377-0j -0.000358487-0j -4.73789e-05-0j 0.00106275-0j 6.56579e-05-0j -7.61797e-07-0j -4.3699e-05-0j 1.70878e-05-0j 4.2895e-05-0j 1.0557e-06-0j 0.000980208-0j -5.44254e-07-0j 6.05584e-05-0j -0.000962172-0j 6.17403e-05-0j 1.22081e-05-0j -5.94441e-05-0j 3.95961e-05-0j 7.5423e-07-0j -0.00138489-0j -0.000888175-0j -8.556e-05-0j -5.48725e-05-0j 2.55398e-07-0j 0.000593098-0j 0.000482575-0j 4.02353e-09-0j -0.00460466-0j 8.65727e-06-0j 2.23473e-07-0j 9.34364e-06-0j 1.48982e-07-0j -2.19361e-07-0j 7.60247e-06-0j -7.25416e-05-0j 3.71103e-09-0j 0.00051896-0j 1.36386e-07-0j 0.000345974-0j 0.000422253-0j 9.2178e-08-0j -2.97678e-07-0j -0.000509412-0j 0.000281502-0j -0.000414484-0j -0.00402907-0j -1.56719e-07-0j -0.00268605-0j 8.61792e-06-0j 7.57511e-06-0j 0.00395494-0j -2.76938e-07-0j 0.00021406-0j 7.01199e-06-0j -0.000691281-0j 5.05007e-06-0j -7.43573e-06-0j -1.20643e-07-0j 0.00017417-0j -0.000363941-0j -6.69074e-05-0j -0.000562462-0j -0.00166191-0j -0.000296121-0j 0.00536693-0j 1.25793e-07-0j -0.000643118-0j 0.00282555-0j 3.12457e-06-0j -0.000523274-0j -1.00904e-05-0j -0.000280163-0j -0.000227955-0j 0.004993-0j -5.31234e-06-0j -9.3874e-06-0j 0.00217511-0j -4.08945e-06-0j 
2.22228e-06-0j -2.18139e-06-0j -1.23109e-05-0j -2.16837e-07-0j 1.73934e-05-0j -6.14272e-05-0j -2.1855e-06-0j -1.02007e-06-0j -4.38857e-05-0j -3.62927e-08-0j 6.09218e-05-0j -1.5614e-06-0j 2.16752e-06-0j 7.61233e-05-0j 2.70837e-06-0j 1.14937e-07-0j 0.00037277-0j -2.43662e-07-0j 1.84806e-09-0j 1.0601e-07-0j 5.9937e-06-0j -1.0406e-07-0j -3.91781e-09-0j 0.000343817-0j 1.32032e-09-0j -2.24737e-07-0j -0.000337491-0j -1.49777e-07-0j 4.28211e-06-0j 2.20602e-07-0j -9.60569e-08-0j -2.79902e-09-0j -0.000485763-0j -0.000311536-0j 3.17521e-07-0j 2.03637e-07-0j 9.02968e-08-0j -7.11878e-07-0j 0.00103798-0j 1.42253e-09-0j 6.97562e-05-0j -2.13065e-08-0j 7.90097e-08-0j -1.12149e-08-0j 5.26731e-08-0j -7.75559e-08-0j 1.63524e-05-0j 1.09894e-06-0j 1.31205e-09-0j -6.22893e-07-0j -3.35661e-10-0j -4.15262e-07-0j 0.000908236-0j 3.25898e-08-0j -1.05245e-07-0j 6.11432e-07-0j 0.000605491-0j -0.000891525-0j 6.10366e-05-0j -5.54086e-08-0j 4.06911e-05-0j -1.03438e-08-0j -1.86432e-08-0j -5.99136e-05-0j -9.79122e-08-0j -2.5693e-07-0j 1.50823e-05-0j 8.29725e-07-0j -1.24288e-08-0j 1.83001e-08-0j -4.26537e-08-0j 0.000374628-0j 4.36828e-07-0j 1.01358e-06-0j -0.00120982-0j 2.51763e-05-0j -0.000636936-0j -8.13039e-05-0j -3.09591e-10-0j 7.71916e-07-0j -4.28043e-05-0j -7.68991e-09-0j -0.00112553-0j 2.48336e-08-0j 3.36271e-07-0j -0.000490315-0j -7.56392e-05-0j 1.30742e-08-0j 2.31034e-08-0j -3.29509e-05-0j 1.00646e-08-0j 
-5.23796e-07-0j 5.14159e-07-0j 1.17908e-05-0j 2.07677e-07-0j -1.66587e-05-0j 3.59164e-06-0j -0.000148777-0j 5.96432e-08-0j 2.56599e-06-0j -2.4706e-06-0j -3.56209e-06-0j -0.000106291-0j 0.000147553-0j -4.45091e-06-0j 0.00018437-0j 3.94824e-06-0j -8.85655e-05-0j 0.00104613-0j 6.34831e-08-0j 3.64159e-06-0j -1.42403e-06-0j -3.57458e-06-0j 1.68205e-05-0j -8.16867e-05-0j 4.53545e-08-0j 0.000964877-0j 8.01837e-05-0j -5.14503e-06-0j -1.01737e-06-0j -0.000947124-0j -3.29968e-06-0j 1.20172e-05-0j 0.000115411-0j 7.40171e-05-0j -0.00136323-0j -0.000874284-0j -2.12832e-08-0j -9.93666e-05-0j 4.20165e-07-0j -3.35294e-10-0j 0.00117797-0j -0.00313512-0j -1.86228e-08-0j -1.56542e-06-0j -1.24152e-08-0j 1.82801e-08-0j 6.61926e-09-0j 1.85577e-05-0j -3.09252e-10-0j -8.69457e-05-0j -4.93906e-05-0j -5.79638e-05-0j 3.67644e-07-0j -7.6815e-09-0j 2.48065e-08-0j 8.5346e-05-0j 2.45096e-07-0j -3.6088e-07-0j 0.00103072-0j 1.30599e-08-0j 0.000687149-0j -1.44383e-06-0j -0.00274323-0j -0.00101176-0j 2.30781e-08-0j -3.58633e-05-0j 6.10515e-09-0j 0.000115816-0j -0.00182882-0j 0.00269276-0j 1.00536e-08-0j 1.51646e-07-0j 6.09741e-05-0j 1.71163e-05-0j -4.89721e-07-0j 0.000425152-0j -2.57825e-07-0j -0.00137298-0j -4.55544e-05-0j 0.000107747-0j -0.000722835-0j -0.00113152-0j -4.55601e-07-0j 0.00365412-0j 4.6938e-05-0j -1.98474e-07-0j -0.00127732-0j 0.0019238-0j 0.00339953-0j -0.00055644-0j 0.00148094-0j 
-3.7038e-07-0j 3.63565e-07-0j 6.24218e-06-0j 1.09946e-07-0j -8.81928e-06-0j 7.6718e-06-0j -5.22343e-05-0j 1.27399e-07-0j 5.481e-06-0j -8.6741e-07-0j -7.60869e-06-0j -3.7318e-05-0j 5.18046e-05-0j -9.50723e-06-0j 6.4731e-05-0j -1.91562e-08-0j -0.000141637-0j 0.000179087-0j -3.08009e-10-0j -1.76684e-08-0j -2.27736e-06-0j 1.73433e-08-0j 2.87951e-06-0j -0.000130636-0j -2.20053e-10-0j 0.000165178-0j 0.000128233-0j 2.49628e-08-0j -1.62702e-06-0j -0.000162138-0j 1.60095e-08-0j 2.05722e-06-0j 0.00018457-0j 0.000118371-0j -0.000233372-0j -0.000149669-0j -1.50495e-08-0j 3.60956e-07-0j -8.62008e-05-0j -2.37089e-10-0j 0.00124933-0j 4.84284e-05-0j -1.31683e-08-0j 5.68648e-09-0j -8.77886e-09-0j 1.2926e-08-0j -1.358e-06-0j 1.96818e-05-0j -2.18674e-10-0j 3.15836e-07-0j 7.62939e-07-0j 2.10557e-07-0j -7.54257e-05-0j -5.43164e-09-0j 1.75408e-08-0j -3.10025e-07-0j -5.02838e-05-0j 7.40379e-05-0j 0.00109316-0j 9.23477e-09-0j 0.000728773-0j 5.24482e-09-0j 4.23749e-05-0j -0.00107305-0j 1.63187e-08-0j 1.30276e-07-0j -1.25253e-06-0j -4.2071e-07-0j 2.82499e-05-0j -4.15952e-05-0j 7.10895e-09-0j -3.11115e-05-0j -2.21492e-07-0j 1.81532e-05-0j 0.000100471-0j 0.000450905-0j 5.28952e-05-0j -0.00145614-0j 7.03683e-07-0j -3.91398e-07-0j -0.000766621-0j 1.74787e-05-0j 9.34708e-05-0j -5.64454e-05-0j -1.70505e-07-0j 4.07189e-05-0j -0.00135469-0j -2.9717e-05-0j -5.25127e-05-0j -0.000590147-0j -2.28762e-05-0j 
1.95207e-08-0j -1.91616e-08-0j -6.6027e-07-0j -1.16296e-08-0j 9.32864e-07-0j 1.39119e-09-0j 1.39387e-05-0j 2.31024e-11-0j 9.93918e-10-0j 2.31469e-07-0j -1.37975e-09-0j 9.95832e-06-0j -1.38241e-05-0j -1.72403e-09-0j -1.72735e-05-0j -1.47142e-07-0j -5.1547e-08-0j -0.000198028-0j -2.36588e-09-0j -1.35714e-07-0j -8.28816e-10-0j 1.33217e-07-0j -3.18405e-06-0j -4.75434e-08-0j -1.69026e-09-0j -0.000182647-0j 4.66686e-08-0j 1.91744e-07-0j -5.92134e-10-0j 0.000179286-0j 1.22972e-07-0j -2.2748e-06-0j 6.71719e-08-0j 4.30795e-08-0j 0.000258053-0j 0.000165498-0j 7.93177e-10-0j 5.56439e-06-0j 8.09532e-11-0j 1.24957e-11-0j 1.14706e-06-0j 0.0018559-0j 6.94029e-10-0j 8.76612e-08-0j 4.62686e-10-0j -6.8126e-10-0j 1.27533e-12-0j 1.80707e-08-0j 1.15251e-11-0j 4.86884e-06-0j 2.92377e-05-0j 3.2459e-06-0j 7.08341e-11-0j 2.86273e-10-0j -9.24482e-10-0j -4.77926e-06-0j 4.72227e-11-0j -6.95308e-11-0j 1.00367e-06-0j -4.86715e-10-0j 6.69116e-07-0j 8.08527e-08-0j 0.00162391-0j -9.85207e-07-0j -8.60071e-10-0j 2.0083e-06-0j 1.17628e-12-0j -6.48554e-06-0j 0.00108261-0j -0.00159403-0j -3.74675e-10-0j 2.92176e-11-0j -3.41447e-06-0j 1.66671e-08-0j -9.43546e-11-0j 4.13994e-07-0j -4.96752e-11-0j -1.33694e-06-0j 2.69668e-05-0j -6.03368e-06-0j -7.03866e-07-0j 0.000669828-0j -8.77806e-11-0j -0.00216313-0j -2.62846e-06-0j -3.82401e-11-0j -1.2438e-06-0j -0.00113883-0j -0.00201242-0j -5.41838e-07-0j -0.000876674-0j 
2.92811e-08-0j -2.87423e-08-0j -8.24765e-07-0j -1.4527e-08-0j 1.16527e-06-0j -4.03644e-07-0j 1.39097e-05-0j -6.70297e-09-0j -2.88377e-07-0j 2.30987e-07-0j 4.00323e-07-0j 9.9376e-06-0j -1.37953e-05-0j 5.00213e-07-0j -1.72375e-05-0j 1.51443e-09-0j 1.24547e-05-0j -0.000147746-0j 2.43503e-11-0j 1.39681e-09-0j 2.00256e-07-0j -1.37111e-09-0j -2.37559e-06-0j 1.14873e-05-0j 1.73967e-11-0j -0.000136271-0j -1.1276e-05-0j -1.97348e-09-0j 1.4307e-07-0j 0.000133764-0j -1.26566e-09-0j -1.6972e-06-0j -1.62299e-05-0j -1.04088e-05-0j 0.000192531-0j 0.000123476-0j 1.18976e-09-0j -4.76923e-08-0j 2.24806e-06-0j 1.87435e-11-0j -0.000221411-0j 0.000914983-0j 1.04104e-09-0j -7.51342e-10-0j 6.94029e-10-0j -1.02189e-09-0j 3.54159e-08-0j -3.4881e-06-0j 1.72877e-11-0j -4.17307e-08-0j 1.44146e-05-0j -2.78205e-08-0j 1.96705e-06-0j 4.29409e-10-0j -1.38672e-09-0j 4.09629e-08-0j 1.31137e-06-0j -1.93086e-06-0j -0.000193735-0j -7.30073e-10-0j -0.000129157-0j -6.92986e-10-0j 0.00080061-0j 0.00019017-0j -1.29011e-09-0j -1.7213e-08-0j 3.26652e-08-0j 5.55874e-08-0j 0.00053374-0j -0.000785879-0j -5.62012e-10-0j 8.11369e-07-0j 2.92653e-08-0j -3.21719e-06-0j -2.62022e-06-0j -7.99115e-05-0j -1.37947e-06-0j 0.000258064-0j 1.3295e-05-0j 5.17145e-08-0j 0.000135864-0j 0.000330235-0j -2.43766e-06-0j -0.00106645-0j 2.25285e-08-0j -1.06192e-06-0j 0.000240084-0j -0.000561459-0j -0.000992151-0j 0.000104589-0j -0.000432213-0j 
-1.30428e-09-0j 1.28029e-09-0j 5.14943e-08-0j 9.06992e-10-0j -7.27538e-08-0j 8.94339e-09-0j -1.30566e-06-0j 1.48515e-10-0j 6.38947e-09-0j -2.16819e-08-0j -8.86981e-09-0j -9.32808e-07-0j 1.29492e-06-0j -1.1083e-08-0j 1.61803e-06-0j -6.74582e-11-0j -3.86794e-07-0j 2.32273e-05-0j -1.08465e-12-0j -6.22188e-11-0j -6.21919e-09-0j 6.1074e-11-0j 3.73467e-07-0j -3.56752e-07-0j -7.7491e-13-0j 2.14232e-05-0j 3.50188e-07-0j 8.7906e-11-0j -4.4432e-09-0j -2.1029e-05-0j 5.6377e-11-0j 2.66818e-07-0j 5.04038e-07-0j 3.23256e-07-0j -3.02679e-05-0j -1.94118e-05-0j -5.29963e-11-0j 2.97767e-09-0j 1.04624e-09-0j -8.34902e-13-0j 1.03378e-05-0j -0.000291366-0j -4.63718e-11-0j 4.69101e-11-0j -3.09145e-11-0j 4.55186e-11-0j 1.64824e-11-0j 1.62862e-07-0j -7.70056e-13-0j 2.60546e-09-0j -4.59017e-06-0j 1.73697e-09-0j 9.15456e-10-0j -1.91274e-11-0j 6.17696e-11-0j -2.55752e-09-0j 6.10304e-10-0j -8.98612e-10-0j 9.0456e-06-0j 3.252e-11-0j 6.0304e-06-0j 4.32666e-11-0j -0.000254945-0j -8.87916e-06-0j 5.74659e-11-0j 1.0747e-09-0j 1.52022e-11-0j -3.4706e-09-0j -0.000169964-0j 0.000250254-0j 2.5034e-11-0j 3.77606e-10-0j -1.82718e-09-0j 1.50212e-07-0j -1.21943e-09-0j 3.73112e-06-0j -6.41999e-10-0j -1.20492e-05-0j -4.23366e-06-0j -3.2288e-09-0j -6.34358e-06-0j -0.00010516-0j -1.13447e-09-0j 0.0003396-0j -1.40657e-09-0j -4.94213e-10-0j -1.12097e-05-0j 0.00017879-0j 0.000315939-0j -4.8833e-06-0j 0.000137633-0j 
