0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
3.36022e-05+0.00221482j 0.00211501+0.000104003j -0.00232626+0.00204359j -0.00245366-0.0018418j 0.00154573+0.00453715j -0.00497674+0.00181193j 0.00147215+0.00165885j -0.000718498-0.00100358j -0.0023467+0.00171909j 0.00442557+0.000384876j 0.00137862+0.00309288j -0.00152069-1.42828e-05j -0.00118119+0.000143279j -0.00245934-0.000577534j 0.000403177-0.00379854j -0.00310933+0.00167421j 0.000229237+0.0012757j 0.00512099-0.00315639j -0.000714321+0.0051292j 0.0019388+0.000811186j 0.0052069+0.00475321j -0.00581572+0.00220822j 0.00235253-0.0020304j 0.00395907+0.00448701j 0.000515951+0.00113101j 0.00260533+0.00421186j 0.00137394+0.000966913j -0.00278319-0.00255657j 0.000797571-0.00393406j -0.00339574-0.00321032j -0.00139954-0.00173818j -0.000741773+0.00172102j -0.00154993+0.00172042j 0.000730212+0.00219866j -0.00115677+0.000646505j 0.0010602-0.00289642j -0.00352553+0.000556972j -0.00148484-0.000610117j -0.0018629-0.000175437j -0.00116753-0.000933845j -0.000647742-0.000823578j 7.49912e-05+0.00575132j 0.000748705-0.00189374j -0.0022708+0.00138955j 0.00415027-0.00206975j -0.00134253+5.36763e-05j -0.00454201+0.00243666j -0.00237886+0.00057872j 0.00164273+0.00367904j 0.00224258+0.00372189j -0.00242755-0.00244926j -0.00302705+0.00134512j 0.000551181+0.00360177j -0.00114657+0.00237245j -0.00120766-0.00021443j -0.00191993-0.000759368j 0.00116214+0.00369337j 0.000247703+0.000112944j -0.000349303+0.000127737j 0.00401442-0.000858333j 0.00134024+0.00180774j -0.00129124-0.00102168j 0.00174779+0.000204403j 0.00145856-0.00217256j -0.000370738+0.00106577j 0.00055352-0.00238908j -0.0034463+0.00196003j 0.00276891+0.00131068j -0.00176368+0.00185689j 0.000229874-6.34369e-05j -0.000103421-0.000298632j 0.000768097-0.00194899j 0.00386529+0.000938314j 1.05574e-05-0.00211861j -0.00185683+0.000371451j 0.00018887-0.000373369j 0.000548468+0.000182839j 
-0.00288464+0.00109253j 0.00102674+0.00287244j 0.00158944-0.00125209j 0.000784978+0.00159116j 0.00289933+0.000673128j -0.00074714+0.00380678j 0.0015427+0.00175702j 0.00242325+0.000925238j 0.00154148-0.000607704j 0.0028465+0.00407477j -0.00445937+0.00205046j -0.00360292+0.000778663j 0.000620258+0.00110467j 0.002262-0.00442344j 0.00315668+0.000445812j -0.00281051+0.00208425j 0.000883796+0.00311829j -0.000257234-0.00283081j 0.00165555-0.000161834j 0.00129194-0.00229636j -0.00161304+0.000379724j -0.00118227-0.00219765j -0.0020724-0.00276546j -0.000504782+0.00012627j 0.000152125+0.000392762j -0.00104119-0.000945399j -0.00127214+0.00054276j -0.00130302+0.00153015j 0.00100882+0.0013603j 0.000837703-0.00117327j -0.00290319-0.000391589j 0.00161509+0.00108644j 0.000382435-0.000643722j 0.00087135+0.00134978j -0.000959157-0.000518484j 0.000632564+0.00154038j -0.000944177+0.00205289j 0.00127431+0.00181127j 0.00145713+0.000522951j 0.00073138-0.00262516j 0.00300873+0.000176585j 0.000400092-0.000623966j -0.000808251+1.37597e-05j 0.00178029+0.00110621j -0.000943077+0.00230862j 0.000775503-0.000149236j -0.00225907+0.000527954j 0.00139829+0.0018664j 0.000872463+0.00167573j -0.000638709-0.000101139j -0.000361738+0.000204773j -0.000443954+0.00114458j -0.00200753+0.0022603j 0.00176994+0.000124023j -0.00108672-0.0017299j 0.000337628+0.0010922j 0.00203191+0.000740142j 0.00112448+0.000740652j 0.000259058-0.00143575j 0.00232504+5.66653e-05j 0.00306895-0.00047653j 0.000566482+0.00301303j -0.000468084+0.00181026j -0.00162608+0.000562964j -0.000658716-0.000285336j -0.000180686+0.00261022j 0.00096327-0.000209221j -0.000642433+0.00114499j -0.00175146-0.00104395j -0.000834548+0.00161252j 0.00104649+0.000178858j -0.000310378+5.07715e-05j -0.000390932-0.000249697j -0.000526226+0.00178292j 0.0016982+0.000490657j -0.000372666+0.00125101j -0.00120273-0.000311232j 
-0.00114028-0.00040573j -0.000498124+0.00116819j -0.00174976-0.000512971j -2.28539e-05-0.00210815j -0.000562436+0.00166853j -0.000257209+0.00048263j 0.00185723-0.00213674j -0.00149194-0.00104206j 0.000793768-0.00328539j -0.00471266+0.00285732j -0.00240384-0.00190829j -0.0014142+0.00149808j -2.07108e-05+0.000349567j -0.0011306-0.000292303j -0.000771341-0.000898073j -0.00206651+0.0034722j 0.0048291+7.46092e-05j -4.99939e-05-0.00315977j 0.000550999-0.00235362j -0.000846039-0.00240763j -0.000686293-0.00316949j -0.000225286-0.00140408j -0.00195837+0.000268737j 0.00434673+0.000169602j 0.00119246-0.00116139j -0.000977913-0.00029074j 0.00172333+0.00289275j -0.0010554+0.000543525j -0.000321973-0.000174092j -0.0015613+0.00178117j 0.00110308+0.000412437j -0.000943889-0.000644139j -0.00132072-0.00035726j 0.000707468-0.00265459j 0.00262855-0.000427953j -0.00279735+0.000771816j 0.00290638+0.00133578j 0.00057206-0.00187807j -0.000752183-0.00104074j -0.00148018+0.000856827j 0.000957233-0.00159126j -0.000756409-0.00163002j -0.000905296-0.00048986j 0.000340725+0.00098565j 0.00141379-0.000790411j 0.00170417+0.000479203j 0.0012622-0.00329242j -0.00137202+0.0016038j 0.00113671-0.00157462j -0.00110462-7.67897e-05j 0.00147024+0.000286068j 0.00265708+8.73256e-05j -0.00185032+0.000805026j 0.00117245+0.000627703j -0.00053463-0.000683673j 0.00177929+0.00119115j 0.00135333-0.00211418j 0.00341597-0.00145735j -0.0038766-0.00172645j 0.000390521+0.00237366j 0.0014604-0.00103016j -0.00189175+0.00271222j -0.00359894+0.00255657j -0.00128311+0.000309626j 0.00320712+0.0022526j 0.00188077+1.81313e-05j 0.00104727-0.00122496j 0.000145036-0.0015868j 0.00247558-7.87613e-05j -7.4267e-05-0.000262356j -0.00016239-5.71177e-05j -0.000774985+0.00178516j -0.00239967-0.000929149j -0.00224699-0.00142199j -0.00181847+0.00193684j 0.00161775-0.000685317j 0.000697068+0.00165398j 
0.00120566-0.00222917j -0.00211691-0.00136146j -0.00124354+0.000151436j -8.91867e-05-0.00117799j -0.0013391+0.00120145j 0.00191607-0.0015665j 0.00217695-0.00509967j -0.00477733-0.00549512j -0.0046764-0.00087026j -0.000498014+0.00182464j -0.00190015+0.000368087j 0.00285596+0.0017507j 0.00156805-0.00380379j 0.000274641-0.00146061j -0.0027621-0.00591226j 0.00122527+0.000121019j 0.00396168-0.000752077j 0.00594074-0.0026044j 0.00238601+0.00114483j -0.000218708+0.00112921j 0.000853612-0.00229874j -0.000177864-0.00388421j 0.0019568-0.00143406j 0.0012877-0.00187596j 0.000557584+0.00235972j 7.29336e-05+0.000600035j 0.00099985+0.0046791j -0.00062283-0.000296382j -2.31249e-05-0.00286932j -0.00148838-0.001758j -0.00360062-0.000217484j -0.00527126-0.0028312j 0.000106133+0.00226253j -0.000491768+0.00128467j 0.00286877-0.00155531j -0.000207569+0.000460983j 0.00136304-0.0017592j 0.00145117+0.00070216j -0.00259133-0.000321389j -0.00194676+0.00320035j 0.000155021-0.000148376j -0.000149086+0.00224334j -0.00157328+0.000505953j 0.000102331+0.000290531j 0.000639044+0.00187124j -0.00188675+0.00039926j -0.000939116-0.00112425j -0.00200847+0.00369797j 0.00190089+3.85765e-05j -0.00169035-0.000281159j -0.000122277-0.00130132j 0.00323445-0.00170756j -0.00124938+0.0014549j -0.00203975+9.34958e-05j -0.000323153+0.00173402j -0.00025206-0.00185536j 0.00139914-0.0021028j 0.00320795-0.0037666j -0.00552557-0.0020478j 0.000107081+0.000565125j -0.00110325+0.00253916j -0.00164199-0.00203021j 0.0013389+0.000742563j 0.000275189+0.000158263j -0.000121569-0.00142603j -0.00268278-0.00118164j -0.00178279+0.00043472j 0.000499258+0.00158723j 0.00190784+0.00158941j -0.000415513-0.00175862j 9.27047e-06+0.00166516j 0.000207567-0.00131086j 0.000429885-0.00120873j -0.000255061-0.000336883j -0.000254638-0.000190566j 0.000315806-0.00189941j 0.0017445+0.000315191j 
-0.000841237+0.00111535j 0.00105619+0.000997883j -0.00292781+0.00108585j -0.00150694-0.00227596j 0.00473419-0.00205946j 0.00218317+0.0046219j 0.000349141-0.000651542j 0.00123744+0.00105128j -0.00290754-0.0022971j 0.00102251+0.00548949j -0.00197755-0.00144274j -0.00516859+0.000645081j 0.000368147+0.00179259j 0.00196941-0.00229136j 0.00138537-0.00047868j 0.0012404+0.00438127j -0.00229935-0.00279603j -0.00299253-0.000826787j -0.00411683+0.0010465j -0.00294959-0.00317582j -0.000761142+0.00263902j -0.00113533+0.00192043j -0.00288859+0.000101219j 0.00313163-0.0020728j -0.00190271+0.00043648j -0.000495973-5.89706e-05j 0.00250228+0.00127578j -0.00183999+5.77149e-05j 0.00195821+0.00205126j 0.000985591-0.000409228j 0.00172283-0.00130194j -0.000718562+0.00204166j -0.00058712+0.000253576j 0.000921537-0.00323833j 9.36264e-06+0.000589469j 0.0004666+0.00302052j 0.0014819-4.12586e-05j 0.000558121+0.00298079j 0.00207812-0.00105806j -0.00131469-9.30627e-05j 0.000132407-0.000978254j 0.000170858-0.000550544j 0.00193575+7.24631e-05j 0.0030262+0.00279668j -0.00113093-0.00046617j 0.00124861-0.00116001j -0.000621441-0.00326751j 0.000772098+0.000964049j 0.000267839-0.000298895j -0.000947458+0.00191236j -0.000936164+0.00116502j 0.000272029+0.000928174j -0.00213457+0.00223933j 0.00121091+0.000755755j -0.00047425+0.000670992j -0.000487468-0.00226439j 0.000526239-0.00391384j 0.000977241-0.00134486j -0.00237984+0.0016593j 0.00268949-0.000279795j 0.00171228-0.00179921j 0.00294521+0.00193774j 0.000169597+0.00444593j -0.000413651+0.00202358j 0.00118884+0.00132175j 0.0039099+7.8083e-05j 0.000859463-0.00162775j -0.00130127-0.00238155j 0.000896686-0.00364201j -0.000464528-0.000408442j 0.000855343-0.00137395j -0.000391249-0.00189698j 0.00205376+0.00155087j -0.000545501+0.000574254j 0.000242292+0.00109392j 0.000975753-0.000834093j 0.000953612+0.000977303j 
0.000463174-0.000461055j -0.000563524-0.000670864j 0.00131942-0.00111427j 0.00116066+0.00110676j 0.00225609+0.00030605j -0.000872672+0.0026968j 0.00260199+0.000709145j -0.000622966-0.00243189j -0.00301659-0.000138086j -0.0029239+0.00433447j -0.00344756-0.00238716j -0.00138597-0.00232941j -0.000827717-0.00155353j 0.00419969-0.00291853j 7.93452e-05-0.000551789j 0.00265174-3.89587e-05j -0.000305415-0.000947549j -0.000281646+0.000919789j -0.00170108-0.00163111j -0.00191457-0.00257877j 0.000162982+0.0016027j -0.000676378+0.00165273j -0.000378701-0.000785581j 2.15364e-05-0.0018314j -0.000319736-0.000887148j -0.00220126-0.000975962j 0.000290266+0.00304859j 0.000145941-0.000353967j 0.00091373+0.00121206j 0.00119347-0.000796495j 0.000901614-0.000916956j -0.00154867+0.000124418j -0.000808611+0.00139952j 0.00286547-0.00096463j -0.0011889+0.00038717j -0.000810079+0.00159969j 0.00156821-7.22423e-06j 0.000317409+0.00128491j 0.00317374-0.000291901j -0.000220228+0.000528312j 0.000405955+0.000664693j 0.000628478-0.000881174j 0.0030564+0.00239603j 6.72437e-05+0.00285361j -0.0023824+0.00140148j -9.06734e-05-0.00117717j 0.00055032-0.00275366j -0.000513421+0.00145166j -0.000383331-0.000682035j -0.000884947+0.00120632j -9.72696e-05+0.000241153j -0.000164172-7.17957e-05j -0.00244381-0.00128083j 0.00120236+3.9551e-05j 0.000282863+0.000264984j -0.000543915-0.00389724j 0.00303071-0.00223055j 6.52113e-05+0.000418705j -0.00237922-0.000854849j 0.00108626-0.00036651j 0.00141975-0.000724583j 0.00176326+0.00223068j -0.000752675+0.00188643j -0.000804301+0.000629092j -0.00113751+0.00206393j 0.00193498+0.00389853j 0.00199475-0.00224244j -0.00114825+0.000151967j 0.00012944-0.00169983j 6.15113e-06+0.000676615j 0.00212825-0.000954385j -0.00136359-0.00169353j 0.000269374-6.02143e-06j -0.000424497-0.000202816j -0.000349888+0.000314833j 0.000411435-0.000633048j 0.000594825+0.000590169j 
-0.000382761+0.0038422j 0.00376422+0.000386208j 0.00197531+0.000786267j -0.00179474+0.00167766j 0.000128957+0.000822523j 0.000156804+0.000426913j -0.000196408-0.000558619j 0.000508385+0.00179764j 0.00351473-0.00272064j 0.00129919+0.00123311j -0.000492947+0.00246691j -0.000292269+0.00200953j 0.00681515+4.17032e-05j 0.000165519+0.000684358j -0.00196536-0.00351446j -0.00338944-0.00195452j 0.00214121-0.00168371j 0.00285195-0.0033883j -0.00234635+0.00105159j 0.00310045-0.00211215j 0.000583069+0.00105623j -0.00246669-0.0034785j -6.52523e-05-0.000409569j 0.000320042-0.00152937j 0.002858-7.25254e-05j 0.0019092-0.001503j 0.000738486+0.000559817j -0.00287784+0.000941056j -0.00109571+0.00237833j -0.00301555-0.00325065j 0.000962753+0.00192499j -0.00177182+0.00276647j 0.00117569+0.00112597j -0.00348257+0.00117756j 0.00108773-0.0031329j 0.00111628+0.000885742j 0.00229791-0.00350115j 0.000167496+0.00431937j -8.53374e-05+0.00313109j -0.00272994+0.000417195j -0.00336609+0.00137052j 6.25036e-05-0.00119108j -0.00307589+0.000551606j 0.00287213-0.00478481j 0.00342213+0.000207225j -0.00240602-0.000437816j 0.00197424-0.00223421j -0.00114176+0.000684397j -0.002474+0.000408414j -0.00367756+0.000728696j 0.000994117-0.00014129j 0.00273518+0.000128849j -0.00509599+0.00178042j -0.00200201-0.000243224j -0.000361372+0.00108342j 0.00164496+0.00308584j 0.0002307+0.000131143j -0.00136976-0.000998949j -0.000420315+0.0015052j 0.00251916-0.000326572j 0.000106189+0.00220268j -0.000889495+0.00080467j -0.00125379+0.00394846j -0.000357653+0.00230161j 0.00126703-0.00078493j -0.000796938-0.00238092j -0.00349991+0.00191424j 0.00444204+0.00098516j 0.00358405-0.000649196j -0.000803173+0.00114235j 0.00394697-0.000327621j -0.00121153-0.000824381j -0.0027914+0.00019622j 0.00124248+0.000916152j -0.000254949-0.0014164j -0.00174892-0.00238464j 0.00231725-0.00162334j 
0.00416604-0.000466836j -0.000503133-0.00428729j -0.00165747+0.00228676j -0.00160271-0.00160547j 7.42893e-05+0.000567361j -0.0020626-0.0011042j 0.000111297+0.00191546j -0.00134192-0.00134101j -0.00519708+0.00358909j -0.000992179+0.0019889j -0.00319691-0.00279443j -0.00256802+0.00337524j -0.00192295+0.0021767j -0.00353111-0.00107945j -0.00236778+0.00064179j 0.000278287+0.00458506j 0.00402929-0.00208086j -0.00458221-0.00148408j 0.00011186-0.00166978j -0.00036759-0.00119418j 0.000946199-0.000653275j -0.00258868+0.00168337j 0.000157588+0.00160056j 0.0041062+0.00283502j -0.00231212-0.00218663j 0.000769022+0.00342039j 0.00338896+0.00237518j 0.00235892-0.00040253j -0.0033374-0.00178562j -0.00422362+0.00136835j 0.00342164-0.0010044j -0.00252463-0.000843033j 0.000605473+0.00141103j -0.00041571-0.00278743j 0.000323491-0.000518764j -0.00227298+1.49667e-05j 0.000927822-0.00135064j 0.000476605-0.00311402j -0.00373479+0.000553487j -0.000824199-6.79194e-05j 0.00100015+0.0021062j -0.00102344+0.00123547j 0.00024982-0.00051018j -0.0014499+0.000912713j 0.00095936-0.00212728j -0.00110199+2.75483e-05j -0.00182926-0.000473117j -0.00175502-0.00124785j -0.000675734+0.00038363j 0.00143962-0.0018963j -0.000133255-0.00274133j -0.00128098-0.000355502j 0.000489957+0.001732j 0.00258147-0.0014954j 0.000341142+0.00152515j -0.00207718-0.00151694j 0.00262729+0.0015754j -0.000448872-0.00376583j -0.00015626+0.00201515j 0.00175032-0.00317523j 0.000562609-0.000846946j 0.000167673+0.00206169j 0.000937496-0.00124908j 0.00257914-0.0025188j 0.000310689+0.00243687j 0.00149916+7.18484e-08j -3.51696e-05-0.00117999j 0.00029709-0.00176763j 0.00218828+0.00102127j 0.00011004-0.000235881j 0.000533205+0.00146886j 0.00210473-9.19616e-05j -0.000387066+0.00147292j 0.0013703-0.00268174j -0.00262614-0.00138389j -0.000853943-0.00155192j 0.00151833-0.000811577j 
-0.000797234+0.000548125j 0.000415523+0.000714428j 0.000897506+0.00143529j -0.00135062+0.000750379j -0.00168703-0.0029434j 0.00367471-0.00171463j 0.00128063-0.00332734j -0.00236765-0.00285732j -0.00293959-0.000466812j -0.00249945+0.000769906j 0.00158646-0.00147958j 0.00101338-0.00448526j -0.00220455-0.00358621j 0.00250003+0.000304509j -0.00390506-0.000739613j 7.81299e-06-0.0033172j -0.00169612-0.00120279j 0.00516686-0.000824436j 8.53714e-05+0.000498473j -0.00282639+0.00194522j -0.00126063-0.0047367j 0.00104361-0.00137862j 0.00164973-0.00179792j -0.00152503-0.000978354j 0.00300739+0.00116268j -0.00169037-0.00141939j 0.000418546+0.0022069j 0.000642996-0.000207159j -0.000299843-9.15039e-05j 0.00125446+0.000715392j -0.000148863-0.000410036j -0.00372473+0.000679533j 0.000906875+0.00355239j 0.000702725+0.000425221j -0.000191832+0.000513639j -0.00149297+0.00111457j 0.00090756-0.000579155j 0.000455282-0.000859717j 0.000364923-0.00134991j 0.00135957+0.00408972j 0.00061692-0.000663611j 0.000432501+0.000504795j 0.00204555+0.000208439j 0.000213407-0.00102137j -0.000590666-7.60315e-05j -0.00200607-0.000287201j 0.00174365-0.00318809j 0.000460284+0.00238988j -0.00105597-0.0018163j -0.00165306-0.000174574j 0.00111569+0.000479444j 0.00204116-0.00362494j -0.000228687-0.00263683j -0.00112329+0.00121212j 0.000571351+6.4188e-05j -0.000450569-0.00191295j -0.00324336-0.00472887j 0.00200264-0.00115926j -0.00504386+0.000674067j -0.00304148+0.00345966j -0.00318445+0.00211574j -0.00189278-0.00240612j -0.000595143+0.000565412j -0.00254015+0.00111224j -0.00160409-0.00137224j -0.00200935+0.00198604j -0.000682624+0.00242714j 0.00123229+0.000631097j 0.000867248-0.00239617j -0.000628228-0.000525673j 0.000508982-0.000548001j -0.000215438+0.000392007j -0.00128108+0.000966054j -0.000348214-0.000548597j -0.000933522+0.00040202j 2.94946e-05-0.000453621j 0.000483394+0.00015259j 
-0.00181178-0.000674139j -0.00051912+0.00180279j 0.00447743-0.00220348j 0.00222093+0.00464704j -0.00138296+0.000720917j -0.000905287-0.0022807j -0.00282659+0.00307812j 0.00349167+0.00203871j 0.00141646-0.000396943j 0.00255653+0.00112833j -0.00363855-0.000900027j -0.0042958+0.00615748j 0.00552226+0.00302068j -0.000748777-0.00397162j 0.00245154+0.00023118j -0.00090882+0.00081781j 0.00281974+0.000690483j -0.00561397-0.00036561j 0.000942772-0.00201289j 0.00312636-0.00246779j -0.00254089+0.00283058j 0.000835611-0.00309263j -0.00202533-0.000604572j -0.00166345-0.00154281j -0.00369112+0.00052773j 0.000613826+0.000350344j -0.00248217-2.61166e-05j -0.00199114+0.00213659j 0.00177662+0.00175734j 0.00110708-0.00172377j -0.00127673+0.000652932j 0.00104552-0.00179987j 0.00138406-0.00329104j -0.000614504-0.000584299j 0.000756769-0.00166121j 0.002895+0.00217081j 1.548e-05-0.000790291j 0.00150884+0.00405221j -0.000565149+0.000768168j 0.00103446-0.00339218j 0.00028926+0.000761961j 0.00124835-0.00109528j -0.00207328+8.33904e-05j 0.00214187+8.75843e-05j -0.00151474+0.00256611j 0.000643583+0.00157253j -0.000678985+0.00180835j -0.00022361-0.00135525j -0.00014991+0.000442547j -0.00169921-0.00349308j 0.000474664+0.00113647j 1.21547e-05+0.000748295j -0.00223124+0.00142513j 0.00175424-0.000683076j -0.000884645-0.000667987j 0.00134016+0.00287105j 0.000858133+0.00431095j -0.000292607+0.000184895j 0.00296912+0.000252699j 0.00325191-0.00037523j 0.000680434-0.00126779j -1.00606e-05+0.0030257j -0.00096841+0.00193954j 0.00182332+0.000463967j 0.0023106+0.000715273j 0.00148315-0.00145453j 0.000894788-0.0032767j -0.00219024-0.00047485j -0.000253268+0.000381726j 0.000158793+0.00194366j 0.000791455+0.000574122j -0.000430859+0.00158872j -0.00264231-0.00152969j -0.000832417+0.00184191j 0.00177049+0.000629918j 0.000350313+0.00155691j -0.00164982+0.000274859j 
-0.00233+0.000463832j 0.000444313+0.00221809j 0.00504691+0.00312797j -0.00375789+0.00441225j -0.000286853+0.000999127j -0.000783415+0.00115998j 0.00169728+0.000868281j 0.000753742-0.00111649j 0.00103545+0.000914483j 0.00449227+0.00300098j -0.000432959+0.0061759j 0.00130535-0.00396625j 0.00163072+0.00342499j 0.00326974-0.000584635j 0.00300219-0.000606751j 0.00307527-0.00395213j -0.000189074+0.000282915j 0.00264052+0.00116241j -0.00216031-0.000670575j 0.0021422+0.000639785j 0.000612825+0.00501732j -0.00227602-0.00104261j 0.00258302-0.00183638j 2.85846e-05-0.00497828j -0.000449762+0.00184878j -0.000867091+0.00149413j -0.00181841-0.00184319j -0.00307907-0.00276279j -0.000762373+0.00035348j 0.00363464-0.000559077j -0.00355437-0.00161656j -0.00402351+0.000413819j 9.06599e-06+0.0010966j -0.000398054+0.00429802j -0.000529311-0.00155595j 0.00196778+0.00178462j -0.000808872+0.000270529j -0.00774257+0.00466373j -0.000606098+0.00368453j 0.000423076-0.000263353j -8.27244e-05-0.00303149j 0.00248667+0.00330133j -0.00245453-0.000504272j 0.00240763+0.00185996j -0.00101095+0.000676173j -0.000613763-0.000591653j -0.000328712+0.00338711j -0.000755696+0.00085311j -0.00193566-0.000780827j -0.000867107-0.00100363j -0.00342252-0.00171644j -0.00112617+8.13713e-05j -0.000209197-0.00151086j -0.00222397+0.000279119j -0.00169123+0.000914505j -0.000186943-0.000888899j -0.00152018+0.000386361j -0.00199404-0.00107662j 0.000413138+0.000466916j 0.00123047+0.000806082j -0.000411932+0.00057036j 0.00109817-0.000261874j -0.00145321+0.000128457j -0.00139387+0.00189058j -0.0012487-0.000473382j 0.00150331-0.00043822j -0.00350298-0.000687334j 0.00198735+0.00467422j 0.000176943+0.000187756j -0.000532721+0.000436992j 0.00269404+0.000696417j -0.000369006-0.00241065j 6.29118e-05+0.000140647j 0.00130046+0.00122431j 0.000783194-0.00159952j 0.00153571-0.00141633j 0.00131573+0.00164967j 
-0.000134769-0.000786042j -0.000733595+0.000258282j -3.39691e-05-0.000352778j 9.35425e-05+8.19661e-06j -0.00384027+0.0023533j -0.00213576-0.00285396j -0.000114058+0.00110993j 0.00109217-0.000271767j 0.00307308+0.000109811j 0.00258035-0.00453312j 0.00326498+0.00223574j 0.000762564+0.000869052j 0.000695228+0.000134922j -0.00180612+0.000227812j 0.000598691+0.000673186j -0.000680984-0.000276984j 0.000702547+0.000617197j -0.000427551+0.000107757j 9.31117e-05+0.00195403j 0.00205848+0.00217279j 0.00164709+0.000434523j -6.31561e-05+0.000437961j 0.000972634+0.000423793j -0.00159095+0.000961023j -0.000647031+0.000143864j 0.00132027+0.00275616j -0.00148437-0.00326685j -0.000608335+0.000301531j 5.5008e-05-0.0012171j 8.98701e-05-0.000396829j -0.00185397+0.000803559j 0.00158969-0.000168075j -0.000531776-0.00192605j -0.000325807+0.00136744j 0.000771327+0.000134968j 0.000682258-0.00143056j -0.00149465+0.000654614j -0.000829836+0.000885123j -0.000681157+0.000112673j 0.0002244-0.000917786j -0.000605204-0.00107822j -0.000361019+0.000966577j -0.0014716-0.000683348j -0.000399664-0.000669475j 0.00162066-0.00089905j 0.000779154+0.000136598j -0.000726674+0.00278967j 0.000593316-0.00119985j 0.000697929+0.00161265j 0.00093849+6.21898e-06j -0.00106881+0.000195448j -0.000767609+0.000393937j 0.00202939+0.000947173j -0.00170423+0.000304365j -0.000208745-0.000162981j 0.000125239+0.0012833j -0.00134508+0.00198716j -0.000126569+0.000872854j 0.00176704-0.000756785j -0.000121967+0.000185991j -0.00113103+0.000132016j -0.000743654-0.00242825j 0.000552256-0.000703245j 0.000687146-0.000234976j -0.000110904-0.000723209j -0.00107924-0.00200574j -0.000778078+0.00209982j 0.00140162-0.000247108j -0.00104567+0.00117037j 5.83548e-05-0.000311421j -0.00101273+0.000422657j 0.00116937-0.000272277j 0.0018342+0.000732829j 0.000791848-0.000526864j -0.000253611-0.000513531j 0.000601557-0.000293929j 0.00035887+0.000521451j 
