0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
0.00339081-0.00057429j -0.000420438-0.00345717j 0.000598913-0.00136081j 0.00159065+0.000617115j -0.000177804-0.000432271j 0.000978791+0.00076271j 0.00156797-0.000102006j 0.000777997-0.00191882j -0.000651291-0.000893102j -0.00109449+0.000141646j -0.00208599-0.000988141j 0.00175339+0.000609178j -0.00095039-0.00249061j 0.00157182-0.00111037j -0.000713587+0.00285323j 0.00202018-0.000308065j -0.00283872-0.000107198j -0.000863273+0.000271602j 0.00183876+0.00194651j -0.000409328-0.000676081j 0.0016878-0.00291966j 0.00116989+8.00162e-05j 0.000158123-0.00248154j -0.0026866-0.00354622j 0.000174118+0.00141146j 0.00105509-0.0022215j -0.000577454-0.000454948j -0.00282525+0.00281489j -0.00172762+0.000674898j 0.00129384+0.00129139j -0.00185031+0.000857061j 0.00109455+0.0015804j 0.000473082-0.00143899j 0.000650645-0.000856113j -0.000585506-0.00233347j -0.000635556-0.00275672j -0.00193379+0.000621881j 0.00352911+0.000234145j 0.00460355+0.00322071j 0.00125472+0.00252186j 0.00165707+0.00163774j 0.000524621+3.16618e-05j -0.000130618+0.000829138j 0.00135692+0.00174506j -0.00428192-0.00190047j 0.00149709+0.00132484j 0.000207226-0.000595616j 0.00215505+0.00329158j 0.00214237+0.000302038j -0.000862275+0.000859438j -0.00313907+0.0034232j -0.000500267+0.00270628j -0.00080358+0.00205235j 7.91841e-05+0.0015571j 0.00226621+0.000683625j 0.00391617-0.00196637j -0.000500134-0.00217639j 0.000787934+0.00187148j 0.000561559-0.000807205j -0.000612775-0.000930596j 0.00230493+0.00187767j -0.000974428+0.000515024j 0.00305832+0.000693185j -0.00175816-0.000325672j -0.000138867+0.000294716j -0.000592719+0.00123445j 0.00254271-0.000550134j -0.00327625-0.0021594j 0.00170943-0.000650026j 0.00310807-0.00323753j -0.00291866-0.00293324j -0.000944014-0.000427778j 0.00205902+0.000467268j -0.000267926+0.00121642j 0.00172911+0.000582902j -0.000580706+0.000854127j -0.000928191-0.000624361j 
0.00683815+1.72365e-05j 8.50038e-05-0.00692133j 0.00135348+0.00149597j -0.00147923+0.000875227j -0.00206734+0.00328925j -0.00333997-0.00143022j -0.00142224+0.00170859j 9.0851e-05+0.00216822j 0.00480518+0.00231161j 0.00172115-0.00250965j -0.00189514+0.00312655j 0.00173509-0.000410918j -0.00321928+0.00166924j -0.000323588-0.0026326j 0.00423697+0.00319922j 0.00201413-0.00061322j -0.000126854+0.00297225j -0.00149591+0.000250651j 0.000720345+0.00179258j 0.00526128+0.00405132j 0.00208371+0.00288108j 0.00073224+0.00218988j -0.00104951+0.00112017j -0.00568383+0.00120083j 0.000561699+2.29868e-05j -0.00114973+0.00172737j 3.65078e-05-0.00557612j 0.000620865+0.00255768j 0.00155172-0.00137079j -0.000532991-0.00206861j -0.00214344+0.000796043j 0.00408672+0.003622j 8.21872e-05-0.00472193j -0.00187123+0.000982874j 0.000722648-0.000758998j 0.00190174-0.00214896j -0.00297065-0.000622502j 0.00104558-0.0014866j 0.00277965-0.00079822j 0.00182401-0.00202974j -0.000895875+0.00216956j -0.00100751-0.00245725j -0.00217769+0.000539055j -0.000857346-0.000756375j -0.000849796+0.000740792j 0.00204635-1.31532e-05j -0.00647264+0.00129692j 0.00393109+0.000220857j 0.000920878+0.00316252j 0.00235095+0.00256049j 0.000676962+0.000473503j -0.00393008-0.000544643j 0.00120486+0.00397675j -0.00107497-0.000407621j 0.00276647-0.00121153j -0.0019929-0.000462453j 7.51326e-05+0.00437202j -0.00273798+1.38223e-05j 0.00245293-0.000593538j 0.00133718-0.00239656j 0.00290576+0.000896063j -0.000381222-0.00170164j 0.00381707-0.00282246j 0.00238576-0.00154189j -0.00137015+0.000658265j -0.000995639+0.00107572j 0.00309996-0.000724247j -0.00108198-0.0011201j -0.0019785+0.00382675j 0.00109755-0.000364636j -0.00161579+0.000568528j 0.000760077-0.00112513j 0.00356128-0.000267967j 0.000685206-0.000324679j 0.000636179-0.000735853j 0.00014876-0.00150216j 0.00146647+0.00013508j 
0.000191388-0.00146672j -0.00143328-0.000140004j -0.00197632+0.00108994j -0.00121579-0.0018807j -0.00213885+0.00128295j -0.000461337-0.00187189j 0.000150773-0.000223771j 0.000656142-0.00132798j -0.000305209-0.00250502j -0.00133929-0.000107061j -0.000181906-0.000857882j 8.97006e-06+0.00162093j 0.000798355-0.00143041j -0.000244497-0.000571782j -0.00155104-0.00244086j 0.000164777+0.00144337j 0.00330387-0.00243059j -0.000708606-0.00135733j -0.00173916-0.000910499j 0.000563344-0.00126462j -0.00168272+0.000944226j -0.000235106-0.00213972j 0.000964559-0.000703956j 0.00224555+0.000326299j -0.00116144-0.00209946j 0.000477992+0.00237806j 0.000669136+0.00171046j -0.00213877-0.000133848j -0.00048954+0.000240687j 0.000179784-0.00193623j 0.00134623+0.00107932j -0.000468299-0.0028452j -8.23161e-05+0.000441943j 0.000320748-0.00221983j -9.6097e-05+0.000171631j -0.00149416-0.00150753j 0.00196308-0.00131527j 0.000539046-0.00162944j 0.000807986-0.000717558j -0.000328018+0.000146773j -0.000861618-0.00162787j -0.00197462+0.00275793j 0.000727384-0.000294021j -0.00092419+0.000671035j 6.74679e-05-0.000375825j -0.00107058+9.34058e-05j -0.000892524-0.00120321j 0.000475265-0.00070803j 0.00213345+0.00042721j -0.000634376-0.000524248j -0.000497392+0.00115263j 0.000914248+0.00100053j -0.00087576+0.00105971j 0.000368425-0.00103298j -5.15079e-05+0.000273228j 0.00341501-0.00230667j 0.000110438-0.00014047j 0.00209789-0.000260841j -0.00250789+0.000412014j 0.00132808+0.00182338j -0.00138719-0.00166865j -0.000375894+0.000120428j -0.00116698+0.00207668j -0.00129609+0.000512671j 0.00134263+0.00242552j 0.00222599-0.000539568j -0.000152693+0.000146493j 0.000477818+0.000388211j 0.000144899-0.000120257j -0.000146137-0.000295456j -0.000582451+0.000960891j 0.00152508+0.000376601j -0.000166184+0.000973857j 4.36781e-05-0.00150068j -0.00152469+4.50194e-05j 0.000432892-0.000720503j 0.00073718+0.000379609j 
0.00357308-0.00477034j -0.00464412-0.00372467j -0.00223771+0.000228555j 0.000236525-0.00295223j -0.00374798+0.000693672j -0.000300299+7.50315e-05j 0.00619125-0.000559417j -0.00176782-0.0062454j -0.00142114+0.00436085j 0.000649511+0.00367093j -0.007831-0.000698903j 0.00189232+0.00079563j -0.00087767-0.00445927j 0.00614012-0.00231665j -0.00044617-0.00336958j 0.00314195+0.00129439j 0.00181403+0.000849187j 0.0049387-0.000330262j -0.000797034+0.00338125j 0.00444854+0.00209368j -0.000258831+0.00182479j -0.000873229-0.0026904j 0.00279023-0.000212008j 0.00028442+0.00168658j 0.00300484-0.000308797j 0.00152759-0.000309094j 0.000401742+0.000792032j -0.00156325+0.00301375j 0.000815916+0.000221875j 0.000106446-0.00503569j 0.00135865+0.00108815j 0.00156145-0.000897698j -0.00456919+0.0011955j -0.00174802-0.000163209j -0.00236775-0.00219107j -0.00328763-0.000455898j 0.00112605-0.000555626j 0.00232103-0.00556235j 0.00429358-0.000589333j -0.000630942-0.000130853j -0.00144651+0.0005925j -0.00378317+0.00268605j 0.00158888+0.000690921j 0.000346852+1.57299e-05j -0.000848939-0.00169162j -0.000299513-0.0056669j -0.00447535-0.0031001j 0.00240339+0.00195622j 0.0038893+0.00114649j -0.0023031+0.0033184j 0.00240882+0.00248439j 0.00175726+0.00145594j -0.00272725+0.00249156j -0.000816669-0.000207592j -0.000221324-0.00315245j 0.00280749-0.00453357j 0.000160603-0.00087735j 0.00248559+0.00130663j -0.00353255-0.00191745j 0.00225374+0.00300664j 1.32742e-05+0.00101266j -0.00232143-7.71649e-05j -0.000803072+0.00240773j -0.00318066-0.00266689j 0.00156423+0.00343029j 0.000214742-0.00124395j -0.000690456+0.00109287j -0.000593981+0.00183136j 1.34035e-05+0.00145177j 0.00144492-0.0031721j -0.0030963+0.00075743j 0.00217791-0.000910214j 0.00296235+0.00156737j 0.00176337-0.00246421j -0.00167567-0.00166451j -0.000382189-0.0025398j 0.00244862-0.000392259j 
0.000385973-0.00127855j -0.00130303-0.000201484j -0.00625731+0.00348692j -0.00329377-0.0058386j 4.46268e-05-0.00123221j 0.000650708-0.00161842j -0.00350161+0.000717074j 0.00244098+0.00353492j 0.00135533-0.00160278j 0.000671122-0.000651847j 0.000228629+0.000716429j 0.00073957+0.00277925j 0.00105393-0.000352584j -0.00211783+0.00219698j 0.000463603-0.00174957j -0.00258816+0.00167449j -0.00139606+0.00054814j 0.000639255-0.00162646j 0.00370251+0.00240003j 0.00206997+7.99964e-05j -0.00228865-0.000654909j 0.00130903-0.000217134j -0.00190179+0.00011089j 0.000809861+0.00314947j 0.000264087+0.00203499j 0.00171594-0.00207277j -9.37074e-05-0.00194752j 0.00151632-0.000800793j 0.000883269+0.00134577j -0.000949957-0.00140911j 0.000154586+0.000477113j 0.00193907-0.00109319j 0.00172199-0.000341485j -0.0041829-0.000403837j 0.000528826-5.86994e-05j 0.00223191-0.00177931j -0.000566078-0.000750185j 0.00113964-0.00209591j 0.000856701-0.00269556j -7.61606e-05-0.00151762j -0.0007279+0.00199344j -0.000648158+0.0001973j -0.0016586-0.00195681j -0.000657192-0.00290408j 0.000339518+0.00173739j -0.0019065+0.00150944j -0.00225556+0.000536256j -0.000135763-0.000758579j 0.0014463+0.000388261j 0.00106516-0.00268629j 0.00287765+0.00164418j -0.000540115-0.000683754j 5.26274e-06+0.000905212j 0.000425203-0.00212374j 0.00228178-0.000923461j 0.000373331+0.00237645j 0.00199613+0.00348308j 0.00141912-0.00061949j 0.00109589+0.00142481j -4.25176e-05-0.000902869j -0.0018218+0.0024584j -0.00272282+0.000347843j 0.00119597-0.00270781j 4.84204e-05-0.00294723j 0.000259312-0.00155836j -0.000579419-0.000770504j -0.00286869-0.000944621j -0.000674107+0.00167083j -0.000374507+0.00209881j 0.0012917+0.00233486j 0.00101405-0.000181715j 0.000621353+0.00142884j -0.00235935-0.000886855j -0.000192329-0.00315413j -0.00335388-0.000134122j 0.000661218-0.00112637j 0.001213+0.000526407j 
-0.00217016-0.00121239j -0.00111666+0.00199309j -0.0010511-0.00316518j 0.00278876-0.00159188j -0.00222832+0.00240774j -0.000465473-0.000440222j 0.00196892-0.000877604j -0.000492175-0.00113479j 0.00503788+0.000216461j 0.00307978-0.0022695j -0.00225065+0.00459298j 0.00149447+0.00158987j 0.00120283-0.00143912j 0.000553981-0.00433084j 0.000605968+7.67469e-05j -0.000567135-0.00126214j 0.00236037+0.00327599j 0.000226635-0.00115217j 0.00326843+0.00047649j 0.00306513-0.0034314j 0.00198788+0.00200776j -0.00308457-0.00175066j -0.000402812-0.0012972j -0.0015077+7.90723e-05j 0.000834567-0.00158295j -0.000317496-0.00352663j -0.00219649+0.00010863j -0.000369248+0.00387143j 0.000342853+0.00205769j -0.00298661-0.00231271j 0.000608605+0.000960092j 0.00164991-0.00196559j -0.00170674+0.0012715j -0.0015763+0.00277559j -0.00327318-0.000838805j -0.000592455+0.000148529j -0.000223001+0.000758797j 0.000777881+0.000347462j 0.00249777+0.000374025j -0.00201672-0.00150099j 0.000191947+0.00151959j 0.000994639-7.57995e-05j -0.00236881+0.00022862j 0.001848-0.00289498j -0.000469345+0.000825248j -0.00245175-0.00197763j 0.000285572+0.00124895j 0.000349754-0.000560023j 0.00057477-0.000213781j -0.000521455+0.0016821j 0.00187484+0.000780333j 0.00361294+0.00248185j -0.00109569+0.00453337j 0.00133544-0.000118984j -0.00194283-9.02234e-05j 0.00108374-0.000758451j 0.00157501+0.00227713j 0.00113053+0.000484743j 0.00280528-0.00198519j 0.00330997-0.00295262j 0.0036528-0.000811987j 0.00163751+0.00387294j 0.000985667+0.00180228j -0.000593714+0.00125497j 0.00240305-0.000699503j -0.00177763-0.00245198j -0.00115282+0.00111653j 0.00132185+0.00212068j -0.000306192+0.000235519j -0.00127644-0.00108351j -0.0007108+0.00166802j -0.00025067+4.47522e-05j 2.44197e-05-0.00100045j 0.000773727-0.00113492j -0.00096058-0.0010007j -0.000627144+0.000607779j -0.000752889-0.000573729j 
-0.00229587+0.00123136j 0.00123967+0.00232671j 0.00180364-0.000491585j 8.01109e-05+0.00181836j 0.000772945-0.00120345j 0.00226092+0.00169317j 0.00145154-0.00177562j -0.00072919-0.000344597j -0.000811437+0.00130244j 0.00361327+0.0038236j -0.0025073+0.00180765j -0.0024875+0.000564196j 0.00124119+0.00224575j 0.000550768-0.000971427j 0.00330906+0.00316473j -0.00362301+3.97158e-05j -0.00364358+0.00372977j 0.00146314-0.000120106j 0.00243954+0.00356016j 0.000668479-0.00131266j 0.00210764-0.00272271j -0.000460565-0.000353325j -0.000982278-0.000886283j -6.61288e-05+0.00022874j 0.000513775+0.00363553j 0.000789118-0.0020405j -0.00258737-8.44321e-06j 0.000711664-3.45389e-05j -0.00137118+0.000198503j 0.000436699+0.00235298j -0.00215737-0.00220648j -0.000925862+0.0027457j -0.00103321-0.00034156j -7.88191e-05+0.00251926j 0.00011844-0.00198014j 0.00146413+0.00259516j -0.0021918+0.0028628j -0.000651166+0.00523904j -0.00207413+0.00272709j -0.000305126-0.00112062j 0.00295248+0.00130403j 0.00172546-0.00225375j -0.00252911-0.00196994j 0.00338522-0.000413787j -0.000770028-0.00131973j 0.00103715-0.00100155j 0.00197805+0.00102904j -0.00200903+0.00110723j -0.00297372+0.000558202j -0.00102271-0.000875427j -0.00097092-0.00185275j -0.000661242+4.61004e-05j -0.00148776+0.000213353j 0.000148397+0.00295906j -0.00177138+0.000490623j -0.00200364+0.00240989j -0.000685002+0.000424129j 0.000813183+0.000287033j 0.00318707-0.000901123j 0.000825684+9.75218e-05j 0.00218082+0.00370824j -0.00234888+0.00244136j -0.000197403+0.000805598j 0.0015658+0.000356735j 0.00148803-0.000688434j -2.25808e-05-0.00308746j -0.00204367-0.000333332j -0.000524512-0.00026027j 0.000335262-0.00243292j -0.00191233-0.000628781j -0.000457793+0.000367221j -0.000828547+0.000752645j -0.000396329-0.000381955j 5.85165e-06+0.00220465j 0.00203213+0.00019567j -0.000188583+0.00111103j -0.00110749-0.000165136j 
-0.00289267-0.00255466j -0.00246611+0.0026155j -0.00134276-0.00527761j 0.00522398-0.00171154j -0.00256539+0.00317532j -0.000855071-0.00269191j -0.000462424-0.00278084j -0.00448972-0.000431259j 0.00171288+0.00209372j -0.000689189-0.00282066j 0.000145935-0.00043587j 0.000617738-0.00165459j -0.00118063-0.0011449j 0.000175151-0.00249948j -0.0013204+0.00131999j 0.000370807-0.00493441j 0.00116858-0.00146041j 0.00240052-0.00026436j -0.000440451+0.000745817j 0.00299234+0.000984727j 0.00169023-0.000959789j -0.000843616-0.000180109j 0.00251065-0.00155158j -0.00324103+0.000243243j -0.00049331-0.000783374j 0.00139702-0.00107799j -0.00182651+0.00231223j 0.000559439+0.00348874j 0.000878893-0.00037303j -7.1615e-05-0.00140398j 0.000815648+0.000360661j -0.000287174-0.000283746j -0.00122227+0.00295583j 0.0018873+0.000404052j -0.00248288+0.000112831j -0.000587002+0.0023671j 9.58585e-05-0.0011833j -0.000537226-0.000625854j 0.00212741+9.78642e-05j 0.00144619+0.00142452j -0.00253861+0.00052392j 0.000691781+0.00179126j 0.00115172+0.000985258j 0.000154824-0.000966761j -0.00299239-0.00183803j -0.0021351-0.00196834j 0.000811521+7.06395e-05j 0.000830576-0.000722963j -0.00171732-0.00174182j 2.00043e-05+0.00290758j 0.000784645+0.00148361j 0.00367949-0.00132973j 0.000360519-0.000948463j 0.000477957+0.00206624j -0.00224779+3.28086e-07j -0.000119862-0.0017332j -0.00445492+0.00303429j -6.97814e-05+0.00119226j -0.0013502-0.000624405j 0.00259278+0.000800968j -0.00119056-0.000557265j -0.00120841-0.00116588j 0.00137723+0.00282799j -0.000307608+0.000445216j 0.00351928-0.000944023j -0.00342889-0.00319136j 0.00123903+0.000579747j -0.000446799-0.000830532j 0.00136723-0.000156016j -0.00298727-0.00266726j -0.00219232+0.00412877j 0.000870759+0.000418357j 0.000830944-0.00146011j 0.0026211-2.32502e-05j 0.000579013-0.00302441j -0.000874267+0.000340801j -0.000504893-0.000792988j 
-0.00140247-0.00297533j -0.00306504+0.0013665j 0.000589217+0.000884118j -0.00113033-0.000375885j -0.00124955-0.00150948j 0.000707285+0.000341231j -0.000331272+0.00021143j 0.000890072+0.00349974j 0.00507464+0.000861903j -0.00232852+0.0024297j -0.00338074+0.002481j 0.00393444-0.00123436j -0.000419903+0.00236037j 0.00231004+0.0036379j -0.000570174+0.004042j 0.00255618-0.00107827j 0.000657928-0.000665388j -0.000606389-0.00203394j 0.0016531-0.000362876j 0.00297381-0.000784056j -0.000326793-0.00182142j 0.000488425+0.00230492j 0.00582706-0.00559464j 0.00617662-0.00555495j -0.0011219-0.0023415j 0.00279416+0.00246922j 0.000290814-0.00430875j -0.00895107-0.00471213j -0.00729136+0.00483965j 0.00180685+0.00510189j 0.00054868-0.00209633j -0.00031989+0.00428825j 0.00583474+0.0053232j -0.00198664-0.000538514j -0.00125244-0.00339688j 0.000301221-0.00254266j 1.8163e-05-0.00323305j -0.00208625-7.5501e-05j 0.00326922+0.0103827j 0.00142738+0.00543337j 0.00149136+0.00103897j -0.00181995+0.00624342j -0.00073028-0.00220763j -0.000598431+0.000434365j -0.0028037-0.00927602j -0.00554991+0.00388909j -0.00317293-0.00178771j 0.000871525+0.00510333j 0.00104241+0.00308525j 0.00220986-0.00406013j -0.0106038+0.00210255j -0.00538005+0.00252235j 0.000503403+0.00123848j 0.00126041+0.00097631j 0.00769366+0.00175992j 0.00255141+0.00470737j -0.0019176-0.00356661j -0.00249559+0.00111737j -0.00402937+0.00213941j -0.00030684+0.00108782j 0.00190325-0.00174714j -0.000640879+0.000668409j 0.00257049+0.00282216j -0.00251673-0.00396298j 0.00139851-0.000269528j -0.00220613+0.00337208j 0.00137683-0.00153638j -0.00279202+0.00273915j -0.00296812+0.00307747j 0.00131508+0.00215715j -0.000744921-8.43008e-05j 0.000636574+0.00164211j -0.000524807-0.000420618j 0.00133578-0.00064898j -0.000232449-0.00174712j 0.00158456-0.000478254j 0.000502894+0.00166398j 
-0.00142909+0.00057005j 0.000508997+0.00147133j 0.00136567-0.00219487j 0.00190152+0.00147044j 0.00220151+0.000469916j -0.00121396+0.00204955j -0.00160374+0.00190461j 0.00238251+0.00386091j 0.00311127-0.000563552j 0.000675414+0.00102414j 0.000318292+0.000665421j -0.000121469-0.00183775j 0.00214169+0.00094297j 0.00313448+0.000626665j 0.00361913-7.95289e-05j 0.00175865-0.00170979j 0.00196198-0.00259482j 0.000311078-0.000341932j -0.00225509-0.00228966j 0.00536312+0.00290718j -0.00245148+0.00231766j 0.00260059+0.00419052j -0.00192588-0.00181314j -0.00228236-0.00113936j -0.00149882+0.00131964j 0.00102182-0.0014523j -0.00198396-0.00170084j -0.000452677-0.000134216j 0.0022824+0.00339969j 0.00283446-0.000218429j -0.00207006+0.000725752j -0.000310618+0.000968744j 8.59929e-05-0.00081092j 0.00260563+0.00319956j -0.00092481-0.000270392j 0.00337688+0.00711326j 0.000302318+0.000336195j -0.00291296+0.00761506j 0.00183651+0.00173445j 0.00142502-0.00237595j -0.00161755-0.00140508j 0.00352116-0.00400602j 0.00126248+0.0014642j 0.00180799+0.000759711j -0.000148965-0.000946135j -0.000230511-0.00210017j 0.00115531+0.00102122j 0.00061684+0.00207498j -0.00048783+0.000997716j -4.5367e-05-0.000562454j 7.80993e-05+0.000133094j 5.83185e-05-0.00324207j 0.000163778-0.00216006j 0.000159651+0.0011839j -0.000634781-0.000655118j -0.00400102+0.00297192j 0.00208533+0.00119653j -0.00498841+5.97429e-05j -0.000797714-0.000130022j 0.000459127-0.000596739j -1.59916e-05-0.00150344j 0.000840283-0.000908537j -0.00279322+0.000971508j 0.00218181-0.000538035j -0.00225509+0.00197563j 0.000379594+0.00151642j 0.00136462+0.00071969j 0.00103049-0.000873481j -0.00277313+6.08e-06j -0.000521489+0.00323764j 0.00204833-0.000691464j -0.000493988+0.000334264j -0.000686594+0.000168819j -0.000958304+0.00199706j 0.00188313+0.00117496j -0.000570579+0.000913639j -0.000835538-0.00052488j 
0.000332434-0.00142434j -0.00127772-0.00029615j 0.00258212-0.00131405j 0.000698353+0.00247057j -0.00302709-0.000318626j 0.00314104-0.000997774j -0.000149903-0.00230048j 0.0023733+0.000632403j 0.00399536-0.00442599j -0.000375654+0.00329599j -0.00358327+0.0012973j 0.00179101-2.74394e-05j 0.00331905-0.00119214j 0.00621061-0.00254382j 0.00573284+0.00163487j 0.00421174-0.00136136j 0.00369804-0.000791935j 0.000386015-0.00220077j 0.00171248-0.00140342j 0.00912827+0.00282529j -0.00172236-0.00161836j 0.0071827+0.00410946j -0.00494991-0.00239304j -0.00300342-0.0046451j -0.00134643+0.0031079j -0.00050428-0.00366666j -0.00524039-0.00175448j -0.000579569+0.00331384j 0.00330725+0.00494734j 0.00343563+0.00246392j -0.00530862+0.000389167j -0.00188077-8.32249e-05j 0.000145977-0.0039247j 0.00386821+0.00648372j 0.00096165-0.00141071j 0.00349897+0.0123407j 0.00103823+0.00278484j -0.00170776+0.0145319j 0.00192383+0.00253931j 0.00102002-0.000963746j 3.58869e-05-0.00102759j 0.00430661-0.00899111j -0.00147157+0.00049654j 0.00403589-0.000178471j -0.00293169-0.00393631j 0.000753863-0.002769j 0.00339254-0.000266066j 0.00183897+0.0052105j 0.00122379+0.000811646j -0.00238421-0.00254198j 0.000683351-1.48104e-05j 0.00186469-0.00572231j 0.000354909-0.00120769j -0.000374882+0.00236499j -0.000895559-9.15125e-05j -0.00661705+0.00325191j 0.00262529-0.00333536j -0.00259764-0.0011961j -0.000446011-0.00141842j -0.00103446-0.000953091j 7.97794e-06+0.00146404j -0.00126549-0.000865844j -0.00237893+0.00193031j 0.00356145-0.00168378j -0.000784668+0.00173862j -0.000751882-0.00194519j -9.35606e-05+0.000941483j -0.00109556-0.00143566j -0.00308795-0.00212343j -0.000926003+0.00188047j -6.60118e-05-0.00169002j -0.00185566+0.00150584j -0.000505502-0.000505405j -0.000253535+0.00179622j 0.00191281+0.000867838j -0.00091299+0.00197651j -0.00197516-0.000940171j 
0.000420351+0.000283418j 0.000168499-0.000481161j 0.000613498+0.0010687j -0.000852882-0.000137501j -0.0023728-0.00207517j 0.000140692-0.000157508j 0.00264349+0.00186604j 0.000682276-0.000599138j 0.00297777+0.00422135j 0.00177375-0.000467627j -0.00273922+0.0018836j 0.00185739-0.000460932j -0.000618568-0.00284351j 0.00157282+0.000128348j -0.00147012+0.000810576j -0.000594539-0.00286348j -0.00488862+0.00490536j 0.00361471+0.00164413j 0.00206825+0.00509604j 0.000245583+0.000710264j 0.00258988-0.000389767j -0.000500479-0.000666268j 0.00207427+0.00236524j -0.000782673+0.00134047j 0.00547708+0.00117179j 0.000101255-0.0027673j 0.00144004-0.00238242j 0.00142233-0.00160035j -0.00215739-0.0023118j -0.00116219-0.000509918j 0.000179943+0.00037327j 0.00255733+0.00121711j -0.00468139+0.00216603j -0.00260731-3.9298e-05j -0.000669528-0.00184447j 0.00213173-0.00202278j -0.00178406+0.00195344j -0.00030161+2.83885e-05j -0.000770381+0.000303577j -0.00130827-0.000613127j 1.81137e-05+0.00119788j -0.000606513-0.000902j 0.00117491-0.00184117j 0.00281263-0.0020843j 0.00234064+0.00159004j -0.000505381-0.00423114j 0.00214393+0.00012784j -0.00179565-0.000983512j -0.00245413+0.000344476j 0.00228658+0.00391282j 0.000946375-0.00138575j -0.000918619+0.000856235j -0.00251074+0.000570463j -0.000365604+0.00211639j -0.000819898+0.00180598j -0.00166453+0.00133643j -0.000454431+0.00151196j -0.000833164+0.00217592j 0.00327008+0.000320857j -0.000440556-0.00111602j 0.00204291+0.00364038j -0.00212184+0.00131399j -0.000105468-0.00106885j -0.000357918-0.000231447j -0.000384783-0.00124061j -0.00210243-0.00176404j -0.00394695+0.00117576j -0.000220616+0.00259774j -0.000816753-0.00245142j 0.00111782-0.000588696j 0.000887398-0.00271774j -0.0010549-0.000710118j 0.000324113+0.00147725j -0.00122568+0.000494856j 0.000269511+0.00152851j 0.000697659+0.0005048j -0.00049026+0.000834001j 
