0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
-0.00182619-0.00238184j -0.00141437+0.00113596j -0.000985234+2.48241e-05j 0.00163855+0.000158047j -0.00547102-2.76239e-06j -0.00320154-0.00218328j -0.00115142+0.00064521j -0.000424656+0.00259088j 0.0027016-0.000495353j 0.00549761+0.00109628j -0.00742689+0.00143079j 0.00377491-0.00807486j 0.00139739+0.000884578j -0.000456286+0.00345785j 0.00614209-0.00716125j 0.00545821-0.00700575j -0.00116394-0.00181439j -0.000534745+0.00276115j 0.000394448+0.00404837j -0.00497595+0.00610918j 0.00391969+0.00524368j -0.000321875-0.000988565j 0.00167931+0.00111137j -0.000177522+0.000965596j 0.0034859+0.00602071j -0.00164659+0.000493244j -0.00466215+0.000622471j 0.00708201-0.000506416j -0.000527716-0.00145811j -0.00462883+0.00108756j -0.00194744+0.000742653j 0.00133959-0.000446131j -0.00436811-0.0046327j 0.00349069-1.14831e-05j 0.00103447-0.00296341j 0.00423843-0.000453329j 0.000916964-0.00163536j 0.00873356-0.00460647j -0.003033+1.67607e-05j -0.00957872-0.00724064j 0.00515873+0.00204611j -0.00120822-0.0030863j 0.00048649+0.00300132j -0.00039805-0.00415946j 0.00318595+0.00297615j 0.000568288+0.00429484j -0.00158904-0.00355929j 0.0058465+0.0034704j -0.00320691-0.0050206j -0.00662712-0.000964032j -0.00534162+0.000915732j 0.00468415-0.00289715j 0.00256132+0.00260282j -0.002169-0.00783853j 0.00297039-0.00418247j 0.00255525-0.00208653j -0.00207546+0.00781652j -0.00248499-0.00245082j 0.00716022-0.000297976j -0.00598741+0.00269901j 0.00226176-0.00226155j -0.000779151+0.00104845j -0.00524864+0.00568233j -0.00337369+0.000608054j -0.00211883-0.000119334j -0.00175945+0.0013861j -0.000870083-0.00066945j -0.00150023+0.00339628j 0.00139697+0.000285009j 0.0039146+0.000300587j 0.000794536-0.00168862j 0.00216386+0.00463571j -0.00076134-0.00141692j -0.00196343-1.30395e-05j -0.000820393+0.00296258j -0.003213+0.00371313j -0.00187266-0.000698096j 0.00429937-0.000760699j -0.000365263-0.00015607j 0.00351769-0.000534822j 2.51417e-05+0.00119198j -0.000110919-0.000102482j 0.00060791-4.00291e-05j -0.000571634+0.004055j -0.00299601-0.00395639j -0.00282184+3.36474e-05j 0.00254706+0.0014625j -0.00149032+0.00357762j 0.00030021+0.00170257j 0.00146532+0.00322867j -0.00210656+0.000615999j 0.00198683-0.00287233j 
0.00257335+0.000603757j 0.0030964-0.00480936j -0.00217595+0.0021545j -0.00312632-0.0017916j 0.00497275+0.00195139j 0.00288774+0.00379935j 0.00179704-0.00181888j -0.000283877+0.00382675j 7.72907e-05+0.00246284j 0.000535127-0.00267518j -0.00698186+2.07244e-05j -0.0027214-0.00403645j 0.00101405-1.49735e-05j -0.00789205-0.00127956j -0.00114999+0.00225804j -0.00282485+0.00110302j -0.00192463-0.00447597j -0.000444124-0.000973631j -0.00127769+0.000385464j -0.000131364-0.00146242j 0.00387367+1.24646e-05j 0.00584809+0.00495276j 0.000428296-0.0039979j 0.002678+0.00036865j 0.00176806-0.000941284j 0.0037027+0.00224067j -0.00187489+0.00467203j -0.00487634+0.00855576j 0.00724177-0.00351919j -0.0106432+0.0084212j -0.00187753-0.0034047j -0.0100886+0.00379855j -0.000572845+0.00349155j 0.00688829-0.00323008j -0.00455279+0.000370073j -0.00341776-0.00722648j 0.00903257-0.0043746j 0.00138997-0.00501235j 0.00201316-0.000148195j 0.00429446+0.00120977j -0.00180005-0.00610077j -0.00973812-0.000529258j 0.00226019+0.00121946j 0.00255775+0.00224799j -0.00129624+0.000933069j -0.00252505+0.00225385j -0.00186237+0.00130607j 0.00297464+0.00347005j -0.00475445+0.000575741j 0.00669574-0.00477995j -0.00050819-0.00330832j -0.000629555-0.00680147j -0.00231938-0.00984444j 0.00316627-0.00244697j 0.00341212+0.00441552j -0.000516696-0.00435913j -0.00133589-0.000689085j -0.00556052+0.00424951j -0.00518531-0.00522102j 0.0106301+0.00831681j -0.00127663-0.00492975j -0.0122126-0.00178121j -0.00413593+0.00517122j 0.00687102-0.00405563j 0.00273578+0.0060958j 0.00146162-0.0077293j 0.0131396+0.00300063j 0.0012002-0.00337391j 0.000848185-0.0125182j 0.00470985+0.0022101j 0.00718784+0.0049864j 0.00191543+0.00412531j 0.00761866+0.00449273j 0.00548283+0.00634921j -0.000304306+0.000505j 0.00154479+0.0107839j -0.00602837-8.26296e-05j 0.0046261-0.0155477j -0.000523074+0.0101429j -0.00326425-0.000734908j 0.00517975+0.0101045j 0.00227246+0.00325974j 0.00729487+0.00170024j 0.00349776+0.00116395j -0.00414057+0.00215096j -0.000995386-0.00770779j 0.0011823-0.00437579j -0.00198568+0.00213004j 0.00525107-0.00536994j -0.000405424+0.00333845j -0.0013049-0.00254687j -0.000977276+0.000579617j 
-0.000325522-0.00148556j -0.00552018+0.00111188j 0.00314037-0.00115872j 0.000967164+0.00195503j 0.00297216+0.00495512j 0.00350477-0.00207339j -0.0049727+0.0069725j 0.00424675-0.0055766j -0.00256979+0.000926107j 0.00149595+0.00289241j -0.00680954-0.00190886j -0.00467441-0.00144668j -0.00192563-0.00293858j -0.00233436-0.00631595j 0.0082084-0.00394017j -0.0082519-0.00128374j 0.00173935-0.0046639j 0.00914914-0.00385664j 0.00763725-0.00519811j 0.00338615+0.00115665j -0.0100042+0.00553606j -0.00824545+0.00482314j 0.00145821-0.00206242j -0.00604739+0.00856039j 0.00178805-0.00135692j 0.00301134-0.00125359j 0.00378003-0.000521585j 0.00414812-0.00344663j -0.00119971-0.00256111j -0.00408442+0.00239574j 0.00233516+0.00934003j -0.00930809+0.00246373j -6.5231e-05-0.00250227j -0.0027686-0.00520065j 0.00758399-0.00681477j -0.0043608-0.00462651j 0.00576052-0.000744108j -0.000280658-0.00826746j 0.0056663-0.000703572j -0.00239085+0.00905068j -0.00973918+0.00154792j -0.00657525-0.00013225j -0.00117561+0.00268378j 0.00191254-0.00728714j 0.001769+0.00326488j 0.00438458+0.00400099j -0.00322802-0.00884121j -0.00348112-0.00358239j -0.00242467-0.0080262j 0.00214384-0.000932421j -0.00140228-0.000684851j 0.00228197-0.00441889j -0.00169914-0.00811601j -0.0076131-0.000515105j 8.7901e-05+0.00219066j 0.00531728-0.00295596j -0.00237782-0.0102949j 0.00323281-0.0039596j 0.00162727+0.000377627j 0.00244691+0.00490073j 0.000840656+0.00826499j 0.0113716+0.000646776j 0.00298023+0.00137289j -0.00582394+0.000596477j 0.00510554+0.00327047j -0.00140352-0.00288768j -0.00868829+0.00445461j 0.0104294+0.0129275j -0.00267473+0.00238899j 0.000167962-0.00391479j 0.00273525-0.00964584j -0.000683459-0.0146359j 0.00182703+0.00240271j 0.00216543+0.000823616j -0.00124027-0.000804885j -0.00501464-4.63965e-05j -0.00122428-0.00830106j 0.00309095+0.0106745j 0.00154545-0.00481389j -0.00324721+0.00182325j 0.00124424-0.00128932j -0.00294483+0.000922524j -0.00832316-0.0020293j -0.00541511-0.00545303j 0.00104378+0.000697624j -0.00959988+0.003713j -7.77096e-05+0.00444632j -0.00394846-0.000675848j 0.00229189+0.000879031j 0.00507518-0.00429472j 0.0016765+0.00017794j 0.00367562+0.00238604j 
0.00427164-0.00218521j 0.00121653-0.00287542j -0.00170806+0.00035219j 0.000454446+0.000964701j -0.00449475+0.00134361j -0.00211342+0.00710806j -0.0032537+0.00122957j -1.21717e-05-0.00206937j 0.00533625+0.00210476j -0.00408889-0.00397889j 0.000183329+0.00271031j -0.000245505-0.00466205j 0.00479995+0.00279542j 0.00161512+0.00142837j -0.00525734+0.00435831j 0.00737464-0.00141444j 0.00384714-0.00279177j -0.00636095+0.0020567j -0.00198745+0.000439355j -0.00355979-0.00145824j 0.00670577+0.00124441j 0.00799449+0.00406043j -0.00341027+0.00540179j 0.0148661+0.00189861j -0.00314515+0.00329809j 0.00216403+0.00426253j 0.00105636+0.00606313j -0.00220448+0.00437784j 0.0080789+0.0021572j 0.00190138+0.00459137j -0.000842136-0.00260262j -0.00186327-0.00801971j -0.00451546-0.000673361j -0.00181631-0.00366523j 0.000993357+0.00140653j 0.00193644-0.00550662j 0.00768989+0.00245542j -0.000850733+0.00880993j 0.00203955-0.00360367j -0.00111294-0.00162353j -0.00255641-0.00141459j 0.0024386-0.00988317j -7.96804e-05-0.0056067j 0.000133021+0.00982169j 0.000245304-0.00137927j -0.00409316+0.0024281j -0.0013069-0.000437894j 0.00618221-0.00754598j 0.000992308-0.000322851j -0.000907758+0.00510599j 0.0045338-0.00777462j 0.00672168-0.00260328j 0.0079515+0.0023679j 0.00448582+0.00455045j -0.00175745-0.00740063j 0.0041804+0.00100604j 0.00364277-0.00462976j 0.00386508-0.000805932j 0.00298645+0.00686571j 0.00494816-0.00568563j -0.00239407+0.00319073j -0.00551522+0.00361534j -0.00557224+0.000619087j 0.00301692+0.00258403j 0.00150734+0.000126181j -0.0048647+0.00256552j -0.000254822+0.00274888j -0.00734625-0.00133908j -0.0015714-0.00129869j -0.00818397+0.00179076j 0.00894096+0.00626952j -0.000236694+0.00740843j -0.00244776+0.00753256j 0.00349484-0.000842747j 0.00065666-0.00181491j -3.59004e-05-0.0026004j -0.00428872-0.00217466j 0.00746401-0.00150334j -0.00175023-0.000258555j 0.00407714-0.00556574j 0.00646767+0.00471799j 0.00380386-0.00350242j 0.0046368+0.00182694j 0.00061038-0.000636179j -0.00138809+0.0034972j -0.0017381+0.000895792j 0.00204392-0.00121099j 0.00585813+0.00328205j -0.000565975-0.000233676j 0.0042496-0.00190687j 0.00132254-0.000921758j 0.00153827+0.00221182j 
-0.00107902+6.41642e-05j -0.00212866-0.000576592j -0.00648431-0.00187787j 0.00419512-0.0002885j -0.00272239-0.0040729j 0.00520126-4.88975e-05j -0.012026+0.00241956j -0.00263685-0.00177459j 0.00202384-0.00256752j -0.0107134-0.00663782j 0.00363701-0.000532724j 0.00719607+0.000761937j 0.00377963-0.00243296j 0.0102549-5.22884e-05j -0.0115431+0.000141389j 0.0160608-0.00407574j 0.00352037-0.00615446j -0.0110761-0.00220701j -0.00344665+0.000467663j -0.0111228-0.000913519j 0.0124013+0.00369453j -0.00754286+0.00290994j -0.0140749+0.00822502j 0.0118628+0.00439588j -0.00515804+0.00612314j 0.00518133-0.00510389j 0.00242573-0.00289177j 0.00692526+0.00121068j 0.00683309+0.00111764j -0.000476961+0.000129521j 0.000737647-0.00373648j -0.00424037+0.00913911j 0.00159314-0.00852678j -0.00711831-0.000674347j 0.005026-0.00385186j 0.00045129-0.000603084j 0.0057882+0.000581919j -0.00122638+0.0208824j 0.00323131-0.00211995j -0.0010326-0.00516608j -0.00488558+0.000741363j -0.00298396-0.00497432j -0.00226512-0.00946086j 0.00303646+0.0157433j -6.95218e-05-0.00245233j 0.00634712+0.00272307j -0.00321367+0.0106651j -0.00336395-0.00944161j 0.00178869+0.00702466j 0.000116775+0.0120708j -0.00544643-0.0038212j -0.00171403+0.00311044j -0.000565826-0.00433689j 0.000686538+0.00375269j 0.00509022-0.00360786j 0.0032669+0.00647152j 0.00173277-0.00614089j -0.0021591+0.00408799j -0.00591244-0.00289583j -0.00523399-0.00854292j -0.00140085+0.00217424j 0.00548376-0.00304381j 0.00217496-0.0116064j -0.00245548-0.00457898j -0.00100522+0.00474519j 0.000480686+0.00191636j -0.00130313-0.00439126j 0.00536172+0.0101977j -0.00343637+0.00405011j 0.00460693-0.00432998j 0.00041609-0.0068805j 0.0018038-0.00934257j 0.00142498+0.000588741j 0.00409082-0.00382058j -0.000780924-0.000160208j -0.0030302-0.00443563j -7.01809e-05-0.00151754j 0.000296899+0.00857664j -0.00148351-0.00442595j 0.000217468+0.00227701j -0.000625402-0.000806642j -0.00426011-0.00010384j -0.00405768+0.0002396j -0.00113212-0.00219153j 0.000266478+0.00226499j 0.000116065+0.00427274j -0.000112556+0.00323799j -0.000797019-0.00175685j 0.000329512-0.000546807j 0.000264073+0.000159301j -0.00070716+0.000686407j 0.000192885-0.000841374j 
-0.00106331-0.0012989j 0.0012995+0.00186935j 0.00173505+0.00540322j -0.000113672-0.00218589j -0.000226532-0.00169529j -0.00470775+3.17151e-05j -0.00326398-0.00599309j -0.00132476+0.00286152j 0.00207228+0.00966439j 0.00431719+0.000827082j -0.00309251-0.00115869j 0.00204889+0.000218688j 0.0022448+0.00145049j -0.00931495-0.000373041j 0.00958205+0.00183343j 0.00700921+0.00471373j 0.0013229-0.00113139j 0.00455021+0.000338233j -0.00467773+0.0038951j 0.00390531+0.00137074j 0.0116432-0.00499911j 0.00066507-0.00118475j 0.00467038-0.000126696j -0.00332697+0.00240187j 2.53039e-05+0.00153706j 0.00500923+0.00131316j -0.00326723+0.000693584j 0.00035878-6.59237e-05j -0.00194551+0.000316967j 0.00166968-0.000240701j -0.00154283-0.00470607j 0.00593957+8.51398e-05j -0.00251548+0.00192588j 0.00586511+0.00136944j -0.000754659-0.00713415j 0.00211028-0.00581265j 0.00389568+0.0029364j 0.0110229-0.00922234j 0.00237933-0.00526209j -0.00992+0.000416378j -0.000526718-0.000573357j -0.00149839-0.00510955j 0.00452055-0.000688035j 0.00357188-0.00635517j -0.00101781+0.00672954j -0.00338759+0.00309169j -0.00648875+0.00441621j 0.00733414+0.00652106j -0.00761885-0.0054345j -0.00988535-0.0020607j -0.00219246+0.00722455j -0.000871816-0.000506747j 0.00141361-0.00194705j -0.00604335-0.00496786j 0.00319106-0.00183938j -0.00352255-0.00193417j -0.000401065+0.00213001j -0.00142153-0.00117044j -0.00386679+0.00236353j 0.000270432+0.00676074j -0.00192129-0.00638627j 0.000207655+0.00521633j 0.00147409-0.00129627j -0.00172115+0.0026203j -0.000326242+0.000534229j -0.00258683-0.00313543j 0.00222241-0.00574912j -0.000244427+0.000338101j -0.00820923-0.00525948j -0.00484879+0.00308357j 0.00161861-0.00377829j 0.00218765+0.00492021j -0.000381864-0.00081211j 2.8241e-05+0.00874541j 0.000314377+0.00488144j -0.00252612+0.00140283j -0.000641349+0.00392649j 0.000939534-0.000758481j 0.00251728-0.00300355j 0.00402629-0.000389023j 0.00147213+0.00135032j -0.000257505-0.000519604j 0.00352879+0.000202149j 0.000476062-0.00119333j -0.000698548+0.00239818j 7.51122e-05+0.00401078j -0.00285199+0.00340741j 0.00237397+0.000675281j 0.00023646-0.00104622j -0.000648667+0.00212484j 0.000876423+0.00327257j -0.00173001-0.000314586j 
0.00157462-0.00258443j -0.00390261-0.00159751j -0.00389285-0.00660266j -0.00259302+0.00219495j -0.00498882+0.00211276j -0.000384148+0.0013116j -0.00484899+0.00734226j 0.000321918-4.64364e-05j -0.000558194-0.00888488j 0.00461737-0.000826931j -0.00413776+0.00118615j 0.00242332-0.00513132j 0.000697155-0.0054371j 0.00464237+0.00200249j 0.000523309+0.00114197j 0.00540872-0.00239961j 0.00193634-2.50785e-05j -0.00222431-0.00469467j -0.000394909+0.000508066j -0.00416749+0.00125616j 0.00474129+0.00616762j -0.00194738-0.000291538j -0.0120318+0.00286954j -0.00413778-0.000601824j 0.00682615+0.00477237j -0.00886515-0.00633239j 0.00347065-0.00811973j 0.0110498-0.00126629j 0.00332269-0.00181086j -0.00115708+0.00159027j -0.00248738-0.00085695j 0.00380297+0.00691611j -0.00400229-0.000120329j 6.08761e-05+0.00130868j -0.00213095+0.00847532j -0.00162035+0.00703565j -0.00668974-0.00147025j 0.00504363+0.00204097j -0.00289557-0.00299935j -0.00477299-0.00283153j 0.00189326+0.0018651j -0.00743174-0.0057359j 0.00392447-0.000644789j -5.79074e-05-0.000388564j -0.000633769+0.00237684j 0.00195786+0.00924835j -0.00621803+0.00394561j 0.00312436+0.00382479j -0.00285562-0.00201226j -0.00520439+0.00381833j -0.00661336-0.00171709j -0.000993616-0.0035574j -0.00111658+0.00449565j 0.00348761-0.00892794j -6.26473e-06-0.0052211j -0.00165653+0.000415033j -0.0103742+0.00479789j -0.0021372-0.00074041j 0.00488209-0.00618415j 0.00120322+0.00101027j -0.00619988+0.00306138j -0.00261608+0.00239857j -0.00314954+0.00266763j -0.000297219-0.00511746j -0.00295128-0.000587523j 0.00177455+0.00707235j -0.00514033+0.00535339j 0.00101319-0.00317022j 0.0195772+0.00510121j 0.0078841+0.000588674j 0.00293193-0.00476612j 0.00197287-0.00357469j 0.0021811-0.00636895j 0.00033318+0.000808257j -0.000196521-0.00125673j 0.00499581+0.00190381j -0.00631657-0.00174862j 0.00408125+0.00170357j -0.00206547-0.00203768j -0.003624+0.000705887j -0.000628098+0.00202226j 0.00163925+0.00469778j -0.00516314+0.000199061j 0.000827684+0.00322855j -0.00032878-0.00639616j -0.00211203-0.0088457j 0.00591962-0.000267636j -0.00698771-0.00228474j -0.000760832+0.00244548j 0.00165858-0.00272339j -0.00254775-0.0047303j 0.0029948-0.00118363j 
0.00263396+0.00165226j 0.000270649-0.000970877j -0.00070562+0.00199286j -0.000822948-0.00296328j 0.00435186-0.00255912j 0.00476726-0.00347866j -0.00268483-0.000810981j -0.00556117+0.00169113j -0.0038425+0.00688526j -0.00202088-0.000557983j 0.00291205-0.0021314j 0.000597801+0.00276594j -0.00369963+0.00312626j 0.00543522-0.00385643j 0.00477476+0.000667547j 0.0021228-0.00048296j 0.0103989+0.000276135j -0.00148824-0.00519363j -0.00301695+0.0060839j -0.0063784+0.00293442j 0.00581744-0.00606318j -0.00337231-0.0007395j -0.00177418-0.00135007j -0.00809065-0.00222675j -0.00392792-0.00406928j 0.00638282+0.000358259j -0.00329301+0.00401024j -0.00920624-0.00179619j 0.00369568+0.0115717j 0.000461905-0.00646694j 0.0030184-0.00565481j 0.00216347+0.00383878j -0.00115266-0.00529599j 0.000327932+0.00491089j -0.000795817-0.00755761j -0.00130458+0.00181198j 1.1466e-05+0.00422151j 0.000222554-0.00193233j -0.0040626+0.00400957j 0.00473352+0.00509853j -0.00521541-0.00181588j -0.00475684-0.00379139j -0.00162681-7.52785e-05j 0.00606784+0.00357527j -0.00185862+0.00104079j -0.00610382+0.00516496j 0.00869109+0.0034765j -0.00138425+0.00120053j 0.00714687+0.00210028j -0.00174454+0.00181715j 0.00160529-0.00226787j -0.00718094-0.00105517j -0.00442077-0.0105325j -0.0102689+0.000765859j 0.00636458+0.00954709j 0.000200625-0.00206496j 0.00425451+0.00777289j 0.00287099+0.000827061j 0.000670088-3.68534e-05j 0.00482291+0.00586548j 0.00463994-0.00439461j 0.00532517+0.00453631j -0.00289925-0.00426986j 0.00811972-0.00294797j 2.66906e-05+0.00765504j 0.00212423+0.00719167j -0.0028372+0.000730652j -0.00377802+0.00208742j -0.00192014+0.00288743j -0.00611495+0.00569815j 0.00513263+0.000635536j 0.00439455-0.000975022j 0.00298836-0.00529891j 0.00282037+0.00269304j -8.46226e-05+0.00264861j 0.00746398-0.00254038j -0.00305099-0.00259267j -0.000416945-0.00534794j 0.0026466-0.00359854j -0.00220861+0.00652877j 0.0011774+0.000656408j 0.00278703+0.00362108j -0.00117113+0.00556566j 0.00125225-0.00174854j -0.00188421+0.00257533j -0.00228088-0.00776514j -0.00749258+0.000423118j -0.00560865-0.00305669j 0.000290125-0.00684634j -0.00337792+0.00267776j 0.00272213+0.00332566j -0.00300198-4.91963e-05j 
0.00179656-0.00604882j 1.43653e-05-0.000768393j 0.00237703+0.00379716j -0.000293042-0.00167402j -0.00164498+0.0014237j -0.000246122+0.0018437j -0.0018587+0.000268162j 0.00121937+0.00241642j -0.000460089+0.0026763j 0.0028804+0.00405523j 0.00597647-0.00139507j -0.00134431+0.00425897j 0.000370287-0.00414565j 0.00181618-0.000705831j 0.00725777+0.00823637j -0.00438224+0.00818002j 0.00875438+0.00500205j -8.53747e-05+0.00154337j -0.000401107-0.00325168j -0.0017101-0.00453139j -0.00250558+0.00563551j 0.000340632+0.00157741j -0.00117797+0.00548366j -0.00245409+0.000393137j -0.00154763-0.000765264j 0.000287379-0.000489164j 0.00399568+0.00196255j 0.000785556+0.000757301j 0.00158628+0.0022471j 0.0075048-0.002581j -0.000730131+0.000816719j 0.00177656+0.00131421j -0.00293482+0.00125029j 0.00240533+0.00211628j -0.00277405+0.00693006j 0.003738+0.00419209j -0.0061415+0.000330065j -0.00362982-0.000575847j -0.00506124+0.00155543j 0.00430997+0.00593557j -0.00561946+0.000593038j -0.00777802-0.00601733j 0.00469058+0.00174008j 0.000129912-0.00235979j -0.00386511+0.00191522j 0.00330656+0.00727104j -0.0031905-0.00320404j 0.00633542-0.00517012j 0.00195532-0.00629114j 0.000234421-0.00218605j -0.000928844+0.00343193j 0.00095461-0.0057446j 0.00215883+0.000416194j 0.00540417-0.006304j -0.00222529-0.000751031j -0.00271932+0.00159897j -0.00447579-0.00529524j 0.00454316-4.66122e-05j -0.00250561+0.00306951j 0.00733799+0.000653269j -0.00614614+0.00273921j 0.00109565+0.00380426j -0.00117967+0.00445314j 0.00271212-0.0036556j -0.00486053+0.000524717j -0.000281284+0.00986276j -0.00173083+0.0108397j -0.00420026-0.00658093j 0.00494823+0.00704589j 0.000322499+0.00451951j 0.00609241-0.00138766j 0.00746099-0.0110889j 0.0056283-0.000954642j 0.00321218-0.00679642j -0.00156542+0.000641841j 0.00163099-0.00310984j -0.00359946+0.00108145j 0.00180144+0.00574771j -0.00377425-0.0063523j 0.00299238-0.000169255j 0.00330299+0.00275956j 0.00402994+0.00130705j -0.000875352+0.00708971j 0.00177971-0.00352719j 0.00351751+0.00461581j -0.00100612-0.00170134j 0.000256604+4.57459e-05j 0.000606614-0.000764019j -0.00277546+0.000650575j -0.000610242-0.00338485j -0.000119661-0.00100994j 0.00176456+0.000392282j 
0.00479549+0.00161891j -0.000421751+0.000386474j 0.000973405-0.00443544j 0.000421943+0.00606008j -0.000377106-0.000255127j -0.000287904-0.001981j -8.33081e-05+0.00447048j 0.00391845-0.00394889j 0.000862999-0.00435337j -0.00615539+0.00195742j 0.000715057-0.00322656j -0.000865089+0.000980924j -0.000109433-0.00239337j 0.00440669-0.000113723j -0.00127122+0.00451033j 0.00260101+0.000322942j -0.000829345+0.000335984j 0.00577534-0.00714961j -0.0023432+0.00359959j -0.000128875-0.00326264j 0.00117362+0.00221507j 0.00343348-0.00277079j -0.00501169+0.000870581j 0.000549176-0.000374066j -0.00445769-0.000229443j -0.0060876-0.00539543j 0.00386346-0.00614988j 0.00210787-0.00487826j 0.00282567+0.0021765j 0.00411432-0.00187286j 0.00194002-0.00376185j -0.00160649-0.00226569j 0.000895728+0.0109996j -0.0085196+0.000849235j 0.00610596+0.00599354j -0.00849987+0.00237727j -0.00457912+0.00344162j -0.00104111-2.86923e-05j -0.00174679-0.00768171j 0.0038492+0.0030816j -0.000526989+0.00330929j -0.00100437-0.000362649j -0.00119945-0.0025935j -0.0018437+0.00542986j -0.00180426-0.00184479j -0.00744061-0.00283357j -0.000111558+0.00245862j -0.00724901+0.00130288j -0.00163647-0.000159799j 0.00474135+0.00464434j 0.00236733-0.00648779j -0.00636874-0.000209852j -0.00363862+0.00263822j 0.000791353+0.00278362j -0.00547697-0.00153525j 0.00135314-0.00357428j -0.00319684-0.00236522j 0.00287425-0.00681046j 0.00308341-0.00345682j 0.00957806+0.00144033j -0.00222613+0.00114155j 0.00286064+0.00224199j -0.00134502-0.00114782j 0.00158936-0.00264781j 0.00238524-0.00309893j 0.0018541+0.00113512j -0.00431221+0.00494055j -0.00113415-0.00716604j 0.014679-1.60964e-06j -0.00346407+0.00228039j 0.0078384-0.000713855j 0.000111483+0.003096j -0.0023977-0.000656147j -0.00051267+0.00274168j -0.00256192+0.0010553j 0.00429221-0.00287307j -0.00139278-0.00306611j -0.0013913-0.00216633j -0.00150367-0.00565381j -0.00674359-0.00205215j 0.000595526-0.0028035j 0.00370509+0.000465027j -0.00119772-0.00448385j -0.00143223-0.0028272j -0.000381643-0.00336105j -0.00592752-0.00460709j -0.000461249-0.002115j 0.000581946+0.000162372j -0.00458293+0.000299519j -0.000624943-0.00547286j 0.00288714-0.00162836j 0.00210555+0.00448362j 
