0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
0.000790864+0.00104937j 0.000487135+0.00191385j 0.00149265+0.00566298j 0.00388643+0.00405835j -0.00258119+0.00549277j -0.00316839-0.00240786j 0.00023864+0.000339046j -0.00291535-0.00410578j 0.00233582+0.00297554j 0.00324463-0.00262317j 0.00262068-0.00155729j 0.00135965-0.00397344j -0.00315305-0.00248198j 0.00415252+0.000704897j -1.94419e-05-0.00368936j -0.00408493-0.000942383j 0.00242517+0.000989843j 0.000773681-0.00106111j -0.00128354-0.000986696j -0.0061103+0.000410346j 0.00114771+0.00343832j -0.00690365-0.0057729j -0.00172612+0.0022466j -0.00150876-0.00274325j 0.00039347-0.00281168j 0.00508685+0.000523126j -0.000782748+0.00164738j 0.0032586-0.00307196j -0.0012163-0.000189531j -0.000947083-0.00393263j -0.00724831+0.000461463j 0.00161173-0.000960816j -0.00192049-0.00320681j 0.00117744+0.00485103j -0.00351673+0.00556121j -0.00144493-0.00733132j -0.000566162+0.00460761j 0.00501868-0.00307071j 0.00180729+0.000903149j 0.00442949-0.00204265j 0.00578116+0.00313382j 0.00564825-0.00123913j 0.00351018+0.00470823j 0.00607353+0.00517908j -0.00033464-0.00634199j 0.00377316+0.00269309j 0.00246883-0.00243825j -0.00164382-0.00340501j 0.00424145-0.00399991j -0.00115354-0.000167102j 0.00335328-0.00188531j 0.00403729-0.00258804j -0.0036939-0.0017276j 0.00264963-0.0049095j 0.00387076+0.000982371j 0.00154913-0.00309324j 0.000575449-0.00471348j 0.00475494+6.7406e-05j 0.000448622+0.0032689j 0.000276092-0.00621821j -0.000109097-0.0055277j -0.000491997-0.0011906j 0.00596591-0.00352776j 0.0028842+0.00201992j -0.00055063-0.00264579j -0.00216633+0.00261261j 0.0103299+6.39589e-05j 0.00169354+0.000417684j -0.00131805-0.000689929j -0.000809744+0.00320681j -0.001991+0.00233626j 0.00158983-0.000589082j 0.0048684+0.00111742j 0.00133956+0.000180874j 0.00162252-0.0014687j 0.000913129+0.00216644j -0.00120962-0.00166648j 0.00168473-0.000609723j -0.000996005+0.000311117j -1.58516e-05-0.000981113j -0.00236246-0.00374457j -0.00324518+0.00360867j -0.00169817-0.00244911j 0.00246048-0.00265813j 0.000501792+0.00315464j 0.00012569+0.00310428j 0.00140947-0.00192429j 0.00123085+0.00175825j 0.000972746-0.00112907j -0.000913619+0.00209425j 0.00138119-0.000985468j 0.000619069+0.00243724j 
-0.00526348+0.00248382j -0.00321634-0.00814319j -0.00438596-0.00215636j 0.00185049+0.00154202j -0.00197147-0.00896357j 0.00149764+0.00119828j -0.000932578+0.0037441j -0.000448342-0.00751318j -0.012929+0.00369511j -0.00436949+0.00193903j 0.00521001-0.00383347j -0.00230285+0.00716932j 0.00478556+0.0107342j -0.00187791+0.00264793j 0.00673253+0.0078169j 0.00423973+0.00190499j 0.00263159-0.00506947j 0.000756053+0.00662438j 0.00254611+0.00303555j -0.00264545+0.00845521j -0.00639042+0.000292036j 0.00414166+0.00304719j 0.00435646-0.000697519j -7.7382e-05+0.00421665j -0.000437352+0.00237869j 0.00145776+0.000807907j 0.00243376-0.00657208j -0.00310646-0.000884979j -0.000273796+0.00333554j 0.00116828+0.00640946j 2.04353e-05-0.00837599j 0.00600115-0.000218427j 0.000515411+0.00538059j -0.00837992-0.00221405j 0.000405159-0.00536162j 0.00126862+0.00991422j 0.00259913-0.000233895j -0.0123589+0.00503348j -0.00437252-0.00267822j -0.00628798+0.00975634j 0.00324038-0.0102861j -0.00289451+0.00152391j 0.00264618+0.00256646j 0.0067115-0.00245347j -0.00144305+0.00959728j -0.00260092-0.00533963j 0.00246209+0.00319265j 0.000287028+0.00362357j -0.00335968-0.00363872j -0.00227405+0.00118913j -0.00466055+0.00399048j -0.000917356-0.0041123j -0.00267957-0.00674107j -0.00081264+0.00392814j -0.00331819-8.35916e-05j 0.00443136+0.00892374j -0.000846887+0.00452445j 0.00231992-0.000685653j -5.85777e-05-0.00128465j -0.00138954+0.00161143j -0.000866837-0.00096443j -0.00362769+0.00376504j -0.00503347+0.00209036j -7.03338e-05+0.00248819j -0.000400926-4.39899e-05j -0.00291304+0.00256649j 0.00316032-0.00157034j 0.00623573-0.00155951j -0.000534755+0.00276656j 0.003572-0.0041744j 0.000495469+0.00274158j 0.00346891+0.000472347j -0.000216048-0.00119501j -0.00356475+0.00125683j 0.00221056+0.00117172j -0.00105421-0.00227761j -0.00168299+0.00121417j -0.00151451-0.00239014j -0.00518111-0.000615898j 0.00188049-0.00121093j -0.00446673-0.00105161j -0.000655776+0.00187276j 0.000925458-0.00470045j 0.0012218+0.000680238j -0.00213722+0.000849771j -0.000460204+0.00310956j 0.000268251+0.00400282j -0.00158545-5.5787e-05j -0.00146927-7.54779e-06j -0.00233069-0.0022981j -0.00020477-0.00122848j 0.000323458-0.000321281j 
0.00356329-0.00103546j -0.000578672-0.00149719j -0.00140915-0.0055992j -0.0012717+0.00439744j -0.00188186-0.000724192j -0.00170636+0.00557016j 0.00117987-0.00336789j -0.000424198+0.0016525j -0.000955215-0.00454269j -0.00240006-0.000632263j 0.00664822+0.000255346j 0.00287567+0.00413002j 0.00301741-0.00207779j 0.0033136-0.00295618j -0.000539674+0.00128513j 0.0072906-0.00113482j -4.63e-06-0.00291775j 0.00389196-0.000364166j -0.00463271-0.00500948j 0.00488626-0.000308478j 0.00111703+0.00142749j -0.00526497-0.00143754j 0.00728231-0.0018688j 0.00601147-0.00231486j -0.00673535-0.00264611j -0.00452268-0.00445487j 0.00442388+0.000998503j -0.000428001+0.00308617j -0.00377986-0.000701326j 0.00133461-0.00329569j 0.00110255+0.00135635j -0.00210739-0.00890997j -0.00646262-0.00154678j 0.000932056-0.00242877j 0.00364284-0.00118188j -0.000847529+0.0037838j -0.00210202+0.0104744j -0.000657824+0.00547159j -0.000240013-0.00417072j -0.00442417+0.000947362j -0.00159354-0.00390794j 0.000607464-0.00156287j -0.00276084-0.00285682j -0.00251514-0.00351036j -0.000679412+0.00538914j 9.79645e-05-0.000402439j -0.00317348-0.00170573j 0.00355665-0.00209992j 0.0042814+0.0030081j 0.000217317+0.00473877j 0.000161171-0.000945217j -0.00323436+0.00258866j 0.00141258-0.000885774j 0.00237057-0.0051033j 0.00501132+0.0028273j 0.000765418-0.00152947j 0.00145981-0.00179565j 0.00228041+0.00288528j -0.00365935+0.000206182j 0.0018169+0.000549938j -0.000505166+0.0061341j -0.000835826-0.00246996j -0.000543974-0.00125497j -0.00468055+0.00389905j 0.00319941-0.00545721j -0.00239453-0.00103721j 0.00561381-0.00120125j -0.00300829-0.00400334j 0.0018604+0.00130984j 0.000183835-0.00211253j -0.000595148+0.000112361j -0.00104557+0.000376028j 0.00668382+0.000939533j 0.00183788-0.00127056j -0.0021127+0.00888183j -0.00355742-0.000273267j 0.00331446+0.00248373j 0.00319725+0.00718691j 0.000156272-0.000890306j -0.00142604-0.00146969j -0.000138308-0.00384479j 0.00363337-0.000207611j 0.0022084+0.00085504j 0.00191931+0.00116169j 0.00244402+0.00441932j 0.00298235-0.00072408j 2.11379e-05-0.00290595j 0.00335208+0.00121347j -0.00536346+0.00338255j -0.00155746-0.00603389j 0.000660122-0.000101834j 0.00185572+0.00109683j 
0.000759511-0.00402078j 0.0015422-0.00092821j -0.00443058-0.00343483j -0.0055439+0.000994664j -0.00120338+0.00337098j -0.0081445-0.00435855j -0.000513578-0.00542559j 0.000942923+0.00368987j 0.00597239-0.00226252j 0.00259327+0.00194743j 0.00658221+0.00394762j 0.000430905-0.000460418j -0.0035091-0.00336645j -0.00058407-0.00175852j -0.00375012-0.00138464j -0.00126696+0.000427157j -0.00216284+0.00178727j 0.00404321+0.00136082j 7.51646e-05+0.00190987j -0.000568873+0.00238312j -0.000306874-0.00119582j -0.00315185-0.00713054j 0.00617555+0.00229749j 0.0027895+0.00102875j -6.75894e-05-0.00226923j -0.000716784-0.00328492j 6.88241e-05-0.00352651j -0.00130936-0.0026547j -0.00539091+0.00357234j 0.00263726-0.00190495j 0.00259512+0.00200516j -0.00205303+0.00160957j 0.00130814-0.00438342j -0.00351265+0.00373356j 0.00222083+0.00340994j -0.00214551-1.97026e-05j -0.00536186+0.00489798j 0.00232143-0.00132948j -0.00515386-0.000305994j 0.000193045-0.00185116j -0.00014188+0.00257865j 0.00202542-0.000559028j -0.000646724-0.00150394j 0.00218527+0.000925989j -0.003824-0.00329393j 0.000349065+0.00404659j 0.00174412-0.00275967j 0.00128579-0.00539521j 0.00280153-0.00469539j -0.00349562-0.00128583j -0.00235201-0.00579901j 0.00207428+0.00650405j 0.000996789-0.00333423j 0.000245427-0.000240378j 0.00217979-0.00113978j -0.0026117+0.00150065j 0.00639172-0.000994406j 0.00264732+0.00602785j -0.00250041+0.00201846j -0.00328215+0.00662305j 0.00586508-0.00140821j 0.00205593-0.00230797j 0.0023606-0.00217104j -0.000620378+0.00657739j 0.00347971-0.000514416j -0.00094271-0.00593093j -0.00496659-0.000932954j 0.0035613-0.00634292j -0.000385065+0.00230311j 0.00228989-0.00618117j -0.00170053-0.000203592j 0.00368931+0.00162195j 0.00225644+0.00116472j 0.00308646-0.00348727j -0.00369537+0.00414261j 0.00137171+0.000288386j -0.000984021+0.00365768j -0.000720772-0.000901729j -0.00122481-0.00425569j -0.00320406+0.00413318j -0.00573832+0.00520555j 0.00183872-0.000490586j 0.000838371+0.00249707j 0.00517446+0.00189104j 0.00051746+0.000302446j -0.000568714+0.00307044j -4.04245e-05+0.00419441j -0.00459252-0.00431088j -0.00303495+0.000795097j -0.00108991-0.00618365j -0.00103755-0.000509492j 0.000241089-0.000456569j 
0.00067685+0.00858932j -0.00212385+0.00190643j 0.00405014+0.00951415j 0.00955802+0.00932061j 0.00204892+0.0045166j -0.00166879+0.00314356j 0.000663068-0.000908921j -0.00731721-0.00528271j -0.00678392+0.00477897j -0.00696956-0.00909075j 0.0029411+0.00268472j 0.0059055+4.39306e-05j -0.000633095-0.00375347j -0.00311372-0.00166718j -0.00187847+0.0037312j 0.00333123+0.00160737j 0.000869975-0.00322359j -0.00442724+0.00162417j 0.00183881+0.00419339j -0.00426291-0.00166359j -0.000204413+0.000737904j -0.00240032+0.00125605j 0.00221471+0.00447352j -0.00327398-0.00192839j -0.00662909-0.00441889j 0.00902526+0.00308782j -3.08304e-05-0.00149014j 0.00509919-0.000330732j -0.00168534+0.00249527j -0.00170652+0.000944449j -0.00942657+0.000187114j 0.0123028-0.00451013j -0.0043225+0.00553693j -0.00165022-0.00164323j 0.00137436+0.000668072j -0.00621416-0.00362763j 0.00840922+0.00067666j -0.00450496-0.00111126j 0.00038488-0.00212129j -0.00213209+0.00232748j 0.00207668-0.0016039j 0.00254026+0.00159105j 0.00185486+0.00535504j 0.00508895+0.00143925j -0.00108869-0.0048253j -0.00290598-0.0014118j -0.00316626-0.00209644j -0.00272812-0.000207152j -0.00570633+0.00147882j 0.0017331+0.00197076j -0.000778538+3.22698e-05j -0.000930367-0.00322292j -0.00534027-0.00178105j 0.00183763-0.00490765j 0.00498674+0.000549432j 0.00363632-0.00212539j -0.00423315-0.0035791j 0.00506694+2.96937e-05j 0.00543625+0.000779844j 0.00433061-0.00872774j -0.00159042-0.000538102j -0.000551612+0.0031043j 5.55672e-05-0.00043865j -0.0015596-0.0062947j -0.000882567-0.00594394j -0.00144205+0.0104186j 0.00378185+0.00175298j 0.00275903+0.0028248j -0.0026376-0.000921754j 0.00314687+0.000939148j -0.00656277+0.00305564j -0.00397352+0.00461023j 0.000903103-0.00231123j 0.00452998+0.000358018j 0.00366428-0.00088509j 0.00060034-0.000871259j 0.00608546-0.000981785j 0.00270642+0.00272602j -0.00145858+0.00486425j 0.00496367-0.00294447j 0.000746099-0.00428364j -0.00319733+0.00568728j -0.00181117-0.00659445j 0.000293932-0.00311127j -0.00282837+0.002382j 0.00381686+0.000999568j -0.000730673-0.00766319j 0.00365453+0.00398455j -0.000550037+0.000816922j -0.002486+8.08712e-05j 0.0027689-0.00067519j 0.00215213+0.00506373j 
-0.00206354-0.00528906j -0.000740675-0.00535316j -0.00226653-0.00664319j -0.00646555-0.00486264j -0.00370096-0.00766307j -0.00258305+0.000950708j 0.00388686+0.000711553j 0.00700007+0.00156168j 0.0016715-0.0010739j 0.00530665+0.0063791j 0.00243949-0.00131457j -0.00347345+0.00204736j 0.00260196+0.00631234j 0.00587023+0.00500819j 0.00183129-0.00367487j -0.00103074-0.00488403j -0.000686756+0.000288593j 0.00253154+0.000887264j 0.00115086-0.00294307j 0.00131497+0.000811536j 0.000984113+0.000576964j 0.00302013-0.00234025j 0.00300368-0.00179635j 0.000273976+0.000616391j 0.00304616+0.00363431j -0.00506829-0.00229168j -0.00225523-7.0291e-05j -0.00431919-0.00078524j -0.00100626-0.0027089j 0.00192403-0.00343365j 0.00275334-0.00219265j -0.00828307-0.000507281j 0.00278878-0.00378109j -0.000539189+0.000589412j -0.00249344-0.00156497j 0.00731946+0.00802302j -0.00512756+0.00358409j 0.000677835+0.000509283j -0.00140013+0.00105078j -0.00191171+0.00355049j -0.00258799-0.00139391j -0.00166233-2.74553e-05j -0.00244048+0.00169087j -0.00416312-0.00208515j 0.000145287+0.00706374j -0.00172174+0.00364593j 0.00226406+0.00284696j 0.0043507-0.00101427j 0.00223134-0.00247728j -0.00249963-0.000235649j 0.000567022-0.000918049j -0.00181725-0.000654073j 0.00364745-0.00491144j 0.00146812+0.00167708j -0.00340227+0.000400549j -0.00313176+0.00400975j 0.0029447+0.00380055j -0.00253308-0.000953503j -0.00652836-0.00182415j -0.00518501+0.0068251j -0.000736561-0.00334212j -0.0019252-0.00122j -0.00155031-0.000458582j -0.00260206+0.00690769j 0.00336646+0.00122915j -0.00389121-0.00443067j 0.00761351-0.00634942j 0.00203685-0.00618081j 0.00348295+0.00268745j 0.000259413+0.00146747j 0.00356766+0.00142517j 0.00656824-0.00159075j 8.37206e-05+0.00191902j -0.00382419-0.00137558j 0.0017054+0.00475267j -0.00331963+0.00091389j -0.00365218+0.00387899j -0.000347867+0.000370149j -0.00145768-0.00218158j -0.00597925+0.00333302j -0.00191165+0.000684169j -0.000305777-0.00108559j 0.00104142+0.00152609j 0.00483514+0.00118647j -0.00135279+0.00407053j -0.000691212-0.00382233j 0.00314013+0.00453066j 0.0014652+0.000842931j -0.00202223-0.000590101j 0.00035275+0.000387165j -0.002933-0.00040413j -0.000838376-0.00477493j 
-0.00284203+0.00167711j 0.00402227+0.00328344j 0.000809849+0.00152789j 0.00422006-0.00208854j 0.00194818-0.00182j 0.00323742-0.00267872j -0.000438825+0.00345382j -0.00497541-0.00247362j -0.000923609+0.00091711j -0.00160587+0.000272517j -0.00807749+0.00329118j -0.0026185+0.00131947j 0.00318409+0.00183829j -0.00230646+0.0053012j 0.00227869+0.00104227j -0.00184612-8.65164e-05j 0.0050875+0.00173484j -0.00192015-0.00113844j 0.00306979-0.00258917j 0.00175697+0.00209541j -0.00140128-0.00459929j 0.00378614-0.00208151j -0.00382571+0.00465389j -0.0013918-0.000859009j 0.00169283-0.00047701j 0.00599263+0.00680148j -0.00379238-0.00362899j 0.0052032+0.00200889j 0.00393543-0.000998989j 0.000832357+0.00761054j 0.000128159+0.00244698j 0.00738798-0.00241058j 0.00238906+0.000902568j -0.00139594+0.00168872j -0.00668326+0.00839447j 0.00212949+0.00456344j -0.000511509-0.00130274j 0.000485049+0.000886002j 0.00360339+0.00274364j 0.00330005-0.000828375j 0.000307763+0.00356747j -0.000820066-0.00162173j -2.9481e-05+0.000180291j -0.00139823-0.00256132j 0.00412338+0.0031532j 0.00181857+0.00189675j 0.000367599+0.000988164j -0.00141796+0.00123001j -0.0028441+4.4539e-05j 0.000695981-0.000417737j -0.000495873+0.00650826j -0.00121082-0.00458068j -0.00332448+0.00206983j -0.00200717+0.00296539j -0.00123278-0.00381442j 0.0014169-0.000611665j -0.00157691+0.000847969j 0.00128579-0.00131784j -0.00129007+0.0029174j -0.00445699-0.00714247j -0.000305853-0.00334316j -0.00271626-0.00348246j 0.00257433+0.00660941j -0.0015639-0.0089772j -0.00209659-0.00703993j 0.00450042+0.0100415j -0.00113312+0.00108286j 0.00892142+0.00504632j -0.0054141-0.000587994j 0.00048219+0.00387181j -0.00427942-0.000184311j -0.00389236+0.00417742j 0.00284668-0.00218178j -0.00165927-0.000647018j 0.000370734-0.00708946j 0.000994945-0.000160358j 0.00148266+0.0025779j 6.45022e-05-0.00331143j -0.000923911+0.00374378j 0.00731084-1.78165e-05j -9.50098e-05+0.0036434j -0.00168151+0.00461968j -0.00361031-0.000571414j 0.00115352-0.00185425j -0.00286347-0.00157467j -0.00114748+0.00176709j 0.00540312-0.00378222j 0.000116283+0.00156445j 0.0062797-0.00293995j 0.00424596+0.00830874j -0.000196491-0.000599566j -0.000423796-0.00140407j 
0.0050522-0.000584982j 0.00054351+0.00243838j -0.00344585-0.00433722j -0.00733266+0.00186015j 0.000936346+0.000149141j 0.00229998-0.00567266j -0.00410635+0.00478588j 0.0037292-0.00235295j -0.00514622-0.000501115j -0.00887528-0.00083937j 0.000431272-0.00498621j 0.00381515+0.00276903j -0.00604862-0.0131286j 0.000294648-0.00035196j -0.00473882-0.000646594j 0.00761604+0.00209701j -0.00251883-0.000953495j 0.0029395+0.00765583j 0.00249153+0.00360971j -0.0046749+0.0102939j -0.00359227-0.00626716j -3.46799e-05+0.000132809j 0.00757901-0.00436837j 0.00171737+0.0011082j 0.00142067+0.000826039j 0.00575353+0.00157333j -0.00523085-0.00394875j -0.00904929-0.00413452j -0.00420175-0.000945906j -0.00171643-2.40461e-06j -0.00433813-0.00267275j 0.000293449+0.00382444j -0.000328104-0.00461871j -0.00603604-7.07403e-05j 0.00675316+0.00175586j -0.0012452+0.00348652j -0.00657274-0.0028506j -0.00620236+0.00517363j -0.00912758-0.00609771j -0.00152194+0.00573966j 0.00396347-0.00532454j -0.000643183+0.00292188j 0.00380567+0.00169105j 0.00470569-0.000227871j -0.0025512-0.00413534j -0.00181222-0.00417902j -0.000615369-0.00228448j -0.0040651-0.00333902j 0.00183964-0.00333775j -0.00154698+0.0022766j -0.00509349-0.00186634j 0.00581998-5.26737e-05j -0.00027096+0.000559582j -0.00160738-0.00555812j 0.00122392+0.00238338j 0.00154475+0.00292016j 0.000559386+0.00244677j -0.00270578+0.00675721j 0.00402041+0.00181305j -0.0061401+0.00595042j 0.00637377+0.00122548j -0.00111209-0.000950465j 9.21525e-05+0.000938415j -0.00268328+0.00578777j -0.00316561+0.00773422j -0.00200401-0.00517457j -0.000789877-0.00585125j 0.000303769-0.00240439j 0.00153289+0.00112285j 0.000956278-0.00239689j -0.00186032-0.00240431j 0.00646463-0.00107271j 6.45351e-05+0.00299496j 0.00134868-0.000582615j -0.00442642+0.00242558j 0.00126699+0.00241704j -0.000146782+0.00114915j 0.00690474-0.00286071j 0.00226268-0.00671703j -0.00398565+0.00326778j 0.00174706+0.003526j -0.00382106-0.0042603j 0.00229183-7.85676e-05j 0.00215426+0.000466373j 0.000369926-0.00125797j -0.000508198+0.00124967j 0.0017452+0.00566082j -0.00455789+0.00292298j -0.0018376-0.00110299j -0.000115147-0.000150088j -0.00128437-0.00137556j -0.000229698-0.00172696j 
-0.000142357+0.00214696j 0.00273153+0.00309781j 0.0024245+0.00692609j 0.00500178+0.00408546j 0.0021252+0.00103494j -0.00101718+0.000163341j -0.00342667+0.00224866j -0.000484256-0.00524064j 0.00221712+0.00898509j -0.00292586+0.00233361j -0.00389554+0.0044137j 0.00344849+0.000930543j 0.00358452-0.00485696j 0.00351998-0.00102327j -0.00109137-0.000788403j -0.00257089+0.00224593j -0.00044239+0.000647718j -0.00345086+0.00298227j 0.000858306+0.00170927j 0.00792253-0.00299874j 2.29298e-06-0.00261116j 0.00352642+0.00249827j -0.00210665+0.00186812j -0.00624501+0.00362413j -0.00133468+0.00103175j 0.00294865+0.00472865j 0.00333845+0.000878649j 0.00364576+0.000609818j -0.00121217-0.000314214j 0.00632228-0.000299818j -0.00343965-0.00330081j 0.0014151+0.000668144j 0.00292321-0.0013148j -0.00689914-9.71363e-05j 0.00175874-0.00028696j 0.000427581-0.00233116j 0.00288882-0.00147324j 0.00275662-0.00129845j -2.12672e-05+0.0065895j -0.000623758-0.00114976j 0.000551888+0.000308812j 0.000744664-0.00306419j -0.000390243+0.000765298j -0.00477493+0.00258814j 0.00501626+0.00189651j 0.000442555-0.00280427j 0.00129616-0.00153401j -0.00166949-0.00464371j -0.00364624+0.000737424j 0.00220468-0.0016157j -0.00249447+0.0125705j -0.00309428-0.00184174j -0.00183395-0.000972534j 0.000804163-0.000735649j -0.00351042-0.00112359j -0.00138867+0.000729213j -0.00543865-0.000895056j 0.000227413+0.00086728j -0.00201897-0.00233196j 0.00276911+0.000205815j 0.00471153+0.000209809j -0.00374784+0.00112335j -0.000678035-0.00313073j 0.00547465+0.00123092j -0.00144112-0.00219466j 0.0036806+0.00221342j 0.000283943+0.00369098j 0.00554731+0.00189628j -0.00242974-0.00101627j -0.00177495-0.00118169j -0.00134674-0.00443477j -0.00529581-0.00474648j -0.00247576+0.000738775j 0.000523649-5.38055e-05j 0.000988215-0.00272944j 0.00851719+0.00345933j 0.00258083-0.00206438j -0.000158419+0.00536618j 0.00127122+0.00523787j 0.000265332-0.00107678j -0.0034485+0.000460551j -0.00591695-0.00168171j 0.0048895+0.0033496j 0.000143747-0.00108426j -0.00077076-0.00114363j -0.0010486+0.00795618j -0.00441452-0.00501997j -0.000656319+0.00178762j -7.38432e-05+0.000513827j -0.00096045-0.00234664j 0.00410326+0.000653975j -0.000645886+0.00503921j 
0.00378257-0.010487j 0.00318603-0.000908082j -0.00990956-0.00150665j -0.00434096+0.0057944j -0.000506923+0.00545261j -0.0101679-0.0010751j -0.00592841+0.000670483j 0.0109034+0.00751101j -0.000485756+0.00105727j -0.00122247+0.000650482j -0.00124365-0.00215942j 0.000198773+0.000885002j -0.00826682-0.00681779j -0.00258626-0.00759232j -0.000207114+0.00468934j -0.00125154+0.000313077j 0.000640545-0.000250421j 0.00429158-0.00665301j -0.00415601+0.00332889j 0.000356867-0.0003557j -0.000938497+0.000682051j -0.000854102-0.00172341j -0.00540937-0.000951909j 0.00741523+0.00313503j -0.00129163-2.13892e-05j -0.00162178-0.00110788j -0.00778738-0.00492595j 0.00152596-0.0098363j 0.00313432-0.000939011j 0.00128717+0.00550773j 0.0037729+0.00784631j 0.000446451+0.00830022j 0.00227343-0.00441952j 0.00325947-0.000944513j -0.00458303+0.00242466j 0.00512071+0.00345242j -0.00321292+0.000874278j 0.000714522+0.00407861j -0.00759609-0.00115787j -0.000235504+0.00225392j 0.0052692+0.00183351j 9.00015e-05-0.00177679j 0.000835403-0.00334053j 0.00383308+0.00346757j -0.00118574-0.00146445j 0.00298847+0.00505824j -0.00311535-0.00205509j 0.0020171-0.00537204j 0.00591541-0.0060674j -0.001905+0.00161002j 0.0111042-0.00159266j 0.00473149+0.00358028j 0.00406769+0.00266798j -0.00085638-0.00465042j 0.000100988+0.00432255j 0.000831206-0.00116662j 0.00243047+0.00461615j 0.00136374+0.000701944j 0.00428374-0.000862019j 0.00447887+0.00070561j 0.00483488+0.00528463j -0.00515429+0.0020853j 0.00341047+0.00242871j -0.00638479+0.00187906j -0.00174994+0.0005466j -0.00404176-0.00646134j 0.000444876-0.000536726j 0.0015913-0.00603292j 0.00803144+0.00319914j 0.00148943+0.000424264j 0.00207544-0.00288295j 0.00450204-0.00307237j -0.00023698+0.0023796j 0.00206588-0.0026153j 0.00197982+0.00247511j -0.00547236+0.00489263j -0.00227595+0.000899155j 0.00382103+0.00215045j 0.00141587-0.00858182j -0.00204123+0.00315428j 0.00240631+0.00150916j 0.0065036+0.00118788j -0.00712135-0.00108421j 0.00329368-0.000994599j -0.00171825+0.00136998j -0.00594463-0.00627308j 0.00915177+0.00105601j -0.00413771+0.00479136j -0.00354233-0.000631047j 0.00423362+0.00107695j -0.00049337-0.00493211j 0.00270714-0.00373275j 
