0.0113492+0.0182502j 0.0488738-0.0196268j -0.03002-0.0691049j 0.023707-0.0143672j -0.0252157+0.0268818j -0.0244031-0.00239096j -0.0219505-0.00254271j -0.0390877-0.0197354j 0.0137302+0.0214884j 0.0602385-0.0153909j 0.0842029-0.0083555j -0.0478581+0.0548488j 0.0177968-0.054565j -0.000270364+0.0665226j -0.044942+0.0387742j -0.0702543-0.017314j -0.038093-0.0236139j 0.00762269-0.0394802j 0.0513104-0.0441012j -0.00639149+0.0304629j 0.0534511+0.00113951j -0.0224441-0.0580385j 0.0280958+0.0412367j 0.0677405+0.0146652j 0.0425624+0.00357563j -0.0695364+0.0715395j -0.0530451-0.120733j -0.0223538+0.0318774j 0.0595863+0.0394887j -0.0669446-0.0369325j 0.0450175-0.0207035j -0.0332068-0.012932j 0.0319908+0.0227584j 0.0100904+0.0138633j 0.044985+0.0324969j 0.0232838+0.0335888j -0.0131046+0.0167441j 0.12521+0.0151133j 0.0148159+0.0148407j 0.0599274-0.0261005j 0.0117672+0.0094755j -0.0214636-0.0151125j -0.0352788-0.0153933j 0.0514164-0.0207777j -0.0522888+0.00291102j -0.15213+0.0673849j 0.0332262-0.0349844j 0.0628637-0.0648577j 0.00355773-0.0216482j 0.0838721+0.0176159j 0.0279235+0.06201j 0.0398086-0.0157694j 
0.000887791-0.000348061j 0.00468001-0.00105327j 0.00598831-0.00558998j -0.00606332-0.00296104j -0.00366944+0.00418486j 0.00140794+0.00178386j -0.00778507+0.00436239j 0.00231217+0.00184841j -0.0021333+0.00132035j 0.0114915-0.00573608j 0.000489475-0.00977306j 0.00078068+0.00805507j 0.00480083+0.00595859j -0.00159012-0.006747j 0.00361514-0.00206315j -0.00712157-0.00253841j 0.00449061-0.00681836j -0.00307145+0.00886538j -0.00185326+0.00542913j 0.000134732-0.00644035j 0.00399538+0.00571184j -0.00115068+0.0088274j -0.000363148+0.00244947j 0.00317342+0.000777573j 0.00245268-0.00498261j 0.000725693-0.00286483j -0.00225346-7.83117e-05j 0.00160364-0.00443604j 0.0073279+0.000464265j 0.00501296-0.00261116j -0.00143022+0.00135252j 0.00679997-0.0036723j -0.00112855+0.00830268j -0.00447213-0.000720441j 7.1551e-05-0.00197454j 0.0020213+0.000345301j -0.00519716-0.00471452j 0.00561642-0.00524281j 0.00238565-0.00119322j -0.0020167-0.00283577j 0.00482606-0.00173338j -0.000442744+0.000715866j -0.00400981+0.00492566j -0.000583119-0.00154232j -0.006871-0.00136971j 0.00520458+0.00309146j 0.00135699-0.00270775j 0.0135687+0.0041705j -0.00607972-0.000766261j -0.00796277-0.00366867j -0.000536327-0.000566542j 0.005122+0.00347292j 
0.00184889-0.00229183j 0.00145618-0.00309327j -0.00290123-0.00460983j 0.0020521+0.00363324j -0.00350688+0.00194233j 0.00611651-0.0014229j 7.31015e-05-0.00187685j 0.000137019-0.00172297j 0.00552977+0.00825584j 0.0141503-0.00491166j 0.00158335+0.00094096j 0.00291941+0.00499265j 0.00322679+0.00162018j 0.00470533-0.00147515j 0.00338541+0.00682555j -0.00654331+0.00263628j -0.00843478+0.00271287j 0.00271014-0.00518938j -0.000909064-0.003975j 0.00259913+0.0123798j 0.000859785-0.000276357j 0.00454328-0.0047763j -0.006834-0.00645782j 0.0121345+0.00231943j -0.00129823-0.000699546j -0.00113979+0.00120386j 0.000507792-0.00855936j 0.000281208-0.00383698j 0.00745979-0.000726177j -0.00490419+0.000148728j -0.00139501-0.00118959j 0.000849234+0.00289886j 0.00129574-0.00366143j 0.00424759-0.00239815j 0.00430194+0.00107376j 0.0030351+0.0029318j 0.00288816+0.00484108j -0.00440256+0.00510144j 0.00279644+0.00108446j -0.00140133+0.00261147j -0.0017496-0.00106137j -0.00406427+0.000953616j 0.000740217-0.00522018j 0.00501423+0.000578717j 0.00820999-0.00302452j -0.0157534-0.00121479j -0.00320458-0.000844104j -0.00347215-0.00575402j 0.0100859+0.00460311j 0.00958196+0.00733108j 0.0070029+0.00195373j -0.002114-0.00607583j 
-0.0013285+0.00131201j -0.000950281+0.00243317j -0.00154127+0.0106156j 0.000452348+0.00181268j -0.00651126-0.0146996j -0.0112981+0.0089469j -0.00321474-0.00669742j 0.000739171+0.00833795j -0.00358845-0.00147639j 0.00113008+0.00791179j 0.00320333+0.00401686j -0.00895819-0.00369925j -0.00918268-0.00544518j 0.000466599-0.000643309j -0.00445019-0.00837052j -0.00499951-0.00203887j 0.00250014-0.00904733j -0.00350796+1.7562e-05j -0.000327403-0.000953884j -0.00173293-0.00476903j -0.00100269-0.00151438j -0.00800488-0.0075943j -0.00441515+0.0090616j -0.00782699+0.00299554j 0.00258548+0.0088591j 0.00111697+0.00193254j 0.000529303-0.00014665j -0.00497834+0.00915317j -0.00177649+6.2036e-05j 0.00331169+0.00465242j 0.0024582-0.00716534j -0.00108565+0.00517661j -0.00846334+0.00963327j 0.00113136+0.00814099j -0.00194576+0.00105512j -0.01007-0.00308312j 0.0036575-0.00449089j 0.00836022-0.0135334j -0.00138826-0.00201515j 0.00623521-0.00480588j -0.00178015-0.00243319j -0.00421074-0.00444069j 0.00109796+0.00774755j 0.00078027+0.00111179j 0.00364342-0.00288451j -0.00324961+0.00298993j 0.00405182-0.00496689j -0.000132282-0.00192736j 0.00992861-0.010273j 0.00278438+0.00511756j -0.00152091+0.000147972j -0.00189845-0.00305062j 
0.000387541-0.00369808j -0.00130866+7.34039e-05j 0.000330385-0.00257335j -0.00654027+0.00688748j 0.00263996-0.006032j 0.00614047-0.00258741j 0.0021412-0.000456028j -0.000444345-0.00124242j -0.00108882+0.00745226j 0.0120593-0.000390337j -0.00623034+0.0037409j -0.000439408+0.00382623j 0.00191343-0.00235756j 0.0038871-0.00562043j -0.000115832+0.00441503j -0.00708248+0.00614485j -0.000315518+0.00466924j 0.00223729+0.0017454j -0.000321753-0.00324505j 0.00540679+0.00288867j 0.00426841-0.004017j 0.0152405-0.00176031j -0.00530442-0.000600589j 0.00567493-0.00198849j -0.00697503+0.00295108j 0.00258982-0.00323151j -0.00123674+0.00180161j -0.00495395-0.000905512j 0.00606538-0.00148091j 0.00312566-0.00151695j -0.00248451-0.0024414j 0.00477731-0.000656516j -0.00244046+0.000224695j 0.00249185+0.000957467j 0.000523081-0.00345555j -0.00427861-0.000421505j 0.0022226+2.99071e-05j -0.00587066-0.000892582j 0.000107819-0.00528096j -0.00146625+0.00256567j -0.003968-0.00159039j 0.00103999+0.00180356j 0.000392612+0.000850733j -0.00318185-0.000464921j 0.00397398-0.00279438j 0.000536905+0.00178618j -0.0042966+0.00525098j 0.00342287+0.0020625j 0.013323-0.000532656j 0.0041351+0.007734j 0.00573119-0.00225677j -0.00300911-0.00717927j 
-0.00198561+0.000128166j 0.00052613-0.00155504j -0.00245586-0.00420409j 0.0031679+0.00461835j 0.00210313-0.000634647j 0.00168377-0.000154371j -0.00215819+0.00033419j -0.00352501-0.000516946j 0.00313534+0.00555315j 0.00531566-0.00285534j 0.00225897+0.00586531j 0.0012391+0.00313149j 0.00215213-0.00403498j 0.00186351-0.000152605j -0.00516372+0.00652258j -0.00139929+0.00558335j -0.00161461+0.00526045j 0.00304139+0.00216938j 0.000732632-0.00469166j -0.00202978+0.00322901j 0.00120994-0.00480361j 0.00670985+0.000667215j -0.00587142+0.00592553j 0.00404908+0.00138013j -0.000580386-0.00170099j -0.00490305-0.00114117j 0.00128042-0.00946894j 0.00195263+0.00193987j 0.0080773+0.00173187j -0.00188177-0.00606331j 0.00130633-0.000919253j 0.00117778-0.00222822j 0.00097451+0.00261668j 0.00259831+0.00481057j 0.00361346-0.000452301j 0.00269561+0.00197338j 0.00247998-3.88421e-05j 0.0056923-0.0033652j 0.00255188+0.00183739j 0.00184983+0.000436049j 0.000580679-0.00232712j -0.000975334+0.00282473j -0.00420754-0.00554145j 0.00286141-0.00392516j -0.00361545-0.00299429j -0.00795906+1.39756e-05j 0.00415183-0.00168558j 0.0111379-0.00444175j 0.00793821-0.00378556j 0.00120788-0.00127194j 0.00207552+0.000260181j 0.00671561+0.00210121j 
0.00722915-0.000649629j -0.00306798-0.00364648j 0.00108879+0.00508122j -0.000227352-0.00613313j -0.00293097-0.00313216j 0.00203284-0.0130975j 0.0100743-0.00232678j -0.00356324-0.00380404j -0.00405545+0.00415194j 0.00583076-0.00291202j -0.00407863-0.00197185j -0.000896836+0.0101311j -0.0053426+0.00828544j 0.00366656-0.0149347j 0.0050395+0.008197j 0.00801823+0.00967433j 0.00357243+0.00214969j -0.0102892-0.00698566j 0.0121898+0.00509339j 0.00924902-0.000120895j 0.0174546+0.0122042j 0.0125057-0.00424156j 0.00681944-0.0172197j 0.00795684+0.00254788j -0.00238654-0.0052519j 0.0170641-0.0109674j -0.0190475+0.0056496j 0.00270222-0.0107544j -0.00410301-0.00994279j 0.00359+0.00868036j -0.00602364+0.00747474j 0.00215875+0.00331724j -0.00289089-0.00782239j 8.34386e-05-0.00853558j -0.00817525+0.00966284j -0.00336295-0.0003089j 0.000805172+0.0064952j -0.00760121+0.0196005j -0.0154744-0.0144489j 0.00424488+0.00799619j -0.0104144-0.00192637j 0.0118651-0.000338021j -0.0014453+0.00726546j -0.00927876+0.00669793j -0.00217726-0.00550851j 0.00921063+0.0139416j -0.0148872+0.0157295j 0.00532527+0.00844871j -0.0139731+0.0179666j -0.010681-0.000273004j 0.00135396+0.00149092j -0.020676-0.0180392j 
0.00147227-0.000343345j -0.00370462+0.00112725j 0.0020944+0.00127696j -0.000825871+0.000290693j 0.00255384-0.000740537j 0.00507802-0.00219949j 0.00103269-0.00173382j 0.00369063+0.00453489j -0.00214377-0.00163404j 0.00265683-0.00114851j -0.00340568-0.00454193j 0.00504951+0.00400111j -0.00301941-0.000787138j -0.00212594-0.00821989j 0.00489808+0.0026531j 0.0023361+0.000110212j 0.00587514+0.00487797j -0.00536551+0.00609292j -0.0023251-0.000606545j 0.00226068+0.00428865j 0.00624687-0.00207284j 0.00117089-0.00416714j 7.47456e-05-0.00398871j 0.00151564+0.00469954j 0.00248598-0.00022716j 0.00744084-0.000543981j -0.000535794+0.010864j -0.00355153-0.000238935j -0.00525389-0.00163004j 0.00951365+0.00244514j -0.00535039+0.000273542j -0.00221039+0.00114358j -0.00437606+0.00540546j -0.00157066+0.001442j -0.0044867-0.000416318j -0.00156122-0.0069929j -0.00356044-0.000467844j -0.00898519-0.0059713j -0.00265942-0.00641012j 0.00271634-0.000998771j 0.000309366+0.00113866j 2.9196e-05-0.00255154j 0.00335886+0.0102288j -0.00501945+0.00200387j 0.0042171+0.00299963j 0.0078382+0.00245513j -0.00392102-0.002322j 0.000673125+0.0105835j -0.00126943-0.00178456j -0.00587781-0.00148515j -0.00560855-0.00426184j -0.00762795-0.00590561j 
-0.00303972-0.00179539j -0.00971525+0.00362105j -0.0047338-0.00155986j -0.00520422+0.00349229j 0.00536041+0.00533062j 0.0043278-0.0112181j 0.00284781-0.00676475j 0.000895013+0.00743434j -0.000461226-0.00303571j 0.0010844+0.00428056j -0.00280057-0.00820041j 0.00340901-0.00605188j 0.00269597-0.00106784j -0.00935134-0.00499046j 0.00456073-0.00732674j -0.00248639+0.00189639j 0.00195669+0.00204599j -0.0122565+0.00733263j -0.01249+0.00261728j 0.014649-0.000885315j -0.00113289-0.00579528j -0.00578232-0.00576166j -0.000155457-0.00725019j -0.00252552+0.00175996j -0.00206704-0.000632281j 0.00512509-0.000237859j 0.0225454+0.00917828j -0.0169794-0.0101578j -0.000285041+0.00264386j 0.0162226-0.00460543j -0.0078418+0.00149829j 0.00459487-0.00168268j -0.00442561-0.00278673j -0.00252301+0.0026601j -0.00193361-0.000124047j 0.000593928-0.00420875j -0.0105086-0.0060836j -0.0138235-0.0133026j -0.00373763+0.00583607j 0.00350435-0.00492648j 0.00847534+0.00504073j -0.00804007+0.00401366j 0.00852024-0.0011535j -0.0117833-0.000174519j -0.00569216+0.0172219j 0.0122373-0.00319546j -0.00211171-0.00963188j -0.000150967+0.0195276j 0.000638475-0.0060725j -0.0118721+0.000178082j -0.0223031-0.0167073j -0.0027924-0.00529102j 
-0.000805726-0.00164147j 0.00254142+0.000295631j 0.00394534-0.00313324j -0.00386215-0.0037099j -0.00404694-0.00263138j 0.0021243+0.00327891j -0.000470611+0.00410704j 0.0029238-0.00332686j -0.00392384+0.00424293j 0.00686447-0.0042973j -0.00720488+0.00477348j -0.00249269+0.00738207j 0.00329253+0.0025763j 0.00796934-0.000310658j 9.37708e-05+0.00244826j -0.00219086+0.00293424j -0.000247089+0.000154448j 0.00593973+0.00180219j -0.00448757+0.00175484j -0.00286392+0.0012127j -0.00062239-0.00171503j 0.00963389+0.0017404j -0.00461279+0.00539688j 0.00330653-1.23482e-05j 0.001328-0.00768193j -0.00359953-0.00477099j -0.00514591-0.00544924j 0.0117445-0.00133214j 0.00758404+0.00187683j -0.00680422+0.000968881j 0.000961482-0.000671054j 0.00355763+0.00239973j -0.000835197-0.00375166j -0.00166849-0.00295169j -0.00207051-0.00622821j -0.00129651-0.000617548j 0.0033648+0.00169882j 0.00128357+0.00515559j -0.000279075-0.00382442j -0.00597225+0.00605105j 0.00317728-0.000773465j 0.00406176-0.00191556j -0.00500726-0.000541135j 0.000696733-0.00494504j -0.00164113-0.00255694j 0.00101268+0.00223143j -0.00119398+0.00581577j 0.00326561-0.0119886j 0.00306342-0.000287681j 0.00284356+0.0094373j 0.0126134+0.00601892j 0.0017662+0.00290703j 
-0.000333812-0.0023231j -0.0029233+0.0019004j -0.00156949+0.00101935j -0.00229455-0.000860562j -0.00110998-0.00138322j 0.00160483-0.00506641j 0.00308037-0.00167095j 0.00137095+0.00180894j -0.000540943+0.00250163j 0.005677+0.000566272j -0.00521605+0.00212736j -0.000974574+0.00115158j 0.0010119-0.000248484j 0.00203223-0.00248236j -0.000371735+0.00101255j -0.00155758+0.00167423j -0.00128793-0.000779561j -0.000604448+0.00142499j -0.00223397-0.000378428j 0.00910178+0.00371391j 0.00267006-0.00432832j 0.00199653-0.00695475j -0.000216357-0.00125376j 0.00293331+0.00123219j -0.00218226+0.00170097j 0.00232054+4.99978e-05j 0.00226234+0.0023109j -0.00420952-0.0024552j 0.000845582-5.53243e-05j 0.00157689+0.00278998j -0.00191441-0.00134429j 0.0010098-3.50436e-05j -0.00397003-0.00238642j 0.00228517-0.00251567j 5.88064e-05-0.000217204j -0.00519464+0.000679244j -0.00275268+0.000525882j -0.00666492+0.00126161j -0.00101198-0.00230052j 0.00219023+0.00191344j 0.00123125+0.00190606j 0.000125643+0.000931683j 0.00210586+0.000297575j -0.00312301-0.00253568j -0.000177176+0.00179821j 0.00211293+0.00280318j -0.00503152+0.00242662j -0.00554059+0.00443927j 0.00549767-0.00438845j -0.000378987+0.00919109j -0.000480386-0.00401505j -0.00403059-0.00802074j 
0.00111866-0.000991084j -7.27565e-06+0.000237029j -3.19257e-05+0.000826468j -0.00124262+3.41111e-07j -0.00328624+0.00264129j -0.00457846+0.00233485j -0.000967665+0.00284403j -0.00255568+0.000422095j -0.00264923-0.000854066j 0.00125761+0.000542189j -0.000731765-0.00160523j -0.00144438-0.000462595j -0.00258961-0.000282582j 0.00443882+0.0026538j -0.00224494-0.0011147j 0.00387992-0.00379356j 0.00200703-0.00553193j 0.00437633-0.000711973j 0.00307704-0.00145013j 0.00333477+0.00387098j 0.00109923-0.00246767j -0.00110293-0.00349499j 0.00232797-0.00142986j 0.000156419-0.000388898j 0.000180471+0.00252056j -0.00188301+0.000698216j 0.00288048+0.00177632j 0.00127995+0.00222938j -0.00235561+0.000785667j -0.00335888-0.00379413j 0.000766929-0.00268789j -0.0055332-0.00223951j 0.003485-0.00419818j -0.000561701-0.00135168j 0.00335122+0.000181842j -0.00318774+0.00191904j 0.00120471+0.000207377j 0.005948+0.00334635j 0.00509598-0.00224796j 0.000821673+0.000165425j -0.00106317+0.000631362j -0.00349569-0.0017143j -6.26011e-05+0.000531037j 0.00158679+0.000785361j 5.45705e-05+0.00593578j -0.00665192+0.00172123j -0.0015682+0.00259183j -0.0082567-0.00235141j -0.00279295+0.00309489j 0.00685574-0.000798111j -0.00098252+0.00258883j -0.00124331+0.000246577j 
9.13744e-05+0.00297259j 0.00282435-0.000424877j 0.000151824-0.00152349j 0.00382811-0.00170195j 0.00130241+0.00138167j 8.42529e-05+0.00179404j -0.00165447+0.00119231j 0.000664562+0.00120142j 0.000936601-0.00402375j -0.00569983+0.000223978j 0.00422688-0.000901443j 0.00068028-0.0021227j 0.000289099+0.000414438j -0.00201675+0.00330425j -0.00410602+0.00138232j 0.00197902-0.000272359j 0.00033275-0.00143358j -0.00255142+0.00225269j 0.00235297-0.000264373j -0.00176791-0.00449154j 0.00318469-0.000617161j -0.00943262+0.00221069j 0.000292542+0.00111262j 0.000741498+0.00162685j -0.00177505-0.00137122j 0.000908412+0.00165995j -0.000633042+0.00304305j -0.00202723-0.00110567j -0.00291049+0.000794248j 0.00108455-0.00085891j 0.00116725+0.000664003j -0.00310005-0.00126243j 0.000470371+0.00177431j 0.000243966+0.00122283j -0.000178087+0.0036002j -0.000844314+0.000722105j -0.00128911-0.0011852j 0.00138587-0.00307628j 0.00177975-0.000421018j 0.0017361-0.0035112j 0.000735966-0.00100696j -0.000192102+0.000421577j 0.00048222+0.00110124j 0.00302086+0.00107782j -0.000513848+0.00160897j -0.000334911-0.00451342j 0.0049578-0.00384909j 0.00459267+0.00412362j -0.00393784+0.00386025j 0.000567387-0.00799489j -0.00326151+0.0012114j 0.00161856+0.00327258j 
0.000324485-0.0037195j 0.00220661+0.00316515j 0.00154636+0.00169129j -0.00276121+0.00175816j -0.00350143-0.0047061j 7.85556e-05+0.00654772j 0.000301178+0.00271336j 0.00542925+0.00370388j 0.00309212-0.00014492j 0.00598674+0.00553593j -0.00665864+0.00100764j -0.000977769+0.00424975j 0.0015015-0.000449138j 0.000150701+0.000697854j -0.00119999+0.00667359j -0.00327001-0.0069756j 0.00211157-0.00253033j 0.00702429-0.000892671j -0.00294848-0.000606918j 0.00635017+0.00931475j -0.00088544-0.00444923j 0.00121207-0.00236931j 0.000488296+0.00300182j -0.00100321+0.000254641j -0.00442467+0.00655669j -0.00641752-0.00220966j -0.000873453+0.0113719j -0.00122866+0.00370777j -0.000610495-0.00115435j -0.00708678+0.00712027j 0.00771161-0.00227001j -0.00774312+0.00469487j 0.00167181-0.0024297j -0.000299938+0.000494893j -0.00412756-0.000999411j -0.00464926+0.000940063j -0.00446959-0.00345267j -0.00361557-0.00443858j 0.00858135-0.000548234j -0.00471025-0.00356925j -0.00260796+0.00364678j -0.000287194-0.000584235j 0.00312145+0.00422437j 0.00693106+0.000633554j 0.00896531+0.00212297j -0.0065857-0.00303507j 0.00226769+0.000339584j -0.0161364+0.00103154j 0.00302071-0.000187934j 0.0187401+0.010442j 0.00255439+0.00257289j -0.00624987-0.00720447j 
-0.00272266-0.00273777j -0.00504618-0.00136313j -0.00832175+0.00376099j 0.00577165+0.000542839j -0.0129524+0.0103462j -0.0015091-0.00336518j 0.00450771+0.0047725j 0.00484025+0.00040433j 0.00026854-0.00511728j -0.000137169+0.00334568j 0.00111673-0.0158301j -0.00516448+0.00682147j -0.0142137-0.0036767j -0.00426469+0.000111982j 0.0016882-0.00766126j 0.00206187-0.00438272j 0.0115107-0.0122282j 0.00131684+0.0033625j 0.00474704-1.96334e-05j -0.0136118+0.00126762j -0.00925568+0.00347543j 0.0141522-0.00228427j -0.00456662+0.0118705j 0.00286983-0.00875205j -0.00157322+0.00864695j 0.00150916+0.00795775j 0.00363213-0.00302293j 0.000788591-0.00202458j -0.00673126+0.00397305j 0.0124287-0.00831436j 0.000447158+0.00280297j 0.0112407-0.0108835j 0.0100942-0.0131434j -0.00602079+0.00760867j 0.0179956-0.0100464j -0.00277422-0.00311268j -0.00300111+0.00633486j 0.00794573+0.00693363j -0.000746515-0.00263968j 0.00262551+0.00495936j 0.0103741+0.0105754j -0.0170727-0.0056837j 0.0015094+0.00695188j -0.000395357+0.00697611j 0.00456317-0.000421374j 0.00120152+0.0019077j -0.0182304+0.00392652j -0.0094926-0.00158201j -0.00365154+0.00427479j 0.00449934-0.00138431j -0.00688052-0.00175058j 0.000978624+0.00355771j 
0.00203334-0.00346105j 0.00126696+6.91103e-05j -0.000397596-0.00144977j 0.0010273+0.00165611j 9.07587e-05+0.00442342j 0.00402167+0.00127217j -0.0021185+0.00613337j 0.00180181+0.00564727j 0.0056736-0.00109047j 0.0035783+0.00451973j -0.00291051-0.00460076j 0.000637905+0.00155012j 0.00131462+0.00680555j -0.000829679-0.00101105j 0.00408038+0.00480582j 0.00582208-0.00604948j 0.00473969-0.00463887j 0.00246717-0.0011281j -0.00474006+0.00499826j 0.00345626+0.00834264j 0.0010488-0.000723096j -0.00307936+0.0020223j 0.00296258+0.00253358j -0.00929046-0.00111475j -0.00384966+0.00806228j -0.000888489-0.00476759j -0.00227851+0.00732183j -0.003655+0.0059715j -0.00984942-0.00341423j -0.0105097-0.00416073j 0.00388761-0.00105384j -0.00406079-0.00138756j 0.0039417-0.00746765j -0.00138256+0.000867947j -0.0020639-0.00325768j -0.00434386+0.00187604j -0.00286869-0.00364165j -0.00248026+0.000851697j 0.00800349-0.00069619j -0.00504457+0.0028305j 0.0032564+0.00203348j -0.00181704-0.00448021j 0.00323772-0.00324317j 0.00722022+0.000973052j 0.00312939+0.00315577j -0.00529246-0.00759815j 0.00322045-0.0053839j -0.0192763+0.00194558j -0.00322524+0.00774454j 0.0167563-0.00200794j -0.00242529+0.00300127j -0.00822804-0.00116528j 
0.00200202-0.00730151j -0.00592836-0.00210636j 0.00743906+0.00335124j 0.00836357+0.00683004j -0.00714197+0.00578369j 0.00025304+0.0116019j -0.0158915-0.000971366j 0.00368936+0.0120103j 0.00484822+0.000712763j 0.00295978-0.00693052j -0.0264201-0.00198279j -0.00148631+0.007451j 0.00431669-0.00335376j 0.00511581-0.0182331j -0.00244266+0.0105834j -0.0066828+0.00408374j 0.0127421+0.0051607j 0.00136356+0.0109148j -0.00442569+0.013509j 0.010155+0.0113452j 0.00462846+0.00310448j 0.000151072-0.00875096j 0.00101201+0.00578521j -0.0222546-8.68266e-05j 0.000986444+0.0132085j -0.00602801-0.0036236j -0.00715342+0.000882922j 2.89962e-05+0.00901797j -0.00989725-0.0015222j -0.0059919+0.00278744j 0.00544785-0.00167857j 0.00512543-0.0101737j 0.00543179-0.00571509j -0.0105239+0.00091899j -0.00858107-0.020692j -0.00390403-0.00134141j -0.00202197-0.0142107j -0.0117988+0.000209124j 0.00695718-0.00821243j 9.77605e-05+0.0114657j 0.00633277+0.0171933j -0.00968208-0.0125933j 0.00295754+0.000668125j 0.000860478-0.0016666j -0.0120012+0.00751041j 0.000953971+0.00848134j -0.00128534-0.00761572j 0.00135226+0.00289418j 0.0112461+0.000919174j -0.00173245+0.00254183j -0.00038981+0.00225301j -0.00596331+0.000166477j 
-0.00254641+0.00181382j 0.00522865-6.85082e-05j -0.00617965+0.00202902j 0.0106739-0.00311006j -0.00107396-0.00940929j -0.00405621-0.00962468j 0.0137671+0.0108831j 0.00210277-0.00780612j -0.00667328+0.00947535j -0.00529171+0.00415247j -0.0105609+0.00062791j 0.00390506-0.00549015j -0.00859942-0.00587269j 0.00294571-0.00642672j -0.00744811+0.0169217j -0.0117293-0.0074819j -0.0169449-0.0010105j 0.00705696-0.00215895j 0.00595844-0.00986665j 0.010285+0.0118718j -0.00249642+0.00884284j -0.0105546+0.00256367j 0.0043825-0.000337508j 0.0117744+0.00939155j 0.00399145-0.00924981j 0.00962777+0.00183693j 0.00900796+0.00180005j 0.000595401+0.00168136j 0.00136017-0.000676231j 0.00187588+0.0114734j 0.0179688+0.00822707j -0.0022461-0.0108972j -0.0107669-0.00267334j 0.00756275-0.0167231j 0.00383413+0.0123883j 0.00424295-0.00611819j 0.000647636+0.00924616j 0.000586553-0.00401812j 0.00223488+0.00374531j 0.00981424-0.00246003j 0.0119882+0.000733394j 0.00541402+0.00846722j 0.00403164-0.00873981j -0.00240976-0.00618226j 0.00297372-0.00871733j 0.00375394-0.00515582j -0.00373459-0.0086744j -0.00500086-0.00286485j -0.000828664+0.000634358j 0.00944841+0.00271038j 0.00994893+0.00449514j -0.00634934-0.00587363j 
0.00380686-0.000783216j -0.00126419-0.0023787j 0.000291931-1.78302e-05j -0.000926865+0.00142368j 0.00338189-0.00221586j -0.00382342-0.00271159j -0.000332036-0.00474061j -0.0063169-0.00105889j -0.0014002+0.00405807j -0.00317106+0.00226069j -0.000836557+0.00152603j 0.0032356-0.00398263j 0.0022012+0.000298326j 0.00464689-0.00379346j 0.00154072-0.00156488j 2.74728e-06-0.000495865j -0.00226912+0.00787827j 0.00522-0.00206025j 0.000496301-0.00240207j 0.0020348+0.00433524j -0.00340984+0.00399663j -0.00312686+0.0019073j -0.0018407-0.00445332j -0.000616877-1.21197e-05j 0.000145554-0.00221885j 0.00282005-0.00141657j -0.000949167-0.0059816j -0.000251472+0.000640923j 0.00285208-0.00346142j 0.00268772-0.000480769j -0.00484636+0.00149723j -0.00232209+0.00109239j 0.00386492+0.00124782j 0.00022848-0.00394516j 0.00134175-0.00026087j -0.000669128-0.00173702j 0.00414283+0.000494254j 0.000731727+0.00155237j 0.000238313+0.000735892j -0.00257754+0.000402065j -0.0016151-0.00204755j 0.00109326+9.94561e-05j 0.000854123-0.00342473j -0.00526571+6.55844e-05j -0.00161233-0.00271166j 0.000645096-0.000777173j 0.00102554-0.00399955j 0.00136569+2.68974e-05j -0.00105554+0.00317298j -0.00514948-0.00179772j 0.00149911-0.00154278j 0.000719046+4.73372e-05j 
0.00128929+0.00122157j 0.0032411-0.000611334j -0.00543816-0.00338146j 0.00191684+0.0007758j 0.00549591-0.00196998j 0.000521088-0.0053932j 0.00430406+0.00027735j -0.00175825-0.00183844j 0.00297529+0.00162074j -0.000371332+0.00181487j 0.00803488-0.00439042j 0.000707736-0.00178347j 0.00302341-0.000173434j -0.00715392+0.00232602j 0.00120244-0.00169356j 0.00814374-0.00865695j -0.000387928-0.0012903j -0.00599593-0.00766699j 0.00435167-0.00029354j -0.00730603-0.00344391j 8.41999e-05+0.00143383j -0.00672932-0.000173216j 0.00047891-0.00114803j 0.00389867+0.00147917j -0.00415114+0.00149923j 0.00393521-0.00150964j -0.00382424+0.00135404j -0.00334436-0.00161259j -0.00589724-0.00126329j 5.73449e-05-0.00397998j -0.000803109+0.000938282j -0.00651235+0.00258813j 0.000648628+0.00264986j 0.00153638+0.00445819j -0.000614376+0.00341378j -0.0014514+0.00166009j -0.000929006+0.00201615j 0.00167218-0.00137681j -0.00118055-0.000661168j 0.00062636-0.000170315j 0.000199951-0.00705402j 0.00038118-0.000417738j -0.00210926-0.00100521j 0.00463905+0.00373117j 0.00555126+0.000244884j -0.00278451-0.00991351j 0.00365087-0.0055604j -0.00575046+0.00636417j -0.00695308+0.00402532j 0.00649335-0.00435351j -0.00429811-0.00213721j -0.000575495-0.00212529j 
