-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
-0.00178199-0.00731173j -0.00698209+0.000635525j -0.00572313-0.000523061j 0.00181766+0.00772304j -0.00164426+0.00252002j -0.00198597-0.00046889j -0.000565559-0.00182665j -0.00325319-0.0011061j 0.00149902-0.00164765j -0.000511617+0.000746348j -0.000377898-0.00291588j -0.00037074+0.0017961j -0.00134587+0.0031294j 0.00440766+0.000603344j -0.000794705-0.000454842j 0.00182694-0.00288391j -0.00232869+0.00650892j 0.00231624+0.000255415j -0.00338578-0.0021281j 0.00529444+0.00145942j -0.00465191-0.00390281j -0.000818154-0.00239353j 0.00297233+0.000747192j 0.00178796-0.00168919j 0.00490008-0.00257342j -0.0029411+0.00122525j -0.00940344-0.00443263j -0.000272648+0.00346014j 0.00775674+0.00645568j -0.000245903-0.00380564j -0.00121306-0.00343227j 0.00332534+0.00306237j -0.0112819+0.00829906j -0.00164534+0.00617991j -0.000112253+0.000661124j -0.00158114-0.000691651j 0.000258746-0.00428668j -0.00485641-0.00301093j -0.000156786+0.00270084j 0.00818932-0.0019567j 0.00353843-0.0028358j -0.00511085+0.00857005j -0.00012007+0.00364444j -0.00679273+0.00128934j -0.000571551-0.000339347j 0.00103616-0.00116621j -0.00246919+0.00331265j 0.000231829-0.00446386j -0.00366424+0.0041175j -0.00125525+0.00469094j -0.00142687-0.00332115j -0.000892191+0.00768414j -0.00078427-0.00356731j 0.00260473-0.00452277j -0.00309618-0.00239956j 0.00447454-0.000943182j -0.00522591+0.00463672j -0.0043007-0.0123397j 0.00160378+0.00407812j -0.000871542+0.00409847j -0.00243009-0.00413674j -0.000970475-0.00645218j 0.00748532+0.0115795j 0.00307148-0.00420273j -0.00260161-0.00741743j -0.00615143+0.00636755j 0.00362571-0.00296998j -0.00484417+0.00294864j 0.000132622-0.00276871j 0.00327115+0.000118973j -0.000920734-0.00213743j 0.000871792-0.00334612j -0.00111982+0.000324823j -0.000611782-0.00799252j 0.00508939+0.00894325j -0.000140964+0.00161731j 0.00342051-0.000176869j 0.00305557+0.000865612j 0.0014827-0.00239844j 0.000459253+0.00184036j -0.00680412-0.0031194j -0.00042398+0.00332338j 0.00119386-0.0018695j -0.000557579-0.00151701j -0.000165449-0.0024042j -0.00198187+0.000490726j -0.000163644+0.00416545j 1.0622e-06-0.0014728j 0.00364398+0.00337584j -0.00128939+0.00151332j 0.00414917-0.00333088j 0.00283604+0.00612352j 
0.00269239+0.00537689j 0.00474467-0.0011902j 0.00370301+0.00171449j 0.00264483-0.00483973j 0.00284636-0.00301691j 0.00360928+0.00481294j -0.000981179+0.00126698j -0.00251683-0.00121905j 0.00332692-0.00199421j -0.00040622-0.00420478j -0.00132129-0.00876603j -0.00555591+0.00287653j 7.99914e-05-0.00192588j -0.00433079-0.00304367j 0.00204149-0.00626954j -0.00522148-0.00174472j 0.00534659-0.00183106j -0.00142232+0.00133958j -0.00863491+0.00575944j 0.000615996-0.00161464j -0.00450195-0.00317882j -0.00143012+0.00448416j 0.00103863+0.00440104j -0.00549755+0.000611969j -0.00321729+0.00381486j -0.00281564-0.0039961j 0.000427039+0.00140986j 0.000948568+0.00442343j -0.00168754-0.0121439j -0.00164832+0.00249272j 0.00506542+0.000779178j -0.00100126+0.00525746j 0.000892877+0.00590682j -0.00370947-0.00202234j 0.00500656-0.00207956j 0.00613471+0.00803132j -0.00474135+0.0156343j 0.00748733-0.00241312j -0.00533885+0.00800604j 0.00580646-0.00355612j 0.00595602-0.00561246j -0.00704304-0.00336446j -0.00374649+0.00550301j -0.00165422-0.0081082j 0.00771339+0.00174224j 0.000891247+0.00385323j 0.000182309+0.00447149j -0.00164468+0.00135348j -0.0010663+0.000375589j 0.00458553-0.00325105j -0.0102454+0.00932334j 0.00149768+0.00250798j -0.0016549-0.00607262j 4.28047e-05+0.0068046j 0.00534193+0.00606844j 0.000752849-0.00513752j -0.00389516-0.00372355j 0.00455365+0.00326125j -0.000528185+0.0114173j 0.000476665-0.00335307j 0.000123896-0.000381966j 0.00109377+0.00277608j -0.000392728-0.000113491j 0.00402924+0.00456704j 0.000858686-0.00636935j 0.000871861+0.00284917j 0.00109404-0.00193251j 0.00304849-0.00278643j -0.00229567-0.00174493j 5.85898e-05+5.60992e-05j 0.00118273-0.00721005j -0.00213242+0.00304691j -0.000776204-0.00550944j 0.00229824+0.000897329j -0.00314508-0.000846696j 0.00215183-0.00113702j 0.00387729-0.00172065j 7.04046e-05-0.00222107j 0.000146597+0.00191801j 0.00655139-0.0039583j 0.000816944+0.00184686j -0.00113325-0.00281239j -0.00145059-0.00243465j 0.00113577-0.000606909j -0.00023575+0.00186137j -0.00336097+0.00134324j 0.00101596-0.0042256j -0.000252337-0.000295736j -0.00500239-0.00301704j 0.00357333-0.00243832j -0.00322052+0.00400759j -0.00391388-0.00189592j 
0.00053983+0.000182845j 0.000671639-0.00121737j -0.000950482+0.0021856j 0.00337386-5.04399e-05j 0.00440027-0.00705847j 0.00348621+0.000715927j 0.00134811-0.00105367j -0.00373366-0.00063872j 0.0042552-0.00360836j -0.00148874+0.00515607j -0.00102861+0.000573431j 0.000473287-0.00199196j -0.00117225-0.000468542j 0.00129391+0.00305099j -0.000801067-0.000581814j -0.000800529+0.00322109j -0.000234908-0.00221589j 0.00290224-0.00405746j -0.00226635-0.000847494j 0.00176715-0.00426416j 0.00120478+0.00396091j -0.00285501+0.000499362j 0.00248889+0.000406326j -0.000332938+0.00466221j -0.00129098+0.000605224j 0.00152497-0.00325963j 0.000811299+0.00257324j 0.000911536+0.00486281j 0.00279157+0.00519298j 0.00105308+0.00630804j 0.00411075+0.00468098j 0.00264058+0.00144143j 0.00350629-0.00210144j -0.00119249-0.0029269j 0.000298578-0.00449243j 0.000999234+0.000384876j -0.00338216+0.00266384j 0.00104323+0.00531344j -0.00383242+0.00933003j -0.000917232-0.00425317j -0.00570132+0.00595478j 0.000592608+0.000290529j -0.000793935-0.0116414j -0.00234847-0.00767072j 0.00320674+0.00166792j 0.00242326+0.0106328j -0.00542092+0.00303893j -0.00159953+0.00451352j 0.00193247+0.00151345j -0.00129693-0.00210641j -0.00495561+0.00366087j 0.00355398+0.00461916j 0.000594131+0.00191256j -0.000197032+0.0030021j -0.00276838+0.0042269j -0.00233341-0.0040715j -0.00538607+0.000784048j -0.00423396+0.000501984j 0.0055401+0.00737126j 0.00208857+0.00176491j 0.00191027-0.00788899j 0.000798266-0.0016736j 0.00150755+0.000518415j 0.00389803+0.00144096j -0.00163053+0.0042777j -0.000705883-0.00376805j -0.00295279+0.0018473j 7.25566e-05-0.000733928j 0.00484902+0.00302338j 0.000365225+0.00395031j -0.000479555+0.00447047j -0.000241194-0.000314399j 0.000220782+0.00212748j 0.000185187-0.00250896j -0.00279628-0.00149538j 0.00135889+0.00386549j -0.00261079-0.00163703j -0.00114497-0.000117982j 0.000903451+0.000762869j -0.000419416+0.00450483j 0.00040366-0.00180587j 0.00201655+0.00179681j 0.00191832-0.00340245j -0.00539407-0.0013322j -0.00312525+0.000766791j -0.00132615-0.000256927j -0.00239163+0.00424533j -0.00170496-0.00292013j 0.003563-0.0039357j 0.00184793+0.000925727j 0.000480768-0.00102033j -0.00030982+0.000101475j 
-0.000623383+0.00638437j 0.00610998+0.00133738j -0.00351058+0.000537254j 0.00108546+0.00391825j 0.00278074-0.000206962j 0.00178998-0.00255202j 0.00528462+0.00665797j -0.000521262+0.00101699j 0.00775366-0.00259339j -0.00242138+8.26451e-05j -0.000103543-0.00143162j 0.00481371-0.00266858j 0.0031084+0.00219599j 0.000424705-0.00183357j -0.00293437+0.00153892j 0.00410392+0.00606333j 0.00168731-0.000514231j 0.000677834+0.00285931j -0.00774931+4.51535e-05j -0.00279458-0.0013313j -0.00573457-0.00207744j 0.00152916+0.000662444j 0.00542629-0.00137848j -0.000174532+0.00632462j -0.00177236-0.00552952j -0.00223691-2.27965e-05j 0.00609623+0.00195726j -0.000531958+0.00519339j -0.00515023+0.00409625j -0.0013255-0.00437348j 0.00131594-0.00396057j 0.00655562+0.0018618j -0.00258507-0.00130718j 0.000177914+0.00548654j -0.000669571+0.000776163j -0.000389168-0.00731933j -0.0045496+0.00166857j 0.00315813+0.000973106j -0.0039367+0.00325212j -0.00082737+0.000256404j -0.00263534-0.00202939j 0.00629801-0.00334457j -0.00223875-0.000947771j 0.00315621+0.00674038j 0.00258793-0.00371206j 0.00148978+0.00091417j 0.000120545+0.00419838j -0.00134651+0.00897059j -0.00291561+0.00726699j 0.00565539-0.000462297j -0.00255942+0.00101031j -0.00463278+0.000160501j 0.00659829-0.000325199j 0.00286301-0.000211938j 0.0031454+0.00379007j -0.00418232+0.00299803j 0.00794162-0.00329076j 0.00157254+0.00303288j -0.000202045+0.00104961j 0.00211767+0.000302378j 0.00331312+0.00207346j 0.00348757+0.00455342j -0.000599808-0.000795211j -0.00253308+0.00343603j -0.00315308+0.00239679j 0.00865605-0.00518924j 0.00197258+0.00356013j 0.00155231-0.00242129j -0.00194519+0.00232915j -0.00526486+0.00257889j 0.00614383-0.00283063j -0.00321254-0.00415556j -0.00151186+0.006723j -0.00388894-0.00299312j -0.0017581-0.00123343j 0.000113693-0.00371719j 0.00560532-0.00625284j -4.06136e-05+0.000376061j -2.83727e-05+0.0070104j -0.00618427+0.00514554j 0.0032461+0.000570054j -0.00231675-0.00465951j -0.000940518-0.00239031j -0.00291634-0.00556913j -0.00447562+0.00452637j 0.00217413+0.0026665j -0.00600072-0.000107151j -0.00464165-0.00423569j 0.00094679+0.000548487j -0.0028636-0.000694398j -0.00679147+0.000893912j -0.000784327-0.00870171j 
0.00212608+0.00127474j -0.00022877-0.00166463j -0.000864781-0.00522463j 0.00065007+0.00237626j 0.011845-0.00596001j 0.00476576+0.00464492j 0.00327176-0.00293898j -0.00177817+0.000200262j 0.000568151-0.00684245j 0.00550745-0.00294244j -0.00499493+0.000367862j 0.000290882+0.00469338j 0.00147091-0.00216469j 0.00563686+0.000582546j 0.00385527+0.00501676j 0.000275425-0.00339143j -0.00232463+0.00984246j 0.00441073+0.00625496j -0.00269723-0.00440824j 0.00327762+0.00515573j -0.002491-0.00778323j 0.000357204+0.00352891j -0.00120085+0.00308848j -0.00275493-0.00566279j -0.00216018-0.00457952j 0.000888772+0.00193354j 0.00489058-0.003871j 0.00358684-0.00318605j 0.00166448-0.0049204j -0.00120126+0.000471697j 0.00117464-0.00143828j -0.00210384+0.00167041j -0.00393254+0.000906553j -0.00344862+0.0111151j 0.000445989-0.000289097j -0.00393743-0.00111627j 0.00684482+0.00521668j 0.000391604-0.00202017j 0.00152356-0.00931689j -0.000715293-0.00629932j 0.000823242-0.00203368j 0.00175822+0.00104754j 0.00365795-0.00359008j -0.0070667+0.00574009j -0.00150271-4.44094e-05j 4.77692e-05-0.00603841j -0.000649121-0.00094005j 0.00204542+0.00106678j -0.000440781+0.00107238j 0.00250677+0.0078229j -0.00565572-0.00116362j 0.00178496+0.00156483j 0.00011477-0.00500307j 0.00287205-0.00321509j 0.000407451-0.00147461j -0.00095161-0.000940882j -0.00357685-0.000745854j 0.00385008-0.000461728j -0.0012935-0.00547404j -0.000997323+0.00250954j 0.00246253+0.00889639j 0.00199741+0.001517j 0.00209339+0.00279304j 0.000942824+0.00168605j -0.000915165-0.00534811j -0.00102168+0.00182235j 0.0041142+0.00292723j -0.00506345-0.00129485j 0.00319359-0.00257591j -0.00248658+0.000539184j -0.000494459-0.00411058j -0.00392053-0.00493627j -0.00318058-0.000597452j -0.00414644-0.00312736j -0.00267835+0.000668967j 0.00285465-0.00341022j 1.83943e-05-0.00435071j -0.00469689+0.00164368j -0.000377015-0.00732861j -0.00469112+0.0021862j -0.00404881-0.00412349j -0.000991662+0.00407843j 0.00227974-0.00764312j -0.00448844+0.00109361j -0.0068821-0.000170373j -0.00082452-0.00144687j -0.000297267+0.00041107j -0.00181964-0.00116244j -0.000716301-0.00447598j 0.00184742-0.00153909j -0.00106187-0.00283608j 0.000172201-0.000726706j 
-0.00208034+0.00505617j 0.00471356+0.00359885j 0.00332494+0.00251911j 0.00207757-0.00466216j -0.00305784-0.00359853j 0.00193767+0.00284889j -0.00241116+0.00501608j -0.00381327-0.00382312j 0.00540241-0.000381887j 0.00389866+0.00128734j 0.00263103-0.00148875j 0.000804472+0.00337016j -0.00228824+0.00307644j 0.000915564-0.00276545j -0.000396541-0.000666796j 0.00698641+0.00307638j 0.00457431+0.00103919j 0.00198987+0.00309402j 0.000798909-0.00182525j 0.00178591-0.00180756j 0.00397296+0.00523649j -0.000593586+0.00275739j -0.00756216+0.00018095j 0.00202145+0.00125725j 0.00169238+4.4161e-05j 0.00552629+0.0052035j 0.00173262+0.00108039j 0.00254837+0.00413656j -0.00121898-0.00242742j -0.00400381+0.000266489j 0.00129239+0.00510066j 0.00251129+0.00169387j 0.000631833-0.0050819j 0.00457763-0.00260233j -0.00217182-0.0036944j 0.00203399+0.00439654j 0.00728674+0.00544924j -0.000138317+0.00396056j -0.000101761+0.000558456j -0.00375204-0.00462626j -0.00260401-0.00245702j -0.00153315-0.00260171j -0.0040001-0.00100735j 0.00159807+0.0056823j -0.00317019-0.000511836j 0.000424156-0.000630305j -0.000312343+0.00131651j -0.00318318+0.00116154j 0.00347079+0.00204217j -0.00125687-0.000593347j -0.00470738+0.00493865j 0.0016342-0.00145324j 0.00614685+0.00251998j 0.00596676+0.0113263j 0.00324041-0.000323837j -0.00303977-0.00332214j 0.00133559-0.00236386j 0.00310609+0.00727579j 0.00143551-0.00477424j 0.00435906-0.00291074j 0.000795597+0.00283632j -0.00490092+0.00456501j -0.00450379-0.00302984j 0.00576064-0.000397099j -0.000340258+0.00134076j -0.00186972-0.00316277j 0.00502777+0.00368418j 0.00195414-0.00165021j 0.00168773-0.0011264j -0.00400694+0.00268412j 0.00250433+0.00198208j -0.0032614+0.00325783j -0.00431478-0.00109911j 0.00287107+0.0014876j -0.00102205-0.00127801j 0.000532584-0.00233905j 0.00282678-0.00721085j -0.00409075-0.00282846j -0.00171234-0.00195841j 0.00448429+0.00514822j 0.00626679+0.00340344j -0.00122187-0.00107751j -0.00398625+0.00053068j -0.00479043-0.00316316j -0.000279594+0.00747229j -0.00543495+0.000365512j -0.000155502+0.00190772j -0.000376777-0.0013077j 0.000643168+0.0010745j -0.000345339+0.000461474j -0.00116024+0.0023914j -0.00252266-0.00146174j 
-0.000727802-0.00857109j -0.00780563+0.00050215j -0.0040546-0.00166613j -0.0020984+0.0041035j 0.000198909+0.0035115j -0.000615356+0.00227188j -0.00145449+0.000295197j -0.00277564+0.00220606j 0.00229627+0.00029239j 0.00320933-0.00468904j 0.00754564+0.00045978j -0.00373859+0.00299666j 0.00357161-0.000913709j 0.00134467+0.00306816j -0.00496558+0.00206017j 0.000195738-0.00542728j -0.0130575-0.00442191j -0.00222975-0.00073078j -0.00217674-0.00269003j 0.00351696+0.00256537j 0.00104776-0.000525107j 0.0076005+0.000798612j 0.000976867-0.00251612j 0.000147272-0.000741662j 0.00141331+0.00657821j 0.000491707-0.00938562j -0.000819611-0.00228408j 0.00190294+0.000930177j 0.00192977+0.00112753j -0.0032213+0.000916523j 0.00330996-0.00448886j 0.000284878-0.00582785j -0.00274991+0.00272453j 0.00116867+0.00794123j -0.00185035+0.0047267j 0.00282013+0.00202786j -0.00438055+0.00233224j -0.00752778+0.00197313j -0.000473568-0.00280004j 0.0062245-0.000893441j 0.000657609-1.57182e-05j -0.00219356+0.00210262j 0.00603837+0.00228837j 0.00229385+0.00337377j -0.00225011+0.00104061j 0.00304417+0.00315055j -0.0028696+0.00460652j -0.00517077-0.00399657j -0.00903185+0.000425101j -0.00356588-0.00199981j -0.00101465+0.000549433j -0.00343903+0.00338369j -0.00653107-0.000211024j -0.00647456-0.00873668j -0.0110251+0.00470314j -0.00106624+0.0023266j -0.000273809-0.00468637j 0.00234422-0.00501714j 0.00128755-0.00173757j 0.000236678+0.00111857j -0.000172051+0.0043766j 0.00532885-0.00288857j -0.00209143+0.00283742j -0.00215797-0.00227717j -0.00392914-0.00558261j -0.00301022+0.00229173j -0.00455368-0.000311388j -0.00557183+0.00309495j 0.00216184-0.00492022j -0.00109394-0.001651j -0.00175611-0.00452101j 0.00533582-0.0024732j 0.00282213+0.00156764j -0.00124063-0.00091542j 0.0014686+0.000695347j 7.61945e-05-0.00110719j -0.00103877-0.000456705j -0.000803239+0.00260154j -0.000208513+0.00134487j -0.00244046-0.001017j -0.00448712-0.00434346j 0.00226269+0.00579856j 0.00125133+0.00160694j 0.0012194+0.00218834j -0.00336239-0.00517016j 0.00613225-0.00102344j 0.000841412+0.00256491j 9.52329e-05+0.00290819j 0.00375332+0.00162553j -0.00234447+0.00181961j 0.00627514-0.00477617j 0.00302396+0.00534429j 
-0.00644245-0.00780263j -0.00649298+0.00650688j -0.0101031-0.00219116j -0.00192773+0.00713058j -0.00846789-0.00234572j 0.000995943-0.00548836j 0.000130306-0.00452684j -0.00440476+0.00444148j 0.00260066-0.00141755j -0.00459189+0.00252702j 0.000927707-0.00615962j -0.00304581-0.00232615j -0.00333204+0.00239052j 0.00081138+0.000109751j -0.000321293+0.00647956j 0.00642607+0.00628451j 0.00176314-0.0020921j 0.00728597-0.00288148j 0.000845011-0.00157127j 0.0035258+0.00121709j 0.00289795+0.000580101j 0.00533689+0.00741747j 0.00118701-0.0025734j 0.00403267-0.00397434j 0.00182448-0.0021625j 0.000501094-0.00151998j 0.00214043-0.00131924j 0.00207685+0.000921981j 0.00388635+0.00115388j -3.51997e-05+0.00267325j -0.00170072+0.00107317j 0.00340935-0.00304847j 0.000105492-0.00435891j -0.00638409+0.00298455j 0.000937206+0.00287587j -0.0024403+0.00406435j 0.00463456+0.000213072j -0.00131183-0.00119071j -0.00207207+0.00296579j 0.00215155+0.00145532j 0.00527548-0.000249956j -0.00454111+0.00491628j -0.00126078-0.0039769j 0.0047947+0.00140245j -0.000551763+0.00254511j 0.00420495+0.00166771j -0.00151244-0.00307526j -0.00137547+0.00266692j -0.000661375+0.00289858j -0.00192287+0.000227925j -0.00504248+0.00163238j 0.000654463+0.000301597j -0.000587967-0.00347237j 0.0015-0.00150259j -0.00558164+0.00182809j -0.000650512-0.00315168j 0.00166436-0.00190773j -0.00678562+5.83562e-05j 0.00086545+0.00304665j 0.000247815+0.00436216j -0.00152707+0.00732869j -0.00403473-0.000661839j -0.000713214+0.00140981j 0.00100341+0.00322383j -0.01106-0.000179431j -0.00415359-0.00142799j 0.00175323-0.00215652j 6.72269e-06+0.000369057j 0.0069779+0.0037824j 0.00048746-0.00123941j -0.00137402-0.00202347j 0.00261281+0.000152226j -8.14127e-05-0.00837313j -0.00161947-0.00169411j 0.00334092+0.00680183j -0.00158633+0.00320253j -0.00244151+0.00161897j 0.00553108-0.00208345j 0.00370712-0.00201548j -0.000875326+0.00160764j -0.00308384-0.00175033j 0.00178669+0.00548627j 0.00239334-0.00163173j -0.00688614-0.00188733j 0.00230729+0.00243742j -0.000371417+0.00350155j -0.0033469+0.00186714j -0.00306595-0.00327582j 0.0104142+0.00335093j -0.00171492+0.00890628j 0.00523438-0.00693035j 0.00710958+0.00606154j 
-0.00468756-0.00378528j -0.00388163+0.0024178j -0.00201504-0.00377711j -0.00262435+0.00755081j -0.000453153-0.00431783j 0.00326388-0.0036235j 0.00095101-0.00535998j -0.00246584+0.00756295j -0.00379494-0.000689774j -0.00463843+0.00613288j -0.00420935-0.00149782j -0.00763978+0.00425663j 0.00715497-0.00295112j 0.00687773+0.0025455j 0.00647328+0.00289131j -0.000886858+0.00121073j 0.00208468+0.00638932j -0.00150906+0.00185044j -0.000451672+0.0019506j -0.00300825+0.00221999j -0.00197891-0.00334294j -0.00393131-0.00545561j -0.000994016-0.00282328j -0.00311337-0.00275929j -0.00441796+0.00191638j 0.00288852-0.00231293j 0.00195183-0.00254785j 0.00132571+0.00339946j 0.00137584+0.000812479j -0.00193741+0.00224513j 0.000584673-0.0064565j -0.00256996+0.00276707j -0.0015176+3.7183e-05j -0.00359187-0.00178844j 0.00052538-0.00263977j -0.00664217-0.00121909j 0.00298866+0.0019516j -0.00210451-0.00117847j -0.0010061-0.00316772j -0.00314287-0.00344708j -2.27774e-05-0.00466042j 0.00395432+0.00469804j 6.11683e-05-0.0028984j 0.00338472-0.00348704j -0.00218314+0.000232365j -0.000366674-0.00207877j 0.000461522-0.000474468j -0.00440654+0.00117433j -0.00127395+0.00230568j -0.00303832-0.00440502j -0.00210979+0.00329357j 0.00471974+0.00316834j -0.00185684+0.0004123j 0.00147344-0.00302885j 0.00182892+0.0022056j 0.00021615+0.0022702j -0.00295547-0.0035581j -0.00214476-0.00150524j 0.000669532+0.000469534j -0.000725021-0.000544148j -0.00363915+0.00404232j -0.00139916+0.00306166j 0.00226577-0.000560466j -0.00168609+0.00279495j -0.00380672+0.000559504j -0.00331916-0.00506513j -0.00195135-0.000384045j 0.000353113-0.00190557j 0.000253001+0.000239883j 0.00892183-0.00411135j -0.00219067+0.00212584j -0.00245997+0.00177041j -0.00270206-0.000171431j 0.00184757-0.00262658j 0.00527634+0.00529715j 0.00190932+0.00339006j -0.00399834-0.000438678j 0.00259916-0.000367714j 0.00294246-0.00413704j -0.000814163+0.000126548j 0.000570026-0.0034222j 0.00181066+0.0027013j 0.00129832+0.0030388j 0.000352949+0.000881232j 0.0023729-0.00111255j -0.00422083+0.000448663j -0.00115713+0.00319226j -0.00263212-0.00171678j 0.00563714+0.00109783j 0.000273475+0.00545177j 0.00407003-0.00805827j 0.00688546+0.00500086j 
-0.00448394-0.00204371j -0.00209519+0.00432525j -0.0016159-0.00385099j -0.00261688+0.00160066j -0.00546986-0.000455504j -0.00504449-0.00600098j 0.000716043-0.00845909j -0.00396801+0.0026721j -0.00200154+0.003298j -0.00894747+0.00241131j -0.000901295-0.0017491j -0.00335582-0.00542602j -0.000336721+0.00146599j -0.00364312+0.00302732j 0.00406833+0.000471522j -0.00288203-0.00116488j 0.00532994+0.00628674j -0.00601852-0.00168556j -0.00520533+0.00766722j 0.00432678-0.00155394j 0.00208131+0.00435173j 0.000873693+0.000871341j 0.000118874-0.00201364j 0.0118545+0.00322853j -0.00604463-0.00552516j 0.00493655+0.00598195j -0.00111425+0.000890601j -0.0117042-0.00196519j 0.00261835-0.00457204j -0.00859398+0.00759031j -0.00312348+0.00674731j -0.0058166-0.00494845j 0.00252912-0.00798834j 0.000317293+0.0056362j 0.00382913-0.0074137j 0.0051587-0.012744j -0.00170362+0.00577132j -0.000972773-0.00481223j 0.0103104+0.00973274j 0.00727686+0.000859609j 0.00554386-0.00554821j 0.000208924-0.00406235j -0.00856635-0.0088346j -0.000754826+0.000746616j 0.00555773-0.00282763j -0.00217992+0.00183083j -0.00338597+0.0039309j 0.00166501+0.0017912j 0.0022331+0.00190737j 0.00177531-0.00551862j -0.0014247-0.00061519j 0.0053422-0.00508902j 0.00149615+0.000632121j -0.0017473-0.00432027j -0.00696426-0.00573997j -0.000432136-0.00554486j -0.00844413-0.00333071j -0.00085114+0.00117216j 0.00069796-0.00496945j -0.00535774-0.000452638j 0.000887324+0.00211714j 0.0034586+0.00396212j -0.000576319-0.00280643j -0.00124387+0.0066349j -0.000207392-0.00270217j -0.00229866-7.44921e-05j -0.00486627-0.00579124j -0.00118046+0.00104094j -0.00337573-0.000527873j -0.00251953-0.000829643j -0.00227996-0.00492152j 0.00234425+0.00283744j 0.00109366+0.00108525j 0.00176043+0.00108159j 0.00325315-0.00245546j 0.000484092-0.00607533j -0.00386301+0.00429283j 0.00275539+0.000318007j 0.00222024-0.00125942j -0.00132588-0.00155858j 0.00112153-0.00285944j 0.00128365+0.002437j 0.00337126+0.00366149j 0.000188072-0.000468839j 0.00346428+0.00115043j 0.000191375+0.00243032j -0.00063209+0.00208141j -0.00157308+0.00139261j 0.00473274+0.00378229j -0.00532808+0.00531882j 0.00201133-0.0052674j 0.00489385+0.00121847j 
