-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
0.00108564-0.00462454j -0.00406001-0.000121193j 0.000607573-0.00175539j -0.00059948-0.000495524j 0.00397178-0.00346065j -0.00493546+0.00198086j 0.00250546-0.000642234j 0.00646022-0.000218644j -0.0029087+0.000831448j 0.00164506-0.0014798j 0.00149497+0.00206717j -0.00290608+0.00155711j 0.00345586-0.00602229j -0.000469679-7.53231e-05j -0.00445725+0.000129232j -0.000466689-0.00255561j -0.00499461+0.00232048j -0.00100259+9.32821e-05j 0.00299186-0.00123506j 0.0020052+0.00766149j 0.00181576+0.0061838j 0.00356567+0.000985578j -0.00384529-0.00257502j 0.000574202-0.00158892j -0.00336817+0.0035313j -0.00577778+0.00510495j -0.00350146-0.00146759j -0.00396267+0.00133231j -0.00314704+0.00135956j -0.00122918+0.00219791j -0.000830435-0.00374533j 0.00253249-0.000783514j -0.00263844+0.00841374j 0.00203004-0.000446947j -0.00277851-0.000693305j 0.00191045+0.00225111j -0.00184985-0.000236918j 0.00213643+0.00090363j 0.000843908-0.00652395j -0.00696315+0.00197309j -0.000449957-0.000828416j 0.000134616+0.00195397j -0.000154759+0.00098477j -0.00132894+0.0030605j 0.000799724+0.002488j -6.65811e-05-0.00151441j 0.000236197-0.00462698j 0.00257697-0.0027116j -0.00308799+0.00226234j 0.00494997+3.87849e-05j 0.00557424-0.00271878j 0.00238729+0.00290351j -0.00017944+0.00174156j -0.00778967-0.000457436j -0.00157976+0.00388464j -0.000658862-0.00159937j 0.0047041+0.00341738j 0.00643924-0.000986122j -0.00355898-0.000145795j -0.00720239+9.08288e-05j 0.00132718-9.15636e-05j -0.00133166-0.00252961j 0.00346229+0.00282075j -0.00510026+0.000654458j -0.0026996+0.00484672j -0.00267145-0.000725123j 0.00173654-0.0020019j 0.000219654-0.00143365j 0.00043318+0.000700965j 0.00229555-0.000680999j -0.00128929-0.000805742j -0.00246912-0.00136241j 0.000475575-0.00234708j 0.000478149-0.00413192j -0.000576231+0.00390647j -0.00541857+0.00137139j -0.00143376+0.00343917j -0.000479676+0.000503524j -0.00419697+0.00138738j 0.00100987-0.0012839j -0.00701982+0.00326573j 0.000351141+0.00299501j 0.000817647-3.72183e-05j 0.000719154+0.00313933j 0.00313712-0.00349527j 0.000111146-0.00315571j -3.40309e-05-0.00056609j 0.00177696+0.00383685j 0.000694206+0.000829789j 0.00197877+0.00184509j 0.00393484+0.000114531j 0.0013775+0.00414671j 
0.00575158+0.00607667j 0.00343991-0.00236759j 0.00177788+0.00300999j 0.00614624-0.0100615j 0.00235109+0.00754971j -0.00100018+0.00325397j -0.00571437+0.00277967j 0.00377513+0.00225263j 0.00177524+0.00472538j 0.000919311-0.0067719j -0.000121368-0.00587687j -0.00070955+0.00176318j -0.00457226-0.00514898j -0.00499506+0.00445897j 0.00671144-0.00274498j -0.00456178-0.00281555j 0.000198578-0.0065005j -0.00269703+0.000459507j 0.00554444+0.000716873j 0.0077552+0.00103422j 0.000925476+0.0110021j 0.00449975+0.00289747j 0.00162462-0.00137466j 0.00143926-0.00525361j 0.00630446-0.000200846j 0.00243752+0.00186967j -0.00258213-0.00214199j -0.00442304+0.00454671j 0.00250825-0.00760798j -0.00136554+0.000286987j 0.00630486-0.000460559j -0.0018238+0.00589122j 0.00554746-0.00182849j -0.0029324-0.00346393j -0.0045412+0.00280877j 0.00219438-0.00586233j -0.00191472+0.00104005j 0.00588135-0.00478851j 0.00434213+0.00351872j 0.00603143+0.00335326j 0.00583989-0.00264353j 0.00186551+0.00146704j -0.00266003+0.00583414j 0.00760486-0.00219432j 0.00207406-0.00139402j -0.0013067-0.00131577j 0.00649692-0.00159478j -0.00514672-5.22216e-05j -0.00168069-0.00246542j -0.000936717-0.000108413j -0.00312778+0.00301871j -0.000300701+0.000597368j 0.00217154+2.51263e-06j -0.000177166+0.00170088j -0.000738437-0.00082845j 0.0052661+0.000700126j 0.00158894-0.000893183j 0.00279177+0.00217064j 0.00317267+0.000504405j -0.000982076-0.00101639j 0.000996099+0.0033153j -0.00622549+0.00190126j 0.00437345-0.00479292j 0.00365538+0.00104391j 0.000680036-0.00688152j 0.00865513+0.000683266j 0.000553981-0.000349757j 0.00215625+0.00158929j -0.00576901-0.000283624j 0.000982863-0.00278067j 0.000713642-0.00333184j 0.000648964-0.000130481j -0.00104875-0.00565854j 0.001516+0.00283589j 0.0020576-0.000177028j 0.00100228-0.000857292j 0.00289761-0.00307862j 0.000794719+0.00387726j -0.00237503+0.00106279j 0.00878173+0.00154833j -0.000787633+0.00420905j 0.00126499-0.00414721j -0.00220892+0.00610188j 0.00721053+0.00358495j 0.000416965-0.000866513j 0.000601439-8.3141e-05j 0.00362895-0.00525557j 0.00522629+0.00285867j -0.00590452-0.00405961j 0.00218293-0.00556759j -0.00114991+0.00519433j -0.00597855-0.00169592j 
-0.0010571-0.00530821j -0.00556609-0.00146083j 0.000538126-0.00131638j -0.00273885-0.00226214j -0.00592686+0.00767824j -0.002098+0.00238525j 0.00284796-0.0104805j -0.00269291+0.000200868j -0.00582846+0.00882865j -0.0059165-0.00383675j -0.00150502+0.00312327j 0.00550951+0.00671638j 0.0029877+0.00314719j 0.00389109+0.000195431j -0.00830211+0.00660382j 0.00501098-0.00507351j -0.00206284+0.0104702j -0.000608165-0.00726416j -0.00395651+0.00220029j 0.00255932+0.00581941j -0.00388491+0.00566307j 0.00145436+0.000170837j -0.00260816-0.00256888j -0.00461831-0.00438507j -0.00785597+0.00323062j 0.000252154-0.00192774j 0.00157292+0.00108154j -0.00522645+0.00497222j 0.000490889-0.000330757j -0.00129267-0.00173214j 0.00021613+0.0013525j -0.00104822+0.00269618j -0.0102883-0.00322992j -0.00478125+0.00520914j -0.00198644+0.00394655j -0.00443535+0.00307308j 0.00448636-0.000340014j -0.00155457+0.0019703j 0.00538916-0.0031967j -8.75407e-05-0.00700054j -0.000616729-0.00228877j 0.000231744-0.00227201j 0.000293895-0.00375472j -0.0111588+0.00214714j 0.00285645+0.00402916j -0.00446623+0.00110737j 0.00111861+0.00348221j -0.000475103+0.000471768j -0.0016906-3.70042e-05j -0.00132455-0.000766135j 0.00360371-0.00258731j 0.00171338+0.00486579j 0.00646138-0.00257643j -0.00221983+0.00261099j -0.00448885-0.00439415j -0.00655921-0.0041933j 0.00129653+0.00199259j 0.00434251+0.000136635j 0.00276653+0.000293229j 0.00186979-0.000514315j 0.00296105-0.000994193j -0.000333048+0.00119511j 0.000318728+0.00388498j 0.00307709+0.00253484j 0.00378206-0.00105202j -0.0016622+0.000203649j 0.00323923-0.000682912j 0.0015527-0.00245612j -0.00376072+0.000358348j 0.000176326-0.00354138j -0.00561631+0.00126136j -0.000632575+0.00273932j 0.00665447+0.00208134j 0.00284658-0.000916909j 0.00641722-0.000953416j -0.000857898+0.000916637j -0.00599616+0.0044582j 0.00259657+0.00212497j -0.00101658-0.000782727j -0.00272983+0.000874614j 0.00405563-0.00392218j 0.000108869-0.00274098j 0.00520503+0.00217375j 0.00238845+0.00145164j 0.00562136-0.000167348j 0.00540781-0.000538485j 0.00252379+0.00615722j -0.00202955+0.00185088j 0.00190658+0.00235324j -0.00334439+0.00190598j 0.00262305-0.00145283j 0.00278493+0.00235553j 
0.000810978+0.000763634j -0.000779389+0.000113659j -0.00392912-0.000701289j -0.000682564-0.000531224j -0.00960355+0.000807225j 0.00540884-0.000371271j -0.00192141-0.00309011j 0.00169657+0.00240785j -0.00107371+0.002366j -0.000973425-0.00386255j 0.00148208-0.00149302j 0.00491907+0.00395341j -0.00158242-0.00361353j -0.000463759+0.00123439j -0.00262257+0.00719511j -0.000182091-0.00711998j -0.00610302-0.000128686j -0.00109848-0.00111146j 0.00120396+0.00281252j -0.00134461+0.00526745j -0.00221712+0.00317712j 0.00466521+0.0015265j 0.00110463+0.00082393j 0.00545529+0.00361526j -0.000471698+0.00240108j 0.0013461-0.00461997j 0.000688204-0.00377296j -0.00725341+0.00789252j 0.00388126-0.000465889j 0.00153989-0.00489761j 0.00140128+8.79222e-05j 0.000626333+0.00175229j -0.00368976-0.00603697j -0.0052281+0.00185626j 0.00330071+0.00175026j -0.00239579-0.00162392j 0.00312952+0.00111767j -0.00122546+0.000690457j 0.00538365-0.000293261j 0.007804+0.00162765j 0.00223308-0.000189479j -0.00346761+0.00303992j 0.0042305+0.00148586j 0.000940865-0.00145233j 0.00259606+0.00226036j -0.00134354+0.00166953j 0.002712+0.000796741j -0.00388277-0.00362604j -0.00653301+0.000125457j -0.0020148+0.000854169j -0.000732402-0.000534361j 0.000151931+0.00156212j 0.00202993+0.000211328j -0.00483582+0.0016936j -0.00736633+0.00405757j -0.00331745+0.000582242j 0.0053688+0.00232197j 0.000219815-0.000547002j 0.00155981+0.000440973j 0.00485823+0.00132072j 0.00133254+0.00448286j -0.000313009-0.000250009j 0.00015854-0.00341836j -0.000678862-0.00249822j -0.00271449-0.00196541j 0.00366945+0.00266799j -4.82145e-05+0.00345102j -0.000203197-0.00227778j 5.58067e-05-0.00173037j 0.000355491-0.00495722j 0.00153645-0.000348497j 0.00531227-4.76627e-06j 0.00575395-0.00331868j -0.00127221+0.00300799j 0.000536895-0.00102321j -0.00154363+0.00171326j -0.0014643-0.000383072j 0.00298549+0.00174459j -0.000632496+0.000189627j 0.000713459+0.00235681j -0.00101543+0.00171612j 0.00239785-0.00354474j 0.00120188+0.0011564j 0.00212139-0.00166465j 0.000196347-0.00185797j 0.00166589+0.000955131j 1.57976e-05-0.00150278j -0.00241237-0.000338253j 0.000224435-0.000913159j -0.000329164+0.000418573j -0.00137139-0.000710661j -0.000237464-0.000754488j 
0.0043572-0.000592587j -0.00401732-0.00744309j 0.000575333+0.00737604j 0.0121958+0.000334696j 0.0116686-0.00293045j 0.0007166-0.00212383j -3.05772e-05-0.0027273j -0.00379081-0.000973674j 0.00197759-0.0055215j 0.0016662+0.0067112j -0.000524315+0.00427461j -0.00102028+0.00176325j 0.00415905-0.00143594j 0.00209402+0.00114017j 0.00480557-0.000744529j -0.00724962-0.00679363j -0.0112924-0.000244924j 0.00574236+0.00526073j -0.00447358-0.00254956j 0.00378733+0.0107061j -0.00558545+0.00304028j -0.00484101+0.00169019j -0.00151311-0.0021977j 0.000322464+0.00878649j -0.00221854-0.000937126j 0.000340791-0.00608128j 0.00262464-0.00176933j -0.0020845-0.000874869j 0.00305014-0.00242084j 0.00230358+0.00393851j 0.00614476-0.00658998j 0.000286899+0.0062261j 0.0014483-0.00220984j -0.00473305-0.002109j 0.00406297-0.000212681j -0.00513601-0.00135731j -0.000190546+0.00029439j -0.00271883+0.00150408j 0.00314075-0.00151467j -0.00348363+0.00171232j -0.000825066+0.00609589j 0.00659383+0.00135514j 0.00490355+0.000718226j 0.00156581-0.00958761j -0.00528609-0.00458393j 0.000886409-0.00241741j -0.00248322-0.00619651j -0.00652938-0.00404447j 0.00131473-0.00206845j -0.00132346-0.00128544j -0.00373242+0.00183566j -0.00298734-0.00391864j -0.00314024+0.00468406j 0.0015383+0.00333192j 0.00174292+0.0021004j 0.000117932-0.00442866j -0.00427613+0.00226758j -0.00116207-0.00547491j 0.00402754+0.00174781j -0.00148789+0.00022468j 0.000280223-0.000791149j -0.00142402+0.00179487j 0.00414821+0.000551874j 0.00370557-0.000915534j 0.00134191+0.00282444j 0.00155605-0.00247495j 0.00240917+0.0067041j -0.00443813+0.00393854j 0.000379844+0.00547755j 0.000620432-0.00182301j -0.00129633+0.00395132j -0.00163542-0.00346004j -0.000194003-0.000367475j -0.000282865+0.000153719j -0.00201796-0.000639527j -0.00109711+0.00151481j -0.00142181-0.00348298j -0.00369074+0.00245885j -0.00605415+0.00370086j -0.00112443+0.00301019j -0.00454897-0.000788207j 0.0047074-0.00477437j 0.00115865-0.00452658j 0.000470519+0.000110882j -0.00297597-0.00324404j -0.00577386-0.00142051j -0.00223193-0.00126059j -0.00189396+0.000113972j 0.00413561-0.00808741j 0.00736665+0.00314426j 0.00744535+0.000105793j -0.000140378+0.00551055j 
-0.00609744+0.00243343j 0.00388797+0.00681155j 0.00240824-0.007477j -0.00820473+0.00055338j 0.00195904-0.00102939j -0.00527997-0.00470797j 0.0032442+1.09461e-05j -0.0042798+0.000590406j -0.00269812-0.00416905j -0.00802023-0.00190111j 0.000586805-0.00417922j 0.0066106+0.000311428j -0.00574219-0.00594159j 0.00410481-0.00204405j -0.000275117+0.0038726j 0.00540393+0.00402299j 0.00280473+0.00168215j 0.00227224-0.00659286j 0.000163628+0.00525717j -6.9501e-05+0.000132828j 0.000874238-0.00428397j 0.0080855+0.0078615j -0.000540451-0.00117418j -0.00175098+0.00996005j -0.00292565+0.00312952j 0.00822804-0.00294752j 0.000761493-0.00931804j -0.00284622+0.00493688j 0.00307207+0.0123052j 0.00454429-0.00119572j -0.00501635-0.00690477j 0.000107848-0.00398753j -0.000112488-0.00198974j -0.000423916+0.00195915j 0.00641774-0.00754088j 0.000913304+0.00306628j -0.00470138-0.00217453j 0.00143471+0.00643334j 0.000648387-0.00268809j -0.00382473+0.001995j 0.000553581-0.00370329j 0.00118912+0.00203023j 0.00223299-0.000832775j 0.00118648+0.00010926j 0.000304752+8.35665e-05j 0.000913264+0.00163555j 0.00121606-0.00144686j 0.00143947-3.35115e-05j -0.000328174+0.00125152j 9.12799e-05+0.00531637j 0.00254734+0.00157002j -0.00218014+0.00415231j 0.00304675-0.00433983j -0.000890517+0.00178507j -0.00409831+0.00331755j -0.00222018-0.00136274j 0.00272458-0.00282304j -0.00302965+0.000168504j 0.000500123-0.0063321j 0.00610332-0.000101159j -0.000158313+0.00299464j 0.00521491-0.00654657j -0.00294166+0.00285757j -0.00420533-0.000283359j -0.00438109+0.004214j 0.00213652-0.00160301j 0.000683559+0.000710276j -0.00399499-0.00294855j 0.00248557-0.000372034j -0.000557402-0.00120726j 0.00145322-0.003155j -0.000961673+0.00388941j 0.00325426-0.000170139j -0.00216178-0.000393693j 0.00540466-0.00010772j -0.000443491-0.00579907j -0.000274418+0.00164456j 0.00205763-0.0015905j 0.00486011-0.00342397j -0.00375041-0.00125443j 0.0010131-0.000398274j -0.000831539+0.00301652j -0.00215782+0.00344267j -0.00282163+2.2228e-05j 0.00071111+0.00298544j 0.00589866-0.00098714j 0.0015219+0.007269j -0.00202617-0.000851197j 0.00327803+0.00614107j -0.00629456+0.00140612j -0.00644832-0.00250781j 0.00329971-0.00542489j 
0.00424995+0.00194407j 0.000356217-0.00596869j 0.00987634-0.000974258j 0.0020441-0.00602743j -0.00143748+0.00830591j -0.0043401-0.000620726j 0.000728312-0.00691061j -0.00445199+0.000174248j -0.00655334+0.00522329j 0.00437592-0.000849987j -0.00311841+0.0067786j 0.00243731+0.00970388j 7.05389e-05-0.00443181j 0.00276495+0.00144531j 0.000495353+0.00104733j 0.00459627-0.00636735j -0.000374025-0.00051221j -0.0016931-0.00246462j -0.00207281+0.00658078j 0.00668836-0.000528847j -0.00547863-0.00369864j -0.00209441-0.00423974j 0.00172632-0.0069809j -0.00417415-0.00233848j -0.00158556-0.00415856j 0.00769355-0.00357688j 0.00226004+0.000621333j -0.000505363-0.000718703j -0.00249303+0.00329031j -0.00121812-0.000766381j -0.00405172-0.00259355j -9.5269e-05+0.00683695j 0.00253305-0.00435385j 0.00324774-0.00300973j -0.000254359+0.0014832j -0.0052254-0.00306844j -0.00400172-0.00363437j 0.00238951+0.00350964j -0.000782368-0.000952903j 0.000864441-0.00888609j -0.00191262+0.00100672j 0.00137848-0.00172825j -0.00269601-0.0001779j 0.000342073-0.00171307j -0.00230013-0.00211799j -0.00215207-0.00101153j -0.000480728+0.00342581j 0.00125062-0.00192594j 0.0015486-0.00168698j -0.00370725+0.00447969j -0.000491205-0.00149539j 0.00287711+0.00335688j -0.00163316+0.00239777j 0.00323069+0.00428546j 0.0015306-0.00451076j -0.00595756-0.00268402j -0.00109512-0.00153403j -0.00251261-0.000670695j 0.0051937-0.00600042j 0.00441687-0.00377556j 0.000757912-0.00287673j -0.00123472-0.00109552j 0.00164183-0.00113593j -9.87464e-05+3.54521e-05j 0.00223359-0.000478599j -0.00119007-0.000957837j 0.00688251+0.0044653j -0.00346874-0.00620715j -0.00201259-0.0027027j -0.000171125-0.00513438j -0.00304398+0.000946869j -0.00140021+0.00310453j 0.00461283+0.000585679j 0.00248761+0.00407375j 0.00205091-0.00545944j 0.00367342+0.00404737j -0.00346478+0.00258986j -4.06513e-06+0.00312609j -0.00287188-0.00376392j -0.00234885+0.00450527j 0.00414689-0.0012938j 0.00433546-0.00601144j 0.00224617+0.00319085j 0.00735023+0.000481561j 0.000269746-0.00361754j 0.00451174-0.00203647j 0.00825745-0.000410314j 0.00129283+0.00697028j -0.0033823-0.000440421j -0.00248474-0.00277326j -0.000242763+0.00244122j -0.00275268-0.000306141j 
0.00146132-0.0037462j -0.00412001-0.00169017j -0.00110468+0.00119364j 0.000695364+0.00210246j -0.000878861-0.00594455j 0.0060298-0.000936043j 0.000588588-0.00274643j 0.00452523-0.00108914j -0.00334796+0.00381154j 0.00123372+0.00423066j -0.00166977+0.00486571j -0.00316486-0.000659173j 0.00151616-0.00140697j 0.00173578-0.000765203j -0.00981289+0.000828186j 0.00180478-0.00490871j 0.00160561-0.00326202j -0.00150677-0.000497678j -0.00521735-0.00230442j 0.00478619-0.00363589j 0.00267438+0.00480354j 0.00197797-0.00781751j 0.00758611+0.00208507j 0.00292092-0.00260504j 0.00136219-0.00215455j -0.00188539-0.000240108j -0.00340998+0.00672933j 0.00202865+0.00181953j 0.00680108-0.00348198j 0.000264895+0.00132123j 0.0059867+0.00405772j -0.000899014+0.00373078j -0.00188391-0.0028631j -0.000974237+0.0005256j -0.00189579+0.00434025j -0.00128801+0.0011136j 0.00571624-0.000837377j -0.00290603-0.00572922j -0.00251301+0.00458008j 0.00498719-0.000867596j 0.00562273+0.00701619j -0.000137599-0.00047842j 0.000370574-0.00273745j -0.00242643+0.0024786j 0.00191413+0.00289514j -0.00195338+0.000781774j 3.37845e-05-0.00112925j 0.00307395+0.000718186j -0.00338187+0.00459445j 0.000943478-0.00208785j -0.00411653-0.0013817j 0.0046225-0.00278167j -0.000230646-0.00247012j 0.00738005-0.000609519j 0.00113391-0.000377778j -0.00371529+0.00714068j 0.00365147-0.00388098j -0.00566736-0.00254501j -0.00178344+0.00722061j 0.00106675-0.00202427j -0.00259537-0.00194563j 0.0017219+0.000777531j -0.00353864-0.00500778j -0.00300087+0.000869981j 0.00378984+5.16666e-05j -0.000146093+0.0007765j -0.00135918-0.00178404j 0.00612096+0.00116036j -0.00479045+0.00285625j -0.000901889-0.00396311j 0.0038366+0.00333851j 0.00263626-0.00144709j -0.000112211+0.00495629j -0.00476829-0.00185284j -0.00332798+0.00219061j -0.00308358+0.000594904j 0.00174923+0.0052546j 0.00375745-0.00264875j 0.0044613-0.002458j -0.00400708+0.000255987j -0.000812494-0.000134313j 0.000427607-0.000876321j 0.00244708-0.00329288j -9.92658e-05-0.000173728j 0.0028823+0.0013773j -0.00226869+0.00111052j -0.00116372-0.00214168j -0.00301507-0.00037457j 0.00137466-0.00225156j 0.00244168+0.00619351j 0.00334589-0.00185621j 0.000242108+0.00443541j 
-0.00518839+0.00469674j 0.00473508+0.00362276j 0.00590381-0.00460657j -0.00729499-0.000900925j 0.0063741+0.000441391j -0.00181824-0.00375186j 0.00529175+0.000663139j -0.0051929-0.00135597j 0.00168203-0.00695943j 0.000639637-0.00185105j 0.00308805-0.00215955j -0.003956-0.00015227j 0.00221692-0.00139755j -8.77282e-05-0.00254869j -0.00379635+0.00242296j 0.00326841-0.00453028j 0.000650856+0.00184105j 0.0032848-0.00355353j -0.00389933-0.00115917j 0.00281657-0.00436742j -0.00133335+0.00166575j 0.0021955+0.00139345j 0.00189844-0.00549822j 0.00411603-0.00154237j -0.0032219-0.00226771j -0.00649013+0.00256668j 0.000903532-9.24629e-06j 0.00278017+0.000522733j 0.00235874-0.000826526j -0.00308684-0.00146351j -0.000964494-0.00201544j 0.00279619+0.00219859j -0.00473434-0.00304644j 0.00272894-0.000640864j 0.0068345+0.00133352j -0.00158295+0.000459885j -0.00212856-0.000299326j -0.00533663+0.000572694j -0.00227479+0.00171581j -0.000490933+0.00252379j -0.00381882-0.000109563j -0.000868336+0.00113312j -0.00385198-0.00304833j 0.00497229+0.00142362j -0.00235319+0.00392087j -0.000120768+0.00100537j -0.000448588-0.000743713j -0.00253495+0.0024746j -0.00133907+0.00398623j -0.00600865+0.00249862j -0.00402849+0.00187126j 0.00208371-0.000726526j 0.000805532+0.00170998j 0.00193027+0.000179413j -0.00238367+0.00256043j -0.000499225+0.00577669j 0.00142462+0.000401221j -0.00200142+0.0017446j 0.00123944+0.000151502j 0.00618226-0.00328409j -0.00144962-0.00233217j -0.00120089+0.00306321j -0.00116693+0.00143333j -0.00224903-0.00125864j -0.00155366+0.00489456j -0.00208956+0.00298049j 0.000123798-0.000827936j -0.000183041-0.00203529j 0.000532898+0.00401683j -0.000693566-3.59807e-05j 0.00150228+0.00264877j 0.00269312+0.000877962j 0.000984197+0.00408322j 0.0001473-0.00255026j 0.00484672+0.00323684j 0.000864706-0.00151301j 0.000268037-0.000319233j 0.00281209-0.00174462j 0.00122479-0.000767915j 4.24776e-05-0.00048662j 0.00281481+0.000447305j -0.000304144-0.00104225j -0.00265003-6.91785e-05j -0.00418-0.00294462j 0.00107684+0.00703783j 0.00148905+3.52812e-05j -0.00333574-2.16437e-05j -0.0014466-0.00468859j -0.000491247+0.0048553j -0.0038769+0.00127616j -0.0045599+0.00060679j 0.000585424-0.00475279j 
0.0011467+0.00025741j 0.00209027+0.000727984j -0.00364589+0.00387141j -0.000205983-0.00215051j 0.00394142-0.00658488j 0.000334804+0.00541951j 0.00652701+0.00702675j 0.00302172-0.00293899j -0.000614594-0.00214535j -0.000487045-0.00221381j 0.00365891-0.00509287j -0.00395129-0.00594522j -0.00399712-0.00532699j -0.00542436-0.00283316j -0.000581213-0.00804638j 0.010229+0.00796299j -0.00142265+0.000423191j 0.00288873+0.00330028j 0.00215253-0.0155552j 0.000429485-0.000757088j -0.000894709-0.00130453j 0.00565421+0.00473305j 0.00156295+0.00311333j 0.000152972+0.0063998j 0.00622958+0.00801633j 0.000479169-0.00674933j 0.000274396-0.00264079j 0.00630379+0.00122706j -0.00375512-0.00516035j -0.00379592+0.00378085j -0.00364346-0.00229661j -0.00428285+0.00325206j -0.00305364+0.00990777j 0.00154344-0.00270981j 0.00146572-0.00178902j 0.0012576-0.00486808j 0.00195984-0.00950098j -0.0100468+0.00424739j 0.00173829+0.00204722j -0.00806385+0.00404886j -0.00309109+0.000567195j 0.0115978+0.00698952j 0.00244053+0.00593148j 0.00580874-0.00122784j -0.000241438-0.00403377j 0.00729071+0.0016708j -0.0043586-0.00248225j -0.000204509-0.00263359j 0.00540103+0.0029546j -0.00227838-0.000751874j -0.00415294-2.59704e-05j -0.00706653-0.00125215j -0.00540278-0.00630648j 0.00964694+0.00161892j 0.00371502+0.00429389j -0.000399212+0.00191701j -0.00310655+0.00228138j -0.00165781+0.00371199j 0.00335762-0.00372568j 0.00634275-0.00284479j -0.00353663-0.00728302j 0.00268156+0.00202141j -0.000828738-0.00325017j 0.00339289-0.00104156j 0.000533944-0.00213929j -0.00247152-0.000211824j -0.000359053-0.000332176j -0.00413873-0.00455792j -0.000688597+0.00209j -0.000971447+0.00394172j 0.00425843-0.00412554j -0.00328558-0.00033899j 0.00125375+0.00369438j -0.00267496-0.00221191j -0.00644257+0.00223376j 0.000539647-0.00110873j 0.00223987+0.000993338j 0.00421277-0.000246383j 0.00421773+0.00369941j -0.00250006-0.00122371j -0.00420971+0.00347733j 0.00149722+0.00299162j -0.00361708-0.00286652j 0.000628631-0.000461337j -0.00341812+0.000248391j 0.000633129+0.00225557j -0.000412653-0.00192309j 0.000943015-0.00052299j 0.000649045-0.00288848j 0.00123688+0.00307374j -0.00122026+0.00170792j -0.00293053-0.000441576j 
