-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
-0.0102455-0.00694294j 0.0202404+0.00569244j -0.0110505-0.00422415j -0.0229006+0.000501356j 0.00698696+0.0114058j -0.0902245-0.00188238j 0.00162895+0.0127388j -0.00829123+0.00534035j -0.0109719+0.0357694j -0.0779059-0.0024853j -0.0458345-0.000931925j 0.0482527+0.0573331j -0.0120428-0.0333267j -0.0319595+0.0287117j 0.00711336+0.0356239j -0.0221095-0.00872505j 0.0141045+0.0443578j -0.0128252-0.0705419j 0.0928109+0.0288787j -0.0109059-0.0243484j -0.0124867-0.0410508j -0.0869424+0.0271733j -0.0266632-0.0906583j 0.0873565-0.077667j -0.0130796+0.06906j -0.0492205-0.0435066j -0.033368+0.0221978j -0.0328463+0.0277073j -0.0755875+0.0987639j -0.0612701-0.0147813j 0.0546555-0.068396j 0.082674-0.00383043j 0.0781151-0.0155308j -0.0381976+0.0466799j -0.0832254+0.00525588j -0.0955431-0.0465113j 0.0580672+0.0498163j 0.00152558-0.13751j 0.123229+0.0750962j 0.00928717-0.109268j -0.103512+0.0612863j 0.00738908+0.00409904j -0.0647186+0.0167125j -0.103124-0.0604086j -0.0312553-0.0655546j 0.00312105-0.0656183j -0.0608729+0.0261634j 0.00425551+0.011722j -0.022595+0.0489932j -0.0075117+0.0521547j 0.0332595+0.0309522j 0.000212763-0.0203946j -0.105554+0.120913j 0.0925277-0.0041314j -0.0217953-0.00132943j 0.121932+0.0111928j 0.0014116+0.0634482j 0.0286749-0.0292637j -0.00556256+0.0446682j -0.0287047+0.0799162j -0.0247396+0.0798363j -0.0300923+0.0818353j 0.0141129+0.0742562j 0.00140368-0.0659438j -0.108342+0.0473967j -0.000421831-0.058937j -0.0447756+0.00571391j -0.0807474+0.00148639j 0.0257237-0.0367131j -0.0842493+0.0524497j 0.0703274+0.029474j -0.0393063+0.0015475j -0.0294504-0.035221j -0.00902283+0.0162083j -0.0127919+0.00154292j 0.0523564+0.000305863j 0.0313655+0.0328313j -0.0133203+0.0104235j 0.0106787+0.0157946j -0.00357726-0.0124743j -0.0270112-0.0234659j 0.0219617-0.00507812j -0.0267403-0.00563197j -0.0125889+0.00677456j -0.00439296-0.00276185j -0.0185476+0.00242567j 0.021755+0.0245794j 0.0224198+0.00224511j -0.02604-0.00854754j 0.0142457+0.012454j -0.0186819+0.00534819j -0.00163384+0.00617644j 
0.0424858-0.0478808j 0.00838976+0.0162671j -0.00989066+0.00838536j -0.000527304-0.00712981j -0.00378792+0.0218637j -0.039052+0.040882j 0.0482763+0.024055j -0.00972996-0.0107615j -0.0509992+0.0132061j 0.0114613-0.0351995j 0.0265315+0.0241555j 0.0588965+0.0321756j -0.005347-0.0339309j 0.0225653-0.0214903j 0.0663006-0.0494124j -0.00971504+0.0159068j 0.00343955+0.0817224j 0.0397553+0.0500697j 0.0445116-0.0416096j 0.00631121+0.0127655j -0.0218212-0.0505441j 0.0867647-0.0291092j -0.0265419-0.00324222j -0.0773313-0.00962427j -0.0700196-0.00381147j 0.0772938+0.0463701j 0.138575-0.0366643j -0.0592947-0.00457241j 0.090813-0.018907j 0.0129994+0.0267834j -0.0355729+0.107305j -0.081737-0.0232887j -0.0583224+0.0705285j 0.0846803-0.0655908j 0.134301+0.0965574j 0.0754881+0.0968046j 0.0634784+0.10231j 0.0416575-0.028933j -0.105352+0.0603904j 0.0044855-0.0181871j 0.0749215+0.057776j 0.0179886-0.139409j 0.154791-0.0804366j -0.0143233+0.0469357j -0.0248757+0.0988181j -0.00748174-0.00511475j 0.00979737-0.0623931j 0.0568209-0.00346611j -0.0530603+0.0185301j -0.0942658-0.00898706j 0.0419842+0.00526744j -0.0773543+0.00703249j 0.055192-0.0211421j 0.0684777-0.0747067j -0.0259096-0.0196351j 0.162035+0.0586222j -0.00471674+0.045653j 0.0288388+0.00179335j 0.0550706-0.00588511j -0.0100193-0.0569937j -0.0665149+0.00929377j 0.0036884+0.0553806j 0.0434423-0.0317806j 0.00634253-0.0859816j -0.00201994-0.0165926j -0.041948+0.0100799j -0.0656021+0.0208304j 0.0252253-0.0675183j 0.0392704+0.0179688j 0.0114202-0.000539522j -0.0404572-0.0219526j -0.040618-0.044734j -0.0287677+0.0130141j 0.023126+0.0216566j 0.0528321-0.0201306j -0.0123488+0.0277607j 0.0375924+0.0252073j 0.00140554+0.0275553j 0.0133555-0.0386975j 0.0103994+0.00436484j -0.0233611-0.0327062j -0.0325184+0.0264148j 0.0178365+0.0137206j -0.00972543-0.0140932j -0.00765125+0.00321381j -0.010046+0.0041416j 0.0318523-0.0104289j 0.0101663+0.00662084j 0.0177683-0.032631j -0.0248118+0.00242473j 0.00484138+0.0239692j 0.0158416+0.0222776j 
-0.0230219+0.00281104j 0.00280144-0.00582008j -0.00692735+0.0114211j -0.00044978-0.0106325j 0.0138631-0.00134476j 0.0261079+0.0164769j 0.0435773-0.0205254j 0.0366355-0.00172754j -0.0576077-0.032527j 0.00212429+0.0342565j -0.00965509-0.00838654j -0.00387882+0.0402778j 0.00159758+0.0175307j 0.00495413-0.00593274j 0.0925957-0.0191033j 0.0674616+0.00257706j 0.0553291+0.00354383j -0.0360055-0.00487072j 0.0236703+0.0445882j 0.00658975-0.0774765j 0.117611-0.0215627j -0.000130882+0.0703656j -0.0248944-0.0347847j -0.0888577+0.0602722j -0.0362752-0.00736693j 0.142345-0.0442542j -0.028501+0.0192268j 0.0153026-0.0725717j -0.0436103-0.0865126j -0.0725903+0.01716j 0.0239698+0.0504321j 0.0375105+0.043175j 0.0159102+0.00431955j -0.0199943-0.030034j 0.211961+0.00718317j -0.0367067+0.104368j 0.0113366-0.046647j 0.0974872-0.0224224j -0.130306-0.103008j -0.00763145-0.0882877j 0.0151432+0.0658528j -0.0323378-0.0954527j 0.0533781-0.00821918j -0.126085+0.165657j -0.026544-0.016107j 0.0564871+0.0513781j -0.0758603-0.132998j -0.00185754+0.00246759j 0.0806976+0.0312229j -0.037194-0.0562297j -0.0248836+0.00115284j 0.0464037-0.0306429j 0.0498934+0.0471049j -0.108573+0.0574393j 0.043705-0.14864j 0.025305+0.00570212j -0.0627948+0.0357575j -0.0354877+0.0173621j 0.0292099+0.0635135j 0.00997744-0.0228756j 0.0515027+0.00194612j 0.00587623+0.0682431j -0.0107528-0.00807377j -0.0545796-0.0211973j 0.0527071+0.00732929j 0.0489622+0.049743j -0.0464234+0.0443913j 0.107263+0.0263405j 0.0107658-0.0189074j 0.026688-0.0270477j -0.0118102+0.0187064j -0.0509273-0.0215108j -0.0257429-0.0396632j -0.0270164+0.0129482j -0.000660214+0.025093j 0.00401965+0.000523766j 0.0194171+0.00213913j -0.0414674+0.00786104j 0.076927+0.0297582j 0.0396223+0.0562915j 4.88897e-05-0.0163889j 0.0223396+0.00255379j 0.0360194+0.00924851j -0.0184927+0.0253119j -0.00386037+0.0148359j -0.00519986+0.0136317j -0.0340515+0.0119883j 0.00473697-0.0127007j -0.00942062-0.00417927j -0.00576938-0.00470779j -0.0122574+0.019256j -0.00168735-0.0108436j 
0.0167178+0.0106j -0.0150544+0.00386482j 0.053086-0.0180532j 0.0027934+0.0166701j -0.00881086-0.0119842j 0.04183-0.0328643j -0.0507047-0.059084j -0.0472384-0.0262314j 0.104395-0.00597859j -0.0191574+0.113375j -0.0467615+0.051763j -0.0118824+0.0187385j 0.0323374+0.00848086j 0.0143613-0.035503j -0.0719061+0.0217436j 0.116174-0.00959696j 0.0200598-0.0694912j 0.0378465+0.0479525j -0.00540446-0.0119025j -0.0417366+0.0400784j -0.00799692-0.0366262j 0.0242688-0.032912j -0.0118834+0.00118372j 0.0100759+0.0428752j -0.0523849-0.0590829j 0.00858689-0.0180261j 0.0528054+0.0288686j -0.0132429-0.0957523j -0.0322156+0.0430561j -0.0364411+0.0197843j -0.0441988+0.11564j 0.0917782+0.0855044j -0.0844865+0.0520223j -0.0413175-0.0537851j 0.0669983-0.0206721j -0.0191734+0.0796283j 0.013443+0.0045873j -0.00818719+0.0867017j -0.0860581+0.0128167j -0.0248595-0.127656j -0.0936606-0.066406j 0.08958-0.0850523j 0.00472647+0.0737504j -0.0711749+0.000587552j -0.0381762+0.0586552j -0.0451234+0.0255491j -0.00368579+0.0508267j -0.0303818-0.02327j -0.0131782+0.0308667j -0.0706507-0.0277873j -0.0182224-0.0324275j -0.0240724-0.0536354j 0.0470455-0.0329396j -0.0300605+0.0521624j -0.024285-0.00943977j 0.0180916-0.0476962j -0.0195463-0.0311046j -0.0700219+0.0671928j 0.00253163-0.0354473j 0.081916-0.103549j -0.0239152-0.0492879j 0.0191612+0.00515792j -0.0188684+0.0364775j 0.0638135+0.0103069j -0.000676976-0.0146695j 0.0138794-0.0307899j 0.0271972-0.00658157j -0.0262875+0.00397116j -0.0050247+0.00169931j 0.0237132-0.0148178j 0.033503+0.0275906j 0.0277283+0.0126232j 0.0225646-0.0158247j 0.0328657-0.0655709j 0.0108838-0.0376023j -0.000845472-0.00450487j -0.0652607+0.064674j 0.0266375-0.0533027j -0.0665598-0.0254493j 0.0194059-0.0373388j 0.010721+0.0129142j 0.00835121+0.0135626j -0.0204714+0.0150239j -0.0631255+0.0337412j 0.0258054+0.0144955j 0.00560719-0.0269466j 0.0027135-0.020978j -0.000901248+0.0190625j 0.0234692+0.00572646j 0.00897818-0.00935685j -0.00150866-0.00492182j 0.0170835+0.00726883j 
-0.000569847-0.00659079j -0.0154842+0.0304801j 0.0119556+0.0213548j 0.00256014+0.0157177j 0.0219941-0.0174255j 0.0214429-0.0445555j 0.0279375+0.0226955j 0.0284663-0.00992652j -0.0642008-0.0391508j -0.0143572-0.0862318j -0.0236878-0.00657053j 0.0536029-0.0131167j 0.089991-0.0493411j -0.0207027-0.063535j 0.0213842+0.0224777j 0.0158765+0.0132396j 0.0505242-0.0426241j -0.0076956+0.0163935j 0.0107298-0.0645504j -0.0212396+0.0127692j 0.00222054-0.0608637j -0.0196506+0.0928669j -0.0258316-0.0118222j -0.0332852+0.0244022j 0.0244175+0.0719449j 0.0255405-0.0111803j 0.0454277-0.010785j 0.0343918-0.00380536j -0.105967+0.0816596j -0.114037-0.0119952j -0.0756178-0.0229222j 0.0205437-0.0331228j 0.0526201+0.0626738j -0.0148575-0.0713532j -0.0920226-0.039576j -0.0427049-0.0425874j 0.0401152-0.087065j 0.00398904-0.0146475j -0.0872485-0.000331452j 0.0684462+0.0216174j 0.0168591-0.0501798j -0.0684262-0.0369974j -0.0556096+0.101593j 0.0691264+0.0460718j 0.0202336-0.0118709j 0.0584122-0.0765595j -0.0629258-0.00162027j -0.0100096-0.0243338j 0.00192413-0.0764621j 0.0395832+0.0806064j -0.0411658-0.0273417j -0.037861-0.0409529j 0.0385017+0.0306132j -0.0573277-0.0119357j -0.0212654+0.00621167j -0.0336261+0.00195135j 0.0647957-0.00855578j 0.0164414+0.0307443j -0.0263087+0.0618965j 0.0180359-0.0384169j -0.00453172-0.0303741j 0.0256355-0.0856808j -0.0305836+0.0878885j -0.0139621-0.0118826j 0.0455142-0.00294959j 0.0330243-0.0371813j -0.0299995+0.0210463j 0.0351664-0.043645j 0.0315132+0.0252831j -0.00597634+0.00691703j 0.0275139-0.0254512j -0.0943055+0.0572917j -0.0366838+0.0143309j -0.000990951+0.00369439j 0.00733219+0.0361695j 0.0287984-0.0304633j 0.027361+0.00306047j 0.0236363+0.00816608j 0.00266182+0.0117946j -0.00130772-0.0161393j -0.017421-0.0193127j 0.0231069-0.0231937j -0.00612059-0.0725787j -0.0123581-0.00636271j 0.00722455+0.0133827j -0.00715849-0.039153j 0.0260858+0.0463879j 0.0263981+0.0247759j -0.0232694+0.01692j -0.0213875+0.0267755j 0.00481367-0.0242658j 0.0190083+0.0211863j 
-0.0396794+0.0242591j -0.0175589+0.00176365j -0.00848529+0.0377026j -0.044734+0.00440115j -0.0098863+0.0251825j 0.00204375-0.0137259j -0.0267305-0.0133516j -0.0453888-0.0225591j -0.0546098-0.0176754j -0.0176927-0.0359434j 0.129815-0.127497j -0.0409359+0.00423173j -0.127953+0.0378764j 0.0164166-0.0048695j -0.0458203-0.0359031j -0.0937035-0.149759j -0.0351334+0.0547403j -0.0309296+0.0971385j -0.0614368-0.0520874j -0.0010504+0.0502524j -0.00938554+0.00703071j 0.10124+0.0354827j -0.0570761-0.0235413j 0.00557926-0.00318821j 0.045696+0.0226656j -0.0549824-0.063167j -0.0631081-0.0151068j 0.000319553-0.0333337j 0.0204547-0.00721366j 0.0052085+0.00165141j -0.0228501-0.0860226j 0.000603879-0.0097422j 0.00575868-0.070732j -0.036985+0.0768856j 0.139631+0.102981j 0.00782338+0.0515731j 0.0481075-0.00907919j 0.122153-0.00473786j -0.0461466-0.163302j -0.0869042-0.0237063j 0.0543313+0.0786464j -0.061966-0.0441597j 0.0425501+0.102301j 0.0714948-0.0243748j 0.132663+0.0678583j 0.0672145+0.0024618j -0.0139054-0.136074j -0.0781072+0.0301908j -0.092888+0.0233418j 0.00288428-0.00316884j -0.100655+0.0179387j -0.0836782-0.0133535j -0.011169+0.0792526j -0.026197-0.023635j -0.0350313-0.038267j 0.0274795-0.0487779j 0.0361005+0.0475249j 0.0635001-0.0467285j 0.0136898+0.0396083j -0.0358151+0.0465573j 0.0148269+0.0523246j -0.0163519+0.00813268j -0.051353-0.081774j -0.0298333+0.0147981j 0.0521052-0.0964142j -0.0432426+0.0310296j -0.0496603+0.0538214j -0.0471147+0.00949125j -0.0314025-0.0311095j 0.0292196+0.0145143j -0.0414123+0.032127j 0.0264376+0.0190975j 0.0202594-0.0195685j -0.00877816-0.00346078j 0.0283252-0.0340238j -0.0234171+0.0490902j 0.00122142-0.0205468j -0.00860283-0.0793176j -0.00966113-0.00696493j 0.00702743-0.00262181j 0.00654865-0.0350186j 0.0145967+0.0246049j 0.0314735+0.021582j 0.028474-0.0292854j -0.00744164+0.0260585j -0.0294207+0.030965j -0.0217961+0.0333399j 0.00186115-0.018665j -0.0190783+0.0111836j 0.00907883+0.00325094j -0.0233704-0.0257835j -0.0148438-0.00607553j 
0.00383247+0.00566689j -0.0023982+0.0242866j -0.02818+0.0242204j -0.0318594+0.0197016j 0.000122056-0.00616721j -0.0812261+0.0339511j -0.0231726+0.0515914j -0.0436035+0.0382989j -0.0114033-0.0536403j 0.0249389-0.0617474j -0.00512632+0.0481016j 0.0628668+0.00126345j 0.038775+0.000386637j 0.0178794-0.055108j -0.0168766-0.0464972j -0.0564516+0.0449748j -0.00927808+0.0621538j 0.0634008+0.0288055j 0.021753+0.00756279j -0.067729+0.0267354j -0.0552701-0.0446006j 0.0781982+0.0124392j -0.0310221+0.0791068j 0.0524309-0.0201351j 0.0327035+0.106159j -0.101562+0.0237046j 0.0827978+0.042416j -0.0659052-0.106886j 0.000556376-0.00624876j -0.0228029+0.11786j -0.111332+0.0537865j 0.0502426+0.00673107j -0.0297531+0.00908398j -0.00660298+0.010069j -0.026747-0.106576j -0.0687306+0.0368324j 0.10126-0.0578533j -0.0966474+0.0106206j -0.0369006+0.0657488j 0.0251944+0.0148887j -0.0404652-0.145326j -0.00163825+0.0454566j -0.104515+0.116586j 0.0530551+0.00465593j 0.0381105+0.00702134j -0.00419357+0.00580869j -0.0144078-0.0175459j -0.0174636+0.0271735j 0.0190351+0.0517264j 0.0273678-0.0334738j -0.0578619+0.0246064j -0.00234089-0.0946882j 0.00758097-0.0367782j 0.0151945-0.00510758j -0.0865629+0.00683516j -0.0763172+0.0178269j -0.0120711+0.00572377j 0.0258971+0.0405026j 0.00748984-0.0938672j 0.03905-0.0176779j -0.0290476-0.0383292j 0.0258499-0.0356798j -0.0333275-0.0468078j -0.00591525-0.0176951j 0.0286565+0.0432514j -0.00737622-0.00050618j -0.0196151-0.00928782j -0.0206017-0.0111685j 0.0082518-0.0043745j -0.0301627+0.00351235j -0.00626581-0.0124264j -0.0113642-0.0621931j 0.0238231+0.00590074j -0.0356163+0.0296659j -0.00891322+0.0292456j 0.0246683+0.0227809j -0.0574803+0.00109509j -0.026244-0.00901582j 0.0230259-0.00766962j -0.029634+0.0298981j -0.0405994-0.033719j -0.026785+0.00218096j -0.0424468-0.0307338j 0.0364263-0.0422729j 0.0036356+0.0280584j 0.0270629-0.0251872j 0.0175998-0.0196521j -0.0118973+0.00167279j -0.020925+0.0162752j -0.0163544+0.0327476j 0.01654+0.0100173j -0.00502375-0.0262358j 
-0.0147805+0.023545j -0.0347388-0.0182293j 0.00155465+0.0231688j 0.00476968-0.00269471j -0.0130296+0.00180367j -0.0354376-0.0408498j 0.0506948+0.0503001j 0.0335404+0.0492141j -0.126255+0.0733998j -0.132697-0.0310358j -0.00754345-0.070998j 0.00676021+0.0239399j 0.0332689+0.0109385j -0.0361967-0.0108259j 0.0138391+0.0188088j 0.0705558+0.0330558j -0.0362685+0.0202272j -0.0409992+0.0349487j -0.0122634-0.00119402j 0.0466205-0.0451534j -0.0898025+0.01132j 0.042978+0.169521j -0.0515328+0.0117911j -0.0351405+0.0468918j -0.0289724+1.35521e-05j 0.0891746-0.0943243j -0.102458-0.0703823j 0.0617326+0.0270189j -0.0230652+0.00293452j -0.0978942+0.100461j 0.128328+0.0535983j 0.0422554-0.0834889j 0.0159735+0.0207113j -0.0800139+0.0236055j 0.0400528+0.0536314j 0.0617416-0.0394307j -0.108636+0.0436797j 0.0987609-0.0580395j -0.0233164-0.0189606j -0.0350403+0.0404903j -0.121491+0.0450498j 0.0295896+0.0292729j 0.111961-0.103458j 0.0115923-0.0469303j 0.0117063-2.28927e-05j -0.0251107-0.0242141j -0.0105204+0.00371522j -0.0664881+0.0508163j 0.0644008-0.0585873j 0.0397042+0.0634373j 0.0085705-0.00205471j -0.0492674+0.0346963j 0.00726677-0.0400477j -0.0139712+0.0499693j -0.011194+0.0329751j 0.00131505-0.00150186j -0.0576128-0.0810792j -0.0427327-0.0756547j -0.0135318-0.00398005j 0.00135702+0.00139034j -0.0415471-0.0452635j 0.0201797+0.0116109j 0.0645328+0.00014639j -0.00879271-0.0387003j 0.0102512+0.0204694j -0.0112225+0.0176307j -0.00505243-0.00229207j 0.025628+0.0442771j 0.0167575+0.00212595j 0.0659936-0.0161162j -0.0374528+0.00960369j -0.00511802+0.0119227j 0.0624903-0.00347655j -0.0972215-0.0382581j 0.000185176-0.019742j 0.0853176-0.0699542j 0.028158-0.0178547j 0.00502938+0.0250271j -0.0109694-0.0182254j 0.0601116+0.0108132j -0.0156588-0.0344501j 0.00708139+0.0260982j -0.00397896+0.00974508j -0.0220326-0.0335609j -0.00933931-0.00899281j -0.0407551-0.0331085j 0.0186007+0.0063025j 0.0318477+0.0207106j -0.00117885-0.00469881j -0.00907161+0.0303866j 0.0221869+0.0019481j 0.0033662+0.00051452j 
-0.00088345-0.0211561j 0.00279983+0.000552721j 0.00356142+0.0274988j 0.00781795+0.00853784j 0.0387631-0.0619839j -0.0269316-0.00531868j 0.0303456-0.00104251j 0.0587506+0.0624616j -0.0706063+0.0680624j -0.0124074-0.0344142j -0.0241532-0.0270864j 0.0242775+0.0180935j -0.0458783-0.0398984j -0.00553643+0.0524666j 0.00553498+0.032494j -0.123138+0.0390666j -0.0129026-0.00548255j 0.0759387-0.0375513j -0.0786879+0.087526j 0.0280887-0.0234679j -0.0107125+0.0403206j 0.0572695-0.0687196j 0.0846187+0.104138j -0.00224515-0.0414943j 0.0508164+0.0735087j -0.0339095+0.0621275j 0.0572145+0.116586j -0.0658051-0.0948386j 0.161438+0.00394486j -0.0832512+0.13982j -0.0660129+0.0783498j -0.0811279-0.0376087j -0.0966672+0.0096935j -0.012045+0.00243575j 0.0395646+0.0149261j 0.0769247+0.00304877j 0.103769-0.00423227j -0.0751711+0.152667j -0.0634503+0.0588292j 0.0623226-0.0885472j -0.021086-0.0341114j 0.0457383-0.100395j -0.018179-0.0794223j 0.0281786+0.0521557j 0.105046-0.0747712j -0.038463+0.0683245j -0.060316-0.0138752j 0.0476256-0.037873j 0.0287549-0.0894814j -0.0232592-0.0217143j 0.0254306-0.0248601j -0.0103636+0.00539092j -0.00695074+0.0173532j -0.0117331-0.0244167j -0.0441871-0.00318794j -0.0575085+0.0520126j -0.0185946-0.0123351j -0.077062-0.0240104j -0.00901942-0.0771146j -0.0263584-0.0141585j 0.0252174-0.00643849j 0.0155077-0.0321774j 0.00610898-0.0592413j 0.00400699-0.000794696j -0.0398944+0.0402035j -0.0501474-0.0346367j 0.059099+0.0175636j -0.00140729+0.0448067j 0.0280357-0.0162669j 0.0491206-0.00962931j -0.0164662+0.00839754j 0.0106912-0.00205981j 0.026154-0.0133887j -0.0405515+0.0317277j -0.0213207-0.0700712j 0.00687643-0.0618155j 0.0712515+0.00732645j -0.0398432+0.050307j -0.0294665-0.00502597j 0.0033754+0.0187988j 0.00987861+0.0154303j -0.0100146-0.0382126j -0.0150539+0.0292828j 0.0325381+0.00981287j 0.0143291-0.00350298j -0.0194513+0.0397781j -0.00466459+0.00831056j 0.0209396+0.00391144j -0.0347583-0.00108577j 0.00330516+0.0341141j 0.0203268+0.00556909j -0.00417469+0.0129586j 
-0.0268364+0.061761j -0.0664548-0.00283963j 0.0171959-0.0114246j 0.0132359-0.00116968j -0.029057+0.000802095j 0.00617906-0.0790183j -0.0125302+0.00659393j -0.00497145-0.0432974j -0.0272327+0.0041598j -0.0834933+0.0736375j -0.0140875-0.0164023j -0.0375844-0.0152715j -0.0192919+0.125003j 0.0572541-0.0408149j -0.0678123-0.00263755j -0.0726126-0.0858636j 0.0169209-0.0615181j 0.0688561+0.00523732j -0.0402218+0.037427j 0.0572718+0.0683414j 0.0271774+0.0919744j -0.027949-0.0884872j 0.0170478-0.052268j 0.00576453-0.0123111j 0.0843951-0.0333764j -0.034467+0.0616944j -0.0165653-0.0400211j -0.0573712-0.0119433j -0.0368993+0.104647j 0.0809134-0.0653227j 0.0285507-0.0405545j -0.0738599+0.0249659j 0.063288-0.160785j -0.0153086-0.0233874j -0.0292262+0.0313829j -0.0210989+0.114667j -0.0470137-0.0508748j 0.0698725-0.0446804j -0.0370393+0.010613j 0.069405-0.0770009j -0.00158558-0.0160459j -0.0971238+0.0652033j 0.0348151-0.076708j 0.0754852+0.0283677j -0.0549609-0.0116419j 0.108185+0.0589282j 0.0136921-0.0897066j 0.0247742+0.0649816j -0.0529293-0.116951j -0.0352702+0.0453538j 0.000891575-0.0643475j 0.011005-0.0433214j -0.0329561-0.0304829j 0.0524949+0.0280443j 0.0365772-0.0325205j -0.0144356-0.029914j -0.0317812-0.0262044j -0.0448957-0.0113569j -0.0106276+0.0253839j -0.039787-0.0150121j -0.00530115-0.0465048j 0.0551079+0.00740743j -0.0126784+0.0339903j 0.0132936+0.0349971j -0.000193881-0.0338255j -0.0375403+0.00931554j 0.000455842+0.0282044j 0.010825+0.0109828j 0.0248281-0.00202705j 0.00813514-0.0113608j 0.0362488-0.00446523j -0.00226097+0.0435189j -0.00811126-0.0529459j -0.00167959-0.0153146j 0.000546452+0.0107064j -0.0128635-0.0625338j 0.00661034-0.0472028j -0.0159248-0.00781882j -0.00645428+0.00892697j -0.00189989-0.0292612j -0.00816132+0.0904633j 0.0443447+0.0665197j -0.01126+0.0151527j -0.0195703+0.013846j 0.00365915+0.00564075j -0.0233821-0.0395032j 0.00516752+0.0051878j -0.0206108+0.0237098j 0.0213471+0.0212581j -0.000799437+0.00390749j 0.00105647-0.0189804j 0.0100865+0.00291696j 
