-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
-0.0145805+0.0563205j -0.0590757+0.0446736j -0.00327183-0.00988478j 0.0676886-0.0439698j -0.00577739-0.0215967j -0.0402325+0.0611873j 0.0169632-0.0321008j -0.00347804+0.00765722j 0.0336668-0.042175j -0.0663924-0.0383801j -0.00464402+0.0530963j 0.0599228+0.0669826j -0.00766552-0.0579678j -0.0318357+0.0180802j 0.0578839-0.0730271j 0.0381557-0.0251072j 0.000182848-0.00617824j -0.0181657-0.0601457j 0.0229269+0.00119375j -0.0106042+0.0125601j 0.00395495+0.0154546j -0.0120764-0.0407767j -0.0500259-0.061502j -0.0594849-0.00388078j -0.0630394-0.0349465j -0.0594911-0.0557064j -0.000409664-0.0214777j -0.0209513-0.013998j 0.0100888-0.0163433j -0.0016352-0.000960104j 0.018789+0.00756785j 0.0373476+0.00435295j 0.0218846+0.0106409j -0.00968222+0.020568j 0.0338449-0.0161145j -0.00533366-0.00445143j -0.0431053-0.0212723j -0.0148041-0.0446454j -0.00294688+0.0053709j -0.0290564+0.0201084j 0.0192068+0.00969744j 0.0162161+0.0101844j 0.0257839+0.00731201j -0.0228573+0.0196077j -0.0551703-0.028365j 0.00444852+0.0112769j 0.0212054+0.0204411j -0.0460919-0.0244972j -0.00758087+0.0471764j 0.00937988-0.0157195j -0.0208784+0.0257641j -0.0146304+0.00111755j 0.017469-0.021267j -0.0310423-0.00696337j 0.00559304-0.0338847j 0.034443-0.00431546j -0.00871282-0.0114619j 0.00141649-0.00597176j -0.00678785-0.00279114j 0.0498283-0.0484079j 0.00459554+0.0263436j -0.00234891-0.00358796j -0.0154622-0.00733189j 0.00827456-0.00828966j -0.000995458-0.00520824j 0.0397413-0.0378092j -0.00665422-0.0366132j -0.0535994+0.0178363j -0.0105267-0.0141867j 0.00566412+0.0164615j 0.00246563+0.0160746j 0.0161676+0.00198624j -0.00590956+0.0253646j 0.0358665-0.0187883j -0.00706539-0.0226547j 0.0199524+0.00248214j -0.0254451+0.0262785j 0.00491065+0.00158833j 0.00103426+0.0121352j 0.00262425-0.0178377j -0.0191647-0.0122057j 0.0268827+0.00103353j 0.0160875+0.00678709j 0.0139612+0.00529588j 0.00900522-0.0141083j 0.0063975-0.0588161j 0.0691341-0.0157311j 0.00847906+0.0235177j 0.0109624+0.00542663j -0.00929341+0.00879389j -0.0291187-0.0307163j 0.00403954-0.00110201j 
0.00557653-0.0602912j 0.0856571-0.086362j -0.0383519-0.0310677j -0.0185028+0.0261059j -0.0630521+0.0475035j 0.00589539-0.0260077j -0.060268+0.0404824j -0.0881337-0.0282596j 0.0744347+0.0881053j 0.0330527+0.0940746j 0.0243316+0.0295053j 0.000702294-0.0404234j -0.0196206+0.0037696j 0.0235213+0.015764j -0.0332226+0.0325081j 0.100628+0.0173968j 0.0705564+0.0430376j 0.0154831+0.0597198j 0.0235527+0.00135367j -0.0404526-0.0248703j -0.00754684-0.0167044j -0.0446671+0.0378446j -0.0265715+0.0135904j 0.0453489+0.0635525j -0.0366807-0.0367822j 0.0101379+0.0640651j 0.00915661+0.0134669j -0.0695893+0.00255911j -0.00104521-0.0292707j -0.0178969+0.020484j -0.00946915+0.0660038j 0.0299319+0.0284127j -0.0285514+0.0221935j 0.00565719-0.0332667j 0.0442097+0.00225834j 0.0475203+0.011232j -0.00676584+0.00454836j 0.0487886-0.0301124j -0.0527628-0.0519828j -0.00682774+0.00855027j 0.0224039-0.0423636j 0.0154066-0.043698j 0.0798478+0.036668j -0.0165506+0.035651j -0.0406318+0.00928871j 0.00298639-0.0137706j 0.00424574+0.0343643j -0.0185281+0.00991425j 0.0188594+0.0268781j 0.0106254-0.0150673j 0.0339468+0.0146289j 0.00261563+0.00580665j 0.00498178-0.0119295j -0.0513057+0.00595677j 0.00173134-0.0407737j 0.00328265+0.0398233j -0.00555188+0.00470927j 0.00139458-0.0154458j 0.0100253+0.0081241j 0.000469565-0.0194934j 0.015036-0.0147422j -0.0177993+0.0203654j 0.0173212-0.012711j -0.0216981-0.0554804j 0.00684886-0.00436014j -0.0109269+0.0188556j 0.014007+0.0250593j 0.0176649+0.0104511j 0.00464422+0.00373061j -0.0137504+0.0251417j -0.00118822-0.0391304j 0.00489506+0.0114446j 0.0191736+0.00430178j 0.0506495-0.00894385j -0.0127507-0.0240375j 0.00983698+0.00578968j -0.006109-0.0254183j 0.0178304-0.00388404j 0.00845485+0.0122876j -0.0232506+0.0199955j -0.0010172+0.0357284j 0.0250275-0.000496796j 0.0361043+0.00977066j 0.0204349+0.0108432j 0.0368124-0.0387026j 0.0475599+0.0313355j -0.0231718+0.00847594j -0.0185128-0.0346641j 0.026888-0.0108313j 0.0205015-0.0498971j 0.0043154+0.0273907j -0.0165592-6.28309e-05j 
-0.123504+0.0981298j 0.00298734-0.0822697j -0.0321616+0.0545479j -0.00102631+0.0318447j -0.0485202+0.060478j 0.0264389-0.0571317j -0.0281513+0.0180434j -0.114416-0.0117098j 0.0410813+0.00786814j -0.091775+0.152612j 0.0401997+0.12605j 0.017751-0.0458626j 0.0838218-0.0438129j -0.0489772+0.0426247j -0.0153795-0.0181255j 0.00152254-0.0233124j -0.0352176+0.0210089j -0.00320667+0.0279436j 0.0965976+0.00980054j -0.005856-0.0237298j -0.0351863-0.0428001j -0.0537403+0.00287777j -0.0944299-0.0347346j 0.0208876+0.0166737j 0.0478105-0.0122082j -0.02508-0.0353599j -0.00448707-0.0252922j 0.0171363+0.0227444j -0.00178519+0.0218268j -0.0353226+0.00973695j -0.00314898+0.0172162j 0.0309174+0.0157983j -0.0140786-0.0147198j -0.0125995-0.00710447j 0.0042499-0.0586806j -0.00164628+0.0134948j -0.027103-0.0134287j -0.00882641-0.0245805j -0.0132488-0.0168975j -0.0298485+0.00577029j -0.0282546-0.0057514j 0.0233451-0.0296633j 0.0161937-0.0156714j -0.00364447-0.0157555j -0.0570669+0.0314401j 0.0133186-0.0132191j -0.011686-0.00536129j -0.0131378-0.0469604j 0.0227034+0.00283249j 0.00665907-0.00200286j 0.0371429+0.0378217j 0.0114291-0.0413802j 0.0265751-0.00935601j 0.0177349+0.0110688j -0.00493986+0.0113303j 0.0421366+0.0108413j 0.0234627+0.00111786j 0.0209693+0.0423095j 0.0220692-0.0504394j 0.0578473-0.00810052j -0.0227954-0.0542834j 0.000132902+0.00763968j -0.0304423-0.0303461j 0.00641054-0.0159803j -0.0186244-0.0442771j -0.0176859-0.00634101j -0.00598119-0.0295898j -0.00434304-0.0247296j 0.0162882-0.0176136j -0.00656901+0.0364781j 0.00243622+0.0231875j 0.00960005-0.00142199j -0.0191619-0.0327771j 0.0282207-0.010703j 0.028481+0.0303137j 0.0173142+0.0237951j -0.020517+0.0228668j -0.0159605-0.0210498j -0.0131349-0.0674997j 0.0450749+0.00628063j -0.0115388+0.00397969j 0.0332239+0.0269363j -0.0296372+0.0552008j -0.0874583-0.0145174j -0.00786205+0.0434388j -0.0302329-0.00231123j -0.0538411+0.0183966j -0.00126729+0.0174814j 0.0016801+0.00692427j 0.0364596-0.0177262j -0.0495171-0.010684j -0.00819891-0.0175187j 
0.161192-0.162275j 0.00326999+0.110628j 0.0387708-0.0424706j -0.0753413-0.0283663j 0.0135126-0.0217713j -0.0800385-0.0171161j -0.0186587-0.0117012j -0.0424859-0.0461627j 0.128567-0.0293724j -0.0241373-0.0891962j 0.00504787-0.104115j 0.0756727+0.0383102j -0.155429+0.0450367j -0.0326928-0.042828j 0.00431655+0.0686847j 0.104523-0.0283483j 0.0247703-0.105499j -0.0207664+0.011413j -0.0084794-0.0133973j -0.047617+0.0181692j -0.0334824-0.0696373j 0.0211158+0.0837489j 0.0180967-0.0222973j -0.0182739+0.0100539j -0.0355991-0.0260786j -0.000644367+0.0171914j -0.0858703-0.0125258j -0.0162545+0.012526j -0.0414491+0.00950197j 0.0229374+0.00413311j 0.000494421+0.00823757j 0.0496773+0.0307861j -0.024541-0.000334063j -0.0434093-0.0377589j -0.00663412-0.0144274j -0.00413935-0.003567j -0.0433671-0.00587176j -0.000603421-0.00647496j -0.0199692-0.0176862j -0.00278275-0.0151596j -0.0320909+0.00730717j 0.000232473+0.0383986j 0.0445114+0.0162703j -0.000954233+0.0197919j 0.00197746+0.00203945j 0.00111122+0.016254j 0.00389212-0.0492719j 0.00221562-0.00245243j 0.0254418-0.0285966j 0.0127975-0.0288828j 0.00596637+0.0172139j 0.00444304+0.0229545j 0.0203255+0.0206141j -0.0084062+0.00999689j 0.0145284-0.00191062j -0.0175351-0.00883433j -0.00907536+0.00932481j 0.00430808-0.00217912j -0.00164765+0.0290575j 0.0199528+0.00844179j -0.00124392-0.0133537j 0.00414194-0.00657597j -0.0279091-0.011537j -0.00997297+0.0137855j 0.0227878-0.0116964j -0.0136294+0.0262136j 0.000343402+0.0136203j -0.0139018-0.0325057j 0.0177861+0.0635429j -0.0074835-0.0352951j 0.0337379-0.0283939j -0.0143673+0.0115144j -0.0190129-0.00287658j 0.00689962+0.0057865j 0.0242188+0.00226005j -0.0230146-0.00390154j 0.00415983+0.019315j 0.0465127+0.0429246j -0.0116169+0.0308j 0.0124738+0.00820226j 0.0316462-0.0298103j -0.0315889-0.00317717j -0.00939789-0.0227009j -0.0117823-0.0400328j 0.0316317-0.0339255j 0.00835049+0.0461586j 0.00429724+0.0108044j 0.0207035-0.00698985j 0.0238333-0.0313405j 0.00243034+0.00231833j 0.0309995+0.00856204j -0.000594364+0.0434935j 
-0.0114517+0.115526j -0.117114+0.122001j 0.0647512+0.0521411j 0.0145573-0.030521j -0.0621556+0.00676605j 0.032025+0.03193j -0.0881066-0.0159284j -0.00163759+0.041489j 0.0308073-0.115272j -0.0686583+0.0792677j -0.0413973-0.0367011j -0.0628929-0.0759113j 0.0105377+0.00755671j -0.147892+0.0634049j 0.0247047-0.0269391j 0.00314314-0.0694324j -0.0723587-0.00591122j -0.0141595-0.015654j 0.0100999+0.0543284j -0.00723195+0.0334793j -0.0325821+0.0615779j 0.0500637-0.0132724j 0.0275281+0.0422578j -0.0275333-0.0167238j -4.0212e-05+0.010918j 0.0436562+0.0523981j 0.00573726-0.00784536j -0.045816+0.0123175j 0.0380336-0.00479851j 0.00154289-0.0302525j 0.0522847+0.0150518j -0.0343006-0.0186883j -0.0119031-0.00645144j 0.00485163-0.00218286j -0.00419626-0.0304531j -0.0290849-0.0120386j -0.0183919-0.00580663j 0.00195303+0.0310679j -0.0166901+0.0155375j 0.0101596-0.0103338j -0.0184781+0.0279214j 0.00830761-0.00175289j 0.0140916-0.01806j 0.027305+0.00165311j 0.0295243-0.0287893j 0.0278449+0.0103249j 0.00144076-0.0482439j 0.0282474-0.0328715j 0.0475715-0.037273j -0.00857274+0.00205186j -0.0202681-0.0104163j 0.0433748+0.016222j 0.00266498-0.0106881j 0.0393156+0.0448521j 0.00686697+0.00508483j 0.0384904+0.0278792j 0.00105379+0.0145226j -0.0184522-0.0152847j 0.0124637-0.00356456j 0.00456877+0.0461809j -0.0011916-0.00220144j 0.0166586+0.0267192j 0.00128885+0.0416374j 0.031318-0.0492387j -0.00758086+0.000865127j -0.00771498+0.0271038j -0.0450538-0.0182727j -0.011235-0.0244389j 0.00415502+0.019142j -0.0214602-0.00338289j 0.00545188-0.0138666j -0.0428303+0.0239314j -0.0109737-0.0214618j 0.0206496+0.00432776j 0.0283395+0.0129657j -0.0243095+0.0662345j -0.0240348+0.0250305j -0.0295476-0.02896j -0.00951637-0.000870739j 0.036808-0.0277377j -0.00162056+0.0110058j -0.0227746-0.0359831j 0.0263046+0.0146505j -0.00847168-0.0047423j 0.00419321+0.0644237j -0.00747364+0.0473758j -0.0428403-0.0459257j -0.0241816+0.0181056j 0.00686806+0.0128341j -0.000760105+0.0281602j 0.00105133-0.0112386j 0.0145821-0.00708992j 
0.0535594+0.0261351j -0.0761127+0.101449j 0.0748325+0.0199072j 0.00497587+0.0108728j -0.0659775+0.00985464j -0.0610788-0.0374576j -0.0379804+0.0487334j 0.0393119+0.00940137j -0.0183655-0.0223413j -0.0597625-0.0460222j -0.0385702-0.0691647j 0.000502051-0.063572j 0.0515361-0.0214308j -0.141922-0.0130767j 0.0196447+0.0909946j 0.073741-0.00703158j 0.00146416-0.0351618j -0.0351212-0.0214757j 0.0394681-0.00683854j 0.00410923-0.0596391j 0.0215111+0.019339j 0.0703011+0.0399946j 0.0187416+0.0140479j -0.0517041-0.011729j -0.00514581-0.00961118j -0.00348514+0.0325414j -0.0200319-0.00711104j 0.0582708+0.00862128j -0.0245287+0.0091962j 0.0121472+0.0126918j 0.0185841-0.0429387j 0.0134232+0.0157302j 0.0159236-0.0140559j -0.0335197+0.0386859j 0.0183303+0.0375049j 0.025437-0.0280691j -0.016723+0.0071185j 0.0401452-0.0100559j 0.0134195-0.00115761j 0.00643418+0.0154491j 0.0084339+0.0375886j 0.039039+0.00899712j -0.00675075-0.0199517j -0.0097698-0.0133492j -0.00223252-0.0411403j 0.0175095-0.0271462j -0.0220407-0.0170569j -0.0134435+0.000732902j -0.0182617+0.00436916j -0.0268582+0.0277882j 0.0060304+0.0167864j -0.00677918-0.00766901j 0.00341412+0.000986296j 0.0281546+0.0136559j 0.00867254-0.0126576j 0.0282233-0.0303728j -0.00131849-0.000172462j -0.00127743-0.00633201j -0.0227295-0.00838224j -0.00699543-0.012245j 0.00377416-0.0296549j 0.0128028+0.0190367j -0.00794429+0.00751888j -0.0239294-0.0345316j 0.000948518+0.0282298j -0.0111342-0.0348933j -0.021955+0.00359352j 0.012465-0.00753259j -0.0197738+0.00541348j -0.0111435-0.0274288j -0.00177067+0.013056j 0.00652672-0.00541755j -0.0119989-0.00886598j -0.058689+0.047202j -0.00911375+0.0328531j 0.0273062+0.0230387j 0.0325121+0.0119944j -0.0243278-0.00678054j 0.0277543+0.055j 0.00341309-0.0179699j 0.0174532+0.0109385j 0.0118587-0.014913j -0.00821247+0.00059592j -0.019995-0.0154107j 0.0330927+0.0129249j -0.0122437+0.0271428j 0.0019827-0.0179522j -0.00272539+0.014107j -0.00845895+0.0214609j 0.0146957+0.0372183j 0.0346221-0.00659947j 0.0236365+0.0330622j 
0.00390266+0.0452178j -0.0558861+0.0844203j 0.0161256+0.00153539j 0.00508928-0.0373325j 0.0751806-0.0383054j -0.0221431+0.106419j -0.0199425-0.0763803j 0.0221595+0.0733389j 0.0798647-0.0837947j -0.0589535+0.0475747j -0.116526+0.0380893j 0.0913485+0.126401j -0.0390278-0.0352796j -0.0689004+0.0437096j 0.118168-0.0381856j -0.0509191+0.0196533j -0.0214845+0.0169771j -0.0180097-0.0529358j -0.0117871+0.0340636j -0.0603359-0.0487947j -0.00467976+0.010052j -0.0272913-0.00750216j -0.0379251+0.00916808j -0.0314185-0.0669476j -0.0149984+0.0101848j -0.0293489+0.0173528j 0.0550237+0.0200975j -0.0622511-0.057864j 0.0694756-0.0256608j -0.0249253+0.00855375j -0.0143972+0.0536327j 0.0362128-0.0170055j -0.00545377+0.0473207j 0.0362291+0.0163241j 0.034938-0.00671129j 0.00155078-0.0275967j 0.00729368-0.0162947j -0.0501233+0.00215163j -0.0210678+0.0281011j 0.0283194+0.0124406j -0.00154678-0.0243307j 0.0114316-0.0573239j -0.0204849+0.0214903j -0.0384851+0.0385978j 0.0283174+0.018951j -0.0333293+0.00872843j 0.0160831+0.00944529j -0.0180876-0.00294739j 0.015839+0.030479j -0.0149311-0.0226267j -0.0233639-0.0141797j -0.0399064+0.0157698j -0.00112077+0.0257457j -0.0111647-0.0119836j -0.0398344-0.00433391j 0.0285889+0.0172238j -0.0180996+0.012616j -0.00625138-0.0027834j -0.0168541+0.0133677j -0.0117428+0.0258376j 0.0113698+0.0476852j 0.0137167+0.0103612j 0.0228278-0.0221354j 0.0142605+0.0153158j -0.024662+0.0130043j 0.0236553+0.00302163j -0.0494505-0.00775635j -0.0404424+0.00783599j -0.014273+0.0377343j -0.0211757+0.00208548j 0.0117298-0.00146833j -0.0056871-0.0261287j -0.0239716+0.0213588j 0.0420076-0.0110707j 0.0107739-0.0405991j -0.00048326+0.026181j -0.0351612+0.0607314j -0.019005-0.0232889j -0.0230033+0.00980053j -0.0157834-0.0333355j -0.0270006-0.0385177j -0.0182259-0.0155283j -0.00719589-0.0137805j -0.00833839+0.00933251j -0.0158427+0.0251048j -0.00426744+0.00619119j 0.0174838-0.0444948j 0.00368922+0.00243965j -0.0117753-0.0165295j -0.0123216+0.0269729j -0.00753799-0.0157816j -0.00944858-0.0185647j 
-0.0505726+0.0762555j -0.0132045-0.0471955j 0.0216904+0.0246688j 0.0603451+0.0290987j -0.10057+0.0524535j 0.0422463-0.0146643j -0.0353682+0.0740795j 0.00732775+0.0586749j -0.0896276+0.0982817j -0.0728859+0.0706642j -0.0803765-0.00839654j -0.0839682-0.0431329j 0.157131-0.0182143j -0.00696283-0.0587216j -0.00466948+0.0164918j 0.104149+0.0566225j -0.0425401+0.0876057j -0.0145699+0.0692858j -0.00281253-0.0419015j -0.00520133+0.0137287j -0.00892441-0.0329996j -0.0133701+0.0190896j -0.0234536+0.0539225j -0.0271787+0.045962j -0.0546489-0.0601971j 0.0622265+0.0321054j -0.00632997+0.00523169j 0.0457866+0.0260543j -0.0554209-0.0973556j 0.0451654+0.0109284j 0.0371418-0.00777944j 0.0192201-0.019056j 0.041814+0.016547j 0.0419656+0.0516473j 0.0244161-0.0236409j -0.00591765+0.0128617j 0.0581974+0.00793904j 0.0174425+0.0285636j 0.00796909-0.0559301j 0.0201475+0.0189523j 0.0225802+0.0589684j -0.0513753-0.0440744j 0.028019+0.0227247j -0.00147828+0.0247472j 0.025027+0.0208856j -0.0162979-0.0208669j 0.00400643-0.000527999j -0.00131427+0.0335429j 0.0474462+0.00655111j 0.00607077+0.0373659j 0.00523795+0.0152749j 0.0266893+0.0289424j 0.0242276-0.0113386j -0.0102896+0.00267608j 0.00255419-0.016386j -0.0227493-0.0137883j 0.0131797+0.0148142j -0.00319444+0.00897305j 0.0103452+0.0128392j 0.00735289-0.0099256j 0.00279187-0.041402j 0.0220332-0.0413996j 0.0123958+0.0410793j 0.0103206-0.0331342j 0.031385+0.0197616j 0.0368898+0.0316191j -0.0111265+0.0234421j 0.0421451+0.0175037j -0.0101563-0.0341617j 0.0225754+0.015963j -0.02274+0.0154973j 0.00683745-0.0206707j 0.0378168+0.0041542j -0.0445487-0.010163j -0.00175622+0.0010734j 0.0260939+0.0203404j 0.000491288+0.00280851j -0.0204496-0.0340022j -0.00630821-0.0147494j 0.0186872-0.00990609j 0.00548817+0.000887571j -0.0290179-0.0405028j 0.00898465-0.0327889j 0.0528653+0.0154252j 0.0354424+0.00670021j 0.0196482-0.0231979j -0.015081-0.0115221j -0.00724085-0.000394235j 0.00522601+0.0238225j 0.00036471+0.00345442j 0.0131517+0.00957239j 0.0184285-0.00515276j 
-0.00583557-0.0490765j 0.0590861-0.0517735j -0.0279123-0.0230949j -0.0103389+0.0166658j 0.0164606+0.00685779j -0.0247388-0.00902086j -0.00739038+0.055387j 0.0311759-0.02523j -0.0613779+0.0718311j 0.0915238-0.035148j 0.0140541+0.00118211j -0.0531127+0.0452559j -0.0365671+0.031988j 0.0763339+0.00155813j -0.0122991+0.00515148j -0.040833-0.0343126j 0.0286829-0.0139511j 0.00328827+0.0384159j -0.0262387-0.0152069j -0.00292241+0.0280577j 0.0323121+0.00163098j 0.0437425-0.00697349j 0.020664+0.0349724j -0.00253435-0.0015466j 0.0501022-0.00224106j -0.00481519+0.0112723j 0.0134321-0.0233965j -0.0301697+0.0184468j -0.0114696+0.000768499j 0.0167194-0.0135553j -0.00516119-0.0195587j -0.00983612-0.0119524j 0.023022-0.0360386j 0.0210972-0.00259347j 0.0148052-0.0200464j -0.0230041+0.0229879j 0.0315519-0.0350028j 0.00461271-0.00598158j 0.00167118-0.00651419j -0.00524464-0.0111041j 0.0234286+0.00894005j -0.00836287+0.004961j -0.0168045+0.0210788j 0.0385192-0.00397032j 0.00115745-0.00119299j 0.0311732+0.0279108j -0.0246615-0.0129981j 0.0220408+0.00571468j 0.0155215-0.0169729j 0.00720414-0.00922333j -0.00498928-0.00239186j 0.010454+0.00102449j 0.00644611-0.0114082j -0.0162456-0.00220024j 0.0117582+0.0128805j -0.0194987-0.00159548j 0.0241017-0.00864727j 0.00698096+0.0039055j 0.0147715+0.00991938j -0.00791099-0.0125476j 0.0183338-0.00872073j -0.00227982-0.0235922j -0.0058729-0.0125803j 0.0188559+0.0158772j 0.0150709+0.000465871j 0.0212514+0.00714914j 0.00172784+0.035914j 0.0162186-0.00929639j 0.0065025+0.0186895j -0.0061368+0.00758197j -0.0208819+0.00712861j -0.0134779+0.00657334j 0.00774416+0.00851648j -0.011933+0.00832879j -0.0210136-0.00449644j -0.0339455-0.000839371j 0.00662627-0.0162511j 0.0197384+0.017762j 0.0154987-0.0153978j 0.019708+0.0237482j 0.000697126+0.0400458j 0.00762132+0.0270277j 0.0215489-0.0103901j 0.00670639+0.0205233j -0.0178877-0.00841574j 0.00704381-0.00314649j 0.0240889-4.60567e-05j -0.0206701-0.00855937j 0.0023338+0.00583917j 0.00655194+0.000244535j 0.0124778+0.0159707j -0.00663399+4.4215e-05j 
0.0127189-0.0526708j 0.0782002-0.072536j 0.00966138-0.00672116j -0.0530773+0.0147992j -0.0196127+0.0217476j -0.0901073-0.0256276j -0.0780757+0.0182278j -0.0750783-0.021816j 0.0588118+0.0751108j 0.0419927+0.120854j 0.0270545+0.0287126j -0.0670048+0.00440928j -0.0340757-0.00596377j 0.012887+0.0348776j -0.0681162+0.10279j 0.0343095+0.00727709j -0.00170242-0.00796404j 0.0282733+0.0489323j 0.0265877+0.0365594j 0.0109425-0.0296931j 0.0287158+0.0470653j 0.0177911-0.0266403j -0.0256042+0.0239903j 0.0342027+0.0426377j 0.0288913-0.0547402j -0.069917-0.00847749j -0.0687106+0.00304951j -0.0358042-0.00274881j 0.00670618-0.0502992j 0.0639686+0.0284613j 0.0249234+0.0174136j 0.0913112+0.0250629j -0.0355466-0.055901j -0.00822718+0.0407626j 0.0547929+0.0353836j 0.0100442+0.00667038j -0.0106388+0.0212179j 0.0177114-0.00026486j 0.0754314-0.0030276j -0.0450987-0.0492186j 0.000827161+0.0219633j 0.0850219-0.00652193j 0.000753803+0.0113396j -0.0401138+0.015737j -0.0103273+0.0249067j 0.0269349+0.00657356j -0.00419427+0.00325775j 0.00519041-0.020512j -0.00676927+0.0387101j -0.0554107+0.00380376j -0.00222998-0.0265823j 0.0166316-0.00610019j 0.0254675-0.000599814j 0.00689293-0.00017002j -0.0160621-0.00486072j 0.0284652-0.0193412j 0.00942033+0.00868191j 0.00863717+0.0230768j 0.0103173+0.0118151j 0.0193682-0.0145808j 0.0361501-0.00127635j -0.0028835+0.004631j -0.0448931-0.0341527j 0.0362472+0.0201341j -0.0040838-5.94691e-05j -0.00242161-0.0010285j -0.0235877+0.0306645j -0.0337453+0.00537155j 0.00661412-0.0134703j -0.0256603+0.0342692j 0.0174781+0.0215942j 0.0264273+0.0143835j 0.00964081-0.0128139j 0.0045977+0.0179141j 0.0220789-0.0231116j -0.0285227+0.0266486j -0.0128257+0.0175388j 0.0246018-0.0115455j -0.0224221-0.0156812j 0.0352286+0.00389307j 0.00679541+0.0160662j -0.0244313+0.0234875j -0.0483192+0.0193022j -0.0387158-0.00567799j 0.000601915+0.00204364j -0.00169486+0.0436017j 0.0214008+0.00803143j -0.00890165-0.0111151j 0.0342387-0.0184469j 0.0403289-0.00893274j 0.0168167+0.021246j -0.0440486-0.0148188j 
