0.0155086-0.0120888j -0.0144733+0.0960594j -0.0609097+0.045545j 0.0426365-0.0175778j -0.00889936+0.0179075j -0.00217634+0.00121173j -0.0370165+0.0235192j 0.0163594+0.0135075j -0.0748574-0.0450949j -0.0183273-0.0019871j 0.00794246-0.0167374j 0.00813034-0.0071871j 0.00845596-0.000608558j -0.0284035-0.0170485j 0.0215945+0.0498324j 0.017055-0.00866704j -0.0169899-0.046203j 0.047092-0.00390179j 0.0430945+0.0162143j -0.0246018+0.000912232j 0.0114102+0.0152287j -0.00395263-0.00139824j -0.00262558+0.0204827j 0.0129264-0.00814288j -0.0162159+0.0151954j -0.00763689+0.00241481j 0.0146061+0.0114575j 0.00169869-0.014538j 0.00995881-0.0102938j 0.00716109+0.000572398j 0.0171549+0.00618758j -0.000209119-0.0126213j 0.00249646+0.00626946j -0.00515353+0.00627067j 0.0139324+0.0216055j -0.00763875-0.00458198j -0.0151285+0.0061938j -0.0125858-0.0200986j 0.0200607-0.0111186j -0.0240659-0.0112457j 0.00345432-0.0192464j 0.00514583+0.0145482j -0.0230319-0.00794901j -0.0126307-0.00605895j -0.0124436-0.0150812j -0.00239199-0.00932609j -0.000329326-0.0150831j 0.00793823-0.00591347j -0.0110402-0.0148755j -0.0123293+0.0188598j 0.0128088-0.005221j 0.0149902+0.000461975j 0.000840266-0.000647584j 0.0114645-0.00808422j 0.00429771+0.00733877j -0.00183795+0.0300406j 0.0173294-0.00173706j 0.0186156+0.0111267j 0.00371246+0.0120746j 0.000999204-0.00230502j 0.00921966+0.0165885j -0.00860443-0.00660356j -0.0104259+0.0122369j 0.00369397+0.0160883j -0.0222916-0.0126602j -0.000693497+0.0122063j -0.00263309+0.0104016j -0.00946343-0.000153211j -0.0380219-0.039481j -0.0196521+0.0332439j 0.0182136-0.00486197j 0.0313572-0.0229702j 0.0147581+0.051791j -0.0724373-0.0414371j 0.00405623-0.00874659j -0.00588859+0.0278418j -0.00869276+0.0306396j -0.0102444-0.054962j 0.0404734+0.0931175j -0.0778091-0.00482577j 0.0375603+0.100255j 0.0468328+0.00636862j 0.065202-0.017044j 0.125661+0.00750189j -0.00276852-0.00405009j -0.0876049-0.0190374j 0.0159821+0.0744048j -0.0929801-0.0878621j 0.00927391-0.0547075j 0.00383576-0.0404852j -0.0236715+0.00638799j 0.0435254+0.0372694j -0.073663-0.108032j -0.177083+0.243974j 0.195583-0.0650348j 
-0.0540832-0.0540984j 0.016754-0.0131789j 0.0349133+0.0320215j 0.0307976+0.0214614j -0.13479-0.0510352j 0.0492301+0.118713j -0.0376973-0.0172074j -0.0018338-0.0707462j -0.0366473-0.0388128j 0.0330183-0.0391749j 0.0305757+0.0192743j 0.0543179+0.0499983j -0.000391348+0.0988165j 0.00884613-0.0528479j 0.0282059-0.0274466j -0.0958808-0.00260882j 0.0497226+0.0398676j -0.0254199-0.0557406j -0.105863-0.0765263j -0.0394336-0.0726933j -0.00303485+0.113605j 0.0480899+0.0506463j -0.0271525-0.0223212j -0.0728624+0.0667256j -0.0423726+0.0147167j 0.0574569-0.0136662j 0.093027+0.00956623j -0.0389643+0.0610563j -0.115338-0.0460857j -0.023727-0.0352947j -0.124535+0.0438368j -0.0398454+0.0483715j -0.0579615+0.0478016j 0.019137+0.0111293j -0.00600169-0.0595878j 0.0109223+0.0412244j 0.0415989-0.0277003j -0.0441524+0.0928255j 0.073502-0.0246909j -0.00236548-0.021447j -0.0727577+0.0480347j 0.0103313-0.0440906j 0.049609+0.0161286j -0.0233368-0.020446j 0.0123313+0.0611179j 0.0350699-0.0521744j 0.000116121+0.0198693j 0.0264287-0.0127634j -0.0168369+0.0462628j 0.00101904-0.0378198j -0.0350418-0.00428604j -0.00591737-0.0605131j 0.0406066-0.0504083j 0.00149983-0.0225184j 0.0038318-0.00820893j 0.00374054-0.029994j -0.0188076+0.041739j -0.0289441-0.0683819j 0.00718941-0.0592721j -0.00825789+0.0348053j -0.0175763-0.0226j 0.00691774+0.0444422j -0.0266987-0.00489989j -0.0432315-0.0356519j -0.130157-0.00486697j -0.0272161-0.0150018j 0.010593+0.0247267j 0.0457997-0.0370304j -0.00972043+0.0069698j -0.00218476+0.0617712j 0.0207167-0.00374441j -0.0111251-0.044783j -0.0133655-0.0163235j -0.00489828+0.0283913j 0.051597+0.00765645j -0.0233498+0.0149013j 0.0123062+0.0401069j -0.0404158+0.0120355j 0.0730703+0.0131778j -0.0128202-0.000557181j 0.029001+0.00201042j -0.0224709-0.0541277j 0.0179224+0.0252558j 0.0471472+0.030997j -0.062789-0.0162208j 0.0360236+0.0239629j -0.0347046-0.0205139j -0.0192928+0.0377704j 0.0418937+0.0195429j -0.0452287+0.0823639j 0.00353376+0.00776455j -0.0171213-0.0192709j 0.0297944+0.0402989j -0.0319682-0.00237884j 0.0042817-0.00842163j 
-0.0827459-0.0268574j -0.0629701-0.0960364j 0.00146644-0.0390759j 0.0294233+0.027283j -0.0140105+0.0593635j 0.122384+0.0338027j -0.0502745-0.0430567j -0.048205+0.00419712j 0.0142257+0.0350894j 0.00597317-0.0634996j 0.00725392-0.0558312j -0.0195691+0.0210481j -0.0679622+0.0351059j 0.013854-0.0457693j 0.0507815-0.0822672j -0.00216723+0.0123955j -0.0614956+0.0904716j -0.00887838-0.00547465j 0.0627343-0.0869002j -0.0111123+0.0375077j 0.0188832+0.0399772j -0.0112421+0.0533415j 0.0393297-0.0498008j -0.0272507+0.0223149j 0.00205423+0.0273331j 0.0709703-0.0545614j 0.0841316+0.0400362j -0.0214647+0.0173492j -0.0507128-0.0251682j -0.0431296+0.0420612j 0.0256527+0.0151883j 0.043838-0.0335299j 0.0150849-0.0264515j 0.0351939+0.0305862j 0.011627+0.0479689j -0.0245093-0.0115153j -0.0423476+0.0369774j 0.00581475-0.0166508j 0.0554837+0.0349813j 0.00880005-0.0624555j 0.021618+0.00860201j -0.0250394+0.0514252j 0.0108433-0.0167587j 0.0281444+0.0348986j -0.0275788+0.0795602j 0.052236-0.0152593j -0.0251495+0.0346086j -0.00526045+0.0205874j 0.00652539+0.0462055j -0.0393885+0.00537602j -0.00888936-0.028421j -0.0208457+0.0828888j 0.0226442+0.0260421j -0.052838-0.0142347j 0.0077873+0.0616379j 0.0154999-0.00514452j -0.024688+0.012382j -0.0184115+0.0216175j -0.0820048+0.0243164j -0.032639+0.0444691j -0.0376523+0.0350066j 0.0514286-0.0235224j 0.00500094-0.0359319j -0.0227196+0.000963722j -0.029541+0.0149777j 0.0372256+0.0306593j 0.0222143+0.0469125j -0.00421454-0.0124594j 0.0264976+0.0427518j -0.00498848+0.00890872j 0.0598829+0.00813665j -0.0287479-0.0593668j 0.00290572+0.0279927j 0.0573212-0.0276823j -0.0398977-0.0248888j 0.0434864+0.0139335j -0.0369444+0.031373j -0.023687-0.0444487j -0.00640855+0.0212455j 0.0227451+0.0484453j -0.0203352-0.00441821j 0.00630296+0.0116103j -0.0127858-0.0157226j 0.0258889-0.00439077j -0.0012308-0.0265218j -0.0281548-0.0194143j 0.0547493+0.017894j 0.0135329-0.0146078j 0.0364912+0.00376057j 0.0139935-0.0323553j 0.0279994-0.00563649j -0.0475074-0.0157442j 0.0317505-0.00276688j 0.00728777-0.0328855j 0.0214065-0.0122652j 
-0.0112491+0.0365744j -0.0635846-0.0243258j 0.0128798-0.0295213j -0.0316269-0.0650766j 0.107419+0.0236718j -0.0591867-0.0355215j -0.0102881+0.0786554j 0.115332+0.0989905j -0.0190643-0.0401787j 0.065114+0.0146057j 0.00161389+0.0661339j -0.124091-0.0757494j -0.0727571-0.0995094j -0.0608163+0.0559215j -0.0201398-0.0233668j -0.0232477+0.149428j 0.0604817-0.027926j 0.0386187-0.0902675j -0.0296534+0.0152542j -0.029934+0.00857812j 0.0225417+0.0317947j 0.000235669-0.00650599j -0.0586631+0.0813709j 0.00369403-0.0384606j -0.0962019-0.0518483j -0.0040013+0.0219273j -0.117944+0.0222183j 0.0125621+0.0180737j 0.0405561+0.0394307j -0.0347136-0.015759j 0.0272271+0.0339349j 0.0363829-0.031409j -0.00199215+0.000873975j -0.0372357-0.0135102j -0.013663+0.012196j 0.0240302-0.0370596j 0.0457333-0.00276833j -0.0102311-0.0666366j -0.0232638-0.0389223j 0.0327119-0.00728182j -0.0167882-0.0837902j -0.0192456-0.0245552j -0.00658112+0.0122497j 0.00992199+0.0287078j -0.000367195-0.00963595j 0.0218311+0.01852j 0.0136799-0.0723844j 0.0144745+0.0235051j 0.0210091+0.00279403j -0.0106453+0.0824001j -0.000647961+0.0157426j -0.0121197+0.0512714j 0.0099906-0.00785124j 0.0357839-0.0544211j -0.026031-0.0204993j -0.0369417+0.0208469j 0.0226433-0.000811037j 0.039343-0.0850337j 0.0316758+0.0044821j -0.00502449+0.0138026j 0.0136684-0.0143429j 0.0324725-0.0212714j 0.0125915+0.020347j 0.0359631-0.0165671j -0.0349528+0.0420833j -0.0543414+0.0031423j -0.0123005-0.0366551j 0.0205879+0.0685661j 0.0210105-0.000384656j 0.00804149+0.00716058j -0.0834775+0.00871412j 0.0233722+0.0281984j -0.0353753+0.00456234j -0.0748651-0.00574834j -0.00558184-0.000389675j 0.0151961-0.00374483j 0.0871827+0.0151499j -0.0167565+0.0411529j -0.0342471+0.0626018j -0.0221782-0.0148196j -0.0146942-0.00900604j -0.000991107-0.0548338j -0.0410767-0.0351387j -0.0435203-0.0720279j 0.0165876+0.0198277j 0.0233522+0.0309523j 0.0232275-0.0128776j -0.0202945-0.0280881j 0.00131407-0.00420692j -0.036935+0.0142946j -0.0450954+0.0066843j -0.0118871+0.00205899j -0.0176391-0.00646457j -0.0266567+0.0232166j -0.00374868+0.0270734j 
0.0974516+0.089819j -0.0988759+0.00446198j -0.00821823-0.000842975j -0.00180765-0.0462064j 0.0208879-0.0586312j -0.0772714-0.0707625j 0.0418213+0.0620583j 0.0224302+0.00313943j -0.0263529+0.0151585j -0.0425721-0.0136459j 0.0182825+0.030546j 0.0470928-0.0572162j -0.0294307-0.0361968j 0.0498745-0.0387695j 0.0644021+0.127618j -0.0513962+0.0554983j -0.0325805+0.0190504j -0.0571277-0.051041j 0.0692378+0.0490791j 0.0536493-0.0836278j 0.0106576+0.0685679j -0.00512619-0.157179j -0.00331787-0.0153911j 0.0105767+0.00650242j 0.0420076+0.00871526j 0.00436+0.0988408j 0.00744107-0.0783488j -0.0748827+0.0490485j 0.015655-0.00611214j 0.00460339+0.00983697j -0.0276945-0.0192058j -0.00555794-0.0228175j 0.0353284+0.0398535j 0.047228-0.0675934j 0.0244767-0.0303135j 0.0432802+0.0198562j -0.055083+0.0173347j -0.0103459+0.0151789j 0.00767631-0.0286435j -0.033664-0.0228465j -0.0403358+0.0497059j 0.0388396+0.0132278j 0.0121065-0.0790507j 0.0251283+0.0736929j -0.0525328-0.00715586j -0.00325054-0.0294096j -0.0002275+0.0304601j 0.047006-0.0111596j 0.0296339-0.0228691j -0.044121+0.00474649j 0.0090698+0.010517j 0.00921932-0.00521941j -0.00507305-0.00354253j -0.0361811+0.0205954j -0.0209411+0.0231709j -0.00641496-0.0155108j -0.0125739-0.0162457j -0.00205274-0.0127509j -0.0184709-0.00894395j -0.0101658+0.070229j -0.0127066-0.00418422j -0.0114293+0.0312575j -0.0318406-0.0525346j -0.00150622-0.0243574j 0.0332409+0.0477397j 0.0102869-0.00618506j -0.0333207+0.0184282j -0.00216048-0.0448522j -0.0156353+0.00837097j 0.0125254+0.0085797j -0.0424587+0.0358959j -0.046031+0.00263373j -0.00127253+6.04564e-05j -0.051352+8.5432e-05j 0.0234892-0.00925181j 0.00801652+0.0144696j 0.010921+0.00868791j -0.0326223+0.0163531j -0.0240517+0.0131765j 0.00502783+0.0159004j 0.0053439+0.0307294j -0.0435524+0.0411017j -0.0277746-0.00260061j 0.0340854+0.0258394j 0.0326193-0.00504683j 0.00318873+0.0218913j 0.0134487+0.00158716j -0.0239866+0.0117215j -0.0261862-0.00528078j 0.0123585+0.00973451j 0.014059-0.0455363j -0.0294567+0.0106724j -0.0259249-0.0149964j 0.0177697+0.0092644j 0.0168865-0.00644424j 
-0.0273276-0.0238141j 0.021656-0.00838549j -0.0241206+0.0231325j -0.0335922+0.0119624j -0.136791-0.187116j -0.195625-0.0352599j 0.0540135-0.00442582j -0.0476419-0.078175j -0.144232-0.034468j 0.00768124+0.0252256j 0.0485908+0.0648011j -0.00152249+0.00353715j -0.0264096+0.0588128j -0.0428152-0.0144935j 0.0301329+0.106986j 0.146132+0.00622044j 0.0244979-0.04372j -0.0434039+0.0351155j 0.0102527+0.151556j 0.036097-0.0551561j -0.0118052+0.019915j 0.0355976-0.0015402j 0.0343914-0.00773165j 0.0268602+0.0236662j 0.124703-0.0238938j -0.0628279-0.0199442j 0.0873921-0.153944j -0.066867+0.0842224j 0.0394251+0.071214j 0.0395858-0.0308593j 0.0070233+0.0823308j -0.041434+0.0246371j 0.0423639+0.00304825j 0.0490637+0.0318998j -0.0197007-0.100264j -0.0109045+0.0253928j 0.0181285-0.076574j -0.0332947+0.0369045j -0.0676719-0.00737718j 0.089222-0.0475247j 0.036829-0.100838j 0.0682388+0.0109212j -0.0190718-0.0471105j 0.0107035-0.026218j 0.082165-0.00638761j -0.0358097-0.0255155j 0.069732-0.0182973j 0.0728939-0.0559294j -0.0311863-0.01769j -0.0108216-0.0126581j 0.0127995-0.0235287j -0.0237567+0.063264j 0.00354999-0.00573895j 0.0296346-0.0425978j -0.0685012+0.00136771j 0.00310702-0.0329495j -0.0131067-0.00427683j 0.0354654+0.0364226j -0.0412092+0.083499j 0.0328914+0.00788327j 0.0383517-0.0212509j 0.0356679+0.00898146j -0.0348537+0.0407727j -0.0136803-0.0277303j -0.0457365+0.0264179j -0.0288571+0.0541133j 0.0134871-0.00325313j 0.056705+0.0274512j 0.00155466-0.0295317j -0.0749614+0.0153774j -0.0380142-0.00285196j -0.0129635-0.0164819j 0.0575877-0.0403483j -0.0496492+0.00162816j -0.0276436-0.0622877j -0.0283084-0.0384741j 0.05941+0.0166307j -0.0425059-0.0114829j 0.023295+0.0127249j -0.0155143+0.0248389j -0.000890059-0.0110704j -0.0152775-0.0355164j -6.71612e-05+0.00641569j 0.0372483+0.0218772j 0.00593092+0.00145625j 0.0531857+0.0208187j -0.0158759+0.0111624j 0.040455-0.00107872j -0.00812555-0.00286313j 0.0333891+0.0481229j -0.00698825-0.0243912j 0.0437886+0.000702627j 0.0433+0.0227055j -0.0234396-0.0111174j 0.0278809-0.0258123j 
-0.0592564-0.0310029j 0.00148291-0.024624j 0.0307925-0.00560657j -0.004594-0.00532262j -0.137701-0.0652262j -0.0075313+0.072877j -0.0631309-0.0139031j -0.0293424+0.0271054j 0.0236116-0.00512919j 0.0663151+0.0713421j -0.0209229+0.0217932j -0.00862123-0.0173315j 0.0120568-0.0946976j -0.0101986-0.0111323j -0.0895061-0.0808383j 0.0645562-0.00806745j 0.0520753+0.00411901j 0.0407835-0.015256j -0.0761263-0.0267842j 0.0143954+0.0518394j -0.0784801-0.0278227j 0.0638425+0.051219j -0.0441954-0.0380947j 0.00648902-0.0443283j 0.0775853-0.0535921j 0.00872244-0.0792271j 0.0783193+0.0400909j 0.00865832-0.0408762j -0.0199574+0.00664826j 0.0128165-0.0283918j 0.0235545+0.0875882j -0.0411685-0.0034518j -0.00925821-0.0684071j -0.00282607-0.0532068j 0.0201688-0.00369353j 0.0590643+0.059078j 0.0130672-0.0143653j 0.00508823-0.0359819j -0.0379332-0.00281016j 0.00931196+0.0252847j 0.060488-0.00155677j -0.0311941+0.0630178j -0.0262382-0.00530432j -0.00148011-0.0427478j -0.0454466+0.0146653j 0.00927937+0.0117422j 0.0211207-0.0149617j 0.0230634-0.0185163j 0.0442464-0.024204j -0.0430222-0.0450191j -0.0324567-0.0209209j -0.0259753-0.0685027j 0.0266014-0.0342892j 0.0136972-0.0280698j 0.00521983-0.0277149j -0.022173+0.051577j -0.0164941-0.0130881j -0.0234257+0.00107522j 0.0161629-0.0252218j 0.0173064-0.0150353j 0.0100879+0.0207007j -0.0228412-0.0289025j -0.0181654-0.0471456j 0.00577476-0.0224687j -0.0262997-0.00307077j 0.00940635-0.0239507j 0.00995153-0.0112884j 0.0110514+0.0246238j 0.00765587+0.0258839j 0.0236324+0.0328381j 0.0491145-0.00236888j 0.00849268+0.0400938j 0.0274496+0.0126261j 0.0181221-0.0142626j 0.0377484+0.00561948j -0.0209023+0.00795595j 0.0181307-0.0156898j -0.0384208-0.00194787j 0.0461477+0.0117902j 0.00728961-0.0183794j -0.0132848+0.0333845j 0.022107-0.0258035j -0.00312902-0.0463965j 0.0416649-0.00926323j -0.0532484-0.0159531j 0.0225006+0.00930182j 0.0352904-0.0301935j 0.000660366-0.00834457j 0.0184179+0.00550923j -0.00851017+0.0330921j -0.00399948+0.0156145j -0.0101004+0.003479j 0.0021836-0.00235455j -0.0160072+0.0015881j -0.00440742-0.00285036j 
0.078791+0.00111909j 0.0879573+0.0998823j 0.00390272+0.019984j -0.0024788-0.0277579j -0.0105256-0.0131934j -0.0273081+0.0114835j 0.0332541+0.020804j -0.0414133+0.0291734j 0.00994667-0.0227697j -0.0127347+0.0114475j 0.00451381-0.00427262j 0.0697622+0.0216956j 0.0590759+0.0321922j 0.0360238+0.0296886j -0.0369041+0.0140587j -0.0459912-0.0194508j -0.0142314-0.0894507j -0.0418498+0.0073443j -0.0518849-0.0194855j 0.0226253-0.0310188j -0.0106404+0.0056034j 0.0546015-0.0194829j 0.106544+0.0811188j -0.0178727-0.0220507j -0.0132009-0.00485989j 0.00114905-0.0629984j -0.00116861+0.0124246j -0.0757785+0.0335588j 0.0222294+0.0111457j -0.0368828-0.0377959j 0.00659068+0.00178058j -0.000304285+0.0179778j 0.0406242-0.0312923j -0.0260713-0.00302189j 0.0177406+0.0279697j 0.053732-0.0269186j -0.0599649+0.00251425j -0.0122656-0.00684345j -0.0324763+0.0441871j 0.04134-0.0134255j 0.0419274-0.0116909j -0.00251386+0.0172528j 0.0385944-0.0286916j -0.0181307+0.00840289j -0.0121491+0.014423j 0.011143-0.0395129j -0.0370873-0.023113j 0.000240006+0.00158813j -0.0265014-0.0443625j -0.0189575+0.03251j -0.00382751-0.013591j 0.0175611+0.00852088j -0.0147485+0.0272327j -0.00161074+0.0414429j 0.0312588+0.0359778j -0.0202438+0.023806j -0.0150897-0.00219695j -0.0155255+0.00472689j 0.00187108-0.0037857j -0.0249156+0.0358218j 0.0121074-0.0040727j 0.0235113-0.0248675j -0.0301502+0.0117113j 0.0237071+0.0176363j -0.0138087-0.0113721j 0.0184684-0.00188462j 0.0340778+0.00746711j -0.0297804-0.0427809j 0.0369722-0.00793266j -0.0225458+0.0135764j 0.00713186-0.0073153j -0.0118518-0.0146112j 0.0262533+0.0210008j -0.00485811-0.00956023j 0.000892165-0.00755693j -0.0144861+0.00897553j -0.0230504+0.0124827j 0.0449805+0.0247097j -9.64678e-05+0.0728332j 0.0191378-0.0177895j -0.00260374+0.0467133j -0.00998473-0.0183075j -0.0249343+0.0375762j -0.0322562-0.0306476j -0.00956586-0.00636849j 0.0246658+0.0319284j -0.0637414+0.0118989j 0.0168791-0.0305693j -0.0101965-0.00718222j 0.0236191-0.0229063j 0.0151358+0.00644601j 0.0173327+0.0215035j -0.0193185+0.00439033j 0.0101834+0.0415818j -0.00515604-0.00168231j 
0.0586415+0.0800689j -0.0688898+0.00703075j -0.0246623-0.00966087j 0.0142243+0.000319436j -0.165812-0.0836338j 0.0531307+0.105674j -0.00511552-0.00451837j -0.0338496-0.0729704j -0.0886218+0.0150309j -0.0401847+0.0716946j 0.0152799+0.00512555j 0.0884373-0.0247897j -0.00792356-0.0504264j -0.00293339-0.0900901j -0.0198668+0.0925154j 0.0349002+0.0709853j 0.00234495-0.0471293j -0.0639286-0.0124245j 0.011128+0.00202725j 0.0563199+0.0112153j 0.00108464-0.0370415j 0.0592457-0.0708864j -0.0452944-0.122591j -0.0152348-0.0286435j 0.0831791+0.0340617j 0.00755516-0.0108221j 0.115077+0.0527348j -0.0561329-0.0671778j -0.0396115-0.0221744j 0.0193407+0.0370743j 0.0107827+0.0639508j -0.0480383+0.0227766j -0.00509842-5.438e-05j 0.076779-0.0151631j -0.00449093-0.0304048j -0.0275991+0.0450287j 0.0405662-0.0258565j 0.00821106+0.0353617j -0.0173369-0.0206126j -0.0234761-0.049657j -0.0425243-0.0118915j 0.0268324+0.00555673j 0.000567487+0.0161828j -0.0214691-0.00757946j -0.0372707+0.028615j -0.00151974-0.0332473j 0.0281741+0.0127677j 0.0482632+0.00576103j 0.0294108+0.0255518j -0.0281689-0.0650396j 0.0472207+0.0235258j -0.0353441-0.0192399j 3.70705e-05+0.0255515j -0.0411813+0.0304718j -0.0351091-0.00496181j -0.0292911+0.0206344j -0.0525567-0.0527126j -0.0320078+0.0271548j 0.0196951+0.020162j 0.0233143+0.0629022j -0.0045842+0.0247473j 0.0191709+0.000398876j -0.00817716-0.0112285j -0.0532767-0.01845j -0.0125228-0.009721j 0.0130843-0.0225587j -0.0170613-0.0243829j 0.0433372+0.0388888j -0.0339314-0.0219641j 0.00862051-0.035608j 0.049656+0.0119115j 0.00387173+0.00416782j 0.0286704+0.013756j -0.0112233+0.000697776j 0.0259643-0.0248568j -0.00949792+0.0222842j 0.00994912+0.0285697j -0.0751101-0.0257584j 0.0522218+0.0253076j -0.00839901-0.00876785j 0.0109378+0.0238231j 0.0280483+0.0318292j -0.00946529-0.0272585j 0.0511569+0.00903405j -0.0504977-0.014733j 0.00621393-0.00309643j 0.0333016+0.0189356j -0.00481636-0.0138714j -0.0236732-0.0278275j -0.00739354+0.0372566j 0.00915214+0.00190842j -0.0114074+0.000777507j -0.0173652-0.0248066j -0.00931856+0.0161219j 0.0357628+0.00986611j 
-0.0825228-0.0163218j -0.0319798-0.0712927j 0.017566-0.0118277j -0.0153337+0.00900345j -0.00721283-0.0500164j -0.126793-0.0875323j 0.00150231-0.0405131j -0.043149-0.0107677j 0.00753602+0.0166667j 0.0241593+0.00403751j 0.000718599+0.00807729j -0.0444646+0.00551516j 0.0233722+0.0317177j -0.0349423+0.012585j 0.102689-0.0658126j 0.102594-0.0494763j -0.00799351+0.0455502j 0.0438793-0.0541492j 0.00536968+0.0529218j 0.025292+0.0747868j -0.0422339-0.041605j 0.0398024+0.0450856j 0.0682484-0.0255176j 0.0240498-0.117118j -0.0117768-0.0842979j -0.041043-0.0247793j -0.00435241-0.127869j -0.012953+0.013958j 0.047261+0.0545645j 0.00132021+0.00726514j 0.0508343+0.0134987j -0.0255386-0.00973865j 0.0447018+0.00979926j -0.0773336-0.0242031j 0.0403447-0.00365174j 0.0427824+0.0436369j -0.0204683-0.0477989j 0.0268152-0.00894196j -0.0497687+0.00448379j 0.0412321+0.00550286j 0.0340494-0.0197792j -0.0099367+0.00937123j 0.00384387+0.00827644j 0.0512958-0.0539739j 0.0551405-0.0205706j -0.0192145-0.0106101j 0.0121153+0.0296186j 0.0284978-0.0492581j -0.00482205-0.0825971j -0.0118136-0.0118282j 0.00509097-0.0227036j 0.0602488+0.0329007j -0.0194944+0.00575778j 0.025489+0.000803996j 0.0140986-0.0126492j -0.0234434-0.0456363j -0.00280931+0.0178021j 0.029443+0.0147057j 0.00387582+0.0049501j 0.0178582-0.0427335j 0.0378891-0.0375143j 0.00523216-0.0128273j -0.0357405-0.00322428j 0.0146001+0.0362757j -0.0369907+0.0203528j -0.016312-0.00310412j 0.0167505-0.00877734j -0.0608201+0.00146907j 0.003537+0.0171537j -0.00492737+0.00859163j 0.0237003-0.00675167j -0.028128-0.0475346j 0.0552259-0.0225781j -0.0293095+0.00689003j -0.00828678+0.00237545j -0.0224568-0.0208634j 0.0139584-0.0217267j 0.0234357-0.0413151j 0.00878682-0.0145126j 0.0301842+0.00495111j 0.0425334-0.0262601j -0.00180768-0.040347j -0.0217864+0.0269411j 0.0059809+0.0186135j 0.0193131+0.00291499j 0.0064621-0.00780516j 0.0364374-0.0363003j 0.0215317+0.0111457j 0.00888125+0.00928998j 0.0331812-0.0218911j -0.000858245-0.023399j -0.00732961-0.0159307j 0.0393975-0.000101615j 0.00685086-0.0366296j -0.0137868+0.00549679j 
-0.0319996-0.0262941j 0.0613924-0.00205367j 0.025852-0.0052169j -0.00170143-0.0131173j 0.0586513-0.0401844j -0.103363-0.0811486j 0.0156178+0.00386663j 0.0369922+0.0303401j -0.00389749-0.0392211j 0.0339271-0.0446397j 0.0168706+0.0387956j -0.0566954-0.0501899j -0.0175235-0.0122802j 0.00785449+0.062183j -0.00268301+0.0185087j -0.100911-0.00566789j 0.0750274+0.106944j 0.0484191-0.0391385j 0.00362997-0.0378564j -0.0301489-0.038964j 0.0130882+0.0610026j -0.0292534+0.0343601j -0.0362093+0.0167758j 0.00223659+0.0666108j -0.00980696+0.00966949j -0.0315395+0.0837744j -0.0839685-0.0700545j 0.01929+0.0329334j 0.0346746+0.0389339j 0.0256508-0.00691439j 0.0223258+0.0447266j 0.0328851-0.0473307j -0.019627+0.0371714j 0.0252254-0.0200544j -0.051773+0.0163748j 0.0294023+0.00709845j 0.00533736+0.0354995j -0.0176351+0.00854392j 0.0612217+0.00938687j 0.00946417+0.0221356j 0.0431276+0.0069958j 0.0242765-0.0322292j 0.0197339-0.0267164j 0.0320091-0.00140497j 0.0407154-0.051151j -0.0312115+0.0245277j 0.0187292-0.0579921j 0.024695-0.0102407j -0.0295708+0.0193116j -0.0401443+0.0321626j -0.0211436-0.0273901j 0.0243572+0.00297427j 0.0417097-0.0433597j 0.0239399-0.0493054j 0.00877623-0.0303555j 0.0111809+0.000206049j -0.00668633+0.0562998j -0.0245439-0.056988j -0.029664+0.00782751j -0.0395049-0.0179613j 0.0143572-0.0166084j -0.0135994-0.00727091j -0.00317429+0.0187945j 0.0363448-0.0272683j -0.00729307+0.0330753j -0.0295432+0.0202968j 0.0142295+0.0305924j -0.0191111-0.01339j 0.0202555+0.0413741j 0.0122898-0.00972116j -0.0423073-0.00619712j 0.0136122-0.00598728j 0.0129559-0.0235113j -0.00516466+0.0199384j 0.00868971-0.032044j -0.0371779-0.0142847j 0.0498076-0.00855579j 0.0193539-0.0148393j -0.0118073-0.0327855j -0.000205777+0.0382023j -0.00336109-0.00457433j -0.00634801-0.000607218j -0.000739909-0.0480246j -0.028406-0.0174694j 0.0236996-0.0191251j 0.0292426+0.0450221j -0.0340592+0.0107407j 0.0192749+0.0236566j 0.0044795+0.0262753j -0.0130717+0.0241557j 0.0089818-0.0301793j 0.0238959-0.00145563j 0.00911001-0.00385711j -0.0210108-0.00373932j -0.0433071+0.0172034j 
