0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
0.000190643+0.00683605j 0.00253837-0.00216532j 0.00482088+0.0077522j 0.00194001+0.00878919j 0.000594119-0.00949703j 0.0108328-0.00812101j -0.00646917-0.0027409j -0.00406038-0.00118981j 0.00610566-0.00758335j 0.0068728+0.000231143j -0.00107981+0.00435994j 0.00345526+0.00529481j -0.00270076+0.00412108j -0.000963087+0.00117419j 0.00194837+0.000155475j 0.00234096-0.000416238j 0.00119734-0.00231371j -0.00164173-0.00414557j -0.00152707-0.00493676j 0.00503431-0.00331067j 0.00485527+0.0109607j 0.00233325+0.00747288j 0.00104253+0.00391429j -0.00612466-0.00466736j 0.00272245+0.000601646j 0.0058257+0.00781853j -0.0111391+0.00245228j -0.0091876-0.0109894j -0.00241766-0.000487385j 0.00045261-0.00731552j 0.00262885+0.00190209j 0.000155473-0.00178242j -0.000173788+0.00248114j -0.0038553+0.000686212j 0.00330072-0.00505839j -0.0017443+0.0046168j 0.00110639+0.000609354j 0.00152625-0.00297665j -0.00116999+0.00228494j 0.000489918+0.000987874j 0.0014276-0.0027085j 0.00122203+0.00527763j -0.00373705+0.000288895j -0.00394462+0.00267877j 0.00284224-0.00276588j -0.00415871-0.000686576j 0.00235407+0.00183745j -0.000544982-0.00127685j 0.00249271+0.00182493j 8.5885e-05+0.000267581j 6.28033e-05+0.0056398j 0.00142491+0.00418123j -0.000509165-0.000933556j 0.000477812+0.0053417j 0.00242385+0.00341323j -0.00429965-0.00441377j -0.00899055+0.00120666j -0.000909269-0.000923159j -0.00100257+8.90848e-05j -0.00274114+0.00671454j -0.00289209-0.00103547j 0.00476447-0.0038146j -0.00210023-0.00311469j -0.00150078-0.00185745j -0.00175103+0.0094105j 0.00296599+0.000901423j -0.00174965-0.0120113j 0.00106026+0.0108544j 0.00278289+0.00202805j 0.00163341+0.00574916j -0.0020048+0.00335827j -0.000417938+0.0060944j 0.00157813+0.00263999j -0.00346166+0.00185404j -0.00318302-0.00209008j -0.00201876-0.00164938j 0.00771618+0.000770358j -0.00566681-0.000623868j -0.00313764-0.00282717j -0.00163805-0.000763361j -0.000784736-0.00132332j 0.0032261-0.00134083j 3.11588e-05+0.00584986j -0.00122661+0.00565446j 0.00202895+0.00602903j 0.00294305+0.00103897j -0.00139047+0.00194116j 0.00204804-0.000133371j 0.00172013+0.000961503j 0.00442023-4.15524e-05j 0.000123613+0.0050079j 3.57169e-05-0.000578947j -0.00141925+0.00114266j -0.000928538-0.000174784j -0.00261903+0.00153566j 0.00078215-0.00204539j 0.00125231-0.0037243j 
-2.42443e-06+0.00485006j -0.00132198+0.00116623j 2.4034e-05-0.0151516j 0.00691904+0.012977j -0.00153499-0.0150199j 0.0116164+0.00753765j -0.00952638-0.0161018j -0.0015824-0.009082j 0.00679741+0.0112124j 0.00570624+0.00675734j -0.00090208-0.0075177j 0.00306105+0.00830342j 0.00236552-0.00019109j 0.00819041-0.00900054j 0.0153516-0.00215902j 0.00453208+0.00153462j 0.000478308-0.00308762j 0.000144631-0.00306958j 0.00101025-0.00697707j 0.00227641-0.00467332j 0.00907401+0.00480086j -0.00640135+0.00457692j -0.00599216-0.000979086j -0.00718655+0.00200209j 0.00314137+0.00371379j 0.000422188-0.00216014j -0.000424381+0.0119355j -0.0095198-0.00213251j 0.00149389+0.0012063j -0.00202852-0.00378819j -0.00351132+0.00201266j -0.00470103-0.00170419j 0.00134001-0.00401276j -0.00100381+0.0067371j 0.00198931-0.00186198j -0.000973935+0.000811379j -0.00341939+0.00509965j 0.002114+0.000446937j -0.0026398+0.00193099j 0.00108631-0.000950317j 0.00191672-2.40761e-05j 0.00179911+0.00400653j -0.00275048+0.00188915j 0.000379691-0.000289952j -0.00332641-0.00679402j -0.00120571+0.000791195j -0.000973873+0.00320732j 0.000235051+0.000768582j -0.00110443+0.000986527j -0.00114207-0.00731927j -0.00216087-0.00188558j -0.00160478-0.00452332j 0.00441899+0.000521858j -0.000306803-0.0116383j -3.80401e-05+6.72812e-05j 0.00248872-0.00263969j 0.00313145-0.00711188j 0.00784477+0.00173421j 0.00311+0.00507457j -0.0108802-0.00452825j -0.000461446-0.00147465j 0.000415024+0.00517539j -0.000192308+3.38295e-07j -0.00218614-0.0033836j -0.00294256-0.00496433j -3.70273e-05+9.50739e-06j 0.00510124-0.000626397j -0.00572591-0.00665972j -0.00200263+0.00778583j -0.00620729+0.00618468j -0.00106501-0.00105038j -0.00918364-0.00384811j -0.00734217+0.00368176j 0.000735444-0.0047417j 0.000403829-0.00176411j -0.00179745-0.00266036j -0.00375139+0.00127694j 0.00338747-0.00167782j 0.00287563-0.000466773j -0.00328685+0.00295735j -0.00463773+0.00177316j 0.000206044-0.000304152j 0.0014547+0.00162131j 0.00263069+0.00408718j 0.00304481+0.000176178j -0.00149411-0.00275521j -0.00213502-0.000386544j 0.00333114+0.000123673j 0.00155339+0.000312723j 0.000274454-0.000590454j -0.00203909+0.00238287j -0.000498307+0.00195986j 0.000949004-0.00191888j -0.00321911-0.00159981j -0.00077357+0.000278646j -0.000378158+0.00164557j 0.000798493+0.00132211j 
0.0035664-0.00986127j 0.00669137+0.000424735j 0.00551892+0.0310939j -0.0118539-0.013921j 0.00349682+0.00357907j 0.00173262+0.00098214j 0.00627921+0.0205187j -0.0119375-0.0113206j -0.00329599-0.00453171j -0.000660604-0.00056698j 0.00536221+0.00317585j -0.000876591-0.0166743j -0.00423822-0.00860128j -0.0150538+0.00351664j -0.0240046-0.00082205j -0.00443379+0.00710826j -0.00259094+0.00409033j 0.000154786+0.00149139j -0.00275619+0.00476568j -0.00299929+0.00266104j 9.78472e-05+0.0028382j 0.0159503-0.00885787j 0.0120587+0.00053559j -0.000920098-0.00153928j 0.00112653+0.000482787j 0.0030137+0.00307012j -0.00443019-0.00958821j -0.00215719-0.00161703j -0.00237021-0.00300565j 0.0040519-0.000255132j 0.00379261-0.00777686j 0.00509034+0.00248603j -0.001554+0.00761441j 0.00107328-0.0110963j -0.00319177-0.00295003j 0.00283866+0.00361404j 0.00730776-0.00616865j -0.00224771-0.00248578j 0.00442173+0.000424248j -0.00355787+0.00412169j -0.000704801-0.00200843j -0.00188242-0.000117849j 0.000927375-0.0040875j -0.0043455-0.00127508j 0.00344885-0.00136191j -0.00434705-0.00332518j 0.0026823-0.00272348j -0.00697102-0.0103917j -0.000275217+0.00180148j -0.000847958+0.00182498j -0.00828153-0.00269784j 0.00679554-0.00422347j -0.00385071-0.000993752j -0.00326117-0.00339753j -0.00152529+0.00432201j 0.00604159-0.00162427j -0.00276555+0.000817939j -0.00223775-0.00428271j -0.00317686-0.000339877j -0.00550173-0.00515281j -0.00143972+0.00443944j 0.00145432-3.12136e-05j 0.00155148+0.00134704j 0.00829964+0.000802141j 0.00154421-0.00249847j -0.000578481-0.00223875j 0.00509932+0.00491258j -0.00143511-0.00696689j 0.002275+0.00542574j -0.000226568-0.000247855j 0.00346551+0.00554j 0.00485202-0.00333672j 0.00256714+0.00216782j 0.00214334-0.00778563j -0.00364584-0.000584887j 0.00214892-0.00310928j 0.00777538+0.00294702j -0.00286293+0.000608836j -0.000957128-0.000765507j -0.00141164-0.00297571j 0.00127049+0.00776553j 0.00213306-0.00119325j -0.00189339-0.00366488j -0.00563683-0.00365607j -0.00266614+0.000872062j 0.00803279+0.00164408j 0.0019328-0.000893338j -0.00221741+0.000870828j -0.000426343+0.00425718j 0.00261133+0.00297941j 0.00341422-0.00179436j 0.000704387-0.00199868j -0.00402923-0.00085613j 0.00245488+0.00369712j -0.0014776-0.00080776j -0.000938901-0.000994323j -0.000405963-0.00272421j 
0.00434622-0.00642978j 0.00180125+0.0104585j 0.0100056-0.0285909j -0.00172176+0.00941811j 0.00292466+0.0106139j 0.00743782-0.00239438j 0.00198056-0.0146505j -0.00715201-0.00399714j -0.000600143+0.00442812j -0.00010643-0.00285592j -0.00117127+0.00411204j 0.0136913-0.0201398j 0.00888678-0.0119502j -0.00353918-0.00617597j -0.00727214-0.00398121j -0.00887951+0.0085581j -0.00833209+0.00146603j 0.00405911-0.00688967j 0.00425072-0.000684821j 0.00883817+0.0122347j 2.51206e-05+0.0048039j -0.00776561+7.84682e-05j -0.0114227+0.0058457j 0.00151172-0.00403377j 0.0110324+0.00962723j -0.00757819+0.00279725j 0.00133507-0.0101277j -0.00143228-0.00578637j -0.00175404-0.00812064j 0.000907645-0.000113416j -0.00023357-0.00791449j -0.00175602+0.0065967j -0.00360757+0.0084292j 0.00560929-0.00857469j -0.00374874+0.00100651j -0.0033711+0.00309678j 0.00531475+0.00365854j 0.00215877+0.00396615j -0.00537519-0.00308112j 0.00307802+0.00103389j 0.00450787+0.00845176j 0.000385652+0.00015078j -0.00141516-0.00327879j -0.0013527-0.00251746j 0.00527337+0.0010435j -0.00257354+0.00189158j -0.00239738-0.00200955j 0.000755923+0.0112875j -0.00398153-0.00671269j -0.000792865-0.00594163j -0.00334773-0.0104054j -0.00316459-0.000793321j 0.00718064+0.0070308j -0.000531838+0.000958015j 0.00379588+0.00266346j -0.000557529+0.00408052j -0.00106478-0.00391409j -0.00105538+0.00411265j -0.0054987-0.000212925j -0.00189465-0.0111196j 0.00620042+0.00568003j 0.00768909-0.00258267j -0.0010068+0.0123499j 0.00652553+0.0039595j -0.00120472-0.00752537j 0.000550838+0.00293583j 0.00186115+0.0162111j -0.00368477-0.00190459j -0.00254434-0.00891815j 0.00105096-0.00506152j 0.00253935-0.00591895j 0.00539537-0.00577922j 0.00130969+0.003029j -0.00352979-4.58972e-05j -0.000971708-0.0080564j 0.00382433-0.000193624j 0.00419626+0.00781262j -0.00481053-0.00363755j 0.00263199-0.007192j 0.00396759+0.0015888j -0.000520902+0.00448012j -0.000129426-0.000355921j 0.00077215-0.00655325j -0.00178613-0.00951263j -0.00161958-0.00511247j 0.00321756+0.00483821j 0.00346189-0.00122912j -0.000611488+0.00104914j -0.00158194-0.00569869j 0.00196088+0.00820379j 0.00278525+0.00261045j 0.00141361+0.00210022j -0.000129045-0.00566315j -0.00308019+0.00323741j -0.000648638-0.00232847j -8.96436e-05+0.00158643j -0.00064962+0.000945634j 
0.00251163-0.0387601j 0.0178586+0.00670728j 0.000806473+0.013403j -0.00935351+0.00166722j 0.0157876+0.0147896j 0.00766877+0.00837982j -0.00190472-0.00795896j -0.0071911+0.00107556j 0.00458503+0.00622805j -0.0200657+0.00239797j -0.00273317-0.00303382j 0.0197649+0.0145535j 0.0215415+0.0130741j -0.0126002+0.00590908j -0.0269209-0.0075016j -0.000531904+0.0186724j -0.0147766+0.0245867j 0.00413568+0.0103587j 0.00392935+0.00104717j 0.000636729-0.00414867j -0.00444609+0.00017592j -0.00355355-0.00502874j -0.00852002-0.00115227j -0.00687955+0.000743613j 0.00140722-0.000817149j -0.00483877+0.000201585j 0.00850201+0.00633865j -0.0088346-0.000558191j -0.000267958+0.0086553j 0.00386615-0.00538214j 0.00274172+0.000465073j -0.0168345+0.000426855j -0.00346389-0.00187941j 0.0102597-0.00634955j -0.00546745+0.00494557j -0.000773702-0.00267013j 0.00569398-0.00317892j -0.00197946+0.00762902j -0.000935858+0.0033101j 0.002285+0.00492354j 0.00357505+0.0083056j -0.00418269-0.00383271j -0.00484467+0.000656015j -0.00260141-0.0067313j -0.0087235+0.002167j 0.0035017+0.00120061j -0.00453366-0.000919667j 0.00228274-0.000560015j -0.00307161+0.000202864j -0.00630915+0.00149404j -0.00134661+0.00421401j -0.00335331-0.00395744j 0.00126676-0.00928589j 0.000461002+0.00341401j 0.00439733+0.00122887j 0.000605622-0.00483142j -0.00161184-0.00412274j 0.00879778-0.00859045j 0.00255292+0.000615541j -0.00871684+0.00380274j -7.19374e-05-0.00338802j 0.00145653+0.000601822j 0.00699747-0.00201413j -0.00665642-0.00378912j 0.00308573-0.00305926j -0.0038893+0.00414781j 0.000645418-0.00248835j 0.00212706+0.0030849j 0.0020192+0.000431082j 0.00168499+0.00163613j 0.000146352-0.00675355j 0.000204056-0.00704964j -0.00398234-0.00100472j 0.00699258+0.00250674j -0.000875711-0.00117762j 0.00264394-0.00183791j -0.00477489-0.00562363j 0.00422604+0.00241773j 0.00880289-0.00540661j 0.00291901+0.00097878j 0.00131968-0.00200297j -0.00147777-0.00238796j 0.00783854-0.00337795j 0.00187056+0.00219524j 0.00059681-0.000376272j 0.00131682-0.000736497j 0.00093778-0.00160027j -0.00297696-0.000411058j 0.00365535+0.00194994j -0.00534596-0.00327164j -0.000195679-0.00889607j -0.000886858-0.00137184j -0.00236119-1.48329e-05j -0.000795068+0.000107729j 0.00319311-0.0014674j -0.0016528+0.00182375j -0.000125244+0.00372163j 
0.000766803-0.000721326j 0.0032724+0.00521881j 0.00707559+0.0083368j 0.00161651+0.00357887j 0.00626619+0.00447678j -0.00497926-0.00286269j 0.000201581-0.000633949j 0.0161984+0.00287666j 0.00435459-0.00717741j -0.0038611+0.00103784j -0.0122914+0.00393145j 0.0086514+0.00841638j 0.00465229+0.00192477j 0.00189316-0.00307785j 0.00289511-0.000915546j 0.00232972-0.000731653j -0.00132485-0.00521452j 0.00316853+0.00390784j -0.00103133+0.00145278j 3.09333e-05+0.00285686j -0.000978718+0.00318264j 0.00774892-0.00456398j 0.0078354-0.00537339j -0.0148798+0.0023728j -0.00986542+0.00647145j 0.0154642-0.00465527j -0.00463375+0.0030224j -0.0202978-0.00184463j -0.00202913-0.00291499j -0.0101668-0.00179905j 0.00619601-0.00387327j -0.00805173+0.000305195j 0.00180228+0.00145476j 0.00393899+0.00262824j -0.00479841-0.00313295j 0.00327489+0.000773906j -0.000529946+0.00169268j 0.000749866+0.000897993j 0.00194983-0.00156468j -0.00243657+0.0023987j -0.00120477+0.000211619j 0.000442579-0.00111367j 0.000154964-0.00182466j -0.00216553-0.00119876j -0.00146453-0.000357906j -0.00218448+0.00167335j -0.00607931-0.0049336j -0.000584594+0.00286881j -0.00126173+0.00121645j 0.00298795-0.00240921j -0.000806023-0.00663426j -0.000285795-0.00679962j 0.00561398-0.000437743j 0.000934466+0.000483422j -0.00153811+0.00285886j -0.00284202-0.0024079j 0.00179307-0.00244229j 0.00829864-0.00579145j -0.000128386-0.00308422j -0.0107725+0.00723365j -0.00211387+0.00608275j 0.00425467+0.000674998j -0.0026465+0.000983397j -0.00290703-0.00105193j -0.00602159-0.0043126j -0.00243886+0.00263595j 0.00525392-0.00154202j -0.00734002+0.00659131j -0.000395457-0.00272526j -0.00355676+0.00700066j 0.000955401-0.00547972j -0.00922656+0.00166399j -0.00654379-0.000285566j 0.00182109+0.00414273j 0.00393895-0.0030195j -0.00103142+0.000636335j 3.98781e-06+0.00468099j 0.00180046-0.00396181j 0.000921327-0.000544989j -0.00273824+0.00337018j -0.00369891+0.00300973j 0.00606889+0.00113384j 0.0036182-0.00208557j 0.00353255-0.000229188j 0.00618119-0.000481157j -0.00039727+0.00120605j -0.00233274-2.23075e-05j 0.00345651+0.00302568j 0.00370263-0.000797284j -0.0011212-0.00172336j -0.000849718-8.67521e-05j 0.00081237+0.000857517j -0.00188743-0.0024693j -0.00407014+0.000460252j -0.00118039-0.00152515j -0.00043772+0.00289139j -0.00156132+0.000102798j 
-0.0344586+0.0210036j -0.00353364-0.0120805j 0.0115276-0.00636269j -0.00375715-2.98298e-05j 0.0190773+0.00236429j -0.00291139-0.000931036j -0.00331792-0.0058425j -0.0190361-0.00731514j -0.00408809-0.00150782j -0.0220029-0.0105099j 0.00127704+0.000762076j 0.0069886+0.0203371j 0.0143312+0.00965322j -0.0158553-0.0180899j -0.0236314-0.0292519j 0.0027207-0.0220368j 0.0211101-0.0180844j 0.00290776-0.00587138j 0.00405273+0.00227143j 0.000488809-0.00530207j 0.0042962-0.00107842j 0.00141572+0.00375614j -0.00375414+0.000458822j -0.0029921-0.0040837j 0.00504784-0.00339445j -0.00389325-0.00147373j -0.00186585+0.00708854j -0.00685461-0.00199151j -0.0103495+0.00220106j 0.00435439+0.00421417j 0.00596528+0.00420638j -0.00579902-0.0109251j -0.00209049-0.00525499j 0.0125357+0.00659338j -0.00179932-0.00330663j 0.00349868+0.00108304j 0.0120371+0.00644324j -0.00136995-0.0017635j 0.00645185+0.00115192j 0.00494894-0.00469167j 0.00390525-0.0059496j -0.00110511+0.00695725j 0.00272052+0.00780242j -0.00264775+0.00984822j 0.00368823+0.00545373j 0.00194729-0.00220966j -0.00307767+0.00215895j -0.00348805+0.00129387j 0.00561591+0.00266298j 0.00637375+0.00598866j 0.00262706+0.0103746j -0.00438383+0.00507088j -0.00391194+0.00717353j 0.00408974+7.28908e-05j 0.00313929-0.00120743j -2.03384e-05+0.00517221j -0.00214266+0.00673739j -0.0104811-0.00221297j -0.00540229+0.000827614j 0.00311254+0.00210968j -0.00574806-0.000781427j 0.000814991-0.00262248j -0.00642438-0.00310834j 0.00114296-0.00149974j 0.00460369+0.00392137j -0.00477773-0.00367275j -0.00256974-0.00611868j 0.00191884+0.0027809j 0.00119407+0.0071295j -0.00304097+0.00678407j -0.000864044+0.00119611j 0.00176755+0.00255961j 0.00559593-0.00179812j 0.00548843+0.0060183j -0.00132618-0.00172028j 0.00503478-0.00140864j 0.00375027-0.00168422j -0.00216588+0.00151235j 0.00320476+0.00427135j 0.00209271+0.00142447j -0.00330972+0.000793019j -0.00270965-0.00236615j 0.00297343+0.00637992j 0.00183751+0.00178219j -2.9557e-05+0.000164881j 0.00250746+0.00312324j 0.00143724+0.00309313j -0.00458525-0.00552206j -0.00536825+0.00620942j 0.00137531-0.00542159j 0.00773717-0.00342319j 0.00338155+0.000340068j -0.00584896-0.00211755j -0.00323075+0.00174356j 0.00226785+0.00276532j 0.00126549-0.00291183j 0.00133175+0.000703286j 
0.00256822-0.00697217j 0.00209919+0.00571922j 0.00195108+0.000850059j 0.00348651+0.00966452j -0.00825182-0.0150589j 0.0111404+0.00251574j -0.00717106-0.00669318j -0.0161507-0.0176928j -0.00967545-0.0022831j 0.00963748+0.00935391j 0.0194858+0.00662925j 0.00802285-0.00183977j 0.00382093-0.00699495j -3.70868e-05-0.00855295j -0.00139325-0.00460239j -0.000406584+0.00885384j -0.00217099+0.00111043j 7.78899e-05+0.000111719j -0.000521921-0.00528866j -0.000214227-0.00302667j 0.00556485+0.0032718j -0.00396478-0.00685456j -0.00167304-0.00875094j 0.00343163+0.010025j 0.00794385+0.0062021j -0.00896489-0.00942356j -0.00054161+0.0110631j 0.00858501+0.0152169j -0.000863279+0.00618993j 0.0117697+0.00608046j -0.00702469-0.00567594j 0.00535451+0.00578674j -0.000388214-0.00485126j -0.000164276-0.00211532j 0.000615047-0.000440687j 0.00202806-0.000155953j 0.000861448+0.000885382j -0.000370722+0.00156209j 0.00174049+0.00144144j -0.00254055+0.00313294j -0.000725722-0.0026458j -0.00153886+0.00135256j -0.00152953-0.0014316j -0.00133987-0.00400899j -0.00229637-9.97795e-05j -0.00248727-0.0049568j -0.00206511-0.0040171j -0.00189388+0.00282916j -0.00531923+0.00185693j -0.0030172+0.000931485j 0.000109637-0.00091718j -0.00796963-0.00542874j -0.00106416+0.00461983j 0.00623814-0.000356502j -0.00353971+0.000787213j -0.00244777-0.00385159j -0.000269791-0.00822751j -0.00610362+0.00360295j 0.00133124+0.00473711j 0.00692066+0.00562828j 0.00415546+0.00547838j -0.00649998+0.000248564j 0.00294439-0.000460789j -0.000154822-0.00693466j 0.00196574-0.00295086j 0.00217329+0.0047741j -0.0095539-0.00341348j 0.010175+0.00747885j -0.0048374-0.00900765j 0.00514166+0.00604325j -0.000334511-0.00463794j 0.00604924+0.00482033j 0.00777234+0.00196438j -0.00134932-0.000340164j -0.0052678-0.000862666j -0.000153454+0.00175782j -0.00300306-0.000706581j 0.000869455-0.00466497j 0.000866781-0.000158054j -0.00154459+0.0032302j 0.00142655+0.00225602j -0.00491295-0.000831134j 0.00117153-0.000710273j -0.000259338+0.00381103j -8.75659e-05-0.00331211j 0.00180709-0.00197315j -0.000882827-0.00124054j -1.28021e-05+0.0013911j 0.000193673+0.00110668j -0.00244866+0.00191727j -4.39022e-05-0.000342331j -7.2326e-05+0.000395221j -0.00178108-0.00203331j 0.000184994+0.00221714j -5.75771e-05-0.00110848j -0.00112673+0.00250142j 0.000103343+0.00182935j 
-0.000680911+0.00233459j -0.00395882-0.00277925j -0.000470552-0.000875626j 0.00652817-0.000392521j -0.0116216-0.00384804j -0.0292537+0.0120058j 0.00925308-0.00558744j 0.00970071-0.0165902j -0.0224397-0.00499445j -0.00724265+0.00603252j 0.0082377+0.0175103j -0.00226248-0.00566929j 0.00294075+0.00394468j 0.00193346+0.01118j -0.00490057+0.00571239j -0.00805869-0.00203652j 0.00639236-0.00199558j 0.00176654-0.000484351j -0.000666135-0.000750697j -0.00123997+0.000508358j 0.00978543+0.00588647j 0.0088168+0.000843978j 0.00422941+0.00718281j -0.00825529-0.0103591j 0.00168183+0.00347683j 0.0021817-0.0029259j 0.00241181-0.00105791j -0.00475733-0.00616123j 0.00448864-0.00102255j -0.000396602+0.00509085j -0.00424498-0.0127136j 0.00411952+0.00313016j -0.001008+0.000815308j 0.000358773-0.00274988j -0.00199695-0.00224892j 0.00144826+0.00197368j 0.00162278-0.00270443j 0.0053677+0.0016195j 0.00137599+0.00260205j -0.00328603-0.00135981j -0.000630051-0.00125586j 0.00124953-0.00181082j 0.00298795+0.000640371j -0.00497473-9.10264e-05j 0.00495266-0.00175643j -0.00724626+0.000356398j 0.00237379-0.00165711j 0.00354824+0.000328006j -0.00301705-0.00277775j -0.00267204+0.00256429j 0.00436986-0.00414846j 0.00817645+0.00519572j 0.00751833+0.00644053j -0.00188238+0.00410325j -0.000197278-0.00284392j 0.00482924+0.00583882j -0.00400201+0.00497591j 0.0104468+0.00463054j 0.00139095-0.00459394j -0.0205079-0.000804256j 0.00294519+0.00416411j 0.00303942-0.00374063j 0.00724324+0.00306395j 0.00618852+0.00284119j 0.00342692+0.00675354j 2.9396e-05+0.00192949j 0.00849356+0.0016211j -0.00770961+0.00241068j -0.000206465-0.00339115j -0.00995972-0.00593013j 0.00721172+0.00767526j -0.00722256-0.00167255j -0.00477031-0.00414483j -2.9232e-06+0.00280454j -0.000856478-0.00378433j 0.00402512+0.00391911j 0.00085518-0.00163112j -0.000946306-0.000509232j 0.000586844+0.00383601j -0.00179876-0.00204818j -0.00155082-0.00272241j -0.00266182+0.00301108j 0.0011369-0.00282195j 0.0059845-0.000882662j -0.00202066+0.000180345j 0.000643085+0.000508093j -0.000859594+0.000308788j 0.00195796+0.00314948j -0.001137-0.000799677j 0.00309814+0.00426375j 0.00216859+0.000788737j 0.000743682+0.000294704j -0.000654869-0.00095058j 0.00147505-0.000676283j 0.000802035-0.000795245j -0.00182114-0.000910135j -0.000759708-0.00135057j 
0.00164554+0.00142778j -0.00325388+0.00591635j -0.00522571-0.00459293j -0.00543478-0.00254815j -0.0143939-7.35172e-05j -0.0019816+0.00255275j 0.0125021+0.00294163j -0.00835885-0.00313472j -0.00936638+0.000223978j 0.00403295-0.00496575j 0.0102843+0.00170863j -0.0109698-0.000669566j -0.00589807+0.00343478j 0.0031279+0.000798326j 0.00453636-2.28802e-05j -0.00294654+0.000788004j 2.80465e-06-0.00547235j 6.67716e-05+0.00488899j -0.000225551+0.00597312j 0.00184068+0.00103044j -0.00941647-0.00421445j 0.00763687-0.00399164j 0.017568-0.000488954j -0.0177376-0.00012235j -0.0106537-0.00337224j 0.0100314+0.00165803j -0.0046446-0.0083142j -0.00355065-0.00224834j -0.00254385-0.00231998j 0.0055757+0.00492495j -0.00372393+0.00575328j 0.00485909-0.00277827j -0.000426768-0.00181367j 0.00154883+0.00274324j -0.001567+0.00392218j 0.00109937-0.00291656j -0.00119662-0.000296352j 0.00180456+0.00133076j -0.000312093-0.000459557j 5.29763e-06-0.00200988j 7.85314e-05-0.000808377j 0.00279141-0.00516185j 0.00412471+0.00127564j 0.000873941-0.00235483j 0.00723333+0.00331701j 0.000905117-0.00648149j 0.000309553+0.00450614j 0.00443581-0.000747029j 0.00307063-0.00299686j -0.000237374-0.00230268j 0.00714841+0.00191803j 0.00994534-1.83679e-05j -0.00580376+0.00106449j 0.00127568+0.00277227j 0.00413912-0.00580175j 0.00679554+0.000474844j 0.00873106-0.00313146j -0.00607514-0.00248673j -0.00459586-0.00186259j -0.00389983+0.00623718j -0.000447148+0.00543651j -0.00294921+0.00287266j 0.0062722+0.0075347j 0.00810102-0.000351573j 0.00621712+0.00575914j -0.00394097-0.00100377j 0.00138875-0.00767962j 0.00325488+0.00766429j 0.00449708+0.00164634j -0.00240606+0.00227019j 0.00673364+0.00273301j -0.00761627+0.00309002j -0.00599386+0.00573994j 0.00776557+0.00181656j -0.0030242+0.00275022j -0.000310221+0.0033623j -0.00010398+0.000979378j 0.00458492-0.000317089j 0.00350947+0.00235424j -0.00612884-0.000469329j 0.000224355-0.00247314j -0.000992966-0.00366604j -0.00322065+0.000779565j 0.00155218+0.00149691j -0.000778225-0.00336302j -0.00167222-0.00145025j 0.0019138+0.00241617j -7.94013e-05-4.07054e-05j -0.00292587-0.00212914j -0.00332325+0.000440133j -0.000108486+0.000242871j 0.000445308+0.000686433j 0.00127821+0.00263688j 0.00127802+0.000536485j 0.00116563+4.87041e-06j 0.000137565+0.000436287j -0.00164026+0.00173636j 
