2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.00167496-0.00483077j -0.000631618+0.00199877j 0.000819082-0.00143853j -0.000369068+0.00220473j 0.00137467+0.00203466j 0.00254989+0.00571402j -0.00110465-0.00497677j -0.000864398+0.00456333j -0.000345981+0.00656384j 0.00181014+0.000419425j 0.001307+0.00623476j 0.00531689-0.000355464j 0.00387762-0.00916801j 0.00234956-0.00490829j 0.00626584+0.00154427j -0.00370224+0.00429211j 0.00253788-0.000930368j -0.00138643+0.00498097j 0.00461691+0.00784196j 0.00229559+0.00456363j 0.00080356-0.00230967j 0.00293971+0.00152797j 0.00270453-0.0270491j -0.0016325+0.00371522j -0.00691337-0.0102754j 0.00189381+0.0132599j 0.00508127-0.0123604j -0.00188514+0.00468628j 0.00185672-0.00542996j 0.000753029+0.00244617j 0.00191416-0.0122366j -0.00244419-0.0111685j -0.000800031+0.0023018j -0.00294426-0.01496j -0.000306856-0.00515917j -0.00210106-0.000691774j -0.00284478-0.00553356j 0.00329725-0.0128641j 0.00577258+0.00129211j 0.00361068+0.00178147j 0.00861224-0.0150262j -0.00316438-0.00178859j -0.000764734+0.00876325j -0.00801344+0.00238969j 0.00238243-0.0105142j 0.000139713+0.00198331j 0.00113855-0.00373027j 0.00192368+0.000143467j 0.00319273-0.00141635j -0.00487079+0.00458795j -0.000974435+0.00436883j 0.00250344-0.00281793j 0.000318746-0.000670498j -0.00109333+0.000119585j 0.000251911+0.00126733j -0.00271375+0.00329294j 
0.00126644+0.00204932j -0.0010597+0.000148732j 0.000830227-0.000212651j 0.000384796-0.000161051j -0.000117805-0.0012632j 0.000909292+0.000857027j -0.00110302-0.000479426j -0.000988582-0.00155377j 0.0012903+0.00202798j -0.00196243+0.00247225j 0.00785822+0.0088767j 0.000831235-0.000301763j -0.000683319+0.00594363j -0.00622287-0.00944607j 0.00228462+0.00519821j 0.0026534+0.00358316j -0.00892873-0.000739991j 0.000100903-0.00271747j -0.00354922+0.00188378j -0.00114548-0.00609537j -0.00253227-0.00821112j 0.00127857-0.00666795j 0.00234518-0.00263777j 0.00738586-0.00156365j -0.00716411+0.0079744j 0.00480685+0.00778848j 0.00352024-0.00631466j 0.00546929+0.00801014j -0.000336142-0.00209563j 0.0024808-0.00378201j -0.00317023-0.00948961j 0.00951913-0.00120852j 0.00582976-0.00864812j -0.00178406-0.00019033j 0.00419608+0.00446579j -0.00519911-0.00824295j 0.00355652+0.00541132j 0.000634492+0.000129732j 0.000540254-1.67038e-05j 0.00656734-0.00753051j -0.00143845-0.00728956j 0.00479506-0.00436885j 0.00288038+0.00914716j 0.00439494-0.000803898j 0.00501612+0.00289203j -0.00208407+0.0169277j 0.00677749-0.000693174j 0.00150021-0.00560668j -0.000487929+0.0006847j 0.00125935-0.00542409j 0.000913963+0.00309996j -0.000508019-0.00238777j 6.7044e-05+0.00286464j -0.000190571-0.00120169j 0.000926565+0.000279367j 0.000349116-0.00224632j 
3.10044e-06+0.00197895j 0.00242959+0.000712362j -0.00220766-0.000430107j -0.00149951-0.00128482j -0.00316818-0.00129269j -0.00103927+0.00148365j 0.00101058-0.00189079j 0.00225136-0.0029677j 0.002285-0.004502j 0.00354343+0.00473817j 0.000651364+0.00250642j -0.00367427+0.000876138j -0.00276131+0.0061558j -0.000610746-0.0104316j -0.00111083+0.00737332j -0.0086434-0.00680875j 0.0095303+0.0091149j 0.000380173-0.00349839j -0.00202763-0.00118593j -0.00728379-0.00731537j 0.00272976-0.00799387j -0.000145526-0.00685519j 0.000395793+0.000584896j -0.00342554-0.0062381j 0.00734441+0.015851j -0.00646204+0.000245208j -0.00536962-0.00794353j -0.0069935+0.00316627j 0.00400292-0.00398679j -0.00580002-0.0071718j 0.00711666-0.00565721j -0.00823333-0.0141159j 0.00376952-0.0114981j 0.00284717+0.000357355j -0.00178942-0.00214802j 0.00762314+0.000537811j -0.000391192-0.00644478j -0.000467864+0.00315368j 0.000549177-0.000262779j 0.00188707-0.0154239j -0.00206674-0.0031754j 0.00223214-0.014544j -0.00872866-0.00405657j -0.00246346-0.00433647j -2.15002e-05+1.30116e-05j -0.00369843+0.00274623j -0.00396793-0.00651083j -0.00289927-0.00120887j 0.000871678-0.00236374j 0.00336183-0.000489242j -0.0032216-0.00313355j 0.000740415+0.00295999j -0.00125539-0.00362605j 0.00105847+0.00170009j 8.00984e-06-0.00324261j 0.00103499+0.000513442j 
0.00173089-0.000521924j -0.000965725+0.000616894j 0.00270225-0.00428257j 0.00091343-0.00248386j 0.00232655-0.00456187j 0.00182556-0.00195865j 0.000248517+0.00914466j -0.00122629+0.00315184j -0.00311931+0.00921617j 0.00279387+0.00393103j -0.00248764+0.00835038j -0.00330383-0.00161444j 0.00553197+0.00396442j -0.00215147+0.00202037j 0.00488471-0.00897368j -0.00623537-0.000443005j 0.0107401-0.00740814j -0.00624021+0.0030119j 0.00591676-0.00433981j 0.0030212-0.00902343j 0.00190486-0.000578939j 0.0034862-0.00359197j -0.00193124+0.000601503j 0.00367023-0.00249245j 0.00355459+0.0102992j 0.00437446-0.000342125j -0.00373957-0.00639089j 0.00248534-0.00167751j 0.00281592+0.000951174j -0.00662803-0.0100353j -0.00304125+0.0082149j -0.00648365-0.00201663j -0.00742981+0.00453804j -0.00237198+0.00478619j -0.0115026+0.00728984j 0.00350657-0.00575809j -0.008587+0.00150687j -0.00134342-0.000700963j -0.00124509-0.00236329j -0.000724376-0.00813704j 0.00364953-0.00680101j -0.00653965-0.00259125j 0.00131997-0.00466758j 0.00469675-0.00740882j -9.91514e-05-0.00156725j -0.00738129+0.00131639j 0.00359225-0.0062458j 0.0060124-0.00222128j -0.000134663+0.00140387j 0.000445335-0.00291213j 0.00253654-0.00233469j -0.00349674+0.00161535j 0.00216446+0.00279058j 0.00124536-0.00117232j 0.000117829+0.000702393j -0.000955694-0.000544498j 
-0.000154132-0.00237585j 0.00147784-6.5455e-05j -0.000515897-0.000370705j -0.00303515-0.00267525j -0.00232284-0.00383304j 0.000147476+0.00449698j -2.55755e-05-1.9491e-05j 0.000244662-0.00117745j -0.00232399-0.00462832j -0.00447643+0.00352387j -0.00536552+0.011455j 0.00504056+0.00516456j 0.00366598-0.00403122j -0.000440503+0.00256552j 0.00472383-0.00211618j 0.00486579-0.00890634j -0.00119901+0.00257295j 0.000999254-0.0037028j 0.00756071-0.0114814j 0.000330109+0.00293051j 0.00608342-0.00365803j 0.00180084+0.000234997j 0.00162749+0.00714692j 8.29623e-05-0.00135175j -0.00799981+0.00235033j -0.000313258-0.00607402j 0.00592233+0.00815301j -0.00299192+0.00042816j -0.00614231+0.00959667j 0.00263801+0.00409056j -3.58175e-05-0.0021556j 0.00354244-0.0035672j -0.012+0.0069442j -0.0114632+0.00283254j -0.00202931+0.00169479j 0.00195512-0.000923658j -0.00134362+0.00125123j -0.000152896+0.00273122j -0.00110676+0.00533829j 0.00715767+0.000284313j 0.00803228+0.00201424j 0.000907466-0.000766517j -0.00359838+0.00303887j -0.00451947+0.000733694j 0.0045213+0.00127123j -0.000458707+0.00233527j 0.00364377+0.00183862j -0.0010392-0.00216585j 0.00142053+0.000319398j 0.000512779-0.000891691j -0.0018127+0.00188401j 0.000822831+0.00306856j -0.000105927-0.00649385j 0.00110042+0.00123808j -0.000964428-0.000763728j -0.000637718+0.000965981j 
0.000647387-0.00021689j -0.00109098-0.0020726j -0.000100336+0.00394016j 0.00594959+0.00203025j 0.00305272+0.000456817j 0.000513588+0.00365991j 0.00224152-0.00086178j 0.00291192-0.00345053j 0.0113886-0.00376395j 0.00178702+0.00781719j 0.00530722+0.00254863j -0.00134813+0.00486922j -0.00189861-0.00506908j -0.00312335-0.000975678j -0.0119793+0.00154304j 0.00595364-0.00774826j -0.00891489+0.00499509j 0.0066781-0.00270772j 0.00388092-0.00845672j -0.00192553+0.00255737j 0.000933684-0.00272528j -0.000750803+0.00074841j -0.0143573-0.00140849j 0.00242902+0.00379521j -0.00292282+0.00335939j 0.00927639-0.00204642j -0.00829109-0.00481829j 0.000939345-0.00236123j -0.00807259+0.00482628j -0.0128826+0.00374242j 0.00302383+0.00208198j 0.0020898-0.00552972j 0.000450154+0.00382047j -0.00256828+0.0038305j 0.00704801+0.00134078j -0.00392354+0.000431191j -0.000874195+0.00447983j -0.0050224-0.00288684j -0.00385477+0.000312853j 0.0045528-0.00287124j -0.00936075-0.00943272j 0.00671951-0.0018974j -0.000902792+0.00409498j -0.00259985+0.00116105j -0.000920898-0.00498276j 0.0035688-0.00125584j -0.00695435-0.003967j -0.0010244+0.00288892j -0.00242422+0.00118567j 0.000542072-0.00234596j -0.0017496+0.00118401j -0.000926467-0.00385009j 0.00317345+0.00784698j -0.00228923-0.00151997j -0.000582496+0.00304491j 0.000261293-0.000343546j 
0.00173795-0.00263083j 0.00172636-0.00243603j -0.000515962+0.00033039j -0.00039627-0.00136156j 0.000635708+0.00211355j 0.00227459+0.00183287j -0.00161418-0.00218848j -0.000547678+0.00412608j -0.000696655-0.00590674j -0.00103933+0.00256362j -8.70323e-05+0.00175011j 0.00470841-0.00503636j 0.00422968+0.00681599j -0.0129025+0.00320419j 0.0104094-0.00131149j 0.000417625+0.0032868j 0.00621638+0.0041251j -0.00251035-0.00610837j 0.00920911-0.00152531j -0.00789065+0.00686301j -0.00547311-0.00153277j -0.00466909-0.00332219j -0.00772617+0.0074587j -0.00197127-0.0035926j 0.0042043+0.00484935j 0.00897916+0.000955085j -0.00760713+0.00254039j -0.00129378+0.00629204j -0.00508595-0.0030075j -0.00149341-0.00415536j -0.0113354-0.00106916j -0.00755096-0.000101072j -0.00973718-0.0125228j -0.00930055+0.0018264j -0.00250234-0.00217123j 0.00051068-0.00372758j -0.00191049-0.00332651j -0.000670566-0.000374587j -0.00103987+0.00115399j -0.00587119-0.00504214j -0.00144275+0.00283148j -0.00914105-0.0027381j 0.00291673+0.00167355j -0.00438096+0.00118365j 0.00200134-0.00390823j 0.00988024+0.000913755j -0.00212587+0.000774049j -0.00350929+0.00208079j 0.000878661-0.0022485j -0.00305543-9.3717e-05j -0.00147913+0.00292927j -0.000879137+0.000744472j 0.00132774-0.00106125j 0.00119243+0.000617604j -0.00213631-0.000919474j -0.000335917-0.000455059j 
0.000886119-0.00386082j -0.00232575-0.00400953j 0.00290301+0.0023117j 0.00284395+0.000882417j -0.000386087+0.00267762j -0.000294583-7.57991e-05j 0.00838358-0.000771329j -0.0021755+0.00709557j 0.000298296-0.00552688j 0.00228581+0.00167249j -0.00176514+0.00354042j 0.00642409-0.00736769j -0.00244982+0.00660317j 0.00461857+0.00553704j -0.00514343+0.000526472j -0.00752717+0.00221456j 0.000404342+0.00657027j 0.000337003-0.00765195j -0.00619175-0.00698966j 0.00101943+0.00734376j 0.00247086-0.000172193j 0.00365449+0.00150431j 0.000236512+0.0140373j 0.00331384-0.000363887j -9.64998e-05-0.000260895j -0.00188985-0.000131051j 0.00452674+0.00160839j -0.0104734+0.00508062j 0.00808719+8.31292e-05j 0.00241667+0.000555198j 0.00444036+0.00654868j 0.000376278+0.00261721j 0.0154826+0.000713735j 0.00175626+0.00511415j 0.00421218-0.0012224j 0.00380704-0.00350795j 0.0028305+0.000523324j 0.00315643-0.0012072j 0.000805142+0.00623367j 0.00239047+0.00354949j 0.00285331-0.000535087j 0.00204536+0.00131942j 0.0020089-0.00129635j -0.00275697-0.00176506j 0.0016934-0.00355158j -0.00246151-0.00700653j -0.0041992+0.000840189j 0.00207881+0.00413538j 0.00258009+0.00237897j -0.00494691-0.00196279j -0.00149549+0.00150287j 0.00199053-0.00117625j 0.00275539+0.00320173j -0.000166518-0.00219278j -0.00163171+0.0054888j -0.000596328-0.00081445j 
-0.000137078-0.00114501j 0.00459519-0.00123096j -0.00172289-0.00185819j 0.00225475-0.000257314j 0.00503778+0.00481199j 0.00105514+0.00375632j -0.0038067+0.000491486j 0.000921161+0.00341432j 0.00273147-0.00271222j -0.0115254+0.00192498j -0.00831611-0.00365106j 0.0086618-0.00291474j -0.0153873-0.00146077j -0.000544164-0.00490753j 0.00232668+0.000546992j 0.00302406+8.58134e-05j -0.00243878+0.00397091j 0.00327891-0.000527476j 0.0148763+0.00118213j 0.000307632+0.00275816j 0.00326276-0.000668717j 0.00286587-0.000560915j -0.019008-0.00433383j 0.00385589+0.00232167j -0.0163312-0.000636207j 0.00349625+0.00279463j -0.00148408-0.00208456j -0.00882408-0.0023556j -0.00264508-0.000680474j 0.00847572-0.00450236j -0.00542422-0.00353177j -0.000130808+0.000472747j 0.00657231-0.00237256j -0.0106571-0.00284095j -0.00414936-0.00465237j 0.00865527+0.00345689j 0.000843509-0.00330149j -0.00477946-0.00236266j -0.00235452-0.00409564j 0.00752214+0.000669196j 0.00162601+0.000414247j 0.00102186+0.00154555j 0.00257115-0.00171912j 0.00302566+0.0077841j 0.00015327-0.000724502j 0.00290044-0.00444012j -0.00023803+0.00256225j -0.0025616-0.000443639j 0.00205806-0.00254908j 0.00421467+0.006737j -0.00325184+0.000245062j -0.00593701-0.00278416j 0.000222891+0.00117941j 0.00113245+0.00183172j -0.0016764-0.00214606j 0.000925258+0.00256218j 
-0.000992114+0.00219495j -0.00100723-0.000562008j 0.00377387+0.00483888j 0.00117682+0.00105572j 0.000560052+0.0010248j 0.0047804+0.0030566j -0.00773652-0.00242597j -0.00465757-0.00577883j -0.00851059-0.0103942j 0.00785577+0.00213086j 0.00581749-0.00327229j 0.00439622+0.000886084j -0.00627552+0.00104189j -0.00395993+0.000776468j 0.00587543+0.00941294j -0.0096417-0.0128138j 0.00894583+0.0130553j -0.0044403-0.0102186j -0.0105219-0.00164119j 0.00540201+0.00538824j -0.00597525-0.00354211j 0.000733988+0.00381105j 0.00419172+0.00468797j 0.00070695+7.58853e-05j 0.00378761+0.00531755j -0.00475386-0.00225031j 0.00220547-0.000852609j 0.00194384+0.0027384j 0.00521249+0.0134674j 0.00565614+0.00563418j -0.00337706-0.00635058j -0.00538381-0.00953467j -0.000580916+0.00312588j 0.00383873+0.00554558j -0.000803922-0.0111539j 0.0012363+0.00453537j 0.00211821-0.00518953j 0.000486413+0.00413053j 0.00344263+0.000593474j -0.000631786-0.00798798j -0.00273703+0.00499368j -0.00207259-0.00995732j 0.00468907+0.00607126j 0.00480936+0.0078415j -0.00269229-0.00212029j 0.000491189-0.00672757j -0.000534589+0.00586078j 0.00167143+0.00842072j -0.00246798+0.00168844j 0.00110992-0.00137641j 0.00135049+0.00510875j 0.000430535-0.00286758j -0.0012763+0.00120152j -0.000590707+0.00282284j 0.000580846+0.000305902j 0.00135627-0.000808651j 
0.00278647+0.00354778j -0.00214237-0.000178648j 0.00293769+0.00565863j 0.00324058+0.00219283j 0.00430315+0.00320147j -0.0053473-0.000951219j -0.00190906-0.00270868j -0.00110484-0.00470103j -0.00255425-0.00125236j -0.00299166-0.00295353j -0.014077-0.00905728j -0.00686384+0.00380882j 0.00541177+0.00675772j -0.00174834-0.00349427j 0.000600397+0.0101848j 0.00774221-0.00161093j -0.000399557+0.0072065j 0.00316316-0.00373756j 0.00471087+0.0155872j 0.00307822+0.000933719j 0.00205428+0.00818415j 0.00145223+0.00480137j 0.00210856-0.00411317j -9.05325e-05+0.00412052j -0.00230056-0.0064652j 0.00101986+0.00575764j 0.00143518+0.00111344j 0.00409849-0.00181785j -0.00733084-0.00711121j -0.00126915-0.00342881j 0.000992868-0.000998373j 0.00559661-0.00164255j -0.00691897-0.0163038j 0.000611008-0.0109788j -0.00202952-0.00883424j 0.000749025+0.00406436j -0.00342619-0.00675523j 0.00250351-0.00139702j -0.00213484-0.0018326j 0.00521315+0.00704261j 0.00208743+0.009174j 0.00632611-0.00586999j -0.00318272-0.00149062j 0.00191938-0.00403227j 0.0026667+0.00405368j -0.00326833-0.00415866j 0.00311368+0.00426844j 0.00318854+0.00452649j -0.00347161+0.00334112j 0.00096466-0.00235153j -0.00205328-0.000929796j 0.00282868-0.00405542j -0.000625306+0.00603561j -0.00157117+0.000381519j 0.000778088+0.000687764j 0.00049548-0.00338739j 
-0.00330613-0.000100145j -0.00143807+0.00375831j 0.00068699+0.000228037j 0.0022671+0.00566108j 0.00580021-0.0049291j 0.00152847-0.00126545j -0.00725564-0.000480488j 0.00468761+0.00914047j -0.00368829-7.78003e-05j 0.00524902-0.0117235j -0.000179386+0.00697019j -0.0102002-0.00710385j 0.0030656+0.00204068j 0.00447042+0.00668118j 0.00205879-0.00833662j 0.000330353+0.0117121j 0.0073677-0.000582932j -0.00154514-0.00895016j -0.000953045-0.00303014j 0.0089412+0.00664046j -0.00351353+0.000557119j 0.00115629+0.00220782j 0.00353354+0.00573764j 0.000324941-0.0028537j -0.00153037-0.00249769j 0.0019401-0.00278395j -0.00169931-0.00253175j 0.00490037+0.0136138j -0.000923817-0.00229497j -0.00361625-0.00274536j 0.000401831+0.00335351j 0.000816387+0.00137485j -0.00287716-0.0059155j 0.006686-0.000975723j -0.00547521-0.00139112j -0.00100118+0.00103353j -0.00322357-0.00234542j -0.00138439-0.00102609j 0.00233524-0.00401606j 0.000499847+0.00237299j 0.00093142-0.00282644j 0.000437111+0.00323545j 0.00263686-0.00436871j 0.00659097+0.00333085j -0.00494602-0.00151567j -0.00647422-0.00162111j 0.0034493+0.00117296j 0.00358748+0.00335964j -0.00174098-0.00217904j 0.00398989+0.00563702j 0.00488888+0.000846595j -0.00113629-0.00492851j -0.000281203+0.000313402j -0.00136086+0.00147305j 0.00128862+0.00132501j -0.000400182+0.00216514j 
-0.000754338-0.00238998j -0.00196478+0.000377682j -0.000550044+0.00228941j 0.000511555+0.000647339j 0.00414119-0.00293265j -0.00221875+0.000714791j 9.11162e-05-0.00522102j 0.00191738-0.000537787j 0.00256487-2.40734e-05j 0.00118084+0.00637225j -0.00629958+0.0106789j -0.0050347-0.00282456j 0.00639898-0.000651993j -0.00123797+0.00346078j -0.000931455+0.00297181j 0.0084605-0.00538664j -0.00174337+0.00501494j 0.00408698-0.00650993j 0.00545275-0.00954746j 0.00216422+0.00319399j 0.00409951-0.000959721j 0.000102889+0.000604826j -2.05561e-05+0.00717618j 0.00188732-0.000645084j -0.00393795+0.0051504j 0.00430828-0.00464341j 0.00237612+4.34811e-05j -0.00114081+0.00465376j -0.0115175+0.0032144j -0.00574455-0.000431073j 0.00327475+0.00356082j 0.0073057-0.00147849j -0.010578-0.00230011j -0.00375196+0.00512171j -0.000408459+0.000751498j -0.00227346-0.000914088j -0.00267948+0.00117558j -0.00257216-0.000688127j -0.000500473+0.00189113j 0.00686013-0.0023663j 0.00248478-0.00084019j 0.00478435-0.00246735j -0.00381434+0.000722593j -0.00293468+0.001928j 0.00069436-0.00359307j -0.00217544-0.00403404j 0.000926159-0.000619588j -0.00112543+0.00335631j -0.000741725-0.00101176j 0.00028052+0.00327652j -0.00185274+0.0032161j 0.00140994-0.000476908j 0.00231846+0.000168138j -0.0018211-0.00064294j 0.000184343+0.0011712j -0.000644877+9.8311e-05j 
-0.00163438+0.00339006j -0.000523405-0.00749649j 0.000278344-0.00682319j 0.00129858-0.00218661j -0.00369495+0.0101516j -0.00393467+0.0103526j 0.000847036+0.00607249j 0.00875558+0.00364754j 0.00211662-0.0177064j -0.00688064-0.000282178j 0.0152368-0.0127841j -0.00602146-0.00125838j 0.00102119+0.00122891j 0.00546663-0.0043783j 0.000512767-0.00657872j 0.00512327+0.000566868j 0.00515844-0.00453713j -0.0092134+0.0062177j -0.00382368+0.00281682j -0.00328497+0.00912685j 0.00483501-0.0058579j -0.00770183+0.00136168j 0.00721694+0.00456233j 0.00175681-0.000679514j 0.00184659-0.0013178j 0.00114184-0.00385104j 0.00134781-0.00199014j 0.00488505+0.00105979j -0.0058017-0.00227414j -0.0020277-0.000437046j 0.00398684-0.000422797j 0.00550664+0.000348469j -0.00434669-0.00620662j -0.00167495+0.00503624j 0.00608132-0.00292574j 2.73343e-05-0.00457906j 0.00638436-0.00495921j -0.000363432-0.0011851j 0.0024382-0.00140663j 0.000914621-0.000581111j 0.00219325-0.00279705j 0.000109651+0.00474345j 0.00189136-0.00552823j -0.00461288+0.00452793j -0.00434035+0.00366319j -0.0013733-0.00205672j -0.00531809+0.00387107j 0.00515934-0.000418135j 0.00186023-0.00462371j 0.00244568-0.0010797j -0.00193438+0.000245458j -0.0021296+0.00255666j -0.000955003+0.000939735j 0.00224567-0.00265254j -0.0001497+0.00179305j 0.00229338-0.00191814j 
0.000857418-0.00319224j -0.00294329-0.00467965j 0.00772109+0.00219791j 0.00526589-0.00449086j 0.00445123+0.0034758j 0.00264737-0.00106519j -0.00292605-0.00204071j -0.00121406-0.00617108j -0.0102433+0.00328362j -0.00240136+0.0130378j -0.00315317-0.000778259j 0.0014299-0.00374565j 0.00244431+0.00111632j 0.00126637+0.000276197j 0.00184635+0.00682659j -0.00233784-0.00721404j 0.0112456+0.000227848j -0.0151852+0.00310575j -0.00142073+0.00186794j 0.0119792-0.00207372j 0.00125374+0.00564528j 0.0042288-0.001251j 0.00727896-0.00284983j -0.00174092+0.00290514j -0.00123775-0.00031961j 0.0011719+0.00389607j 0.00289104-0.00138933j 0.00480786-0.00236604j 0.00125712+0.00363106j 0.000719954-0.00301773j -0.000563511+0.00361308j -0.00361133+0.00194317j -0.00595937+0.000574436j 0.000211298+0.00477235j -0.00676854-0.00169171j 0.00320754-0.00227415j -0.00450132+0.00148868j 0.000260586-0.0016674j -0.00018536+0.00186678j 0.000668666-0.00159572j 0.0048522+0.000440936j -0.00325237-0.0014595j 0.000754672+0.00179644j 0.00258204+0.00127985j -0.00118689-0.00281234j -0.00665266-0.0053873j 0.000548036+0.00402119j 0.00888545+0.000465267j 0.00122341+0.00203007j -0.00108274-0.000578868j 0.00179735+0.0046651j -0.00265249-0.00443799j 0.00422178+0.0026847j 0.00228827-0.00135205j -0.000931503+0.00469785j -0.000115942-0.00230874j 
0.00376784+0.00741214j 0.000962634+0.00273301j 0.00319093-0.000777137j 0.00261986+0.00488661j -0.000711027-0.00242404j -0.00207103+0.00422193j -0.00427455+0.0105232j -0.00380986+0.00136049j 0.000696729-0.00440268j -0.00115157-0.0158814j -0.000417124+0.00136693j -0.00288586+0.0139428j -0.000166055-0.00489698j -1.71717e-06-0.000651732j 0.00598039-0.00899062j -0.00498095-0.00246078j 0.00403826-0.00261843j 0.00130717-0.00619493j 0.00510643+0.00178153j -0.00101527-0.000852615j 0.00338382-0.00183307j 0.000274053+0.00419654j -0.00462365-0.00271489j 0.00105007+0.000144728j -0.00155417-0.00276047j -0.0022929-0.00110364j -0.00113878-0.00133021j 0.00349525-0.00809827j -0.000567393+0.00716395j -0.00266019+0.00560142j -0.000636825-0.00240186j -0.00245125-0.00312294j -0.00556158+0.0106886j -0.00144822-0.00494259j -0.00282039+6.79772e-05j 0.00403191+0.00512885j -0.00451454+0.00330651j 0.00212384+0.000935414j -0.00225346-0.00169772j 0.00209466-0.00131693j 0.002078+0.00100752j -0.00229566-0.00446171j -0.000669237+0.000946182j 0.00150354-0.00418788j 0.00184118+0.00426427j -0.00262448+0.00703702j 0.0049445-0.00479225j 0.00283277-0.00163365j -0.000769926+0.00488952j 0.00309384-0.00671144j 0.00167556-0.00482811j -0.00108799-0.00461653j -0.00196457+0.00539154j 0.000289645+0.00206018j 0.00113393-0.00230743j 0.000155722-0.00221621j 
0.00506281+0.00271337j -0.00347352-0.00197905j 0.00449888-0.00261957j 0.000653131+0.00156653j 0.00377501+0.00249219j -0.00115714+0.00276631j 0.00123009+0.00358422j -0.0133191+0.0034465j 0.00107879-0.0019539j 0.00843719-0.00267907j -0.00889783-0.000674893j 0.00378678-0.00181658j 0.000855565+0.00659938j -0.0075068+0.00284181j 0.00953914-0.00409609j -0.0147579+0.00251356j 0.00299419+8.55553e-05j 0.00705474-0.000397651j 0.00781453+0.00142806j -0.00787705+0.00175277j 0.0038652-0.00251701j -0.00121657+0.000497465j -0.00829492+0.00302226j 0.00513685+0.00366592j 0.00149071-0.000959539j 0.00441376+0.00363726j -0.000679435-0.00302138j -0.0105039-0.00339475j 0.0029743-0.00279053j -0.00203921-0.00217946j -0.0041279+0.00185771j -0.000463278+0.00341708j 0.00334814-0.00208366j -0.00027306+0.00236555j -0.00303808-0.000904076j 0.00242267-0.00296667j -0.0010759+0.00140696j 0.00224904-0.000362135j -0.00105053+0.00110195j -0.000460065-0.000439085j 0.00529263+0.00104482j -0.00386398-0.00130903j 0.00427329+0.00158616j -0.00172299-0.00189031j 0.00280794+0.000418156j -0.00327508+0.000463944j 0.00608537-0.00198675j 0.00123251+0.00101947j 0.00440086+0.00155473j -0.00514843-0.00374172j -8.80075e-05+0.00170382j 0.000544898+7.47575e-05j 0.00326919+0.00514135j 0.00113664-0.00223847j 0.000625089-0.000800005j -0.00066285-0.00455686j 
