0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
0.00470747+0.00119908j -0.00750046-0.00161803j -0.00223008+0.00110064j -0.0101945+0.000168894j -0.00951109-0.00206173j -0.00157367+0.00258108j -0.00168159-0.0012629j -0.000360055-0.00562669j 0.000571094+0.00640549j -0.0240132-0.00529248j 0.0178593+0.00331787j -5.29115e-05+0.0161145j -0.000416179+0.0180431j -0.00284127-0.0106587j -0.003263-0.00808398j -0.00780154-0.00284136j -0.000779467-0.00131968j 0.00395006-0.00321996j -0.000874022+0.00134222j 0.0057574+0.00167985j -0.00713504+0.00101038j -0.00233225+0.00430358j -0.00181504+0.00256306j -0.00177719-0.000407466j -0.00260794+0.00308651j -0.0024844-0.00120184j -0.00313516-0.000735075j -0.00846636-0.00453606j -0.0213212-0.000347634j 0.00264429-0.000799522j 0.0144171-0.00600588j -0.00692182+0.000934544j -0.000260799+0.00408638j -0.00685054-0.00086654j 0.00229406-0.00725869j -0.00120085-0.000145702j -0.00334553-6.31954e-05j 0.00354844+0.00164225j -0.00645768+0.0034498j 0.00259172+0.00279256j 0.00189345+0.00299854j -0.00496674-0.000847021j 0.00104431+0.003256j -0.00013381+0.00143569j 0.00513055-0.0044467j 0.00369417-0.00260074j -2.87286e-05-0.00468432j 0.00185548+0.000867448j -0.00186863-0.00480899j -0.0024911-0.00195985j -0.00358868+0.00142748j -0.00360202-0.0035419j 0.0056685+0.000975032j 0.000772159-0.00374517j 0.00314732-0.00366032j -0.00300861+0.00250537j -0.00233397+0.00331365j -0.00635614+0.0023005j 0.00206526+0.00156757j -0.00254143+0.000737898j 0.00698338-0.00254673j 0.00401321-5.52222e-06j 0.00435418-0.00546429j 0.00065909-0.000595361j 0.00387506-0.00151787j -0.00416685+0.00721007j 0.00700865+0.00455731j -0.00491986+0.000878366j -0.00116166+0.00049552j -0.00111748-0.0015638j 0.00112591+0.00588313j -0.00134939-0.00943088j 7.94444e-05+0.000487078j 0.00601376-0.00034681j 0.0077717+0.00704656j 0.000460161+0.000684811j 0.00176814+0.00133652j 0.00784241+0.00450791j 0.00318504+0.000530574j 0.00601057-0.0037291j -0.00523265+0.00533632j -1.2103e-05+0.0061104j -0.00464515-0.00298407j -0.00152976-0.00399825j -0.000401226-0.00253363j -0.00420898+0.00199099j 0.00241722-0.00310964j 0.00214926-0.000521734j 0.000426111-0.000356986j -0.00497871-0.000868162j 0.00749242+0.00414623j 0.00160454-0.00320122j -7.28122e-05-0.000373443j -0.00105079-0.00183906j 0.000729269-0.00500486j -0.00223217+0.0011863j 0.000460228-0.00602925j 
-0.000967304-0.00383623j -0.00662819-0.002947j -0.00122232-0.00266837j -0.00296675-0.00437844j -0.00437661-0.00627498j -0.0046802-0.00881961j 0.00647377+0.00209474j 0.00353566-0.0058074j -8.83935e-05+0.00372008j -0.0224869-0.0055413j 0.00872559-0.00606735j 0.000513405+0.00650715j -0.00471711+0.00154063j 0.00957052+0.000994795j -0.00299007+0.00504223j -0.00446097-0.0040204j -0.00316604-0.00719064j 0.00112219+0.00130678j -0.00278782-0.00532287j -0.00189337-0.00757757j -0.00411645+0.00336329j 8.95269e-05+0.000514729j -0.00337044-0.00268579j -0.000265843+0.00318286j -0.00406652+0.00117881j 0.000800795-0.00166418j 0.000476289-0.000190822j 0.00214873+0.00680842j -0.0115777+0.00167129j 0.00892901+0.00379915j 0.00868356-8.46462e-05j -0.00395882-0.00477076j -0.00459653-0.00750386j -0.00373279+0.00393225j 0.00117783+0.00356854j -0.00217923+0.00317756j 0.00677802-0.00118659j -0.000530185-0.00303485j 0.00745755-0.00349869j 0.00135177+0.00203504j -0.000232033-0.00085818j -0.000869385-0.00312771j -0.00215018-0.00278249j 7.67286e-05+0.00193458j 0.00179139-0.00651113j -5.45577e-05+0.00534156j -0.00104904+0.0014474j -0.000306909-0.00153148j 0.000189621+0.000629197j 0.000838483-0.000938513j -0.00236678+0.00253228j -0.000896369+0.0012471j 0.00120007-0.0049088j 0.000928183+0.00019644j 0.00202708+3.2701e-05j -0.0049395+0.00167594j -0.000392451-0.0011664j -0.004058+0.00317463j 0.00122683+0.00448964j -0.00081595-0.00151825j 0.00378643+0.000961267j 0.000441767-0.000270912j 0.00268517-0.000427388j 0.00345995-0.0111371j -0.000684018+0.000688145j -0.0029409+0.00159212j 0.00755433+0.000212836j -0.00489737+0.00301631j 0.00159009-3.84736e-05j 0.00280395-0.00548271j 0.000361557-0.00805984j 0.00857887+0.00457122j -0.000470364+0.000141438j 0.00373919+0.00121387j 0.000848484+0.000950097j 0.00234317-0.00234626j 0.00434115+0.00145842j -0.000617956+0.00799245j -0.000970132+0.00466519j 0.00263449-0.00392412j 0.000372636-0.00656088j -0.00483894+0.00287415j -0.00098967+0.00339897j -0.00187046+0.00682399j 0.00395626-0.00152738j -0.002258+0.00403389j 0.00418509+0.00467712j -0.00276187-0.0010372j 0.00147683+0.000484743j 0.000285506-0.00246945j -0.00235946+0.0052185j -0.0018348-0.00243277j 0.000159244+0.000213118j 0.00660604-0.00346621j -0.00203901-0.00162898j 0.000343739+0.000457408j -0.00337563-9.52049e-05j 
0.00370694+0.000152449j -0.00144805-0.000436061j 8.18168e-05+0.000151033j -0.00831459-0.00249649j 0.00136834+0.000281794j -0.00215395+0.00214099j 0.00690996+0.0031261j -0.00570085-0.00716081j 0.0219476+0.00305506j 0.00442024+0.00479401j 0.000294717+0.00160497j -0.00436844-0.0038364j -0.0164977+0.00343338j 0.0100185+0.00782929j 0.00880295+0.00424023j -0.00244851-0.00703748j 0.00716458+0.00564608j 0.00460961+0.00100703j 0.00136118+0.00424857j 0.000328317+0.00123779j 0.00214404+0.000847738j -0.000912194+0.00286312j -0.000428112-0.00126087j 0.0021922+0.00307394j 0.000974174-0.00288247j 0.00213927-0.00159543j 0.00196493-0.00242889j 0.00253856+0.00668329j -0.000578779+0.00258105j 0.00140339-0.00542695j -0.00179546+0.00718898j -0.00314703-0.000302691j 0.00066169-0.00853786j -0.00703792+0.00990688j -0.00114704+0.00382064j 0.00545838-0.00474326j 0.00188782-0.000947277j -0.00161193+0.000547612j 0.00469511-0.00603769j -1.07404e-05-0.00508308j 0.000921332+0.00309249j -0.0013117+0.00601508j 0.00160751+0.000477181j 0.00249989+0.00440357j -0.00336794+0.00249508j 0.00325252-0.00233239j -0.00200534+0.000575308j 0.00108306-0.00287574j -0.000727464+0.0003464j 0.00183951+0.00235972j -0.00305659-0.00163954j 0.000208962-0.00190434j 0.00475686+8.09862e-05j -0.00252037-0.000963223j -0.000727953+0.00116695j 0.000806551+0.000502124j 0.00199894-0.00410411j -0.00120594+0.0020717j -0.00309621+0.00175422j 0.00116427+0.00213505j 0.00265696-0.000510534j 0.00239762+0.00554771j 0.00194765+0.00129221j 0.0057823-0.01129j -0.00168083+0.00754847j 0.00432377+0.00446866j -0.00565039-0.000888332j -0.00232606-0.00433328j 0.00219716+0.00323778j -0.000348243-0.00800499j 0.0034972+0.00199693j 0.00573101-0.00258863j -0.00224773-0.00289462j -0.00478703+5.7539e-05j -0.00108114+0.00739557j 0.00254632-0.00502173j 0.00368975-0.00205266j -0.00568631+0.00499337j -0.00380144+0.000454898j 0.00353299-0.00361353j -0.00112929+0.00341135j -0.00793207+0.0022584j -0.00191722-0.00203677j 0.000736219-0.00438122j 0.0062063-0.00103747j 0.00411275+0.00101873j 0.000529724-0.00130149j -0.00798122-0.000320804j 0.00270407+0.00232934j 0.00169351+0.00168998j -0.00294161-0.00080511j 0.0029788-0.000714272j -0.00748597-0.00196532j 0.000131757+0.000595284j -0.000527772+0.0012673j 0.00153782+0.00102394j 0.00028016+0.0028738j 
-0.00673846-0.00501603j -0.00977234-0.000729709j -0.00237972-0.00338594j -0.021414-0.0107562j -0.00298836-0.0115575j -0.0155288-0.00638526j 0.0142918+0.00287459j -0.0047454-0.0155969j 0.0149151-0.000878511j 0.0198741+0.012863j 0.00162878-0.0157022j 0.00586901+8.27322e-05j 0.0147431+0.0136723j 0.0054615-0.0003866j -0.00669695-0.00430589j -0.00862389+0.000281595j -0.0131363-0.0080349j 0.0142886+0.00589777j -0.00245065-0.0023722j -0.00469473-0.00337165j 0.00709626+0.00526391j 0.00348681+0.00145088j -0.00690464-0.00402622j 0.014883-0.00926882j 0.0113607+0.0044632j -0.0071854-0.00656357j 0.000473919+0.00647536j 0.00201307-0.00911336j 0.00218494+0.00643536j -0.0119609-0.00522058j -0.0061939-0.0061825j 0.00059766+0.00198639j -0.00327342+0.00302568j 0.00140148+0.00115882j 0.000115492-0.00369817j -0.00532292+0.000277397j 0.00490638+0.00324488j -0.00644028-0.00178116j -0.00506189+0.00170631j 0.00469842+0.000394394j 0.000176432+0.00260517j -0.00200373-0.00269436j 0.0063472-0.000256363j 0.00205549-2.34697e-05j 0.000264802+0.000301969j 0.00354463+0.0016526j -0.00414094+0.000120268j -0.00264891-0.000365209j -0.00671211-0.00168735j 0.00172427+0.00397699j 0.00110423-0.0050569j 0.0017163+0.00471262j -0.00550821+0.00276626j 0.00117213-0.000637909j 0.000831551-0.000287542j 0.00392528+0.00643295j -0.00274929+0.00278879j -0.000522595+0.00359383j 0.00495973-0.000681962j -0.000310456+0.00635264j 0.000102902+0.00194015j -0.000824501-0.00367739j 0.00624552+0.00916833j -0.00808612+0.00313799j -0.00462028-0.00667962j 0.00561704+0.000277487j -0.00717244-0.00542724j 0.00165964+0.00318828j -0.000526465+0.00116262j 0.000197207-0.00683379j -0.00183903+0.000670906j -0.00135498+0.00226082j -7.17528e-05+0.00372974j -0.00400719+0.00116892j -0.000604509-0.00676535j 0.00239864-0.000184788j -0.00028614+0.00580742j 0.00430379-0.00676603j 0.00471944-0.0004327j -0.00338879-0.00265889j -0.00649379+0.00212678j 0.00140286-0.00497685j 0.0025762+0.00114444j 0.00576148+0.00167144j -0.00157661-0.00194409j -0.0024948-0.00130791j 0.000609988-0.00341716j 0.00265107+0.00267332j -0.00299778+0.00023066j -0.00217237-0.000872093j 0.00320024+0.00104519j 0.000690894-0.000563141j 0.002421+0.00256306j 0.000303079+0.000339765j -0.00129914-0.000639287j -0.000444242-0.0013646j -0.00175379-0.00121132j 
-0.00468158+0.00201808j 0.00787837+0.00148791j -0.00425218+0.000173674j 0.00254289-0.00385206j -0.00023962+0.000814418j 0.00149676+0.00395754j 0.00189968-0.000225815j -0.000331614-0.00508304j 0.00496666+0.0145618j -0.00649297+0.000233766j 0.0142364+0.00493164j 0.000138078-0.000147476j 0.00986463+0.00508954j -0.00745805-0.00348122j -0.00795615-0.00812605j 0.00230796+0.00304965j -0.00473756-0.00208265j -0.00290271+0.00488443j 0.0016821-3.583e-05j 0.000915267-0.000600032j -0.00170789-0.00240477j 0.00075141-0.000222775j 0.0071669+0.00402825j -0.00349969+0.00309349j -0.00708398+0.00264009j 0.00649453-0.000687296j -0.00239611+0.00335262j 0.0109778+0.00365051j 0.00537202+0.0111859j 0.00258072+0.00616105j 0.0037655+0.0016891j -0.0030053+0.00562085j -0.0112805+0.00066621j 0.00220957+0.00806264j 0.00469165+0.00421357j -0.000452885-0.00442586j 0.000414078+0.00446571j -0.00172522-0.00326719j -0.00472893+0.00207699j -0.00473058-0.00279982j 0.0033733-0.002576j 0.00607947+0.000944914j -0.00110887-0.00158877j 0.00467861+0.00485326j -0.00266834-0.0062404j -0.00638306-0.00151752j 0.00137603+0.00276243j -0.00217207-0.000525886j 0.0044465+0.0014172j 0.00375556+0.0041628j -0.00372411-0.00314798j -0.000509867-0.000430039j 0.00600491-0.000255319j 0.00135226-0.00548932j -0.00174265-0.000688932j -0.00441603+0.000217364j -0.00341712+0.000559971j 0.00647872-0.004402j 0.00363127+0.00023096j -0.00052549+0.000285414j 0.00139257+0.00103899j 0.00434326-0.00284503j -0.0093165-0.000690203j -0.00400112-0.00178839j 0.00147647-0.00269688j -0.00213545-0.00730045j -0.00234456-0.00729328j 0.00116872+0.000683317j -0.00556796-0.00578384j 7.99105e-07-0.00238025j 0.00426012-0.00170141j 0.00150532+0.00318631j -0.0052417-0.00589783j 0.00406095-0.00149282j 0.00439026+0.00238617j -0.00783455-0.00587403j -0.000474637+0.00323369j 0.00310971-0.00375635j -0.00131337-0.000937822j 0.00287558-0.00306571j 0.0073904+0.00234237j 0.00322201-0.00392937j 0.00131173-0.000608105j -0.0057315-0.000490309j -0.00193047-0.000760443j 0.00379458-0.00394287j -0.000641342-0.000506429j 0.000244287+0.00624138j -0.00357343+0.00284573j 0.00195549+9.39374e-05j 0.000661917-0.00597484j 0.000898528-0.000149772j 4.09272e-05+0.00480416j -0.000498616-0.00352556j -0.000926085+0.00434314j -0.0029809-0.00330897j -0.00381883+0.00589296j 
-0.00354258-0.000816071j 0.00378896+4.81663e-05j -0.0025613-0.00089745j 0.0062757-0.00461445j 0.00226943+0.000481735j 0.00164347+0.000121737j 0.00984669+0.000771404j -0.00912454-0.00499264j 0.0151574+0.00471648j -0.0130359+0.00453579j 0.00538269+0.00877478j 0.000393539+0.00728508j -0.0044315+0.0160425j 0.0105509-0.0046058j 0.00956829+0.00184443j 0.00367894-0.00101667j 0.00203429-0.0023834j 0.000912445+0.00343945j 0.00055153-0.00171662j 0.00103696-0.000854408j -0.000551828+0.00310963j -0.00307695-0.000332539j 0.00191945-0.00170235j -0.00584787+0.0032086j 0.00170042+0.00539849j 0.00088309-0.000644148j 0.00230672-0.000782231j -0.0072248+0.00222871j 0.00433383-0.00147689j 0.00599692-0.00256221j -0.00613903+0.00249074j 0.00442358-0.00364868j 0.00759037+0.00123268j -0.00544222-0.00381285j -0.00167439-0.00465151j 0.00137119-0.000160191j 0.00675843+0.00255592j -0.00469592-0.00584722j 0.00244586+0.00459332j -0.0040494+0.00117771j -0.00290917-0.00268742j 0.0038711-0.00112849j -0.00459718+0.000444397j 0.002879+0.00117971j -0.0050359-0.00244169j -0.00324222+0.000755987j -0.00185379-0.0014084j -0.00021238-0.00140834j 0.00695928+0.00256673j 0.00570862+0.00430615j -0.00672811-0.00523674j 0.0016158+0.00183127j 0.00541323+0.00232214j -0.00413676-0.00888609j -0.000326439-0.00220891j -0.000544033+0.00243924j 0.00491201+0.000648132j 0.000928303-0.00506462j 4.04644e-05-0.00187427j 0.0049341+0.000708474j 0.004191+0.000568763j -1.27506e-05-0.00223476j -0.00244785+0.00231993j 0.00108718+0.0032962j -0.00131373-0.00547748j -0.00601604-0.00367327j 0.000396566-0.00877594j -0.000257495-0.000568085j -0.00112202+0.00212929j -0.0027604-0.004611j 0.00253805-0.0034171j 0.00593428+0.0096876j 0.00187643-0.00266799j 0.00358714-0.00286898j 0.00118969+0.000126612j -0.0032597+0.00145985j 0.0032647+0.00339504j -0.000288908-0.00548165j -0.00246504-0.00707251j 0.00133026-0.00449827j 0.00325748-0.00136032j -0.00322539-0.00765076j 0.0036713-0.00662951j -0.00293931-0.00144391j -0.000721334+0.00504291j -0.00205131-0.000268995j 0.000859707+0.0070413j -3.87601e-05+0.00250601j -0.000561884+0.00985529j 0.00234981+0.000970473j -0.00130937-0.00321129j 0.000253379-0.000318606j 2.16637e-05+0.000484739j -0.000323169+0.000680057j 0.000783256+0.00184013j 0.00183876-0.000892577j 0.00285077-0.00111259j 
0.00159636+0.0025743j 0.000454448+0.000270682j -0.00355658-0.00358595j 1.3701e-05+0.00431095j 0.00663748+0.00336966j -0.00419272-0.00911328j 0.00399146-0.00776483j 0.00857901+0.00363377j -0.0032251-0.0095702j -0.00193197-0.00280977j 0.0122779-0.00641309j -0.0203815-0.00481429j -0.0133304-0.0088067j 0.0127392+0.00466021j 0.00181364-0.00456021j 0.00411569-0.000507788j -0.00160469+0.00149571j 0.000430949-0.0045644j -0.00127413-0.00380925j 0.000467629+9.86652e-05j -0.00249787+0.00223945j 0.00188412-0.00458908j 0.00163997-0.00283519j 0.000409839+0.00747054j -0.0028381-0.00216675j 0.00120037-0.00148284j -0.00012477+0.00195512j -0.000699117-0.00141459j 0.0063817-0.00553259j -0.00087378+0.00399354j -0.0119328+0.000978759j 0.00874523+0.00349066j 6.92405e-05-0.00583397j 0.000658965+0.00340654j -0.00520268+0.000836429j 0.00249031+0.00198956j 0.00134495+0.000424703j -0.00131093+0.00105474j 0.00271193+0.000767038j 0.00170453+0.0016959j 0.00201915+0.000978636j -0.000622855-0.00581518j -0.000643737+0.000970711j 0.000152606+0.000244807j 0.00157926-0.0018697j -0.00130883-0.00113812j 0.00766345+0.00369008j -0.000345586+0.00530589j -0.00380561-0.000970788j -0.00376629-0.00236501j 0.010128+0.00337747j -0.00357558-0.000782036j -0.00866721-0.000482561j 0.00199531+0.00604186j 7.71178e-05-0.00273697j -0.00188084-0.00441448j 0.00369225+0.00334528j -0.00073395-0.00222372j -0.00104822+0.000884481j 0.00143527-0.00236662j 0.0024043+0.0027708j 0.0037995+0.00426674j 0.000763076-0.00212783j 0.00191728+0.00246455j -0.00257853+0.00276922j 0.00383367+0.00116112j 0.00164699-0.000382967j 0.00255833-0.000853165j -0.00473923-0.00518618j 0.0102017+0.00251655j -0.00221837+0.00221256j 0.000747365-0.00270453j -0.00307055-0.00304216j -0.00342458+0.00101474j -0.00332003-0.00175764j 0.00154078-0.00304821j 0.00420288+0.00320977j -0.00497805-0.000990498j 0.00306685+0.00509039j -0.000698101+0.00541647j -0.000253277+0.00249686j -0.00183808-0.000958294j -0.000366839+0.00494365j 0.00400397+0.0025454j -0.00122685-0.000808806j 0.0050052-0.00115272j 0.00278311-0.000808388j 0.00157256-0.00538068j -0.00558119-0.010833j -0.00197991+0.000759669j 0.000264851-0.000710444j 0.00177157-0.00295473j 0.000160739+7.95019e-05j 0.00196108+6.81883e-05j 0.00213914+0.00166454j -0.00564244+0.00220109j -0.0021996+0.00185189j 
0.00268152-0.00384378j 0.00133317-0.000298995j 0.008404+0.00760856j -0.00246123-0.00672043j 0.000468334-0.00969719j 0.00802459+0.0172402j -0.00953798+0.00186114j 0.00477574+0.00024225j -0.00257532-0.00552998j 0.0113333-0.00558369j -0.0090712+0.000323778j 0.00729758-0.00142088j 0.000623376-0.00285672j -0.00559082+0.00498758j 0.00185269-4.93117e-05j -0.00254021-0.0017634j 0.00577165-0.00135221j 0.00171522+0.00709444j 0.00167639+0.00802802j -3.84752e-06-0.006437j -0.00429668-0.00822916j 0.000641122+0.00484042j 0.00308041-0.000354732j 0.00563419-0.0137802j -0.00640822+0.000284289j 0.000986176+0.00269267j 0.00308672-0.00352513j -5.4601e-05+0.00486405j -0.00253478+0.00566728j 0.00558958+0.00912483j -0.00691328-0.00385439j -0.00123114+0.00833074j 0.00147307-0.00266165j -0.00326069+0.00628756j 0.00432425-0.000822596j 0.000211814+0.00311238j 0.00268383+0.00313527j 0.00280333-0.00662451j 0.00292822-0.000506358j -0.000775288-0.00252922j -0.00314973-0.00215371j -0.00299191+0.00855071j 0.00214647-0.000496637j -0.00362645-0.00200379j -0.000345475+0.00218822j 0.00244046-0.00167669j 0.00360735+0.00666987j 0.000823529-0.00108789j 0.00281982+0.00130468j 0.00141066+0.00689627j -0.000878767+0.000138213j 0.00234244+0.000549229j 0.00556679-0.00321269j 0.00466378+0.00285145j 0.000308132+0.00824928j 0.000193144+0.00370982j -0.00771547+0.00293672j 0.00237882+0.00613892j 0.00382877-0.00173682j -0.00348689+0.00428118j -0.00112598-0.0037038j 0.000203791-0.00487036j -0.000545735-3.049e-05j 0.00752653+0.00261684j -0.000864127-0.00365543j 0.00470871-0.00376449j -0.00123339+0.00117024j 0.00196545-0.000907869j 0.00355403-0.00108181j -0.00702787+0.00315987j 0.0039449+0.000726609j -0.00396565+0.00828635j 0.00424727-0.00132606j 0.003693-0.00474745j -0.00180367-0.00759221j 0.00262496-0.000197996j -0.00155079+0.00198904j 0.000822474-0.00579969j -0.00338702+0.00131686j 0.00250235+0.00458279j 0.00258315+0.00332893j 0.00252417-0.00781686j -0.00513447-0.0015262j 0.000436217-0.00156891j -0.00317533+0.00399725j 0.00169064-0.000751915j -0.00501662-0.00207887j -0.00202841-0.00419725j 0.00499405-0.00166002j -0.00145111+0.00450561j -0.00029404-0.000178193j -0.00114239+0.00176586j -0.0037046-0.0024831j -0.00131484+0.00183386j -0.00479095+0.00139222j 0.00159552+0.003199j -0.00166661+0.00743032j 
-0.00234555-0.00287015j 0.00312165-0.000613319j 0.00644787+0.00881734j 0.00113678-0.0135933j 0.00276302-0.0156004j 0.00717771+0.0236734j -0.00285601-0.00584351j 0.00920905-0.00314911j -0.0025293-0.00336206j -0.0020398-0.0129806j -0.000485067+0.00101854j -0.00911438-0.00245106j -0.00541019-0.00478004j 0.00762175+0.00222273j 0.00148179+0.00169147j 0.00499584+0.00376694j -0.00402532-0.00555936j 0.000892087+0.00930452j 0.00029796+0.0108095j 0.000389849-0.00210094j -0.00807726-0.00458072j -0.00286301+0.00400033j 0.00724247-0.0118148j 0.00668296-0.0163904j -0.00143976+0.00466117j -0.00181105+0.000859495j -0.00249946-0.00412708j 0.000933724-0.00424808j 0.0041509-0.0125323j 0.00393109+0.00385071j -0.00912339+0.0108898j 0.00920474-0.00186752j 0.00185899+0.00171164j 0.00453566-0.000721191j -0.00269633-0.000926566j 0.00144195-0.0055313j 0.00332802-0.0048069j -0.00312377-0.00656193j -0.00462298-0.000194497j -0.00705777+0.00534177j -0.000913107-0.00151243j -0.000593453+0.00116404j -0.00107157+0.00512413j -0.000182524-0.00348711j 0.00435345-0.00100878j -0.000135438+0.00464449j 0.00342583+0.000684626j -0.00292462+0.00119658j 0.00473116-0.00557942j 0.00219619+0.000711703j -0.000207011-0.00777304j 0.00204644-0.00227148j -0.000435657+0.00250172j 0.00582193-0.000387949j 0.00112973+0.00481435j -0.00684243+0.00685123j -0.00235886+0.00157542j 0.000237246+0.00197268j 0.00200231-0.00285332j 0.00264823-0.00524881j 0.0026213-0.00596394j 0.00258594-0.0066599j -0.00219225+0.000684935j 0.00393017+0.00546913j -0.000754301-0.00247756j -0.00109988-0.00474457j -0.0108448+0.00241769j -0.0106273+0.00230805j -0.000408998-0.00375386j 0.00492362+9.21061e-06j 0.000507783+0.00109808j 0.00235213-0.00126178j 0.00210961-0.00217099j -0.000786371+0.00128923j -0.00332717+0.0010086j 0.000830904-0.000752942j -0.00187125-0.00184846j 0.000345427-0.00100781j 0.00123899+0.00071518j 0.005366+0.0035253j -0.00426522+0.00164086j -0.000241654-0.00304626j 0.000331532-0.000603782j -0.00288665-0.00411373j 0.0023122+0.00492972j 0.000381009-0.00412041j 0.00162901+0.00260566j 0.00141026+0.00175193j -0.00181687-0.00132329j 0.0019452-0.00136924j -0.00292135-0.00346288j 0.00219525+0.00295992j 0.0012156+0.0011048j 0.00197717+0.0024495j 0.00468082-0.00139894j -0.00162678+0.00111477j 0.00204552-0.00302467j 
-0.00520273+0.000186593j -0.000513757+0.00228958j 0.00347233+0.00496378j -0.00099133-0.00940291j -0.00349024-0.010112j -0.00107682+0.0164318j -0.00243922-0.00304188j 0.0105316-0.00199779j -0.0068122+0.00135029j -0.00836351-0.013781j -0.00463874+0.00460752j -0.00576379-0.00758745j -0.0174482-0.00982011j 0.00795919+0.00576713j 0.00579008+0.00922014j -0.0017592+0.00083141j -2.41368e-05-0.00562011j -0.00205497+0.00190301j 0.0052626+0.00759177j 0.00571171-0.00340266j 0.00143867-0.00613893j 0.000439627+0.00428389j 0.00162905-0.00397737j 0.00712337-0.0122469j 0.0009596-0.00703981j 0.000555272+0.00447558j -0.0011313-0.00470951j 0.00582432+0.00756341j -1.62308e-05-0.000197471j -0.00920674+0.00310823j -0.000726879+0.0063062j -0.00289339-0.00293519j -0.0029733-0.00628173j -0.00475659+0.000937457j -0.00307242+0.00279609j -0.000136103-0.00316803j 0.00213524-0.00487071j -0.000437768+0.000203561j 0.00295407-7.17628e-05j -0.00109889+0.000636923j 0.00559545+0.00088047j -0.000989326+0.00448118j 0.00228562+0.000486747j -0.00077515+0.000372588j 0.00324799-0.00296732j -0.00786701+0.00556051j -0.00028265-0.00133287j -0.00295972-0.00289998j -0.000679707-0.00446357j 0.00479082-0.00387431j 0.00306568-0.00643422j -0.00366377-0.00296481j -0.0011319+0.000509027j 0.0023788+0.000484886j 0.00172211+0.00532405j -0.00603215+0.00175076j -0.00230509-0.000513039j 0.00135401+0.00402805j 0.000546964+0.00117443j -0.00297375-0.00292101j 0.00261506-0.00333361j 0.00798183-0.00577059j -0.00667679-0.00258168j -0.000577684-0.00383798j 0.00603974+0.000115072j 0.00632609-0.00210994j -0.00129828+0.00565127j -0.000889872+0.00165825j -0.00337898-0.00442765j 0.00417493-0.000395538j 0.0025722-0.000621085j -0.0054123-0.00488173j -0.00384083+0.000788678j -0.00165087+0.0033815j 0.00253792+0.00413873j -0.00106203-0.00126863j 0.000392387+0.00318186j -0.00134108+0.00725765j 0.000259246+0.00548114j -0.00264217-0.0013012j 0.00516563-0.00438369j 0.00170585+0.0064525j 0.00341967+0.00356116j 0.00138111+0.00440207j -0.00431433-0.00378763j -0.000302679-0.000285707j 0.0014389+0.00365705j -0.00273915-1.27923e-05j -0.00659193-0.00293023j 0.00144828-0.00201554j -0.002239+0.00338002j -0.00313278-0.00574585j 0.000699138+0.00220983j 0.000283609-0.00538745j 0.00187525+0.00386989j -7.62274e-06-0.00524671j -0.00031268-0.00169087j 
