-0.00418631-0j -0.000661914-0j 0.101219-0j -0.000348859-0j 0.0146097-0j -8.72148e-05-0j -3.08351e-05-0j -7.2679e-06-0j -7.70877e-06-0j -6.42397e-07-0j -2.39407e-08-0j -0.00390365-0j -0.000608588-0j -0.000471411-0j -6.80423e-05-0j 0.0832392-0j 0.0147148-0j -5.07157e-05-0j 0.00122623-0j -4.39211e-05-0j -8.96535e-06-0j -4.48268e-06-0j -5.28289e-07-0j -6.47019e-07-0j -4.17649e-08-0j -1.31547e-09-0j -0.00257392-0j -0.0026006-0j -0.000397165-0j -0.000401281-0j -0.00030334-0j -0.000306483-0j -4.37833e-05-0j -4.4237e-05-0j -0.000271315-0j 0.0720469-0j -0.000274127-0j 0.0727935-0j -4.79622e-05-0j -4.84593e-05-0j -3.99685e-06-0j 0.00846892-0j -4.03827e-06-0j 0.00518613-0j 0.00855668-0j -2.52783e-05-0j 0.00523988-0j 0.00105861-0j -2.55403e-05-0j -3.64861e-06-0j 0.00106959-0j 6.23795e-05-0j -4.46862e-06-0j -3.68642e-06-0j 6.30259e-05-0j -1.11715e-06-0j -4.51492e-06-0j -5.26631e-07-0j -3.22495e-07-0j -1.12873e-06-0j -5.32089e-07-0j -2.40373e-08-0j -3.25837e-07-0j -3.29145e-08-0j -2.42864e-08-0j -3.32556e-08-0j -1.73474e-09-0j -1.75272e-09-0j -4.7319e-11-0j -4.78094e-11-0j 
3.03097e-07-0j -6.87483e-06-0j -7.28229e-06-0j 2.52581e-08-0j 7.44991e-05-0j 0.000174111-0j 0.000123719-0j -0.000330741-0j 0.13899-0j 0.0232119-0j -2.28611e-05-0j 2.82632e-07-0j -6.32098e-06-0j -6.56034e-06-0j 6.71134e-05-0j 3.11573e-08-0j 0.00015187-0j -5.26748e-07-0j -0.000288491-0j 5.81289e-05-0j -0.00169971-0j -0.00258011-0j -9.93121e-05-0j -0.538226-0j 0.00381276-0j -2.20516e-06-0j 1.86357e-07-0j 1.88288e-07-0j -4.12507e-06-0j -4.16782e-06-0j -4.2214e-06-0j -4.26514e-06-0j 4.31856e-05-0j 4.36332e-05-0j 1.96438e-08-0j 1.34492e-08-0j 1.98473e-08-0j 1.35885e-08-0j 9.57494e-05-0j 9.67417e-05-0j -0.000181885-0j -4.54746e-07-0j -0.00018377-0j 3.54849e-05-0j -4.59459e-07-0j -3.51783e-07-0j 3.58526e-05-0j -0.00103759-0j -3.55429e-07-0j 3.5988e-06-0j -0.00104834-0j -6.06252e-05-0j -0.000848402-0j 3.6361e-06-0j -6.12535e-05-0j 8.99583e-06-0j -0.000857194-0j 0.00460641-0j 0.0176276-0j 9.08906e-06-0j 0.00465415-0j -1.14166e-05-0j 0.0178103-0j -0.113106-0j -1.15349e-05-0j -0.114278-0j 0.000318399-0j 0.000321698-0j -1.27181e-07-0j -1.28499e-07-0j 
2.59852e-06-0j -1.93725e-05-0j -9.38114e-05-0j 2.16543e-07-0j -4.46804e-06-0j 0.000737217-0j -0.100337-0j -6.47162e-07-0j -0.025271-0j 2.2066e-05-0j -4.27841e-09-0j 4.19817e-08-0j -3.08605e-07-0j -1.46423e-06-0j -6.9738e-08-0j 4.62804e-09-0j 1.11412e-05-0j -2.57171e-08-0j -9.78028e-09-0j 2.61759e-05-0j 2.65386e-06-0j 0.0119163-0j -1.08859e-09-0j -5.53166e-05-0j 3.1102e-08-0j -4.75426e-12-0j -1.5522e-06-0j -1.5583e-06-0j 1.12931e-05-0j 1.13375e-05-0j 5.28325e-05-0j 5.30402e-05-0j 2.5163e-06-0j 2.52619e-06-0j -1.63616e-07-0j -1.1202e-07-0j -1.64259e-07-0j -1.12461e-07-0j -0.000393878-0j -0.000395427-0j 3.45764e-07-0j 1.24495e-06-0j 3.47123e-07-0j -0.000896016-0j 1.24984e-06-0j 4.40271e-06-0j -0.000899539-0j -9.08432e-05-0j 4.42002e-06-0j 2.09692e-07-0j -9.12004e-05-0j 3.72631e-08-0j 0.00704135-0j 2.10516e-07-0j 3.74096e-08-0j 0.0143517-0j 0.00706903-0j -1.3158e-05-0j -0.0971625-0j 0.0144081-0j -1.32097e-05-0j 3.47541e-09-0j -0.0975446-0j 0.000210758-0j 3.48907e-09-0j 0.000211586-0j -8.69878e-08-0j -8.73298e-08-0j 1.09636e-11-0j 1.10067e-11-0j 
-3.0316e-06-0j 4.56819e-05-0j 3.62296e-05-0j 7.31948e-05-0j -0.000243151-0j 0.0830753-0j 6.44921e-06-0j 0.0103511-0j 0.00476999-0j 0.00122034-0j -1.1959e-06-0j 5.50688e-06-0j -8.18203e-05-0j -6.35792e-05-0j 0.000426706-0j -8.76398e-05-0j 0.000977804-0j 0.00197546-0j 0.000121834-0j 0.00171926-0j 0.775989-0j 0.000174058-0j -0.00295201-0j -0.00239006-0j -0.000258491-0j 1.79458e-07-0j -1.86396e-06-0j -1.69089e-06-0j 2.74103e-05-0j 2.48653e-05-0j 2.10015e-05-0j 1.90516e-05-0j -0.00014095-0j -0.000127863-0j 2.83644e-05-0j -1.3452e-07-0j 2.57307e-05-0j -1.2203e-07-0j -0.000316464-0j -0.00028708-0j -3.94311e-05-0j -0.000436224-0j -3.577e-05-0j 3.732e-06-0j -0.000395721-0j -0.00050706-0j 3.38549e-06-0j 0.00168444-0j -0.00045998-0j 0.00340308-0j 0.00152804-0j -6.40792e-06-0j 0.00855757-0j 0.00308711-0j -5.81294e-06-0j 3.11809e-07-0j 0.007763-0j -0.0717078-0j 0.000299846-0j 2.82858e-07-0j -0.0650498-0j 0.000115319-0j 0.000272005-0j 0.000125706-0j 0.000104612-0j 0.000114035-0j 8.28464e-06-0j 7.51541e-06-0j -4.42278e-09-0j -4.01212e-09-0j 
-3.06238e-07-0j 9.27757e-06-0j -3.82798e-08-0j 7.39379e-06-0j -0.000151601-0j -0.000176474-0j -2.25566e-09-0j -0.199285-0j -1.54727e-05-0j -0.00556686-0j -0.00329603-0j -4.94759e-09-0j 1.47792e-07-0j -5.97478e-10-0j -2.36622e-06-0j 7.87388e-08-0j 1.8474e-08-0j -3.56828e-06-0j 2.0862e-05-0j 8.03624e-09-0j 4.50092e-05-0j 1.08859e-09-0j 0.0114506-0j 2.12921e-06-0j -3.27422e-05-0j -7.37306e-06-0j 1.82928e-07-0j 1.83647e-07-0j -5.4083e-06-0j -5.42957e-06-0j 2.15583e-08-0j 2.16431e-08-0j 8.53783e-05-0j 8.57139e-05-0j -2.78367e-06-0j 1.32017e-08-0j -2.79461e-06-0j 1.32536e-08-0j -6.53115e-07-0j -6.55683e-07-0j -0.000737537-0j 8.60709e-05-0j -0.000740436-0j 1.9055e-09-0j 8.64093e-05-0j -5.20502e-07-0j 1.91299e-09-0j 1.06723e-05-0j -5.22549e-07-0j -0.00206137-0j 1.07142e-05-0j 0.0027151-0j 8.78458e-06-0j -0.00206947-0j 0.00272578-0j 7.93959e-11-0j 8.81912e-06-0j 0.0140291-0j 6.2887e-07-0j 7.97081e-11-0j 0.0140843-0j -0.152547-0j 6.31343e-07-0j 0.000277109-0j -0.153147-0j 0.000278199-0j 0.000232031-0j 0.000232943-0j 2.98686e-05-0j 2.9986e-05-0j 
-1.95648e-08-0j 7.41676e-07-0j 2.33812e-07-0j -1.6304e-09-0j -1.61988e-05-0j -9.34295e-06-0j 4.16208e-08-0j 0.000222821-0j 0.000317778-0j 0.177543-0j 0.0197841-0j -1.82438e-08-0j 6.81925e-07-0j 2.10632e-07-0j -1.45929e-05-0j -2.01119e-09-0j -8.14944e-06-0j 5.68271e-08-0j 0.000194356-0j 3.94543e-08-0j 0.000183828-0j -1.45068e-06-0j -0.00152718-0j -0.00381276-0j -0.520677-0j 0.00387273-0j -1.20293e-08-0j -1.2154e-08-0j 4.45024e-07-0j 4.49636e-07-0j 1.35536e-07-0j 1.36941e-07-0j -9.39012e-06-0j -9.48743e-06-0j -1.268e-09-0j -8.6814e-10-0j -1.28114e-09-0j -8.77137e-10-0j -5.13799e-06-0j -5.19123e-06-0j 0.000122536-0j 4.90593e-08-0j 0.000123806-0j 2.40849e-08-0j 4.95677e-08-0j 1.12947e-08-0j 2.43345e-08-0j 0.000112218-0j 1.14117e-08-0j -7.8251e-07-0j 0.000113381-0j -0.00093227-0j -9.62415e-07-0j -7.90619e-07-0j -0.000941931-0j 2.0123e-09-0j -9.72388e-07-0j -0.0015436-0j 1.99758e-05-0j 2.03315e-09-0j -0.00155959-0j 0.00313446-0j 2.01828e-05-0j 0.0182887-0j 0.00316694-0j 0.0184782-0j -0.137055-0j -0.138475-0j 0.000374758-0j 0.000378642-0j 
-1.5158e-06-0j 1.13007e-05-0j 5.47233e-05-0j -1.26317e-07-0j 2.60636e-06-0j -0.000430044-0j 0.05853-0j 3.77511e-07-0j 0.0147414-0j -1.28718e-05-0j 2.49574e-09-0j 2.75344e-06-0j -2.02404e-05-0j -9.60339e-05-0j -4.57389e-06-0j 3.03538e-07-0j 0.000730718-0j -1.6867e-06-0j -6.41457e-07-0j 0.00171679-0j 0.000174058-0j 0.781549-0j -7.13972e-08-0j -0.00362804-0j 2.03988e-06-0j -3.11817e-10-0j -9.3198e-07-0j -8.45446e-07-0j 6.78068e-06-0j 6.1511e-06-0j 3.1722e-05-0j 2.87766e-05-0j 1.51085e-06-0j 1.37057e-06-0j -9.82393e-08-0j -6.72599e-08-0j -8.91178e-08-0j -6.10148e-08-0j -0.000236495-0j -0.000214536-0j 2.07606e-07-0j 7.475e-07-0j 1.88329e-07-0j -0.000537992-0j 6.78095e-07-0j 2.6435e-06-0j -0.000488039-0j -5.45447e-05-0j 2.39805e-06-0j 1.25904e-07-0j -4.94802e-05-0j 2.23737e-08-0j 0.00422781-0j 1.14214e-07-0j 2.02963e-08-0j 0.00861713-0j 0.00383526-0j -7.90038e-06-0j -0.0583389-0j 0.00781703-0j -7.16683e-06-0j 2.08673e-09-0j -0.0529222-0j 0.000126544-0j 1.89297e-09-0j 0.000114795-0j -5.22297e-08-0j -4.73802e-08-0j 6.58285e-12-0j 5.97163e-12-0j 
-3.75064e-07-0j 8.50716e-06-0j 9.01138e-06-0j -3.12553e-08-0j -9.2188e-05-0j -0.000215452-0j -0.000153094-0j 0.000409271-0j -0.171991-0j -0.0287233-0j 2.82892e-05-0j -6.05953e-09-0j 1.35519e-07-0j 1.40651e-07-0j -1.43889e-06-0j -6.68e-10-0j -3.25603e-06-0j 1.12933e-08-0j 6.18514e-06-0j -1.24626e-06-0j 3.64411e-05-0j 5.53166e-05-0j 2.12921e-06-0j 0.0115394-0j -8.17442e-05-0j 4.72779e-08-0j 2.2404e-07-0j 2.24921e-07-0j -4.9592e-06-0j -4.9787e-06-0j -5.07501e-06-0j -5.09496e-06-0j 5.19182e-05-0j 5.21223e-05-0j 2.36159e-08-0j 1.61687e-08-0j 2.37088e-08-0j 1.62323e-08-0j 0.000115111-0j 0.000115564-0j -0.000218664-0j -5.46701e-07-0j -0.000219524-0j 4.26603e-05-0j -5.4885e-07-0j -4.22917e-07-0j 4.2828e-05-0j -0.0012474-0j -4.2458e-07-0j 4.32652e-06-0j -0.0012523-0j -7.28842e-05-0j -0.00101996-0j 4.34353e-06-0j -7.31708e-05-0j 1.08149e-05-0j -0.00102397-0j 0.00553787-0j 0.0211921-0j 1.08574e-05-0j 0.00555965-0j -1.37252e-05-0j 0.0212754-0j -0.135977-0j -1.37792e-05-0j -0.136512-0j 0.000382782-0j 0.000384287-0j -1.52898e-07-0j -1.535e-07-0j 
1.78639e-07-0j -5.41191e-06-0j 2.23299e-08-0j -4.31305e-06-0j 8.84339e-05-0j 0.000102943-0j 1.3158e-09-0j 0.11625-0j 9.02575e-06-0j 0.00324734-0j 0.00192268-0j -3.24496e-07-0j 9.6932e-06-0j -3.91866e-08-0j -0.000155193-0j 5.16422e-06-0j 1.21165e-06-0j -0.000234032-0j 0.00136827-0j 5.27071e-07-0j 0.00295201-0j 7.13972e-08-0j 0.751011-0j 0.000139648-0j -0.00214746-0j -0.000483575-0j 1.09835e-07-0j 9.96368e-08-0j -3.24729e-06-0j -2.94578e-06-0j 1.29442e-08-0j 1.17423e-08-0j 5.12633e-05-0j 4.65036e-05-0j -1.67139e-06-0j 7.92665e-09-0j -1.5162e-06-0j 7.19066e-09-0j -3.92147e-07-0j -3.55736e-07-0j -0.000442836-0j 5.16792e-05-0j -0.000401719-0j 1.14411e-09-0j 4.68808e-05-0j -3.12523e-07-0j 1.03788e-09-0j 6.40792e-06-0j -2.83505e-07-0j -0.0012377-0j 5.81294e-06-0j 0.00163022-0j 5.27449e-06-0j -0.00112278-0j 0.00147885-0j 4.76714e-11-0j 4.78475e-06-0j 0.00842344-0j 3.7759e-07-0j 4.32451e-11-0j 0.00764133-0j -0.0915931-0j 3.42531e-07-0j 0.000166383-0j -0.0830887-0j 0.000150935-0j 0.000139318-0j 0.000126382-0j 1.79339e-05-0j 1.62687e-05-0j 
6.16234e-10-0j -3.27438e-08-0j 7.70293e-11-0j 5.13529e-11-0j 1.07519e-06-0j -4.31438e-09-0j 4.539e-12-0j -2.47704e-05-0j 1.09736e-07-0j 0.00041818-0j 0.207814-0j 5.74626e-10-0j -3.01059e-08-0j 6.93927e-11-0j 9.68593e-07-0j 6.33466e-11-0j -3.76324e-09-0j -2.50883e-09-0j -2.16061e-05-0j 6.46529e-12-0j 1.27623e-07-0j -2.21751e-10-0j 0.000343899-0j -2.20516e-06-0j -0.00387273-0j -0.503164-0j 3.78887e-10-0j 3.82814e-10-0j -1.96471e-08-0j -1.98507e-08-0j 4.46523e-11-0j 4.5115e-11-0j 6.23263e-07-0j 6.29722e-07-0j 3.99382e-11-0j 2.73438e-11-0j 4.03521e-11-0j 2.76272e-11-0j -2.37261e-09-0j -2.3972e-09-0j -1.3622e-05-0j -2.16589e-09-0j -1.37632e-05-0j 3.94674e-12-0j -2.18834e-09-0j 3.72103e-12-0j 3.98764e-12-0j 7.79079e-08-0j 3.75959e-12-0j 5.19386e-08-0j 7.87153e-08-0j 0.000209933-0j -2.21055e-10-0j 5.24768e-08-0j 0.000212109-0j 1.64448e-13-0j -2.23346e-10-0j -1.79486e-06-0j 4.59077e-09-0j 1.66152e-13-0j -1.81346e-06-0j -0.00222891-0j 4.63834e-09-0j 2.14262e-05-0j -0.002252-0j 2.16483e-05-0j 0.0150582-0j 0.0152142-0j -0.156544-0j -0.158166-0j 
2.42102e-08-0j -9.17777e-07-0j -2.89328e-07-0j 2.01752e-09-0j 2.0045e-05-0j 1.15613e-05-0j -5.15031e-08-0j -0.000275726-0j -0.00039323-0j -0.219698-0j -0.0244815-0j 3.91141e-10-0j -1.46202e-08-0j -4.51588e-09-0j 3.12866e-07-0j 4.31192e-11-0j 1.74721e-07-0j -1.21835e-09-0j -4.16693e-06-0j -8.45886e-10-0j -3.9412e-06-0j 3.1102e-08-0j 3.27422e-05-0j 8.17442e-05-0j 0.0111631-0j -8.30299e-05-0j -1.44617e-08-0j -1.45186e-08-0j 5.35013e-07-0j 5.37116e-07-0j 1.62943e-07-0j 1.63584e-07-0j -1.12889e-05-0j -1.13333e-05-0j -1.5244e-09-0j -1.04369e-09-0j -1.5304e-09-0j -1.04779e-09-0j -6.17694e-06-0j -6.20123e-06-0j 0.000147314-0j 5.89796e-08-0j 0.000147893-0j 2.89552e-08-0j 5.92115e-08-0j 1.35786e-08-0j 2.9069e-08-0j 0.000134909-0j 1.3632e-08-0j -9.40741e-07-0j 0.00013544-0j -0.00112078-0j -1.15702e-06-0j -9.4444e-07-0j -0.00112519-0j 2.41921e-09-0j -1.16157e-06-0j -0.00185573-0j 2.40151e-05-0j 2.42872e-09-0j -0.00186303-0j 0.00376828-0j 2.41096e-05-0j 0.0219868-0j 0.00378309-0j 0.0220733-0j -0.164769-0j -0.165417-0j 0.000450538-0j 0.000452309-0j 
2.18787e-07-0j -4.96251e-06-0j -5.25664e-06-0j 1.82323e-08-0j 5.37763e-05-0j 0.00012568-0j 8.93049e-05-0j -0.000238742-0j 0.100328-0j 0.0167552-0j -1.6502e-05-0j -3.97425e-07-0j 8.88829e-06-0j 9.22487e-06-0j -9.4372e-05-0j -4.3812e-08-0j -0.000213552-0j 7.4069e-07-0j 0.000405663-0j -8.17383e-05-0j 0.00239006-0j 0.00362804-0j 0.000139648-0j 0.75683-0j -0.00536134-0j 3.10081e-06-0j 1.3452e-07-0j 1.2203e-07-0j -2.97763e-06-0j -2.70116e-06-0j -3.04717e-06-0j -2.76424e-06-0j 3.1173e-05-0j 2.82786e-05-0j 1.41796e-08-0j 9.70813e-09-0j 1.28631e-08-0j 8.80673e-09-0j 6.91156e-05-0j 6.26982e-05-0j -0.000131292-0j -3.28253e-07-0j -0.000119101-0j 2.56143e-05-0j -2.97775e-07-0j -2.5393e-07-0j 2.3236e-05-0j -0.000748972-0j -2.30353e-07-0j 2.59775e-06-0j -0.00067943-0j -4.37616e-05-0j -0.000612409-0j 2.35655e-06-0j -3.96983e-05-0j 6.49354e-06-0j -0.000555547-0j 0.00332508-0j 0.0127243-0j 5.89061e-06-0j 0.00301635-0j -8.24097e-06-0j 0.0115428-0j -0.0816443-0j -7.47579e-06-0j -0.0740636-0j 0.000229832-0j 0.000208493-0j -9.18042e-08-0j -8.32802e-08-0j 
-7.62551e-10-0j 4.05184e-08-0j -9.53189e-11-0j -6.35459e-11-0j -1.33047e-06-0j 5.33877e-09-0j -5.61672e-12-0j 3.06518e-05-0j -1.35791e-07-0j -0.000517471-0j -0.257156-0j -1.23198e-11-0j 6.4546e-10-0j -1.48776e-12-0j -2.07663e-08-0j -1.35813e-12-0j 8.06825e-11-0j 5.37883e-11-0j 4.63227e-07-0j -1.38613e-13-0j -2.7362e-09-0j 4.75426e-12-0j -7.37306e-06-0j 4.72779e-08-0j 8.30299e-05-0j 0.0107877-0j 4.55502e-10-0j 4.57293e-10-0j -2.362e-08-0j -2.37128e-08-0j 5.36815e-11-0j 5.38925e-11-0j 7.49293e-07-0j 7.52239e-07-0j 4.80142e-11-0j 3.2873e-11-0j 4.82029e-11-0j 3.30023e-11-0j -2.85238e-09-0j -2.8636e-09-0j -1.63766e-05-0j -2.60386e-09-0j -1.64409e-05-0j 4.74482e-12-0j -2.61409e-09-0j 4.47345e-12-0j 4.76347e-12-0j 9.36616e-08-0j 4.49104e-12-0j 6.24411e-08-0j 9.40299e-08-0j 0.000252384-0j -2.65755e-10-0j 6.26866e-08-0j 0.000253376-0j 1.97701e-13-0j -2.668e-10-0j -2.1578e-06-0j 5.51907e-09-0j 1.98478e-13-0j -2.16628e-06-0j -0.00267961-0j 5.54077e-09-0j 2.57588e-05-0j -0.00269015-0j 2.58601e-05-0j 0.0181031-0j 0.0181743-0j -0.188199-0j -0.188939-0j 
-1.41226e-08-0j 5.3537e-07-0j 1.68775e-07-0j -1.17689e-09-0j -1.16929e-05-0j -6.7441e-06-0j 3.00435e-08-0j 0.00016084-0j 0.000229384-0j 0.128157-0j 0.0142809-0j 2.56537e-08-0j -9.58894e-07-0j -2.96182e-07-0j 2.05199e-05-0j 2.82805e-09-0j 1.14594e-05-0j -7.99078e-08-0j -0.000273296-0j -5.54789e-08-0j -0.000258491-0j 2.03988e-06-0j 0.00214746-0j 0.00536134-0j 0.732154-0j -0.00544566-0j -8.68321e-09-0j -7.87698e-09-0j 3.21236e-07-0j 2.91409e-07-0j 9.78352e-08-0j 8.87512e-08-0j -6.77815e-06-0j -6.1488e-06-0j -9.15291e-10-0j -6.26657e-10-0j -8.30306e-10-0j -5.68472e-10-0j -3.7088e-06-0j -3.36444e-06-0j 8.84513e-05-0j 3.54129e-08-0j 8.02386e-05-0j 1.73854e-08-0j 3.21248e-08-0j 8.15293e-09-0j 1.57712e-08-0j 8.10031e-05-0j 7.39594e-09-0j -5.64845e-07-0j 7.3482e-05-0j -0.000672948-0j -6.94708e-07-0j -5.124e-07-0j -0.000610465-0j 1.45255e-09-0j -6.30204e-07-0j -0.00111423-0j 1.44193e-05-0j 1.31769e-09-0j -0.00101077-0j 0.00226257-0j 1.30805e-05-0j 0.0132015-0j 0.00205249-0j 0.0119757-0j -0.0989315-0j -0.0897457-0j 0.000270515-0j 0.000245397-0j 
4.44822e-10-0j -2.36357e-08-0j 5.56027e-11-0j 3.70685e-11-0j 7.7611e-07-0j -3.11428e-09-0j 3.27642e-12-0j -1.78802e-05-0j 7.92114e-08-0j 0.000301858-0j 0.150008-0j -8.08015e-10-0j 4.23336e-08-0j -9.75771e-11-0j -1.36199e-06-0j -8.90753e-11-0j 5.2917e-09-0j 3.5278e-09-0j 3.03816e-05-0j -9.09121e-12-0j -1.79458e-07-0j 3.11817e-10-0j -0.000483575-0j 3.10081e-06-0j 0.00544566-0j 0.707528-0j 2.73495e-10-0j 2.48101e-10-0j -1.4182e-08-0j -1.28652e-08-0j 3.22317e-11-0j 2.9239e-11-0j 4.49895e-07-0j 4.08123e-07-0j 2.8829e-11-0j 1.97378e-11-0j 2.61522e-11-0j 1.79052e-11-0j -1.71264e-09-0j -1.55363e-09-0j -9.83291e-06-0j -1.56342e-09-0j -8.91993e-06-0j 2.84891e-12-0j -1.41826e-09-0j 2.68598e-12-0j 2.58439e-12-0j 5.62369e-08-0j 2.43659e-12-0j 3.74913e-08-0j 5.10153e-08-0j 0.000151538-0j -1.59566e-10-0j 3.40102e-08-0j 0.000137468-0j 1.18705e-13-0j -1.44751e-10-0j -1.2956e-06-0j 3.31379e-09-0j 1.07683e-13-0j -1.1753e-06-0j -0.00160891-0j 3.00611e-09-0j 1.54663e-05-0j -0.00145952-0j 1.40302e-05-0j 0.0108696-0j 0.00986033-0j -0.113-0j -0.102508-0j 
